context: Signs response:	You're my dad?
context: Renton, don't cry in front of Ao!\Thank you, Dad, Mom...\That's why at the very least I want to send you back...\to your homeland.\No one knows how long my body will last.\But I'll believe in the future my parents chose...\The future that we, the people of this time and this planet, chose and worked for!\You're kidding me, right? response:	That's so embarrassing.
context: Thank you, Dad, Mom...\That's why at the very least I want to send you back...\to your homeland.\No one knows how long my body will last.\But I'll believe in the future my parents chose...\The future that we, the people of this time and this planet, chose and worked for!\You're kidding me, right?\That's so embarrassing. response:	So these are my parents?
context: That's why at the very least I want to send you back...\to your homeland.\No one knows how long my body will last.\But I'll believe in the future my parents chose...\The future that we, the people of this time and this planet, chose and worked for!\You're kidding me, right?\That's so embarrassing.\So these are my parents? response:	But I'm so glad both of you made it back home.
context: to your homeland.\No one knows how long my body will last.\But I'll believe in the future my parents chose...\The future that we, the people of this time and this planet, chose and worked for!\You're kidding me, right?\That's so embarrassing.\So these are my parents?\But I'm so glad both of you made it back home. response:	Truth, where are we this time around?
context: No one knows how long my body will last.\But I'll believe in the future my parents chose...\The future that we, the people of this time and this planet, chose and worked for!\You're kidding me, right?\That's so embarrassing.\So these are my parents?\But I'm so glad both of you made it back home.\Truth, where are we this time around? response:	I don't know. I'm investigating right now.
context: But I'll believe in the future my parents chose...\The future that we, the people of this time and this planet, chose and worked for!\You're kidding me, right?\That's so embarrassing.\So these are my parents?\But I'm so glad both of you made it back home.\Truth, where are we this time around?\I don't know. I'm investigating right now. response:	Thanks.
context: The future that we, the people of this time and this planet, chose and worked for!\You're kidding me, right?\That's so embarrassing.\So these are my parents?\But I'm so glad both of you made it back home.\Truth, where are we this time around?\I don't know. I'm investigating right now.\Thanks. response:	There we go. It's year 2027.
context: You're kidding me, right?\That's so embarrassing.\So these are my parents?\But I'm so glad both of you made it back home.\Truth, where are we this time around?\I don't know. I'm investigating right now.\Thanks.\There we go. It's year 2027. response:	Year 2027.
context: That's so embarrassing.\So these are my parents?\But I'm so glad both of you made it back home.\Truth, where are we this time around?\I don't know. I'm investigating right now.\Thanks.\There we go. It's year 2027.\Year 2027. response:	We're back then?
context: So these are my parents?\But I'm so glad both of you made it back home.\Truth, where are we this time around?\I don't know. I'm investigating right now.\Thanks.\There we go. It's year 2027.\Year 2027.\We're back then? response:	Back? What are you talking about?
context: But I'm so glad both of you made it back home.\Truth, where are we this time around?\I don't know. I'm investigating right now.\Thanks.\There we go. It's year 2027.\Year 2027.\We're back then?\Back? What are you talking about? response:	You changed the world three times with the Quartz Gun.
context: Truth, where are we this time around?\I don't know. I'm investigating right now.\Thanks.\There we go. It's year 2027.\Year 2027.\We're back then?\Back? What are you talking about?\You changed the world three times with the Quartz Gun. response:	This isn't the world you know anymore.
context: I don't know. I'm investigating right now.\Thanks.\There we go. It's year 2027.\Year 2027.\We're back then?\Back? What are you talking about?\You changed the world three times with the Quartz Gun.\This isn't the world you know anymore. response:	Fukai Ao may not even exist in this world.
context: Thanks.\There we go. It's year 2027.\Year 2027.\We're back then?\Back? What are you talking about?\You changed the world three times with the Quartz Gun.\This isn't the world you know anymore.\Fukai Ao may not even exist in this world. response:	If that's the case, no one will remember you.
context: There we go. It's year 2027.\Year 2027.\We're back then?\Back? What are you talking about?\You changed the world three times with the Quartz Gun.\This isn't the world you know anymore.\Fukai Ao may not even exist in this world.\If that's the case, no one will remember you. response:	You saved your mother, then said goodbye to her forever,
context: Year 2027.\We're back then?\Back? What are you talking about?\You changed the world three times with the Quartz Gun.\This isn't the world you know anymore.\Fukai Ao may not even exist in this world.\If that's the case, no one will remember you.\You saved your mother, then said goodbye to her forever, response:	and wandered in time for a long while,
context: We're back then?\Back? What are you talking about?\You changed the world three times with the Quartz Gun.\This isn't the world you know anymore.\Fukai Ao may not even exist in this world.\If that's the case, no one will remember you.\You saved your mother, then said goodbye to her forever,\and wandered in time for a long while, response:	so that might not be a big deal for you.
context: Back? What are you talking about?\You changed the world three times with the Quartz Gun.\This isn't the world you know anymore.\Fukai Ao may not even exist in this world.\If that's the case, no one will remember you.\You saved your mother, then said goodbye to her forever,\and wandered in time for a long while,\so that might not be a big deal for you. response:	That's fine.
context: You changed the world three times with the Quartz Gun.\This isn't the world you know anymore.\Fukai Ao may not even exist in this world.\If that's the case, no one will remember you.\You saved your mother, then said goodbye to her forever,\and wandered in time for a long while,\so that might not be a big deal for you.\That's fine. response:	She had to live in a place she didn't know,
context: This isn't the world you know anymore.\Fukai Ao may not even exist in this world.\If that's the case, no one will remember you.\You saved your mother, then said goodbye to her forever,\and wandered in time for a long while,\so that might not be a big deal for you.\That's fine.\She had to live in a place she didn't know, response:	gave birth to me all alone,
context: Fukai Ao may not even exist in this world.\If that's the case, no one will remember you.\You saved your mother, then said goodbye to her forever,\and wandered in time for a long while,\so that might not be a big deal for you.\That's fine.\She had to live in a place she didn't know,\gave birth to me all alone, response:	and had to endure solitude just to keep me alive.
context: If that's the case, no one will remember you.\You saved your mother, then said goodbye to her forever,\and wandered in time for a long while,\so that might not be a big deal for you.\That's fine.\She had to live in a place she didn't know,\gave birth to me all alone,\and had to endure solitude just to keep me alive. response:	Compared to what she had to go through, this much is nothing.
context: You saved your mother, then said goodbye to her forever,\and wandered in time for a long while,\so that might not be a big deal for you.\That's fine.\She had to live in a place she didn't know,\gave birth to me all alone,\and had to endure solitude just to keep me alive.\Compared to what she had to go through, this much is nothing. response:	What are you gonna do, Truth?
context: and wandered in time for a long while,\so that might not be a big deal for you.\That's fine.\She had to live in a place she didn't know,\gave birth to me all alone,\and had to endure solitude just to keep me alive.\Compared to what she had to go through, this much is nothing.\What are you gonna do, Truth? response:	Looks like it's not over for me yet in this world.
context: so that might not be a big deal for you.\That's fine.\She had to live in a place she didn't know,\gave birth to me all alone,\and had to endure solitude just to keep me alive.\Compared to what she had to go through, this much is nothing.\What are you gonna do, Truth?\Looks like it's not over for me yet in this world. response:	I see. You're leaving?
context: That's fine.\She had to live in a place she didn't know,\gave birth to me all alone,\and had to endure solitude just to keep me alive.\Compared to what she had to go through, this much is nothing.\What are you gonna do, Truth?\Looks like it's not over for me yet in this world.\I see. You're leaving? response:	Yes. Goodbye.
context: She had to live in a place she didn't know,\gave birth to me all alone,\and had to endure solitude just to keep me alive.\Compared to what she had to go through, this much is nothing.\What are you gonna do, Truth?\Looks like it's not over for me yet in this world.\I see. You're leaving?\Yes. Goodbye. response:	One day, we'll meet again somewhere.
context: gave birth to me all alone,\and had to endure solitude just to keep me alive.\Compared to what she had to go through, this much is nothing.\What are you gonna do, Truth?\Looks like it's not over for me yet in this world.\I see. You're leaving?\Yes. Goodbye.\One day, we'll meet again somewhere. response:	Episode Twenty Four Gates of Summer
context: and had to endure solitude just to keep me alive.\Compared to what she had to go through, this much is nothing.\What are you gonna do, Truth?\Looks like it's not over for me yet in this world.\I see. You're leaving?\Yes. Goodbye.\One day, we'll meet again somewhere.\Episode Twenty Four Gates of Summer response:	Sign: Japanese Ministry of Foreign Affairs, Vice-Minister Nakamura Yasumochi
context: Compared to what she had to go through, this much is nothing.\What are you gonna do, Truth?\Looks like it's not over for me yet in this world.\I see. You're leaving?\Yes. Goodbye.\One day, we'll meet again somewhere.\Episode Twenty Four Gates of Summer\Sign: Japanese Ministry of Foreign Affairs, Vice-Minister Nakamura Yasumochi response:	Sign: Okinawan Allience State Department Vice-Minister Kinjou Jirou
context: What are you gonna do, Truth?\Looks like it's not over for me yet in this world.\I see. You're leaving?\Yes. Goodbye.\One day, we'll meet again somewhere.\Episode Twenty Four Gates of Summer\Sign: Japanese Ministry of Foreign Affairs, Vice-Minister Nakamura Yasumochi\Sign: Okinawan Allience State Department Vice-Minister Kinjou Jirou response:	Thanks for watching!
