context: I said, do whatever you like! response:	It's not like I like Koizumi or anything.
context: What?\Come on, now. The match is about to start.\What's with this Otani Club? How embarrassing.\What do you men, embarrassing?!\After I came specifically to cheer you on and all!\It's fine. You don't need to cheer.\I mean, we're going to lose anyway.\It's more embarrassing if you're cheering away loudly while we're losing. response:	Otani...
context: Come on, now. The match is about to start.\What's with this Otani Club? How embarrassing.\What do you men, embarrassing?!\After I came specifically to cheer you on and all!\It's fine. You don't need to cheer.\I mean, we're going to lose anyway.\It's more embarrassing if you're cheering away loudly while we're losing.\Otani... response:	You idiot!
context: What's with this Otani Club? How embarrassing.\What do you men, embarrassing?!\After I came specifically to cheer you on and all!\It's fine. You don't need to cheer.\I mean, we're going to lose anyway.\It's more embarrassing if you're cheering away loudly while we're losing.\Otani...\You idiot! response:	You slacker!
context: What do you men, embarrassing?!\After I came specifically to cheer you on and all!\It's fine. You don't need to cheer.\I mean, we're going to lose anyway.\It's more embarrassing if you're cheering away loudly while we're losing.\Otani...\You idiot!\You slacker! response:	If you keep saying you'll lose,
context: After I came specifically to cheer you on and all!\It's fine. You don't need to cheer.\I mean, we're going to lose anyway.\It's more embarrassing if you're cheering away loudly while we're losing.\Otani...\You idiot!\You slacker!\If you keep saying you'll lose, response:	Well, what can I do against those guys?
context: It's fine. You don't need to cheer.\I mean, we're going to lose anyway.\It's more embarrassing if you're cheering away loudly while we're losing.\Otani...\You idiot!\You slacker!\If you keep saying you'll lose,\Well, what can I do against those guys? response:	Oh, I see. So that's how it is.
context: I mean, we're going to lose anyway.\It's more embarrassing if you're cheering away loudly while we're losing.\Otani...\You idiot!\You slacker!\If you keep saying you'll lose,\Well, what can I do against those guys?\Oh, I see. So that's how it is. response:	Fine. I get it.
context: It's more embarrassing if you're cheering away loudly while we're losing.\Otani...\You idiot!\You slacker!\If you keep saying you'll lose,\Well, what can I do against those guys?\Oh, I see. So that's how it is.\Fine. I get it. response:	I don't want to cheer for a guy like you, anyway.
context: Otani...\You idiot!\You slacker!\If you keep saying you'll lose,\Well, what can I do against those guys?\Oh, I see. So that's how it is.\Fine. I get it.\I don't want to cheer for a guy like you, anyway. response:	What?
context: You idiot!\You slacker!\If you keep saying you'll lose,\Well, what can I do against those guys?\Oh, I see. So that's how it is.\Fine. I get it.\I don't want to cheer for a guy like you, anyway.\What? response:	I'm going to call you a loser midget for the rest of your life!
context: You slacker!\If you keep saying you'll lose,\Well, what can I do against those guys?\Oh, I see. So that's how it is.\Fine. I get it.\I don't want to cheer for a guy like you, anyway.\What?\I'm going to call you a loser midget for the rest of your life! response:	What's up with her?
context: If you keep saying you'll lose,\Well, what can I do against those guys?\Oh, I see. So that's how it is.\Fine. I get it.\I don't want to cheer for a guy like you, anyway.\What?\I'm going to call you a loser midget for the rest of your life!\What's up with her? response:	What's this?
context: Well, what can I do against those guys?\Oh, I see. So that's how it is.\Fine. I get it.\I don't want to cheer for a guy like you, anyway.\What?\I'm going to call you a loser midget for the rest of your life!\What's up with her?\What's this? response:	What the heck is this?
context: Oh, I see. So that's how it is.\Fine. I get it.\I don't want to cheer for a guy like you, anyway.\What?\I'm going to call you a loser midget for the rest of your life!\What's up with her?\What's this?\What the heck is this? response:	Huh? You're going home?
context: Fine. I get it.\I don't want to cheer for a guy like you, anyway.\What?\I'm going to call you a loser midget for the rest of your life!\What's up with her?\What's this?\What the heck is this?\Huh? You're going home? response:	What happened?
context: I don't want to cheer for a guy like you, anyway.\What?\I'm going to call you a loser midget for the rest of your life!\What's up with her?\What's this?\What the heck is this?\Huh? You're going home?\What happened? response:	I'm going home.
context: What?\I'm going to call you a loser midget for the rest of your life!\What's up with her?\What's this?\What the heck is this?\Huh? You're going home?\What happened?\I'm going home. response:	I stayed up all night, so I'm tired.
context: I'm going to call you a loser midget for the rest of your life!\What's up with her?\What's this?\What the heck is this?\Huh? You're going home?\What happened?\I'm going home.\I stayed up all night, so I'm tired. response:	What's going on?! After making a girl with a boyfriend act so disloyally...
context: What's up with her?\What's this?\What the heck is this?\Huh? You're going home?\What happened?\I'm going home.\I stayed up all night, so I'm tired.\What's going on?! After making a girl with a boyfriend act so disloyally... response:	Hold it right there!
context: What's this?\What the heck is this?\Huh? You're going home?\What happened?\I'm going home.\I stayed up all night, so I'm tired.\What's going on?! After making a girl with a boyfriend act so disloyally...\Hold it right there! response:	It's okay. I'm wearing one too.
context: What the heck is this?\Huh? You're going home?\What happened?\I'm going home.\I stayed up all night, so I'm tired.\What's going on?! After making a girl with a boyfriend act so disloyally...\Hold it right there!\It's okay. I'm wearing one too. response:	Wait!
context: Huh? You're going home?\What happened?\I'm going home.\I stayed up all night, so I'm tired.\What's going on?! After making a girl with a boyfriend act so disloyally...\Hold it right there!\It's okay. I'm wearing one too.\Wait! response:	I don't want to watch a pointless match.
context: What happened?\I'm going home.\I stayed up all night, so I'm tired.\What's going on?! After making a girl with a boyfriend act so disloyally...\Hold it right there!\It's okay. I'm wearing one too.\Wait!\I don't want to watch a pointless match. response:	Did something happen?
context: I'm going home.\I stayed up all night, so I'm tired.\What's going on?! After making a girl with a boyfriend act so disloyally...\Hold it right there!\It's okay. I'm wearing one too.\Wait!\I don't want to watch a pointless match.\Did something happen? response:	That... That useless loser midget...
context: I stayed up all night, so I'm tired.\What's going on?! After making a girl with a boyfriend act so disloyally...\Hold it right there!\It's okay. I'm wearing one too.\Wait!\I don't want to watch a pointless match.\Did something happen?\That... That useless loser midget... response:	Who's a loser midget?
context: What's going on?! After making a girl with a boyfriend act so disloyally...\Hold it right there!\It's okay. I'm wearing one too.\Wait!\I don't want to watch a pointless match.\Did something happen?\That... That useless loser midget...\Who's a loser midget? response:	What's this about going home?
context: Hold it right there!\It's okay. I'm wearing one too.\Wait!\I don't want to watch a pointless match.\Did something happen?\That... That useless loser midget...\Who's a loser midget?\What's this about going home? response:	Why didn't you go home after you've cheered me on properly?
context: It's okay. I'm wearing one too.\Wait!\I don't want to watch a pointless match.\Did something happen?\That... That useless loser midget...\Who's a loser midget?\What's this about going home?\Why didn't you go home after you've cheered me on properly? response:	Otani...
context: Wait!\I don't want to watch a pointless match.\Did something happen?\That... That useless loser midget...\Who's a loser midget?\What's this about going home?\Why didn't you go home after you've cheered me on properly?\Otani... response:	Otani-kun...
context: I don't want to watch a pointless match.\Did something happen?\That... That useless loser midget...\Who's a loser midget?\What's this about going home?\Why didn't you go home after you've cheered me on properly?\Otani...\Otani-kun... response:	I'm not cheering for someone with no spirit.
context: Did something happen?\That... That useless loser midget...\Who's a loser midget?\What's this about going home?\Why didn't you go home after you've cheered me on properly?\Otani...\Otani-kun...\I'm not cheering for someone with no spirit. response:	You idiot. I'm fired up and ready to go.
context: That... That useless loser midget...\Who's a loser midget?\What's this about going home?\Why didn't you go home after you've cheered me on properly?\Otani...\Otani-kun...\I'm not cheering for someone with no spirit.\You idiot. I'm fired up and ready to go. response:	It's been a while since I've received it, hasn't it?
context: Who's a loser midget?\What's this about going home?\Why didn't you go home after you've cheered me on properly?\Otani...\Otani-kun...\I'm not cheering for someone with no spirit.\You idiot. I'm fired up and ready to go.\It's been a while since I've received it, hasn't it? response:	That Idiot Punch of yours...
context: What's this about going home?\Why didn't you go home after you've cheered me on properly?\Otani...\Otani-kun...\I'm not cheering for someone with no spirit.\You idiot. I'm fired up and ready to go.\It's been a while since I've received it, hasn't it?\That Idiot Punch of yours... response:	Watch closely. You'll fall for me again.
context: Why didn't you go home after you've cheered me on properly?\Otani...\Otani-kun...\I'm not cheering for someone with no spirit.\You idiot. I'm fired up and ready to go.\It's been a while since I've received it, hasn't it?\That Idiot Punch of yours...\Watch closely. You'll fall for me again. response:	Whatever.
context: Otani...\Otani-kun...\I'm not cheering for someone with no spirit.\You idiot. I'm fired up and ready to go.\It's been a while since I've received it, hasn't it?\That Idiot Punch of yours...\Watch closely. You'll fall for me again.\Whatever. response:	Say what you want, say what you want.
context: Otani-kun...\I'm not cheering for someone with no spirit.\You idiot. I'm fired up and ready to go.\It's been a while since I've received it, hasn't it?\That Idiot Punch of yours...\Watch closely. You'll fall for me again.\Whatever.\Say what you want, say what you want. response:	Really now...
context: I'm not cheering for someone with no spirit.\You idiot. I'm fired up and ready to go.\It's been a while since I've received it, hasn't it?\That Idiot Punch of yours...\Watch closely. You'll fall for me again.\Whatever.\Say what you want, say what you want.\Really now... response:	Wh-What the heck is this?
context: You idiot. I'm fired up and ready to go.\It's been a while since I've received it, hasn't it?\That Idiot Punch of yours...\Watch closely. You'll fall for me again.\Whatever.\Say what you want, say what you want.\Really now...\Wh-What the heck is this? response:	That's no normal height range...
context: It's been a while since I've received it, hasn't it?\That Idiot Punch of yours...\Watch closely. You'll fall for me again.\Whatever.\Say what you want, say what you want.\Really now...\Wh-What the heck is this?\That's no normal height range... response:	W-Will they be all right?
context: That Idiot Punch of yours...\Watch closely. You'll fall for me again.\Whatever.\Say what you want, say what you want.\Really now...\Wh-What the heck is this?\That's no normal height range...\W-Will they be all right? response:	Yeah! Of course!
context: Watch closely. You'll fall for me again.\Whatever.\Say what you want, say what you want.\Really now...\Wh-What the heck is this?\That's no normal height range...\W-Will they be all right?\Yeah! Of course! response:	When Otani goes for it, he really goes for it.
context: Whatever.\Say what you want, say what you want.\Really now...\Wh-What the heck is this?\That's no normal height range...\W-Will they be all right?\Yeah! Of course!\When Otani goes for it, he really goes for it. response:	Amazing, Otani-kun!
context: Say what you want, say what you want.\Really now...\Wh-What the heck is this?\That's no normal height range...\W-Will they be all right?\Yeah! Of course!\When Otani goes for it, he really goes for it.\Amazing, Otani-kun! response:	He got past that tall guy!
context: Really now...\Wh-What the heck is this?\That's no normal height range...\W-Will they be all right?\Yeah! Of course!\When Otani goes for it, he really goes for it.\Amazing, Otani-kun!\He got past that tall guy! response:	Otani...
context: Wh-What the heck is this?\That's no normal height range...\W-Will they be all right?\Yeah! Of course!\When Otani goes for it, he really goes for it.\Amazing, Otani-kun!\He got past that tall guy!\Otani... response:	All right!
context: That's no normal height range...\W-Will they be all right?\Yeah! Of course!\When Otani goes for it, he really goes for it.\Amazing, Otani-kun!\He got past that tall guy!\Otani...\All right! response:	Otani!
context: W-Will they be all right?\Yeah! Of course!\When Otani goes for it, he really goes for it.\Amazing, Otani-kun!\He got past that tall guy!\Otani...\All right!\Otani! response:	DO YOUR BEST OTANI
context: Yeah! Of course!\When Otani goes for it, he really goes for it.\Amazing, Otani-kun!\He got past that tall guy!\Otani...\All right!\Otani!\DO YOUR BEST OTANI response:	Do your best!
context: When Otani goes for it, he really goes for it.\Amazing, Otani-kun!\He got past that tall guy!\Otani...\All right!\Otani!\DO YOUR BEST OTANI\Do your best! response:	What exactly did you put on these lemons?
context: Amazing, Otani-kun!\He got past that tall guy!\Otani...\All right!\Otani!\DO YOUR BEST OTANI\Do your best!\What exactly did you put on these lemons? response:	Ri...
context: He got past that tall guy!\Otani...\All right!\Otani!\DO YOUR BEST OTANI\Do your best!\What exactly did you put on these lemons?\Ri... response:	Ri?
context: Otani...\All right!\Otani!\DO YOUR BEST OTANI\Do your best!\What exactly did you put on these lemons?\Ri...\Ri? response:	Rice wine.
context: All right!\Otani!\DO YOUR BEST OTANI\Do your best!\What exactly did you put on these lemons?\Ri...\Ri?\Rice wine. response:	Rice wine?
context: Otani!\DO YOUR BEST OTANI\Do your best!\What exactly did you put on these lemons?\Ri...\Ri?\Rice wine.\Rice wine? response:	I didn't have any honey, so...
context: DO YOUR BEST OTANI\Do your best!\What exactly did you put on these lemons?\Ri...\Ri?\Rice wine.\Rice wine?\I didn't have any honey, so... response:	Good thing I didn't eat these before the match.
context: Do your best!\What exactly did you put on these lemons?\Ri...\Ri?\Rice wine.\Rice wine?\I didn't have any honey, so...\Good thing I didn't eat these before the match. response:	What?
context: What exactly did you put on these lemons?\Ri...\Ri?\Rice wine.\Rice wine?\I didn't have any honey, so...\Good thing I didn't eat these before the match.\What? response:	And after I stayed up all night, rubbing sleepy eyes in order to make them.
context: Ri...\Ri?\Rice wine.\Rice wine?\I didn't have any honey, so...\Good thing I didn't eat these before the match.\What?\And after I stayed up all night, rubbing sleepy eyes in order to make them. response:	Thank you.
context: Ri?\Rice wine.\Rice wine?\I didn't have any honey, so...\Good thing I didn't eat these before the match.\What?\And after I stayed up all night, rubbing sleepy eyes in order to make them.\Thank you. response:	Well, you came to cheer me on and all, but we still lost.
context: Rice wine.\Rice wine?\I didn't have any honey, so...\Good thing I didn't eat these before the match.\What?\And after I stayed up all night, rubbing sleepy eyes in order to make them.\Thank you.\Well, you came to cheer me on and all, but we still lost. response:	Yeah, but you were still really cool.
context: Rice wine?\I didn't have any honey, so...\Good thing I didn't eat these before the match.\What?\And after I stayed up all night, rubbing sleepy eyes in order to make them.\Thank you.\Well, you came to cheer me on and all, but we still lost.\Yeah, but you were still really cool. response:	Oh. Really?
context: I didn't have any honey, so...\Good thing I didn't eat these before the match.\What?\And after I stayed up all night, rubbing sleepy eyes in order to make them.\Thank you.\Well, you came to cheer me on and all, but we still lost.\Yeah, but you were still really cool.\Oh. Really? response:	Yeah. You made me fall for you again.
context: Good thing I didn't eat these before the match.\What?\And after I stayed up all night, rubbing sleepy eyes in order to make them.\Thank you.\Well, you came to cheer me on and all, but we still lost.\Yeah, but you were still really cool.\Oh. Really?\Yeah. You made me fall for you again. response:	Well, I played so well thanks to you.
context: What?\And after I stayed up all night, rubbing sleepy eyes in order to make them.\Thank you.\Well, you came to cheer me on and all, but we still lost.\Yeah, but you were still really cool.\Oh. Really?\Yeah. You made me fall for you again.\Well, I played so well thanks to you. response:	Oh. Really?
context: And after I stayed up all night, rubbing sleepy eyes in order to make them.\Thank you.\Well, you came to cheer me on and all, but we still lost.\Yeah, but you were still really cool.\Oh. Really?\Yeah. You made me fall for you again.\Well, I played so well thanks to you.\Oh. Really? response:	I know you said you've given up on me, but...
context: Thank you.\Well, you came to cheer me on and all, but we still lost.\Yeah, but you were still really cool.\Oh. Really?\Yeah. You made me fall for you again.\Well, I played so well thanks to you.\Oh. Really?\I know you said you've given up on me, but... response:	I guess I'm just... no good without you, Koizumi.
context: Well, you came to cheer me on and all, but we still lost.\Yeah, but you were still really cool.\Oh. Really?\Yeah. You made me fall for you again.\Well, I played so well thanks to you.\Oh. Really?\I know you said you've given up on me, but...\I guess I'm just... no good without you, Koizumi. response:	Listen to me...
context: Yeah, but you were still really cool.\Oh. Really?\Yeah. You made me fall for you again.\Well, I played so well thanks to you.\Oh. Really?\I know you said you've given up on me, but...\I guess I'm just... no good without you, Koizumi.\Listen to me... response:	Oh well.
context: Oh. Really?\Yeah. You made me fall for you again.\Well, I played so well thanks to you.\Oh. Really?\I know you said you've given up on me, but...\I guess I'm just... no good without you, Koizumi.\Listen to me...\Oh well. response:	Risa, that idiot! What is she doing?!
context: Yeah. You made me fall for you again.\Well, I played so well thanks to you.\Oh. Really?\I know you said you've given up on me, but...\I guess I'm just... no good without you, Koizumi.\Listen to me...\Oh well.\Risa, that idiot! What is she doing?! response:	Now, now, now...
context: Well, I played so well thanks to you.\Oh. Really?\I know you said you've given up on me, but...\I guess I'm just... no good without you, Koizumi.\Listen to me...\Oh well.\Risa, that idiot! What is she doing?!\Now, now, now... response:	Koizumi, what do you want for your birthday?
context: Oh. Really?\I know you said you've given up on me, but...\I guess I'm just... no good without you, Koizumi.\Listen to me...\Oh well.\Risa, that idiot! What is she doing?!\Now, now, now...\Koizumi, what do you want for your birthday? response:	I don't need a cute ring or anything like that.
context: I know you said you've given up on me, but...\I guess I'm just... no good without you, Koizumi.\Listen to me...\Oh well.\Risa, that idiot! What is she doing?!\Now, now, now...\Koizumi, what do you want for your birthday?\I don't need a cute ring or anything like that. response:	All I want is your love, Otani!
context: I guess I'm just... no good without you, Koizumi.\Listen to me...\Oh well.\Risa, that idiot! What is she doing?!\Now, now, now...\Koizumi, what do you want for your birthday?\I don't need a cute ring or anything like that.\All I want is your love, Otani! response:	That's not for sale!
context: Listen to me...\Oh well.\Risa, that idiot! What is she doing?!\Now, now, now...\Koizumi, what do you want for your birthday?\I don't need a cute ring or anything like that.\All I want is your love, Otani!\That's not for sale! response:	Lovely Complex Love Com.
context: Oh well.\Risa, that idiot! What is she doing?!\Now, now, now...\Koizumi, what do you want for your birthday?\I don't need a cute ring or anything like that.\All I want is your love, Otani!\That's not for sale!\Lovely Complex Love Com. response:	Next: The Best Birthday in History.
context: Risa, that idiot! What is she doing?!\Now, now, now...\Koizumi, what do you want for your birthday?\I don't need a cute ring or anything like that.\All I want is your love, Otani!\That's not for sale!\Lovely Complex Love Com.\Next: The Best Birthday in History. response:	The Best Birthday in History
context: Now, now, now...\Koizumi, what do you want for your birthday?\I don't need a cute ring or anything like that.\All I want is your love, Otani!\That's not for sale!\Lovely Complex Love Com.\Next: The Best Birthday in History.\The Best Birthday in History response:	Be sure to watch!
