context: Genshiken response:	I woke up and as usual forgot my cell and missed the Express.
context: Huh?\Kichijoji Station\Shichimei Kan\H-How'd you know I was...\Intuition.\N-No time like the present...\Okay, all you guys please leave.\It's time for Saki to get changed! response:	Gotcha!
context: Kichijoji Station\Shichimei Kan\H-How'd you know I was...\Intuition.\N-No time like the present...\Okay, all you guys please leave.\It's time for Saki to get changed!\Gotcha! response:	Kohsaka...
context: Shichimei Kan\H-How'd you know I was...\Intuition.\N-No time like the present...\Okay, all you guys please leave.\It's time for Saki to get changed!\Gotcha!\Kohsaka... response:	Do your best.
context: H-How'd you know I was...\Intuition.\N-No time like the present...\Okay, all you guys please leave.\It's time for Saki to get changed!\Gotcha!\Kohsaka...\Do your best. response:	They let us in the club room just for this, after all...
context: Intuition.\N-No time like the present...\Okay, all you guys please leave.\It's time for Saki to get changed!\Gotcha!\Kohsaka...\Do your best.\They let us in the club room just for this, after all... response:	Bye.
context: N-No time like the present...\Okay, all you guys please leave.\It's time for Saki to get changed!\Gotcha!\Kohsaka...\Do your best.\They let us in the club room just for this, after all...\Bye. response:	It's in your hands, Ohno.
context: Okay, all you guys please leave.\It's time for Saki to get changed!\Gotcha!\Kohsaka...\Do your best.\They let us in the club room just for this, after all...\Bye.\It's in your hands, Ohno. response:	Roger!
context: It's time for Saki to get changed!\Gotcha!\Kohsaka...\Do your best.\They let us in the club room just for this, after all...\Bye.\It's in your hands, Ohno.\Roger! response:	You guys are not allowed to take any pictures!
context: Gotcha!\Kohsaka...\Do your best.\They let us in the club room just for this, after all...\Bye.\It's in your hands, Ohno.\Roger!\You guys are not allowed to take any pictures! response:	Oh really?
context: Kohsaka...\Do your best.\They let us in the club room just for this, after all...\Bye.\It's in your hands, Ohno.\Roger!\You guys are not allowed to take any pictures!\Oh really? response:	I think there'll be plenty of other cameras there though.
context: Do your best.\They let us in the club room just for this, after all...\Bye.\It's in your hands, Ohno.\Roger!\You guys are not allowed to take any pictures!\Oh really?\I think there'll be plenty of other cameras there though. response:	Whatever, just not you guys!
context: They let us in the club room just for this, after all...\Bye.\It's in your hands, Ohno.\Roger!\You guys are not allowed to take any pictures!\Oh really?\I think there'll be plenty of other cameras there though.\Whatever, just not you guys! response:	When I say that I mean it! Got me?
context: Bye.\It's in your hands, Ohno.\Roger!\You guys are not allowed to take any pictures!\Oh really?\I think there'll be plenty of other cameras there though.\Whatever, just not you guys!\When I say that I mean it! Got me? response:	Did you take a look at the manga and videos you borrowed?
context: It's in your hands, Ohno.\Roger!\You guys are not allowed to take any pictures!\Oh really?\I think there'll be plenty of other cameras there though.\Whatever, just not you guys!\When I say that I mean it! Got me?\Did you take a look at the manga and videos you borrowed? response:	Of course not, I had no intention of being here.
context: Roger!\You guys are not allowed to take any pictures!\Oh really?\I think there'll be plenty of other cameras there though.\Whatever, just not you guys!\When I say that I mean it! Got me?\Did you take a look at the manga and videos you borrowed?\Of course not, I had no intention of being here. response:	Hmm, a person like you shouldn't be doing this in the first place...
context: You guys are not allowed to take any pictures!\Oh really?\I think there'll be plenty of other cameras there though.\Whatever, just not you guys!\When I say that I mean it! Got me?\Did you take a look at the manga and videos you borrowed?\Of course not, I had no intention of being here.\Hmm, a person like you shouldn't be doing this in the first place... response:	Then let's forget it!
context: Oh really?\I think there'll be plenty of other cameras there though.\Whatever, just not you guys!\When I say that I mean it! Got me?\Did you take a look at the manga and videos you borrowed?\Of course not, I had no intention of being here.\Hmm, a person like you shouldn't be doing this in the first place...\Then let's forget it! response:	Take your clothes off, please!
context: I think there'll be plenty of other cameras there though.\Whatever, just not you guys!\When I say that I mean it! Got me?\Did you take a look at the manga and videos you borrowed?\Of course not, I had no intention of being here.\Hmm, a person like you shouldn't be doing this in the first place...\Then let's forget it!\Take your clothes off, please! response:	She's looking pretty healthy, dammit.
context: Whatever, just not you guys!\When I say that I mean it! Got me?\Did you take a look at the manga and videos you borrowed?\Of course not, I had no intention of being here.\Hmm, a person like you shouldn't be doing this in the first place...\Then let's forget it!\Take your clothes off, please!\She's looking pretty healthy, dammit. response:	What is that?
context: When I say that I mean it! Got me?\Did you take a look at the manga and videos you borrowed?\Of course not, I had no intention of being here.\Hmm, a person like you shouldn't be doing this in the first place...\Then let's forget it!\Take your clothes off, please!\She's looking pretty healthy, dammit.\What is that? response:	A handy portable dressing room, my own.
context: Did you take a look at the manga and videos you borrowed?\Of course not, I had no intention of being here.\Hmm, a person like you shouldn't be doing this in the first place...\Then let's forget it!\Take your clothes off, please!\She's looking pretty healthy, dammit.\What is that?\A handy portable dressing room, my own. response:	I closed the curtains.
context: Of course not, I had no intention of being here.\Hmm, a person like you shouldn't be doing this in the first place...\Then let's forget it!\Take your clothes off, please!\She's looking pretty healthy, dammit.\What is that?\A handy portable dressing room, my own.\I closed the curtains. response:	Well, better safe than sorry.
context: Hmm, a person like you shouldn't be doing this in the first place...\Then let's forget it!\Take your clothes off, please!\She's looking pretty healthy, dammit.\What is that?\A handy portable dressing room, my own.\I closed the curtains.\Well, better safe than sorry. response:	Am I seriously doing this?
context: Then let's forget it!\Take your clothes off, please!\She's looking pretty healthy, dammit.\What is that?\A handy portable dressing room, my own.\I closed the curtains.\Well, better safe than sorry.\Am I seriously doing this? response:	So, how much do I take off?
context: Take your clothes off, please!\She's looking pretty healthy, dammit.\What is that?\A handy portable dressing room, my own.\I closed the curtains.\Well, better safe than sorry.\Am I seriously doing this?\So, how much do I take off? response:	Does your bra have shoulder straps?
context: She's looking pretty healthy, dammit.\What is that?\A handy portable dressing room, my own.\I closed the curtains.\Well, better safe than sorry.\Am I seriously doing this?\So, how much do I take off?\Does your bra have shoulder straps? response:	Yeah, the usual kind...
context: What is that?\A handy portable dressing room, my own.\I closed the curtains.\Well, better safe than sorry.\Am I seriously doing this?\So, how much do I take off?\Does your bra have shoulder straps?\Yeah, the usual kind... response:	Then please take it off. It would be visible.
context: A handy portable dressing room, my own.\I closed the curtains.\Well, better safe than sorry.\Am I seriously doing this?\So, how much do I take off?\Does your bra have shoulder straps?\Yeah, the usual kind...\Then please take it off. It would be visible. response:	For real?
context: I closed the curtains.\Well, better safe than sorry.\Am I seriously doing this?\So, how much do I take off?\Does your bra have shoulder straps?\Yeah, the usual kind...\Then please take it off. It would be visible.\For real? response:	It's okay, I guarantee your safety.
context: Well, better safe than sorry.\Am I seriously doing this?\So, how much do I take off?\Does your bra have shoulder straps?\Yeah, the usual kind...\Then please take it off. It would be visible.\For real?\It's okay, I guarantee your safety. response:	I'll bet.
context: Am I seriously doing this?\So, how much do I take off?\Does your bra have shoulder straps?\Yeah, the usual kind...\Then please take it off. It would be visible.\For real?\It's okay, I guarantee your safety.\I'll bet. response:	You can keep your bottom on.
context: So, how much do I take off?\Does your bra have shoulder straps?\Yeah, the usual kind...\Then please take it off. It would be visible.\For real?\It's okay, I guarantee your safety.\I'll bet.\You can keep your bottom on. response:	Have you finished?
context: Does your bra have shoulder straps?\Yeah, the usual kind...\Then please take it off. It would be visible.\For real?\It's okay, I guarantee your safety.\I'll bet.\You can keep your bottom on.\Have you finished? response:	Well, more or less.
context: Yeah, the usual kind...\Then please take it off. It would be visible.\For real?\It's okay, I guarantee your safety.\I'll bet.\You can keep your bottom on.\Have you finished?\Well, more or less. response:	Then I'm coming in to put it on you.
context: Then please take it off. It would be visible.\For real?\It's okay, I guarantee your safety.\I'll bet.\You can keep your bottom on.\Have you finished?\Well, more or less.\Then I'm coming in to put it on you. response:	All right.
context: For real?\It's okay, I guarantee your safety.\I'll bet.\You can keep your bottom on.\Have you finished?\Well, more or less.\Then I'm coming in to put it on you.\All right. response:	Oh come on, you still haven't taken it off.
context: It's okay, I guarantee your safety.\I'll bet.\You can keep your bottom on.\Have you finished?\Well, more or less.\Then I'm coming in to put it on you.\All right.\Oh come on, you still haven't taken it off. response:	Lay off, I'm doing it now!
context: I'll bet.\You can keep your bottom on.\Have you finished?\Well, more or less.\Then I'm coming in to put it on you.\All right.\Oh come on, you still haven't taken it off.\Lay off, I'm doing it now! response:	You're so gorgeous, Saki...
context: You can keep your bottom on.\Have you finished?\Well, more or less.\Then I'm coming in to put it on you.\All right.\Oh come on, you still haven't taken it off.\Lay off, I'm doing it now!\You're so gorgeous, Saki... response:	What?
context: Have you finished?\Well, more or less.\Then I'm coming in to put it on you.\All right.\Oh come on, you still haven't taken it off.\Lay off, I'm doing it now!\You're so gorgeous, Saki...\What? response:	Do you even think like an old man?
context: Well, more or less.\Then I'm coming in to put it on you.\All right.\Oh come on, you still haven't taken it off.\Lay off, I'm doing it now!\You're so gorgeous, Saki...\What?\Do you even think like an old man? response:	I'm sorry, it's just my honest opinion.
context: Then I'm coming in to put it on you.\All right.\Oh come on, you still haven't taken it off.\Lay off, I'm doing it now!\You're so gorgeous, Saki...\What?\Do you even think like an old man?\I'm sorry, it's just my honest opinion. response:	So it's really going to be Kasukabe. I'm sorry, it's just my honest opinion.
context: All right.\Oh come on, you still haven't taken it off.\Lay off, I'm doing it now!\You're so gorgeous, Saki...\What?\Do you even think like an old man?\I'm sorry, it's just my honest opinion.\So it's really going to be Kasukabe. I'm sorry, it's just my honest opinion. response:	That's right, we're shocked too.
context: Oh come on, you still haven't taken it off.\Lay off, I'm doing it now!\You're so gorgeous, Saki...\What?\Do you even think like an old man?\I'm sorry, it's just my honest opinion.\So it's really going to be Kasukabe. I'm sorry, it's just my honest opinion.\That's right, we're shocked too. response:	That's right, we're shocked too. Hey, I'm counting on you.
context: Lay off, I'm doing it now!\You're so gorgeous, Saki...\What?\Do you even think like an old man?\I'm sorry, it's just my honest opinion.\So it's really going to be Kasukabe. I'm sorry, it's just my honest opinion.\That's right, we're shocked too.\That's right, we're shocked too. Hey, I'm counting on you. response:	Hey, I'm counting on you.
context: You're so gorgeous, Saki...\What?\Do you even think like an old man?\I'm sorry, it's just my honest opinion.\So it's really going to be Kasukabe. I'm sorry, it's just my honest opinion.\That's right, we're shocked too.\That's right, we're shocked too. Hey, I'm counting on you.\Hey, I'm counting on you. response:	I don't want you forgetting some critical piece and the whole thing falling off.
context: What?\Do you even think like an old man?\I'm sorry, it's just my honest opinion.\So it's really going to be Kasukabe. I'm sorry, it's just my honest opinion.\That's right, we're shocked too.\That's right, we're shocked too. Hey, I'm counting on you.\Hey, I'm counting on you.\I don't want you forgetting some critical piece and the whole thing falling off. response:	Aren't there gonna be lots of guys with cameras?
context: Do you even think like an old man?\I'm sorry, it's just my honest opinion.\So it's really going to be Kasukabe. I'm sorry, it's just my honest opinion.\That's right, we're shocked too.\That's right, we're shocked too. Hey, I'm counting on you.\Hey, I'm counting on you.\I don't want you forgetting some critical piece and the whole thing falling off.\Aren't there gonna be lots of guys with cameras? response:	Don't worry, when it comes to cosplay I don't make mistakes.
context: I'm sorry, it's just my honest opinion.\So it's really going to be Kasukabe. I'm sorry, it's just my honest opinion.\That's right, we're shocked too.\That's right, we're shocked too. Hey, I'm counting on you.\Hey, I'm counting on you.\I don't want you forgetting some critical piece and the whole thing falling off.\Aren't there gonna be lots of guys with cameras?\Don't worry, when it comes to cosplay I don't make mistakes. response:	I sure hope not.
context: So it's really going to be Kasukabe. I'm sorry, it's just my honest opinion.\That's right, we're shocked too.\That's right, we're shocked too. Hey, I'm counting on you.\Hey, I'm counting on you.\I don't want you forgetting some critical piece and the whole thing falling off.\Aren't there gonna be lots of guys with cameras?\Don't worry, when it comes to cosplay I don't make mistakes.\I sure hope not. response:	Okay, first, please put these pantyhose on.
context: That's right, we're shocked too.\That's right, we're shocked too. Hey, I'm counting on you.\Hey, I'm counting on you.\I don't want you forgetting some critical piece and the whole thing falling off.\Aren't there gonna be lots of guys with cameras?\Don't worry, when it comes to cosplay I don't make mistakes.\I sure hope not.\Okay, first, please put these pantyhose on. response:	Yeah.
context: That's right, we're shocked too. Hey, I'm counting on you.\Hey, I'm counting on you.\I don't want you forgetting some critical piece and the whole thing falling off.\Aren't there gonna be lots of guys with cameras?\Don't worry, when it comes to cosplay I don't make mistakes.\I sure hope not.\Okay, first, please put these pantyhose on.\Yeah. response:	It's too bad we can't see Ohno, but this should be priceless...
context: Hey, I'm counting on you.\I don't want you forgetting some critical piece and the whole thing falling off.\Aren't there gonna be lots of guys with cameras?\Don't worry, when it comes to cosplay I don't make mistakes.\I sure hope not.\Okay, first, please put these pantyhose on.\Yeah.\It's too bad we can't see Ohno, but this should be priceless... response:	Yeah, it's just my opinion, but we probably won't see this again.
context: I don't want you forgetting some critical piece and the whole thing falling off.\Aren't there gonna be lots of guys with cameras?\Don't worry, when it comes to cosplay I don't make mistakes.\I sure hope not.\Okay, first, please put these pantyhose on.\Yeah.\It's too bad we can't see Ohno, but this should be priceless...\Yeah, it's just my opinion, but we probably won't see this again. response:	But you know, it's like more than half of this excitement is due to worry...
context: Aren't there gonna be lots of guys with cameras?\Don't worry, when it comes to cosplay I don't make mistakes.\I sure hope not.\Okay, first, please put these pantyhose on.\Yeah.\It's too bad we can't see Ohno, but this should be priceless...\Yeah, it's just my opinion, but we probably won't see this again.\But you know, it's like more than half of this excitement is due to worry... response:	Yeah, it does feel that way...
context: Don't worry, when it comes to cosplay I don't make mistakes.\I sure hope not.\Okay, first, please put these pantyhose on.\Yeah.\It's too bad we can't see Ohno, but this should be priceless...\Yeah, it's just my opinion, but we probably won't see this again.\But you know, it's like more than half of this excitement is due to worry...\Yeah, it does feel that way... response:	Saki, you look mahvelous...
context: I sure hope not.\Okay, first, please put these pantyhose on.\Yeah.\It's too bad we can't see Ohno, but this should be priceless...\Yeah, it's just my opinion, but we probably won't see this again.\But you know, it's like more than half of this excitement is due to worry...\Yeah, it does feel that way...\Saki, you look mahvelous... response:	Uh, yeah well I've been sweating badly for a while now...
context: Okay, first, please put these pantyhose on.\Yeah.\It's too bad we can't see Ohno, but this should be priceless...\Yeah, it's just my opinion, but we probably won't see this again.\But you know, it's like more than half of this excitement is due to worry...\Yeah, it does feel that way...\Saki, you look mahvelous...\Uh, yeah well I've been sweating badly for a while now... response:	Can you move? It's not too heavy?
context: Yeah.\It's too bad we can't see Ohno, but this should be priceless...\Yeah, it's just my opinion, but we probably won't see this again.\But you know, it's like more than half of this excitement is due to worry...\Yeah, it does feel that way...\Saki, you look mahvelous...\Uh, yeah well I've been sweating badly for a while now...\Can you move? It's not too heavy? response:	Try turning around once.
context: It's too bad we can't see Ohno, but this should be priceless...\Yeah, it's just my opinion, but we probably won't see this again.\But you know, it's like more than half of this excitement is due to worry...\Yeah, it does feel that way...\Saki, you look mahvelous...\Uh, yeah well I've been sweating badly for a while now...\Can you move? It's not too heavy?\Try turning around once. response:	Yes, ma'am.
context: Yeah, it's just my opinion, but we probably won't see this again.\But you know, it's like more than half of this excitement is due to worry...\Yeah, it does feel that way...\Saki, you look mahvelous...\Uh, yeah well I've been sweating badly for a while now...\Can you move? It's not too heavy?\Try turning around once.\Yes, ma'am. response:	Aieee! That's so cute...
context: But you know, it's like more than half of this excitement is due to worry...\Yeah, it does feel that way...\Saki, you look mahvelous...\Uh, yeah well I've been sweating badly for a while now...\Can you move? It's not too heavy?\Try turning around once.\Yes, ma'am.\Aieee! That's so cute... response:	I don't get this, I mean, please.
context: Yeah, it does feel that way...\Saki, you look mahvelous...\Uh, yeah well I've been sweating badly for a while now...\Can you move? It's not too heavy?\Try turning around once.\Yes, ma'am.\Aieee! That's so cute...\I don't get this, I mean, please. response:	No.
context: Saki, you look mahvelous...\Uh, yeah well I've been sweating badly for a while now...\Can you move? It's not too heavy?\Try turning around once.\Yes, ma'am.\Aieee! That's so cute...\I don't get this, I mean, please.\No. response:	You must be careful about saying and doing things that cast a pall on the room.
context: Uh, yeah well I've been sweating badly for a while now...\Can you move? It's not too heavy?\Try turning around once.\Yes, ma'am.\Aieee! That's so cute...\I don't get this, I mean, please.\No.\You must be careful about saying and doing things that cast a pall on the room. response:	In your case, please take a I don't know her well...
context: Can you move? It's not too heavy?\Try turning around once.\Yes, ma'am.\Aieee! That's so cute...\I don't get this, I mean, please.\No.\You must be careful about saying and doing things that cast a pall on the room.\In your case, please take a I don't know her well... response:	Right, right, I'll just act like a fool at this point.
context: Try turning around once.\Yes, ma'am.\Aieee! That's so cute...\I don't get this, I mean, please.\No.\You must be careful about saying and doing things that cast a pall on the room.\In your case, please take a I don't know her well...\Right, right, I'll just act like a fool at this point. response:	You mustnt be a fool!
context: Yes, ma'am.\Aieee! That's so cute...\I don't get this, I mean, please.\No.\You must be careful about saying and doing things that cast a pall on the room.\In your case, please take a I don't know her well...\Right, right, I'll just act like a fool at this point.\You mustnt be a fool! response:	All right...
context: Aieee! That's so cute...\I don't get this, I mean, please.\No.\You must be careful about saying and doing things that cast a pall on the room.\In your case, please take a I don't know her well...\Right, right, I'll just act like a fool at this point.\You mustnt be a fool!\All right... response:	And so, our special guest is the former director of Kujibiki Unbalance...
context: I don't get this, I mean, please.\No.\You must be careful about saying and doing things that cast a pall on the room.\In your case, please take a I don't know her well...\Right, right, I'll just act like a fool at this point.\You mustnt be a fool!\All right...\And so, our special guest is the former director of Kujibiki Unbalance... response:	Don't say former!
context: No.\You must be careful about saying and doing things that cast a pall on the room.\In your case, please take a I don't know her well...\Right, right, I'll just act like a fool at this point.\You mustnt be a fool!\All right...\And so, our special guest is the former director of Kujibiki Unbalance...\Don't say former! response:	So, that lining is really pretty.
context: You must be careful about saying and doing things that cast a pall on the room.\In your case, please take a I don't know her well...\Right, right, I'll just act like a fool at this point.\You mustnt be a fool!\All right...\And so, our special guest is the former director of Kujibiki Unbalance...\Don't say former!\So, that lining is really pretty. response:	You sure get right down to details, Mr. Director.
context: In your case, please take a I don't know her well...\Right, right, I'll just act like a fool at this point.\You mustnt be a fool!\All right...\And so, our special guest is the former director of Kujibiki Unbalance...\Don't say former!\So, that lining is really pretty.\You sure get right down to details, Mr. Director. response:	How'bout you get out of the way?
context: Right, right, I'll just act like a fool at this point.\You mustnt be a fool!\All right...\And so, our special guest is the former director of Kujibiki Unbalance...\Don't say former!\So, that lining is really pretty.\You sure get right down to details, Mr. Director.\How'bout you get out of the way? response:	Um, you can only buy cloth for real school uniforms...
context: You mustnt be a fool!\All right...\And so, our special guest is the former director of Kujibiki Unbalance...\Don't say former!\So, that lining is really pretty.\You sure get right down to details, Mr. Director.\How'bout you get out of the way?\Um, you can only buy cloth for real school uniforms... response:	There you have it, Mr. Director.
context: All right...\And so, our special guest is the former director of Kujibiki Unbalance...\Don't say former!\So, that lining is really pretty.\You sure get right down to details, Mr. Director.\How'bout you get out of the way?\Um, you can only buy cloth for real school uniforms...\There you have it, Mr. Director. response:	In the first place, this color must be tough to find.
context: And so, our special guest is the former director of Kujibiki Unbalance...\Don't say former!\So, that lining is really pretty.\You sure get right down to details, Mr. Director.\How'bout you get out of the way?\Um, you can only buy cloth for real school uniforms...\There you have it, Mr. Director.\In the first place, this color must be tough to find. response:	Because it's a bright blue...
context: Don't say former!\So, that lining is really pretty.\You sure get right down to details, Mr. Director.\How'bout you get out of the way?\Um, you can only buy cloth for real school uniforms...\There you have it, Mr. Director.\In the first place, this color must be tough to find.\Because it's a bright blue... response:	We really argued over this in the planning...
context: So, that lining is really pretty.\You sure get right down to details, Mr. Director.\How'bout you get out of the way?\Um, you can only buy cloth for real school uniforms...\There you have it, Mr. Director.\In the first place, this color must be tough to find.\Because it's a bright blue...\We really argued over this in the planning... response:	Ahh, you don't say.
context: You sure get right down to details, Mr. Director.\How'bout you get out of the way?\Um, you can only buy cloth for real school uniforms...\There you have it, Mr. Director.\In the first place, this color must be tough to find.\Because it's a bright blue...\We really argued over this in the planning...\Ahh, you don't say. response:	So, a lot happened and partway through, you got dropped.
context: How'bout you get out of the way?\Um, you can only buy cloth for real school uniforms...\There you have it, Mr. Director.\In the first place, this color must be tough to find.\Because it's a bright blue...\We really argued over this in the planning...\Ahh, you don't say.\So, a lot happened and partway through, you got dropped. response:	I'm the one and only Mizudori, you!
context: Um, you can only buy cloth for real school uniforms...\There you have it, Mr. Director.\In the first place, this color must be tough to find.\Because it's a bright blue...\We really argued over this in the planning...\Ahh, you don't say.\So, a lot happened and partway through, you got dropped.\I'm the one and only Mizudori, you! response:	Yeah, I guess I succumbed to politics...
context: There you have it, Mr. Director.\In the first place, this color must be tough to find.\Because it's a bright blue...\We really argued over this in the planning...\Ahh, you don't say.\So, a lot happened and partway through, you got dropped.\I'm the one and only Mizudori, you!\Yeah, I guess I succumbed to politics... response:	I should've asked where we were in line.
context: In the first place, this color must be tough to find.\Because it's a bright blue...\We really argued over this in the planning...\Ahh, you don't say.\So, a lot happened and partway through, you got dropped.\I'm the one and only Mizudori, you!\Yeah, I guess I succumbed to politics...\I should've asked where we were in line. response:	Yeah, I'm all nervous about when she'll be coming out.
context: Because it's a bright blue...\We really argued over this in the planning...\Ahh, you don't say.\So, a lot happened and partway through, you got dropped.\I'm the one and only Mizudori, you!\Yeah, I guess I succumbed to politics...\I should've asked where we were in line.\Yeah, I'm all nervous about when she'll be coming out. response:	Oh crap, Kitagawa's here.
context: We really argued over this in the planning...\Ahh, you don't say.\So, a lot happened and partway through, you got dropped.\I'm the one and only Mizudori, you!\Yeah, I guess I succumbed to politics...\I should've asked where we were in line.\Yeah, I'm all nervous about when she'll be coming out.\Oh crap, Kitagawa's here. response:	I-I wonder if she's on the lookout...
context: Ahh, you don't say.\So, a lot happened and partway through, you got dropped.\I'm the one and only Mizudori, you!\Yeah, I guess I succumbed to politics...\I should've asked where we were in line.\Yeah, I'm all nervous about when she'll be coming out.\Oh crap, Kitagawa's here.\I-I wonder if she's on the lookout... response:	I hope nothing happens.
context: So, a lot happened and partway through, you got dropped.\I'm the one and only Mizudori, you!\Yeah, I guess I succumbed to politics...\I should've asked where we were in line.\Yeah, I'm all nervous about when she'll be coming out.\Oh crap, Kitagawa's here.\I-I wonder if she's on the lookout...\I hope nothing happens. response:	That's because he's such a hard worker.
context: I'm the one and only Mizudori, you!\Yeah, I guess I succumbed to politics...\I should've asked where we were in line.\Yeah, I'm all nervous about when she'll be coming out.\Oh crap, Kitagawa's here.\I-I wonder if she's on the lookout...\I hope nothing happens.\That's because he's such a hard worker. response:	I'm sorry for the tangent there.
context: Yeah, I guess I succumbed to politics...\I should've asked where we were in line.\Yeah, I'm all nervous about when she'll be coming out.\Oh crap, Kitagawa's here.\I-I wonder if she's on the lookout...\I hope nothing happens.\That's because he's such a hard worker.\I'm sorry for the tangent there. response:	This was our second Vice-President of the day.
context: I should've asked where we were in line.\Yeah, I'm all nervous about when she'll be coming out.\Oh crap, Kitagawa's here.\I-I wonder if she's on the lookout...\I hope nothing happens.\That's because he's such a hard worker.\I'm sorry for the tangent there.\This was our second Vice-President of the day. response:	Let's have a big round of applause...
context: Yeah, I'm all nervous about when she'll be coming out.\Oh crap, Kitagawa's here.\I-I wonder if she's on the lookout...\I hope nothing happens.\That's because he's such a hard worker.\I'm sorry for the tangent there.\This was our second Vice-President of the day.\Let's have a big round of applause... response:	I can't take this anymore.
context: Oh crap, Kitagawa's here.\I-I wonder if she's on the lookout...\I hope nothing happens.\That's because he's such a hard worker.\I'm sorry for the tangent there.\This was our second Vice-President of the day.\Let's have a big round of applause...\I can't take this anymore. response:	Entry no. 9.
context: I-I wonder if she's on the lookout...\I hope nothing happens.\That's because he's such a hard worker.\I'm sorry for the tangent there.\This was our second Vice-President of the day.\Let's have a big round of applause...\I can't take this anymore.\Entry no. 9. response:	She represents our own school's Society for the Study of Modern Visual Culture!
context: I hope nothing happens.\That's because he's such a hard worker.\I'm sorry for the tangent there.\This was our second Vice-President of the day.\Let's have a big round of applause...\I can't take this anymore.\Entry no. 9.\She represents our own school's Society for the Study of Modern Visual Culture! response:	T-There she is!
context: That's because he's such a hard worker.\I'm sorry for the tangent there.\This was our second Vice-President of the day.\Let's have a big round of applause...\I can't take this anymore.\Entry no. 9.\She represents our own school's Society for the Study of Modern Visual Culture!\T-There she is! response:	This is our third Ritsuko Kubel Kettenkrad of the day!
context: I'm sorry for the tangent there.\This was our second Vice-President of the day.\Let's have a big round of applause...\I can't take this anymore.\Entry no. 9.\She represents our own school's Society for the Study of Modern Visual Culture!\T-There she is!\This is our third Ritsuko Kubel Kettenkrad of the day! response:	Ugh, they're taking pictures...
context: This was our second Vice-President of the day.\Let's have a big round of applause...\I can't take this anymore.\Entry no. 9.\She represents our own school's Society for the Study of Modern Visual Culture!\T-There she is!\This is our third Ritsuko Kubel Kettenkrad of the day!\Ugh, they're taking pictures... response:	Did you make this costume yourself?
context: Let's have a big round of applause...\I can't take this anymore.\Entry no. 9.\She represents our own school's Society for the Study of Modern Visual Culture!\T-There she is!\This is our third Ritsuko Kubel Kettenkrad of the day!\Ugh, they're taking pictures...\Did you make this costume yourself? response:	No, a friend made it for me.
context: I can't take this anymore.\Entry no. 9.\She represents our own school's Society for the Study of Modern Visual Culture!\T-There she is!\This is our third Ritsuko Kubel Kettenkrad of the day!\Ugh, they're taking pictures...\Did you make this costume yourself?\No, a friend made it for me. response:	Who is that friend?
context: Entry no. 9.\She represents our own school's Society for the Study of Modern Visual Culture!\T-There she is!\This is our third Ritsuko Kubel Kettenkrad of the day!\Ugh, they're taking pictures...\Did you make this costume yourself?\No, a friend made it for me.\Who is that friend? response:	Um, an upperclassman in my club.
context: She represents our own school's Society for the Study of Modern Visual Culture!\T-There she is!\This is our third Ritsuko Kubel Kettenkrad of the day!\Ugh, they're taking pictures...\Did you make this costume yourself?\No, a friend made it for me.\Who is that friend?\Um, an upperclassman in my club. response:	It's an amazing arrangement.
context: T-There she is!\This is our third Ritsuko Kubel Kettenkrad of the day!\Ugh, they're taking pictures...\Did you make this costume yourself?\No, a friend made it for me.\Who is that friend?\Um, an upperclassman in my club.\It's an amazing arrangement. response:	It's a combat uniform for the President based on the Vice-President's.
context: This is our third Ritsuko Kubel Kettenkrad of the day!\Ugh, they're taking pictures...\Did you make this costume yourself?\No, a friend made it for me.\Who is that friend?\Um, an upperclassman in my club.\It's an amazing arrangement.\It's a combat uniform for the President based on the Vice-President's. response:	Then, does that mean this is an original design?
context: Ugh, they're taking pictures...\Did you make this costume yourself?\No, a friend made it for me.\Who is that friend?\Um, an upperclassman in my club.\It's an amazing arrangement.\It's a combat uniform for the President based on the Vice-President's.\Then, does that mean this is an original design? response:	That's right.
context: Did you make this costume yourself?\No, a friend made it for me.\Who is that friend?\Um, an upperclassman in my club.\It's an amazing arrangement.\It's a combat uniform for the President based on the Vice-President's.\Then, does that mean this is an original design?\That's right. response:	Ugh, they're here too.
context: No, a friend made it for me.\Who is that friend?\Um, an upperclassman in my club.\It's an amazing arrangement.\It's a combat uniform for the President based on the Vice-President's.\Then, does that mean this is an original design?\That's right.\Ugh, they're here too. response:	Oh, Kohsaka.
context: Who is that friend?\Um, an upperclassman in my club.\It's an amazing arrangement.\It's a combat uniform for the President based on the Vice-President's.\Then, does that mean this is an original design?\That's right.\Ugh, they're here too.\Oh, Kohsaka. response:	Are you happy?
context: Um, an upperclassman in my club.\It's an amazing arrangement.\It's a combat uniform for the President based on the Vice-President's.\Then, does that mean this is an original design?\That's right.\Ugh, they're here too.\Oh, Kohsaka.\Are you happy? response:	You're too far away to tell...
context: It's an amazing arrangement.\It's a combat uniform for the President based on the Vice-President's.\Then, does that mean this is an original design?\That's right.\Ugh, they're here too.\Oh, Kohsaka.\Are you happy?\You're too far away to tell... response:	Why're you here?
context: It's a combat uniform for the President based on the Vice-President's.\Then, does that mean this is an original design?\That's right.\Ugh, they're here too.\Oh, Kohsaka.\Are you happy?\You're too far away to tell...\Why're you here? response:	And are you laughing?
context: Then, does that mean this is an original design?\That's right.\Ugh, they're here too.\Oh, Kohsaka.\Are you happy?\You're too far away to tell...\Why're you here?\And are you laughing? response:	Ohh, let this end soon...
