context: Damn. response:	Really, now!
context: If you die... you know... it's too troublesome, idiot!\Ranta!\Ranta!\Ranta!\Go, Harkiro\What are you saying?!\Go!\Aren't you our leader?! response:	Stupid Ranta!
context: Ranta!\Ranta!\Ranta!\Go, Harkiro\What are you saying?!\Go!\Aren't you our leader?!\Stupid Ranta! response:	Don't die!
context: Ranta!\Ranta!\Go, Harkiro\What are you saying?!\Go!\Aren't you our leader?!\Stupid Ranta!\Don't die! response:	Of course I won't.
context: Ranta!\Go, Harkiro\What are you saying?!\Go!\Aren't you our leader?!\Stupid Ranta!\Don't die!\Of course I won't. response:	Damn it.
context: Go, Harkiro\What are you saying?!\Go!\Aren't you our leader?!\Stupid Ranta!\Don't die!\Of course I won't.\Damn it. response:	Damn Ranta!
context: What are you saying?!\Go!\Aren't you our leader?!\Stupid Ranta!\Don't die!\Of course I won't.\Damn it.\Damn Ranta! response:	It's not like you, damn it!
context: Go!\Aren't you our leader?!\Stupid Ranta!\Don't die!\Of course I won't.\Damn it.\Damn Ranta!\It's not like you, damn it! response:	Damn it!
context: Aren't you our leader?!\Stupid Ranta!\Don't die!\Of course I won't.\Damn it.\Damn Ranta!\It's not like you, damn it!\Damn it! response:	Ranta-kun!
context: Stupid Ranta!\Don't die!\Of course I won't.\Damn it.\Damn Ranta!\It's not like you, damn it!\Damn it!\Ranta-kun! response:	Ranta's... not coming up from this well.
context: Don't die!\Of course I won't.\Damn it.\Damn Ranta!\It's not like you, damn it!\Damn it!\Ranta-kun!\Ranta's... not coming up from this well. response:	Eh?
context: Of course I won't.\Damn it.\Damn Ranta!\It's not like you, damn it!\Damn it!\Ranta-kun!\Ranta's... not coming up from this well.\Eh? response:	He's staying below.
context: Damn it.\Damn Ranta!\It's not like you, damn it!\Damn it!\Ranta-kun!\Ranta's... not coming up from this well.\Eh?\He's staying below. response:	The scaffolding gave out, and...
context: Damn Ranta!\It's not like you, damn it!\Damn it!\Ranta-kun!\Ranta's... not coming up from this well.\Eh?\He's staying below.\The scaffolding gave out, and... response:	Y-You mean...?!
context: It's not like you, damn it!\Damn it!\Ranta-kun!\Ranta's... not coming up from this well.\Eh?\He's staying below.\The scaffolding gave out, and...\Y-You mean...?! response:	Everybody looked to me, because I'm the leader.
context: Damn it!\Ranta-kun!\Ranta's... not coming up from this well.\Eh?\He's staying below.\The scaffolding gave out, and...\Y-You mean...?!\Everybody looked to me, because I'm the leader. response:	I might be incompetent, but I'm the leader.
context: Ranta-kun!\Ranta's... not coming up from this well.\Eh?\He's staying below.\The scaffolding gave out, and...\Y-You mean...?!\Everybody looked to me, because I'm the leader.\I might be incompetent, but I'm the leader. response:	If we all die trying to save Ranta, then we'll lose everything.
context: Ranta's... not coming up from this well.\Eh?\He's staying below.\The scaffolding gave out, and...\Y-You mean...?!\Everybody looked to me, because I'm the leader.\I might be incompetent, but I'm the leader.\If we all die trying to save Ranta, then we'll lose everything. response:	But he has the devil's own luck.
context: Eh?\He's staying below.\The scaffolding gave out, and...\Y-You mean...?!\Everybody looked to me, because I'm the leader.\I might be incompetent, but I'm the leader.\If we all die trying to save Ranta, then we'll lose everything.\But he has the devil's own luck. response:	When I last saw him, he was still unharmed, so we have to go.
context: He's staying below.\The scaffolding gave out, and...\Y-You mean...?!\Everybody looked to me, because I'm the leader.\I might be incompetent, but I'm the leader.\If we all die trying to save Ranta, then we'll lose everything.\But he has the devil's own luck.\When I last saw him, he was still unharmed, so we have to go. response:	Merry, will you lead us to a different well that goes to the fifth level?
context: The scaffolding gave out, and...\Y-You mean...?!\Everybody looked to me, because I'm the leader.\I might be incompetent, but I'm the leader.\If we all die trying to save Ranta, then we'll lose everything.\But he has the devil's own luck.\When I last saw him, he was still unharmed, so we have to go.\Merry, will you lead us to a different well that goes to the fifth level? response:	Got it!
context: Y-You mean...?!\Everybody looked to me, because I'm the leader.\I might be incompetent, but I'm the leader.\If we all die trying to save Ranta, then we'll lose everything.\But he has the devil's own luck.\When I last saw him, he was still unharmed, so we have to go.\Merry, will you lead us to a different well that goes to the fifth level?\Got it! response:	Let's go up to the third floor to recoup and go down from there.
context: Everybody looked to me, because I'm the leader.\I might be incompetent, but I'm the leader.\If we all die trying to save Ranta, then we'll lose everything.\But he has the devil's own luck.\When I last saw him, he was still unharmed, so we have to go.\Merry, will you lead us to a different well that goes to the fifth level?\Got it!\Let's go up to the third floor to recoup and go down from there. response:	Thanks.
context: I might be incompetent, but I'm the leader.\If we all die trying to save Ranta, then we'll lose everything.\But he has the devil's own luck.\When I last saw him, he was still unharmed, so we have to go.\Merry, will you lead us to a different well that goes to the fifth level?\Got it!\Let's go up to the third floor to recoup and go down from there.\Thanks. response:	Is everybody okay with that?
context: If we all die trying to save Ranta, then we'll lose everything.\But he has the devil's own luck.\When I last saw him, he was still unharmed, so we have to go.\Merry, will you lead us to a different well that goes to the fifth level?\Got it!\Let's go up to the third floor to recoup and go down from there.\Thanks.\Is everybody okay with that? response:	Yeah.
context: But he has the devil's own luck.\When I last saw him, he was still unharmed, so we have to go.\Merry, will you lead us to a different well that goes to the fifth level?\Got it!\Let's go up to the third floor to recoup and go down from there.\Thanks.\Is everybody okay with that?\Yeah. response:	Yup.
context: When I last saw him, he was still unharmed, so we have to go.\Merry, will you lead us to a different well that goes to the fifth level?\Got it!\Let's go up to the third floor to recoup and go down from there.\Thanks.\Is everybody okay with that?\Yeah.\Yup. response:	Let's go!
context: Merry, will you lead us to a different well that goes to the fifth level?\Got it!\Let's go up to the third floor to recoup and go down from there.\Thanks.\Is everybody okay with that?\Yeah.\Yup.\Let's go! response:	Hey, Death Spots!
context: Got it!\Let's go up to the third floor to recoup and go down from there.\Thanks.\Is everybody okay with that?\Yeah.\Yup.\Let's go!\Hey, Death Spots! response:	Today's your unlucky day, cause today you're gonna die!
context: Let's go up to the third floor to recoup and go down from there.\Thanks.\Is everybody okay with that?\Yeah.\Yup.\Let's go!\Hey, Death Spots!\Today's your unlucky day, cause today you're gonna die! response:	Man, I sounded very Dark Knight-like just now.
context: Thanks.\Is everybody okay with that?\Yeah.\Yup.\Let's go!\Hey, Death Spots!\Today's your unlucky day, cause today you're gonna die!\Man, I sounded very Dark Knight-like just now. response:	Arrows?
context: Is everybody okay with that?\Yeah.\Yup.\Let's go!\Hey, Death Spots!\Today's your unlucky day, cause today you're gonna die!\Man, I sounded very Dark Knight-like just now.\Arrows? response:	Come on, put those down!
context: Yeah.\Yup.\Let's go!\Hey, Death Spots!\Today's your unlucky day, cause today you're gonna die!\Man, I sounded very Dark Knight-like just now.\Arrows?\Come on, put those down! response:	Hey, it should be, you know, more cooler.
context: Yup.\Let's go!\Hey, Death Spots!\Today's your unlucky day, cause today you're gonna die!\Man, I sounded very Dark Knight-like just now.\Arrows?\Come on, put those down!\Hey, it should be, you know, more cooler. response:	Like one-on-one or som!
context: Let's go!\Hey, Death Spots!\Today's your unlucky day, cause today you're gonna die!\Man, I sounded very Dark Knight-like just now.\Arrows?\Come on, put those down!\Hey, it should be, you know, more cooler.\Like one-on-one or som! response:	Ranta, you idiot.
context: Hey, Death Spots!\Today's your unlucky day, cause today you're gonna die!\Man, I sounded very Dark Knight-like just now.\Arrows?\Come on, put those down!\Hey, it should be, you know, more cooler.\Like one-on-one or som!\Ranta, you idiot. response:	Don't die.
context: Today's your unlucky day, cause today you're gonna die!\Man, I sounded very Dark Knight-like just now.\Arrows?\Come on, put those down!\Hey, it should be, you know, more cooler.\Like one-on-one or som!\Ranta, you idiot.\Don't die. response:	It'd be the worst if you came back to haunt us.
context: Man, I sounded very Dark Knight-like just now.\Arrows?\Come on, put those down!\Hey, it should be, you know, more cooler.\Like one-on-one or som!\Ranta, you idiot.\Don't die.\It'd be the worst if you came back to haunt us. response:	Are our enemies the kobolds?
context: Arrows?\Come on, put those down!\Hey, it should be, you know, more cooler.\Like one-on-one or som!\Ranta, you idiot.\Don't die.\It'd be the worst if you came back to haunt us.\Are our enemies the kobolds? response:	No.
context: Come on, put those down!\Hey, it should be, you know, more cooler.\Like one-on-one or som!\Ranta, you idiot.\Don't die.\It'd be the worst if you came back to haunt us.\Are our enemies the kobolds?\No. response:	Our real enemies are our overly weak selves.
context: Hey, it should be, you know, more cooler.\Like one-on-one or som!\Ranta, you idiot.\Don't die.\It'd be the worst if you came back to haunt us.\Are our enemies the kobolds?\No.\Our real enemies are our overly weak selves. response:	Hey, come ooon!
context: Like one-on-one or som!\Ranta, you idiot.\Don't die.\It'd be the worst if you came back to haunt us.\Are our enemies the kobolds?\No.\Our real enemies are our overly weak selves.\Hey, come ooon! response:	When I try touching
context: Ranta, you idiot.\Don't die.\It'd be the worst if you came back to haunt us.\Are our enemies the kobolds?\No.\Our real enemies are our overly weak selves.\Hey, come ooon!\When I try touching response:	the dry air after a rain,
context: Don't die.\It'd be the worst if you came back to haunt us.\Are our enemies the kobolds?\No.\Our real enemies are our overly weak selves.\Hey, come ooon!\When I try touching\the dry air after a rain, response:	like a sprouting flower,
context: It'd be the worst if you came back to haunt us.\Are our enemies the kobolds?\No.\Our real enemies are our overly weak selves.\Hey, come ooon!\When I try touching\the dry air after a rain,\like a sprouting flower, response:	fragments of memories overflow.
context: Are our enemies the kobolds?\No.\Our real enemies are our overly weak selves.\Hey, come ooon!\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow. response:	The warmth you gave this hand
context: No.\Our real enemies are our overly weak selves.\Hey, come ooon!\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand response:	led me to a future I can treasure
context: Our real enemies are our overly weak selves.\Hey, come ooon!\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure response:	always.
context: Hey, come ooon!\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always. response:	I chased your voice.
context: When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice. response:	I wonder when you became so strong.
context: the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong. response:	I will probably find what I searched the vast world for
context: like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for response:	at the end of this journey.
context: fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey. response:	Grimgar of Fantasy and Ash
context: The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash response:	Between Life and Death
context: led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\Between Life and Death response:	Grimgar of Fantasy and Ash
context: always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\Between Life and Death\Grimgar of Fantasy and Ash response:	See You Tomorrow...
context: I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\Between Life and Death\Grimgar of Fantasy and Ash\See You Tomorrow... response:	Also check out!
context: I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\Between Life and Death\Grimgar of Fantasy and Ash\See You Tomorrow...\Also check out! response:	Goblin's
context: I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\Between Life and Death\Grimgar of Fantasy and Ash\See You Tomorrow...\Also check out!\Goblin's response:	Journey
context: at the end of this journey.\Grimgar of Fantasy and Ash\Between Life and Death\Grimgar of Fantasy and Ash\See You Tomorrow...\Also check out!\Goblin's\Journey response:	Now serialized on the official anime web site.
