context: The three of us, in our two-timing relationship, response:	started living together so we could grow closer.
context: TOP SNIPER\Oh, but your boobies are good.\The title hasn't changed, either.\It's just the thumbnail.\Maybe she really is from our school, if she had to hide her uniform.\Seems like it.\What a loser, though.\If you have something to hide, you have to be really careful, like us. response:	The gym storage door is always locked.
context: Oh, but your boobies are good.\The title hasn't changed, either.\It's just the thumbnail.\Maybe she really is from our school, if she had to hide her uniform.\Seems like it.\What a loser, though.\If you have something to hide, you have to be really careful, like us.\The gym storage door is always locked. response:	And I'm careful to lock the window, too, since it's the only other way in.
context: The title hasn't changed, either.\It's just the thumbnail.\Maybe she really is from our school, if she had to hide her uniform.\Seems like it.\What a loser, though.\If you have something to hide, you have to be really careful, like us.\The gym storage door is always locked.\And I'm careful to lock the window, too, since it's the only other way in. response:	I forgot to lock the window!
context: It's just the thumbnail.\Maybe she really is from our school, if she had to hide her uniform.\Seems like it.\What a loser, though.\If you have something to hide, you have to be really careful, like us.\The gym storage door is always locked.\And I'm careful to lock the window, too, since it's the only other way in.\I forgot to lock the window! response:	There are people here!
context: Maybe she really is from our school, if she had to hide her uniform.\Seems like it.\What a loser, though.\If you have something to hide, you have to be really careful, like us.\The gym storage door is always locked.\And I'm careful to lock the window, too, since it's the only other way in.\I forgot to lock the window!\There are people here! response:	Wow, she's cute.
context: Seems like it.\What a loser, though.\If you have something to hide, you have to be really careful, like us.\The gym storage door is always locked.\And I'm careful to lock the window, too, since it's the only other way in.\I forgot to lock the window!\There are people here!\Wow, she's cute. response:	W-We need an excuse!
context: What a loser, though.\If you have something to hide, you have to be really careful, like us.\The gym storage door is always locked.\And I'm careful to lock the window, too, since it's the only other way in.\I forgot to lock the window!\There are people here!\Wow, she's cute.\W-We need an excuse! response:	Right!
context: If you have something to hide, you have to be really careful, like us.\The gym storage door is always locked.\And I'm careful to lock the window, too, since it's the only other way in.\I forgot to lock the window!\There are people here!\Wow, she's cute.\W-We need an excuse!\Right! response:	Let's see...
context: The gym storage door is always locked.\And I'm careful to lock the window, too, since it's the only other way in.\I forgot to lock the window!\There are people here!\Wow, she's cute.\W-We need an excuse!\Right!\Let's see... response:	One guy and two girls in the gym storage?
context: And I'm careful to lock the window, too, since it's the only other way in.\I forgot to lock the window!\There are people here!\Wow, she's cute.\W-We need an excuse!\Right!\Let's see...\One guy and two girls in the gym storage? response:	Were you people...
context: I forgot to lock the window!\There are people here!\Wow, she's cute.\W-We need an excuse!\Right!\Let's see...\One guy and two girls in the gym storage?\Were you people... response:	doing something nasty?
context: There are people here!\Wow, she's cute.\W-We need an excuse!\Right!\Let's see...\One guy and two girls in the gym storage?\Were you people...\doing something nasty? response:	The three of you?
context: Wow, she's cute.\W-We need an excuse!\Right!\Let's see...\One guy and two girls in the gym storage?\Were you people...\doing something nasty?\The three of you? response:	Nope!
context: W-We need an excuse!\Right!\Let's see...\One guy and two girls in the gym storage?\Were you people...\doing something nasty?\The three of you?\Nope! response:	I don't believe you.
context: Right!\Let's see...\One guy and two girls in the gym storage?\Were you people...\doing something nasty?\The three of you?\Nope!\I don't believe you. response:	It's true!
context: Let's see...\One guy and two girls in the gym storage?\Were you people...\doing something nasty?\The three of you?\Nope!\I don't believe you.\It's true! response:	Naoya...
context: One guy and two girls in the gym storage?\Were you people...\doing something nasty?\The three of you?\Nope!\I don't believe you.\It's true!\Naoya... response:	I may be two-timing, but I promised not to do anything sexy!
context: Were you people...\doing something nasty?\The three of you?\Nope!\I don't believe you.\It's true!\Naoya...\I may be two-timing, but I promised not to do anything sexy! response:	Especially not a threes
context: doing something nasty?\The three of you?\Nope!\I don't believe you.\It's true!\Naoya...\I may be two-timing, but I promised not to do anything sexy!\Especially not a threes response:	You idiot!
context: The three of you?\Nope!\I don't believe you.\It's true!\Naoya...\I may be two-timing, but I promised not to do anything sexy!\Especially not a threes\You idiot! response:	Huh? Two-timing?
context: Nope!\I don't believe you.\It's true!\Naoya...\I may be two-timing, but I promised not to do anything sexy!\Especially not a threes\You idiot!\Huh? Two-timing? response:	No, um...
context: I don't believe you.\It's true!\Naoya...\I may be two-timing, but I promised not to do anything sexy!\Especially not a threes\You idiot!\Huh? Two-timing?\No, um... response:	Are you guys...
context: It's true!\Naoya...\I may be two-timing, but I promised not to do anything sexy!\Especially not a threes\You idiot!\Huh? Two-timing?\No, um...\Are you guys... response:	Are you three in a relationship together?
context: Naoya...\I may be two-timing, but I promised not to do anything sexy!\Especially not a threes\You idiot!\Huh? Two-timing?\No, um...\Are you guys...\Are you three in a relationship together? response:	N-No, um...
context: I may be two-timing, but I promised not to do anything sexy!\Especially not a threes\You idiot!\Huh? Two-timing?\No, um...\Are you guys...\Are you three in a relationship together?\N-No, um... response:	W-We're, um...
context: Especially not a threes\You idiot!\Huh? Two-timing?\No, um...\Are you guys...\Are you three in a relationship together?\N-No, um...\W-We're, um... response:	Shoot...
context: You idiot!\Huh? Two-timing?\No, um...\Are you guys...\Are you three in a relationship together?\N-No, um...\W-We're, um...\Shoot... response:	We've been caught!
context: Huh? Two-timing?\No, um...\Are you guys...\Are you three in a relationship together?\N-No, um...\W-We're, um...\Shoot...\We've been caught! response:	At least make an effort to deceive her!
context: No, um...\Are you guys...\Are you three in a relationship together?\N-No, um...\W-We're, um...\Shoot...\We've been caught!\At least make an effort to deceive her! response:	Seriously? You're so weird.
context: Are you guys...\Are you three in a relationship together?\N-No, um...\W-We're, um...\Shoot...\We've been caught!\At least make an effort to deceive her!\Seriously? You're so weird. response:	Huh? Isn't she...
context: Are you three in a relationship together?\N-No, um...\W-We're, um...\Shoot...\We've been caught!\At least make an effort to deceive her!\Seriously? You're so weird.\Huh? Isn't she... response:	Please, don't tell anyone.
context: N-No, um...\W-We're, um...\Shoot...\We've been caught!\At least make an effort to deceive her!\Seriously? You're so weird.\Huh? Isn't she...\Please, don't tell anyone. response:	Yeah? A secret, huh?
context: W-We're, um...\Shoot...\We've been caught!\At least make an effort to deceive her!\Seriously? You're so weird.\Huh? Isn't she...\Please, don't tell anyone.\Yeah? A secret, huh? response:	I don't know...
context: Shoot...\We've been caught!\At least make an effort to deceive her!\Seriously? You're so weird.\Huh? Isn't she...\Please, don't tell anyone.\Yeah? A secret, huh?\I don't know... response:	What should I do?
context: We've been caught!\At least make an effort to deceive her!\Seriously? You're so weird.\Huh? Isn't she...\Please, don't tell anyone.\Yeah? A secret, huh?\I don't know...\What should I do? response:	It's hilarious how freaked out you are.
context: At least make an effort to deceive her!\Seriously? You're so weird.\Huh? Isn't she...\Please, don't tell anyone.\Yeah? A secret, huh?\I don't know...\What should I do?\It's hilarious how freaked out you are. response:	I-I'm begging you!
context: Seriously? You're so weird.\Huh? Isn't she...\Please, don't tell anyone.\Yeah? A secret, huh?\I don't know...\What should I do?\It's hilarious how freaked out you are.\I-I'm begging you! response:	Saki-san...
context: Huh? Isn't she...\Please, don't tell anyone.\Yeah? A secret, huh?\I don't know...\What should I do?\It's hilarious how freaked out you are.\I-I'm begging you!\Saki-san... response:	Um, are you...
context: Please, don't tell anyone.\Yeah? A secret, huh?\I don't know...\What should I do?\It's hilarious how freaked out you are.\I-I'm begging you!\Saki-san...\Um, are you... response:	I've got this, you two!
context: Yeah? A secret, huh?\I don't know...\What should I do?\It's hilarious how freaked out you are.\I-I'm begging you!\Saki-san...\Um, are you...\I've got this, you two! response:	Take this and keep your mouth shut.
context: I don't know...\What should I do?\It's hilarious how freaked out you are.\I-I'm begging you!\Saki-san...\Um, are you...\I've got this, you two!\Take this and keep your mouth shut. response:	Wh-What is this?
context: What should I do?\It's hilarious how freaked out you are.\I-I'm begging you!\Saki-san...\Um, are you...\I've got this, you two!\Take this and keep your mouth shut.\Wh-What is this? response:	Inside is 200,000 yen.
context: It's hilarious how freaked out you are.\I-I'm begging you!\Saki-san...\Um, are you...\I've got this, you two!\Take this and keep your mouth shut.\Wh-What is this?\Inside is 200,000 yen. response:	So sketchy!
context: I-I'm begging you!\Saki-san...\Um, are you...\I've got this, you two!\Take this and keep your mouth shut.\Wh-What is this?\Inside is 200,000 yen.\So sketchy! response:	I've saved up that money since I was a kid. It's my life savings.
context: Saki-san...\Um, are you...\I've got this, you two!\Take this and keep your mouth shut.\Wh-What is this?\Inside is 200,000 yen.\So sketchy!\I've saved up that money since I was a kid. It's my life savings. response:	I kept it on me in case something like this happened.
context: Um, are you...\I've got this, you two!\Take this and keep your mouth shut.\Wh-What is this?\Inside is 200,000 yen.\So sketchy!\I've saved up that money since I was a kid. It's my life savings.\I kept it on me in case something like this happened. response:	For something like this? This?
context: I've got this, you two!\Take this and keep your mouth shut.\Wh-What is this?\Inside is 200,000 yen.\So sketchy!\I've saved up that money since I was a kid. It's my life savings.\I kept it on me in case something like this happened.\For something like this? This? response:	Wh-What's up with this guy?
context: Take this and keep your mouth shut.\Wh-What is this?\Inside is 200,000 yen.\So sketchy!\I've saved up that money since I was a kid. It's my life savings.\I kept it on me in case something like this happened.\For something like this? This?\Wh-What's up with this guy? response:	T-Too bad for you, though.
context: Wh-What is this?\Inside is 200,000 yen.\So sketchy!\I've saved up that money since I was a kid. It's my life savings.\I kept it on me in case something like this happened.\For something like this? This?\Wh-What's up with this guy?\T-Too bad for you, though. response:	I have plenty of money.
context: Inside is 200,000 yen.\So sketchy!\I've saved up that money since I was a kid. It's my life savings.\I kept it on me in case something like this happened.\For something like this? This?\Wh-What's up with this guy?\T-Too bad for you, though.\I have plenty of money. response:	I make more than this every month.
context: So sketchy!\I've saved up that money since I was a kid. It's my life savings.\I kept it on me in case something like this happened.\For something like this? This?\Wh-What's up with this guy?\T-Too bad for you, though.\I have plenty of money.\I make more than this every month. response:	As a high schooler? No way.
context: I've saved up that money since I was a kid. It's my life savings.\I kept it on me in case something like this happened.\For something like this? This?\Wh-What's up with this guy?\T-Too bad for you, though.\I have plenty of money.\I make more than this every month.\As a high schooler? No way. response:	Hey, are you...
context: I kept it on me in case something like this happened.\For something like this? This?\Wh-What's up with this guy?\T-Too bad for you, though.\I have plenty of money.\I make more than this every month.\As a high schooler? No way.\Hey, are you... response:	You're not...
context: For something like this? This?\Wh-What's up with this guy?\T-Too bad for you, though.\I have plenty of money.\I make more than this every month.\As a high schooler? No way.\Hey, are you...\You're not... response:	doing something reprehensible to make money, are you?!
context: Wh-What's up with this guy?\T-Too bad for you, though.\I have plenty of money.\I make more than this every month.\As a high schooler? No way.\Hey, are you...\You're not...\doing something reprehensible to make money, are you?! response:	Huh?
context: T-Too bad for you, though.\I have plenty of money.\I make more than this every month.\As a high schooler? No way.\Hey, are you...\You're not...\doing something reprehensible to make money, are you?!\Huh? response:	You are cute, and you have huge eyes, but...
context: I have plenty of money.\I make more than this every month.\As a high schooler? No way.\Hey, are you...\You're not...\doing something reprehensible to make money, are you?!\Huh?\You are cute, and you have huge eyes, but... response:	H-Hey!
context: I make more than this every month.\As a high schooler? No way.\Hey, are you...\You're not...\doing something reprehensible to make money, are you?!\Huh?\You are cute, and you have huge eyes, but...\H-Hey! response:	But what if your client is a dangerous grown-up?!
context: As a high schooler? No way.\Hey, are you...\You're not...\doing something reprehensible to make money, are you?!\Huh?\You are cute, and you have huge eyes, but...\H-Hey!\But what if your client is a dangerous grown-up?! response:	He might deceive you, con you, and mess you up.
context: Hey, are you...\You're not...\doing something reprehensible to make money, are you?!\Huh?\You are cute, and you have huge eyes, but...\H-Hey!\But what if your client is a dangerous grown-up?!\He might deceive you, con you, and mess you up. response:	And he'll record the act and sell it.
context: You're not...\doing something reprehensible to make money, are you?!\Huh?\You are cute, and you have huge eyes, but...\H-Hey!\But what if your client is a dangerous grown-up?!\He might deceive you, con you, and mess you up.\And he'll record the act and sell it. response:	Record the act and sell it...
context: doing something reprehensible to make money, are you?!\Huh?\You are cute, and you have huge eyes, but...\H-Hey!\But what if your client is a dangerous grown-up?!\He might deceive you, con you, and mess you up.\And he'll record the act and sell it.\Record the act and sell it... response:	Record the act and sell it...
context: Huh?\You are cute, and you have huge eyes, but...\H-Hey!\But what if your client is a dangerous grown-up?!\He might deceive you, con you, and mess you up.\And he'll record the act and sell it.\Record the act and sell it...\Record the act and sell it... response:	Record the act and sell it!
context: You are cute, and you have huge eyes, but...\H-Hey!\But what if your client is a dangerous grown-up?!\He might deceive you, con you, and mess you up.\And he'll record the act and sell it.\Record the act and sell it...\Record the act and sell it...\Record the act and sell it! response:	Oh, no!
context: H-Hey!\But what if your client is a dangerous grown-up?!\He might deceive you, con you, and mess you up.\And he'll record the act and sell it.\Record the act and sell it...\Record the act and sell it...\Record the act and sell it!\Oh, no! response:	Unrivaled
context: But what if your client is a dangerous grown-up?!\He might deceive you, con you, and mess you up.\And he'll record the act and sell it.\Record the act and sell it...\Record the act and sell it...\Record the act and sell it!\Oh, no!\Unrivaled response:	Hoshi zaki Ri ka's unexpected debut!
context: He might deceive you, con you, and mess you up.\And he'll record the act and sell it.\Record the act and sell it...\Record the act and sell it...\Record the act and sell it!\Oh, no!\Unrivaled\Hoshi zaki Ri ka's unexpected debut! response:	Milika's
context: And he'll record the act and sell it.\Record the act and sell it...\Record the act and sell it...\Record the act and sell it!\Oh, no!\Unrivaled\Hoshi zaki Ri ka's unexpected debut!\Milika's response:	Her pure heart steals yours!
context: Record the act and sell it...\Record the act and sell it...\Record the act and sell it!\Oh, no!\Unrivaled\Hoshi zaki Ri ka's unexpected debut!\Milika's\Her pure heart steals yours! response:	Before you know it, you'll be a super-popular adult star!
context: Record the act and sell it...\Record the act and sell it!\Oh, no!\Unrivaled\Hoshi zaki Ri ka's unexpected debut!\Milika's\Her pure heart steals yours!\Before you know it, you'll be a super-popular adult star! response:	Go, me!
context: Record the act and sell it!\Oh, no!\Unrivaled\Hoshi zaki Ri ka's unexpected debut!\Milika's\Her pure heart steals yours!\Before you know it, you'll be a super-popular adult star!\Go, me! response:	Wait...
context: Oh, no!\Unrivaled\Hoshi zaki Ri ka's unexpected debut!\Milika's\Her pure heart steals yours!\Before you know it, you'll be a super-popular adult star!\Go, me!\Wait... response:	I'm not doing that!
context: Unrivaled\Hoshi zaki Ri ka's unexpected debut!\Milika's\Her pure heart steals yours!\Before you know it, you'll be a super-popular adult star!\Go, me!\Wait...\I'm not doing that! response:	Are you sure?
context: Hoshi zaki Ri ka's unexpected debut!\Milika's\Her pure heart steals yours!\Before you know it, you'll be a super-popular adult star!\Go, me!\Wait...\I'm not doing that!\Are you sure? response:	Then what about the money?
context: Milika's\Her pure heart steals yours!\Before you know it, you'll be a super-popular adult star!\Go, me!\Wait...\I'm not doing that!\Are you sure?\Then what about the money? response:	Do you even get the situation you're in?
context: Her pure heart steals yours!\Before you know it, you'll be a super-popular adult star!\Go, me!\Wait...\I'm not doing that!\Are you sure?\Then what about the money?\Do you even get the situation you're in? response:	Hey...
context: Before you know it, you'll be a super-popular adult star!\Go, me!\Wait...\I'm not doing that!\Are you sure?\Then what about the money?\Do you even get the situation you're in?\Hey... response:	You're Milika-san, the MeTuber, right?
context: Go, me!\Wait...\I'm not doing that!\Are you sure?\Then what about the money?\Do you even get the situation you're in?\Hey...\You're Milika-san, the MeTuber, right? response:	Huh?
context: Wait...\I'm not doing that!\Are you sure?\Then what about the money?\Do you even get the situation you're in?\Hey...\You're Milika-san, the MeTuber, right?\Huh? response:	Huh?
context: I'm not doing that!\Are you sure?\Then what about the money?\Do you even get the situation you're in?\Hey...\You're Milika-san, the MeTuber, right?\Huh?\Huh? response:	S-Seriously?
context: Are you sure?\Then what about the money?\Do you even get the situation you're in?\Hey...\You're Milika-san, the MeTuber, right?\Huh?\Huh?\S-Seriously? response:	Yes.
context: Then what about the money?\Do you even get the situation you're in?\Hey...\You're Milika-san, the MeTuber, right?\Huh?\Huh?\S-Seriously?\Yes. response:	She has the same eyes and hair.
context: Do you even get the situation you're in?\Hey...\You're Milika-san, the MeTuber, right?\Huh?\Huh?\S-Seriously?\Yes.\She has the same eyes and hair. response:	And she has big breasts.
context: Hey...\You're Milika-san, the MeTuber, right?\Huh?\Huh?\S-Seriously?\Yes.\She has the same eyes and hair.\And she has big breasts. response:	The money you're talking about is from video views, right?
context: You're Milika-san, the MeTuber, right?\Huh?\Huh?\S-Seriously?\Yes.\She has the same eyes and hair.\And she has big breasts.\The money you're talking about is from video views, right? response:	I have n-no idea what you're talking about.
context: Huh?\Huh?\S-Seriously?\Yes.\She has the same eyes and hair.\And she has big breasts.\The money you're talking about is from video views, right?\I have n-no idea what you're talking about. response:	Now that you mention it...
context: Huh?\S-Seriously?\Yes.\She has the same eyes and hair.\And she has big breasts.\The money you're talking about is from video views, right?\I have n-no idea what you're talking about.\Now that you mention it... response:	And above all, our uniform was in your thumbnail.
context: S-Seriously?\Yes.\She has the same eyes and hair.\And she has big breasts.\The money you're talking about is from video views, right?\I have n-no idea what you're talking about.\Now that you mention it...\And above all, our uniform was in your thumbnail. response:	I took a screenshot of it.
context: Yes.\She has the same eyes and hair.\And she has big breasts.\The money you're talking about is from video views, right?\I have n-no idea what you're talking about.\Now that you mention it...\And above all, our uniform was in your thumbnail.\I took a screenshot of it. response:	But I saw that and deleted it right after I uploaded it!
context: She has the same eyes and hair.\And she has big breasts.\The money you're talking about is from video views, right?\I have n-no idea what you're talking about.\Now that you mention it...\And above all, our uniform was in your thumbnail.\I took a screenshot of it.\But I saw that and deleted it right after I uploaded it! response:	Shoot!
context: And she has big breasts.\The money you're talking about is from video views, right?\I have n-no idea what you're talking about.\Now that you mention it...\And above all, our uniform was in your thumbnail.\I took a screenshot of it.\But I saw that and deleted it right after I uploaded it!\Shoot! response:	I see.
context: The money you're talking about is from video views, right?\I have n-no idea what you're talking about.\Now that you mention it...\And above all, our uniform was in your thumbnail.\I took a screenshot of it.\But I saw that and deleted it right after I uploaded it!\Shoot!\I see. response:	We're even now.
context: I have n-no idea what you're talking about.\Now that you mention it...\And above all, our uniform was in your thumbnail.\I took a screenshot of it.\But I saw that and deleted it right after I uploaded it!\Shoot!\I see.\We're even now. response:	No, we have the upper hand.
context: Now that you mention it...\And above all, our uniform was in your thumbnail.\I took a screenshot of it.\But I saw that and deleted it right after I uploaded it!\Shoot!\I see.\We're even now.\No, we have the upper hand. response:	You don't want your identity getting out, do you?
context: And above all, our uniform was in your thumbnail.\I took a screenshot of it.\But I saw that and deleted it right after I uploaded it!\Shoot!\I see.\We're even now.\No, we have the upper hand.\You don't want your identity getting out, do you? response:	Oh, I bet you came here because you didn't want people to figure out who you are.
context: I took a screenshot of it.\But I saw that and deleted it right after I uploaded it!\Shoot!\I see.\We're even now.\No, we have the upper hand.\You don't want your identity getting out, do you?\Oh, I bet you came here because you didn't want people to figure out who you are. response:	I-I'll kill you if you tell anyone!
context: But I saw that and deleted it right after I uploaded it!\Shoot!\I see.\We're even now.\No, we have the upper hand.\You don't want your identity getting out, do you?\Oh, I bet you came here because you didn't want people to figure out who you are.\I-I'll kill you if you tell anyone! response:	I don't know...
context: Shoot!\I see.\We're even now.\No, we have the upper hand.\You don't want your identity getting out, do you?\Oh, I bet you came here because you didn't want people to figure out who you are.\I-I'll kill you if you tell anyone!\I don't know... response:	What should I do?
context: I see.\We're even now.\No, we have the upper hand.\You don't want your identity getting out, do you?\Oh, I bet you came here because you didn't want people to figure out who you are.\I-I'll kill you if you tell anyone!\I don't know...\What should I do? response:	Did I take it too far?
context: We're even now.\No, we have the upper hand.\You don't want your identity getting out, do you?\Oh, I bet you came here because you didn't want people to figure out who you are.\I-I'll kill you if you tell anyone!\I don't know...\What should I do?\Did I take it too far? response:	Sorry!
context: No, we have the upper hand.\You don't want your identity getting out, do you?\Oh, I bet you came here because you didn't want people to figure out who you are.\I-I'll kill you if you tell anyone!\I don't know...\What should I do?\Did I take it too far?\Sorry! response:	There. Now we're even.
context: You don't want your identity getting out, do you?\Oh, I bet you came here because you didn't want people to figure out who you are.\I-I'll kill you if you tell anyone!\I don't know...\What should I do?\Did I take it too far?\Sorry!\There. Now we're even. response:	I went too far.
context: Oh, I bet you came here because you didn't want people to figure out who you are.\I-I'll kill you if you tell anyone!\I don't know...\What should I do?\Did I take it too far?\Sorry!\There. Now we're even.\I went too far. response:	But I feel better now.
context: I-I'll kill you if you tell anyone!\I don't know...\What should I do?\Did I take it too far?\Sorry!\There. Now we're even.\I went too far.\But I feel better now. response:	Saki-chan...
context: I don't know...\What should I do?\Did I take it too far?\Sorry!\There. Now we're even.\I went too far.\But I feel better now.\Saki-chan... response:	Don't worry.
context: What should I do?\Did I take it too far?\Sorry!\There. Now we're even.\I went too far.\But I feel better now.\Saki-chan...\Don't worry. response:	I'd never tell anyone.
context: Did I take it too far?\Sorry!\There. Now we're even.\I went too far.\But I feel better now.\Saki-chan...\Don't worry.\I'd never tell anyone. response:	Y-You'd better not.
context: Sorry!\There. Now we're even.\I went too far.\But I feel better now.\Saki-chan...\Don't worry.\I'd never tell anyone.\Y-You'd better not. response:	Not to worry!
context: There. Now we're even.\I went too far.\But I feel better now.\Saki-chan...\Don't worry.\I'd never tell anyone.\Y-You'd better not.\Not to worry! response:	Even if you tell people about us, I'll take your secret to the grave!
context: I went too far.\But I feel better now.\Saki-chan...\Don't worry.\I'd never tell anyone.\Y-You'd better not.\Not to worry!\Even if you tell people about us, I'll take your secret to the grave! response:	I won't perpetuate a cycle of sadness!
context: But I feel better now.\Saki-chan...\Don't worry.\I'd never tell anyone.\Y-You'd better not.\Not to worry!\Even if you tell people about us, I'll take your secret to the grave!\I won't perpetuate a cycle of sadness! response:	Nah, I'd say it, if it came to that.
context: Saki-chan...\Don't worry.\I'd never tell anyone.\Y-You'd better not.\Not to worry!\Even if you tell people about us, I'll take your secret to the grave!\I won't perpetuate a cycle of sadness!\Nah, I'd say it, if it came to that. response:	Saki-san!
context: Don't worry.\I'd never tell anyone.\Y-You'd better not.\Not to worry!\Even if you tell people about us, I'll take your secret to the grave!\I won't perpetuate a cycle of sadness!\Nah, I'd say it, if it came to that.\Saki-san! response:	You're good people, for a bunch of weirdos in a threesome.
context: I'd never tell anyone.\Y-You'd better not.\Not to worry!\Even if you tell people about us, I'll take your secret to the grave!\I won't perpetuate a cycle of sadness!\Nah, I'd say it, if it came to that.\Saki-san!\You're good people, for a bunch of weirdos in a threesome. response:	Who are you calling a weirdo?
context: Y-You'd better not.\Not to worry!\Even if you tell people about us, I'll take your secret to the grave!\I won't perpetuate a cycle of sadness!\Nah, I'd say it, if it came to that.\Saki-san!\You're good people, for a bunch of weirdos in a threesome.\Who are you calling a weirdo? response:	I know!
context: Not to worry!\Even if you tell people about us, I'll take your secret to the grave!\I won't perpetuate a cycle of sadness!\Nah, I'd say it, if it came to that.\Saki-san!\You're good people, for a bunch of weirdos in a threesome.\Who are you calling a weirdo?\I know! response:	I've made up my mind.
context: Even if you tell people about us, I'll take your secret to the grave!\I won't perpetuate a cycle of sadness!\Nah, I'd say it, if it came to that.\Saki-san!\You're good people, for a bunch of weirdos in a threesome.\Who are you calling a weirdo?\I know!\I've made up my mind. response:	You there.
context: I won't perpetuate a cycle of sadness!\Nah, I'd say it, if it came to that.\Saki-san!\You're good people, for a bunch of weirdos in a threesome.\Who are you calling a weirdo?\I know!\I've made up my mind.\You there. response:	I'll be your girlfriend, too!
context: Nah, I'd say it, if it came to that.\Saki-san!\You're good people, for a bunch of weirdos in a threesome.\Who are you calling a weirdo?\I know!\I've made up my mind.\You there.\I'll be your girlfriend, too! response:	Huh?
context: Saki-san!\You're good people, for a bunch of weirdos in a threesome.\Who are you calling a weirdo?\I know!\I've made up my mind.\You there.\I'll be your girlfriend, too!\Huh? response:	Huh?
context: You're good people, for a bunch of weirdos in a threesome.\Who are you calling a weirdo?\I know!\I've made up my mind.\You there.\I'll be your girlfriend, too!\Huh?\Huh? response:	Uh?
context: Who are you calling a weirdo?\I know!\I've made up my mind.\You there.\I'll be your girlfriend, too!\Huh?\Huh?\Uh? response:	What?!
context: I know!\I've made up my mind.\You there.\I'll be your girlfriend, too!\Huh?\Huh?\Uh?\What?! response:	Girlfriend, Girlfriend
context: I've made up my mind.\You there.\I'll be your girlfriend, too!\Huh?\Huh?\Uh?\What?!\Girlfriend, Girlfriend response:	Yesterday
context: You there.\I'll be your girlfriend, too!\Huh?\Huh?\Uh?\What?!\Girlfriend, Girlfriend\Yesterday response:	Kyaah!! My uniform's in the thumbnail!
context: I'll be your girlfriend, too!\Huh?\Huh?\Uh?\What?!\Girlfriend, Girlfriend\Yesterday\Kyaah!! My uniform's in the thumbnail! response:	My uniform's in the thumbnail!
context: Huh?\Huh?\Uh?\What?!\Girlfriend, Girlfriend\Yesterday\Kyaah!! My uniform's in the thumbnail!\My uniform's in the thumbnail! response:	Preview
context: Huh?\Uh?\What?!\Girlfriend, Girlfriend\Yesterday\Kyaah!! My uniform's in the thumbnail!\My uniform's in the thumbnail!\Preview response:	Episode 5
context: Uh?\What?!\Girlfriend, Girlfriend\Yesterday\Kyaah!! My uniform's in the thumbnail!\My uniform's in the thumbnail!\Preview\Episode 5 response:	A Third Girlfriend!?
context: What?!\Girlfriend, Girlfriend\Yesterday\Kyaah!! My uniform's in the thumbnail!\My uniform's in the thumbnail!\Preview\Episode 5\A Third Girlfriend!? response:	A Girlfriend's Two Choices!
context: Girlfriend, Girlfriend\Yesterday\Kyaah!! My uniform's in the thumbnail!\My uniform's in the thumbnail!\Preview\Episode 5\A Third Girlfriend!?\A Girlfriend's Two Choices! response:	Do you play or watch games?
context: Yesterday\Kyaah!! My uniform's in the thumbnail!\My uniform's in the thumbnail!\Preview\Episode 5\A Third Girlfriend!?\A Girlfriend's Two Choices!\Do you play or watch games? response:	I totally play. I love gaming!
context: Kyaah!! My uniform's in the thumbnail!\My uniform's in the thumbnail!\Preview\Episode 5\A Third Girlfriend!?\A Girlfriend's Two Choices!\Do you play or watch games?\I totally play. I love gaming! response:	I play.
context: My uniform's in the thumbnail!\Preview\Episode 5\A Third Girlfriend!?\A Girlfriend's Two Choices!\Do you play or watch games?\I totally play. I love gaming!\I play. response:	I earn views on gameplay footage.
context: Preview\Episode 5\A Third Girlfriend!?\A Girlfriend's Two Choices!\Do you play or watch games?\I totally play. I love gaming!\I play.\I earn views on gameplay footage. response:	And I earn more views with my cleavage!
context: Episode 5\A Third Girlfriend!?\A Girlfriend's Two Choices!\Do you play or watch games?\I totally play. I love gaming!\I play.\I earn views on gameplay footage.\And I earn more views with my cleavage! response:	I will not allow the desecration of gaming!
context: A Third Girlfriend!?\A Girlfriend's Two Choices!\Do you play or watch games?\I totally play. I love gaming!\I play.\I earn views on gameplay footage.\And I earn more views with my cleavage!\I will not allow the desecration of gaming! response:	I'm downvoting your videos and trolling your comments!
context: A Girlfriend's Two Choices!\Do you play or watch games?\I totally play. I love gaming!\I play.\I earn views on gameplay footage.\And I earn more views with my cleavage!\I will not allow the desecration of gaming!\I'm downvoting your videos and trolling your comments! response:	Don't you dare!
