context: That's hot! Ouchie! response:	Calm down Menma.
context: Write some more. Let's talk lots!\Well, let's see...\Back on that day. Did you...\Back then...\Did you... me...\I got it! Let's play shiritori! Shiritori with pictures!\Let's!\Alright. response:	Hey what's that? It looks like a biscuit.
context: Well, let's see...\Back on that day. Did you...\Back then...\Did you... me...\I got it! Let's play shiritori! Shiritori with pictures!\Let's!\Alright.\Hey what's that? It looks like a biscuit. response:	Sac.
context: Back on that day. Did you...\Back then...\Did you... me...\I got it! Let's play shiritori! Shiritori with pictures!\Let's!\Alright.\Hey what's that? It looks like a biscuit.\Sac. response:	Car.
context: Back then...\Did you... me...\I got it! Let's play shiritori! Shiritori with pictures!\Let's!\Alright.\Hey what's that? It looks like a biscuit.\Sac.\Car. response:	Ra.. Ram.
context: Did you... me...\I got it! Let's play shiritori! Shiritori with pictures!\Let's!\Alright.\Hey what's that? It looks like a biscuit.\Sac.\Car.\Ra.. Ram. response:	Mario.
context: I got it! Let's play shiritori! Shiritori with pictures!\Let's!\Alright.\Hey what's that? It looks like a biscuit.\Sac.\Car.\Ra.. Ram.\Mario. response:	Oil.
context: Let's!\Alright.\Hey what's that? It looks like a biscuit.\Sac.\Car.\Ra.. Ram.\Mario.\Oil. response:	Take a hat in one hand and a pie in another, put them together, and you have'happy!'
context: Alright.\Hey what's that? It looks like a biscuit.\Sac.\Car.\Ra.. Ram.\Mario.\Oil.\Take a hat in one hand and a pie in another, put them together, and you have'happy!' response:	Go binoculars!
context: Hey what's that? It looks like a biscuit.\Sac.\Car.\Ra.. Ram.\Mario.\Oil.\Take a hat in one hand and a pie in another, put them together, and you have'happy!'\Go binoculars! response:	Menma begins the investigation!
context: Sac.\Car.\Ra.. Ram.\Mario.\Oil.\Take a hat in one hand and a pie in another, put them together, and you have'happy!'\Go binoculars!\Menma begins the investigation! response:	Staaare...
context: Car.\Ra.. Ram.\Mario.\Oil.\Take a hat in one hand and a pie in another, put them together, and you have'happy!'\Go binoculars!\Menma begins the investigation!\Staaare... response:	I'm home.
context: Ra.. Ram.\Mario.\Oil.\Take a hat in one hand and a pie in another, put them together, and you have'happy!'\Go binoculars!\Menma begins the investigation!\Staaare...\I'm home. response:	Menma.
context: Mario.\Oil.\Take a hat in one hand and a pie in another, put them together, and you have'happy!'\Go binoculars!\Menma begins the investigation!\Staaare...\I'm home.\Menma. response:	The number you've dialed is currently...
context: Oil.\Take a hat in one hand and a pie in another, put them together, and you have'happy!'\Go binoculars!\Menma begins the investigation!\Staaare...\I'm home.\Menma.\The number you've dialed is currently... response:	Shit. It won't connect.
context: Take a hat in one hand and a pie in another, put them together, and you have'happy!'\Go binoculars!\Menma begins the investigation!\Staaare...\I'm home.\Menma.\The number you've dialed is currently...\Shit. It won't connect. response:	Is she at work already?
context: Go binoculars!\Menma begins the investigation!\Staaare...\I'm home.\Menma.\The number you've dialed is currently...\Shit. It won't connect.\Is she at work already? response:	Why am I walking more quickly?
context: Menma begins the investigation!\Staaare...\I'm home.\Menma.\The number you've dialed is currently...\Shit. It won't connect.\Is she at work already?\Why am I walking more quickly? response:	Why am I running?
context: Staaare...\I'm home.\Menma.\The number you've dialed is currently...\Shit. It won't connect.\Is she at work already?\Why am I walking more quickly?\Why am I running? response:	Menma is probably at the secret base,
context: I'm home.\Menma.\The number you've dialed is currently...\Shit. It won't connect.\Is she at work already?\Why am I walking more quickly?\Why am I running?\Menma is probably at the secret base, response:	so why am I like this?
context: Menma.\The number you've dialed is currently...\Shit. It won't connect.\Is she at work already?\Why am I walking more quickly?\Why am I running?\Menma is probably at the secret base,\so why am I like this? response:	Jintan.
context: The number you've dialed is currently...\Shit. It won't connect.\Is she at work already?\Why am I walking more quickly?\Why am I running?\Menma is probably at the secret base,\so why am I like this?\Jintan. response:	Hey, over here.
context: Shit. It won't connect.\Is she at work already?\Why am I walking more quickly?\Why am I running?\Menma is probably at the secret base,\so why am I like this?\Jintan.\Hey, over here. response:	Hey!
context: Is she at work already?\Why am I walking more quickly?\Why am I running?\Menma is probably at the secret base,\so why am I like this?\Jintan.\Hey, over here.\Hey! response:	Jinta.
context: Why am I walking more quickly?\Why am I running?\Menma is probably at the secret base,\so why am I like this?\Jintan.\Hey, over here.\Hey!\Jinta. response:	Menma has...
context: Why am I running?\Menma is probably at the secret base,\so why am I like this?\Jintan.\Hey, over here.\Hey!\Jinta.\Menma has... response:	No!
context: Menma is probably at the secret base,\so why am I like this?\Jintan.\Hey, over here.\Hey!\Jinta.\Menma has...\No! response:	I don't want Menma to disappear!
context: so why am I like this?\Jintan.\Hey, over here.\Hey!\Jinta.\Menma has...\No!\I don't want Menma to disappear! response:	Jintan?
context: Jintan.\Hey, over here.\Hey!\Jinta.\Menma has...\No!\I don't want Menma to disappear!\Jintan? response:	Jintan!
context: Hey, over here.\Hey!\Jinta.\Menma has...\No!\I don't want Menma to disappear!\Jintan?\Jintan! response:	I don't want that to happen!
context: Hey!\Jinta.\Menma has...\No!\I don't want Menma to disappear!\Jintan?\Jintan!\I don't want that to happen! response:	I really, really don't want you to die!
context: Jinta.\Menma has...\No!\I don't want Menma to disappear!\Jintan?\Jintan!\I don't want that to happen!\I really, really don't want you to die! response:	What are you talking about?
context: Menma has...\No!\I don't want Menma to disappear!\Jintan?\Jintan!\I don't want that to happen!\I really, really don't want you to die!\What are you talking about? response:	Aren't you dead?
context: No!\I don't want Menma to disappear!\Jintan?\Jintan!\I don't want that to happen!\I really, really don't want you to die!\What are you talking about?\Aren't you dead? response:	Oh yeah.
context: I don't want Menma to disappear!\Jintan?\Jintan!\I don't want that to happen!\I really, really don't want you to die!\What are you talking about?\Aren't you dead?\Oh yeah. response:	You're so weird.
context: Jintan?\Jintan!\I don't want that to happen!\I really, really don't want you to die!\What are you talking about?\Aren't you dead?\Oh yeah.\You're so weird. response:	The one who calls others weird is the weirdo.
context: Jintan!\I don't want that to happen!\I really, really don't want you to die!\What are you talking about?\Aren't you dead?\Oh yeah.\You're so weird.\The one who calls others weird is the weirdo. response:	Yeah, yeah.
context: I don't want that to happen!\I really, really don't want you to die!\What are you talking about?\Aren't you dead?\Oh yeah.\You're so weird.\The one who calls others weird is the weirdo.\Yeah, yeah. response:	Come on, let's go.
context: I really, really don't want you to die!\What are you talking about?\Aren't you dead?\Oh yeah.\You're so weird.\The one who calls others weird is the weirdo.\Yeah, yeah.\Come on, let's go. response:	Wait.
context: What are you talking about?\Aren't you dead?\Oh yeah.\You're so weird.\The one who calls others weird is the weirdo.\Yeah, yeah.\Come on, let's go.\Wait. response:	Carp.
context: Aren't you dead?\Oh yeah.\You're so weird.\The one who calls others weird is the weirdo.\Yeah, yeah.\Come on, let's go.\Wait.\Carp. response:	Carp?
context: Oh yeah.\You're so weird.\The one who calls others weird is the weirdo.\Yeah, yeah.\Come on, let's go.\Wait.\Carp.\Carp? response:	There's a really big one in the river.
context: You're so weird.\The one who calls others weird is the weirdo.\Yeah, yeah.\Come on, let's go.\Wait.\Carp.\Carp?\There's a really big one in the river. response:	I wanted to see it up close.
context: The one who calls others weird is the weirdo.\Yeah, yeah.\Come on, let's go.\Wait.\Carp.\Carp?\There's a really big one in the river.\I wanted to see it up close. response:	There it is!
context: Yeah, yeah.\Come on, let's go.\Wait.\Carp.\Carp?\There's a really big one in the river.\I wanted to see it up close.\There it is! response:	It's by those tree roots. It's all wavy.
context: Come on, let's go.\Wait.\Carp.\Carp?\There's a really big one in the river.\I wanted to see it up close.\There it is!\It's by those tree roots. It's all wavy. response:	Look!
context: Wait.\Carp.\Carp?\There's a really big one in the river.\I wanted to see it up close.\There it is!\It's by those tree roots. It's all wavy.\Look! response:	Stop!
context: Carp.\Carp?\There's a really big one in the river.\I wanted to see it up close.\There it is!\It's by those tree roots. It's all wavy.\Look!\Stop! response:	Jintan?
context: Carp?\There's a really big one in the river.\I wanted to see it up close.\There it is!\It's by those tree roots. It's all wavy.\Look!\Stop!\Jintan? response:	That hurts Jintan.
context: There's a really big one in the river.\I wanted to see it up close.\There it is!\It's by those tree roots. It's all wavy.\Look!\Stop!\Jintan?\That hurts Jintan. response:	Do you need a hug?
context: I wanted to see it up close.\There it is!\It's by those tree roots. It's all wavy.\Look!\Stop!\Jintan?\That hurts Jintan.\Do you need a hug? response:	Forever. Stay here forever.
context: There it is!\It's by those tree roots. It's all wavy.\Look!\Stop!\Jintan?\That hurts Jintan.\Do you need a hug?\Forever. Stay here forever. response:	Jintan?
context: It's by those tree roots. It's all wavy.\Look!\Stop!\Jintan?\That hurts Jintan.\Do you need a hug?\Forever. Stay here forever.\Jintan? response:	Stay... Stay here. I'll catch the carp for you.
context: Look!\Stop!\Jintan?\That hurts Jintan.\Do you need a hug?\Forever. Stay here forever.\Jintan?\Stay... Stay here. I'll catch the carp for you. response:	You'll get soaked Jintan.
context: Stop!\Jintan?\That hurts Jintan.\Do you need a hug?\Forever. Stay here forever.\Jintan?\Stay... Stay here. I'll catch the carp for you.\You'll get soaked Jintan. response:	Jintan!
context: Jintan?\That hurts Jintan.\Do you need a hug?\Forever. Stay here forever.\Jintan?\Stay... Stay here. I'll catch the carp for you.\You'll get soaked Jintan.\Jintan! response:	Geez, are you stupid? You'll catch a cold!
context: That hurts Jintan.\Do you need a hug?\Forever. Stay here forever.\Jintan?\Stay... Stay here. I'll catch the carp for you.\You'll get soaked Jintan.\Jintan!\Geez, are you stupid? You'll catch a cold! response:	Come back here Jintan.
context: Do you need a hug?\Forever. Stay here forever.\Jintan?\Stay... Stay here. I'll catch the carp for you.\You'll get soaked Jintan.\Jintan!\Geez, are you stupid? You'll catch a cold!\Come back here Jintan. response:	Episode 9 Everyone and Menma
context: Forever. Stay here forever.\Jintan?\Stay... Stay here. I'll catch the carp for you.\You'll get soaked Jintan.\Jintan!\Geez, are you stupid? You'll catch a cold!\Come back here Jintan.\Episode 9 Everyone and Menma response:	Hello.
context: Jintan?\Stay... Stay here. I'll catch the carp for you.\You'll get soaked Jintan.\Jintan!\Geez, are you stupid? You'll catch a cold!\Come back here Jintan.\Episode 9 Everyone and Menma\Hello. response:	Hello. Sure. What should we talk about?
context: Stay... Stay here. I'll catch the carp for you.\You'll get soaked Jintan.\Jintan!\Geez, are you stupid? You'll catch a cold!\Come back here Jintan.\Episode 9 Everyone and Menma\Hello.\Hello. Sure. What should we talk about? response:	Hello. Sure. What should we talk about?
context: You'll get soaked Jintan.\Jintan!\Geez, are you stupid? You'll catch a cold!\Come back here Jintan.\Episode 9 Everyone and Menma\Hello.\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about? response:	Hello. Sure. What should we talk about?
context: Jintan!\Geez, are you stupid? You'll catch a cold!\Come back here Jintan.\Episode 9 Everyone and Menma\Hello.\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about? response:	Hello. Sure. What should we talk about?
context: Geez, are you stupid? You'll catch a cold!\Come back here Jintan.\Episode 9 Everyone and Menma\Hello.\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about? response:	Hello. Sure. What should we talk about?
context: Come back here Jintan.\Episode 9 Everyone and Menma\Hello.\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about? response:	Hello. Sure. What should we talk about?
context: Episode 9 Everyone and Menma\Hello.\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about? response:	We still don't know the name of the flower we saw that day.
context: Hello.\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\We still don't know the name of the flower we saw that day. response:	nanpeeji mo tsuiyashite
context: Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite response:	tuzurareta bokura no kibun
context: Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun response:	doushiteka ichigyou no
context: Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no response:	kuuhaku wo umerarenai
context: Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai response:	oshibana no shiori hasande
context: Hello. Sure. What should we talk about?\Hello. Sure. What should we talk about?\We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande response:	kimi to korogasu tsukaisute no jitensha
context: Hello. Sure. What should we talk about?\We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha response:	wasurekake no renga wo
context: We still don't know the name of the flower we saw that day.\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo response:	tsumiageta basho ni yukou
context: nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou response:	umi wo miwatasu saka wo kakenobotte
context: tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte response:	kowaikurai ni aoi sora to
context: doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to response:	migite ni saidaa hidarite wa
context: kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa response:	zutto kimi wo sagashiteiru
context: oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru response:	souyatte ima wa boku no hou e
context: kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e response:	toitsumeru koto mo nakute
context: wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute response:	mada futari wa sugu soko ni irunoni
context: tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni response:	douka mata aemasuyouni nante
context: umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante response:	douka shiteru mitai
context: kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai response:	nanpeeji mo tsuiyashite
context: migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\nanpeeji mo tsuiyashite response:	tuzurareta bokura no kibun
context: zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun response:	doushiteka ichigyou no
context: souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no response:	kuuhaku wo umerarenai
context: toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai response:	oshibana no shiori hasande
context: mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande response:	kimi to korogasu tsukaisute no jitensha
context: douka mata aemasuyouni nante\douka shiteru mitai\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha response:	wasurekake no renga wo
context: douka shiteru mitai\nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo response:	tsumiageta basho ni yukou
context: nanpeeji mo tsuiyashite\tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou response:	umi wo miwatasu saka wo kakenobotte
context: tuzurareta bokura no kibun\doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte response:	kowaikurai ni aoi sora to
context: doushiteka ichigyou no\kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to response:	migite ni saidaa hidarite wa
context: kuuhaku wo umerarenai\oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa response:	zutto kimi wo sagashiteiru
context: oshibana no shiori hasande\kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru response:	souyatte ima wa boku no hou e
context: kimi to korogasu tsukaisute no jitensha\wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e response:	toitsumeru koto mo nakute
context: wasurekake no renga wo\tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute response:	mada futari wa sugu soko ni irunoni
context: tsumiageta basho ni yukou\umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni response:	douka mata aemasuyouni nante
context: umi wo miwatasu saka wo kakenobotte\kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante response:	douka shiteru mitai
context: kowaikurai ni aoi sora to\migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai response:	Upon pages and pages of entries
context: migite ni saidaa hidarite wa\zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\Upon pages and pages of entries response:	We've put down all our emotions
context: zutto kimi wo sagashiteiru\souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\Upon pages and pages of entries\We've put down all our emotions response:	But now I've hit a writer's block
context: souyatte ima wa boku no hou e\toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block response:	I don't know how to finish this page anymore
context: toitsumeru koto mo nakute\mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore response:	Putting a bookmark in my diary
context: mada futari wa sugu soko ni irunoni\douka mata aemasuyouni nante\douka shiteru mitai\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary response:	You and I go out to ride the bike we found in the dumpster
context: douka mata aemasuyouni nante\douka shiteru mitai\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster response:	Let's go to our secret place
context: douka shiteru mitai\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place response:	Where we piled up our bricks of memories
context: Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories response:	Run up the hill, where we can see the horizon
context: We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon response:	Where we can see the sky so fearfully blue
context: But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue response:	With cider in my right hand
context: I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand response:	My other hand helps me search for you
context: Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you response:	You used to come find me way back when
context: You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when response:	You used to demand me of so much more
context: Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more response:	You're both still standing right by my side
context: Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side response:	Yet why do I pray to see you both again?
context: Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again? response:	There must be something off with me
context: Where we can see the sky so fearfully blue\With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me response:	Upon pages and pages of entries
context: With cider in my right hand\My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\Upon pages and pages of entries response:	We've put down all our emotions
context: My other hand helps me search for you\You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\Upon pages and pages of entries\We've put down all our emotions response:	But now I've hit a writer's block
context: You used to come find me way back when\You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block response:	I don't know how to finish this page anymore
context: You used to demand me of so much more\You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore response:	Putting a bookmark in my diary
context: You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary response:	You and I go out to ride the bike we found in the dumpster
context: Yet why do I pray to see you both again?\There must be something off with me\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster response:	Let's go to our secret place
context: There must be something off with me\Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place response:	Where we piled up our bricks of memories
context: Upon pages and pages of entries\We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories response:	Run up the hill, where we can see the horizon
context: We've put down all our emotions\But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon response:	Where we can see the sky so fearfully blue
context: But now I've hit a writer's block\I don't know how to finish this page anymore\Putting a bookmark in my diary\You and I go out to ride the bike we found in the dumpster\Let's go to our secret place\Where we piled up our bricks of memories\Run up the hill, where we can see the horizon\Where we can see the sky so fearfully blue response:	With cider in my right hand
