context: May I ask a question? response:	Queen to F3.
context: 3, shoot.\Pivot complete in 4, 3, 2, 1... Release.\Inaho Kaizuka...\Slaine Troyard...\Marineros Base will make next approach in 30 seconds!\Main guns ready to fire.\Attention, all platoons! Get clear of our line of fire!\Rayet! response:	This is Rhinelander 22! Crap, I've got one on my six!
context: Pivot complete in 4, 3, 2, 1... Release.\Inaho Kaizuka...\Slaine Troyard...\Marineros Base will make next approach in 30 seconds!\Main guns ready to fire.\Attention, all platoons! Get clear of our line of fire!\Rayet!\This is Rhinelander 22! Crap, I've got one on my six! response:	Roger. Mustang 22, moving to assist.
context: Inaho Kaizuka...\Slaine Troyard...\Marineros Base will make next approach in 30 seconds!\Main guns ready to fire.\Attention, all platoons! Get clear of our line of fire!\Rayet!\This is Rhinelander 22! Crap, I've got one on my six!\Roger. Mustang 22, moving to assist. response:	The Martian!
context: Slaine Troyard...\Marineros Base will make next approach in 30 seconds!\Main guns ready to fire.\Attention, all platoons! Get clear of our line of fire!\Rayet!\This is Rhinelander 22! Crap, I've got one on my six!\Roger. Mustang 22, moving to assist.\The Martian! response:	Marineros Base now in firing range. No friendly units in line of fire!
context: Marineros Base will make next approach in 30 seconds!\Main guns ready to fire.\Attention, all platoons! Get clear of our line of fire!\Rayet!\This is Rhinelander 22! Crap, I've got one on my six!\Roger. Mustang 22, moving to assist.\The Martian!\Marineros Base now in firing range. No friendly units in line of fire! response:	Main guns, fire!
context: Main guns ready to fire.\Attention, all platoons! Get clear of our line of fire!\Rayet!\This is Rhinelander 22! Crap, I've got one on my six!\Roger. Mustang 22, moving to assist.\The Martian!\Marineros Base now in firing range. No friendly units in line of fire!\Main guns, fire! response:	Marineros Base beginning to move away.
context: Attention, all platoons! Get clear of our line of fire!\Rayet!\This is Rhinelander 22! Crap, I've got one on my six!\Roger. Mustang 22, moving to assist.\The Martian!\Marineros Base now in firing range. No friendly units in line of fire!\Main guns, fire!\Marineros Base beginning to move away. response:	Issue disengage order to attack platoons and guerrilla unit! Put them on defense!
context: Rayet!\This is Rhinelander 22! Crap, I've got one on my six!\Roger. Mustang 22, moving to assist.\The Martian!\Marineros Base now in firing range. No friendly units in line of fire!\Main guns, fire!\Marineros Base beginning to move away.\Issue disengage order to attack platoons and guerrilla unit! Put them on defense! response:	Inaho, we've been ordered to disengage! Come back!
context: This is Rhinelander 22! Crap, I've got one on my six!\Roger. Mustang 22, moving to assist.\The Martian!\Marineros Base now in firing range. No friendly units in line of fire!\Main guns, fire!\Marineros Base beginning to move away.\Issue disengage order to attack platoons and guerrilla unit! Put them on defense!\Inaho, we've been ordered to disengage! Come back! response:	Inaho!
context: Roger. Mustang 22, moving to assist.\The Martian!\Marineros Base now in firing range. No friendly units in line of fire!\Main guns, fire!\Marineros Base beginning to move away.\Issue disengage order to attack platoons and guerrilla unit! Put them on defense!\Inaho, we've been ordered to disengage! Come back!\Inaho! response:	That's some accurate shooting.
context: The Martian!\Marineros Base now in firing range. No friendly units in line of fire!\Main guns, fire!\Marineros Base beginning to move away.\Issue disengage order to attack platoons and guerrilla unit! Put them on defense!\Inaho, we've been ordered to disengage! Come back!\Inaho!\That's some accurate shooting. response:	I knew it, he's using predictions, too.
context: Marineros Base now in firing range. No friendly units in line of fire!\Main guns, fire!\Marineros Base beginning to move away.\Issue disengage order to attack platoons and guerrilla unit! Put them on defense!\Inaho, we've been ordered to disengage! Come back!\Inaho!\That's some accurate shooting.\I knew it, he's using predictions, too. response:	1, pivot.
context: Main guns, fire!\Marineros Base beginning to move away.\Issue disengage order to attack platoons and guerrilla unit! Put them on defense!\Inaho, we've been ordered to disengage! Come back!\Inaho!\That's some accurate shooting.\I knew it, he's using predictions, too.\1, pivot. response:	I'll wait until the instant he comes out of the rocks.
context: Marineros Base beginning to move away.\Issue disengage order to attack platoons and guerrilla unit! Put them on defense!\Inaho, we've been ordered to disengage! Come back!\Inaho!\That's some accurate shooting.\I knew it, he's using predictions, too.\1, pivot.\I'll wait until the instant he comes out of the rocks. response:	He'll attack the instant I come out from the rocks.
context: Issue disengage order to attack platoons and guerrilla unit! Put them on defense!\Inaho, we've been ordered to disengage! Come back!\Inaho!\That's some accurate shooting.\I knew it, he's using predictions, too.\1, pivot.\I'll wait until the instant he comes out of the rocks.\He'll attack the instant I come out from the rocks. response:	Coordinates confirmed. Two minutes to impact.
context: Inaho, we've been ordered to disengage! Come back!\Inaho!\That's some accurate shooting.\I knew it, he's using predictions, too.\1, pivot.\I'll wait until the instant he comes out of the rocks.\He'll attack the instant I come out from the rocks.\Coordinates confirmed. Two minutes to impact. response:	Let's do this.
context: Inaho!\That's some accurate shooting.\I knew it, he's using predictions, too.\1, pivot.\I'll wait until the instant he comes out of the rocks.\He'll attack the instant I come out from the rocks.\Coordinates confirmed. Two minutes to impact.\Let's do this. response:	Fire.
context: That's some accurate shooting.\I knew it, he's using predictions, too.\1, pivot.\I'll wait until the instant he comes out of the rocks.\He'll attack the instant I come out from the rocks.\Coordinates confirmed. Two minutes to impact.\Let's do this.\Fire. response:	I hit him?
context: I knew it, he's using predictions, too.\1, pivot.\I'll wait until the instant he comes out of the rocks.\He'll attack the instant I come out from the rocks.\Coordinates confirmed. Two minutes to impact.\Let's do this.\Fire.\I hit him? response:	That's
context: 1, pivot.\I'll wait until the instant he comes out of the rocks.\He'll attack the instant I come out from the rocks.\Coordinates confirmed. Two minutes to impact.\Let's do this.\Fire.\I hit him?\That's response:	Are you all right, Slaine? Fall back.
context: I'll wait until the instant he comes out of the rocks.\He'll attack the instant I come out from the rocks.\Coordinates confirmed. Two minutes to impact.\Let's do this.\Fire.\I hit him?\That's\Are you all right, Slaine? Fall back. response:	No, I can still fight!
context: He'll attack the instant I come out from the rocks.\Coordinates confirmed. Two minutes to impact.\Let's do this.\Fire.\I hit him?\That's\Are you all right, Slaine? Fall back.\No, I can still fight! response:	Don't overdo it.
context: Coordinates confirmed. Two minutes to impact.\Let's do this.\Fire.\I hit him?\That's\Are you all right, Slaine? Fall back.\No, I can still fight!\Don't overdo it. response:	The orange Kataphrakt... I owe him some payback!
context: Let's do this.\Fire.\I hit him?\That's\Are you all right, Slaine? Fall back.\No, I can still fight!\Don't overdo it.\The orange Kataphrakt... I owe him some payback! response:	Looking for the gap in my barrier?
context: Fire.\I hit him?\That's\Are you all right, Slaine? Fall back.\No, I can still fight!\Don't overdo it.\The orange Kataphrakt... I owe him some payback!\Looking for the gap in my barrier? response:	I took the liberty of changing its location.
context: I hit him?\That's\Are you all right, Slaine? Fall back.\No, I can still fight!\Don't overdo it.\The orange Kataphrakt... I owe him some payback!\Looking for the gap in my barrier?\I took the liberty of changing its location. response:	Fly, my servants!
context: That's\Are you all right, Slaine? Fall back.\No, I can still fight!\Don't overdo it.\The orange Kataphrakt... I owe him some payback!\Looking for the gap in my barrier?\I took the liberty of changing its location.\Fly, my servants! response:	Energy joints, linked. Blade field, engaged.
context: Are you all right, Slaine? Fall back.\No, I can still fight!\Don't overdo it.\The orange Kataphrakt... I owe him some payback!\Looking for the gap in my barrier?\I took the liberty of changing its location.\Fly, my servants!\Energy joints, linked. Blade field, engaged. response:	Sword drawn.
context: No, I can still fight!\Don't overdo it.\The orange Kataphrakt... I owe him some payback!\Looking for the gap in my barrier?\I took the liberty of changing its location.\Fly, my servants!\Energy joints, linked. Blade field, engaged.\Sword drawn. response:	There's no escape.
context: Don't overdo it.\The orange Kataphrakt... I owe him some payback!\Looking for the gap in my barrier?\I took the liberty of changing its location.\Fly, my servants!\Energy joints, linked. Blade field, engaged.\Sword drawn.\There's no escape. response:	Inaho!
context: The orange Kataphrakt... I owe him some payback!\Looking for the gap in my barrier?\I took the liberty of changing its location.\Fly, my servants!\Energy joints, linked. Blade field, engaged.\Sword drawn.\There's no escape.\Inaho! response:	I'll cover you! Get away, Inaho!
context: Looking for the gap in my barrier?\I took the liberty of changing its location.\Fly, my servants!\Energy joints, linked. Blade field, engaged.\Sword drawn.\There's no escape.\Inaho!\I'll cover you! Get away, Inaho! response:	Stay back, Inko!
context: I took the liberty of changing its location.\Fly, my servants!\Energy joints, linked. Blade field, engaged.\Sword drawn.\There's no escape.\Inaho!\I'll cover you! Get away, Inaho!\Stay back, Inko! response:	No!
context: Fly, my servants!\Energy joints, linked. Blade field, engaged.\Sword drawn.\There's no escape.\Inaho!\I'll cover you! Get away, Inaho!\Stay back, Inko!\No! response:	Stay there!
context: Energy joints, linked. Blade field, engaged.\Sword drawn.\There's no escape.\Inaho!\I'll cover you! Get away, Inaho!\Stay back, Inko!\No!\Stay there! response:	Right at that position!
context: Sword drawn.\There's no escape.\Inaho!\I'll cover you! Get away, Inaho!\Stay back, Inko!\No!\Stay there!\Right at that position! response:	Prepare to meet your maker, Terran!
context: There's no escape.\Inaho!\I'll cover you! Get away, Inaho!\Stay back, Inko!\No!\Stay there!\Right at that position!\Prepare to meet your maker, Terran! response:	Right kick thruster jettisoned.
context: Inaho!\I'll cover you! Get away, Inaho!\Stay back, Inko!\No!\Stay there!\Right at that position!\Prepare to meet your maker, Terran!\Right kick thruster jettisoned. response:	Fire!
context: I'll cover you! Get away, Inaho!\Stay back, Inko!\No!\Stay there!\Right at that position!\Prepare to meet your maker, Terran!\Right kick thruster jettisoned.\Fire! response:	The flames aren't being sucked in!
context: Stay back, Inko!\No!\Stay there!\Right at that position!\Prepare to meet your maker, Terran!\Right kick thruster jettisoned.\Fire!\The flames aren't being sucked in! response:	The barrier gap!
context: No!\Stay there!\Right at that position!\Prepare to meet your maker, Terran!\Right kick thruster jettisoned.\Fire!\The flames aren't being sucked in!\The barrier gap! response:	You won't get away! Slaine!
context: Stay there!\Right at that position!\Prepare to meet your maker, Terran!\Right kick thruster jettisoned.\Fire!\The flames aren't being sucked in!\The barrier gap!\You won't get away! Slaine! response:	What's that?
context: Right at that position!\Prepare to meet your maker, Terran!\Right kick thruster jettisoned.\Fire!\The flames aren't being sucked in!\The barrier gap!\You won't get away! Slaine!\What's that? response:	A high-speed debris cluster.
context: Prepare to meet your maker, Terran!\Right kick thruster jettisoned.\Fire!\The flames aren't being sucked in!\The barrier gap!\You won't get away! Slaine!\What's that?\A high-speed debris cluster. response:	I picked up a debris cloud closing in at high speed on my 3D Doppler radar.
context: Right kick thruster jettisoned.\Fire!\The flames aren't being sucked in!\The barrier gap!\You won't get away! Slaine!\What's that?\A high-speed debris cluster.\I picked up a debris cloud closing in at high speed on my 3D Doppler radar. response:	Thanks, Inko. A split second later,
context: Fire!\The flames aren't being sucked in!\The barrier gap!\You won't get away! Slaine!\What's that?\A high-speed debris cluster.\I picked up a debris cloud closing in at high speed on my 3D Doppler radar.\Thanks, Inko. A split second later, response:	and I'd have been caught in it, too.
context: The flames aren't being sucked in!\The barrier gap!\You won't get away! Slaine!\What's that?\A high-speed debris cluster.\I picked up a debris cloud closing in at high speed on my 3D Doppler radar.\Thanks, Inko. A split second later,\and I'd have been caught in it, too. response:	Impossible! My Dioscuria, brought low by mere debris?!
context: The barrier gap!\You won't get away! Slaine!\What's that?\A high-speed debris cluster.\I picked up a debris cloud closing in at high speed on my 3D Doppler radar.\Thanks, Inko. A split second later,\and I'd have been caught in it, too.\Impossible! My Dioscuria, brought low by mere debris?! response:	That wasn't debris.
context: You won't get away! Slaine!\What's that?\A high-speed debris cluster.\I picked up a debris cloud closing in at high speed on my 3D Doppler radar.\Thanks, Inko. A split second later,\and I'd have been caught in it, too.\Impossible! My Dioscuria, brought low by mere debris?!\That wasn't debris. response:	It was bullets.
context: What's that?\A high-speed debris cluster.\I picked up a debris cloud closing in at high speed on my 3D Doppler radar.\Thanks, Inko. A split second later,\and I'd have been caught in it, too.\Impossible! My Dioscuria, brought low by mere debris?!\That wasn't debris.\It was bullets. response:	I fired them off before the battle began.
context: A high-speed debris cluster.\I picked up a debris cloud closing in at high speed on my 3D Doppler radar.\Thanks, Inko. A split second later,\and I'd have been caught in it, too.\Impossible! My Dioscuria, brought low by mere debris?!\That wasn't debris.\It was bullets.\I fired them off before the battle began. response:	They were aimed so that they would swing around the Earth
context: I picked up a debris cloud closing in at high speed on my 3D Doppler radar.\Thanks, Inko. A split second later,\and I'd have been caught in it, too.\Impossible! My Dioscuria, brought low by mere debris?!\That wasn't debris.\It was bullets.\I fired them off before the battle began.\They were aimed so that they would swing around the Earth response:	and land at that spot right now.
context: Thanks, Inko. A split second later,\and I'd have been caught in it, too.\Impossible! My Dioscuria, brought low by mere debris?!\That wasn't debris.\It was bullets.\I fired them off before the battle began.\They were aimed so that they would swing around the Earth\and land at that spot right now. response:	Slaine?
context: and I'd have been caught in it, too.\Impossible! My Dioscuria, brought low by mere debris?!\That wasn't debris.\It was bullets.\I fired them off before the battle began.\They were aimed so that they would swing around the Earth\and land at that spot right now.\Slaine? response:	I had originally meant it as a trap to defeat Inaho Kaizuka.
context: Impossible! My Dioscuria, brought low by mere debris?!\That wasn't debris.\It was bullets.\I fired them off before the battle began.\They were aimed so that they would swing around the Earth\and land at that spot right now.\Slaine?\I had originally meant it as a trap to defeat Inaho Kaizuka. response:	The trick was to disable your dimensional barrier,
context: That wasn't debris.\It was bullets.\I fired them off before the battle began.\They were aimed so that they would swing around the Earth\and land at that spot right now.\Slaine?\I had originally meant it as a trap to defeat Inaho Kaizuka.\The trick was to disable your dimensional barrier, response:	but I thought that if anyone could manage it, it was him.
context: It was bullets.\I fired them off before the battle began.\They were aimed so that they would swing around the Earth\and land at that spot right now.\Slaine?\I had originally meant it as a trap to defeat Inaho Kaizuka.\The trick was to disable your dimensional barrier,\but I thought that if anyone could manage it, it was him. response:	Slaine...
context: I fired them off before the battle began.\They were aimed so that they would swing around the Earth\and land at that spot right now.\Slaine?\I had originally meant it as a trap to defeat Inaho Kaizuka.\The trick was to disable your dimensional barrier,\but I thought that if anyone could manage it, it was him.\Slaine... response:	Shut up!
context: They were aimed so that they would swing around the Earth\and land at that spot right now.\Slaine?\I had originally meant it as a trap to defeat Inaho Kaizuka.\The trick was to disable your dimensional barrier,\but I thought that if anyone could manage it, it was him.\Slaine...\Shut up! response:	Did you honestly believe that I would swear fealty to you?
context: and land at that spot right now.\Slaine?\I had originally meant it as a trap to defeat Inaho Kaizuka.\The trick was to disable your dimensional barrier,\but I thought that if anyone could manage it, it was him.\Slaine...\Shut up!\Did you honestly believe that I would swear fealty to you? response:	To the man who pulled the trigger against Princess Asseylum?!
context: Slaine?\I had originally meant it as a trap to defeat Inaho Kaizuka.\The trick was to disable your dimensional barrier,\but I thought that if anyone could manage it, it was him.\Slaine...\Shut up!\Did you honestly believe that I would swear fealty to you?\To the man who pulled the trigger against Princess Asseylum?! response:	Did you think I would forgive you?!
context: I had originally meant it as a trap to defeat Inaho Kaizuka.\The trick was to disable your dimensional barrier,\but I thought that if anyone could manage it, it was him.\Slaine...\Shut up!\Did you honestly believe that I would swear fealty to you?\To the man who pulled the trigger against Princess Asseylum?!\Did you think I would forgive you?! response:	My second volley will arrive soon.
context: The trick was to disable your dimensional barrier,\but I thought that if anyone could manage it, it was him.\Slaine...\Shut up!\Did you honestly believe that I would swear fealty to you?\To the man who pulled the trigger against Princess Asseylum?!\Did you think I would forgive you?!\My second volley will arrive soon. response:	Goodbye...
context: but I thought that if anyone could manage it, it was him.\Slaine...\Shut up!\Did you honestly believe that I would swear fealty to you?\To the man who pulled the trigger against Princess Asseylum?!\Did you think I would forgive you?!\My second volley will arrive soon.\Goodbye... response:	Not too shabby.
context: Slaine...\Shut up!\Did you honestly believe that I would swear fealty to you?\To the man who pulled the trigger against Princess Asseylum?!\Did you think I would forgive you?!\My second volley will arrive soon.\Goodbye...\Not too shabby. response:	On this day, I have lost my second father.
context: Shut up!\Did you honestly believe that I would swear fealty to you?\To the man who pulled the trigger against Princess Asseylum?!\Did you think I would forgive you?!\My second volley will arrive soon.\Goodbye...\Not too shabby.\On this day, I have lost my second father. response:	He was also a great man who devoted his life
context: Did you honestly believe that I would swear fealty to you?\To the man who pulled the trigger against Princess Asseylum?!\Did you think I would forgive you?!\My second volley will arrive soon.\Goodbye...\Not too shabby.\On this day, I have lost my second father.\He was also a great man who devoted his life response:	to the prosperity of the Vers Empire.
context: To the man who pulled the trigger against Princess Asseylum?!\Did you think I would forgive you?!\My second volley will arrive soon.\Goodbye...\Not too shabby.\On this day, I have lost my second father.\He was also a great man who devoted his life\to the prosperity of the Vers Empire. response:	I hereby announce my resolve to carry on both my fathers' legacy
context: Did you think I would forgive you?!\My second volley will arrive soon.\Goodbye...\Not too shabby.\On this day, I have lost my second father.\He was also a great man who devoted his life\to the prosperity of the Vers Empire.\I hereby announce my resolve to carry on both my fathers' legacy response:	and fight for the even greater prosperity of the Vers Empire.
context: My second volley will arrive soon.\Goodbye...\Not too shabby.\On this day, I have lost my second father.\He was also a great man who devoted his life\to the prosperity of the Vers Empire.\I hereby announce my resolve to carry on both my fathers' legacy\and fight for the even greater prosperity of the Vers Empire. response:	Lords of the Vers Orbital Knights.
context: Goodbye...\Not too shabby.\On this day, I have lost my second father.\He was also a great man who devoted his life\to the prosperity of the Vers Empire.\I hereby announce my resolve to carry on both my fathers' legacy\and fight for the even greater prosperity of the Vers Empire.\Lords of the Vers Orbital Knights. response:	This is no time to be squabbling amongst each other.
context: Not too shabby.\On this day, I have lost my second father.\He was also a great man who devoted his life\to the prosperity of the Vers Empire.\I hereby announce my resolve to carry on both my fathers' legacy\and fight for the even greater prosperity of the Vers Empire.\Lords of the Vers Orbital Knights.\This is no time to be squabbling amongst each other. response:	As knights of the noble Vers Empire, should we not work
context: On this day, I have lost my second father.\He was also a great man who devoted his life\to the prosperity of the Vers Empire.\I hereby announce my resolve to carry on both my fathers' legacy\and fight for the even greater prosperity of the Vers Empire.\Lords of the Vers Orbital Knights.\This is no time to be squabbling amongst each other.\As knights of the noble Vers Empire, should we not work response:	hand in hand to eradicate Earth's resistance forces?
context: He was also a great man who devoted his life\to the prosperity of the Vers Empire.\I hereby announce my resolve to carry on both my fathers' legacy\and fight for the even greater prosperity of the Vers Empire.\Lords of the Vers Orbital Knights.\This is no time to be squabbling amongst each other.\As knights of the noble Vers Empire, should we not work\hand in hand to eradicate Earth's resistance forces? response:	In the name of Her Imperial Highness Asseylum Vers Allusia!
context: to the prosperity of the Vers Empire.\I hereby announce my resolve to carry on both my fathers' legacy\and fight for the even greater prosperity of the Vers Empire.\Lords of the Vers Orbital Knights.\This is no time to be squabbling amongst each other.\As knights of the noble Vers Empire, should we not work\hand in hand to eradicate Earth's resistance forces?\In the name of Her Imperial Highness Asseylum Vers Allusia! response:	Let us punish the Terrans who dare defy the Vers Empire!
context: I hereby announce my resolve to carry on both my fathers' legacy\and fight for the even greater prosperity of the Vers Empire.\Lords of the Vers Orbital Knights.\This is no time to be squabbling amongst each other.\As knights of the noble Vers Empire, should we not work\hand in hand to eradicate Earth's resistance forces?\In the name of Her Imperial Highness Asseylum Vers Allusia!\Let us punish the Terrans who dare defy the Vers Empire! response:	He isn't lying...
context: and fight for the even greater prosperity of the Vers Empire.\Lords of the Vers Orbital Knights.\This is no time to be squabbling amongst each other.\As knights of the noble Vers Empire, should we not work\hand in hand to eradicate Earth's resistance forces?\In the name of Her Imperial Highness Asseylum Vers Allusia!\Let us punish the Terrans who dare defy the Vers Empire!\He isn't lying... response:	Her Highness Asseylum is biding her time at our lunar base!
context: Lords of the Vers Orbital Knights.\This is no time to be squabbling amongst each other.\As knights of the noble Vers Empire, should we not work\hand in hand to eradicate Earth's resistance forces?\In the name of Her Imperial Highness Asseylum Vers Allusia!\Let us punish the Terrans who dare defy the Vers Empire!\He isn't lying...\Her Highness Asseylum is biding her time at our lunar base! response:	I knew it... She's alive.
context: This is no time to be squabbling amongst each other.\As knights of the noble Vers Empire, should we not work\hand in hand to eradicate Earth's resistance forces?\In the name of Her Imperial Highness Asseylum Vers Allusia!\Let us punish the Terrans who dare defy the Vers Empire!\He isn't lying...\Her Highness Asseylum is biding her time at our lunar base!\I knew it... She's alive. response:	In hopes that she may remain
context: As knights of the noble Vers Empire, should we not work\hand in hand to eradicate Earth's resistance forces?\In the name of Her Imperial Highness Asseylum Vers Allusia!\Let us punish the Terrans who dare defy the Vers Empire!\He isn't lying...\Her Highness Asseylum is biding her time at our lunar base!\I knew it... She's alive.\In hopes that she may remain response:	Milord, you must be exhausted.
context: hand in hand to eradicate Earth's resistance forces?\In the name of Her Imperial Highness Asseylum Vers Allusia!\Let us punish the Terrans who dare defy the Vers Empire!\He isn't lying...\Her Highness Asseylum is biding her time at our lunar base!\I knew it... She's alive.\In hopes that she may remain\Milord, you must be exhausted. response:	Mr. Harklight, you were born into the third class, weren't you?
context: In the name of Her Imperial Highness Asseylum Vers Allusia!\Let us punish the Terrans who dare defy the Vers Empire!\He isn't lying...\Her Highness Asseylum is biding her time at our lunar base!\I knew it... She's alive.\In hopes that she may remain\Milord, you must be exhausted.\Mr. Harklight, you were born into the third class, weren't you? response:	I was.
context: Let us punish the Terrans who dare defy the Vers Empire!\He isn't lying...\Her Highness Asseylum is biding her time at our lunar base!\I knew it... She's alive.\In hopes that she may remain\Milord, you must be exhausted.\Mr. Harklight, you were born into the third class, weren't you?\I was. response:	Though they were poor and of a low class,
context: He isn't lying...\Her Highness Asseylum is biding her time at our lunar base!\I knew it... She's alive.\In hopes that she may remain\Milord, you must be exhausted.\Mr. Harklight, you were born into the third class, weren't you?\I was.\Though they were poor and of a low class, response:	my father and mother worked hard to raise me
context: Her Highness Asseylum is biding her time at our lunar base!\I knew it... She's alive.\In hopes that she may remain\Milord, you must be exhausted.\Mr. Harklight, you were born into the third class, weren't you?\I was.\Though they were poor and of a low class,\my father and mother worked hard to raise me response:	and used every means at their disposal so that I could serve the Orbital Knights.
context: I knew it... She's alive.\In hopes that she may remain\Milord, you must be exhausted.\Mr. Harklight, you were born into the third class, weren't you?\I was.\Though they were poor and of a low class,\my father and mother worked hard to raise me\and used every means at their disposal so that I could serve the Orbital Knights. response:	Milord Slaine, it is for that reason that I have the utmost respect for you.
context: In hopes that she may remain\Milord, you must be exhausted.\Mr. Harklight, you were born into the third class, weren't you?\I was.\Though they were poor and of a low class,\my father and mother worked hard to raise me\and used every means at their disposal so that I could serve the Orbital Knights.\Milord Slaine, it is for that reason that I have the utmost respect for you. response:	You, who have attained the rank of count even though you are a Terran.
context: Milord, you must be exhausted.\Mr. Harklight, you were born into the third class, weren't you?\I was.\Though they were poor and of a low class,\my father and mother worked hard to raise me\and used every means at their disposal so that I could serve the Orbital Knights.\Milord Slaine, it is for that reason that I have the utmost respect for you.\You, who have attained the rank of count even though you are a Terran. response:	This new era will be for people like us.
context: Mr. Harklight, you were born into the third class, weren't you?\I was.\Though they were poor and of a low class,\my father and mother worked hard to raise me\and used every means at their disposal so that I could serve the Orbital Knights.\Milord Slaine, it is for that reason that I have the utmost respect for you.\You, who have attained the rank of count even though you are a Terran.\This new era will be for people like us. response:	Let's begin, Harklight.
context: I was.\Though they were poor and of a low class,\my father and mother worked hard to raise me\and used every means at their disposal so that I could serve the Orbital Knights.\Milord Slaine, it is for that reason that I have the utmost respect for you.\You, who have attained the rank of count even though you are a Terran.\This new era will be for people like us.\Let's begin, Harklight. response:	Yes...
context: Though they were poor and of a low class,\my father and mother worked hard to raise me\and used every means at their disposal so that I could serve the Orbital Knights.\Milord Slaine, it is for that reason that I have the utmost respect for you.\You, who have attained the rank of count even though you are a Terran.\This new era will be for people like us.\Let's begin, Harklight.\Yes... response:	Pivoting Trap
