context: Beasts of Love response:	Next Time
context: I saw it?\You saw it?\It's related to Cayenne's vision of the wedding in mourning clothes.\You saw that too, didn't you, Amata?\What does it matter? Apollon and Sylvie are just a story!\How can you be sure?\I was actually a little glad.\If Mikono's destiny is with him, response:	then just maybe, you and I could...
context: You saw it?\It's related to Cayenne's vision of the wedding in mourning clothes.\You saw that too, didn't you, Amata?\What does it matter? Apollon and Sylvie are just a story!\How can you be sure?\I was actually a little glad.\If Mikono's destiny is with him,\then just maybe, you and I could... response:	Zessica, what are you talking about?
context: It's related to Cayenne's vision of the wedding in mourning clothes.\You saw that too, didn't you, Amata?\What does it matter? Apollon and Sylvie are just a story!\How can you be sure?\I was actually a little glad.\If Mikono's destiny is with him,\then just maybe, you and I could...\Zessica, what are you talking about? response:	A butterfly!
context: You saw that too, didn't you, Amata?\What does it matter? Apollon and Sylvie are just a story!\How can you be sure?\I was actually a little glad.\If Mikono's destiny is with him,\then just maybe, you and I could...\Zessica, what are you talking about?\A butterfly! response:	At this hour?
context: What does it matter? Apollon and Sylvie are just a story!\How can you be sure?\I was actually a little glad.\If Mikono's destiny is with him,\then just maybe, you and I could...\Zessica, what are you talking about?\A butterfly!\At this hour? response:	No!
context: How can you be sure?\I was actually a little glad.\If Mikono's destiny is with him,\then just maybe, you and I could...\Zessica, what are you talking about?\A butterfly!\At this hour?\No! response:	I can't be Sylvie!
context: I was actually a little glad.\If Mikono's destiny is with him,\then just maybe, you and I could...\Zessica, what are you talking about?\A butterfly!\At this hour?\No!\I can't be Sylvie! response:	I'm not Sylvie!
context: If Mikono's destiny is with him,\then just maybe, you and I could...\Zessica, what are you talking about?\A butterfly!\At this hour?\No!\I can't be Sylvie!\I'm not Sylvie! response:	Sylvie!
context: then just maybe, you and I could...\Zessica, what are you talking about?\A butterfly!\At this hour?\No!\I can't be Sylvie!\I'm not Sylvie!\Sylvie! response:	What's that?
context: Zessica, what are you talking about?\A butterfly!\At this hour?\No!\I can't be Sylvie!\I'm not Sylvie!\Sylvie!\What's that? response:	Mikono!
context: A butterfly!\At this hour?\No!\I can't be Sylvie!\I'm not Sylvie!\Sylvie!\What's that?\Mikono! response:	Amata!
context: At this hour?\No!\I can't be Sylvie!\I'm not Sylvie!\Sylvie!\What's that?\Mikono!\Amata! response:	Don't scare me like that, Sylvie.
context: No!\I can't be Sylvie!\I'm not Sylvie!\Sylvie!\What's that?\Mikono!\Amata!\Don't scare me like that, Sylvie. response:	Mikono!
context: I can't be Sylvie!\I'm not Sylvie!\Sylvie!\What's that?\Mikono!\Amata!\Don't scare me like that, Sylvie.\Mikono! response:	Mikono!
context: I'm not Sylvie!\Sylvie!\What's that?\Mikono!\Amata!\Don't scare me like that, Sylvie.\Mikono!\Mikono! response:	Amata!
context: Sylvie!\What's that?\Mikono!\Amata!\Don't scare me like that, Sylvie.\Mikono!\Mikono!\Amata! response:	Not him again!
context: What's that?\Mikono!\Amata!\Don't scare me like that, Sylvie.\Mikono!\Mikono!\Amata!\Not him again! response:	Amata!
context: Mikono!\Amata!\Don't scare me like that, Sylvie.\Mikono!\Mikono!\Amata!\Not him again!\Amata! response:	Give it up already!
context: Amata!\Don't scare me like that, Sylvie.\Mikono!\Mikono!\Amata!\Not him again!\Amata!\Give it up already! response:	Amata!
context: Don't scare me like that, Sylvie.\Mikono!\Mikono!\Amata!\Not him again!\Amata!\Give it up already!\Amata! response:	Amata!
context: Mikono!\Mikono!\Amata!\Not him again!\Amata!\Give it up already!\Amata!\Amata! response:	I'm fine.
context: Mikono!\Amata!\Not him again!\Amata!\Give it up already!\Amata!\Amata!\I'm fine. response:	I did it.
context: Amata!\Not him again!\Amata!\Give it up already!\Amata!\Amata!\I'm fine.\I did it. response:	You did what?
context: Not him again!\Amata!\Give it up already!\Amata!\Amata!\I'm fine.\I did it.\You did what? response:	The special training is working.
context: Amata!\Give it up already!\Amata!\Amata!\I'm fine.\I did it.\You did what?\The special training is working. response:	I resisted his power, just for a moment.
context: Give it up already!\Amata!\Amata!\I'm fine.\I did it.\You did what?\The special training is working.\I resisted his power, just for a moment. response:	Here he comes!
context: Amata!\Amata!\I'm fine.\I did it.\You did what?\The special training is working.\I resisted his power, just for a moment.\Here he comes! response:	Figured. He's coming this way.
context: Amata!\I'm fine.\I did it.\You did what?\The special training is working.\I resisted his power, just for a moment.\Here he comes!\Figured. He's coming this way. response:	I'll keep him busy for Mikono.
context: I'm fine.\I did it.\You did what?\The special training is working.\I resisted his power, just for a moment.\Here he comes!\Figured. He's coming this way.\I'll keep him busy for Mikono. response:	You contact Cayenne!
context: I did it.\You did what?\The special training is working.\I resisted his power, just for a moment.\Here he comes!\Figured. He's coming this way.\I'll keep him busy for Mikono.\You contact Cayenne! response:	Damn it, he's being the hero.
context: You did what?\The special training is working.\I resisted his power, just for a moment.\Here he comes!\Figured. He's coming this way.\I'll keep him busy for Mikono.\You contact Cayenne!\Damn it, he's being the hero. response:	There she is!
context: The special training is working.\I resisted his power, just for a moment.\Here he comes!\Figured. He's coming this way.\I'll keep him busy for Mikono.\You contact Cayenne!\Damn it, he's being the hero.\There she is! response:	It's Mikono!
context: I resisted his power, just for a moment.\Here he comes!\Figured. He's coming this way.\I'll keep him busy for Mikono.\You contact Cayenne!\Damn it, he's being the hero.\There she is!\It's Mikono! response:	Amata!
context: Here he comes!\Figured. He's coming this way.\I'll keep him busy for Mikono.\You contact Cayenne!\Damn it, he's being the hero.\There she is!\It's Mikono!\Amata! response:	Cayenne's coming to help!
context: Figured. He's coming this way.\I'll keep him busy for Mikono.\You contact Cayenne!\Damn it, he's being the hero.\There she is!\It's Mikono!\Amata!\Cayenne's coming to help! response:	Get out of there!
context: I'll keep him busy for Mikono.\You contact Cayenne!\Damn it, he's being the hero.\There she is!\It's Mikono!\Amata!\Cayenne's coming to help!\Get out of there! response:	Not yet!
context: You contact Cayenne!\Damn it, he's being the hero.\There she is!\It's Mikono!\Amata!\Cayenne's coming to help!\Get out of there!\Not yet! response:	I have to keep him on me until Mikono escapes!
context: Damn it, he's being the hero.\There she is!\It's Mikono!\Amata!\Cayenne's coming to help!\Get out of there!\Not yet!\I have to keep him on me until Mikono escapes! response:	Amata...
context: There she is!\It's Mikono!\Amata!\Cayenne's coming to help!\Get out of there!\Not yet!\I have to keep him on me until Mikono escapes!\Amata... response:	Just die already!
context: It's Mikono!\Amata!\Cayenne's coming to help!\Get out of there!\Not yet!\I have to keep him on me until Mikono escapes!\Amata...\Just die already! response:	Damn it...
context: Amata!\Cayenne's coming to help!\Get out of there!\Not yet!\I have to keep him on me until Mikono escapes!\Amata...\Just die already!\Damn it... response:	I'll kill you! I'll kill you!
context: Cayenne's coming to help!\Get out of there!\Not yet!\I have to keep him on me until Mikono escapes!\Amata...\Just die already!\Damn it...\I'll kill you! I'll kill you! response:	As many times as it takes!
context: Get out of there!\Not yet!\I have to keep him on me until Mikono escapes!\Amata...\Just die already!\Damn it...\I'll kill you! I'll kill you!\As many times as it takes! response:	Am I going to die here?
context: Not yet!\I have to keep him on me until Mikono escapes!\Amata...\Just die already!\Damn it...\I'll kill you! I'll kill you!\As many times as it takes!\Am I going to die here? response:	I'm sinking... into the darkness...
context: I have to keep him on me until Mikono escapes!\Amata...\Just die already!\Damn it...\I'll kill you! I'll kill you!\As many times as it takes!\Am I going to die here?\I'm sinking... into the darkness... response:	I'm alone in the darkness again.
context: Amata...\Just die already!\Damn it...\I'll kill you! I'll kill you!\As many times as it takes!\Am I going to die here?\I'm sinking... into the darkness...\I'm alone in the darkness again. response:	Amata Sora, do not be afraid.
context: Just die already!\Damn it...\I'll kill you! I'll kill you!\As many times as it takes!\Am I going to die here?\I'm sinking... into the darkness...\I'm alone in the darkness again.\Amata Sora, do not be afraid. response:	The darkness is no longer a place to suffer in pain.
context: Damn it...\I'll kill you! I'll kill you!\As many times as it takes!\Am I going to die here?\I'm sinking... into the darkness...\I'm alone in the darkness again.\Amata Sora, do not be afraid.\The darkness is no longer a place to suffer in pain. response:	Rid yourself of your attachments.
context: I'll kill you! I'll kill you!\As many times as it takes!\Am I going to die here?\I'm sinking... into the darkness...\I'm alone in the darkness again.\Amata Sora, do not be afraid.\The darkness is no longer a place to suffer in pain.\Rid yourself of your attachments. response:	That is how you will become connected.
context: As many times as it takes!\Am I going to die here?\I'm sinking... into the darkness...\I'm alone in the darkness again.\Amata Sora, do not be afraid.\The darkness is no longer a place to suffer in pain.\Rid yourself of your attachments.\That is how you will become connected. response:	Yes.
context: Am I going to die here?\I'm sinking... into the darkness...\I'm alone in the darkness again.\Amata Sora, do not be afraid.\The darkness is no longer a place to suffer in pain.\Rid yourself of your attachments.\That is how you will become connected.\Yes. response:	I'm bound, alone in the darkness.
context: I'm sinking... into the darkness...\I'm alone in the darkness again.\Amata Sora, do not be afraid.\The darkness is no longer a place to suffer in pain.\Rid yourself of your attachments.\That is how you will become connected.\Yes.\I'm bound, alone in the darkness. response:	I have to free myself from my attachments and my past.
context: I'm alone in the darkness again.\Amata Sora, do not be afraid.\The darkness is no longer a place to suffer in pain.\Rid yourself of your attachments.\That is how you will become connected.\Yes.\I'm bound, alone in the darkness.\I have to free myself from my attachments and my past. response:	Why don't you stay down?
context: Amata Sora, do not be afraid.\The darkness is no longer a place to suffer in pain.\Rid yourself of your attachments.\That is how you will become connected.\Yes.\I'm bound, alone in the darkness.\I have to free myself from my attachments and my past.\Why don't you stay down? response:	Fly, straight in reverse!
context: The darkness is no longer a place to suffer in pain.\Rid yourself of your attachments.\That is how you will become connected.\Yes.\I'm bound, alone in the darkness.\I have to free myself from my attachments and my past.\Why don't you stay down?\Fly, straight in reverse! response:	Why won't my power work?
context: Rid yourself of your attachments.\That is how you will become connected.\Yes.\I'm bound, alone in the darkness.\I have to free myself from my attachments and my past.\Why don't you stay down?\Fly, straight in reverse!\Why won't my power work? response:	Those free of attachments cannot be led astray!
context: That is how you will become connected.\Yes.\I'm bound, alone in the darkness.\I have to free myself from my attachments and my past.\Why don't you stay down?\Fly, straight in reverse!\Why won't my power work?\Those free of attachments cannot be led astray! response:	Why, you!
context: Yes.\I'm bound, alone in the darkness.\I have to free myself from my attachments and my past.\Why don't you stay down?\Fly, straight in reverse!\Why won't my power work?\Those free of attachments cannot be led astray!\Why, you! response:	Cayenne!
context: I'm bound, alone in the darkness.\I have to free myself from my attachments and my past.\Why don't you stay down?\Fly, straight in reverse!\Why won't my power work?\Those free of attachments cannot be led astray!\Why, you!\Cayenne! response:	Looks like I made it in time.
context: I have to free myself from my attachments and my past.\Why don't you stay down?\Fly, straight in reverse!\Why won't my power work?\Those free of attachments cannot be led astray!\Why, you!\Cayenne!\Looks like I made it in time. response:	Don't let your guard down, Amata!
context: Why don't you stay down?\Fly, straight in reverse!\Why won't my power work?\Those free of attachments cannot be led astray!\Why, you!\Cayenne!\Looks like I made it in time.\Don't let your guard down, Amata! response:	I'm gonna finish him off, so-
context: Fly, straight in reverse!\Why won't my power work?\Those free of attachments cannot be led astray!\Why, you!\Cayenne!\Looks like I made it in time.\Don't let your guard down, Amata!\I'm gonna finish him off, so- response:	Amata! Take him out!
context: Why won't my power work?\Those free of attachments cannot be led astray!\Why, you!\Cayenne!\Looks like I made it in time.\Don't let your guard down, Amata!\I'm gonna finish him off, so-\Amata! Take him out! response:	Don't hold back! Our lives are on the line!
context: Those free of attachments cannot be led astray!\Why, you!\Cayenne!\Looks like I made it in time.\Don't let your guard down, Amata!\I'm gonna finish him off, so-\Amata! Take him out!\Don't hold back! Our lives are on the line! response:	Stop!
context: Why, you!\Cayenne!\Looks like I made it in time.\Don't let your guard down, Amata!\I'm gonna finish him off, so-\Amata! Take him out!\Don't hold back! Our lives are on the line!\Stop! response:	Don't shoot, Amata!
context: Cayenne!\Looks like I made it in time.\Don't let your guard down, Amata!\I'm gonna finish him off, so-\Amata! Take him out!\Don't hold back! Our lives are on the line!\Stop!\Don't shoot, Amata! response:	Mikono!
context: Looks like I made it in time.\Don't let your guard down, Amata!\I'm gonna finish him off, so-\Amata! Take him out!\Don't hold back! Our lives are on the line!\Stop!\Don't shoot, Amata!\Mikono! response:	Mikono!
context: Don't let your guard down, Amata!\I'm gonna finish him off, so-\Amata! Take him out!\Don't hold back! Our lives are on the line!\Stop!\Don't shoot, Amata!\Mikono!\Mikono! response:	Mikono?
context: I'm gonna finish him off, so-\Amata! Take him out!\Don't hold back! Our lives are on the line!\Stop!\Don't shoot, Amata!\Mikono!\Mikono!\Mikono? response:	Amata, please!
context: Amata! Take him out!\Don't hold back! Our lives are on the line!\Stop!\Don't shoot, Amata!\Mikono!\Mikono!\Mikono?\Amata, please! response:	Don't shoot him!
context: Don't hold back! Our lives are on the line!\Stop!\Don't shoot, Amata!\Mikono!\Mikono!\Mikono?\Amata, please!\Don't shoot him! response:	Please, forgive him!
context: Stop!\Don't shoot, Amata!\Mikono!\Mikono!\Mikono?\Amata, please!\Don't shoot him!\Please, forgive him! response:	Mikono...
context: Don't shoot, Amata!\Mikono!\Mikono!\Mikono?\Amata, please!\Don't shoot him!\Please, forgive him!\Mikono... response:	Mikono... why?
context: Mikono!\Mikono!\Mikono?\Amata, please!\Don't shoot him!\Please, forgive him!\Mikono...\Mikono... why? response:	Perfect.
context: Mikono!\Mikono?\Amata, please!\Don't shoot him!\Please, forgive him!\Mikono...\Mikono... why?\Perfect. response:	Like the butterfly, the symbol of rebirth,
context: Mikono?\Amata, please!\Don't shoot him!\Please, forgive him!\Mikono...\Mikono... why?\Perfect.\Like the butterfly, the symbol of rebirth, response:	may forbidden love be reborn.
context: Amata, please!\Don't shoot him!\Please, forgive him!\Mikono...\Mikono... why?\Perfect.\Like the butterfly, the symbol of rebirth,\may forbidden love be reborn. response:	After 12,000 years...
context: Don't shoot him!\Please, forgive him!\Mikono...\Mikono... why?\Perfect.\Like the butterfly, the symbol of rebirth,\may forbidden love be reborn.\After 12,000 years... response:	It's getting me excited.
context: Please, forgive him!\Mikono...\Mikono... why?\Perfect.\Like the butterfly, the symbol of rebirth,\may forbidden love be reborn.\After 12,000 years...\It's getting me excited. response:	The 12,000 year old smell of fate is bubbling up.
context: Mikono...\Mikono... why?\Perfect.\Like the butterfly, the symbol of rebirth,\may forbidden love be reborn.\After 12,000 years...\It's getting me excited.\The 12,000 year old smell of fate is bubbling up. response:	Let the stink take you, Sylvie.
context: Mikono... why?\Perfect.\Like the butterfly, the symbol of rebirth,\may forbidden love be reborn.\After 12,000 years...\It's getting me excited.\The 12,000 year old smell of fate is bubbling up.\Let the stink take you, Sylvie. response:	It'll only hurt to resist.
