context: Those guys are freaks. response:	You really are a good little girl, Chane.
context: All right, give it up for me, guys.\Hmm? Hey, why are you getting up without asking-\Ho... here I thought you were an ordinary young lady,\but this is interesting.\That's a bit on the large side for something used for self-defense, isn't it?\But that's okay.\You surprised me a bit, but being surprised is a good thing.\Being surprised reminds people response:	that what lies ahead of us in life is unpredictable darkness.
context: Hmm? Hey, why are you getting up without asking-\Ho... here I thought you were an ordinary young lady,\but this is interesting.\That's a bit on the large side for something used for self-defense, isn't it?\But that's okay.\You surprised me a bit, but being surprised is a good thing.\Being surprised reminds people\that what lies ahead of us in life is unpredictable darkness. response:	This is a second surprise.
context: Ho... here I thought you were an ordinary young lady,\but this is interesting.\That's a bit on the large side for something used for self-defense, isn't it?\But that's okay.\You surprised me a bit, but being surprised is a good thing.\Being surprised reminds people\that what lies ahead of us in life is unpredictable darkness.\This is a second surprise. response:	I get the feeling you aren't Eve Genoard, are you?
context: but this is interesting.\That's a bit on the large side for something used for self-defense, isn't it?\But that's okay.\You surprised me a bit, but being surprised is a good thing.\Being surprised reminds people\that what lies ahead of us in life is unpredictable darkness.\This is a second surprise.\I get the feeling you aren't Eve Genoard, are you? response:	You'll excuse me. Your move just now was not that of an amateur.
context: That's a bit on the large side for something used for self-defense, isn't it?\But that's okay.\You surprised me a bit, but being surprised is a good thing.\Being surprised reminds people\that what lies ahead of us in life is unpredictable darkness.\This is a second surprise.\I get the feeling you aren't Eve Genoard, are you?\You'll excuse me. Your move just now was not that of an amateur. response:	To be honest, I am surprised. Also, I would appreciate it
context: But that's okay.\You surprised me a bit, but being surprised is a good thing.\Being surprised reminds people\that what lies ahead of us in life is unpredictable darkness.\This is a second surprise.\I get the feeling you aren't Eve Genoard, are you?\You'll excuse me. Your move just now was not that of an amateur.\To be honest, I am surprised. Also, I would appreciate it response:	if you would listen until I'm finished speaking.
context: You surprised me a bit, but being surprised is a good thing.\Being surprised reminds people\that what lies ahead of us in life is unpredictable darkness.\This is a second surprise.\I get the feeling you aren't Eve Genoard, are you?\You'll excuse me. Your move just now was not that of an amateur.\To be honest, I am surprised. Also, I would appreciate it\if you would listen until I'm finished speaking. response:	You are fascinating. An okay that goes even beyond okay.
context: Being surprised reminds people\that what lies ahead of us in life is unpredictable darkness.\This is a second surprise.\I get the feeling you aren't Eve Genoard, are you?\You'll excuse me. Your move just now was not that of an amateur.\To be honest, I am surprised. Also, I would appreciate it\if you would listen until I'm finished speaking.\You are fascinating. An okay that goes even beyond okay. response:	Uh-oh, I'm starting to get excited.
context: that what lies ahead of us in life is unpredictable darkness.\This is a second surprise.\I get the feeling you aren't Eve Genoard, are you?\You'll excuse me. Your move just now was not that of an amateur.\To be honest, I am surprised. Also, I would appreciate it\if you would listen until I'm finished speaking.\You are fascinating. An okay that goes even beyond okay.\Uh-oh, I'm starting to get excited. response:	All right, that settles it.
context: This is a second surprise.\I get the feeling you aren't Eve Genoard, are you?\You'll excuse me. Your move just now was not that of an amateur.\To be honest, I am surprised. Also, I would appreciate it\if you would listen until I'm finished speaking.\You are fascinating. An okay that goes even beyond okay.\Uh-oh, I'm starting to get excited.\All right, that settles it. response:	It wouldn't surprise me if you told me you were a Martian now.
context: I get the feeling you aren't Eve Genoard, are you?\You'll excuse me. Your move just now was not that of an amateur.\To be honest, I am surprised. Also, I would appreciate it\if you would listen until I'm finished speaking.\You are fascinating. An okay that goes even beyond okay.\Uh-oh, I'm starting to get excited.\All right, that settles it.\It wouldn't surprise me if you told me you were a Martian now. response:	Well, hurry up and grow eight arms, why don't you?
context: You'll excuse me. Your move just now was not that of an amateur.\To be honest, I am surprised. Also, I would appreciate it\if you would listen until I'm finished speaking.\You are fascinating. An okay that goes even beyond okay.\Uh-oh, I'm starting to get excited.\All right, that settles it.\It wouldn't surprise me if you told me you were a Martian now.\Well, hurry up and grow eight arms, why don't you? response:	If it turns out you're not human,
context: To be honest, I am surprised. Also, I would appreciate it\if you would listen until I'm finished speaking.\You are fascinating. An okay that goes even beyond okay.\Uh-oh, I'm starting to get excited.\All right, that settles it.\It wouldn't surprise me if you told me you were a Martian now.\Well, hurry up and grow eight arms, why don't you?\If it turns out you're not human, response:	that just means that you're worth breaking.
context: if you would listen until I'm finished speaking.\You are fascinating. An okay that goes even beyond okay.\Uh-oh, I'm starting to get excited.\All right, that settles it.\It wouldn't surprise me if you told me you were a Martian now.\Well, hurry up and grow eight arms, why don't you?\If it turns out you're not human,\that just means that you're worth breaking. response:	This is getting to be enjoyable, for some reason.
context: You are fascinating. An okay that goes even beyond okay.\Uh-oh, I'm starting to get excited.\All right, that settles it.\It wouldn't surprise me if you told me you were a Martian now.\Well, hurry up and grow eight arms, why don't you?\If it turns out you're not human,\that just means that you're worth breaking.\This is getting to be enjoyable, for some reason. response:	It's becoming truly, truly enjoyable.
context: Uh-oh, I'm starting to get excited.\All right, that settles it.\It wouldn't surprise me if you told me you were a Martian now.\Well, hurry up and grow eight arms, why don't you?\If it turns out you're not human,\that just means that you're worth breaking.\This is getting to be enjoyable, for some reason.\It's becoming truly, truly enjoyable. response:	Why don't we join forces, to spin ourselves an enjoyable tale?
context: All right, that settles it.\It wouldn't surprise me if you told me you were a Martian now.\Well, hurry up and grow eight arms, why don't you?\If it turns out you're not human,\that just means that you're worth breaking.\This is getting to be enjoyable, for some reason.\It's becoming truly, truly enjoyable.\Why don't we join forces, to spin ourselves an enjoyable tale? response:	Or to put it more specifically, let me beat you.
context: It wouldn't surprise me if you told me you were a Martian now.\Well, hurry up and grow eight arms, why don't you?\If it turns out you're not human,\that just means that you're worth breaking.\This is getting to be enjoyable, for some reason.\It's becoming truly, truly enjoyable.\Why don't we join forces, to spin ourselves an enjoyable tale?\Or to put it more specifically, let me beat you. response:	Please stop!
context: Well, hurry up and grow eight arms, why don't you?\If it turns out you're not human,\that just means that you're worth breaking.\This is getting to be enjoyable, for some reason.\It's becoming truly, truly enjoyable.\Why don't we join forces, to spin ourselves an enjoyable tale?\Or to put it more specifically, let me beat you.\Please stop! response:	Um, I brought the money, s-so,
context: If it turns out you're not human,\that just means that you're worth breaking.\This is getting to be enjoyable, for some reason.\It's becoming truly, truly enjoyable.\Why don't we join forces, to spin ourselves an enjoyable tale?\Or to put it more specifically, let me beat you.\Please stop!\Um, I brought the money, s-so, response:	let the girl... let the girl go at once, please.
context: that just means that you're worth breaking.\This is getting to be enjoyable, for some reason.\It's becoming truly, truly enjoyable.\Why don't we join forces, to spin ourselves an enjoyable tale?\Or to put it more specifically, let me beat you.\Please stop!\Um, I brought the money, s-so,\let the girl... let the girl go at once, please. response:	Maybe it's not such a great deal of money,
context: This is getting to be enjoyable, for some reason.\It's becoming truly, truly enjoyable.\Why don't we join forces, to spin ourselves an enjoyable tale?\Or to put it more specifically, let me beat you.\Please stop!\Um, I brought the money, s-so,\let the girl... let the girl go at once, please.\Maybe it's not such a great deal of money, response:	but I do think it's a considerable amount in its own right,
context: It's becoming truly, truly enjoyable.\Why don't we join forces, to spin ourselves an enjoyable tale?\Or to put it more specifically, let me beat you.\Please stop!\Um, I brought the money, s-so,\let the girl... let the girl go at once, please.\Maybe it's not such a great deal of money,\but I do think it's a considerable amount in its own right, response:	so take the money, and please return the girl to me!
context: Why don't we join forces, to spin ourselves an enjoyable tale?\Or to put it more specifically, let me beat you.\Please stop!\Um, I brought the money, s-so,\let the girl... let the girl go at once, please.\Maybe it's not such a great deal of money,\but I do think it's a considerable amount in its own right,\so take the money, and please return the girl to me! response:	Oho... that was fast.
context: Or to put it more specifically, let me beat you.\Please stop!\Um, I brought the money, s-so,\let the girl... let the girl go at once, please.\Maybe it's not such a great deal of money,\but I do think it's a considerable amount in its own right,\so take the money, and please return the girl to me!\Oho... that was fast. response:	All right, let's switch our tale away from the surprising story
context: Please stop!\Um, I brought the money, s-so,\let the girl... let the girl go at once, please.\Maybe it's not such a great deal of money,\but I do think it's a considerable amount in its own right,\so take the money, and please return the girl to me!\Oho... that was fast.\All right, let's switch our tale away from the surprising story response:	to the story that is gratifying to me.
context: Um, I brought the money, s-so,\let the girl... let the girl go at once, please.\Maybe it's not such a great deal of money,\but I do think it's a considerable amount in its own right,\so take the money, and please return the girl to me!\Oho... that was fast.\All right, let's switch our tale away from the surprising story\to the story that is gratifying to me. response:	No, that's okay.
context: let the girl... let the girl go at once, please.\Maybe it's not such a great deal of money,\but I do think it's a considerable amount in its own right,\so take the money, and please return the girl to me!\Oho... that was fast.\All right, let's switch our tale away from the surprising story\to the story that is gratifying to me.\No, that's okay. response:	Never mind the money.
context: Maybe it's not such a great deal of money,\but I do think it's a considerable amount in its own right,\so take the money, and please return the girl to me!\Oho... that was fast.\All right, let's switch our tale away from the surprising story\to the story that is gratifying to me.\No, that's okay.\Never mind the money. response:	I don't know why, but everyone says it's a good thing.
context: but I do think it's a considerable amount in its own right,\so take the money, and please return the girl to me!\Oho... that was fast.\All right, let's switch our tale away from the surprising story\to the story that is gratifying to me.\No, that's okay.\Never mind the money.\I don't know why, but everyone says it's a good thing. response:	And seeing those who are taken in by money and then ruined by it
context: so take the money, and please return the girl to me!\Oho... that was fast.\All right, let's switch our tale away from the surprising story\to the story that is gratifying to me.\No, that's okay.\Never mind the money.\I don't know why, but everyone says it's a good thing.\And seeing those who are taken in by money and then ruined by it response:	is best of all!
context: Oho... that was fast.\All right, let's switch our tale away from the surprising story\to the story that is gratifying to me.\No, that's okay.\Never mind the money.\I don't know why, but everyone says it's a good thing.\And seeing those who are taken in by money and then ruined by it\is best of all! response:	Catch! Hold on...
context: All right, let's switch our tale away from the surprising story\to the story that is gratifying to me.\No, that's okay.\Never mind the money.\I don't know why, but everyone says it's a good thing.\And seeing those who are taken in by money and then ruined by it\is best of all!\Catch! Hold on... response:	You said you brought money,
context: to the story that is gratifying to me.\No, that's okay.\Never mind the money.\I don't know why, but everyone says it's a good thing.\And seeing those who are taken in by money and then ruined by it\is best of all!\Catch! Hold on...\You said you brought money, response:	but looking you over, you're empty-handed, aren't you?
context: No, that's okay.\Never mind the money.\I don't know why, but everyone says it's a good thing.\And seeing those who are taken in by money and then ruined by it\is best of all!\Catch! Hold on...\You said you brought money,\but looking you over, you're empty-handed, aren't you? response:	I'm empty-handed, but I brought money-
context: Never mind the money.\I don't know why, but everyone says it's a good thing.\And seeing those who are taken in by money and then ruined by it\is best of all!\Catch! Hold on...\You said you brought money,\but looking you over, you're empty-handed, aren't you?\I'm empty-handed, but I brought money- response:	or rather, something in its place, instead.
context: I don't know why, but everyone says it's a good thing.\And seeing those who are taken in by money and then ruined by it\is best of all!\Catch! Hold on...\You said you brought money,\but looking you over, you're empty-handed, aren't you?\I'm empty-handed, but I brought money-\or rather, something in its place, instead. response:	I-I don't know if you'll believe me or not,
context: And seeing those who are taken in by money and then ruined by it\is best of all!\Catch! Hold on...\You said you brought money,\but looking you over, you're empty-handed, aren't you?\I'm empty-handed, but I brought money-\or rather, something in its place, instead.\I-I don't know if you'll believe me or not, response:	but I have...
context: is best of all!\Catch! Hold on...\You said you brought money,\but looking you over, you're empty-handed, aren't you?\I'm empty-handed, but I brought money-\or rather, something in its place, instead.\I-I don't know if you'll believe me or not,\but I have... response:	I have... I have...
context: Catch! Hold on...\You said you brought money,\but looking you over, you're empty-handed, aren't you?\I'm empty-handed, but I brought money-\or rather, something in its place, instead.\I-I don't know if you'll believe me or not,\but I have...\I have... I have... response:	By turning me over to them,
context: You said you brought money,\but looking you over, you're empty-handed, aren't you?\I'm empty-handed, but I brought money-\or rather, something in its place, instead.\I-I don't know if you'll believe me or not,\but I have...\I have... I have...\By turning me over to them, response:	you should be able to get a good deal of money.
context: but looking you over, you're empty-handed, aren't you?\I'm empty-handed, but I brought money-\or rather, something in its place, instead.\I-I don't know if you'll believe me or not,\but I have...\I have... I have...\By turning me over to them,\you should be able to get a good deal of money. response:	Nice!
context: I'm empty-handed, but I brought money-\or rather, something in its place, instead.\I-I don't know if you'll believe me or not,\but I have...\I have... I have...\By turning me over to them,\you should be able to get a good deal of money.\Nice! response:	Jacuzzi...
context: or rather, something in its place, instead.\I-I don't know if you'll believe me or not,\but I have...\I have... I have...\By turning me over to them,\you should be able to get a good deal of money.\Nice!\Jacuzzi... response:	Nice, open up! Nice!
context: I-I don't know if you'll believe me or not,\but I have...\I have... I have...\By turning me over to them,\you should be able to get a good deal of money.\Nice!\Jacuzzi...\Nice, open up! Nice! response:	Nice!
context: but I have...\I have... I have...\By turning me over to them,\you should be able to get a good deal of money.\Nice!\Jacuzzi...\Nice, open up! Nice!\Nice! response:	Open up, Nice!
context: I have... I have...\By turning me over to them,\you should be able to get a good deal of money.\Nice!\Jacuzzi...\Nice, open up! Nice!\Nice!\Open up, Nice! response:	Jacuzzi!
context: By turning me over to them,\you should be able to get a good deal of money.\Nice!\Jacuzzi...\Nice, open up! Nice!\Nice!\Open up, Nice!\Jacuzzi! response:	What's with the tattoo?
context: you should be able to get a good deal of money.\Nice!\Jacuzzi...\Nice, open up! Nice!\Nice!\Open up, Nice!\Jacuzzi!\What's with the tattoo? response:	You see? Now everyone will recognize my face.
context: Nice!\Jacuzzi...\Nice, open up! Nice!\Nice!\Open up, Nice!\Jacuzzi!\What's with the tattoo?\You see? Now everyone will recognize my face. response:	So things will be fine, as long as I'm together with you.
context: Jacuzzi...\Nice, open up! Nice!\Nice!\Open up, Nice!\Jacuzzi!\What's with the tattoo?\You see? Now everyone will recognize my face.\So things will be fine, as long as I'm together with you. response:	Jacuzzi...
context: Nice, open up! Nice!\Nice!\Open up, Nice!\Jacuzzi!\What's with the tattoo?\You see? Now everyone will recognize my face.\So things will be fine, as long as I'm together with you.\Jacuzzi... response:	Nice, what's wrong?
context: Nice!\Open up, Nice!\Jacuzzi!\What's with the tattoo?\You see? Now everyone will recognize my face.\So things will be fine, as long as I'm together with you.\Jacuzzi...\Nice, what's wrong? response:	I'm sorry, I'm sorry, I didn't mean to startle you so much.
context: Open up, Nice!\Jacuzzi!\What's with the tattoo?\You see? Now everyone will recognize my face.\So things will be fine, as long as I'm together with you.\Jacuzzi...\Nice, what's wrong?\I'm sorry, I'm sorry, I didn't mean to startle you so much. response:	Nice, when you cry, I feel like crying, too.
context: Jacuzzi!\What's with the tattoo?\You see? Now everyone will recognize my face.\So things will be fine, as long as I'm together with you.\Jacuzzi...\Nice, what's wrong?\I'm sorry, I'm sorry, I didn't mean to startle you so much.\Nice, when you cry, I feel like crying, too. response:	I just wanted to be of help to you... that's all...
context: What's with the tattoo?\You see? Now everyone will recognize my face.\So things will be fine, as long as I'm together with you.\Jacuzzi...\Nice, what's wrong?\I'm sorry, I'm sorry, I didn't mean to startle you so much.\Nice, when you cry, I feel like crying, too.\I just wanted to be of help to you... that's all... response:	That's the sort of person Jacuzzi is.
context: You see? Now everyone will recognize my face.\So things will be fine, as long as I'm together with you.\Jacuzzi...\Nice, what's wrong?\I'm sorry, I'm sorry, I didn't mean to startle you so much.\Nice, when you cry, I feel like crying, too.\I just wanted to be of help to you... that's all...\That's the sort of person Jacuzzi is. response:	He thinks more about others than himself, and then takes action.
context: So things will be fine, as long as I'm together with you.\Jacuzzi...\Nice, what's wrong?\I'm sorry, I'm sorry, I didn't mean to startle you so much.\Nice, when you cry, I feel like crying, too.\I just wanted to be of help to you... that's all...\That's the sort of person Jacuzzi is.\He thinks more about others than himself, and then takes action. response:	So he's always on the losing end.
context: Jacuzzi...\Nice, what's wrong?\I'm sorry, I'm sorry, I didn't mean to startle you so much.\Nice, when you cry, I feel like crying, too.\I just wanted to be of help to you... that's all...\That's the sort of person Jacuzzi is.\He thinks more about others than himself, and then takes action.\So he's always on the losing end. response:	But he always has lots of friends around him.
context: Nice, what's wrong?\I'm sorry, I'm sorry, I didn't mean to startle you so much.\Nice, when you cry, I feel like crying, too.\I just wanted to be of help to you... that's all...\That's the sort of person Jacuzzi is.\He thinks more about others than himself, and then takes action.\So he's always on the losing end.\But he always has lots of friends around him. response:	You're amazing, huh?
context: I'm sorry, I'm sorry, I didn't mean to startle you so much.\Nice, when you cry, I feel like crying, too.\I just wanted to be of help to you... that's all...\That's the sort of person Jacuzzi is.\He thinks more about others than himself, and then takes action.\So he's always on the losing end.\But he always has lots of friends around him.\You're amazing, huh? response:	Damn it, you've impressed me!
context: Nice, when you cry, I feel like crying, too.\I just wanted to be of help to you... that's all...\That's the sort of person Jacuzzi is.\He thinks more about others than himself, and then takes action.\So he's always on the losing end.\But he always has lots of friends around him.\You're amazing, huh?\Damn it, you've impressed me! response:	Fascinating! You are happy! And also sad, Jacuzzi Splot!
context: I just wanted to be of help to you... that's all...\That's the sort of person Jacuzzi is.\He thinks more about others than himself, and then takes action.\So he's always on the losing end.\But he always has lots of friends around him.\You're amazing, huh?\Damn it, you've impressed me!\Fascinating! You are happy! And also sad, Jacuzzi Splot! response:	But I am impressed.
context: That's the sort of person Jacuzzi is.\He thinks more about others than himself, and then takes action.\So he's always on the losing end.\But he always has lots of friends around him.\You're amazing, huh?\Damn it, you've impressed me!\Fascinating! You are happy! And also sad, Jacuzzi Splot!\But I am impressed. response:	They say that there's always a fine line between happiness and sadness,
context: He thinks more about others than himself, and then takes action.\So he's always on the losing end.\But he always has lots of friends around him.\You're amazing, huh?\Damn it, you've impressed me!\Fascinating! You are happy! And also sad, Jacuzzi Splot!\But I am impressed.\They say that there's always a fine line between happiness and sadness, response:	but you, at this very moment,
context: So he's always on the losing end.\But he always has lots of friends around him.\You're amazing, huh?\Damn it, you've impressed me!\Fascinating! You are happy! And also sad, Jacuzzi Splot!\But I am impressed.\They say that there's always a fine line between happiness and sadness,\but you, at this very moment, response:	have locked up my heart inside that line.
context: But he always has lots of friends around him.\You're amazing, huh?\Damn it, you've impressed me!\Fascinating! You are happy! And also sad, Jacuzzi Splot!\But I am impressed.\They say that there's always a fine line between happiness and sadness,\but you, at this very moment,\have locked up my heart inside that line. response:	However!
context: You're amazing, huh?\Damn it, you've impressed me!\Fascinating! You are happy! And also sad, Jacuzzi Splot!\But I am impressed.\They say that there's always a fine line between happiness and sadness,\but you, at this very moment,\have locked up my heart inside that line.\However! response:	At the same time, I am enjoying my fight with this woman.
context: Damn it, you've impressed me!\Fascinating! You are happy! And also sad, Jacuzzi Splot!\But I am impressed.\They say that there's always a fine line between happiness and sadness,\but you, at this very moment,\have locked up my heart inside that line.\However!\At the same time, I am enjoying my fight with this woman. response:	Ah, what shall I do?!
context: Fascinating! You are happy! And also sad, Jacuzzi Splot!\But I am impressed.\They say that there's always a fine line between happiness and sadness,\but you, at this very moment,\have locked up my heart inside that line.\However!\At the same time, I am enjoying my fight with this woman.\Ah, what shall I do?! response:	Shall I release this woman, out of regard for you trapping my heart?
context: But I am impressed.\They say that there's always a fine line between happiness and sadness,\but you, at this very moment,\have locked up my heart inside that line.\However!\At the same time, I am enjoying my fight with this woman.\Ah, what shall I do?!\Shall I release this woman, out of regard for you trapping my heart? response:	Or shall I ignore that, and continue to fight this woman?
context: They say that there's always a fine line between happiness and sadness,\but you, at this very moment,\have locked up my heart inside that line.\However!\At the same time, I am enjoying my fight with this woman.\Ah, what shall I do?!\Shall I release this woman, out of regard for you trapping my heart?\Or shall I ignore that, and continue to fight this woman? response:	My feelings are torn right now.
context: but you, at this very moment,\have locked up my heart inside that line.\However!\At the same time, I am enjoying my fight with this woman.\Ah, what shall I do?!\Shall I release this woman, out of regard for you trapping my heart?\Or shall I ignore that, and continue to fight this woman?\My feelings are torn right now. response:	Ah, what should I do?! What would you do?!
context: have locked up my heart inside that line.\However!\At the same time, I am enjoying my fight with this woman.\Ah, what shall I do?!\Shall I release this woman, out of regard for you trapping my heart?\Or shall I ignore that, and continue to fight this woman?\My feelings are torn right now.\Ah, what should I do?! What would you do?! response:	Is that your answer?
context: However!\At the same time, I am enjoying my fight with this woman.\Ah, what shall I do?!\Shall I release this woman, out of regard for you trapping my heart?\Or shall I ignore that, and continue to fight this woman?\My feelings are torn right now.\Ah, what should I do?! What would you do?!\Is that your answer? response:	Then let's get it on.
context: At the same time, I am enjoying my fight with this woman.\Ah, what shall I do?!\Shall I release this woman, out of regard for you trapping my heart?\Or shall I ignore that, and continue to fight this woman?\My feelings are torn right now.\Ah, what should I do?! What would you do?!\Is that your answer?\Then let's get it on. response:	Stop! I beg you, stop fighting to the death!
context: Ah, what shall I do?!\Shall I release this woman, out of regard for you trapping my heart?\Or shall I ignore that, and continue to fight this woman?\My feelings are torn right now.\Ah, what should I do?! What would you do?!\Is that your answer?\Then let's get it on.\Stop! I beg you, stop fighting to the death! response:	Chane- san, are you all right?
context: Shall I release this woman, out of regard for you trapping my heart?\Or shall I ignore that, and continue to fight this woman?\My feelings are torn right now.\Ah, what should I do?! What would you do?!\Is that your answer?\Then let's get it on.\Stop! I beg you, stop fighting to the death!\Chane- san, are you all right? response:	Nice, the place is wide open. Why did you blow it up?
context: Or shall I ignore that, and continue to fight this woman?\My feelings are torn right now.\Ah, what should I do?! What would you do?!\Is that your answer?\Then let's get it on.\Stop! I beg you, stop fighting to the death!\Chane- san, are you all right?\Nice, the place is wide open. Why did you blow it up? response:	You don't need to ask, you already know why.
context: My feelings are torn right now.\Ah, what should I do?! What would you do?!\Is that your answer?\Then let's get it on.\Stop! I beg you, stop fighting to the death!\Chane- san, are you all right?\Nice, the place is wide open. Why did you blow it up?\You don't need to ask, you already know why. response:	The boss just wanted to blow something up.
context: Ah, what should I do?! What would you do?!\Is that your answer?\Then let's get it on.\Stop! I beg you, stop fighting to the death!\Chane- san, are you all right?\Nice, the place is wide open. Why did you blow it up?\You don't need to ask, you already know why.\The boss just wanted to blow something up. response:	Guys!
context: Is that your answer?\Then let's get it on.\Stop! I beg you, stop fighting to the death!\Chane- san, are you all right?\Nice, the place is wide open. Why did you blow it up?\You don't need to ask, you already know why.\The boss just wanted to blow something up.\Guys! response:	Huh? Didn't I write in the note for you to come alone?
context: Then let's get it on.\Stop! I beg you, stop fighting to the death!\Chane- san, are you all right?\Nice, the place is wide open. Why did you blow it up?\You don't need to ask, you already know why.\The boss just wanted to blow something up.\Guys!\Huh? Didn't I write in the note for you to come alone? response:	Yes, and just like it said in the note, Jacuzzi came here alone,
context: Stop! I beg you, stop fighting to the death!\Chane- san, are you all right?\Nice, the place is wide open. Why did you blow it up?\You don't need to ask, you already know why.\The boss just wanted to blow something up.\Guys!\Huh? Didn't I write in the note for you to come alone?\Yes, and just like it said in the note, Jacuzzi came here alone, response:	so I came here alone, too.
context: Chane- san, are you all right?\Nice, the place is wide open. Why did you blow it up?\You don't need to ask, you already know why.\The boss just wanted to blow something up.\Guys!\Huh? Didn't I write in the note for you to come alone?\Yes, and just like it said in the note, Jacuzzi came here alone,\so I came here alone, too. response:	Yeah, I came alone to America, from Mexico.
context: Nice, the place is wide open. Why did you blow it up?\You don't need to ask, you already know why.\The boss just wanted to blow something up.\Guys!\Huh? Didn't I write in the note for you to come alone?\Yes, and just like it said in the note, Jacuzzi came here alone,\so I came here alone, too.\Yeah, I came alone to America, from Mexico. response:	I also walked here, alone.
context: You don't need to ask, you already know why.\The boss just wanted to blow something up.\Guys!\Huh? Didn't I write in the note for you to come alone?\Yes, and just like it said in the note, Jacuzzi came here alone,\so I came here alone, too.\Yeah, I came alone to America, from Mexico.\I also walked here, alone. response:	-Me too! -Me too!
context: The boss just wanted to blow something up.\Guys!\Huh? Didn't I write in the note for you to come alone?\Yes, and just like it said in the note, Jacuzzi came here alone,\so I came here alone, too.\Yeah, I came alone to America, from Mexico.\I also walked here, alone.\-Me too! -Me too! response:	Indeed, you did not contradict me.
context: Guys!\Huh? Didn't I write in the note for you to come alone?\Yes, and just like it said in the note, Jacuzzi came here alone,\so I came here alone, too.\Yeah, I came alone to America, from Mexico.\I also walked here, alone.\-Me too! -Me too!\Indeed, you did not contradict me. response:	Now, I see that you are all intelligent.
context: Huh? Didn't I write in the note for you to come alone?\Yes, and just like it said in the note, Jacuzzi came here alone,\so I came here alone, too.\Yeah, I came alone to America, from Mexico.\I also walked here, alone.\-Me too! -Me too!\Indeed, you did not contradict me.\Now, I see that you are all intelligent. response:	W-What are you going to do with them?
context: Yes, and just like it said in the note, Jacuzzi came here alone,\so I came here alone, too.\Yeah, I came alone to America, from Mexico.\I also walked here, alone.\-Me too! -Me too!\Indeed, you did not contradict me.\Now, I see that you are all intelligent.\W-What are you going to do with them? response:	Guys, thanks for coming. But for some reason,
context: so I came here alone, too.\Yeah, I came alone to America, from Mexico.\I also walked here, alone.\-Me too! -Me too!\Indeed, you did not contradict me.\Now, I see that you are all intelligent.\W-What are you going to do with them?\Guys, thanks for coming. But for some reason, response:	I thought I heard an unfamiliar voice mixed in with you.
context: Yeah, I came alone to America, from Mexico.\I also walked here, alone.\-Me too! -Me too!\Indeed, you did not contradict me.\Now, I see that you are all intelligent.\W-What are you going to do with them?\Guys, thanks for coming. But for some reason,\I thought I heard an unfamiliar voice mixed in with you. response:	Am I imagining things?
context: I also walked here, alone.\-Me too! -Me too!\Indeed, you did not contradict me.\Now, I see that you are all intelligent.\W-What are you going to do with them?\Guys, thanks for coming. But for some reason,\I thought I heard an unfamiliar voice mixed in with you.\Am I imagining things? response:	Come to think of it...
context: -Me too! -Me too!\Indeed, you did not contradict me.\Now, I see that you are all intelligent.\W-What are you going to do with them?\Guys, thanks for coming. But for some reason,\I thought I heard an unfamiliar voice mixed in with you.\Am I imagining things?\Come to think of it... response:	Now that you mention it, I can't say I didn't hear it, either.
context: Indeed, you did not contradict me.\Now, I see that you are all intelligent.\W-What are you going to do with them?\Guys, thanks for coming. But for some reason,\I thought I heard an unfamiliar voice mixed in with you.\Am I imagining things?\Come to think of it...\Now that you mention it, I can't say I didn't hear it, either. response:	I'm impressed that you'd be able to pick out my voice,
context: Now, I see that you are all intelligent.\W-What are you going to do with them?\Guys, thanks for coming. But for some reason,\I thought I heard an unfamiliar voice mixed in with you.\Am I imagining things?\Come to think of it...\Now that you mention it, I can't say I didn't hear it, either.\I'm impressed that you'd be able to pick out my voice, response:	as not being one of your friends.
context: W-What are you going to do with them?\Guys, thanks for coming. But for some reason,\I thought I heard an unfamiliar voice mixed in with you.\Am I imagining things?\Come to think of it...\Now that you mention it, I can't say I didn't hear it, either.\I'm impressed that you'd be able to pick out my voice,\as not being one of your friends. response:	N-Not at all...
context: Guys, thanks for coming. But for some reason,\I thought I heard an unfamiliar voice mixed in with you.\Am I imagining things?\Come to think of it...\Now that you mention it, I can't say I didn't hear it, either.\I'm impressed that you'd be able to pick out my voice,\as not being one of your friends.\N-Not at all... response:	But then, who are you?
context: I thought I heard an unfamiliar voice mixed in with you.\Am I imagining things?\Come to think of it...\Now that you mention it, I can't say I didn't hear it, either.\I'm impressed that you'd be able to pick out my voice,\as not being one of your friends.\N-Not at all...\But then, who are you? response:	Me? I'm the former Claire Stanfield,
context: Am I imagining things?\Come to think of it...\Now that you mention it, I can't say I didn't hear it, either.\I'm impressed that you'd be able to pick out my voice,\as not being one of your friends.\N-Not at all...\But then, who are you?\Me? I'm the former Claire Stanfield, response:	former transcontinental railroad conductor, and current Rail Tracer.
context: Come to think of it...\Now that you mention it, I can't say I didn't hear it, either.\I'm impressed that you'd be able to pick out my voice,\as not being one of your friends.\N-Not at all...\But then, who are you?\Me? I'm the former Claire Stanfield,\former transcontinental railroad conductor, and current Rail Tracer. response:	R-R-Rail Tracer?!
context: Now that you mention it, I can't say I didn't hear it, either.\I'm impressed that you'd be able to pick out my voice,\as not being one of your friends.\N-Not at all...\But then, who are you?\Me? I'm the former Claire Stanfield,\former transcontinental railroad conductor, and current Rail Tracer.\R-R-Rail Tracer?! response:	Jacuzzi!
