context: Inbox response:	Email Received
context: Now, hurry up and go!\You too?\We asked Deko to give us a ride.\Take these too.\Stop!\Come back!\My leg's cramping up!\Want me to pedal? response:	Don't fret.
context: You too?\We asked Deko to give us a ride.\Take these too.\Stop!\Come back!\My leg's cramping up!\Want me to pedal?\Don't fret. response:	With the Dark Flame Master's power... this is... nothing!
context: We asked Deko to give us a ride.\Take these too.\Stop!\Come back!\My leg's cramping up!\Want me to pedal?\Don't fret.\With the Dark Flame Master's power... this is... nothing! response:	The lights are...
context: Take these too.\Stop!\Come back!\My leg's cramping up!\Want me to pedal?\Don't fret.\With the Dark Flame Master's power... this is... nothing!\The lights are... response:	Yeah, they're beautiful.
context: Stop!\Come back!\My leg's cramping up!\Want me to pedal?\Don't fret.\With the Dark Flame Master's power... this is... nothing!\The lights are...\Yeah, they're beautiful. response:	But those are just cruise liners.
context: Come back!\My leg's cramping up!\Want me to pedal?\Don't fret.\With the Dark Flame Master's power... this is... nothing!\The lights are...\Yeah, they're beautiful.\But those are just cruise liners. response:	They're just ordinary lights.
context: My leg's cramping up!\Want me to pedal?\Don't fret.\With the Dark Flame Master's power... this is... nothing!\The lights are...\Yeah, they're beautiful.\But those are just cruise liners.\They're just ordinary lights. response:	Get off.
context: Want me to pedal?\Don't fret.\With the Dark Flame Master's power... this is... nothing!\The lights are...\Yeah, they're beautiful.\But those are just cruise liners.\They're just ordinary lights.\Get off. response:	This is the power of darkness.
context: Don't fret.\With the Dark Flame Master's power... this is... nothing!\The lights are...\Yeah, they're beautiful.\But those are just cruise liners.\They're just ordinary lights.\Get off.\This is the power of darkness. response:	Blast reality.
context: With the Dark Flame Master's power... this is... nothing!\The lights are...\Yeah, they're beautiful.\But those are just cruise liners.\They're just ordinary lights.\Get off.\This is the power of darkness.\Blast reality. response:	Burst it into shreds.
context: The lights are...\Yeah, they're beautiful.\But those are just cruise liners.\They're just ordinary lights.\Get off.\This is the power of darkness.\Blast reality.\Burst it into shreds. response:	Banishment...
context: Yeah, they're beautiful.\But those are just cruise liners.\They're just ordinary lights.\Get off.\This is the power of darkness.\Blast reality.\Burst it into shreds.\Banishment... response:	this world!
context: But those are just cruise liners.\They're just ordinary lights.\Get off.\This is the power of darkness.\Blast reality.\Burst it into shreds.\Banishment...\this world! response:	Yuuta.
context: They're just ordinary lights.\Get off.\This is the power of darkness.\Blast reality.\Burst it into shreds.\Banishment...\this world!\Yuuta. response:	This is the Ethereal Horizon.
context: Get off.\This is the power of darkness.\Blast reality.\Burst it into shreds.\Banishment...\this world!\Yuuta.\This is the Ethereal Horizon. response:	The lights are watching you.
context: This is the power of darkness.\Blast reality.\Burst it into shreds.\Banishment...\this world!\Yuuta.\This is the Ethereal Horizon.\The lights are watching you. response:	Tell them.
context: Blast reality.\Burst it into shreds.\Banishment...\this world!\Yuuta.\This is the Ethereal Horizon.\The lights are watching you.\Tell them. response:	Tell them your feelings.
context: Burst it into shreds.\Banishment...\this world!\Yuuta.\This is the Ethereal Horizon.\The lights are watching you.\Tell them.\Tell them your feelings. response:	The true feelings you've been holding back.
context: Banishment...\this world!\Yuuta.\This is the Ethereal Horizon.\The lights are watching you.\Tell them.\Tell them your feelings.\The true feelings you've been holding back. response:	Goodbye...
context: this world!\Yuuta.\This is the Ethereal Horizon.\The lights are watching you.\Tell them.\Tell them your feelings.\The true feelings you've been holding back.\Goodbye... response:	Goodbye, Dad!
context: Yuuta.\This is the Ethereal Horizon.\The lights are watching you.\Tell them.\Tell them your feelings.\The true feelings you've been holding back.\Goodbye...\Goodbye, Dad! response:	Goodbye!
context: This is the Ethereal Horizon.\The lights are watching you.\Tell them.\Tell them your feelings.\The true feelings you've been holding back.\Goodbye...\Goodbye, Dad!\Goodbye! response:	People always say they feel awkward about having eighth-grader syndrome.
context: The lights are watching you.\Tell them.\Tell them your feelings.\The true feelings you've been holding back.\Goodbye...\Goodbye, Dad!\Goodbye!\People always say they feel awkward about having eighth-grader syndrome. response:	They say that they don't want to talk about it, that they want to forget about it for good.
context: Tell them.\Tell them your feelings.\The true feelings you've been holding back.\Goodbye...\Goodbye, Dad!\Goodbye!\People always say they feel awkward about having eighth-grader syndrome.\They say that they don't want to talk about it, that they want to forget about it for good. response:	But does that really get rid of our crazy old selves and their wild fantasies...
context: Tell them your feelings.\The true feelings you've been holding back.\Goodbye...\Goodbye, Dad!\Goodbye!\People always say they feel awkward about having eighth-grader syndrome.\They say that they don't want to talk about it, that they want to forget about it for good.\But does that really get rid of our crazy old selves and their wild fantasies... response:	back when we thought we were special, when we thought something greater watched over us?
context: The true feelings you've been holding back.\Goodbye...\Goodbye, Dad!\Goodbye!\People always say they feel awkward about having eighth-grader syndrome.\They say that they don't want to talk about it, that they want to forget about it for good.\But does that really get rid of our crazy old selves and their wild fantasies...\back when we thought we were special, when we thought something greater watched over us? response:	People sometimes tell lies, imagine a completely different fantasy world, dream about the distant future,
context: Goodbye...\Goodbye, Dad!\Goodbye!\People always say they feel awkward about having eighth-grader syndrome.\They say that they don't want to talk about it, that they want to forget about it for good.\But does that really get rid of our crazy old selves and their wild fantasies...\back when we thought we were special, when we thought something greater watched over us?\People sometimes tell lies, imagine a completely different fantasy world, dream about the distant future, response:	or invent a lover's relationship that only exists inside their heads.
context: Goodbye, Dad!\Goodbye!\People always say they feel awkward about having eighth-grader syndrome.\They say that they don't want to talk about it, that they want to forget about it for good.\But does that really get rid of our crazy old selves and their wild fantasies...\back when we thought we were special, when we thought something greater watched over us?\People sometimes tell lies, imagine a completely different fantasy world, dream about the distant future,\or invent a lover's relationship that only exists inside their heads. response:	This process repeats from the day we are born until the day we die. Forever and ever.
context: Goodbye!\People always say they feel awkward about having eighth-grader syndrome.\They say that they don't want to talk about it, that they want to forget about it for good.\But does that really get rid of our crazy old selves and their wild fantasies...\back when we thought we were special, when we thought something greater watched over us?\People sometimes tell lies, imagine a completely different fantasy world, dream about the distant future,\or invent a lover's relationship that only exists inside their heads.\This process repeats from the day we are born until the day we die. Forever and ever. response:	It is depressing.
context: People always say they feel awkward about having eighth-grader syndrome.\They say that they don't want to talk about it, that they want to forget about it for good.\But does that really get rid of our crazy old selves and their wild fantasies...\back when we thought we were special, when we thought something greater watched over us?\People sometimes tell lies, imagine a completely different fantasy world, dream about the distant future,\or invent a lover's relationship that only exists inside their heads.\This process repeats from the day we are born until the day we die. Forever and ever.\It is depressing. response:	It is shameful.
context: They say that they don't want to talk about it, that they want to forget about it for good.\But does that really get rid of our crazy old selves and their wild fantasies...\back when we thought we were special, when we thought something greater watched over us?\People sometimes tell lies, imagine a completely different fantasy world, dream about the distant future,\or invent a lover's relationship that only exists inside their heads.\This process repeats from the day we are born until the day we die. Forever and ever.\It is depressing.\It is shameful. response:	But it is dear to us.
context: But does that really get rid of our crazy old selves and their wild fantasies...\back when we thought we were special, when we thought something greater watched over us?\People sometimes tell lies, imagine a completely different fantasy world, dream about the distant future,\or invent a lover's relationship that only exists inside their heads.\This process repeats from the day we are born until the day we die. Forever and ever.\It is depressing.\It is shameful.\But it is dear to us. response:	It is an illness known as self-consciousness.
context: back when we thought we were special, when we thought something greater watched over us?\People sometimes tell lies, imagine a completely different fantasy world, dream about the distant future,\or invent a lover's relationship that only exists inside their heads.\This process repeats from the day we are born until the day we die. Forever and ever.\It is depressing.\It is shameful.\But it is dear to us.\It is an illness known as self-consciousness. response:	It is something we must all face known as ourselves.
context: People sometimes tell lies, imagine a completely different fantasy world, dream about the distant future,\or invent a lover's relationship that only exists inside their heads.\This process repeats from the day we are born until the day we die. Forever and ever.\It is depressing.\It is shameful.\But it is dear to us.\It is an illness known as self-consciousness.\It is something we must all face known as ourselves. response:	Indeed, we carry our eighth-grader syndrome throughout all of our lives.
context: or invent a lover's relationship that only exists inside their heads.\This process repeats from the day we are born until the day we die. Forever and ever.\It is depressing.\It is shameful.\But it is dear to us.\It is an illness known as self-consciousness.\It is something we must all face known as ourselves.\Indeed, we carry our eighth-grader syndrome throughout all of our lives. response:	Man, it's cold.
context: This process repeats from the day we are born until the day we die. Forever and ever.\It is depressing.\It is shameful.\But it is dear to us.\It is an illness known as self-consciousness.\It is something we must all face known as ourselves.\Indeed, we carry our eighth-grader syndrome throughout all of our lives.\Man, it's cold. response:	Do you want to see my eye?
context: It is depressing.\It is shameful.\But it is dear to us.\It is an illness known as self-consciousness.\It is something we must all face known as ourselves.\Indeed, we carry our eighth-grader syndrome throughout all of our lives.\Man, it's cold.\Do you want to see my eye? response:	But to be honest, it's an embarrassing thing to have.
context: It is shameful.\But it is dear to us.\It is an illness known as self-consciousness.\It is something we must all face known as ourselves.\Indeed, we carry our eighth-grader syndrome throughout all of our lives.\Man, it's cold.\Do you want to see my eye?\But to be honest, it's an embarrassing thing to have. response:	She's the cute girl from the mochi store.
context: But it is dear to us.\It is an illness known as self-consciousness.\It is something we must all face known as ourselves.\Indeed, we carry our eighth-grader syndrome throughout all of our lives.\Man, it's cold.\Do you want to see my eye?\But to be honest, it's an embarrassing thing to have.\She's the cute girl from the mochi store. response:	Tamako Market!
context: It is an illness known as self-consciousness.\It is something we must all face known as ourselves.\Indeed, we carry our eighth-grader syndrome throughout all of our lives.\Man, it's cold.\Do you want to see my eye?\But to be honest, it's an embarrassing thing to have.\She's the cute girl from the mochi store.\Tamako Market! response:	Let's look for a
context: It is something we must all face known as ourselves.\Indeed, we carry our eighth-grader syndrome throughout all of our lives.\Man, it's cold.\Do you want to see my eye?\But to be honest, it's an embarrassing thing to have.\She's the cute girl from the mochi store.\Tamako Market!\Let's look for a response:	sparkling daydream...
context: Indeed, we carry our eighth-grader syndrome throughout all of our lives.\Man, it's cold.\Do you want to see my eye?\But to be honest, it's an embarrassing thing to have.\She's the cute girl from the mochi store.\Tamako Market!\Let's look for a\sparkling daydream... response:	shibaraku mitsumeatte kara
context: Man, it's cold.\Do you want to see my eye?\But to be honest, it's an embarrassing thing to have.\She's the cute girl from the mochi store.\Tamako Market!\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara response:	shibaraku mitsumeatte kara
context: Do you want to see my eye?\But to be honest, it's an embarrassing thing to have.\She's the cute girl from the mochi store.\Tamako Market!\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara response:	We looked into each other's eyes for a while
context: But to be honest, it's an embarrassing thing to have.\She's the cute girl from the mochi store.\Tamako Market!\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while response:	We looked into each other's eyes for a while
context: She's the cute girl from the mochi store.\Tamako Market!\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while response:	sorasu made ni nani wo kangaeteta no?
context: Tamako Market!\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no? response:	What did you think of while it lasted?
context: Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted? response:	sorasu made ni nani wo kangaeteta no?
context: sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no? response:	What did you think of while it lasted?
context: shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted? response:	ki ni naru
context: shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru response:	I want to know that
context: We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that response:	kuchibiru togaraseta atashi wo mite
context: We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite response:	Look at me as I now pout my lips
context: sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips response:	dou shita no tte kiite kuru no?
context: What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no? response:	Will you ask me what's wrong?
context: sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong? response:	matte miru no
context: What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no response:	I'm waiting
context: ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting response:	gomakashita ato no hitorigoto wa
context: I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa response:	I'm embarrassed by what I mutter after
context: kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after response:	hazukashii kara kikanaide kureru?
context: Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru? response:	being so evasive, so please don't pay it any attention
context: dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention response:	ato ni hikenai hodo
context: Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo response:	Our love is so strong
context: matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong response:	hikareau koi
context: I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi response:	we can't run away
context: gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away response:	mou hajimatteta
context: I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away\mou hajimatteta response:	It's already begun
context: hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun response:	It's already begun
context: being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun response:	mou hajimatteta
context: ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta response:	mou hajimatteta
context: Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta response:	It's already begun
context: hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun response:	mou hajimatteta
context: we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun response:	It's already begun
context: It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun response:	mou hajimatteta
context: It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta response:	mou hajimatteta
context: mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun response:	mou hajimatteta
context: It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun response:	It's already begun
context: It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun response:	mou hajimatteta
context: It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta response:	mou hajimatteta
context: mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun response:	yume nara takusan mita
context: It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita response:	yume nara takusan mita
context: mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita response:	yume nara takusan mita
context: It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita response:	yume nara takusan mita
context: It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita response:	I've dreamed of our meeting so often
context: mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often response:	I've dreamed of our meeting so often
context: mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often response:	I've dreamed of our meeting so often
context: It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often response:	I've dreamed of our meeting so often
context: yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often response:	sameta mama
context: yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama response:	Now I'm awake
context: yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake response:	sameta mama
context: yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama response:	sameta mama
context: I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama response:	Now I'm awake
context: I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake response:	Now I'm awake
context: I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake response:	demo mada aitai
context: I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai response:	And still I want to see you
context: sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you response:	And still I want to see you
context: Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you response:	demo mada aitai
context: sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai response:	demo mada aitai
context: sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai response:	And still I want to see you
context: Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you response:	demo mada aitai
context: Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai response:	And still I want to see you
context: demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you response:	And still I want to see you
context: And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you response:	demo mada aitai
context: And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai response:	demo mada aitai
context: demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai response:	And still I want to see you
context: demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you response:	kimi ga sou saseta
context: And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta response:	You did this to me
context: demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me response:	kimi ga sou saseta
context: And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta response:	You did this to me
context: And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me response:	kimi ga sou saseta
context: demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\kimi ga sou saseta response:	You did this to me
context: demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me response:	koi ga yokubari da ne
context: And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\koi ga yokubari da ne response:	Love is greedy
context: kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\koi ga yokubari da ne\Love is greedy response:	koi ga yokubari da ne Love is greedy
context: You did this to me\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy response:	koi ga yokubari da ne Love is greedy
context: kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy response:	tobihanesou na kokoro no
context: You did this to me\kimi ga sou saseta\You did this to me\koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no response:	My heart seems to hop with glee
context: kimi ga sou saseta\You did this to me\koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee response:	yuku mama ni yukou yo
context: You did this to me\koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo response:	So I'll let it guide me
context: koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me response:	yuku mama ni yukou yo
context: Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo response:	So I'll let it guide me
context: koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me response:	yuku mama ni yukou yo
context: koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo response:	So I'll let it guide me
context: tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me response:	yuku mama ni yukou yo
context: My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo response:	So I'll let it guide me
context: yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me response:	risou mo mousou mo genjitsu mo
context: So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\risou mo mousou mo genjitsu mo response:	My ideals, delusions and reality
context: yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\risou mo mousou mo genjitsu mo\My ideals, delusions and reality response:	subete kimi wo jiku ni mawaru
context: So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\risou mo mousou mo genjitsu mo\My ideals, delusions and reality\subete kimi wo jiku ni mawaru response:	Are all about you
context: yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\risou mo mousou mo genjitsu mo\My ideals, delusions and reality\subete kimi wo jiku ni mawaru\Are all about you response:	atarashii sekai he
context: So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\risou mo mousou mo genjitsu mo\My ideals, delusions and reality\subete kimi wo jiku ni mawaru\Are all about you\atarashii sekai he response:	Changing into a new world
