context: Episode 8: Memories Draw Spirals of the Past... response:	Looks like the rain's stopped.
context: You were like that. That's why you're like this now.\I wonder if it's cold at night already?\Yes, probably.\Hey, in order to protect myself and my authority as a prince,\how much distance do you think I need to put between me and those around me?\Huh?\Even from your perspective, my brother's good at that, right?\If I could just copy him, I wouldn't have to learn it myself. response:	-Ze- -No, it's fine. Never mind.
context: I wonder if it's cold at night already?\Yes, probably.\Hey, in order to protect myself and my authority as a prince,\how much distance do you think I need to put between me and those around me?\Huh?\Even from your perspective, my brother's good at that, right?\If I could just copy him, I wouldn't have to learn it myself.\-Ze- -No, it's fine. Never mind. response:	I think I just wanted to ask myself that.
context: Yes, probably.\Hey, in order to protect myself and my authority as a prince,\how much distance do you think I need to put between me and those around me?\Huh?\Even from your perspective, my brother's good at that, right?\If I could just copy him, I wouldn't have to learn it myself.\-Ze- -No, it's fine. Never mind.\I think I just wanted to ask myself that. response:	You don't have to answer.
context: Hey, in order to protect myself and my authority as a prince,\how much distance do you think I need to put between me and those around me?\Huh?\Even from your perspective, my brother's good at that, right?\If I could just copy him, I wouldn't have to learn it myself.\-Ze- -No, it's fine. Never mind.\I think I just wanted to ask myself that.\You don't have to answer. response:	You can go back first.
context: how much distance do you think I need to put between me and those around me?\Huh?\Even from your perspective, my brother's good at that, right?\If I could just copy him, I wouldn't have to learn it myself.\-Ze- -No, it's fine. Never mind.\I think I just wanted to ask myself that.\You don't have to answer.\You can go back first. response:	No, I'll stay here.
context: Huh?\Even from your perspective, my brother's good at that, right?\If I could just copy him, I wouldn't have to learn it myself.\-Ze- -No, it's fine. Never mind.\I think I just wanted to ask myself that.\You don't have to answer.\You can go back first.\No, I'll stay here. response:	An archer guard boy?
context: Even from your perspective, my brother's good at that, right?\If I could just copy him, I wouldn't have to learn it myself.\-Ze- -No, it's fine. Never mind.\I think I just wanted to ask myself that.\You don't have to answer.\You can go back first.\No, I'll stay here.\An archer guard boy? response:	It's true that it wouldn't be hard to get hired for a position like that.
context: If I could just copy him, I wouldn't have to learn it myself.\-Ze- -No, it's fine. Never mind.\I think I just wanted to ask myself that.\You don't have to answer.\You can go back first.\No, I'll stay here.\An archer guard boy?\It's true that it wouldn't be hard to get hired for a position like that. response:	Even if he cannot come to the inner areas of the castle,
context: -Ze- -No, it's fine. Never mind.\I think I just wanted to ask myself that.\You don't have to answer.\You can go back first.\No, I'll stay here.\An archer guard boy?\It's true that it wouldn't be hard to get hired for a position like that.\Even if he cannot come to the inner areas of the castle, response:	with Prince Zen going out, there is plenty of opportunity for contact between them.
context: I think I just wanted to ask myself that.\You don't have to answer.\You can go back first.\No, I'll stay here.\An archer guard boy?\It's true that it wouldn't be hard to get hired for a position like that.\Even if he cannot come to the inner areas of the castle,\with Prince Zen going out, there is plenty of opportunity for contact between them. response:	Now that I have looked into it more, I believe we should be wary of him.
context: You don't have to answer.\You can go back first.\No, I'll stay here.\An archer guard boy?\It's true that it wouldn't be hard to get hired for a position like that.\Even if he cannot come to the inner areas of the castle,\with Prince Zen going out, there is plenty of opportunity for contact between them.\Now that I have looked into it more, I believe we should be wary of him. response:	I'm glad I had you stay by his side.
context: You can go back first.\No, I'll stay here.\An archer guard boy?\It's true that it wouldn't be hard to get hired for a position like that.\Even if he cannot come to the inner areas of the castle,\with Prince Zen going out, there is plenty of opportunity for contact between them.\Now that I have looked into it more, I believe we should be wary of him.\I'm glad I had you stay by his side. response:	The position of Zen's personal attendant has been vacant for a while.
context: No, I'll stay here.\An archer guard boy?\It's true that it wouldn't be hard to get hired for a position like that.\Even if he cannot come to the inner areas of the castle,\with Prince Zen going out, there is plenty of opportunity for contact between them.\Now that I have looked into it more, I believe we should be wary of him.\I'm glad I had you stay by his side.\The position of Zen's personal attendant has been vacant for a while. response:	Is that right?
context: An archer guard boy?\It's true that it wouldn't be hard to get hired for a position like that.\Even if he cannot come to the inner areas of the castle,\with Prince Zen going out, there is plenty of opportunity for contact between them.\Now that I have looked into it more, I believe we should be wary of him.\I'm glad I had you stay by his side.\The position of Zen's personal attendant has been vacant for a while.\Is that right? response:	Right now, he's rebelling against being a prince.
context: It's true that it wouldn't be hard to get hired for a position like that.\Even if he cannot come to the inner areas of the castle,\with Prince Zen going out, there is plenty of opportunity for contact between them.\Now that I have looked into it more, I believe we should be wary of him.\I'm glad I had you stay by his side.\The position of Zen's personal attendant has been vacant for a while.\Is that right?\Right now, he's rebelling against being a prince. response:	That boy named Atri... He switched to the night shift?
context: Even if he cannot come to the inner areas of the castle,\with Prince Zen going out, there is plenty of opportunity for contact between them.\Now that I have looked into it more, I believe we should be wary of him.\I'm glad I had you stay by his side.\The position of Zen's personal attendant has been vacant for a while.\Is that right?\Right now, he's rebelling against being a prince.\That boy named Atri... He switched to the night shift? response:	That appears to be the case...
context: with Prince Zen going out, there is plenty of opportunity for contact between them.\Now that I have looked into it more, I believe we should be wary of him.\I'm glad I had you stay by his side.\The position of Zen's personal attendant has been vacant for a while.\Is that right?\Right now, he's rebelling against being a prince.\That boy named Atri... He switched to the night shift?\That appears to be the case... response:	Atri...
context: Now that I have looked into it more, I believe we should be wary of him.\I'm glad I had you stay by his side.\The position of Zen's personal attendant has been vacant for a while.\Is that right?\Right now, he's rebelling against being a prince.\That boy named Atri... He switched to the night shift?\That appears to be the case...\Atri... response:	Atr-
context: I'm glad I had you stay by his side.\The position of Zen's personal attendant has been vacant for a while.\Is that right?\Right now, he's rebelling against being a prince.\That boy named Atri... He switched to the night shift?\That appears to be the case...\Atri...\Atr- response:	Prince... Zen...
context: The position of Zen's personal attendant has been vacant for a while.\Is that right?\Right now, he's rebelling against being a prince.\That boy named Atri... He switched to the night shift?\That appears to be the case...\Atri...\Atr-\Prince... Zen... response:	How did you get those injuries?
context: Is that right?\Right now, he's rebelling against being a prince.\That boy named Atri... He switched to the night shift?\That appears to be the case...\Atri...\Atr-\Prince... Zen...\How did you get those injuries? response:	What happened?!
context: Right now, he's rebelling against being a prince.\That boy named Atri... He switched to the night shift?\That appears to be the case...\Atri...\Atr-\Prince... Zen...\How did you get those injuries?\What happened?! response:	Good evening, Prince Zen.
context: That boy named Atri... He switched to the night shift?\That appears to be the case...\Atri...\Atr-\Prince... Zen...\How did you get those injuries?\What happened?!\Good evening, Prince Zen. response:	Please don't run away or anything, your highness.
context: That appears to be the case...\Atri...\Atr-\Prince... Zen...\How did you get those injuries?\What happened?!\Good evening, Prince Zen.\Please don't run away or anything, your highness. response:	Aren't you his friend?
context: Atri...\Atr-\Prince... Zen...\How did you get those injuries?\What happened?!\Good evening, Prince Zen.\Please don't run away or anything, your highness.\Aren't you his friend? response:	You guys... stop messing around...
context: Atr-\Prince... Zen...\How did you get those injuries?\What happened?!\Good evening, Prince Zen.\Please don't run away or anything, your highness.\Aren't you his friend?\You guys... stop messing around... response:	Is that why you cut me?
context: Prince... Zen...\How did you get those injuries?\What happened?!\Good evening, Prince Zen.\Please don't run away or anything, your highness.\Aren't you his friend?\You guys... stop messing around...\Is that why you cut me? response:	Atri...?
context: How did you get those injuries?\What happened?!\Good evening, Prince Zen.\Please don't run away or anything, your highness.\Aren't you his friend?\You guys... stop messing around...\Is that why you cut me?\Atri...? response:	It'll be a problem if you let your feelings get the best of you after we've gotten this far.
context: What happened?!\Good evening, Prince Zen.\Please don't run away or anything, your highness.\Aren't you his friend?\You guys... stop messing around...\Is that why you cut me?\Atri...?\It'll be a problem if you let your feelings get the best of you after we've gotten this far. response:	Don't look down on me.
context: Good evening, Prince Zen.\Please don't run away or anything, your highness.\Aren't you his friend?\You guys... stop messing around...\Is that why you cut me?\Atri...?\It'll be a problem if you let your feelings get the best of you after we've gotten this far.\Don't look down on me. response:	I didn't come here with that kind of half-assed resolve.
context: Please don't run away or anything, your highness.\Aren't you his friend?\You guys... stop messing around...\Is that why you cut me?\Atri...?\It'll be a problem if you let your feelings get the best of you after we've gotten this far.\Don't look down on me.\I didn't come here with that kind of half-assed resolve. response:	Prince Zen.
context: Aren't you his friend?\You guys... stop messing around...\Is that why you cut me?\Atri...?\It'll be a problem if you let your feelings get the best of you after we've gotten this far.\Don't look down on me.\I didn't come here with that kind of half-assed resolve.\Prince Zen. response:	Prince Zen!
context: You guys... stop messing around...\Is that why you cut me?\Atri...?\It'll be a problem if you let your feelings get the best of you after we've gotten this far.\Don't look down on me.\I didn't come here with that kind of half-assed resolve.\Prince Zen.\Prince Zen! response:	What are you bastards doing?
context: Is that why you cut me?\Atri...?\It'll be a problem if you let your feelings get the best of you after we've gotten this far.\Don't look down on me.\I didn't come here with that kind of half-assed resolve.\Prince Zen.\Prince Zen!\What are you bastards doing? response:	The infamous attendant?
context: Atri...?\It'll be a problem if you let your feelings get the best of you after we've gotten this far.\Don't look down on me.\I didn't come here with that kind of half-assed resolve.\Prince Zen.\Prince Zen!\What are you bastards doing?\The infamous attendant? response:	We have business with Prince Izana.
context: It'll be a problem if you let your feelings get the best of you after we've gotten this far.\Don't look down on me.\I didn't come here with that kind of half-assed resolve.\Prince Zen.\Prince Zen!\What are you bastards doing?\The infamous attendant?\We have business with Prince Izana. response:	What?
context: Don't look down on me.\I didn't come here with that kind of half-assed resolve.\Prince Zen.\Prince Zen!\What are you bastards doing?\The infamous attendant?\We have business with Prince Izana.\What? response:	You're going to bring him out to us.
context: I didn't come here with that kind of half-assed resolve.\Prince Zen.\Prince Zen!\What are you bastards doing?\The infamous attendant?\We have business with Prince Izana.\What?\You're going to bring him out to us. response:	You want us to return Prince Zen safely, don't you?
context: Prince Zen.\Prince Zen!\What are you bastards doing?\The infamous attendant?\We have business with Prince Izana.\What?\You're going to bring him out to us.\You want us to return Prince Zen safely, don't you? response:	That's a roundabout way to do things.
context: Prince Zen!\What are you bastards doing?\The infamous attendant?\We have business with Prince Izana.\What?\You're going to bring him out to us.\You want us to return Prince Zen safely, don't you?\That's a roundabout way to do things. response:	Izana?!
context: What are you bastards doing?\The infamous attendant?\We have business with Prince Izana.\What?\You're going to bring him out to us.\You want us to return Prince Zen safely, don't you?\That's a roundabout way to do things.\Izana?! response:	Wh-Why?
context: The infamous attendant?\We have business with Prince Izana.\What?\You're going to bring him out to us.\You want us to return Prince Zen safely, don't you?\That's a roundabout way to do things.\Izana?!\Wh-Why? response:	He already suspected, I'm sure...
context: We have business with Prince Izana.\What?\You're going to bring him out to us.\You want us to return Prince Zen safely, don't you?\That's a roundabout way to do things.\Izana?!\Wh-Why?\He already suspected, I'm sure... response:	Lord Brother...
context: What?\You're going to bring him out to us.\You want us to return Prince Zen safely, don't you?\That's a roundabout way to do things.\Izana?!\Wh-Why?\He already suspected, I'm sure...\Lord Brother... response:	Let's hear your name and business.
context: You're going to bring him out to us.\You want us to return Prince Zen safely, don't you?\That's a roundabout way to do things.\Izana?!\Wh-Why?\He already suspected, I'm sure...\Lord Brother...\Let's hear your name and business. response:	Before that, why don't you throw away your sword, Prince Izana.
context: You want us to return Prince Zen safely, don't you?\That's a roundabout way to do things.\Izana?!\Wh-Why?\He already suspected, I'm sure...\Lord Brother...\Let's hear your name and business.\Before that, why don't you throw away your sword, Prince Izana. response:	I said, tell me your name.
context: That's a roundabout way to do things.\Izana?!\Wh-Why?\He already suspected, I'm sure...\Lord Brother...\Let's hear your name and business.\Before that, why don't you throw away your sword, Prince Izana.\I said, tell me your name. response:	We are what's left of the Lido family you punished.
context: Izana?!\Wh-Why?\He already suspected, I'm sure...\Lord Brother...\Let's hear your name and business.\Before that, why don't you throw away your sword, Prince Izana.\I said, tell me your name.\We are what's left of the Lido family you punished. response:	Prince Izana, do you know how many people who served the Lido family
context: Wh-Why?\He already suspected, I'm sure...\Lord Brother...\Let's hear your name and business.\Before that, why don't you throw away your sword, Prince Izana.\I said, tell me your name.\We are what's left of the Lido family you punished.\Prince Izana, do you know how many people who served the Lido family response:	lost their means to earn a living because of you?
context: He already suspected, I'm sure...\Lord Brother...\Let's hear your name and business.\Before that, why don't you throw away your sword, Prince Izana.\I said, tell me your name.\We are what's left of the Lido family you punished.\Prince Izana, do you know how many people who served the Lido family\lost their means to earn a living because of you? response:	I don't know how many, but I know what kind of people they are.
context: Lord Brother...\Let's hear your name and business.\Before that, why don't you throw away your sword, Prince Izana.\I said, tell me your name.\We are what's left of the Lido family you punished.\Prince Izana, do you know how many people who served the Lido family\lost their means to earn a living because of you?\I don't know how many, but I know what kind of people they are. response:	They were idiots who called themselves victims, pawns of their lord,
context: Let's hear your name and business.\Before that, why don't you throw away your sword, Prince Izana.\I said, tell me your name.\We are what's left of the Lido family you punished.\Prince Izana, do you know how many people who served the Lido family\lost their means to earn a living because of you?\I don't know how many, but I know what kind of people they are.\They were idiots who called themselves victims, pawns of their lord, response:	but lined their own pockets by trampling on the good.
context: Before that, why don't you throw away your sword, Prince Izana.\I said, tell me your name.\We are what's left of the Lido family you punished.\Prince Izana, do you know how many people who served the Lido family\lost their means to earn a living because of you?\I don't know how many, but I know what kind of people they are.\They were idiots who called themselves victims, pawns of their lord,\but lined their own pockets by trampling on the good. response:	What did you say?!
context: I said, tell me your name.\We are what's left of the Lido family you punished.\Prince Izana, do you know how many people who served the Lido family\lost their means to earn a living because of you?\I don't know how many, but I know what kind of people they are.\They were idiots who called themselves victims, pawns of their lord,\but lined their own pockets by trampling on the good.\What did you say?! response:	Those who think of the citizens of the land before their own profit
context: We are what's left of the Lido family you punished.\Prince Izana, do you know how many people who served the Lido family\lost their means to earn a living because of you?\I don't know how many, but I know what kind of people they are.\They were idiots who called themselves victims, pawns of their lord,\but lined their own pockets by trampling on the good.\What did you say?!\Those who think of the citizens of the land before their own profit response:	are working hard even now in the land of Lido for Clarines' sake.
context: Prince Izana, do you know how many people who served the Lido family\lost their means to earn a living because of you?\I don't know how many, but I know what kind of people they are.\They were idiots who called themselves victims, pawns of their lord,\but lined their own pockets by trampling on the good.\What did you say?!\Those who think of the citizens of the land before their own profit\are working hard even now in the land of Lido for Clarines' sake. response:	Compared to them, where were you useless rebels hiding?
context: lost their means to earn a living because of you?\I don't know how many, but I know what kind of people they are.\They were idiots who called themselves victims, pawns of their lord,\but lined their own pockets by trampling on the good.\What did you say?!\Those who think of the citizens of the land before their own profit\are working hard even now in the land of Lido for Clarines' sake.\Compared to them, where were you useless rebels hiding? response:	Bastard!
context: I don't know how many, but I know what kind of people they are.\They were idiots who called themselves victims, pawns of their lord,\but lined their own pockets by trampling on the good.\What did you say?!\Those who think of the citizens of the land before their own profit\are working hard even now in the land of Lido for Clarines' sake.\Compared to them, where were you useless rebels hiding?\Bastard! response:	Atri, we don't need him anymore.
context: They were idiots who called themselves victims, pawns of their lord,\but lined their own pockets by trampling on the good.\What did you say?!\Those who think of the citizens of the land before their own profit\are working hard even now in the land of Lido for Clarines' sake.\Compared to them, where were you useless rebels hiding?\Bastard!\Atri, we don't need him anymore. response:	Get rid of him!
context: but lined their own pockets by trampling on the good.\What did you say?!\Those who think of the citizens of the land before their own profit\are working hard even now in the land of Lido for Clarines' sake.\Compared to them, where were you useless rebels hiding?\Bastard!\Atri, we don't need him anymore.\Get rid of him! response:	I will kill Izana here...
context: What did you say?!\Those who think of the citizens of the land before their own profit\are working hard even now in the land of Lido for Clarines' sake.\Compared to them, where were you useless rebels hiding?\Bastard!\Atri, we don't need him anymore.\Get rid of him!\I will kill Izana here... response:	Bastard!
context: Those who think of the citizens of the land before their own profit\are working hard even now in the land of Lido for Clarines' sake.\Compared to them, where were you useless rebels hiding?\Bastard!\Atri, we don't need him anymore.\Get rid of him!\I will kill Izana here...\Bastard! response:	Atri... You, too?
context: are working hard even now in the land of Lido for Clarines' sake.\Compared to them, where were you useless rebels hiding?\Bastard!\Atri, we don't need him anymore.\Get rid of him!\I will kill Izana here...\Bastard!\Atri... You, too? response:	You were a Lido rebel, too?
context: Compared to them, where were you useless rebels hiding?\Bastard!\Atri, we don't need him anymore.\Get rid of him!\I will kill Izana here...\Bastard!\Atri... You, too?\You were a Lido rebel, too? response:	That's right.
context: Bastard!\Atri, we don't need him anymore.\Get rid of him!\I will kill Izana here...\Bastard!\Atri... You, too?\You were a Lido rebel, too?\That's right. response:	I don't have anything to do other than to rid myself of my resentment.
context: Atri, we don't need him anymore.\Get rid of him!\I will kill Izana here...\Bastard!\Atri... You, too?\You were a Lido rebel, too?\That's right.\I don't have anything to do other than to rid myself of my resentment. response:	That's not-
context: Get rid of him!\I will kill Izana here...\Bastard!\Atri... You, too?\You were a Lido rebel, too?\That's right.\I don't have anything to do other than to rid myself of my resentment.\That's not- response:	I understood after I met you...
context: I will kill Izana here...\Bastard!\Atri... You, too?\You were a Lido rebel, too?\That's right.\I don't have anything to do other than to rid myself of my resentment.\That's not-\I understood after I met you... response:	How laughable we were...
context: Bastard!\Atri... You, too?\You were a Lido rebel, too?\That's right.\I don't have anything to do other than to rid myself of my resentment.\That's not-\I understood after I met you...\How laughable we were... response:	A warm room, delicious food, friends who cherished you...
context: Atri... You, too?\You were a Lido rebel, too?\That's right.\I don't have anything to do other than to rid myself of my resentment.\That's not-\I understood after I met you...\How laughable we were...\A warm room, delicious food, friends who cherished you... response:	The smile you showed me...
context: You were a Lido rebel, too?\That's right.\I don't have anything to do other than to rid myself of my resentment.\That's not-\I understood after I met you...\How laughable we were...\A warm room, delicious food, friends who cherished you...\The smile you showed me... response:	You had all that just because you were born as royalty in this country...
context: That's right.\I don't have anything to do other than to rid myself of my resentment.\That's not-\I understood after I met you...\How laughable we were...\A warm room, delicious food, friends who cherished you...\The smile you showed me...\You had all that just because you were born as royalty in this country... response:	I thought that was ridiculous from the bottom of my heart, Prince Zen!
context: I don't have anything to do other than to rid myself of my resentment.\That's not-\I understood after I met you...\How laughable we were...\A warm room, delicious food, friends who cherished you...\The smile you showed me...\You had all that just because you were born as royalty in this country...\I thought that was ridiculous from the bottom of my heart, Prince Zen! response:	No matter what you think of me...
context: That's not-\I understood after I met you...\How laughable we were...\A warm room, delicious food, friends who cherished you...\The smile you showed me...\You had all that just because you were born as royalty in this country...\I thought that was ridiculous from the bottom of my heart, Prince Zen!\No matter what you think of me... response:	I'm still looking for answers...
context: I understood after I met you...\How laughable we were...\A warm room, delicious food, friends who cherished you...\The smile you showed me...\You had all that just because you were born as royalty in this country...\I thought that was ridiculous from the bottom of my heart, Prince Zen!\No matter what you think of me...\I'm still looking for answers... response:	Mitsuhide!
context: How laughable we were...\A warm room, delicious food, friends who cherished you...\The smile you showed me...\You had all that just because you were born as royalty in this country...\I thought that was ridiculous from the bottom of my heart, Prince Zen!\No matter what you think of me...\I'm still looking for answers...\Mitsuhide! response:	Da... Damn it...
context: A warm room, delicious food, friends who cherished you...\The smile you showed me...\You had all that just because you were born as royalty in this country...\I thought that was ridiculous from the bottom of my heart, Prince Zen!\No matter what you think of me...\I'm still looking for answers...\Mitsuhide!\Da... Damn it... response:	A-Atri... Atri...
context: The smile you showed me...\You had all that just because you were born as royalty in this country...\I thought that was ridiculous from the bottom of my heart, Prince Zen!\No matter what you think of me...\I'm still looking for answers...\Mitsuhide!\Da... Damn it...\A-Atri... Atri... response:	What is it...?
context: You had all that just because you were born as royalty in this country...\I thought that was ridiculous from the bottom of my heart, Prince Zen!\No matter what you think of me...\I'm still looking for answers...\Mitsuhide!\Da... Damn it...\A-Atri... Atri...\What is it...? response:	That face... is too easy to read...
context: I thought that was ridiculous from the bottom of my heart, Prince Zen!\No matter what you think of me...\I'm still looking for answers...\Mitsuhide!\Da... Damn it...\A-Atri... Atri...\What is it...?\That face... is too easy to read... response:	Don't be... so sad... so seriously...
context: No matter what you think of me...\I'm still looking for answers...\Mitsuhide!\Da... Damn it...\A-Atri... Atri...\What is it...?\That face... is too easy to read...\Don't be... so sad... so seriously... response:	Atri!
context: I'm still looking for answers...\Mitsuhide!\Da... Damn it...\A-Atri... Atri...\What is it...?\That face... is too easy to read...\Don't be... so sad... so seriously...\Atri! response:	It might've been better... if you hadn't been a prince...
context: Mitsuhide!\Da... Damn it...\A-Atri... Atri...\What is it...?\That face... is too easy to read...\Don't be... so sad... so seriously...\Atri!\It might've been better... if you hadn't been a prince... response:	His back, eyes, and heart were still young...
context: Da... Damn it...\A-Atri... Atri...\What is it...?\That face... is too easy to read...\Don't be... so sad... so seriously...\Atri!\It might've been better... if you hadn't been a prince...\His back, eyes, and heart were still young... response:	Back then, I didn't know anything about the burden he bore...
context: A-Atri... Atri...\What is it...?\That face... is too easy to read...\Don't be... so sad... so seriously...\Atri!\It might've been better... if you hadn't been a prince...\His back, eyes, and heart were still young...\Back then, I didn't know anything about the burden he bore... response:	And back then, Zen just stifled his cries...
context: What is it...?\That face... is too easy to read...\Don't be... so sad... so seriously...\Atri!\It might've been better... if you hadn't been a prince...\His back, eyes, and heart were still young...\Back then, I didn't know anything about the burden he bore...\And back then, Zen just stifled his cries... response:	Zen's always been a prince, and there are people who act because of that, right?
context: That face... is too easy to read...\Don't be... so sad... so seriously...\Atri!\It might've been better... if you hadn't been a prince...\His back, eyes, and heart were still young...\Back then, I didn't know anything about the burden he bore...\And back then, Zen just stifled his cries...\Zen's always been a prince, and there are people who act because of that, right? response:	Master, your eyes are a beautiful color...
context: Don't be... so sad... so seriously...\Atri!\It might've been better... if you hadn't been a prince...\His back, eyes, and heart were still young...\Back then, I didn't know anything about the burden he bore...\And back then, Zen just stifled his cries...\Zen's always been a prince, and there are people who act because of that, right?\Master, your eyes are a beautiful color... response:	What? That's disgusting.
context: Atri!\It might've been better... if you hadn't been a prince...\His back, eyes, and heart were still young...\Back then, I didn't know anything about the burden he bore...\And back then, Zen just stifled his cries...\Zen's always been a prince, and there are people who act because of that, right?\Master, your eyes are a beautiful color...\What? That's disgusting. response:	I ended up somewhere annoying, huh?
context: It might've been better... if you hadn't been a prince...\His back, eyes, and heart were still young...\Back then, I didn't know anything about the burden he bore...\And back then, Zen just stifled his cries...\Zen's always been a prince, and there are people who act because of that, right?\Master, your eyes are a beautiful color...\What? That's disgusting.\I ended up somewhere annoying, huh? response:	Episode 9: Feelings that Connect and Reach
