context: Stop playing around. response:	Hello.
context: Well, I can't see my mom and dad anymore,\and lots of hard things have happened.\But lots of good things have happened, too.\And...\I have a dream of what I want to be, and a future...\You do?\Yes.\I see. response:	Children aren't invited to be born in this world.
context: and lots of hard things have happened.\But lots of good things have happened, too.\And...\I have a dream of what I want to be, and a future...\You do?\Yes.\I see.\Children aren't invited to be born in this world. response:	However, all children become young people
context: But lots of good things have happened, too.\And...\I have a dream of what I want to be, and a future...\You do?\Yes.\I see.\Children aren't invited to be born in this world.\However, all children become young people response:	and can be reborn by their own will,
context: And...\I have a dream of what I want to be, and a future...\You do?\Yes.\I see.\Children aren't invited to be born in this world.\However, all children become young people\and can be reborn by their own will, response:	choosing their own lives.
context: I have a dream of what I want to be, and a future...\You do?\Yes.\I see.\Children aren't invited to be born in this world.\However, all children become young people\and can be reborn by their own will,\choosing their own lives. response:	Meow...
context: You do?\Yes.\I see.\Children aren't invited to be born in this world.\However, all children become young people\and can be reborn by their own will,\choosing their own lives.\Meow... response:	I'm sure you can make any dream you have come true.
context: Yes.\I see.\Children aren't invited to be born in this world.\However, all children become young people\and can be reborn by their own will,\choosing their own lives.\Meow...\I'm sure you can make any dream you have come true. response:	B-B-But it's a long way away!
context: I see.\Children aren't invited to be born in this world.\However, all children become young people\and can be reborn by their own will,\choosing their own lives.\Meow...\I'm sure you can make any dream you have come true.\B-B-But it's a long way away! response:	Oh, I don't mean I'm going to give up or anything.
context: Children aren't invited to be born in this world.\However, all children become young people\and can be reborn by their own will,\choosing their own lives.\Meow...\I'm sure you can make any dream you have come true.\B-B-But it's a long way away!\Oh, I don't mean I'm going to give up or anything. response:	But whenever I look at Isuzu and Minori, I feel like I'm lacking a little...
context: However, all children become young people\and can be reborn by their own will,\choosing their own lives.\Meow...\I'm sure you can make any dream you have come true.\B-B-But it's a long way away!\Oh, I don't mean I'm going to give up or anything.\But whenever I look at Isuzu and Minori, I feel like I'm lacking a little... response:	Like I'm not good enough.
context: and can be reborn by their own will,\choosing their own lives.\Meow...\I'm sure you can make any dream you have come true.\B-B-But it's a long way away!\Oh, I don't mean I'm going to give up or anything.\But whenever I look at Isuzu and Minori, I feel like I'm lacking a little...\Like I'm not good enough. response:	I think I need to get better at being who I am
context: choosing their own lives.\Meow...\I'm sure you can make any dream you have come true.\B-B-But it's a long way away!\Oh, I don't mean I'm going to give up or anything.\But whenever I look at Isuzu and Minori, I feel like I'm lacking a little...\Like I'm not good enough.\I think I need to get better at being who I am response:	before I make that dream come true.
context: Meow...\I'm sure you can make any dream you have come true.\B-B-But it's a long way away!\Oh, I don't mean I'm going to give up or anything.\But whenever I look at Isuzu and Minori, I feel like I'm lacking a little...\Like I'm not good enough.\I think I need to get better at being who I am\before I make that dream come true. response:	I have to be a fully-grown version of me.
context: I'm sure you can make any dream you have come true.\B-B-But it's a long way away!\Oh, I don't mean I'm going to give up or anything.\But whenever I look at Isuzu and Minori, I feel like I'm lacking a little...\Like I'm not good enough.\I think I need to get better at being who I am\before I make that dream come true.\I have to be a fully-grown version of me. response:	That's what I want to become.
context: B-B-But it's a long way away!\Oh, I don't mean I'm going to give up or anything.\But whenever I look at Isuzu and Minori, I feel like I'm lacking a little...\Like I'm not good enough.\I think I need to get better at being who I am\before I make that dream come true.\I have to be a fully-grown version of me.\That's what I want to become. response:	Serara...
context: Oh, I don't mean I'm going to give up or anything.\But whenever I look at Isuzu and Minori, I feel like I'm lacking a little...\Like I'm not good enough.\I think I need to get better at being who I am\before I make that dream come true.\I have to be a fully-grown version of me.\That's what I want to become.\Serara... response:	Yes!
context: But whenever I look at Isuzu and Minori, I feel like I'm lacking a little...\Like I'm not good enough.\I think I need to get better at being who I am\before I make that dream come true.\I have to be a fully-grown version of me.\That's what I want to become.\Serara...\Yes! response:	Just a little is fine.
context: Like I'm not good enough.\I think I need to get better at being who I am\before I make that dream come true.\I have to be a fully-grown version of me.\That's what I want to become.\Serara...\Yes!\Just a little is fine. response:	Every little bit is important.
context: I think I need to get better at being who I am\before I make that dream come true.\I have to be a fully-grown version of me.\That's what I want to become.\Serara...\Yes!\Just a little is fine.\Every little bit is important. response:	I'm cheering you on.
context: before I make that dream come true.\I have to be a fully-grown version of me.\That's what I want to become.\Serara...\Yes!\Just a little is fine.\Every little bit is important.\I'm cheering you on. response:	So is everyone.
context: I have to be a fully-grown version of me.\That's what I want to become.\Serara...\Yes!\Just a little is fine.\Every little bit is important.\I'm cheering you on.\So is everyone. response:	What would Kanami do?
context: That's what I want to become.\Serara...\Yes!\Just a little is fine.\Every little bit is important.\I'm cheering you on.\So is everyone.\What would Kanami do? response:	When I think about it, I was lucky.
context: Serara...\Yes!\Just a little is fine.\Every little bit is important.\I'm cheering you on.\So is everyone.\What would Kanami do?\When I think about it, I was lucky. response:	At the very start, when things were toughest, everyone was with me.
context: Yes!\Just a little is fine.\Every little bit is important.\I'm cheering you on.\So is everyone.\What would Kanami do?\When I think about it, I was lucky.\At the very start, when things were toughest, everyone was with me. response:	I'm grateful to Naotsugu and Akatsuki. Really.
context: Just a little is fine.\Every little bit is important.\I'm cheering you on.\So is everyone.\What would Kanami do?\When I think about it, I was lucky.\At the very start, when things were toughest, everyone was with me.\I'm grateful to Naotsugu and Akatsuki. Really. response:	You can say thank you, my lord.
context: Every little bit is important.\I'm cheering you on.\So is everyone.\What would Kanami do?\When I think about it, I was lucky.\At the very start, when things were toughest, everyone was with me.\I'm grateful to Naotsugu and Akatsuki. Really.\You can say thank you, my lord. response:	When did you get here?
context: I'm cheering you on.\So is everyone.\What would Kanami do?\When I think about it, I was lucky.\At the very start, when things were toughest, everyone was with me.\I'm grateful to Naotsugu and Akatsuki. Really.\You can say thank you, my lord.\When did you get here? response:	I flew here.
context: So is everyone.\What would Kanami do?\When I think about it, I was lucky.\At the very start, when things were toughest, everyone was with me.\I'm grateful to Naotsugu and Akatsuki. Really.\You can say thank you, my lord.\When did you get here?\I flew here. response:	By running along the roofs.
context: What would Kanami do?\When I think about it, I was lucky.\At the very start, when things were toughest, everyone was with me.\I'm grateful to Naotsugu and Akatsuki. Really.\You can say thank you, my lord.\When did you get here?\I flew here.\By running along the roofs. response:	You're really starting to become a ninja.
context: When I think about it, I was lucky.\At the very start, when things were toughest, everyone was with me.\I'm grateful to Naotsugu and Akatsuki. Really.\You can say thank you, my lord.\When did you get here?\I flew here.\By running along the roofs.\You're really starting to become a ninja. response:	I'm your ninja, my lord!
context: At the very start, when things were toughest, everyone was with me.\I'm grateful to Naotsugu and Akatsuki. Really.\You can say thank you, my lord.\When did you get here?\I flew here.\By running along the roofs.\You're really starting to become a ninja.\I'm your ninja, my lord! response:	So what's bothering you?
context: I'm grateful to Naotsugu and Akatsuki. Really.\You can say thank you, my lord.\When did you get here?\I flew here.\By running along the roofs.\You're really starting to become a ninja.\I'm your ninja, my lord!\So what's bothering you? response:	Whenever something bothers you,
context: You can say thank you, my lord.\When did you get here?\I flew here.\By running along the roofs.\You're really starting to become a ninja.\I'm your ninja, my lord!\So what's bothering you?\Whenever something bothers you, response:	you get wrinkles up here that make your forehead look like an old man's.
context: When did you get here?\I flew here.\By running along the roofs.\You're really starting to become a ninja.\I'm your ninja, my lord!\So what's bothering you?\Whenever something bothers you,\you get wrinkles up here that make your forehead look like an old man's. response:	Do I?
context: I flew here.\By running along the roofs.\You're really starting to become a ninja.\I'm your ninja, my lord!\So what's bothering you?\Whenever something bothers you,\you get wrinkles up here that make your forehead look like an old man's.\Do I? response:	You do.
context: By running along the roofs.\You're really starting to become a ninja.\I'm your ninja, my lord!\So what's bothering you?\Whenever something bothers you,\you get wrinkles up here that make your forehead look like an old man's.\Do I?\You do. response:	Oh, there you are, Shiro.
context: You're really starting to become a ninja.\I'm your ninja, my lord!\So what's bothering you?\Whenever something bothers you,\you get wrinkles up here that make your forehead look like an old man's.\Do I?\You do.\Oh, there you are, Shiro. response:	I'm seeing something on my idol radar!
context: I'm your ninja, my lord!\So what's bothering you?\Whenever something bothers you,\you get wrinkles up here that make your forehead look like an old man's.\Do I?\You do.\Oh, there you are, Shiro.\I'm seeing something on my idol radar! response:	A night rendezvous!
context: So what's bothering you?\Whenever something bothers you,\you get wrinkles up here that make your forehead look like an old man's.\Do I?\You do.\Oh, there you are, Shiro.\I'm seeing something on my idol radar!\A night rendezvous! response:	So are you coming up with another plan?
context: Whenever something bothers you,\you get wrinkles up here that make your forehead look like an old man's.\Do I?\You do.\Oh, there you are, Shiro.\I'm seeing something on my idol radar!\A night rendezvous!\So are you coming up with another plan? response:	That's right... Are you coming up with a plan?
context: you get wrinkles up here that make your forehead look like an old man's.\Do I?\You do.\Oh, there you are, Shiro.\I'm seeing something on my idol radar!\A night rendezvous!\So are you coming up with another plan?\That's right... Are you coming up with a plan? response:	Do you need a cute, attractive, and talented idol?
context: Do I?\You do.\Oh, there you are, Shiro.\I'm seeing something on my idol radar!\A night rendezvous!\So are you coming up with another plan?\That's right... Are you coming up with a plan?\Do you need a cute, attractive, and talented idol? response:	You need a guardian, too, don't you?
context: You do.\Oh, there you are, Shiro.\I'm seeing something on my idol radar!\A night rendezvous!\So are you coming up with another plan?\That's right... Are you coming up with a plan?\Do you need a cute, attractive, and talented idol?\You need a guardian, too, don't you? response:	You two are in perfect harmony.
context: Oh, there you are, Shiro.\I'm seeing something on my idol radar!\A night rendezvous!\So are you coming up with another plan?\That's right... Are you coming up with a plan?\Do you need a cute, attractive, and talented idol?\You need a guardian, too, don't you?\You two are in perfect harmony. response:	Oh, my!
context: I'm seeing something on my idol radar!\A night rendezvous!\So are you coming up with another plan?\That's right... Are you coming up with a plan?\Do you need a cute, attractive, and talented idol?\You need a guardian, too, don't you?\You two are in perfect harmony.\Oh, my! response:	Wh-Wh-What are you saying, Shiro?
context: A night rendezvous!\So are you coming up with another plan?\That's right... Are you coming up with a plan?\Do you need a cute, attractive, and talented idol?\You need a guardian, too, don't you?\You two are in perfect harmony.\Oh, my!\Wh-Wh-What are you saying, Shiro? response:	The two of us are as one now!
context: So are you coming up with another plan?\That's right... Are you coming up with a plan?\Do you need a cute, attractive, and talented idol?\You need a guardian, too, don't you?\You two are in perfect harmony.\Oh, my!\Wh-Wh-What are you saying, Shiro?\The two of us are as one now! response:	We're like Tetsugu!
context: That's right... Are you coming up with a plan?\Do you need a cute, attractive, and talented idol?\You need a guardian, too, don't you?\You two are in perfect harmony.\Oh, my!\Wh-Wh-What are you saying, Shiro?\The two of us are as one now!\We're like Tetsugu! response:	Tetsugu
context: Do you need a cute, attractive, and talented idol?\You need a guardian, too, don't you?\You two are in perfect harmony.\Oh, my!\Wh-Wh-What are you saying, Shiro?\The two of us are as one now!\We're like Tetsugu!\Tetsugu response:	Roar Anchor Howl!!
context: You need a guardian, too, don't you?\You two are in perfect harmony.\Oh, my!\Wh-Wh-What are you saying, Shiro?\The two of us are as one now!\We're like Tetsugu!\Tetsugu\Roar Anchor Howl!! response:	The impenetrable armor of a Guardian,
context: You two are in perfect harmony.\Oh, my!\Wh-Wh-What are you saying, Shiro?\The two of us are as one now!\We're like Tetsugu!\Tetsugu\Roar Anchor Howl!!\The impenetrable armor of a Guardian, response:	Pah!
context: Oh, my!\Wh-Wh-What are you saying, Shiro?\The two of us are as one now!\We're like Tetsugu!\Tetsugu\Roar Anchor Howl!!\The impenetrable armor of a Guardian,\Pah! response:	protected by my responsive heals!
context: Wh-Wh-What are you saying, Shiro?\The two of us are as one now!\We're like Tetsugu!\Tetsugu\Roar Anchor Howl!!\The impenetrable armor of a Guardian,\Pah!\protected by my responsive heals! response:	My love for him shines each time he's struck.
context: The two of us are as one now!\We're like Tetsugu!\Tetsugu\Roar Anchor Howl!!\The impenetrable armor of a Guardian,\Pah!\protected by my responsive heals!\My love for him shines each time he's struck. response:	In other words, Naotsugu's entranced by my love!
context: We're like Tetsugu!\Tetsugu\Roar Anchor Howl!!\The impenetrable armor of a Guardian,\Pah!\protected by my responsive heals!\My love for him shines each time he's struck.\In other words, Naotsugu's entranced by my love! response:	I am not.
context: Tetsugu\Roar Anchor Howl!!\The impenetrable armor of a Guardian,\Pah!\protected by my responsive heals!\My love for him shines each time he's struck.\In other words, Naotsugu's entranced by my love!\I am not. response:	You're such a shy boy, Naotsugu.
context: Roar Anchor Howl!!\The impenetrable armor of a Guardian,\Pah!\protected by my responsive heals!\My love for him shines each time he's struck.\In other words, Naotsugu's entranced by my love!\I am not.\You're such a shy boy, Naotsugu. response:	Well?
context: The impenetrable armor of a Guardian,\Pah!\protected by my responsive heals!\My love for him shines each time he's struck.\In other words, Naotsugu's entranced by my love!\I am not.\You're such a shy boy, Naotsugu.\Well? response:	It's been almost a year since the Apocalypse.
context: Pah!\protected by my responsive heals!\My love for him shines each time he's struck.\In other words, Naotsugu's entranced by my love!\I am not.\You're such a shy boy, Naotsugu.\Well?\It's been almost a year since the Apocalypse. response:	There are a lot of adventurers
context: protected by my responsive heals!\My love for him shines each time he's struck.\In other words, Naotsugu's entranced by my love!\I am not.\You're such a shy boy, Naotsugu.\Well?\It's been almost a year since the Apocalypse.\There are a lot of adventurers response:	who haven't been able to adapt to this world, and want to go home.
context: My love for him shines each time he's struck.\In other words, Naotsugu's entranced by my love!\I am not.\You're such a shy boy, Naotsugu.\Well?\It's been almost a year since the Apocalypse.\There are a lot of adventurers\who haven't been able to adapt to this world, and want to go home. response:	But there's no way to go home...
context: In other words, Naotsugu's entranced by my love!\I am not.\You're such a shy boy, Naotsugu.\Well?\It's been almost a year since the Apocalypse.\There are a lot of adventurers\who haven't been able to adapt to this world, and want to go home.\But there's no way to go home... response:	Yeah.
context: I am not.\You're such a shy boy, Naotsugu.\Well?\It's been almost a year since the Apocalypse.\There are a lot of adventurers\who haven't been able to adapt to this world, and want to go home.\But there's no way to go home...\Yeah. response:	So Eins thinks we should save those people.
context: You're such a shy boy, Naotsugu.\Well?\It's been almost a year since the Apocalypse.\There are a lot of adventurers\who haven't been able to adapt to this world, and want to go home.\But there's no way to go home...\Yeah.\So Eins thinks we should save those people. response:	He wants to take the money from wealthy adventurers,
context: Well?\It's been almost a year since the Apocalypse.\There are a lot of adventurers\who haven't been able to adapt to this world, and want to go home.\But there's no way to go home...\Yeah.\So Eins thinks we should save those people.\He wants to take the money from wealthy adventurers, response:	and give it to everyone, right?
context: It's been almost a year since the Apocalypse.\There are a lot of adventurers\who haven't been able to adapt to this world, and want to go home.\But there's no way to go home...\Yeah.\So Eins thinks we should save those people.\He wants to take the money from wealthy adventurers,\and give it to everyone, right? response:	Will that really work?
context: There are a lot of adventurers\who haven't been able to adapt to this world, and want to go home.\But there's no way to go home...\Yeah.\So Eins thinks we should save those people.\He wants to take the money from wealthy adventurers,\and give it to everyone, right?\Will that really work? response:	I doubt it.
context: who haven't been able to adapt to this world, and want to go home.\But there's no way to go home...\Yeah.\So Eins thinks we should save those people.\He wants to take the money from wealthy adventurers,\and give it to everyone, right?\Will that really work?\I doubt it. response:	The only way for them to really be saved is for them to go home.
context: But there's no way to go home...\Yeah.\So Eins thinks we should save those people.\He wants to take the money from wealthy adventurers,\and give it to everyone, right?\Will that really work?\I doubt it.\The only way for them to really be saved is for them to go home. response:	And...
context: Yeah.\So Eins thinks we should save those people.\He wants to take the money from wealthy adventurers,\and give it to everyone, right?\Will that really work?\I doubt it.\The only way for them to really be saved is for them to go home.\And... response:	War's coming to Yamato.
context: So Eins thinks we should save those people.\He wants to take the money from wealthy adventurers,\and give it to everyone, right?\Will that really work?\I doubt it.\The only way for them to really be saved is for them to go home.\And...\War's coming to Yamato. response:	Yeah...
context: He wants to take the money from wealthy adventurers,\and give it to everyone, right?\Will that really work?\I doubt it.\The only way for them to really be saved is for them to go home.\And...\War's coming to Yamato.\Yeah... response:	And one of the reasons for that is our arrival in this world.
context: and give it to everyone, right?\Will that really work?\I doubt it.\The only way for them to really be saved is for them to go home.\And...\War's coming to Yamato.\Yeah...\And one of the reasons for that is our arrival in this world. response:	Then we need to find a way to get back home.
context: Will that really work?\I doubt it.\The only way for them to really be saved is for them to go home.\And...\War's coming to Yamato.\Yeah...\And one of the reasons for that is our arrival in this world.\Then we need to find a way to get back home. response:	There's something I need to tell you all.
context: I doubt it.\The only way for them to really be saved is for them to go home.\And...\War's coming to Yamato.\Yeah...\And one of the reasons for that is our arrival in this world.\Then we need to find a way to get back home.\There's something I need to tell you all. response:	I'd like to hear it, too.
context: The only way for them to really be saved is for them to go home.\And...\War's coming to Yamato.\Yeah...\And one of the reasons for that is our arrival in this world.\Then we need to find a way to get back home.\There's something I need to tell you all.\I'd like to hear it, too. response:	Of course.
context: And...\War's coming to Yamato.\Yeah...\And one of the reasons for that is our arrival in this world.\Then we need to find a way to get back home.\There's something I need to tell you all.\I'd like to hear it, too.\Of course. response:	Log Horizon Older Members Meeting Be Sure You Knock
context: War's coming to Yamato.\Yeah...\And one of the reasons for that is our arrival in this world.\Then we need to find a way to get back home.\There's something I need to tell you all.\I'd like to hear it, too.\Of course.\Log Horizon Older Members Meeting Be Sure You Knock response:	A letter, huh?
context: Yeah...\And one of the reasons for that is our arrival in this world.\Then we need to find a way to get back home.\There's something I need to tell you all.\I'd like to hear it, too.\Of course.\Log Horizon Older Members Meeting Be Sure You Knock\A letter, huh? response:	A love letter?
context: And one of the reasons for that is our arrival in this world.\Then we need to find a way to get back home.\There's something I need to tell you all.\I'd like to hear it, too.\Of course.\Log Horizon Older Members Meeting Be Sure You Knock\A letter, huh?\A love letter? response:	I wish.
context: Then we need to find a way to get back home.\There's something I need to tell you all.\I'd like to hear it, too.\Of course.\Log Horizon Older Members Meeting Be Sure You Knock\A letter, huh?\A love letter?\I wish. response:	It was from Roe 2.
context: There's something I need to tell you all.\I'd like to hear it, too.\Of course.\Log Horizon Older Members Meeting Be Sure You Knock\A letter, huh?\A love letter?\I wish.\It was from Roe 2. response:	My second character.
context: I'd like to hear it, too.\Of course.\Log Horizon Older Members Meeting Be Sure You Knock\A letter, huh?\A love letter?\I wish.\It was from Roe 2.\My second character. response:	The other body you left on the test server when this was a game?
context: Of course.\Log Horizon Older Members Meeting Be Sure You Knock\A letter, huh?\A love letter?\I wish.\It was from Roe 2.\My second character.\The other body you left on the test server when this was a game? response:	The rumor was that the test server was on the moon, right?
context: Log Horizon Older Members Meeting Be Sure You Knock\A letter, huh?\A love letter?\I wish.\It was from Roe 2.\My second character.\The other body you left on the test server when this was a game?\The rumor was that the test server was on the moon, right? response:	The moon?
context: A letter, huh?\A love letter?\I wish.\It was from Roe 2.\My second character.\The other body you left on the test server when this was a game?\The rumor was that the test server was on the moon, right?\The moon? response:	Could they even write letters?
context: A love letter?\I wish.\It was from Roe 2.\My second character.\The other body you left on the test server when this was a game?\The rumor was that the test server was on the moon, right?\The moon?\Could they even write letters? response:	And how did it get here?
context: I wish.\It was from Roe 2.\My second character.\The other body you left on the test server when this was a game?\The rumor was that the test server was on the moon, right?\The moon?\Could they even write letters?\And how did it get here? response:	Minori brought it to me.
context: It was from Roe 2.\My second character.\The other body you left on the test server when this was a game?\The rumor was that the test server was on the moon, right?\The moon?\Could they even write letters?\And how did it get here?\Minori brought it to me. response:	She met Roe 2 during their travels.
context: My second character.\The other body you left on the test server when this was a game?\The rumor was that the test server was on the moon, right?\The moon?\Could they even write letters?\And how did it get here?\Minori brought it to me.\She met Roe 2 during their travels. response:	And... According to this letter,
context: The other body you left on the test server when this was a game?\The rumor was that the test server was on the moon, right?\The moon?\Could they even write letters?\And how did it get here?\Minori brought it to me.\She met Roe 2 during their travels.\And... According to this letter, response:	Roe 2 is the person I've been looking for.
context: The rumor was that the test server was on the moon, right?\The moon?\Could they even write letters?\And how did it get here?\Minori brought it to me.\She met Roe 2 during their travels.\And... According to this letter,\Roe 2 is the person I've been looking for. response:	I've been thinking about it for a long time.
context: The moon?\Could they even write letters?\And how did it get here?\Minori brought it to me.\She met Roe 2 during their travels.\And... According to this letter,\Roe 2 is the person I've been looking for.\I've been thinking about it for a long time. response:	Why did we come to this world?
context: Could they even write letters?\And how did it get here?\Minori brought it to me.\She met Roe 2 during their travels.\And... According to this letter,\Roe 2 is the person I've been looking for.\I've been thinking about it for a long time.\Why did we come to this world? response:	It doesn't make sense, right?
context: And how did it get here?\Minori brought it to me.\She met Roe 2 during their travels.\And... According to this letter,\Roe 2 is the person I've been looking for.\I've been thinking about it for a long time.\Why did we come to this world?\It doesn't make sense, right? response:	If this really is another world,
context: Minori brought it to me.\She met Roe 2 during their travels.\And... According to this letter,\Roe 2 is the person I've been looking for.\I've been thinking about it for a long time.\Why did we come to this world?\It doesn't make sense, right?\If this really is another world, response:	there's no way it could be this similar to the Elder Tale we know.
context: She met Roe 2 during their travels.\And... According to this letter,\Roe 2 is the person I've been looking for.\I've been thinking about it for a long time.\Why did we come to this world?\It doesn't make sense, right?\If this really is another world,\there's no way it could be this similar to the Elder Tale we know. response:	But it's unbelievable that a game world
context: And... According to this letter,\Roe 2 is the person I've been looking for.\I've been thinking about it for a long time.\Why did we come to this world?\It doesn't make sense, right?\If this really is another world,\there's no way it could be this similar to the Elder Tale we know.\But it's unbelievable that a game world response:	became reality, and we went into it.
context: Roe 2 is the person I've been looking for.\I've been thinking about it for a long time.\Why did we come to this world?\It doesn't make sense, right?\If this really is another world,\there's no way it could be this similar to the Elder Tale we know.\But it's unbelievable that a game world\became reality, and we went into it. response:	It's impossible.
context: I've been thinking about it for a long time.\Why did we come to this world?\It doesn't make sense, right?\If this really is another world,\there's no way it could be this similar to the Elder Tale we know.\But it's unbelievable that a game world\became reality, and we went into it.\It's impossible. response:	As far as we know, technology hasn't advanced that far.
context: Why did we come to this world?\It doesn't make sense, right?\If this really is another world,\there's no way it could be this similar to the Elder Tale we know.\But it's unbelievable that a game world\became reality, and we went into it.\It's impossible.\As far as we know, technology hasn't advanced that far. response:	Right.
context: It doesn't make sense, right?\If this really is another world,\there's no way it could be this similar to the Elder Tale we know.\But it's unbelievable that a game world\became reality, and we went into it.\It's impossible.\As far as we know, technology hasn't advanced that far.\Right. response:	And the changes since the Apocalypse don't make any sense, either.
context: If this really is another world,\there's no way it could be this similar to the Elder Tale we know.\But it's unbelievable that a game world\became reality, and we went into it.\It's impossible.\As far as we know, technology hasn't advanced that far.\Right.\And the changes since the Apocalypse don't make any sense, either. response:	In this world, physical laws and the game's laws are all jumbled up.
context: there's no way it could be this similar to the Elder Tale we know.\But it's unbelievable that a game world\became reality, and we went into it.\It's impossible.\As far as we know, technology hasn't advanced that far.\Right.\And the changes since the Apocalypse don't make any sense, either.\In this world, physical laws and the game's laws are all jumbled up. response:	It's like two different rule sets were just mixed together randomly.
context: But it's unbelievable that a game world\became reality, and we went into it.\It's impossible.\As far as we know, technology hasn't advanced that far.\Right.\And the changes since the Apocalypse don't make any sense, either.\In this world, physical laws and the game's laws are all jumbled up.\It's like two different rule sets were just mixed together randomly. response:	It's only a game in the weird parts, yeah.
context: became reality, and we went into it.\It's impossible.\As far as we know, technology hasn't advanced that far.\Right.\And the changes since the Apocalypse don't make any sense, either.\In this world, physical laws and the game's laws are all jumbled up.\It's like two different rule sets were just mixed together randomly.\It's only a game in the weird parts, yeah. response:	I get the feeling that we weren't simply sent to another world.
context: It's impossible.\As far as we know, technology hasn't advanced that far.\Right.\And the changes since the Apocalypse don't make any sense, either.\In this world, physical laws and the game's laws are all jumbled up.\It's like two different rule sets were just mixed together randomly.\It's only a game in the weird parts, yeah.\I get the feeling that we weren't simply sent to another world. response:	And in this world, there must be a third party who can explain it.
context: As far as we know, technology hasn't advanced that far.\Right.\And the changes since the Apocalypse don't make any sense, either.\In this world, physical laws and the game's laws are all jumbled up.\It's like two different rule sets were just mixed together randomly.\It's only a game in the weird parts, yeah.\I get the feeling that we weren't simply sent to another world.\And in this world, there must be a third party who can explain it. response:	Someone who isn't a Person of the Land or a player like us, who can explain this.
context: Right.\And the changes since the Apocalypse don't make any sense, either.\In this world, physical laws and the game's laws are all jumbled up.\It's like two different rule sets were just mixed together randomly.\It's only a game in the weird parts, yeah.\I get the feeling that we weren't simply sent to another world.\And in this world, there must be a third party who can explain it.\Someone who isn't a Person of the Land or a player like us, who can explain this. response:	They brought us to this world?
context: And the changes since the Apocalypse don't make any sense, either.\In this world, physical laws and the game's laws are all jumbled up.\It's like two different rule sets were just mixed together randomly.\It's only a game in the weird parts, yeah.\I get the feeling that we weren't simply sent to another world.\And in this world, there must be a third party who can explain it.\Someone who isn't a Person of the Land or a player like us, who can explain this.\They brought us to this world? response:	What did the letter say?
context: In this world, physical laws and the game's laws are all jumbled up.\It's like two different rule sets were just mixed together randomly.\It's only a game in the weird parts, yeah.\I get the feeling that we weren't simply sent to another world.\And in this world, there must be a third party who can explain it.\Someone who isn't a Person of the Land or a player like us, who can explain this.\They brought us to this world?\What did the letter say? response:	Roe 2 took over my unused second character...
context: It's like two different rule sets were just mixed together randomly.\It's only a game in the weird parts, yeah.\I get the feeling that we weren't simply sent to another world.\And in this world, there must be a third party who can explain it.\Someone who isn't a Person of the Land or a player like us, who can explain this.\They brought us to this world?\What did the letter say?\Roe 2 took over my unused second character... response:	That is, a body without a soul, and came to this world.
context: It's only a game in the weird parts, yeah.\I get the feeling that we weren't simply sent to another world.\And in this world, there must be a third party who can explain it.\Someone who isn't a Person of the Land or a player like us, who can explain this.\They brought us to this world?\What did the letter say?\Roe 2 took over my unused second character...\That is, a body without a soul, and came to this world. response:	Who is she?
context: I get the feeling that we weren't simply sent to another world.\And in this world, there must be a third party who can explain it.\Someone who isn't a Person of the Land or a player like us, who can explain this.\They brought us to this world?\What did the letter say?\Roe 2 took over my unused second character...\That is, a body without a soul, and came to this world.\Who is she? response:	She calls herself a Navigator.
context: And in this world, there must be a third party who can explain it.\Someone who isn't a Person of the Land or a player like us, who can explain this.\They brought us to this world?\What did the letter say?\Roe 2 took over my unused second character...\That is, a body without a soul, and came to this world.\Who is she?\She calls herself a Navigator. response:	A sentient intelligence from another world.
context: Someone who isn't a Person of the Land or a player like us, who can explain this.\They brought us to this world?\What did the letter say?\Roe 2 took over my unused second character...\That is, a body without a soul, and came to this world.\Who is she?\She calls herself a Navigator.\A sentient intelligence from another world. response:	You might say a person from another world or, perhaps, an alien.
context: They brought us to this world?\What did the letter say?\Roe 2 took over my unused second character...\That is, a body without a soul, and came to this world.\Who is she?\She calls herself a Navigator.\A sentient intelligence from another world.\You might say a person from another world or, perhaps, an alien. response:	They're artificially created creatures.
context: What did the letter say?\Roe 2 took over my unused second character...\That is, a body without a soul, and came to this world.\Who is she?\She calls herself a Navigator.\A sentient intelligence from another world.\You might say a person from another world or, perhaps, an alien.\They're artificially created creatures. response:	Observers
context: Roe 2 took over my unused second character...\That is, a body without a soul, and came to this world.\Who is she?\She calls herself a Navigator.\A sentient intelligence from another world.\You might say a person from another world or, perhaps, an alien.\They're artificially created creatures.\Observers response:	And there are two types. Observers like Roe 2,
context: That is, a body without a soul, and came to this world.\Who is she?\She calls herself a Navigator.\A sentient intelligence from another world.\You might say a person from another world or, perhaps, an alien.\They're artificially created creatures.\Observers\And there are two types. Observers like Roe 2, response:	Harvesters
context: Who is she?\She calls herself a Navigator.\A sentient intelligence from another world.\You might say a person from another world or, perhaps, an alien.\They're artificially created creatures.\Observers\And there are two types. Observers like Roe 2,\Harvesters response:	and another type called Harvesters.
context: She calls herself a Navigator.\A sentient intelligence from another world.\You might say a person from another world or, perhaps, an alien.\They're artificially created creatures.\Observers\And there are two types. Observers like Roe 2,\Harvesters\and another type called Harvesters. response:	These Navigators were created to harvest a resource called empathions.
context: A sentient intelligence from another world.\You might say a person from another world or, perhaps, an alien.\They're artificially created creatures.\Observers\And there are two types. Observers like Roe 2,\Harvesters\and another type called Harvesters.\These Navigators were created to harvest a resource called empathions. response:	Empathions
