context: We're almost done with this area. response:	We missed two platoons or so.
context: Or did you simply hope to hear our opinions?\I-I'd heard the Akihabara knights were unmatched in combat...\If you're using knights to mean a standing force, ready for battle,\neither Akihabara nor the Round Table has any such thing.\Then what are you adventurers good for?\What does that mean?\What else?\The adventurers' abilities are a blessing from the gods! response:	You have a duty to save the land!
context: I-I'd heard the Akihabara knights were unmatched in combat...\If you're using knights to mean a standing force, ready for battle,\neither Akihabara nor the Round Table has any such thing.\Then what are you adventurers good for?\What does that mean?\What else?\The adventurers' abilities are a blessing from the gods!\You have a duty to save the land! response:	That's news to me...
context: If you're using knights to mean a standing force, ready for battle,\neither Akihabara nor the Round Table has any such thing.\Then what are you adventurers good for?\What does that mean?\What else?\The adventurers' abilities are a blessing from the gods!\You have a duty to save the land!\That's news to me... response:	What nonsense is that?!
context: neither Akihabara nor the Round Table has any such thing.\Then what are you adventurers good for?\What does that mean?\What else?\The adventurers' abilities are a blessing from the gods!\You have a duty to save the land!\That's news to me...\What nonsense is that?! response:	You're invincible, immortal.
context: Then what are you adventurers good for?\What does that mean?\What else?\The adventurers' abilities are a blessing from the gods!\You have a duty to save the land!\That's news to me...\What nonsense is that?!\You're invincible, immortal. response:	And despite that, you would abandon your duty to the land?!
context: What does that mean?\What else?\The adventurers' abilities are a blessing from the gods!\You have a duty to save the land!\That's news to me...\What nonsense is that?!\You're invincible, immortal.\And despite that, you would abandon your duty to the land?! response:	You should be ashamed!
context: What else?\The adventurers' abilities are a blessing from the gods!\You have a duty to save the land!\That's news to me...\What nonsense is that?!\You're invincible, immortal.\And despite that, you would abandon your duty to the land?!\You should be ashamed! response:	Shut up!
context: The adventurers' abilities are a blessing from the gods!\You have a duty to save the land!\That's news to me...\What nonsense is that?!\You're invincible, immortal.\And despite that, you would abandon your duty to the land?!\You should be ashamed!\Shut up! response:	First off, we are not citizens of the Freedom Cities!
context: You have a duty to save the land!\That's news to me...\What nonsense is that?!\You're invincible, immortal.\And despite that, you would abandon your duty to the land?!\You should be ashamed!\Shut up!\First off, we are not citizens of the Freedom Cities! response:	That's why we weren't summoned to the conference before.
context: That's news to me...\What nonsense is that?!\You're invincible, immortal.\And despite that, you would abandon your duty to the land?!\You should be ashamed!\Shut up!\First off, we are not citizens of the Freedom Cities!\That's why we weren't summoned to the conference before. response:	Am I wrong?!
context: What nonsense is that?!\You're invincible, immortal.\And despite that, you would abandon your duty to the land?!\You should be ashamed!\Shut up!\First off, we are not citizens of the Freedom Cities!\That's why we weren't summoned to the conference before.\Am I wrong?! response:	I don't know what plot you've devised,
context: You're invincible, immortal.\And despite that, you would abandon your duty to the land?!\You should be ashamed!\Shut up!\First off, we are not citizens of the Freedom Cities!\That's why we weren't summoned to the conference before.\Am I wrong?!\I don't know what plot you've devised, response:	but we have no obligation to accede to your demands.
context: And despite that, you would abandon your duty to the land?!\You should be ashamed!\Shut up!\First off, we are not citizens of the Freedom Cities!\That's why we weren't summoned to the conference before.\Am I wrong?!\I don't know what plot you've devised,\but we have no obligation to accede to your demands. response:	Don't you agree, Baron Krendit?!
context: You should be ashamed!\Shut up!\First off, we are not citizens of the Freedom Cities!\That's why we weren't summoned to the conference before.\Am I wrong?!\I don't know what plot you've devised,\but we have no obligation to accede to your demands.\Don't you agree, Baron Krendit?! response:	Th-That isn't...
context: Shut up!\First off, we are not citizens of the Freedom Cities!\That's why we weren't summoned to the conference before.\Am I wrong?!\I don't know what plot you've devised,\but we have no obligation to accede to your demands.\Don't you agree, Baron Krendit?!\Th-That isn't... response:	We didn't mean... Well...
context: First off, we are not citizens of the Freedom Cities!\That's why we weren't summoned to the conference before.\Am I wrong?!\I don't know what plot you've devised,\but we have no obligation to accede to your demands.\Don't you agree, Baron Krendit?!\Th-That isn't...\We didn't mean... Well... response:	We are most certainly not plotting to get Akihabara to send troops.
context: That's why we weren't summoned to the conference before.\Am I wrong?!\I don't know what plot you've devised,\but we have no obligation to accede to your demands.\Don't you agree, Baron Krendit?!\Th-That isn't...\We didn't mean... Well...\We are most certainly not plotting to get Akihabara to send troops. response:	Then it was Lord Kiliva's individual request
context: Am I wrong?!\I don't know what plot you've devised,\but we have no obligation to accede to your demands.\Don't you agree, Baron Krendit?!\Th-That isn't...\We didn't mean... Well...\We are most certainly not plotting to get Akihabara to send troops.\Then it was Lord Kiliva's individual request response:	that Akihabara send troops, not the will of the League of Freedom Cities?
context: I don't know what plot you've devised,\but we have no obligation to accede to your demands.\Don't you agree, Baron Krendit?!\Th-That isn't...\We didn't mean... Well...\We are most certainly not plotting to get Akihabara to send troops.\Then it was Lord Kiliva's individual request\that Akihabara send troops, not the will of the League of Freedom Cities? response:	Are you saying that I'm acting for my own benefit here?!
context: but we have no obligation to accede to your demands.\Don't you agree, Baron Krendit?!\Th-That isn't...\We didn't mean... Well...\We are most certainly not plotting to get Akihabara to send troops.\Then it was Lord Kiliva's individual request\that Akihabara send troops, not the will of the League of Freedom Cities?\Are you saying that I'm acting for my own benefit here?! response:	It is not the will of the entire League.
context: Don't you agree, Baron Krendit?!\Th-That isn't...\We didn't mean... Well...\We are most certainly not plotting to get Akihabara to send troops.\Then it was Lord Kiliva's individual request\that Akihabara send troops, not the will of the League of Freedom Cities?\Are you saying that I'm acting for my own benefit here?!\It is not the will of the entire League. response:	But it's also true that many of us within the League feel that way.
context: Th-That isn't...\We didn't mean... Well...\We are most certainly not plotting to get Akihabara to send troops.\Then it was Lord Kiliva's individual request\that Akihabara send troops, not the will of the League of Freedom Cities?\Are you saying that I'm acting for my own benefit here?!\It is not the will of the entire League.\But it's also true that many of us within the League feel that way. response:	Or will the proud, mighty warriors of Akihabara
context: We didn't mean... Well...\We are most certainly not plotting to get Akihabara to send troops.\Then it was Lord Kiliva's individual request\that Akihabara send troops, not the will of the League of Freedom Cities?\Are you saying that I'm acting for my own benefit here?!\It is not the will of the entire League.\But it's also true that many of us within the League feel that way.\Or will the proud, mighty warriors of Akihabara response:	stand aside while Yamato faces its hour of peril?
context: We are most certainly not plotting to get Akihabara to send troops.\Then it was Lord Kiliva's individual request\that Akihabara send troops, not the will of the League of Freedom Cities?\Are you saying that I'm acting for my own benefit here?!\It is not the will of the entire League.\But it's also true that many of us within the League feel that way.\Or will the proud, mighty warriors of Akihabara\stand aside while Yamato faces its hour of peril? response:	We are not pets...
context: Then it was Lord Kiliva's individual request\that Akihabara send troops, not the will of the League of Freedom Cities?\Are you saying that I'm acting for my own benefit here?!\It is not the will of the entire League.\But it's also true that many of us within the League feel that way.\Or will the proud, mighty warriors of Akihabara\stand aside while Yamato faces its hour of peril?\We are not pets... response:	You guys are immortal, so go and kill the goblins for us?
context: that Akihabara send troops, not the will of the League of Freedom Cities?\Are you saying that I'm acting for my own benefit here?!\It is not the will of the entire League.\But it's also true that many of us within the League feel that way.\Or will the proud, mighty warriors of Akihabara\stand aside while Yamato faces its hour of peril?\We are not pets...\You guys are immortal, so go and kill the goblins for us? response:	Anyone who believed that, and sent their comrades to the battlefield
context: Are you saying that I'm acting for my own benefit here?!\It is not the will of the entire League.\But it's also true that many of us within the League feel that way.\Or will the proud, mighty warriors of Akihabara\stand aside while Yamato faces its hour of peril?\We are not pets...\You guys are immortal, so go and kill the goblins for us?\Anyone who believed that, and sent their comrades to the battlefield response:	could never gain the people of Akihabara's trust!
context: It is not the will of the entire League.\But it's also true that many of us within the League feel that way.\Or will the proud, mighty warriors of Akihabara\stand aside while Yamato faces its hour of peril?\We are not pets...\You guys are immortal, so go and kill the goblins for us?\Anyone who believed that, and sent their comrades to the battlefield\could never gain the people of Akihabara's trust! response:	Was that too much?
context: But it's also true that many of us within the League feel that way.\Or will the proud, mighty warriors of Akihabara\stand aside while Yamato faces its hour of peril?\We are not pets...\You guys are immortal, so go and kill the goblins for us?\Anyone who believed that, and sent their comrades to the battlefield\could never gain the people of Akihabara's trust!\Was that too much? response:	The adventurers risk losing their memories.
context: Or will the proud, mighty warriors of Akihabara\stand aside while Yamato faces its hour of peril?\We are not pets...\You guys are immortal, so go and kill the goblins for us?\Anyone who believed that, and sent their comrades to the battlefield\could never gain the people of Akihabara's trust!\Was that too much?\The adventurers risk losing their memories. response:	Anyone would get mad about that, not just you.
context: stand aside while Yamato faces its hour of peril?\We are not pets...\You guys are immortal, so go and kill the goblins for us?\Anyone who believed that, and sent their comrades to the battlefield\could never gain the people of Akihabara's trust!\Was that too much?\The adventurers risk losing their memories.\Anyone would get mad about that, not just you. response:	And it's your job to oppose sending troops.
context: We are not pets...\You guys are immortal, so go and kill the goblins for us?\Anyone who believed that, and sent their comrades to the battlefield\could never gain the people of Akihabara's trust!\Was that too much?\The adventurers risk losing their memories.\Anyone would get mad about that, not just you.\And it's your job to oppose sending troops. response:	But...
context: You guys are immortal, so go and kill the goblins for us?\Anyone who believed that, and sent their comrades to the battlefield\could never gain the people of Akihabara's trust!\Was that too much?\The adventurers risk losing their memories.\Anyone would get mad about that, not just you.\And it's your job to oppose sending troops.\But... response:	Yeah, that may have been a bit much.
context: Anyone who believed that, and sent their comrades to the battlefield\could never gain the people of Akihabara's trust!\Was that too much?\The adventurers risk losing their memories.\Anyone would get mad about that, not just you.\And it's your job to oppose sending troops.\But...\Yeah, that may have been a bit much. response:	I'm not sure where we go from here...
context: could never gain the people of Akihabara's trust!\Was that too much?\The adventurers risk losing their memories.\Anyone would get mad about that, not just you.\And it's your job to oppose sending troops.\But...\Yeah, that may have been a bit much.\I'm not sure where we go from here... response:	Lenessia...
context: Was that too much?\The adventurers risk losing their memories.\Anyone would get mad about that, not just you.\And it's your job to oppose sending troops.\But...\Yeah, that may have been a bit much.\I'm not sure where we go from here...\Lenessia... response:	What... What am I doing?
context: The adventurers risk losing their memories.\Anyone would get mad about that, not just you.\And it's your job to oppose sending troops.\But...\Yeah, that may have been a bit much.\I'm not sure where we go from here...\Lenessia...\What... What am I doing? response:	You're looking as beautiful as ever.
context: Anyone would get mad about that, not just you.\And it's your job to oppose sending troops.\But...\Yeah, that may have been a bit much.\I'm not sure where we go from here...\Lenessia...\What... What am I doing?\You're looking as beautiful as ever. response:	Like a fairy on a lake, on a moonlit night.
context: And it's your job to oppose sending troops.\But...\Yeah, that may have been a bit much.\I'm not sure where we go from here...\Lenessia...\What... What am I doing?\You're looking as beautiful as ever.\Like a fairy on a lake, on a moonlit night. response:	I shouldn't have come here.
context: But...\Yeah, that may have been a bit much.\I'm not sure where we go from here...\Lenessia...\What... What am I doing?\You're looking as beautiful as ever.\Like a fairy on a lake, on a moonlit night.\I shouldn't have come here. response:	I shouldn't have come.
context: Yeah, that may have been a bit much.\I'm not sure where we go from here...\Lenessia...\What... What am I doing?\You're looking as beautiful as ever.\Like a fairy on a lake, on a moonlit night.\I shouldn't have come here.\I shouldn't have come. response:	I shouldn't have come.
context: I'm not sure where we go from here...\Lenessia...\What... What am I doing?\You're looking as beautiful as ever.\Like a fairy on a lake, on a moonlit night.\I shouldn't have come here.\I shouldn't have come.\I shouldn't have come. response:	I want to put on my flannel pajamas and go to bed...
context: Lenessia...\What... What am I doing?\You're looking as beautiful as ever.\Like a fairy on a lake, on a moonlit night.\I shouldn't have come here.\I shouldn't have come.\I shouldn't have come.\I want to put on my flannel pajamas and go to bed... response:	I want to put my face down on a cold table and lie there.
context: What... What am I doing?\You're looking as beautiful as ever.\Like a fairy on a lake, on a moonlit night.\I shouldn't have come here.\I shouldn't have come.\I shouldn't have come.\I want to put on my flannel pajamas and go to bed...\I want to put my face down on a cold table and lie there. response:	Are you not slacking off today?
context: You're looking as beautiful as ever.\Like a fairy on a lake, on a moonlit night.\I shouldn't have come here.\I shouldn't have come.\I shouldn't have come.\I want to put on my flannel pajamas and go to bed...\I want to put my face down on a cold table and lie there.\Are you not slacking off today? response:	Did I imagine that?
context: Like a fairy on a lake, on a moonlit night.\I shouldn't have come here.\I shouldn't have come.\I shouldn't have come.\I want to put on my flannel pajamas and go to bed...\I want to put my face down on a cold table and lie there.\Are you not slacking off today?\Did I imagine that? response:	I'm sure I heard it.
context: I shouldn't have come here.\I shouldn't have come.\I shouldn't have come.\I want to put on my flannel pajamas and go to bed...\I want to put my face down on a cold table and lie there.\Are you not slacking off today?\Did I imagine that?\I'm sure I heard it. response:	No, it doesn't matter...
context: I shouldn't have come.\I shouldn't have come.\I want to put on my flannel pajamas and go to bed...\I want to put my face down on a cold table and lie there.\Are you not slacking off today?\Did I imagine that?\I'm sure I heard it.\No, it doesn't matter... response:	Of course I want to slack off, but...
context: I shouldn't have come.\I want to put on my flannel pajamas and go to bed...\I want to put my face down on a cold table and lie there.\Are you not slacking off today?\Did I imagine that?\I'm sure I heard it.\No, it doesn't matter...\Of course I want to slack off, but... response:	Lenessia...
context: I want to put on my flannel pajamas and go to bed...\I want to put my face down on a cold table and lie there.\Are you not slacking off today?\Did I imagine that?\I'm sure I heard it.\No, it doesn't matter...\Of course I want to slack off, but...\Lenessia... response:	Sir Crusty...
context: I want to put my face down on a cold table and lie there.\Are you not slacking off today?\Did I imagine that?\I'm sure I heard it.\No, it doesn't matter...\Of course I want to slack off, but...\Lenessia...\Sir Crusty... response:	Yes, Princess Lenessia?
context: Are you not slacking off today?\Did I imagine that?\I'm sure I heard it.\No, it doesn't matter...\Of course I want to slack off, but...\Lenessia...\Sir Crusty...\Yes, Princess Lenessia? response:	I am going to Akihabara.
context: Did I imagine that?\I'm sure I heard it.\No, it doesn't matter...\Of course I want to slack off, but...\Lenessia...\Sir Crusty...\Yes, Princess Lenessia?\I am going to Akihabara. response:	Accompany me.
context: I'm sure I heard it.\No, it doesn't matter...\Of course I want to slack off, but...\Lenessia...\Sir Crusty...\Yes, Princess Lenessia?\I am going to Akihabara.\Accompany me. response:	To Akihabara? Why?
context: No, it doesn't matter...\Of course I want to slack off, but...\Lenessia...\Sir Crusty...\Yes, Princess Lenessia?\I am going to Akihabara.\Accompany me.\To Akihabara? Why? response:	To raise an army of volunteers.
context: Of course I want to slack off, but...\Lenessia...\Sir Crusty...\Yes, Princess Lenessia?\I am going to Akihabara.\Accompany me.\To Akihabara? Why?\To raise an army of volunteers. response:	Impossible... What can a single woman do?
context: Lenessia...\Sir Crusty...\Yes, Princess Lenessia?\I am going to Akihabara.\Accompany me.\To Akihabara? Why?\To raise an army of volunteers.\Impossible... What can a single woman do? response:	Speaking to a foreign band of knights without permission?
context: Sir Crusty...\Yes, Princess Lenessia?\I am going to Akihabara.\Accompany me.\To Akihabara? Why?\To raise an army of volunteers.\Impossible... What can a single woman do?\Speaking to a foreign band of knights without permission? response:	That far exceeds her authority...
context: Yes, Princess Lenessia?\I am going to Akihabara.\Accompany me.\To Akihabara? Why?\To raise an army of volunteers.\Impossible... What can a single woman do?\Speaking to a foreign band of knights without permission?\That far exceeds her authority... response:	No, the Round Table's representative is going with her...
context: I am going to Akihabara.\Accompany me.\To Akihabara? Why?\To raise an army of volunteers.\Impossible... What can a single woman do?\Speaking to a foreign band of knights without permission?\That far exceeds her authority...\No, the Round Table's representative is going with her... response:	That could change things.
context: Accompany me.\To Akihabara? Why?\To raise an army of volunteers.\Impossible... What can a single woman do?\Speaking to a foreign band of knights without permission?\That far exceeds her authority...\No, the Round Table's representative is going with her...\That could change things. response:	I'm sure that's likely to be a lot of work.
context: To Akihabara? Why?\To raise an army of volunteers.\Impossible... What can a single woman do?\Speaking to a foreign band of knights without permission?\That far exceeds her authority...\No, the Round Table's representative is going with her...\That could change things.\I'm sure that's likely to be a lot of work. response:	Yes.
context: To raise an army of volunteers.\Impossible... What can a single woman do?\Speaking to a foreign band of knights without permission?\That far exceeds her authority...\No, the Round Table's representative is going with her...\That could change things.\I'm sure that's likely to be a lot of work.\Yes. response:	Then why?
context: Impossible... What can a single woman do?\Speaking to a foreign band of knights without permission?\That far exceeds her authority...\No, the Round Table's representative is going with her...\That could change things.\I'm sure that's likely to be a lot of work.\Yes.\Then why? response:	You said that adventurers were free.
context: Speaking to a foreign band of knights without permission?\That far exceeds her authority...\No, the Round Table's representative is going with her...\That could change things.\I'm sure that's likely to be a lot of work.\Yes.\Then why?\You said that adventurers were free. response:	I'm just a stupid girl, so I don't really understand politics.
context: That far exceeds her authority...\No, the Round Table's representative is going with her...\That could change things.\I'm sure that's likely to be a lot of work.\Yes.\Then why?\You said that adventurers were free.\I'm just a stupid girl, so I don't really understand politics. response:	But I think that when you ask someone for something,
context: No, the Round Table's representative is going with her...\That could change things.\I'm sure that's likely to be a lot of work.\Yes.\Then why?\You said that adventurers were free.\I'm just a stupid girl, so I don't really understand politics.\But I think that when you ask someone for something, response:	you should show respect.
context: That could change things.\I'm sure that's likely to be a lot of work.\Yes.\Then why?\You said that adventurers were free.\I'm just a stupid girl, so I don't really understand politics.\But I think that when you ask someone for something,\you should show respect. response:	As a member of the duke's family,
context: I'm sure that's likely to be a lot of work.\Yes.\Then why?\You said that adventurers were free.\I'm just a stupid girl, so I don't really understand politics.\But I think that when you ask someone for something,\you should show respect.\As a member of the duke's family, response:	that's what my father and grandfather taught me.
context: Yes.\Then why?\You said that adventurers were free.\I'm just a stupid girl, so I don't really understand politics.\But I think that when you ask someone for something,\you should show respect.\As a member of the duke's family,\that's what my father and grandfather taught me. response:	That's why
context: Then why?\You said that adventurers were free.\I'm just a stupid girl, so I don't really understand politics.\But I think that when you ask someone for something,\you should show respect.\As a member of the duke's family,\that's what my father and grandfather taught me.\That's why response:	I don't think we should be hiding things from you.
context: You said that adventurers were free.\I'm just a stupid girl, so I don't really understand politics.\But I think that when you ask someone for something,\you should show respect.\As a member of the duke's family,\that's what my father and grandfather taught me.\That's why\I don't think we should be hiding things from you. response:	Including the fact that the Izumo Knights are missing!
context: I'm just a stupid girl, so I don't really understand politics.\But I think that when you ask someone for something,\you should show respect.\As a member of the duke's family,\that's what my father and grandfather taught me.\That's why\I don't think we should be hiding things from you.\Including the fact that the Izumo Knights are missing! response:	What has she done?
context: But I think that when you ask someone for something,\you should show respect.\As a member of the duke's family,\that's what my father and grandfather taught me.\That's why\I don't think we should be hiding things from you.\Including the fact that the Izumo Knights are missing!\What has she done? response:	She's told them our secret!
context: you should show respect.\As a member of the duke's family,\that's what my father and grandfather taught me.\That's why\I don't think we should be hiding things from you.\Including the fact that the Izumo Knights are missing!\What has she done?\She's told them our secret! response:	Well, now you've done it.
context: As a member of the duke's family,\that's what my father and grandfather taught me.\That's why\I don't think we should be hiding things from you.\Including the fact that the Izumo Knights are missing!\What has she done?\She's told them our secret!\Well, now you've done it. response:	When I take responsibility, apologize with me.
context: that's what my father and grandfather taught me.\That's why\I don't think we should be hiding things from you.\Including the fact that the Izumo Knights are missing!\What has she done?\She's told them our secret!\Well, now you've done it.\When I take responsibility, apologize with me. response:	And, exactly what are you planning?
context: That's why\I don't think we should be hiding things from you.\Including the fact that the Izumo Knights are missing!\What has she done?\She's told them our secret!\Well, now you've done it.\When I take responsibility, apologize with me.\And, exactly what are you planning? response:	I see there are things even you don't know.
context: I don't think we should be hiding things from you.\Including the fact that the Izumo Knights are missing!\What has she done?\She's told them our secret!\Well, now you've done it.\When I take responsibility, apologize with me.\And, exactly what are you planning?\I see there are things even you don't know. response:	Nothing.
context: Including the fact that the Izumo Knights are missing!\What has she done?\She's told them our secret!\Well, now you've done it.\When I take responsibility, apologize with me.\And, exactly what are you planning?\I see there are things even you don't know.\Nothing. response:	I don't have any plan at all.
context: What has she done?\She's told them our secret!\Well, now you've done it.\When I take responsibility, apologize with me.\And, exactly what are you planning?\I see there are things even you don't know.\Nothing.\I don't have any plan at all. response:	But...
context: She's told them our secret!\Well, now you've done it.\When I take responsibility, apologize with me.\And, exactly what are you planning?\I see there are things even you don't know.\Nothing.\I don't have any plan at all.\But... response:	As a member of the Cowen family, I do not wish to be insulting.
context: Well, now you've done it.\When I take responsibility, apologize with me.\And, exactly what are you planning?\I see there are things even you don't know.\Nothing.\I don't have any plan at all.\But...\As a member of the Cowen family, I do not wish to be insulting. response:	Grandfather...
context: When I take responsibility, apologize with me.\And, exactly what are you planning?\I see there are things even you don't know.\Nothing.\I don't have any plan at all.\But...\As a member of the Cowen family, I do not wish to be insulting.\Grandfather... response:	Continue.
context: And, exactly what are you planning?\I see there are things even you don't know.\Nothing.\I don't have any plan at all.\But...\As a member of the Cowen family, I do not wish to be insulting.\Grandfather...\Continue. response:	Adventurers are free.
context: I see there are things even you don't know.\Nothing.\I don't have any plan at all.\But...\As a member of the Cowen family, I do not wish to be insulting.\Grandfather...\Continue.\Adventurers are free. response:	They are more free than we are.
context: Nothing.\I don't have any plan at all.\But...\As a member of the Cowen family, I do not wish to be insulting.\Grandfather...\Continue.\Adventurers are free.\They are more free than we are. response:	It's true that we may be weaker than they are.
context: I don't have any plan at all.\But...\As a member of the Cowen family, I do not wish to be insulting.\Grandfather...\Continue.\Adventurers are free.\They are more free than we are.\It's true that we may be weaker than they are. response:	But that doesn't mean that, in our weakness, we can become aggressive.
context: But...\As a member of the Cowen family, I do not wish to be insulting.\Grandfather...\Continue.\Adventurers are free.\They are more free than we are.\It's true that we may be weaker than they are.\But that doesn't mean that, in our weakness, we can become aggressive. response:	We don't have the right to take advantage
context: As a member of the Cowen family, I do not wish to be insulting.\Grandfather...\Continue.\Adventurers are free.\They are more free than we are.\It's true that we may be weaker than they are.\But that doesn't mean that, in our weakness, we can become aggressive.\We don't have the right to take advantage response:	of our weakness and use them as tools!
context: Grandfather...\Continue.\Adventurers are free.\They are more free than we are.\It's true that we may be weaker than they are.\But that doesn't mean that, in our weakness, we can become aggressive.\We don't have the right to take advantage\of our weakness and use them as tools! response:	I shall go to Akihabara, and ask the adventurers directly.
context: Continue.\Adventurers are free.\They are more free than we are.\It's true that we may be weaker than they are.\But that doesn't mean that, in our weakness, we can become aggressive.\We don't have the right to take advantage\of our weakness and use them as tools!\I shall go to Akihabara, and ask the adventurers directly. response:	Sir Crusty said that adventurers are free.
context: Adventurers are free.\They are more free than we are.\It's true that we may be weaker than they are.\But that doesn't mean that, in our weakness, we can become aggressive.\We don't have the right to take advantage\of our weakness and use them as tools!\I shall go to Akihabara, and ask the adventurers directly.\Sir Crusty said that adventurers are free. response:	So if any of them will agree to help us,
context: They are more free than we are.\It's true that we may be weaker than they are.\But that doesn't mean that, in our weakness, we can become aggressive.\We don't have the right to take advantage\of our weakness and use them as tools!\I shall go to Akihabara, and ask the adventurers directly.\Sir Crusty said that adventurers are free.\So if any of them will agree to help us, response:	why would we stop them?
context: It's true that we may be weaker than they are.\But that doesn't mean that, in our weakness, we can become aggressive.\We don't have the right to take advantage\of our weakness and use them as tools!\I shall go to Akihabara, and ask the adventurers directly.\Sir Crusty said that adventurers are free.\So if any of them will agree to help us,\why would we stop them? response:	I shall find even ten or fifteen that will agree to help us.
context: But that doesn't mean that, in our weakness, we can become aggressive.\We don't have the right to take advantage\of our weakness and use them as tools!\I shall go to Akihabara, and ask the adventurers directly.\Sir Crusty said that adventurers are free.\So if any of them will agree to help us,\why would we stop them?\I shall find even ten or fifteen that will agree to help us. response:	I learned from my grandfather that showing respect
context: We don't have the right to take advantage\of our weakness and use them as tools!\I shall go to Akihabara, and ask the adventurers directly.\Sir Crusty said that adventurers are free.\So if any of them will agree to help us,\why would we stop them?\I shall find even ten or fifteen that will agree to help us.\I learned from my grandfather that showing respect response:	doesn't mean using fancy words.
context: of our weakness and use them as tools!\I shall go to Akihabara, and ask the adventurers directly.\Sir Crusty said that adventurers are free.\So if any of them will agree to help us,\why would we stop them?\I shall find even ten or fifteen that will agree to help us.\I learned from my grandfather that showing respect\doesn't mean using fancy words. response:	I'll go there myself, to stand in the street,
context: I shall go to Akihabara, and ask the adventurers directly.\Sir Crusty said that adventurers are free.\So if any of them will agree to help us,\why would we stop them?\I shall find even ten or fifteen that will agree to help us.\I learned from my grandfather that showing respect\doesn't mean using fancy words.\I'll go there myself, to stand in the street, response:	and speak to each adventurer individually!
context: Sir Crusty said that adventurers are free.\So if any of them will agree to help us,\why would we stop them?\I shall find even ten or fifteen that will agree to help us.\I learned from my grandfather that showing respect\doesn't mean using fancy words.\I'll go there myself, to stand in the street,\and speak to each adventurer individually! response:	Princess Lenessia!
context: So if any of them will agree to help us,\why would we stop them?\I shall find even ten or fifteen that will agree to help us.\I learned from my grandfather that showing respect\doesn't mean using fancy words.\I'll go there myself, to stand in the street,\and speak to each adventurer individually!\Princess Lenessia! response:	It's fine.
context: why would we stop them?\I shall find even ten or fifteen that will agree to help us.\I learned from my grandfather that showing respect\doesn't mean using fancy words.\I'll go there myself, to stand in the street,\and speak to each adventurer individually!\Princess Lenessia!\It's fine. response:	She was just very nervous.
context: I shall find even ten or fifteen that will agree to help us.\I learned from my grandfather that showing respect\doesn't mean using fancy words.\I'll go there myself, to stand in the street,\and speak to each adventurer individually!\Princess Lenessia!\It's fine.\She was just very nervous. response:	Can I leave the rest of this to you?
context: I learned from my grandfather that showing respect\doesn't mean using fancy words.\I'll go there myself, to stand in the street,\and speak to each adventurer individually!\Princess Lenessia!\It's fine.\She was just very nervous.\Can I leave the rest of this to you? response:	I couldn't. That would be a waste.
context: doesn't mean using fancy words.\I'll go there myself, to stand in the street,\and speak to each adventurer individually!\Princess Lenessia!\It's fine.\She was just very nervous.\Can I leave the rest of this to you?\I couldn't. That would be a waste. response:	So what will you do?
context: I'll go there myself, to stand in the street,\and speak to each adventurer individually!\Princess Lenessia!\It's fine.\She was just very nervous.\Can I leave the rest of this to you?\I couldn't. That would be a waste.\So what will you do? response:	Will you accept her resolve, or not?
context: and speak to each adventurer individually!\Princess Lenessia!\It's fine.\She was just very nervous.\Can I leave the rest of this to you?\I couldn't. That would be a waste.\So what will you do?\Will you accept her resolve, or not? response:	The final decision lies with you.
context: Princess Lenessia!\It's fine.\She was just very nervous.\Can I leave the rest of this to you?\I couldn't. That would be a waste.\So what will you do?\Will you accept her resolve, or not?\The final decision lies with you. response:	A bird?
context: It's fine.\She was just very nervous.\Can I leave the rest of this to you?\I couldn't. That would be a waste.\So what will you do?\Will you accept her resolve, or not?\The final decision lies with you.\A bird? response:	It's scary out here at night.
context: She was just very nervous.\Can I leave the rest of this to you?\I couldn't. That would be a waste.\So what will you do?\Will you accept her resolve, or not?\The final decision lies with you.\A bird?\It's scary out here at night. response:	There are probably all kinds of enemies still out here.
context: Can I leave the rest of this to you?\I couldn't. That would be a waste.\So what will you do?\Will you accept her resolve, or not?\The final decision lies with you.\A bird?\It's scary out here at night.\There are probably all kinds of enemies still out here. response:	It's true.
context: I couldn't. That would be a waste.\So what will you do?\Will you accept her resolve, or not?\The final decision lies with you.\A bird?\It's scary out here at night.\There are probably all kinds of enemies still out here.\It's true. response:	We've only defeated a tiny percentage of the goblins.
context: So what will you do?\Will you accept her resolve, or not?\The final decision lies with you.\A bird?\It's scary out here at night.\There are probably all kinds of enemies still out here.\It's true.\We've only defeated a tiny percentage of the goblins. response:	No matter how many we kill, it may not matter.
context: Will you accept her resolve, or not?\The final decision lies with you.\A bird?\It's scary out here at night.\There are probably all kinds of enemies still out here.\It's true.\We've only defeated a tiny percentage of the goblins.\No matter how many we kill, it may not matter. response:	It's even scarier when the fighting starts.
context: The final decision lies with you.\A bird?\It's scary out here at night.\There are probably all kinds of enemies still out here.\It's true.\We've only defeated a tiny percentage of the goblins.\No matter how many we kill, it may not matter.\It's even scarier when the fighting starts. response:	You can trip on roots and soft ground.
context: A bird?\It's scary out here at night.\There are probably all kinds of enemies still out here.\It's true.\We've only defeated a tiny percentage of the goblins.\No matter how many we kill, it may not matter.\It's even scarier when the fighting starts.\You can trip on roots and soft ground. response:	Yeah, you lose your balance easily.
