context: I can't hear... response:	Did Uroko-sama just fart?
context: R-Right...\Yeah, I guess it's weird for me to thank you...\Ena...\Old man, are you from Shioshishio\Oh, Hii-kun!\Thank goodness. You're awake.\I heard you got thrown around.\How do you know about that? response:	Did that guy contact you?!
context: Yeah, I guess it's weird for me to thank you...\Ena...\Old man, are you from Shioshishio\Oh, Hii-kun!\Thank goodness. You're awake.\I heard you got thrown around.\How do you know about that?\Did that guy contact you?! response:	Yeah. He called me.
context: Ena...\Old man, are you from Shioshishio\Oh, Hii-kun!\Thank goodness. You're awake.\I heard you got thrown around.\How do you know about that?\Did that guy contact you?!\Yeah. He called me. response:	Akari! Give up on that guy!
context: Old man, are you from Shioshishio\Oh, Hii-kun!\Thank goodness. You're awake.\I heard you got thrown around.\How do you know about that?\Did that guy contact you?!\Yeah. He called me.\Akari! Give up on that guy! response:	He's totally not
context: Oh, Hii-kun!\Thank goodness. You're awake.\I heard you got thrown around.\How do you know about that?\Did that guy contact you?!\Yeah. He called me.\Akari! Give up on that guy!\He's totally not response:	Yeah, I'm going to.
context: Thank goodness. You're awake.\I heard you got thrown around.\How do you know about that?\Did that guy contact you?!\Yeah. He called me.\Akari! Give up on that guy!\He's totally not\Yeah, I'm going to. response:	Huh?
context: I heard you got thrown around.\How do you know about that?\Did that guy contact you?!\Yeah. He called me.\Akari! Give up on that guy!\He's totally not\Yeah, I'm going to.\Huh? response:	It wouldn't have worked out with him anyway.
context: How do you know about that?\Did that guy contact you?!\Yeah. He called me.\Akari! Give up on that guy!\He's totally not\Yeah, I'm going to.\Huh?\It wouldn't have worked out with him anyway. response:	H-Hey, you're giving up that easily?
context: Did that guy contact you?!\Yeah. He called me.\Akari! Give up on that guy!\He's totally not\Yeah, I'm going to.\Huh?\It wouldn't have worked out with him anyway.\H-Hey, you're giving up that easily? response:	It's fine.
context: Yeah. He called me.\Akari! Give up on that guy!\He's totally not\Yeah, I'm going to.\Huh?\It wouldn't have worked out with him anyway.\H-Hey, you're giving up that easily?\It's fine. response:	No, it's not!
context: Akari! Give up on that guy!\He's totally not\Yeah, I'm going to.\Huh?\It wouldn't have worked out with him anyway.\H-Hey, you're giving up that easily?\It's fine.\No, it's not! response:	You can worry about the baby when you actually have one...
context: He's totally not\Yeah, I'm going to.\Huh?\It wouldn't have worked out with him anyway.\H-Hey, you're giving up that easily?\It's fine.\No, it's not!\You can worry about the baby when you actually have one... response:	Oh? You're supposed to learn that in health class your third year in junior high...
context: Yeah, I'm going to.\Huh?\It wouldn't have worked out with him anyway.\H-Hey, you're giving up that easily?\It's fine.\No, it's not!\You can worry about the baby when you actually have one...\Oh? You're supposed to learn that in health class your third year in junior high... response:	but you already found out?
context: Huh?\It wouldn't have worked out with him anyway.\H-Hey, you're giving up that easily?\It's fine.\No, it's not!\You can worry about the baby when you actually have one...\Oh? You're supposed to learn that in health class your third year in junior high...\but you already found out? response:	It's fine. Really.
context: It wouldn't have worked out with him anyway.\H-Hey, you're giving up that easily?\It's fine.\No, it's not!\You can worry about the baby when you actually have one...\Oh? You're supposed to learn that in health class your third year in junior high...\but you already found out?\It's fine. Really. response:	People on the surface and people of the sea...
context: H-Hey, you're giving up that easily?\It's fine.\No, it's not!\You can worry about the baby when you actually have one...\Oh? You're supposed to learn that in health class your third year in junior high...\but you already found out?\It's fine. Really.\People on the surface and people of the sea... response:	shouldn't be together anyway.
context: It's fine.\No, it's not!\You can worry about the baby when you actually have one...\Oh? You're supposed to learn that in health class your third year in junior high...\but you already found out?\It's fine. Really.\People on the surface and people of the sea...\shouldn't be together anyway. response:	Akari...
context: No, it's not!\You can worry about the baby when you actually have one...\Oh? You're supposed to learn that in health class your third year in junior high...\but you already found out?\It's fine. Really.\People on the surface and people of the sea...\shouldn't be together anyway.\Akari... response:	But you know...
context: You can worry about the baby when you actually have one...\Oh? You're supposed to learn that in health class your third year in junior high...\but you already found out?\It's fine. Really.\People on the surface and people of the sea...\shouldn't be together anyway.\Akari...\But you know... response:	Right now, there are only a few single guys in the village, right?
context: Oh? You're supposed to learn that in health class your third year in junior high...\but you already found out?\It's fine. Really.\People on the surface and people of the sea...\shouldn't be together anyway.\Akari...\But you know...\Right now, there are only a few single guys in the village, right? response:	So getting married is pretty hard...
context: but you already found out?\It's fine. Really.\People on the surface and people of the sea...\shouldn't be together anyway.\Akari...\But you know...\Right now, there are only a few single guys in the village, right?\So getting married is pretty hard... response:	How can you laugh?
context: It's fine. Really.\People on the surface and people of the sea...\shouldn't be together anyway.\Akari...\But you know...\Right now, there are only a few single guys in the village, right?\So getting married is pretty hard...\How can you laugh? response:	Well, I guess I'll just have to resort to forbidden love.
context: People on the surface and people of the sea...\shouldn't be together anyway.\Akari...\But you know...\Right now, there are only a few single guys in the village, right?\So getting married is pretty hard...\How can you laugh?\Well, I guess I'll just have to resort to forbidden love. response:	Akari! Stop messing around! Let me go!
context: shouldn't be together anyway.\Akari...\But you know...\Right now, there are only a few single guys in the village, right?\So getting married is pretty hard...\How can you laugh?\Well, I guess I'll just have to resort to forbidden love.\Akari! Stop messing around! Let me go! response:	You're so cute.
context: Akari...\But you know...\Right now, there are only a few single guys in the village, right?\So getting married is pretty hard...\How can you laugh?\Well, I guess I'll just have to resort to forbidden love.\Akari! Stop messing around! Let me go!\You're so cute. response:	Hey! What are you
context: But you know...\Right now, there are only a few single guys in the village, right?\So getting married is pretty hard...\How can you laugh?\Well, I guess I'll just have to resort to forbidden love.\Akari! Stop messing around! Let me go!\You're so cute.\Hey! What are you response:	Akari...
context: Right now, there are only a few single guys in the village, right?\So getting married is pretty hard...\How can you laugh?\Well, I guess I'll just have to resort to forbidden love.\Akari! Stop messing around! Let me go!\You're so cute.\Hey! What are you\Akari... response:	Morning!
context: So getting married is pretty hard...\How can you laugh?\Well, I guess I'll just have to resort to forbidden love.\Akari! Stop messing around! Let me go!\You're so cute.\Hey! What are you\Akari...\Morning! response:	Hey, it's Kihara-kun.
context: How can you laugh?\Well, I guess I'll just have to resort to forbidden love.\Akari! Stop messing around! Let me go!\You're so cute.\Hey! What are you\Akari...\Morning!\Hey, it's Kihara-kun. response:	Good morning.
context: Well, I guess I'll just have to resort to forbidden love.\Akari! Stop messing around! Let me go!\You're so cute.\Hey! What are you\Akari...\Morning!\Hey, it's Kihara-kun.\Good morning. response:	Morning.
context: Akari! Stop messing around! Let me go!\You're so cute.\Hey! What are you\Akari...\Morning!\Hey, it's Kihara-kun.\Good morning.\Morning. response:	How are you feeling?
context: You're so cute.\Hey! What are you\Akari...\Morning!\Hey, it's Kihara-kun.\Good morning.\Morning.\How are you feeling? response:	R-Right...
context: Hey! What are you\Akari...\Morning!\Hey, it's Kihara-kun.\Good morning.\Morning.\How are you feeling?\R-Right... response:	Tsumugu, thanks for yesterday.
context: Akari...\Morning!\Hey, it's Kihara-kun.\Good morning.\Morning.\How are you feeling?\R-Right...\Tsumugu, thanks for yesterday. response:	Huh?
context: Morning!\Hey, it's Kihara-kun.\Good morning.\Morning.\How are you feeling?\R-Right...\Tsumugu, thanks for yesterday.\Huh? response:	I-I was trying really hard not to call him by his first name!
context: Hey, it's Kihara-kun.\Good morning.\Morning.\How are you feeling?\R-Right...\Tsumugu, thanks for yesterday.\Huh?\I-I was trying really hard not to call him by his first name! response:	You said that it was perverted if I did, Hii-kun!
context: Good morning.\Morning.\How are you feeling?\R-Right...\Tsumugu, thanks for yesterday.\Huh?\I-I was trying really hard not to call him by his first name!\You said that it was perverted if I did, Hii-kun! response:	I-It's fine if it's between guys!
context: Morning.\How are you feeling?\R-Right...\Tsumugu, thanks for yesterday.\Huh?\I-I was trying really hard not to call him by his first name!\You said that it was perverted if I did, Hii-kun!\I-It's fine if it's between guys! response:	What?!
context: How are you feeling?\R-Right...\Tsumugu, thanks for yesterday.\Huh?\I-I was trying really hard not to call him by his first name!\You said that it was perverted if I did, Hii-kun!\I-It's fine if it's between guys!\What?! response:	I see. Then I'll call him that, too.
context: R-Right...\Tsumugu, thanks for yesterday.\Huh?\I-I was trying really hard not to call him by his first name!\You said that it was perverted if I did, Hii-kun!\I-It's fine if it's between guys!\What?!\I see. Then I'll call him that, too. response:	Tsumugu.
context: Tsumugu, thanks for yesterday.\Huh?\I-I was trying really hard not to call him by his first name!\You said that it was perverted if I did, Hii-kun!\I-It's fine if it's between guys!\What?!\I see. Then I'll call him that, too.\Tsumugu. response:	Hey, no fair, Kaname!
context: Huh?\I-I was trying really hard not to call him by his first name!\You said that it was perverted if I did, Hii-kun!\I-It's fine if it's between guys!\What?!\I see. Then I'll call him that, too.\Tsumugu.\Hey, no fair, Kaname! response:	Then I'm going to do it too! It's okay, right, Tsumugu-kun?
context: I-I was trying really hard not to call him by his first name!\You said that it was perverted if I did, Hii-kun!\I-It's fine if it's between guys!\What?!\I see. Then I'll call him that, too.\Tsumugu.\Hey, no fair, Kaname!\Then I'm going to do it too! It's okay, right, Tsumugu-kun? response:	Huh? Uh, sure...
context: You said that it was perverted if I did, Hii-kun!\I-It's fine if it's between guys!\What?!\I see. Then I'll call him that, too.\Tsumugu.\Hey, no fair, Kaname!\Then I'm going to do it too! It's okay, right, Tsumugu-kun?\Huh? Uh, sure... response:	Oh, you guys...
context: I-It's fine if it's between guys!\What?!\I see. Then I'll call him that, too.\Tsumugu.\Hey, no fair, Kaname!\Then I'm going to do it too! It's okay, right, Tsumugu-kun?\Huh? Uh, sure...\Oh, you guys... response:	It's decided, then.
context: What?!\I see. Then I'll call him that, too.\Tsumugu.\Hey, no fair, Kaname!\Then I'm going to do it too! It's okay, right, Tsumugu-kun?\Huh? Uh, sure...\Oh, you guys...\It's decided, then. response:	Thank goodness.
context: I see. Then I'll call him that, too.\Tsumugu.\Hey, no fair, Kaname!\Then I'm going to do it too! It's okay, right, Tsumugu-kun?\Huh? Uh, sure...\Oh, you guys...\It's decided, then.\Thank goodness. response:	I'm glad you and Tsumugu-kun are a little closer now.
context: Tsumugu.\Hey, no fair, Kaname!\Then I'm going to do it too! It's okay, right, Tsumugu-kun?\Huh? Uh, sure...\Oh, you guys...\It's decided, then.\Thank goodness.\I'm glad you and Tsumugu-kun are a little closer now. response:	Now you're calling him Tsumugu, too?
context: Hey, no fair, Kaname!\Then I'm going to do it too! It's okay, right, Tsumugu-kun?\Huh? Uh, sure...\Oh, you guys...\It's decided, then.\Thank goodness.\I'm glad you and Tsumugu-kun are a little closer now.\Now you're calling him Tsumugu, too? response:	Well, Tsumugu-kun is nice.
context: Then I'm going to do it too! It's okay, right, Tsumugu-kun?\Huh? Uh, sure...\Oh, you guys...\It's decided, then.\Thank goodness.\I'm glad you and Tsumugu-kun are a little closer now.\Now you're calling him Tsumugu, too?\Well, Tsumugu-kun is nice. response:	I was thinking he'd be able to be friends with you someday, too.
context: Huh? Uh, sure...\Oh, you guys...\It's decided, then.\Thank goodness.\I'm glad you and Tsumugu-kun are a little closer now.\Now you're calling him Tsumugu, too?\Well, Tsumugu-kun is nice.\I was thinking he'd be able to be friends with you someday, too. response:	You really do worry too much.
context: Oh, you guys...\It's decided, then.\Thank goodness.\I'm glad you and Tsumugu-kun are a little closer now.\Now you're calling him Tsumugu, too?\Well, Tsumugu-kun is nice.\I was thinking he'd be able to be friends with you someday, too.\You really do worry too much. response:	You're just like my sister.
context: It's decided, then.\Thank goodness.\I'm glad you and Tsumugu-kun are a little closer now.\Now you're calling him Tsumugu, too?\Well, Tsumugu-kun is nice.\I was thinking he'd be able to be friends with you someday, too.\You really do worry too much.\You're just like my sister. response:	S-Sorry. I didn't mean to act all mature again.
context: Thank goodness.\I'm glad you and Tsumugu-kun are a little closer now.\Now you're calling him Tsumugu, too?\Well, Tsumugu-kun is nice.\I was thinking he'd be able to be friends with you someday, too.\You really do worry too much.\You're just like my sister.\S-Sorry. I didn't mean to act all mature again. response:	Sorry for making you worry all the time.
context: I'm glad you and Tsumugu-kun are a little closer now.\Now you're calling him Tsumugu, too?\Well, Tsumugu-kun is nice.\I was thinking he'd be able to be friends with you someday, too.\You really do worry too much.\You're just like my sister.\S-Sorry. I didn't mean to act all mature again.\Sorry for making you worry all the time. response:	I'll try to be more mature, too...
context: Now you're calling him Tsumugu, too?\Well, Tsumugu-kun is nice.\I was thinking he'd be able to be friends with you someday, too.\You really do worry too much.\You're just like my sister.\S-Sorry. I didn't mean to act all mature again.\Sorry for making you worry all the time.\I'll try to be more mature, too... response:	Hikari?
context: Well, Tsumugu-kun is nice.\I was thinking he'd be able to be friends with you someday, too.\You really do worry too much.\You're just like my sister.\S-Sorry. I didn't mean to act all mature again.\Sorry for making you worry all the time.\I'll try to be more mature, too...\Hikari? response:	Wood Shop Room
context: I was thinking he'd be able to be friends with you someday, too.\You really do worry too much.\You're just like my sister.\S-Sorry. I didn't mean to act all mature again.\Sorry for making you worry all the time.\I'll try to be more mature, too...\Hikari?\Wood Shop Room response:	Looks like you're making good progress.
context: You really do worry too much.\You're just like my sister.\S-Sorry. I didn't mean to act all mature again.\Sorry for making you worry all the time.\I'll try to be more mature, too...\Hikari?\Wood Shop Room\Looks like you're making good progress. response:	Yes.
context: You're just like my sister.\S-Sorry. I didn't mean to act all mature again.\Sorry for making you worry all the time.\I'll try to be more mature, too...\Hikari?\Wood Shop Room\Looks like you're making good progress.\Yes. response:	If you guys keep it up, you'll be done soon.
context: S-Sorry. I didn't mean to act all mature again.\Sorry for making you worry all the time.\I'll try to be more mature, too...\Hikari?\Wood Shop Room\Looks like you're making good progress.\Yes.\If you guys keep it up, you'll be done soon. response:	I know!
context: Sorry for making you worry all the time.\I'll try to be more mature, too...\Hikari?\Wood Shop Room\Looks like you're making good progress.\Yes.\If you guys keep it up, you'll be done soon.\I know! response:	Since you did so well, I'll treat you guys to some ramen.
context: I'll try to be more mature, too...\Hikari?\Wood Shop Room\Looks like you're making good progress.\Yes.\If you guys keep it up, you'll be done soon.\I know!\Since you did so well, I'll treat you guys to some ramen. response:	I've always wanted to treat my students to ramen one day.
context: Hikari?\Wood Shop Room\Looks like you're making good progress.\Yes.\If you guys keep it up, you'll be done soon.\I know!\Since you did so well, I'll treat you guys to some ramen.\I've always wanted to treat my students to ramen one day. response:	Seriously?! Awesome!
context: Wood Shop Room\Looks like you're making good progress.\Yes.\If you guys keep it up, you'll be done soon.\I know!\Since you did so well, I'll treat you guys to some ramen.\I've always wanted to treat my students to ramen one day.\Seriously?! Awesome! response:	I want miso ramen!
context: Looks like you're making good progress.\Yes.\If you guys keep it up, you'll be done soon.\I know!\Since you did so well, I'll treat you guys to some ramen.\I've always wanted to treat my students to ramen one day.\Seriously?! Awesome!\I want miso ramen! response:	But...
context: Yes.\If you guys keep it up, you'll be done soon.\I know!\Since you did so well, I'll treat you guys to some ramen.\I've always wanted to treat my students to ramen one day.\Seriously?! Awesome!\I want miso ramen!\But... response:	It's almost five...
context: If you guys keep it up, you'll be done soon.\I know!\Since you did so well, I'll treat you guys to some ramen.\I've always wanted to treat my students to ramen one day.\Seriously?! Awesome!\I want miso ramen!\But...\It's almost five... response:	Oh, right...
context: I know!\Since you did so well, I'll treat you guys to some ramen.\I've always wanted to treat my students to ramen one day.\Seriously?! Awesome!\I want miso ramen!\But...\It's almost five...\Oh, right... response:	Sorry. Then next time
context: Since you did so well, I'll treat you guys to some ramen.\I've always wanted to treat my students to ramen one day.\Seriously?! Awesome!\I want miso ramen!\But...\It's almost five...\Oh, right...\Sorry. Then next time response:	Hey.
context: I've always wanted to treat my students to ramen one day.\Seriously?! Awesome!\I want miso ramen!\But...\It's almost five...\Oh, right...\Sorry. Then next time\Hey. response:	It's done.
context: Seriously?! Awesome!\I want miso ramen!\But...\It's almost five...\Oh, right...\Sorry. Then next time\Hey.\It's done. response:	Hey, this...
context: I want miso ramen!\But...\It's almost five...\Oh, right...\Sorry. Then next time\Hey.\It's done.\Hey, this... response:	Tsumugu-kun was making this for us so we could get work done at any time.
context: But...\It's almost five...\Oh, right...\Sorry. Then next time\Hey.\It's done.\Hey, this...\Tsumugu-kun was making this for us so we could get work done at any time. response:	Tsumugu-kun...
context: It's almost five...\Oh, right...\Sorry. Then next time\Hey.\It's done.\Hey, this...\Tsumugu-kun was making this for us so we could get work done at any time.\Tsumugu-kun... response:	I thought the fish might want to breathe, too.
context: Oh, right...\Sorry. Then next time\Hey.\It's done.\Hey, this...\Tsumugu-kun was making this for us so we could get work done at any time.\Tsumugu-kun...\I thought the fish might want to breathe, too. response:	Thanks, Tsumugu.
context: Sorry. Then next time\Hey.\It's done.\Hey, this...\Tsumugu-kun was making this for us so we could get work done at any time.\Tsumugu-kun...\I thought the fish might want to breathe, too.\Thanks, Tsumugu. response:	No problem.
context: Hey.\It's done.\Hey, this...\Tsumugu-kun was making this for us so we could get work done at any time.\Tsumugu-kun...\I thought the fish might want to breathe, too.\Thanks, Tsumugu.\No problem. response:	Hey, Manaka?!
context: It's done.\Hey, this...\Tsumugu-kun was making this for us so we could get work done at any time.\Tsumugu-kun...\I thought the fish might want to breathe, too.\Thanks, Tsumugu.\No problem.\Hey, Manaka?! response:	Manaka?
context: Hey, this...\Tsumugu-kun was making this for us so we could get work done at any time.\Tsumugu-kun...\I thought the fish might want to breathe, too.\Thanks, Tsumugu.\No problem.\Hey, Manaka?!\Manaka? response:	I'm sorry!
context: Tsumugu-kun was making this for us so we could get work done at any time.\Tsumugu-kun...\I thought the fish might want to breathe, too.\Thanks, Tsumugu.\No problem.\Hey, Manaka?!\Manaka?\I'm sorry! response:	Huh?
context: Tsumugu-kun...\I thought the fish might want to breathe, too.\Thanks, Tsumugu.\No problem.\Hey, Manaka?!\Manaka?\I'm sorry!\Huh? response:	I was lying!
context: I thought the fish might want to breathe, too.\Thanks, Tsumugu.\No problem.\Hey, Manaka?!\Manaka?\I'm sorry!\Huh?\I was lying! response:	Huh?
context: Thanks, Tsumugu.\No problem.\Hey, Manaka?!\Manaka?\I'm sorry!\Huh?\I was lying!\Huh? response:	Your curse was lifted?
context: No problem.\Hey, Manaka?!\Manaka?\I'm sorry!\Huh?\I was lying!\Huh?\Your curse was lifted? response:	Curse?
context: Hey, Manaka?!\Manaka?\I'm sorry!\Huh?\I was lying!\Huh?\Your curse was lifted?\Curse? response:	But... if Uroko-sama curses me again...
context: Manaka?\I'm sorry!\Huh?\I was lying!\Huh?\Your curse was lifted?\Curse?\But... if Uroko-sama curses me again... response:	Um, that was a curse!
context: I'm sorry!\Huh?\I was lying!\Huh?\Your curse was lifted?\Curse?\But... if Uroko-sama curses me again...\Um, that was a curse! response:	Because I threw some food at him...
context: Huh?\I was lying!\Huh?\Your curse was lifted?\Curse?\But... if Uroko-sama curses me again...\Um, that was a curse!\Because I threw some food at him... response:	Though he didn't curse me again last time...
context: I was lying!\Huh?\Your curse was lifted?\Curse?\But... if Uroko-sama curses me again...\Um, that was a curse!\Because I threw some food at him...\Though he didn't curse me again last time... response:	If I try to do something bad again, he'll probably do it!
context: Huh?\Your curse was lifted?\Curse?\But... if Uroko-sama curses me again...\Um, that was a curse!\Because I threw some food at him...\Though he didn't curse me again last time...\If I try to do something bad again, he'll probably do it! response:	Let's meet again.
context: Your curse was lifted?\Curse?\But... if Uroko-sama curses me again...\Um, that was a curse!\Because I threw some food at him...\Though he didn't curse me again last time...\If I try to do something bad again, he'll probably do it!\Let's meet again. response:	Manaka... what are you doing?
context: Curse?\But... if Uroko-sama curses me again...\Um, that was a curse!\Because I threw some food at him...\Though he didn't curse me again last time...\If I try to do something bad again, he'll probably do it!\Let's meet again.\Manaka... what are you doing? response:	I'm impersonating the fish from the curse.
context: But... if Uroko-sama curses me again...\Um, that was a curse!\Because I threw some food at him...\Though he didn't curse me again last time...\If I try to do something bad again, he'll probably do it!\Let's meet again.\Manaka... what are you doing?\I'm impersonating the fish from the curse. response:	That's not what I meant!
context: Um, that was a curse!\Because I threw some food at him...\Though he didn't curse me again last time...\If I try to do something bad again, he'll probably do it!\Let's meet again.\Manaka... what are you doing?\I'm impersonating the fish from the curse.\That's not what I meant! response:	Huh?!
context: Because I threw some food at him...\Though he didn't curse me again last time...\If I try to do something bad again, he'll probably do it!\Let's meet again.\Manaka... what are you doing?\I'm impersonating the fish from the curse.\That's not what I meant!\Huh?! response:	Hey, Hikari!
context: Though he didn't curse me again last time...\If I try to do something bad again, he'll probably do it!\Let's meet again.\Manaka... what are you doing?\I'm impersonating the fish from the curse.\That's not what I meant!\Huh?!\Hey, Hikari! response:	Thanks!
context: If I try to do something bad again, he'll probably do it!\Let's meet again.\Manaka... what are you doing?\I'm impersonating the fish from the curse.\That's not what I meant!\Huh?!\Hey, Hikari!\Thanks! response:	Me too.
context: Let's meet again.\Manaka... what are you doing?\I'm impersonating the fish from the curse.\That's not what I meant!\Huh?!\Hey, Hikari!\Thanks!\Me too. response:	You're all wet!
context: Manaka... what are you doing?\I'm impersonating the fish from the curse.\That's not what I meant!\Huh?!\Hey, Hikari!\Thanks!\Me too.\You're all wet! response:	Um... what about the ramen?
context: I'm impersonating the fish from the curse.\That's not what I meant!\Huh?!\Hey, Hikari!\Thanks!\Me too.\You're all wet!\Um... what about the ramen? response:	You really do dry up.
context: That's not what I meant!\Huh?!\Hey, Hikari!\Thanks!\Me too.\You're all wet!\Um... what about the ramen?\You really do dry up. response:	But you're all soaked, Tsumugu-kun.
context: Huh?!\Hey, Hikari!\Thanks!\Me too.\You're all wet!\Um... what about the ramen?\You really do dry up.\But you're all soaked, Tsumugu-kun. response:	Hikari?
context: Hey, Hikari!\Thanks!\Me too.\You're all wet!\Um... what about the ramen?\You really do dry up.\But you're all soaked, Tsumugu-kun.\Hikari? response:	I forgot that I had to stop by some place.
context: Thanks!\Me too.\You're all wet!\Um... what about the ramen?\You really do dry up.\But you're all soaked, Tsumugu-kun.\Hikari?\I forgot that I had to stop by some place. response:	You guys go on ahead!
context: Me too.\You're all wet!\Um... what about the ramen?\You really do dry up.\But you're all soaked, Tsumugu-kun.\Hikari?\I forgot that I had to stop by some place.\You guys go on ahead! response:	Eh?
context: You're all wet!\Um... what about the ramen?\You really do dry up.\But you're all soaked, Tsumugu-kun.\Hikari?\I forgot that I had to stop by some place.\You guys go on ahead!\Eh? response:	Wh-What the hell?
context: Um... what about the ramen?\You really do dry up.\But you're all soaked, Tsumugu-kun.\Hikari?\I forgot that I had to stop by some place.\You guys go on ahead!\Eh?\Wh-What the hell? response:	Oh, it's you guys again.
context: You really do dry up.\But you're all soaked, Tsumugu-kun.\Hikari?\I forgot that I had to stop by some place.\You guys go on ahead!\Eh?\Wh-What the hell?\Oh, it's you guys again. response:	Huh? But on TV, they lost consciousness after that.
context: But you're all soaked, Tsumugu-kun.\Hikari?\I forgot that I had to stop by some place.\You guys go on ahead!\Eh?\Wh-What the hell?\Oh, it's you guys again.\Huh? But on TV, they lost consciousness after that. response:	Something's not right!
context: Hikari?\I forgot that I had to stop by some place.\You guys go on ahead!\Eh?\Wh-What the hell?\Oh, it's you guys again.\Huh? But on TV, they lost consciousness after that.\Something's not right! response:	You need to soak it with chloroform to do that!
context: I forgot that I had to stop by some place.\You guys go on ahead!\Eh?\Wh-What the hell?\Oh, it's you guys again.\Huh? But on TV, they lost consciousness after that.\Something's not right!\You need to soak it with chloroform to do that! response:	It's not going to work with just a handkerchief.
context: You guys go on ahead!\Eh?\Wh-What the hell?\Oh, it's you guys again.\Huh? But on TV, they lost consciousness after that.\Something's not right!\You need to soak it with chloroform to do that!\It's not going to work with just a handkerchief. response:	The damn media got me dancing to their tune.
context: Eh?\Wh-What the hell?\Oh, it's you guys again.\Huh? But on TV, they lost consciousness after that.\Something's not right!\You need to soak it with chloroform to do that!\It's not going to work with just a handkerchief.\The damn media got me dancing to their tune. response:	Yeah, dancing like an octopus.
context: Wh-What the hell?\Oh, it's you guys again.\Huh? But on TV, they lost consciousness after that.\Something's not right!\You need to soak it with chloroform to do that!\It's not going to work with just a handkerchief.\The damn media got me dancing to their tune.\Yeah, dancing like an octopus. response:	You're the octopus, octopus-head!
context: Oh, it's you guys again.\Huh? But on TV, they lost consciousness after that.\Something's not right!\You need to soak it with chloroform to do that!\It's not going to work with just a handkerchief.\The damn media got me dancing to their tune.\Yeah, dancing like an octopus.\You're the octopus, octopus-head! response:	Hey.
context: Huh? But on TV, they lost consciousness after that.\Something's not right!\You need to soak it with chloroform to do that!\It's not going to work with just a handkerchief.\The damn media got me dancing to their tune.\Yeah, dancing like an octopus.\You're the octopus, octopus-head!\Hey. response:	What? If you're her friend, do something about this idiot
context: Something's not right!\You need to soak it with chloroform to do that!\It's not going to work with just a handkerchief.\The damn media got me dancing to their tune.\Yeah, dancing like an octopus.\You're the octopus, octopus-head!\Hey.\What? If you're her friend, do something about this idiot response:	Help me.
context: You need to soak it with chloroform to do that!\It's not going to work with just a handkerchief.\The damn media got me dancing to their tune.\Yeah, dancing like an octopus.\You're the octopus, octopus-head!\Hey.\What? If you're her friend, do something about this idiot\Help me. response:	Huh?
context: It's not going to work with just a handkerchief.\The damn media got me dancing to their tune.\Yeah, dancing like an octopus.\You're the octopus, octopus-head!\Hey.\What? If you're her friend, do something about this idiot\Help me.\Huh? response:	Help me break up my dad and that woman.
context: The damn media got me dancing to their tune.\Yeah, dancing like an octopus.\You're the octopus, octopus-head!\Hey.\What? If you're her friend, do something about this idiot\Help me.\Huh?\Help me break up my dad and that woman. response:	Dad?!
context: Yeah, dancing like an octopus.\You're the octopus, octopus-head!\Hey.\What? If you're her friend, do something about this idiot\Help me.\Huh?\Help me break up my dad and that woman.\Dad?! response:	That's a rather blunt criminal declaration.
context: You're the octopus, octopus-head!\Hey.\What? If you're her friend, do something about this idiot\Help me.\Huh?\Help me break up my dad and that woman.\Dad?!\That's a rather blunt criminal declaration. response:	Let's keep this between us, Kaname.
context: Hey.\What? If you're her friend, do something about this idiot\Help me.\Huh?\Help me break up my dad and that woman.\Dad?!\That's a rather blunt criminal declaration.\Let's keep this between us, Kaname. response:	That's not fair!
context: What? If you're her friend, do something about this idiot\Help me.\Huh?\Help me break up my dad and that woman.\Dad?!\That's a rather blunt criminal declaration.\Let's keep this between us, Kaname.\That's not fair! response:	Am I the only bad guy?
context: Help me.\Huh?\Help me break up my dad and that woman.\Dad?!\That's a rather blunt criminal declaration.\Let's keep this between us, Kaname.\That's not fair!\Am I the only bad guy? response:	Forgive me! Please!
context: Huh?\Help me break up my dad and that woman.\Dad?!\That's a rather blunt criminal declaration.\Let's keep this between us, Kaname.\That's not fair!\Am I the only bad guy?\Forgive me! Please! response:	Episode 4: Because We're Friends
