context: This is bad... Very bad... response:	Subaru? What's wrong?
context: I'll introduce myself first, then.\My name is Natsuki Subaru.\Not only am I clueless, I'm also broke beyond compare!\Nice to meet ya!\When that's all you say, you really do sound hopeless.\And I'm Puck! Nice to meet you!\It's very unusual to see someone who can touch a spirit so casually.\Where are you from? response:	Well, following the usual pattern, a small island nation to the east.
context: My name is Natsuki Subaru.\Not only am I clueless, I'm also broke beyond compare!\Nice to meet ya!\When that's all you say, you really do sound hopeless.\And I'm Puck! Nice to meet you!\It's very unusual to see someone who can touch a spirit so casually.\Where are you from?\Well, following the usual pattern, a small island nation to the east. response:	Lugunica is the easternmost nation on our continental map.
context: Not only am I clueless, I'm also broke beyond compare!\Nice to meet ya!\When that's all you say, you really do sound hopeless.\And I'm Puck! Nice to meet you!\It's very unusual to see someone who can touch a spirit so casually.\Where are you from?\Well, following the usual pattern, a small island nation to the east.\Lugunica is the easternmost nation on our continental map. response:	There's no nation east of here.
context: Nice to meet ya!\When that's all you say, you really do sound hopeless.\And I'm Puck! Nice to meet you!\It's very unusual to see someone who can touch a spirit so casually.\Where are you from?\Well, following the usual pattern, a small island nation to the east.\Lugunica is the easternmost nation on our continental map.\There's no nation east of here. response:	No way, really? There's nothing east of here?
context: When that's all you say, you really do sound hopeless.\And I'm Puck! Nice to meet you!\It's very unusual to see someone who can touch a spirit so casually.\Where are you from?\Well, following the usual pattern, a small island nation to the east.\Lugunica is the easternmost nation on our continental map.\There's no nation east of here.\No way, really? There's nothing east of here? response:	You have no idea where you are, you have no money,
context: And I'm Puck! Nice to meet you!\It's very unusual to see someone who can touch a spirit so casually.\Where are you from?\Well, following the usual pattern, a small island nation to the east.\Lugunica is the easternmost nation on our continental map.\There's no nation east of here.\No way, really? There's nothing east of here?\You have no idea where you are, you have no money, response:	you can't read, and you have no one who can help you.
context: It's very unusual to see someone who can touch a spirit so casually.\Where are you from?\Well, following the usual pattern, a small island nation to the east.\Lugunica is the easternmost nation on our continental map.\There's no nation east of here.\No way, really? There's nothing east of here?\You have no idea where you are, you have no money,\you can't read, and you have no one who can help you. response:	You might be in an even more precarious position than me, um...
context: Where are you from?\Well, following the usual pattern, a small island nation to the east.\Lugunica is the easternmost nation on our continental map.\There's no nation east of here.\No way, really? There's nothing east of here?\You have no idea where you are, you have no money,\you can't read, and you have no one who can help you.\You might be in an even more precarious position than me, um... response:	Subaru... was it?
context: Well, following the usual pattern, a small island nation to the east.\Lugunica is the easternmost nation on our continental map.\There's no nation east of here.\No way, really? There's nothing east of here?\You have no idea where you are, you have no money,\you can't read, and you have no one who can help you.\You might be in an even more precarious position than me, um...\Subaru... was it? response:	Yes, that's my name.
context: Lugunica is the easternmost nation on our continental map.\There's no nation east of here.\No way, really? There's nothing east of here?\You have no idea where you are, you have no money,\you can't read, and you have no one who can help you.\You might be in an even more precarious position than me, um...\Subaru... was it?\Yes, that's my name. response:	But when I look at you this way, you look pretty well-built.
context: There's no nation east of here.\No way, really? There's nothing east of here?\You have no idea where you are, you have no money,\you can't read, and you have no one who can help you.\You might be in an even more precarious position than me, um...\Subaru... was it?\Yes, that's my name.\But when I look at you this way, you look pretty well-built. response:	I do work out every day.
context: No way, really? There's nothing east of here?\You have no idea where you are, you have no money,\you can't read, and you have no one who can help you.\You might be in an even more precarious position than me, um...\Subaru... was it?\Yes, that's my name.\But when I look at you this way, you look pretty well-built.\I do work out every day. response:	For a shut-in who's gotta guard his house, that much is a given.
context: You have no idea where you are, you have no money,\you can't read, and you have no one who can help you.\You might be in an even more precarious position than me, um...\Subaru... was it?\Yes, that's my name.\But when I look at you this way, you look pretty well-built.\I do work out every day.\For a shut-in who's gotta guard his house, that much is a given. response:	I'm not sure I understand what a shut-in is,
context: you can't read, and you have no one who can help you.\You might be in an even more precarious position than me, um...\Subaru... was it?\Yes, that's my name.\But when I look at you this way, you look pretty well-built.\I do work out every day.\For a shut-in who's gotta guard his house, that much is a given.\I'm not sure I understand what a shut-in is, response:	but that means you're from a respectable family, right?
context: You might be in an even more precarious position than me, um...\Subaru... was it?\Yes, that's my name.\But when I look at you this way, you look pretty well-built.\I do work out every day.\For a shut-in who's gotta guard his house, that much is a given.\I'm not sure I understand what a shut-in is,\but that means you're from a respectable family, right? response:	H-Hey
context: Subaru... was it?\Yes, that's my name.\But when I look at you this way, you look pretty well-built.\I do work out every day.\For a shut-in who's gotta guard his house, that much is a given.\I'm not sure I understand what a shut-in is,\but that means you're from a respectable family, right?\H-Hey response:	Your fingers, too. They're very pretty.
context: Yes, that's my name.\But when I look at you this way, you look pretty well-built.\I do work out every day.\For a shut-in who's gotta guard his house, that much is a given.\I'm not sure I understand what a shut-in is,\but that means you're from a respectable family, right?\H-Hey\Your fingers, too. They're very pretty. response:	They're evidence that you don't live like a peasant at all.
context: But when I look at you this way, you look pretty well-built.\I do work out every day.\For a shut-in who's gotta guard his house, that much is a given.\I'm not sure I understand what a shut-in is,\but that means you're from a respectable family, right?\H-Hey\Your fingers, too. They're very pretty.\They're evidence that you don't live like a peasant at all. response:	And your muscles don't look like the kind you gain by working.
context: I do work out every day.\For a shut-in who's gotta guard his house, that much is a given.\I'm not sure I understand what a shut-in is,\but that means you're from a respectable family, right?\H-Hey\Your fingers, too. They're very pretty.\They're evidence that you don't live like a peasant at all.\And your muscles don't look like the kind you gain by working. response:	Uh, anyway, I know your cat's name now,
context: For a shut-in who's gotta guard his house, that much is a given.\I'm not sure I understand what a shut-in is,\but that means you're from a respectable family, right?\H-Hey\Your fingers, too. They're very pretty.\They're evidence that you don't live like a peasant at all.\And your muscles don't look like the kind you gain by working.\Uh, anyway, I know your cat's name now, response:	but I haven't heard yours yet.
context: I'm not sure I understand what a shut-in is,\but that means you're from a respectable family, right?\H-Hey\Your fingers, too. They're very pretty.\They're evidence that you don't live like a peasant at all.\And your muscles don't look like the kind you gain by working.\Uh, anyway, I know your cat's name now,\but I haven't heard yours yet. response:	My name?
context: but that means you're from a respectable family, right?\H-Hey\Your fingers, too. They're very pretty.\They're evidence that you don't live like a peasant at all.\And your muscles don't look like the kind you gain by working.\Uh, anyway, I know your cat's name now,\but I haven't heard yours yet.\My name? response:	Yeah.
context: H-Hey\Your fingers, too. They're very pretty.\They're evidence that you don't live like a peasant at all.\And your muscles don't look like the kind you gain by working.\Uh, anyway, I know your cat's name now,\but I haven't heard yours yet.\My name?\Yeah. response:	I'm...
context: Your fingers, too. They're very pretty.\They're evidence that you don't live like a peasant at all.\And your muscles don't look like the kind you gain by working.\Uh, anyway, I know your cat's name now,\but I haven't heard yours yet.\My name?\Yeah.\I'm... response:	Satella.
context: They're evidence that you don't live like a peasant at all.\And your muscles don't look like the kind you gain by working.\Uh, anyway, I know your cat's name now,\but I haven't heard yours yet.\My name?\Yeah.\I'm...\Satella. response:	I have no family name. You can just call me Satella.
context: And your muscles don't look like the kind you gain by working.\Uh, anyway, I know your cat's name now,\but I haven't heard yours yet.\My name?\Yeah.\I'm...\Satella.\I have no family name. You can just call me Satella. response:	I see... Satella...
context: Uh, anyway, I know your cat's name now,\but I haven't heard yours yet.\My name?\Yeah.\I'm...\Satella.\I have no family name. You can just call me Satella.\I see... Satella... response:	That's a nice name.
context: but I haven't heard yours yet.\My name?\Yeah.\I'm...\Satella.\I have no family name. You can just call me Satella.\I see... Satella...\That's a nice name. response:	You have terrible taste.
context: My name?\Yeah.\I'm...\Satella.\I have no family name. You can just call me Satella.\I see... Satella...\That's a nice name.\You have terrible taste. response:	Okay, time to get back to asking around!
context: Yeah.\I'm...\Satella.\I have no family name. You can just call me Satella.\I see... Satella...\That's a nice name.\You have terrible taste.\Okay, time to get back to asking around! response:	Hey, Subaru...
context: I'm...\Satella.\I have no family name. You can just call me Satella.\I see... Satella...\That's a nice name.\You have terrible taste.\Okay, time to get back to asking around!\Hey, Subaru... response:	Do you get the feeling that child is lost?
context: Satella.\I have no family name. You can just call me Satella.\I see... Satella...\That's a nice name.\You have terrible taste.\Okay, time to get back to asking around!\Hey, Subaru...\Do you get the feeling that child is lost? response:	Uh, but what about our questioning?
context: I have no family name. You can just call me Satella.\I see... Satella...\That's a nice name.\You have terrible taste.\Okay, time to get back to asking around!\Hey, Subaru...\Do you get the feeling that child is lost?\Uh, but what about our questioning? response:	That's important too, but if she's lost, we have to do something.
context: I see... Satella...\That's a nice name.\You have terrible taste.\Okay, time to get back to asking around!\Hey, Subaru...\Do you get the feeling that child is lost?\Uh, but what about our questioning?\That's important too, but if she's lost, we have to do something. response:	I'm in no place to talk after you saved me,
context: That's a nice name.\You have terrible taste.\Okay, time to get back to asking around!\Hey, Subaru...\Do you get the feeling that child is lost?\Uh, but what about our questioning?\That's important too, but if she's lost, we have to do something.\I'm in no place to talk after you saved me, response:	but do you understand the position we're in?
context: You have terrible taste.\Okay, time to get back to asking around!\Hey, Subaru...\Do you get the feeling that child is lost?\Uh, but what about our questioning?\That's important too, but if she's lost, we have to do something.\I'm in no place to talk after you saved me,\but do you understand the position we're in? response:	But...
context: Okay, time to get back to asking around!\Hey, Subaru...\Do you get the feeling that child is lost?\Uh, but what about our questioning?\That's important too, but if she's lost, we have to do something.\I'm in no place to talk after you saved me,\but do you understand the position we're in?\But... response:	She's crying! Is she not, Subaru?
context: Hey, Subaru...\Do you get the feeling that child is lost?\Uh, but what about our questioning?\That's important too, but if she's lost, we have to do something.\I'm in no place to talk after you saved me,\but do you understand the position we're in?\But...\She's crying! Is she not, Subaru? response:	If you can't do this with me, that's fine.
context: Do you get the feeling that child is lost?\Uh, but what about our questioning?\That's important too, but if she's lost, we have to do something.\I'm in no place to talk after you saved me,\but do you understand the position we're in?\But...\She's crying! Is she not, Subaru?\If you can't do this with me, that's fine. response:	Thanks for all your help, Subaru.
context: Uh, but what about our questioning?\That's important too, but if she's lost, we have to do something.\I'm in no place to talk after you saved me,\but do you understand the position we're in?\But...\She's crying! Is she not, Subaru?\If you can't do this with me, that's fine.\Thanks for all your help, Subaru. response:	I'll handle it on my own from here,
context: That's important too, but if she's lost, we have to do something.\I'm in no place to talk after you saved me,\but do you understand the position we're in?\But...\She's crying! Is she not, Subaru?\If you can't do this with me, that's fine.\Thanks for all your help, Subaru.\I'll handle it on my own from here, response:	after I help that little girl.
context: I'm in no place to talk after you saved me,\but do you understand the position we're in?\But...\She's crying! Is she not, Subaru?\If you can't do this with me, that's fine.\Thanks for all your help, Subaru.\I'll handle it on my own from here,\after I help that little girl. response:	I'm sorry I'm not who you were looking for.
context: but do you understand the position we're in?\But...\She's crying! Is she not, Subaru?\If you can't do this with me, that's fine.\Thanks for all your help, Subaru.\I'll handle it on my own from here,\after I help that little girl.\I'm sorry I'm not who you were looking for. response:	So, what's the matter?
context: But...\She's crying! Is she not, Subaru?\If you can't do this with me, that's fine.\Thanks for all your help, Subaru.\I'll handle it on my own from here,\after I help that little girl.\I'm sorry I'm not who you were looking for.\So, what's the matter? response:	Aren't your mom and dad with you?
context: She's crying! Is she not, Subaru?\If you can't do this with me, that's fine.\Thanks for all your help, Subaru.\I'll handle it on my own from here,\after I help that little girl.\I'm sorry I'm not who you were looking for.\So, what's the matter?\Aren't your mom and dad with you? response:	Um, uh... Don't cry...
context: If you can't do this with me, that's fine.\Thanks for all your help, Subaru.\I'll handle it on my own from here,\after I help that little girl.\I'm sorry I'm not who you were looking for.\So, what's the matter?\Aren't your mom and dad with you?\Um, uh... Don't cry... response:	I won't do anything to you, okay?
context: Thanks for all your help, Subaru.\I'll handle it on my own from here,\after I help that little girl.\I'm sorry I'm not who you were looking for.\So, what's the matter?\Aren't your mom and dad with you?\Um, uh... Don't cry...\I won't do anything to you, okay? response:	What I have here is one grooved-edge ten-yen coin.
context: I'll handle it on my own from here,\after I help that little girl.\I'm sorry I'm not who you were looking for.\So, what's the matter?\Aren't your mom and dad with you?\Um, uh... Don't cry...\I won't do anything to you, okay?\What I have here is one grooved-edge ten-yen coin. response:	I will now clutch it tightly in my hand.
context: after I help that little girl.\I'm sorry I'm not who you were looking for.\So, what's the matter?\Aren't your mom and dad with you?\Um, uh... Don't cry...\I won't do anything to you, okay?\What I have here is one grooved-edge ten-yen coin.\I will now clutch it tightly in my hand. response:	Tight, tight, tight... like that!
context: I'm sorry I'm not who you were looking for.\So, what's the matter?\Aren't your mom and dad with you?\Um, uh... Don't cry...\I won't do anything to you, okay?\What I have here is one grooved-edge ten-yen coin.\I will now clutch it tightly in my hand.\Tight, tight, tight... like that! response:	And now... Imagine that!
context: So, what's the matter?\Aren't your mom and dad with you?\Um, uh... Don't cry...\I won't do anything to you, okay?\What I have here is one grooved-edge ten-yen coin.\I will now clutch it tightly in my hand.\Tight, tight, tight... like that!\And now... Imagine that! response:	And this... is where the coin was hiding.
context: Aren't your mom and dad with you?\Um, uh... Don't cry...\I won't do anything to you, okay?\What I have here is one grooved-edge ten-yen coin.\I will now clutch it tightly in my hand.\Tight, tight, tight... like that!\And now... Imagine that!\And this... is where the coin was hiding. response:	You can have this.
context: Um, uh... Don't cry...\I won't do anything to you, okay?\What I have here is one grooved-edge ten-yen coin.\I will now clutch it tightly in my hand.\Tight, tight, tight... like that!\And now... Imagine that!\And this... is where the coin was hiding.\You can have this. response:	It's rare, so take good care of it.
context: I won't do anything to you, okay?\What I have here is one grooved-edge ten-yen coin.\I will now clutch it tightly in my hand.\Tight, tight, tight... like that!\And now... Imagine that!\And this... is where the coin was hiding.\You can have this.\It's rare, so take good care of it. response:	Thank you!
context: What I have here is one grooved-edge ten-yen coin.\I will now clutch it tightly in my hand.\Tight, tight, tight... like that!\And now... Imagine that!\And this... is where the coin was hiding.\You can have this.\It's rare, so take good care of it.\Thank you! response:	I see. You got separated from your mom, huh?
context: I will now clutch it tightly in my hand.\Tight, tight, tight... like that!\And now... Imagine that!\And this... is where the coin was hiding.\You can have this.\It's rare, so take good care of it.\Thank you!\I see. You got separated from your mom, huh? response:	Hey, it'll be fine.
context: Tight, tight, tight... like that!\And now... Imagine that!\And this... is where the coin was hiding.\You can have this.\It's rare, so take good care of it.\Thank you!\I see. You got separated from your mom, huh?\Hey, it'll be fine. response:	Just leave it to me and this young lady here.
context: And now... Imagine that!\And this... is where the coin was hiding.\You can have this.\It's rare, so take good care of it.\Thank you!\I see. You got separated from your mom, huh?\Hey, it'll be fine.\Just leave it to me and this young lady here. response:	We'll find them for you in no time.
context: And this... is where the coin was hiding.\You can have this.\It's rare, so take good care of it.\Thank you!\I see. You got separated from your mom, huh?\Hey, it'll be fine.\Just leave it to me and this young lady here.\We'll find them for you in no time. response:	When we do this,
context: You can have this.\It's rare, so take good care of it.\Thank you!\I see. You got separated from your mom, huh?\Hey, it'll be fine.\Just leave it to me and this young lady here.\We'll find them for you in no time.\When we do this, response:	people who don't know us probably think we're a married couple and child, huh?
context: It's rare, so take good care of it.\Thank you!\I see. You got separated from your mom, huh?\Hey, it'll be fine.\Just leave it to me and this young lady here.\We'll find them for you in no time.\When we do this,\people who don't know us probably think we're a married couple and child, huh? response:	How embarrassing.
context: Thank you!\I see. You got separated from your mom, huh?\Hey, it'll be fine.\Just leave it to me and this young lady here.\We'll find them for you in no time.\When we do this,\people who don't know us probably think we're a married couple and child, huh?\How embarrassing. response:	At best, I can't see you as anything more than her older brother.
context: I see. You got separated from your mom, huh?\Hey, it'll be fine.\Just leave it to me and this young lady here.\We'll find them for you in no time.\When we do this,\people who don't know us probably think we're a married couple and child, huh?\How embarrassing.\At best, I can't see you as anything more than her older brother. response:	What makes you think I'm that much younger than you?!
context: Hey, it'll be fine.\Just leave it to me and this young lady here.\We'll find them for you in no time.\When we do this,\people who don't know us probably think we're a married couple and child, huh?\How embarrassing.\At best, I can't see you as anything more than her older brother.\What makes you think I'm that much younger than you?! response:	Oh! Mommy!
context: Just leave it to me and this young lady here.\We'll find them for you in no time.\When we do this,\people who don't know us probably think we're a married couple and child, huh?\How embarrassing.\At best, I can't see you as anything more than her older brother.\What makes you think I'm that much younger than you?!\Oh! Mommy! response:	Mommy!
context: We'll find them for you in no time.\When we do this,\people who don't know us probably think we're a married couple and child, huh?\How embarrassing.\At best, I can't see you as anything more than her older brother.\What makes you think I'm that much younger than you?!\Oh! Mommy!\Mommy! response:	Looks like she found her.
context: When we do this,\people who don't know us probably think we're a married couple and child, huh?\How embarrassing.\At best, I can't see you as anything more than her older brother.\What makes you think I'm that much younger than you?!\Oh! Mommy!\Mommy!\Looks like she found her. response:	Yeah. I'm glad.
context: people who don't know us probably think we're a married couple and child, huh?\How embarrassing.\At best, I can't see you as anything more than her older brother.\What makes you think I'm that much younger than you?!\Oh! Mommy!\Mommy!\Looks like she found her.\Yeah. I'm glad. response:	So...
context: How embarrassing.\At best, I can't see you as anything more than her older brother.\What makes you think I'm that much younger than you?!\Oh! Mommy!\Mommy!\Looks like she found her.\Yeah. I'm glad.\So... response:	I think we took a pretty long way around,
context: At best, I can't see you as anything more than her older brother.\What makes you think I'm that much younger than you?!\Oh! Mommy!\Mommy!\Looks like she found her.\Yeah. I'm glad.\So...\I think we took a pretty long way around, response:	but what benefit will you insist that you got out of this?
context: What makes you think I'm that much younger than you?!\Oh! Mommy!\Mommy!\Looks like she found her.\Yeah. I'm glad.\So...\I think we took a pretty long way around,\but what benefit will you insist that you got out of this? response:	That's easy. Now we can continue our search with our minds at ease, right?
context: Oh! Mommy!\Mommy!\Looks like she found her.\Yeah. I'm glad.\So...\I think we took a pretty long way around,\but what benefit will you insist that you got out of this?\That's easy. Now we can continue our search with our minds at ease, right? response:	Anyway, why did you help me?
context: Mommy!\Looks like she found her.\Yeah. I'm glad.\So...\I think we took a pretty long way around,\but what benefit will you insist that you got out of this?\That's easy. Now we can continue our search with our minds at ease, right?\Anyway, why did you help me? response:	You were against the idea.
context: Looks like she found her.\Yeah. I'm glad.\So...\I think we took a pretty long way around,\but what benefit will you insist that you got out of this?\That's easy. Now we can continue our search with our minds at ease, right?\Anyway, why did you help me?\You were against the idea. response:	I could say I just wanted to show off my magic trick,
context: Yeah. I'm glad.\So...\I think we took a pretty long way around,\but what benefit will you insist that you got out of this?\That's easy. Now we can continue our search with our minds at ease, right?\Anyway, why did you help me?\You were against the idea.\I could say I just wanted to show off my magic trick, response:	but that would be a lie.
context: So...\I think we took a pretty long way around,\but what benefit will you insist that you got out of this?\That's easy. Now we can continue our search with our minds at ease, right?\Anyway, why did you help me?\You were against the idea.\I could say I just wanted to show off my magic trick,\but that would be a lie. response:	I told you, finding your insignia will be my one good deed for the day!
context: I think we took a pretty long way around,\but what benefit will you insist that you got out of this?\That's easy. Now we can continue our search with our minds at ease, right?\Anyway, why did you help me?\You were against the idea.\I could say I just wanted to show off my magic trick,\but that would be a lie.\I told you, finding your insignia will be my one good deed for the day! response:	Then, since you helped the little girl, isn't your one good deed over?
context: but what benefit will you insist that you got out of this?\That's easy. Now we can continue our search with our minds at ease, right?\Anyway, why did you help me?\You were against the idea.\I could say I just wanted to show off my magic trick,\but that would be a lie.\I told you, finding your insignia will be my one good deed for the day!\Then, since you helped the little girl, isn't your one good deed over? response:	That comeback was way too logical!
context: That's easy. Now we can continue our search with our minds at ease, right?\Anyway, why did you help me?\You were against the idea.\I could say I just wanted to show off my magic trick,\but that would be a lie.\I told you, finding your insignia will be my one good deed for the day!\Then, since you helped the little girl, isn't your one good deed over?\That comeback was way too logical! response:	Come on, it doesn't hurt to do more than one nice thing in a day, right?
context: Anyway, why did you help me?\You were against the idea.\I could say I just wanted to show off my magic trick,\but that would be a lie.\I told you, finding your insignia will be my one good deed for the day!\Then, since you helped the little girl, isn't your one good deed over?\That comeback was way too logical!\Come on, it doesn't hurt to do more than one nice thing in a day, right? response:	I just got tomorrow's out of the way.
context: You were against the idea.\I could say I just wanted to show off my magic trick,\but that would be a lie.\I told you, finding your insignia will be my one good deed for the day!\Then, since you helped the little girl, isn't your one good deed over?\That comeback was way too logical!\Come on, it doesn't hurt to do more than one nice thing in a day, right?\I just got tomorrow's out of the way. response:	My plan is to get a week's worth of good deeds taken care of early!
context: I could say I just wanted to show off my magic trick,\but that would be a lie.\I told you, finding your insignia will be my one good deed for the day!\Then, since you helped the little girl, isn't your one good deed over?\That comeback was way too logical!\Come on, it doesn't hurt to do more than one nice thing in a day, right?\I just got tomorrow's out of the way.\My plan is to get a week's worth of good deeds taken care of early! response:	Subaru, you're the type that basically wastes your whole life, aren't you?
context: but that would be a lie.\I told you, finding your insignia will be my one good deed for the day!\Then, since you helped the little girl, isn't your one good deed over?\That comeback was way too logical!\Come on, it doesn't hurt to do more than one nice thing in a day, right?\I just got tomorrow's out of the way.\My plan is to get a week's worth of good deeds taken care of early!\Subaru, you're the type that basically wastes your whole life, aren't you? response:	You're the last one I want saying that to me.
context: I told you, finding your insignia will be my one good deed for the day!\Then, since you helped the little girl, isn't your one good deed over?\That comeback was way too logical!\Come on, it doesn't hurt to do more than one nice thing in a day, right?\I just got tomorrow's out of the way.\My plan is to get a week's worth of good deeds taken care of early!\Subaru, you're the type that basically wastes your whole life, aren't you?\You're the last one I want saying that to me. response:	You're not a bad boy, though.
context: Then, since you helped the little girl, isn't your one good deed over?\That comeback was way too logical!\Come on, it doesn't hurt to do more than one nice thing in a day, right?\I just got tomorrow's out of the way.\My plan is to get a week's worth of good deeds taken care of early!\Subaru, you're the type that basically wastes your whole life, aren't you?\You're the last one I want saying that to me.\You're not a bad boy, though. response:	Why are you treating me like I'm younger than you again?
context: That comeback was way too logical!\Come on, it doesn't hurt to do more than one nice thing in a day, right?\I just got tomorrow's out of the way.\My plan is to get a week's worth of good deeds taken care of early!\Subaru, you're the type that basically wastes your whole life, aren't you?\You're the last one I want saying that to me.\You're not a bad boy, though.\Why are you treating me like I'm younger than you again? response:	I doubt there's that much difference between us.
context: Come on, it doesn't hurt to do more than one nice thing in a day, right?\I just got tomorrow's out of the way.\My plan is to get a week's worth of good deeds taken care of early!\Subaru, you're the type that basically wastes your whole life, aren't you?\You're the last one I want saying that to me.\You're not a bad boy, though.\Why are you treating me like I'm younger than you again?\I doubt there's that much difference between us. response:	I don't think making guesses on that will help you.
context: I just got tomorrow's out of the way.\My plan is to get a week's worth of good deeds taken care of early!\Subaru, you're the type that basically wastes your whole life, aren't you?\You're the last one I want saying that to me.\You're not a bad boy, though.\Why are you treating me like I'm younger than you again?\I doubt there's that much difference between us.\I don't think making guesses on that will help you. response:	I'm a half-elf.
context: My plan is to get a week's worth of good deeds taken care of early!\Subaru, you're the type that basically wastes your whole life, aren't you?\You're the last one I want saying that to me.\You're not a bad boy, though.\Why are you treating me like I'm younger than you again?\I doubt there's that much difference between us.\I don't think making guesses on that will help you.\I'm a half-elf. response:	Now I get it.
context: Subaru, you're the type that basically wastes your whole life, aren't you?\You're the last one I want saying that to me.\You're not a bad boy, though.\Why are you treating me like I'm younger than you again?\I doubt there's that much difference between us.\I don't think making guesses on that will help you.\I'm a half-elf.\Now I get it. response:	No wonder I thought you were so cute!
context: You're the last one I want saying that to me.\You're not a bad boy, though.\Why are you treating me like I'm younger than you again?\I doubt there's that much difference between us.\I don't think making guesses on that will help you.\I'm a half-elf.\Now I get it.\No wonder I thought you were so cute! response:	Elves are always beautiful, right?
context: You're not a bad boy, though.\Why are you treating me like I'm younger than you again?\I doubt there's that much difference between us.\I don't think making guesses on that will help you.\I'm a half-elf.\Now I get it.\No wonder I thought you were so cute!\Elves are always beautiful, right? response:	What?
context: Why are you treating me like I'm younger than you again?\I doubt there's that much difference between us.\I don't think making guesses on that will help you.\I'm a half-elf.\Now I get it.\No wonder I thought you were so cute!\Elves are always beautiful, right?\What? response:	What? Well, I mean... I'm a half-elf...
context: I doubt there's that much difference between us.\I don't think making guesses on that will help you.\I'm a half-elf.\Now I get it.\No wonder I thought you were so cute!\Elves are always beautiful, right?\What?\What? Well, I mean... I'm a half-elf... response:	Yeah, I heard you.
context: I don't think making guesses on that will help you.\I'm a half-elf.\Now I get it.\No wonder I thought you were so cute!\Elves are always beautiful, right?\What?\What? Well, I mean... I'm a half-elf...\Yeah, I heard you. response:	What'd you do that for?
context: I'm a half-elf.\Now I get it.\No wonder I thought you were so cute!\Elves are always beautiful, right?\What?\What? Well, I mean... I'm a half-elf...\Yeah, I heard you.\What'd you do that for? response:	I just had to do something about this unbearable tingle I feel!
context: Now I get it.\No wonder I thought you were so cute!\Elves are always beautiful, right?\What?\What? Well, I mean... I'm a half-elf...\Yeah, I heard you.\What'd you do that for?\I just had to do something about this unbearable tingle I feel! response:	I can't accept being hit for a reason like that.
context: No wonder I thought you were so cute!\Elves are always beautiful, right?\What?\What? Well, I mean... I'm a half-elf...\Yeah, I heard you.\What'd you do that for?\I just had to do something about this unbearable tingle I feel!\I can't accept being hit for a reason like that. response:	Though I'll forgive you because it was squishy.
context: Elves are always beautiful, right?\What?\What? Well, I mean... I'm a half-elf...\Yeah, I heard you.\What'd you do that for?\I just had to do something about this unbearable tingle I feel!\I can't accept being hit for a reason like that.\Though I'll forgive you because it was squishy. response:	I didn't hit you out of anger or anything.
context: What?\What? Well, I mean... I'm a half-elf...\Yeah, I heard you.\What'd you do that for?\I just had to do something about this unbearable tingle I feel!\I can't accept being hit for a reason like that.\Though I'll forgive you because it was squishy.\I didn't hit you out of anger or anything. response:	The opposite, in fact.
context: What? Well, I mean... I'm a half-elf...\Yeah, I heard you.\What'd you do that for?\I just had to do something about this unbearable tingle I feel!\I can't accept being hit for a reason like that.\Though I'll forgive you because it was squishy.\I didn't hit you out of anger or anything.\The opposite, in fact. response:	Subaru, you're such a dunderhead!
context: Yeah, I heard you.\What'd you do that for?\I just had to do something about this unbearable tingle I feel!\I can't accept being hit for a reason like that.\Though I'll forgive you because it was squishy.\I didn't hit you out of anger or anything.\The opposite, in fact.\Subaru, you're such a dunderhead! response:	Dunderhead? Who says that in this day and age?
context: What'd you do that for?\I just had to do something about this unbearable tingle I feel!\I can't accept being hit for a reason like that.\Though I'll forgive you because it was squishy.\I didn't hit you out of anger or anything.\The opposite, in fact.\Subaru, you're such a dunderhead!\Dunderhead? Who says that in this day and age? response:	And why are you insulting me?
context: I just had to do something about this unbearable tingle I feel!\I can't accept being hit for a reason like that.\Though I'll forgive you because it was squishy.\I didn't hit you out of anger or anything.\The opposite, in fact.\Subaru, you're such a dunderhead!\Dunderhead? Who says that in this day and age?\And why are you insulting me? response:	Hmph! Whatever!
context: I can't accept being hit for a reason like that.\Though I'll forgive you because it was squishy.\I didn't hit you out of anger or anything.\The opposite, in fact.\Subaru, you're such a dunderhead!\Dunderhead? Who says that in this day and age?\And why are you insulting me?\Hmph! Whatever! response:	More importantly, we have to get back to the search.
context: Though I'll forgive you because it was squishy.\I didn't hit you out of anger or anything.\The opposite, in fact.\Subaru, you're such a dunderhead!\Dunderhead? Who says that in this day and age?\And why are you insulting me?\Hmph! Whatever!\More importantly, we have to get back to the search. response:	Hey, hang on!
context: I didn't hit you out of anger or anything.\The opposite, in fact.\Subaru, you're such a dunderhead!\Dunderhead? Who says that in this day and age?\And why are you insulting me?\Hmph! Whatever!\More importantly, we have to get back to the search.\Hey, hang on! response:	Running around without a plan never ends well.
context: The opposite, in fact.\Subaru, you're such a dunderhead!\Dunderhead? Who says that in this day and age?\And why are you insulting me?\Hmph! Whatever!\More importantly, we have to get back to the search.\Hey, hang on!\Running around without a plan never ends well. response:	There's a basic rule of searches.
context: Subaru, you're such a dunderhead!\Dunderhead? Who says that in this day and age?\And why are you insulting me?\Hmph! Whatever!\More importantly, we have to get back to the search.\Hey, hang on!\Running around without a plan never ends well.\There's a basic rule of searches. response:	A basic rule of searches?
context: Dunderhead? Who says that in this day and age?\And why are you insulting me?\Hmph! Whatever!\More importantly, we have to get back to the search.\Hey, hang on!\Running around without a plan never ends well.\There's a basic rule of searches.\A basic rule of searches? response:	Yep. You revisit the crime scene a hundred times.
