context: I'm sorry I'm not straightforward, I can say it in my dreams response:	My thoughts are about to short circuit, I want to see you right now
context: Now do you believe me?\I don't really get it, but Naru seems to be in danger.\Usagi, you have become Sailor Moon.\Now go and save her quickly.\Help me!\Stop it, Mom!\I'm not your mom!\Your mom is locked up in the basement. response:	After I kill you, I'll send her to the other world with you.
context: I don't really get it, but Naru seems to be in danger.\Usagi, you have become Sailor Moon.\Now go and save her quickly.\Help me!\Stop it, Mom!\I'm not your mom!\Your mom is locked up in the basement.\After I kill you, I'll send her to the other world with you. response:	Get away from Naru!
context: Usagi, you have become Sailor Moon.\Now go and save her quickly.\Help me!\Stop it, Mom!\I'm not your mom!\Your mom is locked up in the basement.\After I kill you, I'll send her to the other world with you.\Get away from Naru! response:	Who are you?
context: Now go and save her quickly.\Help me!\Stop it, Mom!\I'm not your mom!\Your mom is locked up in the basement.\After I kill you, I'll send her to the other world with you.\Get away from Naru!\Who are you? response:	Um, I'm the Sailor Warrior of Love and Justice.
context: Help me!\Stop it, Mom!\I'm not your mom!\Your mom is locked up in the basement.\After I kill you, I'll send her to the other world with you.\Get away from Naru!\Who are you?\Um, I'm the Sailor Warrior of Love and Justice. response:	Sailor Moon!
context: Stop it, Mom!\I'm not your mom!\Your mom is locked up in the basement.\After I kill you, I'll send her to the other world with you.\Get away from Naru!\Who are you?\Um, I'm the Sailor Warrior of Love and Justice.\Sailor Moon! response:	In the name of the moon, I will punish you!
context: I'm not your mom!\Your mom is locked up in the basement.\After I kill you, I'll send her to the other world with you.\Get away from Naru!\Who are you?\Um, I'm the Sailor Warrior of Love and Justice.\Sailor Moon!\In the name of the moon, I will punish you! response:	Sailor Moon? I've never heard of such a thing.
context: Your mom is locked up in the basement.\After I kill you, I'll send her to the other world with you.\Get away from Naru!\Who are you?\Um, I'm the Sailor Warrior of Love and Justice.\Sailor Moon!\In the name of the moon, I will punish you!\Sailor Moon? I've never heard of such a thing. response:	Awaken! My slaves that gave their energy to my great ruler.
context: After I kill you, I'll send her to the other world with you.\Get away from Naru!\Who are you?\Um, I'm the Sailor Warrior of Love and Justice.\Sailor Moon!\In the name of the moon, I will punish you!\Sailor Moon? I've never heard of such a thing.\Awaken! My slaves that gave their energy to my great ruler. response:	Hey, what are you people?
context: Get away from Naru!\Who are you?\Um, I'm the Sailor Warrior of Love and Justice.\Sailor Moon!\In the name of the moon, I will punish you!\Sailor Moon? I've never heard of such a thing.\Awaken! My slaves that gave their energy to my great ruler.\Hey, what are you people? response:	Oh no! I'm bleeding!
context: Who are you?\Um, I'm the Sailor Warrior of Love and Justice.\Sailor Moon!\In the name of the moon, I will punish you!\Sailor Moon? I've never heard of such a thing.\Awaken! My slaves that gave their energy to my great ruler.\Hey, what are you people?\Oh no! I'm bleeding! response:	What are you doing, Sailor Moon?
context: Um, I'm the Sailor Warrior of Love and Justice.\Sailor Moon!\In the name of the moon, I will punish you!\Sailor Moon? I've never heard of such a thing.\Awaken! My slaves that gave their energy to my great ruler.\Hey, what are you people?\Oh no! I'm bleeding!\What are you doing, Sailor Moon? response:	You have to fight. You have to destroy that monster.
context: Sailor Moon!\In the name of the moon, I will punish you!\Sailor Moon? I've never heard of such a thing.\Awaken! My slaves that gave their energy to my great ruler.\Hey, what are you people?\Oh no! I'm bleeding!\What are you doing, Sailor Moon?\You have to fight. You have to destroy that monster. response:	Why? Why is this happening to me?
context: In the name of the moon, I will punish you!\Sailor Moon? I've never heard of such a thing.\Awaken! My slaves that gave their energy to my great ruler.\Hey, what are you people?\Oh no! I'm bleeding!\What are you doing, Sailor Moon?\You have to fight. You have to destroy that monster.\Why? Why is this happening to me? response:	I'm going home.
context: Sailor Moon? I've never heard of such a thing.\Awaken! My slaves that gave their energy to my great ruler.\Hey, what are you people?\Oh no! I'm bleeding!\What are you doing, Sailor Moon?\You have to fight. You have to destroy that monster.\Why? Why is this happening to me?\I'm going home. response:	This is the end.
context: Awaken! My slaves that gave their energy to my great ruler.\Hey, what are you people?\Oh no! I'm bleeding!\What are you doing, Sailor Moon?\You have to fight. You have to destroy that monster.\Why? Why is this happening to me?\I'm going home.\This is the end. response:	Who's there?
context: Hey, what are you people?\Oh no! I'm bleeding!\What are you doing, Sailor Moon?\You have to fight. You have to destroy that monster.\Why? Why is this happening to me?\I'm going home.\This is the end.\Who's there? response:	I am Tuxedo Mask.
context: Oh no! I'm bleeding!\What are you doing, Sailor Moon?\You have to fight. You have to destroy that monster.\Why? Why is this happening to me?\I'm going home.\This is the end.\Who's there?\I am Tuxedo Mask. response:	Crying isn't going to solve anything, Sailor Moon.
context: What are you doing, Sailor Moon?\You have to fight. You have to destroy that monster.\Why? Why is this happening to me?\I'm going home.\This is the end.\Who's there?\I am Tuxedo Mask.\Crying isn't going to solve anything, Sailor Moon. response:	But I...
context: You have to fight. You have to destroy that monster.\Why? Why is this happening to me?\I'm going home.\This is the end.\Who's there?\I am Tuxedo Mask.\Crying isn't going to solve anything, Sailor Moon.\But I... response:	Stop crying.
context: Why? Why is this happening to me?\I'm going home.\This is the end.\Who's there?\I am Tuxedo Mask.\Crying isn't going to solve anything, Sailor Moon.\But I...\Stop crying. response:	Take the tiara and yell, Moon Tiara Action and throw it!
context: I'm going home.\This is the end.\Who's there?\I am Tuxedo Mask.\Crying isn't going to solve anything, Sailor Moon.\But I...\Stop crying.\Take the tiara and yell, Moon Tiara Action and throw it! response:	Why do I have to do that?
context: This is the end.\Who's there?\I am Tuxedo Mask.\Crying isn't going to solve anything, Sailor Moon.\But I...\Stop crying.\Take the tiara and yell, Moon Tiara Action and throw it!\Why do I have to do that? response:	Just hurry up and do it! Why do I have to do that?
context: Who's there?\I am Tuxedo Mask.\Crying isn't going to solve anything, Sailor Moon.\But I...\Stop crying.\Take the tiara and yell, Moon Tiara Action and throw it!\Why do I have to do that?\Just hurry up and do it! Why do I have to do that? response:	Just hurry up and do it!
context: I am Tuxedo Mask.\Crying isn't going to solve anything, Sailor Moon.\But I...\Stop crying.\Take the tiara and yell, Moon Tiara Action and throw it!\Why do I have to do that?\Just hurry up and do it! Why do I have to do that?\Just hurry up and do it! response:	Moon Tiara Action!
context: Crying isn't going to solve anything, Sailor Moon.\But I...\Stop crying.\Take the tiara and yell, Moon Tiara Action and throw it!\Why do I have to do that?\Just hurry up and do it! Why do I have to do that?\Just hurry up and do it!\Moon Tiara Action! response:	No way!
context: But I...\Stop crying.\Take the tiara and yell, Moon Tiara Action and throw it!\Why do I have to do that?\Just hurry up and do it! Why do I have to do that?\Just hurry up and do it!\Moon Tiara Action!\No way! response:	Morga, you screwed up. You idiot!
context: Stop crying.\Take the tiara and yell, Moon Tiara Action and throw it!\Why do I have to do that?\Just hurry up and do it! Why do I have to do that?\Just hurry up and do it!\Moon Tiara Action!\No way!\Morga, you screwed up. You idiot! response:	Good job, Sailor Moon!
context: Take the tiara and yell, Moon Tiara Action and throw it!\Why do I have to do that?\Just hurry up and do it! Why do I have to do that?\Just hurry up and do it!\Moon Tiara Action!\No way!\Morga, you screwed up. You idiot!\Good job, Sailor Moon! response:	I'll remember this night.
context: Why do I have to do that?\Just hurry up and do it! Why do I have to do that?\Just hurry up and do it!\Moon Tiara Action!\No way!\Morga, you screwed up. You idiot!\Good job, Sailor Moon!\I'll remember this night. response:	You did well, Sailor Moon.
context: Just hurry up and do it! Why do I have to do that?\Just hurry up and do it!\Moon Tiara Action!\No way!\Morga, you screwed up. You idiot!\Good job, Sailor Moon!\I'll remember this night.\You did well, Sailor Moon. response:	He's gorgeous.
context: Just hurry up and do it!\Moon Tiara Action!\No way!\Morga, you screwed up. You idiot!\Good job, Sailor Moon!\I'll remember this night.\You did well, Sailor Moon.\He's gorgeous. response:	Hey, I had a really wonderful dream last night.
context: Moon Tiara Action!\No way!\Morga, you screwed up. You idiot!\Good job, Sailor Moon!\I'll remember this night.\You did well, Sailor Moon.\He's gorgeous.\Hey, I had a really wonderful dream last night. response:	A warrior of justice named Sailor Moon appeared
context: No way!\Morga, you screwed up. You idiot!\Good job, Sailor Moon!\I'll remember this night.\You did well, Sailor Moon.\He's gorgeous.\Hey, I had a really wonderful dream last night.\A warrior of justice named Sailor Moon appeared response:	and destroyed this monster.
context: Morga, you screwed up. You idiot!\Good job, Sailor Moon!\I'll remember this night.\You did well, Sailor Moon.\He's gorgeous.\Hey, I had a really wonderful dream last night.\A warrior of justice named Sailor Moon appeared\and destroyed this monster. response:	What? I had the same dream!
context: Good job, Sailor Moon!\I'll remember this night.\You did well, Sailor Moon.\He's gorgeous.\Hey, I had a really wonderful dream last night.\A warrior of justice named Sailor Moon appeared\and destroyed this monster.\What? I had the same dream! response:	Me too!
context: I'll remember this night.\You did well, Sailor Moon.\He's gorgeous.\Hey, I had a really wonderful dream last night.\A warrior of justice named Sailor Moon appeared\and destroyed this monster.\What? I had the same dream!\Me too! response:	How strange.
context: You did well, Sailor Moon.\He's gorgeous.\Hey, I had a really wonderful dream last night.\A warrior of justice named Sailor Moon appeared\and destroyed this monster.\What? I had the same dream!\Me too!\How strange. response:	Hey, Usagi. Usagi. Listen!
context: He's gorgeous.\Hey, I had a really wonderful dream last night.\A warrior of justice named Sailor Moon appeared\and destroyed this monster.\What? I had the same dream!\Me too!\How strange.\Hey, Usagi. Usagi. Listen! response:	Be quiet. I'm tired, so let me sleep a little more.
context: Hey, I had a really wonderful dream last night.\A warrior of justice named Sailor Moon appeared\and destroyed this monster.\What? I had the same dream!\Me too!\How strange.\Hey, Usagi. Usagi. Listen!\Be quiet. I'm tired, so let me sleep a little more. response:	Good night.
context: A warrior of justice named Sailor Moon appeared\and destroyed this monster.\What? I had the same dream!\Me too!\How strange.\Hey, Usagi. Usagi. Listen!\Be quiet. I'm tired, so let me sleep a little more.\Good night. response:	In my dream, you and I were together
context: and destroyed this monster.\What? I had the same dream!\Me too!\How strange.\Hey, Usagi. Usagi. Listen!\Be quiet. I'm tired, so let me sleep a little more.\Good night.\In my dream, you and I were together response:	Protected by the stars
context: What? I had the same dream!\Me too!\How strange.\Hey, Usagi. Usagi. Listen!\Be quiet. I'm tired, so let me sleep a little more.\Good night.\In my dream, you and I were together\Protected by the stars response:	When we were friends, it didn't bother us
context: Me too!\How strange.\Hey, Usagi. Usagi. Listen!\Be quiet. I'm tired, so let me sleep a little more.\Good night.\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us response:	And we casually talked to each other
context: How strange.\Hey, Usagi. Usagi. Listen!\Be quiet. I'm tired, so let me sleep a little more.\Good night.\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other response:	But there was a moment when I noticed only you
context: Hey, Usagi. Usagi. Listen!\Be quiet. I'm tired, so let me sleep a little more.\Good night.\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other\But there was a moment when I noticed only you response:	I want to become prettier right here and now
context: Be quiet. I'm tired, so let me sleep a little more.\Good night.\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other\But there was a moment when I noticed only you\I want to become prettier right here and now response:	Something changes when you fall in love
context: Good night.\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other\But there was a moment when I noticed only you\I want to become prettier right here and now\Something changes when you fall in love response:	I close my eyes and check to make sure
context: In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other\But there was a moment when I noticed only you\I want to become prettier right here and now\Something changes when you fall in love\I close my eyes and check to make sure response:	I want to convey the thrill I felt when we held each other
