context: Here. response:	Why did she have to glare at us like that?
context: The problem's all on me...\That's not true.\I have problems, too.\Ever since I came to high school, I've had this keep away aura running full blast.\I've never been good around people\This is what I'm talking about.\I told you, I don't like people being considerate of me.\I'm not. response:	Sure, you are.
context: That's not true.\I have problems, too.\Ever since I came to high school, I've had this keep away aura running full blast.\I've never been good around people\This is what I'm talking about.\I told you, I don't like people being considerate of me.\I'm not.\Sure, you are. response:	Shirase, you want to go to Antarctica more than anyone, right?
context: I have problems, too.\Ever since I came to high school, I've had this keep away aura running full blast.\I've never been good around people\This is what I'm talking about.\I told you, I don't like people being considerate of me.\I'm not.\Sure, you are.\Shirase, you want to go to Antarctica more than anyone, right? response:	Yeah...
context: Ever since I came to high school, I've had this keep away aura running full blast.\I've never been good around people\This is what I'm talking about.\I told you, I don't like people being considerate of me.\I'm not.\Sure, you are.\Shirase, you want to go to Antarctica more than anyone, right?\Yeah... response:	You've wanted to go forever, right?
context: I've never been good around people\This is what I'm talking about.\I told you, I don't like people being considerate of me.\I'm not.\Sure, you are.\Shirase, you want to go to Antarctica more than anyone, right?\Yeah...\You've wanted to go forever, right? response:	So what?
context: This is what I'm talking about.\I told you, I don't like people being considerate of me.\I'm not.\Sure, you are.\Shirase, you want to go to Antarctica more than anyone, right?\Yeah...\You've wanted to go forever, right?\So what? response:	It's okay to make that your priority!
context: I told you, I don't like people being considerate of me.\I'm not.\Sure, you are.\Shirase, you want to go to Antarctica more than anyone, right?\Yeah...\You've wanted to go forever, right?\So what?\It's okay to make that your priority! response:	That's what would make me feel best.
context: I'm not.\Sure, you are.\Shirase, you want to go to Antarctica more than anyone, right?\Yeah...\You've wanted to go forever, right?\So what?\It's okay to make that your priority!\That's what would make me feel best. response:	Okay?
context: Sure, you are.\Shirase, you want to go to Antarctica more than anyone, right?\Yeah...\You've wanted to go forever, right?\So what?\It's okay to make that your priority!\That's what would make me feel best.\Okay? response:	Good night.
context: Shirase, you want to go to Antarctica more than anyone, right?\Yeah...\You've wanted to go forever, right?\So what?\It's okay to make that your priority!\That's what would make me feel best.\Okay?\Good night. response:	My alarm clock!
context: Yeah...\You've wanted to go forever, right?\So what?\It's okay to make that your priority!\That's what would make me feel best.\Okay?\Good night.\My alarm clock! response:	She's here!
context: You've wanted to go forever, right?\So what?\It's okay to make that your priority!\That's what would make me feel best.\Okay?\Good night.\My alarm clock!\She's here! response:	Hinata-chan, over here!
context: So what?\It's okay to make that your priority!\That's what would make me feel best.\Okay?\Good night.\My alarm clock!\She's here!\Hinata-chan, over here! response:	Why did you leave without me?
context: It's okay to make that your priority!\That's what would make me feel best.\Okay?\Good night.\My alarm clock!\She's here!\Hinata-chan, over here!\Why did you leave without me? response:	I thought you were sleeping in because you were under the weather!
context: That's what would make me feel best.\Okay?\Good night.\My alarm clock!\She's here!\Hinata-chan, over here!\Why did you leave without me?\I thought you were sleeping in because you were under the weather! response:	Yuzuki-chan's asking if we can change our tickets right now!
context: Okay?\Good night.\My alarm clock!\She's here!\Hinata-chan, over here!\Why did you leave without me?\I thought you were sleeping in because you were under the weather!\Yuzuki-chan's asking if we can change our tickets right now! response:	Oh, you don't have to worry about that now.
context: Good night.\My alarm clock!\She's here!\Hinata-chan, over here!\Why did you leave without me?\I thought you were sleeping in because you were under the weather!\Yuzuki-chan's asking if we can change our tickets right now!\Oh, you don't have to worry about that now. response:	We decided that you three would go without me.
context: My alarm clock!\She's here!\Hinata-chan, over here!\Why did you leave without me?\I thought you were sleeping in because you were under the weather!\Yuzuki-chan's asking if we can change our tickets right now!\Oh, you don't have to worry about that now.\We decided that you three would go without me. response:	We did?
context: She's here!\Hinata-chan, over here!\Why did you leave without me?\I thought you were sleeping in because you were under the weather!\Yuzuki-chan's asking if we can change our tickets right now!\Oh, you don't have to worry about that now.\We decided that you three would go without me.\We did? response:	That never happened.
context: Hinata-chan, over here!\Why did you leave without me?\I thought you were sleeping in because you were under the weather!\Yuzuki-chan's asking if we can change our tickets right now!\Oh, you don't have to worry about that now.\We decided that you three would go without me.\We did?\That never happened. response:	Yes, it did! Later on.
context: Why did you leave without me?\I thought you were sleeping in because you were under the weather!\Yuzuki-chan's asking if we can change our tickets right now!\Oh, you don't have to worry about that now.\We decided that you three would go without me.\We did?\That never happened.\Yes, it did! Later on. response:	Don't make things up.
context: I thought you were sleeping in because you were under the weather!\Yuzuki-chan's asking if we can change our tickets right now!\Oh, you don't have to worry about that now.\We decided that you three would go without me.\We did?\That never happened.\Yes, it did! Later on.\Don't make things up. response:	Why are you so stubborn?
context: Yuzuki-chan's asking if we can change our tickets right now!\Oh, you don't have to worry about that now.\We decided that you three would go without me.\We did?\That never happened.\Yes, it did! Later on.\Don't make things up.\Why are you so stubborn? response:	You're the one being stubborn!
context: Oh, you don't have to worry about that now.\We decided that you three would go without me.\We did?\That never happened.\Yes, it did! Later on.\Don't make things up.\Why are you so stubborn?\You're the one being stubborn! response:	We can't do it.
context: We decided that you three would go without me.\We did?\That never happened.\Yes, it did! Later on.\Don't make things up.\Why are you so stubborn?\You're the one being stubborn!\We can't do it. response:	There's not another opening for these tickets for another month.
context: We did?\That never happened.\Yes, it did! Later on.\Don't make things up.\Why are you so stubborn?\You're the one being stubborn!\We can't do it.\There's not another opening for these tickets for another month. response:	Really?
context: That never happened.\Yes, it did! Later on.\Don't make things up.\Why are you so stubborn?\You're the one being stubborn!\We can't do it.\There's not another opening for these tickets for another month.\Really? response:	It's because we bought the cheapest tickets.
context: Yes, it did! Later on.\Don't make things up.\Why are you so stubborn?\You're the one being stubborn!\We can't do it.\There's not another opening for these tickets for another month.\Really?\It's because we bought the cheapest tickets. response:	See? It can't be done.
context: Don't make things up.\Why are you so stubborn?\You're the one being stubborn!\We can't do it.\There's not another opening for these tickets for another month.\Really?\It's because we bought the cheapest tickets.\See? It can't be done. response:	So you three should go tomorrow.
context: Why are you so stubborn?\You're the one being stubborn!\We can't do it.\There's not another opening for these tickets for another month.\Really?\It's because we bought the cheapest tickets.\See? It can't be done.\So you three should go tomorrow. response:	I'll get my passport reprinted myself, and
context: You're the one being stubborn!\We can't do it.\There's not another opening for these tickets for another month.\Really?\It's because we bought the cheapest tickets.\See? It can't be done.\So you three should go tomorrow.\I'll get my passport reprinted myself, and response:	Shirase-chan?
context: We can't do it.\There's not another opening for these tickets for another month.\Really?\It's because we bought the cheapest tickets.\See? It can't be done.\So you three should go tomorrow.\I'll get my passport reprinted myself, and\Shirase-chan? response:	Change! Late two days! Air!
context: There's not another opening for these tickets for another month.\Really?\It's because we bought the cheapest tickets.\See? It can't be done.\So you three should go tomorrow.\I'll get my passport reprinted myself, and\Shirase-chan?\Change! Late two days! Air! response:	No.
context: Really?\It's because we bought the cheapest tickets.\See? It can't be done.\So you three should go tomorrow.\I'll get my passport reprinted myself, and\Shirase-chan?\Change! Late two days! Air!\No. response:	Shirase-san!
context: It's because we bought the cheapest tickets.\See? It can't be done.\So you three should go tomorrow.\I'll get my passport reprinted myself, and\Shirase-chan?\Change! Late two days! Air!\No.\Shirase-san! response:	The mwillion yen...
context: See? It can't be done.\So you three should go tomorrow.\I'll get my passport reprinted myself, and\Shirase-chan?\Change! Late two days! Air!\No.\Shirase-san!\The mwillion yen... response:	Please change! Four person!
context: So you three should go tomorrow.\I'll get my passport reprinted myself, and\Shirase-chan?\Change! Late two days! Air!\No.\Shirase-san!\The mwillion yen...\Please change! Four person! response:	Wait! Why are you being so stubborn?
context: I'll get my passport reprinted myself, and\Shirase-chan?\Change! Late two days! Air!\No.\Shirase-san!\The mwillion yen...\Please change! Four person!\Wait! Why are you being so stubborn? response:	Shut up!
context: Shirase-chan?\Change! Late two days! Air!\No.\Shirase-san!\The mwillion yen...\Please change! Four person!\Wait! Why are you being so stubborn?\Shut up! response:	What's wrong with being stubborn?
context: Change! Late two days! Air!\No.\Shirase-san!\The mwillion yen...\Please change! Four person!\Wait! Why are you being so stubborn?\Shut up!\What's wrong with being stubborn? response:	That's how I've always lived my life!
context: No.\Shirase-san!\The mwillion yen...\Please change! Four person!\Wait! Why are you being so stubborn?\Shut up!\What's wrong with being stubborn?\That's how I've always lived my life! response:	I'm stubborn, people make fun of me, and I've had awful experiences.
context: Shirase-san!\The mwillion yen...\Please change! Four person!\Wait! Why are you being so stubborn?\Shut up!\What's wrong with being stubborn?\That's how I've always lived my life!\I'm stubborn, people make fun of me, and I've had awful experiences. response:	But I remain stubborn...
context: The mwillion yen...\Please change! Four person!\Wait! Why are you being so stubborn?\Shut up!\What's wrong with being stubborn?\That's how I've always lived my life!\I'm stubborn, people make fun of me, and I've had awful experiences.\But I remain stubborn... response:	because I'm right!
context: Please change! Four person!\Wait! Why are you being so stubborn?\Shut up!\What's wrong with being stubborn?\That's how I've always lived my life!\I'm stubborn, people make fun of me, and I've had awful experiences.\But I remain stubborn...\because I'm right! response:	If you don't want me to be considerate, I'll say it outright.
context: Wait! Why are you being so stubborn?\Shut up!\What's wrong with being stubborn?\That's how I've always lived my life!\I'm stubborn, people make fun of me, and I've had awful experiences.\But I remain stubborn...\because I'm right!\If you don't want me to be considerate, I'll say it outright. response:	I don't want to be the kind of idiot who doesn't worry about something
context: Shut up!\What's wrong with being stubborn?\That's how I've always lived my life!\I'm stubborn, people make fun of me, and I've had awful experiences.\But I remain stubborn...\because I'm right!\If you don't want me to be considerate, I'll say it outright.\I don't want to be the kind of idiot who doesn't worry about something response:	just because you say don't worry about it!
context: What's wrong with being stubborn?\That's how I've always lived my life!\I'm stubborn, people make fun of me, and I've had awful experiences.\But I remain stubborn...\because I'm right!\If you don't want me to be considerate, I'll say it outright.\I don't want to be the kind of idiot who doesn't worry about something\just because you say don't worry about it! response:	I don't want the kind of shallow relationship where I go without you
context: That's how I've always lived my life!\I'm stubborn, people make fun of me, and I've had awful experiences.\But I remain stubborn...\because I'm right!\If you don't want me to be considerate, I'll say it outright.\I don't want to be the kind of idiot who doesn't worry about something\just because you say don't worry about it!\I don't want the kind of shallow relationship where I go without you response:	because you say just go without me!
context: I'm stubborn, people make fun of me, and I've had awful experiences.\But I remain stubborn...\because I'm right!\If you don't want me to be considerate, I'll say it outright.\I don't want to be the kind of idiot who doesn't worry about something\just because you say don't worry about it!\I don't want the kind of shallow relationship where I go without you\because you say just go without me! response:	I don't want to be the kind of coward who gives up without trying,
context: But I remain stubborn...\because I'm right!\If you don't want me to be considerate, I'll say it outright.\I don't want to be the kind of idiot who doesn't worry about something\just because you say don't worry about it!\I don't want the kind of shallow relationship where I go without you\because you say just go without me!\I don't want to be the kind of coward who gives up without trying, response:	even though we said we'd all go together!
context: because I'm right!\If you don't want me to be considerate, I'll say it outright.\I don't want to be the kind of idiot who doesn't worry about something\just because you say don't worry about it!\I don't want the kind of shallow relationship where I go without you\because you say just go without me!\I don't want to be the kind of coward who gives up without trying,\even though we said we'd all go together! response:	We're going, the four of us! All four of us! That's my priority!
context: If you don't want me to be considerate, I'll say it outright.\I don't want to be the kind of idiot who doesn't worry about something\just because you say don't worry about it!\I don't want the kind of shallow relationship where I go without you\because you say just go without me!\I don't want to be the kind of coward who gives up without trying,\even though we said we'd all go together!\We're going, the four of us! All four of us! That's my priority! response:	What the heck...
context: I don't want to be the kind of idiot who doesn't worry about something\just because you say don't worry about it!\I don't want the kind of shallow relationship where I go without you\because you say just go without me!\I don't want to be the kind of coward who gives up without trying,\even though we said we'd all go together!\We're going, the four of us! All four of us! That's my priority!\What the heck... response:	What the heck?
context: just because you say don't worry about it!\I don't want the kind of shallow relationship where I go without you\because you say just go without me!\I don't want to be the kind of coward who gives up without trying,\even though we said we'd all go together!\We're going, the four of us! All four of us! That's my priority!\What the heck...\What the heck? response:	What happened?
context: I don't want the kind of shallow relationship where I go without you\because you say just go without me!\I don't want to be the kind of coward who gives up without trying,\even though we said we'd all go together!\We're going, the four of us! All four of us! That's my priority!\What the heck...\What the heck?\What happened? response:	Dunno...
context: because you say just go without me!\I don't want to be the kind of coward who gives up without trying,\even though we said we'd all go together!\We're going, the four of us! All four of us! That's my priority!\What the heck...\What the heck?\What happened?\Dunno... response:	But it seems like a good thing.
context: I don't want to be the kind of coward who gives up without trying,\even though we said we'd all go together!\We're going, the four of us! All four of us! That's my priority!\What the heck...\What the heck?\What happened?\Dunno...\But it seems like a good thing. response:	Is this... business class?
context: even though we said we'd all go together!\We're going, the four of us! All four of us! That's my priority!\What the heck...\What the heck?\What happened?\Dunno...\But it seems like a good thing.\Is this... business class? response:	You didn't have to go that far!
context: We're going, the four of us! All four of us! That's my priority!\What the heck...\What the heck?\What happened?\Dunno...\But it seems like a good thing.\Is this... business class?\You didn't have to go that far! response:	There weren't any other openings. I didn't have a choice.
context: What the heck...\What the heck?\What happened?\Dunno...\But it seems like a good thing.\Is this... business class?\You didn't have to go that far!\There weren't any other openings. I didn't have a choice. response:	Now I don't want you losing them, so hand them over.
context: What the heck?\What happened?\Dunno...\But it seems like a good thing.\Is this... business class?\You didn't have to go that far!\There weren't any other openings. I didn't have a choice.\Now I don't want you losing them, so hand them over. response:	That's one million yen!
context: What happened?\Dunno...\But it seems like a good thing.\Is this... business class?\You didn't have to go that far!\There weren't any other openings. I didn't have a choice.\Now I don't want you losing them, so hand them over.\That's one million yen! response:	Why are you acting so smug?
context: Dunno...\But it seems like a good thing.\Is this... business class?\You didn't have to go that far!\There weren't any other openings. I didn't have a choice.\Now I don't want you losing them, so hand them over.\That's one million yen!\Why are you acting so smug? response:	I'm not acting smug.
context: But it seems like a good thing.\Is this... business class?\You didn't have to go that far!\There weren't any other openings. I didn't have a choice.\Now I don't want you losing them, so hand them over.\That's one million yen!\Why are you acting so smug?\I'm not acting smug. response:	Well... maybe I am.
context: Is this... business class?\You didn't have to go that far!\There weren't any other openings. I didn't have a choice.\Now I don't want you losing them, so hand them over.\That's one million yen!\Why are you acting so smug?\I'm not acting smug.\Well... maybe I am. response:	What the heck?
context: You didn't have to go that far!\There weren't any other openings. I didn't have a choice.\Now I don't want you losing them, so hand them over.\That's one million yen!\Why are you acting so smug?\I'm not acting smug.\Well... maybe I am.\What the heck? response:	You hate it when people act considerate of you, right?
context: There weren't any other openings. I didn't have a choice.\Now I don't want you losing them, so hand them over.\That's one million yen!\Why are you acting so smug?\I'm not acting smug.\Well... maybe I am.\What the heck?\You hate it when people act considerate of you, right? response:	So let's pretend I'm not.
context: Now I don't want you losing them, so hand them over.\That's one million yen!\Why are you acting so smug?\I'm not acting smug.\Well... maybe I am.\What the heck?\You hate it when people act considerate of you, right?\So let's pretend I'm not. response:	Oh, come on...
context: That's one million yen!\Why are you acting so smug?\I'm not acting smug.\Well... maybe I am.\What the heck?\You hate it when people act considerate of you, right?\So let's pretend I'm not.\Oh, come on... response:	Anyway, we're all going together now.
context: Why are you acting so smug?\I'm not acting smug.\Well... maybe I am.\What the heck?\You hate it when people act considerate of you, right?\So let's pretend I'm not.\Oh, come on...\Anyway, we're all going together now. response:	So tomorrow, we'll go to the embassy and...
context: I'm not acting smug.\Well... maybe I am.\What the heck?\You hate it when people act considerate of you, right?\So let's pretend I'm not.\Oh, come on...\Anyway, we're all going together now.\So tomorrow, we'll go to the embassy and... response:	Huh?
context: Well... maybe I am.\What the heck?\You hate it when people act considerate of you, right?\So let's pretend I'm not.\Oh, come on...\Anyway, we're all going together now.\So tomorrow, we'll go to the embassy and...\Huh? response:	No way...
context: What the heck?\You hate it when people act considerate of you, right?\So let's pretend I'm not.\Oh, come on...\Anyway, we're all going together now.\So tomorrow, we'll go to the embassy and...\Huh?\No way... response:	My shoelace came untied.
context: You hate it when people act considerate of you, right?\So let's pretend I'm not.\Oh, come on...\Anyway, we're all going together now.\So tomorrow, we'll go to the embassy and...\Huh?\No way...\My shoelace came untied. response:	Hold this a minute.
context: So let's pretend I'm not.\Oh, come on...\Anyway, we're all going together now.\So tomorrow, we'll go to the embassy and...\Huh?\No way...\My shoelace came untied.\Hold this a minute. response:	It's dangerous to just carry it around.
context: Oh, come on...\Anyway, we're all going together now.\So tomorrow, we'll go to the embassy and...\Huh?\No way...\My shoelace came untied.\Hold this a minute.\It's dangerous to just carry it around. response:	Hainanese chicken rice! Hainanese chicken rice!
context: Anyway, we're all going together now.\So tomorrow, we'll go to the embassy and...\Huh?\No way...\My shoelace came untied.\Hold this a minute.\It's dangerous to just carry it around.\Hainanese chicken rice! Hainanese chicken rice! response:	Shirase-chan, I brought Hainanese chicken rice and kaya toast!
context: So tomorrow, we'll go to the embassy and...\Huh?\No way...\My shoelace came untied.\Hold this a minute.\It's dangerous to just carry it around.\Hainanese chicken rice! Hainanese chicken rice!\Shirase-chan, I brought Hainanese chicken rice and kaya toast! response:	R-Really?
context: Huh?\No way...\My shoelace came untied.\Hold this a minute.\It's dangerous to just carry it around.\Hainanese chicken rice! Hainanese chicken rice!\Shirase-chan, I brought Hainanese chicken rice and kaya toast!\R-Really? response:	Something wrong?
context: No way...\My shoelace came untied.\Hold this a minute.\It's dangerous to just carry it around.\Hainanese chicken rice! Hainanese chicken rice!\Shirase-chan, I brought Hainanese chicken rice and kaya toast!\R-Really?\Something wrong? response:	N-Nothing!
context: My shoelace came untied.\Hold this a minute.\It's dangerous to just carry it around.\Hainanese chicken rice! Hainanese chicken rice!\Shirase-chan, I brought Hainanese chicken rice and kaya toast!\R-Really?\Something wrong?\N-Nothing! response:	Oh! Oh! Looks delicious!
context: Hold this a minute.\It's dangerous to just carry it around.\Hainanese chicken rice! Hainanese chicken rice!\Shirase-chan, I brought Hainanese chicken rice and kaya toast!\R-Really?\Something wrong?\N-Nothing!\Oh! Oh! Looks delicious! response:	Shirase-san.
context: It's dangerous to just carry it around.\Hainanese chicken rice! Hainanese chicken rice!\Shirase-chan, I brought Hainanese chicken rice and kaya toast!\R-Really?\Something wrong?\N-Nothing!\Oh! Oh! Looks delicious!\Shirase-san. response:	You're hiding something, aren't you?
context: Hainanese chicken rice! Hainanese chicken rice!\Shirase-chan, I brought Hainanese chicken rice and kaya toast!\R-Really?\Something wrong?\N-Nothing!\Oh! Oh! Looks delicious!\Shirase-san.\You're hiding something, aren't you? response:	You're hiding something, aren't you?
context: Shirase-chan, I brought Hainanese chicken rice and kaya toast!\R-Really?\Something wrong?\N-Nothing!\Oh! Oh! Looks delicious!\Shirase-san.\You're hiding something, aren't you?\You're hiding something, aren't you? response:	Now, let's get eating!
context: R-Really?\Something wrong?\N-Nothing!\Oh! Oh! Looks delicious!\Shirase-san.\You're hiding something, aren't you?\You're hiding something, aren't you?\Now, let's get eating! response:	Shirase-chan and Hinata-chan's durian show!
context: Something wrong?\N-Nothing!\Oh! Oh! Looks delicious!\Shirase-san.\You're hiding something, aren't you?\You're hiding something, aren't you?\Now, let's get eating!\Shirase-chan and Hinata-chan's durian show! response:	For serious?
context: N-Nothing!\Oh! Oh! Looks delicious!\Shirase-san.\You're hiding something, aren't you?\You're hiding something, aren't you?\Now, let's get eating!\Shirase-chan and Hinata-chan's durian show!\For serious? response:	W-We really have to do it?
context: Oh! Oh! Looks delicious!\Shirase-san.\You're hiding something, aren't you?\You're hiding something, aren't you?\Now, let's get eating!\Shirase-chan and Hinata-chan's durian show!\For serious?\W-We really have to do it? response:	Be glad that's all we're making you do.
context: Shirase-san.\You're hiding something, aren't you?\You're hiding something, aren't you?\Now, let's get eating!\Shirase-chan and Hinata-chan's durian show!\For serious?\W-We really have to do it?\Be glad that's all we're making you do. response:	Yeah! Don't you realize how worried we were?
context: You're hiding something, aren't you?\You're hiding something, aren't you?\Now, let's get eating!\Shirase-chan and Hinata-chan's durian show!\For serious?\W-We really have to do it?\Be glad that's all we're making you do.\Yeah! Don't you realize how worried we were? response:	But we were able to cancel the tickets...
context: You're hiding something, aren't you?\Now, let's get eating!\Shirase-chan and Hinata-chan's durian show!\For serious?\W-We really have to do it?\Be glad that's all we're making you do.\Yeah! Don't you realize how worried we were?\But we were able to cancel the tickets... response:	And we still get to fly out the same day.
context: Now, let's get eating!\Shirase-chan and Hinata-chan's durian show!\For serious?\W-We really have to do it?\Be glad that's all we're making you do.\Yeah! Don't you realize how worried we were?\But we were able to cancel the tickets...\And we still get to fly out the same day. response:	It's neatly divided into four, but...
context: Shirase-chan and Hinata-chan's durian show!\For serious?\W-We really have to do it?\Be glad that's all we're making you do.\Yeah! Don't you realize how worried we were?\But we were able to cancel the tickets...\And we still get to fly out the same day.\It's neatly divided into four, but... response:	Why don't we play rock-paper-scissors to decide...
context: For serious?\W-We really have to do it?\Be glad that's all we're making you do.\Yeah! Don't you realize how worried we were?\But we were able to cancel the tickets...\And we still get to fly out the same day.\It's neatly divided into four, but...\Why don't we play rock-paper-scissors to decide... response:	Let's eat!
context: W-We really have to do it?\Be glad that's all we're making you do.\Yeah! Don't you realize how worried we were?\But we were able to cancel the tickets...\And we still get to fly out the same day.\It's neatly divided into four, but...\Why don't we play rock-paper-scissors to decide...\Let's eat! response:	Who the hell called this the king of fruits?!
context: Be glad that's all we're making you do.\Yeah! Don't you realize how worried we were?\But we were able to cancel the tickets...\And we still get to fly out the same day.\It's neatly divided into four, but...\Why don't we play rock-paper-scissors to decide...\Let's eat!\Who the hell called this the king of fruits?! response:	But I might like it once I get used to it...
context: Yeah! Don't you realize how worried we were?\But we were able to cancel the tickets...\And we still get to fly out the same day.\It's neatly divided into four, but...\Why don't we play rock-paper-scissors to decide...\Let's eat!\Who the hell called this the king of fruits?!\But I might like it once I get used to it... response:	Are you serious?!
