context: It was summertime. response:	And with final exams coming close,
context: Maybe I should call 411.\East Junior High, huh?\Hey.\Who are you?\It does certainly seem like I've gone back three years.\This is Haruhi Suzumiya, currently a seventh grader.\I asked you who you were.\A pervert? A kidnapper? response:	What about you, what are you doing?
context: East Junior High, huh?\Hey.\Who are you?\It does certainly seem like I've gone back three years.\This is Haruhi Suzumiya, currently a seventh grader.\I asked you who you were.\A pervert? A kidnapper?\What about you, what are you doing? response:	Isn't it obvious? I'm breaking and entering.
context: Hey.\Who are you?\It does certainly seem like I've gone back three years.\This is Haruhi Suzumiya, currently a seventh grader.\I asked you who you were.\A pervert? A kidnapper?\What about you, what are you doing?\Isn't it obvious? I'm breaking and entering. response:	How am I supposed to react when you just admit your illegal activities?
context: Who are you?\It does certainly seem like I've gone back three years.\This is Haruhi Suzumiya, currently a seventh grader.\I asked you who you were.\A pervert? A kidnapper?\What about you, what are you doing?\Isn't it obvious? I'm breaking and entering.\How am I supposed to react when you just admit your illegal activities? response:	I don't know who you are,
context: It does certainly seem like I've gone back three years.\This is Haruhi Suzumiya, currently a seventh grader.\I asked you who you were.\A pervert? A kidnapper?\What about you, what are you doing?\Isn't it obvious? I'm breaking and entering.\How am I supposed to react when you just admit your illegal activities?\I don't know who you are, response:	but if you're not doing anything, then help me out.
context: This is Haruhi Suzumiya, currently a seventh grader.\I asked you who you were.\A pervert? A kidnapper?\What about you, what are you doing?\Isn't it obvious? I'm breaking and entering.\How am I supposed to react when you just admit your illegal activities?\I don't know who you are,\but if you're not doing anything, then help me out. response:	If you don't, I'll report you.
context: I asked you who you were.\A pervert? A kidnapper?\What about you, what are you doing?\Isn't it obvious? I'm breaking and entering.\How am I supposed to react when you just admit your illegal activities?\I don't know who you are,\but if you're not doing anything, then help me out.\If you don't, I'll report you. response:	It's Haruhi. No mistaking it.
context: A pervert? A kidnapper?\What about you, what are you doing?\Isn't it obvious? I'm breaking and entering.\How am I supposed to react when you just admit your illegal activities?\I don't know who you are,\but if you're not doing anything, then help me out.\If you don't, I'll report you.\It's Haruhi. No mistaking it. response:	This way.
context: What about you, what are you doing?\Isn't it obvious? I'm breaking and entering.\How am I supposed to react when you just admit your illegal activities?\I don't know who you are,\but if you're not doing anything, then help me out.\If you don't, I'll report you.\It's Haruhi. No mistaking it.\This way. response:	It's a good thing it's dark out.
context: Isn't it obvious? I'm breaking and entering.\How am I supposed to react when you just admit your illegal activities?\I don't know who you are,\but if you're not doing anything, then help me out.\If you don't, I'll report you.\It's Haruhi. No mistaking it.\This way.\It's a good thing it's dark out. response:	This way, she won't be able to get a good look at our faces.
context: How am I supposed to react when you just admit your illegal activities?\I don't know who you are,\but if you're not doing anything, then help me out.\If you don't, I'll report you.\It's Haruhi. No mistaking it.\This way.\It's a good thing it's dark out.\This way, she won't be able to get a good look at our faces. response:	The Haruhi three years from now doesn't seem to remember us at all.
context: I don't know who you are,\but if you're not doing anything, then help me out.\If you don't, I'll report you.\It's Haruhi. No mistaking it.\This way.\It's a good thing it's dark out.\This way, she won't be able to get a good look at our faces.\The Haruhi three years from now doesn't seem to remember us at all. response:	So I think that if it wasn't this way, we'd have problems.
context: but if you're not doing anything, then help me out.\If you don't, I'll report you.\It's Haruhi. No mistaking it.\This way.\It's a good thing it's dark out.\This way, she won't be able to get a good look at our faces.\The Haruhi three years from now doesn't seem to remember us at all.\So I think that if it wasn't this way, we'd have problems. response:	I took it out of the storage room in the evening and hid it.
context: If you don't, I'll report you.\It's Haruhi. No mistaking it.\This way.\It's a good thing it's dark out.\This way, she won't be able to get a good look at our faces.\The Haruhi three years from now doesn't seem to remember us at all.\So I think that if it wasn't this way, we'd have problems.\I took it out of the storage room in the evening and hid it. response:	Good idea, right?
context: It's Haruhi. No mistaking it.\This way.\It's a good thing it's dark out.\This way, she won't be able to get a good look at our faces.\The Haruhi three years from now doesn't seem to remember us at all.\So I think that if it wasn't this way, we'd have problems.\I took it out of the storage room in the evening and hid it.\Good idea, right? response:	I'll handle that. You grab the line marker.
context: This way.\It's a good thing it's dark out.\This way, she won't be able to get a good look at our faces.\The Haruhi three years from now doesn't seem to remember us at all.\So I think that if it wasn't this way, we'd have problems.\I took it out of the storage room in the evening and hid it.\Good idea, right?\I'll handle that. You grab the line marker. response:	So, what are we doing with this?
context: It's a good thing it's dark out.\This way, she won't be able to get a good look at our faces.\The Haruhi three years from now doesn't seem to remember us at all.\So I think that if it wasn't this way, we'd have problems.\I took it out of the storage room in the evening and hid it.\Good idea, right?\I'll handle that. You grab the line marker.\So, what are we doing with this? response:	Draw lines the way I tell you to.
context: This way, she won't be able to get a good look at our faces.\The Haruhi three years from now doesn't seem to remember us at all.\So I think that if it wasn't this way, we'd have problems.\I took it out of the storage room in the evening and hid it.\Good idea, right?\I'll handle that. You grab the line marker.\So, what are we doing with this?\Draw lines the way I tell you to. response:	Me?
context: The Haruhi three years from now doesn't seem to remember us at all.\So I think that if it wasn't this way, we'd have problems.\I took it out of the storage room in the evening and hid it.\Good idea, right?\I'll handle that. You grab the line marker.\So, what are we doing with this?\Draw lines the way I tell you to.\Me? response:	Right, you.
context: So I think that if it wasn't this way, we'd have problems.\I took it out of the storage room in the evening and hid it.\Good idea, right?\I'll handle that. You grab the line marker.\So, what are we doing with this?\Draw lines the way I tell you to.\Me?\Right, you. response:	Because I'm the director.
context: I took it out of the storage room in the evening and hid it.\Good idea, right?\I'll handle that. You grab the line marker.\So, what are we doing with this?\Draw lines the way I tell you to.\Me?\Right, you.\Because I'm the director. response:	Hey, the line's shaky over there! What are you doing!?
context: Good idea, right?\I'll handle that. You grab the line marker.\So, what are we doing with this?\Draw lines the way I tell you to.\Me?\Right, you.\Because I'm the director.\Hey, the line's shaky over there! What are you doing!? response:	Her willingness to order around a high school student she just met
context: I'll handle that. You grab the line marker.\So, what are we doing with this?\Draw lines the way I tell you to.\Me?\Right, you.\Because I'm the director.\Hey, the line's shaky over there! What are you doing!?\Her willingness to order around a high school student she just met response:	without any problems is so very her.
context: So, what are we doing with this?\Draw lines the way I tell you to.\Me?\Right, you.\Because I'm the director.\Hey, the line's shaky over there! What are you doing!?\Her willingness to order around a high school student she just met\without any problems is so very her. response:	If I had first met her like this, as a junior high school student,
context: Draw lines the way I tell you to.\Me?\Right, you.\Because I'm the director.\Hey, the line's shaky over there! What are you doing!?\Her willingness to order around a high school student she just met\without any problems is so very her.\If I had first met her like this, as a junior high school student, response:	I probably would have thought that she was really crazy.
context: Me?\Right, you.\Because I'm the director.\Hey, the line's shaky over there! What are you doing!?\Her willingness to order around a high school student she just met\without any problems is so very her.\If I had first met her like this, as a junior high school student,\I probably would have thought that she was really crazy. response:	At Haruhi's direction,
context: Right, you.\Because I'm the director.\Hey, the line's shaky over there! What are you doing!?\Her willingness to order around a high school student she just met\without any problems is so very her.\If I had first met her like this, as a junior high school student,\I probably would have thought that she was really crazy.\At Haruhi's direction, response:	I ran this way and that, drawing white lines.
context: Because I'm the director.\Hey, the line's shaky over there! What are you doing!?\Her willingness to order around a high school student she just met\without any problems is so very her.\If I had first met her like this, as a junior high school student,\I probably would have thought that she was really crazy.\At Haruhi's direction,\I ran this way and that, drawing white lines. response:	This was the mysterious message that Taniguchi had mentioned,
context: Hey, the line's shaky over there! What are you doing!?\Her willingness to order around a high school student she just met\without any problems is so very her.\If I had first met her like this, as a junior high school student,\I probably would have thought that she was really crazy.\At Haruhi's direction,\I ran this way and that, drawing white lines.\This was the mysterious message that Taniguchi had mentioned, response:	but I never thought that I would be the one that drew it...
context: Her willingness to order around a high school student she just met\without any problems is so very her.\If I had first met her like this, as a junior high school student,\I probably would have thought that she was really crazy.\At Haruhi's direction,\I ran this way and that, drawing white lines.\This was the mysterious message that Taniguchi had mentioned,\but I never thought that I would be the one that drew it... response:	Hmph. It's okay.
context: without any problems is so very her.\If I had first met her like this, as a junior high school student,\I probably would have thought that she was really crazy.\At Haruhi's direction,\I ran this way and that, drawing white lines.\This was the mysterious message that Taniguchi had mentioned,\but I never thought that I would be the one that drew it...\Hmph. It's okay. response:	Well, excuse me.
context: If I had first met her like this, as a junior high school student,\I probably would have thought that she was really crazy.\At Haruhi's direction,\I ran this way and that, drawing white lines.\This was the mysterious message that Taniguchi had mentioned,\but I never thought that I would be the one that drew it...\Hmph. It's okay.\Well, excuse me. response:	Do you think aliens exist?
context: I probably would have thought that she was really crazy.\At Haruhi's direction,\I ran this way and that, drawing white lines.\This was the mysterious message that Taniguchi had mentioned,\but I never thought that I would be the one that drew it...\Hmph. It's okay.\Well, excuse me.\Do you think aliens exist? response:	Well, that was sudden.
context: At Haruhi's direction,\I ran this way and that, drawing white lines.\This was the mysterious message that Taniguchi had mentioned,\but I never thought that I would be the one that drew it...\Hmph. It's okay.\Well, excuse me.\Do you think aliens exist?\Well, that was sudden. response:	Answer the question.
context: I ran this way and that, drawing white lines.\This was the mysterious message that Taniguchi had mentioned,\but I never thought that I would be the one that drew it...\Hmph. It's okay.\Well, excuse me.\Do you think aliens exist?\Well, that was sudden.\Answer the question. response:	I guess they do.
context: This was the mysterious message that Taniguchi had mentioned,\but I never thought that I would be the one that drew it...\Hmph. It's okay.\Well, excuse me.\Do you think aliens exist?\Well, that was sudden.\Answer the question.\I guess they do. response:	What about time travelers?
context: but I never thought that I would be the one that drew it...\Hmph. It's okay.\Well, excuse me.\Do you think aliens exist?\Well, that was sudden.\Answer the question.\I guess they do.\What about time travelers? response:	Wouldn't be strange if there were.
context: Hmph. It's okay.\Well, excuse me.\Do you think aliens exist?\Well, that was sudden.\Answer the question.\I guess they do.\What about time travelers?\Wouldn't be strange if there were. response:	And espers?
context: Well, excuse me.\Do you think aliens exist?\Well, that was sudden.\Answer the question.\I guess they do.\What about time travelers?\Wouldn't be strange if there were.\And espers? response:	There are probably enough of them to walk in formation.
context: Do you think aliens exist?\Well, that was sudden.\Answer the question.\I guess they do.\What about time travelers?\Wouldn't be strange if there were.\And espers?\There are probably enough of them to walk in formation. response:	People from other dimensions?
context: Well, that was sudden.\Answer the question.\I guess they do.\What about time travelers?\Wouldn't be strange if there were.\And espers?\There are probably enough of them to walk in formation.\People from other dimensions? response:	I haven't met any of them yet.
context: Answer the question.\I guess they do.\What about time travelers?\Wouldn't be strange if there were.\And espers?\There are probably enough of them to walk in formation.\People from other dimensions?\I haven't met any of them yet. response:	That's the uniform for North High, isn't it?
context: I guess they do.\What about time travelers?\Wouldn't be strange if there were.\And espers?\There are probably enough of them to walk in formation.\People from other dimensions?\I haven't met any of them yet.\That's the uniform for North High, isn't it? response:	Well, yeah.
context: What about time travelers?\Wouldn't be strange if there were.\And espers?\There are probably enough of them to walk in formation.\People from other dimensions?\I haven't met any of them yet.\That's the uniform for North High, isn't it?\Well, yeah. response:	What's your name?
context: Wouldn't be strange if there were.\And espers?\There are probably enough of them to walk in formation.\People from other dimensions?\I haven't met any of them yet.\That's the uniform for North High, isn't it?\Well, yeah.\What's your name? response:	John Smith.
context: And espers?\There are probably enough of them to walk in formation.\People from other dimensions?\I haven't met any of them yet.\That's the uniform for North High, isn't it?\Well, yeah.\What's your name?\John Smith. response:	Are you stupid or something?
context: There are probably enough of them to walk in formation.\People from other dimensions?\I haven't met any of them yet.\That's the uniform for North High, isn't it?\Well, yeah.\What's your name?\John Smith.\Are you stupid or something? response:	Let's just say that I want to stay anonymous.
context: People from other dimensions?\I haven't met any of them yet.\That's the uniform for North High, isn't it?\Well, yeah.\What's your name?\John Smith.\Are you stupid or something?\Let's just say that I want to stay anonymous. response:	Who's the girl you were carrying?
context: I haven't met any of them yet.\That's the uniform for North High, isn't it?\Well, yeah.\What's your name?\John Smith.\Are you stupid or something?\Let's just say that I want to stay anonymous.\Who's the girl you were carrying? response:	My big sister.
context: That's the uniform for North High, isn't it?\Well, yeah.\What's your name?\John Smith.\Are you stupid or something?\Let's just say that I want to stay anonymous.\Who's the girl you were carrying?\My big sister. response:	She had a sudden case of narcolepsy.
context: Well, yeah.\What's your name?\John Smith.\Are you stupid or something?\Let's just say that I want to stay anonymous.\Who's the girl you were carrying?\My big sister.\She had a sudden case of narcolepsy. response:	She falls asleep regardless of location,
context: What's your name?\John Smith.\Are you stupid or something?\Let's just say that I want to stay anonymous.\Who's the girl you were carrying?\My big sister.\She had a sudden case of narcolepsy.\She falls asleep regardless of location, response:	so I was carrying her.
context: John Smith.\Are you stupid or something?\Let's just say that I want to stay anonymous.\Who's the girl you were carrying?\My big sister.\She had a sudden case of narcolepsy.\She falls asleep regardless of location,\so I was carrying her. response:	Hmph.
context: Are you stupid or something?\Let's just say that I want to stay anonymous.\Who's the girl you were carrying?\My big sister.\She had a sudden case of narcolepsy.\She falls asleep regardless of location,\so I was carrying her.\Hmph. response:	So, what in the world is this?
context: Let's just say that I want to stay anonymous.\Who's the girl you were carrying?\My big sister.\She had a sudden case of narcolepsy.\She falls asleep regardless of location,\so I was carrying her.\Hmph.\So, what in the world is this? response:	Can't you tell by looking? It's a message.
context: Who's the girl you were carrying?\My big sister.\She had a sudden case of narcolepsy.\She falls asleep regardless of location,\so I was carrying her.\Hmph.\So, what in the world is this?\Can't you tell by looking? It's a message. response:	It's not for Orihime or Hikoboshi, is it?
context: My big sister.\She had a sudden case of narcolepsy.\She falls asleep regardless of location,\so I was carrying her.\Hmph.\So, what in the world is this?\Can't you tell by looking? It's a message.\It's not for Orihime or Hikoboshi, is it? response:	How did you know that?
context: She had a sudden case of narcolepsy.\She falls asleep regardless of location,\so I was carrying her.\Hmph.\So, what in the world is this?\Can't you tell by looking? It's a message.\It's not for Orihime or Hikoboshi, is it?\How did you know that? response:	Well, it is Tanabata.
context: She falls asleep regardless of location,\so I was carrying her.\Hmph.\So, what in the world is this?\Can't you tell by looking? It's a message.\It's not for Orihime or Hikoboshi, is it?\How did you know that?\Well, it is Tanabata. response:	I just remembered someone I knew doing something similar.
context: so I was carrying her.\Hmph.\So, what in the world is this?\Can't you tell by looking? It's a message.\It's not for Orihime or Hikoboshi, is it?\How did you know that?\Well, it is Tanabata.\I just remembered someone I knew doing something similar. response:	Huh. I'd love to meet that person.
context: Hmph.\So, what in the world is this?\Can't you tell by looking? It's a message.\It's not for Orihime or Hikoboshi, is it?\How did you know that?\Well, it is Tanabata.\I just remembered someone I knew doing something similar.\Huh. I'd love to meet that person. response:	So, that person goes to North High?
context: So, what in the world is this?\Can't you tell by looking? It's a message.\It's not for Orihime or Hikoboshi, is it?\How did you know that?\Well, it is Tanabata.\I just remembered someone I knew doing something similar.\Huh. I'd love to meet that person.\So, that person goes to North High? response:	You could say that.
context: Can't you tell by looking? It's a message.\It's not for Orihime or Hikoboshi, is it?\How did you know that?\Well, it is Tanabata.\I just remembered someone I knew doing something similar.\Huh. I'd love to meet that person.\So, that person goes to North High?\You could say that. response:	North High, huh?
context: It's not for Orihime or Hikoboshi, is it?\How did you know that?\Well, it is Tanabata.\I just remembered someone I knew doing something similar.\Huh. I'd love to meet that person.\So, that person goes to North High?\You could say that.\North High, huh? response:	I'm going home. I've accomplished my goal, after all.
context: How did you know that?\Well, it is Tanabata.\I just remembered someone I knew doing something similar.\Huh. I'd love to meet that person.\So, that person goes to North High?\You could say that.\North High, huh?\I'm going home. I've accomplished my goal, after all. response:	Bye.
context: Well, it is Tanabata.\I just remembered someone I knew doing something similar.\Huh. I'd love to meet that person.\So, that person goes to North High?\You could say that.\North High, huh?\I'm going home. I've accomplished my goal, after all.\Bye. response:	And not even a thanks for helping her.
context: I just remembered someone I knew doing something similar.\Huh. I'd love to meet that person.\So, that person goes to North High?\You could say that.\North High, huh?\I'm going home. I've accomplished my goal, after all.\Bye.\And not even a thanks for helping her. response:	Miss Asahina.
context: Huh. I'd love to meet that person.\So, that person goes to North High?\You could say that.\North High, huh?\I'm going home. I've accomplished my goal, after all.\Bye.\And not even a thanks for helping her.\Miss Asahina. response:	Where am I?!
context: So, that person goes to North High?\You could say that.\North High, huh?\I'm going home. I've accomplished my goal, after all.\Bye.\And not even a thanks for helping her.\Miss Asahina.\Where am I?! response:	What happened and when is it right now?!
context: You could say that.\North High, huh?\I'm going home. I've accomplished my goal, after all.\Bye.\And not even a thanks for helping her.\Miss Asahina.\Where am I?!\What happened and when is it right now?! response:	Umm...
context: North High, huh?\I'm going home. I've accomplished my goal, after all.\Bye.\And not even a thanks for helping her.\Miss Asahina.\Where am I?!\What happened and when is it right now?!\Umm... response:	I don't have my TPDD...
context: I'm going home. I've accomplished my goal, after all.\Bye.\And not even a thanks for helping her.\Miss Asahina.\Where am I?!\What happened and when is it right now?!\Umm...\I don't have my TPDD... response:	Huh?
context: Bye.\And not even a thanks for helping her.\Miss Asahina.\Where am I?!\What happened and when is it right now?!\Umm...\I don't have my TPDD...\Huh? response:	Huh? It's gone...
context: And not even a thanks for helping her.\Miss Asahina.\Where am I?!\What happened and when is it right now?!\Umm...\I don't have my TPDD...\Huh?\Huh? It's gone... response:	It's gone...
context: Miss Asahina.\Where am I?!\What happened and when is it right now?!\Umm...\I don't have my TPDD...\Huh?\Huh? It's gone...\It's gone... response:	What's wrong? What's a TPDD?
context: Where am I?!\What happened and when is it right now?!\Umm...\I don't have my TPDD...\Huh?\Huh? It's gone...\It's gone...\What's wrong? What's a TPDD? response:	It's classified, but...
context: What happened and when is it right now?!\Umm...\I don't have my TPDD...\Huh?\Huh? It's gone...\It's gone...\What's wrong? What's a TPDD?\It's classified, but... response:	It's like a time machine.
context: Umm...\I don't have my TPDD...\Huh?\Huh? It's gone...\It's gone...\What's wrong? What's a TPDD?\It's classified, but...\It's like a time machine. response:	Why would it be gone?
context: I don't have my TPDD...\Huh?\Huh? It's gone...\It's gone...\What's wrong? What's a TPDD?\It's classified, but...\It's like a time machine.\Why would it be gone? response:	I don't know.
context: Huh?\Huh? It's gone...\It's gone...\What's wrong? What's a TPDD?\It's classified, but...\It's like a time machine.\Why would it be gone?\I don't know. response:	I should have it, but I've lost it.
context: Huh? It's gone...\It's gone...\What's wrong? What's a TPDD?\It's classified, but...\It's like a time machine.\Why would it be gone?\I don't know.\I should have it, but I've lost it. response:	Will anyone come save us?
context: It's gone...\What's wrong? What's a TPDD?\It's classified, but...\It's like a time machine.\Why would it be gone?\I don't know.\I should have it, but I've lost it.\Will anyone come save us? response:	There's no way...
context: What's wrong? What's a TPDD?\It's classified, but...\It's like a time machine.\Why would it be gone?\I don't know.\I should have it, but I've lost it.\Will anyone come save us?\There's no way... response:	So, what's going to happen to us?
context: It's classified, but...\It's like a time machine.\Why would it be gone?\I don't know.\I should have it, but I've lost it.\Will anyone come save us?\There's no way...\So, what's going to happen to us? response:	We're stuck like this.
context: It's like a time machine.\Why would it be gone?\I don't know.\I should have it, but I've lost it.\Will anyone come save us?\There's no way...\So, what's going to happen to us?\We're stuck like this. response:	We're going to be left in this time plane, three years prior,
context: Why would it be gone?\I don't know.\I should have it, but I've lost it.\Will anyone come save us?\There's no way...\So, what's going to happen to us?\We're stuck like this.\We're going to be left in this time plane, three years prior, response:	unable to go back to our own time!
context: I don't know.\I should have it, but I've lost it.\Will anyone come save us?\There's no way...\So, what's going to happen to us?\We're stuck like this.\We're going to be left in this time plane, three years prior,\unable to go back to our own time! response:	This is a pretty grave matter.
context: I should have it, but I've lost it.\Will anyone come save us?\There's no way...\So, what's going to happen to us?\We're stuck like this.\We're going to be left in this time plane, three years prior,\unable to go back to our own time!\This is a pretty grave matter. response:	It is!
context: Will anyone come save us?\There's no way...\So, what's going to happen to us?\We're stuck like this.\We're going to be left in this time plane, three years prior,\unable to go back to our own time!\This is a pretty grave matter.\It is! response:	But for some reason, I didn't feel any sense of urgency.
context: There's no way...\So, what's going to happen to us?\We're stuck like this.\We're going to be left in this time plane, three years prior,\unable to go back to our own time!\This is a pretty grave matter.\It is!\But for some reason, I didn't feel any sense of urgency. response:	It was probably the adult Miss Asahina that took that TPDD-thingy.
context: So, what's going to happen to us?\We're stuck like this.\We're going to be left in this time plane, three years prior,\unable to go back to our own time!\This is a pretty grave matter.\It is!\But for some reason, I didn't feel any sense of urgency.\It was probably the adult Miss Asahina that took that TPDD-thingy. response:	That's probably why she came to the past.
context: We're stuck like this.\We're going to be left in this time plane, three years prior,\unable to go back to our own time!\This is a pretty grave matter.\It is!\But for some reason, I didn't feel any sense of urgency.\It was probably the adult Miss Asahina that took that TPDD-thingy.\That's probably why she came to the past. response:	As for why, it would be so that she could
context: We're going to be left in this time plane, three years prior,\unable to go back to our own time!\This is a pretty grave matter.\It is!\But for some reason, I didn't feel any sense of urgency.\It was probably the adult Miss Asahina that took that TPDD-thingy.\That's probably why she came to the past.\As for why, it would be so that she could response:	experience losing the TPDD when she was here.
context: unable to go back to our own time!\This is a pretty grave matter.\It is!\But for some reason, I didn't feel any sense of urgency.\It was probably the adult Miss Asahina that took that TPDD-thingy.\That's probably why she came to the past.\As for why, it would be so that she could\experience losing the TPDD when she was here. response:	I think that things are going to turn out all right.
context: This is a pretty grave matter.\It is!\But for some reason, I didn't feel any sense of urgency.\It was probably the adult Miss Asahina that took that TPDD-thingy.\That's probably why she came to the past.\As for why, it would be so that she could\experience losing the TPDD when she was here.\I think that things are going to turn out all right. response:	What?
context: It is!\But for some reason, I didn't feel any sense of urgency.\It was probably the adult Miss Asahina that took that TPDD-thingy.\That's probably why she came to the past.\As for why, it would be so that she could\experience losing the TPDD when she was here.\I think that things are going to turn out all right.\What? response:	Is this the home of a Miss Yuki Nagato?
context: But for some reason, I didn't feel any sense of urgency.\It was probably the adult Miss Asahina that took that TPDD-thingy.\That's probably why she came to the past.\As for why, it would be so that she could\experience losing the TPDD when she was here.\I think that things are going to turn out all right.\What?\Is this the home of a Miss Yuki Nagato? response:	I'm not really sure what to say, but...
context: It was probably the adult Miss Asahina that took that TPDD-thingy.\That's probably why she came to the past.\As for why, it would be so that she could\experience losing the TPDD when she was here.\I think that things are going to turn out all right.\What?\Is this the home of a Miss Yuki Nagato?\I'm not really sure what to say, but... response:	Will you understand if I say I'm an acquaintance of Haruhi Suzumiya?
context: That's probably why she came to the past.\As for why, it would be so that she could\experience losing the TPDD when she was here.\I think that things are going to turn out all right.\What?\Is this the home of a Miss Yuki Nagato?\I'm not really sure what to say, but...\Will you understand if I say I'm an acquaintance of Haruhi Suzumiya? response:	Yo.
context: As for why, it would be so that she could\experience losing the TPDD when she was here.\I think that things are going to turn out all right.\What?\Is this the home of a Miss Yuki Nagato?\I'm not really sure what to say, but...\Will you understand if I say I'm an acquaintance of Haruhi Suzumiya?\Yo. response:	Is it all right for us to come in?
context: experience losing the TPDD when she was here.\I think that things are going to turn out all right.\What?\Is this the home of a Miss Yuki Nagato?\I'm not really sure what to say, but...\Will you understand if I say I'm an acquaintance of Haruhi Suzumiya?\Yo.\Is it all right for us to come in? response:	And that is who we are and why we're here.
context: I think that things are going to turn out all right.\What?\Is this the home of a Miss Yuki Nagato?\I'm not really sure what to say, but...\Will you understand if I say I'm an acquaintance of Haruhi Suzumiya?\Yo.\Is it all right for us to come in?\And that is who we are and why we're here. response:	Also, the you three years from now gave me this.
context: What?\Is this the home of a Miss Yuki Nagato?\I'm not really sure what to say, but...\Will you understand if I say I'm an acquaintance of Haruhi Suzumiya?\Yo.\Is it all right for us to come in?\And that is who we are and why we're here.\Also, the you three years from now gave me this. response:	I understand.
context: Is this the home of a Miss Yuki Nagato?\I'm not really sure what to say, but...\Will you understand if I say I'm an acquaintance of Haruhi Suzumiya?\Yo.\Is it all right for us to come in?\And that is who we are and why we're here.\Also, the you three years from now gave me this.\I understand. response:	As far as you're concerned, this is the first time we've met, right?
context: I'm not really sure what to say, but...\Will you understand if I say I'm an acquaintance of Haruhi Suzumiya?\Yo.\Is it all right for us to come in?\And that is who we are and why we're here.\Also, the you three years from now gave me this.\I understand.\As far as you're concerned, this is the first time we've met, right? response:	Yes.
context: Will you understand if I say I'm an acquaintance of Haruhi Suzumiya?\Yo.\Is it all right for us to come in?\And that is who we are and why we're here.\Also, the you three years from now gave me this.\I understand.\As far as you're concerned, this is the first time we've met, right?\Yes. response:	Requesting access to the memory of the unit in the other time plane.
context: Yo.\Is it all right for us to come in?\And that is who we are and why we're here.\Also, the you three years from now gave me this.\I understand.\As far as you're concerned, this is the first time we've met, right?\Yes.\Requesting access to the memory of the unit in the other time plane. response:	I have downloaded the information
context: Is it all right for us to come in?\And that is who we are and why we're here.\Also, the you three years from now gave me this.\I understand.\As far as you're concerned, this is the first time we've met, right?\Yes.\Requesting access to the memory of the unit in the other time plane.\I have downloaded the information response:	from the opposite side of the linked time boundary.
context: And that is who we are and why we're here.\Also, the you three years from now gave me this.\I understand.\As far as you're concerned, this is the first time we've met, right?\Yes.\Requesting access to the memory of the unit in the other time plane.\I have downloaded the information\from the opposite side of the linked time boundary. response:	The me that exists three years from now and I are the same being.
context: Also, the you three years from now gave me this.\I understand.\As far as you're concerned, this is the first time we've met, right?\Yes.\Requesting access to the memory of the unit in the other time plane.\I have downloaded the information\from the opposite side of the linked time boundary.\The me that exists three years from now and I are the same being. response:	The me three years from now and I have shared our memories.
context: I understand.\As far as you're concerned, this is the first time we've met, right?\Yes.\Requesting access to the memory of the unit in the other time plane.\I have downloaded the information\from the opposite side of the linked time boundary.\The me that exists three years from now and I are the same being.\The me three years from now and I have shared our memories. response:	How?
context: As far as you're concerned, this is the first time we've met, right?\Yes.\Requesting access to the memory of the unit in the other time plane.\I have downloaded the information\from the opposite side of the linked time boundary.\The me that exists three years from now and I are the same being.\The me three years from now and I have shared our memories.\How? response:	We synchronized.
context: Yes.\Requesting access to the memory of the unit in the other time plane.\I have downloaded the information\from the opposite side of the linked time boundary.\The me that exists three years from now and I are the same being.\The me three years from now and I have shared our memories.\How?\We synchronized. response:	I don't understand.
context: Requesting access to the memory of the unit in the other time plane.\I have downloaded the information\from the opposite side of the linked time boundary.\The me that exists three years from now and I are the same being.\The me three years from now and I have shared our memories.\How?\We synchronized.\I don't understand. response:	Why are you wearing a North High uniform?
context: I have downloaded the information\from the opposite side of the linked time boundary.\The me that exists three years from now and I are the same being.\The me three years from now and I have shared our memories.\How?\We synchronized.\I don't understand.\Why are you wearing a North High uniform? response:	Are you already enrolled?
context: from the opposite side of the linked time boundary.\The me that exists three years from now and I are the same being.\The me three years from now and I have shared our memories.\How?\We synchronized.\I don't understand.\Why are you wearing a North High uniform?\Are you already enrolled? response:	I am not. The current me is in standby mode.
context: The me that exists three years from now and I are the same being.\The me three years from now and I have shared our memories.\How?\We synchronized.\I don't understand.\Why are you wearing a North High uniform?\Are you already enrolled?\I am not. The current me is in standby mode. response:	Standby?
context: The me three years from now and I have shared our memories.\How?\We synchronized.\I don't understand.\Why are you wearing a North High uniform?\Are you already enrolled?\I am not. The current me is in standby mode.\Standby? response:	So you intend to be in standby for almost three years?
context: How?\We synchronized.\I don't understand.\Why are you wearing a North High uniform?\Are you already enrolled?\I am not. The current me is in standby mode.\Standby?\So you intend to be in standby for almost three years? response:	Yes.
context: We synchronized.\I don't understand.\Why are you wearing a North High uniform?\Are you already enrolled?\I am not. The current me is in standby mode.\Standby?\So you intend to be in standby for almost three years?\Yes. response:	That sounds like an awfully long process.
context: I don't understand.\Why are you wearing a North High uniform?\Are you already enrolled?\I am not. The current me is in standby mode.\Standby?\So you intend to be in standby for almost three years?\Yes.\That sounds like an awfully long process. response:	That is my role.
context: Why are you wearing a North High uniform?\Are you already enrolled?\I am not. The current me is in standby mode.\Standby?\So you intend to be in standby for almost three years?\Yes.\That sounds like an awfully long process.\That is my role. response:	There is more than one way to travel through time.
context: Are you already enrolled?\I am not. The current me is in standby mode.\Standby?\So you intend to be in standby for almost three years?\Yes.\That sounds like an awfully long process.\That is my role.\There is more than one way to travel through time. response:	The TPDD is not the only device that can control time.
