context: Uh.. response:	Er...
context: I don't really know whether we're adequately prepared,\but I brought this.\It seems better than not bringing anything.\Yeah, if we end up in such a tough situation that we would need to use that, it'll be a great help.\What did you bring, Madoka?\I was thinking we should decide on costumes first.\You really did put some effort into this.\I surrender, you've beaten me. response:	This shows the traces of magic left by the Witch from yesterday.
context: but I brought this.\It seems better than not bringing anything.\Yeah, if we end up in such a tough situation that we would need to use that, it'll be a great help.\What did you bring, Madoka?\I was thinking we should decide on costumes first.\You really did put some effort into this.\I surrender, you've beaten me.\This shows the traces of magic left by the Witch from yesterday. response:	Simply put, it's the only way to find a Witch.
context: It seems better than not bringing anything.\Yeah, if we end up in such a tough situation that we would need to use that, it'll be a great help.\What did you bring, Madoka?\I was thinking we should decide on costumes first.\You really did put some effort into this.\I surrender, you've beaten me.\This shows the traces of magic left by the Witch from yesterday.\Simply put, it's the only way to find a Witch. response:	By using the Soul Gem like this, we can track the Witch down.
context: Yeah, if we end up in such a tough situation that we would need to use that, it'll be a great help.\What did you bring, Madoka?\I was thinking we should decide on costumes first.\You really did put some effort into this.\I surrender, you've beaten me.\This shows the traces of magic left by the Witch from yesterday.\Simply put, it's the only way to find a Witch.\By using the Soul Gem like this, we can track the Witch down. response:	It's surprisingly simple.
context: What did you bring, Madoka?\I was thinking we should decide on costumes first.\You really did put some effort into this.\I surrender, you've beaten me.\This shows the traces of magic left by the Witch from yesterday.\Simply put, it's the only way to find a Witch.\By using the Soul Gem like this, we can track the Witch down.\It's surprisingly simple. response:	The light hasn't changed at all.
context: I was thinking we should decide on costumes first.\You really did put some effort into this.\I surrender, you've beaten me.\This shows the traces of magic left by the Witch from yesterday.\Simply put, it's the only way to find a Witch.\By using the Soul Gem like this, we can track the Witch down.\It's surprisingly simple.\The light hasn't changed at all. response:	It's been a night since the Witch fled the scene.
context: You really did put some effort into this.\I surrender, you've beaten me.\This shows the traces of magic left by the Witch from yesterday.\Simply put, it's the only way to find a Witch.\By using the Soul Gem like this, we can track the Witch down.\It's surprisingly simple.\The light hasn't changed at all.\It's been a night since the Witch fled the scene. response:	The traces are weakening.
context: I surrender, you've beaten me.\This shows the traces of magic left by the Witch from yesterday.\Simply put, it's the only way to find a Witch.\By using the Soul Gem like this, we can track the Witch down.\It's surprisingly simple.\The light hasn't changed at all.\It's been a night since the Witch fled the scene.\The traces are weakening. response:	If only we had gone after her back then.
context: This shows the traces of magic left by the Witch from yesterday.\Simply put, it's the only way to find a Witch.\By using the Soul Gem like this, we can track the Witch down.\It's surprisingly simple.\The light hasn't changed at all.\It's been a night since the Witch fled the scene.\The traces are weakening.\If only we had gone after her back then. response:	Even then, we wouldn't necessarily have been able to handle her.
context: Simply put, it's the only way to find a Witch.\By using the Soul Gem like this, we can track the Witch down.\It's surprisingly simple.\The light hasn't changed at all.\It's been a night since the Witch fled the scene.\The traces are weakening.\If only we had gone after her back then.\Even then, we wouldn't necessarily have been able to handle her. response:	Besides, my priority at the time was to protect you two.
context: By using the Soul Gem like this, we can track the Witch down.\It's surprisingly simple.\The light hasn't changed at all.\It's been a night since the Witch fled the scene.\The traces are weakening.\If only we had gone after her back then.\Even then, we wouldn't necessarily have been able to handle her.\Besides, my priority at the time was to protect you two. response:	Sorry.
context: It's surprisingly simple.\The light hasn't changed at all.\It's been a night since the Witch fled the scene.\The traces are weakening.\If only we had gone after her back then.\Even then, we wouldn't necessarily have been able to handle her.\Besides, my priority at the time was to protect you two.\Sorry. response:	It's okay.
context: The light hasn't changed at all.\It's been a night since the Witch fled the scene.\The traces are weakening.\If only we had gone after her back then.\Even then, we wouldn't necessarily have been able to handle her.\Besides, my priority at the time was to protect you two.\Sorry.\It's okay. response:	Mami-san really is on the side of righteousness,
context: It's been a night since the Witch fled the scene.\The traces are weakening.\If only we had gone after her back then.\Even then, we wouldn't necessarily have been able to handle her.\Besides, my priority at the time was to protect you two.\Sorry.\It's okay.\Mami-san really is on the side of righteousness, response:	compared to that transfer student.
context: The traces are weakening.\If only we had gone after her back then.\Even then, we wouldn't necessarily have been able to handle her.\Besides, my priority at the time was to protect you two.\Sorry.\It's okay.\Mami-san really is on the side of righteousness,\compared to that transfer student. response:	It really makes me mad.
context: If only we had gone after her back then.\Even then, we wouldn't necessarily have been able to handle her.\Besides, my priority at the time was to protect you two.\Sorry.\It's okay.\Mami-san really is on the side of righteousness,\compared to that transfer student.\It really makes me mad. response:	Is she really a bad person?
context: Even then, we wouldn't necessarily have been able to handle her.\Besides, my priority at the time was to protect you two.\Sorry.\It's okay.\Mami-san really is on the side of righteousness,\compared to that transfer student.\It really makes me mad.\Is she really a bad person? response:	Hey, Mami-san, we don't have a way to find the Witch if she isn't here, do we?
context: Besides, my priority at the time was to protect you two.\Sorry.\It's okay.\Mami-san really is on the side of righteousness,\compared to that transfer student.\It really makes me mad.\Is she really a bad person?\Hey, Mami-san, we don't have a way to find the Witch if she isn't here, do we? response:	The most common incidents after a person has been cursed are traffic accidents and explosions.
context: Sorry.\It's okay.\Mami-san really is on the side of righteousness,\compared to that transfer student.\It really makes me mad.\Is she really a bad person?\Hey, Mami-san, we don't have a way to find the Witch if she isn't here, do we?\The most common incidents after a person has been cursed are traffic accidents and explosions. response:	Therefore, we'd first check the main roads and most dangerous shopping districts.
context: It's okay.\Mami-san really is on the side of righteousness,\compared to that transfer student.\It really makes me mad.\Is she really a bad person?\Hey, Mami-san, we don't have a way to find the Witch if she isn't here, do we?\The most common incidents after a person has been cursed are traffic accidents and explosions.\Therefore, we'd first check the main roads and most dangerous shopping districts. response:	Also places where people are likely to commit suicide; dark, isolated places.
context: Mami-san really is on the side of righteousness,\compared to that transfer student.\It really makes me mad.\Is she really a bad person?\Hey, Mami-san, we don't have a way to find the Witch if she isn't here, do we?\The most common incidents after a person has been cursed are traffic accidents and explosions.\Therefore, we'd first check the main roads and most dangerous shopping districts.\Also places where people are likely to commit suicide; dark, isolated places. response:	And it would be bad if they were somewhere like a hospital.
context: compared to that transfer student.\It really makes me mad.\Is she really a bad person?\Hey, Mami-san, we don't have a way to find the Witch if she isn't here, do we?\The most common incidents after a person has been cursed are traffic accidents and explosions.\Therefore, we'd first check the main roads and most dangerous shopping districts.\Also places where people are likely to commit suicide; dark, isolated places.\And it would be bad if they were somewhere like a hospital. response:	By absorbing energy from those who are already weak, their condition would worsen.
context: It really makes me mad.\Is she really a bad person?\Hey, Mami-san, we don't have a way to find the Witch if she isn't here, do we?\The most common incidents after a person has been cursed are traffic accidents and explosions.\Therefore, we'd first check the main roads and most dangerous shopping districts.\Also places where people are likely to commit suicide; dark, isolated places.\And it would be bad if they were somewhere like a hospital.\By absorbing energy from those who are already weak, their condition would worsen. response:	A strong wave of magic.
context: Is she really a bad person?\Hey, Mami-san, we don't have a way to find the Witch if she isn't here, do we?\The most common incidents after a person has been cursed are traffic accidents and explosions.\Therefore, we'd first check the main roads and most dangerous shopping districts.\Also places where people are likely to commit suicide; dark, isolated places.\And it would be bad if they were somewhere like a hospital.\By absorbing energy from those who are already weak, their condition would worsen.\A strong wave of magic. response:	It should be very close.
context: Hey, Mami-san, we don't have a way to find the Witch if she isn't here, do we?\The most common incidents after a person has been cursed are traffic accidents and explosions.\Therefore, we'd first check the main roads and most dangerous shopping districts.\Also places where people are likely to commit suicide; dark, isolated places.\And it would be bad if they were somewhere like a hospital.\By absorbing energy from those who are already weak, their condition would worsen.\A strong wave of magic.\It should be very close. response:	There's no doubt about it, it's here.
context: The most common incidents after a person has been cursed are traffic accidents and explosions.\Therefore, we'd first check the main roads and most dangerous shopping districts.\Also places where people are likely to commit suicide; dark, isolated places.\And it would be bad if they were somewhere like a hospital.\By absorbing energy from those who are already weak, their condition would worsen.\A strong wave of magic.\It should be very close.\There's no doubt about it, it's here. response:	Look, Mami-san!
context: Therefore, we'd first check the main roads and most dangerous shopping districts.\Also places where people are likely to commit suicide; dark, isolated places.\And it would be bad if they were somewhere like a hospital.\By absorbing energy from those who are already weak, their condition would worsen.\A strong wave of magic.\It should be very close.\There's no doubt about it, it's here.\Look, Mami-san! response:	A Witch's love bite...
context: Also places where people are likely to commit suicide; dark, isolated places.\And it would be bad if they were somewhere like a hospital.\By absorbing energy from those who are already weak, their condition would worsen.\A strong wave of magic.\It should be very close.\There's no doubt about it, it's here.\Look, Mami-san!\A Witch's love bite... response:	It really is like that.
context: And it would be bad if they were somewhere like a hospital.\By absorbing energy from those who are already weak, their condition would worsen.\A strong wave of magic.\It should be very close.\There's no doubt about it, it's here.\Look, Mami-san!\A Witch's love bite...\It really is like that. response:	Is she...
context: By absorbing energy from those who are already weak, their condition would worsen.\A strong wave of magic.\It should be very close.\There's no doubt about it, it's here.\Look, Mami-san!\A Witch's love bite...\It really is like that.\Is she... response:	It's okay, she just fainted.
context: A strong wave of magic.\It should be very close.\There's no doubt about it, it's here.\Look, Mami-san!\A Witch's love bite...\It really is like that.\Is she...\It's okay, she just fainted. response:	Let's go.
context: It should be very close.\There's no doubt about it, it's here.\Look, Mami-san!\A Witch's love bite...\It really is like that.\Is she...\It's okay, she just fainted.\Let's go. response:	I won't let you escape today.
context: There's no doubt about it, it's here.\Look, Mami-san!\A Witch's love bite...\It really is like that.\Is she...\It's okay, she just fainted.\Let's go.\I won't let you escape today. response:	Amazing.
context: Look, Mami-san!\A Witch's love bite...\It really is like that.\Is she...\It's okay, she just fainted.\Let's go.\I won't let you escape today.\Amazing. response:	Though it's not much of use for fighting, it might help you protect yourself.
context: A Witch's love bite...\It really is like that.\Is she...\It's okay, she just fainted.\Let's go.\I won't let you escape today.\Amazing.\Though it's not much of use for fighting, it might help you protect yourself. response:	You must not leave my side.
context: It really is like that.\Is she...\It's okay, she just fainted.\Let's go.\I won't let you escape today.\Amazing.\Though it's not much of use for fighting, it might help you protect yourself.\You must not leave my side. response:	Okay.
context: Is she...\It's okay, she just fainted.\Let's go.\I won't let you escape today.\Amazing.\Though it's not much of use for fighting, it might help you protect yourself.\You must not leave my side.\Okay. response:	Don't come here, don't come here.
context: It's okay, she just fainted.\Let's go.\I won't let you escape today.\Amazing.\Though it's not much of use for fighting, it might help you protect yourself.\You must not leave my side.\Okay.\Don't come here, don't come here. response:	How is it? You two are scared, aren't you?
context: Let's go.\I won't let you escape today.\Amazing.\Though it's not much of use for fighting, it might help you protect yourself.\You must not leave my side.\Okay.\Don't come here, don't come here.\How is it? You two are scared, aren't you? response:	This is nothing!
context: I won't let you escape today.\Amazing.\Though it's not much of use for fighting, it might help you protect yourself.\You must not leave my side.\Okay.\Don't come here, don't come here.\How is it? You two are scared, aren't you?\This is nothing! response:	I'm scared, but...
context: Amazing.\Though it's not much of use for fighting, it might help you protect yourself.\You must not leave my side.\Okay.\Don't come here, don't come here.\How is it? You two are scared, aren't you?\This is nothing!\I'm scared, but... response:	Let's go, we're almost at the heart of this realm.
context: Though it's not much of use for fighting, it might help you protect yourself.\You must not leave my side.\Okay.\Don't come here, don't come here.\How is it? You two are scared, aren't you?\This is nothing!\I'm scared, but...\Let's go, we're almost at the heart of this realm. response:	Look, it's a Witch.
context: You must not leave my side.\Okay.\Don't come here, don't come here.\How is it? You two are scared, aren't you?\This is nothing!\I'm scared, but...\Let's go, we're almost at the heart of this realm.\Look, it's a Witch. response:	How evil.
context: Okay.\Don't come here, don't come here.\How is it? You two are scared, aren't you?\This is nothing!\I'm scared, but...\Let's go, we're almost at the heart of this realm.\Look, it's a Witch.\How evil. response:	Do we have to fight that thing?
context: Don't come here, don't come here.\How is it? You two are scared, aren't you?\This is nothing!\I'm scared, but...\Let's go, we're almost at the heart of this realm.\Look, it's a Witch.\How evil.\Do we have to fight that thing? response:	Don't worry, I won't lose.
context: How is it? You two are scared, aren't you?\This is nothing!\I'm scared, but...\Let's go, we're almost at the heart of this realm.\Look, it's a Witch.\How evil.\Do we have to fight that thing?\Don't worry, I won't lose. response:	Stand back.
context: This is nothing!\I'm scared, but...\Let's go, we're almost at the heart of this realm.\Look, it's a Witch.\How evil.\Do we have to fight that thing?\Don't worry, I won't lose.\Stand back. response:	Mami-san!
context: I'm scared, but...\Let's go, we're almost at the heart of this realm.\Look, it's a Witch.\How evil.\Do we have to fight that thing?\Don't worry, I won't lose.\Stand back.\Mami-san! response:	Don't worry, I won't lose face in front of my future juniors.
context: Let's go, we're almost at the heart of this realm.\Look, it's a Witch.\How evil.\Do we have to fight that thing?\Don't worry, I won't lose.\Stand back.\Mami-san!\Don't worry, I won't lose face in front of my future juniors. response:	Okay!
context: Look, it's a Witch.\How evil.\Do we have to fight that thing?\Don't worry, I won't lose.\Stand back.\Mami-san!\Don't worry, I won't lose face in front of my future juniors.\Okay! response:	Finale!
context: How evil.\Do we have to fight that thing?\Don't worry, I won't lose.\Stand back.\Mami-san!\Don't worry, I won't lose face in front of my future juniors.\Okay!\Finale! response:	We won?
context: Do we have to fight that thing?\Don't worry, I won't lose.\Stand back.\Mami-san!\Don't worry, I won't lose face in front of my future juniors.\Okay!\Finale!\We won? response:	Amazing!
context: Don't worry, I won't lose.\Stand back.\Mami-san!\Don't worry, I won't lose face in front of my future juniors.\Okay!\Finale!\We won?\Amazing! response:	This is a grief seed.
context: Stand back.\Mami-san!\Don't worry, I won't lose face in front of my future juniors.\Okay!\Finale!\We won?\Amazing!\This is a grief seed. response:	It's a Witch's egg.
context: Mami-san!\Don't worry, I won't lose face in front of my future juniors.\Okay!\Finale!\We won?\Amazing!\This is a grief seed.\It's a Witch's egg. response:	Egg?
context: Don't worry, I won't lose face in front of my future juniors.\Okay!\Finale!\We won?\Amazing!\This is a grief seed.\It's a Witch's egg.\Egg? response:	Witches will drop these when they perish if we're lucky.
context: Okay!\Finale!\We won?\Amazing!\This is a grief seed.\It's a Witch's egg.\Egg?\Witches will drop these when they perish if we're lucky. response:	Don't worry, it's safe right now.
context: Finale!\We won?\Amazing!\This is a grief seed.\It's a Witch's egg.\Egg?\Witches will drop these when they perish if we're lucky.\Don't worry, it's safe right now. response:	Besides, it's a very useful treasure in battle.
context: We won?\Amazing!\This is a grief seed.\It's a Witch's egg.\Egg?\Witches will drop these when they perish if we're lucky.\Don't worry, it's safe right now.\Besides, it's a very useful treasure in battle. response:	My Soul Gem's color is a little duller than yesterday, right?
context: Amazing!\This is a grief seed.\It's a Witch's egg.\Egg?\Witches will drop these when they perish if we're lucky.\Don't worry, it's safe right now.\Besides, it's a very useful treasure in battle.\My Soul Gem's color is a little duller than yesterday, right? response:	It seems so.
context: This is a grief seed.\It's a Witch's egg.\Egg?\Witches will drop these when they perish if we're lucky.\Don't worry, it's safe right now.\Besides, it's a very useful treasure in battle.\My Soul Gem's color is a little duller than yesterday, right?\It seems so. response:	But if we use the grief seed...
context: It's a Witch's egg.\Egg?\Witches will drop these when they perish if we're lucky.\Don't worry, it's safe right now.\Besides, it's a very useful treasure in battle.\My Soul Gem's color is a little duller than yesterday, right?\It seems so.\But if we use the grief seed... response:	Look.
context: Egg?\Witches will drop these when they perish if we're lucky.\Don't worry, it's safe right now.\Besides, it's a very useful treasure in battle.\My Soul Gem's color is a little duller than yesterday, right?\It seems so.\But if we use the grief seed...\Look. response:	It regained its luster.
context: Witches will drop these when they perish if we're lucky.\Don't worry, it's safe right now.\Besides, it's a very useful treasure in battle.\My Soul Gem's color is a little duller than yesterday, right?\It seems so.\But if we use the grief seed...\Look.\It regained its luster. response:	See? If we do this, my magic will be restored.
context: Don't worry, it's safe right now.\Besides, it's a very useful treasure in battle.\My Soul Gem's color is a little duller than yesterday, right?\It seems so.\But if we use the grief seed...\Look.\It regained its luster.\See? If we do this, my magic will be restored. response:	This is the reward I mentioned for vanquishing a Witch.
context: Besides, it's a very useful treasure in battle.\My Soul Gem's color is a little duller than yesterday, right?\It seems so.\But if we use the grief seed...\Look.\It regained its luster.\See? If we do this, my magic will be restored.\This is the reward I mentioned for vanquishing a Witch. response:	It should still have one use left.
context: My Soul Gem's color is a little duller than yesterday, right?\It seems so.\But if we use the grief seed...\Look.\It regained its luster.\See? If we do this, my magic will be restored.\This is the reward I mentioned for vanquishing a Witch.\It should still have one use left. response:	You can have it, Akemi Homura-san.
context: It seems so.\But if we use the grief seed...\Look.\It regained its luster.\See? If we do this, my magic will be restored.\This is the reward I mentioned for vanquishing a Witch.\It should still have one use left.\You can have it, Akemi Homura-san. response:	It's her.
context: But if we use the grief seed...\Look.\It regained its luster.\See? If we do this, my magic will be restored.\This is the reward I mentioned for vanquishing a Witch.\It should still have one use left.\You can have it, Akemi Homura-san.\It's her. response:	Or are you saying you're not happy that I'm sharing it with you?
context: Look.\It regained its luster.\See? If we do this, my magic will be restored.\This is the reward I mentioned for vanquishing a Witch.\It should still have one use left.\You can have it, Akemi Homura-san.\It's her.\Or are you saying you're not happy that I'm sharing it with you? response:	You earned this yourself, so you should keep it.
context: It regained its luster.\See? If we do this, my magic will be restored.\This is the reward I mentioned for vanquishing a Witch.\It should still have one use left.\You can have it, Akemi Homura-san.\It's her.\Or are you saying you're not happy that I'm sharing it with you?\You earned this yourself, so you should keep it. response:	So that's your answer?
context: See? If we do this, my magic will be restored.\This is the reward I mentioned for vanquishing a Witch.\It should still have one use left.\You can have it, Akemi Homura-san.\It's her.\Or are you saying you're not happy that I'm sharing it with you?\You earned this yourself, so you should keep it.\So that's your answer? response:	She really pisses me off.
context: This is the reward I mentioned for vanquishing a Witch.\It should still have one use left.\You can have it, Akemi Homura-san.\It's her.\Or are you saying you're not happy that I'm sharing it with you?\You earned this yourself, so you should keep it.\So that's your answer?\She really pisses me off. response:	If only we could make up with her.
context: It should still have one use left.\You can have it, Akemi Homura-san.\It's her.\Or are you saying you're not happy that I'm sharing it with you?\You earned this yourself, so you should keep it.\So that's your answer?\She really pisses me off.\If only we could make up with her. response:	But we'd need her to think that way too.
context: You can have it, Akemi Homura-san.\It's her.\Or are you saying you're not happy that I'm sharing it with you?\You earned this yourself, so you should keep it.\So that's your answer?\She really pisses me off.\If only we could make up with her.\But we'd need her to think that way too. response:	This is... I'm...?
context: It's her.\Or are you saying you're not happy that I'm sharing it with you?\You earned this yourself, so you should keep it.\So that's your answer?\She really pisses me off.\If only we could make up with her.\But we'd need her to think that way too.\This is... I'm...? response:	No.
context: Or are you saying you're not happy that I'm sharing it with you?\You earned this yourself, so you should keep it.\So that's your answer?\She really pisses me off.\If only we could make up with her.\But we'd need her to think that way too.\This is... I'm...?\No. response:	Why would I do...
context: You earned this yourself, so you should keep it.\So that's your answer?\She really pisses me off.\If only we could make up with her.\But we'd need her to think that way too.\This is... I'm...?\No.\Why would I do... response:	Why would I do such a thing?!
context: So that's your answer?\She really pisses me off.\If only we could make up with her.\But we'd need her to think that way too.\This is... I'm...?\No.\Why would I do...\Why would I do such a thing?! response:	Don't worry, it's all right now.
context: She really pisses me off.\If only we could make up with her.\But we'd need her to think that way too.\This is... I'm...?\No.\Why would I do...\Why would I do such a thing?!\Don't worry, it's all right now. response:	You just had a nightmare, that's all.
context: If only we could make up with her.\But we'd need her to think that way too.\This is... I'm...?\No.\Why would I do...\Why would I do such a thing?!\Don't worry, it's all right now.\You just had a nightmare, that's all. response:	I guess this wraps things up.
context: But we'd need her to think that way too.\This is... I'm...?\No.\Why would I do...\Why would I do such a thing?!\Don't worry, it's all right now.\You just had a nightmare, that's all.\I guess this wraps things up. response:	A wish to be fulfilled...
context: This is... I'm...?\No.\Why would I do...\Why would I do such a thing?!\Don't worry, it's all right now.\You just had a nightmare, that's all.\I guess this wraps things up.\A wish to be fulfilled... response:	It's still hard for me to decide right now.
context: No.\Why would I do...\Why would I do such a thing?!\Don't worry, it's all right now.\You just had a nightmare, that's all.\I guess this wraps things up.\A wish to be fulfilled...\It's still hard for me to decide right now. response:	But Mami-san's silhouette looked magnificent when she saved her.
context: Why would I do...\Why would I do such a thing?!\Don't worry, it's all right now.\You just had a nightmare, that's all.\I guess this wraps things up.\A wish to be fulfilled...\It's still hard for me to decide right now.\But Mami-san's silhouette looked magnificent when she saved her. response:	If someone like me could become like her and help others, I would be really happy.
context: Why would I do such a thing?!\Don't worry, it's all right now.\You just had a nightmare, that's all.\I guess this wraps things up.\A wish to be fulfilled...\It's still hard for me to decide right now.\But Mami-san's silhouette looked magnificent when she saved her.\If someone like me could become like her and help others, I would be really happy. response:	Mizukawa Hekiru
context: Don't worry, it's all right now.\You just had a nightmare, that's all.\I guess this wraps things up.\A wish to be fulfilled...\It's still hard for me to decide right now.\But Mami-san's silhouette looked magnificent when she saved her.\If someone like me could become like her and help others, I would be really happy.\Mizukawa Hekiru response:	Forcing yourself to face it, even when you're scared or in pain,
context: You just had a nightmare, that's all.\I guess this wraps things up.\A wish to be fulfilled...\It's still hard for me to decide right now.\But Mami-san's silhouette looked magnificent when she saved her.\If someone like me could become like her and help others, I would be really happy.\Mizukawa Hekiru\Forcing yourself to face it, even when you're scared or in pain, response:	or when no one is there to help you and you want to hide and cry...
context: I guess this wraps things up.\A wish to be fulfilled...\It's still hard for me to decide right now.\But Mami-san's silhouette looked magnificent when she saved her.\If someone like me could become like her and help others, I would be really happy.\Mizukawa Hekiru\Forcing yourself to face it, even when you're scared or in pain,\or when no one is there to help you and you want to hide and cry... response:	Episode 3 I'm Not Afraid of Anything
context: A wish to be fulfilled...\It's still hard for me to decide right now.\But Mami-san's silhouette looked magnificent when she saved her.\If someone like me could become like her and help others, I would be really happy.\Mizukawa Hekiru\Forcing yourself to face it, even when you're scared or in pain,\or when no one is there to help you and you want to hide and cry...\Episode 3 I'm Not Afraid of Anything response:	The life of a Magical Girl isn't easy!
