context: Well, I'll be going now, Ayumi. response:	Episode 8 Encounter
context: You're correct. Hold on just a second.\Come to think, this is the first time I'm calling her...\Yes, Tomori here.\Oh, um... it's me, Otosaka.\Oh, it's you. This is unusual. Is something wrong?\Okay. I don't want you to be surprised by this.\But I'm here together with the vocalist of ZHIEND right now.\Yeah... response:	You're not surprised? You don't believe me?
context: Come to think, this is the first time I'm calling her...\Yes, Tomori here.\Oh, um... it's me, Otosaka.\Oh, it's you. This is unusual. Is something wrong?\Okay. I don't want you to be surprised by this.\But I'm here together with the vocalist of ZHIEND right now.\Yeah...\You're not surprised? You don't believe me? response:	No, I believe you. There's no merit for you to tell a lie like that.
context: Yes, Tomori here.\Oh, um... it's me, Otosaka.\Oh, it's you. This is unusual. Is something wrong?\Okay. I don't want you to be surprised by this.\But I'm here together with the vocalist of ZHIEND right now.\Yeah...\You're not surprised? You don't believe me?\No, I believe you. There's no merit for you to tell a lie like that. response:	So, what do you want?
context: Oh, um... it's me, Otosaka.\Oh, it's you. This is unusual. Is something wrong?\Okay. I don't want you to be surprised by this.\But I'm here together with the vocalist of ZHIEND right now.\Yeah...\You're not surprised? You don't believe me?\No, I believe you. There's no merit for you to tell a lie like that.\So, what do you want? response:	You can meet her, you know?
context: Oh, it's you. This is unusual. Is something wrong?\Okay. I don't want you to be surprised by this.\But I'm here together with the vocalist of ZHIEND right now.\Yeah...\You're not surprised? You don't believe me?\No, I believe you. There's no merit for you to tell a lie like that.\So, what do you want?\You can meet her, you know? response:	What would I do by meeting her?
context: Okay. I don't want you to be surprised by this.\But I'm here together with the vocalist of ZHIEND right now.\Yeah...\You're not surprised? You don't believe me?\No, I believe you. There's no merit for you to tell a lie like that.\So, what do you want?\You can meet her, you know?\What would I do by meeting her? response:	You're kidding me! You can talk to her, and actually I
context: But I'm here together with the vocalist of ZHIEND right now.\Yeah...\You're not surprised? You don't believe me?\No, I believe you. There's no merit for you to tell a lie like that.\So, what do you want?\You can meet her, you know?\What would I do by meeting her?\You're kidding me! You can talk to her, and actually I response:	Even if I could meet her, I wouldn't go out of my way to meet her.
context: Yeah...\You're not surprised? You don't believe me?\No, I believe you. There's no merit for you to tell a lie like that.\So, what do you want?\You can meet her, you know?\What would I do by meeting her?\You're kidding me! You can talk to her, and actually I\Even if I could meet her, I wouldn't go out of my way to meet her. response:	I love the music and performance of ZHIEND,
context: You're not surprised? You don't believe me?\No, I believe you. There's no merit for you to tell a lie like that.\So, what do you want?\You can meet her, you know?\What would I do by meeting her?\You're kidding me! You can talk to her, and actually I\Even if I could meet her, I wouldn't go out of my way to meet her.\I love the music and performance of ZHIEND, response:	so I just want to listen to their CDs and watch their gigs. That's all there is to it.
context: No, I believe you. There's no merit for you to tell a lie like that.\So, what do you want?\You can meet her, you know?\What would I do by meeting her?\You're kidding me! You can talk to her, and actually I\Even if I could meet her, I wouldn't go out of my way to meet her.\I love the music and performance of ZHIEND,\so I just want to listen to their CDs and watch their gigs. That's all there is to it. response:	And is that all you called for? I'm going to hang up.
context: So, what do you want?\You can meet her, you know?\What would I do by meeting her?\You're kidding me! You can talk to her, and actually I\Even if I could meet her, I wouldn't go out of my way to meet her.\I love the music and performance of ZHIEND,\so I just want to listen to their CDs and watch their gigs. That's all there is to it.\And is that all you called for? I'm going to hang up. response:	Oh no... that's not it!
context: You can meet her, you know?\What would I do by meeting her?\You're kidding me! You can talk to her, and actually I\Even if I could meet her, I wouldn't go out of my way to meet her.\I love the music and performance of ZHIEND,\so I just want to listen to their CDs and watch their gigs. That's all there is to it.\And is that all you called for? I'm going to hang up.\Oh no... that's not it! response:	You're beating around the bush... what is it?
context: What would I do by meeting her?\You're kidding me! You can talk to her, and actually I\Even if I could meet her, I wouldn't go out of my way to meet her.\I love the music and performance of ZHIEND,\so I just want to listen to their CDs and watch their gigs. That's all there is to it.\And is that all you called for? I'm going to hang up.\Oh no... that's not it!\You're beating around the bush... what is it? response:	Sorry to make you wait, they're not close by.
context: You're kidding me! You can talk to her, and actually I\Even if I could meet her, I wouldn't go out of my way to meet her.\I love the music and performance of ZHIEND,\so I just want to listen to their CDs and watch their gigs. That's all there is to it.\And is that all you called for? I'm going to hang up.\Oh no... that's not it!\You're beating around the bush... what is it?\Sorry to make you wait, they're not close by. response:	When do you have to be back by?
context: Even if I could meet her, I wouldn't go out of my way to meet her.\I love the music and performance of ZHIEND,\so I just want to listen to their CDs and watch their gigs. That's all there is to it.\And is that all you called for? I'm going to hang up.\Oh no... that's not it!\You're beating around the bush... what is it?\Sorry to make you wait, they're not close by.\When do you have to be back by? response:	Time isn't something to consider. It's fine, you can take me anywhere.
context: I love the music and performance of ZHIEND,\so I just want to listen to their CDs and watch their gigs. That's all there is to it.\And is that all you called for? I'm going to hang up.\Oh no... that's not it!\You're beating around the bush... what is it?\Sorry to make you wait, they're not close by.\When do you have to be back by?\Time isn't something to consider. It's fine, you can take me anywhere. response:	At this point, what's important to you is already just as important to me.
context: so I just want to listen to their CDs and watch their gigs. That's all there is to it.\And is that all you called for? I'm going to hang up.\Oh no... that's not it!\You're beating around the bush... what is it?\Sorry to make you wait, they're not close by.\When do you have to be back by?\Time isn't something to consider. It's fine, you can take me anywhere.\At this point, what's important to you is already just as important to me. response:	But your gig is tomorrow... is it really all right?
context: And is that all you called for? I'm going to hang up.\Oh no... that's not it!\You're beating around the bush... what is it?\Sorry to make you wait, they're not close by.\When do you have to be back by?\Time isn't something to consider. It's fine, you can take me anywhere.\At this point, what's important to you is already just as important to me.\But your gig is tomorrow... is it really all right? response:	The band members and our producer will make do somehow.
context: Oh no... that's not it!\You're beating around the bush... what is it?\Sorry to make you wait, they're not close by.\When do you have to be back by?\Time isn't something to consider. It's fine, you can take me anywhere.\At this point, what's important to you is already just as important to me.\But your gig is tomorrow... is it really all right?\The band members and our producer will make do somehow. response:	All right. That helps a lot.
context: You're beating around the bush... what is it?\Sorry to make you wait, they're not close by.\When do you have to be back by?\Time isn't something to consider. It's fine, you can take me anywhere.\At this point, what's important to you is already just as important to me.\But your gig is tomorrow... is it really all right?\The band members and our producer will make do somehow.\All right. That helps a lot. response:	I have to tell her I don't need dinner...
context: Sorry to make you wait, they're not close by.\When do you have to be back by?\Time isn't something to consider. It's fine, you can take me anywhere.\At this point, what's important to you is already just as important to me.\But your gig is tomorrow... is it really all right?\The band members and our producer will make do somehow.\All right. That helps a lot.\I have to tell her I don't need dinner... response:	Dammit, I did it again. She's no longer here...
context: When do you have to be back by?\Time isn't something to consider. It's fine, you can take me anywhere.\At this point, what's important to you is already just as important to me.\But your gig is tomorrow... is it really all right?\The band members and our producer will make do somehow.\All right. That helps a lot.\I have to tell her I don't need dinner...\Dammit, I did it again. She's no longer here... response:	There you go with another heavy sigh.
context: Time isn't something to consider. It's fine, you can take me anywhere.\At this point, what's important to you is already just as important to me.\But your gig is tomorrow... is it really all right?\The band members and our producer will make do somehow.\All right. That helps a lot.\I have to tell her I don't need dinner...\Dammit, I did it again. She's no longer here...\There you go with another heavy sigh. response:	Did you just remind yourself of your little sister?
context: At this point, what's important to you is already just as important to me.\But your gig is tomorrow... is it really all right?\The band members and our producer will make do somehow.\All right. That helps a lot.\I have to tell her I don't need dinner...\Dammit, I did it again. She's no longer here...\There you go with another heavy sigh.\Did you just remind yourself of your little sister? response:	You really do see through everything.
context: But your gig is tomorrow... is it really all right?\The band members and our producer will make do somehow.\All right. That helps a lot.\I have to tell her I don't need dinner...\Dammit, I did it again. She's no longer here...\There you go with another heavy sigh.\Did you just remind yourself of your little sister?\You really do see through everything. response:	I'm hungry.
context: The band members and our producer will make do somehow.\All right. That helps a lot.\I have to tell her I don't need dinner...\Dammit, I did it again. She's no longer here...\There you go with another heavy sigh.\Did you just remind yourself of your little sister?\You really do see through everything.\I'm hungry. response:	You just ate moments ago!
context: All right. That helps a lot.\I have to tell her I don't need dinner...\Dammit, I did it again. She's no longer here...\There you go with another heavy sigh.\Did you just remind yourself of your little sister?\You really do see through everything.\I'm hungry.\You just ate moments ago! response:	That was lunch that we had. Next up is dinner.
context: I have to tell her I don't need dinner...\Dammit, I did it again. She's no longer here...\There you go with another heavy sigh.\Did you just remind yourself of your little sister?\You really do see through everything.\I'm hungry.\You just ate moments ago!\That was lunch that we had. Next up is dinner. response:	What do you want to eat?
context: Dammit, I did it again. She's no longer here...\There you go with another heavy sigh.\Did you just remind yourself of your little sister?\You really do see through everything.\I'm hungry.\You just ate moments ago!\That was lunch that we had. Next up is dinner.\What do you want to eat? response:	When you go on train rides of course it would
context: There you go with another heavy sigh.\Did you just remind yourself of your little sister?\You really do see through everything.\I'm hungry.\You just ate moments ago!\That was lunch that we had. Next up is dinner.\What do you want to eat?\When you go on train rides of course it would response:	be a soba place that you eat standing up!
context: Did you just remind yourself of your little sister?\You really do see through everything.\I'm hungry.\You just ate moments ago!\That was lunch that we had. Next up is dinner.\What do you want to eat?\When you go on train rides of course it would\be a soba place that you eat standing up! response:	Oh my God! Croquet soba? This menu item is way too amazing!
context: You really do see through everything.\I'm hungry.\You just ate moments ago!\That was lunch that we had. Next up is dinner.\What do you want to eat?\When you go on train rides of course it would\be a soba place that you eat standing up!\Oh my God! Croquet soba? This menu item is way too amazing! response:	A miraculous chemistry! I gotta pay my respect to whoever came up with this!
context: I'm hungry.\You just ate moments ago!\That was lunch that we had. Next up is dinner.\What do you want to eat?\When you go on train rides of course it would\be a soba place that you eat standing up!\Oh my God! Croquet soba? This menu item is way too amazing!\A miraculous chemistry! I gotta pay my respect to whoever came up with this! response:	Good for you!
context: You just ate moments ago!\That was lunch that we had. Next up is dinner.\What do you want to eat?\When you go on train rides of course it would\be a soba place that you eat standing up!\Oh my God! Croquet soba? This menu item is way too amazing!\A miraculous chemistry! I gotta pay my respect to whoever came up with this!\Good for you! response:	Hey, can I ask you one thing?
context: That was lunch that we had. Next up is dinner.\What do you want to eat?\When you go on train rides of course it would\be a soba place that you eat standing up!\Oh my God! Croquet soba? This menu item is way too amazing!\A miraculous chemistry! I gotta pay my respect to whoever came up with this!\Good for you!\Hey, can I ask you one thing? response:	Of course you can.
context: What do you want to eat?\When you go on train rides of course it would\be a soba place that you eat standing up!\Oh my God! Croquet soba? This menu item is way too amazing!\A miraculous chemistry! I gotta pay my respect to whoever came up with this!\Good for you!\Hey, can I ask you one thing?\Of course you can. response:	I'm sorry this is a delicate question... but those eyes... are they completely blind?
context: When you go on train rides of course it would\be a soba place that you eat standing up!\Oh my God! Croquet soba? This menu item is way too amazing!\A miraculous chemistry! I gotta pay my respect to whoever came up with this!\Good for you!\Hey, can I ask you one thing?\Of course you can.\I'm sorry this is a delicate question... but those eyes... are they completely blind? response:	I can see absolutely nothing.
context: be a soba place that you eat standing up!\Oh my God! Croquet soba? This menu item is way too amazing!\A miraculous chemistry! I gotta pay my respect to whoever came up with this!\Good for you!\Hey, can I ask you one thing?\Of course you can.\I'm sorry this is a delicate question... but those eyes... are they completely blind?\I can see absolutely nothing. response:	The fact that you can write autographs means that you weren't born blind, right?
context: Oh my God! Croquet soba? This menu item is way too amazing!\A miraculous chemistry! I gotta pay my respect to whoever came up with this!\Good for you!\Hey, can I ask you one thing?\Of course you can.\I'm sorry this is a delicate question... but those eyes... are they completely blind?\I can see absolutely nothing.\The fact that you can write autographs means that you weren't born blind, right? response:	Yeah. But this is repentance for me.
context: A miraculous chemistry! I gotta pay my respect to whoever came up with this!\Good for you!\Hey, can I ask you one thing?\Of course you can.\I'm sorry this is a delicate question... but those eyes... are they completely blind?\I can see absolutely nothing.\The fact that you can write autographs means that you weren't born blind, right?\Yeah. But this is repentance for me. response:	Repentance?
context: Good for you!\Hey, can I ask you one thing?\Of course you can.\I'm sorry this is a delicate question... but those eyes... are they completely blind?\I can see absolutely nothing.\The fact that you can write autographs means that you weren't born blind, right?\Yeah. But this is repentance for me.\Repentance? response:	I guess it's like atonement for my sins.
context: Hey, can I ask you one thing?\Of course you can.\I'm sorry this is a delicate question... but those eyes... are they completely blind?\I can see absolutely nothing.\The fact that you can write autographs means that you weren't born blind, right?\Yeah. But this is repentance for me.\Repentance?\I guess it's like atonement for my sins. response:	Have you ever thought about life?
context: Of course you can.\I'm sorry this is a delicate question... but those eyes... are they completely blind?\I can see absolutely nothing.\The fact that you can write autographs means that you weren't born blind, right?\Yeah. But this is repentance for me.\Repentance?\I guess it's like atonement for my sins.\Have you ever thought about life? response:	Well, that was sudden.
context: I'm sorry this is a delicate question... but those eyes... are they completely blind?\I can see absolutely nothing.\The fact that you can write autographs means that you weren't born blind, right?\Yeah. But this is repentance for me.\Repentance?\I guess it's like atonement for my sins.\Have you ever thought about life?\Well, that was sudden. response:	Life is something you live only once, right?
context: I can see absolutely nothing.\The fact that you can write autographs means that you weren't born blind, right?\Yeah. But this is repentance for me.\Repentance?\I guess it's like atonement for my sins.\Have you ever thought about life?\Well, that was sudden.\Life is something you live only once, right? response:	Of course.
context: The fact that you can write autographs means that you weren't born blind, right?\Yeah. But this is repentance for me.\Repentance?\I guess it's like atonement for my sins.\Have you ever thought about life?\Well, that was sudden.\Life is something you live only once, right?\Of course. response:	I had dreamed of standing on stage as the front-man for a band.
context: Yeah. But this is repentance for me.\Repentance?\I guess it's like atonement for my sins.\Have you ever thought about life?\Well, that was sudden.\Life is something you live only once, right?\Of course.\I had dreamed of standing on stage as the front-man for a band. response:	But my life was already beyond hope before I knew it,
context: Repentance?\I guess it's like atonement for my sins.\Have you ever thought about life?\Well, that was sudden.\Life is something you live only once, right?\Of course.\I had dreamed of standing on stage as the front-man for a band.\But my life was already beyond hope before I knew it, response:	and I couldn't grant myself that dream.
context: I guess it's like atonement for my sins.\Have you ever thought about life?\Well, that was sudden.\Life is something you live only once, right?\Of course.\I had dreamed of standing on stage as the front-man for a band.\But my life was already beyond hope before I knew it,\and I couldn't grant myself that dream. response:	I was pitiful at both singing and playing a guitar,
context: Have you ever thought about life?\Well, that was sudden.\Life is something you live only once, right?\Of course.\I had dreamed of standing on stage as the front-man for a band.\But my life was already beyond hope before I knew it,\and I couldn't grant myself that dream.\I was pitiful at both singing and playing a guitar, response:	while on TV, people my age were showered with praise from their songs.
context: Well, that was sudden.\Life is something you live only once, right?\Of course.\I had dreamed of standing on stage as the front-man for a band.\But my life was already beyond hope before I knew it,\and I couldn't grant myself that dream.\I was pitiful at both singing and playing a guitar,\while on TV, people my age were showered with praise from their songs. response:	I resented God.
context: Life is something you live only once, right?\Of course.\I had dreamed of standing on stage as the front-man for a band.\But my life was already beyond hope before I knew it,\and I couldn't grant myself that dream.\I was pitiful at both singing and playing a guitar,\while on TV, people my age were showered with praise from their songs.\I resented God. response:	But, that's exactly what you are now.
context: Of course.\I had dreamed of standing on stage as the front-man for a band.\But my life was already beyond hope before I knew it,\and I couldn't grant myself that dream.\I was pitiful at both singing and playing a guitar,\while on TV, people my age were showered with praise from their songs.\I resented God.\But, that's exactly what you are now. response:	That's because I cheated.
context: I had dreamed of standing on stage as the front-man for a band.\But my life was already beyond hope before I knew it,\and I couldn't grant myself that dream.\I was pitiful at both singing and playing a guitar,\while on TV, people my age were showered with praise from their songs.\I resented God.\But, that's exactly what you are now.\That's because I cheated. response:	Cheated?
context: But my life was already beyond hope before I knew it,\and I couldn't grant myself that dream.\I was pitiful at both singing and playing a guitar,\while on TV, people my age were showered with praise from their songs.\I resented God.\But, that's exactly what you are now.\That's because I cheated.\Cheated? response:	I cheated just for my own greed, even.
context: and I couldn't grant myself that dream.\I was pitiful at both singing and playing a guitar,\while on TV, people my age were showered with praise from their songs.\I resented God.\But, that's exactly what you are now.\That's because I cheated.\Cheated?\I cheated just for my own greed, even. response:	There was a time when I was popular in Japan, too.
context: I was pitiful at both singing and playing a guitar,\while on TV, people my age were showered with praise from their songs.\I resented God.\But, that's exactly what you are now.\That's because I cheated.\Cheated?\I cheated just for my own greed, even.\There was a time when I was popular in Japan, too. response:	A social phenomenon, a person of the times, that kind of success.
context: while on TV, people my age were showered with praise from their songs.\I resented God.\But, that's exactly what you are now.\That's because I cheated.\Cheated?\I cheated just for my own greed, even.\There was a time when I was popular in Japan, too.\A social phenomenon, a person of the times, that kind of success. response:	Immense amount of money moved. How the people around you look at you change.
context: I resented God.\But, that's exactly what you are now.\That's because I cheated.\Cheated?\I cheated just for my own greed, even.\There was a time when I was popular in Japan, too.\A social phenomenon, a person of the times, that kind of success.\Immense amount of money moved. How the people around you look at you change. response:	Of course, for the worse.
context: But, that's exactly what you are now.\That's because I cheated.\Cheated?\I cheated just for my own greed, even.\There was a time when I was popular in Japan, too.\A social phenomenon, a person of the times, that kind of success.\Immense amount of money moved. How the people around you look at you change.\Of course, for the worse. response:	In the end, you end up troubling your family.
context: That's because I cheated.\Cheated?\I cheated just for my own greed, even.\There was a time when I was popular in Japan, too.\A social phenomenon, a person of the times, that kind of success.\Immense amount of money moved. How the people around you look at you change.\Of course, for the worse.\In the end, you end up troubling your family. response:	My little brother got kidnapped once for ransom.
context: Cheated?\I cheated just for my own greed, even.\There was a time when I was popular in Japan, too.\A social phenomenon, a person of the times, that kind of success.\Immense amount of money moved. How the people around you look at you change.\Of course, for the worse.\In the end, you end up troubling your family.\My little brother got kidnapped once for ransom. response:	So that's why I ended everything of that sort.
context: I cheated just for my own greed, even.\There was a time when I was popular in Japan, too.\A social phenomenon, a person of the times, that kind of success.\Immense amount of money moved. How the people around you look at you change.\Of course, for the worse.\In the end, you end up troubling your family.\My little brother got kidnapped once for ransom.\So that's why I ended everything of that sort. response:	As a result, I decided I wanted to be the front-man for a really dull band.
context: There was a time when I was popular in Japan, too.\A social phenomenon, a person of the times, that kind of success.\Immense amount of money moved. How the people around you look at you change.\Of course, for the worse.\In the end, you end up troubling your family.\My little brother got kidnapped once for ransom.\So that's why I ended everything of that sort.\As a result, I decided I wanted to be the front-man for a really dull band. response:	Finally, I bartered my eyesight away, and that's the end.
context: A social phenomenon, a person of the times, that kind of success.\Immense amount of money moved. How the people around you look at you change.\Of course, for the worse.\In the end, you end up troubling your family.\My little brother got kidnapped once for ransom.\So that's why I ended everything of that sort.\As a result, I decided I wanted to be the front-man for a really dull band.\Finally, I bartered my eyesight away, and that's the end. response:	To whom?
context: Immense amount of money moved. How the people around you look at you change.\Of course, for the worse.\In the end, you end up troubling your family.\My little brother got kidnapped once for ransom.\So that's why I ended everything of that sort.\As a result, I decided I wanted to be the front-man for a really dull band.\Finally, I bartered my eyesight away, and that's the end.\To whom? response:	To God, of course.
context: Of course, for the worse.\In the end, you end up troubling your family.\My little brother got kidnapped once for ransom.\So that's why I ended everything of that sort.\As a result, I decided I wanted to be the front-man for a really dull band.\Finally, I bartered my eyesight away, and that's the end.\To whom?\To God, of course. response:	Well, I'm sure you don't quite understand it right now.
context: In the end, you end up troubling your family.\My little brother got kidnapped once for ransom.\So that's why I ended everything of that sort.\As a result, I decided I wanted to be the front-man for a really dull band.\Finally, I bartered my eyesight away, and that's the end.\To whom?\To God, of course.\Well, I'm sure you don't quite understand it right now. response:	But, if such a day ever comes for you...
context: My little brother got kidnapped once for ransom.\So that's why I ended everything of that sort.\As a result, I decided I wanted to be the front-man for a really dull band.\Finally, I bartered my eyesight away, and that's the end.\To whom?\To God, of course.\Well, I'm sure you don't quite understand it right now.\But, if such a day ever comes for you... response:	Make sure to handle it well.
context: So that's why I ended everything of that sort.\As a result, I decided I wanted to be the front-man for a really dull band.\Finally, I bartered my eyesight away, and that's the end.\To whom?\To God, of course.\Well, I'm sure you don't quite understand it right now.\But, if such a day ever comes for you...\Make sure to handle it well. response:	I can see where we're headed to, but I need you to walk just a little more.
context: As a result, I decided I wanted to be the front-man for a really dull band.\Finally, I bartered my eyesight away, and that's the end.\To whom?\To God, of course.\Well, I'm sure you don't quite understand it right now.\But, if such a day ever comes for you...\Make sure to handle it well.\I can see where we're headed to, but I need you to walk just a little more. response:	Sure.
context: Finally, I bartered my eyesight away, and that's the end.\To whom?\To God, of course.\Well, I'm sure you don't quite understand it right now.\But, if such a day ever comes for you...\Make sure to handle it well.\I can see where we're headed to, but I need you to walk just a little more.\Sure. response:	I'm so sorry to drag you out to somewhere so far away.
context: To whom?\To God, of course.\Well, I'm sure you don't quite understand it right now.\But, if such a day ever comes for you...\Make sure to handle it well.\I can see where we're headed to, but I need you to walk just a little more.\Sure.\I'm so sorry to drag you out to somewhere so far away. response:	Oh, do you realize this? You are a really kind person right now.
context: To God, of course.\Well, I'm sure you don't quite understand it right now.\But, if such a day ever comes for you...\Make sure to handle it well.\I can see where we're headed to, but I need you to walk just a little more.\Sure.\I'm so sorry to drag you out to somewhere so far away.\Oh, do you realize this? You are a really kind person right now. response:	You weren't like that in the past, were you?
context: Well, I'm sure you don't quite understand it right now.\But, if such a day ever comes for you...\Make sure to handle it well.\I can see where we're headed to, but I need you to walk just a little more.\Sure.\I'm so sorry to drag you out to somewhere so far away.\Oh, do you realize this? You are a really kind person right now.\You weren't like that in the past, were you? response:	I'm not self-aware of it, but you're probably right...
context: But, if such a day ever comes for you...\Make sure to handle it well.\I can see where we're headed to, but I need you to walk just a little more.\Sure.\I'm so sorry to drag you out to somewhere so far away.\Oh, do you realize this? You are a really kind person right now.\You weren't like that in the past, were you?\I'm not self-aware of it, but you're probably right... response:	I'm sure you've met good people.
context: Make sure to handle it well.\I can see where we're headed to, but I need you to walk just a little more.\Sure.\I'm so sorry to drag you out to somewhere so far away.\Oh, do you realize this? You are a really kind person right now.\You weren't like that in the past, were you?\I'm not self-aware of it, but you're probably right...\I'm sure you've met good people. response:	If that's the case, I can't think of anyone other than Tomori.
context: I can see where we're headed to, but I need you to walk just a little more.\Sure.\I'm so sorry to drag you out to somewhere so far away.\Oh, do you realize this? You are a really kind person right now.\You weren't like that in the past, were you?\I'm not self-aware of it, but you're probably right...\I'm sure you've met good people.\If that's the case, I can't think of anyone other than Tomori. response:	So she influenced me?
context: Sure.\I'm so sorry to drag you out to somewhere so far away.\Oh, do you realize this? You are a really kind person right now.\You weren't like that in the past, were you?\I'm not self-aware of it, but you're probably right...\I'm sure you've met good people.\If that's the case, I can't think of anyone other than Tomori.\So she influenced me? response:	You're beating around the bush... what is it?
context: I'm so sorry to drag you out to somewhere so far away.\Oh, do you realize this? You are a really kind person right now.\You weren't like that in the past, were you?\I'm not self-aware of it, but you're probably right...\I'm sure you've met good people.\If that's the case, I can't think of anyone other than Tomori.\So she influenced me?\You're beating around the bush... what is it? response:	I want your big brother to meet this person.
context: Oh, do you realize this? You are a really kind person right now.\You weren't like that in the past, were you?\I'm not self-aware of it, but you're probably right...\I'm sure you've met good people.\If that's the case, I can't think of anyone other than Tomori.\So she influenced me?\You're beating around the bush... what is it?\I want your big brother to meet this person. response:	Why?
context: You weren't like that in the past, were you?\I'm not self-aware of it, but you're probably right...\I'm sure you've met good people.\If that's the case, I can't think of anyone other than Tomori.\So she influenced me?\You're beating around the bush... what is it?\I want your big brother to meet this person.\Why? response:	Your big brother has been a ZHIEND fan for a long time, right?
context: I'm not self-aware of it, but you're probably right...\I'm sure you've met good people.\If that's the case, I can't think of anyone other than Tomori.\So she influenced me?\You're beating around the bush... what is it?\I want your big brother to meet this person.\Why?\Your big brother has been a ZHIEND fan for a long time, right? response:	Yes.
context: I'm sure you've met good people.\If that's the case, I can't think of anyone other than Tomori.\So she influenced me?\You're beating around the bush... what is it?\I want your big brother to meet this person.\Why?\Your big brother has been a ZHIEND fan for a long time, right?\Yes. response:	Something might happen as a result of him meeting the band's vocalist.
context: If that's the case, I can't think of anyone other than Tomori.\So she influenced me?\You're beating around the bush... what is it?\I want your big brother to meet this person.\Why?\Your big brother has been a ZHIEND fan for a long time, right?\Yes.\Something might happen as a result of him meeting the band's vocalist. response:	What would happen?
context: So she influenced me?\You're beating around the bush... what is it?\I want your big brother to meet this person.\Why?\Your big brother has been a ZHIEND fan for a long time, right?\Yes.\Something might happen as a result of him meeting the band's vocalist.\What would happen? response:	For instance... he might become sane again...
context: You're beating around the bush... what is it?\I want your big brother to meet this person.\Why?\Your big brother has been a ZHIEND fan for a long time, right?\Yes.\Something might happen as a result of him meeting the band's vocalist.\What would happen?\For instance... he might become sane again... response:	That's too good to be true. That'd never happen.
context: I want your big brother to meet this person.\Why?\Your big brother has been a ZHIEND fan for a long time, right?\Yes.\Something might happen as a result of him meeting the band's vocalist.\What would happen?\For instance... he might become sane again...\That's too good to be true. That'd never happen. response:	But, I want to bet that it would!
context: Why?\Your big brother has been a ZHIEND fan for a long time, right?\Yes.\Something might happen as a result of him meeting the band's vocalist.\What would happen?\For instance... he might become sane again...\That's too good to be true. That'd never happen.\But, I want to bet that it would! response:	The possibility is not zero. So, please go on ahead.
context: Your big brother has been a ZHIEND fan for a long time, right?\Yes.\Something might happen as a result of him meeting the band's vocalist.\What would happen?\For instance... he might become sane again...\That's too good to be true. That'd never happen.\But, I want to bet that it would!\The possibility is not zero. So, please go on ahead. response:	I'm glad...
context: Yes.\Something might happen as a result of him meeting the band's vocalist.\What would happen?\For instance... he might become sane again...\That's too good to be true. That'd never happen.\But, I want to bet that it would!\The possibility is not zero. So, please go on ahead.\I'm glad... response:	But why do you care so much about my big brother?
context: Something might happen as a result of him meeting the band's vocalist.\What would happen?\For instance... he might become sane again...\That's too good to be true. That'd never happen.\But, I want to bet that it would!\The possibility is not zero. So, please go on ahead.\I'm glad...\But why do you care so much about my big brother? response:	Well, that's...
context: What would happen?\For instance... he might become sane again...\That's too good to be true. That'd never happen.\But, I want to bet that it would!\The possibility is not zero. So, please go on ahead.\I'm glad...\But why do you care so much about my big brother?\Well, that's... response:	Come to think, she's right.
context: For instance... he might become sane again...\That's too good to be true. That'd never happen.\But, I want to bet that it would!\The possibility is not zero. So, please go on ahead.\I'm glad...\But why do you care so much about my big brother?\Well, that's...\Come to think, she's right. response:	I'm more of a person that has knocked down others for my sake...
context: That's too good to be true. That'd never happen.\But, I want to bet that it would!\The possibility is not zero. So, please go on ahead.\I'm glad...\But why do you care so much about my big brother?\Well, that's...\Come to think, she's right.\I'm more of a person that has knocked down others for my sake... response:	Is something wrong?
context: But, I want to bet that it would!\The possibility is not zero. So, please go on ahead.\I'm glad...\But why do you care so much about my big brother?\Well, that's...\Come to think, she's right.\I'm more of a person that has knocked down others for my sake...\Is something wrong? response:	It's just a whim...
context: The possibility is not zero. So, please go on ahead.\I'm glad...\But why do you care so much about my big brother?\Well, that's...\Come to think, she's right.\I'm more of a person that has knocked down others for my sake...\Is something wrong?\It's just a whim... response:	Well, how to put it... thank you very much.
context: I'm glad...\But why do you care so much about my big brother?\Well, that's...\Come to think, she's right.\I'm more of a person that has knocked down others for my sake...\Is something wrong?\It's just a whim...\Well, how to put it... thank you very much. response:	Then, can you relay to the hospital that Sala and I are going to visit?
context: But why do you care so much about my big brother?\Well, that's...\Come to think, she's right.\I'm more of a person that has knocked down others for my sake...\Is something wrong?\It's just a whim...\Well, how to put it... thank you very much.\Then, can you relay to the hospital that Sala and I are going to visit? response:	Sure. Roger that.
context: Well, that's...\Come to think, she's right.\I'm more of a person that has knocked down others for my sake...\Is something wrong?\It's just a whim...\Well, how to put it... thank you very much.\Then, can you relay to the hospital that Sala and I are going to visit?\Sure. Roger that. response:	I don't know what condition he's in right now.
context: Come to think, she's right.\I'm more of a person that has knocked down others for my sake...\Is something wrong?\It's just a whim...\Well, how to put it... thank you very much.\Then, can you relay to the hospital that Sala and I are going to visit?\Sure. Roger that.\I don't know what condition he's in right now. response:	Please have your heart ready for this.
context: I'm more of a person that has knocked down others for my sake...\Is something wrong?\It's just a whim...\Well, how to put it... thank you very much.\Then, can you relay to the hospital that Sala and I are going to visit?\Sure. Roger that.\I don't know what condition he's in right now.\Please have your heart ready for this. response:	Yeah. I can feel how heavy the situation is just from your voice.
