context: Danger Prophecy Emergency Countermeasures Team Explanation Meeting response:	Danger Prophecy Emergency Countermeasures Team Explanation Meeting
context: Huh? You mean Genos?\I'm Master Saitama's disciple.\D-Disciple?\An S Class, a B Class's disciple?\You're B Class Rank 1...\Hellish Blizzard.\I see.\So you've finally made Master a target of your newbie crushing. response:	And now, the tables have turned and you almost died.
context: I'm Master Saitama's disciple.\D-Disciple?\An S Class, a B Class's disciple?\You're B Class Rank 1...\Hellish Blizzard.\I see.\So you've finally made Master a target of your newbie crushing.\And now, the tables have turned and you almost died. response:	No... We both just got caught up in your attack just now.
context: D-Disciple?\An S Class, a B Class's disciple?\You're B Class Rank 1...\Hellish Blizzard.\I see.\So you've finally made Master a target of your newbie crushing.\And now, the tables have turned and you almost died.\No... We both just got caught up in your attack just now. response:	I see. I do apologize about th
context: An S Class, a B Class's disciple?\You're B Class Rank 1...\Hellish Blizzard.\I see.\So you've finally made Master a target of your newbie crushing.\And now, the tables have turned and you almost died.\No... We both just got caught up in your attack just now.\I see. I do apologize about th response:	Exploding Shuriken!
context: You're B Class Rank 1...\Hellish Blizzard.\I see.\So you've finally made Master a target of your newbie crushing.\And now, the tables have turned and you almost died.\No... We both just got caught up in your attack just now.\I see. I do apologize about th\Exploding Shuriken! response:	A monster?!
context: Hellish Blizzard.\I see.\So you've finally made Master a target of your newbie crushing.\And now, the tables have turned and you almost died.\No... We both just got caught up in your attack just now.\I see. I do apologize about th\Exploding Shuriken!\A monster?! response:	Not exactly, but...
context: I see.\So you've finally made Master a target of your newbie crushing.\And now, the tables have turned and you almost died.\No... We both just got caught up in your attack just now.\I see. I do apologize about th\Exploding Shuriken!\A monster?!\Not exactly, but... response:	It's starting to get crowded, so you should go already.
context: So you've finally made Master a target of your newbie crushing.\And now, the tables have turned and you almost died.\No... We both just got caught up in your attack just now.\I see. I do apologize about th\Exploding Shuriken!\A monster?!\Not exactly, but...\It's starting to get crowded, so you should go already. response:	You could throw a hundred of these at me. They won't do a thing.
context: And now, the tables have turned and you almost died.\No... We both just got caught up in your attack just now.\I see. I do apologize about th\Exploding Shuriken!\A monster?!\Not exactly, but...\It's starting to get crowded, so you should go already.\You could throw a hundred of these at me. They won't do a thing. response:	You haven't even been able to hit me once, so stop talking big,
context: No... We both just got caught up in your attack just now.\I see. I do apologize about th\Exploding Shuriken!\A monster?!\Not exactly, but...\It's starting to get crowded, so you should go already.\You could throw a hundred of these at me. They won't do a thing.\You haven't even been able to hit me once, so stop talking big, response:	you stupid puppet.
context: I see. I do apologize about th\Exploding Shuriken!\A monster?!\Not exactly, but...\It's starting to get crowded, so you should go already.\You could throw a hundred of these at me. They won't do a thing.\You haven't even been able to hit me once, so stop talking big,\you stupid puppet. response:	Saitama, make sure you watch closely!
context: Exploding Shuriken!\A monster?!\Not exactly, but...\It's starting to get crowded, so you should go already.\You could throw a hundred of these at me. They won't do a thing.\You haven't even been able to hit me once, so stop talking big,\you stupid puppet.\Saitama, make sure you watch closely! response:	After I turn your disciple into scraps, you're next!
context: A monster?!\Not exactly, but...\It's starting to get crowded, so you should go already.\You could throw a hundred of these at me. They won't do a thing.\You haven't even been able to hit me once, so stop talking big,\you stupid puppet.\Saitama, make sure you watch closely!\After I turn your disciple into scraps, you're next! response:	Such murderous intent...
context: Not exactly, but...\It's starting to get crowded, so you should go already.\You could throw a hundred of these at me. They won't do a thing.\You haven't even been able to hit me once, so stop talking big,\you stupid puppet.\Saitama, make sure you watch closely!\After I turn your disciple into scraps, you're next!\Such murderous intent... response:	And he radiates combat skill just by standing there.
context: It's starting to get crowded, so you should go already.\You could throw a hundred of these at me. They won't do a thing.\You haven't even been able to hit me once, so stop talking big,\you stupid puppet.\Saitama, make sure you watch closely!\After I turn your disciple into scraps, you're next!\Such murderous intent...\And he radiates combat skill just by standing there. response:	This guy's dangerous.
context: You could throw a hundred of these at me. They won't do a thing.\You haven't even been able to hit me once, so stop talking big,\you stupid puppet.\Saitama, make sure you watch closely!\After I turn your disciple into scraps, you're next!\Such murderous intent...\And he radiates combat skill just by standing there.\This guy's dangerous. response:	Master, this guy is an annoying stalker.
context: You haven't even been able to hit me once, so stop talking big,\you stupid puppet.\Saitama, make sure you watch closely!\After I turn your disciple into scraps, you're next!\Such murderous intent...\And he radiates combat skill just by standing there.\This guy's dangerous.\Master, this guy is an annoying stalker. response:	I'll make sure he disappears so that he can never come back again.
context: you stupid puppet.\Saitama, make sure you watch closely!\After I turn your disciple into scraps, you're next!\Such murderous intent...\And he radiates combat skill just by standing there.\This guy's dangerous.\Master, this guy is an annoying stalker.\I'll make sure he disappears so that he can never come back again. response:	As if a slowpoke like you could ever erase me.
context: Saitama, make sure you watch closely!\After I turn your disciple into scraps, you're next!\Such murderous intent...\And he radiates combat skill just by standing there.\This guy's dangerous.\Master, this guy is an annoying stalker.\I'll make sure he disappears so that he can never come back again.\As if a slowpoke like you could ever erase me. response:	You still intend to fight me with that level of ability?
context: After I turn your disciple into scraps, you're next!\Such murderous intent...\And he radiates combat skill just by standing there.\This guy's dangerous.\Master, this guy is an annoying stalker.\I'll make sure he disappears so that he can never come back again.\As if a slowpoke like you could ever erase me.\You still intend to fight me with that level of ability? response:	When did I ever show you my true abilities?
context: Such murderous intent...\And he radiates combat skill just by standing there.\This guy's dangerous.\Master, this guy is an annoying stalker.\I'll make sure he disappears so that he can never come back again.\As if a slowpoke like you could ever erase me.\You still intend to fight me with that level of ability?\When did I ever show you my true abilities? response:	You lose.
context: And he radiates combat skill just by standing there.\This guy's dangerous.\Master, this guy is an annoying stalker.\I'll make sure he disappears so that he can never come back again.\As if a slowpoke like you could ever erase me.\You still intend to fight me with that level of ability?\When did I ever show you my true abilities?\You lose. response:	Accelerate.
context: This guy's dangerous.\Master, this guy is an annoying stalker.\I'll make sure he disappears so that he can never come back again.\As if a slowpoke like you could ever erase me.\You still intend to fight me with that level of ability?\When did I ever show you my true abilities?\You lose.\Accelerate. response:	Genos is a little faster from the last time we messed around.
context: Master, this guy is an annoying stalker.\I'll make sure he disappears so that he can never come back again.\As if a slowpoke like you could ever erase me.\You still intend to fight me with that level of ability?\When did I ever show you my true abilities?\You lose.\Accelerate.\Genos is a little faster from the last time we messed around. response:	Huh? Did he get new parts?
context: I'll make sure he disappears so that he can never come back again.\As if a slowpoke like you could ever erase me.\You still intend to fight me with that level of ability?\When did I ever show you my true abilities?\You lose.\Accelerate.\Genos is a little faster from the last time we messed around.\Huh? Did he get new parts? response:	I can't see them at all.
context: As if a slowpoke like you could ever erase me.\You still intend to fight me with that level of ability?\When did I ever show you my true abilities?\You lose.\Accelerate.\Genos is a little faster from the last time we messed around.\Huh? Did he get new parts?\I can't see them at all. response:	Why do you keep going behind me?
context: You still intend to fight me with that level of ability?\When did I ever show you my true abilities?\You lose.\Accelerate.\Genos is a little faster from the last time we messed around.\Huh? Did he get new parts?\I can't see them at all.\Why do you keep going behind me? response:	Does this brat think he's actually faster than me?
context: When did I ever show you my true abilities?\You lose.\Accelerate.\Genos is a little faster from the last time we messed around.\Huh? Did he get new parts?\I can't see them at all.\Why do you keep going behind me?\Does this brat think he's actually faster than me? response:	You had some lint in your hair.
context: You lose.\Accelerate.\Genos is a little faster from the last time we messed around.\Huh? Did he get new parts?\I can't see them at all.\Why do you keep going behind me?\Does this brat think he's actually faster than me?\You had some lint in your hair. response:	Why, you little
context: Accelerate.\Genos is a little faster from the last time we messed around.\Huh? Did he get new parts?\I can't see them at all.\Why do you keep going behind me?\Does this brat think he's actually faster than me?\You had some lint in your hair.\Why, you little response:	You let your guard down, Speed-o'-Sound Sonic.
context: Genos is a little faster from the last time we messed around.\Huh? Did he get new parts?\I can't see them at all.\Why do you keep going behind me?\Does this brat think he's actually faster than me?\You had some lint in your hair.\Why, you little\You let your guard down, Speed-o'-Sound Sonic. response:	Machinegun Blows!
context: Huh? Did he get new parts?\I can't see them at all.\Why do you keep going behind me?\Does this brat think he's actually faster than me?\You had some lint in your hair.\Why, you little\You let your guard down, Speed-o'-Sound Sonic.\Machinegun Blows! response:	He dodged?
context: I can't see them at all.\Why do you keep going behind me?\Does this brat think he's actually faster than me?\You had some lint in your hair.\Why, you little\You let your guard down, Speed-o'-Sound Sonic.\Machinegun Blows!\He dodged? response:	What?!
context: Why do you keep going behind me?\Does this brat think he's actually faster than me?\You had some lint in your hair.\Why, you little\You let your guard down, Speed-o'-Sound Sonic.\Machinegun Blows!\He dodged?\What?! response:	You pathetic fool.
context: Does this brat think he's actually faster than me?\You had some lint in your hair.\Why, you little\You let your guard down, Speed-o'-Sound Sonic.\Machinegun Blows!\He dodged?\What?!\You pathetic fool. response:	How does it feel to hit nothing but air?
context: You had some lint in your hair.\Why, you little\You let your guard down, Speed-o'-Sound Sonic.\Machinegun Blows!\He dodged?\What?!\You pathetic fool.\How does it feel to hit nothing but air? response:	My special footwork and fast movement create an afterimage.
context: Why, you little\You let your guard down, Speed-o'-Sound Sonic.\Machinegun Blows!\He dodged?\What?!\You pathetic fool.\How does it feel to hit nothing but air?\My special footwork and fast movement create an afterimage. response:	I call it Fourfold Funeral!
context: You let your guard down, Speed-o'-Sound Sonic.\Machinegun Blows!\He dodged?\What?!\You pathetic fool.\How does it feel to hit nothing but air?\My special footwork and fast movement create an afterimage.\I call it Fourfold Funeral! response:	Die! Scatterflash Slash!
context: Machinegun Blows!\He dodged?\What?!\You pathetic fool.\How does it feel to hit nothing but air?\My special footwork and fast movement create an afterimage.\I call it Fourfold Funeral!\Die! Scatterflash Slash! response:	I can't see his movements.
context: He dodged?\What?!\You pathetic fool.\How does it feel to hit nothing but air?\My special footwork and fast movement create an afterimage.\I call it Fourfold Funeral!\Die! Scatterflash Slash!\I can't see his movements. response:	Then I'll just have to blast this whole area!
context: What?!\You pathetic fool.\How does it feel to hit nothing but air?\My special footwork and fast movement create an afterimage.\I call it Fourfold Funeral!\Die! Scatterflash Slash!\I can't see his movements.\Then I'll just have to blast this whole area! response:	Incineration Cannons! Full power!
context: You pathetic fool.\How does it feel to hit nothing but air?\My special footwork and fast movement create an afterimage.\I call it Fourfold Funeral!\Die! Scatterflash Slash!\I can't see his movements.\Then I'll just have to blast this whole area!\Incineration Cannons! Full power! response:	Is it over?
context: How does it feel to hit nothing but air?\My special footwork and fast movement create an afterimage.\I call it Fourfold Funeral!\Die! Scatterflash Slash!\I can't see his movements.\Then I'll just have to blast this whole area!\Incineration Cannons! Full power!\Is it over? response:	I won? No...
context: My special footwork and fast movement create an afterimage.\I call it Fourfold Funeral!\Die! Scatterflash Slash!\I can't see his movements.\Then I'll just have to blast this whole area!\Incineration Cannons! Full power!\Is it over?\I won? No... response:	He collapsed before I cut him.
context: I call it Fourfold Funeral!\Die! Scatterflash Slash!\I can't see his movements.\Then I'll just have to blast this whole area!\Incineration Cannons! Full power!\Is it over?\I won? No...\He collapsed before I cut him. response:	Saitama, you saved your disciple?
context: Die! Scatterflash Slash!\I can't see his movements.\Then I'll just have to blast this whole area!\Incineration Cannons! Full power!\Is it over?\I won? No...\He collapsed before I cut him.\Saitama, you saved your disciple? response:	You're too soft.
context: I can't see his movements.\Then I'll just have to blast this whole area!\Incineration Cannons! Full power!\Is it over?\I won? No...\He collapsed before I cut him.\Saitama, you saved your disciple?\You're too soft. response:	It'd suck if he set off any more explosions in front of my house.
context: Then I'll just have to blast this whole area!\Incineration Cannons! Full power!\Is it over?\I won? No...\He collapsed before I cut him.\Saitama, you saved your disciple?\You're too soft.\It'd suck if he set off any more explosions in front of my house. response:	Besides, there's no reason for you two to fight.
context: Incineration Cannons! Full power!\Is it over?\I won? No...\He collapsed before I cut him.\Saitama, you saved your disciple?\You're too soft.\It'd suck if he set off any more explosions in front of my house.\Besides, there's no reason for you two to fight. response:	Genos, are your parts supposed to be used in some stupid street brawl?
context: Is it over?\I won? No...\He collapsed before I cut him.\Saitama, you saved your disciple?\You're too soft.\It'd suck if he set off any more explosions in front of my house.\Besides, there's no reason for you two to fight.\Genos, are your parts supposed to be used in some stupid street brawl? response:	I'm the one Sonic's after.
context: I won? No...\He collapsed before I cut him.\Saitama, you saved your disciple?\You're too soft.\It'd suck if he set off any more explosions in front of my house.\Besides, there's no reason for you two to fight.\Genos, are your parts supposed to be used in some stupid street brawl?\I'm the one Sonic's after. response:	You're persistent, so I'll fight you seriously once in a while.
context: He collapsed before I cut him.\Saitama, you saved your disciple?\You're too soft.\It'd suck if he set off any more explosions in front of my house.\Besides, there's no reason for you two to fight.\Genos, are your parts supposed to be used in some stupid street brawl?\I'm the one Sonic's after.\You're persistent, so I'll fight you seriously once in a while. response:	Menacing
context: Saitama, you saved your disciple?\You're too soft.\It'd suck if he set off any more explosions in front of my house.\Besides, there's no reason for you two to fight.\Genos, are your parts supposed to be used in some stupid street brawl?\I'm the one Sonic's after.\You're persistent, so I'll fight you seriously once in a while.\Menacing response:	Come at me.
context: You're too soft.\It'd suck if he set off any more explosions in front of my house.\Besides, there's no reason for you two to fight.\Genos, are your parts supposed to be used in some stupid street brawl?\I'm the one Sonic's after.\You're persistent, so I'll fight you seriously once in a while.\Menacing\Come at me. response:	I've been waiting for this moment!
context: It'd suck if he set off any more explosions in front of my house.\Besides, there's no reason for you two to fight.\Genos, are your parts supposed to be used in some stupid street brawl?\I'm the one Sonic's after.\You're persistent, so I'll fight you seriously once in a while.\Menacing\Come at me.\I've been waiting for this moment! response:	I've developed the ultimate technique just to finish you off!
context: Besides, there's no reason for you two to fight.\Genos, are your parts supposed to be used in some stupid street brawl?\I'm the one Sonic's after.\You're persistent, so I'll fight you seriously once in a while.\Menacing\Come at me.\I've been waiting for this moment!\I've developed the ultimate technique just to finish you off! response:	And now I'll show you!
context: Genos, are your parts supposed to be used in some stupid street brawl?\I'm the one Sonic's after.\You're persistent, so I'll fight you seriously once in a while.\Menacing\Come at me.\I've been waiting for this moment!\I've developed the ultimate technique just to finish you off!\And now I'll show you! response:	Yeah, go for it.
context: I'm the one Sonic's after.\You're persistent, so I'll fight you seriously once in a while.\Menacing\Come at me.\I've been waiting for this moment!\I've developed the ultimate technique just to finish you off!\And now I'll show you!\Yeah, go for it. response:	Ultimate technique! Tenfold Funeral!
context: You're persistent, so I'll fight you seriously once in a while.\Menacing\Come at me.\I've been waiting for this moment!\I've developed the ultimate technique just to finish you off!\And now I'll show you!\Yeah, go for it.\Ultimate technique! Tenfold Funeral! response:	Ten afterimages?!
context: Menacing\Come at me.\I've been waiting for this moment!\I've developed the ultimate technique just to finish you off!\And now I'll show you!\Yeah, go for it.\Ultimate technique! Tenfold Funeral!\Ten afterimages?! response:	He's a joke, but he must've trained like crazy!
context: Come at me.\I've been waiting for this moment!\I've developed the ultimate technique just to finish you off!\And now I'll show you!\Yeah, go for it.\Ultimate technique! Tenfold Funeral!\Ten afterimages?!\He's a joke, but he must've trained like crazy! response:	His combat skills are definitely Class S.
context: I've been waiting for this moment!\I've developed the ultimate technique just to finish you off!\And now I'll show you!\Yeah, go for it.\Ultimate technique! Tenfold Funeral!\Ten afterimages?!\He's a joke, but he must've trained like crazy!\His combat skills are definitely Class S. response:	As a B Class hero, Saitama shouldn't stand a chance...
context: I've developed the ultimate technique just to finish you off!\And now I'll show you!\Yeah, go for it.\Ultimate technique! Tenfold Funeral!\Ten afterimages?!\He's a joke, but he must've trained like crazy!\His combat skills are definitely Class S.\As a B Class hero, Saitama shouldn't stand a chance... response:	But...
context: And now I'll show you!\Yeah, go for it.\Ultimate technique! Tenfold Funeral!\Ten afterimages?!\He's a joke, but he must've trained like crazy!\His combat skills are definitely Class S.\As a B Class hero, Saitama shouldn't stand a chance...\But... response:	I always feel like I don't stand a chance when I face you.
context: Yeah, go for it.\Ultimate technique! Tenfold Funeral!\Ten afterimages?!\He's a joke, but he must've trained like crazy!\His combat skills are definitely Class S.\As a B Class hero, Saitama shouldn't stand a chance...\But...\I always feel like I don't stand a chance when I face you. response:	I need to win so I can get rid of that mentality...
context: Ultimate technique! Tenfold Funeral!\Ten afterimages?!\He's a joke, but he must've trained like crazy!\His combat skills are definitely Class S.\As a B Class hero, Saitama shouldn't stand a chance...\But...\I always feel like I don't stand a chance when I face you.\I need to win so I can get rid of that mentality... response:	or I'll never be able to move on from this!
context: Ten afterimages?!\He's a joke, but he must've trained like crazy!\His combat skills are definitely Class S.\As a B Class hero, Saitama shouldn't stand a chance...\But...\I always feel like I don't stand a chance when I face you.\I need to win so I can get rid of that mentality...\or I'll never be able to move on from this! response:	Killer Move: Serious Series...
context: He's a joke, but he must've trained like crazy!\His combat skills are definitely Class S.\As a B Class hero, Saitama shouldn't stand a chance...\But...\I always feel like I don't stand a chance when I face you.\I need to win so I can get rid of that mentality...\or I'll never be able to move on from this!\Killer Move: Serious Series... response:	Serious Sideways Jumps!
context: His combat skills are definitely Class S.\As a B Class hero, Saitama shouldn't stand a chance...\But...\I always feel like I don't stand a chance when I face you.\I need to win so I can get rid of that mentality...\or I'll never be able to move on from this!\Killer Move: Serious Series...\Serious Sideways Jumps! response:	Hurgh
context: As a B Class hero, Saitama shouldn't stand a chance...\But...\I always feel like I don't stand a chance when I face you.\I need to win so I can get rid of that mentality...\or I'll never be able to move on from this!\Killer Move: Serious Series...\Serious Sideways Jumps!\Hurgh response:	Hurgh!
context: But...\I always feel like I don't stand a chance when I face you.\I need to win so I can get rid of that mentality...\or I'll never be able to move on from this!\Killer Move: Serious Series...\Serious Sideways Jumps!\Hurgh\Hurgh! response:	Wh-What did you just
context: I always feel like I don't stand a chance when I face you.\I need to win so I can get rid of that mentality...\or I'll never be able to move on from this!\Killer Move: Serious Series...\Serious Sideways Jumps!\Hurgh\Hurgh!\Wh-What did you just response:	I just passed by while doing sideways jumps.
context: I need to win so I can get rid of that mentality...\or I'll never be able to move on from this!\Killer Move: Serious Series...\Serious Sideways Jumps!\Hurgh\Hurgh!\Wh-What did you just\I just passed by while doing sideways jumps. response:	Damn it... A powerful shock wave and countless afterimages...
context: or I'll never be able to move on from this!\Killer Move: Serious Series...\Serious Sideways Jumps!\Hurgh\Hurgh!\Wh-What did you just\I just passed by while doing sideways jumps.\Damn it... A powerful shock wave and countless afterimages... response:	He was faster than me!
context: Killer Move: Serious Series...\Serious Sideways Jumps!\Hurgh\Hurgh!\Wh-What did you just\I just passed by while doing sideways jumps.\Damn it... A powerful shock wave and countless afterimages...\He was faster than me! response:	I'll get you next time...
context: Serious Sideways Jumps!\Hurgh\Hurgh!\Wh-What did you just\I just passed by while doing sideways jumps.\Damn it... A powerful shock wave and countless afterimages...\He was faster than me!\I'll get you next time... response:	Is he dead?
context: Hurgh\Hurgh!\Wh-What did you just\I just passed by while doing sideways jumps.\Damn it... A powerful shock wave and countless afterimages...\He was faster than me!\I'll get you next time...\Is he dead? response:	No, I didn't kill him.
context: Hurgh!\Wh-What did you just\I just passed by while doing sideways jumps.\Damn it... A powerful shock wave and countless afterimages...\He was faster than me!\I'll get you next time...\Is he dead?\No, I didn't kill him. response:	He's too strong.
context: Wh-What did you just\I just passed by while doing sideways jumps.\Damn it... A powerful shock wave and countless afterimages...\He was faster than me!\I'll get you next time...\Is he dead?\No, I didn't kill him.\He's too strong. response:	This isn't normal.
context: I just passed by while doing sideways jumps.\Damn it... A powerful shock wave and countless afterimages...\He was faster than me!\I'll get you next time...\Is he dead?\No, I didn't kill him.\He's too strong.\This isn't normal. response:	I couldn't be number one.
context: Damn it... A powerful shock wave and countless afterimages...\He was faster than me!\I'll get you next time...\Is he dead?\No, I didn't kill him.\He's too strong.\This isn't normal.\I couldn't be number one. response:	Not in intelligence, physical strength, practical smarts,
context: He was faster than me!\I'll get you next time...\Is he dead?\No, I didn't kill him.\He's too strong.\This isn't normal.\I couldn't be number one.\Not in intelligence, physical strength, practical smarts, response:	or natural psychic ability...
context: I'll get you next time...\Is he dead?\No, I didn't kill him.\He's too strong.\This isn't normal.\I couldn't be number one.\Not in intelligence, physical strength, practical smarts,\or natural psychic ability... response:	I was supposed to be someone who stood at the top...
context: Is he dead?\No, I didn't kill him.\He's too strong.\This isn't normal.\I couldn't be number one.\Not in intelligence, physical strength, practical smarts,\or natural psychic ability...\I was supposed to be someone who stood at the top... response:	If it weren't for her.
context: No, I didn't kill him.\He's too strong.\This isn't normal.\I couldn't be number one.\Not in intelligence, physical strength, practical smarts,\or natural psychic ability...\I was supposed to be someone who stood at the top...\If it weren't for her. response:	My older sister and the strongest esper...
context: He's too strong.\This isn't normal.\I couldn't be number one.\Not in intelligence, physical strength, practical smarts,\or natural psychic ability...\I was supposed to be someone who stood at the top...\If it weren't for her.\My older sister and the strongest esper... response:	Tornado.
context: This isn't normal.\I couldn't be number one.\Not in intelligence, physical strength, practical smarts,\or natural psychic ability...\I was supposed to be someone who stood at the top...\If it weren't for her.\My older sister and the strongest esper...\Tornado. response:	S Class Rank 2
context: I couldn't be number one.\Not in intelligence, physical strength, practical smarts,\or natural psychic ability...\I was supposed to be someone who stood at the top...\If it weren't for her.\My older sister and the strongest esper...\Tornado.\S Class Rank 2 response:	Terrible Tornado
context: Not in intelligence, physical strength, practical smarts,\or natural psychic ability...\I was supposed to be someone who stood at the top...\If it weren't for her.\My older sister and the strongest esper...\Tornado.\S Class Rank 2\Terrible Tornado response:	Because of my sister, I've never been number one at anything in my whole life.
context: or natural psychic ability...\I was supposed to be someone who stood at the top...\If it weren't for her.\My older sister and the strongest esper...\Tornado.\S Class Rank 2\Terrible Tornado\Because of my sister, I've never been number one at anything in my whole life. response:	That's why, when I became Class B Rank 1,
context: I was supposed to be someone who stood at the top...\If it weren't for her.\My older sister and the strongest esper...\Tornado.\S Class Rank 2\Terrible Tornado\Because of my sister, I've never been number one at anything in my whole life.\That's why, when I became Class B Rank 1, response:	I decided that I would stay at this rank,
context: If it weren't for her.\My older sister and the strongest esper...\Tornado.\S Class Rank 2\Terrible Tornado\Because of my sister, I've never been number one at anything in my whole life.\That's why, when I became Class B Rank 1,\I decided that I would stay at this rank, response:	manipulate heroes under Class B into a group,
context: My older sister and the strongest esper...\Tornado.\S Class Rank 2\Terrible Tornado\Because of my sister, I've never been number one at anything in my whole life.\That's why, when I became Class B Rank 1,\I decided that I would stay at this rank,\manipulate heroes under Class B into a group, response:	Sun Man
context: Tornado.\S Class Rank 2\Terrible Tornado\Because of my sister, I've never been number one at anything in my whole life.\That's why, when I became Class B Rank 1,\I decided that I would stay at this rank,\manipulate heroes under Class B into a group,\Sun Man response:	and surpass my sister, who always worked on her own.
context: S Class Rank 2\Terrible Tornado\Because of my sister, I've never been number one at anything in my whole life.\That's why, when I became Class B Rank 1,\I decided that I would stay at this rank,\manipulate heroes under Class B into a group,\Sun Man\and surpass my sister, who always worked on her own. response:	That stupid brat Terrible Tornado is S Class.
context: Terrible Tornado\Because of my sister, I've never been number one at anything in my whole life.\That's why, when I became Class B Rank 1,\I decided that I would stay at this rank,\manipulate heroes under Class B into a group,\Sun Man\and surpass my sister, who always worked on her own.\That stupid brat Terrible Tornado is S Class. response:	Why don't you just aim for Class A Rank 1, then?
context: Because of my sister, I've never been number one at anything in my whole life.\That's why, when I became Class B Rank 1,\I decided that I would stay at this rank,\manipulate heroes under Class B into a group,\Sun Man\and surpass my sister, who always worked on her own.\That stupid brat Terrible Tornado is S Class.\Why don't you just aim for Class A Rank 1, then? response:	Class A is impossible.
context: That's why, when I became Class B Rank 1,\I decided that I would stay at this rank,\manipulate heroes under Class B into a group,\Sun Man\and surpass my sister, who always worked on her own.\That stupid brat Terrible Tornado is S Class.\Why don't you just aim for Class A Rank 1, then?\Class A is impossible. response:	It's not impossible to get in the upper ranks of Class A,
context: I decided that I would stay at this rank,\manipulate heroes under Class B into a group,\Sun Man\and surpass my sister, who always worked on her own.\That stupid brat Terrible Tornado is S Class.\Why don't you just aim for Class A Rank 1, then?\Class A is impossible.\It's not impossible to get in the upper ranks of Class A, response:	but I won't make it to Rank 1.
context: manipulate heroes under Class B into a group,\Sun Man\and surpass my sister, who always worked on her own.\That stupid brat Terrible Tornado is S Class.\Why don't you just aim for Class A Rank 1, then?\Class A is impossible.\It's not impossible to get in the upper ranks of Class A,\but I won't make it to Rank 1. response:	There's no way.
context: Sun Man\and surpass my sister, who always worked on her own.\That stupid brat Terrible Tornado is S Class.\Why don't you just aim for Class A Rank 1, then?\Class A is impossible.\It's not impossible to get in the upper ranks of Class A,\but I won't make it to Rank 1.\There's no way. response:	Class A Rank 4 Bushi Drill.
context: and surpass my sister, who always worked on her own.\That stupid brat Terrible Tornado is S Class.\Why don't you just aim for Class A Rank 1, then?\Class A is impossible.\It's not impossible to get in the upper ranks of Class A,\but I won't make it to Rank 1.\There's no way.\Class A Rank 4 Bushi Drill. response:	Class A Rank 3 Okama Itachi.
context: That stupid brat Terrible Tornado is S Class.\Why don't you just aim for Class A Rank 1, then?\Class A is impossible.\It's not impossible to get in the upper ranks of Class A,\but I won't make it to Rank 1.\There's no way.\Class A Rank 4 Bushi Drill.\Class A Rank 3 Okama Itachi. response:	Class A Rank 2 Iaian.
context: Why don't you just aim for Class A Rank 1, then?\Class A is impossible.\It's not impossible to get in the upper ranks of Class A,\but I won't make it to Rank 1.\There's no way.\Class A Rank 4 Bushi Drill.\Class A Rank 3 Okama Itachi.\Class A Rank 2 Iaian. response:	Class A Rank 4 Bushi Drill
context: Class A is impossible.\It's not impossible to get in the upper ranks of Class A,\but I won't make it to Rank 1.\There's no way.\Class A Rank 4 Bushi Drill.\Class A Rank 3 Okama Itachi.\Class A Rank 2 Iaian.\Class A Rank 4 Bushi Drill response:	Class A Rank 3 Okama Itachi
context: It's not impossible to get in the upper ranks of Class A,\but I won't make it to Rank 1.\There's no way.\Class A Rank 4 Bushi Drill.\Class A Rank 3 Okama Itachi.\Class A Rank 2 Iaian.\Class A Rank 4 Bushi Drill\Class A Rank 3 Okama Itachi response:	Class A Rank 2 Iaian
context: but I won't make it to Rank 1.\There's no way.\Class A Rank 4 Bushi Drill.\Class A Rank 3 Okama Itachi.\Class A Rank 2 Iaian.\Class A Rank 4 Bushi Drill\Class A Rank 3 Okama Itachi\Class A Rank 2 Iaian response:	These three swordsmen are disciples of the S Class hero Atomic Samurai,
context: There's no way.\Class A Rank 4 Bushi Drill.\Class A Rank 3 Okama Itachi.\Class A Rank 2 Iaian.\Class A Rank 4 Bushi Drill\Class A Rank 3 Okama Itachi\Class A Rank 2 Iaian\These three swordsmen are disciples of the S Class hero Atomic Samurai, response:	and there's a reason they can't become S Class heroes...
context: Class A Rank 4 Bushi Drill.\Class A Rank 3 Okama Itachi.\Class A Rank 2 Iaian.\Class A Rank 4 Bushi Drill\Class A Rank 3 Okama Itachi\Class A Rank 2 Iaian\These three swordsmen are disciples of the S Class hero Atomic Samurai,\and there's a reason they can't become S Class heroes... response:	The man who's Rank 1 in Class A... Handsome Kamen Amai Mask.
context: Class A Rank 3 Okama Itachi.\Class A Rank 2 Iaian.\Class A Rank 4 Bushi Drill\Class A Rank 3 Okama Itachi\Class A Rank 2 Iaian\These three swordsmen are disciples of the S Class hero Atomic Samurai,\and there's a reason they can't become S Class heroes...\The man who's Rank 1 in Class A... Handsome Kamen Amai Mask. response:	No one can surpass him.
context: Class A Rank 2 Iaian.\Class A Rank 4 Bushi Drill\Class A Rank 3 Okama Itachi\Class A Rank 2 Iaian\These three swordsmen are disciples of the S Class hero Atomic Samurai,\and there's a reason they can't become S Class heroes...\The man who's Rank 1 in Class A... Handsome Kamen Amai Mask.\No one can surpass him. response:	You must be Suppon. The savage they found in an ice floe,
