context: Hamu, how's it going? response:	Hamu?
context: Shimazu Toyohisa Seizes Control of Elf Village?!\You're still wasting your time struggling, huh, Murasaki?\No matter how hard you try, no matter how many Drifters you send,\I'm going to win.\No matter how much effort you make, it's all futile.\Get out of here, Easy. The wrongs must be righted.\Get lost, Easy. I won't let you have your way.\Pathetic woman. response:	You're the pathetic one.
context: You're still wasting your time struggling, huh, Murasaki?\No matter how hard you try, no matter how many Drifters you send,\I'm going to win.\No matter how much effort you make, it's all futile.\Get out of here, Easy. The wrongs must be righted.\Get lost, Easy. I won't let you have your way.\Pathetic woman.\You're the pathetic one. response:	If you think you can do it, go ahead and try!
context: No matter how hard you try, no matter how many Drifters you send,\I'm going to win.\No matter how much effort you make, it's all futile.\Get out of here, Easy. The wrongs must be righted.\Get lost, Easy. I won't let you have your way.\Pathetic woman.\You're the pathetic one.\If you think you can do it, go ahead and try! response:	Black King Commences Southern Invasion
context: I'm going to win.\No matter how much effort you make, it's all futile.\Get out of here, Easy. The wrongs must be righted.\Get lost, Easy. I won't let you have your way.\Pathetic woman.\You're the pathetic one.\If you think you can do it, go ahead and try!\Black King Commences Southern Invasion response:	There's no way your Drifters could possibly beat my Ends!
context: No matter how much effort you make, it's all futile.\Get out of here, Easy. The wrongs must be righted.\Get lost, Easy. I won't let you have your way.\Pathetic woman.\You're the pathetic one.\If you think you can do it, go ahead and try!\Black King Commences Southern Invasion\There's no way your Drifters could possibly beat my Ends! response:	This is Semu, this is Semu!
context: Get out of here, Easy. The wrongs must be righted.\Get lost, Easy. I won't let you have your way.\Pathetic woman.\You're the pathetic one.\If you think you can do it, go ahead and try!\Black King Commences Southern Invasion\There's no way your Drifters could possibly beat my Ends!\This is Semu, this is Semu! response:	Grand Master, they finally seized the village!
context: Get lost, Easy. I won't let you have your way.\Pathetic woman.\You're the pathetic one.\If you think you can do it, go ahead and try!\Black King Commences Southern Invasion\There's no way your Drifters could possibly beat my Ends!\This is Semu, this is Semu!\Grand Master, they finally seized the village! response:	It's dangerous to let them run loose! I'll bring them there immediately!
context: Pathetic woman.\You're the pathetic one.\If you think you can do it, go ahead and try!\Black King Commences Southern Invasion\There's no way your Drifters could possibly beat my Ends!\This is Semu, this is Semu!\Grand Master, they finally seized the village!\It's dangerous to let them run loose! I'll bring them there immediately! response:	No, that won't work. There's no time for that.
context: You're the pathetic one.\If you think you can do it, go ahead and try!\Black King Commences Southern Invasion\There's no way your Drifters could possibly beat my Ends!\This is Semu, this is Semu!\Grand Master, they finally seized the village!\It's dangerous to let them run loose! I'll bring them there immediately!\No, that won't work. There's no time for that. response:	Don't bring them here. Don't you come, either.
context: If you think you can do it, go ahead and try!\Black King Commences Southern Invasion\There's no way your Drifters could possibly beat my Ends!\This is Semu, this is Semu!\Grand Master, they finally seized the village!\It's dangerous to let them run loose! I'll bring them there immediately!\No, that won't work. There's no time for that.\Don't bring them here. Don't you come, either. response:	What?! So then...
context: Black King Commences Southern Invasion\There's no way your Drifters could possibly beat my Ends!\This is Semu, this is Semu!\Grand Master, they finally seized the village!\It's dangerous to let them run loose! I'll bring them there immediately!\No, that won't work. There's no time for that.\Don't bring them here. Don't you come, either.\What?! So then... response:	Yes. It's begun.
context: There's no way your Drifters could possibly beat my Ends!\This is Semu, this is Semu!\Grand Master, they finally seized the village!\It's dangerous to let them run loose! I'll bring them there immediately!\No, that won't work. There's no time for that.\Don't bring them here. Don't you come, either.\What?! So then...\Yes. It's begun. response:	It's already begun!
context: This is Semu, this is Semu!\Grand Master, they finally seized the village!\It's dangerous to let them run loose! I'll bring them there immediately!\No, that won't work. There's no time for that.\Don't bring them here. Don't you come, either.\What?! So then...\Yes. It's begun.\It's already begun! response:	Northern Wall
context: Grand Master, they finally seized the village!\It's dangerous to let them run loose! I'll bring them there immediately!\No, that won't work. There's no time for that.\Don't bring them here. Don't you come, either.\What?! So then...\Yes. It's begun.\It's already begun!\Northern Wall response:	Urinary Incontinence
context: It's dangerous to let them run loose! I'll bring them there immediately!\No, that won't work. There's no time for that.\Don't bring them here. Don't you come, either.\What?! So then...\Yes. It's begun.\It's already begun!\Northern Wall\Urinary Incontinence response:	Great Escape
context: No, that won't work. There's no time for that.\Don't bring them here. Don't you come, either.\What?! So then...\Yes. It's begun.\It's already begun!\Northern Wall\Urinary Incontinence\Great Escape response:	Act 3 Army of Ours-Sortie at Dawn
