context: Quick Dial response:	Redial
context: b-but if Kira touches him, he'll be turned into a bomb!\A-And the wounds in Josuke's leg and torso from that blast...\Josuke, you shouldn't even be able to stand right now.\Josuke Higashikata!\Bring out... your Deadly Queen...\Deadly Queen!\H-He's strong...\I'm going to be defeated... response:	I, Yoshikage Kira, am going to be defeated!
context: A-And the wounds in Josuke's leg and torso from that blast...\Josuke, you shouldn't even be able to stand right now.\Josuke Higashikata!\Bring out... your Deadly Queen...\Deadly Queen!\H-He's strong...\I'm going to be defeated...\I, Yoshikage Kira, am going to be defeated! response:	N-No... How could...
context: Josuke, you shouldn't even be able to stand right now.\Josuke Higashikata!\Bring out... your Deadly Queen...\Deadly Queen!\H-He's strong...\I'm going to be defeated...\I, Yoshikage Kira, am going to be defeated!\N-No... How could... response:	We were so close! Josuke is stronger than him!
context: Josuke Higashikata!\Bring out... your Deadly Queen...\Deadly Queen!\H-He's strong...\I'm going to be defeated...\I, Yoshikage Kira, am going to be defeated!\N-No... How could...\We were so close! Josuke is stronger than him! response:	Is fate really on the side of that murderer?
context: Bring out... your Deadly Queen...\Deadly Queen!\H-He's strong...\I'm going to be defeated...\I, Yoshikage Kira, am going to be defeated!\N-No... How could...\We were so close! Josuke is stronger than him!\Is fate really on the side of that murderer? response:	M-My fists didn't hit him...
context: Deadly Queen!\H-He's strong...\I'm going to be defeated...\I, Yoshikage Kira, am going to be defeated!\N-No... How could...\We were so close! Josuke is stronger than him!\Is fate really on the side of that murderer?\M-My fists didn't hit him... response:	These air bullets acted like cushions!
context: H-He's strong...\I'm going to be defeated...\I, Yoshikage Kira, am going to be defeated!\N-No... How could...\We were so close! Josuke is stronger than him!\Is fate really on the side of that murderer?\M-My fists didn't hit him...\These air bullets acted like cushions! response:	B-But it wasn't my intention to have it guard me...
context: I'm going to be defeated...\I, Yoshikage Kira, am going to be defeated!\N-No... How could...\We were so close! Josuke is stronger than him!\Is fate really on the side of that murderer?\M-My fists didn't hit him...\These air bullets acted like cushions!\B-But it wasn't my intention to have it guard me... response:	I didn't have time for that!
context: I, Yoshikage Kira, am going to be defeated!\N-No... How could...\We were so close! Josuke is stronger than him!\Is fate really on the side of that murderer?\M-My fists didn't hit him...\These air bullets acted like cushions!\B-But it wasn't my intention to have it guard me...\I didn't have time for that! response:	Stray Cat!
context: N-No... How could...\We were so close! Josuke is stronger than him!\Is fate really on the side of that murderer?\M-My fists didn't hit him...\These air bullets acted like cushions!\B-But it wasn't my intention to have it guard me...\I didn't have time for that!\Stray Cat! response:	I see... Stray Cat thought it was being attacked,
context: We were so close! Josuke is stronger than him!\Is fate really on the side of that murderer?\M-My fists didn't hit him...\These air bullets acted like cushions!\B-But it wasn't my intention to have it guard me...\I didn't have time for that!\Stray Cat!\I see... Stray Cat thought it was being attacked, response:	so it instinctively blocked the attack!
context: Is fate really on the side of that murderer?\M-My fists didn't hit him...\These air bullets acted like cushions!\B-But it wasn't my intention to have it guard me...\I didn't have time for that!\Stray Cat!\I see... Stray Cat thought it was being attacked,\so it instinctively blocked the attack! response:	This is my chance! This is that chance!
context: M-My fists didn't hit him...\These air bullets acted like cushions!\B-But it wasn't my intention to have it guard me...\I didn't have time for that!\Stray Cat!\I see... Stray Cat thought it was being attacked,\so it instinctively blocked the attack!\This is my chance! This is that chance! response:	A opportunity has presented itself at the worst of times, after all!
context: These air bullets acted like cushions!\B-But it wasn't my intention to have it guard me...\I didn't have time for that!\Stray Cat!\I see... Stray Cat thought it was being attacked,\so it instinctively blocked the attack!\This is my chance! This is that chance!\A opportunity has presented itself at the worst of times, after all! response:	Deadly Queen!
context: B-But it wasn't my intention to have it guard me...\I didn't have time for that!\Stray Cat!\I see... Stray Cat thought it was being attacked,\so it instinctively blocked the attack!\This is my chance! This is that chance!\A opportunity has presented itself at the worst of times, after all!\Deadly Queen! response:	Change that air bullet into a bomb!
context: I didn't have time for that!\Stray Cat!\I see... Stray Cat thought it was being attacked,\so it instinctively blocked the attack!\This is my chance! This is that chance!\A opportunity has presented itself at the worst of times, after all!\Deadly Queen!\Change that air bullet into a bomb! response:	I've won!
context: Stray Cat!\I see... Stray Cat thought it was being attacked,\so it instinctively blocked the attack!\This is my chance! This is that chance!\A opportunity has presented itself at the worst of times, after all!\Deadly Queen!\Change that air bullet into a bomb!\I've won! response:	I've changed it into a contact bomb!
context: I see... Stray Cat thought it was being attacked,\so it instinctively blocked the attack!\This is my chance! This is that chance!\A opportunity has presented itself at the worst of times, after all!\Deadly Queen!\Change that air bullet into a bomb!\I've won!\I've changed it into a contact bomb! response:	It'll explode if anyone touches it.
context: so it instinctively blocked the attack!\This is my chance! This is that chance!\A opportunity has presented itself at the worst of times, after all!\Deadly Queen!\Change that air bullet into a bomb!\I've won!\I've changed it into a contact bomb!\It'll explode if anyone touches it. response:	Josuke, with the damage you're currently suffering from,
context: This is my chance! This is that chance!\A opportunity has presented itself at the worst of times, after all!\Deadly Queen!\Change that air bullet into a bomb!\I've won!\I've changed it into a contact bomb!\It'll explode if anyone touches it.\Josuke, with the damage you're currently suffering from, response:	you won't have the strength to dodge this!
context: A opportunity has presented itself at the worst of times, after all!\Deadly Queen!\Change that air bullet into a bomb!\I've won!\I've changed it into a contact bomb!\It'll explode if anyone touches it.\Josuke, with the damage you're currently suffering from,\you won't have the strength to dodge this! response:	Yoshikage Kira!
context: Deadly Queen!\Change that air bullet into a bomb!\I've won!\I've changed it into a contact bomb!\It'll explode if anyone touches it.\Josuke, with the damage you're currently suffering from,\you won't have the strength to dodge this!\Yoshikage Kira! response:	It's a contact bomb?!
context: Change that air bullet into a bomb!\I've won!\I've changed it into a contact bomb!\It'll explode if anyone touches it.\Josuke, with the damage you're currently suffering from,\you won't have the strength to dodge this!\Yoshikage Kira!\It's a contact bomb?! response:	Josuke! It doesn't matter if it's glass or wood!
context: I've won!\I've changed it into a contact bomb!\It'll explode if anyone touches it.\Josuke, with the damage you're currently suffering from,\you won't have the strength to dodge this!\Yoshikage Kira!\It's a contact bomb?!\Josuke! It doesn't matter if it's glass or wood! response:	Hit that and take cover!
context: I've changed it into a contact bomb!\It'll explode if anyone touches it.\Josuke, with the damage you're currently suffering from,\you won't have the strength to dodge this!\Yoshikage Kira!\It's a contact bomb?!\Josuke! It doesn't matter if it's glass or wood!\Hit that and take cover! response:	I've won! This always happens when life deals its worst to me!
context: It'll explode if anyone touches it.\Josuke, with the damage you're currently suffering from,\you won't have the strength to dodge this!\Yoshikage Kira!\It's a contact bomb?!\Josuke! It doesn't matter if it's glass or wood!\Hit that and take cover!\I've won! This always happens when life deals its worst to me! response:	Luck is on the side of Yoshikage Kira!
context: Josuke, with the damage you're currently suffering from,\you won't have the strength to dodge this!\Yoshikage Kira!\It's a contact bomb?!\Josuke! It doesn't matter if it's glass or wood!\Hit that and take cover!\I've won! This always happens when life deals its worst to me!\Luck is on the side of Yoshikage Kira! response:	Wh-What?!
context: you won't have the strength to dodge this!\Yoshikage Kira!\It's a contact bomb?!\Josuke! It doesn't matter if it's glass or wood!\Hit that and take cover!\I've won! This always happens when life deals its worst to me!\Luck is on the side of Yoshikage Kira!\Wh-What?! response:	Th-The air bullet went off its course!
context: Yoshikage Kira!\It's a contact bomb?!\Josuke! It doesn't matter if it's glass or wood!\Hit that and take cover!\I've won! This always happens when life deals its worst to me!\Luck is on the side of Yoshikage Kira!\Wh-What?!\Th-The air bullet went off its course! response:	Y-You're...
context: It's a contact bomb?!\Josuke! It doesn't matter if it's glass or wood!\Hit that and take cover!\I've won! This always happens when life deals its worst to me!\Luck is on the side of Yoshikage Kira!\Wh-What?!\Th-The air bullet went off its course!\Y-You're... response:	You're...
context: Josuke! It doesn't matter if it's glass or wood!\Hit that and take cover!\I've won! This always happens when life deals its worst to me!\Luck is on the side of Yoshikage Kira!\Wh-What?!\Th-The air bullet went off its course!\Y-You're...\You're... response:	You're...
context: Hit that and take cover!\I've won! This always happens when life deals its worst to me!\Luck is on the side of Yoshikage Kira!\Wh-What?!\Th-The air bullet went off its course!\Y-You're...\You're...\You're... response:	O-Okuyasu!
context: I've won! This always happens when life deals its worst to me!\Luck is on the side of Yoshikage Kira!\Wh-What?!\Th-The air bullet went off its course!\Y-You're...\You're...\You're...\O-Okuyasu! response:	You know, I always wonder
context: Luck is on the side of Yoshikage Kira!\Wh-What?!\Th-The air bullet went off its course!\Y-You're...\You're...\You're...\O-Okuyasu!\You know, I always wonder response:	where all the stuff I scrape away with The Hand goes.
context: Wh-What?!\Th-The air bullet went off its course!\Y-You're...\You're...\You're...\O-Okuyasu!\You know, I always wonder\where all the stuff I scrape away with The Hand goes. response:	Though I'm not really smart,
context: Th-The air bullet went off its course!\Y-You're...\You're...\You're...\O-Okuyasu!\You know, I always wonder\where all the stuff I scrape away with The Hand goes.\Though I'm not really smart, response:	so whenever I think too much about anything, I get a headache.
context: Y-You're...\You're...\You're...\O-Okuyasu!\You know, I always wonder\where all the stuff I scrape away with The Hand goes.\Though I'm not really smart,\so whenever I think too much about anything, I get a headache. response:	There.
context: You're...\You're...\O-Okuyasu!\You know, I always wonder\where all the stuff I scrape away with The Hand goes.\Though I'm not really smart,\so whenever I think too much about anything, I get a headache.\There. response:	What?!
context: You're...\O-Okuyasu!\You know, I always wonder\where all the stuff I scrape away with The Hand goes.\Though I'm not really smart,\so whenever I think too much about anything, I get a headache.\There.\What?! response:	I-I can't believe it... I-It's Okuyasu.
context: O-Okuyasu!\You know, I always wonder\where all the stuff I scrape away with The Hand goes.\Though I'm not really smart,\so whenever I think too much about anything, I get a headache.\There.\What?!\I-I can't believe it... I-It's Okuyasu. response:	But his heart and breathing had completely stopped...
context: You know, I always wonder\where all the stuff I scrape away with The Hand goes.\Though I'm not really smart,\so whenever I think too much about anything, I get a headache.\There.\What?!\I-I can't believe it... I-It's Okuyasu.\But his heart and breathing had completely stopped... response:	I had a weird dream...
context: where all the stuff I scrape away with The Hand goes.\Though I'm not really smart,\so whenever I think too much about anything, I get a headache.\There.\What?!\I-I can't believe it... I-It's Okuyasu.\But his heart and breathing had completely stopped...\I had a weird dream... response:	While I was walking amid the darkness in that dream, I saw a light.
context: Though I'm not really smart,\so whenever I think too much about anything, I get a headache.\There.\What?!\I-I can't believe it... I-It's Okuyasu.\But his heart and breathing had completely stopped...\I had a weird dream...\While I was walking amid the darkness in that dream, I saw a light. response:	And I saw my dead brother...
context: so whenever I think too much about anything, I get a headache.\There.\What?!\I-I can't believe it... I-It's Okuyasu.\But his heart and breathing had completely stopped...\I had a weird dream...\While I was walking amid the darkness in that dream, I saw a light.\And I saw my dead brother... response:	My big brother, Keicho.
context: There.\What?!\I-I can't believe it... I-It's Okuyasu.\But his heart and breathing had completely stopped...\I had a weird dream...\While I was walking amid the darkness in that dream, I saw a light.\And I saw my dead brother...\My big brother, Keicho. response:	He asked me where I was going,
context: What?!\I-I can't believe it... I-It's Okuyasu.\But his heart and breathing had completely stopped...\I had a weird dream...\While I was walking amid the darkness in that dream, I saw a light.\And I saw my dead brother...\My big brother, Keicho.\He asked me where I was going, response:	so I said that I was going to follow him.
context: I-I can't believe it... I-It's Okuyasu.\But his heart and breathing had completely stopped...\I had a weird dream...\While I was walking amid the darkness in that dream, I saw a light.\And I saw my dead brother...\My big brother, Keicho.\He asked me where I was going,\so I said that I was going to follow him. response:	I mean, my Bro was always reliable.
context: But his heart and breathing had completely stopped...\I had a weird dream...\While I was walking amid the darkness in that dream, I saw a light.\And I saw my dead brother...\My big brother, Keicho.\He asked me where I was going,\so I said that I was going to follow him.\I mean, my Bro was always reliable. response:	He never made any bad decisions, so I'd have nothing to worry about.
context: I had a weird dream...\While I was walking amid the darkness in that dream, I saw a light.\And I saw my dead brother...\My big brother, Keicho.\He asked me where I was going,\so I said that I was going to follow him.\I mean, my Bro was always reliable.\He never made any bad decisions, so I'd have nothing to worry about. response:	But then he said I should decide for myself.
context: While I was walking amid the darkness in that dream, I saw a light.\And I saw my dead brother...\My big brother, Keicho.\He asked me where I was going,\so I said that I was going to follow him.\I mean, my Bro was always reliable.\He never made any bad decisions, so I'd have nothing to worry about.\But then he said I should decide for myself. response:	He said, Okuyasu, you're the one who has to decide where you're going to go.
context: And I saw my dead brother...\My big brother, Keicho.\He asked me where I was going,\so I said that I was going to follow him.\I mean, my Bro was always reliable.\He never made any bad decisions, so I'd have nothing to worry about.\But then he said I should decide for myself.\He said, Okuyasu, you're the one who has to decide where you're going to go. response:	I thought for a bit,
context: My big brother, Keicho.\He asked me where I was going,\so I said that I was going to follow him.\I mean, my Bro was always reliable.\He never made any bad decisions, so I'd have nothing to worry about.\But then he said I should decide for myself.\He said, Okuyasu, you're the one who has to decide where you're going to go.\I thought for a bit, response:	and answered that I was going back to Morioh, and then I woke up.
context: He asked me where I was going,\so I said that I was going to follow him.\I mean, my Bro was always reliable.\He never made any bad decisions, so I'd have nothing to worry about.\But then he said I should decide for myself.\He said, Okuyasu, you're the one who has to decide where you're going to go.\I thought for a bit,\and answered that I was going back to Morioh, and then I woke up. response:	It was a really sad dream.
context: so I said that I was going to follow him.\I mean, my Bro was always reliable.\He never made any bad decisions, so I'd have nothing to worry about.\But then he said I should decide for myself.\He said, Okuyasu, you're the one who has to decide where you're going to go.\I thought for a bit,\and answered that I was going back to Morioh, and then I woke up.\It was a really sad dream. response:	Okuyasu...
context: I mean, my Bro was always reliable.\He never made any bad decisions, so I'd have nothing to worry about.\But then he said I should decide for myself.\He said, Okuyasu, you're the one who has to decide where you're going to go.\I thought for a bit,\and answered that I was going back to Morioh, and then I woke up.\It was a really sad dream.\Okuyasu... response:	Y-You've got some nerve, dreaming at a time like this!
context: He never made any bad decisions, so I'd have nothing to worry about.\But then he said I should decide for myself.\He said, Okuyasu, you're the one who has to decide where you're going to go.\I thought for a bit,\and answered that I was going back to Morioh, and then I woke up.\It was a really sad dream.\Okuyasu...\Y-You've got some nerve, dreaming at a time like this! response:	There's that lousy attitude! Despite your wounds,
context: But then he said I should decide for myself.\He said, Okuyasu, you're the one who has to decide where you're going to go.\I thought for a bit,\and answered that I was going back to Morioh, and then I woke up.\It was a really sad dream.\Okuyasu...\Y-You've got some nerve, dreaming at a time like this!\There's that lousy attitude! Despite your wounds, response:	you seem pretty okay.
context: He said, Okuyasu, you're the one who has to decide where you're going to go.\I thought for a bit,\and answered that I was going back to Morioh, and then I woke up.\It was a really sad dream.\Okuyasu...\Y-You've got some nerve, dreaming at a time like this!\There's that lousy attitude! Despite your wounds,\you seem pretty okay. response:	Shut up!
context: I thought for a bit,\and answered that I was going back to Morioh, and then I woke up.\It was a really sad dream.\Okuyasu...\Y-You've got some nerve, dreaming at a time like this!\There's that lousy attitude! Despite your wounds,\you seem pretty okay.\Shut up! response:	If you were alive, you should have woken up sooner, damn it!
context: and answered that I was going back to Morioh, and then I woke up.\It was a really sad dream.\Okuyasu...\Y-You've got some nerve, dreaming at a time like this!\There's that lousy attitude! Despite your wounds,\you seem pretty okay.\Shut up!\If you were alive, you should have woken up sooner, damn it! response:	I-Impossible... Fate should have been on my side...
context: It was a really sad dream.\Okuyasu...\Y-You've got some nerve, dreaming at a time like this!\There's that lousy attitude! Despite your wounds,\you seem pretty okay.\Shut up!\If you were alive, you should have woken up sooner, damn it!\I-Impossible... Fate should have been on my side... response:	I should have been given my opportunity!
context: Okuyasu...\Y-You've got some nerve, dreaming at a time like this!\There's that lousy attitude! Despite your wounds,\you seem pretty okay.\Shut up!\If you were alive, you should have woken up sooner, damn it!\I-Impossible... Fate should have been on my side...\I should have been given my opportunity! response:	Stray Cat! Shoot another shot!
context: Y-You've got some nerve, dreaming at a time like this!\There's that lousy attitude! Despite your wounds,\you seem pretty okay.\Shut up!\If you were alive, you should have woken up sooner, damn it!\I-Impossible... Fate should have been on my side...\I should have been given my opportunity!\Stray Cat! Shoot another shot! response:	Wh-What?!
context: There's that lousy attitude! Despite your wounds,\you seem pretty okay.\Shut up!\If you were alive, you should have woken up sooner, damn it!\I-Impossible... Fate should have been on my side...\I should have been given my opportunity!\Stray Cat! Shoot another shot!\Wh-What?! response:	Wh-Wh-Whoa... Whoa, there.
context: you seem pretty okay.\Shut up!\If you were alive, you should have woken up sooner, damn it!\I-Impossible... Fate should have been on my side...\I should have been given my opportunity!\Stray Cat! Shoot another shot!\Wh-What?!\Wh-Wh-Whoa... Whoa, there. response:	Y-Yes! Now Kira won't be able to use his air bullet bombs!
context: Shut up!\If you were alive, you should have woken up sooner, damn it!\I-Impossible... Fate should have been on my side...\I should have been given my opportunity!\Stray Cat! Shoot another shot!\Wh-What?!\Wh-Wh-Whoa... Whoa, there.\Y-Yes! Now Kira won't be able to use his air bullet bombs! response:	Th-Th-There's...
context: If you were alive, you should have woken up sooner, damn it!\I-Impossible... Fate should have been on my side...\I should have been given my opportunity!\Stray Cat! Shoot another shot!\Wh-What?!\Wh-Wh-Whoa... Whoa, there.\Y-Yes! Now Kira won't be able to use his air bullet bombs!\Th-Th-There's... response:	There has never been any trouble that I, Yoshikage Kira, was unable to overcome!
context: I-Impossible... Fate should have been on my side...\I should have been given my opportunity!\Stray Cat! Shoot another shot!\Wh-What?!\Wh-Wh-Whoa... Whoa, there.\Y-Yes! Now Kira won't be able to use his air bullet bombs!\Th-Th-There's...\There has never been any trouble that I, Yoshikage Kira, was unable to overcome! response:	Look, Jotaro!
context: I should have been given my opportunity!\Stray Cat! Shoot another shot!\Wh-What?!\Wh-Wh-Whoa... Whoa, there.\Y-Yes! Now Kira won't be able to use his air bullet bombs!\Th-Th-There's...\There has never been any trouble that I, Yoshikage Kira, was unable to overcome!\Look, Jotaro! response:	That loud sound must've come from that house.
context: Stray Cat! Shoot another shot!\Wh-What?!\Wh-Wh-Whoa... Whoa, there.\Y-Yes! Now Kira won't be able to use his air bullet bombs!\Th-Th-There's...\There has never been any trouble that I, Yoshikage Kira, was unable to overcome!\Look, Jotaro!\That loud sound must've come from that house. response:	I wonder what happened. Was it a gas explosion?
context: Wh-What?!\Wh-Wh-Whoa... Whoa, there.\Y-Yes! Now Kira won't be able to use his air bullet bombs!\Th-Th-There's...\There has never been any trouble that I, Yoshikage Kira, was unable to overcome!\Look, Jotaro!\That loud sound must've come from that house.\I wonder what happened. Was it a gas explosion? response:	L-Look! That man is injured!
context: Wh-Wh-Whoa... Whoa, there.\Y-Yes! Now Kira won't be able to use his air bullet bombs!\Th-Th-There's...\There has never been any trouble that I, Yoshikage Kira, was unable to overcome!\Look, Jotaro!\That loud sound must've come from that house.\I wonder what happened. Was it a gas explosion?\L-Look! That man is injured! response:	Josuke and Okuyasu are there, too!
context: Y-Yes! Now Kira won't be able to use his air bullet bombs!\Th-Th-There's...\There has never been any trouble that I, Yoshikage Kira, was unable to overcome!\Look, Jotaro!\That loud sound must've come from that house.\I wonder what happened. Was it a gas explosion?\L-Look! That man is injured!\Josuke and Okuyasu are there, too! response:	That kid is Hayato Kawajiri from the picture.
context: Th-Th-There's...\There has never been any trouble that I, Yoshikage Kira, was unable to overcome!\Look, Jotaro!\That loud sound must've come from that house.\I wonder what happened. Was it a gas explosion?\L-Look! That man is injured!\Josuke and Okuyasu are there, too!\That kid is Hayato Kawajiri from the picture. response:	And that man is Kosaku Kawajiri.
context: There has never been any trouble that I, Yoshikage Kira, was unable to overcome!\Look, Jotaro!\That loud sound must've come from that house.\I wonder what happened. Was it a gas explosion?\L-Look! That man is injured!\Josuke and Okuyasu are there, too!\That kid is Hayato Kawajiri from the picture.\And that man is Kosaku Kawajiri. response:	It looks like everything's falling into place.
context: Look, Jotaro!\That loud sound must've come from that house.\I wonder what happened. Was it a gas explosion?\L-Look! That man is injured!\Josuke and Okuyasu are there, too!\That kid is Hayato Kawajiri from the picture.\And that man is Kosaku Kawajiri.\It looks like everything's falling into place. response:	Any fate that would side with you...
context: That loud sound must've come from that house.\I wonder what happened. Was it a gas explosion?\L-Look! That man is injured!\Josuke and Okuyasu are there, too!\That kid is Hayato Kawajiri from the picture.\And that man is Kosaku Kawajiri.\It looks like everything's falling into place.\Any fate that would side with you... response:	Any opportunity that would come your way...
context: I wonder what happened. Was it a gas explosion?\L-Look! That man is injured!\Josuke and Okuyasu are there, too!\That kid is Hayato Kawajiri from the picture.\And that man is Kosaku Kawajiri.\It looks like everything's falling into place.\Any fate that would side with you...\Any opportunity that would come your way... response:	is nothing compared to the heart of justice that's here right now!
context: L-Look! That man is injured!\Josuke and Okuyasu are there, too!\That kid is Hayato Kawajiri from the picture.\And that man is Kosaku Kawajiri.\It looks like everything's falling into place.\Any fate that would side with you...\Any opportunity that would come your way...\is nothing compared to the heart of justice that's here right now! response:	It's definitely here! It's right here for sure!
context: Josuke and Okuyasu are there, too!\That kid is Hayato Kawajiri from the picture.\And that man is Kosaku Kawajiri.\It looks like everything's falling into place.\Any fate that would side with you...\Any opportunity that would come your way...\is nothing compared to the heart of justice that's here right now!\It's definitely here! It's right here for sure! response:	Compared to that heart, you're nothing!
context: That kid is Hayato Kawajiri from the picture.\And that man is Kosaku Kawajiri.\It looks like everything's falling into place.\Any fate that would side with you...\Any opportunity that would come your way...\is nothing compared to the heart of justice that's here right now!\It's definitely here! It's right here for sure!\Compared to that heart, you're nothing! response:	Episode 39 Goodbye, Morioh The Heart of Gold
context: And that man is Kosaku Kawajiri.\It looks like everything's falling into place.\Any fate that would side with you...\Any opportunity that would come your way...\is nothing compared to the heart of justice that's here right now!\It's definitely here! It's right here for sure!\Compared to that heart, you're nothing!\Episode 39 Goodbye, Morioh The Heart of Gold response:	Episode 39 Goodbye, Mori oh The Heart of Gold
