context: Sakurasawa Sumi, College First-Year Occupation: Rental Girlfriend response:	JobGear
context: Gah!\Y-You okay?\Slam\S-Sorry!\Looking at her up close, she really is super pretty!\And right now, she's my girlfriend...\Huh?\Wha... response:	Looks like I hit my nose. Let me go wash it off.
context: Y-You okay?\Slam\S-Sorry!\Looking at her up close, she really is super pretty!\And right now, she's my girlfriend...\Huh?\Wha...\Looks like I hit my nose. Let me go wash it off. response:	Grab a seat and wait for me.
context: Slam\S-Sorry!\Looking at her up close, she really is super pretty!\And right now, she's my girlfriend...\Huh?\Wha...\Looks like I hit my nose. Let me go wash it off.\Grab a seat and wait for me. response:	If Mizuhara ever found out about this...
context: S-Sorry!\Looking at her up close, she really is super pretty!\And right now, she's my girlfriend...\Huh?\Wha...\Looks like I hit my nose. Let me go wash it off.\Grab a seat and wait for me.\If Mizuhara ever found out about this... response:	Quit getting hot over my girl, you ape!
context: Looking at her up close, she really is super pretty!\And right now, she's my girlfriend...\Huh?\Wha...\Looks like I hit my nose. Let me go wash it off.\Grab a seat and wait for me.\If Mizuhara ever found out about this...\Quit getting hot over my girl, you ape! response:	Sorry, guess I did hit it pretty hard.
context: And right now, she's my girlfriend...\Huh?\Wha...\Looks like I hit my nose. Let me go wash it off.\Grab a seat and wait for me.\If Mizuhara ever found out about this...\Quit getting hot over my girl, you ape!\Sorry, guess I did hit it pretty hard. response:	But I'm back... now?
context: Huh?\Wha...\Looks like I hit my nose. Let me go wash it off.\Grab a seat and wait for me.\If Mizuhara ever found out about this...\Quit getting hot over my girl, you ape!\Sorry, guess I did hit it pretty hard.\But I'm back... now? response:	Oh, hello, Kazu-kun.
context: Wha...\Looks like I hit my nose. Let me go wash it off.\Grab a seat and wait for me.\If Mizuhara ever found out about this...\Quit getting hot over my girl, you ape!\Sorry, guess I did hit it pretty hard.\But I'm back... now?\Oh, hello, Kazu-kun. response:	Shock
context: Looks like I hit my nose. Let me go wash it off.\Grab a seat and wait for me.\If Mizuhara ever found out about this...\Quit getting hot over my girl, you ape!\Sorry, guess I did hit it pretty hard.\But I'm back... now?\Oh, hello, Kazu-kun.\Shock response:	M-Mami-chan?!
context: Grab a seat and wait for me.\If Mizuhara ever found out about this...\Quit getting hot over my girl, you ape!\Sorry, guess I did hit it pretty hard.\But I'm back... now?\Oh, hello, Kazu-kun.\Shock\M-Mami-chan?! response:	Wh-What brings you here?
context: If Mizuhara ever found out about this...\Quit getting hot over my girl, you ape!\Sorry, guess I did hit it pretty hard.\But I'm back... now?\Oh, hello, Kazu-kun.\Shock\M-Mami-chan?!\Wh-What brings you here? response:	I was here with a friend.
context: Quit getting hot over my girl, you ape!\Sorry, guess I did hit it pretty hard.\But I'm back... now?\Oh, hello, Kazu-kun.\Shock\M-Mami-chan?!\Wh-What brings you here?\I was here with a friend. response:	I was just on my way out when I spotted you.
context: Sorry, guess I did hit it pretty hard.\But I'm back... now?\Oh, hello, Kazu-kun.\Shock\M-Mami-chan?!\Wh-What brings you here?\I was here with a friend.\I was just on my way out when I spotted you. response:	O-Oh?
context: But I'm back... now?\Oh, hello, Kazu-kun.\Shock\M-Mami-chan?!\Wh-What brings you here?\I was here with a friend.\I was just on my way out when I spotted you.\O-Oh? response:	Holy crap! My luck sucks!
context: Oh, hello, Kazu-kun.\Shock\M-Mami-chan?!\Wh-What brings you here?\I was here with a friend.\I was just on my way out when I spotted you.\O-Oh?\Holy crap! My luck sucks! response:	I go to college with Kazu-kun.
context: Shock\M-Mami-chan?!\Wh-What brings you here?\I was here with a friend.\I was just on my way out when I spotted you.\O-Oh?\Holy crap! My luck sucks!\I go to college with Kazu-kun. response:	And uh... you?
context: M-Mami-chan?!\Wh-What brings you here?\I was here with a friend.\I was just on my way out when I spotted you.\O-Oh?\Holy crap! My luck sucks!\I go to college with Kazu-kun.\And uh... you? response:	O-Oh, this is Sakurasawa Sumi-chan.
context: Wh-What brings you here?\I was here with a friend.\I was just on my way out when I spotted you.\O-Oh?\Holy crap! My luck sucks!\I go to college with Kazu-kun.\And uh... you?\O-Oh, this is Sakurasawa Sumi-chan. response:	I can't tell her she's a rental girlfriend!
context: I was here with a friend.\I was just on my way out when I spotted you.\O-Oh?\Holy crap! My luck sucks!\I go to college with Kazu-kun.\And uh... you?\O-Oh, this is Sakurasawa Sumi-chan.\I can't tell her she's a rental girlfriend! response:	But if I call her my girlfriend, she'll think I'm two-timing Mizuhara!
context: I was just on my way out when I spotted you.\O-Oh?\Holy crap! My luck sucks!\I go to college with Kazu-kun.\And uh... you?\O-Oh, this is Sakurasawa Sumi-chan.\I can't tell her she's a rental girlfriend!\But if I call her my girlfriend, she'll think I'm two-timing Mizuhara! response:	Just a friend? Grew up in the same neighborhood?
context: O-Oh?\Holy crap! My luck sucks!\I go to college with Kazu-kun.\And uh... you?\O-Oh, this is Sakurasawa Sumi-chan.\I can't tell her she's a rental girlfriend!\But if I call her my girlfriend, she'll think I'm two-timing Mizuhara!\Just a friend? Grew up in the same neighborhood? response:	Sh-She's just a...
context: Holy crap! My luck sucks!\I go to college with Kazu-kun.\And uh... you?\O-Oh, this is Sakurasawa Sumi-chan.\I can't tell her she's a rental girlfriend!\But if I call her my girlfriend, she'll think I'm two-timing Mizuhara!\Just a friend? Grew up in the same neighborhood?\Sh-She's just a... response:	S-Sumi-chan?!
context: I go to college with Kazu-kun.\And uh... you?\O-Oh, this is Sakurasawa Sumi-chan.\I can't tell her she's a rental girlfriend!\But if I call her my girlfriend, she'll think I'm two-timing Mizuhara!\Just a friend? Grew up in the same neighborhood?\Sh-She's just a...\S-Sumi-chan?! response:	She's trying so hard to play my girlfriend for me!
context: And uh... you?\O-Oh, this is Sakurasawa Sumi-chan.\I can't tell her she's a rental girlfriend!\But if I call her my girlfriend, she'll think I'm two-timing Mizuhara!\Just a friend? Grew up in the same neighborhood?\Sh-She's just a...\S-Sumi-chan?!\She's trying so hard to play my girlfriend for me! response:	Thank you, Sumi-chan,
context: O-Oh, this is Sakurasawa Sumi-chan.\I can't tell her she's a rental girlfriend!\But if I call her my girlfriend, she'll think I'm two-timing Mizuhara!\Just a friend? Grew up in the same neighborhood?\Sh-She's just a...\S-Sumi-chan?!\She's trying so hard to play my girlfriend for me!\Thank you, Sumi-chan, response:	but that's the wrong move right now!
context: I can't tell her she's a rental girlfriend!\But if I call her my girlfriend, she'll think I'm two-timing Mizuhara!\Just a friend? Grew up in the same neighborhood?\Sh-She's just a...\S-Sumi-chan?!\She's trying so hard to play my girlfriend for me!\Thank you, Sumi-chan,\but that's the wrong move right now! response:	It'd be bad news if she thought you were my girlfriend!
context: But if I call her my girlfriend, she'll think I'm two-timing Mizuhara!\Just a friend? Grew up in the same neighborhood?\Sh-She's just a...\S-Sumi-chan?!\She's trying so hard to play my girlfriend for me!\Thank you, Sumi-chan,\but that's the wrong move right now!\It'd be bad news if she thought you were my girlfriend! response:	Hey, Sumi!
context: Just a friend? Grew up in the same neighborhood?\Sh-She's just a...\S-Sumi-chan?!\She's trying so hard to play my girlfriend for me!\Thank you, Sumi-chan,\but that's the wrong move right now!\It'd be bad news if she thought you were my girlfriend!\Hey, Sumi! response:	Stay! Stay, girl!
context: Sh-She's just a...\S-Sumi-chan?!\She's trying so hard to play my girlfriend for me!\Thank you, Sumi-chan,\but that's the wrong move right now!\It'd be bad news if she thought you were my girlfriend!\Hey, Sumi!\Stay! Stay, girl! response:	Your supply is outstripping my demand!
context: S-Sumi-chan?!\She's trying so hard to play my girlfriend for me!\Thank you, Sumi-chan,\but that's the wrong move right now!\It'd be bad news if she thought you were my girlfriend!\Hey, Sumi!\Stay! Stay, girl!\Your supply is outstripping my demand! response:	I can't worm my way outta this!
context: She's trying so hard to play my girlfriend for me!\Thank you, Sumi-chan,\but that's the wrong move right now!\It'd be bad news if she thought you were my girlfriend!\Hey, Sumi!\Stay! Stay, girl!\Your supply is outstripping my demand!\I can't worm my way outta this! response:	Sorry, Sumi-chan, could you give us a few minutes?
context: Thank you, Sumi-chan,\but that's the wrong move right now!\It'd be bad news if she thought you were my girlfriend!\Hey, Sumi!\Stay! Stay, girl!\Your supply is outstripping my demand!\I can't worm my way outta this!\Sorry, Sumi-chan, could you give us a few minutes? response:	That clearly got her down...
context: but that's the wrong move right now!\It'd be bad news if she thought you were my girlfriend!\Hey, Sumi!\Stay! Stay, girl!\Your supply is outstripping my demand!\I can't worm my way outta this!\Sorry, Sumi-chan, could you give us a few minutes?\That clearly got her down... response:	This is a disaster on multiple fronts!
context: It'd be bad news if she thought you were my girlfriend!\Hey, Sumi!\Stay! Stay, girl!\Your supply is outstripping my demand!\I can't worm my way outta this!\Sorry, Sumi-chan, could you give us a few minutes?\That clearly got her down...\This is a disaster on multiple fronts! response:	Does Chizuru-san know about this?
context: Hey, Sumi!\Stay! Stay, girl!\Your supply is outstripping my demand!\I can't worm my way outta this!\Sorry, Sumi-chan, could you give us a few minutes?\That clearly got her down...\This is a disaster on multiple fronts!\Does Chizuru-san know about this? response:	Huh? Oh, uh, no...
context: Stay! Stay, girl!\Your supply is outstripping my demand!\I can't worm my way outta this!\Sorry, Sumi-chan, could you give us a few minutes?\That clearly got her down...\This is a disaster on multiple fronts!\Does Chizuru-san know about this?\Huh? Oh, uh, no... response:	See? She thinks I'm two-timing!
context: Your supply is outstripping my demand!\I can't worm my way outta this!\Sorry, Sumi-chan, could you give us a few minutes?\That clearly got her down...\This is a disaster on multiple fronts!\Does Chizuru-san know about this?\Huh? Oh, uh, no...\See? She thinks I'm two-timing! response:	You're like a different guy now.
context: I can't worm my way outta this!\Sorry, Sumi-chan, could you give us a few minutes?\That clearly got her down...\This is a disaster on multiple fronts!\Does Chizuru-san know about this?\Huh? Oh, uh, no...\See? She thinks I'm two-timing!\You're like a different guy now. response:	You've changed since we broke up.
context: Sorry, Sumi-chan, could you give us a few minutes?\That clearly got her down...\This is a disaster on multiple fronts!\Does Chizuru-san know about this?\Huh? Oh, uh, no...\See? She thinks I'm two-timing!\You're like a different guy now.\You've changed since we broke up. response:	You immediately moved on to a pretty girl like Chizuru-san,
context: That clearly got her down...\This is a disaster on multiple fronts!\Does Chizuru-san know about this?\Huh? Oh, uh, no...\See? She thinks I'm two-timing!\You're like a different guy now.\You've changed since we broke up.\You immediately moved on to a pretty girl like Chizuru-san, response:	and now you've got another cute girl.
context: This is a disaster on multiple fronts!\Does Chizuru-san know about this?\Huh? Oh, uh, no...\See? She thinks I'm two-timing!\You're like a different guy now.\You've changed since we broke up.\You immediately moved on to a pretty girl like Chizuru-san,\and now you've got another cute girl. response:	You're more of a ladies' man than I thought, huh?
context: Does Chizuru-san know about this?\Huh? Oh, uh, no...\See? She thinks I'm two-timing!\You're like a different guy now.\You've changed since we broke up.\You immediately moved on to a pretty girl like Chizuru-san,\and now you've got another cute girl.\You're more of a ladies' man than I thought, huh? response:	I don't know...
context: Huh? Oh, uh, no...\See? She thinks I'm two-timing!\You're like a different guy now.\You've changed since we broke up.\You immediately moved on to a pretty girl like Chizuru-san,\and now you've got another cute girl.\You're more of a ladies' man than I thought, huh?\I don't know... response:	Welp. There's nothing I can do but take it on the chin.
context: See? She thinks I'm two-timing!\You're like a different guy now.\You've changed since we broke up.\You immediately moved on to a pretty girl like Chizuru-san,\and now you've got another cute girl.\You're more of a ladies' man than I thought, huh?\I don't know...\Welp. There's nothing I can do but take it on the chin. response:	Well, I should go. I'm keeping my friend waiting.
context: You're like a different guy now.\You've changed since we broke up.\You immediately moved on to a pretty girl like Chizuru-san,\and now you've got another cute girl.\You're more of a ladies' man than I thought, huh?\I don't know...\Welp. There's nothing I can do but take it on the chin.\Well, I should go. I'm keeping my friend waiting. response:	O-Okay.
context: You've changed since we broke up.\You immediately moved on to a pretty girl like Chizuru-san,\and now you've got another cute girl.\You're more of a ladies' man than I thought, huh?\I don't know...\Welp. There's nothing I can do but take it on the chin.\Well, I should go. I'm keeping my friend waiting.\O-Okay. response:	I didn't see a thing, okay?
context: You immediately moved on to a pretty girl like Chizuru-san,\and now you've got another cute girl.\You're more of a ladies' man than I thought, huh?\I don't know...\Welp. There's nothing I can do but take it on the chin.\Well, I should go. I'm keeping my friend waiting.\O-Okay.\I didn't see a thing, okay? response:	As your ex, your secret is safe with me.
context: and now you've got another cute girl.\You're more of a ladies' man than I thought, huh?\I don't know...\Welp. There's nothing I can do but take it on the chin.\Well, I should go. I'm keeping my friend waiting.\O-Okay.\I didn't see a thing, okay?\As your ex, your secret is safe with me. response:	Mami-chan?
context: You're more of a ladies' man than I thought, huh?\I don't know...\Welp. There's nothing I can do but take it on the chin.\Well, I should go. I'm keeping my friend waiting.\O-Okay.\I didn't see a thing, okay?\As your ex, your secret is safe with me.\Mami-chan? response:	Flump
context: I don't know...\Welp. There's nothing I can do but take it on the chin.\Well, I should go. I'm keeping my friend waiting.\O-Okay.\I didn't see a thing, okay?\As your ex, your secret is safe with me.\Mami-chan?\Flump response:	I thought I was done for!
context: Welp. There's nothing I can do but take it on the chin.\Well, I should go. I'm keeping my friend waiting.\O-Okay.\I didn't see a thing, okay?\As your ex, your secret is safe with me.\Mami-chan?\Flump\I thought I was done for! response:	She really doesn't care about me anymore!
context: Well, I should go. I'm keeping my friend waiting.\O-Okay.\I didn't see a thing, okay?\As your ex, your secret is safe with me.\Mami-chan?\Flump\I thought I was done for!\She really doesn't care about me anymore! response:	Sob
context: O-Okay.\I didn't see a thing, okay?\As your ex, your secret is safe with me.\Mami-chan?\Flump\I thought I was done for!\She really doesn't care about me anymore!\Sob response:	Guess it's time we wrapped this up.
context: I didn't see a thing, okay?\As your ex, your secret is safe with me.\Mami-chan?\Flump\I thought I was done for!\She really doesn't care about me anymore!\Sob\Guess it's time we wrapped this up. response:	I had a real scare back there.
context: As your ex, your secret is safe with me.\Mami-chan?\Flump\I thought I was done for!\She really doesn't care about me anymore!\Sob\Guess it's time we wrapped this up.\I had a real scare back there. response:	But it looks like Mami-chan's gonna keep quiet, so I guess I got away with it.
context: Mami-chan?\Flump\I thought I was done for!\She really doesn't care about me anymore!\Sob\Guess it's time we wrapped this up.\I had a real scare back there.\But it looks like Mami-chan's gonna keep quiet, so I guess I got away with it. response:	Thank... you.
context: Flump\I thought I was done for!\She really doesn't care about me anymore!\Sob\Guess it's time we wrapped this up.\I had a real scare back there.\But it looks like Mami-chan's gonna keep quiet, so I guess I got away with it.\Thank... you. response:	Oh, don't mention it.
context: I thought I was done for!\She really doesn't care about me anymore!\Sob\Guess it's time we wrapped this up.\I had a real scare back there.\But it looks like Mami-chan's gonna keep quiet, so I guess I got away with it.\Thank... you.\Oh, don't mention it. response:	I think you can take it nice and slow, honestly.
context: She really doesn't care about me anymore!\Sob\Guess it's time we wrapped this up.\I had a real scare back there.\But it looks like Mami-chan's gonna keep quiet, so I guess I got away with it.\Thank... you.\Oh, don't mention it.\I think you can take it nice and slow, honestly. response:	Sure, you don't talk much,
context: Sob\Guess it's time we wrapped this up.\I had a real scare back there.\But it looks like Mami-chan's gonna keep quiet, so I guess I got away with it.\Thank... you.\Oh, don't mention it.\I think you can take it nice and slow, honestly.\Sure, you don't talk much, response:	but it was painfully obvious just how hard you tried to make this a fun date.
context: Guess it's time we wrapped this up.\I had a real scare back there.\But it looks like Mami-chan's gonna keep quiet, so I guess I got away with it.\Thank... you.\Oh, don't mention it.\I think you can take it nice and slow, honestly.\Sure, you don't talk much,\but it was painfully obvious just how hard you tried to make this a fun date. response:	I don't know about introverts,
context: I had a real scare back there.\But it looks like Mami-chan's gonna keep quiet, so I guess I got away with it.\Thank... you.\Oh, don't mention it.\I think you can take it nice and slow, honestly.\Sure, you don't talk much,\but it was painfully obvious just how hard you tried to make this a fun date.\I don't know about introverts, response:	but there's no way a girl as nice as you can't be a rental girlfriend.
context: But it looks like Mami-chan's gonna keep quiet, so I guess I got away with it.\Thank... you.\Oh, don't mention it.\I think you can take it nice and slow, honestly.\Sure, you don't talk much,\but it was painfully obvious just how hard you tried to make this a fun date.\I don't know about introverts,\but there's no way a girl as nice as you can't be a rental girlfriend. response:	I know there are clients out there who'll accept you for who you are.
context: Thank... you.\Oh, don't mention it.\I think you can take it nice and slow, honestly.\Sure, you don't talk much,\but it was painfully obvious just how hard you tried to make this a fun date.\I don't know about introverts,\but there's no way a girl as nice as you can't be a rental girlfriend.\I know there are clients out there who'll accept you for who you are. response:	Maybe that knowledge will give you strength.
context: Oh, don't mention it.\I think you can take it nice and slow, honestly.\Sure, you don't talk much,\but it was painfully obvious just how hard you tried to make this a fun date.\I don't know about introverts,\but there's no way a girl as nice as you can't be a rental girlfriend.\I know there are clients out there who'll accept you for who you are.\Maybe that knowledge will give you strength. response:	Later.
context: I think you can take it nice and slow, honestly.\Sure, you don't talk much,\but it was painfully obvious just how hard you tried to make this a fun date.\I don't know about introverts,\but there's no way a girl as nice as you can't be a rental girlfriend.\I know there are clients out there who'll accept you for who you are.\Maybe that knowledge will give you strength.\Later. response:	Kazuya-kun!
context: Sure, you don't talk much,\but it was painfully obvious just how hard you tried to make this a fun date.\I don't know about introverts,\but there's no way a girl as nice as you can't be a rental girlfriend.\I know there are clients out there who'll accept you for who you are.\Maybe that knowledge will give you strength.\Later.\Kazuya-kun! response:	See you!
context: but it was painfully obvious just how hard you tried to make this a fun date.\I don't know about introverts,\but there's no way a girl as nice as you can't be a rental girlfriend.\I know there are clients out there who'll accept you for who you are.\Maybe that knowledge will give you strength.\Later.\Kazuya-kun!\See you! response:	So cute!
context: I don't know about introverts,\but there's no way a girl as nice as you can't be a rental girlfriend.\I know there are clients out there who'll accept you for who you are.\Maybe that knowledge will give you strength.\Later.\Kazuya-kun!\See you!\So cute! response:	Maybe I should rent her...
context: but there's no way a girl as nice as you can't be a rental girlfriend.\I know there are clients out there who'll accept you for who you are.\Maybe that knowledge will give you strength.\Later.\Kazuya-kun!\See you!\So cute!\Maybe I should rent her... response:	No! This is my whole problem!
context: I know there are clients out there who'll accept you for who you are.\Maybe that knowledge will give you strength.\Later.\Kazuya-kun!\See you!\So cute!\Maybe I should rent her...\No! This is my whole problem! response:	I already have Mizuhara!
context: Maybe that knowledge will give you strength.\Later.\Kazuya-kun!\See you!\So cute!\Maybe I should rent her...\No! This is my whole problem!\I already have Mizuhara! response:	This is the actual problem
context: Later.\Kazuya-kun!\See you!\So cute!\Maybe I should rent her...\No! This is my whole problem!\I already have Mizuhara!\This is the actual problem response:	Rental girlfriends are scary.
context: Kazuya-kun!\See you!\So cute!\Maybe I should rent her...\No! This is my whole problem!\I already have Mizuhara!\This is the actual problem\Rental girlfriends are scary. response:	There are way too many cute girls in the world, man.
context: See you!\So cute!\Maybe I should rent her...\No! This is my whole problem!\I already have Mizuhara!\This is the actual problem\Rental girlfriends are scary.\There are way too many cute girls in the world, man. response:	Hello, Sumi-chan? How was the date?
context: So cute!\Maybe I should rent her...\No! This is my whole problem!\I already have Mizuhara!\This is the actual problem\Rental girlfriends are scary.\There are way too many cute girls in the world, man.\Hello, Sumi-chan? How was the date? response:	What? He saved you from punks?
context: Maybe I should rent her...\No! This is my whole problem!\I already have Mizuhara!\This is the actual problem\Rental girlfriends are scary.\There are way too many cute girls in the world, man.\Hello, Sumi-chan? How was the date?\What? He saved you from punks? response:	Wow.
context: No! This is my whole problem!\I already have Mizuhara!\This is the actual problem\Rental girlfriends are scary.\There are way too many cute girls in the world, man.\Hello, Sumi-chan? How was the date?\What? He saved you from punks?\Wow. response:	Anyway, I guess you're one step closer to your goal now.
context: I already have Mizuhara!\This is the actual problem\Rental girlfriends are scary.\There are way too many cute girls in the world, man.\Hello, Sumi-chan? How was the date?\What? He saved you from punks?\Wow.\Anyway, I guess you're one step closer to your goal now. response:	Yeah!
context: This is the actual problem\Rental girlfriends are scary.\There are way too many cute girls in the world, man.\Hello, Sumi-chan? How was the date?\What? He saved you from punks?\Wow.\Anyway, I guess you're one step closer to your goal now.\Yeah! response:	Why am I so fixated on that guy?
context: Rental girlfriends are scary.\There are way too many cute girls in the world, man.\Hello, Sumi-chan? How was the date?\What? He saved you from punks?\Wow.\Anyway, I guess you're one step closer to your goal now.\Yeah!\Why am I so fixated on that guy? response:	Hey, you-know-who's here.
context: There are way too many cute girls in the world, man.\Hello, Sumi-chan? How was the date?\What? He saved you from punks?\Wow.\Anyway, I guess you're one step closer to your goal now.\Yeah!\Why am I so fixated on that guy?\Hey, you-know-who's here. response:	Tell'em I'll be there in a bit.
context: Hello, Sumi-chan? How was the date?\What? He saved you from punks?\Wow.\Anyway, I guess you're one step closer to your goal now.\Yeah!\Why am I so fixated on that guy?\Hey, you-know-who's here.\Tell'em I'll be there in a bit. response:	What? Again?
context: What? He saved you from punks?\Wow.\Anyway, I guess you're one step closer to your goal now.\Yeah!\Why am I so fixated on that guy?\Hey, you-know-who's here.\Tell'em I'll be there in a bit.\What? Again? response:	Sis... Please don't tell me you hooked up with someone in college.
context: Wow.\Anyway, I guess you're one step closer to your goal now.\Yeah!\Why am I so fixated on that guy?\Hey, you-know-who's here.\Tell'em I'll be there in a bit.\What? Again?\Sis... Please don't tell me you hooked up with someone in college. response:	Die, jerk!
context: Anyway, I guess you're one step closer to your goal now.\Yeah!\Why am I so fixated on that guy?\Hey, you-know-who's here.\Tell'em I'll be there in a bit.\What? Again?\Sis... Please don't tell me you hooked up with someone in college.\Die, jerk! response:	I'm done with all that love crap.
context: Yeah!\Why am I so fixated on that guy?\Hey, you-know-who's here.\Tell'em I'll be there in a bit.\What? Again?\Sis... Please don't tell me you hooked up with someone in college.\Die, jerk!\I'm done with all that love crap. response:	I just picked whoever was convenient... I didn't care who.
context: Why am I so fixated on that guy?\Hey, you-know-who's here.\Tell'em I'll be there in a bit.\What? Again?\Sis... Please don't tell me you hooked up with someone in college.\Die, jerk!\I'm done with all that love crap.\I just picked whoever was convenient... I didn't care who. response:	But now he's two-timing? Him, of all people?
context: Hey, you-know-who's here.\Tell'em I'll be there in a bit.\What? Again?\Sis... Please don't tell me you hooked up with someone in college.\Die, jerk!\I'm done with all that love crap.\I just picked whoever was convenient... I didn't care who.\But now he's two-timing? Him, of all people? response:	And it's not like the girl wouldn't have a long line of suitors, so why him?
context: Tell'em I'll be there in a bit.\What? Again?\Sis... Please don't tell me you hooked up with someone in college.\Die, jerk!\I'm done with all that love crap.\I just picked whoever was convenient... I didn't care who.\But now he's two-timing? Him, of all people?\And it's not like the girl wouldn't have a long line of suitors, so why him? response:	Is she really his girlfriend?
context: What? Again?\Sis... Please don't tell me you hooked up with someone in college.\Die, jerk!\I'm done with all that love crap.\I just picked whoever was convenient... I didn't care who.\But now he's two-timing? Him, of all people?\And it's not like the girl wouldn't have a long line of suitors, so why him?\Is she really his girlfriend? response:	Maybe I can find her on social media.
context: Sis... Please don't tell me you hooked up with someone in college.\Die, jerk!\I'm done with all that love crap.\I just picked whoever was convenient... I didn't care who.\But now he's two-timing? Him, of all people?\And it's not like the girl wouldn't have a long line of suitors, so why him?\Is she really his girlfriend?\Maybe I can find her on social media. response:	I think her name was Sakurasawa Sumi...
context: Die, jerk!\I'm done with all that love crap.\I just picked whoever was convenient... I didn't care who.\But now he's two-timing? Him, of all people?\And it's not like the girl wouldn't have a long line of suitors, so why him?\Is she really his girlfriend?\Maybe I can find her on social media.\I think her name was Sakurasawa Sumi... response:	Wait, how does she spell it?
context: I'm done with all that love crap.\I just picked whoever was convenient... I didn't care who.\But now he's two-timing? Him, of all people?\And it's not like the girl wouldn't have a long line of suitors, so why him?\Is she really his girlfriend?\Maybe I can find her on social media.\I think her name was Sakurasawa Sumi...\Wait, how does she spell it? response:	Probably doesn't matter.
context: I just picked whoever was convenient... I didn't care who.\But now he's two-timing? Him, of all people?\And it's not like the girl wouldn't have a long line of suitors, so why him?\Is she really his girlfriend?\Maybe I can find her on social media.\I think her name was Sakurasawa Sumi...\Wait, how does she spell it?\Probably doesn't matter. response:	Funny and cute, you'll want to protect her smile
context: But now he's two-timing? Him, of all people?\And it's not like the girl wouldn't have a long line of suitors, so why him?\Is she really his girlfriend?\Maybe I can find her on social media.\I think her name was Sakurasawa Sumi...\Wait, how does she spell it?\Probably doesn't matter.\Funny and cute, you'll want to protect her smile response:	A first-year in college, Sumi-san is a growing girlfriend who takes on any challenge with optimism. Though she typically wears an innocent expression, her surprisingly serious and assertive moments will make your heart skip a beat. You'll be able to relax with this brave, hard-working girlfriend smiling by your side.
context: And it's not like the girl wouldn't have a long line of suitors, so why him?\Is she really his girlfriend?\Maybe I can find her on social media.\I think her name was Sakurasawa Sumi...\Wait, how does she spell it?\Probably doesn't matter.\Funny and cute, you'll want to protect her smile\A first-year in college, Sumi-san is a growing girlfriend who takes on any challenge with optimism. Though she typically wears an innocent expression, her surprisingly serious and assertive moments will make your heart skip a beat. You'll be able to relax with this brave, hard-working girlfriend smiling by your side. response:	Rookies Batch
context: Is she really his girlfriend?\Maybe I can find her on social media.\I think her name was Sakurasawa Sumi...\Wait, how does she spell it?\Probably doesn't matter.\Funny and cute, you'll want to protect her smile\A first-year in college, Sumi-san is a growing girlfriend who takes on any challenge with optimism. Though she typically wears an innocent expression, her surprisingly serious and assertive moments will make your heart skip a beat. You'll be able to relax with this brave, hard-working girlfriend smiling by your side.\Rookies Batch response:	You know what feels the absolute best? It's not sex with the one you love.
context: Maybe I can find her on social media.\I think her name was Sakurasawa Sumi...\Wait, how does she spell it?\Probably doesn't matter.\Funny and cute, you'll want to protect her smile\A first-year in college, Sumi-san is a growing girlfriend who takes on any challenge with optimism. Though she typically wears an innocent expression, her surprisingly serious and assertive moments will make your heart skip a beat. You'll be able to relax with this brave, hard-working girlfriend smiling by your side.\Rookies Batch\You know what feels the absolute best? It's not sex with the one you love. response:	It's the fap after sex with the one you love.
context: I think her name was Sakurasawa Sumi...\Wait, how does she spell it?\Probably doesn't matter.\Funny and cute, you'll want to protect her smile\A first-year in college, Sumi-san is a growing girlfriend who takes on any challenge with optimism. Though she typically wears an innocent expression, her surprisingly serious and assertive moments will make your heart skip a beat. You'll be able to relax with this brave, hard-working girlfriend smiling by your side.\Rookies Batch\You know what feels the absolute best? It's not sex with the one you love.\It's the fap after sex with the one you love. response:	Where the heck did that come from?
context: Wait, how does she spell it?\Probably doesn't matter.\Funny and cute, you'll want to protect her smile\A first-year in college, Sumi-san is a growing girlfriend who takes on any challenge with optimism. Though she typically wears an innocent expression, her surprisingly serious and assertive moments will make your heart skip a beat. You'll be able to relax with this brave, hard-working girlfriend smiling by your side.\Rookies Batch\You know what feels the absolute best? It's not sex with the one you love.\It's the fap after sex with the one you love.\Where the heck did that come from? response:	Either way, sex with the one you love is a prerequisite.
context: Probably doesn't matter.\Funny and cute, you'll want to protect her smile\A first-year in college, Sumi-san is a growing girlfriend who takes on any challenge with optimism. Though she typically wears an innocent expression, her surprisingly serious and assertive moments will make your heart skip a beat. You'll be able to relax with this brave, hard-working girlfriend smiling by your side.\Rookies Batch\You know what feels the absolute best? It's not sex with the one you love.\It's the fap after sex with the one you love.\Where the heck did that come from?\Either way, sex with the one you love is a prerequisite. response:	Do Chizuru-san. You have my permission.
context: Funny and cute, you'll want to protect her smile\A first-year in college, Sumi-san is a growing girlfriend who takes on any challenge with optimism. Though she typically wears an innocent expression, her surprisingly serious and assertive moments will make your heart skip a beat. You'll be able to relax with this brave, hard-working girlfriend smiling by your side.\Rookies Batch\You know what feels the absolute best? It's not sex with the one you love.\It's the fap after sex with the one you love.\Where the heck did that come from?\Either way, sex with the one you love is a prerequisite.\Do Chizuru-san. You have my permission. response:	I never needed it, but thanks.
