context: A Day at the Marui House response:	We're leaving!
context: There's no weight limit so you'll be okay, you pig.\W-Wait...\T-The gondola will tip over, don't move a muscle...\I'll never make it.\Then again, she probably won't wanna go anyway.\Amusement parks are for babies, like your panties.\I can't wait to go with you, Micchan!\You don't mind? response:	Why would I? Or do you not want me?
context: W-Wait...\T-The gondola will tip over, don't move a muscle...\I'll never make it.\Then again, she probably won't wanna go anyway.\Amusement parks are for babies, like your panties.\I can't wait to go with you, Micchan!\You don't mind?\Why would I? Or do you not want me? response:	Guess I have no choice!
context: T-The gondola will tip over, don't move a muscle...\I'll never make it.\Then again, she probably won't wanna go anyway.\Amusement parks are for babies, like your panties.\I can't wait to go with you, Micchan!\You don't mind?\Why would I? Or do you not want me?\Guess I have no choice! response:	Just don't go crazy, okay?
context: I'll never make it.\Then again, she probably won't wanna go anyway.\Amusement parks are for babies, like your panties.\I can't wait to go with you, Micchan!\You don't mind?\Why would I? Or do you not want me?\Guess I have no choice!\Just don't go crazy, okay? response:	Okay!
context: Then again, she probably won't wanna go anyway.\Amusement parks are for babies, like your panties.\I can't wait to go with you, Micchan!\You don't mind?\Why would I? Or do you not want me?\Guess I have no choice!\Just don't go crazy, okay?\Okay! response:	Wow, you won a lottery prize?
context: Amusement parks are for babies, like your panties.\I can't wait to go with you, Micchan!\You don't mind?\Why would I? Or do you not want me?\Guess I have no choice!\Just don't go crazy, okay?\Okay!\Wow, you won a lottery prize? response:	They're for this Sunday.
context: I can't wait to go with you, Micchan!\You don't mind?\Why would I? Or do you not want me?\Guess I have no choice!\Just don't go crazy, okay?\Okay!\Wow, you won a lottery prize?\They're for this Sunday. response:	Tokyo Domeland, huh?
context: You don't mind?\Why would I? Or do you not want me?\Guess I have no choice!\Just don't go crazy, okay?\Okay!\Wow, you won a lottery prize?\They're for this Sunday.\Tokyo Domeland, huh? response:	Yup, Futaba and I are-
context: Why would I? Or do you not want me?\Guess I have no choice!\Just don't go crazy, okay?\Okay!\Wow, you won a lottery prize?\They're for this Sunday.\Tokyo Domeland, huh?\Yup, Futaba and I are- response:	I wanna come too.
context: Guess I have no choice!\Just don't go crazy, okay?\Okay!\Wow, you won a lottery prize?\They're for this Sunday.\Tokyo Domeland, huh?\Yup, Futaba and I are-\I wanna come too. response:	Tokyo Domeland has Gachi Rangers events every Saturday and Sunday.
context: Just don't go crazy, okay?\Okay!\Wow, you won a lottery prize?\They're for this Sunday.\Tokyo Domeland, huh?\Yup, Futaba and I are-\I wanna come too.\Tokyo Domeland has Gachi Rangers events every Saturday and Sunday. response:	You can meet the actors, get autographs, take pictures with them...
context: Okay!\Wow, you won a lottery prize?\They're for this Sunday.\Tokyo Domeland, huh?\Yup, Futaba and I are-\I wanna come too.\Tokyo Domeland has Gachi Rangers events every Saturday and Sunday.\You can meet the actors, get autographs, take pictures with them... response:	Wow, you sure know a lot.
context: Wow, you won a lottery prize?\They're for this Sunday.\Tokyo Domeland, huh?\Yup, Futaba and I are-\I wanna come too.\Tokyo Domeland has Gachi Rangers events every Saturday and Sunday.\You can meet the actors, get autographs, take pictures with them...\Wow, you sure know a lot. response:	I did a lot of research...I've been wanting to go for a while...
context: They're for this Sunday.\Tokyo Domeland, huh?\Yup, Futaba and I are-\I wanna come too.\Tokyo Domeland has Gachi Rangers events every Saturday and Sunday.\You can meet the actors, get autographs, take pictures with them...\Wow, you sure know a lot.\I did a lot of research...I've been wanting to go for a while... response:	I wanna meet them too!
context: Tokyo Domeland, huh?\Yup, Futaba and I are-\I wanna come too.\Tokyo Domeland has Gachi Rangers events every Saturday and Sunday.\You can meet the actors, get autographs, take pictures with them...\Wow, you sure know a lot.\I did a lot of research...I've been wanting to go for a while...\I wanna meet them too! response:	And see Gachi Pink's boobies!
context: Yup, Futaba and I are-\I wanna come too.\Tokyo Domeland has Gachi Rangers events every Saturday and Sunday.\You can meet the actors, get autographs, take pictures with them...\Wow, you sure know a lot.\I did a lot of research...I've been wanting to go for a while...\I wanna meet them too!\And see Gachi Pink's boobies! response:	Well, I guess we can afford one more tick-
context: I wanna come too.\Tokyo Domeland has Gachi Rangers events every Saturday and Sunday.\You can meet the actors, get autographs, take pictures with them...\Wow, you sure know a lot.\I did a lot of research...I've been wanting to go for a while...\I wanna meet them too!\And see Gachi Pink's boobies!\Well, I guess we can afford one more tick- response:	That reminds me!
context: Tokyo Domeland has Gachi Rangers events every Saturday and Sunday.\You can meet the actors, get autographs, take pictures with them...\Wow, you sure know a lot.\I did a lot of research...I've been wanting to go for a while...\I wanna meet them too!\And see Gachi Pink's boobies!\Well, I guess we can afford one more tick-\That reminds me! response:	I've got plans with Sugisaki on Sunday!
context: You can meet the actors, get autographs, take pictures with them...\Wow, you sure know a lot.\I did a lot of research...I've been wanting to go for a while...\I wanna meet them too!\And see Gachi Pink's boobies!\Well, I guess we can afford one more tick-\That reminds me!\I've got plans with Sugisaki on Sunday! response:	Gotta get a little face time with the servants every now and then, you know?
context: Wow, you sure know a lot.\I did a lot of research...I've been wanting to go for a while...\I wanna meet them too!\And see Gachi Pink's boobies!\Well, I guess we can afford one more tick-\That reminds me!\I've got plans with Sugisaki on Sunday!\Gotta get a little face time with the servants every now and then, you know? response:	You two babies can have the tickets,
context: I did a lot of research...I've been wanting to go for a while...\I wanna meet them too!\And see Gachi Pink's boobies!\Well, I guess we can afford one more tick-\That reminds me!\I've got plans with Sugisaki on Sunday!\Gotta get a little face time with the servants every now and then, you know?\You two babies can have the tickets, response:	I didn't even wanna go in the first place.
context: I wanna meet them too!\And see Gachi Pink's boobies!\Well, I guess we can afford one more tick-\That reminds me!\I've got plans with Sugisaki on Sunday!\Gotta get a little face time with the servants every now and then, you know?\You two babies can have the tickets,\I didn't even wanna go in the first place. response:	Huh?
context: And see Gachi Pink's boobies!\Well, I guess we can afford one more tick-\That reminds me!\I've got plans with Sugisaki on Sunday!\Gotta get a little face time with the servants every now and then, you know?\You two babies can have the tickets,\I didn't even wanna go in the first place.\Huh? response:	The next day
context: Well, I guess we can afford one more tick-\That reminds me!\I've got plans with Sugisaki on Sunday!\Gotta get a little face time with the servants every now and then, you know?\You two babies can have the tickets,\I didn't even wanna go in the first place.\Huh?\The next day response:	Where're you and Sugi-chan gonna go, Micchan?
context: That reminds me!\I've got plans with Sugisaki on Sunday!\Gotta get a little face time with the servants every now and then, you know?\You two babies can have the tickets,\I didn't even wanna go in the first place.\Huh?\The next day\Where're you and Sugi-chan gonna go, Micchan? response:	We're, uh...
context: I've got plans with Sugisaki on Sunday!\Gotta get a little face time with the servants every now and then, you know?\You two babies can have the tickets,\I didn't even wanna go in the first place.\Huh?\The next day\Where're you and Sugi-chan gonna go, Micchan?\We're, uh... response:	Hey Micchan, those tickets you won...
context: Gotta get a little face time with the servants every now and then, you know?\You two babies can have the tickets,\I didn't even wanna go in the first place.\Huh?\The next day\Where're you and Sugi-chan gonna go, Micchan?\We're, uh...\Hey Micchan, those tickets you won... response:	So get this!
context: You two babies can have the tickets,\I didn't even wanna go in the first place.\Huh?\The next day\Where're you and Sugi-chan gonna go, Micchan?\We're, uh...\Hey Micchan, those tickets you won...\So get this! response:	This Sunday we're taking a day trip up to Hokkaido!
context: I didn't even wanna go in the first place.\Huh?\The next day\Where're you and Sugi-chan gonna go, Micchan?\We're, uh...\Hey Micchan, those tickets you won...\So get this!\This Sunday we're taking a day trip up to Hokkaido! response:	Oh awesome, Hokkaido!
context: Huh?\The next day\Where're you and Sugi-chan gonna go, Micchan?\We're, uh...\Hey Micchan, those tickets you won...\So get this!\This Sunday we're taking a day trip up to Hokkaido!\Oh awesome, Hokkaido! response:	Why're you talking to Mitsuba, Futaba?!
context: The next day\Where're you and Sugi-chan gonna go, Micchan?\We're, uh...\Hey Micchan, those tickets you won...\So get this!\This Sunday we're taking a day trip up to Hokkaido!\Oh awesome, Hokkaido!\Why're you talking to Mitsuba, Futaba?! response:	Say it to me!
context: Where're you and Sugi-chan gonna go, Micchan?\We're, uh...\Hey Micchan, those tickets you won...\So get this!\This Sunday we're taking a day trip up to Hokkaido!\Oh awesome, Hokkaido!\Why're you talking to Mitsuba, Futaba?!\Say it to me! response:	You must be really excited, huh?!
context: We're, uh...\Hey Micchan, those tickets you won...\So get this!\This Sunday we're taking a day trip up to Hokkaido!\Oh awesome, Hokkaido!\Why're you talking to Mitsuba, Futaba?!\Say it to me!\You must be really excited, huh?! response:	Right?
context: Hey Micchan, those tickets you won...\So get this!\This Sunday we're taking a day trip up to Hokkaido!\Oh awesome, Hokkaido!\Why're you talking to Mitsuba, Futaba?!\Say it to me!\You must be really excited, huh?!\Right? response:	Just so we're clear I'm not getting you any souvenirs.
context: So get this!\This Sunday we're taking a day trip up to Hokkaido!\Oh awesome, Hokkaido!\Why're you talking to Mitsuba, Futaba?!\Say it to me!\You must be really excited, huh?!\Right?\Just so we're clear I'm not getting you any souvenirs. response:	Yeah, just so we're clear I'm not getting you any souvenirs!
context: This Sunday we're taking a day trip up to Hokkaido!\Oh awesome, Hokkaido!\Why're you talking to Mitsuba, Futaba?!\Say it to me!\You must be really excited, huh?!\Right?\Just so we're clear I'm not getting you any souvenirs.\Yeah, just so we're clear I'm not getting you any souvenirs! response:	I heard her.
context: Oh awesome, Hokkaido!\Why're you talking to Mitsuba, Futaba?!\Say it to me!\You must be really excited, huh?!\Right?\Just so we're clear I'm not getting you any souvenirs.\Yeah, just so we're clear I'm not getting you any souvenirs!\I heard her. response:	Is she interpreting?
context: Why're you talking to Mitsuba, Futaba?!\Say it to me!\You must be really excited, huh?!\Right?\Just so we're clear I'm not getting you any souvenirs.\Yeah, just so we're clear I'm not getting you any souvenirs!\I heard her.\Is she interpreting? response:	Yeah, crab, potatoes, sea urchin, all that good stuff!
context: Say it to me!\You must be really excited, huh?!\Right?\Just so we're clear I'm not getting you any souvenirs.\Yeah, just so we're clear I'm not getting you any souvenirs!\I heard her.\Is she interpreting?\Yeah, crab, potatoes, sea urchin, all that good stuff! response:	Yeah?
context: You must be really excited, huh?!\Right?\Just so we're clear I'm not getting you any souvenirs.\Yeah, just so we're clear I'm not getting you any souvenirs!\I heard her.\Is she interpreting?\Yeah, crab, potatoes, sea urchin, all that good stuff!\Yeah? response:	The heck? You're being a zillion times more annoying than usual!
context: Right?\Just so we're clear I'm not getting you any souvenirs.\Yeah, just so we're clear I'm not getting you any souvenirs!\I heard her.\Is she interpreting?\Yeah, crab, potatoes, sea urchin, all that good stuff!\Yeah?\The heck? You're being a zillion times more annoying than usual! response:	Look.
context: Just so we're clear I'm not getting you any souvenirs.\Yeah, just so we're clear I'm not getting you any souvenirs!\I heard her.\Is she interpreting?\Yeah, crab, potatoes, sea urchin, all that good stuff!\Yeah?\The heck? You're being a zillion times more annoying than usual!\Look. response:	This ticket admits TWO people
context: Yeah, just so we're clear I'm not getting you any souvenirs!\I heard her.\Is she interpreting?\Yeah, crab, potatoes, sea urchin, all that good stuff!\Yeah?\The heck? You're being a zillion times more annoying than usual!\Look.\This ticket admits TWO people response:	So these tickets are enough for four people to get in!
context: I heard her.\Is she interpreting?\Yeah, crab, potatoes, sea urchin, all that good stuff!\Yeah?\The heck? You're being a zillion times more annoying than usual!\Look.\This ticket admits TWO people\So these tickets are enough for four people to get in! response:	Well Futaba...
context: Is she interpreting?\Yeah, crab, potatoes, sea urchin, all that good stuff!\Yeah?\The heck? You're being a zillion times more annoying than usual!\Look.\This ticket admits TWO people\So these tickets are enough for four people to get in!\Well Futaba... response:	Right, you, me, Micchan can't come...
context: Yeah, crab, potatoes, sea urchin, all that good stuff!\Yeah?\The heck? You're being a zillion times more annoying than usual!\Look.\This ticket admits TWO people\So these tickets are enough for four people to get in!\Well Futaba...\Right, you, me, Micchan can't come... response:	So daddy and one more...
context: Yeah?\The heck? You're being a zillion times more annoying than usual!\Look.\This ticket admits TWO people\So these tickets are enough for four people to get in!\Well Futaba...\Right, you, me, Micchan can't come...\So daddy and one more... response:	Shin-chan!
context: The heck? You're being a zillion times more annoying than usual!\Look.\This ticket admits TWO people\So these tickets are enough for four people to get in!\Well Futaba...\Right, you, me, Micchan can't come...\So daddy and one more...\Shin-chan! response:	Shin-chan!
context: Look.\This ticket admits TWO people\So these tickets are enough for four people to get in!\Well Futaba...\Right, you, me, Micchan can't come...\So daddy and one more...\Shin-chan!\Shin-chan! response:	Futaba...
context: This ticket admits TWO people\So these tickets are enough for four people to get in!\Well Futaba...\Right, you, me, Micchan can't come...\So daddy and one more...\Shin-chan!\Shin-chan!\Futaba... response:	Hey Shin-chan, come with us to the amusement park this Sunday!
context: So these tickets are enough for four people to get in!\Well Futaba...\Right, you, me, Micchan can't come...\So daddy and one more...\Shin-chan!\Shin-chan!\Futaba...\Hey Shin-chan, come with us to the amusement park this Sunday! response:	Whoa, where'd that come from?
context: Well Futaba...\Right, you, me, Micchan can't come...\So daddy and one more...\Shin-chan!\Shin-chan!\Futaba...\Hey Shin-chan, come with us to the amusement park this Sunday!\Whoa, where'd that come from? response:	I mean it sounds cool and all...
