context: Hishiron! Let's get lunch. response:	What about Kariu-san?
context: But I just don't like it.\They were so close.\I don't like seeing them apart.\Yeah. I agree.\It's hard to watch. I wanna do something.\But...\I'm scared.\Scared of taking that step. response:	What if I destroy everything again?
context: They were so close.\I don't like seeing them apart.\Yeah. I agree.\It's hard to watch. I wanna do something.\But...\I'm scared.\Scared of taking that step.\What if I destroy everything again? response:	I wasn't supposed to be their peer in school.
context: I don't like seeing them apart.\Yeah. I agree.\It's hard to watch. I wanna do something.\But...\I'm scared.\Scared of taking that step.\What if I destroy everything again?\I wasn't supposed to be their peer in school. response:	I don't have the right to upset their lives.
context: Yeah. I agree.\It's hard to watch. I wanna do something.\But...\I'm scared.\Scared of taking that step.\What if I destroy everything again?\I wasn't supposed to be their peer in school.\I don't have the right to upset their lives. response:	Then let's get revenge together.
context: It's hard to watch. I wanna do something.\But...\I'm scared.\Scared of taking that step.\What if I destroy everything again?\I wasn't supposed to be their peer in school.\I don't have the right to upset their lives.\Then let's get revenge together. response:	I want to defeat the me that's dragging this failure around.
context: But...\I'm scared.\Scared of taking that step.\What if I destroy everything again?\I wasn't supposed to be their peer in school.\I don't have the right to upset their lives.\Then let's get revenge together.\I want to defeat the me that's dragging this failure around. response:	I don't want to forget my failure.
context: I'm scared.\Scared of taking that step.\What if I destroy everything again?\I wasn't supposed to be their peer in school.\I don't have the right to upset their lives.\Then let's get revenge together.\I want to defeat the me that's dragging this failure around.\I don't want to forget my failure. response:	But if I carry it with me as a bad memory, and keep running away,
context: Scared of taking that step.\What if I destroy everything again?\I wasn't supposed to be their peer in school.\I don't have the right to upset their lives.\Then let's get revenge together.\I want to defeat the me that's dragging this failure around.\I don't want to forget my failure.\But if I carry it with me as a bad memory, and keep running away, response:	I'll never change.
context: What if I destroy everything again?\I wasn't supposed to be their peer in school.\I don't have the right to upset their lives.\Then let's get revenge together.\I want to defeat the me that's dragging this failure around.\I don't want to forget my failure.\But if I carry it with me as a bad memory, and keep running away,\I'll never change. response:	I think there are things you learn to do through failing.
context: I wasn't supposed to be their peer in school.\I don't have the right to upset their lives.\Then let's get revenge together.\I want to defeat the me that's dragging this failure around.\I don't want to forget my failure.\But if I carry it with me as a bad memory, and keep running away,\I'll never change.\I think there are things you learn to do through failing. response:	Kaizaki-san.
context: I don't have the right to upset their lives.\Then let's get revenge together.\I want to defeat the me that's dragging this failure around.\I don't want to forget my failure.\But if I carry it with me as a bad memory, and keep running away,\I'll never change.\I think there are things you learn to do through failing.\Kaizaki-san. response:	Will you get revenge with me?
context: Then let's get revenge together.\I want to defeat the me that's dragging this failure around.\I don't want to forget my failure.\But if I carry it with me as a bad memory, and keep running away,\I'll never change.\I think there are things you learn to do through failing.\Kaizaki-san.\Will you get revenge with me? response:	Fight on!
context: I want to defeat the me that's dragging this failure around.\I don't want to forget my failure.\But if I carry it with me as a bad memory, and keep running away,\I'll never change.\I think there are things you learn to do through failing.\Kaizaki-san.\Will you get revenge with me?\Fight on! response:	Bye!
context: I don't want to forget my failure.\But if I carry it with me as a bad memory, and keep running away,\I'll never change.\I think there are things you learn to do through failing.\Kaizaki-san.\Will you get revenge with me?\Fight on!\Bye! response:	We're headed home. Are you good to clean up?
context: But if I carry it with me as a bad memory, and keep running away,\I'll never change.\I think there are things you learn to do through failing.\Kaizaki-san.\Will you get revenge with me?\Fight on!\Bye!\We're headed home. Are you good to clean up? response:	Y-Yeah! Thanks! You go on home.
context: I'll never change.\I think there are things you learn to do through failing.\Kaizaki-san.\Will you get revenge with me?\Fight on!\Bye!\We're headed home. Are you good to clean up?\Y-Yeah! Thanks! You go on home. response:	Bye!
context: I think there are things you learn to do through failing.\Kaizaki-san.\Will you get revenge with me?\Fight on!\Bye!\We're headed home. Are you good to clean up?\Y-Yeah! Thanks! You go on home.\Bye! response:	Don't push yourself too hard!
context: Kaizaki-san.\Will you get revenge with me?\Fight on!\Bye!\We're headed home. Are you good to clean up?\Y-Yeah! Thanks! You go on home.\Bye!\Don't push yourself too hard! response:	Hishiron?
context: Will you get revenge with me?\Fight on!\Bye!\We're headed home. Are you good to clean up?\Y-Yeah! Thanks! You go on home.\Bye!\Don't push yourself too hard!\Hishiron? response:	Tamarai-san.
context: Fight on!\Bye!\We're headed home. Are you good to clean up?\Y-Yeah! Thanks! You go on home.\Bye!\Don't push yourself too hard!\Hishiron?\Tamarai-san. response:	Can we talk?
context: Bye!\We're headed home. Are you good to clean up?\Y-Yeah! Thanks! You go on home.\Bye!\Don't push yourself too hard!\Hishiron?\Tamarai-san.\Can we talk? response:	Tama-chan never showed up.
context: We're headed home. Are you good to clean up?\Y-Yeah! Thanks! You go on home.\Bye!\Don't push yourself too hard!\Hishiron?\Tamarai-san.\Can we talk?\Tama-chan never showed up. response:	Think she went home already?
context: Y-Yeah! Thanks! You go on home.\Bye!\Don't push yourself too hard!\Hishiron?\Tamarai-san.\Can we talk?\Tama-chan never showed up.\Think she went home already? response:	Without telling us? No way.
context: Bye!\Don't push yourself too hard!\Hishiron?\Tamarai-san.\Can we talk?\Tama-chan never showed up.\Think she went home already?\Without telling us? No way. response:	Huh? She's not here. Did she really go home?
context: Don't push yourself too hard!\Hishiron?\Tamarai-san.\Can we talk?\Tama-chan never showed up.\Think she went home already?\Without telling us? No way.\Huh? She's not here. Did she really go home? response:	And leave this mess behind?
context: Hishiron?\Tamarai-san.\Can we talk?\Tama-chan never showed up.\Think she went home already?\Without telling us? No way.\Huh? She's not here. Did she really go home?\And leave this mess behind? response:	Maybe she's in the clubroom?
context: Tamarai-san.\Can we talk?\Tama-chan never showed up.\Think she went home already?\Without telling us? No way.\Huh? She's not here. Did she really go home?\And leave this mess behind?\Maybe she's in the clubroom? response:	I see.
context: Can we talk?\Tama-chan never showed up.\Think she went home already?\Without telling us? No way.\Huh? She's not here. Did she really go home?\And leave this mess behind?\Maybe she's in the clubroom?\I see. response:	Kariu-san's sprain is...
context: Tama-chan never showed up.\Think she went home already?\Without telling us? No way.\Huh? She's not here. Did she really go home?\And leave this mess behind?\Maybe she's in the clubroom?\I see.\Kariu-san's sprain is... response:	I'm sorry, Hishiron.
context: Think she went home already?\Without telling us? No way.\Huh? She's not here. Did she really go home?\And leave this mess behind?\Maybe she's in the clubroom?\I see.\Kariu-san's sprain is...\I'm sorry, Hishiron. response:	We're all eating separately.
context: Without telling us? No way.\Huh? She's not here. Did she really go home?\And leave this mess behind?\Maybe she's in the clubroom?\I see.\Kariu-san's sprain is...\I'm sorry, Hishiron.\We're all eating separately. response:	That's sort of beside the point.
context: Huh? She's not here. Did she really go home?\And leave this mess behind?\Maybe she's in the clubroom?\I see.\Kariu-san's sprain is...\I'm sorry, Hishiron.\We're all eating separately.\That's sort of beside the point. response:	I want to play this last tournament with her.
context: And leave this mess behind?\Maybe she's in the clubroom?\I see.\Kariu-san's sprain is...\I'm sorry, Hishiron.\We're all eating separately.\That's sort of beside the point.\I want to play this last tournament with her. response:	But I caused her injury,
context: Maybe she's in the clubroom?\I see.\Kariu-san's sprain is...\I'm sorry, Hishiron.\We're all eating separately.\That's sort of beside the point.\I want to play this last tournament with her.\But I caused her injury, response:	so I don't know what to say.
context: I see.\Kariu-san's sprain is...\I'm sorry, Hishiron.\We're all eating separately.\That's sort of beside the point.\I want to play this last tournament with her.\But I caused her injury,\so I don't know what to say. response:	I can't bring myself to talk to her.
context: Kariu-san's sprain is...\I'm sorry, Hishiron.\We're all eating separately.\That's sort of beside the point.\I want to play this last tournament with her.\But I caused her injury,\so I don't know what to say.\I can't bring myself to talk to her. response:	Aki? Where are you going?
context: I'm sorry, Hishiron.\We're all eating separately.\That's sort of beside the point.\I want to play this last tournament with her.\But I caused her injury,\so I don't know what to say.\I can't bring myself to talk to her.\Aki? Where are you going? response:	That redhead was still at school, right?
context: We're all eating separately.\That's sort of beside the point.\I want to play this last tournament with her.\But I caused her injury,\so I don't know what to say.\I can't bring myself to talk to her.\Aki? Where are you going?\That redhead was still at school, right? response:	I'm gonna make her listen to how Tama feels.
context: That's sort of beside the point.\I want to play this last tournament with her.\But I caused her injury,\so I don't know what to say.\I can't bring myself to talk to her.\Aki? Where are you going?\That redhead was still at school, right?\I'm gonna make her listen to how Tama feels. response:	I'm allowed to do that much, right?
context: I want to play this last tournament with her.\But I caused her injury,\so I don't know what to say.\I can't bring myself to talk to her.\Aki? Where are you going?\That redhead was still at school, right?\I'm gonna make her listen to how Tama feels.\I'm allowed to do that much, right? response:	Hey, let go! What the hell?!
context: But I caused her injury,\so I don't know what to say.\I can't bring myself to talk to her.\Aki? Where are you going?\That redhead was still at school, right?\I'm gonna make her listen to how Tama feels.\I'm allowed to do that much, right?\Hey, let go! What the hell?! response:	Inukai-kun!
context: so I don't know what to say.\I can't bring myself to talk to her.\Aki? Where are you going?\That redhead was still at school, right?\I'm gonna make her listen to how Tama feels.\I'm allowed to do that much, right?\Hey, let go! What the hell?!\Inukai-kun! response:	You're hurting her!
context: I can't bring myself to talk to her.\Aki? Where are you going?\That redhead was still at school, right?\I'm gonna make her listen to how Tama feels.\I'm allowed to do that much, right?\Hey, let go! What the hell?!\Inukai-kun!\You're hurting her! response:	Inukai-kun! Listen!
context: Aki? Where are you going?\That redhead was still at school, right?\I'm gonna make her listen to how Tama feels.\I'm allowed to do that much, right?\Hey, let go! What the hell?!\Inukai-kun!\You're hurting her!\Inukai-kun! Listen! response:	This guy! He's taking me to Honoka...
context: That redhead was still at school, right?\I'm gonna make her listen to how Tama feels.\I'm allowed to do that much, right?\Hey, let go! What the hell?!\Inukai-kun!\You're hurting her!\Inukai-kun! Listen!\This guy! He's taking me to Honoka... response:	Stop it!
context: I'm gonna make her listen to how Tama feels.\I'm allowed to do that much, right?\Hey, let go! What the hell?!\Inukai-kun!\You're hurting her!\Inukai-kun! Listen!\This guy! He's taking me to Honoka...\Stop it! response:	From here on, keep it down.
context: I'm allowed to do that much, right?\Hey, let go! What the hell?!\Inukai-kun!\You're hurting her!\Inukai-kun! Listen!\This guy! He's taking me to Honoka...\Stop it!\From here on, keep it down. response:	Even your footsteps.
context: Hey, let go! What the hell?!\Inukai-kun!\You're hurting her!\Inukai-kun! Listen!\This guy! He's taking me to Honoka...\Stop it!\From here on, keep it down.\Even your footsteps. response:	If you must talk, whisper.
context: Inukai-kun!\You're hurting her!\Inukai-kun! Listen!\This guy! He's taking me to Honoka...\Stop it!\From here on, keep it down.\Even your footsteps.\If you must talk, whisper. response:	Okay. We'll do what you say.
context: You're hurting her!\Inukai-kun! Listen!\This guy! He's taking me to Honoka...\Stop it!\From here on, keep it down.\Even your footsteps.\If you must talk, whisper.\Okay. We'll do what you say. response:	Shut up and listen.
context: Inukai-kun! Listen!\This guy! He's taking me to Honoka...\Stop it!\From here on, keep it down.\Even your footsteps.\If you must talk, whisper.\Okay. We'll do what you say.\Shut up and listen. response:	The truth is...
context: This guy! He's taking me to Honoka...\Stop it!\From here on, keep it down.\Even your footsteps.\If you must talk, whisper.\Okay. We'll do what you say.\Shut up and listen.\The truth is... response:	Honestly,
context: Stop it!\From here on, keep it down.\Even your footsteps.\If you must talk, whisper.\Okay. We'll do what you say.\Shut up and listen.\The truth is...\Honestly, response:	I wasn't going to play volleyball in high school.
context: From here on, keep it down.\Even your footsteps.\If you must talk, whisper.\Okay. We'll do what you say.\Shut up and listen.\The truth is...\Honestly,\I wasn't going to play volleyball in high school. response:	NEXT EPISODE
context: Even your footsteps.\If you must talk, whisper.\Okay. We'll do what you say.\Shut up and listen.\The truth is...\Honestly,\I wasn't going to play volleyball in high school.\NEXT EPISODE response:	Hishiro-san, what was that fight on thing all about?
context: If you must talk, whisper.\Okay. We'll do what you say.\Shut up and listen.\The truth is...\Honestly,\I wasn't going to play volleyball in high school.\NEXT EPISODE\Hishiro-san, what was that fight on thing all about? response:	I learned about it when I studied up on sports teams.
context: Okay. We'll do what you say.\Shut up and listen.\The truth is...\Honestly,\I wasn't going to play volleyball in high school.\NEXT EPISODE\Hishiro-san, what was that fight on thing all about?\I learned about it when I studied up on sports teams. response:	It's a teamwork ritual where everyone joins hands and...
context: Shut up and listen.\The truth is...\Honestly,\I wasn't going to play volleyball in high school.\NEXT EPISODE\Hishiro-san, what was that fight on thing all about?\I learned about it when I studied up on sports teams.\It's a teamwork ritual where everyone joins hands and... response:	Oh...
context: The truth is...\Honestly,\I wasn't going to play volleyball in high school.\NEXT EPISODE\Hishiro-san, what was that fight on thing all about?\I learned about it when I studied up on sports teams.\It's a teamwork ritual where everyone joins hands and...\Oh... response:	Join me, if you like.
context: Honestly,\I wasn't going to play volleyball in high school.\NEXT EPISODE\Hishiro-san, what was that fight on thing all about?\I learned about it when I studied up on sports teams.\It's a teamwork ritual where everyone joins hands and...\Oh...\Join me, if you like. response:	Everyone's Selfish Desires
context: I wasn't going to play volleyball in high school.\NEXT EPISODE\Hishiro-san, what was that fight on thing all about?\I learned about it when I studied up on sports teams.\It's a teamwork ritual where everyone joins hands and...\Oh...\Join me, if you like.\Everyone's Selfish Desires response:	Fight on!
context: NEXT EPISODE\Hishiro-san, what was that fight on thing all about?\I learned about it when I studied up on sports teams.\It's a teamwork ritual where everyone joins hands and...\Oh...\Join me, if you like.\Everyone's Selfish Desires\Fight on! response:	On... Oh.
