context: Josuke, how long are you going to be playing that? response:	If you don't turn off that video game now,
context: I'm the one who's going to deal with you.\I'll scrape you away!\Okuyasu, I compliment you,\at least in regards to you instantly transferring over here.\But the scratching motion you do with your The Hand\seems to stand no chance against Chili Pepper's swiftness.\You're too slow!\Take a better look, you dumbass. response:	When I said I'll scrape you away,
context: I'll scrape you away!\Okuyasu, I compliment you,\at least in regards to you instantly transferring over here.\But the scratching motion you do with your The Hand\seems to stand no chance against Chili Pepper's swiftness.\You're too slow!\Take a better look, you dumbass.\When I said I'll scrape you away, response:	I meant the bike.
context: Okuyasu, I compliment you,\at least in regards to you instantly transferring over here.\But the scratching motion you do with your The Hand\seems to stand no chance against Chili Pepper's swiftness.\You're too slow!\Take a better look, you dumbass.\When I said I'll scrape you away,\I meant the bike. response:	The bike's front wheel!
context: at least in regards to you instantly transferring over here.\But the scratching motion you do with your The Hand\seems to stand no chance against Chili Pepper's swiftness.\You're too slow!\Take a better look, you dumbass.\When I said I'll scrape you away,\I meant the bike.\The bike's front wheel! response:	Now you won't be able to run away.
context: But the scratching motion you do with your The Hand\seems to stand no chance against Chili Pepper's swiftness.\You're too slow!\Take a better look, you dumbass.\When I said I'll scrape you away,\I meant the bike.\The bike's front wheel!\Now you won't be able to run away. response:	You actually used your head, Okuyasu. Good job!
context: seems to stand no chance against Chili Pepper's swiftness.\You're too slow!\Take a better look, you dumbass.\When I said I'll scrape you away,\I meant the bike.\The bike's front wheel!\Now you won't be able to run away.\You actually used your head, Okuyasu. Good job! response:	Chili Pepper can't go far from the bike's battery.
context: You're too slow!\Take a better look, you dumbass.\When I said I'll scrape you away,\I meant the bike.\The bike's front wheel!\Now you won't be able to run away.\You actually used your head, Okuyasu. Good job!\Chili Pepper can't go far from the bike's battery. response:	Which means... Look!
context: Take a better look, you dumbass.\When I said I'll scrape you away,\I meant the bike.\The bike's front wheel!\Now you won't be able to run away.\You actually used your head, Okuyasu. Good job!\Chili Pepper can't go far from the bike's battery.\Which means... Look! response:	The nearest electrical line is at least a hundred meters away,
context: When I said I'll scrape you away,\I meant the bike.\The bike's front wheel!\Now you won't be able to run away.\You actually used your head, Okuyasu. Good job!\Chili Pepper can't go far from the bike's battery.\Which means... Look!\The nearest electrical line is at least a hundred meters away, response:	so you're as good as caught!
context: I meant the bike.\The bike's front wheel!\Now you won't be able to run away.\You actually used your head, Okuyasu. Good job!\Chili Pepper can't go far from the bike's battery.\Which means... Look!\The nearest electrical line is at least a hundred meters away,\so you're as good as caught! response:	That was close!
context: The bike's front wheel!\Now you won't be able to run away.\You actually used your head, Okuyasu. Good job!\Chili Pepper can't go far from the bike's battery.\Which means... Look!\The nearest electrical line is at least a hundred meters away,\so you're as good as caught!\That was close! response:	No, we haven't actually caught him yet.
context: Now you won't be able to run away.\You actually used your head, Okuyasu. Good job!\Chili Pepper can't go far from the bike's battery.\Which means... Look!\The nearest electrical line is at least a hundred meters away,\so you're as good as caught!\That was close!\No, we haven't actually caught him yet. response:	The bike battery is still there.
context: You actually used your head, Okuyasu. Good job!\Chili Pepper can't go far from the bike's battery.\Which means... Look!\The nearest electrical line is at least a hundred meters away,\so you're as good as caught!\That was close!\No, we haven't actually caught him yet.\The bike battery is still there. response:	I'm sure he plans to do whatever he can to kill Okuyasu and run.
context: Chili Pepper can't go far from the bike's battery.\Which means... Look!\The nearest electrical line is at least a hundred meters away,\so you're as good as caught!\That was close!\No, we haven't actually caught him yet.\The bike battery is still there.\I'm sure he plans to do whatever he can to kill Okuyasu and run. response:	We're going, too!
context: Which means... Look!\The nearest electrical line is at least a hundred meters away,\so you're as good as caught!\That was close!\No, we haven't actually caught him yet.\The bike battery is still there.\I'm sure he plans to do whatever he can to kill Okuyasu and run.\We're going, too! response:	Right!
context: The nearest electrical line is at least a hundred meters away,\so you're as good as caught!\That was close!\No, we haven't actually caught him yet.\The bike battery is still there.\I'm sure he plans to do whatever he can to kill Okuyasu and run.\We're going, too!\Right! response:	Right!
context: so you're as good as caught!\That was close!\No, we haven't actually caught him yet.\The bike battery is still there.\I'm sure he plans to do whatever he can to kill Okuyasu and run.\We're going, too!\Right!\Right! response:	Do you really think you've trapped me?
context: That was close!\No, we haven't actually caught him yet.\The bike battery is still there.\I'm sure he plans to do whatever he can to kill Okuyasu and run.\We're going, too!\Right!\Right!\Do you really think you've trapped me? response:	Are you trying to get revenge for Keicho?
context: No, we haven't actually caught him yet.\The bike battery is still there.\I'm sure he plans to do whatever he can to kill Okuyasu and run.\We're going, too!\Right!\Right!\Do you really think you've trapped me?\Are you trying to get revenge for Keicho? response:	No.
context: The bike battery is still there.\I'm sure he plans to do whatever he can to kill Okuyasu and run.\We're going, too!\Right!\Right!\Do you really think you've trapped me?\Are you trying to get revenge for Keicho?\No. response:	My Big Bro
context: I'm sure he plans to do whatever he can to kill Okuyasu and run.\We're going, too!\Right!\Right!\Do you really think you've trapped me?\Are you trying to get revenge for Keicho?\No.\My Big Bro response:	deserved to die.
context: We're going, too!\Right!\Right!\Do you really think you've trapped me?\Are you trying to get revenge for Keicho?\No.\My Big Bro\deserved to die. response:	I knew that someone would kill him someday.
context: Right!\Right!\Do you really think you've trapped me?\Are you trying to get revenge for Keicho?\No.\My Big Bro\deserved to die.\I knew that someone would kill him someday. response:	The thing about crimes...
context: Right!\Do you really think you've trapped me?\Are you trying to get revenge for Keicho?\No.\My Big Bro\deserved to die.\I knew that someone would kill him someday.\The thing about crimes... response:	When you keep doing stuff like that,
context: Do you really think you've trapped me?\Are you trying to get revenge for Keicho?\No.\My Big Bro\deserved to die.\I knew that someone would kill him someday.\The thing about crimes...\When you keep doing stuff like that, response:	somewhere, somehow, it's going to come back and get you.
context: Are you trying to get revenge for Keicho?\No.\My Big Bro\deserved to die.\I knew that someone would kill him someday.\The thing about crimes...\When you keep doing stuff like that,\somewhere, somehow, it's going to come back and get you. response:	Even I can figure that out.
context: No.\My Big Bro\deserved to die.\I knew that someone would kill him someday.\The thing about crimes...\When you keep doing stuff like that,\somewhere, somehow, it's going to come back and get you.\Even I can figure that out. response:	If you tell me
context: My Big Bro\deserved to die.\I knew that someone would kill him someday.\The thing about crimes...\When you keep doing stuff like that,\somewhere, somehow, it's going to come back and get you.\Even I can figure that out.\If you tell me response:	your user's name and address,
context: deserved to die.\I knew that someone would kill him someday.\The thing about crimes...\When you keep doing stuff like that,\somewhere, somehow, it's going to come back and get you.\Even I can figure that out.\If you tell me\your user's name and address, response:	I'll spare your life.
context: I knew that someone would kill him someday.\The thing about crimes...\When you keep doing stuff like that,\somewhere, somehow, it's going to come back and get you.\Even I can figure that out.\If you tell me\your user's name and address,\I'll spare your life. response:	If I tell you, you'll spare my life?
context: The thing about crimes...\When you keep doing stuff like that,\somewhere, somehow, it's going to come back and get you.\Even I can figure that out.\If you tell me\your user's name and address,\I'll spare your life.\If I tell you, you'll spare my life? response:	You're calmer than I thought.
context: When you keep doing stuff like that,\somewhere, somehow, it's going to come back and get you.\Even I can figure that out.\If you tell me\your user's name and address,\I'll spare your life.\If I tell you, you'll spare my life?\You're calmer than I thought. response:	I thought your insides were boiling from wanting revenge so badly.
context: somewhere, somehow, it's going to come back and get you.\Even I can figure that out.\If you tell me\your user's name and address,\I'll spare your life.\If I tell you, you'll spare my life?\You're calmer than I thought.\I thought your insides were boiling from wanting revenge so badly. response:	Deep down inside, I hope you don't tell me!
context: Even I can figure that out.\If you tell me\your user's name and address,\I'll spare your life.\If I tell you, you'll spare my life?\You're calmer than I thought.\I thought your insides were boiling from wanting revenge so badly.\Deep down inside, I hope you don't tell me! response:	I'm dying to scrape you away so bad, you dumbass!
context: If you tell me\your user's name and address,\I'll spare your life.\If I tell you, you'll spare my life?\You're calmer than I thought.\I thought your insides were boiling from wanting revenge so badly.\Deep down inside, I hope you don't tell me!\I'm dying to scrape you away so bad, you dumbass! response:	I knew it.
context: your user's name and address,\I'll spare your life.\If I tell you, you'll spare my life?\You're calmer than I thought.\I thought your insides were boiling from wanting revenge so badly.\Deep down inside, I hope you don't tell me!\I'm dying to scrape you away so bad, you dumbass!\I knew it. response:	But you want to scrape me away?
context: I'll spare your life.\If I tell you, you'll spare my life?\You're calmer than I thought.\I thought your insides were boiling from wanting revenge so badly.\Deep down inside, I hope you don't tell me!\I'm dying to scrape you away so bad, you dumbass!\I knew it.\But you want to scrape me away? response:	With that pathetically slow right hand?
context: If I tell you, you'll spare my life?\You're calmer than I thought.\I thought your insides were boiling from wanting revenge so badly.\Deep down inside, I hope you don't tell me!\I'm dying to scrape you away so bad, you dumbass!\I knew it.\But you want to scrape me away?\With that pathetically slow right hand? response:	Should I laugh, or should I yawn?
context: You're calmer than I thought.\I thought your insides were boiling from wanting revenge so badly.\Deep down inside, I hope you don't tell me!\I'm dying to scrape you away so bad, you dumbass!\I knew it.\But you want to scrape me away?\With that pathetically slow right hand?\Should I laugh, or should I yawn? response:	It's a tough choice!
context: I thought your insides were boiling from wanting revenge so badly.\Deep down inside, I hope you don't tell me!\I'm dying to scrape you away so bad, you dumbass!\I knew it.\But you want to scrape me away?\With that pathetically slow right hand?\Should I laugh, or should I yawn?\It's a tough choice! response:	You bastard!
context: Deep down inside, I hope you don't tell me!\I'm dying to scrape you away so bad, you dumbass!\I knew it.\But you want to scrape me away?\With that pathetically slow right hand?\Should I laugh, or should I yawn?\It's a tough choice!\You bastard! response:	I'll kill you!
context: I'm dying to scrape you away so bad, you dumbass!\I knew it.\But you want to scrape me away?\With that pathetically slow right hand?\Should I laugh, or should I yawn?\It's a tough choice!\You bastard!\I'll kill you! response:	I'll make sure you know well
context: I knew it.\But you want to scrape me away?\With that pathetically slow right hand?\Should I laugh, or should I yawn?\It's a tough choice!\You bastard!\I'll kill you!\I'll make sure you know well response:	just how slow your Stand is!
context: But you want to scrape me away?\With that pathetically slow right hand?\Should I laugh, or should I yawn?\It's a tough choice!\You bastard!\I'll kill you!\I'll make sure you know well\just how slow your Stand is! response:	Do you see now? It's this slow!
context: With that pathetically slow right hand?\Should I laugh, or should I yawn?\It's a tough choice!\You bastard!\I'll kill you!\I'll make sure you know well\just how slow your Stand is!\Do you see now? It's this slow! response:	Okuyasu!
context: Should I laugh, or should I yawn?\It's a tough choice!\You bastard!\I'll kill you!\I'll make sure you know well\just how slow your Stand is!\Do you see now? It's this slow!\Okuyasu! response:	Okuyasu!
context: It's a tough choice!\You bastard!\I'll kill you!\I'll make sure you know well\just how slow your Stand is!\Do you see now? It's this slow!\Okuyasu!\Okuyasu! response:	Shit!
context: You bastard!\I'll kill you!\I'll make sure you know well\just how slow your Stand is!\Do you see now? It's this slow!\Okuyasu!\Okuyasu!\Shit! response:	Here comes Jotaro...
context: I'll kill you!\I'll make sure you know well\just how slow your Stand is!\Do you see now? It's this slow!\Okuyasu!\Okuyasu!\Shit!\Here comes Jotaro... response:	I can't stick around here for long.
context: I'll make sure you know well\just how slow your Stand is!\Do you see now? It's this slow!\Okuyasu!\Okuyasu!\Shit!\Here comes Jotaro...\I can't stick around here for long. response:	What?! He's behind me?!
context: just how slow your Stand is!\Do you see now? It's this slow!\Okuyasu!\Okuyasu!\Shit!\Here comes Jotaro...\I can't stick around here for long.\What?! He's behind me?! response:	I may have missed, but I still scraped through space-time,
context: Do you see now? It's this slow!\Okuyasu!\Okuyasu!\Shit!\Here comes Jotaro...\I can't stick around here for long.\What?! He's behind me?!\I may have missed, but I still scraped through space-time, response:	so I could instantly transfer.
context: Okuyasu!\Okuyasu!\Shit!\Here comes Jotaro...\I can't stick around here for long.\What?! He's behind me?!\I may have missed, but I still scraped through space-time,\so I could instantly transfer. response:	Did you forget?
context: Okuyasu!\Shit!\Here comes Jotaro...\I can't stick around here for long.\What?! He's behind me?!\I may have missed, but I still scraped through space-time,\so I could instantly transfer.\Did you forget? response:	I've got you now!
context: Shit!\Here comes Jotaro...\I can't stick around here for long.\What?! He's behind me?!\I may have missed, but I still scraped through space-time,\so I could instantly transfer.\Did you forget?\I've got you now! response:	You little shit!
context: Here comes Jotaro...\I can't stick around here for long.\What?! He's behind me?!\I may have missed, but I still scraped through space-time,\so I could instantly transfer.\Did you forget?\I've got you now!\You little shit! response:	Looks like you're getting quite a bit slower.
context: I can't stick around here for long.\What?! He's behind me?!\I may have missed, but I still scraped through space-time,\so I could instantly transfer.\Did you forget?\I've got you now!\You little shit!\Looks like you're getting quite a bit slower. response:	Are you going to be able to escape the next attack?
context: What?! He's behind me?!\I may have missed, but I still scraped through space-time,\so I could instantly transfer.\Did you forget?\I've got you now!\You little shit!\Looks like you're getting quite a bit slower.\Are you going to be able to escape the next attack? response:	Look! Chili Pepper's electrical sparkle is fading!
context: I may have missed, but I still scraped through space-time,\so I could instantly transfer.\Did you forget?\I've got you now!\You little shit!\Looks like you're getting quite a bit slower.\Are you going to be able to escape the next attack?\Look! Chili Pepper's electrical sparkle is fading! response:	He's getting weaker!
context: so I could instantly transfer.\Did you forget?\I've got you now!\You little shit!\Looks like you're getting quite a bit slower.\Are you going to be able to escape the next attack?\Look! Chili Pepper's electrical sparkle is fading!\He's getting weaker! response:	His Stand power must be running out!
context: Did you forget?\I've got you now!\You little shit!\Looks like you're getting quite a bit slower.\Are you going to be able to escape the next attack?\Look! Chili Pepper's electrical sparkle is fading!\He's getting weaker!\His Stand power must be running out! response:	Does this mean Okuyasu wins?
context: I've got you now!\You little shit!\Looks like you're getting quite a bit slower.\Are you going to be able to escape the next attack?\Look! Chili Pepper's electrical sparkle is fading!\He's getting weaker!\His Stand power must be running out!\Does this mean Okuyasu wins? response:	Okuyasu! Don't finish him off yet!
context: You little shit!\Looks like you're getting quite a bit slower.\Are you going to be able to escape the next attack?\Look! Chili Pepper's electrical sparkle is fading!\He's getting weaker!\His Stand power must be running out!\Does this mean Okuyasu wins?\Okuyasu! Don't finish him off yet! response:	Wait until we get there.
context: Looks like you're getting quite a bit slower.\Are you going to be able to escape the next attack?\Look! Chili Pepper's electrical sparkle is fading!\He's getting weaker!\His Stand power must be running out!\Does this mean Okuyasu wins?\Okuyasu! Don't finish him off yet!\Wait until we get there. response:	You've won!
context: Are you going to be able to escape the next attack?\Look! Chili Pepper's electrical sparkle is fading!\He's getting weaker!\His Stand power must be running out!\Does this mean Okuyasu wins?\Okuyasu! Don't finish him off yet!\Wait until we get there.\You've won! response:	We have to ask him where the bow and arrow are right now.
context: Look! Chili Pepper's electrical sparkle is fading!\He's getting weaker!\His Stand power must be running out!\Does this mean Okuyasu wins?\Okuyasu! Don't finish him off yet!\Wait until we get there.\You've won!\We have to ask him where the bow and arrow are right now. response:	You're right... I'm weakening.
context: He's getting weaker!\His Stand power must be running out!\Does this mean Okuyasu wins?\Okuyasu! Don't finish him off yet!\Wait until we get there.\You've won!\We have to ask him where the bow and arrow are right now.\You're right... I'm weakening. response:	Your Stand's right hand is slow as hell, but it's still a terrifying Stand.
context: His Stand power must be running out!\Does this mean Okuyasu wins?\Okuyasu! Don't finish him off yet!\Wait until we get there.\You've won!\We have to ask him where the bow and arrow are right now.\You're right... I'm weakening.\Your Stand's right hand is slow as hell, but it's still a terrifying Stand. response:	But...
context: Does this mean Okuyasu wins?\Okuyasu! Don't finish him off yet!\Wait until we get there.\You've won!\We have to ask him where the bow and arrow are right now.\You're right... I'm weakening.\Your Stand's right hand is slow as hell, but it's still a terrifying Stand.\But... response:	Are you sure you don't want to finish me off?
context: Okuyasu! Don't finish him off yet!\Wait until we get there.\You've won!\We have to ask him where the bow and arrow are right now.\You're right... I'm weakening.\Your Stand's right hand is slow as hell, but it's still a terrifying Stand.\But...\Are you sure you don't want to finish me off? response:	Maybe I'm just acting like I've grown weak, Okuyasu.
context: Wait until we get there.\You've won!\We have to ask him where the bow and arrow are right now.\You're right... I'm weakening.\Your Stand's right hand is slow as hell, but it's still a terrifying Stand.\But...\Are you sure you don't want to finish me off?\Maybe I'm just acting like I've grown weak, Okuyasu. response:	What?!
context: You've won!\We have to ask him where the bow and arrow are right now.\You're right... I'm weakening.\Your Stand's right hand is slow as hell, but it's still a terrifying Stand.\But...\Are you sure you don't want to finish me off?\Maybe I'm just acting like I've grown weak, Okuyasu.\What?! response:	Maybe I'm waiting for Jotaro to get closer so I can chop his head off.
context: We have to ask him where the bow and arrow are right now.\You're right... I'm weakening.\Your Stand's right hand is slow as hell, but it's still a terrifying Stand.\But...\Are you sure you don't want to finish me off?\Maybe I'm just acting like I've grown weak, Okuyasu.\What?!\Maybe I'm waiting for Jotaro to get closer so I can chop his head off. response:	What the hell are you talking about?
context: You're right... I'm weakening.\Your Stand's right hand is slow as hell, but it's still a terrifying Stand.\But...\Are you sure you don't want to finish me off?\Maybe I'm just acting like I've grown weak, Okuyasu.\What?!\Maybe I'm waiting for Jotaro to get closer so I can chop his head off.\What the hell are you talking about? response:	Oh, nothing.
context: Your Stand's right hand is slow as hell, but it's still a terrifying Stand.\But...\Are you sure you don't want to finish me off?\Maybe I'm just acting like I've grown weak, Okuyasu.\What?!\Maybe I'm waiting for Jotaro to get closer so I can chop his head off.\What the hell are you talking about?\Oh, nothing. response:	What will you do? Finish me off now,
context: But...\Are you sure you don't want to finish me off?\Maybe I'm just acting like I've grown weak, Okuyasu.\What?!\Maybe I'm waiting for Jotaro to get closer so I can chop his head off.\What the hell are you talking about?\Oh, nothing.\What will you do? Finish me off now, response:	or wait for Jotaro to get here?
context: Are you sure you don't want to finish me off?\Maybe I'm just acting like I've grown weak, Okuyasu.\What?!\Maybe I'm waiting for Jotaro to get closer so I can chop his head off.\What the hell are you talking about?\Oh, nothing.\What will you do? Finish me off now,\or wait for Jotaro to get here? response:	You bastard...
context: Maybe I'm just acting like I've grown weak, Okuyasu.\What?!\Maybe I'm waiting for Jotaro to get closer so I can chop his head off.\What the hell are you talking about?\Oh, nothing.\What will you do? Finish me off now,\or wait for Jotaro to get here?\You bastard... response:	But wait. Why would you tell me that?
context: What?!\Maybe I'm waiting for Jotaro to get closer so I can chop his head off.\What the hell are you talking about?\Oh, nothing.\What will you do? Finish me off now,\or wait for Jotaro to get here?\You bastard...\But wait. Why would you tell me that? response:	If he hadn't told me he was acting weaker,
context: Maybe I'm waiting for Jotaro to get closer so I can chop his head off.\What the hell are you talking about?\Oh, nothing.\What will you do? Finish me off now,\or wait for Jotaro to get here?\You bastard...\But wait. Why would you tell me that?\If he hadn't told me he was acting weaker, response:	he could have tricked me, and beaten me and Josuke by playing dirty...
context: What the hell are you talking about?\Oh, nothing.\What will you do? Finish me off now,\or wait for Jotaro to get here?\You bastard...\But wait. Why would you tell me that?\If he hadn't told me he was acting weaker,\he could have tricked me, and beaten me and Josuke by playing dirty... response:	Which means, uh, since he told me he's fine,
context: Oh, nothing.\What will you do? Finish me off now,\or wait for Jotaro to get here?\You bastard...\But wait. Why would you tell me that?\If he hadn't told me he was acting weaker,\he could have tricked me, and beaten me and Josuke by playing dirty...\Which means, uh, since he told me he's fine, response:	my chance of getting attacked is zero, right?
context: What will you do? Finish me off now,\or wait for Jotaro to get here?\You bastard...\But wait. Why would you tell me that?\If he hadn't told me he was acting weaker,\he could have tricked me, and beaten me and Josuke by playing dirty...\Which means, uh, since he told me he's fine,\my chance of getting attacked is zero, right? response:	You're telling me to finish you off?! Do you want to die?
context: or wait for Jotaro to get here?\You bastard...\But wait. Why would you tell me that?\If he hadn't told me he was acting weaker,\he could have tricked me, and beaten me and Josuke by playing dirty...\Which means, uh, since he told me he's fine,\my chance of getting attacked is zero, right?\You're telling me to finish you off?! Do you want to die? response:	I'll leave that up to you.
context: You bastard...\But wait. Why would you tell me that?\If he hadn't told me he was acting weaker,\he could have tricked me, and beaten me and Josuke by playing dirty...\Which means, uh, since he told me he's fine,\my chance of getting attacked is zero, right?\You're telling me to finish you off?! Do you want to die?\I'll leave that up to you. response:	Is he really weaker?
context: But wait. Why would you tell me that?\If he hadn't told me he was acting weaker,\he could have tricked me, and beaten me and Josuke by playing dirty...\Which means, uh, since he told me he's fine,\my chance of getting attacked is zero, right?\You're telling me to finish you off?! Do you want to die?\I'll leave that up to you.\Is he really weaker? response:	Or is he lying about being weaker, and he's actually fine?
context: If he hadn't told me he was acting weaker,\he could have tricked me, and beaten me and Josuke by playing dirty...\Which means, uh, since he told me he's fine,\my chance of getting attacked is zero, right?\You're telling me to finish you off?! Do you want to die?\I'll leave that up to you.\Is he really weaker?\Or is he lying about being weaker, and he's actually fine? response:	Which is the truth?
context: he could have tricked me, and beaten me and Josuke by playing dirty...\Which means, uh, since he told me he's fine,\my chance of getting attacked is zero, right?\You're telling me to finish you off?! Do you want to die?\I'll leave that up to you.\Is he really weaker?\Or is he lying about being weaker, and he's actually fine?\Which is the truth? response:	Are you coming or aren't you?
context: Which means, uh, since he told me he's fine,\my chance of getting attacked is zero, right?\You're telling me to finish you off?! Do you want to die?\I'll leave that up to you.\Is he really weaker?\Or is he lying about being weaker, and he's actually fine?\Which is the truth?\Are you coming or aren't you? response:	If he's fine, I need to go in to finish him.
context: my chance of getting attacked is zero, right?\You're telling me to finish you off?! Do you want to die?\I'll leave that up to you.\Is he really weaker?\Or is he lying about being weaker, and he's actually fine?\Which is the truth?\Are you coming or aren't you?\If he's fine, I need to go in to finish him. response:	It's possible he's got something up his sleeve, too.
context: You're telling me to finish you off?! Do you want to die?\I'll leave that up to you.\Is he really weaker?\Or is he lying about being weaker, and he's actually fine?\Which is the truth?\Are you coming or aren't you?\If he's fine, I need to go in to finish him.\It's possible he's got something up his sleeve, too. response:	Should I?
context: I'll leave that up to you.\Is he really weaker?\Or is he lying about being weaker, and he's actually fine?\Which is the truth?\Are you coming or aren't you?\If he's fine, I need to go in to finish him.\It's possible he's got something up his sleeve, too.\Should I? response:	Okuyasu... Something's wrong.
context: Is he really weaker?\Or is he lying about being weaker, and he's actually fine?\Which is the truth?\Are you coming or aren't you?\If he's fine, I need to go in to finish him.\It's possible he's got something up his sleeve, too.\Should I?\Okuyasu... Something's wrong. response:	Hurry up and make up your mind, Okuyasu.
context: Or is he lying about being weaker, and he's actually fine?\Which is the truth?\Are you coming or aren't you?\If he's fine, I need to go in to finish him.\It's possible he's got something up his sleeve, too.\Should I?\Okuyasu... Something's wrong.\Hurry up and make up your mind, Okuyasu. response:	Damn it!
context: Which is the truth?\Are you coming or aren't you?\If he's fine, I need to go in to finish him.\It's possible he's got something up his sleeve, too.\Should I?\Okuyasu... Something's wrong.\Hurry up and make up your mind, Okuyasu.\Damn it! response:	I can't be bothered to think about which is right anymore, damn it!
context: Are you coming or aren't you?\If he's fine, I need to go in to finish him.\It's possible he's got something up his sleeve, too.\Should I?\Okuyasu... Something's wrong.\Hurry up and make up your mind, Okuyasu.\Damn it!\I can't be bothered to think about which is right anymore, damn it! response:	Okuyasu!
context: If he's fine, I need to go in to finish him.\It's possible he's got something up his sleeve, too.\Should I?\Okuyasu... Something's wrong.\Hurry up and make up your mind, Okuyasu.\Damn it!\I can't be bothered to think about which is right anymore, damn it!\Okuyasu! response:	Don't try and stop me, Jotaro!
context: It's possible he's got something up his sleeve, too.\Should I?\Okuyasu... Something's wrong.\Hurry up and make up your mind, Okuyasu.\Damn it!\I can't be bothered to think about which is right anymore, damn it!\Okuyasu!\Don't try and stop me, Jotaro! response:	He killed my big bro! I'm going to finish this!
context: Should I?\Okuyasu... Something's wrong.\Hurry up and make up your mind, Okuyasu.\Damn it!\I can't be bothered to think about which is right anymore, damn it!\Okuyasu!\Don't try and stop me, Jotaro!\He killed my big bro! I'm going to finish this! response:	That's the only truth inside my heart!
context: Okuyasu... Something's wrong.\Hurry up and make up your mind, Okuyasu.\Damn it!\I can't be bothered to think about which is right anymore, damn it!\Okuyasu!\Don't try and stop me, Jotaro!\He killed my big bro! I'm going to finish this!\That's the only truth inside my heart! response:	Die, you little shit!
context: Hurry up and make up your mind, Okuyasu.\Damn it!\I can't be bothered to think about which is right anymore, damn it!\Okuyasu!\Don't try and stop me, Jotaro!\He killed my big bro! I'm going to finish this!\That's the only truth inside my heart!\Die, you little shit! response:	Gaon
context: Damn it!\I can't be bothered to think about which is right anymore, damn it!\Okuyasu!\Don't try and stop me, Jotaro!\He killed my big bro! I'm going to finish this!\That's the only truth inside my heart!\Die, you little shit!\Gaon response:	Just great. Now finding the bow and arrow is going to be a real pain.
context: I can't be bothered to think about which is right anymore, damn it!\Okuyasu!\Don't try and stop me, Jotaro!\He killed my big bro! I'm going to finish this!\That's the only truth inside my heart!\Die, you little shit!\Gaon\Just great. Now finding the bow and arrow is going to be a real pain. response:	Though it looks like things were settled.
context: Okuyasu!\Don't try and stop me, Jotaro!\He killed my big bro! I'm going to finish this!\That's the only truth inside my heart!\Die, you little shit!\Gaon\Just great. Now finding the bow and arrow is going to be a real pain.\Though it looks like things were settled. response:	No, something is wrong.
context: Don't try and stop me, Jotaro!\He killed my big bro! I'm going to finish this!\That's the only truth inside my heart!\Die, you little shit!\Gaon\Just great. Now finding the bow and arrow is going to be a real pain.\Though it looks like things were settled.\No, something is wrong. response:	It looks like Chili Pepper really was plotting something.
context: He killed my big bro! I'm going to finish this!\That's the only truth inside my heart!\Die, you little shit!\Gaon\Just great. Now finding the bow and arrow is going to be a real pain.\Though it looks like things were settled.\No, something is wrong.\It looks like Chili Pepper really was plotting something. response:	Huh?!
context: That's the only truth inside my heart!\Die, you little shit!\Gaon\Just great. Now finding the bow and arrow is going to be a real pain.\Though it looks like things were settled.\No, something is wrong.\It looks like Chili Pepper really was plotting something.\Huh?! response:	There were electrical cables underground?
context: Die, you little shit!\Gaon\Just great. Now finding the bow and arrow is going to be a real pain.\Though it looks like things were settled.\No, something is wrong.\It looks like Chili Pepper really was plotting something.\Huh?!\There were electrical cables underground? response:	That bastard! He wanted me to dig this up!
context: Gaon\Just great. Now finding the bow and arrow is going to be a real pain.\Though it looks like things were settled.\No, something is wrong.\It looks like Chili Pepper really was plotting something.\Huh?!\There were electrical cables underground?\That bastard! He wanted me to dig this up! response:	I really was weakened.
context: Just great. Now finding the bow and arrow is going to be a real pain.\Though it looks like things were settled.\No, something is wrong.\It looks like Chili Pepper really was plotting something.\Huh?!\There were electrical cables underground?\That bastard! He wanted me to dig this up!\I really was weakened. response:	The bike's battery is only a 12-volt.
context: Though it looks like things were settled.\No, something is wrong.\It looks like Chili Pepper really was plotting something.\Huh?!\There were electrical cables underground?\That bastard! He wanted me to dig this up!\I really was weakened.\The bike's battery is only a 12-volt. response:	That was close!
context: No, something is wrong.\It looks like Chili Pepper really was plotting something.\Huh?!\There were electrical cables underground?\That bastard! He wanted me to dig this up!\I really was weakened.\The bike's battery is only a 12-volt.\That was close! response:	Why, you...
context: It looks like Chili Pepper really was plotting something.\Huh?!\There were electrical cables underground?\That bastard! He wanted me to dig this up!\I really was weakened.\The bike's battery is only a 12-volt.\That was close!\Why, you... response:	Thanks to you, I feel alive again!
context: Huh?!\There were electrical cables underground?\That bastard! He wanted me to dig this up!\I really was weakened.\The bike's battery is only a 12-volt.\That was close!\Why, you...\Thanks to you, I feel alive again! response:	Okuyasu!
context: There were electrical cables underground?\That bastard! He wanted me to dig this up!\I really was weakened.\The bike's battery is only a 12-volt.\That was close!\Why, you...\Thanks to you, I feel alive again!\Okuyasu! response:	If you had only been a good little boy
context: That bastard! He wanted me to dig this up!\I really was weakened.\The bike's battery is only a 12-volt.\That was close!\Why, you...\Thanks to you, I feel alive again!\Okuyasu!\If you had only been a good little boy response:	and held back like Jotaro told you,
context: I really was weakened.\The bike's battery is only a 12-volt.\That was close!\Why, you...\Thanks to you, I feel alive again!\Okuyasu!\If you had only been a good little boy\and held back like Jotaro told you, response:	the battery would have died, and I would've been eliminated.
context: The bike's battery is only a 12-volt.\That was close!\Why, you...\Thanks to you, I feel alive again!\Okuyasu!\If you had only been a good little boy\and held back like Jotaro told you,\the battery would have died, and I would've been eliminated. response:	Wha...
