context: How enjoyable! How truly enjoyable! response:	But this isn't all!
context: I was so scared!\You were so brave, Flora. You're safe now.\Whoa.\Well?\Julis?\Well...\True, I did summon you here because I wanted to talk to you.\But when push comes to shove... response:	Um... in other words...
context: You were so brave, Flora. You're safe now.\Whoa.\Well?\Julis?\Well...\True, I did summon you here because I wanted to talk to you.\But when push comes to shove...\Um... in other words... response:	L-Listen, you!
context: Whoa.\Well?\Julis?\Well...\True, I did summon you here because I wanted to talk to you.\But when push comes to shove...\Um... in other words...\L-Listen, you! response:	S-Sorry!
context: Well?\Julis?\Well...\True, I did summon you here because I wanted to talk to you.\But when push comes to shove...\Um... in other words...\L-Listen, you!\S-Sorry! response:	Oh, hey, this is nothing.
context: Julis?\Well...\True, I did summon you here because I wanted to talk to you.\But when push comes to shove...\Um... in other words...\L-Listen, you!\S-Sorry!\Oh, hey, this is nothing. response:	I appreciate it, but you don't have to.
context: Well...\True, I did summon you here because I wanted to talk to you.\But when push comes to shove...\Um... in other words...\L-Listen, you!\S-Sorry!\Oh, hey, this is nothing.\I appreciate it, but you don't have to. response:	If I stained your precious handkerchief,
context: True, I did summon you here because I wanted to talk to you.\But when push comes to shove...\Um... in other words...\L-Listen, you!\S-Sorry!\Oh, hey, this is nothing.\I appreciate it, but you don't have to.\If I stained your precious handkerchief, response:	you'd challenge me to another duel.
context: But when push comes to shove...\Um... in other words...\L-Listen, you!\S-Sorry!\Oh, hey, this is nothing.\I appreciate it, but you don't have to.\If I stained your precious handkerchief,\you'd challenge me to another duel. response:	If I hadn't teamed up with you, I couldn't have gotten this far.
context: Um... in other words...\L-Listen, you!\S-Sorry!\Oh, hey, this is nothing.\I appreciate it, but you don't have to.\If I stained your precious handkerchief,\you'd challenge me to another duel.\If I hadn't teamed up with you, I couldn't have gotten this far. response:	Thanks to you, my wish came true, as well.
context: L-Listen, you!\S-Sorry!\Oh, hey, this is nothing.\I appreciate it, but you don't have to.\If I stained your precious handkerchief,\you'd challenge me to another duel.\If I hadn't teamed up with you, I couldn't have gotten this far.\Thanks to you, my wish came true, as well. response:	I never thought I'd come this far either... not without you.
context: S-Sorry!\Oh, hey, this is nothing.\I appreciate it, but you don't have to.\If I stained your precious handkerchief,\you'd challenge me to another duel.\If I hadn't teamed up with you, I couldn't have gotten this far.\Thanks to you, my wish came true, as well.\I never thought I'd come this far either... not without you. response:	But this is merely one checkpoint for us.
context: Oh, hey, this is nothing.\I appreciate it, but you don't have to.\If I stained your precious handkerchief,\you'd challenge me to another duel.\If I hadn't teamed up with you, I couldn't have gotten this far.\Thanks to you, my wish came true, as well.\I never thought I'd come this far either... not without you.\But this is merely one checkpoint for us. response:	We have a long way to go.
context: I appreciate it, but you don't have to.\If I stained your precious handkerchief,\you'd challenge me to another duel.\If I hadn't teamed up with you, I couldn't have gotten this far.\Thanks to you, my wish came true, as well.\I never thought I'd come this far either... not without you.\But this is merely one checkpoint for us.\We have a long way to go. response:	I'll join you for the ride. For you and for myself.
context: If I stained your precious handkerchief,\you'd challenge me to another duel.\If I hadn't teamed up with you, I couldn't have gotten this far.\Thanks to you, my wish came true, as well.\I never thought I'd come this far either... not without you.\But this is merely one checkpoint for us.\We have a long way to go.\I'll join you for the ride. For you and for myself. response:	You will?
context: you'd challenge me to another duel.\If I hadn't teamed up with you, I couldn't have gotten this far.\Thanks to you, my wish came true, as well.\I never thought I'd come this far either... not without you.\But this is merely one checkpoint for us.\We have a long way to go.\I'll join you for the ride. For you and for myself.\You will? response:	Yeah.
context: If I hadn't teamed up with you, I couldn't have gotten this far.\Thanks to you, my wish came true, as well.\I never thought I'd come this far either... not without you.\But this is merely one checkpoint for us.\We have a long way to go.\I'll join you for the ride. For you and for myself.\You will?\Yeah. response:	Then let's start with a toast!
context: Thanks to you, my wish came true, as well.\I never thought I'd come this far either... not without you.\But this is merely one checkpoint for us.\We have a long way to go.\I'll join you for the ride. For you and for myself.\You will?\Yeah.\Then let's start with a toast! response:	To celebrate today's victory.
context: I never thought I'd come this far either... not without you.\But this is merely one checkpoint for us.\We have a long way to go.\I'll join you for the ride. For you and for myself.\You will?\Yeah.\Then let's start with a toast!\To celebrate today's victory. response:	Right.
context: But this is merely one checkpoint for us.\We have a long way to go.\I'll join you for the ride. For you and for myself.\You will?\Yeah.\Then let's start with a toast!\To celebrate today's victory.\Right. response:	Hoping for our next victory.
context: We have a long way to go.\I'll join you for the ride. For you and for myself.\You will?\Yeah.\Then let's start with a toast!\To celebrate today's victory.\Right.\Hoping for our next victory. response:	The perpetrators have been arrested.
context: I'll join you for the ride. For you and for myself.\You will?\Yeah.\Then let's start with a toast!\To celebrate today's victory.\Right.\Hoping for our next victory.\The perpetrators have been arrested. response:	The abduction was carried out
context: You will?\Yeah.\Then let's start with a toast!\To celebrate today's victory.\Right.\Hoping for our next victory.\The perpetrators have been arrested.\The abduction was carried out response:	by a mafia gang running the casino where Ms. Klem was held captive.
context: Yeah.\Then let's start with a toast!\To celebrate today's victory.\Right.\Hoping for our next victory.\The perpetrators have been arrested.\The abduction was carried out\by a mafia gang running the casino where Ms. Klem was held captive. response:	Impossible! That was clearly the work of...
context: Then let's start with a toast!\To celebrate today's victory.\Right.\Hoping for our next victory.\The perpetrators have been arrested.\The abduction was carried out\by a mafia gang running the casino where Ms. Klem was held captive.\Impossible! That was clearly the work of... response:	Unfortunately,
context: To celebrate today's victory.\Right.\Hoping for our next victory.\The perpetrators have been arrested.\The abduction was carried out\by a mafia gang running the casino where Ms. Klem was held captive.\Impossible! That was clearly the work of...\Unfortunately, response:	we haven't been able to find a shred of evidence
context: Right.\Hoping for our next victory.\The perpetrators have been arrested.\The abduction was carried out\by a mafia gang running the casino where Ms. Klem was held captive.\Impossible! That was clearly the work of...\Unfortunately,\we haven't been able to find a shred of evidence response:	linking the Dante Ms. Sasamiya and Ms. Toudou fought to any specific academy.
context: Hoping for our next victory.\The perpetrators have been arrested.\The abduction was carried out\by a mafia gang running the casino where Ms. Klem was held captive.\Impossible! That was clearly the work of...\Unfortunately,\we haven't been able to find a shred of evidence\linking the Dante Ms. Sasamiya and Ms. Toudou fought to any specific academy. response:	It looks like the investigation will continue,
context: The perpetrators have been arrested.\The abduction was carried out\by a mafia gang running the casino where Ms. Klem was held captive.\Impossible! That was clearly the work of...\Unfortunately,\we haven't been able to find a shred of evidence\linking the Dante Ms. Sasamiya and Ms. Toudou fought to any specific academy.\It looks like the investigation will continue, response:	so I'd like you to take a more long-term view of this.
context: The abduction was carried out\by a mafia gang running the casino where Ms. Klem was held captive.\Impossible! That was clearly the work of...\Unfortunately,\we haven't been able to find a shred of evidence\linking the Dante Ms. Sasamiya and Ms. Toudou fought to any specific academy.\It looks like the investigation will continue,\so I'd like you to take a more long-term view of this. response:	Very well.
context: by a mafia gang running the casino where Ms. Klem was held captive.\Impossible! That was clearly the work of...\Unfortunately,\we haven't been able to find a shred of evidence\linking the Dante Ms. Sasamiya and Ms. Toudou fought to any specific academy.\It looks like the investigation will continue,\so I'd like you to take a more long-term view of this.\Very well. response:	- By the way, Amagiri... - Yes, sir?
context: Impossible! That was clearly the work of...\Unfortunately,\we haven't been able to find a shred of evidence\linking the Dante Ms. Sasamiya and Ms. Toudou fought to any specific academy.\It looks like the investigation will continue,\so I'd like you to take a more long-term view of this.\Very well.\- By the way, Amagiri... - Yes, sir? response:	I hear that as the winner of the Phoenix Festa,
context: Unfortunately,\we haven't been able to find a shred of evidence\linking the Dante Ms. Sasamiya and Ms. Toudou fought to any specific academy.\It looks like the investigation will continue,\so I'd like you to take a more long-term view of this.\Very well.\- By the way, Amagiri... - Yes, sir?\I hear that as the winner of the Phoenix Festa, response:	you've requested a search for your older sister.
context: we haven't been able to find a shred of evidence\linking the Dante Ms. Sasamiya and Ms. Toudou fought to any specific academy.\It looks like the investigation will continue,\so I'd like you to take a more long-term view of this.\Very well.\- By the way, Amagiri... - Yes, sir?\I hear that as the winner of the Phoenix Festa,\you've requested a search for your older sister. response:	Right.
context: linking the Dante Ms. Sasamiya and Ms. Toudou fought to any specific academy.\It looks like the investigation will continue,\so I'd like you to take a more long-term view of this.\Very well.\- By the way, Amagiri... - Yes, sir?\I hear that as the winner of the Phoenix Festa,\you've requested a search for your older sister.\Right. response:	If she went missing here in Asterisk,
context: It looks like the investigation will continue,\so I'd like you to take a more long-term view of this.\Very well.\- By the way, Amagiri... - Yes, sir?\I hear that as the winner of the Phoenix Festa,\you've requested a search for your older sister.\Right.\If she went missing here in Asterisk, response:	I'm sure there must be some clues left behind.
context: so I'd like you to take a more long-term view of this.\Very well.\- By the way, Amagiri... - Yes, sir?\I hear that as the winner of the Phoenix Festa,\you've requested a search for your older sister.\Right.\If she went missing here in Asterisk,\I'm sure there must be some clues left behind. response:	I'll be praying for her safe return.
context: Very well.\- By the way, Amagiri... - Yes, sir?\I hear that as the winner of the Phoenix Festa,\you've requested a search for your older sister.\Right.\If she went missing here in Asterisk,\I'm sure there must be some clues left behind.\I'll be praying for her safe return. response:	Thank you very much.
context: - By the way, Amagiri... - Yes, sir?\I hear that as the winner of the Phoenix Festa,\you've requested a search for your older sister.\Right.\If she went missing here in Asterisk,\I'm sure there must be some clues left behind.\I'll be praying for her safe return.\Thank you very much. response:	Seriously, thanks to you, I'm completely swamped!
context: I hear that as the winner of the Phoenix Festa,\you've requested a search for your older sister.\Right.\If she went missing here in Asterisk,\I'm sure there must be some clues left behind.\I'll be praying for her safe return.\Thank you very much.\Seriously, thanks to you, I'm completely swamped! response:	I only did it out of concern for you!
context: you've requested a search for your older sister.\Right.\If she went missing here in Asterisk,\I'm sure there must be some clues left behind.\I'll be praying for her safe return.\Thank you very much.\Seriously, thanks to you, I'm completely swamped!\I only did it out of concern for you! response:	Even so, your methods were too violent this time.
context: Right.\If she went missing here in Asterisk,\I'm sure there must be some clues left behind.\I'll be praying for her safe return.\Thank you very much.\Seriously, thanks to you, I'm completely swamped!\I only did it out of concern for you!\Even so, your methods were too violent this time. response:	Next time, I wish you'd try to hold back a little.
context: If she went missing here in Asterisk,\I'm sure there must be some clues left behind.\I'll be praying for her safe return.\Thank you very much.\Seriously, thanks to you, I'm completely swamped!\I only did it out of concern for you!\Even so, your methods were too violent this time.\Next time, I wish you'd try to hold back a little. response:	Talk to you later.
context: I'm sure there must be some clues left behind.\I'll be praying for her safe return.\Thank you very much.\Seriously, thanks to you, I'm completely swamped!\I only did it out of concern for you!\Even so, your methods were too violent this time.\Next time, I wish you'd try to hold back a little.\Talk to you later. response:	By the way,
context: I'll be praying for her safe return.\Thank you very much.\Seriously, thanks to you, I'm completely swamped!\I only did it out of concern for you!\Even so, your methods were too violent this time.\Next time, I wish you'd try to hold back a little.\Talk to you later.\By the way, response:	aren't you going to tell him about your relationship with that woman?
context: Thank you very much.\Seriously, thanks to you, I'm completely swamped!\I only did it out of concern for you!\Even so, your methods were too violent this time.\Next time, I wish you'd try to hold back a little.\Talk to you later.\By the way,\aren't you going to tell him about your relationship with that woman? response:	Sorry, but I have no intention of going there.
context: Seriously, thanks to you, I'm completely swamped!\I only did it out of concern for you!\Even so, your methods were too violent this time.\Next time, I wish you'd try to hold back a little.\Talk to you later.\By the way,\aren't you going to tell him about your relationship with that woman?\Sorry, but I have no intention of going there. response:	Because it's a private matter.
context: I only did it out of concern for you!\Even so, your methods were too violent this time.\Next time, I wish you'd try to hold back a little.\Talk to you later.\By the way,\aren't you going to tell him about your relationship with that woman?\Sorry, but I have no intention of going there.\Because it's a private matter. response:	Now, then...
context: Even so, your methods were too violent this time.\Next time, I wish you'd try to hold back a little.\Talk to you later.\By the way,\aren't you going to tell him about your relationship with that woman?\Sorry, but I have no intention of going there.\Because it's a private matter.\Now, then... response:	what am I going to do about this?
context: Next time, I wish you'd try to hold back a little.\Talk to you later.\By the way,\aren't you going to tell him about your relationship with that woman?\Sorry, but I have no intention of going there.\Because it's a private matter.\Now, then...\what am I going to do about this? response:	Now...
context: Talk to you later.\By the way,\aren't you going to tell him about your relationship with that woman?\Sorry, but I have no intention of going there.\Because it's a private matter.\Now, then...\what am I going to do about this?\Now... response:	That's strange. For some reason, I'm recalling a scandal...
context: By the way,\aren't you going to tell him about your relationship with that woman?\Sorry, but I have no intention of going there.\Because it's a private matter.\Now, then...\what am I going to do about this?\Now...\That's strange. For some reason, I'm recalling a scandal... response:	Oh, but there's nothing we can do about the past.
context: aren't you going to tell him about your relationship with that woman?\Sorry, but I have no intention of going there.\Because it's a private matter.\Now, then...\what am I going to do about this?\Now...\That's strange. For some reason, I'm recalling a scandal...\Oh, but there's nothing we can do about the past. response:	Julis, my Ayato...
context: Sorry, but I have no intention of going there.\Because it's a private matter.\Now, then...\what am I going to do about this?\Now...\That's strange. For some reason, I'm recalling a scandal...\Oh, but there's nothing we can do about the past.\Julis, my Ayato... response:	Congratulations on winning the Phoenix Festa!
context: Because it's a private matter.\Now, then...\what am I going to do about this?\Now...\That's strange. For some reason, I'm recalling a scandal...\Oh, but there's nothing we can do about the past.\Julis, my Ayato...\Congratulations on winning the Phoenix Festa! response:	Episode 22 Lieseltania
context: Now, then...\what am I going to do about this?\Now...\That's strange. For some reason, I'm recalling a scandal...\Oh, but there's nothing we can do about the past.\Julis, my Ayato...\Congratulations on winning the Phoenix Festa!\Episode 22 Lieseltania response:	Let's just zip through the next one, too!
