context: It wasn't supposed to be like this, head in my hands response:	Struggling to escape from this saturated world
context: Kaishou Rinroku is right-handed.\What are you doing?\Kazamori said she wanted to see the camera!\Here!\Hey! Don't throw me!\Is this the RAI from the other day?\So?\I hacked into the footage of a surveillance camera. response:	At least six times in the past year,
context: What are you doing?\Kazamori said she wanted to see the camera!\Here!\Hey! Don't throw me!\Is this the RAI from the other day?\So?\I hacked into the footage of a surveillance camera.\At least six times in the past year, response:	Kaishou's car was parked in front of this house.
context: Kazamori said she wanted to see the camera!\Here!\Hey! Don't throw me!\Is this the RAI from the other day?\So?\I hacked into the footage of a surveillance camera.\At least six times in the past year,\Kaishou's car was parked in front of this house. response:	I see...
context: Here!\Hey! Don't throw me!\Is this the RAI from the other day?\So?\I hacked into the footage of a surveillance camera.\At least six times in the past year,\Kaishou's car was parked in front of this house.\I see... response:	Wait a minute!
context: Hey! Don't throw me!\Is this the RAI from the other day?\So?\I hacked into the footage of a surveillance camera.\At least six times in the past year,\Kaishou's car was parked in front of this house.\I see...\Wait a minute! response:	Even if my wife did have that kind of relationship with Kaishou,
context: Is this the RAI from the other day?\So?\I hacked into the footage of a surveillance camera.\At least six times in the past year,\Kaishou's car was parked in front of this house.\I see...\Wait a minute!\Even if my wife did have that kind of relationship with Kaishou, response:	I can't blame her.
context: So?\I hacked into the footage of a surveillance camera.\At least six times in the past year,\Kaishou's car was parked in front of this house.\I see...\Wait a minute!\Even if my wife did have that kind of relationship with Kaishou,\I can't blame her. response:	As a result of sticking to my conviction, I was in prison for three years.
context: I hacked into the footage of a surveillance camera.\At least six times in the past year,\Kaishou's car was parked in front of this house.\I see...\Wait a minute!\Even if my wife did have that kind of relationship with Kaishou,\I can't blame her.\As a result of sticking to my conviction, I was in prison for three years. response:	But my children...
context: At least six times in the past year,\Kaishou's car was parked in front of this house.\I see...\Wait a minute!\Even if my wife did have that kind of relationship with Kaishou,\I can't blame her.\As a result of sticking to my conviction, I was in prison for three years.\But my children... response:	Mr. Yajima?
context: Kaishou's car was parked in front of this house.\I see...\Wait a minute!\Even if my wife did have that kind of relationship with Kaishou,\I can't blame her.\As a result of sticking to my conviction, I was in prison for three years.\But my children...\Mr. Yajima? response:	If Takako did anything to the children
context: I see...\Wait a minute!\Even if my wife did have that kind of relationship with Kaishou,\I can't blame her.\As a result of sticking to my conviction, I was in prison for three years.\But my children...\Mr. Yajima?\If Takako did anything to the children response:	because they were in the way of her relationship with Rinroku...
context: Wait a minute!\Even if my wife did have that kind of relationship with Kaishou,\I can't blame her.\As a result of sticking to my conviction, I was in prison for three years.\But my children...\Mr. Yajima?\If Takako did anything to the children\because they were in the way of her relationship with Rinroku... response:	I'll find out where your children are!
context: Even if my wife did have that kind of relationship with Kaishou,\I can't blame her.\As a result of sticking to my conviction, I was in prison for three years.\But my children...\Mr. Yajima?\If Takako did anything to the children\because they were in the way of her relationship with Rinroku...\I'll find out where your children are! response:	That's your real request, isn't it?
context: I can't blame her.\As a result of sticking to my conviction, I was in prison for three years.\But my children...\Mr. Yajima?\If Takako did anything to the children\because they were in the way of her relationship with Rinroku...\I'll find out where your children are!\That's your real request, isn't it? response:	No... You've already done what I asked.
context: As a result of sticking to my conviction, I was in prison for three years.\But my children...\Mr. Yajima?\If Takako did anything to the children\because they were in the way of her relationship with Rinroku...\I'll find out where your children are!\That's your real request, isn't it?\No... You've already done what I asked. response:	I think the souls in this house are about to burst!
context: But my children...\Mr. Yajima?\If Takako did anything to the children\because they were in the way of her relationship with Rinroku...\I'll find out where your children are!\That's your real request, isn't it?\No... You've already done what I asked.\I think the souls in this house are about to burst! response:	Let me ask that woman...
context: Mr. Yajima?\If Takako did anything to the children\because they were in the way of her relationship with Rinroku...\I'll find out where your children are!\That's your real request, isn't it?\No... You've already done what I asked.\I think the souls in this house are about to burst!\Let me ask that woman... response:	What do you wanna ask?
context: If Takako did anything to the children\because they were in the way of her relationship with Rinroku...\I'll find out where your children are!\That's your real request, isn't it?\No... You've already done what I asked.\I think the souls in this house are about to burst!\Let me ask that woman...\What do you wanna ask? response:	It's obvious!
context: because they were in the way of her relationship with Rinroku...\I'll find out where your children are!\That's your real request, isn't it?\No... You've already done what I asked.\I think the souls in this house are about to burst!\Let me ask that woman...\What do you wanna ask?\It's obvious! response:	Where are your children?!
context: I'll find out where your children are!\That's your real request, isn't it?\No... You've already done what I asked.\I think the souls in this house are about to burst!\Let me ask that woman...\What do you wanna ask?\It's obvious!\Where are your children?! response:	You think that mother killed them?!
context: That's your real request, isn't it?\No... You've already done what I asked.\I think the souls in this house are about to burst!\Let me ask that woman...\What do you wanna ask?\It's obvious!\Where are your children?!\You think that mother killed them?! response:	Maybe Kaishou helped her...
context: No... You've already done what I asked.\I think the souls in this house are about to burst!\Let me ask that woman...\What do you wanna ask?\It's obvious!\Where are your children?!\You think that mother killed them?!\Maybe Kaishou helped her... response:	If that's how it is, all of the truths and lies he's been saving up...
context: I think the souls in this house are about to burst!\Let me ask that woman...\What do you wanna ask?\It's obvious!\Where are your children?!\You think that mother killed them?!\Maybe Kaishou helped her...\If that's how it is, all of the truths and lies he's been saving up... response:	His soul will be laid bare!
context: Let me ask that woman...\What do you wanna ask?\It's obvious!\Where are your children?!\You think that mother killed them?!\Maybe Kaishou helped her...\If that's how it is, all of the truths and lies he's been saving up...\His soul will be laid bare! response:	Isn't that what you want?
context: What do you wanna ask?\It's obvious!\Where are your children?!\You think that mother killed them?!\Maybe Kaishou helped her...\If that's how it is, all of the truths and lies he's been saving up...\His soul will be laid bare!\Isn't that what you want? response:	Get away from me!
context: It's obvious!\Where are your children?!\You think that mother killed them?!\Maybe Kaishou helped her...\If that's how it is, all of the truths and lies he's been saving up...\His soul will be laid bare!\Isn't that what you want?\Get away from me! response:	What is this?
context: Where are your children?!\You think that mother killed them?!\Maybe Kaishou helped her...\If that's how it is, all of the truths and lies he's been saving up...\His soul will be laid bare!\Isn't that what you want?\Get away from me!\What is this? response:	A colored pencil. It's an instrument used to draw pictures on paper.
context: You think that mother killed them?!\Maybe Kaishou helped her...\If that's how it is, all of the truths and lies he's been saving up...\His soul will be laid bare!\Isn't that what you want?\Get away from me!\What is this?\A colored pencil. It's an instrument used to draw pictures on paper. response:	Hey!
context: Maybe Kaishou helped her...\If that's how it is, all of the truths and lies he's been saving up...\His soul will be laid bare!\Isn't that what you want?\Get away from me!\What is this?\A colored pencil. It's an instrument used to draw pictures on paper.\Hey! response:	A drawing?! I'm gonna draw! I'm gonna draw!
context: If that's how it is, all of the truths and lies he's been saving up...\His soul will be laid bare!\Isn't that what you want?\Get away from me!\What is this?\A colored pencil. It's an instrument used to draw pictures on paper.\Hey!\A drawing?! I'm gonna draw! I'm gonna draw! response:	What should I draw on?
context: His soul will be laid bare!\Isn't that what you want?\Get away from me!\What is this?\A colored pencil. It's an instrument used to draw pictures on paper.\Hey!\A drawing?! I'm gonna draw! I'm gonna draw!\What should I draw on? response:	Yeesh. What is he, a little kid?
context: Isn't that what you want?\Get away from me!\What is this?\A colored pencil. It's an instrument used to draw pictures on paper.\Hey!\A drawing?! I'm gonna draw! I'm gonna draw!\What should I draw on?\Yeesh. What is he, a little kid? response:	A sheet of construction paper or something...
context: Get away from me!\What is this?\A colored pencil. It's an instrument used to draw pictures on paper.\Hey!\A drawing?! I'm gonna draw! I'm gonna draw!\What should I draw on?\Yeesh. What is he, a little kid?\A sheet of construction paper or something... response:	Construction paper? What's that?
context: What is this?\A colored pencil. It's an instrument used to draw pictures on paper.\Hey!\A drawing?! I'm gonna draw! I'm gonna draw!\What should I draw on?\Yeesh. What is he, a little kid?\A sheet of construction paper or something...\Construction paper? What's that? response:	Kazamori!
context: A colored pencil. It's an instrument used to draw pictures on paper.\Hey!\A drawing?! I'm gonna draw! I'm gonna draw!\What should I draw on?\Yeesh. What is he, a little kid?\A sheet of construction paper or something...\Construction paper? What's that?\Kazamori! response:	What was used to write on this?
context: Hey!\A drawing?! I'm gonna draw! I'm gonna draw!\What should I draw on?\Yeesh. What is he, a little kid?\A sheet of construction paper or something...\Construction paper? What's that?\Kazamori!\What was used to write on this? response:	Why?
context: A drawing?! I'm gonna draw! I'm gonna draw!\What should I draw on?\Yeesh. What is he, a little kid?\A sheet of construction paper or something...\Construction paper? What's that?\Kazamori!\What was used to write on this?\Why? response:	Just answer me!
context: What should I draw on?\Yeesh. What is he, a little kid?\A sheet of construction paper or something...\Construction paper? What's that?\Kazamori!\What was used to write on this?\Why?\Just answer me! response:	Jeez, you're a slave driver...
context: Yeesh. What is he, a little kid?\A sheet of construction paper or something...\Construction paper? What's that?\Kazamori!\What was used to write on this?\Why?\Just answer me!\Jeez, you're a slave driver... response:	Pigment and wax...
context: A sheet of construction paper or something...\Construction paper? What's that?\Kazamori!\What was used to write on this?\Why?\Just answer me!\Jeez, you're a slave driver...\Pigment and wax... response:	The ingredients for a typical colored pencil.
context: Construction paper? What's that?\Kazamori!\What was used to write on this?\Why?\Just answer me!\Jeez, you're a slave driver...\Pigment and wax...\The ingredients for a typical colored pencil. response:	What's the nearest used bookstore from here?
context: Kazamori!\What was used to write on this?\Why?\Just answer me!\Jeez, you're a slave driver...\Pigment and wax...\The ingredients for a typical colored pencil.\What's the nearest used bookstore from here? response:	I'm not a GPS!
context: What was used to write on this?\Why?\Just answer me!\Jeez, you're a slave driver...\Pigment and wax...\The ingredients for a typical colored pencil.\What's the nearest used bookstore from here?\I'm not a GPS! response:	Answer me!
context: Why?\Just answer me!\Jeez, you're a slave driver...\Pigment and wax...\The ingredients for a typical colored pencil.\What's the nearest used bookstore from here?\I'm not a GPS!\Answer me! response:	Roger...
context: Just answer me!\Jeez, you're a slave driver...\Pigment and wax...\The ingredients for a typical colored pencil.\What's the nearest used bookstore from here?\I'm not a GPS!\Answer me!\Roger... response:	Um...
context: Jeez, you're a slave driver...\Pigment and wax...\The ingredients for a typical colored pencil.\What's the nearest used bookstore from here?\I'm not a GPS!\Answer me!\Roger...\Um... response:	All of the books in Mr. Yajima's house?
context: Pigment and wax...\The ingredients for a typical colored pencil.\What's the nearest used bookstore from here?\I'm not a GPS!\Answer me!\Roger...\Um...\All of the books in Mr. Yajima's house? response:	Yes. We took them in.
context: The ingredients for a typical colored pencil.\What's the nearest used bookstore from here?\I'm not a GPS!\Answer me!\Roger...\Um...\All of the books in Mr. Yajima's house?\Yes. We took them in. response:	They were all fine volumes, so the whole bunch soon sold off at once...
context: What's the nearest used bookstore from here?\I'm not a GPS!\Answer me!\Roger...\Um...\All of the books in Mr. Yajima's house?\Yes. We took them in.\They were all fine volumes, so the whole bunch soon sold off at once... response:	Who bought them?
context: I'm not a GPS!\Answer me!\Roger...\Um...\All of the books in Mr. Yajima's house?\Yes. We took them in.\They were all fine volumes, so the whole bunch soon sold off at once...\Who bought them? response:	That's personal information!
context: Answer me!\Roger...\Um...\All of the books in Mr. Yajima's house?\Yes. We took them in.\They were all fine volumes, so the whole bunch soon sold off at once...\Who bought them?\That's personal information! response:	Please, I really need to know...
context: Roger...\Um...\All of the books in Mr. Yajima's house?\Yes. We took them in.\They were all fine volumes, so the whole bunch soon sold off at once...\Who bought them?\That's personal information!\Please, I really need to know... response:	No can do! If I told you that, I could get arrested!
context: Um...\All of the books in Mr. Yajima's house?\Yes. We took them in.\They were all fine volumes, so the whole bunch soon sold off at once...\Who bought them?\That's personal information!\Please, I really need to know...\No can do! If I told you that, I could get arrested! response:	If you're looking for my father, he isn't here!
context: All of the books in Mr. Yajima's house?\Yes. We took them in.\They were all fine volumes, so the whole bunch soon sold off at once...\Who bought them?\That's personal information!\Please, I really need to know...\No can do! If I told you that, I could get arrested!\If you're looking for my father, he isn't here! response:	That's perfect.
context: Yes. We took them in.\They were all fine volumes, so the whole bunch soon sold off at once...\Who bought them?\That's personal information!\Please, I really need to know...\No can do! If I told you that, I could get arrested!\If you're looking for my father, he isn't here!\That's perfect. response:	I came here to ask a favor.
context: They were all fine volumes, so the whole bunch soon sold off at once...\Who bought them?\That's personal information!\Please, I really need to know...\No can do! If I told you that, I could get arrested!\If you're looking for my father, he isn't here!\That's perfect.\I came here to ask a favor. response:	Please stop, Miss!
context: Who bought them?\That's personal information!\Please, I really need to know...\No can do! If I told you that, I could get arrested!\If you're looking for my father, he isn't here!\That's perfect.\I came here to ask a favor.\Please stop, Miss! response:	I'll be scolded for this!
context: That's personal information!\Please, I really need to know...\No can do! If I told you that, I could get arrested!\If you're looking for my father, he isn't here!\That's perfect.\I came here to ask a favor.\Please stop, Miss!\I'll be scolded for this! response:	Don't worry about it!
context: Please, I really need to know...\No can do! If I told you that, I could get arrested!\If you're looking for my father, he isn't here!\That's perfect.\I came here to ask a favor.\Please stop, Miss!\I'll be scolded for this!\Don't worry about it! response:	What... on earth... are you looking for?!
context: No can do! If I told you that, I could get arrested!\If you're looking for my father, he isn't here!\That's perfect.\I came here to ask a favor.\Please stop, Miss!\I'll be scolded for this!\Don't worry about it!\What... on earth... are you looking for?! response:	Used books!
context: If you're looking for my father, he isn't here!\That's perfect.\I came here to ask a favor.\Please stop, Miss!\I'll be scolded for this!\Don't worry about it!\What... on earth... are you looking for?!\Used books! response:	Last year, Kaishou bought a collection of books from a secondhand store.
context: That's perfect.\I came here to ask a favor.\Please stop, Miss!\I'll be scolded for this!\Don't worry about it!\What... on earth... are you looking for?!\Used books!\Last year, Kaishou bought a collection of books from a secondhand store. response:	They were all originally sold from Mr. Yajima's house.
context: I came here to ask a favor.\Please stop, Miss!\I'll be scolded for this!\Don't worry about it!\What... on earth... are you looking for?!\Used books!\Last year, Kaishou bought a collection of books from a secondhand store.\They were all originally sold from Mr. Yajima's house. response:	In that case, they're not over there.
context: Please stop, Miss!\I'll be scolded for this!\Don't worry about it!\What... on earth... are you looking for?!\Used books!\Last year, Kaishou bought a collection of books from a secondhand store.\They were all originally sold from Mr. Yajima's house.\In that case, they're not over there. response:	Over here.
context: I'll be scolded for this!\Don't worry about it!\What... on earth... are you looking for?!\Used books!\Last year, Kaishou bought a collection of books from a secondhand store.\They were all originally sold from Mr. Yajima's house.\In that case, they're not over there.\Over here. response:	Hey, are these all books, too?
context: Don't worry about it!\What... on earth... are you looking for?!\Used books!\Last year, Kaishou bought a collection of books from a secondhand store.\They were all originally sold from Mr. Yajima's house.\In that case, they're not over there.\Over here.\Hey, are these all books, too? response:	More?!
context: What... on earth... are you looking for?!\Used books!\Last year, Kaishou bought a collection of books from a secondhand store.\They were all originally sold from Mr. Yajima's house.\In that case, they're not over there.\Over here.\Hey, are these all books, too?\More?! response:	Tell me, Shinjurou, is there something between my father and Mr. Yajima's wife?
context: Used books!\Last year, Kaishou bought a collection of books from a secondhand store.\They were all originally sold from Mr. Yajima's house.\In that case, they're not over there.\Over here.\Hey, are these all books, too?\More?!\Tell me, Shinjurou, is there something between my father and Mr. Yajima's wife? response:	Shall we break the code together?
context: Last year, Kaishou bought a collection of books from a secondhand store.\They were all originally sold from Mr. Yajima's house.\In that case, they're not over there.\Over here.\Hey, are these all books, too?\More?!\Tell me, Shinjurou, is there something between my father and Mr. Yajima's wife?\Shall we break the code together? response:	If you've got the courage, the answer to your question is probably in there.
context: They were all originally sold from Mr. Yajima's house.\In that case, they're not over there.\Over here.\Hey, are these all books, too?\More?!\Tell me, Shinjurou, is there something between my father and Mr. Yajima's wife?\Shall we break the code together?\If you've got the courage, the answer to your question is probably in there. response:	Forgive me...
context: In that case, they're not over there.\Over here.\Hey, are these all books, too?\More?!\Tell me, Shinjurou, is there something between my father and Mr. Yajima's wife?\Shall we break the code together?\If you've got the courage, the answer to your question is probably in there.\Forgive me... response:	Akio... Kazuko...
context: Over here.\Hey, are these all books, too?\More?!\Tell me, Shinjurou, is there something between my father and Mr. Yajima's wife?\Shall we break the code together?\If you've got the courage, the answer to your question is probably in there.\Forgive me...\Akio... Kazuko... response:	You don't have to say anything, Takako...
context: Hey, are these all books, too?\More?!\Tell me, Shinjurou, is there something between my father and Mr. Yajima's wife?\Shall we break the code together?\If you've got the courage, the answer to your question is probably in there.\Forgive me...\Akio... Kazuko...\You don't have to say anything, Takako... response:	I don't want to hear it...
context: More?!\Tell me, Shinjurou, is there something between my father and Mr. Yajima's wife?\Shall we break the code together?\If you've got the courage, the answer to your question is probably in there.\Forgive me...\Akio... Kazuko...\You don't have to say anything, Takako...\I don't want to hear it... response:	This is...
context: Tell me, Shinjurou, is there something between my father and Mr. Yajima's wife?\Shall we break the code together?\If you've got the courage, the answer to your question is probably in there.\Forgive me...\Akio... Kazuko...\You don't have to say anything, Takako...\I don't want to hear it...\This is... response:	I'll be waiting at the pool. July 10th, 3pm...
context: Shall we break the code together?\If you've got the courage, the answer to your question is probably in there.\Forgive me...\Akio... Kazuko...\You don't have to say anything, Takako...\I don't want to hear it...\This is...\I'll be waiting at the pool. July 10th, 3pm... response:	I have sweets. Keep it a secret from Mom.
context: If you've got the courage, the answer to your question is probably in there.\Forgive me...\Akio... Kazuko...\You don't have to say anything, Takako...\I don't want to hear it...\This is...\I'll be waiting at the pool. July 10th, 3pm...\I have sweets. Keep it a secret from Mom. response:	Don't worry about Mom.
context: Forgive me...\Akio... Kazuko...\You don't have to say anything, Takako...\I don't want to hear it...\This is...\I'll be waiting at the pool. July 10th, 3pm...\I have sweets. Keep it a secret from Mom.\Don't worry about Mom. response:	Let's play at the usual place. July 12th, 11am.
context: Akio... Kazuko...\You don't have to say anything, Takako...\I don't want to hear it...\This is...\I'll be waiting at the pool. July 10th, 3pm...\I have sweets. Keep it a secret from Mom.\Don't worry about Mom.\Let's play at the usual place. July 12th, 11am. response:	Akio! Kazuko!
context: You don't have to say anything, Takako...\I don't want to hear it...\This is...\I'll be waiting at the pool. July 10th, 3pm...\I have sweets. Keep it a secret from Mom.\Don't worry about Mom.\Let's play at the usual place. July 12th, 11am.\Akio! Kazuko! response:	The children were using books from your library to play with coded messages.
context: I don't want to hear it...\This is...\I'll be waiting at the pool. July 10th, 3pm...\I have sweets. Keep it a secret from Mom.\Don't worry about Mom.\Let's play at the usual place. July 12th, 11am.\Akio! Kazuko!\The children were using books from your library to play with coded messages. response:	My guess is they did it so as not to worry their mother,
context: This is...\I'll be waiting at the pool. July 10th, 3pm...\I have sweets. Keep it a secret from Mom.\Don't worry about Mom.\Let's play at the usual place. July 12th, 11am.\Akio! Kazuko!\The children were using books from your library to play with coded messages.\My guess is they did it so as not to worry their mother, response:	who had been acting strange.
context: I'll be waiting at the pool. July 10th, 3pm...\I have sweets. Keep it a secret from Mom.\Don't worry about Mom.\Let's play at the usual place. July 12th, 11am.\Akio! Kazuko!\The children were using books from your library to play with coded messages.\My guess is they did it so as not to worry their mother,\who had been acting strange. response:	Then, where are they?!
context: I have sweets. Keep it a secret from Mom.\Don't worry about Mom.\Let's play at the usual place. July 12th, 11am.\Akio! Kazuko!\The children were using books from your library to play with coded messages.\My guess is they did it so as not to worry their mother,\who had been acting strange.\Then, where are they?! response:	The answer to that is also in the code.
context: Don't worry about Mom.\Let's play at the usual place. July 12th, 11am.\Akio! Kazuko!\The children were using books from your library to play with coded messages.\My guess is they did it so as not to worry their mother,\who had been acting strange.\Then, where are they?!\The answer to that is also in the code. response:	This is a new play area that Kazuko found.
context: Let's play at the usual place. July 12th, 11am.\Akio! Kazuko!\The children were using books from your library to play with coded messages.\My guess is they did it so as not to worry their mother,\who had been acting strange.\Then, where are they?!\The answer to that is also in the code.\This is a new play area that Kazuko found. response:	Here...?
context: Akio! Kazuko!\The children were using books from your library to play with coded messages.\My guess is they did it so as not to worry their mother,\who had been acting strange.\Then, where are they?!\The answer to that is also in the code.\This is a new play area that Kazuko found.\Here...? response:	I hate to say this, but there have apparently been several incidents
context: The children were using books from your library to play with coded messages.\My guess is they did it so as not to worry their mother,\who had been acting strange.\Then, where are they?!\The answer to that is also in the code.\This is a new play area that Kazuko found.\Here...?\I hate to say this, but there have apparently been several incidents response:	of children being trapped.
context: My guess is they did it so as not to worry their mother,\who had been acting strange.\Then, where are they?!\The answer to that is also in the code.\This is a new play area that Kazuko found.\Here...?\I hate to say this, but there have apparently been several incidents\of children being trapped. response:	Mr. Yajima?
context: who had been acting strange.\Then, where are they?!\The answer to that is also in the code.\This is a new play area that Kazuko found.\Here...?\I hate to say this, but there have apparently been several incidents\of children being trapped.\Mr. Yajima? response:	No matter how much time it takes, I'll find them!
context: Then, where are they?!\The answer to that is also in the code.\This is a new play area that Kazuko found.\Here...?\I hate to say this, but there have apparently been several incidents\of children being trapped.\Mr. Yajima?\No matter how much time it takes, I'll find them! response:	I've already kept them waiting for a year...
context: The answer to that is also in the code.\This is a new play area that Kazuko found.\Here...?\I hate to say this, but there have apparently been several incidents\of children being trapped.\Mr. Yajima?\No matter how much time it takes, I'll find them!\I've already kept them waiting for a year... response:	You've been spending a lot of time with my daughter...
context: This is a new play area that Kazuko found.\Here...?\I hate to say this, but there have apparently been several incidents\of children being trapped.\Mr. Yajima?\No matter how much time it takes, I'll find them!\I've already kept them waiting for a year...\You've been spending a lot of time with my daughter... response:	I'm Kaishou.
context: Here...?\I hate to say this, but there have apparently been several incidents\of children being trapped.\Mr. Yajima?\No matter how much time it takes, I'll find them!\I've already kept them waiting for a year...\You've been spending a lot of time with my daughter...\I'm Kaishou. response:	Did you make several visits to Mr. Yajima's house
context: I hate to say this, but there have apparently been several incidents\of children being trapped.\Mr. Yajima?\No matter how much time it takes, I'll find them!\I've already kept them waiting for a year...\You've been spending a lot of time with my daughter...\I'm Kaishou.\Did you make several visits to Mr. Yajima's house response:	because his wife was acting peculiar?
context: of children being trapped.\Mr. Yajima?\No matter how much time it takes, I'll find them!\I've already kept them waiting for a year...\You've been spending a lot of time with my daughter...\I'm Kaishou.\Did you make several visits to Mr. Yajima's house\because his wife was acting peculiar? response:	Neglect...
context: Mr. Yajima?\No matter how much time it takes, I'll find them!\I've already kept them waiting for a year...\You've been spending a lot of time with my daughter...\I'm Kaishou.\Did you make several visits to Mr. Yajima's house\because his wife was acting peculiar?\Neglect... response:	There were signs of child neglect.
context: No matter how much time it takes, I'll find them!\I've already kept them waiting for a year...\You've been spending a lot of time with my daughter...\I'm Kaishou.\Did you make several visits to Mr. Yajima's house\because his wife was acting peculiar?\Neglect...\There were signs of child neglect. response:	Koyama Izumi
context: I've already kept them waiting for a year...\You've been spending a lot of time with my daughter...\I'm Kaishou.\Did you make several visits to Mr. Yajima's house\because his wife was acting peculiar?\Neglect...\There were signs of child neglect.\Koyama Izumi response:	Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office
context: You've been spending a lot of time with my daughter...\I'm Kaishou.\Did you make several visits to Mr. Yajima's house\because his wife was acting peculiar?\Neglect...\There were signs of child neglect.\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office response:	She paid no attention to the children,
context: I'm Kaishou.\Did you make several visits to Mr. Yajima's house\because his wife was acting peculiar?\Neglect...\There were signs of child neglect.\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\She paid no attention to the children, response:	so the son had to take care of himself and his younger sister.
context: Did you make several visits to Mr. Yajima's house\because his wife was acting peculiar?\Neglect...\There were signs of child neglect.\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\She paid no attention to the children,\so the son had to take care of himself and his younger sister. response:	She was lonely.
context: because his wife was acting peculiar?\Neglect...\There were signs of child neglect.\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\She paid no attention to the children,\so the son had to take care of himself and his younger sister.\She was lonely. response:	Takako really loves Yajima,
context: Neglect...\There were signs of child neglect.\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\She paid no attention to the children,\so the son had to take care of himself and his younger sister.\She was lonely.\Takako really loves Yajima, response:	so when the children disappeared,
context: There were signs of child neglect.\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\She paid no attention to the children,\so the son had to take care of himself and his younger sister.\She was lonely.\Takako really loves Yajima,\so when the children disappeared, response:	she realized for the first time just what she did.
context: Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\She paid no attention to the children,\so the son had to take care of himself and his younger sister.\She was lonely.\Takako really loves Yajima,\so when the children disappeared,\she realized for the first time just what she did. response:	And she blamed herself...
context: Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\She paid no attention to the children,\so the son had to take care of himself and his younger sister.\She was lonely.\Takako really loves Yajima,\so when the children disappeared,\she realized for the first time just what she did.\And she blamed herself... response:	When we got the report from Chairman Kaishou,
context: She paid no attention to the children,\so the son had to take care of himself and his younger sister.\She was lonely.\Takako really loves Yajima,\so when the children disappeared,\she realized for the first time just what she did.\And she blamed herself...\When we got the report from Chairman Kaishou, response:	I moved to keep it from turning into an incident.
context: so the son had to take care of himself and his younger sister.\She was lonely.\Takako really loves Yajima,\so when the children disappeared,\she realized for the first time just what she did.\And she blamed herself...\When we got the report from Chairman Kaishou,\I moved to keep it from turning into an incident. response:	So you covered up the child abuse and as a result, the children's lives were...
context: She was lonely.\Takako really loves Yajima,\so when the children disappeared,\she realized for the first time just what she did.\And she blamed herself...\When we got the report from Chairman Kaishou,\I moved to keep it from turning into an incident.\So you covered up the child abuse and as a result, the children's lives were... response:	It's the same thing as covering up your own crime.
context: Takako really loves Yajima,\so when the children disappeared,\she realized for the first time just what she did.\And she blamed herself...\When we got the report from Chairman Kaishou,\I moved to keep it from turning into an incident.\So you covered up the child abuse and as a result, the children's lives were...\It's the same thing as covering up your own crime. response:	After you've been in love a few times,
context: so when the children disappeared,\she realized for the first time just what she did.\And she blamed herself...\When we got the report from Chairman Kaishou,\I moved to keep it from turning into an incident.\So you covered up the child abuse and as a result, the children's lives were...\It's the same thing as covering up your own crime.\After you've been in love a few times, response:	at best you realize how trivial it all is,
context: she realized for the first time just what she did.\And she blamed herself...\When we got the report from Chairman Kaishou,\I moved to keep it from turning into an incident.\So you covered up the child abuse and as a result, the children's lives were...\It's the same thing as covering up your own crime.\After you've been in love a few times,\at best you realize how trivial it all is, response:	but even that doesn't make you any smarter.
context: And she blamed herself...\When we got the report from Chairman Kaishou,\I moved to keep it from turning into an incident.\So you covered up the child abuse and as a result, the children's lives were...\It's the same thing as covering up your own crime.\After you've been in love a few times,\at best you realize how trivial it all is,\but even that doesn't make you any smarter. response:	And yet, despite that, without love, life cannot exist.
context: When we got the report from Chairman Kaishou,\I moved to keep it from turning into an incident.\So you covered up the child abuse and as a result, the children's lives were...\It's the same thing as covering up your own crime.\After you've been in love a few times,\at best you realize how trivial it all is,\but even that doesn't make you any smarter.\And yet, despite that, without love, life cannot exist. response:	Papa!
context: I moved to keep it from turning into an incident.\So you covered up the child abuse and as a result, the children's lives were...\It's the same thing as covering up your own crime.\After you've been in love a few times,\at best you realize how trivial it all is,\but even that doesn't make you any smarter.\And yet, despite that, without love, life cannot exist.\Papa! response:	Uncle Kaishou!
context: So you covered up the child abuse and as a result, the children's lives were...\It's the same thing as covering up your own crime.\After you've been in love a few times,\at best you realize how trivial it all is,\but even that doesn't make you any smarter.\And yet, despite that, without love, life cannot exist.\Papa!\Uncle Kaishou! response:	Thank you!
context: It's the same thing as covering up your own crime.\After you've been in love a few times,\at best you realize how trivial it all is,\but even that doesn't make you any smarter.\And yet, despite that, without love, life cannot exist.\Papa!\Uncle Kaishou!\Thank you! response:	Papa!
context: After you've been in love a few times,\at best you realize how trivial it all is,\but even that doesn't make you any smarter.\And yet, despite that, without love, life cannot exist.\Papa!\Uncle Kaishou!\Thank you!\Papa! response:	Once I saw the slips of paper inside the books that Takako sold off,
