context: I'm sure that I'll never forget... response:	We once lived in a hopelessly sweet, miraculous time.
context: Please stop!\Nor will you be hurt anymore...\Stop it!\What is it about Mayama that you like, Yamada-san?\I don't know.\If my love for him is genuine, I should be able to wish for his happiness.\But I... Just like you said in the car earlier...\I had honestly... been hoping they'd fall apart... response:	This whole time... this whole time...
context: Nor will you be hurt anymore...\Stop it!\What is it about Mayama that you like, Yamada-san?\I don't know.\If my love for him is genuine, I should be able to wish for his happiness.\But I... Just like you said in the car earlier...\I had honestly... been hoping they'd fall apart...\This whole time... this whole time... response:	Yeah...
context: Stop it!\What is it about Mayama that you like, Yamada-san?\I don't know.\If my love for him is genuine, I should be able to wish for his happiness.\But I... Just like you said in the car earlier...\I had honestly... been hoping they'd fall apart...\This whole time... this whole time...\Yeah... response:	Please have some while it's hot.
context: What is it about Mayama that you like, Yamada-san?\I don't know.\If my love for him is genuine, I should be able to wish for his happiness.\But I... Just like you said in the car earlier...\I had honestly... been hoping they'd fall apart...\This whole time... this whole time...\Yeah...\Please have some while it's hot. response:	Why, Mayama-kun?
context: I don't know.\If my love for him is genuine, I should be able to wish for his happiness.\But I... Just like you said in the car earlier...\I had honestly... been hoping they'd fall apart...\This whole time... this whole time...\Yeah...\Please have some while it's hot.\Why, Mayama-kun? response:	Didn't I tell you when I left this place?
context: If my love for him is genuine, I should be able to wish for his happiness.\But I... Just like you said in the car earlier...\I had honestly... been hoping they'd fall apart...\This whole time... this whole time...\Yeah...\Please have some while it's hot.\Why, Mayama-kun?\Didn't I tell you when I left this place? response:	That I'll come back, even if you're not waiting?
context: But I... Just like you said in the car earlier...\I had honestly... been hoping they'd fall apart...\This whole time... this whole time...\Yeah...\Please have some while it's hot.\Why, Mayama-kun?\Didn't I tell you when I left this place?\That I'll come back, even if you're not waiting? response:	I already said this at the hospital, but I'll say it again.
context: I had honestly... been hoping they'd fall apart...\This whole time... this whole time...\Yeah...\Please have some while it's hot.\Why, Mayama-kun?\Didn't I tell you when I left this place?\That I'll come back, even if you're not waiting?\I already said this at the hospital, but I'll say it again. response:	Please employ me at Harada Design.
context: This whole time... this whole time...\Yeah...\Please have some while it's hot.\Why, Mayama-kun?\Didn't I tell you when I left this place?\That I'll come back, even if you're not waiting?\I already said this at the hospital, but I'll say it again.\Please employ me at Harada Design. response:	I should be more useful than I was before.
context: Yeah...\Please have some while it's hot.\Why, Mayama-kun?\Didn't I tell you when I left this place?\That I'll come back, even if you're not waiting?\I already said this at the hospital, but I'll say it again.\Please employ me at Harada Design.\I should be more useful than I was before. response:	The same thing will happen.
context: Please have some while it's hot.\Why, Mayama-kun?\Didn't I tell you when I left this place?\That I'll come back, even if you're not waiting?\I already said this at the hospital, but I'll say it again.\Please employ me at Harada Design.\I should be more useful than I was before.\The same thing will happen. response:	I'll end up hurting you again...
context: Why, Mayama-kun?\Didn't I tell you when I left this place?\That I'll come back, even if you're not waiting?\I already said this at the hospital, but I'll say it again.\Please employ me at Harada Design.\I should be more useful than I was before.\The same thing will happen.\I'll end up hurting you again... response:	It's okay, you can hurt me.
context: Didn't I tell you when I left this place?\That I'll come back, even if you're not waiting?\I already said this at the hospital, but I'll say it again.\Please employ me at Harada Design.\I should be more useful than I was before.\The same thing will happen.\I'll end up hurting you again...\It's okay, you can hurt me. response:	Because I won't be hurt.
context: That I'll come back, even if you're not waiting?\I already said this at the hospital, but I'll say it again.\Please employ me at Harada Design.\I should be more useful than I was before.\The same thing will happen.\I'll end up hurting you again...\It's okay, you can hurt me.\Because I won't be hurt. response:	I hadn't realized what had happened...
context: I already said this at the hospital, but I'll say it again.\Please employ me at Harada Design.\I should be more useful than I was before.\The same thing will happen.\I'll end up hurting you again...\It's okay, you can hurt me.\Because I won't be hurt.\I hadn't realized what had happened... response:	And that didn't change at all, even when Morita-san came back from America.
context: Please employ me at Harada Design.\I should be more useful than I was before.\The same thing will happen.\I'll end up hurting you again...\It's okay, you can hurt me.\Because I won't be hurt.\I hadn't realized what had happened...\And that didn't change at all, even when Morita-san came back from America. response:	I'm... incapable of doing anything.
context: I should be more useful than I was before.\The same thing will happen.\I'll end up hurting you again...\It's okay, you can hurt me.\Because I won't be hurt.\I hadn't realized what had happened...\And that didn't change at all, even when Morita-san came back from America.\I'm... incapable of doing anything. response:	I started pedaling without a goal...
context: The same thing will happen.\I'll end up hurting you again...\It's okay, you can hurt me.\Because I won't be hurt.\I hadn't realized what had happened...\And that didn't change at all, even when Morita-san came back from America.\I'm... incapable of doing anything.\I started pedaling without a goal... response:	I was afraid this whole time.
context: I'll end up hurting you again...\It's okay, you can hurt me.\Because I won't be hurt.\I hadn't realized what had happened...\And that didn't change at all, even when Morita-san came back from America.\I'm... incapable of doing anything.\I started pedaling without a goal...\I was afraid this whole time. response:	I was afraid of not knowing the future.
context: It's okay, you can hurt me.\Because I won't be hurt.\I hadn't realized what had happened...\And that didn't change at all, even when Morita-san came back from America.\I'm... incapable of doing anything.\I started pedaling without a goal...\I was afraid this whole time.\I was afraid of not knowing the future. response:	I was afraid of not knowing what I wanted to do.
context: Because I won't be hurt.\I hadn't realized what had happened...\And that didn't change at all, even when Morita-san came back from America.\I'm... incapable of doing anything.\I started pedaling without a goal...\I was afraid this whole time.\I was afraid of not knowing the future.\I was afraid of not knowing what I wanted to do. response:	I was afraid of myself for not knowing what I wanted to do.
context: I hadn't realized what had happened...\And that didn't change at all, even when Morita-san came back from America.\I'm... incapable of doing anything.\I started pedaling without a goal...\I was afraid this whole time.\I was afraid of not knowing the future.\I was afraid of not knowing what I wanted to do.\I was afraid of myself for not knowing what I wanted to do. response:	And I was afraid of the days that were nevertheless flying by mercilessly.
context: And that didn't change at all, even when Morita-san came back from America.\I'm... incapable of doing anything.\I started pedaling without a goal...\I was afraid this whole time.\I was afraid of not knowing the future.\I was afraid of not knowing what I wanted to do.\I was afraid of myself for not knowing what I wanted to do.\And I was afraid of the days that were nevertheless flying by mercilessly. response:	itsumo nakayoshi de ii yo ne tte iwarete Even when I'm told, It's so nice that you two get along so well...
context: I'm... incapable of doing anything.\I started pedaling without a goal...\I was afraid this whole time.\I was afraid of not knowing the future.\I was afraid of not knowing what I wanted to do.\I was afraid of myself for not knowing what I wanted to do.\And I was afraid of the days that were nevertheless flying by mercilessly.\itsumo nakayoshi de ii yo ne tte iwarete Even when I'm told, It's so nice that you two get along so well... response:	demo dokoka blue ni natteta But I was feeling blue somewhere inside.
context: I started pedaling without a goal...\I was afraid this whole time.\I was afraid of not knowing the future.\I was afraid of not knowing what I wanted to do.\I was afraid of myself for not knowing what I wanted to do.\And I was afraid of the days that were nevertheless flying by mercilessly.\itsumo nakayoshi de ii yo ne tte iwarete Even when I'm told, It's so nice that you two get along so well...\demo dokoka blue ni natteta But I was feeling blue somewhere inside. response:	Northernmost Point in Japan
context: I was afraid this whole time.\I was afraid of not knowing the future.\I was afraid of not knowing what I wanted to do.\I was afraid of myself for not knowing what I wanted to do.\And I was afraid of the days that were nevertheless flying by mercilessly.\itsumo nakayoshi de ii yo ne tte iwarete Even when I'm told, It's so nice that you two get along so well...\demo dokoka blue ni natteta But I was feeling blue somewhere inside.\Northernmost Point in Japan response:	are wa koi datta That was love.
context: I was afraid of not knowing the future.\I was afraid of not knowing what I wanted to do.\I was afraid of myself for not knowing what I wanted to do.\And I was afraid of the days that were nevertheless flying by mercilessly.\itsumo nakayoshi de ii yo ne tte iwarete Even when I'm told, It's so nice that you two get along so well...\demo dokoka blue ni natteta But I was feeling blue somewhere inside.\Northernmost Point in Japan\are wa koi datta That was love. response:	This is the end of Japan...
context: I was afraid of not knowing what I wanted to do.\I was afraid of myself for not knowing what I wanted to do.\And I was afraid of the days that were nevertheless flying by mercilessly.\itsumo nakayoshi de ii yo ne tte iwarete Even when I'm told, It's so nice that you two get along so well...\demo dokoka blue ni natteta But I was feeling blue somewhere inside.\Northernmost Point in Japan\are wa koi datta That was love.\This is the end of Japan... response:	nando mo kuchi no naka tsubuyaitemita I tried whispering it to myself many times...
context: I was afraid of myself for not knowing what I wanted to do.\And I was afraid of the days that were nevertheless flying by mercilessly.\itsumo nakayoshi de ii yo ne tte iwarete Even when I'm told, It's so nice that you two get along so well...\demo dokoka blue ni natteta But I was feeling blue somewhere inside.\Northernmost Point in Japan\are wa koi datta That was love.\This is the end of Japan...\nando mo kuchi no naka tsubuyaitemita I tried whispering it to myself many times... response:	kasukana image dake wo oimotometeta...while I was pursuing that faint image.
context: And I was afraid of the days that were nevertheless flying by mercilessly.\itsumo nakayoshi de ii yo ne tte iwarete Even when I'm told, It's so nice that you two get along so well...\demo dokoka blue ni natteta But I was feeling blue somewhere inside.\Northernmost Point in Japan\are wa koi datta That was love.\This is the end of Japan...\nando mo kuchi no naka tsubuyaitemita I tried whispering it to myself many times...\kasukana image dake wo oimotometeta...while I was pursuing that faint image. response:	toki wa koborete iku yo Time will fly by...
context: itsumo nakayoshi de ii yo ne tte iwarete Even when I'm told, It's so nice that you two get along so well...\demo dokoka blue ni natteta But I was feeling blue somewhere inside.\Northernmost Point in Japan\are wa koi datta That was love.\This is the end of Japan...\nando mo kuchi no naka tsubuyaitemita I tried whispering it to myself many times...\kasukana image dake wo oimotometeta...while I was pursuing that faint image.\toki wa koborete iku yo Time will fly by... response:	chachi na yume no sekai mo sugu ni hirogatte iku yo...and my simple dream world will quickly expand...
context: demo dokoka blue ni natteta But I was feeling blue somewhere inside.\Northernmost Point in Japan\are wa koi datta That was love.\This is the end of Japan...\nando mo kuchi no naka tsubuyaitemita I tried whispering it to myself many times...\kasukana image dake wo oimotometeta...while I was pursuing that faint image.\toki wa koborete iku yo Time will fly by...\chachi na yume no sekai mo sugu ni hirogatte iku yo...and my simple dream world will quickly expand... response:	kimi wa iroasenu mama...but you'll stay vivid in my dreams.
context: Northernmost Point in Japan\are wa koi datta That was love.\This is the end of Japan...\nando mo kuchi no naka tsubuyaitemita I tried whispering it to myself many times...\kasukana image dake wo oimotometeta...while I was pursuing that faint image.\toki wa koborete iku yo Time will fly by...\chachi na yume no sekai mo sugu ni hirogatte iku yo...and my simple dream world will quickly expand...\kimi wa iroasenu mama...but you'll stay vivid in my dreams. response:	warufuzake de tobeta no sa I was able to fly when I was messing around...
context: are wa koi datta That was love.\This is the end of Japan...\nando mo kuchi no naka tsubuyaitemita I tried whispering it to myself many times...\kasukana image dake wo oimotometeta...while I was pursuing that faint image.\toki wa koborete iku yo Time will fly by...\chachi na yume no sekai mo sugu ni hirogatte iku yo...and my simple dream world will quickly expand...\kimi wa iroasenu mama...but you'll stay vivid in my dreams.\warufuzake de tobeta no sa I was able to fly when I was messing around... response:	ki no sei da to satorazu ni irareta nara If only I hadn't realized that I imagined it.
context: This is the end of Japan...\nando mo kuchi no naka tsubuyaitemita I tried whispering it to myself many times...\kasukana image dake wo oimotometeta...while I was pursuing that faint image.\toki wa koborete iku yo Time will fly by...\chachi na yume no sekai mo sugu ni hirogatte iku yo...and my simple dream world will quickly expand...\kimi wa iroasenu mama...but you'll stay vivid in my dreams.\warufuzake de tobeta no sa I was able to fly when I was messing around...\ki no sei da to satorazu ni irareta nara If only I hadn't realized that I imagined it. response:	sandal-baki no ashiyubi ni mitoreta I was charmed by your toes in your sandals...
context: nando mo kuchi no naka tsubuyaitemita I tried whispering it to myself many times...\kasukana image dake wo oimotometeta...while I was pursuing that faint image.\toki wa koborete iku yo Time will fly by...\chachi na yume no sekai mo sugu ni hirogatte iku yo...and my simple dream world will quickly expand...\kimi wa iroasenu mama...but you'll stay vivid in my dreams.\warufuzake de tobeta no sa I was able to fly when I was messing around...\ki no sei da to satorazu ni irareta nara If only I hadn't realized that I imagined it.\sandal-baki no ashiyubi ni mitoreta I was charmed by your toes in your sandals... response:	Always... I'd always thought...
context: kasukana image dake wo oimotometeta...while I was pursuing that faint image.\toki wa koborete iku yo Time will fly by...\chachi na yume no sekai mo sugu ni hirogatte iku yo...and my simple dream world will quickly expand...\kimi wa iroasenu mama...but you'll stay vivid in my dreams.\warufuzake de tobeta no sa I was able to fly when I was messing around...\ki no sei da to satorazu ni irareta nara If only I hadn't realized that I imagined it.\sandal-baki no ashiyubi ni mitoreta I was charmed by your toes in your sandals...\Always... I'd always thought... response:	chiisana hana sakaseta...while we tended to that small flower.
context: toki wa koborete iku yo Time will fly by...\chachi na yume no sekai mo sugu ni hirogatte iku yo...and my simple dream world will quickly expand...\kimi wa iroasenu mama...but you'll stay vivid in my dreams.\warufuzake de tobeta no sa I was able to fly when I was messing around...\ki no sei da to satorazu ni irareta nara If only I hadn't realized that I imagined it.\sandal-baki no ashiyubi ni mitoreta I was charmed by your toes in your sandals...\Always... I'd always thought...\chiisana hana sakaseta...while we tended to that small flower. response:	How far can I go without looking back?
context: chachi na yume no sekai mo sugu ni hirogatte iku yo...and my simple dream world will quickly expand...\kimi wa iroasenu mama...but you'll stay vivid in my dreams.\warufuzake de tobeta no sa I was able to fly when I was messing around...\ki no sei da to satorazu ni irareta nara If only I hadn't realized that I imagined it.\sandal-baki no ashiyubi ni mitoreta I was charmed by your toes in your sandals...\Always... I'd always thought...\chiisana hana sakaseta...while we tended to that small flower.\How far can I go without looking back? response:	are wa koi datta That was love.
context: kimi wa iroasenu mama...but you'll stay vivid in my dreams.\warufuzake de tobeta no sa I was able to fly when I was messing around...\ki no sei da to satorazu ni irareta nara If only I hadn't realized that I imagined it.\sandal-baki no ashiyubi ni mitoreta I was charmed by your toes in your sandals...\Always... I'd always thought...\chiisana hana sakaseta...while we tended to that small flower.\How far can I go without looking back?\are wa koi datta That was love. response:	That was the reason I started riding.
context: warufuzake de tobeta no sa I was able to fly when I was messing around...\ki no sei da to satorazu ni irareta nara If only I hadn't realized that I imagined it.\sandal-baki no ashiyubi ni mitoreta I was charmed by your toes in your sandals...\Always... I'd always thought...\chiisana hana sakaseta...while we tended to that small flower.\How far can I go without looking back?\are wa koi datta That was love.\That was the reason I started riding. response:	I finally understood that reason.
context: ki no sei da to satorazu ni irareta nara If only I hadn't realized that I imagined it.\sandal-baki no ashiyubi ni mitoreta I was charmed by your toes in your sandals...\Always... I'd always thought...\chiisana hana sakaseta...while we tended to that small flower.\How far can I go without looking back?\are wa koi datta That was love.\That was the reason I started riding.\I finally understood that reason. response:	toki wa koborete iku yo Time will fly by...
context: sandal-baki no ashiyubi ni mitoreta I was charmed by your toes in your sandals...\Always... I'd always thought...\chiisana hana sakaseta...while we tended to that small flower.\How far can I go without looking back?\are wa koi datta That was love.\That was the reason I started riding.\I finally understood that reason.\toki wa koborete iku yo Time will fly by... response:	I probably wanted to distance myself from everyone, so I could understand how important they were.
context: Always... I'd always thought...\chiisana hana sakaseta...while we tended to that small flower.\How far can I go without looking back?\are wa koi datta That was love.\That was the reason I started riding.\I finally understood that reason.\toki wa koborete iku yo Time will fly by...\I probably wanted to distance myself from everyone, so I could understand how important they were. response:	chachi na yume no sekai mo sugu ni hirogatte iku yo...and my simple dream world will quickly expand...
context: chiisana hana sakaseta...while we tended to that small flower.\How far can I go without looking back?\are wa koi datta That was love.\That was the reason I started riding.\I finally understood that reason.\toki wa koborete iku yo Time will fly by...\I probably wanted to distance myself from everyone, so I could understand how important they were.\chachi na yume no sekai mo sugu ni hirogatte iku yo...and my simple dream world will quickly expand... response:	How precious they were...
context: How far can I go without looking back?\are wa koi datta That was love.\That was the reason I started riding.\I finally understood that reason.\toki wa koborete iku yo Time will fly by...\I probably wanted to distance myself from everyone, so I could understand how important they were.\chachi na yume no sekai mo sugu ni hirogatte iku yo...and my simple dream world will quickly expand...\How precious they were... response:	kimi wa iroasenu mama...but you'll stay vivid in my dreams.
context: are wa koi datta That was love.\That was the reason I started riding.\I finally understood that reason.\toki wa koborete iku yo Time will fly by...\I probably wanted to distance myself from everyone, so I could understand how important they were.\chachi na yume no sekai mo sugu ni hirogatte iku yo...and my simple dream world will quickly expand...\How precious they were...\kimi wa iroasenu mama...but you'll stay vivid in my dreams. response:	What was the end of this land like?
context: That was the reason I started riding.\I finally understood that reason.\toki wa koborete iku yo Time will fly by...\I probably wanted to distance myself from everyone, so I could understand how important they were.\chachi na yume no sekai mo sugu ni hirogatte iku yo...and my simple dream world will quickly expand...\How precious they were...\kimi wa iroasenu mama...but you'll stay vivid in my dreams.\What was the end of this land like? response:	ameagari no kirema kara Shining through between the clouds after the rain...
context: I finally understood that reason.\toki wa koborete iku yo Time will fly by...\I probably wanted to distance myself from everyone, so I could understand how important they were.\chachi na yume no sekai mo sugu ni hirogatte iku yo...and my simple dream world will quickly expand...\How precious they were...\kimi wa iroasenu mama...but you'll stay vivid in my dreams.\What was the end of this land like?\ameagari no kirema kara Shining through between the clouds after the rain... response:	There was nothing there.
context: toki wa koborete iku yo Time will fly by...\I probably wanted to distance myself from everyone, so I could understand how important they were.\chachi na yume no sekai mo sugu ni hirogatte iku yo...and my simple dream world will quickly expand...\How precious they were...\kimi wa iroasenu mama...but you'll stay vivid in my dreams.\What was the end of this land like?\ameagari no kirema kara Shining through between the clouds after the rain...\There was nothing there. response:	But...
context: I probably wanted to distance myself from everyone, so I could understand how important they were.\chachi na yume no sekai mo sugu ni hirogatte iku yo...and my simple dream world will quickly expand...\How precious they were...\kimi wa iroasenu mama...but you'll stay vivid in my dreams.\What was the end of this land like?\ameagari no kirema kara Shining through between the clouds after the rain...\There was nothing there.\But... response:	sashikomu hi no hikaritachi machi wo arau The rays of sunshine bathe the city.
context: chachi na yume no sekai mo sugu ni hirogatte iku yo...and my simple dream world will quickly expand...\How precious they were...\kimi wa iroasenu mama...but you'll stay vivid in my dreams.\What was the end of this land like?\ameagari no kirema kara Shining through between the clouds after the rain...\There was nothing there.\But...\sashikomu hi no hikaritachi machi wo arau The rays of sunshine bathe the city. response:	The sky was so beautiful...
context: How precious they were...\kimi wa iroasenu mama...but you'll stay vivid in my dreams.\What was the end of this land like?\ameagari no kirema kara Shining through between the clouds after the rain...\There was nothing there.\But...\sashikomu hi no hikaritachi machi wo arau The rays of sunshine bathe the city.\The sky was so beautiful... response:	That's why I decided to come back.
context: kimi wa iroasenu mama...but you'll stay vivid in my dreams.\What was the end of this land like?\ameagari no kirema kara Shining through between the clouds after the rain...\There was nothing there.\But...\sashikomu hi no hikaritachi machi wo arau The rays of sunshine bathe the city.\The sky was so beautiful...\That's why I decided to come back. response:	itsumo nakayoshi de ii yo ne tte iwarete Even when I'm told, It's so nice that you two get along so well...
context: What was the end of this land like?\ameagari no kirema kara Shining through between the clouds after the rain...\There was nothing there.\But...\sashikomu hi no hikaritachi machi wo arau The rays of sunshine bathe the city.\The sky was so beautiful...\That's why I decided to come back.\itsumo nakayoshi de ii yo ne tte iwarete Even when I'm told, It's so nice that you two get along so well... response:	demo dokoka blue ni natteta But I was feeling blue somewhere inside.
context: ameagari no kirema kara Shining through between the clouds after the rain...\There was nothing there.\But...\sashikomu hi no hikaritachi machi wo arau The rays of sunshine bathe the city.\The sky was so beautiful...\That's why I decided to come back.\itsumo nakayoshi de ii yo ne tte iwarete Even when I'm told, It's so nice that you two get along so well...\demo dokoka blue ni natteta But I was feeling blue somewhere inside. response:	are wa koi datta That was love.
context: There was nothing there.\But...\sashikomu hi no hikaritachi machi wo arau The rays of sunshine bathe the city.\The sky was so beautiful...\That's why I decided to come back.\itsumo nakayoshi de ii yo ne tte iwarete Even when I'm told, It's so nice that you two get along so well...\demo dokoka blue ni natteta But I was feeling blue somewhere inside.\are wa koi datta That was love. response:	Hagu-chan...
context: But...\sashikomu hi no hikaritachi machi wo arau The rays of sunshine bathe the city.\The sky was so beautiful...\That's why I decided to come back.\itsumo nakayoshi de ii yo ne tte iwarete Even when I'm told, It's so nice that you two get along so well...\demo dokoka blue ni natteta But I was feeling blue somewhere inside.\are wa koi datta That was love.\Hagu-chan... response:	I'm in love with you.
context: sashikomu hi no hikaritachi machi wo arau The rays of sunshine bathe the city.\The sky was so beautiful...\That's why I decided to come back.\itsumo nakayoshi de ii yo ne tte iwarete Even when I'm told, It's so nice that you two get along so well...\demo dokoka blue ni natteta But I was feeling blue somewhere inside.\are wa koi datta That was love.\Hagu-chan...\I'm in love with you. response:	Takemoto-kun, thank you for coming back.
context: The sky was so beautiful...\That's why I decided to come back.\itsumo nakayoshi de ii yo ne tte iwarete Even when I'm told, It's so nice that you two get along so well...\demo dokoka blue ni natteta But I was feeling blue somewhere inside.\are wa koi datta That was love.\Hagu-chan...\I'm in love with you.\Takemoto-kun, thank you for coming back. response:	And so...
context: That's why I decided to come back.\itsumo nakayoshi de ii yo ne tte iwarete Even when I'm told, It's so nice that you two get along so well...\demo dokoka blue ni natteta But I was feeling blue somewhere inside.\are wa koi datta That was love.\Hagu-chan...\I'm in love with you.\Takemoto-kun, thank you for coming back.\And so... response:	We all start to revolve again.
context: itsumo nakayoshi de ii yo ne tte iwarete Even when I'm told, It's so nice that you two get along so well...\demo dokoka blue ni natteta But I was feeling blue somewhere inside.\are wa koi datta That was love.\Hagu-chan...\I'm in love with you.\Takemoto-kun, thank you for coming back.\And so...\We all start to revolve again. response:	We start to revolve again...
context: demo dokoka blue ni natteta But I was feeling blue somewhere inside.\are wa koi datta That was love.\Hagu-chan...\I'm in love with you.\Takemoto-kun, thank you for coming back.\And so...\We all start to revolve again.\We start to revolve again... response:	arifurete iru kimochi nante sa
context: are wa koi datta That was love.\Hagu-chan...\I'm in love with you.\Takemoto-kun, thank you for coming back.\And so...\We all start to revolve again.\We start to revolve again...\arifurete iru kimochi nante sa response:	It would be so much easier...
context: Hagu-chan...\I'm in love with you.\Takemoto-kun, thank you for coming back.\And so...\We all start to revolve again.\We start to revolve again...\arifurete iru kimochi nante sa\It would be so much easier... response:	nanimo iwazu ni isso kieteshimaeba
context: I'm in love with you.\Takemoto-kun, thank you for coming back.\And so...\We all start to revolve again.\We start to revolve again...\arifurete iru kimochi nante sa\It would be so much easier...\nanimo iwazu ni isso kieteshimaeba response:	raku ni nareru no ni
context: Takemoto-kun, thank you for coming back.\And so...\We all start to revolve again.\We start to revolve again...\arifurete iru kimochi nante sa\It would be so much easier...\nanimo iwazu ni isso kieteshimaeba\raku ni nareru no ni response:	sorezore no michi wo yuku sono wakaremichi
context: And so...\We all start to revolve again.\We start to revolve again...\arifurete iru kimochi nante sa\It would be so much easier...\nanimo iwazu ni isso kieteshimaeba\raku ni nareru no ni\sorezore no michi wo yuku sono wakaremichi response:	At the crossroads where we split ways...
context: We all start to revolve again.\We start to revolve again...\arifurete iru kimochi nante sa\It would be so much easier...\nanimo iwazu ni isso kieteshimaeba\raku ni nareru no ni\sorezore no michi wo yuku sono wakaremichi\At the crossroads where we split ways... response:	mou nidoto au koto no nai deai wa kanashisugiru
context: We start to revolve again...\arifurete iru kimochi nante sa\It would be so much easier...\nanimo iwazu ni isso kieteshimaeba\raku ni nareru no ni\sorezore no michi wo yuku sono wakaremichi\At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru response:	tarinai kimochi wo mochiyotte
context: arifurete iru kimochi nante sa\It would be so much easier...\nanimo iwazu ni isso kieteshimaeba\raku ni nareru no ni\sorezore no michi wo yuku sono wakaremichi\At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru\tarinai kimochi wo mochiyotte response:	Despite adding the emotions that are lacking...
context: It would be so much easier...\nanimo iwazu ni isso kieteshimaeba\raku ni nareru no ni\sorezore no michi wo yuku sono wakaremichi\At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru\tarinai kimochi wo mochiyotte\Despite adding the emotions that are lacking... response:	atatameta saki kara hieteitte
context: nanimo iwazu ni isso kieteshimaeba\raku ni nareru no ni\sorezore no michi wo yuku sono wakaremichi\At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru\tarinai kimochi wo mochiyotte\Despite adding the emotions that are lacking...\atatameta saki kara hieteitte response:	sonna hazu naitte shinjiteru
context: raku ni nareru no ni\sorezore no michi wo yuku sono wakaremichi\At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru\tarinai kimochi wo mochiyotte\Despite adding the emotions that are lacking...\atatameta saki kara hieteitte\sonna hazu naitte shinjiteru response:	ittai itsumade onaji kotoba wo kakaekondenda
context: sorezore no michi wo yuku sono wakaremichi\At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru\tarinai kimochi wo mochiyotte\Despite adding the emotions that are lacking...\atatameta saki kara hieteitte\sonna hazu naitte shinjiteru\ittai itsumade onaji kotoba wo kakaekondenda response:	Just how long am I going to brood over the same word?
context: At the crossroads where we split ways...\mou nidoto au koto no nai deai wa kanashisugiru\tarinai kimochi wo mochiyotte\Despite adding the emotions that are lacking...\atatameta saki kara hieteitte\sonna hazu naitte shinjiteru\ittai itsumade onaji kotoba wo kakaekondenda\Just how long am I going to brood over the same word? response:	kakekondenda
context: mou nidoto au koto no nai deai wa kanashisugiru\tarinai kimochi wo mochiyotte\Despite adding the emotions that are lacking...\atatameta saki kara hieteitte\sonna hazu naitte shinjiteru\ittai itsumade onaji kotoba wo kakaekondenda\Just how long am I going to brood over the same word?\kakekondenda response:	How long...?
context: tarinai kimochi wo mochiyotte\Despite adding the emotions that are lacking...\atatameta saki kara hieteitte\sonna hazu naitte shinjiteru\ittai itsumade onaji kotoba wo kakaekondenda\Just how long am I going to brood over the same word?\kakekondenda\How long...? response:	Next episode: Unable to say what you want...
