context: He vanished? response:	This is Kami's doing, I'll bet.
context: Yes, be sure not to.\Bukujutsu!!\That's cheating...\Wake up already, son of Son Goku!\We need to talk. Come up out of the water!\Who are you? Father?\Father! Where are you!? Save me! Father! Father!\Father! I'm scared! I'm scared! response:	Sheesh, you dirty brat!
context: Bukujutsu!!\That's cheating...\Wake up already, son of Son Goku!\We need to talk. Come up out of the water!\Who are you? Father?\Father! Where are you!? Save me! Father! Father!\Father! I'm scared! I'm scared!\Sheesh, you dirty brat! response:	Don't give me any trouble!
context: That's cheating...\Wake up already, son of Son Goku!\We need to talk. Come up out of the water!\Who are you? Father?\Father! Where are you!? Save me! Father! Father!\Father! I'm scared! I'm scared!\Sheesh, you dirty brat!\Don't give me any trouble! response:	Stop your bawling! If you don't get quiet, I'm going to snap your neck!
context: Wake up already, son of Son Goku!\We need to talk. Come up out of the water!\Who are you? Father?\Father! Where are you!? Save me! Father! Father!\Father! I'm scared! I'm scared!\Sheesh, you dirty brat!\Don't give me any trouble!\Stop your bawling! If you don't get quiet, I'm going to snap your neck! response:	Ready? Listen close to what I have to say.
context: We need to talk. Come up out of the water!\Who are you? Father?\Father! Where are you!? Save me! Father! Father!\Father! I'm scared! I'm scared!\Sheesh, you dirty brat!\Don't give me any trouble!\Stop your bawling! If you don't get quiet, I'm going to snap your neck!\Ready? Listen close to what I have to say. response:	First, your father has died.
context: Who are you? Father?\Father! Where are you!? Save me! Father! Father!\Father! I'm scared! I'm scared!\Sheesh, you dirty brat!\Don't give me any trouble!\Stop your bawling! If you don't get quiet, I'm going to snap your neck!\Ready? Listen close to what I have to say.\First, your father has died. response:	You remember a little bit of that, right? In order to defeat that man,
context: Father! Where are you!? Save me! Father! Father!\Father! I'm scared! I'm scared!\Sheesh, you dirty brat!\Don't give me any trouble!\Stop your bawling! If you don't get quiet, I'm going to snap your neck!\Ready? Listen close to what I have to say.\First, your father has died.\You remember a little bit of that, right? In order to defeat that man, response:	he sacrificed himself.
context: Father! I'm scared! I'm scared!\Sheesh, you dirty brat!\Don't give me any trouble!\Stop your bawling! If you don't get quiet, I'm going to snap your neck!\Ready? Listen close to what I have to say.\First, your father has died.\You remember a little bit of that, right? In order to defeat that man,\he sacrificed himself. response:	R- run away, Gohan! Run away!
context: Sheesh, you dirty brat!\Don't give me any trouble!\Stop your bawling! If you don't get quiet, I'm going to snap your neck!\Ready? Listen close to what I have to say.\First, your father has died.\You remember a little bit of that, right? In order to defeat that man,\he sacrificed himself.\R- run away, Gohan! Run away! response:	Father...
context: Don't give me any trouble!\Stop your bawling! If you don't get quiet, I'm going to snap your neck!\Ready? Listen close to what I have to say.\First, your father has died.\You remember a little bit of that, right? In order to defeat that man,\he sacrificed himself.\R- run away, Gohan! Run away!\Father... response:	Whoa, now, don't you cry! I really will snap your neck!
context: Stop your bawling! If you don't get quiet, I'm going to snap your neck!\Ready? Listen close to what I have to say.\First, your father has died.\You remember a little bit of that, right? In order to defeat that man,\he sacrificed himself.\R- run away, Gohan! Run away!\Father...\Whoa, now, don't you cry! I really will snap your neck! response:	You've heard about the Dragon Balls from your father, right?
context: Ready? Listen close to what I have to say.\First, your father has died.\You remember a little bit of that, right? In order to defeat that man,\he sacrificed himself.\R- run away, Gohan! Run away!\Father...\Whoa, now, don't you cry! I really will snap your neck!\You've heard about the Dragon Balls from your father, right? response:	Goku's friends should be gathering them to bring him back to life.
context: First, your father has died.\You remember a little bit of that, right? In order to defeat that man,\he sacrificed himself.\R- run away, Gohan! Run away!\Father...\Whoa, now, don't you cry! I really will snap your neck!\You've heard about the Dragon Balls from your father, right?\Goku's friends should be gathering them to bring him back to life. response:	However, that's not what the problem is.
context: You remember a little bit of that, right? In order to defeat that man,\he sacrificed himself.\R- run away, Gohan! Run away!\Father...\Whoa, now, don't you cry! I really will snap your neck!\You've heard about the Dragon Balls from your father, right?\Goku's friends should be gathering them to bring him back to life.\However, that's not what the problem is. response:	We managed to deal with the guy who kidnapped you,
context: he sacrificed himself.\R- run away, Gohan! Run away!\Father...\Whoa, now, don't you cry! I really will snap your neck!\You've heard about the Dragon Balls from your father, right?\Goku's friends should be gathering them to bring him back to life.\However, that's not what the problem is.\We managed to deal with the guy who kidnapped you, response:	but in a year from now,
context: R- run away, Gohan! Run away!\Father...\Whoa, now, don't you cry! I really will snap your neck!\You've heard about the Dragon Balls from your father, right?\Goku's friends should be gathering them to bring him back to life.\However, that's not what the problem is.\We managed to deal with the guy who kidnapped you,\but in a year from now, response:	it seems that some even more terrible friends of his will be coming.
context: Father...\Whoa, now, don't you cry! I really will snap your neck!\You've heard about the Dragon Balls from your father, right?\Goku's friends should be gathering them to bring him back to life.\However, that's not what the problem is.\We managed to deal with the guy who kidnapped you,\but in a year from now,\it seems that some even more terrible friends of his will be coming. response:	Once they do, then even with having Son Goku returned to life,
context: Whoa, now, don't you cry! I really will snap your neck!\You've heard about the Dragon Balls from your father, right?\Goku's friends should be gathering them to bring him back to life.\However, that's not what the problem is.\We managed to deal with the guy who kidnapped you,\but in a year from now,\it seems that some even more terrible friends of his will be coming.\Once they do, then even with having Son Goku returned to life, response:	there's absolutely no chance of us winning with just him and myself.
context: You've heard about the Dragon Balls from your father, right?\Goku's friends should be gathering them to bring him back to life.\However, that's not what the problem is.\We managed to deal with the guy who kidnapped you,\but in a year from now,\it seems that some even more terrible friends of his will be coming.\Once they do, then even with having Son Goku returned to life,\there's absolutely no chance of us winning with just him and myself. response:	We need your power too. Train yourself to learn the tactics of fighting,
context: Goku's friends should be gathering them to bring him back to life.\However, that's not what the problem is.\We managed to deal with the guy who kidnapped you,\but in a year from now,\it seems that some even more terrible friends of his will be coming.\Once they do, then even with having Son Goku returned to life,\there's absolutely no chance of us winning with just him and myself.\We need your power too. Train yourself to learn the tactics of fighting, response:	and defend the Earth!
context: However, that's not what the problem is.\We managed to deal with the guy who kidnapped you,\but in a year from now,\it seems that some even more terrible friends of his will be coming.\Once they do, then even with having Son Goku returned to life,\there's absolutely no chance of us winning with just him and myself.\We need your power too. Train yourself to learn the tactics of fighting,\and defend the Earth! response:	Me? You can't mean it! I can't fight at all!
context: We managed to deal with the guy who kidnapped you,\but in a year from now,\it seems that some even more terrible friends of his will be coming.\Once they do, then even with having Son Goku returned to life,\there's absolutely no chance of us winning with just him and myself.\We need your power too. Train yourself to learn the tactics of fighting,\and defend the Earth!\Me? You can't mean it! I can't fight at all! response:	Apparently, you still haven't realized it yourself.
context: but in a year from now,\it seems that some even more terrible friends of his will be coming.\Once they do, then even with having Son Goku returned to life,\there's absolutely no chance of us winning with just him and myself.\We need your power too. Train yourself to learn the tactics of fighting,\and defend the Earth!\Me? You can't mean it! I can't fight at all!\Apparently, you still haven't realized it yourself. response:	The power that you have locked within you is something else.
context: it seems that some even more terrible friends of his will be coming.\Once they do, then even with having Son Goku returned to life,\there's absolutely no chance of us winning with just him and myself.\We need your power too. Train yourself to learn the tactics of fighting,\and defend the Earth!\Me? You can't mean it! I can't fight at all!\Apparently, you still haven't realized it yourself.\The power that you have locked within you is something else. response:	That's why we're going to draw out that power through training,
context: Once they do, then even with having Son Goku returned to life,\there's absolutely no chance of us winning with just him and myself.\We need your power too. Train yourself to learn the tactics of fighting,\and defend the Earth!\Me? You can't mean it! I can't fight at all!\Apparently, you still haven't realized it yourself.\The power that you have locked within you is something else.\That's why we're going to draw out that power through training, response:	until you can use it effectively.
context: there's absolutely no chance of us winning with just him and myself.\We need your power too. Train yourself to learn the tactics of fighting,\and defend the Earth!\Me? You can't mean it! I can't fight at all!\Apparently, you still haven't realized it yourself.\The power that you have locked within you is something else.\That's why we're going to draw out that power through training,\until you can use it effectively. response:	It can't be... I don't have any power like that.
context: We need your power too. Train yourself to learn the tactics of fighting,\and defend the Earth!\Me? You can't mean it! I can't fight at all!\Apparently, you still haven't realized it yourself.\The power that you have locked within you is something else.\That's why we're going to draw out that power through training,\until you can use it effectively.\It can't be... I don't have any power like that. response:	You want to see some proof?
context: and defend the Earth!\Me? You can't mean it! I can't fight at all!\Apparently, you still haven't realized it yourself.\The power that you have locked within you is something else.\That's why we're going to draw out that power through training,\until you can use it effectively.\It can't be... I don't have any power like that.\You want to see some proof? response:	W- what are you doing!?
context: Me? You can't mean it! I can't fight at all!\Apparently, you still haven't realized it yourself.\The power that you have locked within you is something else.\That's why we're going to draw out that power through training,\until you can use it effectively.\It can't be... I don't have any power like that.\You want to see some proof?\W- what are you doing!? response:	Ow! That hurts! That hurts! Stop it! That hurts!
context: Apparently, you still haven't realized it yourself.\The power that you have locked within you is something else.\That's why we're going to draw out that power through training,\until you can use it effectively.\It can't be... I don't have any power like that.\You want to see some proof?\W- what are you doing!?\Ow! That hurts! That hurts! Stop it! That hurts! response:	That hurts! Stop it! It hurts! It hurts! It hurts!
context: The power that you have locked within you is something else.\That's why we're going to draw out that power through training,\until you can use it effectively.\It can't be... I don't have any power like that.\You want to see some proof?\W- what are you doing!?\Ow! That hurts! That hurts! Stop it! That hurts!\That hurts! Stop it! It hurts! It hurts! It hurts! response:	Here you go!
context: That's why we're going to draw out that power through training,\until you can use it effectively.\It can't be... I don't have any power like that.\You want to see some proof?\W- what are you doing!?\Ow! That hurts! That hurts! Stop it! That hurts!\That hurts! Stop it! It hurts! It hurts! It hurts!\Here you go! response:	Come on! Show me that power you have locked away!
context: until you can use it effectively.\It can't be... I don't have any power like that.\You want to see some proof?\W- what are you doing!?\Ow! That hurts! That hurts! Stop it! That hurts!\That hurts! Stop it! It hurts! It hurts! It hurts!\Here you go!\Come on! Show me that power you have locked away! response:	W- what the-?
context: It can't be... I don't have any power like that.\You want to see some proof?\W- what are you doing!?\Ow! That hurts! That hurts! Stop it! That hurts!\That hurts! Stop it! It hurts! It hurts! It hurts!\Here you go!\Come on! Show me that power you have locked away!\W- what the-? response:	W - what a surprise! This is more than I imagined!
context: You want to see some proof?\W- what are you doing!?\Ow! That hurts! That hurts! Stop it! That hurts!\That hurts! Stop it! It hurts! It hurts! It hurts!\Here you go!\Come on! Show me that power you have locked away!\W- what the-?\W - what a surprise! This is more than I imagined! response:	l've got mixed feelings about this.
context: W- what are you doing!?\Ow! That hurts! That hurts! Stop it! That hurts!\That hurts! Stop it! It hurts! It hurts! It hurts!\Here you go!\Come on! Show me that power you have locked away!\W- what the-?\W - what a surprise! This is more than I imagined!\l've got mixed feelings about this. response:	Here I am about to raise someone
context: Ow! That hurts! That hurts! Stop it! That hurts!\That hurts! Stop it! It hurts! It hurts! It hurts!\Here you go!\Come on! Show me that power you have locked away!\W- what the-?\W - what a surprise! This is more than I imagined!\l've got mixed feelings about this.\Here I am about to raise someone response:	who could turn out to be my most fearsome opponent in the future.
context: That hurts! Stop it! It hurts! It hurts! It hurts!\Here you go!\Come on! Show me that power you have locked away!\W- what the-?\W - what a surprise! This is more than I imagined!\l've got mixed feelings about this.\Here I am about to raise someone\who could turn out to be my most fearsome opponent in the future. response:	That's... what I did?
context: Here you go!\Come on! Show me that power you have locked away!\W- what the-?\W - what a surprise! This is more than I imagined!\l've got mixed feelings about this.\Here I am about to raise someone\who could turn out to be my most fearsome opponent in the future.\That's... what I did? response:	That's right. Looks like you've more or less realized it now.
context: Come on! Show me that power you have locked away!\W- what the-?\W - what a surprise! This is more than I imagined!\l've got mixed feelings about this.\Here I am about to raise someone\who could turn out to be my most fearsome opponent in the future.\That's... what I did?\That's right. Looks like you've more or less realized it now. response:	When your emotions become considerably raised,
context: W- what the-?\W - what a surprise! This is more than I imagined!\l've got mixed feelings about this.\Here I am about to raise someone\who could turn out to be my most fearsome opponent in the future.\That's... what I did?\That's right. Looks like you've more or less realized it now.\When your emotions become considerably raised, response:	the natural power that you have locked up inside you is exhibited.
context: W - what a surprise! This is more than I imagined!\l've got mixed feelings about this.\Here I am about to raise someone\who could turn out to be my most fearsome opponent in the future.\That's... what I did?\That's right. Looks like you've more or less realized it now.\When your emotions become considerably raised,\the natural power that you have locked up inside you is exhibited. response:	However, it only lasts for an instant. We can't beat them like that!
context: l've got mixed feelings about this.\Here I am about to raise someone\who could turn out to be my most fearsome opponent in the future.\That's... what I did?\That's right. Looks like you've more or less realized it now.\When your emotions become considerably raised,\the natural power that you have locked up inside you is exhibited.\However, it only lasts for an instant. We can't beat them like that! response:	I'm going to drill into you the way to fight,
context: Here I am about to raise someone\who could turn out to be my most fearsome opponent in the future.\That's... what I did?\That's right. Looks like you've more or less realized it now.\When your emotions become considerably raised,\the natural power that you have locked up inside you is exhibited.\However, it only lasts for an instant. We can't beat them like that!\I'm going to drill into you the way to fight, response:	and turn you into the greatest warrior ever. You got that?
context: who could turn out to be my most fearsome opponent in the future.\That's... what I did?\That's right. Looks like you've more or less realized it now.\When your emotions become considerably raised,\the natural power that you have locked up inside you is exhibited.\However, it only lasts for an instant. We can't beat them like that!\I'm going to drill into you the way to fight,\and turn you into the greatest warrior ever. You got that? response:	But I don't want to learn to be a martial artist.
context: That's... what I did?\That's right. Looks like you've more or less realized it now.\When your emotions become considerably raised,\the natural power that you have locked up inside you is exhibited.\However, it only lasts for an instant. We can't beat them like that!\I'm going to drill into you the way to fight,\and turn you into the greatest warrior ever. You got that?\But I don't want to learn to be a martial artist. response:	I want to be a great scholar.
context: That's right. Looks like you've more or less realized it now.\When your emotions become considerably raised,\the natural power that you have locked up inside you is exhibited.\However, it only lasts for an instant. We can't beat them like that!\I'm going to drill into you the way to fight,\and turn you into the greatest warrior ever. You got that?\But I don't want to learn to be a martial artist.\I want to be a great scholar. response:	So become one. Just do it after we've defeated the two Saiyans
context: When your emotions become considerably raised,\the natural power that you have locked up inside you is exhibited.\However, it only lasts for an instant. We can't beat them like that!\I'm going to drill into you the way to fight,\and turn you into the greatest warrior ever. You got that?\But I don't want to learn to be a martial artist.\I want to be a great scholar.\So become one. Just do it after we've defeated the two Saiyans response:	who will be coming in a year.
context: the natural power that you have locked up inside you is exhibited.\However, it only lasts for an instant. We can't beat them like that!\I'm going to drill into you the way to fight,\and turn you into the greatest warrior ever. You got that?\But I don't want to learn to be a martial artist.\I want to be a great scholar.\So become one. Just do it after we've defeated the two Saiyans\who will be coming in a year. response:	They're planning to exterminate every person on Earth.
context: However, it only lasts for an instant. We can't beat them like that!\I'm going to drill into you the way to fight,\and turn you into the greatest warrior ever. You got that?\But I don't want to learn to be a martial artist.\I want to be a great scholar.\So become one. Just do it after we've defeated the two Saiyans\who will be coming in a year.\They're planning to exterminate every person on Earth. response:	If they do that, your future's not going to be worth crap, is it?
context: I'm going to drill into you the way to fight,\and turn you into the greatest warrior ever. You got that?\But I don't want to learn to be a martial artist.\I want to be a great scholar.\So become one. Just do it after we've defeated the two Saiyans\who will be coming in a year.\They're planning to exterminate every person on Earth.\If they do that, your future's not going to be worth crap, is it? response:	But I'm scared...
context: and turn you into the greatest warrior ever. You got that?\But I don't want to learn to be a martial artist.\I want to be a great scholar.\So become one. Just do it after we've defeated the two Saiyans\who will be coming in a year.\They're planning to exterminate every person on Earth.\If they do that, your future's not going to be worth crap, is it?\But I'm scared... response:	Stop your griping! You want to get killed right now!?
context: But I don't want to learn to be a martial artist.\I want to be a great scholar.\So become one. Just do it after we've defeated the two Saiyans\who will be coming in a year.\They're planning to exterminate every person on Earth.\If they do that, your future's not going to be worth crap, is it?\But I'm scared...\Stop your griping! You want to get killed right now!? response:	We don't have time! We're going to begin right now!
context: I want to be a great scholar.\So become one. Just do it after we've defeated the two Saiyans\who will be coming in a year.\They're planning to exterminate every person on Earth.\If they do that, your future's not going to be worth crap, is it?\But I'm scared...\Stop your griping! You want to get killed right now!?\We don't have time! We're going to begin right now! response:	Take off your tunic immediately!
context: So become one. Just do it after we've defeated the two Saiyans\who will be coming in a year.\They're planning to exterminate every person on Earth.\If they do that, your future's not going to be worth crap, is it?\But I'm scared...\Stop your griping! You want to get killed right now!?\We don't have time! We're going to begin right now!\Take off your tunic immediately! response:	Once Father comes back to life, I want to be taught by Father.
context: who will be coming in a year.\They're planning to exterminate every person on Earth.\If they do that, your future's not going to be worth crap, is it?\But I'm scared...\Stop your griping! You want to get killed right now!?\We don't have time! We're going to begin right now!\Take off your tunic immediately!\Once Father comes back to life, I want to be taught by Father. response:	That's too bad. He certainly is strong,
context: They're planning to exterminate every person on Earth.\If they do that, your future's not going to be worth crap, is it?\But I'm scared...\Stop your griping! You want to get killed right now!?\We don't have time! We're going to begin right now!\Take off your tunic immediately!\Once Father comes back to life, I want to be taught by Father.\That's too bad. He certainly is strong, response:	but he's not at all cut out to be a teacher.
context: If they do that, your future's not going to be worth crap, is it?\But I'm scared...\Stop your griping! You want to get killed right now!?\We don't have time! We're going to begin right now!\Take off your tunic immediately!\Once Father comes back to life, I want to be taught by Father.\That's too bad. He certainly is strong,\but he's not at all cut out to be a teacher. response:	He doesn't have any of the firmness it takes to handle others.
context: But I'm scared...\Stop your griping! You want to get killed right now!?\We don't have time! We're going to begin right now!\Take off your tunic immediately!\Once Father comes back to life, I want to be taught by Father.\That's too bad. He certainly is strong,\but he's not at all cut out to be a teacher.\He doesn't have any of the firmness it takes to handle others. response:	You can easily tell that just by looking at how spoiled you are!
context: Stop your griping! You want to get killed right now!?\We don't have time! We're going to begin right now!\Take off your tunic immediately!\Once Father comes back to life, I want to be taught by Father.\That's too bad. He certainly is strong,\but he's not at all cut out to be a teacher.\He doesn't have any of the firmness it takes to handle others.\You can easily tell that just by looking at how spoiled you are! response:	Huh?
context: We don't have time! We're going to begin right now!\Take off your tunic immediately!\Once Father comes back to life, I want to be taught by Father.\That's too bad. He certainly is strong,\but he's not at all cut out to be a teacher.\He doesn't have any of the firmness it takes to handle others.\You can easily tell that just by looking at how spoiled you are!\Huh? response:	Uh oh, I've used up too much strength, and now I can't fly any more.
context: Take off your tunic immediately!\Once Father comes back to life, I want to be taught by Father.\That's too bad. He certainly is strong,\but he's not at all cut out to be a teacher.\He doesn't have any of the firmness it takes to handle others.\You can easily tell that just by looking at how spoiled you are!\Huh?\Uh oh, I've used up too much strength, and now I can't fly any more. response:	His own son's grief aside,
context: Once Father comes back to life, I want to be taught by Father.\That's too bad. He certainly is strong,\but he's not at all cut out to be a teacher.\He doesn't have any of the firmness it takes to handle others.\You can easily tell that just by looking at how spoiled you are!\Huh?\Uh oh, I've used up too much strength, and now I can't fly any more.\His own son's grief aside, response:	Goku presses on in earnest along the long road in search of Kaio-sama's guidance.
