context: Kansei University response:	Promises of Economic Cooperation
context: I lost my passion.\Hey.\You're not a child anymore.\Smoke if you want to.\You used to run track?\A long time ago.\In high school? What events?\I don't remember anymore. response:	Why? Are you a track fan?
context: Hey.\You're not a child anymore.\Smoke if you want to.\You used to run track?\A long time ago.\In high school? What events?\I don't remember anymore.\Why? Are you a track fan? response:	I was a runner.
context: You're not a child anymore.\Smoke if you want to.\You used to run track?\A long time ago.\In high school? What events?\I don't remember anymore.\Why? Are you a track fan?\I was a runner. response:	What?
context: Smoke if you want to.\You used to run track?\A long time ago.\In high school? What events?\I don't remember anymore.\Why? Are you a track fan?\I was a runner.\What? response:	Long-distance, throughout middle and high school.
context: You used to run track?\A long time ago.\In high school? What events?\I don't remember anymore.\Why? Are you a track fan?\I was a runner.\What?\Long-distance, throughout middle and high school. response:	Then why'd you choose Kansei?
context: A long time ago.\In high school? What events?\I don't remember anymore.\Why? Are you a track fan?\I was a runner.\What?\Long-distance, throughout middle and high school.\Then why'd you choose Kansei? response:	This isn't a school for running.
context: In high school? What events?\I don't remember anymore.\Why? Are you a track fan?\I was a runner.\What?\Long-distance, throughout middle and high school.\Then why'd you choose Kansei?\This isn't a school for running. response:	Why? You slow or something?
context: I don't remember anymore.\Why? Are you a track fan?\I was a runner.\What?\Long-distance, throughout middle and high school.\Then why'd you choose Kansei?\This isn't a school for running.\Why? You slow or something? response:	Not slow, just weak.
context: Why? Are you a track fan?\I was a runner.\What?\Long-distance, throughout middle and high school.\Then why'd you choose Kansei?\This isn't a school for running.\Why? You slow or something?\Not slow, just weak. response:	What?
context: I was a runner.\What?\Long-distance, throughout middle and high school.\Then why'd you choose Kansei?\This isn't a school for running.\Why? You slow or something?\Not slow, just weak.\What? response:	I'm weak.
context: What?\Long-distance, throughout middle and high school.\Then why'd you choose Kansei?\This isn't a school for running.\Why? You slow or something?\Not slow, just weak.\What?\I'm weak. response:	You're not the slightest bit weak.
context: Long-distance, throughout middle and high school.\Then why'd you choose Kansei?\This isn't a school for running.\Why? You slow or something?\Not slow, just weak.\What?\I'm weak.\You're not the slightest bit weak. response:	No, you've spent four years getting stronger.
context: Then why'd you choose Kansei?\This isn't a school for running.\Why? You slow or something?\Not slow, just weak.\What?\I'm weak.\You're not the slightest bit weak.\No, you've spent four years getting stronger. response:	Nicotine! Can you hear me, Nicotine?
context: This isn't a school for running.\Why? You slow or something?\Not slow, just weak.\What?\I'm weak.\You're not the slightest bit weak.\No, you've spent four years getting stronger.\Nicotine! Can you hear me, Nicotine? response:	That's just my addiction, old man.
context: Why? You slow or something?\Not slow, just weak.\What?\I'm weak.\You're not the slightest bit weak.\No, you've spent four years getting stronger.\Nicotine! Can you hear me, Nicotine?\That's just my addiction, old man. response:	You're currently in 13th place.
context: Not slow, just weak.\What?\I'm weak.\You're not the slightest bit weak.\No, you've spent four years getting stronger.\Nicotine! Can you hear me, Nicotine?\That's just my addiction, old man.\You're currently in 13th place. response:	When you include Kansei's first half time, your current total position is
context: What?\I'm weak.\You're not the slightest bit weak.\No, you've spent four years getting stronger.\Nicotine! Can you hear me, Nicotine?\That's just my addiction, old man.\You're currently in 13th place.\When you include Kansei's first half time, your current total position is response:	16th place.
context: I'm weak.\You're not the slightest bit weak.\No, you've spent four years getting stronger.\Nicotine! Can you hear me, Nicotine?\That's just my addiction, old man.\You're currently in 13th place.\When you include Kansei's first half time, your current total position is\16th place. response:	Hiratsuka Relay Station
context: You're not the slightest bit weak.\No, you've spent four years getting stronger.\Nicotine! Can you hear me, Nicotine?\That's just my addiction, old man.\You're currently in 13th place.\When you include Kansei's first half time, your current total position is\16th place.\Hiratsuka Relay Station response:	Even after how fast Yuki ran?
context: No, you've spent four years getting stronger.\Nicotine! Can you hear me, Nicotine?\That's just my addiction, old man.\You're currently in 13th place.\When you include Kansei's first half time, your current total position is\16th place.\Hiratsuka Relay Station\Even after how fast Yuki ran? response:	This year will be your last year at Hakone.
context: Nicotine! Can you hear me, Nicotine?\That's just my addiction, old man.\You're currently in 13th place.\When you include Kansei's first half time, your current total position is\16th place.\Hiratsuka Relay Station\Even after how fast Yuki ran?\This year will be your last year at Hakone. response:	After all, you won't earn a seed.
context: That's just my addiction, old man.\You're currently in 13th place.\When you include Kansei's first half time, your current total position is\16th place.\Hiratsuka Relay Station\Even after how fast Yuki ran?\This year will be your last year at Hakone.\After all, you won't earn a seed. response:	Isn't that good for you, though?
context: You're currently in 13th place.\When you include Kansei's first half time, your current total position is\16th place.\Hiratsuka Relay Station\Even after how fast Yuki ran?\This year will be your last year at Hakone.\After all, you won't earn a seed.\Isn't that good for you, though? response:	You don't have to worry next year.
context: When you include Kansei's first half time, your current total position is\16th place.\Hiratsuka Relay Station\Even after how fast Yuki ran?\This year will be your last year at Hakone.\After all, you won't earn a seed.\Isn't that good for you, though?\You don't have to worry next year. response:	You think we'll take that lying
context: 16th place.\Hiratsuka Relay Station\Even after how fast Yuki ran?\This year will be your last year at Hakone.\After all, you won't earn a seed.\Isn't that good for you, though?\You don't have to worry next year.\You think we'll take that lying response:	You don't know that.
context: Hiratsuka Relay Station\Even after how fast Yuki ran?\This year will be your last year at Hakone.\After all, you won't earn a seed.\Isn't that good for you, though?\You don't have to worry next year.\You think we'll take that lying\You don't know that. response:	Tokyo Sport's barely in range for a seed, too.
context: Even after how fast Yuki ran?\This year will be your last year at Hakone.\After all, you won't earn a seed.\Isn't that good for you, though?\You don't have to worry next year.\You think we'll take that lying\You don't know that.\Tokyo Sport's barely in range for a seed, too. response:	I'll pass them all.
context: This year will be your last year at Hakone.\After all, you won't earn a seed.\Isn't that good for you, though?\You don't have to worry next year.\You think we'll take that lying\You don't know that.\Tokyo Sport's barely in range for a seed, too.\I'll pass them all. response:	I'll crush everyone in front of me.
context: After all, you won't earn a seed.\Isn't that good for you, though?\You don't have to worry next year.\You think we'll take that lying\You don't know that.\Tokyo Sport's barely in range for a seed, too.\I'll pass them all.\I'll crush everyone in front of me. response:	I've been running since middle school, believing that I'd be standing here.
context: Isn't that good for you, though?\You don't have to worry next year.\You think we'll take that lying\You don't know that.\Tokyo Sport's barely in range for a seed, too.\I'll pass them all.\I'll crush everyone in front of me.\I've been running since middle school, believing that I'd be standing here. response:	You run for fun. You wouldn't understand.
context: You don't have to worry next year.\You think we'll take that lying\You don't know that.\Tokyo Sport's barely in range for a seed, too.\I'll pass them all.\I'll crush everyone in front of me.\I've been running since middle school, believing that I'd be standing here.\You run for fun. You wouldn't understand. response:	It's not for fun!
context: You think we'll take that lying\You don't know that.\Tokyo Sport's barely in range for a seed, too.\I'll pass them all.\I'll crush everyone in front of me.\I've been running since middle school, believing that I'd be standing here.\You run for fun. You wouldn't understand.\It's not for fun! response:	Yesterday, our teammate practically gave his life to pass along our sash.
context: You don't know that.\Tokyo Sport's barely in range for a seed, too.\I'll pass them all.\I'll crush everyone in front of me.\I've been running since middle school, believing that I'd be standing here.\You run for fun. You wouldn't understand.\It's not for fun!\Yesterday, our teammate practically gave his life to pass along our sash. response:	Who suffers that much for fun?
context: Tokyo Sport's barely in range for a seed, too.\I'll pass them all.\I'll crush everyone in front of me.\I've been running since middle school, believing that I'd be standing here.\You run for fun. You wouldn't understand.\It's not for fun!\Yesterday, our teammate practically gave his life to pass along our sash.\Who suffers that much for fun? response:	You should know that, but you...
context: I'll pass them all.\I'll crush everyone in front of me.\I've been running since middle school, believing that I'd be standing here.\You run for fun. You wouldn't understand.\It's not for fun!\Yesterday, our teammate practically gave his life to pass along our sash.\Who suffers that much for fun?\You should know that, but you... response:	Play fair and square. Show how strong you are by running.
context: I'll crush everyone in front of me.\I've been running since middle school, believing that I'd be standing here.\You run for fun. You wouldn't understand.\It's not for fun!\Yesterday, our teammate practically gave his life to pass along our sash.\Who suffers that much for fun?\You should know that, but you...\Play fair and square. Show how strong you are by running. response:	Musa.
context: I've been running since middle school, believing that I'd be standing here.\You run for fun. You wouldn't understand.\It's not for fun!\Yesterday, our teammate practically gave his life to pass along our sash.\Who suffers that much for fun?\You should know that, but you...\Play fair and square. Show how strong you are by running.\Musa. response:	Sakaki, what are you doing?
context: You run for fun. You wouldn't understand.\It's not for fun!\Yesterday, our teammate practically gave his life to pass along our sash.\Who suffers that much for fun?\You should know that, but you...\Play fair and square. Show how strong you are by running.\Musa.\Sakaki, what are you doing? response:	Start by trying to have fun.
context: It's not for fun!\Yesterday, our teammate practically gave his life to pass along our sash.\Who suffers that much for fun?\You should know that, but you...\Play fair and square. Show how strong you are by running.\Musa.\Sakaki, what are you doing?\Start by trying to have fun. response:	Our Kiyose tells us all the time that just being fast isn't enough.
context: Yesterday, our teammate practically gave his life to pass along our sash.\Who suffers that much for fun?\You should know that, but you...\Play fair and square. Show how strong you are by running.\Musa.\Sakaki, what are you doing?\Start by trying to have fun.\Our Kiyose tells us all the time that just being fast isn't enough. response:	Lip service.
context: Who suffers that much for fun?\You should know that, but you...\Play fair and square. Show how strong you are by running.\Musa.\Sakaki, what are you doing?\Start by trying to have fun.\Our Kiyose tells us all the time that just being fast isn't enough.\Lip service. response:	Winning is everything.
context: You should know that, but you...\Play fair and square. Show how strong you are by running.\Musa.\Sakaki, what are you doing?\Start by trying to have fun.\Our Kiyose tells us all the time that just being fast isn't enough.\Lip service.\Winning is everything. response:	There's no one here.
context: Play fair and square. Show how strong you are by running.\Musa.\Sakaki, what are you doing?\Start by trying to have fun.\Our Kiyose tells us all the time that just being fast isn't enough.\Lip service.\Winning is everything.\There's no one here. response:	There's no target.
context: Musa.\Sakaki, what are you doing?\Start by trying to have fun.\Our Kiyose tells us all the time that just being fast isn't enough.\Lip service.\Winning is everything.\There's no one here.\There's no target. response:	I don't know where or how I'm running.
context: Sakaki, what are you doing?\Start by trying to have fun.\Our Kiyose tells us all the time that just being fast isn't enough.\Lip service.\Winning is everything.\There's no one here.\There's no target.\I don't know where or how I'm running. response:	I don't know if I'm fast or slow.
context: Start by trying to have fun.\Our Kiyose tells us all the time that just being fast isn't enough.\Lip service.\Winning is everything.\There's no one here.\There's no target.\I don't know where or how I'm running.\I don't know if I'm fast or slow. response:	I don't know anything.
context: Our Kiyose tells us all the time that just being fast isn't enough.\Lip service.\Winning is everything.\There's no one here.\There's no target.\I don't know where or how I'm running.\I don't know if I'm fast or slow.\I don't know anything. response:	Keep a pace of three minutes per kilometer.
context: Lip service.\Winning is everything.\There's no one here.\There's no target.\I don't know where or how I'm running.\I don't know if I'm fast or slow.\I don't know anything.\Keep a pace of three minutes per kilometer. response:	That would be ideal.
context: Winning is everything.\There's no one here.\There's no target.\I don't know where or how I'm running.\I don't know if I'm fast or slow.\I don't know anything.\Keep a pace of three minutes per kilometer.\That would be ideal. response:	Thanks for letting me run again.
context: There's no one here.\There's no target.\I don't know where or how I'm running.\I don't know if I'm fast or slow.\I don't know anything.\Keep a pace of three minutes per kilometer.\That would be ideal.\Thanks for letting me run again. response:	But that means you were frustrated, right?
context: There's no target.\I don't know where or how I'm running.\I don't know if I'm fast or slow.\I don't know anything.\Keep a pace of three minutes per kilometer.\That would be ideal.\Thanks for letting me run again.\But that means you were frustrated, right? response:	That's why you told me.
context: I don't know where or how I'm running.\I don't know if I'm fast or slow.\I don't know anything.\Keep a pace of three minutes per kilometer.\That would be ideal.\Thanks for letting me run again.\But that means you were frustrated, right?\That's why you told me. response:	It means you can't give it up.
context: I don't know if I'm fast or slow.\I don't know anything.\Keep a pace of three minutes per kilometer.\That would be ideal.\Thanks for letting me run again.\But that means you were frustrated, right?\That's why you told me.\It means you can't give it up. response:	Thanks for telling me the truth.
context: I don't know anything.\Keep a pace of three minutes per kilometer.\That would be ideal.\Thanks for letting me run again.\But that means you were frustrated, right?\That's why you told me.\It means you can't give it up.\Thanks for telling me the truth. response:	Tenth, Kansei University.
context: Keep a pace of three minutes per kilometer.\That would be ideal.\Thanks for letting me run again.\But that means you were frustrated, right?\That's why you told me.\It means you can't give it up.\Thanks for telling me the truth.\Tenth, Kansei University. response:	Kansei University
context: That would be ideal.\Thanks for letting me run again.\But that means you were frustrated, right?\That's why you told me.\It means you can't give it up.\Thanks for telling me the truth.\Tenth, Kansei University.\Kansei University response:	Yes!
context: Thanks for letting me run again.\But that means you were frustrated, right?\That's why you told me.\It means you can't give it up.\Thanks for telling me the truth.\Tenth, Kansei University.\Kansei University\Yes! response:	Thanks for running with me.
context: But that means you were frustrated, right?\That's why you told me.\It means you can't give it up.\Thanks for telling me the truth.\Tenth, Kansei University.\Kansei University\Yes!\Thanks for running with me. response:	This is my last day.
context: That's why you told me.\It means you can't give it up.\Thanks for telling me the truth.\Tenth, Kansei University.\Kansei University\Yes!\Thanks for running with me.\This is my last day. response:	This world is too beautiful.
context: It means you can't give it up.\Thanks for telling me the truth.\Tenth, Kansei University.\Kansei University\Yes!\Thanks for running with me.\This is my last day.\This world is too beautiful. response:	But that's okay.
context: Thanks for telling me the truth.\Tenth, Kansei University.\Kansei University\Yes!\Thanks for running with me.\This is my last day.\This world is too beautiful.\But that's okay. response:	My love hasn't changed. Never has, never will.
context: Tenth, Kansei University.\Kansei University\Yes!\Thanks for running with me.\This is my last day.\This world is too beautiful.\But that's okay.\My love hasn't changed. Never has, never will. response:	I like running.
context: Kansei University\Yes!\Thanks for running with me.\This is my last day.\This world is too beautiful.\But that's okay.\My love hasn't changed. Never has, never will.\I like running. response:	I love it.
context: Yes!\Thanks for running with me.\This is my last day.\This world is too beautiful.\But that's okay.\My love hasn't changed. Never has, never will.\I like running.\I love it. response:	I'll leave all my lingering attachments on this road!
context: Thanks for running with me.\This is my last day.\This world is too beautiful.\But that's okay.\My love hasn't changed. Never has, never will.\I like running.\I love it.\I'll leave all my lingering attachments on this road! response:	Yeah! Nico-chan Senpai!
context: This is my last day.\This world is too beautiful.\But that's okay.\My love hasn't changed. Never has, never will.\I like running.\I love it.\I'll leave all my lingering attachments on this road!\Yeah! Nico-chan Senpai! response:	Let's do this!
context: This world is too beautiful.\But that's okay.\My love hasn't changed. Never has, never will.\I like running.\I love it.\I'll leave all my lingering attachments on this road!\Yeah! Nico-chan Senpai!\Let's do this! response:	Don't lose.
context: But that's okay.\My love hasn't changed. Never has, never will.\I like running.\I love it.\I'll leave all my lingering attachments on this road!\Yeah! Nico-chan Senpai!\Let's do this!\Don't lose. response:	You improved our rank!
context: My love hasn't changed. Never has, never will.\I like running.\I love it.\I'll leave all my lingering attachments on this road!\Yeah! Nico-chan Senpai!\Let's do this!\Don't lose.\You improved our rank! response:	You improved our rank, Nico-chan Senpai!
context: I like running.\I love it.\I'll leave all my lingering attachments on this road!\Yeah! Nico-chan Senpai!\Let's do this!\Don't lose.\You improved our rank!\You improved our rank, Nico-chan Senpai! response:	Tastes like iron.
context: I love it.\I'll leave all my lingering attachments on this road!\Yeah! Nico-chan Senpai!\Let's do this!\Don't lose.\You improved our rank!\You improved our rank, Nico-chan Senpai!\Tastes like iron. response:	1 Boso 2 Rikudo
context: I'll leave all my lingering attachments on this road!\Yeah! Nico-chan Senpai!\Let's do this!\Don't lose.\You improved our rank!\You improved our rank, Nico-chan Senpai!\Tastes like iron.\1 Boso 2 Rikudo response:	Boso remains in first place.
context: Yeah! Nico-chan Senpai!\Let's do this!\Don't lose.\You improved our rank!\You improved our rank, Nico-chan Senpai!\Tastes like iron.\1 Boso 2 Rikudo\Boso remains in first place. response:	They've pulled ahead of Rikudo
context: Let's do this!\Don't lose.\You improved our rank!\You improved our rank, Nico-chan Senpai!\Tastes like iron.\1 Boso 2 Rikudo\Boso remains in first place.\They've pulled ahead of Rikudo response:	and, once again, achieved greater than a 1:30 lead by the Hiratsuka Relay Station.
context: Don't lose.\You improved our rank!\You improved our rank, Nico-chan Senpai!\Tastes like iron.\1 Boso 2 Rikudo\Boso remains in first place.\They've pulled ahead of Rikudo\and, once again, achieved greater than a 1:30 lead by the Hiratsuka Relay Station. response:	Even for Rikudo, not everything goes according to plan.
context: You improved our rank!\You improved our rank, Nico-chan Senpai!\Tastes like iron.\1 Boso 2 Rikudo\Boso remains in first place.\They've pulled ahead of Rikudo\and, once again, achieved greater than a 1:30 lead by the Hiratsuka Relay Station.\Even for Rikudo, not everything goes according to plan. response:	There's no fun in running a race when you know how it ends,
context: You improved our rank, Nico-chan Senpai!\Tastes like iron.\1 Boso 2 Rikudo\Boso remains in first place.\They've pulled ahead of Rikudo\and, once again, achieved greater than a 1:30 lead by the Hiratsuka Relay Station.\Even for Rikudo, not everything goes according to plan.\There's no fun in running a race when you know how it ends, response:	but there is an end I'm determined to reach.
context: Tastes like iron.\1 Boso 2 Rikudo\Boso remains in first place.\They've pulled ahead of Rikudo\and, once again, achieved greater than a 1:30 lead by the Hiratsuka Relay Station.\Even for Rikudo, not everything goes according to plan.\There's no fun in running a race when you know how it ends,\but there is an end I'm determined to reach. response:	Kurahara, I'm going to break the section record.
context: 1 Boso 2 Rikudo\Boso remains in first place.\They've pulled ahead of Rikudo\and, once again, achieved greater than a 1:30 lead by the Hiratsuka Relay Station.\Even for Rikudo, not everything goes according to plan.\There's no fun in running a race when you know how it ends,\but there is an end I'm determined to reach.\Kurahara, I'm going to break the section record. response:	We're obliged to win.
context: Boso remains in first place.\They've pulled ahead of Rikudo\and, once again, achieved greater than a 1:30 lead by the Hiratsuka Relay Station.\Even for Rikudo, not everything goes according to plan.\There's no fun in running a race when you know how it ends,\but there is an end I'm determined to reach.\Kurahara, I'm going to break the section record.\We're obliged to win. response:	Athletes, contacts, coaches, facilities, funds.
context: They've pulled ahead of Rikudo\and, once again, achieved greater than a 1:30 lead by the Hiratsuka Relay Station.\Even for Rikudo, not everything goes according to plan.\There's no fun in running a race when you know how it ends,\but there is an end I'm determined to reach.\Kurahara, I'm going to break the section record.\We're obliged to win.\Athletes, contacts, coaches, facilities, funds. response:	Champions in everything, we're expected to win.
context: and, once again, achieved greater than a 1:30 lead by the Hiratsuka Relay Station.\Even for Rikudo, not everything goes according to plan.\There's no fun in running a race when you know how it ends,\but there is an end I'm determined to reach.\Kurahara, I'm going to break the section record.\We're obliged to win.\Athletes, contacts, coaches, facilities, funds.\Champions in everything, we're expected to win. response:	Do you think it's hard?
context: Even for Rikudo, not everything goes according to plan.\There's no fun in running a race when you know how it ends,\but there is an end I'm determined to reach.\Kurahara, I'm going to break the section record.\We're obliged to win.\Athletes, contacts, coaches, facilities, funds.\Champions in everything, we're expected to win.\Do you think it's hard? response:	You get used to the difficulty, eventually.
context: There's no fun in running a race when you know how it ends,\but there is an end I'm determined to reach.\Kurahara, I'm going to break the section record.\We're obliged to win.\Athletes, contacts, coaches, facilities, funds.\Champions in everything, we're expected to win.\Do you think it's hard?\You get used to the difficulty, eventually. response:	But it's heavy. So heavy.
context: but there is an end I'm determined to reach.\Kurahara, I'm going to break the section record.\We're obliged to win.\Athletes, contacts, coaches, facilities, funds.\Champions in everything, we're expected to win.\Do you think it's hard?\You get used to the difficulty, eventually.\But it's heavy. So heavy. response:	The past four years, I've endured that weight and ran with it...
context: Kurahara, I'm going to break the section record.\We're obliged to win.\Athletes, contacts, coaches, facilities, funds.\Champions in everything, we're expected to win.\Do you think it's hard?\You get used to the difficulty, eventually.\But it's heavy. So heavy.\The past four years, I've endured that weight and ran with it... response:	Then I'll break your record.
context: We're obliged to win.\Athletes, contacts, coaches, facilities, funds.\Champions in everything, we're expected to win.\Do you think it's hard?\You get used to the difficulty, eventually.\But it's heavy. So heavy.\The past four years, I've endured that weight and ran with it...\Then I'll break your record. response:	You'll probably only be the record-holder for about ten minutes.
context: Athletes, contacts, coaches, facilities, funds.\Champions in everything, we're expected to win.\Do you think it's hard?\You get used to the difficulty, eventually.\But it's heavy. So heavy.\The past four years, I've endured that weight and ran with it...\Then I'll break your record.\You'll probably only be the record-holder for about ten minutes. response:	Rikudo will win!
context: Champions in everything, we're expected to win.\Do you think it's hard?\You get used to the difficulty, eventually.\But it's heavy. So heavy.\The past four years, I've endured that weight and ran with it...\Then I'll break your record.\You'll probably only be the record-holder for about ten minutes.\Rikudo will win! response:	At the same time, I will beat myself and beat you, Kurahara.
context: Do you think it's hard?\You get used to the difficulty, eventually.\But it's heavy. So heavy.\The past four years, I've endured that weight and ran with it...\Then I'll break your record.\You'll probably only be the record-holder for about ten minutes.\Rikudo will win!\At the same time, I will beat myself and beat you, Kurahara. response:	What will you show me?
context: You get used to the difficulty, eventually.\But it's heavy. So heavy.\The past four years, I've endured that weight and ran with it...\Then I'll break your record.\You'll probably only be the record-holder for about ten minutes.\Rikudo will win!\At the same time, I will beat myself and beat you, Kurahara.\What will you show me? response:	Kakeru!
context: But it's heavy. So heavy.\The past four years, I've endured that weight and ran with it...\Then I'll break your record.\You'll probably only be the record-holder for about ten minutes.\Rikudo will win!\At the same time, I will beat myself and beat you, Kurahara.\What will you show me?\Kakeru! response:	King is...
context: The past four years, I've endured that weight and ran with it...\Then I'll break your record.\You'll probably only be the record-holder for about ten minutes.\Rikudo will win!\At the same time, I will beat myself and beat you, Kurahara.\What will you show me?\Kakeru!\King is... response:	Tokyo Sport first-year Sakaki Kosuke puts on a tremendous burst of speed.
context: Then I'll break your record.\You'll probably only be the record-holder for about ten minutes.\Rikudo will win!\At the same time, I will beat myself and beat you, Kurahara.\What will you show me?\Kakeru!\King is...\Tokyo Sport first-year Sakaki Kosuke puts on a tremendous burst of speed. response:	He's pulling ahead of Kansei, who passed their sash before them at Hiratsuka.
context: You'll probably only be the record-holder for about ten minutes.\Rikudo will win!\At the same time, I will beat myself and beat you, Kurahara.\What will you show me?\Kakeru!\King is...\Tokyo Sport first-year Sakaki Kosuke puts on a tremendous burst of speed.\He's pulling ahead of Kansei, who passed their sash before them at Hiratsuka. response:	What a striking debut for this rookie.
context: Rikudo will win!\At the same time, I will beat myself and beat you, Kurahara.\What will you show me?\Kakeru!\King is...\Tokyo Sport first-year Sakaki Kosuke puts on a tremendous burst of speed.\He's pulling ahead of Kansei, who passed their sash before them at Hiratsuka.\What a striking debut for this rookie. response:	Damn! Damn, damn!
context: At the same time, I will beat myself and beat you, Kurahara.\What will you show me?\Kakeru!\King is...\Tokyo Sport first-year Sakaki Kosuke puts on a tremendous burst of speed.\He's pulling ahead of Kansei, who passed their sash before them at Hiratsuka.\What a striking debut for this rookie.\Damn! Damn, damn! response:	Damn, damn!
context: What will you show me?\Kakeru!\King is...\Tokyo Sport first-year Sakaki Kosuke puts on a tremendous burst of speed.\He's pulling ahead of Kansei, who passed their sash before them at Hiratsuka.\What a striking debut for this rookie.\Damn! Damn, damn!\Damn, damn! response:	Damn, damn!
context: Kakeru!\King is...\Tokyo Sport first-year Sakaki Kosuke puts on a tremendous burst of speed.\He's pulling ahead of Kansei, who passed their sash before them at Hiratsuka.\What a striking debut for this rookie.\Damn! Damn, damn!\Damn, damn!\Damn, damn! response:	Next time, Embrace Your Loneliness.”
context: King is...\Tokyo Sport first-year Sakaki Kosuke puts on a tremendous burst of speed.\He's pulling ahead of Kansei, who passed their sash before them at Hiratsuka.\What a striking debut for this rookie.\Damn! Damn, damn!\Damn, damn!\Damn, damn!\Next time, Embrace Your Loneliness.” response:	Next time: Embrace Your Loneliness
