context: Kokoro response:	Kokoro
context: We're just about to.\Oh good. I just made it!\Kazehaya came too.\We're here!\We just finished cleaning.\Thanks, Sadako!\N-No, thank you!\You're really doing it? response:	Takahashi!
context: Oh good. I just made it!\Kazehaya came too.\We're here!\We just finished cleaning.\Thanks, Sadako!\N-No, thank you!\You're really doing it?\Takahashi! response:	I asked Kazehaya about it earlier.
context: Kazehaya came too.\We're here!\We just finished cleaning.\Thanks, Sadako!\N-No, thank you!\You're really doing it?\Takahashi!\I asked Kazehaya about it earlier. response:	Where's Ryu?
context: We're here!\We just finished cleaning.\Thanks, Sadako!\N-No, thank you!\You're really doing it?\Takahashi!\I asked Kazehaya about it earlier.\Where's Ryu? response:	Baseball practice.
context: We just finished cleaning.\Thanks, Sadako!\N-No, thank you!\You're really doing it?\Takahashi!\I asked Kazehaya about it earlier.\Where's Ryu?\Baseball practice. response:	Kazehaya told her...
context: Thanks, Sadako!\N-No, thank you!\You're really doing it?\Takahashi!\I asked Kazehaya about it earlier.\Where's Ryu?\Baseball practice.\Kazehaya told her... response:	Hey, Sadako?
context: N-No, thank you!\You're really doing it?\Takahashi!\I asked Kazehaya about it earlier.\Where's Ryu?\Baseball practice.\Kazehaya told her...\Hey, Sadako? response:	I don't know if I can help,
context: You're really doing it?\Takahashi!\I asked Kazehaya about it earlier.\Where's Ryu?\Baseball practice.\Kazehaya told her...\Hey, Sadako?\I don't know if I can help, response:	but I'll do my best.
context: Takahashi!\I asked Kazehaya about it earlier.\Where's Ryu?\Baseball practice.\Kazehaya told her...\Hey, Sadako?\I don't know if I can help,\but I'll do my best. response:	Wow, that's a pretty big group.
context: I asked Kazehaya about it earlier.\Where's Ryu?\Baseball practice.\Kazehaya told her...\Hey, Sadako?\I don't know if I can help,\but I'll do my best.\Wow, that's a pretty big group. response:	Yeah. Kazehaya was telling people about it earlier.
context: Where's Ryu?\Baseball practice.\Kazehaya told her...\Hey, Sadako?\I don't know if I can help,\but I'll do my best.\Wow, that's a pretty big group.\Yeah. Kazehaya was telling people about it earlier. response:	Mr. Lively?
context: Baseball practice.\Kazehaya told her...\Hey, Sadako?\I don't know if I can help,\but I'll do my best.\Wow, that's a pretty big group.\Yeah. Kazehaya was telling people about it earlier.\Mr. Lively? response:	They say he can't ignore people who need help fitting in.
context: Kazehaya told her...\Hey, Sadako?\I don't know if I can help,\but I'll do my best.\Wow, that's a pretty big group.\Yeah. Kazehaya was telling people about it earlier.\Mr. Lively?\They say he can't ignore people who need help fitting in. response:	So that's it.
context: Hey, Sadako?\I don't know if I can help,\but I'll do my best.\Wow, that's a pretty big group.\Yeah. Kazehaya was telling people about it earlier.\Mr. Lively?\They say he can't ignore people who need help fitting in.\So that's it. response:	You'll come too, right, Tsuru?
context: I don't know if I can help,\but I'll do my best.\Wow, that's a pretty big group.\Yeah. Kazehaya was telling people about it earlier.\Mr. Lively?\They say he can't ignore people who need help fitting in.\So that's it.\You'll come too, right, Tsuru? response:	First, for this section, what you need to do is remember the formula.
context: but I'll do my best.\Wow, that's a pretty big group.\Yeah. Kazehaya was telling people about it earlier.\Mr. Lively?\They say he can't ignore people who need help fitting in.\So that's it.\You'll come too, right, Tsuru?\First, for this section, what you need to do is remember the formula. response:	What was that? I can't see!
context: Wow, that's a pretty big group.\Yeah. Kazehaya was telling people about it earlier.\Mr. Lively?\They say he can't ignore people who need help fitting in.\So that's it.\You'll come too, right, Tsuru?\First, for this section, what you need to do is remember the formula.\What was that? I can't see! response:	Sadako, use the blackboard.
context: Yeah. Kazehaya was telling people about it earlier.\Mr. Lively?\They say he can't ignore people who need help fitting in.\So that's it.\You'll come too, right, Tsuru?\First, for this section, what you need to do is remember the formula.\What was that? I can't see!\Sadako, use the blackboard. response:	B-Black
context: Mr. Lively?\They say he can't ignore people who need help fitting in.\So that's it.\You'll come too, right, Tsuru?\First, for this section, what you need to do is remember the formula.\What was that? I can't see!\Sadako, use the blackboard.\B-Black response:	Great idea!
context: They say he can't ignore people who need help fitting in.\So that's it.\You'll come too, right, Tsuru?\First, for this section, what you need to do is remember the formula.\What was that? I can't see!\Sadako, use the blackboard.\B-Black\Great idea! response:	That'll make taking notes much easier.
context: So that's it.\You'll come too, right, Tsuru?\First, for this section, what you need to do is remember the formula.\What was that? I can't see!\Sadako, use the blackboard.\B-Black\Great idea!\That'll make taking notes much easier. response:	You heard them. Get going!
context: You'll come too, right, Tsuru?\First, for this section, what you need to do is remember the formula.\What was that? I can't see!\Sadako, use the blackboard.\B-Black\Great idea!\That'll make taking notes much easier.\You heard them. Get going! response:	O-Okay!
context: First, for this section, what you need to do is remember the formula.\What was that? I can't see!\Sadako, use the blackboard.\B-Black\Great idea!\That'll make taking notes much easier.\You heard them. Get going!\O-Okay! response:	I-I got it!
context: What was that? I can't see!\Sadako, use the blackboard.\B-Black\Great idea!\That'll make taking notes much easier.\You heard them. Get going!\O-Okay!\I-I got it! response:	The answer is...
context: Sadako, use the blackboard.\B-Black\Great idea!\That'll make taking notes much easier.\You heard them. Get going!\O-Okay!\I-I got it!\The answer is... response:	2 root 5!
context: B-Black\Great idea!\That'll make taking notes much easier.\You heard them. Get going!\O-Okay!\I-I got it!\The answer is...\2 root 5! response:	The dunce duo got it!
context: Great idea!\That'll make taking notes much easier.\You heard them. Get going!\O-Okay!\I-I got it!\The answer is...\2 root 5!\The dunce duo got it! response:	Because it's easy to get now!
context: That'll make taking notes much easier.\You heard them. Get going!\O-Okay!\I-I got it!\The answer is...\2 root 5!\The dunce duo got it!\Because it's easy to get now! response:	You're amazing, Sadako!
context: You heard them. Get going!\O-Okay!\I-I got it!\The answer is...\2 root 5!\The dunce duo got it!\Because it's easy to get now!\You're amazing, Sadako! response:	It's time, Sadako!
context: O-Okay!\I-I got it!\The answer is...\2 root 5!\The dunce duo got it!\Because it's easy to get now!\You're amazing, Sadako!\It's time, Sadako! response:	I've never seen her smile before!
context: I-I got it!\The answer is...\2 root 5!\The dunce duo got it!\Because it's easy to get now!\You're amazing, Sadako!\It's time, Sadako!\I've never seen her smile before! response:	Even Sadako smiles!
context: The answer is...\2 root 5!\The dunce duo got it!\Because it's easy to get now!\You're amazing, Sadako!\It's time, Sadako!\I've never seen her smile before!\Even Sadako smiles! response:	When Sadako smiles, it means good fortune is on the way!
context: 2 root 5!\The dunce duo got it!\Because it's easy to get now!\You're amazing, Sadako!\It's time, Sadako!\I've never seen her smile before!\Even Sadako smiles!\When Sadako smiles, it means good fortune is on the way! response:	I've seen it before!
context: The dunce duo got it!\Because it's easy to get now!\You're amazing, Sadako!\It's time, Sadako!\I've never seen her smile before!\Even Sadako smiles!\When Sadako smiles, it means good fortune is on the way!\I've seen it before! response:	I've seen it countless times before!
context: Because it's easy to get now!\You're amazing, Sadako!\It's time, Sadako!\I've never seen her smile before!\Even Sadako smiles!\When Sadako smiles, it means good fortune is on the way!\I've seen it before!\I've seen it countless times before! response:	This is a competition?
context: You're amazing, Sadako!\It's time, Sadako!\I've never seen her smile before!\Even Sadako smiles!\When Sadako smiles, it means good fortune is on the way!\I've seen it before!\I've seen it countless times before!\This is a competition? response:	Wow, that was great.
context: It's time, Sadako!\I've never seen her smile before!\Even Sadako smiles!\When Sadako smiles, it means good fortune is on the way!\I've seen it before!\I've seen it countless times before!\This is a competition?\Wow, that was great. response:	And we understand the problems now too.
context: I've never seen her smile before!\Even Sadako smiles!\When Sadako smiles, it means good fortune is on the way!\I've seen it before!\I've seen it countless times before!\This is a competition?\Wow, that was great.\And we understand the problems now too. response:	I'm so glad we came to this review!
context: Even Sadako smiles!\When Sadako smiles, it means good fortune is on the way!\I've seen it before!\I've seen it countless times before!\This is a competition?\Wow, that was great.\And we understand the problems now too.\I'm so glad we came to this review! response:	Bye!
context: When Sadako smiles, it means good fortune is on the way!\I've seen it before!\I've seen it countless times before!\This is a competition?\Wow, that was great.\And we understand the problems now too.\I'm so glad we came to this review!\Bye! response:	Thanks, Sadako!
context: I've seen it before!\I've seen it countless times before!\This is a competition?\Wow, that was great.\And we understand the problems now too.\I'm so glad we came to this review!\Bye!\Thanks, Sadako! response:	Teach us again, okay?
context: I've seen it countless times before!\This is a competition?\Wow, that was great.\And we understand the problems now too.\I'm so glad we came to this review!\Bye!\Thanks, Sadako!\Teach us again, okay? response:	Thank you!
context: This is a competition?\Wow, that was great.\And we understand the problems now too.\I'm so glad we came to this review!\Bye!\Thanks, Sadako!\Teach us again, okay?\Thank you! response:	Th-Thanks for coming!
context: Wow, that was great.\And we understand the problems now too.\I'm so glad we came to this review!\Bye!\Thanks, Sadako!\Teach us again, okay?\Thank you!\Th-Thanks for coming! response:	Thanks!
context: And we understand the problems now too.\I'm so glad we came to this review!\Bye!\Thanks, Sadako!\Teach us again, okay?\Thank you!\Th-Thanks for coming!\Thanks! response:	Sadako.
context: I'm so glad we came to this review!\Bye!\Thanks, Sadako!\Teach us again, okay?\Thank you!\Th-Thanks for coming!\Thanks!\Sadako. response:	You worked really hard to do something outside of your comfort zone.
context: Bye!\Thanks, Sadako!\Teach us again, okay?\Thank you!\Th-Thanks for coming!\Thanks!\Sadako.\You worked really hard to do something outside of your comfort zone. response:	Thank you very much, Teacher!
context: Thanks, Sadako!\Teach us again, okay?\Thank you!\Th-Thanks for coming!\Thanks!\Sadako.\You worked really hard to do something outside of your comfort zone.\Thank you very much, Teacher! response:	What is this?
context: Teach us again, okay?\Thank you!\Th-Thanks for coming!\Thanks!\Sadako.\You worked really hard to do something outside of your comfort zone.\Thank you very much, Teacher!\What is this? response:	It ain't impossible. Definitely ain't.
context: Thank you!\Th-Thanks for coming!\Thanks!\Sadako.\You worked really hard to do something outside of your comfort zone.\Thank you very much, Teacher!\What is this?\It ain't impossible. Definitely ain't. response:	Ant?
context: Th-Thanks for coming!\Thanks!\Sadako.\You worked really hard to do something outside of your comfort zone.\Thank you very much, Teacher!\What is this?\It ain't impossible. Definitely ain't.\Ant? response:	Sorry. Think you can go without me?
context: Thanks!\Sadako.\You worked really hard to do something outside of your comfort zone.\Thank you very much, Teacher!\What is this?\It ain't impossible. Definitely ain't.\Ant?\Sorry. Think you can go without me? response:	I have something important to take care of.
context: Sadako.\You worked really hard to do something outside of your comfort zone.\Thank you very much, Teacher!\What is this?\It ain't impossible. Definitely ain't.\Ant?\Sorry. Think you can go without me?\I have something important to take care of. response:	Kuronuma.
context: You worked really hard to do something outside of your comfort zone.\Thank you very much, Teacher!\What is this?\It ain't impossible. Definitely ain't.\Ant?\Sorry. Think you can go without me?\I have something important to take care of.\Kuronuma. response:	Do you have a moment?
context: Thank you very much, Teacher!\What is this?\It ain't impossible. Definitely ain't.\Ant?\Sorry. Think you can go without me?\I have something important to take care of.\Kuronuma.\Do you have a moment? response:	Sawako, we're in a bit of a hurry.
context: What is this?\It ain't impossible. Definitely ain't.\Ant?\Sorry. Think you can go without me?\I have something important to take care of.\Kuronuma.\Do you have a moment?\Sawako, we're in a bit of a hurry. response:	You said you wanted to do a safety inspection, right?
context: It ain't impossible. Definitely ain't.\Ant?\Sorry. Think you can go without me?\I have something important to take care of.\Kuronuma.\Do you have a moment?\Sawako, we're in a bit of a hurry.\You said you wanted to do a safety inspection, right? response:	Oh yeah!
context: Ant?\Sorry. Think you can go without me?\I have something important to take care of.\Kuronuma.\Do you have a moment?\Sawako, we're in a bit of a hurry.\You said you wanted to do a safety inspection, right?\Oh yeah! response:	We're gonna take off, Sawako.
context: Sorry. Think you can go without me?\I have something important to take care of.\Kuronuma.\Do you have a moment?\Sawako, we're in a bit of a hurry.\You said you wanted to do a safety inspection, right?\Oh yeah!\We're gonna take off, Sawako. response:	Today, I'll thank him more naturally and like a friend.
context: I have something important to take care of.\Kuronuma.\Do you have a moment?\Sawako, we're in a bit of a hurry.\You said you wanted to do a safety inspection, right?\Oh yeah!\We're gonna take off, Sawako.\Today, I'll thank him more naturally and like a friend. response:	U-Um!
context: Kuronuma.\Do you have a moment?\Sawako, we're in a bit of a hurry.\You said you wanted to do a safety inspection, right?\Oh yeah!\We're gonna take off, Sawako.\Today, I'll thank him more naturally and like a friend.\U-Um! response:	I interrupted him!
context: Do you have a moment?\Sawako, we're in a bit of a hurry.\You said you wanted to do a safety inspection, right?\Oh yeah!\We're gonna take off, Sawako.\Today, I'll thank him more naturally and like a friend.\U-Um!\I interrupted him! response:	It's okay. You go first.
context: Sawako, we're in a bit of a hurry.\You said you wanted to do a safety inspection, right?\Oh yeah!\We're gonna take off, Sawako.\Today, I'll thank him more naturally and like a friend.\U-Um!\I interrupted him!\It's okay. You go first. response:	I'm sorry.
context: You said you wanted to do a safety inspection, right?\Oh yeah!\We're gonna take off, Sawako.\Today, I'll thank him more naturally and like a friend.\U-Um!\I interrupted him!\It's okay. You go first.\I'm sorry. response:	I-I just... wanted to say thank you for today.
context: Oh yeah!\We're gonna take off, Sawako.\Today, I'll thank him more naturally and like a friend.\U-Um!\I interrupted him!\It's okay. You go first.\I'm sorry.\I-I just... wanted to say thank you for today. response:	I want to be able to thank him better, but I just can't do it.
context: We're gonna take off, Sawako.\Today, I'll thank him more naturally and like a friend.\U-Um!\I interrupted him!\It's okay. You go first.\I'm sorry.\I-I just... wanted to say thank you for today.\I want to be able to thank him better, but I just can't do it. response:	Even though he made me so happy...
context: Today, I'll thank him more naturally and like a friend.\U-Um!\I interrupted him!\It's okay. You go first.\I'm sorry.\I-I just... wanted to say thank you for today.\I want to be able to thank him better, but I just can't do it.\Even though he made me so happy... response:	I don't think standing up there in front of people is my thing, but I
context: U-Um!\I interrupted him!\It's okay. You go first.\I'm sorry.\I-I just... wanted to say thank you for today.\I want to be able to thank him better, but I just can't do it.\Even though he made me so happy...\I don't think standing up there in front of people is my thing, but I response:	I do.
context: I interrupted him!\It's okay. You go first.\I'm sorry.\I-I just... wanted to say thank you for today.\I want to be able to thank him better, but I just can't do it.\Even though he made me so happy...\I don't think standing up there in front of people is my thing, but I\I do. response:	Huh?
context: It's okay. You go first.\I'm sorry.\I-I just... wanted to say thank you for today.\I want to be able to thank him better, but I just can't do it.\Even though he made me so happy...\I don't think standing up there in front of people is my thing, but I\I do.\Huh? response:	I think you have a knack for teaching.
context: I'm sorry.\I-I just... wanted to say thank you for today.\I want to be able to thank him better, but I just can't do it.\Even though he made me so happy...\I don't think standing up there in front of people is my thing, but I\I do.\Huh?\I think you have a knack for teaching. response:	I never, ever want Kazehaya to hate me.
context: I-I just... wanted to say thank you for today.\I want to be able to thank him better, but I just can't do it.\Even though he made me so happy...\I don't think standing up there in front of people is my thing, but I\I do.\Huh?\I think you have a knack for teaching.\I never, ever want Kazehaya to hate me. response:	Oh, and about what I said that day...
context: I want to be able to thank him better, but I just can't do it.\Even though he made me so happy...\I don't think standing up there in front of people is my thing, but I\I do.\Huh?\I think you have a knack for teaching.\I never, ever want Kazehaya to hate me.\Oh, and about what I said that day... response:	You don't need to worry about it.
context: Even though he made me so happy...\I don't think standing up there in front of people is my thing, but I\I do.\Huh?\I think you have a knack for teaching.\I never, ever want Kazehaya to hate me.\Oh, and about what I said that day...\You don't need to worry about it. response:	Forget about it.
context: I don't think standing up there in front of people is my thing, but I\I do.\Huh?\I think you have a knack for teaching.\I never, ever want Kazehaya to hate me.\Oh, and about what I said that day...\You don't need to worry about it.\Forget about it. response:	Hey.
context: I do.\Huh?\I think you have a knack for teaching.\I never, ever want Kazehaya to hate me.\Oh, and about what I said that day...\You don't need to worry about it.\Forget about it.\Hey. response:	I was waiting for you.
context: Huh?\I think you have a knack for teaching.\I never, ever want Kazehaya to hate me.\Oh, and about what I said that day...\You don't need to worry about it.\Forget about it.\Hey.\I was waiting for you. response:	douka ima dake wa furimukanaide
context: I think you have a knack for teaching.\I never, ever want Kazehaya to hate me.\Oh, and about what I said that day...\You don't need to worry about it.\Forget about it.\Hey.\I was waiting for you.\douka ima dake wa furimukanaide response:	Please don't look at me right now
context: I never, ever want Kazehaya to hate me.\Oh, and about what I said that day...\You don't need to worry about it.\Forget about it.\Hey.\I was waiting for you.\douka ima dake wa furimukanaide\Please don't look at me right now response:	yuugure sawagu kaze
context: Oh, and about what I said that day...\You don't need to worry about it.\Forget about it.\Hey.\I was waiting for you.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze response:	The sun's set, the wind's blowing,
context: You don't need to worry about it.\Forget about it.\Hey.\I was waiting for you.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing, response:	furesouna kyouri
context: Forget about it.\Hey.\I was waiting for you.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri response:	and we're so close that we can almost touch
context: Hey.\I was waiting for you.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch response:	kimi wo mitsumeteru zutto
context: I was waiting for you.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto response:	My gaze has always been fixed on you
context: douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you response:	kimi ga suki de
context: Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de response:	I like you
context: yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you response:	kimi ga suki de
context: The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de response:	I've always liked you
context: furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you response:	kono omoi koi demo ii
context: and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii response:	I don't mind if this emotion is what they call love,
context: kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love, response:	kizu tsuitemo ii
context: My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii response:	and I don't care if I get hurt by it
context: kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it response:	nando demo tsutaetai
context: I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai response:	I just want to tell you, over and over again
context: kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again response:	kimi ni todoke
context: I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke response:	I want to reach you
context: kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you response:	Preview
context: I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview response:	Misunderstood
context: kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview\Misunderstood response:	Unconsciously sensitive and always over thinking.
context: and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview\Misunderstood\Unconsciously sensitive and always over thinking. response:	The more I try, the more things...
context: nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview\Misunderstood\Unconsciously sensitive and always over thinking.\The more I try, the more things... response:	Next time: Misunderstood.
