context: Otani's Catastrophic Declaration!! response:	Nobu-chan received her acceptance notice from the undergraduate university in Hokkaido,
context: Um, Otani...\I'm studying. Please be quiet.\Morning.\What's going on?\She cheated on me with that midget she works with.\I told you, you got it all wrong!\How am I wrong?!\I saw it clearly. He definitely kissed you. response:	That...
context: I'm studying. Please be quiet.\Morning.\What's going on?\She cheated on me with that midget she works with.\I told you, you got it all wrong!\How am I wrong?!\I saw it clearly. He definitely kissed you.\That... response:	That was...
context: Morning.\What's going on?\She cheated on me with that midget she works with.\I told you, you got it all wrong!\How am I wrong?!\I saw it clearly. He definitely kissed you.\That...\That was... response:	I had no idea...
context: What's going on?\She cheated on me with that midget she works with.\I told you, you got it all wrong!\How am I wrong?!\I saw it clearly. He definitely kissed you.\That...\That was...\I had no idea... response:	So you only wanted me for my body?
context: She cheated on me with that midget she works with.\I told you, you got it all wrong!\How am I wrong?!\I saw it clearly. He definitely kissed you.\That...\That was...\I had no idea...\So you only wanted me for my body? response:	So it doesn't matter who it is, as long as he's short?
context: I told you, you got it all wrong!\How am I wrong?!\I saw it clearly. He definitely kissed you.\That...\That was...\I had no idea...\So you only wanted me for my body?\So it doesn't matter who it is, as long as he's short? response:	Pervert!
context: How am I wrong?!\I saw it clearly. He definitely kissed you.\That...\That was...\I had no idea...\So you only wanted me for my body?\So it doesn't matter who it is, as long as he's short?\Pervert! response:	Like hell!
context: I saw it clearly. He definitely kissed you.\That...\That was...\I had no idea...\So you only wanted me for my body?\So it doesn't matter who it is, as long as he's short?\Pervert!\Like hell! response:	Who would deliberately look for a boyfriend shorter then herself?
context: That...\That was...\I had no idea...\So you only wanted me for my body?\So it doesn't matter who it is, as long as he's short?\Pervert!\Like hell!\Who would deliberately look for a boyfriend shorter then herself? response:	That's so uncool!
context: That was...\I had no idea...\So you only wanted me for my body?\So it doesn't matter who it is, as long as he's short?\Pervert!\Like hell!\Who would deliberately look for a boyfriend shorter then herself?\That's so uncool! response:	Uncool? You're calling me uncool?!
context: I had no idea...\So you only wanted me for my body?\So it doesn't matter who it is, as long as he's short?\Pervert!\Like hell!\Who would deliberately look for a boyfriend shorter then herself?\That's so uncool!\Uncool? You're calling me uncool?! response:	I don't believe it.
context: So you only wanted me for my body?\So it doesn't matter who it is, as long as he's short?\Pervert!\Like hell!\Who would deliberately look for a boyfriend shorter then herself?\That's so uncool!\Uncool? You're calling me uncool?!\I don't believe it. response:	No matter how busy Otani was with his exams...
context: So it doesn't matter who it is, as long as he's short?\Pervert!\Like hell!\Who would deliberately look for a boyfriend shorter then herself?\That's so uncool!\Uncool? You're calling me uncool?!\I don't believe it.\No matter how busy Otani was with his exams... response:	I never thought you would two-time him!
context: Pervert!\Like hell!\Who would deliberately look for a boyfriend shorter then herself?\That's so uncool!\Uncool? You're calling me uncool?!\I don't believe it.\No matter how busy Otani was with his exams...\I never thought you would two-time him! response:	No...
context: Like hell!\Who would deliberately look for a boyfriend shorter then herself?\That's so uncool!\Uncool? You're calling me uncool?!\I don't believe it.\No matter how busy Otani was with his exams...\I never thought you would two-time him!\No... response:	I didn't think you were like, Risa!
context: Who would deliberately look for a boyfriend shorter then herself?\That's so uncool!\Uncool? You're calling me uncool?!\I don't believe it.\No matter how busy Otani was with his exams...\I never thought you would two-time him!\No...\I didn't think you were like, Risa! response:	I'm so disappointed.
context: That's so uncool!\Uncool? You're calling me uncool?!\I don't believe it.\No matter how busy Otani was with his exams...\I never thought you would two-time him!\No...\I didn't think you were like, Risa!\I'm so disappointed. response:	Pervert!
context: Uncool? You're calling me uncool?!\I don't believe it.\No matter how busy Otani was with his exams...\I never thought you would two-time him!\No...\I didn't think you were like, Risa!\I'm so disappointed.\Pervert! response:	Will you just listen to me?!
context: I don't believe it.\No matter how busy Otani was with his exams...\I never thought you would two-time him!\No...\I didn't think you were like, Risa!\I'm so disappointed.\Pervert!\Will you just listen to me?! response:	You fell asleep?
context: No matter how busy Otani was with his exams...\I never thought you would two-time him!\No...\I didn't think you were like, Risa!\I'm so disappointed.\Pervert!\Will you just listen to me?!\You fell asleep? response:	I'm telling you, there's absolutely nothing going on.
context: I never thought you would two-time him!\No...\I didn't think you were like, Risa!\I'm so disappointed.\Pervert!\Will you just listen to me?!\You fell asleep?\I'm telling you, there's absolutely nothing going on. response:	That's what you say, but he went and did something like that...
context: No...\I didn't think you were like, Risa!\I'm so disappointed.\Pervert!\Will you just listen to me?!\You fell asleep?\I'm telling you, there's absolutely nothing going on.\That's what you say, but he went and did something like that... response:	Who knows what he thinks?
context: I didn't think you were like, Risa!\I'm so disappointed.\Pervert!\Will you just listen to me?!\You fell asleep?\I'm telling you, there's absolutely nothing going on.\That's what you say, but he went and did something like that...\Who knows what he thinks? response:	I don't know, even if you ask me.
context: I'm so disappointed.\Pervert!\Will you just listen to me?!\You fell asleep?\I'm telling you, there's absolutely nothing going on.\That's what you say, but he went and did something like that...\Who knows what he thinks?\I don't know, even if you ask me. response:	Did he say anything?
context: Pervert!\Will you just listen to me?!\You fell asleep?\I'm telling you, there's absolutely nothing going on.\That's what you say, but he went and did something like that...\Who knows what he thinks?\I don't know, even if you ask me.\Did he say anything? response:	Not really.
context: Will you just listen to me?!\You fell asleep?\I'm telling you, there's absolutely nothing going on.\That's what you say, but he went and did something like that...\Who knows what he thinks?\I don't know, even if you ask me.\Did he say anything?\Not really. response:	So ask!
context: You fell asleep?\I'm telling you, there's absolutely nothing going on.\That's what you say, but he went and did something like that...\Who knows what he thinks?\I don't know, even if you ask me.\Did he say anything?\Not really.\So ask! response:	But we'd already finished work...
context: I'm telling you, there's absolutely nothing going on.\That's what you say, but he went and did something like that...\Who knows what he thinks?\I don't know, even if you ask me.\Did he say anything?\Not really.\So ask!\But we'd already finished work... response:	And if I'd stayed to chat, I would've been yelled at.
context: That's what you say, but he went and did something like that...\Who knows what he thinks?\I don't know, even if you ask me.\Did he say anything?\Not really.\So ask!\But we'd already finished work...\And if I'd stayed to chat, I would've been yelled at. response:	Idiot.
context: Who knows what he thinks?\I don't know, even if you ask me.\Did he say anything?\Not really.\So ask!\But we'd already finished work...\And if I'd stayed to chat, I would've been yelled at.\Idiot. response:	Wait. Honestly, I'm not two-timing you.
context: I don't know, even if you ask me.\Did he say anything?\Not really.\So ask!\But we'd already finished work...\And if I'd stayed to chat, I would've been yelled at.\Idiot.\Wait. Honestly, I'm not two-timing you. response:	Can I believe you?
context: Did he say anything?\Not really.\So ask!\But we'd already finished work...\And if I'd stayed to chat, I would've been yelled at.\Idiot.\Wait. Honestly, I'm not two-timing you.\Can I believe you? response:	Of course.
context: Not really.\So ask!\But we'd already finished work...\And if I'd stayed to chat, I would've been yelled at.\Idiot.\Wait. Honestly, I'm not two-timing you.\Can I believe you?\Of course. response:	Then tell that shorty.
context: So ask!\But we'd already finished work...\And if I'd stayed to chat, I would've been yelled at.\Idiot.\Wait. Honestly, I'm not two-timing you.\Can I believe you?\Of course.\Then tell that shorty. response:	Tell him what?
context: But we'd already finished work...\And if I'd stayed to chat, I would've been yelled at.\Idiot.\Wait. Honestly, I'm not two-timing you.\Can I believe you?\Of course.\Then tell that shorty.\Tell him what? response:	Next time he tries to lay a hand on you,
context: And if I'd stayed to chat, I would've been yelled at.\Idiot.\Wait. Honestly, I'm not two-timing you.\Can I believe you?\Of course.\Then tell that shorty.\Tell him what?\Next time he tries to lay a hand on you, response:	Maybe you shouldn't punch him in the nose...
context: Idiot.\Wait. Honestly, I'm not two-timing you.\Can I believe you?\Of course.\Then tell that shorty.\Tell him what?\Next time he tries to lay a hand on you,\Maybe you shouldn't punch him in the nose... response:	I'm serious. I'll really do it.
context: Wait. Honestly, I'm not two-timing you.\Can I believe you?\Of course.\Then tell that shorty.\Tell him what?\Next time he tries to lay a hand on you,\Maybe you shouldn't punch him in the nose...\I'm serious. I'll really do it. response:	I should've hit him when I had the chance.
context: Can I believe you?\Of course.\Then tell that shorty.\Tell him what?\Next time he tries to lay a hand on you,\Maybe you shouldn't punch him in the nose...\I'm serious. I'll really do it.\I should've hit him when I had the chance. response:	Seeing him this upset over me makes me kind of happy.
context: Of course.\Then tell that shorty.\Tell him what?\Next time he tries to lay a hand on you,\Maybe you shouldn't punch him in the nose...\I'm serious. I'll really do it.\I should've hit him when I had the chance.\Seeing him this upset over me makes me kind of happy. response:	This is no laughing matter, idiot.
context: Then tell that shorty.\Tell him what?\Next time he tries to lay a hand on you,\Maybe you shouldn't punch him in the nose...\I'm serious. I'll really do it.\I should've hit him when I had the chance.\Seeing him this upset over me makes me kind of happy.\This is no laughing matter, idiot. response:	I'm sorry about yesterday!
context: Tell him what?\Next time he tries to lay a hand on you,\Maybe you shouldn't punch him in the nose...\I'm serious. I'll really do it.\I should've hit him when I had the chance.\Seeing him this upset over me makes me kind of happy.\This is no laughing matter, idiot.\I'm sorry about yesterday! response:	It was a moment of weakness, and by the time I realized...
context: Next time he tries to lay a hand on you,\Maybe you shouldn't punch him in the nose...\I'm serious. I'll really do it.\I should've hit him when I had the chance.\Seeing him this upset over me makes me kind of happy.\This is no laughing matter, idiot.\I'm sorry about yesterday!\It was a moment of weakness, and by the time I realized... response:	That was your boyfriend, right? I'm so sorry!
context: Maybe you shouldn't punch him in the nose...\I'm serious. I'll really do it.\I should've hit him when I had the chance.\Seeing him this upset over me makes me kind of happy.\This is no laughing matter, idiot.\I'm sorry about yesterday!\It was a moment of weakness, and by the time I realized...\That was your boyfriend, right? I'm so sorry! response:	Kohori-kun...
context: I'm serious. I'll really do it.\I should've hit him when I had the chance.\Seeing him this upset over me makes me kind of happy.\This is no laughing matter, idiot.\I'm sorry about yesterday!\It was a moment of weakness, and by the time I realized...\That was your boyfriend, right? I'm so sorry!\Kohori-kun... response:	It's no big deal. Really.
context: I should've hit him when I had the chance.\Seeing him this upset over me makes me kind of happy.\This is no laughing matter, idiot.\I'm sorry about yesterday!\It was a moment of weakness, and by the time I realized...\That was your boyfriend, right? I'm so sorry!\Kohori-kun...\It's no big deal. Really. response:	You're not mad?
context: Seeing him this upset over me makes me kind of happy.\This is no laughing matter, idiot.\I'm sorry about yesterday!\It was a moment of weakness, and by the time I realized...\That was your boyfriend, right? I'm so sorry!\Kohori-kun...\It's no big deal. Really.\You're not mad? response:	Not really. I was asleep anyway, so I don't remember a thing.
context: This is no laughing matter, idiot.\I'm sorry about yesterday!\It was a moment of weakness, and by the time I realized...\That was your boyfriend, right? I'm so sorry!\Kohori-kun...\It's no big deal. Really.\You're not mad?\Not really. I was asleep anyway, so I don't remember a thing. response:	Thank goodness.
context: I'm sorry about yesterday!\It was a moment of weakness, and by the time I realized...\That was your boyfriend, right? I'm so sorry!\Kohori-kun...\It's no big deal. Really.\You're not mad?\Not really. I was asleep anyway, so I don't remember a thing.\Thank goodness. response:	What is it?
context: It was a moment of weakness, and by the time I realized...\That was your boyfriend, right? I'm so sorry!\Kohori-kun...\It's no big deal. Really.\You're not mad?\Not really. I was asleep anyway, so I don't remember a thing.\Thank goodness.\What is it? response:	Are you busy this Sunday?
context: That was your boyfriend, right? I'm so sorry!\Kohori-kun...\It's no big deal. Really.\You're not mad?\Not really. I was asleep anyway, so I don't remember a thing.\Thank goodness.\What is it?\Are you busy this Sunday? response:	There's an Umibouzu event.
context: Kohori-kun...\It's no big deal. Really.\You're not mad?\Not really. I was asleep anyway, so I don't remember a thing.\Thank goodness.\What is it?\Are you busy this Sunday?\There's an Umibouzu event. response:	Umibouzu... Umibouzu... Umibouzu...
context: It's no big deal. Really.\You're not mad?\Not really. I was asleep anyway, so I don't remember a thing.\Thank goodness.\What is it?\Are you busy this Sunday?\There's an Umibouzu event.\Umibouzu... Umibouzu... Umibouzu... response:	Really? What kind of event?
context: You're not mad?\Not really. I was asleep anyway, so I don't remember a thing.\Thank goodness.\What is it?\Are you busy this Sunday?\There's an Umibouzu event.\Umibouzu... Umibouzu... Umibouzu...\Really? What kind of event? response:	It's a radio event. Only fifty people get to go.
context: Not really. I was asleep anyway, so I don't remember a thing.\Thank goodness.\What is it?\Are you busy this Sunday?\There's an Umibouzu event.\Umibouzu... Umibouzu... Umibouzu...\Really? What kind of event?\It's a radio event. Only fifty people get to go. response:	Wow! And you won?
context: Thank goodness.\What is it?\Are you busy this Sunday?\There's an Umibouzu event.\Umibouzu... Umibouzu... Umibouzu...\Really? What kind of event?\It's a radio event. Only fifty people get to go.\Wow! And you won? response:	Yes! And I'd like to invite you. Is that okay?
context: What is it?\Are you busy this Sunday?\There's an Umibouzu event.\Umibouzu... Umibouzu... Umibouzu...\Really? What kind of event?\It's a radio event. Only fifty people get to go.\Wow! And you won?\Yes! And I'd like to invite you. Is that okay? response:	Even if it's just this once...
context: Are you busy this Sunday?\There's an Umibouzu event.\Umibouzu... Umibouzu... Umibouzu...\Really? What kind of event?\It's a radio event. Only fifty people get to go.\Wow! And you won?\Yes! And I'd like to invite you. Is that okay?\Even if it's just this once... response:	I'd really like to go with you, Koizumi-san.
context: There's an Umibouzu event.\Umibouzu... Umibouzu... Umibouzu...\Really? What kind of event?\It's a radio event. Only fifty people get to go.\Wow! And you won?\Yes! And I'd like to invite you. Is that okay?\Even if it's just this once...\I'd really like to go with you, Koizumi-san. response:	I won't do anything that will make trouble for you!
context: Umibouzu... Umibouzu... Umibouzu...\Really? What kind of event?\It's a radio event. Only fifty people get to go.\Wow! And you won?\Yes! And I'd like to invite you. Is that okay?\Even if it's just this once...\I'd really like to go with you, Koizumi-san.\I won't do anything that will make trouble for you! response:	You don't want to come?
context: Really? What kind of event?\It's a radio event. Only fifty people get to go.\Wow! And you won?\Yes! And I'd like to invite you. Is that okay?\Even if it's just this once...\I'd really like to go with you, Koizumi-san.\I won't do anything that will make trouble for you!\You don't want to come? response:	Wh-What should I do?
context: It's a radio event. Only fifty people get to go.\Wow! And you won?\Yes! And I'd like to invite you. Is that okay?\Even if it's just this once...\I'd really like to go with you, Koizumi-san.\I won't do anything that will make trouble for you!\You don't want to come?\Wh-What should I do? response:	Can I go? Taking everything into consideration it's obvious that I shouldn't...
context: Wow! And you won?\Yes! And I'd like to invite you. Is that okay?\Even if it's just this once...\I'd really like to go with you, Koizumi-san.\I won't do anything that will make trouble for you!\You don't want to come?\Wh-What should I do?\Can I go? Taking everything into consideration it's obvious that I shouldn't... response:	Even if I'm not interested in him, going to a concert with him after what happened is...
context: Yes! And I'd like to invite you. Is that okay?\Even if it's just this once...\I'd really like to go with you, Koizumi-san.\I won't do anything that will make trouble for you!\You don't want to come?\Wh-What should I do?\Can I go? Taking everything into consideration it's obvious that I shouldn't...\Even if I'm not interested in him, going to a concert with him after what happened is... response:	There's no excuse this time.
context: Even if it's just this once...\I'd really like to go with you, Koizumi-san.\I won't do anything that will make trouble for you!\You don't want to come?\Wh-What should I do?\Can I go? Taking everything into consideration it's obvious that I shouldn't...\Even if I'm not interested in him, going to a concert with him after what happened is...\There's no excuse this time. response:	I can't.
context: I'd really like to go with you, Koizumi-san.\I won't do anything that will make trouble for you!\You don't want to come?\Wh-What should I do?\Can I go? Taking everything into consideration it's obvious that I shouldn't...\Even if I'm not interested in him, going to a concert with him after what happened is...\There's no excuse this time.\I can't. response:	No way. No way.
context: I won't do anything that will make trouble for you!\You don't want to come?\Wh-What should I do?\Can I go? Taking everything into consideration it's obvious that I shouldn't...\Even if I'm not interested in him, going to a concert with him after what happened is...\There's no excuse this time.\I can't.\No way. No way. response:	No way! No way! No way!
context: You don't want to come?\Wh-What should I do?\Can I go? Taking everything into consideration it's obvious that I shouldn't...\Even if I'm not interested in him, going to a concert with him after what happened is...\There's no excuse this time.\I can't.\No way. No way.\No way! No way! No way! response:	So... it's a no, then?
context: Wh-What should I do?\Can I go? Taking everything into consideration it's obvious that I shouldn't...\Even if I'm not interested in him, going to a concert with him after what happened is...\There's no excuse this time.\I can't.\No way. No way.\No way! No way! No way!\So... it's a no, then? response:	I'll come.
context: Can I go? Taking everything into consideration it's obvious that I shouldn't...\Even if I'm not interested in him, going to a concert with him after what happened is...\There's no excuse this time.\I can't.\No way. No way.\No way! No way! No way!\So... it's a no, then?\I'll come. response:	Yay!
context: Even if I'm not interested in him, going to a concert with him after what happened is...\There's no excuse this time.\I can't.\No way. No way.\No way! No way! No way!\So... it's a no, then?\I'll come.\Yay! response:	Yay, yay, yay!
context: There's no excuse this time.\I can't.\No way. No way.\No way! No way! No way!\So... it's a no, then?\I'll come.\Yay!\Yay, yay, yay! response:	I'm the world's biggest idiot!
context: I can't.\No way. No way.\No way! No way! No way!\So... it's a no, then?\I'll come.\Yay!\Yay, yay, yay!\I'm the world's biggest idiot! response:	I couldn't say no to him!
context: No way. No way.\No way! No way! No way!\So... it's a no, then?\I'll come.\Yay!\Yay, yay, yay!\I'm the world's biggest idiot!\I couldn't say no to him! response:	But it's not cheating. We're just going to a concert.
context: No way! No way! No way!\So... it's a no, then?\I'll come.\Yay!\Yay, yay, yay!\I'm the world's biggest idiot!\I couldn't say no to him!\But it's not cheating. We're just going to a concert. response:	I'll hurry there and then hurry on home once it's finished.
context: So... it's a no, then?\I'll come.\Yay!\Yay, yay, yay!\I'm the world's biggest idiot!\I couldn't say no to him!\But it's not cheating. We're just going to a concert.\I'll hurry there and then hurry on home once it's finished. response:	Thank you, baby!
context: I'll come.\Yay!\Yay, yay, yay!\I'm the world's biggest idiot!\I couldn't say no to him!\But it's not cheating. We're just going to a concert.\I'll hurry there and then hurry on home once it's finished.\Thank you, baby! response:	See you again at Osaka Castle Hall next year!
context: Yay!\Yay, yay, yay!\I'm the world's biggest idiot!\I couldn't say no to him!\But it's not cheating. We're just going to a concert.\I'll hurry there and then hurry on home once it's finished.\Thank you, baby!\See you again at Osaka Castle Hall next year! response:	Okay. That ends our broadcast of the Umibouzu concert.
context: Yay, yay, yay!\I'm the world's biggest idiot!\I couldn't say no to him!\But it's not cheating. We're just going to a concert.\I'll hurry there and then hurry on home once it's finished.\Thank you, baby!\See you again at Osaka Castle Hall next year!\Okay. That ends our broadcast of the Umibouzu concert. response:	She was at work, so she'll definitely be happy when I give this to her.
context: I'm the world's biggest idiot!\I couldn't say no to him!\But it's not cheating. We're just going to a concert.\I'll hurry there and then hurry on home once it's finished.\Thank you, baby!\See you again at Osaka Castle Hall next year!\Okay. That ends our broadcast of the Umibouzu concert.\She was at work, so she'll definitely be happy when I give this to her. response:	It was an invite-only concert, after all. A once in a lifetime thing!
context: I couldn't say no to him!\But it's not cheating. We're just going to a concert.\I'll hurry there and then hurry on home once it's finished.\Thank you, baby!\See you again at Osaka Castle Hall next year!\Okay. That ends our broadcast of the Umibouzu concert.\She was at work, so she'll definitely be happy when I give this to her.\It was an invite-only concert, after all. A once in a lifetime thing! response:	That was great!
context: But it's not cheating. We're just going to a concert.\I'll hurry there and then hurry on home once it's finished.\Thank you, baby!\See you again at Osaka Castle Hall next year!\Okay. That ends our broadcast of the Umibouzu concert.\She was at work, so she'll definitely be happy when I give this to her.\It was an invite-only concert, after all. A once in a lifetime thing!\That was great! response:	That was my first time seeing Umibouzu perform before such a small audience.
context: I'll hurry there and then hurry on home once it's finished.\Thank you, baby!\See you again at Osaka Castle Hall next year!\Okay. That ends our broadcast of the Umibouzu concert.\She was at work, so she'll definitely be happy when I give this to her.\It was an invite-only concert, after all. A once in a lifetime thing!\That was great!\That was my first time seeing Umibouzu perform before such a small audience. response:	Me too, me too!
context: Thank you, baby!\See you again at Osaka Castle Hall next year!\Okay. That ends our broadcast of the Umibouzu concert.\She was at work, so she'll definitely be happy when I give this to her.\It was an invite-only concert, after all. A once in a lifetime thing!\That was great!\That was my first time seeing Umibouzu perform before such a small audience.\Me too, me too! response:	Thank you for inviting me to such a great event.
context: See you again at Osaka Castle Hall next year!\Okay. That ends our broadcast of the Umibouzu concert.\She was at work, so she'll definitely be happy when I give this to her.\It was an invite-only concert, after all. A once in a lifetime thing!\That was great!\That was my first time seeing Umibouzu perform before such a small audience.\Me too, me too!\Thank you for inviting me to such a great event. response:	I'm glad I finally asked you out. I'm so happy!
context: Okay. That ends our broadcast of the Umibouzu concert.\She was at work, so she'll definitely be happy when I give this to her.\It was an invite-only concert, after all. A once in a lifetime thing!\That was great!\That was my first time seeing Umibouzu perform before such a small audience.\Me too, me too!\Thank you for inviting me to such a great event.\I'm glad I finally asked you out. I'm so happy! response:	Why is that?
context: She was at work, so she'll definitely be happy when I give this to her.\It was an invite-only concert, after all. A once in a lifetime thing!\That was great!\That was my first time seeing Umibouzu perform before such a small audience.\Me too, me too!\Thank you for inviting me to such a great event.\I'm glad I finally asked you out. I'm so happy!\Why is that? response:	Koizumi-san!
context: It was an invite-only concert, after all. A once in a lifetime thing!\That was great!\That was my first time seeing Umibouzu perform before such a small audience.\Me too, me too!\Thank you for inviting me to such a great event.\I'm glad I finally asked you out. I'm so happy!\Why is that?\Koizumi-san! response:	Actually, I...
context: That was great!\That was my first time seeing Umibouzu perform before such a small audience.\Me too, me too!\Thank you for inviting me to such a great event.\I'm glad I finally asked you out. I'm so happy!\Why is that?\Koizumi-san!\Actually, I... response:	Actually, I... towards you...
context: That was my first time seeing Umibouzu perform before such a small audience.\Me too, me too!\Thank you for inviting me to such a great event.\I'm glad I finally asked you out. I'm so happy!\Why is that?\Koizumi-san!\Actually, I...\Actually, I... towards you... response:	It appeared!
context: Me too, me too!\Thank you for inviting me to such a great event.\I'm glad I finally asked you out. I'm so happy!\Why is that?\Koizumi-san!\Actually, I...\Actually, I... towards you...\It appeared! response:	What are you doing?
context: Thank you for inviting me to such a great event.\I'm glad I finally asked you out. I'm so happy!\Why is that?\Koizumi-san!\Actually, I...\Actually, I... towards you...\It appeared!\What are you doing? response:	Otani...
context: I'm glad I finally asked you out. I'm so happy!\Why is that?\Koizumi-san!\Actually, I...\Actually, I... towards you...\It appeared!\What are you doing?\Otani... response:	Don't laugh! I'm asking you what you're doing!
context: Why is that?\Koizumi-san!\Actually, I...\Actually, I... towards you...\It appeared!\What are you doing?\Otani...\Don't laugh! I'm asking you what you're doing! response:	It's not what you think!
context: Koizumi-san!\Actually, I...\Actually, I... towards you...\It appeared!\What are you doing?\Otani...\Don't laugh! I'm asking you what you're doing!\It's not what you think! response:	I was the one who pressured her into going to the Umibouzu concert with me.
context: Actually, I...\Actually, I... towards you...\It appeared!\What are you doing?\Otani...\Don't laugh! I'm asking you what you're doing!\It's not what you think!\I was the one who pressured her into going to the Umibouzu concert with me. response:	Koizumi-san didn't do anything wrong!
context: Actually, I... towards you...\It appeared!\What are you doing?\Otani...\Don't laugh! I'm asking you what you're doing!\It's not what you think!\I was the one who pressured her into going to the Umibouzu concert with me.\Koizumi-san didn't do anything wrong! response:	Kohori-kun...
context: It appeared!\What are you doing?\Otani...\Don't laugh! I'm asking you what you're doing!\It's not what you think!\I was the one who pressured her into going to the Umibouzu concert with me.\Koizumi-san didn't do anything wrong!\Kohori-kun... response:	So the two of you went to a concert together?
context: What are you doing?\Otani...\Don't laugh! I'm asking you what you're doing!\It's not what you think!\I was the one who pressured her into going to the Umibouzu concert with me.\Koizumi-san didn't do anything wrong!\Kohori-kun...\So the two of you went to a concert together? response:	It's not like that. I was the one who really wanted to go to the concert.
context: Otani...\Don't laugh! I'm asking you what you're doing!\It's not what you think!\I was the one who pressured her into going to the Umibouzu concert with me.\Koizumi-san didn't do anything wrong!\Kohori-kun...\So the two of you went to a concert together?\It's not like that. I was the one who really wanted to go to the concert. response:	I'm the one who's in the wrong, so if you really want to break someone's nose, break mine.
context: Don't laugh! I'm asking you what you're doing!\It's not what you think!\I was the one who pressured her into going to the Umibouzu concert with me.\Koizumi-san didn't do anything wrong!\Kohori-kun...\So the two of you went to a concert together?\It's not like that. I was the one who really wanted to go to the concert.\I'm the one who's in the wrong, so if you really want to break someone's nose, break mine. response:	Otani...
context: It's not what you think!\I was the one who pressured her into going to the Umibouzu concert with me.\Koizumi-san didn't do anything wrong!\Kohori-kun...\So the two of you went to a concert together?\It's not like that. I was the one who really wanted to go to the concert.\I'm the one who's in the wrong, so if you really want to break someone's nose, break mine.\Otani... response:	Whatever. I don't care anymore.
context: I was the one who pressured her into going to the Umibouzu concert with me.\Koizumi-san didn't do anything wrong!\Kohori-kun...\So the two of you went to a concert together?\It's not like that. I was the one who really wanted to go to the concert.\I'm the one who's in the wrong, so if you really want to break someone's nose, break mine.\Otani...\Whatever. I don't care anymore. response:	How stupid...
context: Koizumi-san didn't do anything wrong!\Kohori-kun...\So the two of you went to a concert together?\It's not like that. I was the one who really wanted to go to the concert.\I'm the one who's in the wrong, so if you really want to break someone's nose, break mine.\Otani...\Whatever. I don't care anymore.\How stupid... response:	I'm breaking up with you.
context: Kohori-kun...\So the two of you went to a concert together?\It's not like that. I was the one who really wanted to go to the concert.\I'm the one who's in the wrong, so if you really want to break someone's nose, break mine.\Otani...\Whatever. I don't care anymore.\How stupid...\I'm breaking up with you. response:	I can't go out with someone like you anymore!
context: So the two of you went to a concert together?\It's not like that. I was the one who really wanted to go to the concert.\I'm the one who's in the wrong, so if you really want to break someone's nose, break mine.\Otani...\Whatever. I don't care anymore.\How stupid...\I'm breaking up with you.\I can't go out with someone like you anymore! response:	Otani...
context: It's not like that. I was the one who really wanted to go to the concert.\I'm the one who's in the wrong, so if you really want to break someone's nose, break mine.\Otani...\Whatever. I don't care anymore.\How stupid...\I'm breaking up with you.\I can't go out with someone like you anymore!\Otani... response:	Don't say you're going to break up with me.
context: I'm the one who's in the wrong, so if you really want to break someone's nose, break mine.\Otani...\Whatever. I don't care anymore.\How stupid...\I'm breaking up with you.\I can't go out with someone like you anymore!\Otani...\Don't say you're going to break up with me. response:	Do what you want with that midget, Koizumi.
context: Otani...\Whatever. I don't care anymore.\How stupid...\I'm breaking up with you.\I can't go out with someone like you anymore!\Otani...\Don't say you're going to break up with me.\Do what you want with that midget, Koizumi. response:	What do you mean, midget? He's taller than you.
context: Whatever. I don't care anymore.\How stupid...\I'm breaking up with you.\I can't go out with someone like you anymore!\Otani...\Don't say you're going to break up with me.\Do what you want with that midget, Koizumi.\What do you mean, midget? He's taller than you. response:	Shut your mouth!
context: How stupid...\I'm breaking up with you.\I can't go out with someone like you anymore!\Otani...\Don't say you're going to break up with me.\Do what you want with that midget, Koizumi.\What do you mean, midget? He's taller than you.\Shut your mouth! response:	Lovely Complex Love Com.
context: I'm breaking up with you.\I can't go out with someone like you anymore!\Otani...\Don't say you're going to break up with me.\Do what you want with that midget, Koizumi.\What do you mean, midget? He's taller than you.\Shut your mouth!\Lovely Complex Love Com. response:	Next: Many Future Paths!! The Circumstances We All Bear.
context: I can't go out with someone like you anymore!\Otani...\Don't say you're going to break up with me.\Do what you want with that midget, Koizumi.\What do you mean, midget? He's taller than you.\Shut your mouth!\Lovely Complex Love Com.\Next: Many Future Paths!! The Circumstances We All Bear. response:	Many Future Paths!! The Circumstances We All Bear.
context: Otani...\Don't say you're going to break up with me.\Do what you want with that midget, Koizumi.\What do you mean, midget? He's taller than you.\Shut your mouth!\Lovely Complex Love Com.\Next: Many Future Paths!! The Circumstances We All Bear.\Many Future Paths!! The Circumstances We All Bear. response:	Be sure to watch!
