context: Whoa! response:	A Rising Meowstball!
context: What are you doing?\In my home country of Tevua, we celebrate the Festival of the Stars tonight.\Everyone makes a wish and performs a ceremony.\A ceremony?\Oh!\Would you mind helping me with it?\Our meeting here must've been fate!\There's a better chance of it working with two people. response:	S-Sure...
context: In my home country of Tevua, we celebrate the Festival of the Stars tonight.\Everyone makes a wish and performs a ceremony.\A ceremony?\Oh!\Would you mind helping me with it?\Our meeting here must've been fate!\There's a better chance of it working with two people.\S-Sure... response:	Wafu!
context: Everyone makes a wish and performs a ceremony.\A ceremony?\Oh!\Would you mind helping me with it?\Our meeting here must've been fate!\There's a better chance of it working with two people.\S-Sure...\Wafu! response:	Thank you!
context: A ceremony?\Oh!\Would you mind helping me with it?\Our meeting here must've been fate!\There's a better chance of it working with two people.\S-Sure...\Wafu!\Thank you! response:	Wafu!
context: Oh!\Would you mind helping me with it?\Our meeting here must've been fate!\There's a better chance of it working with two people.\S-Sure...\Wafu!\Thank you!\Wafu! response:	Have a seat!
context: Would you mind helping me with it?\Our meeting here must've been fate!\There's a better chance of it working with two people.\S-Sure...\Wafu!\Thank you!\Wafu!\Have a seat! response:	Like this?
context: Our meeting here must've been fate!\There's a better chance of it working with two people.\S-Sure...\Wafu!\Thank you!\Wafu!\Have a seat!\Like this? response:	Yes. Now then, let's start.
context: There's a better chance of it working with two people.\S-Sure...\Wafu!\Thank you!\Wafu!\Have a seat!\Like this?\Yes. Now then, let's start. response:	Before that, could I ask what we're doing?
context: S-Sure...\Wafu!\Thank you!\Wafu!\Have a seat!\Like this?\Yes. Now then, let's start.\Before that, could I ask what we're doing? response:	The old island nation of Tevua has some strange traditions.
context: Wafu!\Thank you!\Wafu!\Have a seat!\Like this?\Yes. Now then, let's start.\Before that, could I ask what we're doing?\The old island nation of Tevua has some strange traditions. response:	This is water.
context: Thank you!\Wafu!\Have a seat!\Like this?\Yes. Now then, let's start.\Before that, could I ask what we're doing?\The old island nation of Tevua has some strange traditions.\This is water. response:	Is that... cocoa I smell?
context: Wafu!\Have a seat!\Like this?\Yes. Now then, let's start.\Before that, could I ask what we're doing?\The old island nation of Tevua has some strange traditions.\This is water.\Is that... cocoa I smell? response:	Yes.
context: Have a seat!\Like this?\Yes. Now then, let's start.\Before that, could I ask what we're doing?\The old island nation of Tevua has some strange traditions.\This is water.\Is that... cocoa I smell?\Yes. response:	This is a mixture of flour and cocoa powder.
context: Like this?\Yes. Now then, let's start.\Before that, could I ask what we're doing?\The old island nation of Tevua has some strange traditions.\This is water.\Is that... cocoa I smell?\Yes.\This is a mixture of flour and cocoa powder. response:	You draw a crest on your body with this.
context: Yes. Now then, let's start.\Before that, could I ask what we're doing?\The old island nation of Tevua has some strange traditions.\This is water.\Is that... cocoa I smell?\Yes.\This is a mixture of flour and cocoa powder.\You draw a crest on your body with this. response:	A crest?
context: Before that, could I ask what we're doing?\The old island nation of Tevua has some strange traditions.\This is water.\Is that... cocoa I smell?\Yes.\This is a mixture of flour and cocoa powder.\You draw a crest on your body with this.\A crest? response:	You mean like a family crest?
context: The old island nation of Tevua has some strange traditions.\This is water.\Is that... cocoa I smell?\Yes.\This is a mixture of flour and cocoa powder.\You draw a crest on your body with this.\A crest?\You mean like a family crest? response:	Yeah. Like a family crest.
context: This is water.\Is that... cocoa I smell?\Yes.\This is a mixture of flour and cocoa powder.\You draw a crest on your body with this.\A crest?\You mean like a family crest?\Yeah. Like a family crest. response:	A Strugatskaya family crest.
context: Is that... cocoa I smell?\Yes.\This is a mixture of flour and cocoa powder.\You draw a crest on your body with this.\A crest?\You mean like a family crest?\Yeah. Like a family crest.\A Strugatskaya family crest. response:	Struga...
context: Yes.\This is a mixture of flour and cocoa powder.\You draw a crest on your body with this.\A crest?\You mean like a family crest?\Yeah. Like a family crest.\A Strugatskaya family crest.\Struga... response:	It's my other name.
context: This is a mixture of flour and cocoa powder.\You draw a crest on your body with this.\A crest?\You mean like a family crest?\Yeah. Like a family crest.\A Strugatskaya family crest.\Struga...\It's my other name. response:	Kudryavka Anatolyevna Strugatskaya.
context: You draw a crest on your body with this.\A crest?\You mean like a family crest?\Yeah. Like a family crest.\A Strugatskaya family crest.\Struga...\It's my other name.\Kudryavka Anatolyevna Strugatskaya. response:	I'm a foolish girl, so everyone laughs when I say it.
context: A crest?\You mean like a family crest?\Yeah. Like a family crest.\A Strugatskaya family crest.\Struga...\It's my other name.\Kudryavka Anatolyevna Strugatskaya.\I'm a foolish girl, so everyone laughs when I say it. response:	Keep it a secret for me, okay?
context: You mean like a family crest?\Yeah. Like a family crest.\A Strugatskaya family crest.\Struga...\It's my other name.\Kudryavka Anatolyevna Strugatskaya.\I'm a foolish girl, so everyone laughs when I say it.\Keep it a secret for me, okay? response:	Sure, I will.
context: Yeah. Like a family crest.\A Strugatskaya family crest.\Struga...\It's my other name.\Kudryavka Anatolyevna Strugatskaya.\I'm a foolish girl, so everyone laughs when I say it.\Keep it a secret for me, okay?\Sure, I will. response:	Now, put your hand in and mix it.
context: A Strugatskaya family crest.\Struga...\It's my other name.\Kudryavka Anatolyevna Strugatskaya.\I'm a foolish girl, so everyone laughs when I say it.\Keep it a secret for me, okay?\Sure, I will.\Now, put your hand in and mix it. response:	Okay.
context: Struga...\It's my other name.\Kudryavka Anatolyevna Strugatskaya.\I'm a foolish girl, so everyone laughs when I say it.\Keep it a secret for me, okay?\Sure, I will.\Now, put your hand in and mix it.\Okay. response:	It reminds me of when I played with mud as a kid.
context: It's my other name.\Kudryavka Anatolyevna Strugatskaya.\I'm a foolish girl, so everyone laughs when I say it.\Keep it a secret for me, okay?\Sure, I will.\Now, put your hand in and mix it.\Okay.\It reminds me of when I played with mud as a kid. response:	I just thought the same thing!
context: Kudryavka Anatolyevna Strugatskaya.\I'm a foolish girl, so everyone laughs when I say it.\Keep it a secret for me, okay?\Sure, I will.\Now, put your hand in and mix it.\Okay.\It reminds me of when I played with mud as a kid.\I just thought the same thing! response:	In Tevua, there's a myth that, on a starry night,
context: I'm a foolish girl, so everyone laughs when I say it.\Keep it a secret for me, okay?\Sure, I will.\Now, put your hand in and mix it.\Okay.\It reminds me of when I played with mud as a kid.\I just thought the same thing!\In Tevua, there's a myth that, on a starry night, response:	part of the body of a god was cut off, which turned into the island.
context: Keep it a secret for me, okay?\Sure, I will.\Now, put your hand in and mix it.\Okay.\It reminds me of when I played with mud as a kid.\I just thought the same thing!\In Tevua, there's a myth that, on a starry night,\part of the body of a god was cut off, which turned into the island. response:	The ancient people wrote the name of the god on all sorts of things, so that they would never forget.
context: Sure, I will.\Now, put your hand in and mix it.\Okay.\It reminds me of when I played with mud as a kid.\I just thought the same thing!\In Tevua, there's a myth that, on a starry night,\part of the body of a god was cut off, which turned into the island.\The ancient people wrote the name of the god on all sorts of things, so that they would never forget. response:	And so, people draw their family crest or their own symbol on their bodies on the Festival of the Stars.
context: Now, put your hand in and mix it.\Okay.\It reminds me of when I played with mud as a kid.\I just thought the same thing!\In Tevua, there's a myth that, on a starry night,\part of the body of a god was cut off, which turned into the island.\The ancient people wrote the name of the god on all sorts of things, so that they would never forget.\And so, people draw their family crest or their own symbol on their bodies on the Festival of the Stars. response:	This crest is a symbol my mom thought up just for me.
context: Okay.\It reminds me of when I played with mud as a kid.\I just thought the same thing!\In Tevua, there's a myth that, on a starry night,\part of the body of a god was cut off, which turned into the island.\The ancient people wrote the name of the god on all sorts of things, so that they would never forget.\And so, people draw their family crest or their own symbol on their bodies on the Festival of the Stars.\This crest is a symbol my mom thought up just for me. response:	It means become a good gear of the world.
context: It reminds me of when I played with mud as a kid.\I just thought the same thing!\In Tevua, there's a myth that, on a starry night,\part of the body of a god was cut off, which turned into the island.\The ancient people wrote the name of the god on all sorts of things, so that they would never forget.\And so, people draw their family crest or their own symbol on their bodies on the Festival of the Stars.\This crest is a symbol my mom thought up just for me.\It means become a good gear of the world. response:	A good gear of the world?
context: I just thought the same thing!\In Tevua, there's a myth that, on a starry night,\part of the body of a god was cut off, which turned into the island.\The ancient people wrote the name of the god on all sorts of things, so that they would never forget.\And so, people draw their family crest or their own symbol on their bodies on the Festival of the Stars.\This crest is a symbol my mom thought up just for me.\It means become a good gear of the world.\A good gear of the world? response:	What does that mean?
context: In Tevua, there's a myth that, on a starry night,\part of the body of a god was cut off, which turned into the island.\The ancient people wrote the name of the god on all sorts of things, so that they would never forget.\And so, people draw their family crest or their own symbol on their bodies on the Festival of the Stars.\This crest is a symbol my mom thought up just for me.\It means become a good gear of the world.\A good gear of the world?\What does that mean? response:	It looks kind of weird, doesn't it?
context: part of the body of a god was cut off, which turned into the island.\The ancient people wrote the name of the god on all sorts of things, so that they would never forget.\And so, people draw their family crest or their own symbol on their bodies on the Festival of the Stars.\This crest is a symbol my mom thought up just for me.\It means become a good gear of the world.\A good gear of the world?\What does that mean?\It looks kind of weird, doesn't it? response:	No, it doesn't.
context: The ancient people wrote the name of the god on all sorts of things, so that they would never forget.\And so, people draw their family crest or their own symbol on their bodies on the Festival of the Stars.\This crest is a symbol my mom thought up just for me.\It means become a good gear of the world.\A good gear of the world?\What does that mean?\It looks kind of weird, doesn't it?\No, it doesn't. response:	How can I put it...
context: And so, people draw their family crest or their own symbol on their bodies on the Festival of the Stars.\This crest is a symbol my mom thought up just for me.\It means become a good gear of the world.\A good gear of the world?\What does that mean?\It looks kind of weird, doesn't it?\No, it doesn't.\How can I put it... response:	It's tasteful?
context: This crest is a symbol my mom thought up just for me.\It means become a good gear of the world.\A good gear of the world?\What does that mean?\It looks kind of weird, doesn't it?\No, it doesn't.\How can I put it...\It's tasteful? response:	It has a certain taste to it?
context: It means become a good gear of the world.\A good gear of the world?\What does that mean?\It looks kind of weird, doesn't it?\No, it doesn't.\How can I put it...\It's tasteful?\It has a certain taste to it? response:	Yeah, that. The shape has a certain taste to it.
context: A good gear of the world?\What does that mean?\It looks kind of weird, doesn't it?\No, it doesn't.\How can I put it...\It's tasteful?\It has a certain taste to it?\Yeah, that. The shape has a certain taste to it. response:	Alright, then. Next to you!
context: What does that mean?\It looks kind of weird, doesn't it?\No, it doesn't.\How can I put it...\It's tasteful?\It has a certain taste to it?\Yeah, that. The shape has a certain taste to it.\Alright, then. Next to you! response:	Could you draw the same crest on my back?
context: It looks kind of weird, doesn't it?\No, it doesn't.\How can I put it...\It's tasteful?\It has a certain taste to it?\Yeah, that. The shape has a certain taste to it.\Alright, then. Next to you!\Could you draw the same crest on my back? response:	Huh?
context: No, it doesn't.\How can I put it...\It's tasteful?\It has a certain taste to it?\Yeah, that. The shape has a certain taste to it.\Alright, then. Next to you!\Could you draw the same crest on my back?\Huh? response:	You're supposed to draw the crest on your back.
context: How can I put it...\It's tasteful?\It has a certain taste to it?\Yeah, that. The shape has a certain taste to it.\Alright, then. Next to you!\Could you draw the same crest on my back?\Huh?\You're supposed to draw the crest on your back. response:	Huh?
context: It's tasteful?\It has a certain taste to it?\Yeah, that. The shape has a certain taste to it.\Alright, then. Next to you!\Could you draw the same crest on my back?\Huh?\You're supposed to draw the crest on your back.\Huh? response:	I can't do it on my own, so I wasn't going to, but...
context: It has a certain taste to it?\Yeah, that. The shape has a certain taste to it.\Alright, then. Next to you!\Could you draw the same crest on my back?\Huh?\You're supposed to draw the crest on your back.\Huh?\I can't do it on my own, so I wasn't going to, but... response:	Would you mind doing it?
context: Yeah, that. The shape has a certain taste to it.\Alright, then. Next to you!\Could you draw the same crest on my back?\Huh?\You're supposed to draw the crest on your back.\Huh?\I can't do it on my own, so I wasn't going to, but...\Would you mind doing it? response:	So, draw the same crest you did?
context: Alright, then. Next to you!\Could you draw the same crest on my back?\Huh?\You're supposed to draw the crest on your back.\Huh?\I can't do it on my own, so I wasn't going to, but...\Would you mind doing it?\So, draw the same crest you did? response:	Yes.
context: Could you draw the same crest on my back?\Huh?\You're supposed to draw the crest on your back.\Huh?\I can't do it on my own, so I wasn't going to, but...\Would you mind doing it?\So, draw the same crest you did?\Yes. response:	It doesn't matter how you draw it.
context: Huh?\You're supposed to draw the crest on your back.\Huh?\I can't do it on my own, so I wasn't going to, but...\Would you mind doing it?\So, draw the same crest you did?\Yes.\It doesn't matter how you draw it. response:	Is this fine?
context: You're supposed to draw the crest on your back.\Huh?\I can't do it on my own, so I wasn't going to, but...\Would you mind doing it?\So, draw the same crest you did?\Yes.\It doesn't matter how you draw it.\Is this fine? response:	Thank you very much!
context: Huh?\I can't do it on my own, so I wasn't going to, but...\Would you mind doing it?\So, draw the same crest you did?\Yes.\It doesn't matter how you draw it.\Is this fine?\Thank you very much! response:	Was that a Russian song?
context: I can't do it on my own, so I wasn't going to, but...\Would you mind doing it?\So, draw the same crest you did?\Yes.\It doesn't matter how you draw it.\Is this fine?\Thank you very much!\Was that a Russian song? response:	Yes.
context: Would you mind doing it?\So, draw the same crest you did?\Yes.\It doesn't matter how you draw it.\Is this fine?\Thank you very much!\Was that a Russian song?\Yes. response:	My mom taught it to me when I was young.
context: So, draw the same crest you did?\Yes.\It doesn't matter how you draw it.\Is this fine?\Thank you very much!\Was that a Russian song?\Yes.\My mom taught it to me when I was young. response:	I haven't seen her in a long time.
context: Yes.\It doesn't matter how you draw it.\Is this fine?\Thank you very much!\Was that a Russian song?\Yes.\My mom taught it to me when I was young.\I haven't seen her in a long time. response:	What kind of person is your mom?
context: It doesn't matter how you draw it.\Is this fine?\Thank you very much!\Was that a Russian song?\Yes.\My mom taught it to me when I was young.\I haven't seen her in a long time.\What kind of person is your mom? response:	She's... the type of person who loves space.
context: Is this fine?\Thank you very much!\Was that a Russian song?\Yes.\My mom taught it to me when I was young.\I haven't seen her in a long time.\What kind of person is your mom?\She's... the type of person who loves space. response:	Whenever she starts talking about the stars, she can't stop.
context: Thank you very much!\Was that a Russian song?\Yes.\My mom taught it to me when I was young.\I haven't seen her in a long time.\What kind of person is your mom?\She's... the type of person who loves space.\Whenever she starts talking about the stars, she can't stop. response:	She would look at the night sky and say, Maybe Le Petit Prince will come tonight.
context: Was that a Russian song?\Yes.\My mom taught it to me when I was young.\I haven't seen her in a long time.\What kind of person is your mom?\She's... the type of person who loves space.\Whenever she starts talking about the stars, she can't stop.\She would look at the night sky and say, Maybe Le Petit Prince will come tonight. response:	Le Petit Prince?
context: Yes.\My mom taught it to me when I was young.\I haven't seen her in a long time.\What kind of person is your mom?\She's... the type of person who loves space.\Whenever she starts talking about the stars, she can't stop.\She would look at the night sky and say, Maybe Le Petit Prince will come tonight.\Le Petit Prince? response:	The Little Prince?
context: My mom taught it to me when I was young.\I haven't seen her in a long time.\What kind of person is your mom?\She's... the type of person who loves space.\Whenever she starts talking about the stars, she can't stop.\She would look at the night sky and say, Maybe Le Petit Prince will come tonight.\Le Petit Prince?\The Little Prince? response:	Yeah!
context: I haven't seen her in a long time.\What kind of person is your mom?\She's... the type of person who loves space.\Whenever she starts talking about the stars, she can't stop.\She would look at the night sky and say, Maybe Le Petit Prince will come tonight.\Le Petit Prince?\The Little Prince?\Yeah! response:	You must've gotten a lot from your mom.
context: What kind of person is your mom?\She's... the type of person who loves space.\Whenever she starts talking about the stars, she can't stop.\She would look at the night sky and say, Maybe Le Petit Prince will come tonight.\Le Petit Prince?\The Little Prince?\Yeah!\You must've gotten a lot from your mom. response:	My mom taught me...
context: She's... the type of person who loves space.\Whenever she starts talking about the stars, she can't stop.\She would look at the night sky and say, Maybe Le Petit Prince will come tonight.\Le Petit Prince?\The Little Prince?\Yeah!\You must've gotten a lot from your mom.\My mom taught me... response:	Akruks, Bekuruks, Gakruks, Dekruks.
context: Whenever she starts talking about the stars, she can't stop.\She would look at the night sky and say, Maybe Le Petit Prince will come tonight.\Le Petit Prince?\The Little Prince?\Yeah!\You must've gotten a lot from your mom.\My mom taught me...\Akruks, Bekuruks, Gakruks, Dekruks. response:	These four stars form a cross-shaped constellation, Yuzhny Krest.
context: She would look at the night sky and say, Maybe Le Petit Prince will come tonight.\Le Petit Prince?\The Little Prince?\Yeah!\You must've gotten a lot from your mom.\My mom taught me...\Akruks, Bekuruks, Gakruks, Dekruks.\These four stars form a cross-shaped constellation, Yuzhny Krest. response:	The Southern Cross?
context: Le Petit Prince?\The Little Prince?\Yeah!\You must've gotten a lot from your mom.\My mom taught me...\Akruks, Bekuruks, Gakruks, Dekruks.\These four stars form a cross-shaped constellation, Yuzhny Krest.\The Southern Cross? response:	You can't see it from the Northern Hemisphere.
context: The Little Prince?\Yeah!\You must've gotten a lot from your mom.\My mom taught me...\Akruks, Bekuruks, Gakruks, Dekruks.\These four stars form a cross-shaped constellation, Yuzhny Krest.\The Southern Cross?\You can't see it from the Northern Hemisphere. response:	My mom might be gazing at the Southern Cross as we speak.
context: Yeah!\You must've gotten a lot from your mom.\My mom taught me...\Akruks, Bekuruks, Gakruks, Dekruks.\These four stars form a cross-shaped constellation, Yuzhny Krest.\The Southern Cross?\You can't see it from the Northern Hemisphere.\My mom might be gazing at the Southern Cross as we speak. response:	Kud looked like she was searching the sky for the stars she saw in her homeland.
context: You must've gotten a lot from your mom.\My mom taught me...\Akruks, Bekuruks, Gakruks, Dekruks.\These four stars form a cross-shaped constellation, Yuzhny Krest.\The Southern Cross?\You can't see it from the Northern Hemisphere.\My mom might be gazing at the Southern Cross as we speak.\Kud looked like she was searching the sky for the stars she saw in her homeland. response:	Chomp
context: My mom taught me...\Akruks, Bekuruks, Gakruks, Dekruks.\These four stars form a cross-shaped constellation, Yuzhny Krest.\The Southern Cross?\You can't see it from the Northern Hemisphere.\My mom might be gazing at the Southern Cross as we speak.\Kud looked like she was searching the sky for the stars she saw in her homeland.\Chomp response:	Yummy!
context: Akruks, Bekuruks, Gakruks, Dekruks.\These four stars form a cross-shaped constellation, Yuzhny Krest.\The Southern Cross?\You can't see it from the Northern Hemisphere.\My mom might be gazing at the Southern Cross as we speak.\Kud looked like she was searching the sky for the stars she saw in her homeland.\Chomp\Yummy! response:	Good morning, people.
context: These four stars form a cross-shaped constellation, Yuzhny Krest.\The Southern Cross?\You can't see it from the Northern Hemisphere.\My mom might be gazing at the Southern Cross as we speak.\Kud looked like she was searching the sky for the stars she saw in her homeland.\Chomp\Yummy!\Good morning, people. response:	Morning!
context: The Southern Cross?\You can't see it from the Northern Hemisphere.\My mom might be gazing at the Southern Cross as we speak.\Kud looked like she was searching the sky for the stars she saw in her homeland.\Chomp\Yummy!\Good morning, people.\Morning! response:	Good morning!
context: You can't see it from the Northern Hemisphere.\My mom might be gazing at the Southern Cross as we speak.\Kud looked like she was searching the sky for the stars she saw in her homeland.\Chomp\Yummy!\Good morning, people.\Morning!\Good morning! response:	Hey, Kud-o! Eating seaweed again?
context: My mom might be gazing at the Southern Cross as we speak.\Kud looked like she was searching the sky for the stars she saw in her homeland.\Chomp\Yummy!\Good morning, people.\Morning!\Good morning!\Hey, Kud-o! Eating seaweed again? response:	Wafu!
context: Kud looked like she was searching the sky for the stars she saw in her homeland.\Chomp\Yummy!\Good morning, people.\Morning!\Good morning!\Hey, Kud-o! Eating seaweed again?\Wafu! response:	Seaweed is good for you!
context: Chomp\Yummy!\Good morning, people.\Morning!\Good morning!\Hey, Kud-o! Eating seaweed again?\Wafu!\Seaweed is good for you! response:	In other news,
context: Yummy!\Good morning, people.\Morning!\Good morning!\Hey, Kud-o! Eating seaweed again?\Wafu!\Seaweed is good for you!\In other news, response:	the Tevua Aeronautics and Space Administration, TASA,
context: Good morning, people.\Morning!\Good morning!\Hey, Kud-o! Eating seaweed again?\Wafu!\Seaweed is good for you!\In other news,\the Tevua Aeronautics and Space Administration, TASA, response:	has announced that they will be conducting their rocket launch as planned.
context: Morning!\Good morning!\Hey, Kud-o! Eating seaweed again?\Wafu!\Seaweed is good for you!\In other news,\the Tevua Aeronautics and Space Administration, TASA,\has announced that they will be conducting their rocket launch as planned. response:	They just said Tevua, right?
context: Good morning!\Hey, Kud-o! Eating seaweed again?\Wafu!\Seaweed is good for you!\In other news,\the Tevua Aeronautics and Space Administration, TASA,\has announced that they will be conducting their rocket launch as planned.\They just said Tevua, right? response:	Isn't Tevua...
context: Hey, Kud-o! Eating seaweed again?\Wafu!\Seaweed is good for you!\In other news,\the Tevua Aeronautics and Space Administration, TASA,\has announced that they will be conducting their rocket launch as planned.\They just said Tevua, right?\Isn't Tevua... response:	Such a small country has a space program?
context: Wafu!\Seaweed is good for you!\In other news,\the Tevua Aeronautics and Space Administration, TASA,\has announced that they will be conducting their rocket launch as planned.\They just said Tevua, right?\Isn't Tevua...\Such a small country has a space program? response:	It's part of the Former Soviet Republic.
context: Seaweed is good for you!\In other news,\the Tevua Aeronautics and Space Administration, TASA,\has announced that they will be conducting their rocket launch as planned.\They just said Tevua, right?\Isn't Tevua...\Such a small country has a space program?\It's part of the Former Soviet Republic. response:	Being under the equator, it's perfect for launching a rocket.
context: In other news,\the Tevua Aeronautics and Space Administration, TASA,\has announced that they will be conducting their rocket launch as planned.\They just said Tevua, right?\Isn't Tevua...\Such a small country has a space program?\It's part of the Former Soviet Republic.\Being under the equator, it's perfect for launching a rocket. response:	Despite the anxiety which grips its neighbors regarding the contents of the payload bay,
context: the Tevua Aeronautics and Space Administration, TASA,\has announced that they will be conducting their rocket launch as planned.\They just said Tevua, right?\Isn't Tevua...\Such a small country has a space program?\It's part of the Former Soviet Republic.\Being under the equator, it's perfect for launching a rocket.\Despite the anxiety which grips its neighbors regarding the contents of the payload bay, response:	particularly the new, experimental reactor,
context: has announced that they will be conducting their rocket launch as planned.\They just said Tevua, right?\Isn't Tevua...\Such a small country has a space program?\It's part of the Former Soviet Republic.\Being under the equator, it's perfect for launching a rocket.\Despite the anxiety which grips its neighbors regarding the contents of the payload bay,\particularly the new, experimental reactor, response:	TASA will conduct the launch tomorrow morning, preparations of which have spanned years.
context: They just said Tevua, right?\Isn't Tevua...\Such a small country has a space program?\It's part of the Former Soviet Republic.\Being under the equator, it's perfect for launching a rocket.\Despite the anxiety which grips its neighbors regarding the contents of the payload bay,\particularly the new, experimental reactor,\TASA will conduct the launch tomorrow morning, preparations of which have spanned years. response:	My mission is not only to secure the future of our country,
context: Isn't Tevua...\Such a small country has a space program?\It's part of the Former Soviet Republic.\Being under the equator, it's perfect for launching a rocket.\Despite the anxiety which grips its neighbors regarding the contents of the payload bay,\particularly the new, experimental reactor,\TASA will conduct the launch tomorrow morning, preparations of which have spanned years.\My mission is not only to secure the future of our country, response:	but also to solve problems of energy and food...
context: Such a small country has a space program?\It's part of the Former Soviet Republic.\Being under the equator, it's perfect for launching a rocket.\Despite the anxiety which grips its neighbors regarding the contents of the payload bay,\particularly the new, experimental reactor,\TASA will conduct the launch tomorrow morning, preparations of which have spanned years.\My mission is not only to secure the future of our country,\but also to solve problems of energy and food... response:	Strugatskaya...
context: It's part of the Former Soviet Republic.\Being under the equator, it's perfect for launching a rocket.\Despite the anxiety which grips its neighbors regarding the contents of the payload bay,\particularly the new, experimental reactor,\TASA will conduct the launch tomorrow morning, preparations of which have spanned years.\My mission is not only to secure the future of our country,\but also to solve problems of energy and food...\Strugatskaya... response:	She looks like someone...
context: Being under the equator, it's perfect for launching a rocket.\Despite the anxiety which grips its neighbors regarding the contents of the payload bay,\particularly the new, experimental reactor,\TASA will conduct the launch tomorrow morning, preparations of which have spanned years.\My mission is not only to secure the future of our country,\but also to solve problems of energy and food...\Strugatskaya...\She looks like someone... response:	Who is it...
context: Despite the anxiety which grips its neighbors regarding the contents of the payload bay,\particularly the new, experimental reactor,\TASA will conduct the launch tomorrow morning, preparations of which have spanned years.\My mission is not only to secure the future of our country,\but also to solve problems of energy and food...\Strugatskaya...\She looks like someone...\Who is it... response:	She's my mom.
context: particularly the new, experimental reactor,\TASA will conduct the launch tomorrow morning, preparations of which have spanned years.\My mission is not only to secure the future of our country,\but also to solve problems of energy and food...\Strugatskaya...\She looks like someone...\Who is it...\She's my mom. response:	My mom is a kosmonautan astronaut.
context: TASA will conduct the launch tomorrow morning, preparations of which have spanned years.\My mission is not only to secure the future of our country,\but also to solve problems of energy and food...\Strugatskaya...\She looks like someone...\Who is it...\She's my mom.\My mom is a kosmonautan astronaut. response:	Wow!
context: My mission is not only to secure the future of our country,\but also to solve problems of energy and food...\Strugatskaya...\She looks like someone...\Who is it...\She's my mom.\My mom is a kosmonautan astronaut.\Wow! response:	Really?!
context: but also to solve problems of energy and food...\Strugatskaya...\She looks like someone...\Who is it...\She's my mom.\My mom is a kosmonautan astronaut.\Wow!\Really?! response:	Seriously, Kud?!
context: Strugatskaya...\She looks like someone...\Who is it...\She's my mom.\My mom is a kosmonautan astronaut.\Wow!\Really?!\Seriously, Kud?! response:	She's finally going to space.
context: She looks like someone...\Who is it...\She's my mom.\My mom is a kosmonautan astronaut.\Wow!\Really?!\Seriously, Kud?!\She's finally going to space. response:	My mom's dream came true.
context: Who is it...\She's my mom.\My mom is a kosmonautan astronaut.\Wow!\Really?!\Seriously, Kud?!\She's finally going to space.\My mom's dream came true. response:	That was a statement from Noumi Mikonulsky.
context: She's my mom.\My mom is a kosmonautan astronaut.\Wow!\Really?!\Seriously, Kud?!\She's finally going to space.\My mom's dream came true.\That was a statement from Noumi Mikonulsky. response:	Outta the way! Coming through!
context: My mom is a kosmonautan astronaut.\Wow!\Really?!\Seriously, Kud?!\She's finally going to space.\My mom's dream came true.\That was a statement from Noumi Mikonulsky.\Outta the way! Coming through! response:	Huh? What's going on?
context: Wow!\Really?!\Seriously, Kud?!\She's finally going to space.\My mom's dream came true.\That was a statement from Noumi Mikonulsky.\Outta the way! Coming through!\Huh? What's going on? response:	And push!
context: Really?!\Seriously, Kud?!\She's finally going to space.\My mom's dream came true.\That was a statement from Noumi Mikonulsky.\Outta the way! Coming through!\Huh? What's going on?\And push! response:	Oh, right! The rocket launch!
context: Seriously, Kud?!\She's finally going to space.\My mom's dream came true.\That was a statement from Noumi Mikonulsky.\Outta the way! Coming through!\Huh? What's going on?\And push!\Oh, right! The rocket launch! response:	Alright, it's starting!
context: She's finally going to space.\My mom's dream came true.\That was a statement from Noumi Mikonulsky.\Outta the way! Coming through!\Huh? What's going on?\And push!\Oh, right! The rocket launch!\Alright, it's starting! response:	Kud-o! Hurry up or you'll miss it!
context: My mom's dream came true.\That was a statement from Noumi Mikonulsky.\Outta the way! Coming through!\Huh? What's going on?\And push!\Oh, right! The rocket launch!\Alright, it's starting!\Kud-o! Hurry up or you'll miss it! response:	It's incredible how Noumi's mother is an astronaut.
context: That was a statement from Noumi Mikonulsky.\Outta the way! Coming through!\Huh? What's going on?\And push!\Oh, right! The rocket launch!\Alright, it's starting!\Kud-o! Hurry up or you'll miss it!\It's incredible how Noumi's mother is an astronaut. response:	Kuu-chan?
context: Outta the way! Coming through!\Huh? What's going on?\And push!\Oh, right! The rocket launch!\Alright, it's starting!\Kud-o! Hurry up or you'll miss it!\It's incredible how Noumi's mother is an astronaut.\Kuu-chan? response:	I don't see her.
context: Huh? What's going on?\And push!\Oh, right! The rocket launch!\Alright, it's starting!\Kud-o! Hurry up or you'll miss it!\It's incredible how Noumi's mother is an astronaut.\Kuu-chan?\I don't see her. response:	Kud!
context: And push!\Oh, right! The rocket launch!\Alright, it's starting!\Kud-o! Hurry up or you'll miss it!\It's incredible how Noumi's mother is an astronaut.\Kuu-chan?\I don't see her.\Kud! response:	I finally found you.
context: Oh, right! The rocket launch!\Alright, it's starting!\Kud-o! Hurry up or you'll miss it!\It's incredible how Noumi's mother is an astronaut.\Kuu-chan?\I don't see her.\Kud!\I finally found you. response:	Don't you want to watch?
context: Alright, it's starting!\Kud-o! Hurry up or you'll miss it!\It's incredible how Noumi's mother is an astronaut.\Kuu-chan?\I don't see her.\Kud!\I finally found you.\Don't you want to watch? response:	Um...
