context: As always, I can't make any sense of you. response:	Whatever.
context: Are we clear?\Crystal.\I'll leave the juice here.\Thanks.\I don't quite get it, though.\Get what?\Why didn't you try to start a swim club when you were first-years?\Haru wasn't interested. response:	But he's such a good swimmer.
context: Crystal.\I'll leave the juice here.\Thanks.\I don't quite get it, though.\Get what?\Why didn't you try to start a swim club when you were first-years?\Haru wasn't interested.\But he's such a good swimmer. response:	Haru joined the swim club in middle school,
context: I'll leave the juice here.\Thanks.\I don't quite get it, though.\Get what?\Why didn't you try to start a swim club when you were first-years?\Haru wasn't interested.\But he's such a good swimmer.\Haru joined the swim club in middle school, response:	but he quit at the end of our first year.
context: Thanks.\I don't quite get it, though.\Get what?\Why didn't you try to start a swim club when you were first-years?\Haru wasn't interested.\But he's such a good swimmer.\Haru joined the swim club in middle school,\but he quit at the end of our first year. response:	Did something happen?
context: I don't quite get it, though.\Get what?\Why didn't you try to start a swim club when you were first-years?\Haru wasn't interested.\But he's such a good swimmer.\Haru joined the swim club in middle school,\but he quit at the end of our first year.\Did something happen? response:	No idea.
context: Get what?\Why didn't you try to start a swim club when you were first-years?\Haru wasn't interested.\But he's such a good swimmer.\Haru joined the swim club in middle school,\but he quit at the end of our first year.\Did something happen?\No idea. response:	He didn't want to talk about it.
context: Why didn't you try to start a swim club when you were first-years?\Haru wasn't interested.\But he's such a good swimmer.\Haru joined the swim club in middle school,\but he quit at the end of our first year.\Did something happen?\No idea.\He didn't want to talk about it. response:	Our old swimming club was shut down around the same time,
context: Haru wasn't interested.\But he's such a good swimmer.\Haru joined the swim club in middle school,\but he quit at the end of our first year.\Did something happen?\No idea.\He didn't want to talk about it.\Our old swimming club was shut down around the same time, response:	and Haru hasn't done any competitive swimming since.
context: But he's such a good swimmer.\Haru joined the swim club in middle school,\but he quit at the end of our first year.\Did something happen?\No idea.\He didn't want to talk about it.\Our old swimming club was shut down around the same time,\and Haru hasn't done any competitive swimming since. response:	So he wanted to quit swimming.
context: Haru joined the swim club in middle school,\but he quit at the end of our first year.\Did something happen?\No idea.\He didn't want to talk about it.\Our old swimming club was shut down around the same time,\and Haru hasn't done any competitive swimming since.\So he wanted to quit swimming. response:	Probably.
context: but he quit at the end of our first year.\Did something happen?\No idea.\He didn't want to talk about it.\Our old swimming club was shut down around the same time,\and Haru hasn't done any competitive swimming since.\So he wanted to quit swimming.\Probably. response:	I wonder if my brother's the same way.
context: Did something happen?\No idea.\He didn't want to talk about it.\Our old swimming club was shut down around the same time,\and Haru hasn't done any competitive swimming since.\So he wanted to quit swimming.\Probably.\I wonder if my brother's the same way. response:	Huh?
context: No idea.\He didn't want to talk about it.\Our old swimming club was shut down around the same time,\and Haru hasn't done any competitive swimming since.\So he wanted to quit swimming.\Probably.\I wonder if my brother's the same way.\Huh? response:	I was looking for my brother the other day,
context: He didn't want to talk about it.\Our old swimming club was shut down around the same time,\and Haru hasn't done any competitive swimming since.\So he wanted to quit swimming.\Probably.\I wonder if my brother's the same way.\Huh?\I was looking for my brother the other day, response:	and found out he's not on the swim team.
context: Our old swimming club was shut down around the same time,\and Haru hasn't done any competitive swimming since.\So he wanted to quit swimming.\Probably.\I wonder if my brother's the same way.\Huh?\I was looking for my brother the other day,\and found out he's not on the swim team. response:	He transferred to Samezuka Academy,
context: and Haru hasn't done any competitive swimming since.\So he wanted to quit swimming.\Probably.\I wonder if my brother's the same way.\Huh?\I was looking for my brother the other day,\and found out he's not on the swim team.\He transferred to Samezuka Academy, response:	but he didn't join the swim team.
context: So he wanted to quit swimming.\Probably.\I wonder if my brother's the same way.\Huh?\I was looking for my brother the other day,\and found out he's not on the swim team.\He transferred to Samezuka Academy,\but he didn't join the swim team. response:	No way!
context: Probably.\I wonder if my brother's the same way.\Huh?\I was looking for my brother the other day,\and found out he's not on the swim team.\He transferred to Samezuka Academy,\but he didn't join the swim team.\No way! response:	I mean, he just raced Haru and...
context: I wonder if my brother's the same way.\Huh?\I was looking for my brother the other day,\and found out he's not on the swim team.\He transferred to Samezuka Academy,\but he didn't join the swim team.\No way!\I mean, he just raced Haru and... response:	He must have lost.
context: Huh?\I was looking for my brother the other day,\and found out he's not on the swim team.\He transferred to Samezuka Academy,\but he didn't join the swim team.\No way!\I mean, he just raced Haru and...\He must have lost. response:	That's why he's given up on swimming.
context: I was looking for my brother the other day,\and found out he's not on the swim team.\He transferred to Samezuka Academy,\but he didn't join the swim team.\No way!\I mean, he just raced Haru and...\He must have lost.\That's why he's given up on swimming. response:	No, that can't be it.
context: and found out he's not on the swim team.\He transferred to Samezuka Academy,\but he didn't join the swim team.\No way!\I mean, he just raced Haru and...\He must have lost.\That's why he's given up on swimming.\No, that can't be it. response:	I mean, when they raced that night...
context: He transferred to Samezuka Academy,\but he didn't join the swim team.\No way!\I mean, he just raced Haru and...\He must have lost.\That's why he's given up on swimming.\No, that can't be it.\I mean, when they raced that night... response:	Haru's so good.
context: but he didn't join the swim team.\No way!\I mean, he just raced Haru and...\He must have lost.\That's why he's given up on swimming.\No, that can't be it.\I mean, when they raced that night...\Haru's so good. response:	Yep.
context: No way!\I mean, he just raced Haru and...\He must have lost.\That's why he's given up on swimming.\No, that can't be it.\I mean, when they raced that night...\Haru's so good.\Yep. response:	He lost ground to Rin-chan on every turn,
context: I mean, he just raced Haru and...\He must have lost.\That's why he's given up on swimming.\No, that can't be it.\I mean, when they raced that night...\Haru's so good.\Yep.\He lost ground to Rin-chan on every turn, response:	but he's nearly caught up now!
context: He must have lost.\That's why he's given up on swimming.\No, that can't be it.\I mean, when they raced that night...\Haru's so good.\Yep.\He lost ground to Rin-chan on every turn,\but he's nearly caught up now! response:	Damn! I can't shake him!
context: That's why he's given up on swimming.\No, that can't be it.\I mean, when they raced that night...\Haru's so good.\Yep.\He lost ground to Rin-chan on every turn,\but he's nearly caught up now!\Damn! I can't shake him! response:	They're making the final turn!
context: No, that can't be it.\I mean, when they raced that night...\Haru's so good.\Yep.\He lost ground to Rin-chan on every turn,\but he's nearly caught up now!\Damn! I can't shake him!\They're making the final turn! response:	Who hit first?!
context: I mean, when they raced that night...\Haru's so good.\Yep.\He lost ground to Rin-chan on every turn,\but he's nearly caught up now!\Damn! I can't shake him!\They're making the final turn!\Who hit first?! response:	Too close to tell!
context: Haru's so good.\Yep.\He lost ground to Rin-chan on every turn,\but he's nearly caught up now!\Damn! I can't shake him!\They're making the final turn!\Who hit first?!\Too close to tell! response:	They're neck and neck!
context: Yep.\He lost ground to Rin-chan on every turn,\but he's nearly caught up now!\Damn! I can't shake him!\They're making the final turn!\Who hit first?!\Too close to tell!\They're neck and neck! response:	No, Rin's legs put him ahead after the turn!
context: He lost ground to Rin-chan on every turn,\but he's nearly caught up now!\Damn! I can't shake him!\They're making the final turn!\Who hit first?!\Too close to tell!\They're neck and neck!\No, Rin's legs put him ahead after the turn! response:	Haru...
context: but he's nearly caught up now!\Damn! I can't shake him!\They're making the final turn!\Who hit first?!\Too close to tell!\They're neck and neck!\No, Rin's legs put him ahead after the turn!\Haru... response:	I've seen this before.
context: Damn! I can't shake him!\They're making the final turn!\Who hit first?!\Too close to tell!\They're neck and neck!\No, Rin's legs put him ahead after the turn!\Haru...\I've seen this before. response:	This sensation...
context: They're making the final turn!\Who hit first?!\Too close to tell!\They're neck and neck!\No, Rin's legs put him ahead after the turn!\Haru...\I've seen this before.\This sensation... response:	I get it now.
context: Who hit first?!\Too close to tell!\They're neck and neck!\No, Rin's legs put him ahead after the turn!\Haru...\I've seen this before.\This sensation...\I get it now. response:	This is what I wanted.
context: Too close to tell!\They're neck and neck!\No, Rin's legs put him ahead after the turn!\Haru...\I've seen this before.\This sensation...\I get it now.\This is what I wanted. response:	No need to rely on or work with other people.
context: They're neck and neck!\No, Rin's legs put him ahead after the turn!\Haru...\I've seen this before.\This sensation...\I get it now.\This is what I wanted.\No need to rely on or work with other people. response:	I just want to drift through the water alone in silence.
context: No, Rin's legs put him ahead after the turn!\Haru...\I've seen this before.\This sensation...\I get it now.\This is what I wanted.\No need to rely on or work with other people.\I just want to drift through the water alone in silence. response:	Haru-chan!
context: Haru...\I've seen this before.\This sensation...\I get it now.\This is what I wanted.\No need to rely on or work with other people.\I just want to drift through the water alone in silence.\Haru-chan! response:	Haru!
context: I've seen this before.\This sensation...\I get it now.\This is what I wanted.\No need to rely on or work with other people.\I just want to drift through the water alone in silence.\Haru-chan!\Haru! response:	Yes!
context: This sensation...\I get it now.\This is what I wanted.\No need to rely on or work with other people.\I just want to drift through the water alone in silence.\Haru-chan!\Haru!\Yes! response:	What?!
context: I get it now.\This is what I wanted.\No need to rely on or work with other people.\I just want to drift through the water alone in silence.\Haru-chan!\Haru!\Yes!\What?! response:	My brother won?!
context: This is what I wanted.\No need to rely on or work with other people.\I just want to drift through the water alone in silence.\Haru-chan!\Haru!\Yes!\What?!\My brother won?! response:	Yeah, didn't Rin tell you?
context: No need to rely on or work with other people.\I just want to drift through the water alone in silence.\Haru-chan!\Haru!\Yes!\What?!\My brother won?!\Yeah, didn't Rin tell you? response:	He didn't respond, so I thought he was upset about losing.
context: I just want to drift through the water alone in silence.\Haru-chan!\Haru!\Yes!\What?!\My brother won?!\Yeah, didn't Rin tell you?\He didn't respond, so I thought he was upset about losing. response:	He didn't seem very happy about winning.
context: Haru-chan!\Haru!\Yes!\What?!\My brother won?!\Yeah, didn't Rin tell you?\He didn't respond, so I thought he was upset about losing.\He didn't seem very happy about winning. response:	In fact, I'd say that Haru was more...
context: Haru!\Yes!\What?!\My brother won?!\Yeah, didn't Rin tell you?\He didn't respond, so I thought he was upset about losing.\He didn't seem very happy about winning.\In fact, I'd say that Haru was more... response:	You win.
context: Yes!\What?!\My brother won?!\Yeah, didn't Rin tell you?\He didn't respond, so I thought he was upset about losing.\He didn't seem very happy about winning.\In fact, I'd say that Haru was more...\You win. response:	That's great, Rin.
context: What?!\My brother won?!\Yeah, didn't Rin tell you?\He didn't respond, so I thought he was upset about losing.\He didn't seem very happy about winning.\In fact, I'd say that Haru was more...\You win.\That's great, Rin. response:	That's great?
context: My brother won?!\Yeah, didn't Rin tell you?\He didn't respond, so I thought he was upset about losing.\He didn't seem very happy about winning.\In fact, I'd say that Haru was more...\You win.\That's great, Rin.\That's great? response:	That was when
context: Yeah, didn't Rin tell you?\He didn't respond, so I thought he was upset about losing.\He didn't seem very happy about winning.\In fact, I'd say that Haru was more...\You win.\That's great, Rin.\That's great?\That was when response:	we were found by a teacher who heard all the noise.
context: He didn't respond, so I thought he was upset about losing.\He didn't seem very happy about winning.\In fact, I'd say that Haru was more...\You win.\That's great, Rin.\That's great?\That was when\we were found by a teacher who heard all the noise. response:	I don't get why he'd say that after losing.
context: He didn't seem very happy about winning.\In fact, I'd say that Haru was more...\You win.\That's great, Rin.\That's great?\That was when\we were found by a teacher who heard all the noise.\I don't get why he'd say that after losing. response:	Haru just wanted to swim.
context: In fact, I'd say that Haru was more...\You win.\That's great, Rin.\That's great?\That was when\we were found by a teacher who heard all the noise.\I don't get why he'd say that after losing.\Haru just wanted to swim. response:	He's back to his old self.
context: You win.\That's great, Rin.\That's great?\That was when\we were found by a teacher who heard all the noise.\I don't get why he'd say that after losing.\Haru just wanted to swim.\He's back to his old self. response:	Haru was never one to care about winning or improving his time.
context: That's great, Rin.\That's great?\That was when\we were found by a teacher who heard all the noise.\I don't get why he'd say that after losing.\Haru just wanted to swim.\He's back to his old self.\Haru was never one to care about winning or improving his time. response:	Will my brother also go back to his old self?
context: That's great?\That was when\we were found by a teacher who heard all the noise.\I don't get why he'd say that after losing.\Haru just wanted to swim.\He's back to his old self.\Haru was never one to care about winning or improving his time.\Will my brother also go back to his old self? response:	You still need one more member, right?
context: That was when\we were found by a teacher who heard all the noise.\I don't get why he'd say that after losing.\Haru just wanted to swim.\He's back to his old self.\Haru was never one to care about winning or improving his time.\Will my brother also go back to his old self?\You still need one more member, right? response:	That's right.
context: we were found by a teacher who heard all the noise.\I don't get why he'd say that after losing.\Haru just wanted to swim.\He's back to his old self.\Haru was never one to care about winning or improving his time.\Will my brother also go back to his old self?\You still need one more member, right?\That's right. response:	Please let me join!
context: I don't get why he'd say that after losing.\Haru just wanted to swim.\He's back to his old self.\Haru was never one to care about winning or improving his time.\Will my brother also go back to his old self?\You still need one more member, right?\That's right.\Please let me join! response:	You're the only ones who can change my brother.
context: Haru just wanted to swim.\He's back to his old self.\Haru was never one to care about winning or improving his time.\Will my brother also go back to his old self?\You still need one more member, right?\That's right.\Please let me join!\You're the only ones who can change my brother. response:	If you're willing to have me,
context: He's back to his old self.\Haru was never one to care about winning or improving his time.\Will my brother also go back to his old self?\You still need one more member, right?\That's right.\Please let me join!\You're the only ones who can change my brother.\If you're willing to have me, response:	I can serve as your manager and help you out!
context: Haru was never one to care about winning or improving his time.\Will my brother also go back to his old self?\You still need one more member, right?\That's right.\Please let me join!\You're the only ones who can change my brother.\If you're willing to have me,\I can serve as your manager and help you out! response:	Ooh, ooh. What's going on?
context: Will my brother also go back to his old self?\You still need one more member, right?\That's right.\Please let me join!\You're the only ones who can change my brother.\If you're willing to have me,\I can serve as your manager and help you out!\Ooh, ooh. What's going on? response:	Kou-chan offered to join the swim club!
context: You still need one more member, right?\That's right.\Please let me join!\You're the only ones who can change my brother.\If you're willing to have me,\I can serve as your manager and help you out!\Ooh, ooh. What's going on?\Kou-chan offered to join the swim club! response:	What? Really?!
context: That's right.\Please let me join!\You're the only ones who can change my brother.\If you're willing to have me,\I can serve as your manager and help you out!\Ooh, ooh. What's going on?\Kou-chan offered to join the swim club!\What? Really?! response:	That means the swim club is officially open for business!
context: Please let me join!\You're the only ones who can change my brother.\If you're willing to have me,\I can serve as your manager and help you out!\Ooh, ooh. What's going on?\Kou-chan offered to join the swim club!\What? Really?!\That means the swim club is officially open for business! response:	Yay!
context: You're the only ones who can change my brother.\If you're willing to have me,\I can serve as your manager and help you out!\Ooh, ooh. What's going on?\Kou-chan offered to join the swim club!\What? Really?!\That means the swim club is officially open for business!\Yay! response:	Oh, that's wonderful news.
context: If you're willing to have me,\I can serve as your manager and help you out!\Ooh, ooh. What's going on?\Kou-chan offered to join the swim club!\What? Really?!\That means the swim club is officially open for business!\Yay!\Oh, that's wonderful news. response:	You'll get to swim with everyone again.
context: I can serve as your manager and help you out!\Ooh, ooh. What's going on?\Kou-chan offered to join the swim club!\What? Really?!\That means the swim club is officially open for business!\Yay!\Oh, that's wonderful news.\You'll get to swim with everyone again. response:	Yeah, we still have a lot of prep work to do.
context: Ooh, ooh. What's going on?\Kou-chan offered to join the swim club!\What? Really?!\That means the swim club is officially open for business!\Yay!\Oh, that's wonderful news.\You'll get to swim with everyone again.\Yeah, we still have a lot of prep work to do. response:	That's mine!
context: Kou-chan offered to join the swim club!\What? Really?!\That means the swim club is officially open for business!\Yay!\Oh, that's wonderful news.\You'll get to swim with everyone again.\Yeah, we still have a lot of prep work to do.\That's mine! response:	Don't take it!
context: What? Really?!\That means the swim club is officially open for business!\Yay!\Oh, that's wonderful news.\You'll get to swim with everyone again.\Yeah, we still have a lot of prep work to do.\That's mine!\Don't take it! response:	You never finish your food.
context: That means the swim club is officially open for business!\Yay!\Oh, that's wonderful news.\You'll get to swim with everyone again.\Yeah, we still have a lot of prep work to do.\That's mine!\Don't take it!\You never finish your food. response:	I eat my ham!
context: Yay!\Oh, that's wonderful news.\You'll get to swim with everyone again.\Yeah, we still have a lot of prep work to do.\That's mine!\Don't take it!\You never finish your food.\I eat my ham! response:	Come on.
context: Oh, that's wonderful news.\You'll get to swim with everyone again.\Yeah, we still have a lot of prep work to do.\That's mine!\Don't take it!\You never finish your food.\I eat my ham!\Come on. response:	Stop fighting.
context: You'll get to swim with everyone again.\Yeah, we still have a lot of prep work to do.\That's mine!\Don't take it!\You never finish your food.\I eat my ham!\Come on.\Stop fighting. response:	You can have some of mine.
context: Yeah, we still have a lot of prep work to do.\That's mine!\Don't take it!\You never finish your food.\I eat my ham!\Come on.\Stop fighting.\You can have some of mine. response:	Big brother, I want some too!
context: That's mine!\Don't take it!\You never finish your food.\I eat my ham!\Come on.\Stop fighting.\You can have some of mine.\Big brother, I want some too! response:	There you go.
context: Don't take it!\You never finish your food.\I eat my ham!\Come on.\Stop fighting.\You can have some of mine.\Big brother, I want some too!\There you go. response:	Speaking of which,
context: You never finish your food.\I eat my ham!\Come on.\Stop fighting.\You can have some of mine.\Big brother, I want some too!\There you go.\Speaking of which, response:	I believe the swimming club you used to go to
context: I eat my ham!\Come on.\Stop fighting.\You can have some of mine.\Big brother, I want some too!\There you go.\Speaking of which,\I believe the swimming club you used to go to response:	is finally being torn down.
context: Come on.\Stop fighting.\You can have some of mine.\Big brother, I want some too!\There you go.\Speaking of which,\I believe the swimming club you used to go to\is finally being torn down. response:	Hurts, right?
context: Stop fighting.\You can have some of mine.\Big brother, I want some too!\There you go.\Speaking of which,\I believe the swimming club you used to go to\is finally being torn down.\Hurts, right? response:	It's not easy to watch as your memories are destroyed.
context: You can have some of mine.\Big brother, I want some too!\There you go.\Speaking of which,\I believe the swimming club you used to go to\is finally being torn down.\Hurts, right?\It's not easy to watch as your memories are destroyed. response:	Were you a part of this club?
context: Big brother, I want some too!\There you go.\Speaking of which,\I believe the swimming club you used to go to\is finally being torn down.\Hurts, right?\It's not easy to watch as your memories are destroyed.\Were you a part of this club? response:	Well, you can't go against the times.
context: There you go.\Speaking of which,\I believe the swimming club you used to go to\is finally being torn down.\Hurts, right?\It's not easy to watch as your memories are destroyed.\Were you a part of this club?\Well, you can't go against the times. response:	It's sad.
context: Speaking of which,\I believe the swimming club you used to go to\is finally being torn down.\Hurts, right?\It's not easy to watch as your memories are destroyed.\Were you a part of this club?\Well, you can't go against the times.\It's sad. response:	Wait, are you...
context: I believe the swimming club you used to go to\is finally being torn down.\Hurts, right?\It's not easy to watch as your memories are destroyed.\Were you a part of this club?\Well, you can't go against the times.\It's sad.\Wait, are you... response:	Coach Sasabe?!
context: is finally being torn down.\Hurts, right?\It's not easy to watch as your memories are destroyed.\Were you a part of this club?\Well, you can't go against the times.\It's sad.\Wait, are you...\Coach Sasabe?! response:	It's Makoto!
context: Hurts, right?\It's not easy to watch as your memories are destroyed.\Were you a part of this club?\Well, you can't go against the times.\It's sad.\Wait, are you...\Coach Sasabe?!\It's Makoto! response:	Tachibana Makoto!
context: It's not easy to watch as your memories are destroyed.\Were you a part of this club?\Well, you can't go against the times.\It's sad.\Wait, are you...\Coach Sasabe?!\It's Makoto!\Tachibana Makoto! response:	You got real big, Makoto!
context: Were you a part of this club?\Well, you can't go against the times.\It's sad.\Wait, are you...\Coach Sasabe?!\It's Makoto!\Tachibana Makoto!\You got real big, Makoto! response:	It's been too long!
context: Well, you can't go against the times.\It's sad.\Wait, are you...\Coach Sasabe?!\It's Makoto!\Tachibana Makoto!\You got real big, Makoto!\It's been too long! response:	Well, I work part-time as a pizza deliveryman now.
context: It's sad.\Wait, are you...\Coach Sasabe?!\It's Makoto!\Tachibana Makoto!\You got real big, Makoto!\It's been too long!\Well, I work part-time as a pizza deliveryman now. response:	Did you come here for one last glimpse?
context: Wait, are you...\Coach Sasabe?!\It's Makoto!\Tachibana Makoto!\You got real big, Makoto!\It's been too long!\Well, I work part-time as a pizza deliveryman now.\Did you come here for one last glimpse? response:	Is that why you're here?
context: Coach Sasabe?!\It's Makoto!\Tachibana Makoto!\You got real big, Makoto!\It's been too long!\Well, I work part-time as a pizza deliveryman now.\Did you come here for one last glimpse?\Is that why you're here? response:	I thought I'd drop by on my way back from a delivery.
context: It's Makoto!\Tachibana Makoto!\You got real big, Makoto!\It's been too long!\Well, I work part-time as a pizza deliveryman now.\Did you come here for one last glimpse?\Is that why you're here?\I thought I'd drop by on my way back from a delivery. response:	Are the other boys doing well?
context: Tachibana Makoto!\You got real big, Makoto!\It's been too long!\Well, I work part-time as a pizza deliveryman now.\Did you come here for one last glimpse?\Is that why you're here?\I thought I'd drop by on my way back from a delivery.\Are the other boys doing well? response:	Yes. I go to the same school as Haru and Nagisa.
context: You got real big, Makoto!\It's been too long!\Well, I work part-time as a pizza deliveryman now.\Did you come here for one last glimpse?\Is that why you're here?\I thought I'd drop by on my way back from a delivery.\Are the other boys doing well?\Yes. I go to the same school as Haru and Nagisa. response:	Are you still friends with Rin?
context: It's been too long!\Well, I work part-time as a pizza deliveryman now.\Did you come here for one last glimpse?\Is that why you're here?\I thought I'd drop by on my way back from a delivery.\Are the other boys doing well?\Yes. I go to the same school as Haru and Nagisa.\Are you still friends with Rin? response:	Yes...
context: Well, I work part-time as a pizza deliveryman now.\Did you come here for one last glimpse?\Is that why you're here?\I thought I'd drop by on my way back from a delivery.\Are the other boys doing well?\Yes. I go to the same school as Haru and Nagisa.\Are you still friends with Rin?\Yes... response:	He goes to a different school though.
context: Did you come here for one last glimpse?\Is that why you're here?\I thought I'd drop by on my way back from a delivery.\Are the other boys doing well?\Yes. I go to the same school as Haru and Nagisa.\Are you still friends with Rin?\Yes...\He goes to a different school though. response:	Rin's back from Australia, right?
context: Is that why you're here?\I thought I'd drop by on my way back from a delivery.\Are the other boys doing well?\Yes. I go to the same school as Haru and Nagisa.\Are you still friends with Rin?\Yes...\He goes to a different school though.\Rin's back from Australia, right? response:	He looked pretty glum when I last saw him, so I was a little worried.
context: I thought I'd drop by on my way back from a delivery.\Are the other boys doing well?\Yes. I go to the same school as Haru and Nagisa.\Are you still friends with Rin?\Yes...\He goes to a different school though.\Rin's back from Australia, right?\He looked pretty glum when I last saw him, so I was a little worried. response:	Glum?
context: Are the other boys doing well?\Yes. I go to the same school as Haru and Nagisa.\Are you still friends with Rin?\Yes...\He goes to a different school though.\Rin's back from Australia, right?\He looked pretty glum when I last saw him, so I was a little worried.\Glum? response:	Haruka didn't mention it?
context: Yes. I go to the same school as Haru and Nagisa.\Are you still friends with Rin?\Yes...\He goes to a different school though.\Rin's back from Australia, right?\He looked pretty glum when I last saw him, so I was a little worried.\Glum?\Haruka didn't mention it? response:	I think it was during the winter of your first year of middle school.
context: Are you still friends with Rin?\Yes...\He goes to a different school though.\Rin's back from Australia, right?\He looked pretty glum when I last saw him, so I was a little worried.\Glum?\Haruka didn't mention it?\I think it was during the winter of your first year of middle school. response:	I was closing down the place for the
context: Yes...\He goes to a different school though.\Rin's back from Australia, right?\He looked pretty glum when I last saw him, so I was a little worried.\Glum?\Haruka didn't mention it?\I think it was during the winter of your first year of middle school.\I was closing down the place for the response:	end of the year when Haruka and Rin showed up.
context: He goes to a different school though.\Rin's back from Australia, right?\He looked pretty glum when I last saw him, so I was a little worried.\Glum?\Haruka didn't mention it?\I think it was during the winter of your first year of middle school.\I was closing down the place for the\end of the year when Haruka and Rin showed up. response:	Apparently, they ran into each other while Rin was back home.
context: Rin's back from Australia, right?\He looked pretty glum when I last saw him, so I was a little worried.\Glum?\Haruka didn't mention it?\I think it was during the winter of your first year of middle school.\I was closing down the place for the\end of the year when Haruka and Rin showed up.\Apparently, they ran into each other while Rin was back home. response:	Did they have a race?
context: He looked pretty glum when I last saw him, so I was a little worried.\Glum?\Haruka didn't mention it?\I think it was during the winter of your first year of middle school.\I was closing down the place for the\end of the year when Haruka and Rin showed up.\Apparently, they ran into each other while Rin was back home.\Did they have a race? response:	That's right. And Haruka won easily.
context: Glum?\Haruka didn't mention it?\I think it was during the winter of your first year of middle school.\I was closing down the place for the\end of the year when Haruka and Rin showed up.\Apparently, they ran into each other while Rin was back home.\Did they have a race?\That's right. And Haruka won easily. response:	Rin was pretty upset about it.
context: Haruka didn't mention it?\I think it was during the winter of your first year of middle school.\I was closing down the place for the\end of the year when Haruka and Rin showed up.\Apparently, they ran into each other while Rin was back home.\Did they have a race?\That's right. And Haruka won easily.\Rin was pretty upset about it. response:	Can't blame him.
context: I think it was during the winter of your first year of middle school.\I was closing down the place for the\end of the year when Haruka and Rin showed up.\Apparently, they ran into each other while Rin was back home.\Did they have a race?\That's right. And Haruka won easily.\Rin was pretty upset about it.\Can't blame him. response:	He went to a swimming school abroad,
context: I was closing down the place for the\end of the year when Haruka and Rin showed up.\Apparently, they ran into each other while Rin was back home.\Did they have a race?\That's right. And Haruka won easily.\Rin was pretty upset about it.\Can't blame him.\He went to a swimming school abroad, response:	and it didn't make a difference.
context: end of the year when Haruka and Rin showed up.\Apparently, they ran into each other while Rin was back home.\Did they have a race?\That's right. And Haruka won easily.\Rin was pretty upset about it.\Can't blame him.\He went to a swimming school abroad,\and it didn't make a difference. response:	Is something wrong?
context: Apparently, they ran into each other while Rin was back home.\Did they have a race?\That's right. And Haruka won easily.\Rin was pretty upset about it.\Can't blame him.\He went to a swimming school abroad,\and it didn't make a difference.\Is something wrong? response:	No...
context: Did they have a race?\That's right. And Haruka won easily.\Rin was pretty upset about it.\Can't blame him.\He went to a swimming school abroad,\and it didn't make a difference.\Is something wrong?\No... response:	I see.
context: That's right. And Haruka won easily.\Rin was pretty upset about it.\Can't blame him.\He went to a swimming school abroad,\and it didn't make a difference.\Is something wrong?\No...\I see. response:	So that's why Haru quit swimming competitively.
context: Rin was pretty upset about it.\Can't blame him.\He went to a swimming school abroad,\and it didn't make a difference.\Is something wrong?\No...\I see.\So that's why Haru quit swimming competitively. response:	It's because he hurt Rin.
context: Can't blame him.\He went to a swimming school abroad,\and it didn't make a difference.\Is something wrong?\No...\I see.\So that's why Haru quit swimming competitively.\It's because he hurt Rin. response:	The customer you have called is currently unable to answer.
context: He went to a swimming school abroad,\and it didn't make a difference.\Is something wrong?\No...\I see.\So that's why Haru quit swimming competitively.\It's because he hurt Rin.\The customer you have called is currently unable to answer. response:	Please leave your name and message after the tone.
context: and it didn't make a difference.\Is something wrong?\No...\I see.\So that's why Haru quit swimming competitively.\It's because he hurt Rin.\The customer you have called is currently unable to answer.\Please leave your name and message after the tone. response:	Rin?
context: Is something wrong?\No...\I see.\So that's why Haru quit swimming competitively.\It's because he hurt Rin.\The customer you have called is currently unable to answer.\Please leave your name and message after the tone.\Rin? response:	It's me, Makoto.
context: No...\I see.\So that's why Haru quit swimming competitively.\It's because he hurt Rin.\The customer you have called is currently unable to answer.\Please leave your name and message after the tone.\Rin?\It's me, Makoto. response:	We're starting up a swim club.
context: I see.\So that's why Haru quit swimming competitively.\It's because he hurt Rin.\The customer you have called is currently unable to answer.\Please leave your name and message after the tone.\Rin?\It's me, Makoto.\We're starting up a swim club. response:	So you should join the swim team.
context: So that's why Haru quit swimming competitively.\It's because he hurt Rin.\The customer you have called is currently unable to answer.\Please leave your name and message after the tone.\Rin?\It's me, Makoto.\We're starting up a swim club.\So you should join the swim team. response:	We might get to swim together at a tournament.
context: It's because he hurt Rin.\The customer you have called is currently unable to answer.\Please leave your name and message after the tone.\Rin?\It's me, Makoto.\We're starting up a swim club.\So you should join the swim team.\We might get to swim together at a tournament. response:	Don't need you to tell me that.
context: The customer you have called is currently unable to answer.\Please leave your name and message after the tone.\Rin?\It's me, Makoto.\We're starting up a swim club.\So you should join the swim team.\We might get to swim together at a tournament.\Don't need you to tell me that. response:	I already decided to join the swim team.
context: Please leave your name and message after the tone.\Rin?\It's me, Makoto.\We're starting up a swim club.\So you should join the swim team.\We might get to swim together at a tournament.\Don't need you to tell me that.\I already decided to join the swim team. response:	However...
context: Rin?\It's me, Makoto.\We're starting up a swim club.\So you should join the swim team.\We might get to swim together at a tournament.\Don't need you to tell me that.\I already decided to join the swim team.\However... response:	I'm not doing this for a chance to swim with you guys.
context: It's me, Makoto.\We're starting up a swim club.\So you should join the swim team.\We might get to swim together at a tournament.\Don't need you to tell me that.\I already decided to join the swim team.\However...\I'm not doing this for a chance to swim with you guys. response:	Okay.
