context: Daiku Power response:	eyecatch
context: Who is it?\Yes?\Oh!\Kimiko, huh?\Mum's on vacation, isn't she?\I thought I'd come make you a meal.\Oh, that would be great.\Hello. response:	Yes, hello.
context: Yes?\Oh!\Kimiko, huh?\Mum's on vacation, isn't she?\I thought I'd come make you a meal.\Oh, that would be great.\Hello.\Yes, hello. response:	You've gotten big, haven't you, Mii-chan?
context: Oh!\Kimiko, huh?\Mum's on vacation, isn't she?\I thought I'd come make you a meal.\Oh, that would be great.\Hello.\Yes, hello.\You've gotten big, haven't you, Mii-chan? response:	That's it.
context: Kimiko, huh?\Mum's on vacation, isn't she?\I thought I'd come make you a meal.\Oh, that would be great.\Hello.\Yes, hello.\You've gotten big, haven't you, Mii-chan?\That's it. response:	I should spend all day just playing with my grandson without worrying about anything else.
context: Mum's on vacation, isn't she?\I thought I'd come make you a meal.\Oh, that would be great.\Hello.\Yes, hello.\You've gotten big, haven't you, Mii-chan?\That's it.\I should spend all day just playing with my grandson without worrying about anything else. response:	Also, also...
context: I thought I'd come make you a meal.\Oh, that would be great.\Hello.\Yes, hello.\You've gotten big, haven't you, Mii-chan?\That's it.\I should spend all day just playing with my grandson without worrying about anything else.\Also, also... response:	Earlier, I made a dumpling in the park.
context: Oh, that would be great.\Hello.\Yes, hello.\You've gotten big, haven't you, Mii-chan?\That's it.\I should spend all day just playing with my grandson without worrying about anything else.\Also, also...\Earlier, I made a dumpling in the park. response:	You can eat it.
context: Hello.\Yes, hello.\You've gotten big, haven't you, Mii-chan?\That's it.\I should spend all day just playing with my grandson without worrying about anything else.\Also, also...\Earlier, I made a dumpling in the park.\You can eat it. response:	This is...
context: Yes, hello.\You've gotten big, haven't you, Mii-chan?\That's it.\I should spend all day just playing with my grandson without worrying about anything else.\Also, also...\Earlier, I made a dumpling in the park.\You can eat it.\This is... response:	You're hungry, so you can eat it.
context: You've gotten big, haven't you, Mii-chan?\That's it.\I should spend all day just playing with my grandson without worrying about anything else.\Also, also...\Earlier, I made a dumpling in the park.\You can eat it.\This is...\You're hungry, so you can eat it. response:	Mii-chan...
context: That's it.\I should spend all day just playing with my grandson without worrying about anything else.\Also, also...\Earlier, I made a dumpling in the park.\You can eat it.\This is...\You're hungry, so you can eat it.\Mii-chan... response:	It's made entirely of chocolate, so go ahead and eat it.
context: I should spend all day just playing with my grandson without worrying about anything else.\Also, also...\Earlier, I made a dumpling in the park.\You can eat it.\This is...\You're hungry, so you can eat it.\Mii-chan...\It's made entirely of chocolate, so go ahead and eat it. response:	I see. I see.
context: Also, also...\Earlier, I made a dumpling in the park.\You can eat it.\This is...\You're hungry, so you can eat it.\Mii-chan...\It's made entirely of chocolate, so go ahead and eat it.\I see. I see. response:	Thank you.
context: Earlier, I made a dumpling in the park.\You can eat it.\This is...\You're hungry, so you can eat it.\Mii-chan...\It's made entirely of chocolate, so go ahead and eat it.\I see. I see.\Thank you. response:	What are you crying for?
context: You can eat it.\This is...\You're hungry, so you can eat it.\Mii-chan...\It's made entirely of chocolate, so go ahead and eat it.\I see. I see.\Thank you.\What are you crying for? response:	You're moved to tears too easily, Father.
context: This is...\You're hungry, so you can eat it.\Mii-chan...\It's made entirely of chocolate, so go ahead and eat it.\I see. I see.\Thank you.\What are you crying for?\You're moved to tears too easily, Father. response:	Well, I'll be in the kitchen.
context: You're hungry, so you can eat it.\Mii-chan...\It's made entirely of chocolate, so go ahead and eat it.\I see. I see.\Thank you.\What are you crying for?\You're moved to tears too easily, Father.\Well, I'll be in the kitchen. response:	All right.
context: Mii-chan...\It's made entirely of chocolate, so go ahead and eat it.\I see. I see.\Thank you.\What are you crying for?\You're moved to tears too easily, Father.\Well, I'll be in the kitchen.\All right. response:	That's right.
context: It's made entirely of chocolate, so go ahead and eat it.\I see. I see.\Thank you.\What are you crying for?\You're moved to tears too easily, Father.\Well, I'll be in the kitchen.\All right.\That's right. response:	Life isn't full of only bad things.
context: I see. I see.\Thank you.\What are you crying for?\You're moved to tears too easily, Father.\Well, I'll be in the kitchen.\All right.\That's right.\Life isn't full of only bad things. response:	There are also good things like this.
context: Thank you.\What are you crying for?\You're moved to tears too easily, Father.\Well, I'll be in the kitchen.\All right.\That's right.\Life isn't full of only bad things.\There are also good things like this. response:	It's all chocolate, so hurry up and eat it.
context: What are you crying for?\You're moved to tears too easily, Father.\Well, I'll be in the kitchen.\All right.\That's right.\Life isn't full of only bad things.\There are also good things like this.\It's all chocolate, so hurry up and eat it. response:	Come on. Come on.
context: You're moved to tears too easily, Father.\Well, I'll be in the kitchen.\All right.\That's right.\Life isn't full of only bad things.\There are also good things like this.\It's all chocolate, so hurry up and eat it.\Come on. Come on. response:	Hurry up and eat it.
context: Well, I'll be in the kitchen.\All right.\That's right.\Life isn't full of only bad things.\There are also good things like this.\It's all chocolate, so hurry up and eat it.\Come on. Come on.\Hurry up and eat it. response:	It's delicious, so hurry!
context: All right.\That's right.\Life isn't full of only bad things.\There are also good things like this.\It's all chocolate, so hurry up and eat it.\Come on. Come on.\Hurry up and eat it.\It's delicious, so hurry! response:	But, this is...
context: That's right.\Life isn't full of only bad things.\There are also good things like this.\It's all chocolate, so hurry up and eat it.\Come on. Come on.\Hurry up and eat it.\It's delicious, so hurry!\But, this is... response:	Hurry!
context: Life isn't full of only bad things.\There are also good things like this.\It's all chocolate, so hurry up and eat it.\Come on. Come on.\Hurry up and eat it.\It's delicious, so hurry!\But, this is...\Hurry! response:	Come on. Hurry!
context: There are also good things like this.\It's all chocolate, so hurry up and eat it.\Come on. Come on.\Hurry up and eat it.\It's delicious, so hurry!\But, this is...\Hurry!\Come on. Hurry! response:	Right this minute! It's delicious!
context: It's all chocolate, so hurry up and eat it.\Come on. Come on.\Hurry up and eat it.\It's delicious, so hurry!\But, this is...\Hurry!\Come on. Hurry!\Right this minute! It's delicious! response:	I'm sure...
context: Come on. Come on.\Hurry up and eat it.\It's delicious, so hurry!\But, this is...\Hurry!\Come on. Hurry!\Right this minute! It's delicious!\I'm sure... response:	I'm sure...
context: Hurry up and eat it.\It's delicious, so hurry!\But, this is...\Hurry!\Come on. Hurry!\Right this minute! It's delicious!\I'm sure...\I'm sure... response:	Mum, gramps collapsed.
context: It's delicious, so hurry!\But, this is...\Hurry!\Come on. Hurry!\Right this minute! It's delicious!\I'm sure...\I'm sure...\Mum, gramps collapsed. response:	Here. Sorry for the wait.
context: But, this is...\Hurry!\Come on. Hurry!\Right this minute! It's delicious!\I'm sure...\I'm sure...\Mum, gramps collapsed.\Here. Sorry for the wait. response:	It's always best to deal with things peacefully.
context: Hurry!\Come on. Hurry!\Right this minute! It's delicious!\I'm sure...\I'm sure...\Mum, gramps collapsed.\Here. Sorry for the wait.\It's always best to deal with things peacefully. response:	Are you trying to kill me?
context: Come on. Hurry!\Right this minute! It's delicious!\I'm sure...\I'm sure...\Mum, gramps collapsed.\Here. Sorry for the wait.\It's always best to deal with things peacefully.\Are you trying to kill me? response:	It's complete!
context: Right this minute! It's delicious!\I'm sure...\I'm sure...\Mum, gramps collapsed.\Here. Sorry for the wait.\It's always best to deal with things peacefully.\Are you trying to kill me?\It's complete! response:	What?
context: I'm sure...\I'm sure...\Mum, gramps collapsed.\Here. Sorry for the wait.\It's always best to deal with things peacefully.\Are you trying to kill me?\It's complete!\What? response:	Super Glue!
context: I'm sure...\Mum, gramps collapsed.\Here. Sorry for the wait.\It's always best to deal with things peacefully.\Are you trying to kill me?\It's complete!\What?\Super Glue! response:	It's... really big.
context: Mum, gramps collapsed.\Here. Sorry for the wait.\It's always best to deal with things peacefully.\Are you trying to kill me?\It's complete!\What?\Super Glue!\It's... really big. response:	Because it's super!
context: Here. Sorry for the wait.\It's always best to deal with things peacefully.\Are you trying to kill me?\It's complete!\What?\Super Glue!\It's... really big.\Because it's super! response:	If I spread this on the floor,
context: It's always best to deal with things peacefully.\Are you trying to kill me?\It's complete!\What?\Super Glue!\It's... really big.\Because it's super!\If I spread this on the floor, response:	Nano and Sakamoto will be unable to move!
context: Are you trying to kill me?\It's complete!\What?\Super Glue!\It's... really big.\Because it's super!\If I spread this on the floor,\Nano and Sakamoto will be unable to move! response:	You're doing something strange again.
context: It's complete!\What?\Super Glue!\It's... really big.\Because it's super!\If I spread this on the floor,\Nano and Sakamoto will be unable to move!\You're doing something strange again. response:	Who would fall for such an obvious trap?
context: What?\Super Glue!\It's... really big.\Because it's super!\If I spread this on the floor,\Nano and Sakamoto will be unable to move!\You're doing something strange again.\Who would fall for such an obvious trap? response:	I got you!
context: Super Glue!\It's... really big.\Because it's super!\If I spread this on the floor,\Nano and Sakamoto will be unable to move!\You're doing something strange again.\Who would fall for such an obvious trap?\I got you! response:	You didn't get me yet!
context: It's... really big.\Because it's super!\If I spread this on the floor,\Nano and Sakamoto will be unable to move!\You're doing something strange again.\Who would fall for such an obvious trap?\I got you!\You didn't get me yet! response:	Hey, hurry and get me out of here!
context: Because it's super!\If I spread this on the floor,\Nano and Sakamoto will be unable to move!\You're doing something strange again.\Who would fall for such an obvious trap?\I got you!\You didn't get me yet!\Hey, hurry and get me out of here! response:	I have plans after this!
context: If I spread this on the floor,\Nano and Sakamoto will be unable to move!\You're doing something strange again.\Who would fall for such an obvious trap?\I got you!\You didn't get me yet!\Hey, hurry and get me out of here!\I have plans after this! response:	You can get out if you put water on it.
context: Nano and Sakamoto will be unable to move!\You're doing something strange again.\Who would fall for such an obvious trap?\I got you!\You didn't get me yet!\Hey, hurry and get me out of here!\I have plans after this!\You can get out if you put water on it. response:	Then hurry and get some water!
context: You're doing something strange again.\Who would fall for such an obvious trap?\I got you!\You didn't get me yet!\Hey, hurry and get me out of here!\I have plans after this!\You can get out if you put water on it.\Then hurry and get some water! response:	It's time for snacks.
context: Who would fall for such an obvious trap?\I got you!\You didn't get me yet!\Hey, hurry and get me out of here!\I have plans after this!\You can get out if you put water on it.\Then hurry and get some water!\It's time for snacks. response:	Listen to me!
context: I got you!\You didn't get me yet!\Hey, hurry and get me out of here!\I have plans after this!\You can get out if you put water on it.\Then hurry and get some water!\It's time for snacks.\Listen to me! response:	Well, the professor is going to go eat snacks.
context: You didn't get me yet!\Hey, hurry and get me out of here!\I have plans after this!\You can get out if you put water on it.\Then hurry and get some water!\It's time for snacks.\Listen to me!\Well, the professor is going to go eat snacks. response:	Excuse me.
context: Hey, hurry and get me out of here!\I have plans after this!\You can get out if you put water on it.\Then hurry and get some water!\It's time for snacks.\Listen to me!\Well, the professor is going to go eat snacks.\Excuse me. response:	Hey.
context: I have plans after this!\You can get out if you put water on it.\Then hurry and get some water!\It's time for snacks.\Listen to me!\Well, the professor is going to go eat snacks.\Excuse me.\Hey. response:	What are you going to do about this?
context: You can get out if you put water on it.\Then hurry and get some water!\It's time for snacks.\Listen to me!\Well, the professor is going to go eat snacks.\Excuse me.\Hey.\What are you going to do about this? response:	This is terrible.
context: Then hurry and get some water!\It's time for snacks.\Listen to me!\Well, the professor is going to go eat snacks.\Excuse me.\Hey.\What are you going to do about this?\This is terrible. response:	You look like you're stuck in a cockroach trap.
context: It's time for snacks.\Listen to me!\Well, the professor is going to go eat snacks.\Excuse me.\Hey.\What are you going to do about this?\This is terrible.\You look like you're stuck in a cockroach trap. response:	Don't laugh!
context: Listen to me!\Well, the professor is going to go eat snacks.\Excuse me.\Hey.\What are you going to do about this?\This is terrible.\You look like you're stuck in a cockroach trap.\Don't laugh! response:	You're in the same situation!
context: Well, the professor is going to go eat snacks.\Excuse me.\Hey.\What are you going to do about this?\This is terrible.\You look like you're stuck in a cockroach trap.\Don't laugh!\You're in the same situation! response:	Take a look!
context: Excuse me.\Hey.\What are you going to do about this?\This is terrible.\You look like you're stuck in a cockroach trap.\Don't laugh!\You're in the same situation!\Take a look! response:	That's divine punishment!
context: Hey.\What are you going to do about this?\This is terrible.\You look like you're stuck in a cockroach trap.\Don't laugh!\You're in the same situation!\Take a look!\That's divine punishment! response:	That's strange...
context: What are you going to do about this?\This is terrible.\You look like you're stuck in a cockroach trap.\Don't laugh!\You're in the same situation!\Take a look!\That's divine punishment!\That's strange... response:	You're always playing pran -
context: This is terrible.\You look like you're stuck in a cockroach trap.\Don't laugh!\You're in the same situation!\Take a look!\That's divine punishment!\That's strange...\You're always playing pran - response:	Sakamoto, what should we do?
context: You look like you're stuck in a cockroach trap.\Don't laugh!\You're in the same situation!\Take a look!\That's divine punishment!\That's strange...\You're always playing pran -\Sakamoto, what should we do? response:	Huh, Sakamoto's gone.
context: Don't laugh!\You're in the same situation!\Take a look!\That's divine punishment!\That's strange...\You're always playing pran -\Sakamoto, what should we do?\Huh, Sakamoto's gone. response:	Sakamoto?
context: You're in the same situation!\Take a look!\That's divine punishment!\That's strange...\You're always playing pran -\Sakamoto, what should we do?\Huh, Sakamoto's gone.\Sakamoto? response:	Sakamoto?
context: Take a look!\That's divine punishment!\That's strange...\You're always playing pran -\Sakamoto, what should we do?\Huh, Sakamoto's gone.\Sakamoto?\Sakamoto? response:	Sakamoto!
context: That's divine punishment!\That's strange...\You're always playing pran -\Sakamoto, what should we do?\Huh, Sakamoto's gone.\Sakamoto?\Sakamoto?\Sakamoto! response:	We can't get out without water.
context: That's strange...\You're always playing pran -\Sakamoto, what should we do?\Huh, Sakamoto's gone.\Sakamoto?\Sakamoto?\Sakamoto!\We can't get out without water. response:	I won't be able to eat snacks like this.
context: You're always playing pran -\Sakamoto, what should we do?\Huh, Sakamoto's gone.\Sakamoto?\Sakamoto?\Sakamoto!\We can't get out without water.\I won't be able to eat snacks like this. response:	I might get hungry while I'm here.
context: Sakamoto, what should we do?\Huh, Sakamoto's gone.\Sakamoto?\Sakamoto?\Sakamoto!\We can't get out without water.\I won't be able to eat snacks like this.\I might get hungry while I'm here. response:	I won't be able to eat, so I might die!
context: Huh, Sakamoto's gone.\Sakamoto?\Sakamoto?\Sakamoto!\We can't get out without water.\I won't be able to eat snacks like this.\I might get hungry while I'm here.\I won't be able to eat, so I might die! response:	I might die!
context: Sakamoto?\Sakamoto?\Sakamoto!\We can't get out without water.\I won't be able to eat snacks like this.\I might get hungry while I'm here.\I won't be able to eat, so I might die!\I might die! response:	I might die.
context: Sakamoto?\Sakamoto!\We can't get out without water.\I won't be able to eat snacks like this.\I might get hungry while I'm here.\I won't be able to eat, so I might die!\I might die!\I might die. response:	I'm home!
context: Sakamoto!\We can't get out without water.\I won't be able to eat snacks like this.\I might get hungry while I'm here.\I won't be able to eat, so I might die!\I might die!\I might die.\I'm home! response:	It's Nano!
context: We can't get out without water.\I won't be able to eat snacks like this.\I might get hungry while I'm here.\I won't be able to eat, so I might die!\I might die!\I might die.\I'm home!\It's Nano! response:	It's really hot, isn't it?
context: I won't be able to eat snacks like this.\I might get hungry while I'm here.\I won't be able to eat, so I might die!\I might die!\I might die.\I'm home!\It's Nano!\It's really hot, isn't it? response:	I heard it's 35 degrees outsi -
context: I might get hungry while I'm here.\I won't be able to eat, so I might die!\I might die!\I might die.\I'm home!\It's Nano!\It's really hot, isn't it?\I heard it's 35 degrees outsi - response:	What are you doing?
context: I won't be able to eat, so I might die!\I might die!\I might die.\I'm home!\It's Nano!\It's really hot, isn't it?\I heard it's 35 degrees outsi -\What are you doing? response:	You see, I was spreading glue and got stuck!
context: I might die!\I might die.\I'm home!\It's Nano!\It's really hot, isn't it?\I heard it's 35 degrees outsi -\What are you doing?\You see, I was spreading glue and got stuck! response:	You need to put water on it.
context: I might die.\I'm home!\It's Nano!\It's really hot, isn't it?\I heard it's 35 degrees outsi -\What are you doing?\You see, I was spreading glue and got stuck!\You need to put water on it. response:	I got all stuck, and you need to put water on it, Nano! Nano!
context: I'm home!\It's Nano!\It's really hot, isn't it?\I heard it's 35 degrees outsi -\What are you doing?\You see, I was spreading glue and got stuck!\You need to put water on it.\I got all stuck, and you need to put water on it, Nano! Nano! response:	Huh? Water?
context: It's Nano!\It's really hot, isn't it?\I heard it's 35 degrees outsi -\What are you doing?\You see, I was spreading glue and got stuck!\You need to put water on it.\I got all stuck, and you need to put water on it, Nano! Nano!\Huh? Water? response:	Yes!
context: It's really hot, isn't it?\I heard it's 35 degrees outsi -\What are you doing?\You see, I was spreading glue and got stuck!\You need to put water on it.\I got all stuck, and you need to put water on it, Nano! Nano!\Huh? Water?\Yes! response:	Before that, get up, please.
context: I heard it's 35 degrees outsi -\What are you doing?\You see, I was spreading glue and got stuck!\You need to put water on it.\I got all stuck, and you need to put water on it, Nano! Nano!\Huh? Water?\Yes!\Before that, get up, please. response:	If you lie around in the hallway, your clothes will get dirt -
context: What are you doing?\You see, I was spreading glue and got stuck!\You need to put water on it.\I got all stuck, and you need to put water on it, Nano! Nano!\Huh? Water?\Yes!\Before that, get up, please.\If you lie around in the hallway, your clothes will get dirt - response:	Hey, what is this?!
context: You see, I was spreading glue and got stuck!\You need to put water on it.\I got all stuck, and you need to put water on it, Nano! Nano!\Huh? Water?\Yes!\Before that, get up, please.\If you lie around in the hallway, your clothes will get dirt -\Hey, what is this?! response:	Hey, what is this?!
context: You need to put water on it.\I got all stuck, and you need to put water on it, Nano! Nano!\Huh? Water?\Yes!\Before that, get up, please.\If you lie around in the hallway, your clothes will get dirt -\Hey, what is this?!\Hey, what is this?! response:	Hey, my hand!
context: I got all stuck, and you need to put water on it, Nano! Nano!\Huh? Water?\Yes!\Before that, get up, please.\If you lie around in the hallway, your clothes will get dirt -\Hey, what is this?!\Hey, what is this?!\Hey, my hand! response:	What the heck is this?!
context: Huh? Water?\Yes!\Before that, get up, please.\If you lie around in the hallway, your clothes will get dirt -\Hey, what is this?!\Hey, what is this?!\Hey, my hand!\What the heck is this?! response:	My hand, my hand!
context: Yes!\Before that, get up, please.\If you lie around in the hallway, your clothes will get dirt -\Hey, what is this?!\Hey, what is this?!\Hey, my hand!\What the heck is this?!\My hand, my hand! response:	President.
context: Before that, get up, please.\If you lie around in the hallway, your clothes will get dirt -\Hey, what is this?!\Hey, what is this?!\Hey, my hand!\What the heck is this?!\My hand, my hand!\President. response:	This is the power of the Daiku Corporation.
context: If you lie around in the hallway, your clothes will get dirt -\Hey, what is this?!\Hey, what is this?!\Hey, my hand!\What the heck is this?!\My hand, my hand!\President.\This is the power of the Daiku Corporation. response:	Guess who!
context: Hey, what is this?!\Hey, what is this?!\Hey, my hand!\What the heck is this?!\My hand, my hand!\President.\This is the power of the Daiku Corporation.\Guess who! response:	Is...
context: Hey, what is this?!\Hey, my hand!\What the heck is this?!\My hand, my hand!\President.\This is the power of the Daiku Corporation.\Guess who!\Is... response:	Is it the Professor?
context: Hey, my hand!\What the heck is this?!\My hand, my hand!\President.\This is the power of the Daiku Corporation.\Guess who!\Is...\Is it the Professor? response:	Correct!
context: What the heck is this?!\My hand, my hand!\President.\This is the power of the Daiku Corporation.\Guess who!\Is...\Is it the Professor?\Correct! response:	Did you know?
context: My hand, my hand!\President.\This is the power of the Daiku Corporation.\Guess who!\Is...\Is it the Professor?\Correct!\Did you know? response:	No, it was kind of obvious.
context: President.\This is the power of the Daiku Corporation.\Guess who!\Is...\Is it the Professor?\Correct!\Did you know?\No, it was kind of obvious. response:	You're the only one here.
context: This is the power of the Daiku Corporation.\Guess who!\Is...\Is it the Professor?\Correct!\Did you know?\No, it was kind of obvious.\You're the only one here. response:	Then, it's your turn, Nano.
context: Guess who!\Is...\Is it the Professor?\Correct!\Did you know?\No, it was kind of obvious.\You're the only one here.\Then, it's your turn, Nano. response:	Guess who!
context: Is...\Is it the Professor?\Correct!\Did you know?\No, it was kind of obvious.\You're the only one here.\Then, it's your turn, Nano.\Guess who! response:	It's Nano!
context: Is it the Professor?\Correct!\Did you know?\No, it was kind of obvious.\You're the only one here.\Then, it's your turn, Nano.\Guess who!\It's Nano! response:	The Shinonome household was at peace again today.
context: Correct!\Did you know?\No, it was kind of obvious.\You're the only one here.\Then, it's your turn, Nano.\Guess who!\It's Nano!\The Shinonome household was at peace again today. response:	Hey, Nano, was I right?
context: Did you know?\No, it was kind of obvious.\You're the only one here.\Then, it's your turn, Nano.\Guess who!\It's Nano!\The Shinonome household was at peace again today.\Hey, Nano, was I right? response:	Yes, you were.
context: No, it was kind of obvious.\You're the only one here.\Then, it's your turn, Nano.\Guess who!\It's Nano!\The Shinonome household was at peace again today.\Hey, Nano, was I right?\Yes, you were. response:	Then, then, next, it's my turn.
context: You're the only one here.\Then, it's your turn, Nano.\Guess who!\It's Nano!\The Shinonome household was at peace again today.\Hey, Nano, was I right?\Yes, you were.\Then, then, next, it's my turn. response:	This is bad.
context: Then, it's your turn, Nano.\Guess who!\It's Nano!\The Shinonome household was at peace again today.\Hey, Nano, was I right?\Yes, you were.\Then, then, next, it's my turn.\This is bad. response:	This is bad.
context: Guess who!\It's Nano!\The Shinonome household was at peace again today.\Hey, Nano, was I right?\Yes, you were.\Then, then, next, it's my turn.\This is bad.\This is bad. response:	This is bad!
context: It's Nano!\The Shinonome household was at peace again today.\Hey, Nano, was I right?\Yes, you were.\Then, then, next, it's my turn.\This is bad.\This is bad.\This is bad! response:	I'm completely lost from the very first question!
context: The Shinonome household was at peace again today.\Hey, Nano, was I right?\Yes, you were.\Then, then, next, it's my turn.\This is bad.\This is bad.\This is bad!\I'm completely lost from the very first question! response:	What the heck is this thing that looks like it'd vanish pretty easily, anyway?
context: Hey, Nano, was I right?\Yes, you were.\Then, then, next, it's my turn.\This is bad.\This is bad.\This is bad!\I'm completely lost from the very first question!\What the heck is this thing that looks like it'd vanish pretty easily, anyway? response:	What kind of vocabulary word would describe that?
context: Yes, you were.\Then, then, next, it's my turn.\This is bad.\This is bad.\This is bad!\I'm completely lost from the very first question!\What the heck is this thing that looks like it'd vanish pretty easily, anyway?\What kind of vocabulary word would describe that? response:	Wait.
context: Then, then, next, it's my turn.\This is bad.\This is bad.\This is bad!\I'm completely lost from the very first question!\What the heck is this thing that looks like it'd vanish pretty easily, anyway?\What kind of vocabulary word would describe that?\Wait. response:	This question...
context: This is bad.\This is bad.\This is bad!\I'm completely lost from the very first question!\What the heck is this thing that looks like it'd vanish pretty easily, anyway?\What kind of vocabulary word would describe that?\Wait.\This question... response:	I've done it before.
context: This is bad.\This is bad!\I'm completely lost from the very first question!\What the heck is this thing that looks like it'd vanish pretty easily, anyway?\What kind of vocabulary word would describe that?\Wait.\This question...\I've done it before. response:	What was it?
context: This is bad!\I'm completely lost from the very first question!\What the heck is this thing that looks like it'd vanish pretty easily, anyway?\What kind of vocabulary word would describe that?\Wait.\This question...\I've done it before.\What was it? response:	I asked Sakurai-sensei about it.
context: I'm completely lost from the very first question!\What the heck is this thing that looks like it'd vanish pretty easily, anyway?\What kind of vocabulary word would describe that?\Wait.\This question...\I've done it before.\What was it?\I asked Sakurai-sensei about it. response:	I'm sure...
context: What the heck is this thing that looks like it'd vanish pretty easily, anyway?\What kind of vocabulary word would describe that?\Wait.\This question...\I've done it before.\What was it?\I asked Sakurai-sensei about it.\I'm sure... response:	What is this?
context: What kind of vocabulary word would describe that?\Wait.\This question...\I've done it before.\What was it?\I asked Sakurai-sensei about it.\I'm sure...\What is this? response:	Did you draw this thing that looks like it'd vanish pretty easily, Sensei?
context: Wait.\This question...\I've done it before.\What was it?\I asked Sakurai-sensei about it.\I'm sure...\What is this?\Did you draw this thing that looks like it'd vanish pretty easily, Sensei? response:	This thing that looks like it'd vanish pretty easily...
context: This question...\I've done it before.\What was it?\I asked Sakurai-sensei about it.\I'm sure...\What is this?\Did you draw this thing that looks like it'd vanish pretty easily, Sensei?\This thing that looks like it'd vanish pretty easily... response:	That's it!
context: I've done it before.\What was it?\I asked Sakurai-sensei about it.\I'm sure...\What is this?\Did you draw this thing that looks like it'd vanish pretty easily, Sensei?\This thing that looks like it'd vanish pretty easily...\That's it! response:	Something that looks like it'd vanish pretty easily!
context: What was it?\I asked Sakurai-sensei about it.\I'm sure...\What is this?\Did you draw this thing that looks like it'd vanish pretty easily, Sensei?\This thing that looks like it'd vanish pretty easily...\That's it!\Something that looks like it'd vanish pretty easily! response:	Wait! That's not it!
context: I asked Sakurai-sensei about it.\I'm sure...\What is this?\Did you draw this thing that looks like it'd vanish pretty easily, Sensei?\This thing that looks like it'd vanish pretty easily...\That's it!\Something that looks like it'd vanish pretty easily!\Wait! That's not it! response:	Just calm down!
context: I'm sure...\What is this?\Did you draw this thing that looks like it'd vanish pretty easily, Sensei?\This thing that looks like it'd vanish pretty easily...\That's it!\Something that looks like it'd vanish pretty easily!\Wait! That's not it!\Just calm down! response:	Calm down, Yukko!
context: What is this?\Did you draw this thing that looks like it'd vanish pretty easily, Sensei?\This thing that looks like it'd vanish pretty easily...\That's it!\Something that looks like it'd vanish pretty easily!\Wait! That's not it!\Just calm down!\Calm down, Yukko! response:	If you get too worked up, even things that you know will confuse you!
context: Did you draw this thing that looks like it'd vanish pretty easily, Sensei?\This thing that looks like it'd vanish pretty easily...\That's it!\Something that looks like it'd vanish pretty easily!\Wait! That's not it!\Just calm down!\Calm down, Yukko!\If you get too worked up, even things that you know will confuse you! response:	Anyway, it's flying, so...
context: This thing that looks like it'd vanish pretty easily...\That's it!\Something that looks like it'd vanish pretty easily!\Wait! That's not it!\Just calm down!\Calm down, Yukko!\If you get too worked up, even things that you know will confuse you!\Anyway, it's flying, so... response:	Was it fly?
context: That's it!\Something that looks like it'd vanish pretty easily!\Wait! That's not it!\Just calm down!\Calm down, Yukko!\If you get too worked up, even things that you know will confuse you!\Anyway, it's flying, so...\Was it fly? response:	The impact of the character is too strong, though.
context: Something that looks like it'd vanish pretty easily!\Wait! That's not it!\Just calm down!\Calm down, Yukko!\If you get too worked up, even things that you know will confuse you!\Anyway, it's flying, so...\Was it fly?\The impact of the character is too strong, though. response:	What is this monster?
context: Wait! That's not it!\Just calm down!\Calm down, Yukko!\If you get too worked up, even things that you know will confuse you!\Anyway, it's flying, so...\Was it fly?\The impact of the character is too strong, though.\What is this monster? response:	Monster?
context: Just calm down!\Calm down, Yukko!\If you get too worked up, even things that you know will confuse you!\Anyway, it's flying, so...\Was it fly?\The impact of the character is too strong, though.\What is this monster?\Monster? response:	This is no longer an English test...
context: Calm down, Yukko!\If you get too worked up, even things that you know will confuse you!\Anyway, it's flying, so...\Was it fly?\The impact of the character is too strong, though.\What is this monster?\Monster?\This is no longer an English test... response:	It's Logic!
context: If you get too worked up, even things that you know will confuse you!\Anyway, it's flying, so...\Was it fly?\The impact of the character is too strong, though.\What is this monster?\Monster?\This is no longer an English test...\It's Logic! response:	But this all I can do for now!
context: Anyway, it's flying, so...\Was it fly?\The impact of the character is too strong, though.\What is this monster?\Monster?\This is no longer an English test...\It's Logic!\But this all I can do for now! response:	Anyway, next question.
context: Was it fly?\The impact of the character is too strong, though.\What is this monster?\Monster?\This is no longer an English test...\It's Logic!\But this all I can do for now!\Anyway, next question. response:	The same monster is holding a tennis racket!
context: The impact of the character is too strong, though.\What is this monster?\Monster?\This is no longer an English test...\It's Logic!\But this all I can do for now!\Anyway, next question.\The same monster is holding a tennis racket! response:	Meaning the first question wasn't monster!
context: What is this monster?\Monster?\This is no longer an English test...\It's Logic!\But this all I can do for now!\Anyway, next question.\The same monster is holding a tennis racket!\Meaning the first question wasn't monster! response:	What is this strange trap?!
context: Monster?\This is no longer an English test...\It's Logic!\But this all I can do for now!\Anyway, next question.\The same monster is holding a tennis racket!\Meaning the first question wasn't monster!\What is this strange trap?! response:	I'll erase the first answer and re-think it.
context: This is no longer an English test...\It's Logic!\But this all I can do for now!\Anyway, next question.\The same monster is holding a tennis racket!\Meaning the first question wasn't monster!\What is this strange trap?!\I'll erase the first answer and re-think it. response:	My eraser!
context: It's Logic!\But this all I can do for now!\Anyway, next question.\The same monster is holding a tennis racket!\Meaning the first question wasn't monster!\What is this strange trap?!\I'll erase the first answer and re-think it.\My eraser! response:	Nothing human life!
