context: To visit someone named Daphne who was said to have met a dragon, response:	we came to a traveler's inn named Rise.
context: Some type of golem, right?\And I made them with a system where they automatically adapt\to match the attributes of their opponent.\I was thinking that along with Natsu Dragneel,\I could gather information about a variety of wizards.\And what are you planning by that?\You'll just have to stay tuned.\The more data I gather, the more interesting it'll be. response:	Whoa there.
context: And I made them with a system where they automatically adapt\to match the attributes of their opponent.\I was thinking that along with Natsu Dragneel,\I could gather information about a variety of wizards.\And what are you planning by that?\You'll just have to stay tuned.\The more data I gather, the more interesting it'll be.\Whoa there. response:	Looks like we're getting to the end of the battle.
context: to match the attributes of their opponent.\I was thinking that along with Natsu Dragneel,\I could gather information about a variety of wizards.\And what are you planning by that?\You'll just have to stay tuned.\The more data I gather, the more interesting it'll be.\Whoa there.\Looks like we're getting to the end of the battle. response:	Sheesh, you're one majorly tough bastard, you know that?
context: I was thinking that along with Natsu Dragneel,\I could gather information about a variety of wizards.\And what are you planning by that?\You'll just have to stay tuned.\The more data I gather, the more interesting it'll be.\Whoa there.\Looks like we're getting to the end of the battle.\Sheesh, you're one majorly tough bastard, you know that? response:	That's my line, damn it.
context: I could gather information about a variety of wizards.\And what are you planning by that?\You'll just have to stay tuned.\The more data I gather, the more interesting it'll be.\Whoa there.\Looks like we're getting to the end of the battle.\Sheesh, you're one majorly tough bastard, you know that?\That's my line, damn it. response:	You can do it, Natsu!
context: And what are you planning by that?\You'll just have to stay tuned.\The more data I gather, the more interesting it'll be.\Whoa there.\Looks like we're getting to the end of the battle.\Sheesh, you're one majorly tough bastard, you know that?\That's my line, damn it.\You can do it, Natsu! response:	Yes-yes-yes... That's enough talking.
context: You'll just have to stay tuned.\The more data I gather, the more interesting it'll be.\Whoa there.\Looks like we're getting to the end of the battle.\Sheesh, you're one majorly tough bastard, you know that?\That's my line, damn it.\You can do it, Natsu!\Yes-yes-yes... That's enough talking. response:	It's about time, Gray Fullbuster!
context: The more data I gather, the more interesting it'll be.\Whoa there.\Looks like we're getting to the end of the battle.\Sheesh, you're one majorly tough bastard, you know that?\That's my line, damn it.\You can do it, Natsu!\Yes-yes-yes... That's enough talking.\It's about time, Gray Fullbuster! response:	No need to tell me that!
context: Whoa there.\Looks like we're getting to the end of the battle.\Sheesh, you're one majorly tough bastard, you know that?\That's my line, damn it.\You can do it, Natsu!\Yes-yes-yes... That's enough talking.\It's about time, Gray Fullbuster!\No need to tell me that! response:	Bring it!
context: Looks like we're getting to the end of the battle.\Sheesh, you're one majorly tough bastard, you know that?\That's my line, damn it.\You can do it, Natsu!\Yes-yes-yes... That's enough talking.\It's about time, Gray Fullbuster!\No need to tell me that!\Bring it! response:	Natsu!
context: Sheesh, you're one majorly tough bastard, you know that?\That's my line, damn it.\You can do it, Natsu!\Yes-yes-yes... That's enough talking.\It's about time, Gray Fullbuster!\No need to tell me that!\Bring it!\Natsu! response:	Gray!
context: That's my line, damn it.\You can do it, Natsu!\Yes-yes-yes... That's enough talking.\It's about time, Gray Fullbuster!\No need to tell me that!\Bring it!\Natsu!\Gray! response:	Natsu won!
context: You can do it, Natsu!\Yes-yes-yes... That's enough talking.\It's about time, Gray Fullbuster!\No need to tell me that!\Bring it!\Natsu!\Gray!\Natsu won! response:	He isn't called the Salamander for nothing.
context: Yes-yes-yes... That's enough talking.\It's about time, Gray Fullbuster!\No need to tell me that!\Bring it!\Natsu!\Gray!\Natsu won!\He isn't called the Salamander for nothing. response:	Indeed, impressive.
context: It's about time, Gray Fullbuster!\No need to tell me that!\Bring it!\Natsu!\Gray!\Natsu won!\He isn't called the Salamander for nothing.\Indeed, impressive. response:	How'd you like that? I win, Gray.
context: No need to tell me that!\Bring it!\Natsu!\Gray!\Natsu won!\He isn't called the Salamander for nothing.\Indeed, impressive.\How'd you like that? I win, Gray. response:	Gray?
context: Bring it!\Natsu!\Gray!\Natsu won!\He isn't called the Salamander for nothing.\Indeed, impressive.\How'd you like that? I win, Gray.\Gray? response:	My bad! I hit you somewhere I shouldn't?
context: Natsu!\Gray!\Natsu won!\He isn't called the Salamander for nothing.\Indeed, impressive.\How'd you like that? I win, Gray.\Gray?\My bad! I hit you somewhere I shouldn't? response:	Just kiddin'...
context: Gray!\Natsu won!\He isn't called the Salamander for nothing.\Indeed, impressive.\How'd you like that? I win, Gray.\Gray?\My bad! I hit you somewhere I shouldn't?\Just kiddin'... response:	Hey, how long are you gonna play...
context: Natsu won!\He isn't called the Salamander for nothing.\Indeed, impressive.\How'd you like that? I win, Gray.\Gray?\My bad! I hit you somewhere I shouldn't?\Just kiddin'...\Hey, how long are you gonna play... response:	My feet are freezing!
context: He isn't called the Salamander for nothing.\Indeed, impressive.\How'd you like that? I win, Gray.\Gray?\My bad! I hit you somewhere I shouldn't?\Just kiddin'...\Hey, how long are you gonna play...\My feet are freezing! response:	See?
context: Indeed, impressive.\How'd you like that? I win, Gray.\Gray?\My bad! I hit you somewhere I shouldn't?\Just kiddin'...\Hey, how long are you gonna play...\My feet are freezing!\See? response:	You're too naIve.
context: How'd you like that? I win, Gray.\Gray?\My bad! I hit you somewhere I shouldn't?\Just kiddin'...\Hey, how long are you gonna play...\My feet are freezing!\See?\You're too naIve. response:	Yes-yes-yes...
context: Gray?\My bad! I hit you somewhere I shouldn't?\Just kiddin'...\Hey, how long are you gonna play...\My feet are freezing!\See?\You're too naIve.\Yes-yes-yes... response:	Good work.
context: My bad! I hit you somewhere I shouldn't?\Just kiddin'...\Hey, how long are you gonna play...\My feet are freezing!\See?\You're too naIve.\Yes-yes-yes...\Good work. response:	Hidden Darkness!
context: Just kiddin'...\Hey, how long are you gonna play...\My feet are freezing!\See?\You're too naIve.\Yes-yes-yes...\Good work.\Hidden Darkness! response:	What the heck?!
context: Hey, how long are you gonna play...\My feet are freezing!\See?\You're too naIve.\Yes-yes-yes...\Good work.\Hidden Darkness!\What the heck?! response:	Excellent work, Gray Fullbuster.
context: My feet are freezing!\See?\You're too naIve.\Yes-yes-yes...\Good work.\Hidden Darkness!\What the heck?!\Excellent work, Gray Fullbuster. response:	You get high marks as my assistant.
context: See?\You're too naIve.\Yes-yes-yes...\Good work.\Hidden Darkness!\What the heck?!\Excellent work, Gray Fullbuster.\You get high marks as my assistant. response:	Thanks.
context: You're too naIve.\Yes-yes-yes...\Good work.\Hidden Darkness!\What the heck?!\Excellent work, Gray Fullbuster.\You get high marks as my assistant.\Thanks. response:	Took a bit of work, though.
context: Yes-yes-yes...\Good work.\Hidden Darkness!\What the heck?!\Excellent work, Gray Fullbuster.\You get high marks as my assistant.\Thanks.\Took a bit of work, though. response:	Natsu!
context: Good work.\Hidden Darkness!\What the heck?!\Excellent work, Gray Fullbuster.\You get high marks as my assistant.\Thanks.\Took a bit of work, though.\Natsu! response:	Natsu-san!
context: Hidden Darkness!\What the heck?!\Excellent work, Gray Fullbuster.\You get high marks as my assistant.\Thanks.\Took a bit of work, though.\Natsu!\Natsu-san! response:	You planned on leading us here from the start, didn't you?
context: What the heck?!\Excellent work, Gray Fullbuster.\You get high marks as my assistant.\Thanks.\Took a bit of work, though.\Natsu!\Natsu-san!\You planned on leading us here from the start, didn't you? response:	Yeah. Plan worked like a charm, I think.
context: Excellent work, Gray Fullbuster.\You get high marks as my assistant.\Thanks.\Took a bit of work, though.\Natsu!\Natsu-san!\You planned on leading us here from the start, didn't you?\Yeah. Plan worked like a charm, I think. response:	Don't talk so big when you just lost the real fight!
context: You get high marks as my assistant.\Thanks.\Took a bit of work, though.\Natsu!\Natsu-san!\You planned on leading us here from the start, didn't you?\Yeah. Plan worked like a charm, I think.\Don't talk so big when you just lost the real fight! response:	I'll throw you in with'im!
context: Thanks.\Took a bit of work, though.\Natsu!\Natsu-san!\You planned on leading us here from the start, didn't you?\Yeah. Plan worked like a charm, I think.\Don't talk so big when you just lost the real fight!\I'll throw you in with'im! response:	Yes-yes.
context: Took a bit of work, though.\Natsu!\Natsu-san!\You planned on leading us here from the start, didn't you?\Yeah. Plan worked like a charm, I think.\Don't talk so big when you just lost the real fight!\I'll throw you in with'im!\Yes-yes. response:	Please refrain from doing that.
context: Natsu!\Natsu-san!\You planned on leading us here from the start, didn't you?\Yeah. Plan worked like a charm, I think.\Don't talk so big when you just lost the real fight!\I'll throw you in with'im!\Yes-yes.\Please refrain from doing that. response:	After finally capturing Salamander, don't mix in anything unnecessary.
context: Natsu-san!\You planned on leading us here from the start, didn't you?\Yeah. Plan worked like a charm, I think.\Don't talk so big when you just lost the real fight!\I'll throw you in with'im!\Yes-yes.\Please refrain from doing that.\After finally capturing Salamander, don't mix in anything unnecessary. response:	I think I've been dissed.
context: You planned on leading us here from the start, didn't you?\Yeah. Plan worked like a charm, I think.\Don't talk so big when you just lost the real fight!\I'll throw you in with'im!\Yes-yes.\Please refrain from doing that.\After finally capturing Salamander, don't mix in anything unnecessary.\I think I've been dissed. response:	Was that your goal?
context: Yeah. Plan worked like a charm, I think.\Don't talk so big when you just lost the real fight!\I'll throw you in with'im!\Yes-yes.\Please refrain from doing that.\After finally capturing Salamander, don't mix in anything unnecessary.\I think I've been dissed.\Was that your goal? response:	Yes.
context: Don't talk so big when you just lost the real fight!\I'll throw you in with'im!\Yes-yes.\Please refrain from doing that.\After finally capturing Salamander, don't mix in anything unnecessary.\I think I've been dissed.\Was that your goal?\Yes. response:	With this, my research will be complete.
context: I'll throw you in with'im!\Yes-yes.\Please refrain from doing that.\After finally capturing Salamander, don't mix in anything unnecessary.\I think I've been dissed.\Was that your goal?\Yes.\With this, my research will be complete. response:	Gray! Happy!
context: Yes-yes.\Please refrain from doing that.\After finally capturing Salamander, don't mix in anything unnecessary.\I think I've been dissed.\Was that your goal?\Yes.\With this, my research will be complete.\Gray! Happy! response:	Wendy! Carla!
context: Please refrain from doing that.\After finally capturing Salamander, don't mix in anything unnecessary.\I think I've been dissed.\Was that your goal?\Yes.\With this, my research will be complete.\Gray! Happy!\Wendy! Carla! response:	A dragon's egg!
context: After finally capturing Salamander, don't mix in anything unnecessary.\I think I've been dissed.\Was that your goal?\Yes.\With this, my research will be complete.\Gray! Happy!\Wendy! Carla!\A dragon's egg! response:	That voice...
context: I think I've been dissed.\Was that your goal?\Yes.\With this, my research will be complete.\Gray! Happy!\Wendy! Carla!\A dragon's egg!\That voice... response:	Igneel, is that you?
context: Was that your goal?\Yes.\With this, my research will be complete.\Gray! Happy!\Wendy! Carla!\A dragon's egg!\That voice...\Igneel, is that you? response:	Wait for me! Answer me!
context: Yes.\With this, my research will be complete.\Gray! Happy!\Wendy! Carla!\A dragon's egg!\That voice...\Igneel, is that you?\Wait for me! Answer me! response:	Igneel!
context: With this, my research will be complete.\Gray! Happy!\Wendy! Carla!\A dragon's egg!\That voice...\Igneel, is that you?\Wait for me! Answer me!\Igneel! response:	Igneel...
context: Gray! Happy!\Wendy! Carla!\A dragon's egg!\That voice...\Igneel, is that you?\Wait for me! Answer me!\Igneel!\Igneel... response:	Ingeel.
context: Wendy! Carla!\A dragon's egg!\That voice...\Igneel, is that you?\Wait for me! Answer me!\Igneel!\Igneel...\Ingeel. response:	A dragon's egg.
context: A dragon's egg!\That voice...\Igneel, is that you?\Wait for me! Answer me!\Igneel!\Igneel...\Ingeel.\A dragon's egg. response:	A city without sound.
context: That voice...\Igneel, is that you?\Wait for me! Answer me!\Igneel!\Igneel...\Ingeel.\A dragon's egg.\A city without sound. response:	That's it! I remember!
context: Igneel, is that you?\Wait for me! Answer me!\Igneel!\Igneel...\Ingeel.\A dragon's egg.\A city without sound.\That's it! I remember! response:	Natsu!
context: Wait for me! Answer me!\Igneel!\Igneel...\Ingeel.\A dragon's egg.\A city without sound.\That's it! I remember!\Natsu! response:	What?
context: Igneel!\Igneel...\Ingeel.\A dragon's egg.\A city without sound.\That's it! I remember!\Natsu!\What? response:	The real fun starts now.
context: Igneel...\Ingeel.\A dragon's egg.\A city without sound.\That's it! I remember!\Natsu!\What?\The real fun starts now. response:	It looks like you have some trick to match any ability I use.
context: Ingeel.\A dragon's egg.\A city without sound.\That's it! I remember!\Natsu!\What?\The real fun starts now.\It looks like you have some trick to match any ability I use. response:	But in that case...
context: A dragon's egg.\A city without sound.\That's it! I remember!\Natsu!\What?\The real fun starts now.\It looks like you have some trick to match any ability I use.\But in that case... response:	Requip!
context: A city without sound.\That's it! I remember!\Natsu!\What?\The real fun starts now.\It looks like you have some trick to match any ability I use.\But in that case...\Requip! response:	Adamantine Armor!
context: That's it! I remember!\Natsu!\What?\The real fun starts now.\It looks like you have some trick to match any ability I use.\But in that case...\Requip!\Adamantine Armor! response:	And requip once again!
context: Natsu!\What?\The real fun starts now.\It looks like you have some trick to match any ability I use.\But in that case...\Requip!\Adamantine Armor!\And requip once again! response:	You may have the same ability, but no one is faster at requipping than I.
context: What?\The real fun starts now.\It looks like you have some trick to match any ability I use.\But in that case...\Requip!\Adamantine Armor!\And requip once again!\You may have the same ability, but no one is faster at requipping than I. response:	The choice of weapons and armor is something only experience can bring.
context: The real fun starts now.\It looks like you have some trick to match any ability I use.\But in that case...\Requip!\Adamantine Armor!\And requip once again!\You may have the same ability, but no one is faster at requipping than I.\The choice of weapons and armor is something only experience can bring. response:	A fake will never be anything but a fake.
context: It looks like you have some trick to match any ability I use.\But in that case...\Requip!\Adamantine Armor!\And requip once again!\You may have the same ability, but no one is faster at requipping than I.\The choice of weapons and armor is something only experience can bring.\A fake will never be anything but a fake. response:	This is getting us nowhere.
context: But in that case...\Requip!\Adamantine Armor!\And requip once again!\You may have the same ability, but no one is faster at requipping than I.\The choice of weapons and armor is something only experience can bring.\A fake will never be anything but a fake.\This is getting us nowhere. response:	If the opponent mimics us, then...
context: Requip!\Adamantine Armor!\And requip once again!\You may have the same ability, but no one is faster at requipping than I.\The choice of weapons and armor is something only experience can bring.\A fake will never be anything but a fake.\This is getting us nowhere.\If the opponent mimics us, then... response:	That's it!
context: Adamantine Armor!\And requip once again!\You may have the same ability, but no one is faster at requipping than I.\The choice of weapons and armor is something only experience can bring.\A fake will never be anything but a fake.\This is getting us nowhere.\If the opponent mimics us, then...\That's it! response:	I did this before once!
context: And requip once again!\You may have the same ability, but no one is faster at requipping than I.\The choice of weapons and armor is something only experience can bring.\A fake will never be anything but a fake.\This is getting us nowhere.\If the opponent mimics us, then...\That's it!\I did this before once! response:	I'll leave the rest to you.
context: You may have the same ability, but no one is faster at requipping than I.\The choice of weapons and armor is something only experience can bring.\A fake will never be anything but a fake.\This is getting us nowhere.\If the opponent mimics us, then...\That's it!\I did this before once!\I'll leave the rest to you. response:	I pray for your victory.
context: The choice of weapons and armor is something only experience can bring.\A fake will never be anything but a fake.\This is getting us nowhere.\If the opponent mimics us, then...\That's it!\I did this before once!\I'll leave the rest to you.\I pray for your victory. response:	Gate of Canis Minor, I open thee!
context: A fake will never be anything but a fake.\This is getting us nowhere.\If the opponent mimics us, then...\That's it!\I did this before once!\I'll leave the rest to you.\I pray for your victory.\Gate of Canis Minor, I open thee! response:	Nicolas!
context: This is getting us nowhere.\If the opponent mimics us, then...\That's it!\I did this before once!\I'll leave the rest to you.\I pray for your victory.\Gate of Canis Minor, I open thee!\Nicolas! response:	All right! This is working perfectly!
context: If the opponent mimics us, then...\That's it!\I did this before once!\I'll leave the rest to you.\I pray for your victory.\Gate of Canis Minor, I open thee!\Nicolas!\All right! This is working perfectly! response:	I think...
context: That's it!\I did this before once!\I'll leave the rest to you.\I pray for your victory.\Gate of Canis Minor, I open thee!\Nicolas!\All right! This is working perfectly!\I think... response:	Good work.
context: I did this before once!\I'll leave the rest to you.\I pray for your victory.\Gate of Canis Minor, I open thee!\Nicolas!\All right! This is working perfectly!\I think...\Good work. response:	You sure gave it your all.
context: I'll leave the rest to you.\I pray for your victory.\Gate of Canis Minor, I open thee!\Nicolas!\All right! This is working perfectly!\I think...\Good work.\You sure gave it your all. response:	Yes-yes-yes-yes!
context: I pray for your victory.\Gate of Canis Minor, I open thee!\Nicolas!\All right! This is working perfectly!\I think...\Good work.\You sure gave it your all.\Yes-yes-yes-yes! response:	Lift Concealment Magic!
context: Gate of Canis Minor, I open thee!\Nicolas!\All right! This is working perfectly!\I think...\Good work.\You sure gave it your all.\Yes-yes-yes-yes!\Lift Concealment Magic! response:	Lacrima core, stand by for operation!
context: Nicolas!\All right! This is working perfectly!\I think...\Good work.\You sure gave it your all.\Yes-yes-yes-yes!\Lift Concealment Magic!\Lacrima core, stand by for operation! response:	Unlock all joints!
context: All right! This is working perfectly!\I think...\Good work.\You sure gave it your all.\Yes-yes-yes-yes!\Lift Concealment Magic!\Lacrima core, stand by for operation!\Unlock all joints! response:	Neurotransmission lacrima sensitivity, all green!
context: I think...\Good work.\You sure gave it your all.\Yes-yes-yes-yes!\Lift Concealment Magic!\Lacrima core, stand by for operation!\Unlock all joints!\Neurotransmission lacrima sensitivity, all green! response:	All impurities other than Salamander, get out already!
context: Good work.\You sure gave it your all.\Yes-yes-yes-yes!\Lift Concealment Magic!\Lacrima core, stand by for operation!\Unlock all joints!\Neurotransmission lacrima sensitivity, all green!\All impurities other than Salamander, get out already! response:	Yes-yes-yes-yes!
context: You sure gave it your all.\Yes-yes-yes-yes!\Lift Concealment Magic!\Lacrima core, stand by for operation!\Unlock all joints!\Neurotransmission lacrima sensitivity, all green!\All impurities other than Salamander, get out already!\Yes-yes-yes-yes! response:	Now, begin absorption of Salamander's magic power!
context: Yes-yes-yes-yes!\Lift Concealment Magic!\Lacrima core, stand by for operation!\Unlock all joints!\Neurotransmission lacrima sensitivity, all green!\All impurities other than Salamander, get out already!\Yes-yes-yes-yes!\Now, begin absorption of Salamander's magic power! response:	Dragonoid... activate!
context: Lift Concealment Magic!\Lacrima core, stand by for operation!\Unlock all joints!\Neurotransmission lacrima sensitivity, all green!\All impurities other than Salamander, get out already!\Yes-yes-yes-yes!\Now, begin absorption of Salamander's magic power!\Dragonoid... activate! response:	Dragonoid?
context: Lacrima core, stand by for operation!\Unlock all joints!\Neurotransmission lacrima sensitivity, all green!\All impurities other than Salamander, get out already!\Yes-yes-yes-yes!\Now, begin absorption of Salamander's magic power!\Dragonoid... activate!\Dragonoid? response:	Absorb Salamander's magic power?
context: Unlock all joints!\Neurotransmission lacrima sensitivity, all green!\All impurities other than Salamander, get out already!\Yes-yes-yes-yes!\Now, begin absorption of Salamander's magic power!\Dragonoid... activate!\Dragonoid?\Absorb Salamander's magic power? response:	Natsu!
context: Neurotransmission lacrima sensitivity, all green!\All impurities other than Salamander, get out already!\Yes-yes-yes-yes!\Now, begin absorption of Salamander's magic power!\Dragonoid... activate!\Dragonoid?\Absorb Salamander's magic power?\Natsu! response:	It's so loud!
context: All impurities other than Salamander, get out already!\Yes-yes-yes-yes!\Now, begin absorption of Salamander's magic power!\Dragonoid... activate!\Dragonoid?\Absorb Salamander's magic power?\Natsu!\It's so loud! response:	Yes-yes-yes...
context: Yes-yes-yes-yes!\Now, begin absorption of Salamander's magic power!\Dragonoid... activate!\Dragonoid?\Absorb Salamander's magic power?\Natsu!\It's so loud!\Yes-yes-yes... response:	Things are starting off quite well.
context: Now, begin absorption of Salamander's magic power!\Dragonoid... activate!\Dragonoid?\Absorb Salamander's magic power?\Natsu!\It's so loud!\Yes-yes-yes...\Things are starting off quite well. response:	Take a look!
context: Dragonoid... activate!\Dragonoid?\Absorb Salamander's magic power?\Natsu!\It's so loud!\Yes-yes-yes...\Things are starting off quite well.\Take a look! response:	This is the artificial dragon I invented!
context: Dragonoid?\Absorb Salamander's magic power?\Natsu!\It's so loud!\Yes-yes-yes...\Things are starting off quite well.\Take a look!\This is the artificial dragon I invented! response:	I call it a Dragonoid!
context: Absorb Salamander's magic power?\Natsu!\It's so loud!\Yes-yes-yes...\Things are starting off quite well.\Take a look!\This is the artificial dragon I invented!\I call it a Dragonoid! response:	I'm taking Salamander's magic power and unveiling it for all to see!
context: Natsu!\It's so loud!\Yes-yes-yes...\Things are starting off quite well.\Take a look!\This is the artificial dragon I invented!\I call it a Dragonoid!\I'm taking Salamander's magic power and unveiling it for all to see! response:	Natsu's magic power?
context: It's so loud!\Yes-yes-yes...\Things are starting off quite well.\Take a look!\This is the artificial dragon I invented!\I call it a Dragonoid!\I'm taking Salamander's magic power and unveiling it for all to see!\Natsu's magic power? response:	Lucy-san!
context: Yes-yes-yes...\Things are starting off quite well.\Take a look!\This is the artificial dragon I invented!\I call it a Dragonoid!\I'm taking Salamander's magic power and unveiling it for all to see!\Natsu's magic power?\Lucy-san! response:	Erza-san!
context: Things are starting off quite well.\Take a look!\This is the artificial dragon I invented!\I call it a Dragonoid!\I'm taking Salamander's magic power and unveiling it for all to see!\Natsu's magic power?\Lucy-san!\Erza-san! response:	It's you!
context: Take a look!\This is the artificial dragon I invented!\I call it a Dragonoid!\I'm taking Salamander's magic power and unveiling it for all to see!\Natsu's magic power?\Lucy-san!\Erza-san!\It's you! response:	You're safe?
context: This is the artificial dragon I invented!\I call it a Dragonoid!\I'm taking Salamander's magic power and unveiling it for all to see!\Natsu's magic power?\Lucy-san!\Erza-san!\It's you!\You're safe? response:	We're in big trouble!
context: I call it a Dragonoid!\I'm taking Salamander's magic power and unveiling it for all to see!\Natsu's magic power?\Lucy-san!\Erza-san!\It's you!\You're safe?\We're in big trouble! response:	What in the world is happening?
context: I'm taking Salamander's magic power and unveiling it for all to see!\Natsu's magic power?\Lucy-san!\Erza-san!\It's you!\You're safe?\We're in big trouble!\What in the world is happening? response:	Where's Natsu?
context: Natsu's magic power?\Lucy-san!\Erza-san!\It's you!\You're safe?\We're in big trouble!\What in the world is happening?\Where's Natsu? response:	He's been captured!
context: Lucy-san!\Erza-san!\It's you!\You're safe?\We're in big trouble!\What in the world is happening?\Where's Natsu?\He's been captured! response:	Gray joined forces with this Daphne person and set a trap for Natsu!
context: Erza-san!\It's you!\You're safe?\We're in big trouble!\What in the world is happening?\Where's Natsu?\He's been captured!\Gray joined forces with this Daphne person and set a trap for Natsu! response:	Gray did?
context: It's you!\You're safe?\We're in big trouble!\What in the world is happening?\Where's Natsu?\He's been captured!\Gray joined forces with this Daphne person and set a trap for Natsu!\Gray did? response:	He's not being controlled.
context: You're safe?\We're in big trouble!\What in the world is happening?\Where's Natsu?\He's been captured!\Gray joined forces with this Daphne person and set a trap for Natsu!\Gray did?\He's not being controlled. response:	She said it was of his own free will.
context: We're in big trouble!\What in the world is happening?\Where's Natsu?\He's been captured!\Gray joined forces with this Daphne person and set a trap for Natsu!\Gray did?\He's not being controlled.\She said it was of his own free will. response:	We don't really understand ourselves.
context: What in the world is happening?\Where's Natsu?\He's been captured!\Gray joined forces with this Daphne person and set a trap for Natsu!\Gray did?\He's not being controlled.\She said it was of his own free will.\We don't really understand ourselves. response:	Gray!
context: Where's Natsu?\He's been captured!\Gray joined forces with this Daphne person and set a trap for Natsu!\Gray did?\He's not being controlled.\She said it was of his own free will.\We don't really understand ourselves.\Gray! response:	Happy, what is this weird thing?
context: He's been captured!\Gray joined forces with this Daphne person and set a trap for Natsu!\Gray did?\He's not being controlled.\She said it was of his own free will.\We don't really understand ourselves.\Gray!\Happy, what is this weird thing? response:	It's called a Dragonoid, and it's a man-made dragon.
context: Gray joined forces with this Daphne person and set a trap for Natsu!\Gray did?\He's not being controlled.\She said it was of his own free will.\We don't really understand ourselves.\Gray!\Happy, what is this weird thing?\It's called a Dragonoid, and it's a man-made dragon. response:	Oh, so it's just a fake?
context: Gray did?\He's not being controlled.\She said it was of his own free will.\We don't really understand ourselves.\Gray!\Happy, what is this weird thing?\It's called a Dragonoid, and it's a man-made dragon.\Oh, so it's just a fake? response:	I thought I'd finally get to fight a dragon with my Dragon Slayer magic, but I guess not.
context: He's not being controlled.\She said it was of his own free will.\We don't really understand ourselves.\Gray!\Happy, what is this weird thing?\It's called a Dragonoid, and it's a man-made dragon.\Oh, so it's just a fake?\I thought I'd finally get to fight a dragon with my Dragon Slayer magic, but I guess not. response:	How lame!
context: She said it was of his own free will.\We don't really understand ourselves.\Gray!\Happy, what is this weird thing?\It's called a Dragonoid, and it's a man-made dragon.\Oh, so it's just a fake?\I thought I'd finally get to fight a dragon with my Dragon Slayer magic, but I guess not.\How lame! response:	Although you're already captured inside it...
context: We don't really understand ourselves.\Gray!\Happy, what is this weird thing?\It's called a Dragonoid, and it's a man-made dragon.\Oh, so it's just a fake?\I thought I'd finally get to fight a dragon with my Dragon Slayer magic, but I guess not.\How lame!\Although you're already captured inside it... response:	Next time: Friendship will overcome the dead.
context: Gray!\Happy, what is this weird thing?\It's called a Dragonoid, and it's a man-made dragon.\Oh, so it's just a fake?\I thought I'd finally get to fight a dragon with my Dragon Slayer magic, but I guess not.\How lame!\Although you're already captured inside it...\Next time: Friendship will overcome the dead. response:	I-I'm not captured!
context: Happy, what is this weird thing?\It's called a Dragonoid, and it's a man-made dragon.\Oh, so it's just a fake?\I thought I'd finally get to fight a dragon with my Dragon Slayer magic, but I guess not.\How lame!\Although you're already captured inside it...\Next time: Friendship will overcome the dead.\I-I'm not captured! response:	I'm... I'm riding it!
context: It's called a Dragonoid, and it's a man-made dragon.\Oh, so it's just a fake?\I thought I'd finally get to fight a dragon with my Dragon Slayer magic, but I guess not.\How lame!\Although you're already captured inside it...\Next time: Friendship will overcome the dead.\I-I'm not captured!\I'm... I'm riding it! response:	Oh? Even though it's transportation? You're okay?
