context: Good morning, senpai. response:	Y-You...
context: I'm not a replacement for your sister.\Don't insult me like that.\Miss Kuroneko may have turned down joining a club and her classmates' invitations for the same reason.\Basically, she's afraid of losing time spent with us.\She has many things to do after school, and because she valued her time with us so much,\she may have been shunned by her class.\If you put yourself in her shoes and think about it, it's not so unexpected that she'd say that.\Don't worry, she'll forgive you if you apologize properly. response:	Thanks.
context: Don't insult me like that.\Miss Kuroneko may have turned down joining a club and her classmates' invitations for the same reason.\Basically, she's afraid of losing time spent with us.\She has many things to do after school, and because she valued her time with us so much,\she may have been shunned by her class.\If you put yourself in her shoes and think about it, it's not so unexpected that she'd say that.\Don't worry, she'll forgive you if you apologize properly.\Thanks. response:	Not at all.
context: Miss Kuroneko may have turned down joining a club and her classmates' invitations for the same reason.\Basically, she's afraid of losing time spent with us.\She has many things to do after school, and because she valued her time with us so much,\she may have been shunned by her class.\If you put yourself in her shoes and think about it, it's not so unexpected that she'd say that.\Don't worry, she'll forgive you if you apologize properly.\Thanks.\Not at all. response:	So, what will you do?
context: Basically, she's afraid of losing time spent with us.\She has many things to do after school, and because she valued her time with us so much,\she may have been shunned by her class.\If you put yourself in her shoes and think about it, it's not so unexpected that she'd say that.\Don't worry, she'll forgive you if you apologize properly.\Thanks.\Not at all.\So, what will you do? response:	Are you going to stop sticking your nose in her business now?
context: She has many things to do after school, and because she valued her time with us so much,\she may have been shunned by her class.\If you put yourself in her shoes and think about it, it's not so unexpected that she'd say that.\Don't worry, she'll forgive you if you apologize properly.\Thanks.\Not at all.\So, what will you do?\Are you going to stop sticking your nose in her business now? response:	No.
context: she may have been shunned by her class.\If you put yourself in her shoes and think about it, it's not so unexpected that she'd say that.\Don't worry, she'll forgive you if you apologize properly.\Thanks.\Not at all.\So, what will you do?\Are you going to stop sticking your nose in her business now?\No. response:	Alright!
context: If you put yourself in her shoes and think about it, it's not so unexpected that she'd say that.\Don't worry, she'll forgive you if you apologize properly.\Thanks.\Not at all.\So, what will you do?\Are you going to stop sticking your nose in her business now?\No.\Alright! response:	It looks like you're all here.
context: Don't worry, she'll forgive you if you apologize properly.\Thanks.\Not at all.\So, what will you do?\Are you going to stop sticking your nose in her business now?\No.\Alright!\It looks like you're all here. response:	Then let's get this welcoming party started!
context: Thanks.\Not at all.\So, what will you do?\Are you going to stop sticking your nose in her business now?\No.\Alright!\It looks like you're all here.\Then let's get this welcoming party started! response:	Let's make this year a blast as well!
context: Not at all.\So, what will you do?\Are you going to stop sticking your nose in her business now?\No.\Alright!\It looks like you're all here.\Then let's get this welcoming party started!\Let's make this year a blast as well! response:	Cheers!
context: So, what will you do?\Are you going to stop sticking your nose in her business now?\No.\Alright!\It looks like you're all here.\Then let's get this welcoming party started!\Let's make this year a blast as well!\Cheers! response:	Cheers!
context: Are you going to stop sticking your nose in her business now?\No.\Alright!\It looks like you're all here.\Then let's get this welcoming party started!\Let's make this year a blast as well!\Cheers!\Cheers! response:	We've got some good new members this year.
context: No.\Alright!\It looks like you're all here.\Then let's get this welcoming party started!\Let's make this year a blast as well!\Cheers!\Cheers!\We've got some good new members this year. response:	Indeed.
context: Alright!\It looks like you're all here.\Then let's get this welcoming party started!\Let's make this year a blast as well!\Cheers!\Cheers!\We've got some good new members this year.\Indeed. response:	Good work, Makabe.
context: It looks like you're all here.\Then let's get this welcoming party started!\Let's make this year a blast as well!\Cheers!\Cheers!\We've got some good new members this year.\Indeed.\Good work, Makabe. response:	What?
context: Then let's get this welcoming party started!\Let's make this year a blast as well!\Cheers!\Cheers!\We've got some good new members this year.\Indeed.\Good work, Makabe.\What? response:	Oh, nothing.
context: Let's make this year a blast as well!\Cheers!\Cheers!\We've got some good new members this year.\Indeed.\Good work, Makabe.\What?\Oh, nothing. response:	Nice to meet you.
context: Cheers!\Cheers!\We've got some good new members this year.\Indeed.\Good work, Makabe.\What?\Oh, nothing.\Nice to meet you. response:	I'm Kousaka, third year.
context: Cheers!\We've got some good new members this year.\Indeed.\Good work, Makabe.\What?\Oh, nothing.\Nice to meet you.\I'm Kousaka, third year. response:	Hello. Akagi, first year.
context: We've got some good new members this year.\Indeed.\Good work, Makabe.\What?\Oh, nothing.\Nice to meet you.\I'm Kousaka, third year.\Hello. Akagi, first year. response:	Wait, Akagi?
context: Indeed.\Good work, Makabe.\What?\Oh, nothing.\Nice to meet you.\I'm Kousaka, third year.\Hello. Akagi, first year.\Wait, Akagi? response:	Is something wrong?
context: Good work, Makabe.\What?\Oh, nothing.\Nice to meet you.\I'm Kousaka, third year.\Hello. Akagi, first year.\Wait, Akagi?\Is something wrong? response:	Well, you just don't look like you're having fun.
context: What?\Oh, nothing.\Nice to meet you.\I'm Kousaka, third year.\Hello. Akagi, first year.\Wait, Akagi?\Is something wrong?\Well, you just don't look like you're having fun. response:	I don't really like this club.
context: Oh, nothing.\Nice to meet you.\I'm Kousaka, third year.\Hello. Akagi, first year.\Wait, Akagi?\Is something wrong?\Well, you just don't look like you're having fun.\I don't really like this club. response:	Why?
context: Nice to meet you.\I'm Kousaka, third year.\Hello. Akagi, first year.\Wait, Akagi?\Is something wrong?\Well, you just don't look like you're having fun.\I don't really like this club.\Why? response:	Just look.
context: I'm Kousaka, third year.\Hello. Akagi, first year.\Wait, Akagi?\Is something wrong?\Well, you just don't look like you're having fun.\I don't really like this club.\Why?\Just look. response:	They're all gross guys, and it's filthy.
context: Hello. Akagi, first year.\Wait, Akagi?\Is something wrong?\Well, you just don't look like you're having fun.\I don't really like this club.\Why?\Just look.\They're all gross guys, and it's filthy. response:	They make such weird games all the time, it's ridiculous.
context: Wait, Akagi?\Is something wrong?\Well, you just don't look like you're having fun.\I don't really like this club.\Why?\Just look.\They're all gross guys, and it's filthy.\They make such weird games all the time, it's ridiculous. response:	And bringing in all these adult games and figures is just absurd.
context: Is something wrong?\Well, you just don't look like you're having fun.\I don't really like this club.\Why?\Just look.\They're all gross guys, and it's filthy.\They make such weird games all the time, it's ridiculous.\And bringing in all these adult games and figures is just absurd. response:	Then why did you join?
context: Well, you just don't look like you're having fun.\I don't really like this club.\Why?\Just look.\They're all gross guys, and it's filthy.\They make such weird games all the time, it's ridiculous.\And bringing in all these adult games and figures is just absurd.\Then why did you join? response:	I wanted to learn how to program.
context: I don't really like this club.\Why?\Just look.\They're all gross guys, and it's filthy.\They make such weird games all the time, it's ridiculous.\And bringing in all these adult games and figures is just absurd.\Then why did you join?\I wanted to learn how to program. response:	The president's game, putting aside the setting, was well-made.
context: Why?\Just look.\They're all gross guys, and it's filthy.\They make such weird games all the time, it's ridiculous.\And bringing in all these adult games and figures is just absurd.\Then why did you join?\I wanted to learn how to program.\The president's game, putting aside the setting, was well-made. response:	And the equipment here is better than expected.
context: Just look.\They're all gross guys, and it's filthy.\They make such weird games all the time, it's ridiculous.\And bringing in all these adult games and figures is just absurd.\Then why did you join?\I wanted to learn how to program.\The president's game, putting aside the setting, was well-made.\And the equipment here is better than expected. response:	I thought there might be enough benefits despite all the problems.
context: They're all gross guys, and it's filthy.\They make such weird games all the time, it's ridiculous.\And bringing in all these adult games and figures is just absurd.\Then why did you join?\I wanted to learn how to program.\The president's game, putting aside the setting, was well-made.\And the equipment here is better than expected.\I thought there might be enough benefits despite all the problems. response:	I've heard this story somewhere before...
context: They make such weird games all the time, it's ridiculous.\And bringing in all these adult games and figures is just absurd.\Then why did you join?\I wanted to learn how to program.\The president's game, putting aside the setting, was well-made.\And the equipment here is better than expected.\I thought there might be enough benefits despite all the problems.\I've heard this story somewhere before... response:	But my patience does have its limits.
context: And bringing in all these adult games and figures is just absurd.\Then why did you join?\I wanted to learn how to program.\The president's game, putting aside the setting, was well-made.\And the equipment here is better than expected.\I thought there might be enough benefits despite all the problems.\I've heard this story somewhere before...\But my patience does have its limits. response:	There are only a few people in here that actually participate, and the room is plain filthy.
context: Then why did you join?\I wanted to learn how to program.\The president's game, putting aside the setting, was well-made.\And the equipment here is better than expected.\I thought there might be enough benefits despite all the problems.\I've heard this story somewhere before...\But my patience does have its limits.\There are only a few people in here that actually participate, and the room is plain filthy. response:	You look more like the kind to join the student council than the Game Research Club.
context: I wanted to learn how to program.\The president's game, putting aside the setting, was well-made.\And the equipment here is better than expected.\I thought there might be enough benefits despite all the problems.\I've heard this story somewhere before...\But my patience does have its limits.\There are only a few people in here that actually participate, and the room is plain filthy.\You look more like the kind to join the student council than the Game Research Club. response:	What a relief.
context: The president's game, putting aside the setting, was well-made.\And the equipment here is better than expected.\I thought there might be enough benefits despite all the problems.\I've heard this story somewhere before...\But my patience does have its limits.\There are only a few people in here that actually participate, and the room is plain filthy.\You look more like the kind to join the student council than the Game Research Club.\What a relief. response:	I don't want to be thought of as one of their kind.
context: And the equipment here is better than expected.\I thought there might be enough benefits despite all the problems.\I've heard this story somewhere before...\But my patience does have its limits.\There are only a few people in here that actually participate, and the room is plain filthy.\You look more like the kind to join the student council than the Game Research Club.\What a relief.\I don't want to be thought of as one of their kind. response:	But won't you get branded as an otaku by joining a club like this?
context: I thought there might be enough benefits despite all the problems.\I've heard this story somewhere before...\But my patience does have its limits.\There are only a few people in here that actually participate, and the room is plain filthy.\You look more like the kind to join the student council than the Game Research Club.\What a relief.\I don't want to be thought of as one of their kind.\But won't you get branded as an otaku by joining a club like this? response:	I'm sure people will understand if I explain myself properly!
context: I've heard this story somewhere before...\But my patience does have its limits.\There are only a few people in here that actually participate, and the room is plain filthy.\You look more like the kind to join the student council than the Game Research Club.\What a relief.\I don't want to be thought of as one of their kind.\But won't you get branded as an otaku by joining a club like this?\I'm sure people will understand if I explain myself properly! response:	Recent anime have girls trying to hide their otaku hobbies, but those are all just exaggerations.
context: But my patience does have its limits.\There are only a few people in here that actually participate, and the room is plain filthy.\You look more like the kind to join the student council than the Game Research Club.\What a relief.\I don't want to be thought of as one of their kind.\But won't you get branded as an otaku by joining a club like this?\I'm sure people will understand if I explain myself properly!\Recent anime have girls trying to hide their otaku hobbies, but those are all just exaggerations. response:	There's no condemnation like that in reality.
context: There are only a few people in here that actually participate, and the room is plain filthy.\You look more like the kind to join the student council than the Game Research Club.\What a relief.\I don't want to be thought of as one of their kind.\But won't you get branded as an otaku by joining a club like this?\I'm sure people will understand if I explain myself properly!\Recent anime have girls trying to hide their otaku hobbies, but those are all just exaggerations.\There's no condemnation like that in reality. response:	We live in an age where watching anime in theaters is perfectly normal.
context: You look more like the kind to join the student council than the Game Research Club.\What a relief.\I don't want to be thought of as one of their kind.\But won't you get branded as an otaku by joining a club like this?\I'm sure people will understand if I explain myself properly!\Recent anime have girls trying to hide their otaku hobbies, but those are all just exaggerations.\There's no condemnation like that in reality.\We live in an age where watching anime in theaters is perfectly normal. response:	But aren't eroge and doujinshi too much for them?
context: What a relief.\I don't want to be thought of as one of their kind.\But won't you get branded as an otaku by joining a club like this?\I'm sure people will understand if I explain myself properly!\Recent anime have girls trying to hide their otaku hobbies, but those are all just exaggerations.\There's no condemnation like that in reality.\We live in an age where watching anime in theaters is perfectly normal.\But aren't eroge and doujinshi too much for them? response:	Of course they are!
context: I don't want to be thought of as one of their kind.\But won't you get branded as an otaku by joining a club like this?\I'm sure people will understand if I explain myself properly!\Recent anime have girls trying to hide their otaku hobbies, but those are all just exaggerations.\There's no condemnation like that in reality.\We live in an age where watching anime in theaters is perfectly normal.\But aren't eroge and doujinshi too much for them?\Of course they are! response:	It's always important to pay attention to the time, place, and occasion, and the situation.
context: But won't you get branded as an otaku by joining a club like this?\I'm sure people will understand if I explain myself properly!\Recent anime have girls trying to hide their otaku hobbies, but those are all just exaggerations.\There's no condemnation like that in reality.\We live in an age where watching anime in theaters is perfectly normal.\But aren't eroge and doujinshi too much for them?\Of course they are!\It's always important to pay attention to the time, place, and occasion, and the situation. response:	Otaku aren't avoided because of their hobbies themselves.
context: I'm sure people will understand if I explain myself properly!\Recent anime have girls trying to hide their otaku hobbies, but those are all just exaggerations.\There's no condemnation like that in reality.\We live in an age where watching anime in theaters is perfectly normal.\But aren't eroge and doujinshi too much for them?\Of course they are!\It's always important to pay attention to the time, place, and occasion, and the situation.\Otaku aren't avoided because of their hobbies themselves. response:	They're avoided when they do something socially unacceptable.
context: Recent anime have girls trying to hide their otaku hobbies, but those are all just exaggerations.\There's no condemnation like that in reality.\We live in an age where watching anime in theaters is perfectly normal.\But aren't eroge and doujinshi too much for them?\Of course they are!\It's always important to pay attention to the time, place, and occasion, and the situation.\Otaku aren't avoided because of their hobbies themselves.\They're avoided when they do something socially unacceptable. response:	Like the ones who spew lines and catchphrases anywhere and everywhere.
context: There's no condemnation like that in reality.\We live in an age where watching anime in theaters is perfectly normal.\But aren't eroge and doujinshi too much for them?\Of course they are!\It's always important to pay attention to the time, place, and occasion, and the situation.\Otaku aren't avoided because of their hobbies themselves.\They're avoided when they do something socially unacceptable.\Like the ones who spew lines and catchphrases anywhere and everywhere. response:	They're the worst.
context: We live in an age where watching anime in theaters is perfectly normal.\But aren't eroge and doujinshi too much for them?\Of course they are!\It's always important to pay attention to the time, place, and occasion, and the situation.\Otaku aren't avoided because of their hobbies themselves.\They're avoided when they do something socially unacceptable.\Like the ones who spew lines and catchphrases anywhere and everywhere.\They're the worst. response:	Sounds like some runt that can only live by leeching off others is trying to talk.
context: But aren't eroge and doujinshi too much for them?\Of course they are!\It's always important to pay attention to the time, place, and occasion, and the situation.\Otaku aren't avoided because of their hobbies themselves.\They're avoided when they do something socially unacceptable.\Like the ones who spew lines and catchphrases anywhere and everywhere.\They're the worst.\Sounds like some runt that can only live by leeching off others is trying to talk. response:	Ah, Gokou-san, you were there?
context: Of course they are!\It's always important to pay attention to the time, place, and occasion, and the situation.\Otaku aren't avoided because of their hobbies themselves.\They're avoided when they do something socially unacceptable.\Like the ones who spew lines and catchphrases anywhere and everywhere.\They're the worst.\Sounds like some runt that can only live by leeching off others is trying to talk.\Ah, Gokou-san, you were there? response:	You leave such a weak impression, I didn't notice you.
context: It's always important to pay attention to the time, place, and occasion, and the situation.\Otaku aren't avoided because of their hobbies themselves.\They're avoided when they do something socially unacceptable.\Like the ones who spew lines and catchphrases anywhere and everywhere.\They're the worst.\Sounds like some runt that can only live by leeching off others is trying to talk.\Ah, Gokou-san, you were there?\You leave such a weak impression, I didn't notice you. response:	You two know each other?!
context: Otaku aren't avoided because of their hobbies themselves.\They're avoided when they do something socially unacceptable.\Like the ones who spew lines and catchphrases anywhere and everywhere.\They're the worst.\Sounds like some runt that can only live by leeching off others is trying to talk.\Ah, Gokou-san, you were there?\You leave such a weak impression, I didn't notice you.\You two know each other?! response:	The most annoying woman in the class.
context: They're avoided when they do something socially unacceptable.\Like the ones who spew lines and catchphrases anywhere and everywhere.\They're the worst.\Sounds like some runt that can only live by leeching off others is trying to talk.\Ah, Gokou-san, you were there?\You leave such a weak impression, I didn't notice you.\You two know each other?!\The most annoying woman in the class. response:	The biggest problem child in the class.
context: Like the ones who spew lines and catchphrases anywhere and everywhere.\They're the worst.\Sounds like some runt that can only live by leeching off others is trying to talk.\Ah, Gokou-san, you were there?\You leave such a weak impression, I didn't notice you.\You two know each other?!\The most annoying woman in the class.\The biggest problem child in the class. response:	Maybe I should confirm...
context: They're the worst.\Sounds like some runt that can only live by leeching off others is trying to talk.\Ah, Gokou-san, you were there?\You leave such a weak impression, I didn't notice you.\You two know each other?!\The most annoying woman in the class.\The biggest problem child in the class.\Maybe I should confirm... response:	Hey...
context: Sounds like some runt that can only live by leeching off others is trying to talk.\Ah, Gokou-san, you were there?\You leave such a weak impression, I didn't notice you.\You two know each other?!\The most annoying woman in the class.\The biggest problem child in the class.\Maybe I should confirm...\Hey... response:	What is it?
context: Ah, Gokou-san, you were there?\You leave such a weak impression, I didn't notice you.\You two know each other?!\The most annoying woman in the class.\The biggest problem child in the class.\Maybe I should confirm...\Hey...\What is it? response:	You said you were interested in programming, but don't you like games?
context: You leave such a weak impression, I didn't notice you.\You two know each other?!\The most annoying woman in the class.\The biggest problem child in the class.\Maybe I should confirm...\Hey...\What is it?\You said you were interested in programming, but don't you like games? response:	I like them as much as anyone else...
context: You two know each other?!\The most annoying woman in the class.\The biggest problem child in the class.\Maybe I should confirm...\Hey...\What is it?\You said you were interested in programming, but don't you like games?\I like them as much as anyone else... response:	Of course.
context: The most annoying woman in the class.\The biggest problem child in the class.\Maybe I should confirm...\Hey...\What is it?\You said you were interested in programming, but don't you like games?\I like them as much as anyone else...\Of course. response:	If you didn't, you wouldn't be so good at them.
context: The biggest problem child in the class.\Maybe I should confirm...\Hey...\What is it?\You said you were interested in programming, but don't you like games?\I like them as much as anyone else...\Of course.\If you didn't, you wouldn't be so good at them. response:	It just kind of sounded like an act.
context: Maybe I should confirm...\Hey...\What is it?\You said you were interested in programming, but don't you like games?\I like them as much as anyone else...\Of course.\If you didn't, you wouldn't be so good at them.\It just kind of sounded like an act. response:	Well, it half is.
context: Hey...\What is it?\You said you were interested in programming, but don't you like games?\I like them as much as anyone else...\Of course.\If you didn't, you wouldn't be so good at them.\It just kind of sounded like an act.\Well, it half is. response:	What do you mean?
context: What is it?\You said you were interested in programming, but don't you like games?\I like them as much as anyone else...\Of course.\If you didn't, you wouldn't be so good at them.\It just kind of sounded like an act.\Well, it half is.\What do you mean? response:	It's not something I need to hide, but I want to be a game designer in the future.
context: You said you were interested in programming, but don't you like games?\I like them as much as anyone else...\Of course.\If you didn't, you wouldn't be so good at them.\It just kind of sounded like an act.\Well, it half is.\What do you mean?\It's not something I need to hide, but I want to be a game designer in the future. response:	I see...
context: I like them as much as anyone else...\Of course.\If you didn't, you wouldn't be so good at them.\It just kind of sounded like an act.\Well, it half is.\What do you mean?\It's not something I need to hide, but I want to be a game designer in the future.\I see... response:	So that's why you want to learn how to program.
context: Of course.\If you didn't, you wouldn't be so good at them.\It just kind of sounded like an act.\Well, it half is.\What do you mean?\It's not something I need to hide, but I want to be a game designer in the future.\I see...\So that's why you want to learn how to program. response:	I guess that's how it is.
context: If you didn't, you wouldn't be so good at them.\It just kind of sounded like an act.\Well, it half is.\What do you mean?\It's not something I need to hide, but I want to be a game designer in the future.\I see...\So that's why you want to learn how to program.\I guess that's how it is. response:	So you like games that much?
context: It just kind of sounded like an act.\Well, it half is.\What do you mean?\It's not something I need to hide, but I want to be a game designer in the future.\I see...\So that's why you want to learn how to program.\I guess that's how it is.\So you like games that much? response:	Yes, I like them a lot.
context: Well, it half is.\What do you mean?\It's not something I need to hide, but I want to be a game designer in the future.\I see...\So that's why you want to learn how to program.\I guess that's how it is.\So you like games that much?\Yes, I like them a lot. response:	Playing them and making them.
context: What do you mean?\It's not something I need to hide, but I want to be a game designer in the future.\I see...\So that's why you want to learn how to program.\I guess that's how it is.\So you like games that much?\Yes, I like them a lot.\Playing them and making them. response:	Have you played Homoge Club?
context: It's not something I need to hide, but I want to be a game designer in the future.\I see...\So that's why you want to learn how to program.\I guess that's how it is.\So you like games that much?\Yes, I like them a lot.\Playing them and making them.\Have you played Homoge Club? response:	YES!! That game is godly, right?!
context: I see...\So that's why you want to learn how to program.\I guess that's how it is.\So you like games that much?\Yes, I like them a lot.\Playing them and making them.\Have you played Homoge Club?\YES!! That game is godly, right?! response:	Please forget I said that.
context: So that's why you want to learn how to program.\I guess that's how it is.\So you like games that much?\Yes, I like them a lot.\Playing them and making them.\Have you played Homoge Club?\YES!! That game is godly, right?!\Please forget I said that. response:	No, it's already ringing...
context: I guess that's how it is.\So you like games that much?\Yes, I like them a lot.\Playing them and making them.\Have you played Homoge Club?\YES!! That game is godly, right?!\Please forget I said that.\No, it's already ringing... response:	Very clearly.
context: So you like games that much?\Yes, I like them a lot.\Playing them and making them.\Have you played Homoge Club?\YES!! That game is godly, right?!\Please forget I said that.\No, it's already ringing...\Very clearly. response:	I knew it. You're Akagi's sister.
context: Yes, I like them a lot.\Playing them and making them.\Have you played Homoge Club?\YES!! That game is godly, right?!\Please forget I said that.\No, it's already ringing...\Very clearly.\I knew it. You're Akagi's sister. response:	The fujo
context: Playing them and making them.\Have you played Homoge Club?\YES!! That game is godly, right?!\Please forget I said that.\No, it's already ringing...\Very clearly.\I knew it. You're Akagi's sister.\The fujo response:	Wh-Wh-What are you saying?!
context: Have you played Homoge Club?\YES!! That game is godly, right?!\Please forget I said that.\No, it's already ringing...\Very clearly.\I knew it. You're Akagi's sister.\The fujo\Wh-Wh-What are you saying?! response:	I don't understand...
context: YES!! That game is godly, right?!\Please forget I said that.\No, it's already ringing...\Very clearly.\I knew it. You're Akagi's sister.\The fujo\Wh-Wh-What are you saying?!\I don't understand... response:	My, my.
context: Please forget I said that.\No, it's already ringing...\Very clearly.\I knew it. You're Akagi's sister.\The fujo\Wh-Wh-What are you saying?!\I don't understand...\My, my. response:	How unexpected.
context: No, it's already ringing...\Very clearly.\I knew it. You're Akagi's sister.\The fujo\Wh-Wh-What are you saying?!\I don't understand...\My, my.\How unexpected. response:	That you would have such tastes...
context: Very clearly.\I knew it. You're Akagi's sister.\The fujo\Wh-Wh-What are you saying?!\I don't understand...\My, my.\How unexpected.\That you would have such tastes... response:	I'm telling you, I'm not!
context: I knew it. You're Akagi's sister.\The fujo\Wh-Wh-What are you saying?!\I don't understand...\My, my.\How unexpected.\That you would have such tastes...\I'm telling you, I'm not! response:	I've only heard about it, but I hear Maschera's getting pretty popular lately.
context: The fujo\Wh-Wh-What are you saying?!\I don't understand...\My, my.\How unexpected.\That you would have such tastes...\I'm telling you, I'm not!\I've only heard about it, but I hear Maschera's getting pretty popular lately. response:	What might you be talking about?
context: Wh-Wh-What are you saying?!\I don't understand...\My, my.\How unexpected.\That you would have such tastes...\I'm telling you, I'm not!\I've only heard about it, but I hear Maschera's getting pretty popular lately.\What might you be talking about? response:	I'm afraid I don't understand...
context: I don't understand...\My, my.\How unexpected.\That you would have such tastes...\I'm telling you, I'm not!\I've only heard about it, but I hear Maschera's getting pretty popular lately.\What might you be talking about?\I'm afraid I don't understand... response:	Don't bother playing dumb.
context: My, my.\How unexpected.\That you would have such tastes...\I'm telling you, I'm not!\I've only heard about it, but I hear Maschera's getting pretty popular lately.\What might you be talking about?\I'm afraid I don't understand...\Don't bother playing dumb. response:	You were shrieking in joy those nights fantasizing about that Shin x Luci coupling.
context: How unexpected.\That you would have such tastes...\I'm telling you, I'm not!\I've only heard about it, but I hear Maschera's getting pretty popular lately.\What might you be talking about?\I'm afraid I don't understand...\Don't bother playing dumb.\You were shrieking in joy those nights fantasizing about that Shin x Luci coupling. response:	You fool!!
context: That you would have such tastes...\I'm telling you, I'm not!\I've only heard about it, but I hear Maschera's getting pretty popular lately.\What might you be talking about?\I'm afraid I don't understand...\Don't bother playing dumb.\You were shrieking in joy those nights fantasizing about that Shin x Luci coupling.\You fool!! response:	That cute seme x tsundere uke of Luci x Shin is the essence of Maschera!
context: I'm telling you, I'm not!\I've only heard about it, but I hear Maschera's getting pretty popular lately.\What might you be talking about?\I'm afraid I don't understand...\Don't bother playing dumb.\You were shrieking in joy those nights fantasizing about that Shin x Luci coupling.\You fool!!\That cute seme x tsundere uke of Luci x Shin is the essence of Maschera! response:	Reversing that coupling?
context: I've only heard about it, but I hear Maschera's getting pretty popular lately.\What might you be talking about?\I'm afraid I don't understand...\Don't bother playing dumb.\You were shrieking in joy those nights fantasizing about that Shin x Luci coupling.\You fool!!\That cute seme x tsundere uke of Luci x Shin is the essence of Maschera!\Reversing that coupling? response:	Impossible!
context: What might you be talking about?\I'm afraid I don't understand...\Don't bother playing dumb.\You were shrieking in joy those nights fantasizing about that Shin x Luci coupling.\You fool!!\That cute seme x tsundere uke of Luci x Shin is the essence of Maschera!\Reversing that coupling?\Impossible! response:	You fake!
context: I'm afraid I don't understand...\Don't bother playing dumb.\You were shrieking in joy those nights fantasizing about that Shin x Luci coupling.\You fool!!\That cute seme x tsundere uke of Luci x Shin is the essence of Maschera!\Reversing that coupling?\Impossible!\You fake! response:	Of course I know.
context: Don't bother playing dumb.\You were shrieking in joy those nights fantasizing about that Shin x Luci coupling.\You fool!!\That cute seme x tsundere uke of Luci x Shin is the essence of Maschera!\Reversing that coupling?\Impossible!\You fake!\Of course I know. response:	That's the one coupling that can never be reversed.
context: You were shrieking in joy those nights fantasizing about that Shin x Luci coupling.\You fool!!\That cute seme x tsundere uke of Luci x Shin is the essence of Maschera!\Reversing that coupling?\Impossible!\You fake!\Of course I know.\That's the one coupling that can never be reversed. response:	But...
context: You fool!!\That cute seme x tsundere uke of Luci x Shin is the essence of Maschera!\Reversing that coupling?\Impossible!\You fake!\Of course I know.\That's the one coupling that can never be reversed.\But... response:	It would seem I've made you trip.
context: That cute seme x tsundere uke of Luci x Shin is the essence of Maschera!\Reversing that coupling?\Impossible!\You fake!\Of course I know.\That's the one coupling that can never be reversed.\But...\It would seem I've made you trip. response:	You tricked me!
context: Reversing that coupling?\Impossible!\You fake!\Of course I know.\That's the one coupling that can never be reversed.\But...\It would seem I've made you trip.\You tricked me! response:	What are you talking about?
context: Impossible!\You fake!\Of course I know.\That's the one coupling that can never be reversed.\But...\It would seem I've made you trip.\You tricked me!\What are you talking about? response:	Th-That's right...
context: You fake!\Of course I know.\That's the one coupling that can never be reversed.\But...\It would seem I've made you trip.\You tricked me!\What are you talking about?\Th-That's right... response:	I like homos.
context: Of course I know.\That's the one coupling that can never be reversed.\But...\It would seem I've made you trip.\You tricked me!\What are you talking about?\Th-That's right...\I like homos. response:	I am completely rotten!
context: That's the one coupling that can never be reversed.\But...\It would seem I've made you trip.\You tricked me!\What are you talking about?\Th-That's right...\I like homos.\I am completely rotten! response:	My, is that so?
context: But...\It would seem I've made you trip.\You tricked me!\What are you talking about?\Th-That's right...\I like homos.\I am completely rotten!\My, is that so? response:	If you're so rotten, then I'm sure you can even fantasize about half-real things like the Prince of Tennis musical?
context: It would seem I've made you trip.\You tricked me!\What are you talking about?\Th-That's right...\I like homos.\I am completely rotten!\My, is that so?\If you're so rotten, then I'm sure you can even fantasize about half-real things like the Prince of Tennis musical? response:	With the greatest ease.
context: You tricked me!\What are you talking about?\Th-That's right...\I like homos.\I am completely rotten!\My, is that so?\If you're so rotten, then I'm sure you can even fantasize about half-real things like the Prince of Tennis musical?\With the greatest ease. response:	Half-real or two-dimensional or inanimate!
context: What are you talking about?\Th-That's right...\I like homos.\I am completely rotten!\My, is that so?\If you're so rotten, then I'm sure you can even fantasize about half-real things like the Prince of Tennis musical?\With the greatest ease.\Half-real or two-dimensional or inanimate! response:	So long as they brush against my heartstrings, I can save them in my mind and fantasize.
context: Th-That's right...\I like homos.\I am completely rotten!\My, is that so?\If you're so rotten, then I'm sure you can even fantasize about half-real things like the Prince of Tennis musical?\With the greatest ease.\Half-real or two-dimensional or inanimate!\So long as they brush against my heartstrings, I can save them in my mind and fantasize. response:	As an extreme example, I can take a fork and spoon and draw out some form of love.
context: I like homos.\I am completely rotten!\My, is that so?\If you're so rotten, then I'm sure you can even fantasize about half-real things like the Prince of Tennis musical?\With the greatest ease.\Half-real or two-dimensional or inanimate!\So long as they brush against my heartstrings, I can save them in my mind and fantasize.\As an extreme example, I can take a fork and spoon and draw out some form of love. response:	I commend your confidence.
context: I am completely rotten!\My, is that so?\If you're so rotten, then I'm sure you can even fantasize about half-real things like the Prince of Tennis musical?\With the greatest ease.\Half-real or two-dimensional or inanimate!\So long as they brush against my heartstrings, I can save them in my mind and fantasize.\As an extreme example, I can take a fork and spoon and draw out some form of love.\I commend your confidence. response:	But do you even fantasize about real men?
context: My, is that so?\If you're so rotten, then I'm sure you can even fantasize about half-real things like the Prince of Tennis musical?\With the greatest ease.\Half-real or two-dimensional or inanimate!\So long as they brush against my heartstrings, I can save them in my mind and fantasize.\As an extreme example, I can take a fork and spoon and draw out some form of love.\I commend your confidence.\But do you even fantasize about real men? response:	I have nothing to hide!
