context: Tiger Echo Fist! response:	Bastard!
context: I agree with Rundel Haus.\Though, I don't think it's about how much stronger we are...\Minori...\Please let us go to Choushi!\No matter how big their army is, their numbers don't pose much threat.\With our fifteen hundred, we could destroy them.\During that last conference, Isaac said that we haven't been asked to,\so we have no reason to help... response:	If he's going to do it, he needs a reason.
context: Though, I don't think it's about how much stronger we are...\Minori...\Please let us go to Choushi!\No matter how big their army is, their numbers don't pose much threat.\With our fifteen hundred, we could destroy them.\During that last conference, Isaac said that we haven't been asked to,\so we have no reason to help...\If he's going to do it, he needs a reason. response:	That's true.
context: Minori...\Please let us go to Choushi!\No matter how big their army is, their numbers don't pose much threat.\With our fifteen hundred, we could destroy them.\During that last conference, Isaac said that we haven't been asked to,\so we have no reason to help...\If he's going to do it, he needs a reason.\That's true. response:	Shiro didn't seem like himself, either...
context: Please let us go to Choushi!\No matter how big their army is, their numbers don't pose much threat.\With our fifteen hundred, we could destroy them.\During that last conference, Isaac said that we haven't been asked to,\so we have no reason to help...\If he's going to do it, he needs a reason.\That's true.\Shiro didn't seem like himself, either... response:	Normally, he'd make a quick decision.
context: No matter how big their army is, their numbers don't pose much threat.\With our fifteen hundred, we could destroy them.\During that last conference, Isaac said that we haven't been asked to,\so we have no reason to help...\If he's going to do it, he needs a reason.\That's true.\Shiro didn't seem like himself, either...\Normally, he'd make a quick decision. response:	Just in case, I've asked Soujirou to join us here.
context: With our fifteen hundred, we could destroy them.\During that last conference, Isaac said that we haven't been asked to,\so we have no reason to help...\If he's going to do it, he needs a reason.\That's true.\Shiro didn't seem like himself, either...\Normally, he'd make a quick decision.\Just in case, I've asked Soujirou to join us here. response:	If the palace is attacked, he'll help.
context: During that last conference, Isaac said that we haven't been asked to,\so we have no reason to help...\If he's going to do it, he needs a reason.\That's true.\Shiro didn't seem like himself, either...\Normally, he'd make a quick decision.\Just in case, I've asked Soujirou to join us here.\If the palace is attacked, he'll help. response:	All the representatives of the nobles are here.
context: so we have no reason to help...\If he's going to do it, he needs a reason.\That's true.\Shiro didn't seem like himself, either...\Normally, he'd make a quick decision.\Just in case, I've asked Soujirou to join us here.\If the palace is attacked, he'll help.\All the representatives of the nobles are here. response:	We can't leave it undefended.
context: If he's going to do it, he needs a reason.\That's true.\Shiro didn't seem like himself, either...\Normally, he'd make a quick decision.\Just in case, I've asked Soujirou to join us here.\If the palace is attacked, he'll help.\All the representatives of the nobles are here.\We can't leave it undefended. response:	The West Wind Brigade is small but powerful.
context: That's true.\Shiro didn't seem like himself, either...\Normally, he'd make a quick decision.\Just in case, I've asked Soujirou to join us here.\If the palace is attacked, he'll help.\All the representatives of the nobles are here.\We can't leave it undefended.\The West Wind Brigade is small but powerful. response:	They won't alarm the nobles.
context: Shiro didn't seem like himself, either...\Normally, he'd make a quick decision.\Just in case, I've asked Soujirou to join us here.\If the palace is attacked, he'll help.\All the representatives of the nobles are here.\We can't leave it undefended.\The West Wind Brigade is small but powerful.\They won't alarm the nobles. response:	That's a good choice.
context: Normally, he'd make a quick decision.\Just in case, I've asked Soujirou to join us here.\If the palace is attacked, he'll help.\All the representatives of the nobles are here.\We can't leave it undefended.\The West Wind Brigade is small but powerful.\They won't alarm the nobles.\That's a good choice. response:	The nobles haven't said anything, though...
context: Just in case, I've asked Soujirou to join us here.\If the palace is attacked, he'll help.\All the representatives of the nobles are here.\We can't leave it undefended.\The West Wind Brigade is small but powerful.\They won't alarm the nobles.\That's a good choice.\The nobles haven't said anything, though... response:	I'm sure they're talking on their own.
context: If the palace is attacked, he'll help.\All the representatives of the nobles are here.\We can't leave it undefended.\The West Wind Brigade is small but powerful.\They won't alarm the nobles.\That's a good choice.\The nobles haven't said anything, though...\I'm sure they're talking on their own. response:	Without us?
context: All the representatives of the nobles are here.\We can't leave it undefended.\The West Wind Brigade is small but powerful.\They won't alarm the nobles.\That's a good choice.\The nobles haven't said anything, though...\I'm sure they're talking on their own.\Without us? response:	I don't like that!
context: We can't leave it undefended.\The West Wind Brigade is small but powerful.\They won't alarm the nobles.\That's a good choice.\The nobles haven't said anything, though...\I'm sure they're talking on their own.\Without us?\I don't like that! response:	Then should we go to them, strategist?
context: The West Wind Brigade is small but powerful.\They won't alarm the nobles.\That's a good choice.\The nobles haven't said anything, though...\I'm sure they're talking on their own.\Without us?\I don't like that!\Then should we go to them, strategist? response:	Before that, there's something I need to tell you all.
context: They won't alarm the nobles.\That's a good choice.\The nobles haven't said anything, though...\I'm sure they're talking on their own.\Without us?\I don't like that!\Then should we go to them, strategist?\Before that, there's something I need to tell you all. response:	What is it?
context: That's a good choice.\The nobles haven't said anything, though...\I'm sure they're talking on their own.\Without us?\I don't like that!\Then should we go to them, strategist?\Before that, there's something I need to tell you all.\What is it? response:	It's about death in this world.
context: The nobles haven't said anything, though...\I'm sure they're talking on their own.\Without us?\I don't like that!\Then should we go to them, strategist?\Before that, there's something I need to tell you all.\What is it?\It's about death in this world. response:	If we die, we revive at the Cathedral.
context: I'm sure they're talking on their own.\Without us?\I don't like that!\Then should we go to them, strategist?\Before that, there's something I need to tell you all.\What is it?\It's about death in this world.\If we die, we revive at the Cathedral. response:	If we pay an EXP penalty, our bodies come back.
context: Without us?\I don't like that!\Then should we go to them, strategist?\Before that, there's something I need to tell you all.\What is it?\It's about death in this world.\If we die, we revive at the Cathedral.\If we pay an EXP penalty, our bodies come back. response:	That's how it was in Elder Tale,
context: I don't like that!\Then should we go to them, strategist?\Before that, there's something I need to tell you all.\What is it?\It's about death in this world.\If we die, we revive at the Cathedral.\If we pay an EXP penalty, our bodies come back.\That's how it was in Elder Tale, response:	so we made the mistake of believing it would be the same here.
context: Then should we go to them, strategist?\Before that, there's something I need to tell you all.\What is it?\It's about death in this world.\If we die, we revive at the Cathedral.\If we pay an EXP penalty, our bodies come back.\That's how it was in Elder Tale,\so we made the mistake of believing it would be the same here. response:	From the information I've gained,
context: Before that, there's something I need to tell you all.\What is it?\It's about death in this world.\If we die, we revive at the Cathedral.\If we pay an EXP penalty, our bodies come back.\That's how it was in Elder Tale,\so we made the mistake of believing it would be the same here.\From the information I've gained, response:	death carries risks in this world.
context: What is it?\It's about death in this world.\If we die, we revive at the Cathedral.\If we pay an EXP penalty, our bodies come back.\That's how it was in Elder Tale,\so we made the mistake of believing it would be the same here.\From the information I've gained,\death carries risks in this world. response:	I'll spare you the details,
context: It's about death in this world.\If we die, we revive at the Cathedral.\If we pay an EXP penalty, our bodies come back.\That's how it was in Elder Tale,\so we made the mistake of believing it would be the same here.\From the information I've gained,\death carries risks in this world.\I'll spare you the details, response:	but it seems that each death steals a small portion of your memories.
context: If we die, we revive at the Cathedral.\If we pay an EXP penalty, our bodies come back.\That's how it was in Elder Tale,\so we made the mistake of believing it would be the same here.\From the information I've gained,\death carries risks in this world.\I'll spare you the details,\but it seems that each death steals a small portion of your memories. response:	What?!
context: If we pay an EXP penalty, our bodies come back.\That's how it was in Elder Tale,\so we made the mistake of believing it would be the same here.\From the information I've gained,\death carries risks in this world.\I'll spare you the details,\but it seems that each death steals a small portion of your memories.\What?! response:	Our memories?
context: That's how it was in Elder Tale,\so we made the mistake of believing it would be the same here.\From the information I've gained,\death carries risks in this world.\I'll spare you the details,\but it seems that each death steals a small portion of your memories.\What?!\Our memories? response:	How much do we lose?
context: so we made the mistake of believing it would be the same here.\From the information I've gained,\death carries risks in this world.\I'll spare you the details,\but it seems that each death steals a small portion of your memories.\What?!\Our memories?\How much do we lose? response:	I don't know.
context: From the information I've gained,\death carries risks in this world.\I'll spare you the details,\but it seems that each death steals a small portion of your memories.\What?!\Our memories?\How much do we lose?\I don't know. response:	Which memories do we lose?
context: death carries risks in this world.\I'll spare you the details,\but it seems that each death steals a small portion of your memories.\What?!\Our memories?\How much do we lose?\I don't know.\Which memories do we lose? response:	I don't know.
context: I'll spare you the details,\but it seems that each death steals a small portion of your memories.\What?!\Our memories?\How much do we lose?\I don't know.\Which memories do we lose?\I don't know. response:	What are you saying, then?!
context: but it seems that each death steals a small portion of your memories.\What?!\Our memories?\How much do we lose?\I don't know.\Which memories do we lose?\I don't know.\What are you saying, then?! response:	I don't know!
context: What?!\Our memories?\How much do we lose?\I don't know.\Which memories do we lose?\I don't know.\What are you saying, then?!\I don't know! response:	Not yet, anyway.
context: Our memories?\How much do we lose?\I don't know.\Which memories do we lose?\I don't know.\What are you saying, then?!\I don't know!\Not yet, anyway. response:	But judging from the hypotheses I've gathered, it seems to be true.
context: How much do we lose?\I don't know.\Which memories do we lose?\I don't know.\What are you saying, then?!\I don't know!\Not yet, anyway.\But judging from the hypotheses I've gathered, it seems to be true. response:	I understand.
context: I don't know.\Which memories do we lose?\I don't know.\What are you saying, then?!\I don't know!\Not yet, anyway.\But judging from the hypotheses I've gathered, it seems to be true.\I understand. response:	So, that's why I'm missing some of my memories.
context: Which memories do we lose?\I don't know.\What are you saying, then?!\I don't know!\Not yet, anyway.\But judging from the hypotheses I've gathered, it seems to be true.\I understand.\So, that's why I'm missing some of my memories. response:	I'm convinced.
context: I don't know.\What are you saying, then?!\I don't know!\Not yet, anyway.\But judging from the hypotheses I've gathered, it seems to be true.\I understand.\So, that's why I'm missing some of my memories.\I'm convinced. response:	Before the restoration of Akihabara,
context: What are you saying, then?!\I don't know!\Not yet, anyway.\But judging from the hypotheses I've gathered, it seems to be true.\I understand.\So, that's why I'm missing some of my memories.\I'm convinced.\Before the restoration of Akihabara, response:	we underwent difficult combat training to adapt to this world's fighting.
context: I don't know!\Not yet, anyway.\But judging from the hypotheses I've gathered, it seems to be true.\I understand.\So, that's why I'm missing some of my memories.\I'm convinced.\Before the restoration of Akihabara,\we underwent difficult combat training to adapt to this world's fighting. response:	I died a few times, too.
context: Not yet, anyway.\But judging from the hypotheses I've gathered, it seems to be true.\I understand.\So, that's why I'm missing some of my memories.\I'm convinced.\Before the restoration of Akihabara,\we underwent difficult combat training to adapt to this world's fighting.\I died a few times, too. response:	Normally, I wouldn't think about it,
context: But judging from the hypotheses I've gathered, it seems to be true.\I understand.\So, that's why I'm missing some of my memories.\I'm convinced.\Before the restoration of Akihabara,\we underwent difficult combat training to adapt to this world's fighting.\I died a few times, too.\Normally, I wouldn't think about it, response:	but it does seem that some memories were lost.
context: I understand.\So, that's why I'm missing some of my memories.\I'm convinced.\Before the restoration of Akihabara,\we underwent difficult combat training to adapt to this world's fighting.\I died a few times, too.\Normally, I wouldn't think about it,\but it does seem that some memories were lost. response:	Th-Then...
context: So, that's why I'm missing some of my memories.\I'm convinced.\Before the restoration of Akihabara,\we underwent difficult combat training to adapt to this world's fighting.\I died a few times, too.\Normally, I wouldn't think about it,\but it does seem that some memories were lost.\Th-Then... response:	That's horrible.
context: I'm convinced.\Before the restoration of Akihabara,\we underwent difficult combat training to adapt to this world's fighting.\I died a few times, too.\Normally, I wouldn't think about it,\but it does seem that some memories were lost.\Th-Then...\That's horrible. response:	Which memories, exactly?
context: Before the restoration of Akihabara,\we underwent difficult combat training to adapt to this world's fighting.\I died a few times, too.\Normally, I wouldn't think about it,\but it does seem that some memories were lost.\Th-Then...\That's horrible.\Which memories, exactly? response:	How many of them?
context: we underwent difficult combat training to adapt to this world's fighting.\I died a few times, too.\Normally, I wouldn't think about it,\but it does seem that some memories were lost.\Th-Then...\That's horrible.\Which memories, exactly?\How many of them? response:	I couldn't say for certain,
context: I died a few times, too.\Normally, I wouldn't think about it,\but it does seem that some memories were lost.\Th-Then...\That's horrible.\Which memories, exactly?\How many of them?\I couldn't say for certain, response:	but it seems most of them were memories of the world I came from.
context: Normally, I wouldn't think about it,\but it does seem that some memories were lost.\Th-Then...\That's horrible.\Which memories, exactly?\How many of them?\I couldn't say for certain,\but it seems most of them were memories of the world I came from. response:	I've died twice since the Apocalypse.
context: but it does seem that some memories were lost.\Th-Then...\That's horrible.\Which memories, exactly?\How many of them?\I couldn't say for certain,\but it seems most of them were memories of the world I came from.\I've died twice since the Apocalypse. response:	It's hard to say exactly which memories are missing.
context: Th-Then...\That's horrible.\Which memories, exactly?\How many of them?\I couldn't say for certain,\but it seems most of them were memories of the world I came from.\I've died twice since the Apocalypse.\It's hard to say exactly which memories are missing. response:	Because you forget that you forgot, you see.
context: That's horrible.\Which memories, exactly?\How many of them?\I couldn't say for certain,\but it seems most of them were memories of the world I came from.\I've died twice since the Apocalypse.\It's hard to say exactly which memories are missing.\Because you forget that you forgot, you see. response:	My memory is better than that of most,
context: Which memories, exactly?\How many of them?\I couldn't say for certain,\but it seems most of them were memories of the world I came from.\I've died twice since the Apocalypse.\It's hard to say exactly which memories are missing.\Because you forget that you forgot, you see.\My memory is better than that of most, response:	but I can't recall the name or appearance of the cat I'm sure I once had.
context: How many of them?\I couldn't say for certain,\but it seems most of them were memories of the world I came from.\I've died twice since the Apocalypse.\It's hard to say exactly which memories are missing.\Because you forget that you forgot, you see.\My memory is better than that of most,\but I can't recall the name or appearance of the cat I'm sure I once had. response:	This is likely due to my deaths.
context: I couldn't say for certain,\but it seems most of them were memories of the world I came from.\I've died twice since the Apocalypse.\It's hard to say exactly which memories are missing.\Because you forget that you forgot, you see.\My memory is better than that of most,\but I can't recall the name or appearance of the cat I'm sure I once had.\This is likely due to my deaths. response:	However, while I can only speak for myself,
context: but it seems most of them were memories of the world I came from.\I've died twice since the Apocalypse.\It's hard to say exactly which memories are missing.\Because you forget that you forgot, you see.\My memory is better than that of most,\but I can't recall the name or appearance of the cat I'm sure I once had.\This is likely due to my deaths.\However, while I can only speak for myself, response:	a few deaths don't seem to be enough to cause any real inconvenience.
context: I've died twice since the Apocalypse.\It's hard to say exactly which memories are missing.\Because you forget that you forgot, you see.\My memory is better than that of most,\but I can't recall the name or appearance of the cat I'm sure I once had.\This is likely due to my deaths.\However, while I can only speak for myself,\a few deaths don't seem to be enough to cause any real inconvenience. response:	Even a few dozen would be unlikely to cause any difficulty in your life.
context: It's hard to say exactly which memories are missing.\Because you forget that you forgot, you see.\My memory is better than that of most,\but I can't recall the name or appearance of the cat I'm sure I once had.\This is likely due to my deaths.\However, while I can only speak for myself,\a few deaths don't seem to be enough to cause any real inconvenience.\Even a few dozen would be unlikely to cause any difficulty in your life. response:	But even so... You lose your memories of the old world, right?
context: Because you forget that you forgot, you see.\My memory is better than that of most,\but I can't recall the name or appearance of the cat I'm sure I once had.\This is likely due to my deaths.\However, while I can only speak for myself,\a few deaths don't seem to be enough to cause any real inconvenience.\Even a few dozen would be unlikely to cause any difficulty in your life.\But even so... You lose your memories of the old world, right? response:	That's harsh.
context: My memory is better than that of most,\but I can't recall the name or appearance of the cat I'm sure I once had.\This is likely due to my deaths.\However, while I can only speak for myself,\a few deaths don't seem to be enough to cause any real inconvenience.\Even a few dozen would be unlikely to cause any difficulty in your life.\But even so... You lose your memories of the old world, right?\That's harsh. response:	Well, it's not something to fret over.
context: but I can't recall the name or appearance of the cat I'm sure I once had.\This is likely due to my deaths.\However, while I can only speak for myself,\a few deaths don't seem to be enough to cause any real inconvenience.\Even a few dozen would be unlikely to cause any difficulty in your life.\But even so... You lose your memories of the old world, right?\That's harsh.\Well, it's not something to fret over. response:	You simply need to avoid dying.
context: This is likely due to my deaths.\However, while I can only speak for myself,\a few deaths don't seem to be enough to cause any real inconvenience.\Even a few dozen would be unlikely to cause any difficulty in your life.\But even so... You lose your memories of the old world, right?\That's harsh.\Well, it's not something to fret over.\You simply need to avoid dying. response:	And failing to act, for fear of the risk,
context: However, while I can only speak for myself,\a few deaths don't seem to be enough to cause any real inconvenience.\Even a few dozen would be unlikely to cause any difficulty in your life.\But even so... You lose your memories of the old world, right?\That's harsh.\Well, it's not something to fret over.\You simply need to avoid dying.\And failing to act, for fear of the risk, response:	is no different than a living death.
context: a few deaths don't seem to be enough to cause any real inconvenience.\Even a few dozen would be unlikely to cause any difficulty in your life.\But even so... You lose your memories of the old world, right?\That's harsh.\Well, it's not something to fret over.\You simply need to avoid dying.\And failing to act, for fear of the risk,\is no different than a living death. response:	No matter what world you're in.
context: Even a few dozen would be unlikely to cause any difficulty in your life.\But even so... You lose your memories of the old world, right?\That's harsh.\Well, it's not something to fret over.\You simply need to avoid dying.\And failing to act, for fear of the risk,\is no different than a living death.\No matter what world you're in. response:	The risk is too great!
context: But even so... You lose your memories of the old world, right?\That's harsh.\Well, it's not something to fret over.\You simply need to avoid dying.\And failing to act, for fear of the risk,\is no different than a living death.\No matter what world you're in.\The risk is too great! response:	What? Why?
context: That's harsh.\Well, it's not something to fret over.\You simply need to avoid dying.\And failing to act, for fear of the risk,\is no different than a living death.\No matter what world you're in.\The risk is too great!\What? Why? response:	If you fear risk, how can you be an adventurer?
context: Well, it's not something to fret over.\You simply need to avoid dying.\And failing to act, for fear of the risk,\is no different than a living death.\No matter what world you're in.\The risk is too great!\What? Why?\If you fear risk, how can you be an adventurer? response:	Calm down, everyone.
context: You simply need to avoid dying.\And failing to act, for fear of the risk,\is no different than a living death.\No matter what world you're in.\The risk is too great!\What? Why?\If you fear risk, how can you be an adventurer?\Calm down, everyone. response:	The lords' conference will hash out the details.
context: And failing to act, for fear of the risk,\is no different than a living death.\No matter what world you're in.\The risk is too great!\What? Why?\If you fear risk, how can you be an adventurer?\Calm down, everyone.\The lords' conference will hash out the details. response:	Acting on our own right now isn't a good idea.
context: is no different than a living death.\No matter what world you're in.\The risk is too great!\What? Why?\If you fear risk, how can you be an adventurer?\Calm down, everyone.\The lords' conference will hash out the details.\Acting on our own right now isn't a good idea. response:	Especially with the new kids here.
context: No matter what world you're in.\The risk is too great!\What? Why?\If you fear risk, how can you be an adventurer?\Calm down, everyone.\The lords' conference will hash out the details.\Acting on our own right now isn't a good idea.\Especially with the new kids here. response:	This will affect relations between the adventurers and People of the Land
context: The risk is too great!\What? Why?\If you fear risk, how can you be an adventurer?\Calm down, everyone.\The lords' conference will hash out the details.\Acting on our own right now isn't a good idea.\Especially with the new kids here.\This will affect relations between the adventurers and People of the Land response:	for a long time to come.
context: What? Why?\If you fear risk, how can you be an adventurer?\Calm down, everyone.\The lords' conference will hash out the details.\Acting on our own right now isn't a good idea.\Especially with the new kids here.\This will affect relations between the adventurers and People of the Land\for a long time to come. response:	And we have no ostensible reason to save them.
context: If you fear risk, how can you be an adventurer?\Calm down, everyone.\The lords' conference will hash out the details.\Acting on our own right now isn't a good idea.\Especially with the new kids here.\This will affect relations between the adventurers and People of the Land\for a long time to come.\And we have no ostensible reason to save them. response:	When you consider the big picture,
context: Calm down, everyone.\The lords' conference will hash out the details.\Acting on our own right now isn't a good idea.\Especially with the new kids here.\This will affect relations between the adventurers and People of the Land\for a long time to come.\And we have no ostensible reason to save them.\When you consider the big picture, response:	acting based on emotion isn't wise.
context: The lords' conference will hash out the details.\Acting on our own right now isn't a good idea.\Especially with the new kids here.\This will affect relations between the adventurers and People of the Land\for a long time to come.\And we have no ostensible reason to save them.\When you consider the big picture,\acting based on emotion isn't wise. response:	Yeah, that's about it.
context: Acting on our own right now isn't a good idea.\Especially with the new kids here.\This will affect relations between the adventurers and People of the Land\for a long time to come.\And we have no ostensible reason to save them.\When you consider the big picture,\acting based on emotion isn't wise.\Yeah, that's about it. response:	Enough of this. I'll go on my own.
context: Especially with the new kids here.\This will affect relations between the adventurers and People of the Land\for a long time to come.\And we have no ostensible reason to save them.\When you consider the big picture,\acting based on emotion isn't wise.\Yeah, that's about it.\Enough of this. I'll go on my own. response:	Wait! You can't go alone!
context: This will affect relations between the adventurers and People of the Land\for a long time to come.\And we have no ostensible reason to save them.\When you consider the big picture,\acting based on emotion isn't wise.\Yeah, that's about it.\Enough of this. I'll go on my own.\Wait! You can't go alone! response:	But...
context: for a long time to come.\And we have no ostensible reason to save them.\When you consider the big picture,\acting based on emotion isn't wise.\Yeah, that's about it.\Enough of this. I'll go on my own.\Wait! You can't go alone!\But... response:	We're a party, right?
context: And we have no ostensible reason to save them.\When you consider the big picture,\acting based on emotion isn't wise.\Yeah, that's about it.\Enough of this. I'll go on my own.\Wait! You can't go alone!\But...\We're a party, right? response:	If we aren't all in this together, but we go, we'll just get hurt.
context: When you consider the big picture,\acting based on emotion isn't wise.\Yeah, that's about it.\Enough of this. I'll go on my own.\Wait! You can't go alone!\But...\We're a party, right?\If we aren't all in this together, but we go, we'll just get hurt. response:	Like we did at the start.
context: acting based on emotion isn't wise.\Yeah, that's about it.\Enough of this. I'll go on my own.\Wait! You can't go alone!\But...\We're a party, right?\If we aren't all in this together, but we go, we'll just get hurt.\Like we did at the start. response:	But if something isn't done...
context: Yeah, that's about it.\Enough of this. I'll go on my own.\Wait! You can't go alone!\But...\We're a party, right?\If we aren't all in this together, but we go, we'll just get hurt.\Like we did at the start.\But if something isn't done... response:	Then, make us the advance party to Choushi.
context: Enough of this. I'll go on my own.\Wait! You can't go alone!\But...\We're a party, right?\If we aren't all in this together, but we go, we'll just get hurt.\Like we did at the start.\But if something isn't done...\Then, make us the advance party to Choushi. response:	An advance party?
context: Wait! You can't go alone!\But...\We're a party, right?\If we aren't all in this together, but we go, we'll just get hurt.\Like we did at the start.\But if something isn't done...\Then, make us the advance party to Choushi.\An advance party? response:	A brilliant idea, Miss Minori.
context: But...\We're a party, right?\If we aren't all in this together, but we go, we'll just get hurt.\Like we did at the start.\But if something isn't done...\Then, make us the advance party to Choushi.\An advance party?\A brilliant idea, Miss Minori. response:	We can at least help them evacuate.
context: We're a party, right?\If we aren't all in this together, but we go, we'll just get hurt.\Like we did at the start.\But if something isn't done...\Then, make us the advance party to Choushi.\An advance party?\A brilliant idea, Miss Minori.\We can at least help them evacuate. response:	No... Saying that was the only way to get them to agree.
context: If we aren't all in this together, but we go, we'll just get hurt.\Like we did at the start.\But if something isn't done...\Then, make us the advance party to Choushi.\An advance party?\A brilliant idea, Miss Minori.\We can at least help them evacuate.\No... Saying that was the only way to get them to agree. response:	Which means...
context: Like we did at the start.\But if something isn't done...\Then, make us the advance party to Choushi.\An advance party?\A brilliant idea, Miss Minori.\We can at least help them evacuate.\No... Saying that was the only way to get them to agree.\Which means... response:	I think we should protect that city.
context: But if something isn't done...\Then, make us the advance party to Choushi.\An advance party?\A brilliant idea, Miss Minori.\We can at least help them evacuate.\No... Saying that was the only way to get them to agree.\Which means...\I think we should protect that city. response:	Why?
context: Then, make us the advance party to Choushi.\An advance party?\A brilliant idea, Miss Minori.\We can at least help them evacuate.\No... Saying that was the only way to get them to agree.\Which means...\I think we should protect that city.\Why? response:	No one's asked us to.
context: An advance party?\A brilliant idea, Miss Minori.\We can at least help them evacuate.\No... Saying that was the only way to get them to agree.\Which means...\I think we should protect that city.\Why?\No one's asked us to. response:	No one will reward us.
context: A brilliant idea, Miss Minori.\We can at least help them evacuate.\No... Saying that was the only way to get them to agree.\Which means...\I think we should protect that city.\Why?\No one's asked us to.\No one will reward us. response:	It doesn't have anything to do with us.
context: We can at least help them evacuate.\No... Saying that was the only way to get them to agree.\Which means...\I think we should protect that city.\Why?\No one's asked us to.\No one will reward us.\It doesn't have anything to do with us. response:	And I don't want to die.
context: No... Saying that was the only way to get them to agree.\Which means...\I think we should protect that city.\Why?\No one's asked us to.\No one will reward us.\It doesn't have anything to do with us.\And I don't want to die. response:	There are many reasons not to help them.
context: Which means...\I think we should protect that city.\Why?\No one's asked us to.\No one will reward us.\It doesn't have anything to do with us.\And I don't want to die.\There are many reasons not to help them. response:	But there isn't any reason we can't, right?
context: I think we should protect that city.\Why?\No one's asked us to.\No one will reward us.\It doesn't have anything to do with us.\And I don't want to die.\There are many reasons not to help them.\But there isn't any reason we can't, right? response:	That's true, but...
context: Why?\No one's asked us to.\No one will reward us.\It doesn't have anything to do with us.\And I don't want to die.\There are many reasons not to help them.\But there isn't any reason we can't, right?\That's true, but... response:	Hey, look!
context: No one's asked us to.\No one will reward us.\It doesn't have anything to do with us.\And I don't want to die.\There are many reasons not to help them.\But there isn't any reason we can't, right?\That's true, but...\Hey, look! response:	No...
context: No one will reward us.\It doesn't have anything to do with us.\And I don't want to die.\There are many reasons not to help them.\But there isn't any reason we can't, right?\That's true, but...\Hey, look!\No... response:	We're too late?
context: It doesn't have anything to do with us.\And I don't want to die.\There are many reasons not to help them.\But there isn't any reason we can't, right?\That's true, but...\Hey, look!\No...\We're too late? response:	Goblins did this.
context: And I don't want to die.\There are many reasons not to help them.\But there isn't any reason we can't, right?\That's true, but...\Hey, look!\No...\We're too late?\Goblins did this. response:	Is anyone here?
context: There are many reasons not to help them.\But there isn't any reason we can't, right?\That's true, but...\Hey, look!\No...\We're too late?\Goblins did this.\Is anyone here? response:	Tohya!
context: But there isn't any reason we can't, right?\That's true, but...\Hey, look!\No...\We're too late?\Goblins did this.\Is anyone here?\Tohya! response:	I'll assist you, Mister Tohya!
context: That's true, but...\Hey, look!\No...\We're too late?\Goblins did this.\Is anyone here?\Tohya!\I'll assist you, Mister Tohya! response:	Flash Needle!
context: Hey, look!\No...\We're too late?\Goblins did this.\Is anyone here?\Tohya!\I'll assist you, Mister Tohya!\Flash Needle! response:	Head Splitter!
context: No...\We're too late?\Goblins did this.\Is anyone here?\Tohya!\I'll assist you, Mister Tohya!\Flash Needle!\Head Splitter! response:	Do you need a reason?
context: We're too late?\Goblins did this.\Is anyone here?\Tohya!\I'll assist you, Mister Tohya!\Flash Needle!\Head Splitter!\Do you need a reason? response:	Is helping them without one wrong?
context: Goblins did this.\Is anyone here?\Tohya!\I'll assist you, Mister Tohya!\Flash Needle!\Head Splitter!\Do you need a reason?\Is helping them without one wrong? response:	If you want to help someone, isn't that enough?
context: Is anyone here?\Tohya!\I'll assist you, Mister Tohya!\Flash Needle!\Head Splitter!\Do you need a reason?\Is helping them without one wrong?\If you want to help someone, isn't that enough? response:	We're adventurers.
context: Tohya!\I'll assist you, Mister Tohya!\Flash Needle!\Head Splitter!\Do you need a reason?\Is helping them without one wrong?\If you want to help someone, isn't that enough?\We're adventurers. response:	That's right.
context: I'll assist you, Mister Tohya!\Flash Needle!\Head Splitter!\Do you need a reason?\Is helping them without one wrong?\If you want to help someone, isn't that enough?\We're adventurers.\That's right. response:	If we run away, then I don't know why we became adventurers.
context: Flash Needle!\Head Splitter!\Do you need a reason?\Is helping them without one wrong?\If you want to help someone, isn't that enough?\We're adventurers.\That's right.\If we run away, then I don't know why we became adventurers. response:	We can't just boldly march home to Akihabara without saving the town.
context: Head Splitter!\Do you need a reason?\Is helping them without one wrong?\If you want to help someone, isn't that enough?\We're adventurers.\That's right.\If we run away, then I don't know why we became adventurers.\We can't just boldly march home to Akihabara without saving the town. response:	But how are we supposed to protect them?!
context: Do you need a reason?\Is helping them without one wrong?\If you want to help someone, isn't that enough?\We're adventurers.\That's right.\If we run away, then I don't know why we became adventurers.\We can't just boldly march home to Akihabara without saving the town.\But how are we supposed to protect them?! response:	That town has no walls, and there are so many!
context: Is helping them without one wrong?\If you want to help someone, isn't that enough?\We're adventurers.\That's right.\If we run away, then I don't know why we became adventurers.\We can't just boldly march home to Akihabara without saving the town.\But how are we supposed to protect them?!\That town has no walls, and there are so many! response:	Fighting spirit.
context: If you want to help someone, isn't that enough?\We're adventurers.\That's right.\If we run away, then I don't know why we became adventurers.\We can't just boldly march home to Akihabara without saving the town.\But how are we supposed to protect them?!\That town has no walls, and there are so many!\Fighting spirit. response:	We're back to that again?
context: We're adventurers.\That's right.\If we run away, then I don't know why we became adventurers.\We can't just boldly march home to Akihabara without saving the town.\But how are we supposed to protect them?!\That town has no walls, and there are so many!\Fighting spirit.\We're back to that again? response:	Put some thought into it!
context: That's right.\If we run away, then I don't know why we became adventurers.\We can't just boldly march home to Akihabara without saving the town.\But how are we supposed to protect them?!\That town has no walls, and there are so many!\Fighting spirit.\We're back to that again?\Put some thought into it! response:	I am thinking!
