context: I have a copy of this, too. response:	So Yamamoto-san also reads poetry books...
context: It's my birthday, you know.\I'm sympathizing with you.\Getting such a lame sea urchin like that.\Lame?!\You're just pitiful, getting so happy over it.\What's this? You're obviously just jealous.\Yano... be an adult about this.\I can't believe you! response:	What the hell are you doing?!
context: I'm sympathizing with you.\Getting such a lame sea urchin like that.\Lame?!\You're just pitiful, getting so happy over it.\What's this? You're obviously just jealous.\Yano... be an adult about this.\I can't believe you!\What the hell are you doing?! response:	Throwing away someone's present like that... you're scum!
context: Getting such a lame sea urchin like that.\Lame?!\You're just pitiful, getting so happy over it.\What's this? You're obviously just jealous.\Yano... be an adult about this.\I can't believe you!\What the hell are you doing?!\Throwing away someone's present like that... you're scum! response:	The world doesn't revolve around you, Yano!
context: Lame?!\You're just pitiful, getting so happy over it.\What's this? You're obviously just jealous.\Yano... be an adult about this.\I can't believe you!\What the hell are you doing?!\Throwing away someone's present like that... you're scum!\The world doesn't revolve around you, Yano! response:	Think about what you did!
context: You're just pitiful, getting so happy over it.\What's this? You're obviously just jealous.\Yano... be an adult about this.\I can't believe you!\What the hell are you doing?!\Throwing away someone's present like that... you're scum!\The world doesn't revolve around you, Yano!\Think about what you did! response:	I'm leaving!
context: What's this? You're obviously just jealous.\Yano... be an adult about this.\I can't believe you!\What the hell are you doing?!\Throwing away someone's present like that... you're scum!\The world doesn't revolve around you, Yano!\Think about what you did!\I'm leaving! response:	Wait, Takahashi!
context: Yano... be an adult about this.\I can't believe you!\What the hell are you doing?!\Throwing away someone's present like that... you're scum!\The world doesn't revolve around you, Yano!\Think about what you did!\I'm leaving!\Wait, Takahashi! response:	Where's my sea urchin?
context: I can't believe you!\What the hell are you doing?!\Throwing away someone's present like that... you're scum!\The world doesn't revolve around you, Yano!\Think about what you did!\I'm leaving!\Wait, Takahashi!\Where's my sea urchin? response:	Hell if I know.
context: What the hell are you doing?!\Throwing away someone's present like that... you're scum!\The world doesn't revolve around you, Yano!\Think about what you did!\I'm leaving!\Wait, Takahashi!\Where's my sea urchin?\Hell if I know. response:	Takahashi!
context: Throwing away someone's present like that... you're scum!\The world doesn't revolve around you, Yano!\Think about what you did!\I'm leaving!\Wait, Takahashi!\Where's my sea urchin?\Hell if I know.\Takahashi! response:	You don't have to take me home!
context: The world doesn't revolve around you, Yano!\Think about what you did!\I'm leaving!\Wait, Takahashi!\Where's my sea urchin?\Hell if I know.\Takahashi!\You don't have to take me home! response:	Wait up.
context: Think about what you did!\I'm leaving!\Wait, Takahashi!\Where's my sea urchin?\Hell if I know.\Takahashi!\You don't have to take me home!\Wait up. response:	You're annoying. Go away, you bastard.
context: I'm leaving!\Wait, Takahashi!\Where's my sea urchin?\Hell if I know.\Takahashi!\You don't have to take me home!\Wait up.\You're annoying. Go away, you bastard. response:	The world may not revolve around me...
context: Wait, Takahashi!\Where's my sea urchin?\Hell if I know.\Takahashi!\You don't have to take me home!\Wait up.\You're annoying. Go away, you bastard.\The world may not revolve around me... response:	Didn't you say that?
context: Where's my sea urchin?\Hell if I know.\Takahashi!\You don't have to take me home!\Wait up.\You're annoying. Go away, you bastard.\The world may not revolve around me...\Didn't you say that? response:	But what you just did was a mistake.
context: Hell if I know.\Takahashi!\You don't have to take me home!\Wait up.\You're annoying. Go away, you bastard.\The world may not revolve around me...\Didn't you say that?\But what you just did was a mistake. response:	You can't do that sort of stuff, Yano.
context: Takahashi!\You don't have to take me home!\Wait up.\You're annoying. Go away, you bastard.\The world may not revolve around me...\Didn't you say that?\But what you just did was a mistake.\You can't do that sort of stuff, Yano. response:	I don't need anything that won't be mine.
context: You don't have to take me home!\Wait up.\You're annoying. Go away, you bastard.\The world may not revolve around me...\Didn't you say that?\But what you just did was a mistake.\You can't do that sort of stuff, Yano.\I don't need anything that won't be mine. response:	Sometimes...
context: Wait up.\You're annoying. Go away, you bastard.\The world may not revolve around me...\Didn't you say that?\But what you just did was a mistake.\You can't do that sort of stuff, Yano.\I don't need anything that won't be mine.\Sometimes... response:	Then, you don't need me...?
context: You're annoying. Go away, you bastard.\The world may not revolve around me...\Didn't you say that?\But what you just did was a mistake.\You can't do that sort of stuff, Yano.\I don't need anything that won't be mine.\Sometimes...\Then, you don't need me...? response:	Really cold...
context: The world may not revolve around me...\Didn't you say that?\But what you just did was a mistake.\You can't do that sort of stuff, Yano.\I don't need anything that won't be mine.\Sometimes...\Then, you don't need me...?\Really cold... response:	Don't you need me?
context: Didn't you say that?\But what you just did was a mistake.\You can't do that sort of stuff, Yano.\I don't need anything that won't be mine.\Sometimes...\Then, you don't need me...?\Really cold...\Don't you need me? response:	There's something wrong with you being unable to believe in people.
context: But what you just did was a mistake.\You can't do that sort of stuff, Yano.\I don't need anything that won't be mine.\Sometimes...\Then, you don't need me...?\Really cold...\Don't you need me?\There's something wrong with you being unable to believe in people. response:	Have you ever believed in someone and been betrayed by them?
context: You can't do that sort of stuff, Yano.\I don't need anything that won't be mine.\Sometimes...\Then, you don't need me...?\Really cold...\Don't you need me?\There's something wrong with you being unable to believe in people.\Have you ever believed in someone and been betrayed by them? response:	Have you?
context: I don't need anything that won't be mine.\Sometimes...\Then, you don't need me...?\Really cold...\Don't you need me?\There's something wrong with you being unable to believe in people.\Have you ever believed in someone and been betrayed by them?\Have you? response:	You'll never...
context: Sometimes...\Then, you don't need me...?\Really cold...\Don't you need me?\There's something wrong with you being unable to believe in people.\Have you ever believed in someone and been betrayed by them?\Have you?\You'll never... response:	Yano, you're not fair.
context: Then, you don't need me...?\Really cold...\Don't you need me?\There's something wrong with you being unable to believe in people.\Have you ever believed in someone and been betrayed by them?\Have you?\You'll never...\Yano, you're not fair. response:	Takahashi.
context: Really cold...\Don't you need me?\There's something wrong with you being unable to believe in people.\Have you ever believed in someone and been betrayed by them?\Have you?\You'll never...\Yano, you're not fair.\Takahashi. response:	It's okay if you don't understand.
context: Don't you need me?\There's something wrong with you being unable to believe in people.\Have you ever believed in someone and been betrayed by them?\Have you?\You'll never...\Yano, you're not fair.\Takahashi.\It's okay if you don't understand. response:	Didn't you throw it out the window...?
context: There's something wrong with you being unable to believe in people.\Have you ever believed in someone and been betrayed by them?\Have you?\You'll never...\Yano, you're not fair.\Takahashi.\It's okay if you don't understand.\Didn't you throw it out the window...? response:	I threw a peanut.
context: Have you ever believed in someone and been betrayed by them?\Have you?\You'll never...\Yano, you're not fair.\Takahashi.\It's okay if you don't understand.\Didn't you throw it out the window...?\I threw a peanut. response:	I'm sorry. I got jealous.
context: Have you?\You'll never...\Yano, you're not fair.\Takahashi.\It's okay if you don't understand.\Didn't you throw it out the window...?\I threw a peanut.\I'm sorry. I got jealous. response:	It annoys me.
context: You'll never...\Yano, you're not fair.\Takahashi.\It's okay if you don't understand.\Didn't you throw it out the window...?\I threw a peanut.\I'm sorry. I got jealous.\It annoys me. response:	I want one, too.
context: Yano, you're not fair.\Takahashi.\It's okay if you don't understand.\Didn't you throw it out the window...?\I threw a peanut.\I'm sorry. I got jealous.\It annoys me.\I want one, too. response:	But you said it was weird and lame.
context: Takahashi.\It's okay if you don't understand.\Didn't you throw it out the window...?\I threw a peanut.\I'm sorry. I got jealous.\It annoys me.\I want one, too.\But you said it was weird and lame. response:	Despite that, I want one.
context: It's okay if you don't understand.\Didn't you throw it out the window...?\I threw a peanut.\I'm sorry. I got jealous.\It annoys me.\I want one, too.\But you said it was weird and lame.\Despite that, I want one. response:	He didn't deny it...
context: Didn't you throw it out the window...?\I threw a peanut.\I'm sorry. I got jealous.\It annoys me.\I want one, too.\But you said it was weird and lame.\Despite that, I want one.\He didn't deny it... response:	Here.
context: I threw a peanut.\I'm sorry. I got jealous.\It annoys me.\I want one, too.\But you said it was weird and lame.\Despite that, I want one.\He didn't deny it...\Here. response:	Give it to Takeuchi sometime when I'm not watching.
context: I'm sorry. I got jealous.\It annoys me.\I want one, too.\But you said it was weird and lame.\Despite that, I want one.\He didn't deny it...\Here.\Give it to Takeuchi sometime when I'm not watching. response:	Can I ask for something else out of selfishness?
context: It annoys me.\I want one, too.\But you said it was weird and lame.\Despite that, I want one.\He didn't deny it...\Here.\Give it to Takeuchi sometime when I'm not watching.\Can I ask for something else out of selfishness? response:	Yeah.
context: I want one, too.\But you said it was weird and lame.\Despite that, I want one.\He didn't deny it...\Here.\Give it to Takeuchi sometime when I'm not watching.\Can I ask for something else out of selfishness?\Yeah. response:	Don't be nice to any other guys when I'm around.
context: But you said it was weird and lame.\Despite that, I want one.\He didn't deny it...\Here.\Give it to Takeuchi sometime when I'm not watching.\Can I ask for something else out of selfishness?\Yeah.\Don't be nice to any other guys when I'm around. response:	Is it okay if you're not looking?
context: Despite that, I want one.\He didn't deny it...\Here.\Give it to Takeuchi sometime when I'm not watching.\Can I ask for something else out of selfishness?\Yeah.\Don't be nice to any other guys when I'm around.\Is it okay if you're not looking? response:	Takahashi, I know you don't want to, but please.
context: He didn't deny it...\Here.\Give it to Takeuchi sometime when I'm not watching.\Can I ask for something else out of selfishness?\Yeah.\Don't be nice to any other guys when I'm around.\Is it okay if you're not looking?\Takahashi, I know you don't want to, but please. response:	Try to read between the lines here. Please.
context: Here.\Give it to Takeuchi sometime when I'm not watching.\Can I ask for something else out of selfishness?\Yeah.\Don't be nice to any other guys when I'm around.\Is it okay if you're not looking?\Takahashi, I know you don't want to, but please.\Try to read between the lines here. Please. response:	And one more thing.
context: Give it to Takeuchi sometime when I'm not watching.\Can I ask for something else out of selfishness?\Yeah.\Don't be nice to any other guys when I'm around.\Is it okay if you're not looking?\Takahashi, I know you don't want to, but please.\Try to read between the lines here. Please.\And one more thing. response:	I love you.
context: Can I ask for something else out of selfishness?\Yeah.\Don't be nice to any other guys when I'm around.\Is it okay if you're not looking?\Takahashi, I know you don't want to, but please.\Try to read between the lines here. Please.\And one more thing.\I love you. response:	So...
context: Yeah.\Don't be nice to any other guys when I'm around.\Is it okay if you're not looking?\Takahashi, I know you don't want to, but please.\Try to read between the lines here. Please.\And one more thing.\I love you.\So... response:	Don't go anywhere.
context: Don't be nice to any other guys when I'm around.\Is it okay if you're not looking?\Takahashi, I know you don't want to, but please.\Try to read between the lines here. Please.\And one more thing.\I love you.\So...\Don't go anywhere. response:	The starry sky looks just like the planetarium...
context: Is it okay if you're not looking?\Takahashi, I know you don't want to, but please.\Try to read between the lines here. Please.\And one more thing.\I love you.\So...\Don't go anywhere.\The starry sky looks just like the planetarium... response:	If a shooting star whizzed by, what would you wish for?
context: Takahashi, I know you don't want to, but please.\Try to read between the lines here. Please.\And one more thing.\I love you.\So...\Don't go anywhere.\The starry sky looks just like the planetarium...\If a shooting star whizzed by, what would you wish for? response:	I wish to become rich as soon as possible.
context: Try to read between the lines here. Please.\And one more thing.\I love you.\So...\Don't go anywhere.\The starry sky looks just like the planetarium...\If a shooting star whizzed by, what would you wish for?\I wish to become rich as soon as possible. response:	Please don't talk about unrealistic dreams.
context: And one more thing.\I love you.\So...\Don't go anywhere.\The starry sky looks just like the planetarium...\If a shooting star whizzed by, what would you wish for?\I wish to become rich as soon as possible.\Please don't talk about unrealistic dreams. response:	They're just dreams.
context: I love you.\So...\Don't go anywhere.\The starry sky looks just like the planetarium...\If a shooting star whizzed by, what would you wish for?\I wish to become rich as soon as possible.\Please don't talk about unrealistic dreams.\They're just dreams. response:	What about you?
context: So...\Don't go anywhere.\The starry sky looks just like the planetarium...\If a shooting star whizzed by, what would you wish for?\I wish to become rich as soon as possible.\Please don't talk about unrealistic dreams.\They're just dreams.\What about you? response:	Me?
context: Don't go anywhere.\The starry sky looks just like the planetarium...\If a shooting star whizzed by, what would you wish for?\I wish to become rich as soon as possible.\Please don't talk about unrealistic dreams.\They're just dreams.\What about you?\Me? response:	I'd...
context: The starry sky looks just like the planetarium...\If a shooting star whizzed by, what would you wish for?\I wish to become rich as soon as possible.\Please don't talk about unrealistic dreams.\They're just dreams.\What about you?\Me?\I'd... response:	Oh, I like that.
context: If a shooting star whizzed by, what would you wish for?\I wish to become rich as soon as possible.\Please don't talk about unrealistic dreams.\They're just dreams.\What about you?\Me?\I'd...\Oh, I like that. response:	Umm... me too.
context: I wish to become rich as soon as possible.\Please don't talk about unrealistic dreams.\They're just dreams.\What about you?\Me?\I'd...\Oh, I like that.\Umm... me too. response:	I'd wish to be your first and your last.
context: Please don't talk about unrealistic dreams.\They're just dreams.\What about you?\Me?\I'd...\Oh, I like that.\Umm... me too.\I'd wish to be your first and your last. response:	Why do you always attach that stuff to what I say?
context: They're just dreams.\What about you?\Me?\I'd...\Oh, I like that.\Umm... me too.\I'd wish to be your first and your last.\Why do you always attach that stuff to what I say? response:	And you say that pretty easily, but do you know what it really means?
context: What about you?\Me?\I'd...\Oh, I like that.\Umm... me too.\I'd wish to be your first and your last.\Why do you always attach that stuff to what I say?\And you say that pretty easily, but do you know what it really means? response:	Yeah.
context: Me?\I'd...\Oh, I like that.\Umm... me too.\I'd wish to be your first and your last.\Why do you always attach that stuff to what I say?\And you say that pretty easily, but do you know what it really means?\Yeah. response:	To be together with you until you die.
context: I'd...\Oh, I like that.\Umm... me too.\I'd wish to be your first and your last.\Why do you always attach that stuff to what I say?\And you say that pretty easily, but do you know what it really means?\Yeah.\To be together with you until you die. response:	Do you swear it?
context: Oh, I like that.\Umm... me too.\I'd wish to be your first and your last.\Why do you always attach that stuff to what I say?\And you say that pretty easily, but do you know what it really means?\Yeah.\To be together with you until you die.\Do you swear it? response:	I swear it on the stars.
context: Umm... me too.\I'd wish to be your first and your last.\Why do you always attach that stuff to what I say?\And you say that pretty easily, but do you know what it really means?\Yeah.\To be together with you until you die.\Do you swear it?\I swear it on the stars. response:	If there's a shooting star, I wish to be with Nana-chan forever.
context: I'd wish to be your first and your last.\Why do you always attach that stuff to what I say?\And you say that pretty easily, but do you know what it really means?\Yeah.\To be together with you until you die.\Do you swear it?\I swear it on the stars.\If there's a shooting star, I wish to be with Nana-chan forever. response:	Takahashi, I'm sorry!
context: Why do you always attach that stuff to what I say?\And you say that pretty easily, but do you know what it really means?\Yeah.\To be together with you until you die.\Do you swear it?\I swear it on the stars.\If there's a shooting star, I wish to be with Nana-chan forever.\Takahashi, I'm sorry! response:	I'm really, really sorry!
context: And you say that pretty easily, but do you know what it really means?\Yeah.\To be together with you until you die.\Do you swear it?\I swear it on the stars.\If there's a shooting star, I wish to be with Nana-chan forever.\Takahashi, I'm sorry!\I'm really, really sorry! response:	I can't seem to find the sea urchin anywhere.
context: Yeah.\To be together with you until you die.\Do you swear it?\I swear it on the stars.\If there's a shooting star, I wish to be with Nana-chan forever.\Takahashi, I'm sorry!\I'm really, really sorry!\I can't seem to find the sea urchin anywhere. response:	I looked for it all night, but I couldn't find it at all.
context: To be together with you until you die.\Do you swear it?\I swear it on the stars.\If there's a shooting star, I wish to be with Nana-chan forever.\Takahashi, I'm sorry!\I'm really, really sorry!\I can't seem to find the sea urchin anywhere.\I looked for it all night, but I couldn't find it at all. response:	I'm sorry.
context: Do you swear it?\I swear it on the stars.\If there's a shooting star, I wish to be with Nana-chan forever.\Takahashi, I'm sorry!\I'm really, really sorry!\I can't seem to find the sea urchin anywhere.\I looked for it all night, but I couldn't find it at all.\I'm sorry. response:	Yano only pretended to throw it out.
context: I swear it on the stars.\If there's a shooting star, I wish to be with Nana-chan forever.\Takahashi, I'm sorry!\I'm really, really sorry!\I can't seem to find the sea urchin anywhere.\I looked for it all night, but I couldn't find it at all.\I'm sorry.\Yano only pretended to throw it out. response:	I see.
context: If there's a shooting star, I wish to be with Nana-chan forever.\Takahashi, I'm sorry!\I'm really, really sorry!\I can't seem to find the sea urchin anywhere.\I looked for it all night, but I couldn't find it at all.\I'm sorry.\Yano only pretended to throw it out.\I see. response:	I'm sorry, too.
context: Takahashi, I'm sorry!\I'm really, really sorry!\I can't seem to find the sea urchin anywhere.\I looked for it all night, but I couldn't find it at all.\I'm sorry.\Yano only pretended to throw it out.\I see.\I'm sorry, too. response:	I should've told you sooner.
context: I'm really, really sorry!\I can't seem to find the sea urchin anywhere.\I looked for it all night, but I couldn't find it at all.\I'm sorry.\Yano only pretended to throw it out.\I see.\I'm sorry, too.\I should've told you sooner. response:	No... I'm just glad I didn't lose it.
context: I can't seem to find the sea urchin anywhere.\I looked for it all night, but I couldn't find it at all.\I'm sorry.\Yano only pretended to throw it out.\I see.\I'm sorry, too.\I should've told you sooner.\No... I'm just glad I didn't lose it. response:	Ah, but I won't put it on my cellphone.
context: I looked for it all night, but I couldn't find it at all.\I'm sorry.\Yano only pretended to throw it out.\I see.\I'm sorry, too.\I should've told you sooner.\No... I'm just glad I didn't lose it.\Ah, but I won't put it on my cellphone. response:	He'd probably get the wrong idea if I did.
context: I'm sorry.\Yano only pretended to throw it out.\I see.\I'm sorry, too.\I should've told you sooner.\No... I'm just glad I didn't lose it.\Ah, but I won't put it on my cellphone.\He'd probably get the wrong idea if I did. response:	I-I'm really sorry about this, and for making you have to do that...
context: Yano only pretended to throw it out.\I see.\I'm sorry, too.\I should've told you sooner.\No... I'm just glad I didn't lose it.\Ah, but I won't put it on my cellphone.\He'd probably get the wrong idea if I did.\I-I'm really sorry about this, and for making you have to do that... response:	Bye!
context: I see.\I'm sorry, too.\I should've told you sooner.\No... I'm just glad I didn't lose it.\Ah, but I won't put it on my cellphone.\He'd probably get the wrong idea if I did.\I-I'm really sorry about this, and for making you have to do that...\Bye! response:	Takeuchi-kun is... Takeuchi-kun is...
context: I'm sorry, too.\I should've told you sooner.\No... I'm just glad I didn't lose it.\Ah, but I won't put it on my cellphone.\He'd probably get the wrong idea if I did.\I-I'm really sorry about this, and for making you have to do that...\Bye!\Takeuchi-kun is... Takeuchi-kun is... response:	My heart's squeezing in delight?
context: I should've told you sooner.\No... I'm just glad I didn't lose it.\Ah, but I won't put it on my cellphone.\He'd probably get the wrong idea if I did.\I-I'm really sorry about this, and for making you have to do that...\Bye!\Takeuchi-kun is... Takeuchi-kun is...\My heart's squeezing in delight? response:	Not that!
context: No... I'm just glad I didn't lose it.\Ah, but I won't put it on my cellphone.\He'd probably get the wrong idea if I did.\I-I'm really sorry about this, and for making you have to do that...\Bye!\Takeuchi-kun is... Takeuchi-kun is...\My heart's squeezing in delight?\Not that! response:	Did you say something?
context: Ah, but I won't put it on my cellphone.\He'd probably get the wrong idea if I did.\I-I'm really sorry about this, and for making you have to do that...\Bye!\Takeuchi-kun is... Takeuchi-kun is...\My heart's squeezing in delight?\Not that!\Did you say something? response:	Nope, not a thing...
context: He'd probably get the wrong idea if I did.\I-I'm really sorry about this, and for making you have to do that...\Bye!\Takeuchi-kun is... Takeuchi-kun is...\My heart's squeezing in delight?\Not that!\Did you say something?\Nope, not a thing... response:	It'd be nice if Yano tried taking some pointers from Takeuchi-kun...
context: I-I'm really sorry about this, and for making you have to do that...\Bye!\Takeuchi-kun is... Takeuchi-kun is...\My heart's squeezing in delight?\Not that!\Did you say something?\Nope, not a thing...\It'd be nice if Yano tried taking some pointers from Takeuchi-kun... response:	By the way, Yano...
context: Bye!\Takeuchi-kun is... Takeuchi-kun is...\My heart's squeezing in delight?\Not that!\Did you say something?\Nope, not a thing...\It'd be nice if Yano tried taking some pointers from Takeuchi-kun...\By the way, Yano... response:	You're kind of like my boy cousin.
context: Takeuchi-kun is... Takeuchi-kun is...\My heart's squeezing in delight?\Not that!\Did you say something?\Nope, not a thing...\It'd be nice if Yano tried taking some pointers from Takeuchi-kun...\By the way, Yano...\You're kind of like my boy cousin. response:	He's only five, but he always gets in my shirt and hugs me.
context: My heart's squeezing in delight?\Not that!\Did you say something?\Nope, not a thing...\It'd be nice if Yano tried taking some pointers from Takeuchi-kun...\By the way, Yano...\You're kind of like my boy cousin.\He's only five, but he always gets in my shirt and hugs me. response:	Perverted little runt.
context: Not that!\Did you say something?\Nope, not a thing...\It'd be nice if Yano tried taking some pointers from Takeuchi-kun...\By the way, Yano...\You're kind of like my boy cousin.\He's only five, but he always gets in my shirt and hugs me.\Perverted little runt. response:	It's not like that. He just want to touch me.
context: Did you say something?\Nope, not a thing...\It'd be nice if Yano tried taking some pointers from Takeuchi-kun...\By the way, Yano...\You're kind of like my boy cousin.\He's only five, but he always gets in my shirt and hugs me.\Perverted little runt.\It's not like that. He just want to touch me. response:	When I carry him around, he gets really happy.
context: Nope, not a thing...\It'd be nice if Yano tried taking some pointers from Takeuchi-kun...\By the way, Yano...\You're kind of like my boy cousin.\He's only five, but he always gets in my shirt and hugs me.\Perverted little runt.\It's not like that. He just want to touch me.\When I carry him around, he gets really happy. response:	And he's only happy if a girl does it.
context: It'd be nice if Yano tried taking some pointers from Takeuchi-kun...\By the way, Yano...\You're kind of like my boy cousin.\He's only five, but he always gets in my shirt and hugs me.\Perverted little runt.\It's not like that. He just want to touch me.\When I carry him around, he gets really happy.\And he's only happy if a girl does it. response:	Even though the three-year-old girl doesn't do that at all...
context: By the way, Yano...\You're kind of like my boy cousin.\He's only five, but he always gets in my shirt and hugs me.\Perverted little runt.\It's not like that. He just want to touch me.\When I carry him around, he gets really happy.\And he's only happy if a girl does it.\Even though the three-year-old girl doesn't do that at all... response:	Yano?
context: You're kind of like my boy cousin.\He's only five, but he always gets in my shirt and hugs me.\Perverted little runt.\It's not like that. He just want to touch me.\When I carry him around, he gets really happy.\And he's only happy if a girl does it.\Even though the three-year-old girl doesn't do that at all...\Yano? response:	So I'm the same as a five-year-old brat?
context: He's only five, but he always gets in my shirt and hugs me.\Perverted little runt.\It's not like that. He just want to touch me.\When I carry him around, he gets really happy.\And he's only happy if a girl does it.\Even though the three-year-old girl doesn't do that at all...\Yano?\So I'm the same as a five-year-old brat? response:	I wonder If I hurt his pride?
context: Perverted little runt.\It's not like that. He just want to touch me.\When I carry him around, he gets really happy.\And he's only happy if a girl does it.\Even though the three-year-old girl doesn't do that at all...\Yano?\So I'm the same as a five-year-old brat?\I wonder If I hurt his pride? response:	There's nothing to worry about. It's just me here.
context: It's not like that. He just want to touch me.\When I carry him around, he gets really happy.\And he's only happy if a girl does it.\Even though the three-year-old girl doesn't do that at all...\Yano?\So I'm the same as a five-year-old brat?\I wonder If I hurt his pride?\There's nothing to worry about. It's just me here. response:	I'll give you a hug, so why don't you come on over?
context: When I carry him around, he gets really happy.\And he's only happy if a girl does it.\Even though the three-year-old girl doesn't do that at all...\Yano?\So I'm the same as a five-year-old brat?\I wonder If I hurt his pride?\There's nothing to worry about. It's just me here.\I'll give you a hug, so why don't you come on over? response:	As I thought, he really is the same as a five-year-old.
context: And he's only happy if a girl does it.\Even though the three-year-old girl doesn't do that at all...\Yano?\So I'm the same as a five-year-old brat?\I wonder If I hurt his pride?\There's nothing to worry about. It's just me here.\I'll give you a hug, so why don't you come on over?\As I thought, he really is the same as a five-year-old. response:	Motoharu.
context: Even though the three-year-old girl doesn't do that at all...\Yano?\So I'm the same as a five-year-old brat?\I wonder If I hurt his pride?\There's nothing to worry about. It's just me here.\I'll give you a hug, so why don't you come on over?\As I thought, he really is the same as a five-year-old.\Motoharu. response:	Yes?
context: Yano?\So I'm the same as a five-year-old brat?\I wonder If I hurt his pride?\There's nothing to worry about. It's just me here.\I'll give you a hug, so why don't you come on over?\As I thought, he really is the same as a five-year-old.\Motoharu.\Yes? response:	Some girl from school is waiting outside for you.
context: So I'm the same as a five-year-old brat?\I wonder If I hurt his pride?\There's nothing to worry about. It's just me here.\I'll give you a hug, so why don't you come on over?\As I thought, he really is the same as a five-year-old.\Motoharu.\Yes?\Some girl from school is waiting outside for you. response:	I wonder if she's here to confess her love?
context: I wonder If I hurt his pride?\There's nothing to worry about. It's just me here.\I'll give you a hug, so why don't you come on over?\As I thought, he really is the same as a five-year-old.\Motoharu.\Yes?\Some girl from school is waiting outside for you.\I wonder if she's here to confess her love? response:	That kind of pisses me off...
context: There's nothing to worry about. It's just me here.\I'll give you a hug, so why don't you come on over?\As I thought, he really is the same as a five-year-old.\Motoharu.\Yes?\Some girl from school is waiting outside for you.\I wonder if she's here to confess her love?\That kind of pisses me off... response:	And it kinda looks like he's used to this!
context: I'll give you a hug, so why don't you come on over?\As I thought, he really is the same as a five-year-old.\Motoharu.\Yes?\Some girl from school is waiting outside for you.\I wonder if she's here to confess her love?\That kind of pisses me off...\And it kinda looks like he's used to this! response:	I'll be back in a minute!
context: As I thought, he really is the same as a five-year-old.\Motoharu.\Yes?\Some girl from school is waiting outside for you.\I wonder if she's here to confess her love?\That kind of pisses me off...\And it kinda looks like he's used to this!\I'll be back in a minute! response:	Yes, yes.
context: Motoharu.\Yes?\Some girl from school is waiting outside for you.\I wonder if she's here to confess her love?\That kind of pisses me off...\And it kinda looks like he's used to this!\I'll be back in a minute!\Yes, yes. response:	Makes me wonder...
context: Yes?\Some girl from school is waiting outside for you.\I wonder if she's here to confess her love?\That kind of pisses me off...\And it kinda looks like he's used to this!\I'll be back in a minute!\Yes, yes.\Makes me wonder... response:	Don't you want to know...
context: Some girl from school is waiting outside for you.\I wonder if she's here to confess her love?\That kind of pisses me off...\And it kinda looks like he's used to this!\I'll be back in a minute!\Yes, yes.\Makes me wonder...\Don't you want to know... response:	Taisetsu na anata no hitomi ni
context: I wonder if she's here to confess her love?\That kind of pisses me off...\And it kinda looks like he's used to this!\I'll be back in a minute!\Yes, yes.\Makes me wonder...\Don't you want to know...\Taisetsu na anata no hitomi ni response:	Watashi wa utsutteru no ka na
context: That kind of pisses me off...\And it kinda looks like he's used to this!\I'll be back in a minute!\Yes, yes.\Makes me wonder...\Don't you want to know...\Taisetsu na anata no hitomi ni\Watashi wa utsutteru no ka na response:	Komorebi sashikomu madobe ni wa
context: And it kinda looks like he's used to this!\I'll be back in a minute!\Yes, yes.\Makes me wonder...\Don't you want to know...\Taisetsu na anata no hitomi ni\Watashi wa utsutteru no ka na\Komorebi sashikomu madobe ni wa response:	Doushite yashiku nareru darou
context: I'll be back in a minute!\Yes, yes.\Makes me wonder...\Don't you want to know...\Taisetsu na anata no hitomi ni\Watashi wa utsutteru no ka na\Komorebi sashikomu madobe ni wa\Doushite yashiku nareru darou response:	Kokoro kakushite kodou kakushite
context: Yes, yes.\Makes me wonder...\Don't you want to know...\Taisetsu na anata no hitomi ni\Watashi wa utsutteru no ka na\Komorebi sashikomu madobe ni wa\Doushite yashiku nareru darou\Kokoro kakushite kodou kakushite response:	Itsumo no you ni
context: Makes me wonder...\Don't you want to know...\Taisetsu na anata no hitomi ni\Watashi wa utsutteru no ka na\Komorebi sashikomu madobe ni wa\Doushite yashiku nareru darou\Kokoro kakushite kodou kakushite\Itsumo no you ni response:	Wakariaenai tsurasa ga tamaranai
context: Don't you want to know...\Taisetsu na anata no hitomi ni\Watashi wa utsutteru no ka na\Komorebi sashikomu madobe ni wa\Doushite yashiku nareru darou\Kokoro kakushite kodou kakushite\Itsumo no you ni\Wakariaenai tsurasa ga tamaranai response:	Waraitai waraitai kokoro no mannaka de
context: Taisetsu na anata no hitomi ni\Watashi wa utsutteru no ka na\Komorebi sashikomu madobe ni wa\Doushite yashiku nareru darou\Kokoro kakushite kodou kakushite\Itsumo no you ni\Wakariaenai tsurasa ga tamaranai\Waraitai waraitai kokoro no mannaka de response:	Anata ni wa uchiakeyou
context: Watashi wa utsutteru no ka na\Komorebi sashikomu madobe ni wa\Doushite yashiku nareru darou\Kokoro kakushite kodou kakushite\Itsumo no you ni\Wakariaenai tsurasa ga tamaranai\Waraitai waraitai kokoro no mannaka de\Anata ni wa uchiakeyou response:	Tsuyogaru watashi yowaki na watashi
context: Komorebi sashikomu madobe ni wa\Doushite yashiku nareru darou\Kokoro kakushite kodou kakushite\Itsumo no you ni\Wakariaenai tsurasa ga tamaranai\Waraitai waraitai kokoro no mannaka de\Anata ni wa uchiakeyou\Tsuyogaru watashi yowaki na watashi response:	Kinou no hanashi
