context: Edolas...? response:	Yes, Edolas... A different world than this one.
context: I-I see...\I don't really understand, but it's my fault, I guess...\What don't you understand about it?\Carla, you're going too far.\Natsu-san didn't mean to do any harm.\If he meant it, that'd make it even worse!\Stuff happens in life, you know, Natsu?\That's not cheering me up, Happy. response:	Plus, this isn't a time for your stomach to be growling.
context: I don't really understand, but it's my fault, I guess...\What don't you understand about it?\Carla, you're going too far.\Natsu-san didn't mean to do any harm.\If he meant it, that'd make it even worse!\Stuff happens in life, you know, Natsu?\That's not cheering me up, Happy.\Plus, this isn't a time for your stomach to be growling. response:	We got spotted again.
context: What don't you understand about it?\Carla, you're going too far.\Natsu-san didn't mean to do any harm.\If he meant it, that'd make it even worse!\Stuff happens in life, you know, Natsu?\That's not cheering me up, Happy.\Plus, this isn't a time for your stomach to be growling.\We got spotted again. response:	What'll we do?
context: Carla, you're going too far.\Natsu-san didn't mean to do any harm.\If he meant it, that'd make it even worse!\Stuff happens in life, you know, Natsu?\That's not cheering me up, Happy.\Plus, this isn't a time for your stomach to be growling.\We got spotted again.\What'll we do? response:	Um...
context: Natsu-san didn't mean to do any harm.\If he meant it, that'd make it even worse!\Stuff happens in life, you know, Natsu?\That's not cheering me up, Happy.\Plus, this isn't a time for your stomach to be growling.\We got spotted again.\What'll we do?\Um... response:	We are travelers who have lost our way!
context: If he meant it, that'd make it even worse!\Stuff happens in life, you know, Natsu?\That's not cheering me up, Happy.\Plus, this isn't a time for your stomach to be growling.\We got spotted again.\What'll we do?\Um...\We are travelers who have lost our way! response:	Please forgive us!
context: Stuff happens in life, you know, Natsu?\That's not cheering me up, Happy.\Plus, this isn't a time for your stomach to be growling.\We got spotted again.\What'll we do?\Um...\We are travelers who have lost our way!\Please forgive us! response:	Oh great Exceed, please spare our lives!
context: That's not cheering me up, Happy.\Plus, this isn't a time for your stomach to be growling.\We got spotted again.\What'll we do?\Um...\We are travelers who have lost our way!\Please forgive us!\Oh great Exceed, please spare our lives! response:	Exceed?
context: Plus, this isn't a time for your stomach to be growling.\We got spotted again.\What'll we do?\Um...\We are travelers who have lost our way!\Please forgive us!\Oh great Exceed, please spare our lives!\Exceed? response:	I wonder who they're talking about?
context: We got spotted again.\What'll we do?\Um...\We are travelers who have lost our way!\Please forgive us!\Oh great Exceed, please spare our lives!\Exceed?\I wonder who they're talking about? response:	Um...
context: What'll we do?\Um...\We are travelers who have lost our way!\Please forgive us!\Oh great Exceed, please spare our lives!\Exceed?\I wonder who they're talking about?\Um... response:	Don't, Natsu!
context: Um...\We are travelers who have lost our way!\Please forgive us!\Oh great Exceed, please spare our lives!\Exceed?\I wonder who they're talking about?\Um...\Don't, Natsu! response:	We can't exactly fix things up now, right?
context: We are travelers who have lost our way!\Please forgive us!\Oh great Exceed, please spare our lives!\Exceed?\I wonder who they're talking about?\Um...\Don't, Natsu!\We can't exactly fix things up now, right? response:	Uh, we have something we'd like to ask you!
context: Please forgive us!\Oh great Exceed, please spare our lives!\Exceed?\I wonder who they're talking about?\Um...\Don't, Natsu!\We can't exactly fix things up now, right?\Uh, we have something we'd like to ask you! response:	Our friends are here in Edolas, and...
context: Oh great Exceed, please spare our lives!\Exceed?\I wonder who they're talking about?\Um...\Don't, Natsu!\We can't exactly fix things up now, right?\Uh, we have something we'd like to ask you!\Our friends are here in Edolas, and... response:	Save us!
context: Exceed?\I wonder who they're talking about?\Um...\Don't, Natsu!\We can't exactly fix things up now, right?\Uh, we have something we'd like to ask you!\Our friends are here in Edolas, and...\Save us! response:	Oh, for cryin' out loud...
context: I wonder who they're talking about?\Um...\Don't, Natsu!\We can't exactly fix things up now, right?\Uh, we have something we'd like to ask you!\Our friends are here in Edolas, and...\Save us!\Oh, for cryin' out loud... response:	When those people saw Carla and Happy, it seemed like they were frightened...
context: Um...\Don't, Natsu!\We can't exactly fix things up now, right?\Uh, we have something we'd like to ask you!\Our friends are here in Edolas, and...\Save us!\Oh, for cryin' out loud...\When those people saw Carla and Happy, it seemed like they were frightened... response:	See? It wasn't my fault.
context: Don't, Natsu!\We can't exactly fix things up now, right?\Uh, we have something we'd like to ask you!\Our friends are here in Edolas, and...\Save us!\Oh, for cryin' out loud...\When those people saw Carla and Happy, it seemed like they were frightened...\See? It wasn't my fault. response:	Was I making that scary a face?
context: We can't exactly fix things up now, right?\Uh, we have something we'd like to ask you!\Our friends are here in Edolas, and...\Save us!\Oh, for cryin' out loud...\When those people saw Carla and Happy, it seemed like they were frightened...\See? It wasn't my fault.\Was I making that scary a face? response:	Maybe they thought you'd eat them!
context: Uh, we have something we'd like to ask you!\Our friends are here in Edolas, and...\Save us!\Oh, for cryin' out loud...\When those people saw Carla and Happy, it seemed like they were frightened...\See? It wasn't my fault.\Was I making that scary a face?\Maybe they thought you'd eat them! response:	Aw, I'm not that hungry.
context: Our friends are here in Edolas, and...\Save us!\Oh, for cryin' out loud...\When those people saw Carla and Happy, it seemed like they were frightened...\See? It wasn't my fault.\Was I making that scary a face?\Maybe they thought you'd eat them!\Aw, I'm not that hungry. response:	What is it now?
context: Save us!\Oh, for cryin' out loud...\When those people saw Carla and Happy, it seemed like they were frightened...\See? It wasn't my fault.\Was I making that scary a face?\Maybe they thought you'd eat them!\Aw, I'm not that hungry.\What is it now? response:	I have a bad feeling about this.
context: Oh, for cryin' out loud...\When those people saw Carla and Happy, it seemed like they were frightened...\See? It wasn't my fault.\Was I making that scary a face?\Maybe they thought you'd eat them!\Aw, I'm not that hungry.\What is it now?\I have a bad feeling about this. response:	We fell again...
context: When those people saw Carla and Happy, it seemed like they were frightened...\See? It wasn't my fault.\Was I making that scary a face?\Maybe they thought you'd eat them!\Aw, I'm not that hungry.\What is it now?\I have a bad feeling about this.\We fell again... response:	Sheesh...
context: See? It wasn't my fault.\Was I making that scary a face?\Maybe they thought you'd eat them!\Aw, I'm not that hungry.\What is it now?\I have a bad feeling about this.\We fell again...\Sheesh... response:	Where are we?
context: Was I making that scary a face?\Maybe they thought you'd eat them!\Aw, I'm not that hungry.\What is it now?\I have a bad feeling about this.\We fell again...\Sheesh...\Where are we? response:	It looks like a storehouse of some kind...
context: Maybe they thought you'd eat them!\Aw, I'm not that hungry.\What is it now?\I have a bad feeling about this.\We fell again...\Sheesh...\Where are we?\It looks like a storehouse of some kind... response:	I don't know how much good it'll do now,
context: Aw, I'm not that hungry.\What is it now?\I have a bad feeling about this.\We fell again...\Sheesh...\Where are we?\It looks like a storehouse of some kind...\I don't know how much good it'll do now, response:	but let's borrow some clothes for disguises from here.
context: What is it now?\I have a bad feeling about this.\We fell again...\Sheesh...\Where are we?\It looks like a storehouse of some kind...\I don't know how much good it'll do now,\but let's borrow some clothes for disguises from here. response:	There's tons of fun clothes!
context: I have a bad feeling about this.\We fell again...\Sheesh...\Where are we?\It looks like a storehouse of some kind...\I don't know how much good it'll do now,\but let's borrow some clothes for disguises from here.\There's tons of fun clothes! response:	Natsu-san, don't look over here, okay?
context: We fell again...\Sheesh...\Where are we?\It looks like a storehouse of some kind...\I don't know how much good it'll do now,\but let's borrow some clothes for disguises from here.\There's tons of fun clothes!\Natsu-san, don't look over here, okay? response:	Take a look at me!
context: Sheesh...\Where are we?\It looks like a storehouse of some kind...\I don't know how much good it'll do now,\but let's borrow some clothes for disguises from here.\There's tons of fun clothes!\Natsu-san, don't look over here, okay?\Take a look at me! response:	I guess this'll do.
context: Where are we?\It looks like a storehouse of some kind...\I don't know how much good it'll do now,\but let's borrow some clothes for disguises from here.\There's tons of fun clothes!\Natsu-san, don't look over here, okay?\Take a look at me!\I guess this'll do. response:	How cute!
context: It looks like a storehouse of some kind...\I don't know how much good it'll do now,\but let's borrow some clothes for disguises from here.\There's tons of fun clothes!\Natsu-san, don't look over here, okay?\Take a look at me!\I guess this'll do.\How cute! response:	You look good in anything, Carla.
context: I don't know how much good it'll do now,\but let's borrow some clothes for disguises from here.\There's tons of fun clothes!\Natsu-san, don't look over here, okay?\Take a look at me!\I guess this'll do.\How cute!\You look good in anything, Carla. response:	What is it?
context: but let's borrow some clothes for disguises from here.\There's tons of fun clothes!\Natsu-san, don't look over here, okay?\Take a look at me!\I guess this'll do.\How cute!\You look good in anything, Carla.\What is it? response:	It's Fairy Tail!
context: There's tons of fun clothes!\Natsu-san, don't look over here, okay?\Take a look at me!\I guess this'll do.\How cute!\You look good in anything, Carla.\What is it?\It's Fairy Tail! response:	The building's a little different, but it's Fairy Tail!
context: Natsu-san, don't look over here, okay?\Take a look at me!\I guess this'll do.\How cute!\You look good in anything, Carla.\What is it?\It's Fairy Tail!\The building's a little different, but it's Fairy Tail! response:	It's gotta be!
context: Take a look at me!\I guess this'll do.\How cute!\You look good in anything, Carla.\What is it?\It's Fairy Tail!\The building's a little different, but it's Fairy Tail!\It's gotta be! response:	Natsu-san!
context: I guess this'll do.\How cute!\You look good in anything, Carla.\What is it?\It's Fairy Tail!\The building's a little different, but it's Fairy Tail!\It's gotta be!\Natsu-san! response:	Wait!
context: How cute!\You look good in anything, Carla.\What is it?\It's Fairy Tail!\The building's a little different, but it's Fairy Tail!\It's gotta be!\Natsu-san!\Wait! response:	Sheesh...
context: You look good in anything, Carla.\What is it?\It's Fairy Tail!\The building's a little different, but it's Fairy Tail!\It's gotta be!\Natsu-san!\Wait!\Sheesh... response:	This helmet is heavy...
context: What is it?\It's Fairy Tail!\The building's a little different, but it's Fairy Tail!\It's gotta be!\Natsu-san!\Wait!\Sheesh...\This helmet is heavy... response:	Everyone's safe!
context: It's Fairy Tail!\The building's a little different, but it's Fairy Tail!\It's gotta be!\Natsu-san!\Wait!\Sheesh...\This helmet is heavy...\Everyone's safe! response:	We found everyone pretty easily!
context: The building's a little different, but it's Fairy Tail!\It's gotta be!\Natsu-san!\Wait!\Sheesh...\This helmet is heavy...\Everyone's safe!\We found everyone pretty easily! response:	The guild seems really different, though.
context: It's gotta be!\Natsu-san!\Wait!\Sheesh...\This helmet is heavy...\Everyone's safe!\We found everyone pretty easily!\The guild seems really different, though. response:	Don't worry about the details, man!
context: Natsu-san!\Wait!\Sheesh...\This helmet is heavy...\Everyone's safe!\We found everyone pretty easily!\The guild seems really different, though.\Don't worry about the details, man! response:	Can we really, though?
context: Wait!\Sheesh...\This helmet is heavy...\Everyone's safe!\We found everyone pretty easily!\The guild seems really different, though.\Don't worry about the details, man!\Can we really, though? response:	Wait... This isn't right...
context: Sheesh...\This helmet is heavy...\Everyone's safe!\We found everyone pretty easily!\The guild seems really different, though.\Don't worry about the details, man!\Can we really, though?\Wait... This isn't right... response:	Hey, that's the Request Board...
context: This helmet is heavy...\Everyone's safe!\We found everyone pretty easily!\The guild seems really different, though.\Don't worry about the details, man!\Can we really, though?\Wait... This isn't right...\Hey, that's the Request Board... response:	There's nothing weird at all, see?
context: Everyone's safe!\We found everyone pretty easily!\The guild seems really different, though.\Don't worry about the details, man!\Can we really, though?\Wait... This isn't right...\Hey, that's the Request Board...\There's nothing weird at all, see? response:	So why are we sneaking around like this?
context: We found everyone pretty easily!\The guild seems really different, though.\Don't worry about the details, man!\Can we really, though?\Wait... This isn't right...\Hey, that's the Request Board...\There's nothing weird at all, see?\So why are we sneaking around like this? response:	Look carefully.
context: The guild seems really different, though.\Don't worry about the details, man!\Can we really, though?\Wait... This isn't right...\Hey, that's the Request Board...\There's nothing weird at all, see?\So why are we sneaking around like this?\Look carefully. response:	That's...
context: Don't worry about the details, man!\Can we really, though?\Wait... This isn't right...\Hey, that's the Request Board...\There's nothing weird at all, see?\So why are we sneaking around like this?\Look carefully.\That's... response:	Juvia is going on a job now.
context: Can we really, though?\Wait... This isn't right...\Hey, that's the Request Board...\There's nothing weird at all, see?\So why are we sneaking around like this?\Look carefully.\That's...\Juvia is going on a job now. response:	Be careful, now.
context: Wait... This isn't right...\Hey, that's the Request Board...\There's nothing weird at all, see?\So why are we sneaking around like this?\Look carefully.\That's...\Juvia is going on a job now.\Be careful, now. response:	W-Wait, Juvia-chan!
context: Hey, that's the Request Board...\There's nothing weird at all, see?\So why are we sneaking around like this?\Look carefully.\That's...\Juvia is going on a job now.\Be careful, now.\W-Wait, Juvia-chan! response:	I wish you'd take me with you... or something...
context: There's nothing weird at all, see?\So why are we sneaking around like this?\Look carefully.\That's...\Juvia is going on a job now.\Be careful, now.\W-Wait, Juvia-chan!\I wish you'd take me with you... or something... response:	You're so smothering...
context: So why are we sneaking around like this?\Look carefully.\That's...\Juvia is going on a job now.\Be careful, now.\W-Wait, Juvia-chan!\I wish you'd take me with you... or something...\You're so smothering... response:	How many layers do you have on?
context: Look carefully.\That's...\Juvia is going on a job now.\Be careful, now.\W-Wait, Juvia-chan!\I wish you'd take me with you... or something...\You're so smothering...\How many layers do you have on? response:	Strip down a little and call me again sometime.
context: That's...\Juvia is going on a job now.\Be careful, now.\W-Wait, Juvia-chan!\I wish you'd take me with you... or something...\You're so smothering...\How many layers do you have on?\Strip down a little and call me again sometime. response:	But I get chilled easily!
context: Juvia is going on a job now.\Be careful, now.\W-Wait, Juvia-chan!\I wish you'd take me with you... or something...\You're so smothering...\How many layers do you have on?\Strip down a little and call me again sometime.\But I get chilled easily! response:	Gray's way too clingy.
context: Be careful, now.\W-Wait, Juvia-chan!\I wish you'd take me with you... or something...\You're so smothering...\How many layers do you have on?\Strip down a little and call me again sometime.\But I get chilled easily!\Gray's way too clingy. response:	Men in love sure get fired up.
context: W-Wait, Juvia-chan!\I wish you'd take me with you... or something...\You're so smothering...\How many layers do you have on?\Strip down a little and call me again sometime.\But I get chilled easily!\Gray's way too clingy.\Men in love sure get fired up. response:	What the heck?!
context: I wish you'd take me with you... or something...\You're so smothering...\How many layers do you have on?\Strip down a little and call me again sometime.\But I get chilled easily!\Gray's way too clingy.\Men in love sure get fired up.\What the heck?! response:	That's pitiful, Elfman.
context: You're so smothering...\How many layers do you have on?\Strip down a little and call me again sometime.\But I get chilled easily!\Gray's way too clingy.\Men in love sure get fired up.\What the heck?!\That's pitiful, Elfman. response:	You screwed up on a job, again?
context: How many layers do you have on?\Strip down a little and call me again sometime.\But I get chilled easily!\Gray's way too clingy.\Men in love sure get fired up.\What the heck?!\That's pitiful, Elfman.\You screwed up on a job, again? response:	I'm so embarrassed...
context: Strip down a little and call me again sometime.\But I get chilled easily!\Gray's way too clingy.\Men in love sure get fired up.\What the heck?!\That's pitiful, Elfman.\You screwed up on a job, again?\I'm so embarrassed... response:	Who do you think's gonna pick up the slack?
context: But I get chilled easily!\Gray's way too clingy.\Men in love sure get fired up.\What the heck?!\That's pitiful, Elfman.\You screwed up on a job, again?\I'm so embarrassed...\Who do you think's gonna pick up the slack? response:	Hey, look! The two vying for the strongest in Fairy Tail,
context: Gray's way too clingy.\Men in love sure get fired up.\What the heck?!\That's pitiful, Elfman.\You screwed up on a job, again?\I'm so embarrassed...\Who do you think's gonna pick up the slack?\Hey, look! The two vying for the strongest in Fairy Tail, response:	I'm sorry..
context: Men in love sure get fired up.\What the heck?!\That's pitiful, Elfman.\You screwed up on a job, again?\I'm so embarrassed...\Who do you think's gonna pick up the slack?\Hey, look! The two vying for the strongest in Fairy Tail,\I'm sorry.. response:	Don't just apologize!
context: What the heck?!\That's pitiful, Elfman.\You screwed up on a job, again?\I'm so embarrassed...\Who do you think's gonna pick up the slack?\Hey, look! The two vying for the strongest in Fairy Tail,\I'm sorry..\Don't just apologize! response:	Jet and Droy, are lecturing Elfman again.
context: That's pitiful, Elfman.\You screwed up on a job, again?\I'm so embarrassed...\Who do you think's gonna pick up the slack?\Hey, look! The two vying for the strongest in Fairy Tail,\I'm sorry..\Don't just apologize!\Jet and Droy, are lecturing Elfman again. response:	Hope they go easy on him...
context: You screwed up on a job, again?\I'm so embarrassed...\Who do you think's gonna pick up the slack?\Hey, look! The two vying for the strongest in Fairy Tail,\I'm sorry..\Don't just apologize!\Jet and Droy, are lecturing Elfman again.\Hope they go easy on him... response:	Work, work!
context: I'm so embarrassed...\Who do you think's gonna pick up the slack?\Hey, look! The two vying for the strongest in Fairy Tail,\I'm sorry..\Don't just apologize!\Jet and Droy, are lecturing Elfman again.\Hope they go easy on him...\Work, work! response:	Nab works way too much.
context: Who do you think's gonna pick up the slack?\Hey, look! The two vying for the strongest in Fairy Tail,\I'm sorry..\Don't just apologize!\Jet and Droy, are lecturing Elfman again.\Hope they go easy on him...\Work, work!\Nab works way too much. response:	You can say that again.
context: Hey, look! The two vying for the strongest in Fairy Tail,\I'm sorry..\Don't just apologize!\Jet and Droy, are lecturing Elfman again.\Hope they go easy on him...\Work, work!\Nab works way too much.\You can say that again. response:	Cana-san, why don't you have a drink with us for a change?
context: I'm sorry..\Don't just apologize!\Jet and Droy, are lecturing Elfman again.\Hope they go easy on him...\Work, work!\Nab works way too much.\You can say that again.\Cana-san, why don't you have a drink with us for a change? response:	Come over here!
context: Don't just apologize!\Jet and Droy, are lecturing Elfman again.\Hope they go easy on him...\Work, work!\Nab works way too much.\You can say that again.\Cana-san, why don't you have a drink with us for a change?\Come over here! response:	I know I have spoken of this before to you.
context: Jet and Droy, are lecturing Elfman again.\Hope they go easy on him...\Work, work!\Nab works way too much.\You can say that again.\Cana-san, why don't you have a drink with us for a change?\Come over here!\I know I have spoken of this before to you. response:	I cannot handle drinking alcohol.
context: Hope they go easy on him...\Work, work!\Nab works way too much.\You can say that again.\Cana-san, why don't you have a drink with us for a change?\Come over here!\I know I have spoken of this before to you.\I cannot handle drinking alcohol. response:	Bis Bis...
context: Work, work!\Nab works way too much.\You can say that again.\Cana-san, why don't you have a drink with us for a change?\Come over here!\I know I have spoken of this before to you.\I cannot handle drinking alcohol.\Bis Bis... response:	What is it, Al Al...
context: Nab works way too much.\You can say that again.\Cana-san, why don't you have a drink with us for a change?\Come over here!\I know I have spoken of this before to you.\I cannot handle drinking alcohol.\Bis Bis...\What is it, Al Al... response:	Now look here, you...
context: You can say that again.\Cana-san, why don't you have a drink with us for a change?\Come over here!\I know I have spoken of this before to you.\I cannot handle drinking alcohol.\Bis Bis...\What is it, Al Al...\Now look here, you... response:	But... But!
context: Cana-san, why don't you have a drink with us for a change?\Come over here!\I know I have spoken of this before to you.\I cannot handle drinking alcohol.\Bis Bis...\What is it, Al Al...\Now look here, you...\But... But! response:	Don't cry at every little thing!
context: Come over here!\I know I have spoken of this before to you.\I cannot handle drinking alcohol.\Bis Bis...\What is it, Al Al...\Now look here, you...\But... But!\Don't cry at every little thing! response:	I love Juvia-chan!
context: I know I have spoken of this before to you.\I cannot handle drinking alcohol.\Bis Bis...\What is it, Al Al...\Now look here, you...\But... But!\Don't cry at every little thing!\I love Juvia-chan! response:	Shut up, Gray!
context: I cannot handle drinking alcohol.\Bis Bis...\What is it, Al Al...\Now look here, you...\But... But!\Don't cry at every little thing!\I love Juvia-chan!\Shut up, Gray! response:	And slim down a little!
context: Bis Bis...\What is it, Al Al...\Now look here, you...\But... But!\Don't cry at every little thing!\I love Juvia-chan!\Shut up, Gray!\And slim down a little! response:	W-What's going on here?
context: What is it, Al Al...\Now look here, you...\But... But!\Don't cry at every little thing!\I love Juvia-chan!\Shut up, Gray!\And slim down a little!\W-What's going on here? response:	Everyone's acting really weird!
context: Now look here, you...\But... But!\Don't cry at every little thing!\I love Juvia-chan!\Shut up, Gray!\And slim down a little!\W-What's going on here?\Everyone's acting really weird! response:	Hey.
context: But... But!\Don't cry at every little thing!\I love Juvia-chan!\Shut up, Gray!\And slim down a little!\W-What's going on here?\Everyone's acting really weird!\Hey. response:	Who the hell are you?
context: Don't cry at every little thing!\I love Juvia-chan!\Shut up, Gray!\And slim down a little!\W-What's going on here?\Everyone's acting really weird!\Hey.\Who the hell are you? response:	No way...
context: I love Juvia-chan!\Shut up, Gray!\And slim down a little!\W-What's going on here?\Everyone's acting really weird!\Hey.\Who the hell are you?\No way... response:	It's...
context: Shut up, Gray!\And slim down a little!\W-What's going on here?\Everyone's acting really weird!\Hey.\Who the hell are you?\No way...\It's... response:	What the hell are you doing sneaking around under there?
context: And slim down a little!\W-What's going on here?\Everyone's acting really weird!\Hey.\Who the hell are you?\No way...\It's...\What the hell are you doing sneaking around under there? response:	Lucy!
context: W-What's going on here?\Everyone's acting really weird!\Hey.\Who the hell are you?\No way...\It's...\What the hell are you doing sneaking around under there?\Lucy! response:	What in the world is happening?
context: Everyone's acting really weird!\Hey.\Who the hell are you?\No way...\It's...\What the hell are you doing sneaking around under there?\Lucy!\What in the world is happening? response:	What's this?
context: Hey.\Who the hell are you?\No way...\It's...\What the hell are you doing sneaking around under there?\Lucy!\What in the world is happening?\What's this? response:	Everyone's personality has gone funky!
context: Who the hell are you?\No way...\It's...\What the hell are you doing sneaking around under there?\Lucy!\What in the world is happening?\What's this?\Everyone's personality has gone funky! response:	Maybe it's the effect of Edolas.
context: No way...\It's...\What the hell are you doing sneaking around under there?\Lucy!\What in the world is happening?\What's this?\Everyone's personality has gone funky!\Maybe it's the effect of Edolas. response:	It's like everyone's personalities are reversed!
context: It's...\What the hell are you doing sneaking around under there?\Lucy!\What in the world is happening?\What's this?\Everyone's personality has gone funky!\Maybe it's the effect of Edolas.\It's like everyone's personalities are reversed! response:	Gray wears too much clothing, Elfman's a crybaby, and Levy's a bad-girl!
context: What the hell are you doing sneaking around under there?\Lucy!\What in the world is happening?\What's this?\Everyone's personality has gone funky!\Maybe it's the effect of Edolas.\It's like everyone's personalities are reversed!\Gray wears too much clothing, Elfman's a crybaby, and Levy's a bad-girl! response:	This is hilarious!
context: Lucy!\What in the world is happening?\What's this?\Everyone's personality has gone funky!\Maybe it's the effect of Edolas.\It's like everyone's personalities are reversed!\Gray wears too much clothing, Elfman's a crybaby, and Levy's a bad-girl!\This is hilarious! response:	If everyone's personality is backwards, what will Erza be like, I wonder?
context: What in the world is happening?\What's this?\Everyone's personality has gone funky!\Maybe it's the effect of Edolas.\It's like everyone's personalities are reversed!\Gray wears too much clothing, Elfman's a crybaby, and Levy's a bad-girl!\This is hilarious!\If everyone's personality is backwards, what will Erza be like, I wonder? response:	Next time: Fairy Hunting.
context: What's this?\Everyone's personality has gone funky!\Maybe it's the effect of Edolas.\It's like everyone's personalities are reversed!\Gray wears too much clothing, Elfman's a crybaby, and Levy's a bad-girl!\This is hilarious!\If everyone's personality is backwards, what will Erza be like, I wonder?\Next time: Fairy Hunting. response:	The opposite of brutal, violent Erza would be...
context: Everyone's personality has gone funky!\Maybe it's the effect of Edolas.\It's like everyone's personalities are reversed!\Gray wears too much clothing, Elfman's a crybaby, and Levy's a bad-girl!\This is hilarious!\If everyone's personality is backwards, what will Erza be like, I wonder?\Next time: Fairy Hunting.\The opposite of brutal, violent Erza would be... response:	I dunno, what?
