context: Captain? response:	How?
context: Yes, my lady. Thank you.\Take Felis and half of the uninjured.\They should number about twenty.\Are you sure?\I told you that I have no wish to be shameless.\And that I would respect you.\Thank you.\Why? response:	You can nyot move, right?
context: Take Felis and half of the uninjured.\They should number about twenty.\Are you sure?\I told you that I have no wish to be shameless.\And that I would respect you.\Thank you.\Why?\You can nyot move, right? response:	As a user of healing magic, I cannot let you push yourself further!
context: They should number about twenty.\Are you sure?\I told you that I have no wish to be shameless.\And that I would respect you.\Thank you.\Why?\You can nyot move, right?\As a user of healing magic, I cannot let you push yourself further! response:	You'll stay behind
context: Are you sure?\I told you that I have no wish to be shameless.\And that I would respect you.\Thank you.\Why?\You can nyot move, right?\As a user of healing magic, I cannot let you push yourself further!\You'll stay behind response:	But...
context: I told you that I have no wish to be shameless.\And that I would respect you.\Thank you.\Why?\You can nyot move, right?\As a user of healing magic, I cannot let you push yourself further!\You'll stay behind\But... response:	H-Hey, careful!
context: And that I would respect you.\Thank you.\Why?\You can nyot move, right?\As a user of healing magic, I cannot let you push yourself further!\You'll stay behind\But...\H-Hey, careful! response:	Please obey Felis, and don't overdo it.
context: Thank you.\Why?\You can nyot move, right?\As a user of healing magic, I cannot let you push yourself further!\You'll stay behind\But...\H-Hey, careful!\Please obey Felis, and don't overdo it. response:	I shall not.
context: Why?\You can nyot move, right?\As a user of healing magic, I cannot let you push yourself further!\You'll stay behind\But...\H-Hey, careful!\Please obey Felis, and don't overdo it.\I shall not. response:	It hurts too much... I cannot bear it.
context: You can nyot move, right?\As a user of healing magic, I cannot let you push yourself further!\You'll stay behind\But...\H-Hey, careful!\Please obey Felis, and don't overdo it.\I shall not.\It hurts too much... I cannot bear it. response:	When you're in trouble,
context: As a user of healing magic, I cannot let you push yourself further!\You'll stay behind\But...\H-Hey, careful!\Please obey Felis, and don't overdo it.\I shall not.\It hurts too much... I cannot bear it.\When you're in trouble, response:	I want to be the first to reach out to you.
context: You'll stay behind\But...\H-Hey, careful!\Please obey Felis, and don't overdo it.\I shall not.\It hurts too much... I cannot bear it.\When you're in trouble,\I want to be the first to reach out to you. response:	That is all I want! So please...
context: But...\H-Hey, careful!\Please obey Felis, and don't overdo it.\I shall not.\It hurts too much... I cannot bear it.\When you're in trouble,\I want to be the first to reach out to you.\That is all I want! So please... response:	In that case, you don't have to worry.
context: H-Hey, careful!\Please obey Felis, and don't overdo it.\I shall not.\It hurts too much... I cannot bear it.\When you're in trouble,\I want to be the first to reach out to you.\That is all I want! So please...\In that case, you don't have to worry. response:	You've already saved me so many times.
context: Please obey Felis, and don't overdo it.\I shall not.\It hurts too much... I cannot bear it.\When you're in trouble,\I want to be the first to reach out to you.\That is all I want! So please...\In that case, you don't have to worry.\You've already saved me so many times. response:	Don't you realize how much you've done for me up till now?
context: I shall not.\It hurts too much... I cannot bear it.\When you're in trouble,\I want to be the first to reach out to you.\That is all I want! So please...\In that case, you don't have to worry.\You've already saved me so many times.\Don't you realize how much you've done for me up till now? response:	I want you to help me from now on, too.
context: It hurts too much... I cannot bear it.\When you're in trouble,\I want to be the first to reach out to you.\That is all I want! So please...\In that case, you don't have to worry.\You've already saved me so many times.\Don't you realize how much you've done for me up till now?\I want you to help me from now on, too. response:	So, this time, leave everything to me.
context: When you're in trouble,\I want to be the first to reach out to you.\That is all I want! So please...\In that case, you don't have to worry.\You've already saved me so many times.\Don't you realize how much you've done for me up till now?\I want you to help me from now on, too.\So, this time, leave everything to me. response:	After this, you'll still keep me by your side?
context: I want to be the first to reach out to you.\That is all I want! So please...\In that case, you don't have to worry.\You've already saved me so many times.\Don't you realize how much you've done for me up till now?\I want you to help me from now on, too.\So, this time, leave everything to me.\After this, you'll still keep me by your side? response:	I'm the one who should beg you for that.
context: That is all I want! So please...\In that case, you don't have to worry.\You've already saved me so many times.\Don't you realize how much you've done for me up till now?\I want you to help me from now on, too.\So, this time, leave everything to me.\After this, you'll still keep me by your side?\I'm the one who should beg you for that. response:	I shall take that as a promise.
context: In that case, you don't have to worry.\You've already saved me so many times.\Don't you realize how much you've done for me up till now?\I want you to help me from now on, too.\So, this time, leave everything to me.\After this, you'll still keep me by your side?\I'm the one who should beg you for that.\I shall take that as a promise. response:	You cannot back out now.
context: You've already saved me so many times.\Don't you realize how much you've done for me up till now?\I want you to help me from now on, too.\So, this time, leave everything to me.\After this, you'll still keep me by your side?\I'm the one who should beg you for that.\I shall take that as a promise.\You cannot back out now. response:	It'll be okay, Rem.
context: Don't you realize how much you've done for me up till now?\I want you to help me from now on, too.\So, this time, leave everything to me.\After this, you'll still keep me by your side?\I'm the one who should beg you for that.\I shall take that as a promise.\You cannot back out now.\It'll be okay, Rem. response:	I'll find a way to take care of everything!
context: I want you to help me from now on, too.\So, this time, leave everything to me.\After this, you'll still keep me by your side?\I'm the one who should beg you for that.\I shall take that as a promise.\You cannot back out now.\It'll be okay, Rem.\I'll find a way to take care of everything! response:	I'm your hero!
context: So, this time, leave everything to me.\After this, you'll still keep me by your side?\I'm the one who should beg you for that.\I shall take that as a promise.\You cannot back out now.\It'll be okay, Rem.\I'll find a way to take care of everything!\I'm your hero! response:	I've decided to take that first step!
context: After this, you'll still keep me by your side?\I'm the one who should beg you for that.\I shall take that as a promise.\You cannot back out now.\It'll be okay, Rem.\I'll find a way to take care of everything!\I'm your hero!\I've decided to take that first step! response:	But you don't have to worry!
context: I'm the one who should beg you for that.\I shall take that as a promise.\You cannot back out now.\It'll be okay, Rem.\I'll find a way to take care of everything!\I'm your hero!\I've decided to take that first step!\But you don't have to worry! response:	I managed to pull off the whale hunt.
context: I shall take that as a promise.\You cannot back out now.\It'll be okay, Rem.\I'll find a way to take care of everything!\I'm your hero!\I've decided to take that first step!\But you don't have to worry!\I managed to pull off the whale hunt. response:	Right now, your hero is fanatical like a demon.
context: You cannot back out now.\It'll be okay, Rem.\I'll find a way to take care of everything!\I'm your hero!\I've decided to take that first step!\But you don't have to worry!\I managed to pull off the whale hunt.\Right now, your hero is fanatical like a demon. response:	Subaru-kun...
context: It'll be okay, Rem.\I'll find a way to take care of everything!\I'm your hero!\I've decided to take that first step!\But you don't have to worry!\I managed to pull off the whale hunt.\Right now, your hero is fanatical like a demon.\Subaru-kun... response:	All right!
context: I'll find a way to take care of everything!\I'm your hero!\I've decided to take that first step!\But you don't have to worry!\I managed to pull off the whale hunt.\Right now, your hero is fanatical like a demon.\Subaru-kun...\All right! response:	My hero is the greatest in the world!
context: I'm your hero!\I've decided to take that first step!\But you don't have to worry!\I managed to pull off the whale hunt.\Right now, your hero is fanatical like a demon.\Subaru-kun...\All right!\My hero is the greatest in the world! response:	Man, you really got all the good parts back there, y'know?
context: I've decided to take that first step!\But you don't have to worry!\I managed to pull off the whale hunt.\Right now, your hero is fanatical like a demon.\Subaru-kun...\All right!\My hero is the greatest in the world!\Man, you really got all the good parts back there, y'know? response:	Captain... Mimi, too! Mimi, too!
context: But you don't have to worry!\I managed to pull off the whale hunt.\Right now, your hero is fanatical like a demon.\Subaru-kun...\All right!\My hero is the greatest in the world!\Man, you really got all the good parts back there, y'know?\Captain... Mimi, too! Mimi, too! response:	I did super-duper good!
context: I managed to pull off the whale hunt.\Right now, your hero is fanatical like a demon.\Subaru-kun...\All right!\My hero is the greatest in the world!\Man, you really got all the good parts back there, y'know?\Captain... Mimi, too! Mimi, too!\I did super-duper good! response:	Didn't you almost die?
context: Right now, your hero is fanatical like a demon.\Subaru-kun...\All right!\My hero is the greatest in the world!\Man, you really got all the good parts back there, y'know?\Captain... Mimi, too! Mimi, too!\I did super-duper good!\Didn't you almost die? response:	Also, your brother was exhausted.
context: Subaru-kun...\All right!\My hero is the greatest in the world!\Man, you really got all the good parts back there, y'know?\Captain... Mimi, too! Mimi, too!\I did super-duper good!\Didn't you almost die?\Also, your brother was exhausted. response:	How do you have so much energy?
context: All right!\My hero is the greatest in the world!\Man, you really got all the good parts back there, y'know?\Captain... Mimi, too! Mimi, too!\I did super-duper good!\Didn't you almost die?\Also, your brother was exhausted.\How do you have so much energy? response:	Hetaro's just a baby. He's weak.
context: My hero is the greatest in the world!\Man, you really got all the good parts back there, y'know?\Captain... Mimi, too! Mimi, too!\I did super-duper good!\Didn't you almost die?\Also, your brother was exhausted.\How do you have so much energy?\Hetaro's just a baby. He's weak. response:	Really, it's so pathetic...
context: Man, you really got all the good parts back there, y'know?\Captain... Mimi, too! Mimi, too!\I did super-duper good!\Didn't you almost die?\Also, your brother was exhausted.\How do you have so much energy?\Hetaro's just a baby. He's weak.\Really, it's so pathetic... response:	Later in the battle with the Whale, I didn't get much done,
context: Captain... Mimi, too! Mimi, too!\I did super-duper good!\Didn't you almost die?\Also, your brother was exhausted.\How do you have so much energy?\Hetaro's just a baby. He's weak.\Really, it's so pathetic...\Later in the battle with the Whale, I didn't get much done, response:	but don't you worry.
context: I did super-duper good!\Didn't you almost die?\Also, your brother was exhausted.\How do you have so much energy?\Hetaro's just a baby. He's weak.\Really, it's so pathetic...\Later in the battle with the Whale, I didn't get much done,\but don't you worry. response:	My lady asked me for a favor, after all.
context: Didn't you almost die?\Also, your brother was exhausted.\How do you have so much energy?\Hetaro's just a baby. He's weak.\Really, it's so pathetic...\Later in the battle with the Whale, I didn't get much done,\but don't you worry.\My lady asked me for a favor, after all. response:	In the real battle comin' up, I'll show ya what I've got.
context: Also, your brother was exhausted.\How do you have so much energy?\Hetaro's just a baby. He's weak.\Really, it's so pathetic...\Later in the battle with the Whale, I didn't get much done,\but don't you worry.\My lady asked me for a favor, after all.\In the real battle comin' up, I'll show ya what I've got. response:	The real battle?
context: How do you have so much energy?\Hetaro's just a baby. He's weak.\Really, it's so pathetic...\Later in the battle with the Whale, I didn't get much done,\but don't you worry.\My lady asked me for a favor, after all.\In the real battle comin' up, I'll show ya what I've got.\The real battle? response:	What're you trying to do here?
context: Hetaro's just a baby. He's weak.\Really, it's so pathetic...\Later in the battle with the Whale, I didn't get much done,\but don't you worry.\My lady asked me for a favor, after all.\In the real battle comin' up, I'll show ya what I've got.\The real battle?\What're you trying to do here? response:	You're takin' on the Witch's Cult, right?
context: Really, it's so pathetic...\Later in the battle with the Whale, I didn't get much done,\but don't you worry.\My lady asked me for a favor, after all.\In the real battle comin' up, I'll show ya what I've got.\The real battle?\What're you trying to do here?\You're takin' on the Witch's Cult, right? response:	Never underestimate the merchant information network.
context: Later in the battle with the Whale, I didn't get much done,\but don't you worry.\My lady asked me for a favor, after all.\In the real battle comin' up, I'll show ya what I've got.\The real battle?\What're you trying to do here?\You're takin' on the Witch's Cult, right?\Never underestimate the merchant information network. response:	Ah, here they come.
context: but don't you worry.\My lady asked me for a favor, after all.\In the real battle comin' up, I'll show ya what I've got.\The real battle?\What're you trying to do here?\You're takin' on the Witch's Cult, right?\Never underestimate the merchant information network.\Ah, here they come. response:	That's half of our mercenary team.
context: My lady asked me for a favor, after all.\In the real battle comin' up, I'll show ya what I've got.\The real battle?\What're you trying to do here?\You're takin' on the Witch's Cult, right?\Never underestimate the merchant information network.\Ah, here they come.\That's half of our mercenary team. response:	Half?
context: In the real battle comin' up, I'll show ya what I've got.\The real battle?\What're you trying to do here?\You're takin' on the Witch's Cult, right?\Never underestimate the merchant information network.\Ah, here they come.\That's half of our mercenary team.\Half? response:	Half of'em were sent to block the road,
context: The real battle?\What're you trying to do here?\You're takin' on the Witch's Cult, right?\Never underestimate the merchant information network.\Ah, here they come.\That's half of our mercenary team.\Half?\Half of'em were sent to block the road, response:	instead of fightin' the Whale.
context: What're you trying to do here?\You're takin' on the Witch's Cult, right?\Never underestimate the merchant information network.\Ah, here they come.\That's half of our mercenary team.\Half?\Half of'em were sent to block the road,\instead of fightin' the Whale. response:	They're going to help us, too?
context: You're takin' on the Witch's Cult, right?\Never underestimate the merchant information network.\Ah, here they come.\That's half of our mercenary team.\Half?\Half of'em were sent to block the road,\instead of fightin' the Whale.\They're going to help us, too? response:	Who's leading them?
context: Never underestimate the merchant information network.\Ah, here they come.\That's half of our mercenary team.\Half?\Half of'em were sent to block the road,\instead of fightin' the Whale.\They're going to help us, too?\Who's leading them? response:	My younger brother, Tivey!
context: Ah, here they come.\That's half of our mercenary team.\Half?\Half of'em were sent to block the road,\instead of fightin' the Whale.\They're going to help us, too?\Who's leading them?\My younger brother, Tivey! response:	You have another younger brother?
context: That's half of our mercenary team.\Half?\Half of'em were sent to block the road,\instead of fightin' the Whale.\They're going to help us, too?\Who's leading them?\My younger brother, Tivey!\You have another younger brother? response:	I'm really curious to know if he's more like you or Hetaro.
context: Half?\Half of'em were sent to block the road,\instead of fightin' the Whale.\They're going to help us, too?\Who's leading them?\My younger brother, Tivey!\You have another younger brother?\I'm really curious to know if he's more like you or Hetaro. response:	Hey!
context: Half of'em were sent to block the road,\instead of fightin' the Whale.\They're going to help us, too?\Who's leading them?\My younger brother, Tivey!\You have another younger brother?\I'm really curious to know if he's more like you or Hetaro.\Hey! response:	Why is he with them?
context: instead of fightin' the Whale.\They're going to help us, too?\Who's leading them?\My younger brother, Tivey!\You have another younger brother?\I'm really curious to know if he's more like you or Hetaro.\Hey!\Why is he with them? response:	A Wag er That Defies Despair
