context: My dear! response:	My dear!
context: All the women of Heaven and Earth couldn't walk away after seeing him.\All they could think about was marrying him.\Sadly, his life was cut short.\He died young on the battlefield, and left behind bereft parents\as well as a young son who cries all day in sorrow.\How sad.\The worst is always when the children pass away before their parents do.\It's sad for your cousin, but even more so for his parents. response:	The son he left behind is the most pitiful one.
context: All they could think about was marrying him.\Sadly, his life was cut short.\He died young on the battlefield, and left behind bereft parents\as well as a young son who cries all day in sorrow.\How sad.\The worst is always when the children pass away before their parents do.\It's sad for your cousin, but even more so for his parents.\The son he left behind is the most pitiful one. response:	Three years ago, our entire tribe thought all that was left was my cousin's corpse
context: Sadly, his life was cut short.\He died young on the battlefield, and left behind bereft parents\as well as a young son who cries all day in sorrow.\How sad.\The worst is always when the children pass away before their parents do.\It's sad for your cousin, but even more so for his parents.\The son he left behind is the most pitiful one.\Three years ago, our entire tribe thought all that was left was my cousin's corpse response:	and his spirit had been vanquished.
context: He died young on the battlefield, and left behind bereft parents\as well as a young son who cries all day in sorrow.\How sad.\The worst is always when the children pass away before their parents do.\It's sad for your cousin, but even more so for his parents.\The son he left behind is the most pitiful one.\Three years ago, our entire tribe thought all that was left was my cousin's corpse\and his spirit had been vanquished. response:	They made him a basalt crystal coffin and sunk him into a sea.
context: as well as a young son who cries all day in sorrow.\How sad.\The worst is always when the children pass away before their parents do.\It's sad for your cousin, but even more so for his parents.\The son he left behind is the most pitiful one.\Three years ago, our entire tribe thought all that was left was my cousin's corpse\and his spirit had been vanquished.\They made him a basalt crystal coffin and sunk him into a sea. response:	I went to visit him then, and it all seemed normal.
context: How sad.\The worst is always when the children pass away before their parents do.\It's sad for your cousin, but even more so for his parents.\The son he left behind is the most pitiful one.\Three years ago, our entire tribe thought all that was left was my cousin's corpse\and his spirit had been vanquished.\They made him a basalt crystal coffin and sunk him into a sea.\I went to visit him then, and it all seemed normal. response:	Who knew that yesterday in that sea where his coffin lay
context: The worst is always when the children pass away before their parents do.\It's sad for your cousin, but even more so for his parents.\The son he left behind is the most pitiful one.\Three years ago, our entire tribe thought all that was left was my cousin's corpse\and his spirit had been vanquished.\They made him a basalt crystal coffin and sunk him into a sea.\I went to visit him then, and it all seemed normal.\Who knew that yesterday in that sea where his coffin lay response:	the waters were greatly disturbed.
context: It's sad for your cousin, but even more so for his parents.\The son he left behind is the most pitiful one.\Three years ago, our entire tribe thought all that was left was my cousin's corpse\and his spirit had been vanquished.\They made him a basalt crystal coffin and sunk him into a sea.\I went to visit him then, and it all seemed normal.\Who knew that yesterday in that sea where his coffin lay\the waters were greatly disturbed. response:	They said that the disturbance was caused by
context: The son he left behind is the most pitiful one.\Three years ago, our entire tribe thought all that was left was my cousin's corpse\and his spirit had been vanquished.\They made him a basalt crystal coffin and sunk him into a sea.\I went to visit him then, and it all seemed normal.\Who knew that yesterday in that sea where his coffin lay\the waters were greatly disturbed.\They said that the disturbance was caused by response:	the celestial blessings around the coffin.
context: Three years ago, our entire tribe thought all that was left was my cousin's corpse\and his spirit had been vanquished.\They made him a basalt crystal coffin and sunk him into a sea.\I went to visit him then, and it all seemed normal.\Who knew that yesterday in that sea where his coffin lay\the waters were greatly disturbed.\They said that the disturbance was caused by\the celestial blessings around the coffin. response:	Isn't that strange?
context: and his spirit had been vanquished.\They made him a basalt crystal coffin and sunk him into a sea.\I went to visit him then, and it all seemed normal.\Who knew that yesterday in that sea where his coffin lay\the waters were greatly disturbed.\They said that the disturbance was caused by\the celestial blessings around the coffin.\Isn't that strange? response:	My cousin's spirit was long vanquished.
context: They made him a basalt crystal coffin and sunk him into a sea.\I went to visit him then, and it all seemed normal.\Who knew that yesterday in that sea where his coffin lay\the waters were greatly disturbed.\They said that the disturbance was caused by\the celestial blessings around the coffin.\Isn't that strange?\My cousin's spirit was long vanquished. response:	How could his body still be protected by such powerful celestial blessings?
context: I went to visit him then, and it all seemed normal.\Who knew that yesterday in that sea where his coffin lay\the waters were greatly disturbed.\They said that the disturbance was caused by\the celestial blessings around the coffin.\Isn't that strange?\My cousin's spirit was long vanquished.\How could his body still be protected by such powerful celestial blessings? response:	Anyway, my parents said that perhaps my cousin isn't dead.
context: Who knew that yesterday in that sea where his coffin lay\the waters were greatly disturbed.\They said that the disturbance was caused by\the celestial blessings around the coffin.\Isn't that strange?\My cousin's spirit was long vanquished.\How could his body still be protected by such powerful celestial blessings?\Anyway, my parents said that perhaps my cousin isn't dead. response:	- Great! - Well done!
context: the waters were greatly disturbed.\They said that the disturbance was caused by\the celestial blessings around the coffin.\Isn't that strange?\My cousin's spirit was long vanquished.\How could his body still be protected by such powerful celestial blessings?\Anyway, my parents said that perhaps my cousin isn't dead.\- Great! - Well done! response:	What's the matter with you?
context: They said that the disturbance was caused by\the celestial blessings around the coffin.\Isn't that strange?\My cousin's spirit was long vanquished.\How could his body still be protected by such powerful celestial blessings?\Anyway, my parents said that perhaps my cousin isn't dead.\- Great! - Well done!\What's the matter with you? response:	Continue with your story.
context: the celestial blessings around the coffin.\Isn't that strange?\My cousin's spirit was long vanquished.\How could his body still be protected by such powerful celestial blessings?\Anyway, my parents said that perhaps my cousin isn't dead.\- Great! - Well done!\What's the matter with you?\Continue with your story. response:	If he isn't dead, that poor little A-Li wouldn't have to cry all day.
context: Isn't that strange?\My cousin's spirit was long vanquished.\How could his body still be protected by such powerful celestial blessings?\Anyway, my parents said that perhaps my cousin isn't dead.\- Great! - Well done!\What's the matter with you?\Continue with your story.\If he isn't dead, that poor little A-Li wouldn't have to cry all day. response:	Is that sea the Sea of Innocence?
context: My cousin's spirit was long vanquished.\How could his body still be protected by such powerful celestial blessings?\Anyway, my parents said that perhaps my cousin isn't dead.\- Great! - Well done!\What's the matter with you?\Continue with your story.\If he isn't dead, that poor little A-Li wouldn't have to cry all day.\Is that sea the Sea of Innocence? response:	Your cousin...
context: How could his body still be protected by such powerful celestial blessings?\Anyway, my parents said that perhaps my cousin isn't dead.\- Great! - Well done!\What's the matter with you?\Continue with your story.\If he isn't dead, that poor little A-Li wouldn't have to cry all day.\Is that sea the Sea of Innocence?\Your cousin... response:	Is he the Crown Prince of the Celestial Tribe, Ye Hua?
context: Anyway, my parents said that perhaps my cousin isn't dead.\- Great! - Well done!\What's the matter with you?\Continue with your story.\If he isn't dead, that poor little A-Li wouldn't have to cry all day.\Is that sea the Sea of Innocence?\Your cousin...\Is he the Crown Prince of the Celestial Tribe, Ye Hua? response:	You... How did you know?
context: - Great! - Well done!\What's the matter with you?\Continue with your story.\If he isn't dead, that poor little A-Li wouldn't have to cry all day.\Is that sea the Sea of Innocence?\Your cousin...\Is he the Crown Prince of the Celestial Tribe, Ye Hua?\You... How did you know? response:	Have I given away a secret?
context: What's the matter with you?\Continue with your story.\If he isn't dead, that poor little A-Li wouldn't have to cry all day.\Is that sea the Sea of Innocence?\Your cousin...\Is he the Crown Prince of the Celestial Tribe, Ye Hua?\You... How did you know?\Have I given away a secret? response:	You mustn't tell anyone!
context: Continue with your story.\If he isn't dead, that poor little A-Li wouldn't have to cry all day.\Is that sea the Sea of Innocence?\Your cousin...\Is he the Crown Prince of the Celestial Tribe, Ye Hua?\You... How did you know?\Have I given away a secret?\You mustn't tell anyone! response:	If my parents learn of this, I won't have the money to watch plays.
context: If he isn't dead, that poor little A-Li wouldn't have to cry all day.\Is that sea the Sea of Innocence?\Your cousin...\Is he the Crown Prince of the Celestial Tribe, Ye Hua?\You... How did you know?\Have I given away a secret?\You mustn't tell anyone!\If my parents learn of this, I won't have the money to watch plays. response:	- Well done! - Great!
context: Is that sea the Sea of Innocence?\Your cousin...\Is he the Crown Prince of the Celestial Tribe, Ye Hua?\You... How did you know?\Have I given away a secret?\You mustn't tell anyone!\If my parents learn of this, I won't have the money to watch plays.\- Well done! - Great! response:	I finally managed to steal the Cloud Clearing Fan to pay for that pearl!
context: Your cousin...\Is he the Crown Prince of the Celestial Tribe, Ye Hua?\You... How did you know?\Have I given away a secret?\You mustn't tell anyone!\If my parents learn of this, I won't have the money to watch plays.\- Well done! - Great!\I finally managed to steal the Cloud Clearing Fan to pay for that pearl! response:	Wasn't that High God Bai Qian?
context: Is he the Crown Prince of the Celestial Tribe, Ye Hua?\You... How did you know?\Have I given away a secret?\You mustn't tell anyone!\If my parents learn of this, I won't have the money to watch plays.\- Well done! - Great!\I finally managed to steal the Cloud Clearing Fan to pay for that pearl!\Wasn't that High God Bai Qian? response:	I thought I was seeing things.
context: You... How did you know?\Have I given away a secret?\You mustn't tell anyone!\If my parents learn of this, I won't have the money to watch plays.\- Well done! - Great!\I finally managed to steal the Cloud Clearing Fan to pay for that pearl!\Wasn't that High God Bai Qian?\I thought I was seeing things. response:	- High God! - Where is His Highness? Where is he?
context: Have I given away a secret?\You mustn't tell anyone!\If my parents learn of this, I won't have the money to watch plays.\- Well done! - Great!\I finally managed to steal the Cloud Clearing Fan to pay for that pearl!\Wasn't that High God Bai Qian?\I thought I was seeing things.\- High God! - Where is His Highness? Where is he? response:	His Highness?
context: You mustn't tell anyone!\If my parents learn of this, I won't have the money to watch plays.\- Well done! - Great!\I finally managed to steal the Cloud Clearing Fan to pay for that pearl!\Wasn't that High God Bai Qian?\I thought I was seeing things.\- High God! - Where is His Highness? Where is he?\His Highness? response:	Isn't he already buried in the Sea of Innocence?
context: If my parents learn of this, I won't have the money to watch plays.\- Well done! - Great!\I finally managed to steal the Cloud Clearing Fan to pay for that pearl!\Wasn't that High God Bai Qian?\I thought I was seeing things.\- High God! - Where is His Highness? Where is he?\His Highness?\Isn't he already buried in the Sea of Innocence? response:	Master!
context: - Well done! - Great!\I finally managed to steal the Cloud Clearing Fan to pay for that pearl!\Wasn't that High God Bai Qian?\I thought I was seeing things.\- High God! - Where is His Highness? Where is he?\His Highness?\Isn't he already buried in the Sea of Innocence?\Master! response:	Master!
context: I finally managed to steal the Cloud Clearing Fan to pay for that pearl!\Wasn't that High God Bai Qian?\I thought I was seeing things.\- High God! - Where is His Highness? Where is he?\His Highness?\Isn't he already buried in the Sea of Innocence?\Master!\Master! response:	Where is Ye Hua?
context: Wasn't that High God Bai Qian?\I thought I was seeing things.\- High God! - Where is His Highness? Where is he?\His Highness?\Isn't he already buried in the Sea of Innocence?\Master!\Master!\Where is Ye Hua? response:	I knew that you'd come here.
context: I thought I was seeing things.\- High God! - Where is His Highness? Where is he?\His Highness?\Isn't he already buried in the Sea of Innocence?\Master!\Master!\Where is Ye Hua?\I knew that you'd come here. response:	Where is Ye Hua?
context: - High God! - Where is His Highness? Where is he?\His Highness?\Isn't he already buried in the Sea of Innocence?\Master!\Master!\Where is Ye Hua?\I knew that you'd come here.\Where is Ye Hua? response:	Fret not.
context: His Highness?\Isn't he already buried in the Sea of Innocence?\Master!\Master!\Where is Ye Hua?\I knew that you'd come here.\Where is Ye Hua?\Fret not. response:	I'm here to talk to you about this matter.
context: Isn't he already buried in the Sea of Innocence?\Master!\Master!\Where is Ye Hua?\I knew that you'd come here.\Where is Ye Hua?\Fret not.\I'm here to talk to you about this matter. response:	Heavenly Father used half of his powers
context: Master!\Master!\Where is Ye Hua?\I knew that you'd come here.\Where is Ye Hua?\Fret not.\I'm here to talk to you about this matter.\Heavenly Father used half of his powers response:	to create the celestial fetus into a golden lotus.
context: Master!\Where is Ye Hua?\I knew that you'd come here.\Where is Ye Hua?\Fret not.\I'm here to talk to you about this matter.\Heavenly Father used half of his powers\to create the celestial fetus into a golden lotus. response:	Since then, those powers have been hidden in his spirit.
context: Where is Ye Hua?\I knew that you'd come here.\Where is Ye Hua?\Fret not.\I'm here to talk to you about this matter.\Heavenly Father used half of his powers\to create the celestial fetus into a golden lotus.\Since then, those powers have been hidden in his spirit. response:	Three years ago, Ye Hua slayed the four beasts of Yingzhou
context: I knew that you'd come here.\Where is Ye Hua?\Fret not.\I'm here to talk to you about this matter.\Heavenly Father used half of his powers\to create the celestial fetus into a golden lotus.\Since then, those powers have been hidden in his spirit.\Three years ago, Ye Hua slayed the four beasts of Yingzhou response:	and attained the other half of Heavenly Father's powers from them.
context: Where is Ye Hua?\Fret not.\I'm here to talk to you about this matter.\Heavenly Father used half of his powers\to create the celestial fetus into a golden lotus.\Since then, those powers have been hidden in his spirit.\Three years ago, Ye Hua slayed the four beasts of Yingzhou\and attained the other half of Heavenly Father's powers from them. response:	I believe that Ye Hua must have used all of Heavenly Father's powers
context: Fret not.\I'm here to talk to you about this matter.\Heavenly Father used half of his powers\to create the celestial fetus into a golden lotus.\Since then, those powers have been hidden in his spirit.\Three years ago, Ye Hua slayed the four beasts of Yingzhou\and attained the other half of Heavenly Father's powers from them.\I believe that Ye Hua must have used all of Heavenly Father's powers response:	to curb the destructive energy from the Bell of East Emperor.
context: I'm here to talk to you about this matter.\Heavenly Father used half of his powers\to create the celestial fetus into a golden lotus.\Since then, those powers have been hidden in his spirit.\Three years ago, Ye Hua slayed the four beasts of Yingzhou\and attained the other half of Heavenly Father's powers from them.\I believe that Ye Hua must have used all of Heavenly Father's powers\to curb the destructive energy from the Bell of East Emperor. response:	His own spirit was wounded from the collision of those two powers
context: Heavenly Father used half of his powers\to create the celestial fetus into a golden lotus.\Since then, those powers have been hidden in his spirit.\Three years ago, Ye Hua slayed the four beasts of Yingzhou\and attained the other half of Heavenly Father's powers from them.\I believe that Ye Hua must have used all of Heavenly Father's powers\to curb the destructive energy from the Bell of East Emperor.\His own spirit was wounded from the collision of those two powers response:	so it triggered his body to sink into a cycle of slumber.
context: to create the celestial fetus into a golden lotus.\Since then, those powers have been hidden in his spirit.\Three years ago, Ye Hua slayed the four beasts of Yingzhou\and attained the other half of Heavenly Father's powers from them.\I believe that Ye Hua must have used all of Heavenly Father's powers\to curb the destructive energy from the Bell of East Emperor.\His own spirit was wounded from the collision of those two powers\so it triggered his body to sink into a cycle of slumber. response:	Ye Hua?
context: Since then, those powers have been hidden in his spirit.\Three years ago, Ye Hua slayed the four beasts of Yingzhou\and attained the other half of Heavenly Father's powers from them.\I believe that Ye Hua must have used all of Heavenly Father's powers\to curb the destructive energy from the Bell of East Emperor.\His own spirit was wounded from the collision of those two powers\so it triggered his body to sink into a cycle of slumber.\Ye Hua? response:	He would have slept for decades.
context: Three years ago, Ye Hua slayed the four beasts of Yingzhou\and attained the other half of Heavenly Father's powers from them.\I believe that Ye Hua must have used all of Heavenly Father's powers\to curb the destructive energy from the Bell of East Emperor.\His own spirit was wounded from the collision of those two powers\so it triggered his body to sink into a cycle of slumber.\Ye Hua?\He would have slept for decades. response:	However, the basalt crystal coffin is a great artifact.
context: and attained the other half of Heavenly Father's powers from them.\I believe that Ye Hua must have used all of Heavenly Father's powers\to curb the destructive energy from the Bell of East Emperor.\His own spirit was wounded from the collision of those two powers\so it triggered his body to sink into a cycle of slumber.\Ye Hua?\He would have slept for decades.\However, the basalt crystal coffin is a great artifact. response:	The Sea of Innocence might be a burial place for the Celestial Tribe
context: I believe that Ye Hua must have used all of Heavenly Father's powers\to curb the destructive energy from the Bell of East Emperor.\His own spirit was wounded from the collision of those two powers\so it triggered his body to sink into a cycle of slumber.\Ye Hua?\He would have slept for decades.\However, the basalt crystal coffin is a great artifact.\The Sea of Innocence might be a burial place for the Celestial Tribe response:	but it's also a sacred place for recuperation.
context: to curb the destructive energy from the Bell of East Emperor.\His own spirit was wounded from the collision of those two powers\so it triggered his body to sink into a cycle of slumber.\Ye Hua?\He would have slept for decades.\However, the basalt crystal coffin is a great artifact.\The Sea of Innocence might be a burial place for the Celestial Tribe\but it's also a sacred place for recuperation. response:	That was why Ye Hua could wake up in just three years.
context: His own spirit was wounded from the collision of those two powers\so it triggered his body to sink into a cycle of slumber.\Ye Hua?\He would have slept for decades.\However, the basalt crystal coffin is a great artifact.\The Sea of Innocence might be a burial place for the Celestial Tribe\but it's also a sacred place for recuperation.\That was why Ye Hua could wake up in just three years. response:	Qian Qian...
context: so it triggered his body to sink into a cycle of slumber.\Ye Hua?\He would have slept for decades.\However, the basalt crystal coffin is a great artifact.\The Sea of Innocence might be a burial place for the Celestial Tribe\but it's also a sacred place for recuperation.\That was why Ye Hua could wake up in just three years.\Qian Qian... response:	Come here.
context: Ye Hua?\He would have slept for decades.\However, the basalt crystal coffin is a great artifact.\The Sea of Innocence might be a burial place for the Celestial Tribe\but it's also a sacred place for recuperation.\That was why Ye Hua could wake up in just three years.\Qian Qian...\Come here. response:	Ye Hua!
context: He would have slept for decades.\However, the basalt crystal coffin is a great artifact.\The Sea of Innocence might be a burial place for the Celestial Tribe\but it's also a sacred place for recuperation.\That was why Ye Hua could wake up in just three years.\Qian Qian...\Come here.\Ye Hua! response:	Don't cry.
context: However, the basalt crystal coffin is a great artifact.\The Sea of Innocence might be a burial place for the Celestial Tribe\but it's also a sacred place for recuperation.\That was why Ye Hua could wake up in just three years.\Qian Qian...\Come here.\Ye Hua!\Don't cry. response:	Look at me.
context: The Sea of Innocence might be a burial place for the Celestial Tribe\but it's also a sacred place for recuperation.\That was why Ye Hua could wake up in just three years.\Qian Qian...\Come here.\Ye Hua!\Don't cry.\Look at me. response:	Am I not standing before you safe and sound?
context: but it's also a sacred place for recuperation.\That was why Ye Hua could wake up in just three years.\Qian Qian...\Come here.\Ye Hua!\Don't cry.\Look at me.\Am I not standing before you safe and sound? response:	What brings you here?
context: That was why Ye Hua could wake up in just three years.\Qian Qian...\Come here.\Ye Hua!\Don't cry.\Look at me.\Am I not standing before you safe and sound?\What brings you here? response:	I've brought her here to greet her savior.
context: Qian Qian...\Come here.\Ye Hua!\Don't cry.\Look at me.\Am I not standing before you safe and sound?\What brings you here?\I've brought her here to greet her savior. response:	Quickly!
context: Come here.\Ye Hua!\Don't cry.\Look at me.\Am I not standing before you safe and sound?\What brings you here?\I've brought her here to greet her savior.\Quickly! response:	Bow to High Immortal Zi Lan for saving your life.
context: Ye Hua!\Don't cry.\Look at me.\Am I not standing before you safe and sound?\What brings you here?\I've brought her here to greet her savior.\Quickly!\Bow to High Immortal Zi Lan for saving your life. response:	High Immortal, thank you for saving my life.
context: Don't cry.\Look at me.\Am I not standing before you safe and sound?\What brings you here?\I've brought her here to greet her savior.\Quickly!\Bow to High Immortal Zi Lan for saving your life.\High Immortal, thank you for saving my life. response:	Get up quickly!
context: Look at me.\Am I not standing before you safe and sound?\What brings you here?\I've brought her here to greet her savior.\Quickly!\Bow to High Immortal Zi Lan for saving your life.\High Immortal, thank you for saving my life.\Get up quickly! response:	She... Isn't the child a boy?
context: Am I not standing before you safe and sound?\What brings you here?\I've brought her here to greet her savior.\Quickly!\Bow to High Immortal Zi Lan for saving your life.\High Immortal, thank you for saving my life.\Get up quickly!\She... Isn't the child a boy? response:	I kept hearing Xuan Nu call the child her son.
context: What brings you here?\I've brought her here to greet her savior.\Quickly!\Bow to High Immortal Zi Lan for saving your life.\High Immortal, thank you for saving my life.\Get up quickly!\She... Isn't the child a boy?\I kept hearing Xuan Nu call the child her son. response:	I thought...
context: I've brought her here to greet her savior.\Quickly!\Bow to High Immortal Zi Lan for saving your life.\High Immortal, thank you for saving my life.\Get up quickly!\She... Isn't the child a boy?\I kept hearing Xuan Nu call the child her son.\I thought... response:	No, the child is a girl.
context: Quickly!\Bow to High Immortal Zi Lan for saving your life.\High Immortal, thank you for saving my life.\Get up quickly!\She... Isn't the child a boy?\I kept hearing Xuan Nu call the child her son.\I thought...\No, the child is a girl. response:	Perhaps, Xuan Nu wanted a son too badly
context: Bow to High Immortal Zi Lan for saving your life.\High Immortal, thank you for saving my life.\Get up quickly!\She... Isn't the child a boy?\I kept hearing Xuan Nu call the child her son.\I thought...\No, the child is a girl.\Perhaps, Xuan Nu wanted a son too badly response:	to inherit Brother Li Jing's throne as the Ghost Lord
context: High Immortal, thank you for saving my life.\Get up quickly!\She... Isn't the child a boy?\I kept hearing Xuan Nu call the child her son.\I thought...\No, the child is a girl.\Perhaps, Xuan Nu wanted a son too badly\to inherit Brother Li Jing's throne as the Ghost Lord response:	so she called her a son.
context: Get up quickly!\She... Isn't the child a boy?\I kept hearing Xuan Nu call the child her son.\I thought...\No, the child is a girl.\Perhaps, Xuan Nu wanted a son too badly\to inherit Brother Li Jing's throne as the Ghost Lord\so she called her a son. response:	Xuan Nu lived her entire life fooling herself and others.
context: She... Isn't the child a boy?\I kept hearing Xuan Nu call the child her son.\I thought...\No, the child is a girl.\Perhaps, Xuan Nu wanted a son too badly\to inherit Brother Li Jing's throne as the Ghost Lord\so she called her a son.\Xuan Nu lived her entire life fooling herself and others. response:	You...
context: I kept hearing Xuan Nu call the child her son.\I thought...\No, the child is a girl.\Perhaps, Xuan Nu wanted a son too badly\to inherit Brother Li Jing's throne as the Ghost Lord\so she called her a son.\Xuan Nu lived her entire life fooling herself and others.\You... response:	Have you been in Kunlun Mountain all these years?
context: I thought...\No, the child is a girl.\Perhaps, Xuan Nu wanted a son too badly\to inherit Brother Li Jing's throne as the Ghost Lord\so she called her a son.\Xuan Nu lived her entire life fooling herself and others.\You...\Have you been in Kunlun Mountain all these years? response:	Yes, I've been here all this time.
context: No, the child is a girl.\Perhaps, Xuan Nu wanted a son too badly\to inherit Brother Li Jing's throne as the Ghost Lord\so she called her a son.\Xuan Nu lived her entire life fooling herself and others.\You...\Have you been in Kunlun Mountain all these years?\Yes, I've been here all this time. response:	I never left.
context: Perhaps, Xuan Nu wanted a son too badly\to inherit Brother Li Jing's throne as the Ghost Lord\so she called her a son.\Xuan Nu lived her entire life fooling herself and others.\You...\Have you been in Kunlun Mountain all these years?\Yes, I've been here all this time.\I never left. response:	I heard that your mentor returned.
context: to inherit Brother Li Jing's throne as the Ghost Lord\so she called her a son.\Xuan Nu lived her entire life fooling herself and others.\You...\Have you been in Kunlun Mountain all these years?\Yes, I've been here all this time.\I never left.\I heard that your mentor returned. response:	Did he ever blame you for making an elixir for the Ghost Tribe?
context: so she called her a son.\Xuan Nu lived her entire life fooling herself and others.\You...\Have you been in Kunlun Mountain all these years?\Yes, I've been here all this time.\I never left.\I heard that your mentor returned.\Did he ever blame you for making an elixir for the Ghost Tribe? response:	No.
context: Xuan Nu lived her entire life fooling herself and others.\You...\Have you been in Kunlun Mountain all these years?\Yes, I've been here all this time.\I never left.\I heard that your mentor returned.\Did he ever blame you for making an elixir for the Ghost Tribe?\No. response:	Did your seniors ever pick on you for helping me with the elixir?
context: You...\Have you been in Kunlun Mountain all these years?\Yes, I've been here all this time.\I never left.\I heard that your mentor returned.\Did he ever blame you for making an elixir for the Ghost Tribe?\No.\Did your seniors ever pick on you for helping me with the elixir? response:	Not once.
context: Have you been in Kunlun Mountain all these years?\Yes, I've been here all this time.\I never left.\I heard that your mentor returned.\Did he ever blame you for making an elixir for the Ghost Tribe?\No.\Did your seniors ever pick on you for helping me with the elixir?\Not once. response:	Then I can set my mind at ease.
context: Yes, I've been here all this time.\I never left.\I heard that your mentor returned.\Did he ever blame you for making an elixir for the Ghost Tribe?\No.\Did your seniors ever pick on you for helping me with the elixir?\Not once.\Then I can set my mind at ease. response:	Farewell.
context: I never left.\I heard that your mentor returned.\Did he ever blame you for making an elixir for the Ghost Tribe?\No.\Did your seniors ever pick on you for helping me with the elixir?\Not once.\Then I can set my mind at ease.\Farewell. response:	Hold on!
context: I heard that your mentor returned.\Did he ever blame you for making an elixir for the Ghost Tribe?\No.\Did your seniors ever pick on you for helping me with the elixir?\Not once.\Then I can set my mind at ease.\Farewell.\Hold on! response:	This is, after all, Kunlun Mountain.
context: Did he ever blame you for making an elixir for the Ghost Tribe?\No.\Did your seniors ever pick on you for helping me with the elixir?\Not once.\Then I can set my mind at ease.\Farewell.\Hold on!\This is, after all, Kunlun Mountain. response:	Don't ever come here again.
context: No.\Did your seniors ever pick on you for helping me with the elixir?\Not once.\Then I can set my mind at ease.\Farewell.\Hold on!\This is, after all, Kunlun Mountain.\Don't ever come here again. response:	Don't come looking for me either.
context: Did your seniors ever pick on you for helping me with the elixir?\Not once.\Then I can set my mind at ease.\Farewell.\Hold on!\This is, after all, Kunlun Mountain.\Don't ever come here again.\Don't come looking for me either. response:	All right.
context: Not once.\Then I can set my mind at ease.\Farewell.\Hold on!\This is, after all, Kunlun Mountain.\Don't ever come here again.\Don't come looking for me either.\All right. response:	Farewell.
context: Then I can set my mind at ease.\Farewell.\Hold on!\This is, after all, Kunlun Mountain.\Don't ever come here again.\Don't come looking for me either.\All right.\Farewell. response:	Master has returned?
context: Farewell.\Hold on!\This is, after all, Kunlun Mountain.\Don't ever come here again.\Don't come looking for me either.\All right.\Farewell.\Master has returned? response:	Zi Lan just rushed back here to say that the Crown Prince is waking up?
context: Hold on!\This is, after all, Kunlun Mountain.\Don't ever come here again.\Don't come looking for me either.\All right.\Farewell.\Master has returned?\Zi Lan just rushed back here to say that the Crown Prince is waking up? response:	He is already awake.
context: This is, after all, Kunlun Mountain.\Don't ever come here again.\Don't come looking for me either.\All right.\Farewell.\Master has returned?\Zi Lan just rushed back here to say that the Crown Prince is waking up?\He is already awake. response:	That's wonderful!
context: Don't ever come here again.\Don't come looking for me either.\All right.\Farewell.\Master has returned?\Zi Lan just rushed back here to say that the Crown Prince is waking up?\He is already awake.\That's wonderful! response:	Seventeenth can finally be married!
context: Don't come looking for me either.\All right.\Farewell.\Master has returned?\Zi Lan just rushed back here to say that the Crown Prince is waking up?\He is already awake.\That's wonderful!\Seventeenth can finally be married! response:	Play it well.
context: All right.\Farewell.\Master has returned?\Zi Lan just rushed back here to say that the Crown Prince is waking up?\He is already awake.\That's wonderful!\Seventeenth can finally be married!\Play it well. response:	Your father already told me that you have to finish seven rounds of chess with me
context: Farewell.\Master has returned?\Zi Lan just rushed back here to say that the Crown Prince is waking up?\He is already awake.\That's wonderful!\Seventeenth can finally be married!\Play it well.\Your father already told me that you have to finish seven rounds of chess with me response:	before you can go looking for him.
context: Master has returned?\Zi Lan just rushed back here to say that the Crown Prince is waking up?\He is already awake.\That's wonderful!\Seventeenth can finally be married!\Play it well.\Your father already told me that you have to finish seven rounds of chess with me\before you can go looking for him. response:	How could I possibly defeat High God Zhe Yan?
context: Zi Lan just rushed back here to say that the Crown Prince is waking up?\He is already awake.\That's wonderful!\Seventeenth can finally be married!\Play it well.\Your father already told me that you have to finish seven rounds of chess with me\before you can go looking for him.\How could I possibly defeat High God Zhe Yan? response:	It's all right. I'll let you win.
context: He is already awake.\That's wonderful!\Seventeenth can finally be married!\Play it well.\Your father already told me that you have to finish seven rounds of chess with me\before you can go looking for him.\How could I possibly defeat High God Zhe Yan?\It's all right. I'll let you win. response:	Your father surely places... his wife before his son.
context: That's wonderful!\Seventeenth can finally be married!\Play it well.\Your father already told me that you have to finish seven rounds of chess with me\before you can go looking for him.\How could I possibly defeat High God Zhe Yan?\It's all right. I'll let you win.\Your father surely places... his wife before his son. response:	Let's not play chess anymore...
context: Seventeenth can finally be married!\Play it well.\Your father already told me that you have to finish seven rounds of chess with me\before you can go looking for him.\How could I possibly defeat High God Zhe Yan?\It's all right. I'll let you win.\Your father surely places... his wife before his son.\Let's not play chess anymore... response:	How about this?
context: Play it well.\Your father already told me that you have to finish seven rounds of chess with me\before you can go looking for him.\How could I possibly defeat High God Zhe Yan?\It's all right. I'll let you win.\Your father surely places... his wife before his son.\Let's not play chess anymore...\How about this? response:	I'll tell you stories about your mother when she was little
context: Your father already told me that you have to finish seven rounds of chess with me\before you can go looking for him.\How could I possibly defeat High God Zhe Yan?\It's all right. I'll let you win.\Your father surely places... his wife before his son.\Let's not play chess anymore...\How about this?\I'll tell you stories about your mother when she was little response:	or the tales of your parents' love-hate relationship?
context: before you can go looking for him.\How could I possibly defeat High God Zhe Yan?\It's all right. I'll let you win.\Your father surely places... his wife before his son.\Let's not play chess anymore...\How about this?\I'll tell you stories about your mother when she was little\or the tales of your parents' love-hate relationship? response:	When did my parents ever have a love-hate relationship?
