context: A fireworks festival. response:	Going out with friends!
context: Nothing, never mind.\Hishiro-san, look!\Kaizaki-san...\That face is really creepy.\Huh?\That was so much fun! Oga-kun, thank you!\No, thank you.\See ya! response:	Okay, I'll walk Onoya-san home!
context: Hishiro-san, look!\Kaizaki-san...\That face is really creepy.\Huh?\That was so much fun! Oga-kun, thank you!\No, thank you.\See ya!\Okay, I'll walk Onoya-san home! response:	Take care of Hishiro-san, Arata!
context: Kaizaki-san...\That face is really creepy.\Huh?\That was so much fun! Oga-kun, thank you!\No, thank you.\See ya!\Okay, I'll walk Onoya-san home!\Take care of Hishiro-san, Arata! response:	You live in the same direction, right?
context: That face is really creepy.\Huh?\That was so much fun! Oga-kun, thank you!\No, thank you.\See ya!\Okay, I'll walk Onoya-san home!\Take care of Hishiro-san, Arata!\You live in the same direction, right? response:	That's true. Kaizaki-san, do you mind?
context: Huh?\That was so much fun! Oga-kun, thank you!\No, thank you.\See ya!\Okay, I'll walk Onoya-san home!\Take care of Hishiro-san, Arata!\You live in the same direction, right?\That's true. Kaizaki-san, do you mind? response:	Okay.
context: That was so much fun! Oga-kun, thank you!\No, thank you.\See ya!\Okay, I'll walk Onoya-san home!\Take care of Hishiro-san, Arata!\You live in the same direction, right?\That's true. Kaizaki-san, do you mind?\Okay. response:	Kazu-kun, look after Kariu-san.
context: No, thank you.\See ya!\Okay, I'll walk Onoya-san home!\Take care of Hishiro-san, Arata!\You live in the same direction, right?\That's true. Kaizaki-san, do you mind?\Okay.\Kazu-kun, look after Kariu-san. response:	Y-Yeah.
context: See ya!\Okay, I'll walk Onoya-san home!\Take care of Hishiro-san, Arata!\You live in the same direction, right?\That's true. Kaizaki-san, do you mind?\Okay.\Kazu-kun, look after Kariu-san.\Y-Yeah. response:	You don't like me being with Hishiro-san.
context: Okay, I'll walk Onoya-san home!\Take care of Hishiro-san, Arata!\You live in the same direction, right?\That's true. Kaizaki-san, do you mind?\Okay.\Kazu-kun, look after Kariu-san.\Y-Yeah.\You don't like me being with Hishiro-san. response:	That's not true.
context: Take care of Hishiro-san, Arata!\You live in the same direction, right?\That's true. Kaizaki-san, do you mind?\Okay.\Kazu-kun, look after Kariu-san.\Y-Yeah.\You don't like me being with Hishiro-san.\That's not true. response:	I just never see them together.
context: You live in the same direction, right?\That's true. Kaizaki-san, do you mind?\Okay.\Kazu-kun, look after Kariu-san.\Y-Yeah.\You don't like me being with Hishiro-san.\That's not true.\I just never see them together. response:	It was surprising, that's all.
context: That's true. Kaizaki-san, do you mind?\Okay.\Kazu-kun, look after Kariu-san.\Y-Yeah.\You don't like me being with Hishiro-san.\That's not true.\I just never see them together.\It was surprising, that's all. response:	H-Hishiro-san?!
context: Okay.\Kazu-kun, look after Kariu-san.\Y-Yeah.\You don't like me being with Hishiro-san.\That's not true.\I just never see them together.\It was surprising, that's all.\H-Hishiro-san?! response:	You okay?
context: Kazu-kun, look after Kariu-san.\Y-Yeah.\You don't like me being with Hishiro-san.\That's not true.\I just never see them together.\It was surprising, that's all.\H-Hishiro-san?!\You okay? response:	Y-Yes. Sorry.
context: Y-Yeah.\You don't like me being with Hishiro-san.\That's not true.\I just never see them together.\It was surprising, that's all.\H-Hishiro-san?!\You okay?\Y-Yes. Sorry. response:	The crowd got to me again.
context: You don't like me being with Hishiro-san.\That's not true.\I just never see them together.\It was surprising, that's all.\H-Hishiro-san?!\You okay?\Y-Yes. Sorry.\The crowd got to me again. response:	Let's rest here a while.
context: That's not true.\I just never see them together.\It was surprising, that's all.\H-Hishiro-san?!\You okay?\Y-Yes. Sorry.\The crowd got to me again.\Let's rest here a while. response:	Okay.
context: I just never see them together.\It was surprising, that's all.\H-Hishiro-san?!\You okay?\Y-Yes. Sorry.\The crowd got to me again.\Let's rest here a while.\Okay. response:	I'm really glad for Kariu-san.
context: It was surprising, that's all.\H-Hishiro-san?!\You okay?\Y-Yes. Sorry.\The crowd got to me again.\Let's rest here a while.\Okay.\I'm really glad for Kariu-san. response:	And Kazu-kun.
context: H-Hishiro-san?!\You okay?\Y-Yes. Sorry.\The crowd got to me again.\Let's rest here a while.\Okay.\I'm really glad for Kariu-san.\And Kazu-kun. response:	Yeah.
context: You okay?\Y-Yes. Sorry.\The crowd got to me again.\Let's rest here a while.\Okay.\I'm really glad for Kariu-san.\And Kazu-kun.\Yeah. response:	The truth is, Kariu-san was also going to ask Kazu-kun out today.
context: Y-Yes. Sorry.\The crowd got to me again.\Let's rest here a while.\Okay.\I'm really glad for Kariu-san.\And Kazu-kun.\Yeah.\The truth is, Kariu-san was also going to ask Kazu-kun out today. response:	Because Kazu-kun might be going to a different college.
context: The crowd got to me again.\Let's rest here a while.\Okay.\I'm really glad for Kariu-san.\And Kazu-kun.\Yeah.\The truth is, Kariu-san was also going to ask Kazu-kun out today.\Because Kazu-kun might be going to a different college. response:	She said if that happened, she'd regret not saying anything.
context: Let's rest here a while.\Okay.\I'm really glad for Kariu-san.\And Kazu-kun.\Yeah.\The truth is, Kariu-san was also going to ask Kazu-kun out today.\Because Kazu-kun might be going to a different college.\She said if that happened, she'd regret not saying anything. response:	Oh, wow. Kariu, too.
context: Okay.\I'm really glad for Kariu-san.\And Kazu-kun.\Yeah.\The truth is, Kariu-san was also going to ask Kazu-kun out today.\Because Kazu-kun might be going to a different college.\She said if that happened, she'd regret not saying anything.\Oh, wow. Kariu, too. response:	When I heard that,
context: I'm really glad for Kariu-san.\And Kazu-kun.\Yeah.\The truth is, Kariu-san was also going to ask Kazu-kun out today.\Because Kazu-kun might be going to a different college.\She said if that happened, she'd regret not saying anything.\Oh, wow. Kariu, too.\When I heard that, response:	I thought that falling in love when you knew you'd have to part
context: And Kazu-kun.\Yeah.\The truth is, Kariu-san was also going to ask Kazu-kun out today.\Because Kazu-kun might be going to a different college.\She said if that happened, she'd regret not saying anything.\Oh, wow. Kariu, too.\When I heard that,\I thought that falling in love when you knew you'd have to part response:	seemed pointless.
context: Yeah.\The truth is, Kariu-san was also going to ask Kazu-kun out today.\Because Kazu-kun might be going to a different college.\She said if that happened, she'd regret not saying anything.\Oh, wow. Kariu, too.\When I heard that,\I thought that falling in love when you knew you'd have to part\seemed pointless. response:	But when I saw them together, I was happy for them from the bottom of my heart.
context: The truth is, Kariu-san was also going to ask Kazu-kun out today.\Because Kazu-kun might be going to a different college.\She said if that happened, she'd regret not saying anything.\Oh, wow. Kariu, too.\When I heard that,\I thought that falling in love when you knew you'd have to part\seemed pointless.\But when I saw them together, I was happy for them from the bottom of my heart. response:	Maybe worrying about future partings so much
context: Because Kazu-kun might be going to a different college.\She said if that happened, she'd regret not saying anything.\Oh, wow. Kariu, too.\When I heard that,\I thought that falling in love when you knew you'd have to part\seemed pointless.\But when I saw them together, I was happy for them from the bottom of my heart.\Maybe worrying about future partings so much response:	that you miss out on happiness in the present is a waste.
context: She said if that happened, she'd regret not saying anything.\Oh, wow. Kariu, too.\When I heard that,\I thought that falling in love when you knew you'd have to part\seemed pointless.\But when I saw them together, I was happy for them from the bottom of my heart.\Maybe worrying about future partings so much\that you miss out on happiness in the present is a waste. response:	Everyone you dealt with will forget about you.
context: Oh, wow. Kariu, too.\When I heard that,\I thought that falling in love when you knew you'd have to part\seemed pointless.\But when I saw them together, I was happy for them from the bottom of my heart.\Maybe worrying about future partings so much\that you miss out on happiness in the present is a waste.\Everyone you dealt with will forget about you. response:	Maybe so.
context: When I heard that,\I thought that falling in love when you knew you'd have to part\seemed pointless.\But when I saw them together, I was happy for them from the bottom of my heart.\Maybe worrying about future partings so much\that you miss out on happiness in the present is a waste.\Everyone you dealt with will forget about you.\Maybe so. response:	Someday, we'll part. Maybe be forgotten.
context: I thought that falling in love when you knew you'd have to part\seemed pointless.\But when I saw them together, I was happy for them from the bottom of my heart.\Maybe worrying about future partings so much\that you miss out on happiness in the present is a waste.\Everyone you dealt with will forget about you.\Maybe so.\Someday, we'll part. Maybe be forgotten. response:	But we're living in the moment.
context: seemed pointless.\But when I saw them together, I was happy for them from the bottom of my heart.\Maybe worrying about future partings so much\that you miss out on happiness in the present is a waste.\Everyone you dealt with will forget about you.\Maybe so.\Someday, we'll part. Maybe be forgotten.\But we're living in the moment. response:	So...
context: But when I saw them together, I was happy for them from the bottom of my heart.\Maybe worrying about future partings so much\that you miss out on happiness in the present is a waste.\Everyone you dealt with will forget about you.\Maybe so.\Someday, we'll part. Maybe be forgotten.\But we're living in the moment.\So... response:	Hishiro-san, make lots of friends,
context: Maybe worrying about future partings so much\that you miss out on happiness in the present is a waste.\Everyone you dealt with will forget about you.\Maybe so.\Someday, we'll part. Maybe be forgotten.\But we're living in the moment.\So...\Hishiro-san, make lots of friends, response:	fall madly in love,
context: that you miss out on happiness in the present is a waste.\Everyone you dealt with will forget about you.\Maybe so.\Someday, we'll part. Maybe be forgotten.\But we're living in the moment.\So...\Hishiro-san, make lots of friends,\fall madly in love, response:	and enjoy every moment to the fullest.
context: Everyone you dealt with will forget about you.\Maybe so.\Someday, we'll part. Maybe be forgotten.\But we're living in the moment.\So...\Hishiro-san, make lots of friends,\fall madly in love,\and enjoy every moment to the fullest. response:	Yes. I'll try.
context: Maybe so.\Someday, we'll part. Maybe be forgotten.\But we're living in the moment.\So...\Hishiro-san, make lots of friends,\fall madly in love,\and enjoy every moment to the fullest.\Yes. I'll try. response:	All I can do is cheer her on.
context: Someday, we'll part. Maybe be forgotten.\But we're living in the moment.\So...\Hishiro-san, make lots of friends,\fall madly in love,\and enjoy every moment to the fullest.\Yes. I'll try.\All I can do is cheer her on. response:	She'll forget all about me.
context: But we're living in the moment.\So...\Hishiro-san, make lots of friends,\fall madly in love,\and enjoy every moment to the fullest.\Yes. I'll try.\All I can do is cheer her on.\She'll forget all about me. response:	If all her memories are about me,
context: So...\Hishiro-san, make lots of friends,\fall madly in love,\and enjoy every moment to the fullest.\Yes. I'll try.\All I can do is cheer her on.\She'll forget all about me.\If all her memories are about me, response:	then she'll have no memories of this year left.
context: Hishiro-san, make lots of friends,\fall madly in love,\and enjoy every moment to the fullest.\Yes. I'll try.\All I can do is cheer her on.\She'll forget all about me.\If all her memories are about me,\then she'll have no memories of this year left. response:	I'll vanish one day.
context: fall madly in love,\and enjoy every moment to the fullest.\Yes. I'll try.\All I can do is cheer her on.\She'll forget all about me.\If all her memories are about me,\then she'll have no memories of this year left.\I'll vanish one day. response:	I can't rob her of the life she's fighting so hard to have.
context: and enjoy every moment to the fullest.\Yes. I'll try.\All I can do is cheer her on.\She'll forget all about me.\If all her memories are about me,\then she'll have no memories of this year left.\I'll vanish one day.\I can't rob her of the life she's fighting so hard to have. response:	I was just wondering if there's anyone you like.
context: Yes. I'll try.\All I can do is cheer her on.\She'll forget all about me.\If all her memories are about me,\then she'll have no memories of this year left.\I'll vanish one day.\I can't rob her of the life she's fighting so hard to have.\I was just wondering if there's anyone you like. response:	Someone you're always with.
context: All I can do is cheer her on.\She'll forget all about me.\If all her memories are about me,\then she'll have no memories of this year left.\I'll vanish one day.\I can't rob her of the life she's fighting so hard to have.\I was just wondering if there's anyone you like.\Someone you're always with. response:	You don't want anyone taking her away.
context: She'll forget all about me.\If all her memories are about me,\then she'll have no memories of this year left.\I'll vanish one day.\I can't rob her of the life she's fighting so hard to have.\I was just wondering if there's anyone you like.\Someone you're always with.\You don't want anyone taking her away. response:	You wanna hold hands.
context: If all her memories are about me,\then she'll have no memories of this year left.\I'll vanish one day.\I can't rob her of the life she's fighting so hard to have.\I was just wondering if there's anyone you like.\Someone you're always with.\You don't want anyone taking her away.\You wanna hold hands. response:	You wanna kiss her.
context: then she'll have no memories of this year left.\I'll vanish one day.\I can't rob her of the life she's fighting so hard to have.\I was just wondering if there's anyone you like.\Someone you're always with.\You don't want anyone taking her away.\You wanna hold hands.\You wanna kiss her. response:	Kaizaki-san?
context: I'll vanish one day.\I can't rob her of the life she's fighting so hard to have.\I was just wondering if there's anyone you like.\Someone you're always with.\You don't want anyone taking her away.\You wanna hold hands.\You wanna kiss her.\Kaizaki-san? response:	That's not it.
context: I can't rob her of the life she's fighting so hard to have.\I was just wondering if there's anyone you like.\Someone you're always with.\You don't want anyone taking her away.\You wanna hold hands.\You wanna kiss her.\Kaizaki-san?\That's not it. response:	You just find it cute that a high schooler's awkwardly but earnestly trying to change, right?
context: I was just wondering if there's anyone you like.\Someone you're always with.\You don't want anyone taking her away.\You wanna hold hands.\You wanna kiss her.\Kaizaki-san?\That's not it.\You just find it cute that a high schooler's awkwardly but earnestly trying to change, right? response:	Like watching a kid sister grow up?
context: Someone you're always with.\You don't want anyone taking her away.\You wanna hold hands.\You wanna kiss her.\Kaizaki-san?\That's not it.\You just find it cute that a high schooler's awkwardly but earnestly trying to change, right?\Like watching a kid sister grow up? response:	Kaizaki-san?
context: You don't want anyone taking her away.\You wanna hold hands.\You wanna kiss her.\Kaizaki-san?\That's not it.\You just find it cute that a high schooler's awkwardly but earnestly trying to change, right?\Like watching a kid sister grow up?\Kaizaki-san? response:	Come to your senses!
context: You wanna hold hands.\You wanna kiss her.\Kaizaki-san?\That's not it.\You just find it cute that a high schooler's awkwardly but earnestly trying to change, right?\Like watching a kid sister grow up?\Kaizaki-san?\Come to your senses! response:	Get it together!
context: You wanna kiss her.\Kaizaki-san?\That's not it.\You just find it cute that a high schooler's awkwardly but earnestly trying to change, right?\Like watching a kid sister grow up?\Kaizaki-san?\Come to your senses!\Get it together! response:	Hishiro-san's life will go on,
context: Kaizaki-san?\That's not it.\You just find it cute that a high schooler's awkwardly but earnestly trying to change, right?\Like watching a kid sister grow up?\Kaizaki-san?\Come to your senses!\Get it together!\Hishiro-san's life will go on, response:	and I...
context: That's not it.\You just find it cute that a high schooler's awkwardly but earnestly trying to change, right?\Like watching a kid sister grow up?\Kaizaki-san?\Come to your senses!\Get it together!\Hishiro-san's life will go on,\and I... response:	Let's go!
context: You just find it cute that a high schooler's awkwardly but earnestly trying to change, right?\Like watching a kid sister grow up?\Kaizaki-san?\Come to your senses!\Get it together!\Hishiro-san's life will go on,\and I...\Let's go! response:	Okay.
context: Like watching a kid sister grow up?\Kaizaki-san?\Come to your senses!\Get it together!\Hishiro-san's life will go on,\and I...\Let's go!\Okay. response:	Sorry.
context: Kaizaki-san?\Come to your senses!\Get it together!\Hishiro-san's life will go on,\and I...\Let's go!\Okay.\Sorry. response:	I thought I'd recovered.
context: Come to your senses!\Get it together!\Hishiro-san's life will go on,\and I...\Let's go!\Okay.\Sorry.\I thought I'd recovered. response:	I didn't imagine I'd trip.
context: Get it together!\Hishiro-san's life will go on,\and I...\Let's go!\Okay.\Sorry.\I thought I'd recovered.\I didn't imagine I'd trip. response:	Thank goodness.
context: Hishiro-san's life will go on,\and I...\Let's go!\Okay.\Sorry.\I thought I'd recovered.\I didn't imagine I'd trip.\Thank goodness. response:	I'm glad I caught you.
context: and I...\Let's go!\Okay.\Sorry.\I thought I'd recovered.\I didn't imagine I'd trip.\Thank goodness.\I'm glad I caught you. response:	You okay? Not gonna trip again?
context: Let's go!\Okay.\Sorry.\I thought I'd recovered.\I didn't imagine I'd trip.\Thank goodness.\I'm glad I caught you.\You okay? Not gonna trip again? response:	I'm fine.
context: Okay.\Sorry.\I thought I'd recovered.\I didn't imagine I'd trip.\Thank goodness.\I'm glad I caught you.\You okay? Not gonna trip again?\I'm fine. response:	You sure?
context: Sorry.\I thought I'd recovered.\I didn't imagine I'd trip.\Thank goodness.\I'm glad I caught you.\You okay? Not gonna trip again?\I'm fine.\You sure? response:	If you're that worried,
context: I thought I'd recovered.\I didn't imagine I'd trip.\Thank goodness.\I'm glad I caught you.\You okay? Not gonna trip again?\I'm fine.\You sure?\If you're that worried, response:	then let me take your arm.
context: I didn't imagine I'd trip.\Thank goodness.\I'm glad I caught you.\You okay? Not gonna trip again?\I'm fine.\You sure?\If you're that worried,\then let me take your arm. response:	Ryo offered me his.
context: Thank goodness.\I'm glad I caught you.\You okay? Not gonna trip again?\I'm fine.\You sure?\If you're that worried,\then let me take your arm.\Ryo offered me his. response:	Go ahead!
context: I'm glad I caught you.\You okay? Not gonna trip again?\I'm fine.\You sure?\If you're that worried,\then let me take your arm.\Ryo offered me his.\Go ahead! response:	Thank you.
context: You okay? Not gonna trip again?\I'm fine.\You sure?\If you're that worried,\then let me take your arm.\Ryo offered me his.\Go ahead!\Thank you. response:	Someday we'll have to part.
context: I'm fine.\You sure?\If you're that worried,\then let me take your arm.\Ryo offered me his.\Go ahead!\Thank you.\Someday we'll have to part. response:	And I'll be forgotten.
context: You sure?\If you're that worried,\then let me take your arm.\Ryo offered me his.\Go ahead!\Thank you.\Someday we'll have to part.\And I'll be forgotten. response:	But...
context: If you're that worried,\then let me take your arm.\Ryo offered me his.\Go ahead!\Thank you.\Someday we'll have to part.\And I'll be forgotten.\But... response:	I won't ever forget you.
context: then let me take your arm.\Ryo offered me his.\Go ahead!\Thank you.\Someday we'll have to part.\And I'll be forgotten.\But...\I won't ever forget you. response:	Yes. I won't forget you, either.
context: Ryo offered me his.\Go ahead!\Thank you.\Someday we'll have to part.\And I'll be forgotten.\But...\I won't ever forget you.\Yes. I won't forget you, either. response:	Kaizaki-san, you suck!
context: Go ahead!\Thank you.\Someday we'll have to part.\And I'll be forgotten.\But...\I won't ever forget you.\Yes. I won't forget you, either.\Kaizaki-san, you suck! response:	Even though Senpai showed you how to link arms!
context: Thank you.\Someday we'll have to part.\And I'll be forgotten.\But...\I won't ever forget you.\Yes. I won't forget you, either.\Kaizaki-san, you suck!\Even though Senpai showed you how to link arms! response:	Wait, that was your idea, though.
context: Someday we'll have to part.\And I'll be forgotten.\But...\I won't ever forget you.\Yes. I won't forget you, either.\Kaizaki-san, you suck!\Even though Senpai showed you how to link arms!\Wait, that was your idea, though. response:	ReLIFE Experiment Report
context: And I'll be forgotten.\But...\I won't ever forget you.\Yes. I won't forget you, either.\Kaizaki-san, you suck!\Even though Senpai showed you how to link arms!\Wait, that was your idea, though.\ReLIFE Experiment Report response:	Anyway, I've got a good report to write today.
context: But...\I won't ever forget you.\Yes. I won't forget you, either.\Kaizaki-san, you suck!\Even though Senpai showed you how to link arms!\Wait, that was your idea, though.\ReLIFE Experiment Report\Anyway, I've got a good report to write today. response:	I knew it!
context: I won't ever forget you.\Yes. I won't forget you, either.\Kaizaki-san, you suck!\Even though Senpai showed you how to link arms!\Wait, that was your idea, though.\ReLIFE Experiment Report\Anyway, I've got a good report to write today.\I knew it! response:	Kaizaki-san's the man I thought he was!
context: Yes. I won't forget you, either.\Kaizaki-san, you suck!\Even though Senpai showed you how to link arms!\Wait, that was your idea, though.\ReLIFE Experiment Report\Anyway, I've got a good report to write today.\I knew it!\Kaizaki-san's the man I thought he was! response:	Yep. He managed to get Kariu-san and Oga-kun together.
context: Kaizaki-san, you suck!\Even though Senpai showed you how to link arms!\Wait, that was your idea, though.\ReLIFE Experiment Report\Anyway, I've got a good report to write today.\I knew it!\Kaizaki-san's the man I thought he was!\Yep. He managed to get Kariu-san and Oga-kun together. response:	Well, yeah, but he also...
context: Even though Senpai showed you how to link arms!\Wait, that was your idea, though.\ReLIFE Experiment Report\Anyway, I've got a good report to write today.\I knew it!\Kaizaki-san's the man I thought he was!\Yep. He managed to get Kariu-san and Oga-kun together.\Well, yeah, but he also... response:	Never mind.
context: Wait, that was your idea, though.\ReLIFE Experiment Report\Anyway, I've got a good report to write today.\I knew it!\Kaizaki-san's the man I thought he was!\Yep. He managed to get Kariu-san and Oga-kun together.\Well, yeah, but he also...\Never mind. response:	If she's with Kaizaki-san, Hishiro-san, too...
context: ReLIFE Experiment Report\Anyway, I've got a good report to write today.\I knew it!\Kaizaki-san's the man I thought he was!\Yep. He managed to get Kariu-san and Oga-kun together.\Well, yeah, but he also...\Never mind.\If she's with Kaizaki-san, Hishiro-san, too... response:	Well, that's up to you. Since you'll be taking over as her support next term!
context: Anyway, I've got a good report to write today.\I knew it!\Kaizaki-san's the man I thought he was!\Yep. He managed to get Kariu-san and Oga-kun together.\Well, yeah, but he also...\Never mind.\If she's with Kaizaki-san, Hishiro-san, too...\Well, that's up to you. Since you'll be taking over as her support next term! response:	Right! I'll do my best!
context: I knew it!\Kaizaki-san's the man I thought he was!\Yep. He managed to get Kariu-san and Oga-kun together.\Well, yeah, but he also...\Never mind.\If she's with Kaizaki-san, Hishiro-san, too...\Well, that's up to you. Since you'll be taking over as her support next term!\Right! I'll do my best! response:	Kaizaki Arata causes change in those around him.
context: Kaizaki-san's the man I thought he was!\Yep. He managed to get Kariu-san and Oga-kun together.\Well, yeah, but he also...\Never mind.\If she's with Kaizaki-san, Hishiro-san, too...\Well, that's up to you. Since you'll be taking over as her support next term!\Right! I'll do my best!\Kaizaki Arata causes change in those around him. response:	This is a direct result of his own actions,
context: Yep. He managed to get Kariu-san and Oga-kun together.\Well, yeah, but he also...\Never mind.\If she's with Kaizaki-san, Hishiro-san, too...\Well, that's up to you. Since you'll be taking over as her support next term!\Right! I'll do my best!\Kaizaki Arata causes change in those around him.\This is a direct result of his own actions, response:	his drive to get involved with the people near him.
context: Well, yeah, but he also...\Never mind.\If she's with Kaizaki-san, Hishiro-san, too...\Well, that's up to you. Since you'll be taking over as her support next term!\Right! I'll do my best!\Kaizaki Arata causes change in those around him.\This is a direct result of his own actions,\his drive to get involved with the people near him. response:	That, more than anything, proves his ReLIFE is going well.
context: Never mind.\If she's with Kaizaki-san, Hishiro-san, too...\Well, that's up to you. Since you'll be taking over as her support next term!\Right! I'll do my best!\Kaizaki Arata causes change in those around him.\This is a direct result of his own actions,\his drive to get involved with the people near him.\That, more than anything, proves his ReLIFE is going well. response:	Hishiro-san, what's that?
context: If she's with Kaizaki-san, Hishiro-san, too...\Well, that's up to you. Since you'll be taking over as her support next term!\Right! I'll do my best!\Kaizaki Arata causes change in those around him.\This is a direct result of his own actions,\his drive to get involved with the people near him.\That, more than anything, proves his ReLIFE is going well.\Hishiro-san, what's that? response:	I used the camera for the first time.
context: Well, that's up to you. Since you'll be taking over as her support next term!\Right! I'll do my best!\Kaizaki Arata causes change in those around him.\This is a direct result of his own actions,\his drive to get involved with the people near him.\That, more than anything, proves his ReLIFE is going well.\Hishiro-san, what's that?\I used the camera for the first time. response:	It came out blurry.
context: Right! I'll do my best!\Kaizaki Arata causes change in those around him.\This is a direct result of his own actions,\his drive to get involved with the people near him.\That, more than anything, proves his ReLIFE is going well.\Hishiro-san, what's that?\I used the camera for the first time.\It came out blurry. response:	When did you take that?
context: Kaizaki Arata causes change in those around him.\This is a direct result of his own actions,\his drive to get involved with the people near him.\That, more than anything, proves his ReLIFE is going well.\Hishiro-san, what's that?\I used the camera for the first time.\It came out blurry.\When did you take that? response:	Fireworks may vanish, but memories remain.
context: This is a direct result of his own actions,\his drive to get involved with the people near him.\That, more than anything, proves his ReLIFE is going well.\Hishiro-san, what's that?\I used the camera for the first time.\It came out blurry.\When did you take that?\Fireworks may vanish, but memories remain. response:	Arata! Save me!
context: his drive to get involved with the people near him.\That, more than anything, proves his ReLIFE is going well.\Hishiro-san, what's that?\I used the camera for the first time.\It came out blurry.\When did you take that?\Fireworks may vanish, but memories remain.\Arata! Save me! response:	Save me?
context: That, more than anything, proves his ReLIFE is going well.\Hishiro-san, what's that?\I used the camera for the first time.\It came out blurry.\When did you take that?\Fireworks may vanish, but memories remain.\Arata! Save me!\Save me? response:	What am I, some sort of demon?!
context: Hishiro-san, what's that?\I used the camera for the first time.\It came out blurry.\When did you take that?\Fireworks may vanish, but memories remain.\Arata! Save me!\Save me?\What am I, some sort of demon?! response:	Ah, Hishiro! I won't lose this time!
context: I used the camera for the first time.\It came out blurry.\When did you take that?\Fireworks may vanish, but memories remain.\Arata! Save me!\Save me?\What am I, some sort of demon?!\Ah, Hishiro! I won't lose this time! response:	Kaizaki-san... you're quite popular.
context: It came out blurry.\When did you take that?\Fireworks may vanish, but memories remain.\Arata! Save me!\Save me?\What am I, some sort of demon?!\Ah, Hishiro! I won't lose this time!\Kaizaki-san... you're quite popular. response:	What?! Is that what this looks like?!
context: When did you take that?\Fireworks may vanish, but memories remain.\Arata! Save me!\Save me?\What am I, some sort of demon?!\Ah, Hishiro! I won't lose this time!\Kaizaki-san... you're quite popular.\What?! Is that what this looks like?! response:	A one-year, limited edition of youth.
context: Fireworks may vanish, but memories remain.\Arata! Save me!\Save me?\What am I, some sort of demon?!\Ah, Hishiro! I won't lose this time!\Kaizaki-san... you're quite popular.\What?! Is that what this looks like?!\A one-year, limited edition of youth. response:	I may be an illusion that'll be forgotten...
