context: Maou... response:	Chiho, I
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Part A
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Part A response:	The Overlord
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Part A\The Overlord response:	The Overlord
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Part A\The Overlord\The Overlord response:	and
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Part A\The Overlord\The Overlord\and response:	and
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Part A\The Overlord\The Overlord\and\and response:	The Hero
context: Overlord at Work!\Overlord at Work!\Part A\The Overlord\The Overlord\and\and\The Hero response:	The Hero
context: Overlord at Work!\Part A\The Overlord\The Overlord\and\and\The Hero\The Hero response:	Do a Proper Job
context: Part A\The Overlord\The Overlord\and\and\The Hero\The Hero\Do a Proper Job response:	Do a Proper Job
context: The Overlord\The Overlord\and\and\The Hero\The Hero\Do a Proper Job\Do a Proper Job response:	at Work
context: The Overlord\and\and\The Hero\The Hero\Do a Proper Job\Do a Proper Job\at Work response:	at Work
context: and\and\The Hero\The Hero\Do a Proper Job\Do a Proper Job\at Work\at Work response:	Certainly! Thank you very much.
context: and\The Hero\The Hero\Do a Proper Job\Do a Proper Job\at Work\at Work\Certainly! Thank you very much. response:	You just spoke with Yusa.
context: The Hero\The Hero\Do a Proper Job\Do a Proper Job\at Work\at Work\Certainly! Thank you very much.\You just spoke with Yusa. response:	What's going on?
context: The Hero\Do a Proper Job\Do a Proper Job\at Work\at Work\Certainly! Thank you very much.\You just spoke with Yusa.\What's going on? response:	This...
context: Do a Proper Job\Do a Proper Job\at Work\at Work\Certainly! Thank you very much.\You just spoke with Yusa.\What's going on?\This... response:	Finally, I have conquered Hatagaya!
context: Do a Proper Job\at Work\at Work\Certainly! Thank you very much.\You just spoke with Yusa.\What's going on?\This...\Finally, I have conquered Hatagaya! response:	Next up, Greenland!
context: at Work\at Work\Certainly! Thank you very much.\You just spoke with Yusa.\What's going on?\This...\Finally, I have conquered Hatagaya!\Next up, Greenland! response:	What?
context: at Work\Certainly! Thank you very much.\You just spoke with Yusa.\What's going on?\This...\Finally, I have conquered Hatagaya!\Next up, Greenland!\What? response:	What an awful dream.
context: Certainly! Thank you very much.\You just spoke with Yusa.\What's going on?\This...\Finally, I have conquered Hatagaya!\Next up, Greenland!\What?\What an awful dream. response:	MgR turning into the Castle Overlord is a bit too far-fetched, I guess,
context: You just spoke with Yusa.\What's going on?\This...\Finally, I have conquered Hatagaya!\Next up, Greenland!\What?\What an awful dream.\MgR turning into the Castle Overlord is a bit too far-fetched, I guess, response:	but I can't relax just yet.
context: What's going on?\This...\Finally, I have conquered Hatagaya!\Next up, Greenland!\What?\What an awful dream.\MgR turning into the Castle Overlord is a bit too far-fetched, I guess,\but I can't relax just yet. response:	Oh? You seem to be in high spirits, Emi.
context: This...\Finally, I have conquered Hatagaya!\Next up, Greenland!\What?\What an awful dream.\MgR turning into the Castle Overlord is a bit too far-fetched, I guess,\but I can't relax just yet.\Oh? You seem to be in high spirits, Emi. response:	I-I guess...
context: Finally, I have conquered Hatagaya!\Next up, Greenland!\What?\What an awful dream.\MgR turning into the Castle Overlord is a bit too far-fetched, I guess,\but I can't relax just yet.\Oh? You seem to be in high spirits, Emi.\I-I guess... response:	How about we get some dinner?
context: Next up, Greenland!\What?\What an awful dream.\MgR turning into the Castle Overlord is a bit too far-fetched, I guess,\but I can't relax just yet.\Oh? You seem to be in high spirits, Emi.\I-I guess...\How about we get some dinner? response:	Sorry, not tonight.
context: What?\What an awful dream.\MgR turning into the Castle Overlord is a bit too far-fetched, I guess,\but I can't relax just yet.\Oh? You seem to be in high spirits, Emi.\I-I guess...\How about we get some dinner?\Sorry, not tonight. response:	What, you're gonna go see how Maou's doing again?
context: What an awful dream.\MgR turning into the Castle Overlord is a bit too far-fetched, I guess,\but I can't relax just yet.\Oh? You seem to be in high spirits, Emi.\I-I guess...\How about we get some dinner?\Sorry, not tonight.\What, you're gonna go see how Maou's doing again? response:	I'm not sure if I should call it that or keeping an eye on him...
context: MgR turning into the Castle Overlord is a bit too far-fetched, I guess,\but I can't relax just yet.\Oh? You seem to be in high spirits, Emi.\I-I guess...\How about we get some dinner?\Sorry, not tonight.\What, you're gonna go see how Maou's doing again?\I'm not sure if I should call it that or keeping an eye on him... response:	Don't you think it's high time the two of you stopped with that kinda stuff?
context: but I can't relax just yet.\Oh? You seem to be in high spirits, Emi.\I-I guess...\How about we get some dinner?\Sorry, not tonight.\What, you're gonna go see how Maou's doing again?\I'm not sure if I should call it that or keeping an eye on him...\Don't you think it's high time the two of you stopped with that kinda stuff? response:	Not a chance.
context: Oh? You seem to be in high spirits, Emi.\I-I guess...\How about we get some dinner?\Sorry, not tonight.\What, you're gonna go see how Maou's doing again?\I'm not sure if I should call it that or keeping an eye on him...\Don't you think it's high time the two of you stopped with that kinda stuff?\Not a chance. response:	Huh?
context: I-I guess...\How about we get some dinner?\Sorry, not tonight.\What, you're gonna go see how Maou's doing again?\I'm not sure if I should call it that or keeping an eye on him...\Don't you think it's high time the two of you stopped with that kinda stuff?\Not a chance.\Huh? response:	It's kinda complicated!
context: How about we get some dinner?\Sorry, not tonight.\What, you're gonna go see how Maou's doing again?\I'm not sure if I should call it that or keeping an eye on him...\Don't you think it's high time the two of you stopped with that kinda stuff?\Not a chance.\Huh?\It's kinda complicated! response:	I had my village destroyed and my father killed.
context: Sorry, not tonight.\What, you're gonna go see how Maou's doing again?\I'm not sure if I should call it that or keeping an eye on him...\Don't you think it's high time the two of you stopped with that kinda stuff?\Not a chance.\Huh?\It's kinda complicated!\I had my village destroyed and my father killed. response:	There's no way I could ever forgive him.
context: What, you're gonna go see how Maou's doing again?\I'm not sure if I should call it that or keeping an eye on him...\Don't you think it's high time the two of you stopped with that kinda stuff?\Not a chance.\Huh?\It's kinda complicated!\I had my village destroyed and my father killed.\There's no way I could ever forgive him. response:	But still...
context: I'm not sure if I should call it that or keeping an eye on him...\Don't you think it's high time the two of you stopped with that kinda stuff?\Not a chance.\Huh?\It's kinda complicated!\I had my village destroyed and my father killed.\There's no way I could ever forgive him.\But still... response:	Anyway, I'm the hero, and he's the overlord!
context: Don't you think it's high time the two of you stopped with that kinda stuff?\Not a chance.\Huh?\It's kinda complicated!\I had my village destroyed and my father killed.\There's no way I could ever forgive him.\But still...\Anyway, I'm the hero, and he's the overlord! response:	Who knows when he'll bare his fangs again like he did in my dream?
context: Not a chance.\Huh?\It's kinda complicated!\I had my village destroyed and my father killed.\There's no way I could ever forgive him.\But still...\Anyway, I'm the hero, and he's the overlord!\Who knows when he'll bare his fangs again like he did in my dream? response:	Maou
context: Huh?\It's kinda complicated!\I had my village destroyed and my father killed.\There's no way I could ever forgive him.\But still...\Anyway, I'm the hero, and he's the overlord!\Who knows when he'll bare his fangs again like he did in my dream?\Maou response:	S adao
context: It's kinda complicated!\I had my village destroyed and my father killed.\There's no way I could ever forgive him.\But still...\Anyway, I'm the hero, and he's the overlord!\Who knows when he'll bare his fangs again like he did in my dream?\Maou\S adao response:	I'm coming in!
context: I had my village destroyed and my father killed.\There's no way I could ever forgive him.\But still...\Anyway, I'm the hero, and he's the overlord!\Who knows when he'll bare his fangs again like he did in my dream?\Maou\S adao\I'm coming in! response:	What are you doing?
context: There's no way I could ever forgive him.\But still...\Anyway, I'm the hero, and he's the overlord!\Who knows when he'll bare his fangs again like he did in my dream?\Maou\S adao\I'm coming in!\What are you doing? response:	Oh, Yusa.
context: But still...\Anyway, I'm the hero, and he's the overlord!\Who knows when he'll bare his fangs again like he did in my dream?\Maou\S adao\I'm coming in!\What are you doing?\Oh, Yusa. response:	Hey! What are you doing, Suzuno?!
context: Anyway, I'm the hero, and he's the overlord!\Who knows when he'll bare his fangs again like he did in my dream?\Maou\S adao\I'm coming in!\What are you doing?\Oh, Yusa.\Hey! What are you doing, Suzuno?! response:	Well, I tried my hand at some French cuisine.
context: Who knows when he'll bare his fangs again like he did in my dream?\Maou\S adao\I'm coming in!\What are you doing?\Oh, Yusa.\Hey! What are you doing, Suzuno?!\Well, I tried my hand at some French cuisine. response:	Udon Confit et sa Sauce Americaine.
context: Maou\S adao\I'm coming in!\What are you doing?\Oh, Yusa.\Hey! What are you doing, Suzuno?!\Well, I tried my hand at some French cuisine.\Udon Confit et sa Sauce Americaine. response:	What the heck?
context: S adao\I'm coming in!\What are you doing?\Oh, Yusa.\Hey! What are you doing, Suzuno?!\Well, I tried my hand at some French cuisine.\Udon Confit et sa Sauce Americaine.\What the heck? response:	I said I'd make dinner, didn't I?!
context: I'm coming in!\What are you doing?\Oh, Yusa.\Hey! What are you doing, Suzuno?!\Well, I tried my hand at some French cuisine.\Udon Confit et sa Sauce Americaine.\What the heck?\I said I'd make dinner, didn't I?! response:	And what's with you, Maou?! Why are you letting her do what she wants?!
context: What are you doing?\Oh, Yusa.\Hey! What are you doing, Suzuno?!\Well, I tried my hand at some French cuisine.\Udon Confit et sa Sauce Americaine.\What the heck?\I said I'd make dinner, didn't I?!\And what's with you, Maou?! Why are you letting her do what she wants?! response:	Huh? Uh, y'know...
context: Oh, Yusa.\Hey! What are you doing, Suzuno?!\Well, I tried my hand at some French cuisine.\Udon Confit et sa Sauce Americaine.\What the heck?\I said I'd make dinner, didn't I?!\And what's with you, Maou?! Why are you letting her do what she wants?!\Huh? Uh, y'know... response:	And aren't you supposed to be Maou's enemy anyway?!
context: Hey! What are you doing, Suzuno?!\Well, I tried my hand at some French cuisine.\Udon Confit et sa Sauce Americaine.\What the heck?\I said I'd make dinner, didn't I?!\And what's with you, Maou?! Why are you letting her do what she wants?!\Huh? Uh, y'know...\And aren't you supposed to be Maou's enemy anyway?! response:	Yet here you are, making him go, Ah! I'm so jealous!
context: Well, I tried my hand at some French cuisine.\Udon Confit et sa Sauce Americaine.\What the heck?\I said I'd make dinner, didn't I?!\And what's with you, Maou?! Why are you letting her do what she wants?!\Huh? Uh, y'know...\And aren't you supposed to be Maou's enemy anyway?!\Yet here you are, making him go, Ah! I'm so jealous! response:	Sasaki Chiho.
context: Udon Confit et sa Sauce Americaine.\What the heck?\I said I'd make dinner, didn't I?!\And what's with you, Maou?! Why are you letting her do what she wants?!\Huh? Uh, y'know...\And aren't you supposed to be Maou's enemy anyway?!\Yet here you are, making him go, Ah! I'm so jealous!\Sasaki Chiho. response:	You're letting your true feelings show.
context: What the heck?\I said I'd make dinner, didn't I?!\And what's with you, Maou?! Why are you letting her do what she wants?!\Huh? Uh, y'know...\And aren't you supposed to be Maou's enemy anyway?!\Yet here you are, making him go, Ah! I'm so jealous!\Sasaki Chiho.\You're letting your true feelings show. response:	Quiet, Urushihara.
context: I said I'd make dinner, didn't I?!\And what's with you, Maou?! Why are you letting her do what she wants?!\Huh? Uh, y'know...\And aren't you supposed to be Maou's enemy anyway?!\Yet here you are, making him go, Ah! I'm so jealous!\Sasaki Chiho.\You're letting your true feelings show.\Quiet, Urushihara. response:	Which will you choose, Maou? My cooking or Suzuno's?
context: And what's with you, Maou?! Why are you letting her do what she wants?!\Huh? Uh, y'know...\And aren't you supposed to be Maou's enemy anyway?!\Yet here you are, making him go, Ah! I'm so jealous!\Sasaki Chiho.\You're letting your true feelings show.\Quiet, Urushihara.\Which will you choose, Maou? My cooking or Suzuno's? response:	Uh...
context: Huh? Uh, y'know...\And aren't you supposed to be Maou's enemy anyway?!\Yet here you are, making him go, Ah! I'm so jealous!\Sasaki Chiho.\You're letting your true feelings show.\Quiet, Urushihara.\Which will you choose, Maou? My cooking or Suzuno's?\Uh... response:	It'd really help us financially if the two of you could take turns every day...
context: And aren't you supposed to be Maou's enemy anyway?!\Yet here you are, making him go, Ah! I'm so jealous!\Sasaki Chiho.\You're letting your true feelings show.\Quiet, Urushihara.\Which will you choose, Maou? My cooking or Suzuno's?\Uh...\It'd really help us financially if the two of you could take turns every day... response:	Nah, it's no big deal.
context: Yet here you are, making him go, Ah! I'm so jealous!\Sasaki Chiho.\You're letting your true feelings show.\Quiet, Urushihara.\Which will you choose, Maou? My cooking or Suzuno's?\Uh...\It'd really help us financially if the two of you could take turns every day...\Nah, it's no big deal. response:	Sh-She's right!
context: Sasaki Chiho.\You're letting your true feelings show.\Quiet, Urushihara.\Which will you choose, Maou? My cooking or Suzuno's?\Uh...\It'd really help us financially if the two of you could take turns every day...\Nah, it's no big deal.\Sh-She's right! response:	This is the Overlord?
context: You're letting your true feelings show.\Quiet, Urushihara.\Which will you choose, Maou? My cooking or Suzuno's?\Uh...\It'd really help us financially if the two of you could take turns every day...\Nah, it's no big deal.\Sh-She's right!\This is the Overlord? response:	Milord.
context: Quiet, Urushihara.\Which will you choose, Maou? My cooking or Suzuno's?\Uh...\It'd really help us financially if the two of you could take turns every day...\Nah, it's no big deal.\Sh-She's right!\This is the Overlord?\Milord. response:	Hey, Ashiya! Where have you been?
context: Which will you choose, Maou? My cooking or Suzuno's?\Uh...\It'd really help us financially if the two of you could take turns every day...\Nah, it's no big deal.\Sh-She's right!\This is the Overlord?\Milord.\Hey, Ashiya! Where have you been? response:	I need to talk to you.
context: Uh...\It'd really help us financially if the two of you could take turns every day...\Nah, it's no big deal.\Sh-She's right!\This is the Overlord?\Milord.\Hey, Ashiya! Where have you been?\I need to talk to you. response:	Wh-Why so serious?
context: It'd really help us financially if the two of you could take turns every day...\Nah, it's no big deal.\Sh-She's right!\This is the Overlord?\Milord.\Hey, Ashiya! Where have you been?\I need to talk to you.\Wh-Why so serious? response:	I'd like to take a vacation?
context: Nah, it's no big deal.\Sh-She's right!\This is the Overlord?\Milord.\Hey, Ashiya! Where have you been?\I need to talk to you.\Wh-Why so serious?\I'd like to take a vacation? response:	What? Alsiel's going home?
context: Sh-She's right!\This is the Overlord?\Milord.\Hey, Ashiya! Where have you been?\I need to talk to you.\Wh-Why so serious?\I'd like to take a vacation?\What? Alsiel's going home? response:	I don't think he's returned to Ente Isla, though.
context: This is the Overlord?\Milord.\Hey, Ashiya! Where have you been?\I need to talk to you.\Wh-Why so serious?\I'd like to take a vacation?\What? Alsiel's going home?\I don't think he's returned to Ente Isla, though. response:	But Alsiel himself said he'd like a vacation.
context: Milord.\Hey, Ashiya! Where have you been?\I need to talk to you.\Wh-Why so serious?\I'd like to take a vacation?\What? Alsiel's going home?\I don't think he's returned to Ente Isla, though.\But Alsiel himself said he'd like a vacation. response:	There are many different types of vacations.
context: Hey, Ashiya! Where have you been?\I need to talk to you.\Wh-Why so serious?\I'd like to take a vacation?\What? Alsiel's going home?\I don't think he's returned to Ente Isla, though.\But Alsiel himself said he'd like a vacation.\There are many different types of vacations. response:	Maybe he just got tired of living in that cramped Castle Overlord.
context: I need to talk to you.\Wh-Why so serious?\I'd like to take a vacation?\What? Alsiel's going home?\I don't think he's returned to Ente Isla, though.\But Alsiel himself said he'd like a vacation.\There are many different types of vacations.\Maybe he just got tired of living in that cramped Castle Overlord. response:	That's not at all what it seemed like.
context: Wh-Why so serious?\I'd like to take a vacation?\What? Alsiel's going home?\I don't think he's returned to Ente Isla, though.\But Alsiel himself said he'd like a vacation.\There are many different types of vacations.\Maybe he just got tired of living in that cramped Castle Overlord.\That's not at all what it seemed like. response:	A vacation? What do you mean?
context: I'd like to take a vacation?\What? Alsiel's going home?\I don't think he's returned to Ente Isla, though.\But Alsiel himself said he'd like a vacation.\There are many different types of vacations.\Maybe he just got tired of living in that cramped Castle Overlord.\That's not at all what it seemed like.\A vacation? What do you mean? response:	It's a bit hard to talk about here.
context: What? Alsiel's going home?\I don't think he's returned to Ente Isla, though.\But Alsiel himself said he'd like a vacation.\There are many different types of vacations.\Maybe he just got tired of living in that cramped Castle Overlord.\That's not at all what it seemed like.\A vacation? What do you mean?\It's a bit hard to talk about here. response:	Gotcha.
context: I don't think he's returned to Ente Isla, though.\But Alsiel himself said he'd like a vacation.\There are many different types of vacations.\Maybe he just got tired of living in that cramped Castle Overlord.\That's not at all what it seemed like.\A vacation? What do you mean?\It's a bit hard to talk about here.\Gotcha. response:	Sorry, but can I ask the three of you to leave?
context: But Alsiel himself said he'd like a vacation.\There are many different types of vacations.\Maybe he just got tired of living in that cramped Castle Overlord.\That's not at all what it seemed like.\A vacation? What do you mean?\It's a bit hard to talk about here.\Gotcha.\Sorry, but can I ask the three of you to leave? response:	Looks like Ashiya needs to talk to me about something.
