context: Big Brother. response:	Did Li Jing have you come here to kill me?
context: I heard the mermaid clan, supporters of the Ghost Tribe, are getting restless.\What? Will there be another armed rebellion?\That's right. Then I won't beat around the bush.\Let's go and have a chat.\I'll have fine wine and food for you all.\Okay. Let's go eat and drink and hear you out about those traitors.\- This way. - This way.\I always heard that you looked very much like the God of War, Mo Yuan. response:	Now that I've seen you, it is indeed the case.
context: What? Will there be another armed rebellion?\That's right. Then I won't beat around the bush.\Let's go and have a chat.\I'll have fine wine and food for you all.\Okay. Let's go eat and drink and hear you out about those traitors.\- This way. - This way.\I always heard that you looked very much like the God of War, Mo Yuan.\Now that I've seen you, it is indeed the case. response:	When I saw you, I thought Mo Yuan had come back.
context: That's right. Then I won't beat around the bush.\Let's go and have a chat.\I'll have fine wine and food for you all.\Okay. Let's go eat and drink and hear you out about those traitors.\- This way. - This way.\I always heard that you looked very much like the God of War, Mo Yuan.\Now that I've seen you, it is indeed the case.\When I saw you, I thought Mo Yuan had come back. response:	You can't say that.
context: Let's go and have a chat.\I'll have fine wine and food for you all.\Okay. Let's go eat and drink and hear you out about those traitors.\- This way. - This way.\I always heard that you looked very much like the God of War, Mo Yuan.\Now that I've seen you, it is indeed the case.\When I saw you, I thought Mo Yuan had come back.\You can't say that. response:	His Highness is someone who became a high immortal at the age of 20,000.
context: I'll have fine wine and food for you all.\Okay. Let's go eat and drink and hear you out about those traitors.\- This way. - This way.\I always heard that you looked very much like the God of War, Mo Yuan.\Now that I've seen you, it is indeed the case.\When I saw you, I thought Mo Yuan had come back.\You can't say that.\His Highness is someone who became a high immortal at the age of 20,000. response:	For our Celestial Tribe, that's rare.
context: Okay. Let's go eat and drink and hear you out about those traitors.\- This way. - This way.\I always heard that you looked very much like the God of War, Mo Yuan.\Now that I've seen you, it is indeed the case.\When I saw you, I thought Mo Yuan had come back.\You can't say that.\His Highness is someone who became a high immortal at the age of 20,000.\For our Celestial Tribe, that's rare. response:	That's right! Even Mo Yuan was 25,000 when he became a high immortal.
context: - This way. - This way.\I always heard that you looked very much like the God of War, Mo Yuan.\Now that I've seen you, it is indeed the case.\When I saw you, I thought Mo Yuan had come back.\You can't say that.\His Highness is someone who became a high immortal at the age of 20,000.\For our Celestial Tribe, that's rare.\That's right! Even Mo Yuan was 25,000 when he became a high immortal. response:	Your Highness is on another level.
context: I always heard that you looked very much like the God of War, Mo Yuan.\Now that I've seen you, it is indeed the case.\When I saw you, I thought Mo Yuan had come back.\You can't say that.\His Highness is someone who became a high immortal at the age of 20,000.\For our Celestial Tribe, that's rare.\That's right! Even Mo Yuan was 25,000 when he became a high immortal.\Your Highness is on another level. response:	Yes, that's right. I was being silly.
context: Now that I've seen you, it is indeed the case.\When I saw you, I thought Mo Yuan had come back.\You can't say that.\His Highness is someone who became a high immortal at the age of 20,000.\For our Celestial Tribe, that's rare.\That's right! Even Mo Yuan was 25,000 when he became a high immortal.\Your Highness is on another level.\Yes, that's right. I was being silly. response:	If someone looks even remotely like His Highness and Mo Yuan
context: When I saw you, I thought Mo Yuan had come back.\You can't say that.\His Highness is someone who became a high immortal at the age of 20,000.\For our Celestial Tribe, that's rare.\That's right! Even Mo Yuan was 25,000 when he became a high immortal.\Your Highness is on another level.\Yes, that's right. I was being silly.\If someone looks even remotely like His Highness and Mo Yuan response:	it means they're destined to stand out from the masses.
context: You can't say that.\His Highness is someone who became a high immortal at the age of 20,000.\For our Celestial Tribe, that's rare.\That's right! Even Mo Yuan was 25,000 when he became a high immortal.\Your Highness is on another level.\Yes, that's right. I was being silly.\If someone looks even remotely like His Highness and Mo Yuan\it means they're destined to stand out from the masses. response:	That you all mistakenly think I was Mo Yuan
context: His Highness is someone who became a high immortal at the age of 20,000.\For our Celestial Tribe, that's rare.\That's right! Even Mo Yuan was 25,000 when he became a high immortal.\Your Highness is on another level.\Yes, that's right. I was being silly.\If someone looks even remotely like His Highness and Mo Yuan\it means they're destined to stand out from the masses.\That you all mistakenly think I was Mo Yuan response:	speaks volumes about his place in your heart.
context: For our Celestial Tribe, that's rare.\That's right! Even Mo Yuan was 25,000 when he became a high immortal.\Your Highness is on another level.\Yes, that's right. I was being silly.\If someone looks even remotely like His Highness and Mo Yuan\it means they're destined to stand out from the masses.\That you all mistakenly think I was Mo Yuan\speaks volumes about his place in your heart. response:	I haven't had any military merits, so I can't accept your praise.
context: That's right! Even Mo Yuan was 25,000 when he became a high immortal.\Your Highness is on another level.\Yes, that's right. I was being silly.\If someone looks even remotely like His Highness and Mo Yuan\it means they're destined to stand out from the masses.\That you all mistakenly think I was Mo Yuan\speaks volumes about his place in your heart.\I haven't had any military merits, so I can't accept your praise. response:	Your Highness, it really pains me to hear you talk about him.
context: Your Highness is on another level.\Yes, that's right. I was being silly.\If someone looks even remotely like His Highness and Mo Yuan\it means they're destined to stand out from the masses.\That you all mistakenly think I was Mo Yuan\speaks volumes about his place in your heart.\I haven't had any military merits, so I can't accept your praise.\Your Highness, it really pains me to hear you talk about him. response:	I really miss Mo Yuan.
context: Yes, that's right. I was being silly.\If someone looks even remotely like His Highness and Mo Yuan\it means they're destined to stand out from the masses.\That you all mistakenly think I was Mo Yuan\speaks volumes about his place in your heart.\I haven't had any military merits, so I can't accept your praise.\Your Highness, it really pains me to hear you talk about him.\I really miss Mo Yuan. response:	Yes.
context: If someone looks even remotely like His Highness and Mo Yuan\it means they're destined to stand out from the masses.\That you all mistakenly think I was Mo Yuan\speaks volumes about his place in your heart.\I haven't had any military merits, so I can't accept your praise.\Your Highness, it really pains me to hear you talk about him.\I really miss Mo Yuan.\Yes. response:	I will never forget his charms.
context: it means they're destined to stand out from the masses.\That you all mistakenly think I was Mo Yuan\speaks volumes about his place in your heart.\I haven't had any military merits, so I can't accept your praise.\Your Highness, it really pains me to hear you talk about him.\I really miss Mo Yuan.\Yes.\I will never forget his charms. response:	Back then, you all followed Mo Yuan in times of peace and war.
context: That you all mistakenly think I was Mo Yuan\speaks volumes about his place in your heart.\I haven't had any military merits, so I can't accept your praise.\Your Highness, it really pains me to hear you talk about him.\I really miss Mo Yuan.\Yes.\I will never forget his charms.\Back then, you all followed Mo Yuan in times of peace and war. response:	You all have outstanding military merits.
context: speaks volumes about his place in your heart.\I haven't had any military merits, so I can't accept your praise.\Your Highness, it really pains me to hear you talk about him.\I really miss Mo Yuan.\Yes.\I will never forget his charms.\Back then, you all followed Mo Yuan in times of peace and war.\You all have outstanding military merits. response:	But now that our world is at peace and Mo Yuan has returned to nothingness
context: I haven't had any military merits, so I can't accept your praise.\Your Highness, it really pains me to hear you talk about him.\I really miss Mo Yuan.\Yes.\I will never forget his charms.\Back then, you all followed Mo Yuan in times of peace and war.\You all have outstanding military merits.\But now that our world is at peace and Mo Yuan has returned to nothingness response:	are you still inclined to protect our world?
context: Your Highness, it really pains me to hear you talk about him.\I really miss Mo Yuan.\Yes.\I will never forget his charms.\Back then, you all followed Mo Yuan in times of peace and war.\You all have outstanding military merits.\But now that our world is at peace and Mo Yuan has returned to nothingness\are you still inclined to protect our world? response:	I won't hide it from you all.
context: I really miss Mo Yuan.\Yes.\I will never forget his charms.\Back then, you all followed Mo Yuan in times of peace and war.\You all have outstanding military merits.\But now that our world is at peace and Mo Yuan has returned to nothingness\are you still inclined to protect our world?\I won't hide it from you all. response:	On the surface, I'm here to ask that you send troops
context: Yes.\I will never forget his charms.\Back then, you all followed Mo Yuan in times of peace and war.\You all have outstanding military merits.\But now that our world is at peace and Mo Yuan has returned to nothingness\are you still inclined to protect our world?\I won't hide it from you all.\On the surface, I'm here to ask that you send troops response:	to help us against the mermaid clan.
context: I will never forget his charms.\Back then, you all followed Mo Yuan in times of peace and war.\You all have outstanding military merits.\But now that our world is at peace and Mo Yuan has returned to nothingness\are you still inclined to protect our world?\I won't hide it from you all.\On the surface, I'm here to ask that you send troops\to help us against the mermaid clan. response:	But I'm actually here to strengthen the friendship
context: Back then, you all followed Mo Yuan in times of peace and war.\You all have outstanding military merits.\But now that our world is at peace and Mo Yuan has returned to nothingness\are you still inclined to protect our world?\I won't hide it from you all.\On the surface, I'm here to ask that you send troops\to help us against the mermaid clan.\But I'm actually here to strengthen the friendship response:	between the Celestial Tribe and each of your clans.
context: You all have outstanding military merits.\But now that our world is at peace and Mo Yuan has returned to nothingness\are you still inclined to protect our world?\I won't hide it from you all.\On the surface, I'm here to ask that you send troops\to help us against the mermaid clan.\But I'm actually here to strengthen the friendship\between the Celestial Tribe and each of your clans. response:	You're funny. Even though we fight for our clans
context: But now that our world is at peace and Mo Yuan has returned to nothingness\are you still inclined to protect our world?\I won't hide it from you all.\On the surface, I'm here to ask that you send troops\to help us against the mermaid clan.\But I'm actually here to strengthen the friendship\between the Celestial Tribe and each of your clans.\You're funny. Even though we fight for our clans response:	we're all still Celestials. Isn't that right?
context: are you still inclined to protect our world?\I won't hide it from you all.\On the surface, I'm here to ask that you send troops\to help us against the mermaid clan.\But I'm actually here to strengthen the friendship\between the Celestial Tribe and each of your clans.\You're funny. Even though we fight for our clans\we're all still Celestials. Isn't that right? response:	The friendship is still there.
context: I won't hide it from you all.\On the surface, I'm here to ask that you send troops\to help us against the mermaid clan.\But I'm actually here to strengthen the friendship\between the Celestial Tribe and each of your clans.\You're funny. Even though we fight for our clans\we're all still Celestials. Isn't that right?\The friendship is still there. response:	Yes.
context: On the surface, I'm here to ask that you send troops\to help us against the mermaid clan.\But I'm actually here to strengthen the friendship\between the Celestial Tribe and each of your clans.\You're funny. Even though we fight for our clans\we're all still Celestials. Isn't that right?\The friendship is still there.\Yes. response:	It's still there.
context: to help us against the mermaid clan.\But I'm actually here to strengthen the friendship\between the Celestial Tribe and each of your clans.\You're funny. Even though we fight for our clans\we're all still Celestials. Isn't that right?\The friendship is still there.\Yes.\It's still there. response:	Even though the friendship is still there
context: But I'm actually here to strengthen the friendship\between the Celestial Tribe and each of your clans.\You're funny. Even though we fight for our clans\we're all still Celestials. Isn't that right?\The friendship is still there.\Yes.\It's still there.\Even though the friendship is still there response:	your hearts are far from it.
context: between the Celestial Tribe and each of your clans.\You're funny. Even though we fight for our clans\we're all still Celestials. Isn't that right?\The friendship is still there.\Yes.\It's still there.\Even though the friendship is still there\your hearts are far from it. response:	You are all my elders.
context: You're funny. Even though we fight for our clans\we're all still Celestials. Isn't that right?\The friendship is still there.\Yes.\It's still there.\Even though the friendship is still there\your hearts are far from it.\You are all my elders. response:	Please forgive me for being so forthright.
context: we're all still Celestials. Isn't that right?\The friendship is still there.\Yes.\It's still there.\Even though the friendship is still there\your hearts are far from it.\You are all my elders.\Please forgive me for being so forthright. response:	After the war of the four seas, Dong Hua Dijun gave up his position
context: The friendship is still there.\Yes.\It's still there.\Even though the friendship is still there\your hearts are far from it.\You are all my elders.\Please forgive me for being so forthright.\After the war of the four seas, Dong Hua Dijun gave up his position response:	to the current Heavenly Lord.
context: Yes.\It's still there.\Even though the friendship is still there\your hearts are far from it.\You are all my elders.\Please forgive me for being so forthright.\After the war of the four seas, Dong Hua Dijun gave up his position\to the current Heavenly Lord. response:	You were all unhappy about that
context: It's still there.\Even though the friendship is still there\your hearts are far from it.\You are all my elders.\Please forgive me for being so forthright.\After the war of the four seas, Dong Hua Dijun gave up his position\to the current Heavenly Lord.\You were all unhappy about that response:	and that's why you're more loyal to your clans now.
context: Even though the friendship is still there\your hearts are far from it.\You are all my elders.\Please forgive me for being so forthright.\After the war of the four seas, Dong Hua Dijun gave up his position\to the current Heavenly Lord.\You were all unhappy about that\and that's why you're more loyal to your clans now. response:	Am I right?
context: your hearts are far from it.\You are all my elders.\Please forgive me for being so forthright.\After the war of the four seas, Dong Hua Dijun gave up his position\to the current Heavenly Lord.\You were all unhappy about that\and that's why you're more loyal to your clans now.\Am I right? response:	It's been a long time since then.
context: You are all my elders.\Please forgive me for being so forthright.\After the war of the four seas, Dong Hua Dijun gave up his position\to the current Heavenly Lord.\You were all unhappy about that\and that's why you're more loyal to your clans now.\Am I right?\It's been a long time since then. response:	You've made it sound so serious.
context: Please forgive me for being so forthright.\After the war of the four seas, Dong Hua Dijun gave up his position\to the current Heavenly Lord.\You were all unhappy about that\and that's why you're more loyal to your clans now.\Am I right?\It's been a long time since then.\You've made it sound so serious. response:	We're all so old now. We've forgotten all about past events.
context: After the war of the four seas, Dong Hua Dijun gave up his position\to the current Heavenly Lord.\You were all unhappy about that\and that's why you're more loyal to your clans now.\Am I right?\It's been a long time since then.\You've made it sound so serious.\We're all so old now. We've forgotten all about past events. response:	Yes, we've forgotten.
context: to the current Heavenly Lord.\You were all unhappy about that\and that's why you're more loyal to your clans now.\Am I right?\It's been a long time since then.\You've made it sound so serious.\We're all so old now. We've forgotten all about past events.\Yes, we've forgotten. response:	You're right.
context: You were all unhappy about that\and that's why you're more loyal to your clans now.\Am I right?\It's been a long time since then.\You've made it sound so serious.\We're all so old now. We've forgotten all about past events.\Yes, we've forgotten.\You're right. response:	I'm willing to believe that this is all in the past.
context: and that's why you're more loyal to your clans now.\Am I right?\It's been a long time since then.\You've made it sound so serious.\We're all so old now. We've forgotten all about past events.\Yes, we've forgotten.\You're right.\I'm willing to believe that this is all in the past. response:	Don't worry, Your Highness.
context: Am I right?\It's been a long time since then.\You've made it sound so serious.\We're all so old now. We've forgotten all about past events.\Yes, we've forgotten.\You're right.\I'm willing to believe that this is all in the past.\Don't worry, Your Highness. response:	We are of one mind with the Nine Heavens.
context: It's been a long time since then.\You've made it sound so serious.\We're all so old now. We've forgotten all about past events.\Yes, we've forgotten.\You're right.\I'm willing to believe that this is all in the past.\Don't worry, Your Highness.\We are of one mind with the Nine Heavens. response:	Back when the Celestial Tribe was at war with the Ghost Tribe
context: You've made it sound so serious.\We're all so old now. We've forgotten all about past events.\Yes, we've forgotten.\You're right.\I'm willing to believe that this is all in the past.\Don't worry, Your Highness.\We are of one mind with the Nine Heavens.\Back when the Celestial Tribe was at war with the Ghost Tribe response:	we were at the front line.
context: We're all so old now. We've forgotten all about past events.\Yes, we've forgotten.\You're right.\I'm willing to believe that this is all in the past.\Don't worry, Your Highness.\We are of one mind with the Nine Heavens.\Back when the Celestial Tribe was at war with the Ghost Tribe\we were at the front line. response:	For our world, the entire Su Jin clan willingly sacrificed themselves as bait.
context: Yes, we've forgotten.\You're right.\I'm willing to believe that this is all in the past.\Don't worry, Your Highness.\We are of one mind with the Nine Heavens.\Back when the Celestial Tribe was at war with the Ghost Tribe\we were at the front line.\For our world, the entire Su Jin clan willingly sacrificed themselves as bait. response:	Your Highness, you heard about that, right?
context: You're right.\I'm willing to believe that this is all in the past.\Don't worry, Your Highness.\We are of one mind with the Nine Heavens.\Back when the Celestial Tribe was at war with the Ghost Tribe\we were at the front line.\For our world, the entire Su Jin clan willingly sacrificed themselves as bait.\Your Highness, you heard about that, right? response:	I have.
context: I'm willing to believe that this is all in the past.\Don't worry, Your Highness.\We are of one mind with the Nine Heavens.\Back when the Celestial Tribe was at war with the Ghost Tribe\we were at the front line.\For our world, the entire Su Jin clan willingly sacrificed themselves as bait.\Your Highness, you heard about that, right?\I have. response:	I've not only heard about it, but I've also kept it in my heart.
context: Don't worry, Your Highness.\We are of one mind with the Nine Heavens.\Back when the Celestial Tribe was at war with the Ghost Tribe\we were at the front line.\For our world, the entire Su Jin clan willingly sacrificed themselves as bait.\Your Highness, you heard about that, right?\I have.\I've not only heard about it, but I've also kept it in my heart. response:	Although the Celestial Tribe won the war 70,000 years ago
context: We are of one mind with the Nine Heavens.\Back when the Celestial Tribe was at war with the Ghost Tribe\we were at the front line.\For our world, the entire Su Jin clan willingly sacrificed themselves as bait.\Your Highness, you heard about that, right?\I have.\I've not only heard about it, but I've also kept it in my heart.\Although the Celestial Tribe won the war 70,000 years ago response:	we paid a painful price for it.
context: Back when the Celestial Tribe was at war with the Ghost Tribe\we were at the front line.\For our world, the entire Su Jin clan willingly sacrificed themselves as bait.\Your Highness, you heard about that, right?\I have.\I've not only heard about it, but I've also kept it in my heart.\Although the Celestial Tribe won the war 70,000 years ago\we paid a painful price for it. response:	Not just the Su Jin clan
context: we were at the front line.\For our world, the entire Su Jin clan willingly sacrificed themselves as bait.\Your Highness, you heard about that, right?\I have.\I've not only heard about it, but I've also kept it in my heart.\Although the Celestial Tribe won the war 70,000 years ago\we paid a painful price for it.\Not just the Su Jin clan response:	but 2,000 people from your clan died.
context: For our world, the entire Su Jin clan willingly sacrificed themselves as bait.\Your Highness, you heard about that, right?\I have.\I've not only heard about it, but I've also kept it in my heart.\Although the Celestial Tribe won the war 70,000 years ago\we paid a painful price for it.\Not just the Su Jin clan\but 2,000 people from your clan died. response:	And over half of the young adults from your clan died.
context: Your Highness, you heard about that, right?\I have.\I've not only heard about it, but I've also kept it in my heart.\Although the Celestial Tribe won the war 70,000 years ago\we paid a painful price for it.\Not just the Su Jin clan\but 2,000 people from your clan died.\And over half of the young adults from your clan died. response:	As for you, Uncle...
context: I have.\I've not only heard about it, but I've also kept it in my heart.\Although the Celestial Tribe won the war 70,000 years ago\we paid a painful price for it.\Not just the Su Jin clan\but 2,000 people from your clan died.\And over half of the young adults from your clan died.\As for you, Uncle... response:	Even woman from your clan fought in the war.
context: I've not only heard about it, but I've also kept it in my heart.\Although the Celestial Tribe won the war 70,000 years ago\we paid a painful price for it.\Not just the Su Jin clan\but 2,000 people from your clan died.\And over half of the young adults from your clan died.\As for you, Uncle...\Even woman from your clan fought in the war. response:	1,760 people died.
context: Although the Celestial Tribe won the war 70,000 years ago\we paid a painful price for it.\Not just the Su Jin clan\but 2,000 people from your clan died.\And over half of the young adults from your clan died.\As for you, Uncle...\Even woman from your clan fought in the war.\1,760 people died. response:	The sacrifice that these comrades made...
context: we paid a painful price for it.\Not just the Su Jin clan\but 2,000 people from your clan died.\And over half of the young adults from your clan died.\As for you, Uncle...\Even woman from your clan fought in the war.\1,760 people died.\The sacrifice that these comrades made... response:	I know about them.
context: Not just the Su Jin clan\but 2,000 people from your clan died.\And over half of the young adults from your clan died.\As for you, Uncle...\Even woman from your clan fought in the war.\1,760 people died.\The sacrifice that these comrades made...\I know about them. response:	Here I'd like to make a toast to you
context: but 2,000 people from your clan died.\And over half of the young adults from your clan died.\As for you, Uncle...\Even woman from your clan fought in the war.\1,760 people died.\The sacrifice that these comrades made...\I know about them.\Here I'd like to make a toast to you response:	and the heroes who died.
context: And over half of the young adults from your clan died.\As for you, Uncle...\Even woman from your clan fought in the war.\1,760 people died.\The sacrifice that these comrades made...\I know about them.\Here I'd like to make a toast to you\and the heroes who died. response:	Thank you, Your Highness.
context: As for you, Uncle...\Even woman from your clan fought in the war.\1,760 people died.\The sacrifice that these comrades made...\I know about them.\Here I'd like to make a toast to you\and the heroes who died.\Thank you, Your Highness. response:	I would like to ask you all something.
context: Even woman from your clan fought in the war.\1,760 people died.\The sacrifice that these comrades made...\I know about them.\Here I'd like to make a toast to you\and the heroes who died.\Thank you, Your Highness.\I would like to ask you all something. response:	Why did Mo Yuan sacrifice his soul 70,000 years ago?
context: 1,760 people died.\The sacrifice that these comrades made...\I know about them.\Here I'd like to make a toast to you\and the heroes who died.\Thank you, Your Highness.\I would like to ask you all something.\Why did Mo Yuan sacrifice his soul 70,000 years ago? response:	Do you all remember?
context: The sacrifice that these comrades made...\I know about them.\Here I'd like to make a toast to you\and the heroes who died.\Thank you, Your Highness.\I would like to ask you all something.\Why did Mo Yuan sacrifice his soul 70,000 years ago?\Do you all remember? response:	Of course it was for our world.
context: I know about them.\Here I'd like to make a toast to you\and the heroes who died.\Thank you, Your Highness.\I would like to ask you all something.\Why did Mo Yuan sacrifice his soul 70,000 years ago?\Do you all remember?\Of course it was for our world. response:	That's right. It was for our world.
context: Here I'd like to make a toast to you\and the heroes who died.\Thank you, Your Highness.\I would like to ask you all something.\Why did Mo Yuan sacrifice his soul 70,000 years ago?\Do you all remember?\Of course it was for our world.\That's right. It was for our world. response:	Although he was the son of Heavenly Father and the God of War
context: and the heroes who died.\Thank you, Your Highness.\I would like to ask you all something.\Why did Mo Yuan sacrifice his soul 70,000 years ago?\Do you all remember?\Of course it was for our world.\That's right. It was for our world.\Although he was the son of Heavenly Father and the God of War response:	Mo Yuan was willing to sacrifice his life to seal the Bell of the East Emperor.
context: Thank you, Your Highness.\I would like to ask you all something.\Why did Mo Yuan sacrifice his soul 70,000 years ago?\Do you all remember?\Of course it was for our world.\That's right. It was for our world.\Although he was the son of Heavenly Father and the God of War\Mo Yuan was willing to sacrifice his life to seal the Bell of the East Emperor. response:	He did it for this land and the hundreds of thousands of immortals.
context: I would like to ask you all something.\Why did Mo Yuan sacrifice his soul 70,000 years ago?\Do you all remember?\Of course it was for our world.\That's right. It was for our world.\Although he was the son of Heavenly Father and the God of War\Mo Yuan was willing to sacrifice his life to seal the Bell of the East Emperor.\He did it for this land and the hundreds of thousands of immortals. response:	Now, I want the mermaid clan to surrender
context: Why did Mo Yuan sacrifice his soul 70,000 years ago?\Do you all remember?\Of course it was for our world.\That's right. It was for our world.\Although he was the son of Heavenly Father and the God of War\Mo Yuan was willing to sacrifice his life to seal the Bell of the East Emperor.\He did it for this land and the hundreds of thousands of immortals.\Now, I want the mermaid clan to surrender response:	for the same reason: for the people of our land.
context: Do you all remember?\Of course it was for our world.\That's right. It was for our world.\Although he was the son of Heavenly Father and the God of War\Mo Yuan was willing to sacrifice his life to seal the Bell of the East Emperor.\He did it for this land and the hundreds of thousands of immortals.\Now, I want the mermaid clan to surrender\for the same reason: for the people of our land. response:	I earnestly request that you all let go of your animosity
context: Of course it was for our world.\That's right. It was for our world.\Although he was the son of Heavenly Father and the God of War\Mo Yuan was willing to sacrifice his life to seal the Bell of the East Emperor.\He did it for this land and the hundreds of thousands of immortals.\Now, I want the mermaid clan to surrender\for the same reason: for the people of our land.\I earnestly request that you all let go of your animosity response:	and give me your troops.
context: That's right. It was for our world.\Although he was the son of Heavenly Father and the God of War\Mo Yuan was willing to sacrifice his life to seal the Bell of the East Emperor.\He did it for this land and the hundreds of thousands of immortals.\Now, I want the mermaid clan to surrender\for the same reason: for the people of our land.\I earnestly request that you all let go of your animosity\and give me your troops. response:	I will attack the mermaid clan to return our world to peace.
context: Although he was the son of Heavenly Father and the God of War\Mo Yuan was willing to sacrifice his life to seal the Bell of the East Emperor.\He did it for this land and the hundreds of thousands of immortals.\Now, I want the mermaid clan to surrender\for the same reason: for the people of our land.\I earnestly request that you all let go of your animosity\and give me your troops.\I will attack the mermaid clan to return our world to peace. response:	Seeing Your Highness today, you are indeed a capable and wise man.
context: Mo Yuan was willing to sacrifice his life to seal the Bell of the East Emperor.\He did it for this land and the hundreds of thousands of immortals.\Now, I want the mermaid clan to surrender\for the same reason: for the people of our land.\I earnestly request that you all let go of your animosity\and give me your troops.\I will attack the mermaid clan to return our world to peace.\Seeing Your Highness today, you are indeed a capable and wise man. response:	You truly uphold your reputation.
context: He did it for this land and the hundreds of thousands of immortals.\Now, I want the mermaid clan to surrender\for the same reason: for the people of our land.\I earnestly request that you all let go of your animosity\and give me your troops.\I will attack the mermaid clan to return our world to peace.\Seeing Your Highness today, you are indeed a capable and wise man.\You truly uphold your reputation. response:	But ever since the war against Qing Cang, my clan has been discouraged.
context: Now, I want the mermaid clan to surrender\for the same reason: for the people of our land.\I earnestly request that you all let go of your animosity\and give me your troops.\I will attack the mermaid clan to return our world to peace.\Seeing Your Highness today, you are indeed a capable and wise man.\You truly uphold your reputation.\But ever since the war against Qing Cang, my clan has been discouraged. response:	What His Highness just said
context: for the same reason: for the people of our land.\I earnestly request that you all let go of your animosity\and give me your troops.\I will attack the mermaid clan to return our world to peace.\Seeing Your Highness today, you are indeed a capable and wise man.\You truly uphold your reputation.\But ever since the war against Qing Cang, my clan has been discouraged.\What His Highness just said response:	made me remember my father and clansmen.
context: I earnestly request that you all let go of your animosity\and give me your troops.\I will attack the mermaid clan to return our world to peace.\Seeing Your Highness today, you are indeed a capable and wise man.\You truly uphold your reputation.\But ever since the war against Qing Cang, my clan has been discouraged.\What His Highness just said\made me remember my father and clansmen. response:	Everyone, I ask that you don't forget
context: and give me your troops.\I will attack the mermaid clan to return our world to peace.\Seeing Your Highness today, you are indeed a capable and wise man.\You truly uphold your reputation.\But ever since the war against Qing Cang, my clan has been discouraged.\What His Highness just said\made me remember my father and clansmen.\Everyone, I ask that you don't forget response:	that my father and clan
context: I will attack the mermaid clan to return our world to peace.\Seeing Your Highness today, you are indeed a capable and wise man.\You truly uphold your reputation.\But ever since the war against Qing Cang, my clan has been discouraged.\What His Highness just said\made me remember my father and clansmen.\Everyone, I ask that you don't forget\that my father and clan response:	willingly died to protect the Celestial Tribe and the world 70,000 years ago.
context: Seeing Your Highness today, you are indeed a capable and wise man.\You truly uphold your reputation.\But ever since the war against Qing Cang, my clan has been discouraged.\What His Highness just said\made me remember my father and clansmen.\Everyone, I ask that you don't forget\that my father and clan\willingly died to protect the Celestial Tribe and the world 70,000 years ago. response:	I ask that you all to let bygones be bygones
context: You truly uphold your reputation.\But ever since the war against Qing Cang, my clan has been discouraged.\What His Highness just said\made me remember my father and clansmen.\Everyone, I ask that you don't forget\that my father and clan\willingly died to protect the Celestial Tribe and the world 70,000 years ago.\I ask that you all to let bygones be bygones response:	and fight alongside His Highness to protect our world.
context: But ever since the war against Qing Cang, my clan has been discouraged.\What His Highness just said\made me remember my father and clansmen.\Everyone, I ask that you don't forget\that my father and clan\willingly died to protect the Celestial Tribe and the world 70,000 years ago.\I ask that you all to let bygones be bygones\and fight alongside His Highness to protect our world. response:	It would also allow my father to rest in peace.
context: What His Highness just said\made me remember my father and clansmen.\Everyone, I ask that you don't forget\that my father and clan\willingly died to protect the Celestial Tribe and the world 70,000 years ago.\I ask that you all to let bygones be bygones\and fight alongside His Highness to protect our world.\It would also allow my father to rest in peace. response:	Okay! We will trust Your Highness.
context: made me remember my father and clansmen.\Everyone, I ask that you don't forget\that my father and clan\willingly died to protect the Celestial Tribe and the world 70,000 years ago.\I ask that you all to let bygones be bygones\and fight alongside His Highness to protect our world.\It would also allow my father to rest in peace.\Okay! We will trust Your Highness. response:	That's right. That's right!
context: Everyone, I ask that you don't forget\that my father and clan\willingly died to protect the Celestial Tribe and the world 70,000 years ago.\I ask that you all to let bygones be bygones\and fight alongside His Highness to protect our world.\It would also allow my father to rest in peace.\Okay! We will trust Your Highness.\That's right. That's right! response:	We're good men. Why should we hesitate because of the past?
context: that my father and clan\willingly died to protect the Celestial Tribe and the world 70,000 years ago.\I ask that you all to let bygones be bygones\and fight alongside His Highness to protect our world.\It would also allow my father to rest in peace.\Okay! We will trust Your Highness.\That's right. That's right!\We're good men. Why should we hesitate because of the past? response:	If there's something we want to do, we should do it.
context: willingly died to protect the Celestial Tribe and the world 70,000 years ago.\I ask that you all to let bygones be bygones\and fight alongside His Highness to protect our world.\It would also allow my father to rest in peace.\Okay! We will trust Your Highness.\That's right. That's right!\We're good men. Why should we hesitate because of the past?\If there's something we want to do, we should do it. response:	That's right. Our troops can be deployed at any time. We await your command.
context: I ask that you all to let bygones be bygones\and fight alongside His Highness to protect our world.\It would also allow my father to rest in peace.\Okay! We will trust Your Highness.\That's right. That's right!\We're good men. Why should we hesitate because of the past?\If there's something we want to do, we should do it.\That's right. Our troops can be deployed at any time. We await your command. response:	Good.
context: and fight alongside His Highness to protect our world.\It would also allow my father to rest in peace.\Okay! We will trust Your Highness.\That's right. That's right!\We're good men. Why should we hesitate because of the past?\If there's something we want to do, we should do it.\That's right. Our troops can be deployed at any time. We await your command.\Good. response:	I thank you all for your trust.
context: It would also allow my father to rest in peace.\Okay! We will trust Your Highness.\That's right. That's right!\We're good men. Why should we hesitate because of the past?\If there's something we want to do, we should do it.\That's right. Our troops can be deployed at any time. We await your command.\Good.\I thank you all for your trust. response:	The mermaid clan has been causing trouble in Chang Sea for thousands of years.
