context: Being Here response:	So let's do an experiment.
context: This is what they call going through great pains in vain!\But...\It really gets my blood pumping when we're swarmed with customers.\YEAH\Thanks to all the people who stopped by, we sold lots of our usual sweets too.\I guess a loss leader is fine when it comes to attracting customers.\It's like when you go to the supermarket if they have milk on sale for 128 yen, right?\Or 100 grams of ham for 68 yen or a can of tomatoes for 78 yen. response:	But of course you buy other stuff while you're there, right?
context: But...\It really gets my blood pumping when we're swarmed with customers.\YEAH\Thanks to all the people who stopped by, we sold lots of our usual sweets too.\I guess a loss leader is fine when it comes to attracting customers.\It's like when you go to the supermarket if they have milk on sale for 128 yen, right?\Or 100 grams of ham for 68 yen or a can of tomatoes for 78 yen.\But of course you buy other stuff while you're there, right? response:	Your mom and grandma were both natural salesladies.
context: It really gets my blood pumping when we're swarmed with customers.\YEAH\Thanks to all the people who stopped by, we sold lots of our usual sweets too.\I guess a loss leader is fine when it comes to attracting customers.\It's like when you go to the supermarket if they have milk on sale for 128 yen, right?\Or 100 grams of ham for 68 yen or a can of tomatoes for 78 yen.\But of course you buy other stuff while you're there, right?\Your mom and grandma were both natural salesladies. response:	Whether they'd make something sweet or sour, it didn't matter.
context: YEAH\Thanks to all the people who stopped by, we sold lots of our usual sweets too.\I guess a loss leader is fine when it comes to attracting customers.\It's like when you go to the supermarket if they have milk on sale for 128 yen, right?\Or 100 grams of ham for 68 yen or a can of tomatoes for 78 yen.\But of course you buy other stuff while you're there, right?\Your mom and grandma were both natural salesladies.\Whether they'd make something sweet or sour, it didn't matter. response:	There'd always be a line of people.
context: Thanks to all the people who stopped by, we sold lots of our usual sweets too.\I guess a loss leader is fine when it comes to attracting customers.\It's like when you go to the supermarket if they have milk on sale for 128 yen, right?\Or 100 grams of ham for 68 yen or a can of tomatoes for 78 yen.\But of course you buy other stuff while you're there, right?\Your mom and grandma were both natural salesladies.\Whether they'd make something sweet or sour, it didn't matter.\There'd always be a line of people. response:	It was really something. I thought that every time there was a festival.
context: I guess a loss leader is fine when it comes to attracting customers.\It's like when you go to the supermarket if they have milk on sale for 128 yen, right?\Or 100 grams of ham for 68 yen or a can of tomatoes for 78 yen.\But of course you buy other stuff while you're there, right?\Your mom and grandma were both natural salesladies.\Whether they'd make something sweet or sour, it didn't matter.\There'd always be a line of people.\It was really something. I thought that every time there was a festival. response:	I wish you girls would've seen it, too.
context: It's like when you go to the supermarket if they have milk on sale for 128 yen, right?\Or 100 grams of ham for 68 yen or a can of tomatoes for 78 yen.\But of course you buy other stuff while you're there, right?\Your mom and grandma were both natural salesladies.\Whether they'd make something sweet or sour, it didn't matter.\There'd always be a line of people.\It was really something. I thought that every time there was a festival.\I wish you girls would've seen it, too. response:	GLOW
context: Or 100 grams of ham for 68 yen or a can of tomatoes for 78 yen.\But of course you buy other stuff while you're there, right?\Your mom and grandma were both natural salesladies.\Whether they'd make something sweet or sour, it didn't matter.\There'd always be a line of people.\It was really something. I thought that every time there was a festival.\I wish you girls would've seen it, too.\GLOW response:	I remember. The deep-fried kitty-cats and lanterns.
context: But of course you buy other stuff while you're there, right?\Your mom and grandma were both natural salesladies.\Whether they'd make something sweet or sour, it didn't matter.\There'd always be a line of people.\It was really something. I thought that every time there was a festival.\I wish you girls would've seen it, too.\GLOW\I remember. The deep-fried kitty-cats and lanterns. response:	The bags with the huge ribbons were so cute.
context: Your mom and grandma were both natural salesladies.\Whether they'd make something sweet or sour, it didn't matter.\There'd always be a line of people.\It was really something. I thought that every time there was a festival.\I wish you girls would've seen it, too.\GLOW\I remember. The deep-fried kitty-cats and lanterns.\The bags with the huge ribbons were so cute. response:	They often said, Spend effort, not money.
context: Whether they'd make something sweet or sour, it didn't matter.\There'd always be a line of people.\It was really something. I thought that every time there was a festival.\I wish you girls would've seen it, too.\GLOW\I remember. The deep-fried kitty-cats and lanterns.\The bags with the huge ribbons were so cute.\They often said, Spend effort, not money. response:	I'd help out by stuffing the bags.
context: There'd always be a line of people.\It was really something. I thought that every time there was a festival.\I wish you girls would've seen it, too.\GLOW\I remember. The deep-fried kitty-cats and lanterns.\The bags with the huge ribbons were so cute.\They often said, Spend effort, not money.\I'd help out by stuffing the bags. response:	It was so much fun.
context: It was really something. I thought that every time there was a festival.\I wish you girls would've seen it, too.\GLOW\I remember. The deep-fried kitty-cats and lanterns.\The bags with the huge ribbons were so cute.\They often said, Spend effort, not money.\I'd help out by stuffing the bags.\It was so much fun. response:	You did a great job for your first time out there.
context: I wish you girls would've seen it, too.\GLOW\I remember. The deep-fried kitty-cats and lanterns.\The bags with the huge ribbons were so cute.\They often said, Spend effort, not money.\I'd help out by stuffing the bags.\It was so much fun.\You did a great job for your first time out there. response:	But you still need to work on sales and have a ways to go with finesse and insight.
context: GLOW\I remember. The deep-fried kitty-cats and lanterns.\The bags with the huge ribbons were so cute.\They often said, Spend effort, not money.\I'd help out by stuffing the bags.\It was so much fun.\You did a great job for your first time out there.\But you still need to work on sales and have a ways to go with finesse and insight. response:	But you can give it another shot next year, if you want.
context: I remember. The deep-fried kitty-cats and lanterns.\The bags with the huge ribbons were so cute.\They often said, Spend effort, not money.\I'd help out by stuffing the bags.\It was so much fun.\You did a great job for your first time out there.\But you still need to work on sales and have a ways to go with finesse and insight.\But you can give it another shot next year, if you want. response:	What? Really? Is it okay?
context: The bags with the huge ribbons were so cute.\They often said, Spend effort, not money.\I'd help out by stuffing the bags.\It was so much fun.\You did a great job for your first time out there.\But you still need to work on sales and have a ways to go with finesse and insight.\But you can give it another shot next year, if you want.\What? Really? Is it okay? response:	I'll do my best!
context: They often said, Spend effort, not money.\I'd help out by stuffing the bags.\It was so much fun.\You did a great job for your first time out there.\But you still need to work on sales and have a ways to go with finesse and insight.\But you can give it another shot next year, if you want.\What? Really? Is it okay?\I'll do my best! response:	FWOHHH
context: I'd help out by stuffing the bags.\It was so much fun.\You did a great job for your first time out there.\But you still need to work on sales and have a ways to go with finesse and insight.\But you can give it another shot next year, if you want.\What? Really? Is it okay?\I'll do my best!\FWOHHH response:	I'll have customers lined up, just like Mom and Grandma did!
context: It was so much fun.\You did a great job for your first time out there.\But you still need to work on sales and have a ways to go with finesse and insight.\But you can give it another shot next year, if you want.\What? Really? Is it okay?\I'll do my best!\FWOHHH\I'll have customers lined up, just like Mom and Grandma did! response:	OHHH
context: You did a great job for your first time out there.\But you still need to work on sales and have a ways to go with finesse and insight.\But you can give it another shot next year, if you want.\What? Really? Is it okay?\I'll do my best!\FWOHHH\I'll have customers lined up, just like Mom and Grandma did!\OHHH response:	I need to think about the menu right away!
context: But you still need to work on sales and have a ways to go with finesse and insight.\But you can give it another shot next year, if you want.\What? Really? Is it okay?\I'll do my best!\FWOHHH\I'll have customers lined up, just like Mom and Grandma did!\OHHH\I need to think about the menu right away! response:	STRETCH
context: But you can give it another shot next year, if you want.\What? Really? Is it okay?\I'll do my best!\FWOHHH\I'll have customers lined up, just like Mom and Grandma did!\OHHH\I need to think about the menu right away!\STRETCH response:	FWOHHH
context: What? Really? Is it okay?\I'll do my best!\FWOHHH\I'll have customers lined up, just like Mom and Grandma did!\OHHH\I need to think about the menu right away!\STRETCH\FWOHHH response:	Hina! Calm down.
context: I'll do my best!\FWOHHH\I'll have customers lined up, just like Mom and Grandma did!\OHHH\I need to think about the menu right away!\STRETCH\FWOHHH\Hina! Calm down. response:	GRAB
context: FWOHHH\I'll have customers lined up, just like Mom and Grandma did!\OHHH\I need to think about the menu right away!\STRETCH\FWOHHH\Hina! Calm down.\GRAB response:	You have entrance exams first. Which schools are you applying to?
context: I'll have customers lined up, just like Mom and Grandma did!\OHHH\I need to think about the menu right away!\STRETCH\FWOHHH\Hina! Calm down.\GRAB\You have entrance exams first. Which schools are you applying to? response:	Oh yeah.
context: OHHH\I need to think about the menu right away!\STRETCH\FWOHHH\Hina! Calm down.\GRAB\You have entrance exams first. Which schools are you applying to?\Oh yeah. response:	That's right.
context: I need to think about the menu right away!\STRETCH\FWOHHH\Hina! Calm down.\GRAB\You have entrance exams first. Which schools are you applying to?\Oh yeah.\That's right. response:	You have the summer term test tomorrow. Despite the summer vacation, it's a school day.
context: STRETCH\FWOHHH\Hina! Calm down.\GRAB\You have entrance exams first. Which schools are you applying to?\Oh yeah.\That's right.\You have the summer term test tomorrow. Despite the summer vacation, it's a school day. response:	Did you study for the test?
context: FWOHHH\Hina! Calm down.\GRAB\You have entrance exams first. Which schools are you applying to?\Oh yeah.\That's right.\You have the summer term test tomorrow. Despite the summer vacation, it's a school day.\Did you study for the test? response:	Uh, yeah, I did. I still have to study a little more though.
context: Hina! Calm down.\GRAB\You have entrance exams first. Which schools are you applying to?\Oh yeah.\That's right.\You have the summer term test tomorrow. Despite the summer vacation, it's a school day.\Did you study for the test?\Uh, yeah, I did. I still have to study a little more though. response:	I've got it, Sis, how about jelly?
context: GRAB\You have entrance exams first. Which schools are you applying to?\Oh yeah.\That's right.\You have the summer term test tomorrow. Despite the summer vacation, it's a school day.\Did you study for the test?\Uh, yeah, I did. I still have to study a little more though.\I've got it, Sis, how about jelly? response:	Hey!
context: You have entrance exams first. Which schools are you applying to?\Oh yeah.\That's right.\You have the summer term test tomorrow. Despite the summer vacation, it's a school day.\Did you study for the test?\Uh, yeah, I did. I still have to study a little more though.\I've got it, Sis, how about jelly?\Hey! response:	CRESCENT MOON
context: Oh yeah.\That's right.\You have the summer term test tomorrow. Despite the summer vacation, it's a school day.\Did you study for the test?\Uh, yeah, I did. I still have to study a little more though.\I've got it, Sis, how about jelly?\Hey!\CRESCENT MOON response:	Your hands have stopped!
context: That's right.\You have the summer term test tomorrow. Despite the summer vacation, it's a school day.\Did you study for the test?\Uh, yeah, I did. I still have to study a little more though.\I've got it, Sis, how about jelly?\Hey!\CRESCENT MOON\Your hands have stopped! response:	Wrap it already! The red bean pancake will dry out!
context: You have the summer term test tomorrow. Despite the summer vacation, it's a school day.\Did you study for the test?\Uh, yeah, I did. I still have to study a little more though.\I've got it, Sis, how about jelly?\Hey!\CRESCENT MOON\Your hands have stopped!\Wrap it already! The red bean pancake will dry out! response:	Right! Sorry, Grandpa!
context: Did you study for the test?\Uh, yeah, I did. I still have to study a little more though.\I've got it, Sis, how about jelly?\Hey!\CRESCENT MOON\Your hands have stopped!\Wrap it already! The red bean pancake will dry out!\Right! Sorry, Grandpa! response:	I can't!
context: Uh, yeah, I did. I still have to study a little more though.\I've got it, Sis, how about jelly?\Hey!\CRESCENT MOON\Your hands have stopped!\Wrap it already! The red bean pancake will dry out!\Right! Sorry, Grandpa!\I can't! response:	I-I-I can't do it!
context: I've got it, Sis, how about jelly?\Hey!\CRESCENT MOON\Your hands have stopped!\Wrap it already! The red bean pancake will dry out!\Right! Sorry, Grandpa!\I can't!\I-I-I can't do it! response:	SHAKE SHAKE
context: Hey!\CRESCENT MOON\Your hands have stopped!\Wrap it already! The red bean pancake will dry out!\Right! Sorry, Grandpa!\I can't!\I-I-I can't do it!\SHAKE SHAKE response:	SHIVER SHIVER
context: CRESCENT MOON\Your hands have stopped!\Wrap it already! The red bean pancake will dry out!\Right! Sorry, Grandpa!\I can't!\I-I-I can't do it!\SHAKE SHAKE\SHIVER SHIVER response:	I just can't do it!
context: Your hands have stopped!\Wrap it already! The red bean pancake will dry out!\Right! Sorry, Grandpa!\I can't!\I-I-I can't do it!\SHAKE SHAKE\SHIVER SHIVER\I just can't do it! response:	It's impossible! I can't be the homeroom teacher for 3A!
context: Wrap it already! The red bean pancake will dry out!\Right! Sorry, Grandpa!\I can't!\I-I-I can't do it!\SHAKE SHAKE\SHIVER SHIVER\I just can't do it!\It's impossible! I can't be the homeroom teacher for 3A! response:	It'll be fine, fine.
context: Right! Sorry, Grandpa!\I can't!\I-I-I can't do it!\SHAKE SHAKE\SHIVER SHIVER\I just can't do it!\It's impossible! I can't be the homeroom teacher for 3A!\It'll be fine, fine. response:	Maybe.
context: I can't!\I-I-I can't do it!\SHAKE SHAKE\SHIVER SHIVER\I just can't do it!\It's impossible! I can't be the homeroom teacher for 3A!\It'll be fine, fine.\Maybe. response:	I'll be here if you need me.
context: I-I-I can't do it!\SHAKE SHAKE\SHIVER SHIVER\I just can't do it!\It's impossible! I can't be the homeroom teacher for 3A!\It'll be fine, fine.\Maybe.\I'll be here if you need me. response:	PANIC
context: SHAKE SHAKE\SHIVER SHIVER\I just can't do it!\It's impossible! I can't be the homeroom teacher for 3A!\It'll be fine, fine.\Maybe.\I'll be here if you need me.\PANIC response:	It's too much to bear!
context: SHIVER SHIVER\I just can't do it!\It's impossible! I can't be the homeroom teacher for 3A!\It'll be fine, fine.\Maybe.\I'll be here if you need me.\PANIC\It's too much to bear! response:	You saw it, too! The menacing look of Takagi's mother!
context: I just can't do it!\It's impossible! I can't be the homeroom teacher for 3A!\It'll be fine, fine.\Maybe.\I'll be here if you need me.\PANIC\It's too much to bear!\You saw it, too! The menacing look of Takagi's mother! response:	I-I don't have the confidence to contend with her!
context: It's impossible! I can't be the homeroom teacher for 3A!\It'll be fine, fine.\Maybe.\I'll be here if you need me.\PANIC\It's too much to bear!\You saw it, too! The menacing look of Takagi's mother!\I-I don't have the confidence to contend with her! response:	What? What?!
context: It'll be fine, fine.\Maybe.\I'll be here if you need me.\PANIC\It's too much to bear!\You saw it, too! The menacing look of Takagi's mother!\I-I don't have the confidence to contend with her!\What? What?! response:	A new homeroom teacher?
context: Maybe.\I'll be here if you need me.\PANIC\It's too much to bear!\You saw it, too! The menacing look of Takagi's mother!\I-I don't have the confidence to contend with her!\What? What?!\A new homeroom teacher? response:	You're entrusting the precious last semester of the third year to a young teacher like that?!
context: I'll be here if you need me.\PANIC\It's too much to bear!\You saw it, too! The menacing look of Takagi's mother!\I-I don't have the confidence to contend with her!\What? What?!\A new homeroom teacher?\You're entrusting the precious last semester of the third year to a young teacher like that?! response:	What is the school thinking?!
context: PANIC\It's too much to bear!\You saw it, too! The menacing look of Takagi's mother!\I-I don't have the confidence to contend with her!\What? What?!\A new homeroom teacher?\You're entrusting the precious last semester of the third year to a young teacher like that?!\What is the school thinking?! response:	WAHHH
context: It's too much to bear!\You saw it, too! The menacing look of Takagi's mother!\I-I don't have the confidence to contend with her!\What? What?!\A new homeroom teacher?\You're entrusting the precious last semester of the third year to a young teacher like that?!\What is the school thinking?!\WAHHH response:	I can't do it! I'm still a newbie!
context: You saw it, too! The menacing look of Takagi's mother!\I-I don't have the confidence to contend with her!\What? What?!\A new homeroom teacher?\You're entrusting the precious last semester of the third year to a young teacher like that?!\What is the school thinking?!\WAHHH\I can't do it! I'm still a newbie! response:	You may be a newbie, but I'm an old man!
context: I-I don't have the confidence to contend with her!\What? What?!\A new homeroom teacher?\You're entrusting the precious last semester of the third year to a young teacher like that?!\What is the school thinking?!\WAHHH\I can't do it! I'm still a newbie!\You may be a newbie, but I'm an old man! response:	I can't physically be the homeroom teacher for two classes!
context: What? What?!\A new homeroom teacher?\You're entrusting the precious last semester of the third year to a young teacher like that?!\What is the school thinking?!\WAHHH\I can't do it! I'm still a newbie!\You may be a newbie, but I'm an old man!\I can't physically be the homeroom teacher for two classes! response:	I can't watch 90 students by myself!
context: A new homeroom teacher?\You're entrusting the precious last semester of the third year to a young teacher like that?!\What is the school thinking?!\WAHHH\I can't do it! I'm still a newbie!\You may be a newbie, but I'm an old man!\I can't physically be the homeroom teacher for two classes!\I can't watch 90 students by myself! response:	On top of that, I've got my duties as the head teacher!
context: You're entrusting the precious last semester of the third year to a young teacher like that?!\What is the school thinking?!\WAHHH\I can't do it! I'm still a newbie!\You may be a newbie, but I'm an old man!\I can't physically be the homeroom teacher for two classes!\I can't watch 90 students by myself!\On top of that, I've got my duties as the head teacher! response:	Besides, how long will this ongoing discussion with Takagi last?
context: What is the school thinking?!\WAHHH\I can't do it! I'm still a newbie!\You may be a newbie, but I'm an old man!\I can't physically be the homeroom teacher for two classes!\I can't watch 90 students by myself!\On top of that, I've got my duties as the head teacher!\Besides, how long will this ongoing discussion with Takagi last? response:	I told you. Getting her to understand what she did is part of the job.
context: WAHHH\I can't do it! I'm still a newbie!\You may be a newbie, but I'm an old man!\I can't physically be the homeroom teacher for two classes!\I can't watch 90 students by myself!\On top of that, I've got my duties as the head teacher!\Besides, how long will this ongoing discussion with Takagi last?\I told you. Getting her to understand what she did is part of the job. response:	With all due respect, no matter what else we say to her, it won't do any good.
context: I can't do it! I'm still a newbie!\You may be a newbie, but I'm an old man!\I can't physically be the homeroom teacher for two classes!\I can't watch 90 students by myself!\On top of that, I've got my duties as the head teacher!\Besides, how long will this ongoing discussion with Takagi last?\I told you. Getting her to understand what she did is part of the job.\With all due respect, no matter what else we say to her, it won't do any good. response:	She's already decided not to feel any guilt over it.
context: You may be a newbie, but I'm an old man!\I can't physically be the homeroom teacher for two classes!\I can't watch 90 students by myself!\On top of that, I've got my duties as the head teacher!\Besides, how long will this ongoing discussion with Takagi last?\I told you. Getting her to understand what she did is part of the job.\With all due respect, no matter what else we say to her, it won't do any good.\She's already decided not to feel any guilt over it. response:	Why do we have to spend all this time on it?
context: I can't physically be the homeroom teacher for two classes!\I can't watch 90 students by myself!\On top of that, I've got my duties as the head teacher!\Besides, how long will this ongoing discussion with Takagi last?\I told you. Getting her to understand what she did is part of the job.\With all due respect, no matter what else we say to her, it won't do any good.\She's already decided not to feel any guilt over it.\Why do we have to spend all this time on it? response:	It doesn't make sense.
context: I can't watch 90 students by myself!\On top of that, I've got my duties as the head teacher!\Besides, how long will this ongoing discussion with Takagi last?\I told you. Getting her to understand what she did is part of the job.\With all due respect, no matter what else we say to her, it won't do any good.\She's already decided not to feel any guilt over it.\Why do we have to spend all this time on it?\It doesn't make sense. response:	Paying all this attention to the person who caused the trouble,
context: On top of that, I've got my duties as the head teacher!\Besides, how long will this ongoing discussion with Takagi last?\I told you. Getting her to understand what she did is part of the job.\With all due respect, no matter what else we say to her, it won't do any good.\She's already decided not to feel any guilt over it.\Why do we have to spend all this time on it?\It doesn't make sense.\Paying all this attention to the person who caused the trouble, response:	while the victim, Chiho Sakura, not only moved away because of it,
context: Besides, how long will this ongoing discussion with Takagi last?\I told you. Getting her to understand what she did is part of the job.\With all due respect, no matter what else we say to her, it won't do any good.\She's already decided not to feel any guilt over it.\Why do we have to spend all this time on it?\It doesn't make sense.\Paying all this attention to the person who caused the trouble,\while the victim, Chiho Sakura, not only moved away because of it, response:	but she isn't going to school yet over there.
context: I told you. Getting her to understand what she did is part of the job.\With all due respect, no matter what else we say to her, it won't do any good.\She's already decided not to feel any guilt over it.\Why do we have to spend all this time on it?\It doesn't make sense.\Paying all this attention to the person who caused the trouble,\while the victim, Chiho Sakura, not only moved away because of it,\but she isn't going to school yet over there. response:	I-If she's unwilling to give in, even if there was no malice...
context: With all due respect, no matter what else we say to her, it won't do any good.\She's already decided not to feel any guilt over it.\Why do we have to spend all this time on it?\It doesn't make sense.\Paying all this attention to the person who caused the trouble,\while the victim, Chiho Sakura, not only moved away because of it,\but she isn't going to school yet over there.\I-If she's unwilling to give in, even if there was no malice... response:	I mean, after taking it this far,
context: She's already decided not to feel any guilt over it.\Why do we have to spend all this time on it?\It doesn't make sense.\Paying all this attention to the person who caused the trouble,\while the victim, Chiho Sakura, not only moved away because of it,\but she isn't going to school yet over there.\I-If she's unwilling to give in, even if there was no malice...\I mean, after taking it this far, response:	it doesn't matter if there was ill will or not!
context: Why do we have to spend all this time on it?\It doesn't make sense.\Paying all this attention to the person who caused the trouble,\while the victim, Chiho Sakura, not only moved away because of it,\but she isn't going to school yet over there.\I-If she's unwilling to give in, even if there was no malice...\I mean, after taking it this far,\it doesn't matter if there was ill will or not! response:	Komigawa.
context: It doesn't make sense.\Paying all this attention to the person who caused the trouble,\while the victim, Chiho Sakura, not only moved away because of it,\but she isn't going to school yet over there.\I-If she's unwilling to give in, even if there was no malice...\I mean, after taking it this far,\it doesn't matter if there was ill will or not!\Komigawa. response:	I'll write it on her record.
context: Paying all this attention to the person who caused the trouble,\while the victim, Chiho Sakura, not only moved away because of it,\but she isn't going to school yet over there.\I-If she's unwilling to give in, even if there was no malice...\I mean, after taking it this far,\it doesn't matter if there was ill will or not!\Komigawa.\I'll write it on her record. response:	As her new homeroom teacher, I'll write it all down.
context: while the victim, Chiho Sakura, not only moved away because of it,\but she isn't going to school yet over there.\I-If she's unwilling to give in, even if there was no malice...\I mean, after taking it this far,\it doesn't matter if there was ill will or not!\Komigawa.\I'll write it on her record.\As her new homeroom teacher, I'll write it all down. response:	That she thinks she's always right and is very aggressive towards other people.
context: but she isn't going to school yet over there.\I-If she's unwilling to give in, even if there was no malice...\I mean, after taking it this far,\it doesn't matter if there was ill will or not!\Komigawa.\I'll write it on her record.\As her new homeroom teacher, I'll write it all down.\That she thinks she's always right and is very aggressive towards other people. response:	That she's like the leader of the group, but causes major problems in class.
context: I-If she's unwilling to give in, even if there was no malice...\I mean, after taking it this far,\it doesn't matter if there was ill will or not!\Komigawa.\I'll write it on her record.\As her new homeroom teacher, I'll write it all down.\That she thinks she's always right and is very aggressive towards other people.\That she's like the leader of the group, but causes major problems in class. response:	And!
context: I mean, after taking it this far,\it doesn't matter if there was ill will or not!\Komigawa.\I'll write it on her record.\As her new homeroom teacher, I'll write it all down.\That she thinks she's always right and is very aggressive towards other people.\That she's like the leader of the group, but causes major problems in class.\And! response:	When somebody causes a problem, they need to take responsibility for it.
context: it doesn't matter if there was ill will or not!\Komigawa.\I'll write it on her record.\As her new homeroom teacher, I'll write it all down.\That she thinks she's always right and is very aggressive towards other people.\That she's like the leader of the group, but causes major problems in class.\And!\When somebody causes a problem, they need to take responsibility for it. response:	That's what I believe.
context: Komigawa.\I'll write it on her record.\As her new homeroom teacher, I'll write it all down.\That she thinks she's always right and is very aggressive towards other people.\That she's like the leader of the group, but causes major problems in class.\And!\When somebody causes a problem, they need to take responsibility for it.\That's what I believe. response:	There must be punishment.
context: I'll write it on her record.\As her new homeroom teacher, I'll write it all down.\That she thinks she's always right and is very aggressive towards other people.\That she's like the leader of the group, but causes major problems in class.\And!\When somebody causes a problem, they need to take responsibility for it.\That's what I believe.\There must be punishment. response:	Otherwise...
context: As her new homeroom teacher, I'll write it all down.\That she thinks she's always right and is very aggressive towards other people.\That she's like the leader of the group, but causes major problems in class.\And!\When somebody causes a problem, they need to take responsibility for it.\That's what I believe.\There must be punishment.\Otherwise... response:	that's wrong, isn't it?
context: That she thinks she's always right and is very aggressive towards other people.\That she's like the leader of the group, but causes major problems in class.\And!\When somebody causes a problem, they need to take responsibility for it.\That's what I believe.\There must be punishment.\Otherwise...\that's wrong, isn't it? response:	Hey, Mr. Kokubu.
context: That she's like the leader of the group, but causes major problems in class.\And!\When somebody causes a problem, they need to take responsibility for it.\That's what I believe.\There must be punishment.\Otherwise...\that's wrong, isn't it?\Hey, Mr. Kokubu. response:	Do you have an answer?
context: And!\When somebody causes a problem, they need to take responsibility for it.\That's what I believe.\There must be punishment.\Otherwise...\that's wrong, isn't it?\Hey, Mr. Kokubu.\Do you have an answer? response:	Did you find a reason for why everyone has to put out effort and do their best?
context: When somebody causes a problem, they need to take responsibility for it.\That's what I believe.\There must be punishment.\Otherwise...\that's wrong, isn't it?\Hey, Mr. Kokubu.\Do you have an answer?\Did you find a reason for why everyone has to put out effort and do their best? response:	Did you find something?
context: That's what I believe.\There must be punishment.\Otherwise...\that's wrong, isn't it?\Hey, Mr. Kokubu.\Do you have an answer?\Did you find a reason for why everyone has to put out effort and do their best?\Did you find something? response:	Well. I've been thinking a lot since it came up.
context: There must be punishment.\Otherwise...\that's wrong, isn't it?\Hey, Mr. Kokubu.\Do you have an answer?\Did you find a reason for why everyone has to put out effort and do their best?\Did you find something?\Well. I've been thinking a lot since it came up. response:	And...
context: Otherwise...\that's wrong, isn't it?\Hey, Mr. Kokubu.\Do you have an answer?\Did you find a reason for why everyone has to put out effort and do their best?\Did you find something?\Well. I've been thinking a lot since it came up.\And... response:	I couldn't find an answer.
context: that's wrong, isn't it?\Hey, Mr. Kokubu.\Do you have an answer?\Did you find a reason for why everyone has to put out effort and do their best?\Did you find something?\Well. I've been thinking a lot since it came up.\And...\I couldn't find an answer. response:	You didn't find it?
context: Hey, Mr. Kokubu.\Do you have an answer?\Did you find a reason for why everyone has to put out effort and do their best?\Did you find something?\Well. I've been thinking a lot since it came up.\And...\I couldn't find an answer.\You didn't find it? response:	What the heck?
context: Do you have an answer?\Did you find a reason for why everyone has to put out effort and do their best?\Did you find something?\Well. I've been thinking a lot since it came up.\And...\I couldn't find an answer.\You didn't find it?\What the heck? response:	ATTENDANCE RECORDS
context: Did you find a reason for why everyone has to put out effort and do their best?\Did you find something?\Well. I've been thinking a lot since it came up.\And...\I couldn't find an answer.\You didn't find it?\What the heck?\ATTENDANCE RECORDS response:	I racked my brains, but in the end, to be honest, I came up blank.
context: Did you find something?\Well. I've been thinking a lot since it came up.\And...\I couldn't find an answer.\You didn't find it?\What the heck?\ATTENDANCE RECORDS\I racked my brains, but in the end, to be honest, I came up blank. response:	It's strange, isn't it?
context: Well. I've been thinking a lot since it came up.\And...\I couldn't find an answer.\You didn't find it?\What the heck?\ATTENDANCE RECORDS\I racked my brains, but in the end, to be honest, I came up blank.\It's strange, isn't it? response:	And when I thought about it, I realized I never even had any doubts about it.
context: And...\I couldn't find an answer.\You didn't find it?\What the heck?\ATTENDANCE RECORDS\I racked my brains, but in the end, to be honest, I came up blank.\It's strange, isn't it?\And when I thought about it, I realized I never even had any doubts about it. response:	Why was that?
context: I couldn't find an answer.\You didn't find it?\What the heck?\ATTENDANCE RECORDS\I racked my brains, but in the end, to be honest, I came up blank.\It's strange, isn't it?\And when I thought about it, I realized I never even had any doubts about it.\Why was that? response:	It's hard to make an effort, but I always assumed people had to do it.
context: You didn't find it?\What the heck?\ATTENDANCE RECORDS\I racked my brains, but in the end, to be honest, I came up blank.\It's strange, isn't it?\And when I thought about it, I realized I never even had any doubts about it.\Why was that?\It's hard to make an effort, but I always assumed people had to do it. response:	All this time I thought making an effort was something you do for your own sake.
context: What the heck?\ATTENDANCE RECORDS\I racked my brains, but in the end, to be honest, I came up blank.\It's strange, isn't it?\And when I thought about it, I realized I never even had any doubts about it.\Why was that?\It's hard to make an effort, but I always assumed people had to do it.\All this time I thought making an effort was something you do for your own sake. response:	Anyway, I'd been told that often enough
context: ATTENDANCE RECORDS\I racked my brains, but in the end, to be honest, I came up blank.\It's strange, isn't it?\And when I thought about it, I realized I never even had any doubts about it.\Why was that?\It's hard to make an effort, but I always assumed people had to do it.\All this time I thought making an effort was something you do for your own sake.\Anyway, I'd been told that often enough response:	that I don't even remember who first said it or where I'd read that idea.
context: I racked my brains, but in the end, to be honest, I came up blank.\It's strange, isn't it?\And when I thought about it, I realized I never even had any doubts about it.\Why was that?\It's hard to make an effort, but I always assumed people had to do it.\All this time I thought making an effort was something you do for your own sake.\Anyway, I'd been told that often enough\that I don't even remember who first said it or where I'd read that idea. response:	Now that I've reached this age,
context: It's strange, isn't it?\And when I thought about it, I realized I never even had any doubts about it.\Why was that?\It's hard to make an effort, but I always assumed people had to do it.\All this time I thought making an effort was something you do for your own sake.\Anyway, I'd been told that often enough\that I don't even remember who first said it or where I'd read that idea.\Now that I've reached this age, response:	I felt that phrase was true from the bottom of my heart.
context: And when I thought about it, I realized I never even had any doubts about it.\Why was that?\It's hard to make an effort, but I always assumed people had to do it.\All this time I thought making an effort was something you do for your own sake.\Anyway, I'd been told that often enough\that I don't even remember who first said it or where I'd read that idea.\Now that I've reached this age,\I felt that phrase was true from the bottom of my heart. response:	For the longest time, I probably just...
