context: Yukako Yamagishi has been depressed lately. response:	What? There's someone you like?
context: By the way, it's 4:45. It's almost been thirty minutes.\Make sure you don't forget to apply the lipstick.\Yes, I'm doing it now.\Luck will take my side, huh?\What? You're going to Kame Yu? So are we.\Huh?!\What's with these people?!\There are even more of them! response:	And now the person I want here the least, his mother, is here!
context: Make sure you don't forget to apply the lipstick.\Yes, I'm doing it now.\Luck will take my side, huh?\What? You're going to Kame Yu? So are we.\Huh?!\What's with these people?!\There are even more of them!\And now the person I want here the least, his mother, is here! response:	Luck is on my side, my ass!
context: Yes, I'm doing it now.\Luck will take my side, huh?\What? You're going to Kame Yu? So are we.\Huh?!\What's with these people?!\There are even more of them!\And now the person I want here the least, his mother, is here!\Luck is on my side, my ass! response:	I'll kill that salon bitch!
context: Luck will take my side, huh?\What? You're going to Kame Yu? So are we.\Huh?!\What's with these people?!\There are even more of them!\And now the person I want here the least, his mother, is here!\Luck is on my side, my ass!\I'll kill that salon bitch! response:	I guess I'll start taking pictures here.
context: What? You're going to Kame Yu? So are we.\Huh?!\What's with these people?!\There are even more of them!\And now the person I want here the least, his mother, is here!\Luck is on my side, my ass!\I'll kill that salon bitch!\I guess I'll start taking pictures here. response:	H-Hey, are you using the flash?
context: Huh?!\What's with these people?!\There are even more of them!\And now the person I want here the least, his mother, is here!\Luck is on my side, my ass!\I'll kill that salon bitch!\I guess I'll start taking pictures here.\H-Hey, are you using the flash? response:	This isn't good, Josuke.
context: What's with these people?!\There are even more of them!\And now the person I want here the least, his mother, is here!\Luck is on my side, my ass!\I'll kill that salon bitch!\I guess I'll start taking pictures here.\H-Hey, are you using the flash?\This isn't good, Josuke. response:	She's been startled, and the stress is making her disappear!
context: There are even more of them!\And now the person I want here the least, his mother, is here!\Luck is on my side, my ass!\I'll kill that salon bitch!\I guess I'll start taking pictures here.\H-Hey, are you using the flash?\This isn't good, Josuke.\She's been startled, and the stress is making her disappear! response:	H-Hey, Old Man! Head outside!
context: And now the person I want here the least, his mother, is here!\Luck is on my side, my ass!\I'll kill that salon bitch!\I guess I'll start taking pictures here.\H-Hey, are you using the flash?\This isn't good, Josuke.\She's been startled, and the stress is making her disappear!\H-Hey, Old Man! Head outside! response:	P-Pardon me!
context: Luck is on my side, my ass!\I'll kill that salon bitch!\I guess I'll start taking pictures here.\H-Hey, are you using the flash?\This isn't good, Josuke.\She's been startled, and the stress is making her disappear!\H-Hey, Old Man! Head outside!\P-Pardon me! response:	Move out of the way, please!
context: I'll kill that salon bitch!\I guess I'll start taking pictures here.\H-Hey, are you using the flash?\This isn't good, Josuke.\She's been startled, and the stress is making her disappear!\H-Hey, Old Man! Head outside!\P-Pardon me!\Move out of the way, please! response:	Huh?
context: I guess I'll start taking pictures here.\H-Hey, are you using the flash?\This isn't good, Josuke.\She's been startled, and the stress is making her disappear!\H-Hey, Old Man! Head outside!\P-Pardon me!\Move out of the way, please!\Huh? response:	What's going on?
context: H-Hey, are you using the flash?\This isn't good, Josuke.\She's been startled, and the stress is making her disappear!\H-Hey, Old Man! Head outside!\P-Pardon me!\Move out of the way, please!\Huh?\What's going on? response:	Ah!
context: This isn't good, Josuke.\She's been startled, and the stress is making her disappear!\H-Hey, Old Man! Head outside!\P-Pardon me!\Move out of the way, please!\Huh?\What's going on?\Ah! response:	Whoa! Sorry, Koichi!
context: She's been startled, and the stress is making her disappear!\H-Hey, Old Man! Head outside!\P-Pardon me!\Move out of the way, please!\Huh?\What's going on?\Ah!\Whoa! Sorry, Koichi! response:	Y-Yukako..
context: H-Hey, Old Man! Head outside!\P-Pardon me!\Move out of the way, please!\Huh?\What's going on?\Ah!\Whoa! Sorry, Koichi!\Y-Yukako.. response:	K-Koichi...
context: P-Pardon me!\Move out of the way, please!\Huh?\What's going on?\Ah!\Whoa! Sorry, Koichi!\Y-Yukako..\K-Koichi... response:	This... is luck.
context: Move out of the way, please!\Huh?\What's going on?\Ah!\Whoa! Sorry, Koichi!\Y-Yukako..\K-Koichi...\This... is luck. response:	This is it!
context: Huh?\What's going on?\Ah!\Whoa! Sorry, Koichi!\Y-Yukako..\K-Koichi...\This... is luck.\This is it! response:	Our hearts are understanding each other.
context: What's going on?\Ah!\Whoa! Sorry, Koichi!\Y-Yukako..\K-Koichi...\This... is luck.\This is it!\Our hearts are understanding each other. response:	Koichi's heart is flowing into mine...
context: Ah!\Whoa! Sorry, Koichi!\Y-Yukako..\K-Koichi...\This... is luck.\This is it!\Our hearts are understanding each other.\Koichi's heart is flowing into mine... response:	This is my all...
context: Whoa! Sorry, Koichi!\Y-Yukako..\K-Koichi...\This... is luck.\This is it!\Our hearts are understanding each other.\Koichi's heart is flowing into mine...\This is my all... response:	And my life is going to change starting now...
context: Y-Yukako..\K-Koichi...\This... is luck.\This is it!\Our hearts are understanding each other.\Koichi's heart is flowing into mine...\This is my all...\And my life is going to change starting now... response:	Ci
context: K-Koichi...\This... is luck.\This is it!\Our hearts are understanding each other.\Koichi's heart is flowing into mine...\This is my all...\And my life is going to change starting now...\Ci response:	Cin
context: This... is luck.\This is it!\Our hearts are understanding each other.\Koichi's heart is flowing into mine...\This is my all...\And my life is going to change starting now...\Ci\Cin response:	Cinde
context: This is it!\Our hearts are understanding each other.\Koichi's heart is flowing into mine...\This is my all...\And my life is going to change starting now...\Ci\Cin\Cinde response:	Cindere
context: Our hearts are understanding each other.\Koichi's heart is flowing into mine...\This is my all...\And my life is going to change starting now...\Ci\Cin\Cinde\Cindere response:	Cinderella
context: Koichi's heart is flowing into mine...\This is my all...\And my life is going to change starting now...\Ci\Cin\Cinde\Cindere\Cinderella response:	Aya
context: This is my all...\And my life is going to change starting now...\Ci\Cin\Cinde\Cindere\Cinderella\Aya response:	Aya Tsuji
context: And my life is going to change starting now...\Ci\Cin\Cinde\Cindere\Cinderella\Aya\Aya Tsuji response:	Josuke, Okuyasu...
context: Ci\Cin\Cinde\Cindere\Cinderella\Aya\Aya Tsuji\Josuke, Okuyasu... response:	Flail
context: Cin\Cinde\Cindere\Cinderella\Aya\Aya Tsuji\Josuke, Okuyasu...\Flail response:	Flail
context: Cinde\Cindere\Cinderella\Aya\Aya Tsuji\Josuke, Okuyasu...\Flail\Flail response:	What did she do to you?!
context: Cindere\Cinderella\Aya\Aya Tsuji\Josuke, Okuyasu...\Flail\Flail\What did she do to you?! response:	That bitch must have tried to pull something again!
context: Cinderella\Aya\Aya Tsuji\Josuke, Okuyasu...\Flail\Flail\What did she do to you?!\That bitch must have tried to pull something again! response:	Calm down! It's not like that...
context: Aya\Aya Tsuji\Josuke, Okuyasu...\Flail\Flail\What did she do to you?!\That bitch must have tried to pull something again!\Calm down! It's not like that... response:	I just...
context: Aya Tsuji\Josuke, Okuyasu...\Flail\Flail\What did she do to you?!\That bitch must have tried to pull something again!\Calm down! It's not like that...\I just... response:	It seems I've fallen in love with Yukako.
context: Josuke, Okuyasu...\Flail\Flail\What did she do to you?!\That bitch must have tried to pull something again!\Calm down! It's not like that...\I just...\It seems I've fallen in love with Yukako. response:	Huh?
context: Flail\Flail\What did she do to you?!\That bitch must have tried to pull something again!\Calm down! It's not like that...\I just...\It seems I've fallen in love with Yukako.\Huh? response:	I'm starting to think that her personality isn't so bad...
context: Flail\What did she do to you?!\That bitch must have tried to pull something again!\Calm down! It's not like that...\I just...\It seems I've fallen in love with Yukako.\Huh?\I'm starting to think that her personality isn't so bad... response:	It makes me feel warm inside.
context: What did she do to you?!\That bitch must have tried to pull something again!\Calm down! It's not like that...\I just...\It seems I've fallen in love with Yukako.\Huh?\I'm starting to think that her personality isn't so bad...\It makes me feel warm inside. response:	Is this love?
context: That bitch must have tried to pull something again!\Calm down! It's not like that...\I just...\It seems I've fallen in love with Yukako.\Huh?\I'm starting to think that her personality isn't so bad...\It makes me feel warm inside.\Is this love? response:	I'm not really sure...
context: Calm down! It's not like that...\I just...\It seems I've fallen in love with Yukako.\Huh?\I'm starting to think that her personality isn't so bad...\It makes me feel warm inside.\Is this love?\I'm not really sure... response:	Hey, Okuyasu, did you hear him?
context: I just...\It seems I've fallen in love with Yukako.\Huh?\I'm starting to think that her personality isn't so bad...\It makes me feel warm inside.\Is this love?\I'm not really sure...\Hey, Okuyasu, did you hear him? response:	Even a Stand would be blown to the moon if it heard that.
context: It seems I've fallen in love with Yukako.\Huh?\I'm starting to think that her personality isn't so bad...\It makes me feel warm inside.\Is this love?\I'm not really sure...\Hey, Okuyasu, did you hear him?\Even a Stand would be blown to the moon if it heard that. response:	He and Yukako...
context: Huh?\I'm starting to think that her personality isn't so bad...\It makes me feel warm inside.\Is this love?\I'm not really sure...\Hey, Okuyasu, did you hear him?\Even a Stand would be blown to the moon if it heard that.\He and Yukako... response:	Gush
context: I'm starting to think that her personality isn't so bad...\It makes me feel warm inside.\Is this love?\I'm not really sure...\Hey, Okuyasu, did you hear him?\Even a Stand would be blown to the moon if it heard that.\He and Yukako...\Gush response:	Hey, hey, hey! You don't have to cry about it!
context: It makes me feel warm inside.\Is this love?\I'm not really sure...\Hey, Okuyasu, did you hear him?\Even a Stand would be blown to the moon if it heard that.\He and Yukako...\Gush\Hey, hey, hey! You don't have to cry about it! response:	But, Koichi...
context: Is this love?\I'm not really sure...\Hey, Okuyasu, did you hear him?\Even a Stand would be blown to the moon if it heard that.\He and Yukako...\Gush\Hey, hey, hey! You don't have to cry about it!\But, Koichi... response:	I don't know what led to this sudden 180,
context: I'm not really sure...\Hey, Okuyasu, did you hear him?\Even a Stand would be blown to the moon if it heard that.\He and Yukako...\Gush\Hey, hey, hey! You don't have to cry about it!\But, Koichi...\I don't know what led to this sudden 180, response:	but if you and Yukako both have feelings for each other,
context: Hey, Okuyasu, did you hear him?\Even a Stand would be blown to the moon if it heard that.\He and Yukako...\Gush\Hey, hey, hey! You don't have to cry about it!\But, Koichi...\I don't know what led to this sudden 180,\but if you and Yukako both have feelings for each other, response:	then there shouldn't be a problem.
context: Even a Stand would be blown to the moon if it heard that.\He and Yukako...\Gush\Hey, hey, hey! You don't have to cry about it!\But, Koichi...\I don't know what led to this sudden 180,\but if you and Yukako both have feelings for each other,\then there shouldn't be a problem. response:	That's not it, though...
context: He and Yukako...\Gush\Hey, hey, hey! You don't have to cry about it!\But, Koichi...\I don't know what led to this sudden 180,\but if you and Yukako both have feelings for each other,\then there shouldn't be a problem.\That's not it, though... response:	Yukako has refused to see me ever since.
context: Gush\Hey, hey, hey! You don't have to cry about it!\But, Koichi...\I don't know what led to this sudden 180,\but if you and Yukako both have feelings for each other,\then there shouldn't be a problem.\That's not it, though...\Yukako has refused to see me ever since. response:	That's the mystery.
context: Hey, hey, hey! You don't have to cry about it!\But, Koichi...\I don't know what led to this sudden 180,\but if you and Yukako both have feelings for each other,\then there shouldn't be a problem.\That's not it, though...\Yukako has refused to see me ever since.\That's the mystery. response:	She hasn't come to school for two days.
context: But, Koichi...\I don't know what led to this sudden 180,\but if you and Yukako both have feelings for each other,\then there shouldn't be a problem.\That's not it, though...\Yukako has refused to see me ever since.\That's the mystery.\She hasn't come to school for two days. response:	She won't answer the phone...
context: I don't know what led to this sudden 180,\but if you and Yukako both have feelings for each other,\then there shouldn't be a problem.\That's not it, though...\Yukako has refused to see me ever since.\That's the mystery.\She hasn't come to school for two days.\She won't answer the phone... response:	She hasn't contacted me at all. Nothing. That's it.
context: but if you and Yukako both have feelings for each other,\then there shouldn't be a problem.\That's not it, though...\Yukako has refused to see me ever since.\That's the mystery.\She hasn't come to school for two days.\She won't answer the phone...\She hasn't contacted me at all. Nothing. That's it. response:	Y-You mean ever since you guys kissed...
context: then there shouldn't be a problem.\That's not it, though...\Yukako has refused to see me ever since.\That's the mystery.\She hasn't come to school for two days.\She won't answer the phone...\She hasn't contacted me at all. Nothing. That's it.\Y-You mean ever since you guys kissed... response:	You haven't heard anything?
context: That's not it, though...\Yukako has refused to see me ever since.\That's the mystery.\She hasn't come to school for two days.\She won't answer the phone...\She hasn't contacted me at all. Nothing. That's it.\Y-You mean ever since you guys kissed...\You haven't heard anything? response:	Not at all.
context: Yukako has refused to see me ever since.\That's the mystery.\She hasn't come to school for two days.\She won't answer the phone...\She hasn't contacted me at all. Nothing. That's it.\Y-You mean ever since you guys kissed...\You haven't heard anything?\Not at all. response:	Hmm... That is very bizarre.
context: That's the mystery.\She hasn't come to school for two days.\She won't answer the phone...\She hasn't contacted me at all. Nothing. That's it.\Y-You mean ever since you guys kissed...\You haven't heard anything?\Not at all.\Hmm... That is very bizarre. response:	If anything, I admired Yukako for her dedication to love.
context: She hasn't come to school for two days.\She won't answer the phone...\She hasn't contacted me at all. Nothing. That's it.\Y-You mean ever since you guys kissed...\You haven't heard anything?\Not at all.\Hmm... That is very bizarre.\If anything, I admired Yukako for her dedication to love. response:	But honestly, I don't think you're going to
context: She won't answer the phone...\She hasn't contacted me at all. Nothing. That's it.\Y-You mean ever since you guys kissed...\You haven't heard anything?\Not at all.\Hmm... That is very bizarre.\If anything, I admired Yukako for her dedication to love.\But honestly, I don't think you're going to response:	get an answer unless you ask Yukako in person.
context: She hasn't contacted me at all. Nothing. That's it.\Y-You mean ever since you guys kissed...\You haven't heard anything?\Not at all.\Hmm... That is very bizarre.\If anything, I admired Yukako for her dedication to love.\But honestly, I don't think you're going to\get an answer unless you ask Yukako in person. response:	We really shouldn't get involved...
context: Y-You mean ever since you guys kissed...\You haven't heard anything?\Not at all.\Hmm... That is very bizarre.\If anything, I admired Yukako for her dedication to love.\But honestly, I don't think you're going to\get an answer unless you ask Yukako in person.\We really shouldn't get involved... response:	Y-Yeah...
context: You haven't heard anything?\Not at all.\Hmm... That is very bizarre.\If anything, I admired Yukako for her dedication to love.\But honestly, I don't think you're going to\get an answer unless you ask Yukako in person.\We really shouldn't get involved...\Y-Yeah... response:	But if you're in danger, let us know!
context: Not at all.\Hmm... That is very bizarre.\If anything, I admired Yukako for her dedication to love.\But honestly, I don't think you're going to\get an answer unless you ask Yukako in person.\We really shouldn't get involved...\Y-Yeah...\But if you're in danger, let us know! response:	We'll be right there!
context: Hmm... That is very bizarre.\If anything, I admired Yukako for her dedication to love.\But honestly, I don't think you're going to\get an answer unless you ask Yukako in person.\We really shouldn't get involved...\Y-Yeah...\But if you're in danger, let us know!\We'll be right there! response:	Thanks. I'm gonna go now.
context: If anything, I admired Yukako for her dedication to love.\But honestly, I don't think you're going to\get an answer unless you ask Yukako in person.\We really shouldn't get involved...\Y-Yeah...\But if you're in danger, let us know!\We'll be right there!\Thanks. I'm gonna go now. response:	Yeah.
context: But honestly, I don't think you're going to\get an answer unless you ask Yukako in person.\We really shouldn't get involved...\Y-Yeah...\But if you're in danger, let us know!\We'll be right there!\Thanks. I'm gonna go now.\Yeah. response:	But...
context: get an answer unless you ask Yukako in person.\We really shouldn't get involved...\Y-Yeah...\But if you're in danger, let us know!\We'll be right there!\Thanks. I'm gonna go now.\Yeah.\But... response:	Damn Koichi! I can't believe he kissed a girl!
context: We really shouldn't get involved...\Y-Yeah...\But if you're in danger, let us know!\We'll be right there!\Thanks. I'm gonna go now.\Yeah.\But...\Damn Koichi! I can't believe he kissed a girl! response:	Seriously, it's no reason to cry.
context: Y-Yeah...\But if you're in danger, let us know!\We'll be right there!\Thanks. I'm gonna go now.\Yeah.\But...\Damn Koichi! I can't believe he kissed a girl!\Seriously, it's no reason to cry. response:	Th-That hair!
context: But if you're in danger, let us know!\We'll be right there!\Thanks. I'm gonna go now.\Yeah.\But...\Damn Koichi! I can't believe he kissed a girl!\Seriously, it's no reason to cry.\Th-That hair! response:	Yukako!
context: We'll be right there!\Thanks. I'm gonna go now.\Yeah.\But...\Damn Koichi! I can't believe he kissed a girl!\Seriously, it's no reason to cry.\Th-That hair!\Yukako! response:	W-Wait, Yukako!
context: Thanks. I'm gonna go now.\Yeah.\But...\Damn Koichi! I can't believe he kissed a girl!\Seriously, it's no reason to cry.\Th-That hair!\Yukako!\W-Wait, Yukako! response:	U-Um...
context: Yeah.\But...\Damn Koichi! I can't believe he kissed a girl!\Seriously, it's no reason to cry.\Th-That hair!\Yukako!\W-Wait, Yukako!\U-Um... response:	You've got the wrong person.
context: But...\Damn Koichi! I can't believe he kissed a girl!\Seriously, it's no reason to cry.\Th-That hair!\Yukako!\W-Wait, Yukako!\U-Um...\You've got the wrong person. response:	U-Um... You looked just like her from behind, so...
context: Damn Koichi! I can't believe he kissed a girl!\Seriously, it's no reason to cry.\Th-That hair!\Yukako!\W-Wait, Yukako!\U-Um...\You've got the wrong person.\U-Um... You looked just like her from behind, so... response:	Actually, no, wait!
context: Seriously, it's no reason to cry.\Th-That hair!\Yukako!\W-Wait, Yukako!\U-Um...\You've got the wrong person.\U-Um... You looked just like her from behind, so...\Actually, no, wait! response:	K-Koichi...
context: Th-That hair!\Yukako!\W-Wait, Yukako!\U-Um...\You've got the wrong person.\U-Um... You looked just like her from behind, so...\Actually, no, wait!\K-Koichi... response:	How dare you do this to me, you stupid dumbass?!
context: Yukako!\W-Wait, Yukako!\U-Um...\You've got the wrong person.\U-Um... You looked just like her from behind, so...\Actually, no, wait!\K-Koichi...\How dare you do this to me, you stupid dumbass?! response:	My face just keeps falling apart!
context: W-Wait, Yukako!\U-Um...\You've got the wrong person.\U-Um... You looked just like her from behind, so...\Actually, no, wait!\K-Koichi...\How dare you do this to me, you stupid dumbass?!\My face just keeps falling apart! response:	Even if I put on makeup, it just falls off!
context: U-Um...\You've got the wrong person.\U-Um... You looked just like her from behind, so...\Actually, no, wait!\K-Koichi...\How dare you do this to me, you stupid dumbass?!\My face just keeps falling apart!\Even if I put on makeup, it just falls off! response:	You asshole woman!
context: You've got the wrong person.\U-Um... You looked just like her from behind, so...\Actually, no, wait!\K-Koichi...\How dare you do this to me, you stupid dumbass?!\My face just keeps falling apart!\Even if I put on makeup, it just falls off!\You asshole woman! response:	Turn my face back to normal!
context: U-Um... You looked just like her from behind, so...\Actually, no, wait!\K-Koichi...\How dare you do this to me, you stupid dumbass?!\My face just keeps falling apart!\Even if I put on makeup, it just falls off!\You asshole woman!\Turn my face back to normal! response:	It appears
context: Actually, no, wait!\K-Koichi...\How dare you do this to me, you stupid dumbass?!\My face just keeps falling apart!\Even if I put on makeup, it just falls off!\You asshole woman!\Turn my face back to normal!\It appears response:	that you broke your promise.
context: K-Koichi...\How dare you do this to me, you stupid dumbass?!\My face just keeps falling apart!\Even if I put on makeup, it just falls off!\You asshole woman!\Turn my face back to normal!\It appears\that you broke your promise. response:	That's too bad.
context: How dare you do this to me, you stupid dumbass?!\My face just keeps falling apart!\Even if I put on makeup, it just falls off!\You asshole woman!\Turn my face back to normal!\It appears\that you broke your promise.\That's too bad. response:	I persistently told you to reapply the Cinderella lipstick every thirty minutes...
context: My face just keeps falling apart!\Even if I put on makeup, it just falls off!\You asshole woman!\Turn my face back to normal!\It appears\that you broke your promise.\That's too bad.\I persistently told you to reapply the Cinderella lipstick every thirty minutes... response:	I just forgot, that's all!
context: Even if I put on makeup, it just falls off!\You asshole woman!\Turn my face back to normal!\It appears\that you broke your promise.\That's too bad.\I persistently told you to reapply the Cinderella lipstick every thirty minutes...\I just forgot, that's all! response:	Wh-What is this? My hands...
context: You asshole woman!\Turn my face back to normal!\It appears\that you broke your promise.\That's too bad.\I persistently told you to reapply the Cinderella lipstick every thirty minutes...\I just forgot, that's all!\Wh-What is this? My hands... response:	They're turning into mush!
context: Turn my face back to normal!\It appears\that you broke your promise.\That's too bad.\I persistently told you to reapply the Cinderella lipstick every thirty minutes...\I just forgot, that's all!\Wh-What is this? My hands...\They're turning into mush! response:	Your palm lines and fingerprints are disappearing.
context: It appears\that you broke your promise.\That's too bad.\I persistently told you to reapply the Cinderella lipstick every thirty minutes...\I just forgot, that's all!\Wh-What is this? My hands...\They're turning into mush!\Your palm lines and fingerprints are disappearing. response:	You shouldn't have broken the promise.
context: that you broke your promise.\That's too bad.\I persistently told you to reapply the Cinderella lipstick every thirty minutes...\I just forgot, that's all!\Wh-What is this? My hands...\They're turning into mush!\Your palm lines and fingerprints are disappearing.\You shouldn't have broken the promise. response:	That lipstick was to guarantee your luck.
context: That's too bad.\I persistently told you to reapply the Cinderella lipstick every thirty minutes...\I just forgot, that's all!\Wh-What is this? My hands...\They're turning into mush!\Your palm lines and fingerprints are disappearing.\You shouldn't have broken the promise.\That lipstick was to guarantee your luck. response:	You need a lot of energy to change someone's luck.
context: I persistently told you to reapply the Cinderella lipstick every thirty minutes...\I just forgot, that's all!\Wh-What is this? My hands...\They're turning into mush!\Your palm lines and fingerprints are disappearing.\You shouldn't have broken the promise.\That lipstick was to guarantee your luck.\You need a lot of energy to change someone's luck. response:	And now that has gone away.
context: I just forgot, that's all!\Wh-What is this? My hands...\They're turning into mush!\Your palm lines and fingerprints are disappearing.\You shouldn't have broken the promise.\That lipstick was to guarantee your luck.\You need a lot of energy to change someone's luck.\And now that has gone away. response:	It's your own fault for underestimating your luck.
context: Wh-What is this? My hands...\They're turning into mush!\Your palm lines and fingerprints are disappearing.\You shouldn't have broken the promise.\That lipstick was to guarantee your luck.\You need a lot of energy to change someone's luck.\And now that has gone away.\It's your own fault for underestimating your luck. response:	D-Do you want to die?!
context: They're turning into mush!\Your palm lines and fingerprints are disappearing.\You shouldn't have broken the promise.\That lipstick was to guarantee your luck.\You need a lot of energy to change someone's luck.\And now that has gone away.\It's your own fault for underestimating your luck.\D-Do you want to die?! response:	Die?
context: Your palm lines and fingerprints are disappearing.\You shouldn't have broken the promise.\That lipstick was to guarantee your luck.\You need a lot of energy to change someone's luck.\And now that has gone away.\It's your own fault for underestimating your luck.\D-Do you want to die?!\Die? response:	I'm not running a salon for the sake of ambition and money alone.
context: You shouldn't have broken the promise.\That lipstick was to guarantee your luck.\You need a lot of energy to change someone's luck.\And now that has gone away.\It's your own fault for underestimating your luck.\D-Do you want to die?!\Die?\I'm not running a salon for the sake of ambition and money alone. response:	I wanted to be like the fairy godmother
context: That lipstick was to guarantee your luck.\You need a lot of energy to change someone's luck.\And now that has gone away.\It's your own fault for underestimating your luck.\D-Do you want to die?!\Die?\I'm not running a salon for the sake of ambition and money alone.\I wanted to be like the fairy godmother response:	in Cinderella who brings people happiness.
context: You need a lot of energy to change someone's luck.\And now that has gone away.\It's your own fault for underestimating your luck.\D-Do you want to die?!\Die?\I'm not running a salon for the sake of ambition and money alone.\I wanted to be like the fairy godmother\in Cinderella who brings people happiness. response:	It is truly a shame.
context: And now that has gone away.\It's your own fault for underestimating your luck.\D-Do you want to die?!\Die?\I'm not running a salon for the sake of ambition and money alone.\I wanted to be like the fairy godmother\in Cinderella who brings people happiness.\It is truly a shame. response:	I shouldn't have tried to make your wish come true.
context: It's your own fault for underestimating your luck.\D-Do you want to die?!\Die?\I'm not running a salon for the sake of ambition and money alone.\I wanted to be like the fairy godmother\in Cinderella who brings people happiness.\It is truly a shame.\I shouldn't have tried to make your wish come true. response:	Your face and your palm lines are now gone.
context: D-Do you want to die?!\Die?\I'm not running a salon for the sake of ambition and money alone.\I wanted to be like the fairy godmother\in Cinderella who brings people happiness.\It is truly a shame.\I shouldn't have tried to make your wish come true.\Your face and your palm lines are now gone. response:	They've been eliminated from this world.
context: Die?\I'm not running a salon for the sake of ambition and money alone.\I wanted to be like the fairy godmother\in Cinderella who brings people happiness.\It is truly a shame.\I shouldn't have tried to make your wish come true.\Your face and your palm lines are now gone.\They've been eliminated from this world. response:	What... did you say?
context: I'm not running a salon for the sake of ambition and money alone.\I wanted to be like the fairy godmother\in Cinderella who brings people happiness.\It is truly a shame.\I shouldn't have tried to make your wish come true.\Your face and your palm lines are now gone.\They've been eliminated from this world.\What... did you say? response:	They've disappeared.
context: I wanted to be like the fairy godmother\in Cinderella who brings people happiness.\It is truly a shame.\I shouldn't have tried to make your wish come true.\Your face and your palm lines are now gone.\They've been eliminated from this world.\What... did you say?\They've disappeared. response:	There's no use for someone who's missing parts.
context: in Cinderella who brings people happiness.\It is truly a shame.\I shouldn't have tried to make your wish come true.\Your face and your palm lines are now gone.\They've been eliminated from this world.\What... did you say?\They've disappeared.\There's no use for someone who's missing parts. response:	My face... is gone?
context: It is truly a shame.\I shouldn't have tried to make your wish come true.\Your face and your palm lines are now gone.\They've been eliminated from this world.\What... did you say?\They've disappeared.\There's no use for someone who's missing parts.\My face... is gone? response:	What kind of life does someone with missing parts live?
context: I shouldn't have tried to make your wish come true.\Your face and your palm lines are now gone.\They've been eliminated from this world.\What... did you say?\They've disappeared.\There's no use for someone who's missing parts.\My face... is gone?\What kind of life does someone with missing parts live? response:	Yukako!
context: Your face and your palm lines are now gone.\They've been eliminated from this world.\What... did you say?\They've disappeared.\There's no use for someone who's missing parts.\My face... is gone?\What kind of life does someone with missing parts live?\Yukako! response:	K-Koichi!
context: They've been eliminated from this world.\What... did you say?\They've disappeared.\There's no use for someone who's missing parts.\My face... is gone?\What kind of life does someone with missing parts live?\Yukako!\K-Koichi! response:	Why is he...
context: What... did you say?\They've disappeared.\There's no use for someone who's missing parts.\My face... is gone?\What kind of life does someone with missing parts live?\Yukako!\K-Koichi!\Why is he... response:	No, I can't... He'll find me out.
context: They've disappeared.\There's no use for someone who's missing parts.\My face... is gone?\What kind of life does someone with missing parts live?\Yukako!\K-Koichi!\Why is he...\No, I can't... He'll find me out. response:	N-No, you've got the wrong person.
context: There's no use for someone who's missing parts.\My face... is gone?\What kind of life does someone with missing parts live?\Yukako!\K-Koichi!\Why is he...\No, I can't... He'll find me out.\N-No, you've got the wrong person. response:	Dr. Aya, men aren't allowed in here, are they?
context: My face... is gone?\What kind of life does someone with missing parts live?\Yukako!\K-Koichi!\Why is he...\No, I can't... He'll find me out.\N-No, you've got the wrong person.\Dr. Aya, men aren't allowed in here, are they? response:	Hurry and throw him out, please.
context: What kind of life does someone with missing parts live?\Yukako!\K-Koichi!\Why is he...\No, I can't... He'll find me out.\N-No, you've got the wrong person.\Dr. Aya, men aren't allowed in here, are they?\Hurry and throw him out, please. response:	It's that personality...
context: Yukako!\K-Koichi!\Why is he...\No, I can't... He'll find me out.\N-No, you've got the wrong person.\Dr. Aya, men aren't allowed in here, are they?\Hurry and throw him out, please.\It's that personality... response:	That insanely tough personality.
context: K-Koichi!\Why is he...\No, I can't... He'll find me out.\N-No, you've got the wrong person.\Dr. Aya, men aren't allowed in here, are they?\Hurry and throw him out, please.\It's that personality...\That insanely tough personality. response:	No doubt about it. You're Yukako.
context: Why is he...\No, I can't... He'll find me out.\N-No, you've got the wrong person.\Dr. Aya, men aren't allowed in here, are they?\Hurry and throw him out, please.\It's that personality...\That insanely tough personality.\No doubt about it. You're Yukako. response:	I sort of fell for that personality...
context: No, I can't... He'll find me out.\N-No, you've got the wrong person.\Dr. Aya, men aren't allowed in here, are they?\Hurry and throw him out, please.\It's that personality...\That insanely tough personality.\No doubt about it. You're Yukako.\I sort of fell for that personality... response:	And that lady is a Stand user, right?
context: N-No, you've got the wrong person.\Dr. Aya, men aren't allowed in here, are they?\Hurry and throw him out, please.\It's that personality...\That insanely tough personality.\No doubt about it. You're Yukako.\I sort of fell for that personality...\And that lady is a Stand user, right? response:	And she did something to you...
context: Dr. Aya, men aren't allowed in here, are they?\Hurry and throw him out, please.\It's that personality...\That insanely tough personality.\No doubt about it. You're Yukako.\I sort of fell for that personality...\And that lady is a Stand user, right?\And she did something to you... response:	It's all over.
context: Hurry and throw him out, please.\It's that personality...\That insanely tough personality.\No doubt about it. You're Yukako.\I sort of fell for that personality...\And that lady is a Stand user, right?\And she did something to you...\It's all over. response:	I can't go on living.
context: It's that personality...\That insanely tough personality.\No doubt about it. You're Yukako.\I sort of fell for that personality...\And that lady is a Stand user, right?\And she did something to you...\It's all over.\I can't go on living. response:	I'll kill you, Aya Tsuji!
