context: jou jou yuu jou ban jin ma ji kai chou response:	hai! i ccha i ma shou!
context: Your positiveness just had its combo broken!\No, this is a message from God that I shouldn't eat two because I might get a stomach ache!\That's some Fecchan-like perseverance!\Also, if this had been soft serve, it would be completely out.\I can just wash off this popsicle.\I'm thankful for that!\You're still going to eat that?\Wait! response:	What's it like?
context: No, this is a message from God that I shouldn't eat two because I might get a stomach ache!\That's some Fecchan-like perseverance!\Also, if this had been soft serve, it would be completely out.\I can just wash off this popsicle.\I'm thankful for that!\You're still going to eat that?\Wait!\What's it like? response:	It's like it's wet.
context: That's some Fecchan-like perseverance!\Also, if this had been soft serve, it would be completely out.\I can just wash off this popsicle.\I'm thankful for that!\You're still going to eat that?\Wait!\What's it like?\It's like it's wet. response:	Come on, Fecchan!
context: Also, if this had been soft serve, it would be completely out.\I can just wash off this popsicle.\I'm thankful for that!\You're still going to eat that?\Wait!\What's it like?\It's like it's wet.\Come on, Fecchan! response:	Positive, positive!
context: I can just wash off this popsicle.\I'm thankful for that!\You're still going to eat that?\Wait!\What's it like?\It's like it's wet.\Come on, Fecchan!\Positive, positive! response:	Oh, I give up!
context: I'm thankful for that!\You're still going to eat that?\Wait!\What's it like?\It's like it's wet.\Come on, Fecchan!\Positive, positive!\Oh, I give up! response:	If you refuse to inherit my legacy,
context: You're still going to eat that?\Wait!\What's it like?\It's like it's wet.\Come on, Fecchan!\Positive, positive!\Oh, I give up!\If you refuse to inherit my legacy, response:	just wait for my second and third traps!
context: Wait!\What's it like?\It's like it's wet.\Come on, Fecchan!\Positive, positive!\Oh, I give up!\If you refuse to inherit my legacy,\just wait for my second and third traps! response:	Dad...
context: What's it like?\It's like it's wet.\Come on, Fecchan!\Positive, positive!\Oh, I give up!\If you refuse to inherit my legacy,\just wait for my second and third traps!\Dad... response:	This...
context: It's like it's wet.\Come on, Fecchan!\Positive, positive!\Oh, I give up!\If you refuse to inherit my legacy,\just wait for my second and third traps!\Dad...\This... response:	You...
context: Come on, Fecchan!\Positive, positive!\Oh, I give up!\If you refuse to inherit my legacy,\just wait for my second and third traps!\Dad...\This...\You... response:	Could it be?!
context: Positive, positive!\Oh, I give up!\If you refuse to inherit my legacy,\just wait for my second and third traps!\Dad...\This...\You...\Could it be?! response:	Tachibana, what are you going to do in the future?
context: Oh, I give up!\If you refuse to inherit my legacy,\just wait for my second and third traps!\Dad...\This...\You...\Could it be?!\Tachibana, what are you going to do in the future? response:	I'm deciding between going to a university or getting into cooking.
context: If you refuse to inherit my legacy,\just wait for my second and third traps!\Dad...\This...\You...\Could it be?!\Tachibana, what are you going to do in the future?\I'm deciding between going to a university or getting into cooking. response:	Cooking, huh?
context: just wait for my second and third traps!\Dad...\This...\You...\Could it be?!\Tachibana, what are you going to do in the future?\I'm deciding between going to a university or getting into cooking.\Cooking, huh? response:	Marry him?!
context: Dad...\This...\You...\Could it be?!\Tachibana, what are you going to do in the future?\I'm deciding between going to a university or getting into cooking.\Cooking, huh?\Marry him?! response:	Calm down, Tachibana.
context: This...\You...\Could it be?!\Tachibana, what are you going to do in the future?\I'm deciding between going to a university or getting into cooking.\Cooking, huh?\Marry him?!\Calm down, Tachibana. response:	Tie it like this,
context: You...\Could it be?!\Tachibana, what are you going to do in the future?\I'm deciding between going to a university or getting into cooking.\Cooking, huh?\Marry him?!\Calm down, Tachibana.\Tie it like this, response:	and it's done.
context: Could it be?!\Tachibana, what are you going to do in the future?\I'm deciding between going to a university or getting into cooking.\Cooking, huh?\Marry him?!\Calm down, Tachibana.\Tie it like this,\and it's done. response:	I'm back!
context: Tachibana, what are you going to do in the future?\I'm deciding between going to a university or getting into cooking.\Cooking, huh?\Marry him?!\Calm down, Tachibana.\Tie it like this,\and it's done.\I'm back! response:	Oh, Nano, I'm going to take Sakamoto out for a walk.
context: I'm deciding between going to a university or getting into cooking.\Cooking, huh?\Marry him?!\Calm down, Tachibana.\Tie it like this,\and it's done.\I'm back!\Oh, Nano, I'm going to take Sakamoto out for a walk. response:	I'm going to have some friends over to study, is that all right?
context: Cooking, huh?\Marry him?!\Calm down, Tachibana.\Tie it like this,\and it's done.\I'm back!\Oh, Nano, I'm going to take Sakamoto out for a walk.\I'm going to have some friends over to study, is that all right? response:	Okay.
context: Marry him?!\Calm down, Tachibana.\Tie it like this,\and it's done.\I'm back!\Oh, Nano, I'm going to take Sakamoto out for a walk.\I'm going to have some friends over to study, is that all right?\Okay. response:	I want to play, too, so I'll be right back.
context: Calm down, Tachibana.\Tie it like this,\and it's done.\I'm back!\Oh, Nano, I'm going to take Sakamoto out for a walk.\I'm going to have some friends over to study, is that all right?\Okay.\I want to play, too, so I'll be right back. response:	Well then, I'm off!
context: Tie it like this,\and it's done.\I'm back!\Oh, Nano, I'm going to take Sakamoto out for a walk.\I'm going to have some friends over to study, is that all right?\Okay.\I want to play, too, so I'll be right back.\Well then, I'm off! response:	Hey! What are you doing, kid?!
context: and it's done.\I'm back!\Oh, Nano, I'm going to take Sakamoto out for a walk.\I'm going to have some friends over to study, is that all right?\Okay.\I want to play, too, so I'll be right back.\Well then, I'm off!\Hey! What are you doing, kid?! response:	I'm going to die!
context: I'm back!\Oh, Nano, I'm going to take Sakamoto out for a walk.\I'm going to have some friends over to study, is that all right?\Okay.\I want to play, too, so I'll be right back.\Well then, I'm off!\Hey! What are you doing, kid?!\I'm going to die! response:	I'm going to die!
context: Oh, Nano, I'm going to take Sakamoto out for a walk.\I'm going to have some friends over to study, is that all right?\Okay.\I want to play, too, so I'll be right back.\Well then, I'm off!\Hey! What are you doing, kid?!\I'm going to die!\I'm going to die! response:	Okay, I get it.
context: I'm going to have some friends over to study, is that all right?\Okay.\I want to play, too, so I'll be right back.\Well then, I'm off!\Hey! What are you doing, kid?!\I'm going to die!\I'm going to die!\Okay, I get it. response:	I'll listen to you!
context: Okay.\I want to play, too, so I'll be right back.\Well then, I'm off!\Hey! What are you doing, kid?!\I'm going to die!\I'm going to die!\Okay, I get it.\I'll listen to you! response:	What do you want?
context: I want to play, too, so I'll be right back.\Well then, I'm off!\Hey! What are you doing, kid?!\I'm going to die!\I'm going to die!\Okay, I get it.\I'll listen to you!\What do you want? response:	A shark.
context: Well then, I'm off!\Hey! What are you doing, kid?!\I'm going to die!\I'm going to die!\Okay, I get it.\I'll listen to you!\What do you want?\A shark. response:	Don't screw around!
context: Hey! What are you doing, kid?!\I'm going to die!\I'm going to die!\Okay, I get it.\I'll listen to you!\What do you want?\A shark.\Don't screw around! response:	I'm the one that wants to cry here!
context: I'm going to die!\I'm going to die!\Okay, I get it.\I'll listen to you!\What do you want?\A shark.\Don't screw around!\I'm the one that wants to cry here! response:	Okay. A shark.
context: I'm going to die!\Okay, I get it.\I'll listen to you!\What do you want?\A shark.\Don't screw around!\I'm the one that wants to cry here!\Okay. A shark. response:	Piece of cake!
context: Okay, I get it.\I'll listen to you!\What do you want?\A shark.\Don't screw around!\I'm the one that wants to cry here!\Okay. A shark.\Piece of cake! response:	I'll go get one!
context: I'll listen to you!\What do you want?\A shark.\Don't screw around!\I'm the one that wants to cry here!\Okay. A shark.\Piece of cake!\I'll go get one! response:	Let me off!
context: What do you want?\A shark.\Don't screw around!\I'm the one that wants to cry here!\Okay. A shark.\Piece of cake!\I'll go get one!\Let me off! response:	Dogs...
context: A shark.\Don't screw around!\I'm the one that wants to cry here!\Okay. A shark.\Piece of cake!\I'll go get one!\Let me off!\Dogs... response:	They're dogs, so they might bite.
context: Don't screw around!\I'm the one that wants to cry here!\Okay. A shark.\Piece of cake!\I'll go get one!\Let me off!\Dogs...\They're dogs, so they might bite. response:	Sakamoto, there are dogs.
context: I'm the one that wants to cry here!\Okay. A shark.\Piece of cake!\I'll go get one!\Let me off!\Dogs...\They're dogs, so they might bite.\Sakamoto, there are dogs. response:	They might bite us.
context: Okay. A shark.\Piece of cake!\I'll go get one!\Let me off!\Dogs...\They're dogs, so they might bite.\Sakamoto, there are dogs.\They might bite us. response:	W-What? A-Are you afraid of dogs?
context: Piece of cake!\I'll go get one!\Let me off!\Dogs...\They're dogs, so they might bite.\Sakamoto, there are dogs.\They might bite us.\W-What? A-Are you afraid of dogs? response:	T-They're on leads, so there's no way we'll get bitten.
context: I'll go get one!\Let me off!\Dogs...\They're dogs, so they might bite.\Sakamoto, there are dogs.\They might bite us.\W-What? A-Are you afraid of dogs?\T-They're on leads, so there's no way we'll get bitten. response:	Our only choice is to run!
context: Let me off!\Dogs...\They're dogs, so they might bite.\Sakamoto, there are dogs.\They might bite us.\W-What? A-Are you afraid of dogs?\T-They're on leads, so there's no way we'll get bitten.\Our only choice is to run! response:	All right, run away!
context: Dogs...\They're dogs, so they might bite.\Sakamoto, there are dogs.\They might bite us.\W-What? A-Are you afraid of dogs?\T-They're on leads, so there's no way we'll get bitten.\Our only choice is to run!\All right, run away! response:	Sakamoto, we can't escape!
context: They're dogs, so they might bite.\Sakamoto, there are dogs.\They might bite us.\W-What? A-Are you afraid of dogs?\T-They're on leads, so there's no way we'll get bitten.\Our only choice is to run!\All right, run away!\Sakamoto, we can't escape! response:	Don't give up!
context: Sakamoto, there are dogs.\They might bite us.\W-What? A-Are you afraid of dogs?\T-They're on leads, so there's no way we'll get bitten.\Our only choice is to run!\All right, run away!\Sakamoto, we can't escape!\Don't give up! response:	If you give up, it's over!
context: They might bite us.\W-What? A-Are you afraid of dogs?\T-They're on leads, so there's no way we'll get bitten.\Our only choice is to run!\All right, run away!\Sakamoto, we can't escape!\Don't give up!\If you give up, it's over! response:	Ask the owner to hurry up and put their leads on!
context: W-What? A-Are you afraid of dogs?\T-They're on leads, so there's no way we'll get bitten.\Our only choice is to run!\All right, run away!\Sakamoto, we can't escape!\Don't give up!\If you give up, it's over!\Ask the owner to hurry up and put their leads on! response:	It's...
context: T-They're on leads, so there's no way we'll get bitten.\Our only choice is to run!\All right, run away!\Sakamoto, we can't escape!\Don't give up!\If you give up, it's over!\Ask the owner to hurry up and put their leads on!\It's... response:	It's no good!
context: Our only choice is to run!\All right, run away!\Sakamoto, we can't escape!\Don't give up!\If you give up, it's over!\Ask the owner to hurry up and put their leads on!\It's...\It's no good! response:	Use your brain!
context: All right, run away!\Sakamoto, we can't escape!\Don't give up!\If you give up, it's over!\Ask the owner to hurry up and put their leads on!\It's...\It's no good!\Use your brain! response:	Isn't there anything?
context: Sakamoto, we can't escape!\Don't give up!\If you give up, it's over!\Ask the owner to hurry up and put their leads on!\It's...\It's no good!\Use your brain!\Isn't there anything? response:	I found a gummy in my pocket.
context: Don't give up!\If you give up, it's over!\Ask the owner to hurry up and put their leads on!\It's...\It's no good!\Use your brain!\Isn't there anything?\I found a gummy in my pocket. response:	That's it!
context: If you give up, it's over!\Ask the owner to hurry up and put their leads on!\It's...\It's no good!\Use your brain!\Isn't there anything?\I found a gummy in my pocket.\That's it! response:	While they're busy eating it, we'll make our escape!
context: Ask the owner to hurry up and put their leads on!\It's...\It's no good!\Use your brain!\Isn't there anything?\I found a gummy in my pocket.\That's it!\While they're busy eating it, we'll make our escape! response:	I know!
context: It's...\It's no good!\Use your brain!\Isn't there anything?\I found a gummy in my pocket.\That's it!\While they're busy eating it, we'll make our escape!\I know! response:	Make a tool to help us escape.
context: It's no good!\Use your brain!\Isn't there anything?\I found a gummy in my pocket.\That's it!\While they're busy eating it, we'll make our escape!\I know!\Make a tool to help us escape. response:	Oh, right!
context: Use your brain!\Isn't there anything?\I found a gummy in my pocket.\That's it!\While they're busy eating it, we'll make our escape!\I know!\Make a tool to help us escape.\Oh, right! response:	I forgot!
context: Isn't there anything?\I found a gummy in my pocket.\That's it!\While they're busy eating it, we'll make our escape!\I know!\Make a tool to help us escape.\Oh, right!\I forgot! response:	Sakamoto!
context: I found a gummy in my pocket.\That's it!\While they're busy eating it, we'll make our escape!\I know!\Make a tool to help us escape.\Oh, right!\I forgot!\Sakamoto! response:	What is it?
context: That's it!\While they're busy eating it, we'll make our escape!\I know!\Make a tool to help us escape.\Oh, right!\I forgot!\Sakamoto!\What is it? response:	I don't have any tools to make a tool!
context: While they're busy eating it, we'll make our escape!\I know!\Make a tool to help us escape.\Oh, right!\I forgot!\Sakamoto!\What is it?\I don't have any tools to make a tool! response:	Damn!
context: I know!\Make a tool to help us escape.\Oh, right!\I forgot!\Sakamoto!\What is it?\I don't have any tools to make a tool!\Damn! response:	Fine then, just do whatever you want!
context: Make a tool to help us escape.\Oh, right!\I forgot!\Sakamoto!\What is it?\I don't have any tools to make a tool!\Damn!\Fine then, just do whatever you want! response:	TL Note: This is a common Japanese phrase: Boil me or burn me or do whatever you want to me.
context: Oh, right!\I forgot!\Sakamoto!\What is it?\I don't have any tools to make a tool!\Damn!\Fine then, just do whatever you want!\TL Note: This is a common Japanese phrase: Boil me or burn me or do whatever you want to me. response:	Boil... burn... whatever you want...
context: I forgot!\Sakamoto!\What is it?\I don't have any tools to make a tool!\Damn!\Fine then, just do whatever you want!\TL Note: This is a common Japanese phrase: Boil me or burn me or do whatever you want to me.\Boil... burn... whatever you want... response:	Dinner.
context: Sakamoto!\What is it?\I don't have any tools to make a tool!\Damn!\Fine then, just do whatever you want!\TL Note: This is a common Japanese phrase: Boil me or burn me or do whatever you want to me.\Boil... burn... whatever you want...\Dinner. response:	We're going to be eaten.
context: What is it?\I don't have any tools to make a tool!\Damn!\Fine then, just do whatever you want!\TL Note: This is a common Japanese phrase: Boil me or burn me or do whatever you want to me.\Boil... burn... whatever you want...\Dinner.\We're going to be eaten. response:	We're going to be eaten.
context: I don't have any tools to make a tool!\Damn!\Fine then, just do whatever you want!\TL Note: This is a common Japanese phrase: Boil me or burn me or do whatever you want to me.\Boil... burn... whatever you want...\Dinner.\We're going to be eaten.\We're going to be eaten. response:	If we're going to be eaten, we might be eaten.
context: Damn!\Fine then, just do whatever you want!\TL Note: This is a common Japanese phrase: Boil me or burn me or do whatever you want to me.\Boil... burn... whatever you want...\Dinner.\We're going to be eaten.\We're going to be eaten.\If we're going to be eaten, we might be eaten. response:	Huh, Professor?
context: Fine then, just do whatever you want!\TL Note: This is a common Japanese phrase: Boil me or burn me or do whatever you want to me.\Boil... burn... whatever you want...\Dinner.\We're going to be eaten.\We're going to be eaten.\If we're going to be eaten, we might be eaten.\Huh, Professor? response:	Why are you crying?
context: TL Note: This is a common Japanese phrase: Boil me or burn me or do whatever you want to me.\Boil... burn... whatever you want...\Dinner.\We're going to be eaten.\We're going to be eaten.\If we're going to be eaten, we might be eaten.\Huh, Professor?\Why are you crying? response:	Are you lost?
context: Boil... burn... whatever you want...\Dinner.\We're going to be eaten.\We're going to be eaten.\If we're going to be eaten, we might be eaten.\Huh, Professor?\Why are you crying?\Are you lost? response:	It's Yukko!
context: Dinner.\We're going to be eaten.\We're going to be eaten.\If we're going to be eaten, we might be eaten.\Huh, Professor?\Why are you crying?\Are you lost?\It's Yukko! response:	Oh, this is the Professor you were talking about.
context: We're going to be eaten.\We're going to be eaten.\If we're going to be eaten, we might be eaten.\Huh, Professor?\Why are you crying?\Are you lost?\It's Yukko!\Oh, this is the Professor you were talking about. response:	Oh, Sakamoto is with you?
context: We're going to be eaten.\If we're going to be eaten, we might be eaten.\Huh, Professor?\Why are you crying?\Are you lost?\It's Yukko!\Oh, this is the Professor you were talking about.\Oh, Sakamoto is with you? response:	Let me pet him!
context: If we're going to be eaten, we might be eaten.\Huh, Professor?\Why are you crying?\Are you lost?\It's Yukko!\Oh, this is the Professor you were talking about.\Oh, Sakamoto is with you?\Let me pet him! response:	No, Yukko!
context: Huh, Professor?\Why are you crying?\Are you lost?\It's Yukko!\Oh, this is the Professor you were talking about.\Oh, Sakamoto is with you?\Let me pet him!\No, Yukko! response:	Go take care of the dogs!
context: Why are you crying?\Are you lost?\It's Yukko!\Oh, this is the Professor you were talking about.\Oh, Sakamoto is with you?\Let me pet him!\No, Yukko!\Go take care of the dogs! response:	He's a lot softer than I expected!
context: Are you lost?\It's Yukko!\Oh, this is the Professor you were talking about.\Oh, Sakamoto is with you?\Let me pet him!\No, Yukko!\Go take care of the dogs!\He's a lot softer than I expected! response:	Me next!
context: It's Yukko!\Oh, this is the Professor you were talking about.\Oh, Sakamoto is with you?\Let me pet him!\No, Yukko!\Go take care of the dogs!\He's a lot softer than I expected!\Me next! response:	Don't screw around!
context: Oh, this is the Professor you were talking about.\Oh, Sakamoto is with you?\Let me pet him!\No, Yukko!\Go take care of the dogs!\He's a lot softer than I expected!\Me next!\Don't screw around! response:	Hurry up and fend the dogs off!
context: Oh, Sakamoto is with you?\Let me pet him!\No, Yukko!\Go take care of the dogs!\He's a lot softer than I expected!\Me next!\Don't screw around!\Hurry up and fend the dogs off! response:	I get it!
context: Let me pet him!\No, Yukko!\Go take care of the dogs!\He's a lot softer than I expected!\Me next!\Don't screw around!\Hurry up and fend the dogs off!\I get it! response:	You want revenge because they bit you!
context: No, Yukko!\Go take care of the dogs!\He's a lot softer than I expected!\Me next!\Don't screw around!\Hurry up and fend the dogs off!\I get it!\You want revenge because they bit you! response:	No, they're about to bite us!
context: Go take care of the dogs!\He's a lot softer than I expected!\Me next!\Don't screw around!\Hurry up and fend the dogs off!\I get it!\You want revenge because they bit you!\No, they're about to bite us! response:	What's that?
context: He's a lot softer than I expected!\Me next!\Don't screw around!\Hurry up and fend the dogs off!\I get it!\You want revenge because they bit you!\No, they're about to bite us!\What's that? response:	Let me guess: you're scared of dogs? Who are you, Oba-Q?
context: Me next!\Don't screw around!\Hurry up and fend the dogs off!\I get it!\You want revenge because they bit you!\No, they're about to bite us!\What's that?\Let me guess: you're scared of dogs? Who are you, Oba-Q? response:	TL Note: Oba-Q, from the manga Obake no Q-tarou, is deathly afraid of dogs.
context: Don't screw around!\Hurry up and fend the dogs off!\I get it!\You want revenge because they bit you!\No, they're about to bite us!\What's that?\Let me guess: you're scared of dogs? Who are you, Oba-Q?\TL Note: Oba-Q, from the manga Obake no Q-tarou, is deathly afraid of dogs. response:	That's not it!
context: Hurry up and fend the dogs off!\I get it!\You want revenge because they bit you!\No, they're about to bite us!\What's that?\Let me guess: you're scared of dogs? Who are you, Oba-Q?\TL Note: Oba-Q, from the manga Obake no Q-tarou, is deathly afraid of dogs.\That's not it! response:	It's a dog, so it's going to bite!
context: I get it!\You want revenge because they bit you!\No, they're about to bite us!\What's that?\Let me guess: you're scared of dogs? Who are you, Oba-Q?\TL Note: Oba-Q, from the manga Obake no Q-tarou, is deathly afraid of dogs.\That's not it!\It's a dog, so it's going to bite! response:	Look how friendly he is.
context: You want revenge because they bit you!\No, they're about to bite us!\What's that?\Let me guess: you're scared of dogs? Who are you, Oba-Q?\TL Note: Oba-Q, from the manga Obake no Q-tarou, is deathly afraid of dogs.\That's not it!\It's a dog, so it's going to bite!\Look how friendly he is. response:	There's no way he'll bite.
context: No, they're about to bite us!\What's that?\Let me guess: you're scared of dogs? Who are you, Oba-Q?\TL Note: Oba-Q, from the manga Obake no Q-tarou, is deathly afraid of dogs.\That's not it!\It's a dog, so it's going to bite!\Look how friendly he is.\There's no way he'll bite. response:	It'll bite.
context: What's that?\Let me guess: you're scared of dogs? Who are you, Oba-Q?\TL Note: Oba-Q, from the manga Obake no Q-tarou, is deathly afraid of dogs.\That's not it!\It's a dog, so it's going to bite!\Look how friendly he is.\There's no way he'll bite.\It'll bite. response:	It won't bite.
context: Let me guess: you're scared of dogs? Who are you, Oba-Q?\TL Note: Oba-Q, from the manga Obake no Q-tarou, is deathly afraid of dogs.\That's not it!\It's a dog, so it's going to bite!\Look how friendly he is.\There's no way he'll bite.\It'll bite.\It won't bite. response:	It'll bite!
context: TL Note: Oba-Q, from the manga Obake no Q-tarou, is deathly afraid of dogs.\That's not it!\It's a dog, so it's going to bite!\Look how friendly he is.\There's no way he'll bite.\It'll bite.\It won't bite.\It'll bite! response:	Bite some gum?
context: That's not it!\It's a dog, so it's going to bite!\Look how friendly he is.\There's no way he'll bite.\It'll bite.\It won't bite.\It'll bite!\Bite some gum? response:	Just kidding.
context: It's a dog, so it's going to bite!\Look how friendly he is.\There's no way he'll bite.\It'll bite.\It won't bite.\It'll bite!\Bite some gum?\Just kidding. response:	It'll bite!
context: Look how friendly he is.\There's no way he'll bite.\It'll bite.\It won't bite.\It'll bite!\Bite some gum?\Just kidding.\It'll bite! response:	Well then, look.
context: There's no way he'll bite.\It'll bite.\It won't bite.\It'll bite!\Bite some gum?\Just kidding.\It'll bite!\Well then, look. response:	Here, shake.
context: It'll bite.\It won't bite.\It'll bite!\Bite some gum?\Just kidding.\It'll bite!\Well then, look.\Here, shake. response:	Hey, Yukko, are you okay?
context: It won't bite.\It'll bite!\Bite some gum?\Just kidding.\It'll bite!\Well then, look.\Here, shake.\Hey, Yukko, are you okay? response:	It won't bite if you don't get near it, so don't worry.
context: It'll bite!\Bite some gum?\Just kidding.\It'll bite!\Well then, look.\Here, shake.\Hey, Yukko, are you okay?\It won't bite if you don't get near it, so don't worry. response:	Yukko was... Yukko was...
context: Bite some gum?\Just kidding.\It'll bite!\Well then, look.\Here, shake.\Hey, Yukko, are you okay?\It won't bite if you don't get near it, so don't worry.\Yukko was... Yukko was... response:	It's okay.
context: Just kidding.\It'll bite!\Well then, look.\Here, shake.\Hey, Yukko, are you okay?\It won't bite if you don't get near it, so don't worry.\Yukko was... Yukko was...\It's okay. response:	Yukko's just stupid.
context: It'll bite!\Well then, look.\Here, shake.\Hey, Yukko, are you okay?\It won't bite if you don't get near it, so don't worry.\Yukko was... Yukko was...\It's okay.\Yukko's just stupid. response:	I got it.
context: Well then, look.\Here, shake.\Hey, Yukko, are you okay?\It won't bite if you don't get near it, so don't worry.\Yukko was... Yukko was...\It's okay.\Yukko's just stupid.\I got it. response:	All right, let's get Yukko up and go to Nano-chan's house.
context: Here, shake.\Hey, Yukko, are you okay?\It won't bite if you don't get near it, so don't worry.\Yukko was... Yukko was...\It's okay.\Yukko's just stupid.\I got it.\All right, let's get Yukko up and go to Nano-chan's house. response:	Oh, you know Nano?
context: Hey, Yukko, are you okay?\It won't bite if you don't get near it, so don't worry.\Yukko was... Yukko was...\It's okay.\Yukko's just stupid.\I got it.\All right, let's get Yukko up and go to Nano-chan's house.\Oh, you know Nano? response:	Of course I kn -
context: It won't bite if you don't get near it, so don't worry.\Yukko was... Yukko was...\It's okay.\Yukko's just stupid.\I got it.\All right, let's get Yukko up and go to Nano-chan's house.\Oh, you know Nano?\Of course I kn - response:	Where were you?!
context: Yukko was... Yukko was...\It's okay.\Yukko's just stupid.\I got it.\All right, let's get Yukko up and go to Nano-chan's house.\Oh, you know Nano?\Of course I kn -\Where were you?! response:	You have to keep them on a lead!
context: It's okay.\Yukko's just stupid.\I got it.\All right, let's get Yukko up and go to Nano-chan's house.\Oh, you know Nano?\Of course I kn -\Where were you?!\You have to keep them on a lead! response:	Did you play with them?
context: Yukko's just stupid.\I got it.\All right, let's get Yukko up and go to Nano-chan's house.\Oh, you know Nano?\Of course I kn -\Where were you?!\You have to keep them on a lead!\Did you play with them? response:	What are you talking about?!
context: I got it.\All right, let's get Yukko up and go to Nano-chan's house.\Oh, you know Nano?\Of course I kn -\Where were you?!\You have to keep them on a lead!\Did you play with them?\What are you talking about?! response:	They almost bit us!
context: All right, let's get Yukko up and go to Nano-chan's house.\Oh, you know Nano?\Of course I kn -\Where were you?!\You have to keep them on a lead!\Did you play with them?\What are you talking about?!\They almost bit us! response:	Here.
context: Oh, you know Nano?\Of course I kn -\Where were you?!\You have to keep them on a lead!\Did you play with them?\What are you talking about?!\They almost bit us!\Here. response:	Chocolate sharks!
context: Of course I kn -\Where were you?!\You have to keep them on a lead!\Did you play with them?\What are you talking about?!\They almost bit us!\Here.\Chocolate sharks! response:	Thank you very much.
context: Where were you?!\You have to keep them on a lead!\Did you play with them?\What are you talking about?!\They almost bit us!\Here.\Chocolate sharks!\Thank you very much. response:	There were dogs, and we got chocolate.
context: You have to keep them on a lead!\Did you play with them?\What are you talking about?!\They almost bit us!\Here.\Chocolate sharks!\Thank you very much.\There were dogs, and we got chocolate. response:	Isn't that great, Sakamoto?
context: Did you play with them?\What are you talking about?!\They almost bit us!\Here.\Chocolate sharks!\Thank you very much.\There were dogs, and we got chocolate.\Isn't that great, Sakamoto? response:	Being afraid of dogs. You're still just a kid.
context: What are you talking about?!\They almost bit us!\Here.\Chocolate sharks!\Thank you very much.\There were dogs, and we got chocolate.\Isn't that great, Sakamoto?\Being afraid of dogs. You're still just a kid. response:	More importantly, take this rope off of me.
context: They almost bit us!\Here.\Chocolate sharks!\Thank you very much.\There were dogs, and we got chocolate.\Isn't that great, Sakamoto?\Being afraid of dogs. You're still just a kid.\More importantly, take this rope off of me. response:	All right, since I got chocolate.
context: Here.\Chocolate sharks!\Thank you very much.\There were dogs, and we got chocolate.\Isn't that great, Sakamoto?\Being afraid of dogs. You're still just a kid.\More importantly, take this rope off of me.\All right, since I got chocolate. response:	Huh?
context: Chocolate sharks!\Thank you very much.\There were dogs, and we got chocolate.\Isn't that great, Sakamoto?\Being afraid of dogs. You're still just a kid.\More importantly, take this rope off of me.\All right, since I got chocolate.\Huh? response:	What's wrong?
context: Thank you very much.\There were dogs, and we got chocolate.\Isn't that great, Sakamoto?\Being afraid of dogs. You're still just a kid.\More importantly, take this rope off of me.\All right, since I got chocolate.\Huh?\What's wrong? response:	Sakamoto, take it off.
context: There were dogs, and we got chocolate.\Isn't that great, Sakamoto?\Being afraid of dogs. You're still just a kid.\More importantly, take this rope off of me.\All right, since I got chocolate.\Huh?\What's wrong?\Sakamoto, take it off. response:	It's stuck.
context: Isn't that great, Sakamoto?\Being afraid of dogs. You're still just a kid.\More importantly, take this rope off of me.\All right, since I got chocolate.\Huh?\What's wrong?\Sakamoto, take it off.\It's stuck. response:	It'd be off already if I could!
context: Being afraid of dogs. You're still just a kid.\More importantly, take this rope off of me.\All right, since I got chocolate.\Huh?\What's wrong?\Sakamoto, take it off.\It's stuck.\It'd be off already if I could! response:	Let's get Yukko to take it off.
context: More importantly, take this rope off of me.\All right, since I got chocolate.\Huh?\What's wrong?\Sakamoto, take it off.\It's stuck.\It'd be off already if I could!\Let's get Yukko to take it off. response:	Hey, Yukko, take this off.
context: All right, since I got chocolate.\Huh?\What's wrong?\Sakamoto, take it off.\It's stuck.\It'd be off already if I could!\Let's get Yukko to take it off.\Hey, Yukko, take this off. response:	Hey, Yukko.
context: Huh?\What's wrong?\Sakamoto, take it off.\It's stuck.\It'd be off already if I could!\Let's get Yukko to take it off.\Hey, Yukko, take this off.\Hey, Yukko. response:	Hey, Yukko.
context: What's wrong?\Sakamoto, take it off.\It's stuck.\It'd be off already if I could!\Let's get Yukko to take it off.\Hey, Yukko, take this off.\Hey, Yukko.\Hey, Yukko. response:	Hey!
context: Sakamoto, take it off.\It's stuck.\It'd be off already if I could!\Let's get Yukko to take it off.\Hey, Yukko, take this off.\Hey, Yukko.\Hey, Yukko.\Hey! response:	H-Hey, isn't that...
context: It's stuck.\It'd be off already if I could!\Let's get Yukko to take it off.\Hey, Yukko, take this off.\Hey, Yukko.\Hey, Yukko.\Hey!\H-Hey, isn't that... response:	I'm back.
context: It'd be off already if I could!\Let's get Yukko to take it off.\Hey, Yukko, take this off.\Hey, Yukko.\Hey, Yukko.\Hey!\H-Hey, isn't that...\I'm back. response:	There were so many dogs.
context: Let's get Yukko to take it off.\Hey, Yukko, take this off.\Hey, Yukko.\Hey, Yukko.\Hey!\H-Hey, isn't that...\I'm back.\There were so many dogs. response:	Wow, you're sweating a lot!
context: Hey, Yukko, take this off.\Hey, Yukko.\Hey, Yukko.\Hey!\H-Hey, isn't that...\I'm back.\There were so many dogs.\Wow, you're sweating a lot! response:	Oh, right!
