context: Episode 4 response:	Rumors
context: I upset you, didn't I?\What's that about?\I'll be going.\Sadako!\She was apologizing.\What does she mean, she upset us?\No way, did she really spread those rumors?\Stop it, please! response:	I don't like it either.
context: What's that about?\I'll be going.\Sadako!\She was apologizing.\What does she mean, she upset us?\No way, did she really spread those rumors?\Stop it, please!\I don't like it either. response:	Maybe it's about yesterday.
context: I'll be going.\Sadako!\She was apologizing.\What does she mean, she upset us?\No way, did she really spread those rumors?\Stop it, please!\I don't like it either.\Maybe it's about yesterday. response:	Maybe she's sorry that she doesn't like us.
context: Sadako!\She was apologizing.\What does she mean, she upset us?\No way, did she really spread those rumors?\Stop it, please!\I don't like it either.\Maybe it's about yesterday.\Maybe she's sorry that she doesn't like us. response:	Either way, this sucks.
context: She was apologizing.\What does she mean, she upset us?\No way, did she really spread those rumors?\Stop it, please!\I don't like it either.\Maybe it's about yesterday.\Maybe she's sorry that she doesn't like us.\Either way, this sucks. response:	It does.
context: What does she mean, she upset us?\No way, did she really spread those rumors?\Stop it, please!\I don't like it either.\Maybe it's about yesterday.\Maybe she's sorry that she doesn't like us.\Either way, this sucks.\It does. response:	Maybe I was being stuck up.
context: No way, did she really spread those rumors?\Stop it, please!\I don't like it either.\Maybe it's about yesterday.\Maybe she's sorry that she doesn't like us.\Either way, this sucks.\It does.\Maybe I was being stuck up. response:	I thought I was a pretty big part of her life.
context: Stop it, please!\I don't like it either.\Maybe it's about yesterday.\Maybe she's sorry that she doesn't like us.\Either way, this sucks.\It does.\Maybe I was being stuck up.\I thought I was a pretty big part of her life. response:	I totally thought she liked me too.
context: I don't like it either.\Maybe it's about yesterday.\Maybe she's sorry that she doesn't like us.\Either way, this sucks.\It does.\Maybe I was being stuck up.\I thought I was a pretty big part of her life.\I totally thought she liked me too. response:	They're more hurt than I thought they were.
context: Maybe it's about yesterday.\Maybe she's sorry that she doesn't like us.\Either way, this sucks.\It does.\Maybe I was being stuck up.\I thought I was a pretty big part of her life.\I totally thought she liked me too.\They're more hurt than I thought they were. response:	I want to find the people spreading the rumors and set the record straight.
context: Maybe she's sorry that she doesn't like us.\Either way, this sucks.\It does.\Maybe I was being stuck up.\I thought I was a pretty big part of her life.\I totally thought she liked me too.\They're more hurt than I thought they were.\I want to find the people spreading the rumors and set the record straight. response:	Yano-san and Yoshida-san aren't backing me up.
context: Either way, this sucks.\It does.\Maybe I was being stuck up.\I thought I was a pretty big part of her life.\I totally thought she liked me too.\They're more hurt than I thought they were.\I want to find the people spreading the rumors and set the record straight.\Yano-san and Yoshida-san aren't backing me up. response:	I want to tell them that they're just really kind.
context: It does.\Maybe I was being stuck up.\I thought I was a pretty big part of her life.\I totally thought she liked me too.\They're more hurt than I thought they were.\I want to find the people spreading the rumors and set the record straight.\Yano-san and Yoshida-san aren't backing me up.\I want to tell them that they're just really kind. response:	I know how to fix misunderstandings.
context: Maybe I was being stuck up.\I thought I was a pretty big part of her life.\I totally thought she liked me too.\They're more hurt than I thought they were.\I want to find the people spreading the rumors and set the record straight.\Yano-san and Yoshida-san aren't backing me up.\I want to tell them that they're just really kind.\I know how to fix misunderstandings. response:	But I can't find them.
context: I thought I was a pretty big part of her life.\I totally thought she liked me too.\They're more hurt than I thought they were.\I want to find the people spreading the rumors and set the record straight.\Yano-san and Yoshida-san aren't backing me up.\I want to tell them that they're just really kind.\I know how to fix misunderstandings.\But I can't find them. response:	I want them to be happy and laughing again.
context: I totally thought she liked me too.\They're more hurt than I thought they were.\I want to find the people spreading the rumors and set the record straight.\Yano-san and Yoshida-san aren't backing me up.\I want to tell them that they're just really kind.\I know how to fix misunderstandings.\But I can't find them.\I want them to be happy and laughing again. response:	Shoot.
context: They're more hurt than I thought they were.\I want to find the people spreading the rumors and set the record straight.\Yano-san and Yoshida-san aren't backing me up.\I want to tell them that they're just really kind.\I know how to fix misunderstandings.\But I can't find them.\I want them to be happy and laughing again.\Shoot. response:	It's the other two that want to cry.
context: I want to find the people spreading the rumors and set the record straight.\Yano-san and Yoshida-san aren't backing me up.\I want to tell them that they're just really kind.\I know how to fix misunderstandings.\But I can't find them.\I want them to be happy and laughing again.\Shoot.\It's the other two that want to cry. response:	Kuronuma.
context: Yano-san and Yoshida-san aren't backing me up.\I want to tell them that they're just really kind.\I know how to fix misunderstandings.\But I can't find them.\I want them to be happy and laughing again.\Shoot.\It's the other two that want to cry.\Kuronuma. response:	Wait.
context: I want to tell them that they're just really kind.\I know how to fix misunderstandings.\But I can't find them.\I want them to be happy and laughing again.\Shoot.\It's the other two that want to cry.\Kuronuma.\Wait. response:	Did I do something?
context: I know how to fix misunderstandings.\But I can't find them.\I want them to be happy and laughing again.\Shoot.\It's the other two that want to cry.\Kuronuma.\Wait.\Did I do something? response:	I have to go somewhere.
context: But I can't find them.\I want them to be happy and laughing again.\Shoot.\It's the other two that want to cry.\Kuronuma.\Wait.\Did I do something?\I have to go somewhere. response:	Were you crying earlier?
context: I want them to be happy and laughing again.\Shoot.\It's the other two that want to cry.\Kuronuma.\Wait.\Did I do something?\I have to go somewhere.\Were you crying earlier? response:	It looks like you're avoiding me.
context: Shoot.\It's the other two that want to cry.\Kuronuma.\Wait.\Did I do something?\I have to go somewhere.\Were you crying earlier?\It looks like you're avoiding me. response:	Did I do something to hurt you? To make you hate me?
context: It's the other two that want to cry.\Kuronuma.\Wait.\Did I do something?\I have to go somewhere.\Were you crying earlier?\It looks like you're avoiding me.\Did I do something to hurt you? To make you hate me? response:	Tell me.
context: Kuronuma.\Wait.\Did I do something?\I have to go somewhere.\Were you crying earlier?\It looks like you're avoiding me.\Did I do something to hurt you? To make you hate me?\Tell me. response:	Nothing, you didn't do anything.
context: Wait.\Did I do something?\I have to go somewhere.\Were you crying earlier?\It looks like you're avoiding me.\Did I do something to hurt you? To make you hate me?\Tell me.\Nothing, you didn't do anything. response:	But...
context: Did I do something?\I have to go somewhere.\Were you crying earlier?\It looks like you're avoiding me.\Did I do something to hurt you? To make you hate me?\Tell me.\Nothing, you didn't do anything.\But... response:	No matter what happens, I would never hate you.
context: I have to go somewhere.\Were you crying earlier?\It looks like you're avoiding me.\Did I do something to hurt you? To make you hate me?\Tell me.\Nothing, you didn't do anything.\But...\No matter what happens, I would never hate you. response:	No matter what happens. Never.
context: Were you crying earlier?\It looks like you're avoiding me.\Did I do something to hurt you? To make you hate me?\Tell me.\Nothing, you didn't do anything.\But...\No matter what happens, I would never hate you.\No matter what happens. Never. response:	Kuronuma.
context: It looks like you're avoiding me.\Did I do something to hurt you? To make you hate me?\Tell me.\Nothing, you didn't do anything.\But...\No matter what happens, I would never hate you.\No matter what happens. Never.\Kuronuma. response:	I'm sorry.
context: Did I do something to hurt you? To make you hate me?\Tell me.\Nothing, you didn't do anything.\But...\No matter what happens, I would never hate you.\No matter what happens. Never.\Kuronuma.\I'm sorry. response:	Kuronuma.
context: Tell me.\Nothing, you didn't do anything.\But...\No matter what happens, I would never hate you.\No matter what happens. Never.\Kuronuma.\I'm sorry.\Kuronuma. response:	I'm sorry, Kazehaya-kun.
context: Nothing, you didn't do anything.\But...\No matter what happens, I would never hate you.\No matter what happens. Never.\Kuronuma.\I'm sorry.\Kuronuma.\I'm sorry, Kazehaya-kun. response:	He never avoided me, no matter what happened.
context: But...\No matter what happens, I would never hate you.\No matter what happens. Never.\Kuronuma.\I'm sorry.\Kuronuma.\I'm sorry, Kazehaya-kun.\He never avoided me, no matter what happened. response:	But I cause him trouble.
context: No matter what happens, I would never hate you.\No matter what happens. Never.\Kuronuma.\I'm sorry.\Kuronuma.\I'm sorry, Kazehaya-kun.\He never avoided me, no matter what happened.\But I cause him trouble. response:	I cause him trouble.
context: No matter what happens. Never.\Kuronuma.\I'm sorry.\Kuronuma.\I'm sorry, Kazehaya-kun.\He never avoided me, no matter what happened.\But I cause him trouble.\I cause him trouble. response:	But I don't want to avoid him.
context: Kuronuma.\I'm sorry.\Kuronuma.\I'm sorry, Kazehaya-kun.\He never avoided me, no matter what happened.\But I cause him trouble.\I cause him trouble.\But I don't want to avoid him. response:	I need to stay away from him.
context: I'm sorry.\Kuronuma.\I'm sorry, Kazehaya-kun.\He never avoided me, no matter what happened.\But I cause him trouble.\I cause him trouble.\But I don't want to avoid him.\I need to stay away from him. response:	But I want to stay by him.
context: Kuronuma.\I'm sorry, Kazehaya-kun.\He never avoided me, no matter what happened.\But I cause him trouble.\I cause him trouble.\But I don't want to avoid him.\I need to stay away from him.\But I want to stay by him. response:	Is it right to avoid him? Is it wrong?
context: I'm sorry, Kazehaya-kun.\He never avoided me, no matter what happened.\But I cause him trouble.\I cause him trouble.\But I don't want to avoid him.\I need to stay away from him.\But I want to stay by him.\Is it right to avoid him? Is it wrong? response:	I don't know.
context: He never avoided me, no matter what happened.\But I cause him trouble.\I cause him trouble.\But I don't want to avoid him.\I need to stay away from him.\But I want to stay by him.\Is it right to avoid him? Is it wrong?\I don't know. response:	I don't know.
context: But I cause him trouble.\I cause him trouble.\But I don't want to avoid him.\I need to stay away from him.\But I want to stay by him.\Is it right to avoid him? Is it wrong?\I don't know.\I don't know. response:	What should I do?
context: I cause him trouble.\But I don't want to avoid him.\I need to stay away from him.\But I want to stay by him.\Is it right to avoid him? Is it wrong?\I don't know.\I don't know.\What should I do? response:	I don't know.
context: But I don't want to avoid him.\I need to stay away from him.\But I want to stay by him.\Is it right to avoid him? Is it wrong?\I don't know.\I don't know.\What should I do?\I don't know. response:	The people I care for.
context: I need to stay away from him.\But I want to stay by him.\Is it right to avoid him? Is it wrong?\I don't know.\I don't know.\What should I do?\I don't know.\The people I care for. response:	What I can do right now...
context: But I want to stay by him.\Is it right to avoid him? Is it wrong?\I don't know.\I don't know.\What should I do?\I don't know.\The people I care for.\What I can do right now... response:	Next episode: Decisions
