context: I'm glad you're here. response:	This time, you won't get away.
context: He wouldn't lie to the one who saved his life.\This is as much for my own sake.\I would rather not use violence on a woman.\Just as the rumors say... No,\you are even better.\I'm not sure I'll meet your expectations.\Aren't you going to use that sword at your hip?\I would love to experience its legendary sharpness. response:	This sword can only be drawn when needed.
context: This is as much for my own sake.\I would rather not use violence on a woman.\Just as the rumors say... No,\you are even better.\I'm not sure I'll meet your expectations.\Aren't you going to use that sword at your hip?\I would love to experience its legendary sharpness.\This sword can only be drawn when needed. response:	The fact that it hasn't left its sheath
context: I would rather not use violence on a woman.\Just as the rumors say... No,\you are even better.\I'm not sure I'll meet your expectations.\Aren't you going to use that sword at your hip?\I would love to experience its legendary sharpness.\This sword can only be drawn when needed.\The fact that it hasn't left its sheath response:	means this is not one of those times.
context: Just as the rumors say... No,\you are even better.\I'm not sure I'll meet your expectations.\Aren't you going to use that sword at your hip?\I would love to experience its legendary sharpness.\This sword can only be drawn when needed.\The fact that it hasn't left its sheath\means this is not one of those times. response:	I do believe I've been underestimated.
context: you are even better.\I'm not sure I'll meet your expectations.\Aren't you going to use that sword at your hip?\I would love to experience its legendary sharpness.\This sword can only be drawn when needed.\The fact that it hasn't left its sheath\means this is not one of those times.\I do believe I've been underestimated. response:	Well, it's an upsetting judgment for me, as well.
context: I'm not sure I'll meet your expectations.\Aren't you going to use that sword at your hip?\I would love to experience its legendary sharpness.\This sword can only be drawn when needed.\The fact that it hasn't left its sheath\means this is not one of those times.\I do believe I've been underestimated.\Well, it's an upsetting judgment for me, as well. response:	Therefore,
context: Aren't you going to use that sword at your hip?\I would love to experience its legendary sharpness.\This sword can only be drawn when needed.\The fact that it hasn't left its sheath\means this is not one of those times.\I do believe I've been underestimated.\Well, it's an upsetting judgment for me, as well.\Therefore, response:	I shall take you on with this instead.
context: I would love to experience its legendary sharpness.\This sword can only be drawn when needed.\The fact that it hasn't left its sheath\means this is not one of those times.\I do believe I've been underestimated.\Well, it's an upsetting judgment for me, as well.\Therefore,\I shall take you on with this instead. response:	Do you object?
context: This sword can only be drawn when needed.\The fact that it hasn't left its sheath\means this is not one of those times.\I do believe I've been underestimated.\Well, it's an upsetting judgment for me, as well.\Therefore,\I shall take you on with this instead.\Do you object? response:	No, it is wonderful. Wonderful!
context: The fact that it hasn't left its sheath\means this is not one of those times.\I do believe I've been underestimated.\Well, it's an upsetting judgment for me, as well.\Therefore,\I shall take you on with this instead.\Do you object?\No, it is wonderful. Wonderful! response:	Do entertain me, please.
context: means this is not one of those times.\I do believe I've been underestimated.\Well, it's an upsetting judgment for me, as well.\Therefore,\I shall take you on with this instead.\Do you object?\No, it is wonderful. Wonderful!\Do entertain me, please. response:	If you've lost your weapon, I strongly suggest you surrender.
context: I do believe I've been underestimated.\Well, it's an upsetting judgment for me, as well.\Therefore,\I shall take you on with this instead.\Do you object?\No, it is wonderful. Wonderful!\Do entertain me, please.\If you've lost your weapon, I strongly suggest you surrender. response:	She's got a second one, Reinhard!
context: Well, it's an upsetting judgment for me, as well.\Therefore,\I shall take you on with this instead.\Do you object?\No, it is wonderful. Wonderful!\Do entertain me, please.\If you've lost your weapon, I strongly suggest you surrender.\She's got a second one, Reinhard! response:	I'm impressed you knew.
context: Therefore,\I shall take you on with this instead.\Do you object?\No, it is wonderful. Wonderful!\Do entertain me, please.\If you've lost your weapon, I strongly suggest you surrender.\She's got a second one, Reinhard!\I'm impressed you knew. response:	Well, I've personally experienced it...
context: I shall take you on with this instead.\Do you object?\No, it is wonderful. Wonderful!\Do entertain me, please.\If you've lost your weapon, I strongly suggest you surrender.\She's got a second one, Reinhard!\I'm impressed you knew.\Well, I've personally experienced it... response:	But I don't have merely two fangs.
context: Do you object?\No, it is wonderful. Wonderful!\Do entertain me, please.\If you've lost your weapon, I strongly suggest you surrender.\She's got a second one, Reinhard!\I'm impressed you knew.\Well, I've personally experienced it...\But I don't have merely two fangs. response:	Would you mind if we start again?
context: No, it is wonderful. Wonderful!\Do entertain me, please.\If you've lost your weapon, I strongly suggest you surrender.\She's got a second one, Reinhard!\I'm impressed you knew.\Well, I've personally experienced it...\But I don't have merely two fangs.\Would you mind if we start again? response:	If I divest you of all your weapons, will you be satisfied?
context: Do entertain me, please.\If you've lost your weapon, I strongly suggest you surrender.\She's got a second one, Reinhard!\I'm impressed you knew.\Well, I've personally experienced it...\But I don't have merely two fangs.\Would you mind if we start again?\If I divest you of all your weapons, will you be satisfied? response:	If I lose my fangs, I'll use my claws.
context: If you've lost your weapon, I strongly suggest you surrender.\She's got a second one, Reinhard!\I'm impressed you knew.\Well, I've personally experienced it...\But I don't have merely two fangs.\Would you mind if we start again?\If I divest you of all your weapons, will you be satisfied?\If I lose my fangs, I'll use my claws. response:	If I lose my claws, I'll use my bones.
context: She's got a second one, Reinhard!\I'm impressed you knew.\Well, I've personally experienced it...\But I don't have merely two fangs.\Would you mind if we start again?\If I divest you of all your weapons, will you be satisfied?\If I lose my fangs, I'll use my claws.\If I lose my claws, I'll use my bones. response:	And if I lose my bones, I'll use my life.
context: I'm impressed you knew.\Well, I've personally experienced it...\But I don't have merely two fangs.\Would you mind if we start again?\If I divest you of all your weapons, will you be satisfied?\If I lose my fangs, I'll use my claws.\If I lose my claws, I'll use my bones.\And if I lose my bones, I'll use my life. response:	That is how a Bowel Hunter fights.
context: Well, I've personally experienced it...\But I don't have merely two fangs.\Would you mind if we start again?\If I divest you of all your weapons, will you be satisfied?\If I lose my fangs, I'll use my claws.\If I lose my claws, I'll use my bones.\And if I lose my bones, I'll use my life.\That is how a Bowel Hunter fights. response:	Surely Reinhard won't fail to land the decisive blow, will he?
context: But I don't have merely two fangs.\Would you mind if we start again?\If I divest you of all your weapons, will you be satisfied?\If I lose my fangs, I'll use my claws.\If I lose my claws, I'll use my bones.\And if I lose my bones, I'll use my life.\That is how a Bowel Hunter fights.\Surely Reinhard won't fail to land the decisive blow, will he? response:	Because I'm using my spiritual arts, he cannot fight at full strength.
context: Would you mind if we start again?\If I divest you of all your weapons, will you be satisfied?\If I lose my fangs, I'll use my claws.\If I lose my claws, I'll use my bones.\And if I lose my bones, I'll use my life.\That is how a Bowel Hunter fights.\Surely Reinhard won't fail to land the decisive blow, will he?\Because I'm using my spiritual arts, he cannot fight at full strength. response:	What do those have to do with each other?
context: If I divest you of all your weapons, will you be satisfied?\If I lose my fangs, I'll use my claws.\If I lose my claws, I'll use my bones.\And if I lose my bones, I'll use my life.\That is how a Bowel Hunter fights.\Surely Reinhard won't fail to land the decisive blow, will he?\Because I'm using my spiritual arts, he cannot fight at full strength.\What do those have to do with each other? response:	If Reinhard were truly intent on fighting,
context: If I lose my fangs, I'll use my claws.\If I lose my claws, I'll use my bones.\And if I lose my bones, I'll use my life.\That is how a Bowel Hunter fights.\Surely Reinhard won't fail to land the decisive blow, will he?\Because I'm using my spiritual arts, he cannot fight at full strength.\What do those have to do with each other?\If Reinhard were truly intent on fighting, response:	all the mana in the atmosphere would turn away from me.
context: If I lose my claws, I'll use my bones.\And if I lose my bones, I'll use my life.\That is how a Bowel Hunter fights.\Surely Reinhard won't fail to land the decisive blow, will he?\Because I'm using my spiritual arts, he cannot fight at full strength.\What do those have to do with each other?\If Reinhard were truly intent on fighting,\all the mana in the atmosphere would turn away from me. response:	I'm almost done healing him.
context: And if I lose my bones, I'll use my life.\That is how a Bowel Hunter fights.\Surely Reinhard won't fail to land the decisive blow, will he?\Because I'm using my spiritual arts, he cannot fight at full strength.\What do those have to do with each other?\If Reinhard were truly intent on fighting,\all the mana in the atmosphere would turn away from me.\I'm almost done healing him. response:	When I give the signal, let him know.
context: That is how a Bowel Hunter fights.\Surely Reinhard won't fail to land the decisive blow, will he?\Because I'm using my spiritual arts, he cannot fight at full strength.\What do those have to do with each other?\If Reinhard were truly intent on fighting,\all the mana in the atmosphere would turn away from me.\I'm almost done healing him.\When I give the signal, let him know. response:	Now he's all right. Go ahead.
context: Surely Reinhard won't fail to land the decisive blow, will he?\Because I'm using my spiritual arts, he cannot fight at full strength.\What do those have to do with each other?\If Reinhard were truly intent on fighting,\all the mana in the atmosphere would turn away from me.\I'm almost done healing him.\When I give the signal, let him know.\Now he's all right. Go ahead. response:	Reinhard! I don't really get it, but do your thing!
context: Because I'm using my spiritual arts, he cannot fight at full strength.\What do those have to do with each other?\If Reinhard were truly intent on fighting,\all the mana in the atmosphere would turn away from me.\I'm almost done healing him.\When I give the signal, let him know.\Now he's all right. Go ahead.\Reinhard! I don't really get it, but do your thing! response:	What will you show me?
context: What do those have to do with each other?\If Reinhard were truly intent on fighting,\all the mana in the atmosphere would turn away from me.\I'm almost done healing him.\When I give the signal, let him know.\Now he's all right. Go ahead.\Reinhard! I don't really get it, but do your thing!\What will you show me? response:	The swordplay of the Astrea family.
context: If Reinhard were truly intent on fighting,\all the mana in the atmosphere would turn away from me.\I'm almost done healing him.\When I give the signal, let him know.\Now he's all right. Go ahead.\Reinhard! I don't really get it, but do your thing!\What will you show me?\The swordplay of the Astrea family. response:	The Bowel Hunter, Elsa Granhiert.
context: all the mana in the atmosphere would turn away from me.\I'm almost done healing him.\When I give the signal, let him know.\Now he's all right. Go ahead.\Reinhard! I don't really get it, but do your thing!\What will you show me?\The swordplay of the Astrea family.\The Bowel Hunter, Elsa Granhiert. response:	Reinhard van Astrea, of the line of master swordsmen.
context: I'm almost done healing him.\When I give the signal, let him know.\Now he's all right. Go ahead.\Reinhard! I don't really get it, but do your thing!\What will you show me?\The swordplay of the Astrea family.\The Bowel Hunter, Elsa Granhiert.\Reinhard van Astrea, of the line of master swordsmen. response:	Whoa, whoa, whoa!
context: When I give the signal, let him know.\Now he's all right. Go ahead.\Reinhard! I don't really get it, but do your thing!\What will you show me?\The swordplay of the Astrea family.\The Bowel Hunter, Elsa Granhiert.\Reinhard van Astrea, of the line of master swordsmen.\Whoa, whoa, whoa! response:	Hunting monsters is your specialty, my ass!
context: Now he's all right. Go ahead.\Reinhard! I don't really get it, but do your thing!\What will you show me?\The swordplay of the Astrea family.\The Bowel Hunter, Elsa Granhiert.\Reinhard van Astrea, of the line of master swordsmen.\Whoa, whoa, whoa!\Hunting monsters is your specialty, my ass! response:	You're a monster yourself!
context: Reinhard! I don't really get it, but do your thing!\What will you show me?\The swordplay of the Astrea family.\The Bowel Hunter, Elsa Granhiert.\Reinhard van Astrea, of the line of master swordsmen.\Whoa, whoa, whoa!\Hunting monsters is your specialty, my ass!\You're a monster yourself! response:	Even I'm a bit hurt by a comment like that, Subaru.
context: What will you show me?\The swordplay of the Astrea family.\The Bowel Hunter, Elsa Granhiert.\Reinhard van Astrea, of the line of master swordsmen.\Whoa, whoa, whoa!\Hunting monsters is your specialty, my ass!\You're a monster yourself!\Even I'm a bit hurt by a comment like that, Subaru. response:	I'm sorry I asked too much of you.
context: The swordplay of the Astrea family.\The Bowel Hunter, Elsa Granhiert.\Reinhard van Astrea, of the line of master swordsmen.\Whoa, whoa, whoa!\Hunting monsters is your specialty, my ass!\You're a monster yourself!\Even I'm a bit hurt by a comment like that, Subaru.\I'm sorry I asked too much of you. response:	Rest well now.
context: The Bowel Hunter, Elsa Granhiert.\Reinhard van Astrea, of the line of master swordsmen.\Whoa, whoa, whoa!\Hunting monsters is your specialty, my ass!\You're a monster yourself!\Even I'm a bit hurt by a comment like that, Subaru.\I'm sorry I asked too much of you.\Rest well now. response:	There isn't a shadow left, let alone a body...
context: Reinhard van Astrea, of the line of master swordsmen.\Whoa, whoa, whoa!\Hunting monsters is your specialty, my ass!\You're a monster yourself!\Even I'm a bit hurt by a comment like that, Subaru.\I'm sorry I asked too much of you.\Rest well now.\There isn't a shadow left, let alone a body... response:	This is all that's left after just a sword swing?
context: Whoa, whoa, whoa!\Hunting monsters is your specialty, my ass!\You're a monster yourself!\Even I'm a bit hurt by a comment like that, Subaru.\I'm sorry I asked too much of you.\Rest well now.\There isn't a shadow left, let alone a body...\This is all that's left after just a sword swing? response:	It's over now?
context: Hunting monsters is your specialty, my ass!\You're a monster yourself!\Even I'm a bit hurt by a comment like that, Subaru.\I'm sorry I asked too much of you.\Rest well now.\There isn't a shadow left, let alone a body...\This is all that's left after just a sword swing?\It's over now? response:	Yeah, somehow or other. Literally.
context: You're a monster yourself!\Even I'm a bit hurt by a comment like that, Subaru.\I'm sorry I asked too much of you.\Rest well now.\There isn't a shadow left, let alone a body...\This is all that's left after just a sword swing?\It's over now?\Yeah, somehow or other. Literally. response:	Why are you staring at me? That's quite rude.
context: Even I'm a bit hurt by a comment like that, Subaru.\I'm sorry I asked too much of you.\Rest well now.\There isn't a shadow left, let alone a body...\This is all that's left after just a sword swing?\It's over now?\Yeah, somehow or other. Literally.\Why are you staring at me? That's quite rude. response:	It's just, you still have your arms and legs, even your head...
context: I'm sorry I asked too much of you.\Rest well now.\There isn't a shadow left, let alone a body...\This is all that's left after just a sword swing?\It's over now?\Yeah, somehow or other. Literally.\Why are you staring at me? That's quite rude.\It's just, you still have your arms and legs, even your head... response:	Of course I do. Don't say such scary things.
context: Rest well now.\There isn't a shadow left, let alone a body...\This is all that's left after just a sword swing?\It's over now?\Yeah, somehow or other. Literally.\Why are you staring at me? That's quite rude.\It's just, you still have your arms and legs, even your head...\Of course I do. Don't say such scary things. response:	Yeah, you're right. It's obvious, huh?
context: There isn't a shadow left, let alone a body...\This is all that's left after just a sword swing?\It's over now?\Yeah, somehow or other. Literally.\Why are you staring at me? That's quite rude.\It's just, you still have your arms and legs, even your head...\Of course I do. Don't say such scary things.\Yeah, you're right. It's obvious, huh? response:	I still have my arms, too.
context: This is all that's left after just a sword swing?\It's over now?\Yeah, somehow or other. Literally.\Why are you staring at me? That's quite rude.\It's just, you still have your arms and legs, even your head...\Of course I do. Don't say such scary things.\Yeah, you're right. It's obvious, huh?\I still have my arms, too. response:	And there's no knife in my back or gaping hole in my gut.
context: It's over now?\Yeah, somehow or other. Literally.\Why are you staring at me? That's quite rude.\It's just, you still have your arms and legs, even your head...\Of course I do. Don't say such scary things.\Yeah, you're right. It's obvious, huh?\I still have my arms, too.\And there's no knife in my back or gaping hole in my gut. response:	You talk as if you've experienced those things before.
context: Yeah, somehow or other. Literally.\Why are you staring at me? That's quite rude.\It's just, you still have your arms and legs, even your head...\Of course I do. Don't say such scary things.\Yeah, you're right. It's obvious, huh?\I still have my arms, too.\And there's no knife in my back or gaping hole in my gut.\You talk as if you've experienced those things before. response:	There was a time when I did.
context: Why are you staring at me? That's quite rude.\It's just, you still have your arms and legs, even your head...\Of course I do. Don't say such scary things.\Yeah, you're right. It's obvious, huh?\I still have my arms, too.\And there's no knife in my back or gaping hole in my gut.\You talk as if you've experienced those things before.\There was a time when I did. response:	Oh, yeah, Reinhard... I haven't thanked you yet.
context: It's just, you still have your arms and legs, even your head...\Of course I do. Don't say such scary things.\Yeah, you're right. It's obvious, huh?\I still have my arms, too.\And there's no knife in my back or gaping hole in my gut.\You talk as if you've experienced those things before.\There was a time when I did.\Oh, yeah, Reinhard... I haven't thanked you yet. response:	You saved my ass!
context: Of course I do. Don't say such scary things.\Yeah, you're right. It's obvious, huh?\I still have my arms, too.\And there's no knife in my back or gaping hole in my gut.\You talk as if you've experienced those things before.\There was a time when I did.\Oh, yeah, Reinhard... I haven't thanked you yet.\You saved my ass! response:	Back in the alley, too.
context: Yeah, you're right. It's obvious, huh?\I still have my arms, too.\And there's no knife in my back or gaping hole in my gut.\You talk as if you've experienced those things before.\There was a time when I did.\Oh, yeah, Reinhard... I haven't thanked you yet.\You saved my ass!\Back in the alley, too. response:	I guess you heard my heart's cries for help, friend!
context: I still have my arms, too.\And there's no knife in my back or gaping hole in my gut.\You talk as if you've experienced those things before.\There was a time when I did.\Oh, yeah, Reinhard... I haven't thanked you yet.\You saved my ass!\Back in the alley, too.\I guess you heard my heart's cries for help, friend! response:	If I did do that, I'd certainly be proud...
context: And there's no knife in my back or gaping hole in my gut.\You talk as if you've experienced those things before.\There was a time when I did.\Oh, yeah, Reinhard... I haven't thanked you yet.\You saved my ass!\Back in the alley, too.\I guess you heard my heart's cries for help, friend!\If I did do that, I'd certainly be proud... response:	Friend.
context: You talk as if you've experienced those things before.\There was a time when I did.\Oh, yeah, Reinhard... I haven't thanked you yet.\You saved my ass!\Back in the alley, too.\I guess you heard my heart's cries for help, friend!\If I did do that, I'd certainly be proud...\Friend. response:	She was desperately running around the streets,
context: There was a time when I did.\Oh, yeah, Reinhard... I haven't thanked you yet.\You saved my ass!\Back in the alley, too.\I guess you heard my heart's cries for help, friend!\If I did do that, I'd certainly be proud...\Friend.\She was desperately running around the streets, response:	and she asked for my help.
context: Oh, yeah, Reinhard... I haven't thanked you yet.\You saved my ass!\Back in the alley, too.\I guess you heard my heart's cries for help, friend!\If I did do that, I'd certainly be proud...\Friend.\She was desperately running around the streets,\and she asked for my help. response:	That's...
context: You saved my ass!\Back in the alley, too.\I guess you heard my heart's cries for help, friend!\If I did do that, I'd certainly be proud...\Friend.\She was desperately running around the streets,\and she asked for my help.\That's... response:	Now, hang on...
context: Back in the alley, too.\I guess you heard my heart's cries for help, friend!\If I did do that, I'd certainly be proud...\Friend.\She was desperately running around the streets,\and she asked for my help.\That's...\Now, hang on... response:	If she hadn't brought Reinhard, we'd have been destroyed.
context: I guess you heard my heart's cries for help, friend!\If I did do that, I'd certainly be proud...\Friend.\She was desperately running around the streets,\and she asked for my help.\That's...\Now, hang on...\If she hadn't brought Reinhard, we'd have been destroyed. response:	Just take a look at this face, and spare me the ice-statue punishment, okay?
context: If I did do that, I'd certainly be proud...\Friend.\She was desperately running around the streets,\and she asked for my help.\That's...\Now, hang on...\If she hadn't brought Reinhard, we'd have been destroyed.\Just take a look at this face, and spare me the ice-statue punishment, okay? response:	I wouldn't do anything so violent!
context: Friend.\She was desperately running around the streets,\and she asked for my help.\That's...\Now, hang on...\If she hadn't brought Reinhard, we'd have been destroyed.\Just take a look at this face, and spare me the ice-statue punishment, okay?\I wouldn't do anything so violent! response:	And what does your face have to do with
context: She was desperately running around the streets,\and she asked for my help.\That's...\Now, hang on...\If she hadn't brought Reinhard, we'd have been destroyed.\Just take a look at this face, and spare me the ice-statue punishment, okay?\I wouldn't do anything so violent!\And what does your face have to do with response:	Subaru!
context: and she asked for my help.\That's...\Now, hang on...\If she hadn't brought Reinhard, we'd have been destroyed.\Just take a look at this face, and spare me the ice-statue punishment, okay?\I wouldn't do anything so violent!\And what does your face have to do with\Subaru! response:	She'll go for the gut!
context: That's...\Now, hang on...\If she hadn't brought Reinhard, we'd have been destroyed.\Just take a look at this face, and spare me the ice-statue punishment, okay?\I wouldn't do anything so violent!\And what does your face have to do with\Subaru!\She'll go for the gut! response:	He got in my way again.
context: Now, hang on...\If she hadn't brought Reinhard, we'd have been destroyed.\Just take a look at this face, and spare me the ice-statue punishment, okay?\I wouldn't do anything so violent!\And what does your face have to do with\Subaru!\She'll go for the gut!\He got in my way again. response:	That's enough, Elsa!
context: If she hadn't brought Reinhard, we'd have been destroyed.\Just take a look at this face, and spare me the ice-statue punishment, okay?\I wouldn't do anything so violent!\And what does your face have to do with\Subaru!\She'll go for the gut!\He got in my way again.\That's enough, Elsa! response:	Soon enough, I'll disembowel everyone here.
context: Just take a look at this face, and spare me the ice-statue punishment, okay?\I wouldn't do anything so violent!\And what does your face have to do with\Subaru!\She'll go for the gut!\He got in my way again.\That's enough, Elsa!\Soon enough, I'll disembowel everyone here. response:	Till then, take good care of your bowels.
context: I wouldn't do anything so violent!\And what does your face have to do with\Subaru!\She'll go for the gut!\He got in my way again.\That's enough, Elsa!\Soon enough, I'll disembowel everyone here.\Till then, take good care of your bowels. response:	Are you all right?
context: And what does your face have to do with\Subaru!\She'll go for the gut!\He got in my way again.\That's enough, Elsa!\Soon enough, I'll disembowel everyone here.\Till then, take good care of your bowels.\Are you all right? response:	Whether I'm all right doesn't matter! More importantly,
context: Subaru!\She'll go for the gut!\He got in my way again.\That's enough, Elsa!\Soon enough, I'll disembowel everyone here.\Till then, take good care of your bowels.\Are you all right?\Whether I'm all right doesn't matter! More importantly, response:	are you all right? That was far too reckless!
context: She'll go for the gut!\He got in my way again.\That's enough, Elsa!\Soon enough, I'll disembowel everyone here.\Till then, take good care of your bowels.\Are you all right?\Whether I'm all right doesn't matter! More importantly,\are you all right? That was far too reckless! response:	Ow...
context: He got in my way again.\That's enough, Elsa!\Soon enough, I'll disembowel everyone here.\Till then, take good care of your bowels.\Are you all right?\Whether I'm all right doesn't matter! More importantly,\are you all right? That was far too reckless!\Ow... response:	Oh, it was no problem.
context: That's enough, Elsa!\Soon enough, I'll disembowel everyone here.\Till then, take good care of your bowels.\Are you all right?\Whether I'm all right doesn't matter! More importantly,\are you all right? That was far too reckless!\Ow...\Oh, it was no problem. response:	I sure took the long road, but I finally reached this point.
context: Soon enough, I'll disembowel everyone here.\Till then, take good care of your bowels.\Are you all right?\Whether I'm all right doesn't matter! More importantly,\are you all right? That was far too reckless!\Ow...\Oh, it was no problem.\I sure took the long road, but I finally reached this point. response:	My name is Natsuki Subaru!
context: Till then, take good care of your bowels.\Are you all right?\Whether I'm all right doesn't matter! More importantly,\are you all right? That was far too reckless!\Ow...\Oh, it was no problem.\I sure took the long road, but I finally reached this point.\My name is Natsuki Subaru! response:	And I just saved your life from a heinous villain!
context: Are you all right?\Whether I'm all right doesn't matter! More importantly,\are you all right? That was far too reckless!\Ow...\Oh, it was no problem.\I sure took the long road, but I finally reached this point.\My name is Natsuki Subaru!\And I just saved your life from a heinous villain! response:	Are we OK on that?
context: Whether I'm all right doesn't matter! More importantly,\are you all right? That was far too reckless!\Ow...\Oh, it was no problem.\I sure took the long road, but I finally reached this point.\My name is Natsuki Subaru!\And I just saved your life from a heinous villain!\Are we OK on that? response:	OK?
context: are you all right? That was far too reckless!\Ow...\Oh, it was no problem.\I sure took the long road, but I finally reached this point.\My name is Natsuki Subaru!\And I just saved your life from a heinous villain!\Are we OK on that?\OK? response:	It means Are we clear on that? So...
context: Ow...\Oh, it was no problem.\I sure took the long road, but I finally reached this point.\My name is Natsuki Subaru!\And I just saved your life from a heinous villain!\Are we OK on that?\OK?\It means Are we clear on that? So... response:	OK?
context: Oh, it was no problem.\I sure took the long road, but I finally reached this point.\My name is Natsuki Subaru!\And I just saved your life from a heinous villain!\Are we OK on that?\OK?\It means Are we clear on that? So...\OK? response:	O-OK...
context: I sure took the long road, but I finally reached this point.\My name is Natsuki Subaru!\And I just saved your life from a heinous villain!\Are we OK on that?\OK?\It means Are we clear on that? So...\OK?\O-OK... response:	I, your rescuer, saved your life.
context: My name is Natsuki Subaru!\And I just saved your life from a heinous villain!\Are we OK on that?\OK?\It means Are we clear on that? So...\OK?\O-OK...\I, your rescuer, saved your life. response:	And you are the heroine I saved!
context: And I just saved your life from a heinous villain!\Are we OK on that?\OK?\It means Are we clear on that? So...\OK?\O-OK...\I, your rescuer, saved your life.\And you are the heroine I saved! response:	So wouldn't that mean you should repay me in kind? Wouldn't it?
context: Are we OK on that?\OK?\It means Are we clear on that? So...\OK?\O-OK...\I, your rescuer, saved your life.\And you are the heroine I saved!\So wouldn't that mean you should repay me in kind? Wouldn't it? response:	All right, I get it.
context: OK?\It means Are we clear on that? So...\OK?\O-OK...\I, your rescuer, saved your life.\And you are the heroine I saved!\So wouldn't that mean you should repay me in kind? Wouldn't it?\All right, I get it. response:	Only if it's within my power, of course.
context: It means Are we clear on that? So...\OK?\O-OK...\I, your rescuer, saved your life.\And you are the heroine I saved!\So wouldn't that mean you should repay me in kind? Wouldn't it?\All right, I get it.\Only if it's within my power, of course. response:	In that case, I have only one request!
context: OK?\O-OK...\I, your rescuer, saved your life.\And you are the heroine I saved!\So wouldn't that mean you should repay me in kind? Wouldn't it?\All right, I get it.\Only if it's within my power, of course.\In that case, I have only one request! response:	Yes, my request is...
context: O-OK...\I, your rescuer, saved your life.\And you are the heroine I saved!\So wouldn't that mean you should repay me in kind? Wouldn't it?\All right, I get it.\Only if it's within my power, of course.\In that case, I have only one request!\Yes, my request is... response:	Tell me your name.
context: I, your rescuer, saved your life.\And you are the heroine I saved!\So wouldn't that mean you should repay me in kind? Wouldn't it?\All right, I get it.\Only if it's within my power, of course.\In that case, I have only one request!\Yes, my request is...\Tell me your name. response:	Emilia.
context: And you are the heroine I saved!\So wouldn't that mean you should repay me in kind? Wouldn't it?\All right, I get it.\Only if it's within my power, of course.\In that case, I have only one request!\Yes, my request is...\Tell me your name.\Emilia. response:	Huh?
context: So wouldn't that mean you should repay me in kind? Wouldn't it?\All right, I get it.\Only if it's within my power, of course.\In that case, I have only one request!\Yes, my request is...\Tell me your name.\Emilia.\Huh? response:	My name is Emilia. Just Emilia.
context: All right, I get it.\Only if it's within my power, of course.\In that case, I have only one request!\Yes, my request is...\Tell me your name.\Emilia.\Huh?\My name is Emilia. Just Emilia. response:	Thank you, Subaru. For saving me.
context: Only if it's within my power, of course.\In that case, I have only one request!\Yes, my request is...\Tell me your name.\Emilia.\Huh?\My name is Emilia. Just Emilia.\Thank you, Subaru. For saving me. response:	All those times I got hurt, all the crying I did,
context: In that case, I have only one request!\Yes, my request is...\Tell me your name.\Emilia.\Huh?\My name is Emilia. Just Emilia.\Thank you, Subaru. For saving me.\All those times I got hurt, all the crying I did, response:	all the pain I felt, all the fighting I did with my life at stake...
context: Yes, my request is...\Tell me your name.\Emilia.\Huh?\My name is Emilia. Just Emilia.\Thank you, Subaru. For saving me.\All those times I got hurt, all the crying I did,\all the pain I felt, all the fighting I did with my life at stake... response:	And my reward was her name and a single smile.
context: Tell me your name.\Emilia.\Huh?\My name is Emilia. Just Emilia.\Thank you, Subaru. For saving me.\All those times I got hurt, all the crying I did,\all the pain I felt, all the fighting I did with my life at stake...\And my reward was her name and a single smile. response:	Jeez...
context: Emilia.\Huh?\My name is Emilia. Just Emilia.\Thank you, Subaru. For saving me.\All those times I got hurt, all the crying I did,\all the pain I felt, all the fighting I did with my life at stake...\And my reward was her name and a single smile.\Jeez... response:	Talk about unequal compensation.
context: Huh?\My name is Emilia. Just Emilia.\Thank you, Subaru. For saving me.\All those times I got hurt, all the crying I did,\all the pain I felt, all the fighting I did with my life at stake...\And my reward was her name and a single smile.\Jeez...\Talk about unequal compensation. response:	Anyway, Subaru, I'm impressed that you're unhurt.
context: My name is Emilia. Just Emilia.\Thank you, Subaru. For saving me.\All those times I got hurt, all the crying I did,\all the pain I felt, all the fighting I did with my life at stake...\And my reward was her name and a single smile.\Jeez...\Talk about unequal compensation.\Anyway, Subaru, I'm impressed that you're unhurt. response:	That thing protected me just in time.
context: Thank you, Subaru. For saving me.\All those times I got hurt, all the crying I did,\all the pain I felt, all the fighting I did with my life at stake...\And my reward was her name and a single smile.\Jeez...\Talk about unequal compensation.\Anyway, Subaru, I'm impressed that you're unhurt.\That thing protected me just in time. response:	If not for that, I'd be in two pieces right now.
context: All those times I got hurt, all the crying I did,\all the pain I felt, all the fighting I did with my life at stake...\And my reward was her name and a single smile.\Jeez...\Talk about unequal compensation.\Anyway, Subaru, I'm impressed that you're unhurt.\That thing protected me just in time.\If not for that, I'd be in two pieces right now. response:	True, if not for this...
context: all the pain I felt, all the fighting I did with my life at stake...\And my reward was her name and a single smile.\Jeez...\Talk about unequal compensation.\Anyway, Subaru, I'm impressed that you're unhurt.\That thing protected me just in time.\If not for that, I'd be in two pieces right now.\True, if not for this... response:	Eh?
context: And my reward was her name and a single smile.\Jeez...\Talk about unequal compensation.\Anyway, Subaru, I'm impressed that you're unhurt.\That thing protected me just in time.\If not for that, I'd be in two pieces right now.\True, if not for this...\Eh? response:	Uh-oh. I should have seen this coming.
