context: It's so cold, I can't sleep. response:	Maybe I'll drink some warm milk...
context: So when we go to see the play, can we also take a look at Suzuran?\Sure, if we leave a bit early.\Great! I'm so happy!\I'm excited, too!\I bet there's a lot of great food around there, too!\That's what you're excited for?\Mayu-chan, here.\Suzuran... response:	Closed Today Sorry!
context: Sure, if we leave a bit early.\Great! I'm so happy!\I'm excited, too!\I bet there's a lot of great food around there, too!\That's what you're excited for?\Mayu-chan, here.\Suzuran...\Closed Today Sorry! response:	Hina-chan, hurry up!
context: Great! I'm so happy!\I'm excited, too!\I bet there's a lot of great food around there, too!\That's what you're excited for?\Mayu-chan, here.\Suzuran...\Closed Today Sorry!\Hina-chan, hurry up! response:	Just a second!
context: I'm excited, too!\I bet there's a lot of great food around there, too!\That's what you're excited for?\Mayu-chan, here.\Suzuran...\Closed Today Sorry!\Hina-chan, hurry up!\Just a second! response:	I'm glad you decided to come along, Mayu-chan.
context: I bet there's a lot of great food around there, too!\That's what you're excited for?\Mayu-chan, here.\Suzuran...\Closed Today Sorry!\Hina-chan, hurry up!\Just a second!\I'm glad you decided to come along, Mayu-chan. response:	Yeah.
context: That's what you're excited for?\Mayu-chan, here.\Suzuran...\Closed Today Sorry!\Hina-chan, hurry up!\Just a second!\I'm glad you decided to come along, Mayu-chan.\Yeah. response:	Well, I was the one who told Hina-chan about Suzuran.
context: Mayu-chan, here.\Suzuran...\Closed Today Sorry!\Hina-chan, hurry up!\Just a second!\I'm glad you decided to come along, Mayu-chan.\Yeah.\Well, I was the one who told Hina-chan about Suzuran. response:	That's true.
context: Suzuran...\Closed Today Sorry!\Hina-chan, hurry up!\Just a second!\I'm glad you decided to come along, Mayu-chan.\Yeah.\Well, I was the one who told Hina-chan about Suzuran.\That's true. response:	That was when we found our goal.
context: Closed Today Sorry!\Hina-chan, hurry up!\Just a second!\I'm glad you decided to come along, Mayu-chan.\Yeah.\Well, I was the one who told Hina-chan about Suzuran.\That's true.\That was when we found our goal. response:	Sorry for the wait!
context: Hina-chan, hurry up!\Just a second!\I'm glad you decided to come along, Mayu-chan.\Yeah.\Well, I was the one who told Hina-chan about Suzuran.\That's true.\That was when we found our goal.\Sorry for the wait! response:	Well, we're going to check out Suzuran before the play, right?
context: Just a second!\I'm glad you decided to come along, Mayu-chan.\Yeah.\Well, I was the one who told Hina-chan about Suzuran.\That's true.\That was when we found our goal.\Sorry for the wait!\Well, we're going to check out Suzuran before the play, right? response:	So let's hurry!
context: I'm glad you decided to come along, Mayu-chan.\Yeah.\Well, I was the one who told Hina-chan about Suzuran.\That's true.\That was when we found our goal.\Sorry for the wait!\Well, we're going to check out Suzuran before the play, right?\So let's hurry! response:	Aki-chan, you didn't forget the tickets, did you?
context: Yeah.\Well, I was the one who told Hina-chan about Suzuran.\That's true.\That was when we found our goal.\Sorry for the wait!\Well, we're going to check out Suzuran before the play, right?\So let's hurry!\Aki-chan, you didn't forget the tickets, did you? response:	Nope. All set.
context: Well, I was the one who told Hina-chan about Suzuran.\That's true.\That was when we found our goal.\Sorry for the wait!\Well, we're going to check out Suzuran before the play, right?\So let's hurry!\Aki-chan, you didn't forget the tickets, did you?\Nope. All set. response:	Kuu-chan, you didn't forget to lock up the bookstore, did you?
context: That's true.\That was when we found our goal.\Sorry for the wait!\Well, we're going to check out Suzuran before the play, right?\So let's hurry!\Aki-chan, you didn't forget the tickets, did you?\Nope. All set.\Kuu-chan, you didn't forget to lock up the bookstore, did you? response:	Nope! All set!
context: That was when we found our goal.\Sorry for the wait!\Well, we're going to check out Suzuran before the play, right?\So let's hurry!\Aki-chan, you didn't forget the tickets, did you?\Nope. All set.\Kuu-chan, you didn't forget to lock up the bookstore, did you?\Nope! All set! response:	Okay, then! Let's go!
context: Sorry for the wait!\Well, we're going to check out Suzuran before the play, right?\So let's hurry!\Aki-chan, you didn't forget the tickets, did you?\Nope. All set.\Kuu-chan, you didn't forget to lock up the bookstore, did you?\Nope! All set!\Okay, then! Let's go! response:	Mayu-chan!
context: Well, we're going to check out Suzuran before the play, right?\So let's hurry!\Aki-chan, you didn't forget the tickets, did you?\Nope. All set.\Kuu-chan, you didn't forget to lock up the bookstore, did you?\Nope! All set!\Okay, then! Let's go!\Mayu-chan! response:	Did you lock the coffee shop?
context: So let's hurry!\Aki-chan, you didn't forget the tickets, did you?\Nope. All set.\Kuu-chan, you didn't forget to lock up the bookstore, did you?\Nope! All set!\Okay, then! Let's go!\Mayu-chan!\Did you lock the coffee shop? response:	Looks like there's no place to sit.
context: Aki-chan, you didn't forget the tickets, did you?\Nope. All set.\Kuu-chan, you didn't forget to lock up the bookstore, did you?\Nope! All set!\Okay, then! Let's go!\Mayu-chan!\Did you lock the coffee shop?\Looks like there's no place to sit. response:	Let's head more toward the middle.
context: Nope. All set.\Kuu-chan, you didn't forget to lock up the bookstore, did you?\Nope! All set!\Okay, then! Let's go!\Mayu-chan!\Did you lock the coffee shop?\Looks like there's no place to sit.\Let's head more toward the middle. response:	You could just grab that rail...
context: Kuu-chan, you didn't forget to lock up the bookstore, did you?\Nope! All set!\Okay, then! Let's go!\Mayu-chan!\Did you lock the coffee shop?\Looks like there's no place to sit.\Let's head more toward the middle.\You could just grab that rail... response:	I'm fine! I can reach it on my tiptoes!
context: Nope! All set!\Okay, then! Let's go!\Mayu-chan!\Did you lock the coffee shop?\Looks like there's no place to sit.\Let's head more toward the middle.\You could just grab that rail...\I'm fine! I can reach it on my tiptoes! response:	Would you like to have my seat, dear?
context: Okay, then! Let's go!\Mayu-chan!\Did you lock the coffee shop?\Looks like there's no place to sit.\Let's head more toward the middle.\You could just grab that rail...\I'm fine! I can reach it on my tiptoes!\Would you like to have my seat, dear? response:	Please don't worry about me...
context: Mayu-chan!\Did you lock the coffee shop?\Looks like there's no place to sit.\Let's head more toward the middle.\You could just grab that rail...\I'm fine! I can reach it on my tiptoes!\Would you like to have my seat, dear?\Please don't worry about me... response:	That's just like Mayu-chan.
context: Did you lock the coffee shop?\Looks like there's no place to sit.\Let's head more toward the middle.\You could just grab that rail...\I'm fine! I can reach it on my tiptoes!\Would you like to have my seat, dear?\Please don't worry about me...\That's just like Mayu-chan. response:	So cute!
context: Looks like there's no place to sit.\Let's head more toward the middle.\You could just grab that rail...\I'm fine! I can reach it on my tiptoes!\Would you like to have my seat, dear?\Please don't worry about me...\That's just like Mayu-chan.\So cute! response:	The train arriving now is the express train bound for Shibuya.
context: Let's head more toward the middle.\You could just grab that rail...\I'm fine! I can reach it on my tiptoes!\Would you like to have my seat, dear?\Please don't worry about me...\That's just like Mayu-chan.\So cute!\The train arriving now is the express train bound for Shibuya. response:	This way. Follow me.
context: You could just grab that rail...\I'm fine! I can reach it on my tiptoes!\Would you like to have my seat, dear?\Please don't worry about me...\That's just like Mayu-chan.\So cute!\The train arriving now is the express train bound for Shibuya.\This way. Follow me. response:	This sure is a complicated route.
context: I'm fine! I can reach it on my tiptoes!\Would you like to have my seat, dear?\Please don't worry about me...\That's just like Mayu-chan.\So cute!\The train arriving now is the express train bound for Shibuya.\This way. Follow me.\This sure is a complicated route. response:	It's like a maze.
context: Would you like to have my seat, dear?\Please don't worry about me...\That's just like Mayu-chan.\So cute!\The train arriving now is the express train bound for Shibuya.\This way. Follow me.\This sure is a complicated route.\It's like a maze. response:	This station has been under construction for a long time.
context: Please don't worry about me...\That's just like Mayu-chan.\So cute!\The train arriving now is the express train bound for Shibuya.\This way. Follow me.\This sure is a complicated route.\It's like a maze.\This station has been under construction for a long time. response:	This way.
context: That's just like Mayu-chan.\So cute!\The train arriving now is the express train bound for Shibuya.\This way. Follow me.\This sure is a complicated route.\It's like a maze.\This station has been under construction for a long time.\This way. response:	It's easy to get the exits mixed up in this station.
context: So cute!\The train arriving now is the express train bound for Shibuya.\This way. Follow me.\This sure is a complicated route.\It's like a maze.\This station has been under construction for a long time.\This way.\It's easy to get the exits mixed up in this station. response:	South Exit
context: The train arriving now is the express train bound for Shibuya.\This way. Follow me.\This sure is a complicated route.\It's like a maze.\This station has been under construction for a long time.\This way.\It's easy to get the exits mixed up in this station.\South Exit response:	South Exit This Way
context: This way. Follow me.\This sure is a complicated route.\It's like a maze.\This station has been under construction for a long time.\This way.\It's easy to get the exits mixed up in this station.\South Exit\South Exit This Way response:	You're right.
context: This sure is a complicated route.\It's like a maze.\This station has been under construction for a long time.\This way.\It's easy to get the exits mixed up in this station.\South Exit\South Exit This Way\You're right. response:	I'd get lost here in a heartbeat.
context: It's like a maze.\This station has been under construction for a long time.\This way.\It's easy to get the exits mixed up in this station.\South Exit\South Exit This Way\You're right.\I'd get lost here in a heartbeat. response:	Um...
context: This station has been under construction for a long time.\This way.\It's easy to get the exits mixed up in this station.\South Exit\South Exit This Way\You're right.\I'd get lost here in a heartbeat.\Um... response:	Hina-chan isn't behind us.
context: This way.\It's easy to get the exits mixed up in this station.\South Exit\South Exit This Way\You're right.\I'd get lost here in a heartbeat.\Um...\Hina-chan isn't behind us. response:	Hina-chan!
context: It's easy to get the exits mixed up in this station.\South Exit\South Exit This Way\You're right.\I'd get lost here in a heartbeat.\Um...\Hina-chan isn't behind us.\Hina-chan! response:	Wh-Where is everyone?
context: South Exit\South Exit This Way\You're right.\I'd get lost here in a heartbeat.\Um...\Hina-chan isn't behind us.\Hina-chan!\Wh-Where is everyone? response:	Hello?
context: South Exit This Way\You're right.\I'd get lost here in a heartbeat.\Um...\Hina-chan isn't behind us.\Hina-chan!\Wh-Where is everyone?\Hello? response:	Hina-chan? Where are you?
context: You're right.\I'd get lost here in a heartbeat.\Um...\Hina-chan isn't behind us.\Hina-chan!\Wh-Where is everyone?\Hello?\Hina-chan? Where are you? response:	U-Um... I'm...
context: I'd get lost here in a heartbeat.\Um...\Hina-chan isn't behind us.\Hina-chan!\Wh-Where is everyone?\Hello?\Hina-chan? Where are you?\U-Um... I'm... response:	I'm not sure where I am!
context: Um...\Hina-chan isn't behind us.\Hina-chan!\Wh-Where is everyone?\Hello?\Hina-chan? Where are you?\U-Um... I'm...\I'm not sure where I am! response:	W-Wait just a second, Hina-chan.
context: Hina-chan isn't behind us.\Hina-chan!\Wh-Where is everyone?\Hello?\Hina-chan? Where are you?\U-Um... I'm...\I'm not sure where I am!\W-Wait just a second, Hina-chan. response:	We'll just have to look for her ourselves.
context: Hina-chan!\Wh-Where is everyone?\Hello?\Hina-chan? Where are you?\U-Um... I'm...\I'm not sure where I am!\W-Wait just a second, Hina-chan.\We'll just have to look for her ourselves. response:	According to the map...
context: Wh-Where is everyone?\Hello?\Hina-chan? Where are you?\U-Um... I'm...\I'm not sure where I am!\W-Wait just a second, Hina-chan.\We'll just have to look for her ourselves.\According to the map... response:	She came downstairs with us,
context: Hello?\Hina-chan? Where are you?\U-Um... I'm...\I'm not sure where I am!\W-Wait just a second, Hina-chan.\We'll just have to look for her ourselves.\According to the map...\She came downstairs with us, response:	so she's probably at the north exit.
context: Hina-chan? Where are you?\U-Um... I'm...\I'm not sure where I am!\W-Wait just a second, Hina-chan.\We'll just have to look for her ourselves.\According to the map...\She came downstairs with us,\so she's probably at the north exit. response:	A-Aki-chan...
context: U-Um... I'm...\I'm not sure where I am!\W-Wait just a second, Hina-chan.\We'll just have to look for her ourselves.\According to the map...\She came downstairs with us,\so she's probably at the north exit.\A-Aki-chan... response:	Yeah.
context: I'm not sure where I am!\W-Wait just a second, Hina-chan.\We'll just have to look for her ourselves.\According to the map...\She came downstairs with us,\so she's probably at the north exit.\A-Aki-chan...\Yeah. response:	This is a shortcut.
context: W-Wait just a second, Hina-chan.\We'll just have to look for her ourselves.\According to the map...\She came downstairs with us,\so she's probably at the north exit.\A-Aki-chan...\Yeah.\This is a shortcut. response:	She's not here...
context: We'll just have to look for her ourselves.\According to the map...\She came downstairs with us,\so she's probably at the north exit.\A-Aki-chan...\Yeah.\This is a shortcut.\She's not here... response:	Yeah, I don't see her.
context: According to the map...\She came downstairs with us,\so she's probably at the north exit.\A-Aki-chan...\Yeah.\This is a shortcut.\She's not here...\Yeah, I don't see her. response:	Hina-chan? Where are you now?
context: She came downstairs with us,\so she's probably at the north exit.\A-Aki-chan...\Yeah.\This is a shortcut.\She's not here...\Yeah, I don't see her.\Hina-chan? Where are you now? response:	I'm not sure where I am!
context: so she's probably at the north exit.\A-Aki-chan...\Yeah.\This is a shortcut.\She's not here...\Yeah, I don't see her.\Hina-chan? Where are you now?\I'm not sure where I am! response:	Why did you move?!
context: A-Aki-chan...\Yeah.\This is a shortcut.\She's not here...\Yeah, I don't see her.\Hina-chan? Where are you now?\I'm not sure where I am!\Why did you move?! response:	I went looking for you!
context: Yeah.\This is a shortcut.\She's not here...\Yeah, I don't see her.\Hina-chan? Where are you now?\I'm not sure where I am!\Why did you move?!\I went looking for you! response:	We finally found each other!
context: This is a shortcut.\She's not here...\Yeah, I don't see her.\Hina-chan? Where are you now?\I'm not sure where I am!\Why did you move?!\I went looking for you!\We finally found each other! response:	Jeez, why'd you move when you were the one who got lost?
context: She's not here...\Yeah, I don't see her.\Hina-chan? Where are you now?\I'm not sure where I am!\Why did you move?!\I went looking for you!\We finally found each other!\Jeez, why'd you move when you were the one who got lost? response:	I'm sorry...
context: Yeah, I don't see her.\Hina-chan? Where are you now?\I'm not sure where I am!\Why did you move?!\I went looking for you!\We finally found each other!\Jeez, why'd you move when you were the one who got lost?\I'm sorry... response:	No, Hina-chan, you did well!
context: Hina-chan? Where are you now?\I'm not sure where I am!\Why did you move?!\I went looking for you!\We finally found each other!\Jeez, why'd you move when you were the one who got lost?\I'm sorry...\No, Hina-chan, you did well! response:	Eh? Kuu-chan?
context: I'm not sure where I am!\Why did you move?!\I went looking for you!\We finally found each other!\Jeez, why'd you move when you were the one who got lost?\I'm sorry...\No, Hina-chan, you did well!\Eh? Kuu-chan? response:	Thanks to you, I got to buy up all the best food from the shops around the station!
context: Why did you move?!\I went looking for you!\We finally found each other!\Jeez, why'd you move when you were the one who got lost?\I'm sorry...\No, Hina-chan, you did well!\Eh? Kuu-chan?\Thanks to you, I got to buy up all the best food from the shops around the station! response:	Kuu-chan, that's amazing!
context: I went looking for you!\We finally found each other!\Jeez, why'd you move when you were the one who got lost?\I'm sorry...\No, Hina-chan, you did well!\Eh? Kuu-chan?\Thanks to you, I got to buy up all the best food from the shops around the station!\Kuu-chan, that's amazing! response:	When did you...
context: We finally found each other!\Jeez, why'd you move when you were the one who got lost?\I'm sorry...\No, Hina-chan, you did well!\Eh? Kuu-chan?\Thanks to you, I got to buy up all the best food from the shops around the station!\Kuu-chan, that's amazing!\When did you... response:	Honma Theater
context: Jeez, why'd you move when you were the one who got lost?\I'm sorry...\No, Hina-chan, you did well!\Eh? Kuu-chan?\Thanks to you, I got to buy up all the best food from the shops around the station!\Kuu-chan, that's amazing!\When did you...\Honma Theater response:	Seki Mini Theater
context: I'm sorry...\No, Hina-chan, you did well!\Eh? Kuu-chan?\Thanks to you, I got to buy up all the best food from the shops around the station!\Kuu-chan, that's amazing!\When did you...\Honma Theater\Seki Mini Theater response:	What's up, Hina-chan?
context: No, Hina-chan, you did well!\Eh? Kuu-chan?\Thanks to you, I got to buy up all the best food from the shops around the station!\Kuu-chan, that's amazing!\When did you...\Honma Theater\Seki Mini Theater\What's up, Hina-chan? response:	I feel like we're seeing theaters everywhere just by walking through here.
context: Eh? Kuu-chan?\Thanks to you, I got to buy up all the best food from the shops around the station!\Kuu-chan, that's amazing!\When did you...\Honma Theater\Seki Mini Theater\What's up, Hina-chan?\I feel like we're seeing theaters everywhere just by walking through here. response:	This town is known as the town of theater.
context: Thanks to you, I got to buy up all the best food from the shops around the station!\Kuu-chan, that's amazing!\When did you...\Honma Theater\Seki Mini Theater\What's up, Hina-chan?\I feel like we're seeing theaters everywhere just by walking through here.\This town is known as the town of theater. response:	Honma Theater, The Suzuran, Train Station Mini Theater, Seki Mini Theater, Rakuen Mini Theater, Theater 717
context: Kuu-chan, that's amazing!\When did you...\Honma Theater\Seki Mini Theater\What's up, Hina-chan?\I feel like we're seeing theaters everywhere just by walking through here.\This town is known as the town of theater.\Honma Theater, The Suzuran, Train Station Mini Theater, Seki Mini Theater, Rakuen Mini Theater, Theater 717 response:	Wow!
context: When did you...\Honma Theater\Seki Mini Theater\What's up, Hina-chan?\I feel like we're seeing theaters everywhere just by walking through here.\This town is known as the town of theater.\Honma Theater, The Suzuran, Train Station Mini Theater, Seki Mini Theater, Rakuen Mini Theater, Theater 717\Wow! response:	And the one that started it all is right over there.
context: Honma Theater\Seki Mini Theater\What's up, Hina-chan?\I feel like we're seeing theaters everywhere just by walking through here.\This town is known as the town of theater.\Honma Theater, The Suzuran, Train Station Mini Theater, Seki Mini Theater, Rakuen Mini Theater, Theater 717\Wow!\And the one that started it all is right over there. response:	Suzuran Alley
context: Seki Mini Theater\What's up, Hina-chan?\I feel like we're seeing theaters everywhere just by walking through here.\This town is known as the town of theater.\Honma Theater, The Suzuran, Train Station Mini Theater, Seki Mini Theater, Rakuen Mini Theater, Theater 717\Wow!\And the one that started it all is right over there.\Suzuran Alley response:	The Suzuran
context: What's up, Hina-chan?\I feel like we're seeing theaters everywhere just by walking through here.\This town is known as the town of theater.\Honma Theater, The Suzuran, Train Station Mini Theater, Seki Mini Theater, Rakuen Mini Theater, Theater 717\Wow!\And the one that started it all is right over there.\Suzuran Alley\The Suzuran response:	So that's...
context: I feel like we're seeing theaters everywhere just by walking through here.\This town is known as the town of theater.\Honma Theater, The Suzuran, Train Station Mini Theater, Seki Mini Theater, Rakuen Mini Theater, Theater 717\Wow!\And the one that started it all is right over there.\Suzuran Alley\The Suzuran\So that's... response:	Suzuran!
context: This town is known as the town of theater.\Honma Theater, The Suzuran, Train Station Mini Theater, Seki Mini Theater, Rakuen Mini Theater, Theater 717\Wow!\And the one that started it all is right over there.\Suzuran Alley\The Suzuran\So that's...\Suzuran! response:	Suzuran Alley
context: Honma Theater, The Suzuran, Train Station Mini Theater, Seki Mini Theater, Rakuen Mini Theater, Theater 717\Wow!\And the one that started it all is right over there.\Suzuran Alley\The Suzuran\So that's...\Suzuran!\Suzuran Alley response:	The Suzuran
context: Wow!\And the one that started it all is right over there.\Suzuran Alley\The Suzuran\So that's...\Suzuran!\Suzuran Alley\The Suzuran response:	This is my first time seeing it, too.
context: And the one that started it all is right over there.\Suzuran Alley\The Suzuran\So that's...\Suzuran!\Suzuran Alley\The Suzuran\This is my first time seeing it, too. response:	It's a very classical-looking building.
context: Suzuran Alley\The Suzuran\So that's...\Suzuran!\Suzuran Alley\The Suzuran\This is my first time seeing it, too.\It's a very classical-looking building. response:	Are you surprised?
context: The Suzuran\So that's...\Suzuran!\Suzuran Alley\The Suzuran\This is my first time seeing it, too.\It's a very classical-looking building.\Are you surprised? response:	Yeah! I'd love to take a look inside if we ever have a chance!
context: So that's...\Suzuran!\Suzuran Alley\The Suzuran\This is my first time seeing it, too.\It's a very classical-looking building.\Are you surprised?\Yeah! I'd love to take a look inside if we ever have a chance! response:	Suzuran Alley
context: Suzuran!\Suzuran Alley\The Suzuran\This is my first time seeing it, too.\It's a very classical-looking building.\Are you surprised?\Yeah! I'd love to take a look inside if we ever have a chance!\Suzuran Alley response:	The Suzuran
context: Suzuran Alley\The Suzuran\This is my first time seeing it, too.\It's a very classical-looking building.\Are you surprised?\Yeah! I'd love to take a look inside if we ever have a chance!\Suzuran Alley\The Suzuran response:	It feels so historical, somehow.
context: The Suzuran\This is my first time seeing it, too.\It's a very classical-looking building.\Are you surprised?\Yeah! I'd love to take a look inside if we ever have a chance!\Suzuran Alley\The Suzuran\It feels so historical, somehow. response:	Yeah, it does.
context: This is my first time seeing it, too.\It's a very classical-looking building.\Are you surprised?\Yeah! I'd love to take a look inside if we ever have a chance!\Suzuran Alley\The Suzuran\It feels so historical, somehow.\Yeah, it does. response:	I hope I can stand on the stage here someday...
context: It's a very classical-looking building.\Are you surprised?\Yeah! I'd love to take a look inside if we ever have a chance!\Suzuran Alley\The Suzuran\It feels so historical, somehow.\Yeah, it does.\I hope I can stand on the stage here someday... response:	Thank you all for coming today!
context: Are you surprised?\Yeah! I'd love to take a look inside if we ever have a chance!\Suzuran Alley\The Suzuran\It feels so historical, somehow.\Yeah, it does.\I hope I can stand on the stage here someday...\Thank you all for coming today! response:	Did you enjoy the play?
context: Yeah! I'd love to take a look inside if we ever have a chance!\Suzuran Alley\The Suzuran\It feels so historical, somehow.\Yeah, it does.\I hope I can stand on the stage here someday...\Thank you all for coming today!\Did you enjoy the play? response:	It was great!
context: Suzuran Alley\The Suzuran\It feels so historical, somehow.\Yeah, it does.\I hope I can stand on the stage here someday...\Thank you all for coming today!\Did you enjoy the play?\It was great! response:	I think I could learn a lot from that script.
context: The Suzuran\It feels so historical, somehow.\Yeah, it does.\I hope I can stand on the stage here someday...\Thank you all for coming today!\Did you enjoy the play?\It was great!\I think I could learn a lot from that script. response:	I cried a little.
context: It feels so historical, somehow.\Yeah, it does.\I hope I can stand on the stage here someday...\Thank you all for coming today!\Did you enjoy the play?\It was great!\I think I could learn a lot from that script.\I cried a little. response:	I still feel really moved...
context: Yeah, it does.\I hope I can stand on the stage here someday...\Thank you all for coming today!\Did you enjoy the play?\It was great!\I think I could learn a lot from that script.\I cried a little.\I still feel really moved... response:	It moved you that much?
context: I hope I can stand on the stage here someday...\Thank you all for coming today!\Did you enjoy the play?\It was great!\I think I could learn a lot from that script.\I cried a little.\I still feel really moved...\It moved you that much? response:	It was a comedy. What part made you cry?
context: Thank you all for coming today!\Did you enjoy the play?\It was great!\I think I could learn a lot from that script.\I cried a little.\I still feel really moved...\It moved you that much?\It was a comedy. What part made you cry? response:	No way! The last part was really emotional!
context: Did you enjoy the play?\It was great!\I think I could learn a lot from that script.\I cried a little.\I still feel really moved...\It moved you that much?\It was a comedy. What part made you cry?\No way! The last part was really emotional! response:	See? There's someone crying over there, too!
context: It was great!\I think I could learn a lot from that script.\I cried a little.\I still feel really moved...\It moved you that much?\It was a comedy. What part made you cry?\No way! The last part was really emotional!\See? There's someone crying over there, too! response:	Huh?
context: I think I could learn a lot from that script.\I cried a little.\I still feel really moved...\It moved you that much?\It was a comedy. What part made you cry?\No way! The last part was really emotional!\See? There's someone crying over there, too!\Huh? response:	Yua-chan!
context: I cried a little.\I still feel really moved...\It moved you that much?\It was a comedy. What part made you cry?\No way! The last part was really emotional!\See? There's someone crying over there, too!\Huh?\Yua-chan! response:	H-Hinako?
context: I still feel really moved...\It moved you that much?\It was a comedy. What part made you cry?\No way! The last part was really emotional!\See? There's someone crying over there, too!\Huh?\Yua-chan!\H-Hinako? response:	Chiaki-senpai!
context: It moved you that much?\It was a comedy. What part made you cry?\No way! The last part was really emotional!\See? There's someone crying over there, too!\Huh?\Yua-chan!\H-Hinako?\Chiaki-senpai! response:	What a coincidence!
context: It was a comedy. What part made you cry?\No way! The last part was really emotional!\See? There's someone crying over there, too!\Huh?\Yua-chan!\H-Hinako?\Chiaki-senpai!\What a coincidence! response:	Everyone...
context: No way! The last part was really emotional!\See? There's someone crying over there, too!\Huh?\Yua-chan!\H-Hinako?\Chiaki-senpai!\What a coincidence!\Everyone... response:	This really is quite a coincidence.
context: See? There's someone crying over there, too!\Huh?\Yua-chan!\H-Hinako?\Chiaki-senpai!\What a coincidence!\Everyone...\This really is quite a coincidence. response:	Ruri-chan!
context: Huh?\Yua-chan!\H-Hinako?\Chiaki-senpai!\What a coincidence!\Everyone...\This really is quite a coincidence.\Ruri-chan! response:	Sensei?
context: Yua-chan!\H-Hinako?\Chiaki-senpai!\What a coincidence!\Everyone...\This really is quite a coincidence.\Ruri-chan!\Sensei? response:	Since we're all here,
context: H-Hinako?\Chiaki-senpai!\What a coincidence!\Everyone...\This really is quite a coincidence.\Ruri-chan!\Sensei?\Since we're all here, response:	why don't we all go back to the coffee shop for dinner?
context: Chiaki-senpai!\What a coincidence!\Everyone...\This really is quite a coincidence.\Ruri-chan!\Sensei?\Since we're all here,\why don't we all go back to the coffee shop for dinner? response:	Would it be all right if I joined you?
context: What a coincidence!\Everyone...\This really is quite a coincidence.\Ruri-chan!\Sensei?\Since we're all here,\why don't we all go back to the coffee shop for dinner?\Would it be all right if I joined you? response:	Of course!
context: Everyone...\This really is quite a coincidence.\Ruri-chan!\Sensei?\Since we're all here,\why don't we all go back to the coffee shop for dinner?\Would it be all right if I joined you?\Of course! response:	It'll be fun to talk about the play over dinner.
context: This really is quite a coincidence.\Ruri-chan!\Sensei?\Since we're all here,\why don't we all go back to the coffee shop for dinner?\Would it be all right if I joined you?\Of course!\It'll be fun to talk about the play over dinner. response:	Yes, I'm sure it'll be a productive conversation.
context: Ruri-chan!\Sensei?\Since we're all here,\why don't we all go back to the coffee shop for dinner?\Would it be all right if I joined you?\Of course!\It'll be fun to talk about the play over dinner.\Yes, I'm sure it'll be a productive conversation. response:	Come with us, Yua-chan!
context: Sensei?\Since we're all here,\why don't we all go back to the coffee shop for dinner?\Would it be all right if I joined you?\Of course!\It'll be fun to talk about the play over dinner.\Yes, I'm sure it'll be a productive conversation.\Come with us, Yua-chan! response:	That aside, why are you all here with Chiaki-senpai?
context: Since we're all here,\why don't we all go back to the coffee shop for dinner?\Would it be all right if I joined you?\Of course!\It'll be fun to talk about the play over dinner.\Yes, I'm sure it'll be a productive conversation.\Come with us, Yua-chan!\That aside, why are you all here with Chiaki-senpai? response:	I'm sorry, Yua-chan.
context: why don't we all go back to the coffee shop for dinner?\Would it be all right if I joined you?\Of course!\It'll be fun to talk about the play over dinner.\Yes, I'm sure it'll be a productive conversation.\Come with us, Yua-chan!\That aside, why are you all here with Chiaki-senpai?\I'm sorry, Yua-chan. response:	I invited them all to thank them for Valentine's Day.
context: Would it be all right if I joined you?\Of course!\It'll be fun to talk about the play over dinner.\Yes, I'm sure it'll be a productive conversation.\Come with us, Yua-chan!\That aside, why are you all here with Chiaki-senpai?\I'm sorry, Yua-chan.\I invited them all to thank them for Valentine's Day. response:	I should have told you about it, too.
context: Of course!\It'll be fun to talk about the play over dinner.\Yes, I'm sure it'll be a productive conversation.\Come with us, Yua-chan!\That aside, why are you all here with Chiaki-senpai?\I'm sorry, Yua-chan.\I invited them all to thank them for Valentine's Day.\I should have told you about it, too. response:	N-No, I didn't mean...
context: It'll be fun to talk about the play over dinner.\Yes, I'm sure it'll be a productive conversation.\Come with us, Yua-chan!\That aside, why are you all here with Chiaki-senpai?\I'm sorry, Yua-chan.\I invited them all to thank them for Valentine's Day.\I should have told you about it, too.\N-No, I didn't mean... response:	I've been theater-hopping since this morning, so...
context: Yes, I'm sure it'll be a productive conversation.\Come with us, Yua-chan!\That aside, why are you all here with Chiaki-senpai?\I'm sorry, Yua-chan.\I invited them all to thank them for Valentine's Day.\I should have told you about it, too.\N-No, I didn't mean...\I've been theater-hopping since this morning, so... response:	So you were moved to tears too, huh, Yua-chan?
context: Come with us, Yua-chan!\That aside, why are you all here with Chiaki-senpai?\I'm sorry, Yua-chan.\I invited them all to thank them for Valentine's Day.\I should have told you about it, too.\N-No, I didn't mean...\I've been theater-hopping since this morning, so...\So you were moved to tears too, huh, Yua-chan? response:	I-I just had something in my eyes, that's all.
context: That aside, why are you all here with Chiaki-senpai?\I'm sorry, Yua-chan.\I invited them all to thank them for Valentine's Day.\I should have told you about it, too.\N-No, I didn't mean...\I've been theater-hopping since this morning, so...\So you were moved to tears too, huh, Yua-chan?\I-I just had something in my eyes, that's all. response:	But it was a great play, wasn't it?
context: I'm sorry, Yua-chan.\I invited them all to thank them for Valentine's Day.\I should have told you about it, too.\N-No, I didn't mean...\I've been theater-hopping since this morning, so...\So you were moved to tears too, huh, Yua-chan?\I-I just had something in my eyes, that's all.\But it was a great play, wasn't it? response:	Y-Yeah...
