context: Miss Nureha! response:	Miss Nureha!
context: It's sometimes hard for People of the Land to live in Akihabara.\But it's lucky, too.\Every day, something happens there.\What you couldn't do yesterday may be possible today.\Tomorrow will be different from today...\And your songs are one of the wonderful things to be found there.\The People of the Land are all thinking about their futures, aren't they?\I'm not even... response:	I feel embarrassed for irresponsibly singing about love and life...
context: But it's lucky, too.\Every day, something happens there.\What you couldn't do yesterday may be possible today.\Tomorrow will be different from today...\And your songs are one of the wonderful things to be found there.\The People of the Land are all thinking about their futures, aren't they?\I'm not even...\I feel embarrassed for irresponsibly singing about love and life... response:	No, Miss Isuzu, that isn't
context: Every day, something happens there.\What you couldn't do yesterday may be possible today.\Tomorrow will be different from today...\And your songs are one of the wonderful things to be found there.\The People of the Land are all thinking about their futures, aren't they?\I'm not even...\I feel embarrassed for irresponsibly singing about love and life...\No, Miss Isuzu, that isn't response:	I'm sorry, Rudy.
context: What you couldn't do yesterday may be possible today.\Tomorrow will be different from today...\And your songs are one of the wonderful things to be found there.\The People of the Land are all thinking about their futures, aren't they?\I'm not even...\I feel embarrassed for irresponsibly singing about love and life...\No, Miss Isuzu, that isn't\I'm sorry, Rudy. response:	You can go back to your room.
context: Tomorrow will be different from today...\And your songs are one of the wonderful things to be found there.\The People of the Land are all thinking about their futures, aren't they?\I'm not even...\I feel embarrassed for irresponsibly singing about love and life...\No, Miss Isuzu, that isn't\I'm sorry, Rudy.\You can go back to your room. response:	All right.
context: And your songs are one of the wonderful things to be found there.\The People of the Land are all thinking about their futures, aren't they?\I'm not even...\I feel embarrassed for irresponsibly singing about love and life...\No, Miss Isuzu, that isn't\I'm sorry, Rudy.\You can go back to your room.\All right. response:	I'm so pathetic.
context: The People of the Land are all thinking about their futures, aren't they?\I'm not even...\I feel embarrassed for irresponsibly singing about love and life...\No, Miss Isuzu, that isn't\I'm sorry, Rudy.\You can go back to your room.\All right.\I'm so pathetic. response:	Come to think of it, there was a river next to Choushi, too.
context: I'm not even...\I feel embarrassed for irresponsibly singing about love and life...\No, Miss Isuzu, that isn't\I'm sorry, Rudy.\You can go back to your room.\All right.\I'm so pathetic.\Come to think of it, there was a river next to Choushi, too. response:	Why is that, again? Umm...
context: I feel embarrassed for irresponsibly singing about love and life...\No, Miss Isuzu, that isn't\I'm sorry, Rudy.\You can go back to your room.\All right.\I'm so pathetic.\Come to think of it, there was a river next to Choushi, too.\Why is that, again? Umm... response:	Settling near a river gives a town plenty of water,
context: No, Miss Isuzu, that isn't\I'm sorry, Rudy.\You can go back to your room.\All right.\I'm so pathetic.\Come to think of it, there was a river next to Choushi, too.\Why is that, again? Umm...\Settling near a river gives a town plenty of water, response:	which is better for living and for fields, right?
context: I'm sorry, Rudy.\You can go back to your room.\All right.\I'm so pathetic.\Come to think of it, there was a river next to Choushi, too.\Why is that, again? Umm...\Settling near a river gives a town plenty of water,\which is better for living and for fields, right? response:	Depositional plains, was that their name?
context: You can go back to your room.\All right.\I'm so pathetic.\Come to think of it, there was a river next to Choushi, too.\Why is that, again? Umm...\Settling near a river gives a town plenty of water,\which is better for living and for fields, right?\Depositional plains, was that their name? response:	School classes come in handy...
context: All right.\I'm so pathetic.\Come to think of it, there was a river next to Choushi, too.\Why is that, again? Umm...\Settling near a river gives a town plenty of water,\which is better for living and for fields, right?\Depositional plains, was that their name?\School classes come in handy... response:	Good morning, Tohya.
context: I'm so pathetic.\Come to think of it, there was a river next to Choushi, too.\Why is that, again? Umm...\Settling near a river gives a town plenty of water,\which is better for living and for fields, right?\Depositional plains, was that their name?\School classes come in handy...\Good morning, Tohya. response:	Good morning.
context: Come to think of it, there was a river next to Choushi, too.\Why is that, again? Umm...\Settling near a river gives a town plenty of water,\which is better for living and for fields, right?\Depositional plains, was that their name?\School classes come in handy...\Good morning, Tohya.\Good morning. response:	Why don't you come over here?
context: Why is that, again? Umm...\Settling near a river gives a town plenty of water,\which is better for living and for fields, right?\Depositional plains, was that their name?\School classes come in handy...\Good morning, Tohya.\Good morning.\Why don't you come over here? response:	S-Sure.
context: Settling near a river gives a town plenty of water,\which is better for living and for fields, right?\Depositional plains, was that their name?\School classes come in handy...\Good morning, Tohya.\Good morning.\Why don't you come over here?\S-Sure. response:	Dariella... Are you on a morning walk?
context: which is better for living and for fields, right?\Depositional plains, was that their name?\School classes come in handy...\Good morning, Tohya.\Good morning.\Why don't you come over here?\S-Sure.\Dariella... Are you on a morning walk? response:	Yes.
context: Depositional plains, was that their name?\School classes come in handy...\Good morning, Tohya.\Good morning.\Why don't you come over here?\S-Sure.\Dariella... Are you on a morning walk?\Yes. response:	I'm a light sleeper.
context: School classes come in handy...\Good morning, Tohya.\Good morning.\Why don't you come over here?\S-Sure.\Dariella... Are you on a morning walk?\Yes.\I'm a light sleeper. response:	You live in Minami, right?
context: Good morning, Tohya.\Good morning.\Why don't you come over here?\S-Sure.\Dariella... Are you on a morning walk?\Yes.\I'm a light sleeper.\You live in Minami, right? response:	I travel all the time.
context: Good morning.\Why don't you come over here?\S-Sure.\Dariella... Are you on a morning walk?\Yes.\I'm a light sleeper.\You live in Minami, right?\I travel all the time. response:	My job is to go all around, and write down what I see and hear.
context: Why don't you come over here?\S-Sure.\Dariella... Are you on a morning walk?\Yes.\I'm a light sleeper.\You live in Minami, right?\I travel all the time.\My job is to go all around, and write down what I see and hear. response:	But I suppose my home would be near Ikoma.
context: S-Sure.\Dariella... Are you on a morning walk?\Yes.\I'm a light sleeper.\You live in Minami, right?\I travel all the time.\My job is to go all around, and write down what I see and hear.\But I suppose my home would be near Ikoma. response:	Ikoma?
context: Dariella... Are you on a morning walk?\Yes.\I'm a light sleeper.\You live in Minami, right?\I travel all the time.\My job is to go all around, and write down what I see and hear.\But I suppose my home would be near Ikoma.\Ikoma? response:	Past Kyoto, is how I think you would describe it.
context: Yes.\I'm a light sleeper.\You live in Minami, right?\I travel all the time.\My job is to go all around, and write down what I see and hear.\But I suppose my home would be near Ikoma.\Ikoma?\Past Kyoto, is how I think you would describe it. response:	I see.
context: I'm a light sleeper.\You live in Minami, right?\I travel all the time.\My job is to go all around, and write down what I see and hear.\But I suppose my home would be near Ikoma.\Ikoma?\Past Kyoto, is how I think you would describe it.\I see. response:	But I live alone in a shack.
context: You live in Minami, right?\I travel all the time.\My job is to go all around, and write down what I see and hear.\But I suppose my home would be near Ikoma.\Ikoma?\Past Kyoto, is how I think you would describe it.\I see.\But I live alone in a shack. response:	It isn't a place where you get visitors.
context: I travel all the time.\My job is to go all around, and write down what I see and hear.\But I suppose my home would be near Ikoma.\Ikoma?\Past Kyoto, is how I think you would describe it.\I see.\But I live alone in a shack.\It isn't a place where you get visitors. response:	So when I want to enjoy the town air,
context: My job is to go all around, and write down what I see and hear.\But I suppose my home would be near Ikoma.\Ikoma?\Past Kyoto, is how I think you would describe it.\I see.\But I live alone in a shack.\It isn't a place where you get visitors.\So when I want to enjoy the town air, response:	I go on journeys like this.
context: But I suppose my home would be near Ikoma.\Ikoma?\Past Kyoto, is how I think you would describe it.\I see.\But I live alone in a shack.\It isn't a place where you get visitors.\So when I want to enjoy the town air,\I go on journeys like this. response:	Isn't that dangerous?
context: Ikoma?\Past Kyoto, is how I think you would describe it.\I see.\But I live alone in a shack.\It isn't a place where you get visitors.\So when I want to enjoy the town air,\I go on journeys like this.\Isn't that dangerous? response:	I'm used to it.
context: Past Kyoto, is how I think you would describe it.\I see.\But I live alone in a shack.\It isn't a place where you get visitors.\So when I want to enjoy the town air,\I go on journeys like this.\Isn't that dangerous?\I'm used to it. response:	And the roads have gotten a lot safer since Plant Hwyaden started patrolling.
context: I see.\But I live alone in a shack.\It isn't a place where you get visitors.\So when I want to enjoy the town air,\I go on journeys like this.\Isn't that dangerous?\I'm used to it.\And the roads have gotten a lot safer since Plant Hwyaden started patrolling. response:	Plant Hwyaden, huh?
context: But I live alone in a shack.\It isn't a place where you get visitors.\So when I want to enjoy the town air,\I go on journeys like this.\Isn't that dangerous?\I'm used to it.\And the roads have gotten a lot safer since Plant Hwyaden started patrolling.\Plant Hwyaden, huh? response:	Plant Hwyaden has made Minami into a beautiful, prosperous town.
context: It isn't a place where you get visitors.\So when I want to enjoy the town air,\I go on journeys like this.\Isn't that dangerous?\I'm used to it.\And the roads have gotten a lot safer since Plant Hwyaden started patrolling.\Plant Hwyaden, huh?\Plant Hwyaden has made Minami into a beautiful, prosperous town. response:	Have you no interest in it?
context: So when I want to enjoy the town air,\I go on journeys like this.\Isn't that dangerous?\I'm used to it.\And the roads have gotten a lot safer since Plant Hwyaden started patrolling.\Plant Hwyaden, huh?\Plant Hwyaden has made Minami into a beautiful, prosperous town.\Have you no interest in it? response:	I wouldn't say that.
context: I go on journeys like this.\Isn't that dangerous?\I'm used to it.\And the roads have gotten a lot safer since Plant Hwyaden started patrolling.\Plant Hwyaden, huh?\Plant Hwyaden has made Minami into a beautiful, prosperous town.\Have you no interest in it?\I wouldn't say that. response:	Then, if you get the chance, come to my house.
context: Isn't that dangerous?\I'm used to it.\And the roads have gotten a lot safer since Plant Hwyaden started patrolling.\Plant Hwyaden, huh?\Plant Hwyaden has made Minami into a beautiful, prosperous town.\Have you no interest in it?\I wouldn't say that.\Then, if you get the chance, come to my house. response:	If you do, I'll show you around.
context: I'm used to it.\And the roads have gotten a lot safer since Plant Hwyaden started patrolling.\Plant Hwyaden, huh?\Plant Hwyaden has made Minami into a beautiful, prosperous town.\Have you no interest in it?\I wouldn't say that.\Then, if you get the chance, come to my house.\If you do, I'll show you around. response:	We'll go out together.
context: And the roads have gotten a lot safer since Plant Hwyaden started patrolling.\Plant Hwyaden, huh?\Plant Hwyaden has made Minami into a beautiful, prosperous town.\Have you no interest in it?\I wouldn't say that.\Then, if you get the chance, come to my house.\If you do, I'll show you around.\We'll go out together. response:	You've been avoiding looking at me.
context: Plant Hwyaden, huh?\Plant Hwyaden has made Minami into a beautiful, prosperous town.\Have you no interest in it?\I wouldn't say that.\Then, if you get the chance, come to my house.\If you do, I'll show you around.\We'll go out together.\You've been avoiding looking at me. response:	No, I'm not.
context: Plant Hwyaden has made Minami into a beautiful, prosperous town.\Have you no interest in it?\I wouldn't say that.\Then, if you get the chance, come to my house.\If you do, I'll show you around.\We'll go out together.\You've been avoiding looking at me.\No, I'm not. response:	You don't dislike me, do you?
context: Have you no interest in it?\I wouldn't say that.\Then, if you get the chance, come to my house.\If you do, I'll show you around.\We'll go out together.\You've been avoiding looking at me.\No, I'm not.\You don't dislike me, do you? response:	That part of you, I do dislike!
context: I wouldn't say that.\Then, if you get the chance, come to my house.\If you do, I'll show you around.\We'll go out together.\You've been avoiding looking at me.\No, I'm not.\You don't dislike me, do you?\That part of you, I do dislike! response:	You're always smiling.
context: Then, if you get the chance, come to my house.\If you do, I'll show you around.\We'll go out together.\You've been avoiding looking at me.\No, I'm not.\You don't dislike me, do you?\That part of you, I do dislike!\You're always smiling. response:	Yes.
context: If you do, I'll show you around.\We'll go out together.\You've been avoiding looking at me.\No, I'm not.\You don't dislike me, do you?\That part of you, I do dislike!\You're always smiling.\Yes. response:	What of it?
context: We'll go out together.\You've been avoiding looking at me.\No, I'm not.\You don't dislike me, do you?\That part of you, I do dislike!\You're always smiling.\Yes.\What of it? response:	You wouldn't look weird without that smile.
context: You've been avoiding looking at me.\No, I'm not.\You don't dislike me, do you?\That part of you, I do dislike!\You're always smiling.\Yes.\What of it?\You wouldn't look weird without that smile. response:	You'd look better that way.
context: No, I'm not.\You don't dislike me, do you?\That part of you, I do dislike!\You're always smiling.\Yes.\What of it?\You wouldn't look weird without that smile.\You'd look better that way. response:	That isn't true.
context: You don't dislike me, do you?\That part of you, I do dislike!\You're always smiling.\Yes.\What of it?\You wouldn't look weird without that smile.\You'd look better that way.\That isn't true. response:	Why do you say that?
context: That part of you, I do dislike!\You're always smiling.\Yes.\What of it?\You wouldn't look weird without that smile.\You'd look better that way.\That isn't true.\Why do you say that? response:	Whoa!
context: You're always smiling.\Yes.\What of it?\You wouldn't look weird without that smile.\You'd look better that way.\That isn't true.\Why do you say that?\Whoa! response:	How rude!
context: Yes.\What of it?\You wouldn't look weird without that smile.\You'd look better that way.\That isn't true.\Why do you say that?\Whoa!\How rude! response:	Well, where'd you even come from?
context: What of it?\You wouldn't look weird without that smile.\You'd look better that way.\That isn't true.\Why do you say that?\Whoa!\How rude!\Well, where'd you even come from? response:	The window.
context: You wouldn't look weird without that smile.\You'd look better that way.\That isn't true.\Why do you say that?\Whoa!\How rude!\Well, where'd you even come from?\The window. response:	At least come in the door.
context: You'd look better that way.\That isn't true.\Why do you say that?\Whoa!\How rude!\Well, where'd you even come from?\The window.\At least come in the door. response:	And?
context: That isn't true.\Why do you say that?\Whoa!\How rude!\Well, where'd you even come from?\The window.\At least come in the door.\And? response:	The reconnaissance went off without a hitch.
context: Why do you say that?\Whoa!\How rude!\Well, where'd you even come from?\The window.\At least come in the door.\And?\The reconnaissance went off without a hitch. response:	There wasn't any problem this time.
context: Whoa!\How rude!\Well, where'd you even come from?\The window.\At least come in the door.\And?\The reconnaissance went off without a hitch.\There wasn't any problem this time. response:	Well, we were mostly after basic information.
context: How rude!\Well, where'd you even come from?\The window.\At least come in the door.\And?\The reconnaissance went off without a hitch.\There wasn't any problem this time.\Well, we were mostly after basic information. response:	Can I report to you now?
context: Well, where'd you even come from?\The window.\At least come in the door.\And?\The reconnaissance went off without a hitch.\There wasn't any problem this time.\Well, we were mostly after basic information.\Can I report to you now? response:	Yes, please.
context: The window.\At least come in the door.\And?\The reconnaissance went off without a hitch.\There wasn't any problem this time.\Well, we were mostly after basic information.\Can I report to you now?\Yes, please. response:	Regarding the city of Maihama and the Cowen family,
context: At least come in the door.\And?\The reconnaissance went off without a hitch.\There wasn't any problem this time.\Well, we were mostly after basic information.\Can I report to you now?\Yes, please.\Regarding the city of Maihama and the Cowen family, response:	you're well acquainted with Princess Lenessia's grandfather, Sergiatte, right?
context: And?\The reconnaissance went off without a hitch.\There wasn't any problem this time.\Well, we were mostly after basic information.\Can I report to you now?\Yes, please.\Regarding the city of Maihama and the Cowen family,\you're well acquainted with Princess Lenessia's grandfather, Sergiatte, right? response:	Yes.
context: The reconnaissance went off without a hitch.\There wasn't any problem this time.\Well, we were mostly after basic information.\Can I report to you now?\Yes, please.\Regarding the city of Maihama and the Cowen family,\you're well acquainted with Princess Lenessia's grandfather, Sergiatte, right?\Yes. response:	By the way, Duke Sergiatte's recent favorite foods are seaweed salad and dorayaki.
context: There wasn't any problem this time.\Well, we were mostly after basic information.\Can I report to you now?\Yes, please.\Regarding the city of Maihama and the Cowen family,\you're well acquainted with Princess Lenessia's grandfather, Sergiatte, right?\Yes.\By the way, Duke Sergiatte's recent favorite foods are seaweed salad and dorayaki. response:	Before bed, he has a glass of warm milk.
context: Well, we were mostly after basic information.\Can I report to you now?\Yes, please.\Regarding the city of Maihama and the Cowen family,\you're well acquainted with Princess Lenessia's grandfather, Sergiatte, right?\Yes.\By the way, Duke Sergiatte's recent favorite foods are seaweed salad and dorayaki.\Before bed, he has a glass of warm milk. response:	W-Wait a second.
context: Can I report to you now?\Yes, please.\Regarding the city of Maihama and the Cowen family,\you're well acquainted with Princess Lenessia's grandfather, Sergiatte, right?\Yes.\By the way, Duke Sergiatte's recent favorite foods are seaweed salad and dorayaki.\Before bed, he has a glass of warm milk.\W-Wait a second. response:	How do you know all that?
context: Yes, please.\Regarding the city of Maihama and the Cowen family,\you're well acquainted with Princess Lenessia's grandfather, Sergiatte, right?\Yes.\By the way, Duke Sergiatte's recent favorite foods are seaweed salad and dorayaki.\Before bed, he has a glass of warm milk.\W-Wait a second.\How do you know all that? response:	Did you sneak into the castle or something?
context: Regarding the city of Maihama and the Cowen family,\you're well acquainted with Princess Lenessia's grandfather, Sergiatte, right?\Yes.\By the way, Duke Sergiatte's recent favorite foods are seaweed salad and dorayaki.\Before bed, he has a glass of warm milk.\W-Wait a second.\How do you know all that?\Did you sneak into the castle or something? response:	Lenessia told me.
context: you're well acquainted with Princess Lenessia's grandfather, Sergiatte, right?\Yes.\By the way, Duke Sergiatte's recent favorite foods are seaweed salad and dorayaki.\Before bed, he has a glass of warm milk.\W-Wait a second.\How do you know all that?\Did you sneak into the castle or something?\Lenessia told me. response:	Huh?
context: Yes.\By the way, Duke Sergiatte's recent favorite foods are seaweed salad and dorayaki.\Before bed, he has a glass of warm milk.\W-Wait a second.\How do you know all that?\Did you sneak into the castle or something?\Lenessia told me.\Huh? response:	I got this information using my feminine skills.
context: By the way, Duke Sergiatte's recent favorite foods are seaweed salad and dorayaki.\Before bed, he has a glass of warm milk.\W-Wait a second.\How do you know all that?\Did you sneak into the castle or something?\Lenessia told me.\Huh?\I got this information using my feminine skills. response:	Feminine skills...
context: Before bed, he has a glass of warm milk.\W-Wait a second.\How do you know all that?\Did you sneak into the castle or something?\Lenessia told me.\Huh?\I got this information using my feminine skills.\Feminine skills... response:	Do you doubt my feminine skills?
context: W-Wait a second.\How do you know all that?\Did you sneak into the castle or something?\Lenessia told me.\Huh?\I got this information using my feminine skills.\Feminine skills...\Do you doubt my feminine skills? response:	No, not really...
context: How do you know all that?\Did you sneak into the castle or something?\Lenessia told me.\Huh?\I got this information using my feminine skills.\Feminine skills...\Do you doubt my feminine skills?\No, not really... response:	My feminine skills are amazing!
context: Did you sneak into the castle or something?\Lenessia told me.\Huh?\I got this information using my feminine skills.\Feminine skills...\Do you doubt my feminine skills?\No, not really...\My feminine skills are amazing! response:	Are they?
context: Lenessia told me.\Huh?\I got this information using my feminine skills.\Feminine skills...\Do you doubt my feminine skills?\No, not really...\My feminine skills are amazing!\Are they? response:	I even went to a girls' night out.
context: Huh?\I got this information using my feminine skills.\Feminine skills...\Do you doubt my feminine skills?\No, not really...\My feminine skills are amazing!\Are they?\I even went to a girls' night out. response:	Well?
context: I got this information using my feminine skills.\Feminine skills...\Do you doubt my feminine skills?\No, not really...\My feminine skills are amazing!\Are they?\I even went to a girls' night out.\Well? response:	Well? I think it's good to have friends...
context: Feminine skills...\Do you doubt my feminine skills?\No, not really...\My feminine skills are amazing!\Are they?\I even went to a girls' night out.\Well?\Well? I think it's good to have friends... response:	Indeed, it is.
context: Do you doubt my feminine skills?\No, not really...\My feminine skills are amazing!\Are they?\I even went to a girls' night out.\Well?\Well? I think it's good to have friends...\Indeed, it is. response:	Then, continuing my report...
context: No, not really...\My feminine skills are amazing!\Are they?\I even went to a girls' night out.\Well?\Well? I think it's good to have friends...\Indeed, it is.\Then, continuing my report... response:	The well-regarded Duke Sergiatte is the Cowen family head and is sixty years old.
context: My feminine skills are amazing!\Are they?\I even went to a girls' night out.\Well?\Well? I think it's good to have friends...\Indeed, it is.\Then, continuing my report...\The well-regarded Duke Sergiatte is the Cowen family head and is sixty years old. response:	His wife has already passed away.
context: Are they?\I even went to a girls' night out.\Well?\Well? I think it's good to have friends...\Indeed, it is.\Then, continuing my report...\The well-regarded Duke Sergiatte is the Cowen family head and is sixty years old.\His wife has already passed away. response:	When he was young, he led the knights against monsters...
context: I even went to a girls' night out.\Well?\Well? I think it's good to have friends...\Indeed, it is.\Then, continuing my report...\The well-regarded Duke Sergiatte is the Cowen family head and is sixty years old.\His wife has already passed away.\When he was young, he led the knights against monsters... response:	What's wrong, my lord?
context: Well?\Well? I think it's good to have friends...\Indeed, it is.\Then, continuing my report...\The well-regarded Duke Sergiatte is the Cowen family head and is sixty years old.\His wife has already passed away.\When he was young, he led the knights against monsters...\What's wrong, my lord? response:	You look unhappy, as usual.
context: Well? I think it's good to have friends...\Indeed, it is.\Then, continuing my report...\The well-regarded Duke Sergiatte is the Cowen family head and is sixty years old.\His wife has already passed away.\When he was young, he led the knights against monsters...\What's wrong, my lord?\You look unhappy, as usual. response:	Oh, well. You see...
context: Indeed, it is.\Then, continuing my report...\The well-regarded Duke Sergiatte is the Cowen family head and is sixty years old.\His wife has already passed away.\When he was young, he led the knights against monsters...\What's wrong, my lord?\You look unhappy, as usual.\Oh, well. You see... response:	Reports from the chief have stopped coming in.
context: Then, continuing my report...\The well-regarded Duke Sergiatte is the Cowen family head and is sixty years old.\His wife has already passed away.\When he was young, he led the knights against monsters...\What's wrong, my lord?\You look unhappy, as usual.\Oh, well. You see...\Reports from the chief have stopped coming in. response:	From the old master?
context: The well-regarded Duke Sergiatte is the Cowen family head and is sixty years old.\His wife has already passed away.\When he was young, he led the knights against monsters...\What's wrong, my lord?\You look unhappy, as usual.\Oh, well. You see...\Reports from the chief have stopped coming in.\From the old master? response:	That's rare.
context: His wife has already passed away.\When he was young, he led the knights against monsters...\What's wrong, my lord?\You look unhappy, as usual.\Oh, well. You see...\Reports from the chief have stopped coming in.\From the old master?\That's rare. response:	He isn't responding to telepathy, either.
context: When he was young, he led the knights against monsters...\What's wrong, my lord?\You look unhappy, as usual.\Oh, well. You see...\Reports from the chief have stopped coming in.\From the old master?\That's rare.\He isn't responding to telepathy, either. response:	Is that possible?
context: What's wrong, my lord?\You look unhappy, as usual.\Oh, well. You see...\Reports from the chief have stopped coming in.\From the old master?\That's rare.\He isn't responding to telepathy, either.\Is that possible? response:	No, not normally.
context: You look unhappy, as usual.\Oh, well. You see...\Reports from the chief have stopped coming in.\From the old master?\That's rare.\He isn't responding to telepathy, either.\Is that possible?\No, not normally. response:	It makes me a little worried about Minori and the gang.
context: Oh, well. You see...\Reports from the chief have stopped coming in.\From the old master?\That's rare.\He isn't responding to telepathy, either.\Is that possible?\No, not normally.\It makes me a little worried about Minori and the gang. response:	He isn't picking up on telepathy.
context: Reports from the chief have stopped coming in.\From the old master?\That's rare.\He isn't responding to telepathy, either.\Is that possible?\No, not normally.\It makes me a little worried about Minori and the gang.\He isn't picking up on telepathy. response:	Yeah.
context: From the old master?\That's rare.\He isn't responding to telepathy, either.\Is that possible?\No, not normally.\It makes me a little worried about Minori and the gang.\He isn't picking up on telepathy.\Yeah. response:	I wanted to talk to him about something...
context: That's rare.\He isn't responding to telepathy, either.\Is that possible?\No, not normally.\It makes me a little worried about Minori and the gang.\He isn't picking up on telepathy.\Yeah.\I wanted to talk to him about something... response:	This is strange.
context: He isn't responding to telepathy, either.\Is that possible?\No, not normally.\It makes me a little worried about Minori and the gang.\He isn't picking up on telepathy.\Yeah.\I wanted to talk to him about something...\This is strange. response:	When did this start?
context: Is that possible?\No, not normally.\It makes me a little worried about Minori and the gang.\He isn't picking up on telepathy.\Yeah.\I wanted to talk to him about something...\This is strange.\When did this start? response:	Maybe...
context: No, not normally.\It makes me a little worried about Minori and the gang.\He isn't picking up on telepathy.\Yeah.\I wanted to talk to him about something...\This is strange.\When did this start?\Maybe... response:	And I don't know if it's a side effect of that,
context: It makes me a little worried about Minori and the gang.\He isn't picking up on telepathy.\Yeah.\I wanted to talk to him about something...\This is strange.\When did this start?\Maybe...\And I don't know if it's a side effect of that, response:	but I'm told it disturbs the voices of adventurers' hearts.
context: He isn't picking up on telepathy.\Yeah.\I wanted to talk to him about something...\This is strange.\When did this start?\Maybe...\And I don't know if it's a side effect of that,\but I'm told it disturbs the voices of adventurers' hearts. response:	Did she mean telepathy?
context: Yeah.\I wanted to talk to him about something...\This is strange.\When did this start?\Maybe...\And I don't know if it's a side effect of that,\but I'm told it disturbs the voices of adventurers' hearts.\Did she mean telepathy? response:	That mobile temple might somehow be affecting things.
context: I wanted to talk to him about something...\This is strange.\When did this start?\Maybe...\And I don't know if it's a side effect of that,\but I'm told it disturbs the voices of adventurers' hearts.\Did she mean telepathy?\That mobile temple might somehow be affecting things. response:	Then let's ask the knights.
context: This is strange.\When did this start?\Maybe...\And I don't know if it's a side effect of that,\but I'm told it disturbs the voices of adventurers' hearts.\Did she mean telepathy?\That mobile temple might somehow be affecting things.\Then let's ask the knights. response:	They look a little scary,
context: When did this start?\Maybe...\And I don't know if it's a side effect of that,\but I'm told it disturbs the voices of adventurers' hearts.\Did she mean telepathy?\That mobile temple might somehow be affecting things.\Then let's ask the knights.\They look a little scary, response:	but they're protecting the People of the Land.
context: Maybe...\And I don't know if it's a side effect of that,\but I'm told it disturbs the voices of adventurers' hearts.\Did she mean telepathy?\That mobile temple might somehow be affecting things.\Then let's ask the knights.\They look a little scary,\but they're protecting the People of the Land. response:	Yeah.
context: And I don't know if it's a side effect of that,\but I'm told it disturbs the voices of adventurers' hearts.\Did she mean telepathy?\That mobile temple might somehow be affecting things.\Then let's ask the knights.\They look a little scary,\but they're protecting the People of the Land.\Yeah. response:	If only Shiroe were here.
context: but I'm told it disturbs the voices of adventurers' hearts.\Did she mean telepathy?\That mobile temple might somehow be affecting things.\Then let's ask the knights.\They look a little scary,\but they're protecting the People of the Land.\Yeah.\If only Shiroe were here. response:	That's no good.
context: Did she mean telepathy?\That mobile temple might somehow be affecting things.\Then let's ask the knights.\They look a little scary,\but they're protecting the People of the Land.\Yeah.\If only Shiroe were here.\That's no good. response:	We decided to try to avoid relying on him and the others as much as we could.
context: That mobile temple might somehow be affecting things.\Then let's ask the knights.\They look a little scary,\but they're protecting the People of the Land.\Yeah.\If only Shiroe were here.\That's no good.\We decided to try to avoid relying on him and the others as much as we could. response:	You're right.
context: Then let's ask the knights.\They look a little scary,\but they're protecting the People of the Land.\Yeah.\If only Shiroe were here.\That's no good.\We decided to try to avoid relying on him and the others as much as we could.\You're right. response:	You dislike me, don't you, Tohya?
context: They look a little scary,\but they're protecting the People of the Land.\Yeah.\If only Shiroe were here.\That's no good.\We decided to try to avoid relying on him and the others as much as we could.\You're right.\You dislike me, don't you, Tohya? response:	No, I don't.
context: but they're protecting the People of the Land.\Yeah.\If only Shiroe were here.\That's no good.\We decided to try to avoid relying on him and the others as much as we could.\You're right.\You dislike me, don't you, Tohya?\No, I don't. response:	Then why would you say something like that?
context: Yeah.\If only Shiroe were here.\That's no good.\We decided to try to avoid relying on him and the others as much as we could.\You're right.\You dislike me, don't you, Tohya?\No, I don't.\Then why would you say something like that? response:	That's...
context: If only Shiroe were here.\That's no good.\We decided to try to avoid relying on him and the others as much as we could.\You're right.\You dislike me, don't you, Tohya?\No, I don't.\Then why would you say something like that?\That's... response:	By the way, what's Roe 2 going to do?
context: That's no good.\We decided to try to avoid relying on him and the others as much as we could.\You're right.\You dislike me, don't you, Tohya?\No, I don't.\Then why would you say something like that?\That's...\By the way, what's Roe 2 going to do? response:	Yeah, I wonder, too.
context: We decided to try to avoid relying on him and the others as much as we could.\You're right.\You dislike me, don't you, Tohya?\No, I don't.\Then why would you say something like that?\That's...\By the way, what's Roe 2 going to do?\Yeah, I wonder, too. response:	She said she was going to Ikoma.
context: You're right.\You dislike me, don't you, Tohya?\No, I don't.\Then why would you say something like that?\That's...\By the way, what's Roe 2 going to do?\Yeah, I wonder, too.\She said she was going to Ikoma. response:	Maybe she'll go with Dariella?
context: You dislike me, don't you, Tohya?\No, I don't.\Then why would you say something like that?\That's...\By the way, what's Roe 2 going to do?\Yeah, I wonder, too.\She said she was going to Ikoma.\Maybe she'll go with Dariella? response:	Isuzu won't leave her room, either.
context: No, I don't.\Then why would you say something like that?\That's...\By the way, what's Roe 2 going to do?\Yeah, I wonder, too.\She said she was going to Ikoma.\Maybe she'll go with Dariella?\Isuzu won't leave her room, either. response:	Maybe something happened with Rudy.
context: Then why would you say something like that?\That's...\By the way, what's Roe 2 going to do?\Yeah, I wonder, too.\She said she was going to Ikoma.\Maybe she'll go with Dariella?\Isuzu won't leave her room, either.\Maybe something happened with Rudy. response:	If Roe 2 will be splitting up with us, we can't rely on her summons.
context: That's...\By the way, what's Roe 2 going to do?\Yeah, I wonder, too.\She said she was going to Ikoma.\Maybe she'll go with Dariella?\Isuzu won't leave her room, either.\Maybe something happened with Rudy.\If Roe 2 will be splitting up with us, we can't rely on her summons. response:	We need to find a place to repair our summon flutes.
