context: The season is summer. response:	The long-awaited finals are coming up.
context: East Middle, huh?\Hey!\Who are you?\This really is three years ago.\Suzumiya Haruhi, at the moment a first year middle school student.\I asked you who you are!\A pervert? A kidnapper?\What're you doing here? response:	Isn't it obvious? I'm illegally trespassing.
context: Hey!\Who are you?\This really is three years ago.\Suzumiya Haruhi, at the moment a first year middle school student.\I asked you who you are!\A pervert? A kidnapper?\What're you doing here?\Isn't it obvious? I'm illegally trespassing. response:	I can't believe you openly declared your criminal intent.
context: Who are you?\This really is three years ago.\Suzumiya Haruhi, at the moment a first year middle school student.\I asked you who you are!\A pervert? A kidnapper?\What're you doing here?\Isn't it obvious? I'm illegally trespassing.\I can't believe you openly declared your criminal intent. response:	I don't know who you are, but if you've got time, come and help me.
context: This really is three years ago.\Suzumiya Haruhi, at the moment a first year middle school student.\I asked you who you are!\A pervert? A kidnapper?\What're you doing here?\Isn't it obvious? I'm illegally trespassing.\I can't believe you openly declared your criminal intent.\I don't know who you are, but if you've got time, come and help me. response:	If not, I'll report you.
context: Suzumiya Haruhi, at the moment a first year middle school student.\I asked you who you are!\A pervert? A kidnapper?\What're you doing here?\Isn't it obvious? I'm illegally trespassing.\I can't believe you openly declared your criminal intent.\I don't know who you are, but if you've got time, come and help me.\If not, I'll report you. response:	It's Haruhi. There's no mistake about it.
context: I asked you who you are!\A pervert? A kidnapper?\What're you doing here?\Isn't it obvious? I'm illegally trespassing.\I can't believe you openly declared your criminal intent.\I don't know who you are, but if you've got time, come and help me.\If not, I'll report you.\It's Haruhi. There's no mistake about it. response:	This way.
context: A pervert? A kidnapper?\What're you doing here?\Isn't it obvious? I'm illegally trespassing.\I can't believe you openly declared your criminal intent.\I don't know who you are, but if you've got time, come and help me.\If not, I'll report you.\It's Haruhi. There's no mistake about it.\This way. response:	Thank goodness it's dark.
context: What're you doing here?\Isn't it obvious? I'm illegally trespassing.\I can't believe you openly declared your criminal intent.\I don't know who you are, but if you've got time, come and help me.\If not, I'll report you.\It's Haruhi. There's no mistake about it.\This way.\Thank goodness it's dark. response:	That way she won't be able to get a good look at our faces.
context: Isn't it obvious? I'm illegally trespassing.\I can't believe you openly declared your criminal intent.\I don't know who you are, but if you've got time, come and help me.\If not, I'll report you.\It's Haruhi. There's no mistake about it.\This way.\Thank goodness it's dark.\That way she won't be able to get a good look at our faces. response:	I don't think the Haruhi from three years in the future seemed to have the faintest recollection of us, after all.
context: I can't believe you openly declared your criminal intent.\I don't know who you are, but if you've got time, come and help me.\If not, I'll report you.\It's Haruhi. There's no mistake about it.\This way.\Thank goodness it's dark.\That way she won't be able to get a good look at our faces.\I don't think the Haruhi from three years in the future seemed to have the faintest recollection of us, after all. response:	Otherwise, I get the feeling we'd get into trouble if that wasn't the case.
context: I don't know who you are, but if you've got time, come and help me.\If not, I'll report you.\It's Haruhi. There's no mistake about it.\This way.\Thank goodness it's dark.\That way she won't be able to get a good look at our faces.\I don't think the Haruhi from three years in the future seemed to have the faintest recollection of us, after all.\Otherwise, I get the feeling we'd get into trouble if that wasn't the case. response:	I hid this stuff after taking it out of storage this evening.
context: If not, I'll report you.\It's Haruhi. There's no mistake about it.\This way.\Thank goodness it's dark.\That way she won't be able to get a good look at our faces.\I don't think the Haruhi from three years in the future seemed to have the faintest recollection of us, after all.\Otherwise, I get the feeling we'd get into trouble if that wasn't the case.\I hid this stuff after taking it out of storage this evening. response:	Pretty clever idea, don't you think?
context: It's Haruhi. There's no mistake about it.\This way.\Thank goodness it's dark.\That way she won't be able to get a good look at our faces.\I don't think the Haruhi from three years in the future seemed to have the faintest recollection of us, after all.\Otherwise, I get the feeling we'd get into trouble if that wasn't the case.\I hid this stuff after taking it out of storage this evening.\Pretty clever idea, don't you think? response:	I'll take that for you.
context: This way.\Thank goodness it's dark.\That way she won't be able to get a good look at our faces.\I don't think the Haruhi from three years in the future seemed to have the faintest recollection of us, after all.\Otherwise, I get the feeling we'd get into trouble if that wasn't the case.\I hid this stuff after taking it out of storage this evening.\Pretty clever idea, don't you think?\I'll take that for you. response:	You grab the line marker.
context: Thank goodness it's dark.\That way she won't be able to get a good look at our faces.\I don't think the Haruhi from three years in the future seemed to have the faintest recollection of us, after all.\Otherwise, I get the feeling we'd get into trouble if that wasn't the case.\I hid this stuff after taking it out of storage this evening.\Pretty clever idea, don't you think?\I'll take that for you.\You grab the line marker. response:	So what do you want to do with this?
context: That way she won't be able to get a good look at our faces.\I don't think the Haruhi from three years in the future seemed to have the faintest recollection of us, after all.\Otherwise, I get the feeling we'd get into trouble if that wasn't the case.\I hid this stuff after taking it out of storage this evening.\Pretty clever idea, don't you think?\I'll take that for you.\You grab the line marker.\So what do you want to do with this? response:	Draw the lines according to my instructions.
context: I don't think the Haruhi from three years in the future seemed to have the faintest recollection of us, after all.\Otherwise, I get the feeling we'd get into trouble if that wasn't the case.\I hid this stuff after taking it out of storage this evening.\Pretty clever idea, don't you think?\I'll take that for you.\You grab the line marker.\So what do you want to do with this?\Draw the lines according to my instructions. response:	Me?
context: Otherwise, I get the feeling we'd get into trouble if that wasn't the case.\I hid this stuff after taking it out of storage this evening.\Pretty clever idea, don't you think?\I'll take that for you.\You grab the line marker.\So what do you want to do with this?\Draw the lines according to my instructions.\Me? response:	Yes. You.
context: I hid this stuff after taking it out of storage this evening.\Pretty clever idea, don't you think?\I'll take that for you.\You grab the line marker.\So what do you want to do with this?\Draw the lines according to my instructions.\Me?\Yes. You. response:	I need to be the one directing after all.
context: Pretty clever idea, don't you think?\I'll take that for you.\You grab the line marker.\So what do you want to do with this?\Draw the lines according to my instructions.\Me?\Yes. You.\I need to be the one directing after all. response:	That line is crooked!
context: I'll take that for you.\You grab the line marker.\So what do you want to do with this?\Draw the lines according to my instructions.\Me?\Yes. You.\I need to be the one directing after all.\That line is crooked! response:	What're you doing?!
context: You grab the line marker.\So what do you want to do with this?\Draw the lines according to my instructions.\Me?\Yes. You.\I need to be the one directing after all.\That line is crooked!\What're you doing?! response:	This girl is calmly ordering around a high school student that she's never even met before.
context: So what do you want to do with this?\Draw the lines according to my instructions.\Me?\Yes. You.\I need to be the one directing after all.\That line is crooked!\What're you doing?!\This girl is calmly ordering around a high school student that she's never even met before. response:	Just like I thought, that's so Haruhi-like.
context: Draw the lines according to my instructions.\Me?\Yes. You.\I need to be the one directing after all.\That line is crooked!\What're you doing?!\This girl is calmly ordering around a high school student that she's never even met before.\Just like I thought, that's so Haruhi-like. response:	Even if this was the first time I met this middle school girl,
context: Me?\Yes. You.\I need to be the one directing after all.\That line is crooked!\What're you doing?!\This girl is calmly ordering around a high school student that she's never even met before.\Just like I thought, that's so Haruhi-like.\Even if this was the first time I met this middle school girl, response:	I probably would've thought that she's pretty messed in the head.
context: Yes. You.\I need to be the one directing after all.\That line is crooked!\What're you doing?!\This girl is calmly ordering around a high school student that she's never even met before.\Just like I thought, that's so Haruhi-like.\Even if this was the first time I met this middle school girl,\I probably would've thought that she's pretty messed in the head. response:	So, following Haruhi's instructions,
context: I need to be the one directing after all.\That line is crooked!\What're you doing?!\This girl is calmly ordering around a high school student that she's never even met before.\Just like I thought, that's so Haruhi-like.\Even if this was the first time I met this middle school girl,\I probably would've thought that she's pretty messed in the head.\So, following Haruhi's instructions, response:	I was running left and right drawing white lines on the sports grounds.
context: That line is crooked!\What're you doing?!\This girl is calmly ordering around a high school student that she's never even met before.\Just like I thought, that's so Haruhi-like.\Even if this was the first time I met this middle school girl,\I probably would've thought that she's pretty messed in the head.\So, following Haruhi's instructions,\I was running left and right drawing white lines on the sports grounds. response:	I never would've thought that the message Taniguchi was talking about the other day was drawn by myself.
context: What're you doing?!\This girl is calmly ordering around a high school student that she's never even met before.\Just like I thought, that's so Haruhi-like.\Even if this was the first time I met this middle school girl,\I probably would've thought that she's pretty messed in the head.\So, following Haruhi's instructions,\I was running left and right drawing white lines on the sports grounds.\I never would've thought that the message Taniguchi was talking about the other day was drawn by myself. response:	Hm. It's passable.
context: This girl is calmly ordering around a high school student that she's never even met before.\Just like I thought, that's so Haruhi-like.\Even if this was the first time I met this middle school girl,\I probably would've thought that she's pretty messed in the head.\So, following Haruhi's instructions,\I was running left and right drawing white lines on the sports grounds.\I never would've thought that the message Taniguchi was talking about the other day was drawn by myself.\Hm. It's passable. response:	Sorry it's not perfect.
context: Just like I thought, that's so Haruhi-like.\Even if this was the first time I met this middle school girl,\I probably would've thought that she's pretty messed in the head.\So, following Haruhi's instructions,\I was running left and right drawing white lines on the sports grounds.\I never would've thought that the message Taniguchi was talking about the other day was drawn by myself.\Hm. It's passable.\Sorry it's not perfect. response:	Do you think aliens exist?
context: Even if this was the first time I met this middle school girl,\I probably would've thought that she's pretty messed in the head.\So, following Haruhi's instructions,\I was running left and right drawing white lines on the sports grounds.\I never would've thought that the message Taniguchi was talking about the other day was drawn by myself.\Hm. It's passable.\Sorry it's not perfect.\Do you think aliens exist? response:	That was sudden.
context: I probably would've thought that she's pretty messed in the head.\So, following Haruhi's instructions,\I was running left and right drawing white lines on the sports grounds.\I never would've thought that the message Taniguchi was talking about the other day was drawn by myself.\Hm. It's passable.\Sorry it's not perfect.\Do you think aliens exist?\That was sudden. response:	Answer my question.
context: So, following Haruhi's instructions,\I was running left and right drawing white lines on the sports grounds.\I never would've thought that the message Taniguchi was talking about the other day was drawn by myself.\Hm. It's passable.\Sorry it's not perfect.\Do you think aliens exist?\That was sudden.\Answer my question. response:	They do, don't they?
context: I was running left and right drawing white lines on the sports grounds.\I never would've thought that the message Taniguchi was talking about the other day was drawn by myself.\Hm. It's passable.\Sorry it's not perfect.\Do you think aliens exist?\That was sudden.\Answer my question.\They do, don't they? response:	What about time travelers then?
context: I never would've thought that the message Taniguchi was talking about the other day was drawn by myself.\Hm. It's passable.\Sorry it's not perfect.\Do you think aliens exist?\That was sudden.\Answer my question.\They do, don't they?\What about time travelers then? response:	I wouldn't be surprised if they did too.
context: Hm. It's passable.\Sorry it's not perfect.\Do you think aliens exist?\That was sudden.\Answer my question.\They do, don't they?\What about time travelers then?\I wouldn't be surprised if they did too. response:	And espers?
context: Sorry it's not perfect.\Do you think aliens exist?\That was sudden.\Answer my question.\They do, don't they?\What about time travelers then?\I wouldn't be surprised if they did too.\And espers? response:	They're probably all over the place.
context: Do you think aliens exist?\That was sudden.\Answer my question.\They do, don't they?\What about time travelers then?\I wouldn't be surprised if they did too.\And espers?\They're probably all over the place. response:	People from parallel universes?
context: That was sudden.\Answer my question.\They do, don't they?\What about time travelers then?\I wouldn't be surprised if they did too.\And espers?\They're probably all over the place.\People from parallel universes? response:	I haven't met any yet.
context: Answer my question.\They do, don't they?\What about time travelers then?\I wouldn't be surprised if they did too.\And espers?\They're probably all over the place.\People from parallel universes?\I haven't met any yet. response:	That's North High's uniform, right?
context: They do, don't they?\What about time travelers then?\I wouldn't be surprised if they did too.\And espers?\They're probably all over the place.\People from parallel universes?\I haven't met any yet.\That's North High's uniform, right? response:	Yeah.
context: What about time travelers then?\I wouldn't be surprised if they did too.\And espers?\They're probably all over the place.\People from parallel universes?\I haven't met any yet.\That's North High's uniform, right?\Yeah. response:	What's your name?
context: I wouldn't be surprised if they did too.\And espers?\They're probably all over the place.\People from parallel universes?\I haven't met any yet.\That's North High's uniform, right?\Yeah.\What's your name? response:	John Smith.
context: And espers?\They're probably all over the place.\People from parallel universes?\I haven't met any yet.\That's North High's uniform, right?\Yeah.\What's your name?\John Smith. response:	Are you stupid?
context: They're probably all over the place.\People from parallel universes?\I haven't met any yet.\That's North High's uniform, right?\Yeah.\What's your name?\John Smith.\Are you stupid? response:	Let me keep my anonymity.
context: People from parallel universes?\I haven't met any yet.\That's North High's uniform, right?\Yeah.\What's your name?\John Smith.\Are you stupid?\Let me keep my anonymity. response:	Who were you carrying?
context: I haven't met any yet.\That's North High's uniform, right?\Yeah.\What's your name?\John Smith.\Are you stupid?\Let me keep my anonymity.\Who were you carrying? response:	My big sister.
context: That's North High's uniform, right?\Yeah.\What's your name?\John Smith.\Are you stupid?\Let me keep my anonymity.\Who were you carrying?\My big sister. response:	She has a sleeping disorder that makes her suddenly fall asleep.
context: Yeah.\What's your name?\John Smith.\Are you stupid?\Let me keep my anonymity.\Who were you carrying?\My big sister.\She has a sleeping disorder that makes her suddenly fall asleep. response:	She can fall asleep anywhere and anytime.
context: What's your name?\John Smith.\Are you stupid?\Let me keep my anonymity.\Who were you carrying?\My big sister.\She has a sleeping disorder that makes her suddenly fall asleep.\She can fall asleep anywhere and anytime. response:	So I end up carrying her.
context: John Smith.\Are you stupid?\Let me keep my anonymity.\Who were you carrying?\My big sister.\She has a sleeping disorder that makes her suddenly fall asleep.\She can fall asleep anywhere and anytime.\So I end up carrying her. response:	And?
context: Are you stupid?\Let me keep my anonymity.\Who were you carrying?\My big sister.\She has a sleeping disorder that makes her suddenly fall asleep.\She can fall asleep anywhere and anytime.\So I end up carrying her.\And? response:	What exactly is this?
context: Let me keep my anonymity.\Who were you carrying?\My big sister.\She has a sleeping disorder that makes her suddenly fall asleep.\She can fall asleep anywhere and anytime.\So I end up carrying her.\And?\What exactly is this? response:	Isn't it obvious?
context: Who were you carrying?\My big sister.\She has a sleeping disorder that makes her suddenly fall asleep.\She can fall asleep anywhere and anytime.\So I end up carrying her.\And?\What exactly is this?\Isn't it obvious? response:	It's a message.
context: My big sister.\She has a sleeping disorder that makes her suddenly fall asleep.\She can fall asleep anywhere and anytime.\So I end up carrying her.\And?\What exactly is this?\Isn't it obvious?\It's a message. response:	Don't tell me it's for Orihime and Hikoboshi.
context: She has a sleeping disorder that makes her suddenly fall asleep.\She can fall asleep anywhere and anytime.\So I end up carrying her.\And?\What exactly is this?\Isn't it obvious?\It's a message.\Don't tell me it's for Orihime and Hikoboshi. response:	How did you know?
context: She can fall asleep anywhere and anytime.\So I end up carrying her.\And?\What exactly is this?\Isn't it obvious?\It's a message.\Don't tell me it's for Orihime and Hikoboshi.\How did you know? response:	Well, it's Tanabata.
context: So I end up carrying her.\And?\What exactly is this?\Isn't it obvious?\It's a message.\Don't tell me it's for Orihime and Hikoboshi.\How did you know?\Well, it's Tanabata. response:	You just remind me of someone I know who does this kind of stuff too.
context: And?\What exactly is this?\Isn't it obvious?\It's a message.\Don't tell me it's for Orihime and Hikoboshi.\How did you know?\Well, it's Tanabata.\You just remind me of someone I know who does this kind of stuff too. response:	I'd love to meet that person.
context: What exactly is this?\Isn't it obvious?\It's a message.\Don't tell me it's for Orihime and Hikoboshi.\How did you know?\Well, it's Tanabata.\You just remind me of someone I know who does this kind of stuff too.\I'd love to meet that person. response:	Is there someone like that at North High?
context: Isn't it obvious?\It's a message.\Don't tell me it's for Orihime and Hikoboshi.\How did you know?\Well, it's Tanabata.\You just remind me of someone I know who does this kind of stuff too.\I'd love to meet that person.\Is there someone like that at North High? response:	Yep.
context: It's a message.\Don't tell me it's for Orihime and Hikoboshi.\How did you know?\Well, it's Tanabata.\You just remind me of someone I know who does this kind of stuff too.\I'd love to meet that person.\Is there someone like that at North High?\Yep. response:	North High, huh?
context: Don't tell me it's for Orihime and Hikoboshi.\How did you know?\Well, it's Tanabata.\You just remind me of someone I know who does this kind of stuff too.\I'd love to meet that person.\Is there someone like that at North High?\Yep.\North High, huh? response:	I'm going home.
context: How did you know?\Well, it's Tanabata.\You just remind me of someone I know who does this kind of stuff too.\I'd love to meet that person.\Is there someone like that at North High?\Yep.\North High, huh?\I'm going home. response:	I've completed what I came to do.
context: Well, it's Tanabata.\You just remind me of someone I know who does this kind of stuff too.\I'd love to meet that person.\Is there someone like that at North High?\Yep.\North High, huh?\I'm going home.\I've completed what I came to do. response:	See ya.
context: You just remind me of someone I know who does this kind of stuff too.\I'd love to meet that person.\Is there someone like that at North High?\Yep.\North High, huh?\I'm going home.\I've completed what I came to do.\See ya. response:	Not even a word of thanks for all that help?
context: I'd love to meet that person.\Is there someone like that at North High?\Yep.\North High, huh?\I'm going home.\I've completed what I came to do.\See ya.\Not even a word of thanks for all that help? response:	Asahina-san.
context: Is there someone like that at North High?\Yep.\North High, huh?\I'm going home.\I've completed what I came to do.\See ya.\Not even a word of thanks for all that help?\Asahina-san. response:	W-W-W-W-Where is this?
context: Yep.\North High, huh?\I'm going home.\I've completed what I came to do.\See ya.\Not even a word of thanks for all that help?\Asahina-san.\W-W-W-W-Where is this? response:	What? Why? What time is it?
context: North High, huh?\I'm going home.\I've completed what I came to do.\See ya.\Not even a word of thanks for all that help?\Asahina-san.\W-W-W-W-Where is this?\What? Why? What time is it? response:	Um...
context: I'm going home.\I've completed what I came to do.\See ya.\Not even a word of thanks for all that help?\Asahina-san.\W-W-W-W-Where is this?\What? Why? What time is it?\Um... response:	The TPDD is gone!
context: I've completed what I came to do.\See ya.\Not even a word of thanks for all that help?\Asahina-san.\W-W-W-W-Where is this?\What? Why? What time is it?\Um...\The TPDD is gone! response:	Eh?
context: See ya.\Not even a word of thanks for all that help?\Asahina-san.\W-W-W-W-Where is this?\What? Why? What time is it?\Um...\The TPDD is gone!\Eh? response:	It's gone!
context: Not even a word of thanks for all that help?\Asahina-san.\W-W-W-W-Where is this?\What? Why? What time is it?\Um...\The TPDD is gone!\Eh?\It's gone! response:	What happened?
context: Asahina-san.\W-W-W-W-Where is this?\What? Why? What time is it?\Um...\The TPDD is gone!\Eh?\It's gone!\What happened? response:	What's a TPDD?
context: W-W-W-W-Where is this?\What? Why? What time is it?\Um...\The TPDD is gone!\Eh?\It's gone!\What happened?\What's a TPDD? response:	It's classified so I can't explain,
context: What? Why? What time is it?\Um...\The TPDD is gone!\Eh?\It's gone!\What happened?\What's a TPDD?\It's classified so I can't explain, response:	but it's something like a time machine.
context: Um...\The TPDD is gone!\Eh?\It's gone!\What happened?\What's a TPDD?\It's classified so I can't explain,\but it's something like a time machine. response:	How did you lose it?
context: The TPDD is gone!\Eh?\It's gone!\What happened?\What's a TPDD?\It's classified so I can't explain,\but it's something like a time machine.\How did you lose it? response:	I don't know...
context: Eh?\It's gone!\What happened?\What's a TPDD?\It's classified so I can't explain,\but it's something like a time machine.\How did you lose it?\I don't know... response:	There's no way I could've lost it, but I did...
context: It's gone!\What happened?\What's a TPDD?\It's classified so I can't explain,\but it's something like a time machine.\How did you lose it?\I don't know...\There's no way I could've lost it, but I did... response:	Is there anyone who can come save us?
context: What happened?\What's a TPDD?\It's classified so I can't explain,\but it's something like a time machine.\How did you lose it?\I don't know...\There's no way I could've lost it, but I did...\Is there anyone who can come save us? response:	There isn't!
context: What's a TPDD?\It's classified so I can't explain,\but it's something like a time machine.\How did you lose it?\I don't know...\There's no way I could've lost it, but I did...\Is there anyone who can come save us?\There isn't! response:	In other words, what will happen to us?
context: It's classified so I can't explain,\but it's something like a time machine.\How did you lose it?\I don't know...\There's no way I could've lost it, but I did...\Is there anyone who can come save us?\There isn't!\In other words, what will happen to us? response:	We'll be stuck *hick* here.
context: but it's something like a time machine.\How did you lose it?\I don't know...\There's no way I could've lost it, but I did...\Is there anyone who can come save us?\There isn't!\In other words, what will happen to us?\We'll be stuck *hick* here. response:	We're stuck on the time plane of three years in the past,
context: How did you lose it?\I don't know...\There's no way I could've lost it, but I did...\Is there anyone who can come save us?\There isn't!\In other words, what will happen to us?\We'll be stuck *hick* here.\We're stuck on the time plane of three years in the past, response:	and we can't go back to our own time!
context: I don't know...\There's no way I could've lost it, but I did...\Is there anyone who can come save us?\There isn't!\In other words, what will happen to us?\We'll be stuck *hick* here.\We're stuck on the time plane of three years in the past,\and we can't go back to our own time! response:	That's quite serious.
context: There's no way I could've lost it, but I did...\Is there anyone who can come save us?\There isn't!\In other words, what will happen to us?\We'll be stuck *hick* here.\We're stuck on the time plane of three years in the past,\and we can't go back to our own time!\That's quite serious. response:	It really is.
context: Is there anyone who can come save us?\There isn't!\In other words, what will happen to us?\We'll be stuck *hick* here.\We're stuck on the time plane of three years in the past,\and we can't go back to our own time!\That's quite serious.\It really is. response:	But right now, I don't even feel an iota of tension.
context: There isn't!\In other words, what will happen to us?\We'll be stuck *hick* here.\We're stuck on the time plane of three years in the past,\and we can't go back to our own time!\That's quite serious.\It really is.\But right now, I don't even feel an iota of tension. response:	The one who took the TPDD thingy might've been the adult Asahina-san.
context: In other words, what will happen to us?\We'll be stuck *hick* here.\We're stuck on the time plane of three years in the past,\and we can't go back to our own time!\That's quite serious.\It really is.\But right now, I don't even feel an iota of tension.\The one who took the TPDD thingy might've been the adult Asahina-san. response:	That was probably why she came back to the past.
context: We'll be stuck *hick* here.\We're stuck on the time plane of three years in the past,\and we can't go back to our own time!\That's quite serious.\It really is.\But right now, I don't even feel an iota of tension.\The one who took the TPDD thingy might've been the adult Asahina-san.\That was probably why she came back to the past. response:	Because she herself had already experienced losing the TPDD...
context: We're stuck on the time plane of three years in the past,\and we can't go back to our own time!\That's quite serious.\It really is.\But right now, I don't even feel an iota of tension.\The one who took the TPDD thingy might've been the adult Asahina-san.\That was probably why she came back to the past.\Because she herself had already experienced losing the TPDD... response:	I think we may have a way out.
context: and we can't go back to our own time!\That's quite serious.\It really is.\But right now, I don't even feel an iota of tension.\The one who took the TPDD thingy might've been the adult Asahina-san.\That was probably why she came back to the past.\Because she herself had already experienced losing the TPDD...\I think we may have a way out. response:	Is this the residence of Nagato Yuki-san?
context: That's quite serious.\It really is.\But right now, I don't even feel an iota of tension.\The one who took the TPDD thingy might've been the adult Asahina-san.\That was probably why she came back to the past.\Because she herself had already experienced losing the TPDD...\I think we may have a way out.\Is this the residence of Nagato Yuki-san? response:	Um, I don't really know how to put this myself, but...
context: It really is.\But right now, I don't even feel an iota of tension.\The one who took the TPDD thingy might've been the adult Asahina-san.\That was probably why she came back to the past.\Because she herself had already experienced losing the TPDD...\I think we may have a way out.\Is this the residence of Nagato Yuki-san?\Um, I don't really know how to put this myself, but... response:	Would it help if I said that I'm an acquaintance of Suzumiya Haruhi?
context: But right now, I don't even feel an iota of tension.\The one who took the TPDD thingy might've been the adult Asahina-san.\That was probably why she came back to the past.\Because she herself had already experienced losing the TPDD...\I think we may have a way out.\Is this the residence of Nagato Yuki-san?\Um, I don't really know how to put this myself, but...\Would it help if I said that I'm an acquaintance of Suzumiya Haruhi? response:	Yo.
context: The one who took the TPDD thingy might've been the adult Asahina-san.\That was probably why she came back to the past.\Because she herself had already experienced losing the TPDD...\I think we may have a way out.\Is this the residence of Nagato Yuki-san?\Um, I don't really know how to put this myself, but...\Would it help if I said that I'm an acquaintance of Suzumiya Haruhi?\Yo. response:	Can we come in?
context: That was probably why she came back to the past.\Because she herself had already experienced losing the TPDD...\I think we may have a way out.\Is this the residence of Nagato Yuki-san?\Um, I don't really know how to put this myself, but...\Would it help if I said that I'm an acquaintance of Suzumiya Haruhi?\Yo.\Can we come in? response:	That's our story, and the reason why we're here.
context: Because she herself had already experienced losing the TPDD...\I think we may have a way out.\Is this the residence of Nagato Yuki-san?\Um, I don't really know how to put this myself, but...\Would it help if I said that I'm an acquaintance of Suzumiya Haruhi?\Yo.\Can we come in?\That's our story, and the reason why we're here. response:	Well, the you from three years in the future gave me this.
context: I think we may have a way out.\Is this the residence of Nagato Yuki-san?\Um, I don't really know how to put this myself, but...\Would it help if I said that I'm an acquaintance of Suzumiya Haruhi?\Yo.\Can we come in?\That's our story, and the reason why we're here.\Well, the you from three years in the future gave me this. response:	Understood.
context: Is this the residence of Nagato Yuki-san?\Um, I don't really know how to put this myself, but...\Would it help if I said that I'm an acquaintance of Suzumiya Haruhi?\Yo.\Can we come in?\That's our story, and the reason why we're here.\Well, the you from three years in the future gave me this.\Understood. response:	This would be the first time you've ever met us, correct?
context: Um, I don't really know how to put this myself, but...\Would it help if I said that I'm an acquaintance of Suzumiya Haruhi?\Yo.\Can we come in?\That's our story, and the reason why we're here.\Well, the you from three years in the future gave me this.\Understood.\This would be the first time you've ever met us, correct? response:	Yes.
context: Would it help if I said that I'm an acquaintance of Suzumiya Haruhi?\Yo.\Can we come in?\That's our story, and the reason why we're here.\Well, the you from three years in the future gave me this.\Understood.\This would be the first time you've ever met us, correct?\Yes. response:	Requesting access permission for memory of temporal variants in an external time period.
context: Yo.\Can we come in?\That's our story, and the reason why we're here.\Well, the you from three years in the future gave me this.\Understood.\This would be the first time you've ever met us, correct?\Yes.\Requesting access permission for memory of temporal variants in an external time period. response:	Download of reversible data from linked time planes complete.
context: Can we come in?\That's our story, and the reason why we're here.\Well, the you from three years in the future gave me this.\Understood.\This would be the first time you've ever met us, correct?\Yes.\Requesting access permission for memory of temporal variants in an external time period.\Download of reversible data from linked time planes complete. response:	The me from the temporal plane of three years in the future and the present me are now the same person.
context: That's our story, and the reason why we're here.\Well, the you from three years in the future gave me this.\Understood.\This would be the first time you've ever met us, correct?\Yes.\Requesting access permission for memory of temporal variants in an external time period.\Download of reversible data from linked time planes complete.\The me from the temporal plane of three years in the future and the present me are now the same person. response:	Memory has been shared.
context: Well, the you from three years in the future gave me this.\Understood.\This would be the first time you've ever met us, correct?\Yes.\Requesting access permission for memory of temporal variants in an external time period.\Download of reversible data from linked time planes complete.\The me from the temporal plane of three years in the future and the present me are now the same person.\Memory has been shared. response:	How did you do that?
context: Understood.\This would be the first time you've ever met us, correct?\Yes.\Requesting access permission for memory of temporal variants in an external time period.\Download of reversible data from linked time planes complete.\The me from the temporal plane of three years in the future and the present me are now the same person.\Memory has been shared.\How did you do that? response:	Synchronization.
context: This would be the first time you've ever met us, correct?\Yes.\Requesting access permission for memory of temporal variants in an external time period.\Download of reversible data from linked time planes complete.\The me from the temporal plane of three years in the future and the present me are now the same person.\Memory has been shared.\How did you do that?\Synchronization. response:	No, I don't understand.
context: Yes.\Requesting access permission for memory of temporal variants in an external time period.\Download of reversible data from linked time planes complete.\The me from the temporal plane of three years in the future and the present me are now the same person.\Memory has been shared.\How did you do that?\Synchronization.\No, I don't understand. response:	Why are you wearing a North High uniform?
context: Requesting access permission for memory of temporal variants in an external time period.\Download of reversible data from linked time planes complete.\The me from the temporal plane of three years in the future and the present me are now the same person.\Memory has been shared.\How did you do that?\Synchronization.\No, I don't understand.\Why are you wearing a North High uniform? response:	Have you enrolled already?
context: Download of reversible data from linked time planes complete.\The me from the temporal plane of three years in the future and the present me are now the same person.\Memory has been shared.\How did you do that?\Synchronization.\No, I don't understand.\Why are you wearing a North High uniform?\Have you enrolled already? response:	No. The me right now is on standby.
context: The me from the temporal plane of three years in the future and the present me are now the same person.\Memory has been shared.\How did you do that?\Synchronization.\No, I don't understand.\Why are you wearing a North High uniform?\Have you enrolled already?\No. The me right now is on standby. response:	What do you mean by standby?
context: Memory has been shared.\How did you do that?\Synchronization.\No, I don't understand.\Why are you wearing a North High uniform?\Have you enrolled already?\No. The me right now is on standby.\What do you mean by standby? response:	You mean you will be on standby for three more years?
context: How did you do that?\Synchronization.\No, I don't understand.\Why are you wearing a North High uniform?\Have you enrolled already?\No. The me right now is on standby.\What do you mean by standby?\You mean you will be on standby for three more years? response:	Yes.
context: Synchronization.\No, I don't understand.\Why are you wearing a North High uniform?\Have you enrolled already?\No. The me right now is on standby.\What do you mean by standby?\You mean you will be on standby for three more years?\Yes. response:	That a terribly long time.
context: No, I don't understand.\Why are you wearing a North High uniform?\Have you enrolled already?\No. The me right now is on standby.\What do you mean by standby?\You mean you will be on standby for three more years?\Yes.\That a terribly long time. response:	It's my mission.
context: Why are you wearing a North High uniform?\Have you enrolled already?\No. The me right now is on standby.\What do you mean by standby?\You mean you will be on standby for three more years?\Yes.\That a terribly long time.\It's my mission. response:	There is more than one way to move through time.
context: Have you enrolled already?\No. The me right now is on standby.\What do you mean by standby?\You mean you will be on standby for three more years?\Yes.\That a terribly long time.\It's my mission.\There is more than one way to move through time. response:	The TPDD is just a device for controlling space-time.
