context: Hmm... response:	Blanc et Noir.
context: No way, Alan.\There are tons of guys better than me.\You've changed, Jou.\Have your dreams changed, too?\Nah.\I see.\world peace.\U-tsu-tsu-chan! response:	I'm dreamy.
context: There are tons of guys better than me.\You've changed, Jou.\Have your dreams changed, too?\Nah.\I see.\world peace.\U-tsu-tsu-chan!\I'm dreamy. response:	You're on GALAX, too, D-san?
context: You've changed, Jou.\Have your dreams changed, too?\Nah.\I see.\world peace.\U-tsu-tsu-chan!\I'm dreamy.\You're on GALAX, too, D-san? response:	OD.
context: Have your dreams changed, too?\Nah.\I see.\world peace.\U-tsu-tsu-chan!\I'm dreamy.\You're on GALAX, too, D-san?\OD. response:	I heard, Hajime-chan.
context: Nah.\I see.\world peace.\U-tsu-tsu-chan!\I'm dreamy.\You're on GALAX, too, D-san?\OD.\I heard, Hajime-chan. response:	You let a MESS go?
context: I see.\world peace.\U-tsu-tsu-chan!\I'm dreamy.\You're on GALAX, too, D-san?\OD.\I heard, Hajime-chan.\You let a MESS go? response:	No, that's not it.
context: world peace.\U-tsu-tsu-chan!\I'm dreamy.\You're on GALAX, too, D-san?\OD.\I heard, Hajime-chan.\You let a MESS go?\No, that's not it. response:	Senpai got super ticked off about it!
context: U-tsu-tsu-chan!\I'm dreamy.\You're on GALAX, too, D-san?\OD.\I heard, Hajime-chan.\You let a MESS go?\No, that's not it.\Senpai got super ticked off about it! response:	Not it?
context: I'm dreamy.\You're on GALAX, too, D-san?\OD.\I heard, Hajime-chan.\You let a MESS go?\No, that's not it.\Senpai got super ticked off about it!\Not it? response:	How was it, then?
context: You're on GALAX, too, D-san?\OD.\I heard, Hajime-chan.\You let a MESS go?\No, that's not it.\Senpai got super ticked off about it!\Not it?\How was it, then? response:	Well, like...
context: OD.\I heard, Hajime-chan.\You let a MESS go?\No, that's not it.\Senpai got super ticked off about it!\Not it?\How was it, then?\Well, like... response:	There's no point in cutting them down.
context: I heard, Hajime-chan.\You let a MESS go?\No, that's not it.\Senpai got super ticked off about it!\Not it?\How was it, then?\Well, like...\There's no point in cutting them down. response:	Oh, more importantly,
context: You let a MESS go?\No, that's not it.\Senpai got super ticked off about it!\Not it?\How was it, then?\Well, like...\There's no point in cutting them down.\Oh, more importantly, response:	it's like, I haven't really met them!
context: No, that's not it.\Senpai got super ticked off about it!\Not it?\How was it, then?\Well, like...\There's no point in cutting them down.\Oh, more importantly,\it's like, I haven't really met them! response:	Yeah, that's it!
context: Senpai got super ticked off about it!\Not it?\How was it, then?\Well, like...\There's no point in cutting them down.\Oh, more importantly,\it's like, I haven't really met them!\Yeah, that's it! response:	Met them, huh?
context: Not it?\How was it, then?\Well, like...\There's no point in cutting them down.\Oh, more importantly,\it's like, I haven't really met them!\Yeah, that's it!\Met them, huh? response:	Besides, why are we fighting them, anyway?
context: How was it, then?\Well, like...\There's no point in cutting them down.\Oh, more importantly,\it's like, I haven't really met them!\Yeah, that's it!\Met them, huh?\Besides, why are we fighting them, anyway? response:	Whoa!
context: Well, like...\There's no point in cutting them down.\Oh, more importantly,\it's like, I haven't really met them!\Yeah, that's it!\Met them, huh?\Besides, why are we fighting them, anyway?\Whoa! response:	Are you trying to reject the basic premise of Gatchaman?
context: There's no point in cutting them down.\Oh, more importantly,\it's like, I haven't really met them!\Yeah, that's it!\Met them, huh?\Besides, why are we fighting them, anyway?\Whoa!\Are you trying to reject the basic premise of Gatchaman? response:	You're way too fierce!
context: Oh, more importantly,\it's like, I haven't really met them!\Yeah, that's it!\Met them, huh?\Besides, why are we fighting them, anyway?\Whoa!\Are you trying to reject the basic premise of Gatchaman?\You're way too fierce! response:	You're scary, newbie!
context: it's like, I haven't really met them!\Yeah, that's it!\Met them, huh?\Besides, why are we fighting them, anyway?\Whoa!\Are you trying to reject the basic premise of Gatchaman?\You're way too fierce!\You're scary, newbie! response:	No, reallywhy?
context: Yeah, that's it!\Met them, huh?\Besides, why are we fighting them, anyway?\Whoa!\Are you trying to reject the basic premise of Gatchaman?\You're way too fierce!\You're scary, newbie!\No, reallywhy? response:	Why?
context: Met them, huh?\Besides, why are we fighting them, anyway?\Whoa!\Are you trying to reject the basic premise of Gatchaman?\You're way too fierce!\You're scary, newbie!\No, reallywhy?\Why? response:	Because that's our duty!
context: Besides, why are we fighting them, anyway?\Whoa!\Are you trying to reject the basic premise of Gatchaman?\You're way too fierce!\You're scary, newbie!\No, reallywhy?\Why?\Because that's our duty! response:	Oh, you were here, Senpai?
context: Whoa!\Are you trying to reject the basic premise of Gatchaman?\You're way too fierce!\You're scary, newbie!\No, reallywhy?\Why?\Because that's our duty!\Oh, you were here, Senpai? response:	You don't understand anything.
context: Are you trying to reject the basic premise of Gatchaman?\You're way too fierce!\You're scary, newbie!\No, reallywhy?\Why?\Because that's our duty!\Oh, you were here, Senpai?\You don't understand anything. response:	Listen, Gatchaman are
context: You're way too fierce!\You're scary, newbie!\No, reallywhy?\Why?\Because that's our duty!\Oh, you were here, Senpai?\You don't understand anything.\Listen, Gatchaman are response:	Aww, you're starting to sound like him!
context: You're scary, newbie!\No, reallywhy?\Why?\Because that's our duty!\Oh, you were here, Senpai?\You don't understand anything.\Listen, Gatchaman are\Aww, you're starting to sound like him! response:	Huh?
context: No, reallywhy?\Why?\Because that's our duty!\Oh, you were here, Senpai?\You don't understand anything.\Listen, Gatchaman are\Aww, you're starting to sound like him!\Huh? response:	Like Pai-Pai!
context: Why?\Because that's our duty!\Oh, you were here, Senpai?\You don't understand anything.\Listen, Gatchaman are\Aww, you're starting to sound like him!\Huh?\Like Pai-Pai! response:	Who are you calling Pai-Pai?!
context: Because that's our duty!\Oh, you were here, Senpai?\You don't understand anything.\Listen, Gatchaman are\Aww, you're starting to sound like him!\Huh?\Like Pai-Pai!\Who are you calling Pai-Pai?! response:	Pai-Pai, are you on GALAX?
context: Oh, you were here, Senpai?\You don't understand anything.\Listen, Gatchaman are\Aww, you're starting to sound like him!\Huh?\Like Pai-Pai!\Who are you calling Pai-Pai?!\Pai-Pai, are you on GALAX? response:	Don't be ridiculous!
context: You don't understand anything.\Listen, Gatchaman are\Aww, you're starting to sound like him!\Huh?\Like Pai-Pai!\Who are you calling Pai-Pai?!\Pai-Pai, are you on GALAX?\Don't be ridiculous! response:	Of course, I'm all over it!
context: Listen, Gatchaman are\Aww, you're starting to sound like him!\Huh?\Like Pai-Pai!\Who are you calling Pai-Pai?!\Pai-Pai, are you on GALAX?\Don't be ridiculous!\Of course, I'm all over it! response:	Listen up, newbie!
context: Aww, you're starting to sound like him!\Huh?\Like Pai-Pai!\Who are you calling Pai-Pai?!\Pai-Pai, are you on GALAX?\Don't be ridiculous!\Of course, I'm all over it!\Listen up, newbie! response:	Ha-ji-me.
context: Huh?\Like Pai-Pai!\Who are you calling Pai-Pai?!\Pai-Pai, are you on GALAX?\Don't be ridiculous!\Of course, I'm all over it!\Listen up, newbie!\Ha-ji-me. response:	I'm Hajime.
context: Like Pai-Pai!\Who are you calling Pai-Pai?!\Pai-Pai, are you on GALAX?\Don't be ridiculous!\Of course, I'm all over it!\Listen up, newbie!\Ha-ji-me.\I'm Hajime. response:	What's with you, too, OD?
context: Who are you calling Pai-Pai?!\Pai-Pai, are you on GALAX?\Don't be ridiculous!\Of course, I'm all over it!\Listen up, newbie!\Ha-ji-me.\I'm Hajime.\What's with you, too, OD? response:	Listen. Don't bother thinking about why you fight or anything else.
context: Pai-Pai, are you on GALAX?\Don't be ridiculous!\Of course, I'm all over it!\Listen up, newbie!\Ha-ji-me.\I'm Hajime.\What's with you, too, OD?\Listen. Don't bother thinking about why you fight or anything else. response:	Just carry out the mission!
context: Don't be ridiculous!\Of course, I'm all over it!\Listen up, newbie!\Ha-ji-me.\I'm Hajime.\What's with you, too, OD?\Listen. Don't bother thinking about why you fight or anything else.\Just carry out the mission! response:	There are casualties every day!
context: Of course, I'm all over it!\Listen up, newbie!\Ha-ji-me.\I'm Hajime.\What's with you, too, OD?\Listen. Don't bother thinking about why you fight or anything else.\Just carry out the mission!\There are casualties every day! response:	Protect them!
context: Listen up, newbie!\Ha-ji-me.\I'm Hajime.\What's with you, too, OD?\Listen. Don't bother thinking about why you fight or anything else.\Just carry out the mission!\There are casualties every day!\Protect them! response:	Whose planet is this?
context: Ha-ji-me.\I'm Hajime.\What's with you, too, OD?\Listen. Don't bother thinking about why you fight or anything else.\Just carry out the mission!\There are casualties every day!\Protect them!\Whose planet is this? response:	Yours, isn't it?!
context: I'm Hajime.\What's with you, too, OD?\Listen. Don't bother thinking about why you fight or anything else.\Just carry out the mission!\There are casualties every day!\Protect them!\Whose planet is this?\Yours, isn't it?! response:	Right, you do get it! Good!
context: What's with you, too, OD?\Listen. Don't bother thinking about why you fight or anything else.\Just carry out the mission!\There are casualties every day!\Protect them!\Whose planet is this?\Yours, isn't it?!\Right, you do get it! Good! response:	Huh?
context: Listen. Don't bother thinking about why you fight or anything else.\Just carry out the mission!\There are casualties every day!\Protect them!\Whose planet is this?\Yours, isn't it?!\Right, you do get it! Good!\Huh? response:	You!
context: Just carry out the mission!\There are casualties every day!\Protect them!\Whose planet is this?\Yours, isn't it?!\Right, you do get it! Good!\Huh?\You! response:	What the hell?!
context: There are casualties every day!\Protect them!\Whose planet is this?\Yours, isn't it?!\Right, you do get it! Good!\Huh?\You!\What the hell?! response:	Oh, isn't it cute?
context: Protect them!\Whose planet is this?\Yours, isn't it?!\Right, you do get it! Good!\Huh?\You!\What the hell?!\Oh, isn't it cute? response:	The NOTE is the lifeblood of Gatchaman!
context: Whose planet is this?\Yours, isn't it?!\Right, you do get it! Good!\Huh?\You!\What the hell?!\Oh, isn't it cute?\The NOTE is the lifeblood of Gatchaman! response:	It is a sacred, physical manifestation of each member's soul!
context: Yours, isn't it?!\Right, you do get it! Good!\Huh?\You!\What the hell?!\Oh, isn't it cute?\The NOTE is the lifeblood of Gatchaman!\It is a sacred, physical manifestation of each member's soul! response:	But see, Hajime-chan,
context: Right, you do get it! Good!\Huh?\You!\What the hell?!\Oh, isn't it cute?\The NOTE is the lifeblood of Gatchaman!\It is a sacred, physical manifestation of each member's soul!\But see, Hajime-chan, response:	the NOTE becomes our Achilles' heel when we transform.
context: Huh?\You!\What the hell?!\Oh, isn't it cute?\The NOTE is the lifeblood of Gatchaman!\It is a sacred, physical manifestation of each member's soul!\But see, Hajime-chan,\the NOTE becomes our Achilles' heel when we transform. response:	If anyone destroys the NOTE, then you might die, in the worst case.
context: You!\What the hell?!\Oh, isn't it cute?\The NOTE is the lifeblood of Gatchaman!\It is a sacred, physical manifestation of each member's soul!\But see, Hajime-chan,\the NOTE becomes our Achilles' heel when we transform.\If anyone destroys the NOTE, then you might die, in the worst case. response:	Oh, I see.
context: What the hell?!\Oh, isn't it cute?\The NOTE is the lifeblood of Gatchaman!\It is a sacred, physical manifestation of each member's soul!\But see, Hajime-chan,\the NOTE becomes our Achilles' heel when we transform.\If anyone destroys the NOTE, then you might die, in the worst case.\Oh, I see. response:	Hey, I was just about to say that.
context: Oh, isn't it cute?\The NOTE is the lifeblood of Gatchaman!\It is a sacred, physical manifestation of each member's soul!\But see, Hajime-chan,\the NOTE becomes our Achilles' heel when we transform.\If anyone destroys the NOTE, then you might die, in the worst case.\Oh, I see.\Hey, I was just about to say that. response:	The physical materialization of each of our souls...
context: The NOTE is the lifeblood of Gatchaman!\It is a sacred, physical manifestation of each member's soul!\But see, Hajime-chan,\the NOTE becomes our Achilles' heel when we transform.\If anyone destroys the NOTE, then you might die, in the worst case.\Oh, I see.\Hey, I was just about to say that.\The physical materialization of each of our souls... response:	I get it.
context: It is a sacred, physical manifestation of each member's soul!\But see, Hajime-chan,\the NOTE becomes our Achilles' heel when we transform.\If anyone destroys the NOTE, then you might die, in the worst case.\Oh, I see.\Hey, I was just about to say that.\The physical materialization of each of our souls...\I get it. response:	That's why our gear and weapons are different.
context: But see, Hajime-chan,\the NOTE becomes our Achilles' heel when we transform.\If anyone destroys the NOTE, then you might die, in the worst case.\Oh, I see.\Hey, I was just about to say that.\The physical materialization of each of our souls...\I get it.\That's why our gear and weapons are different. response:	That's right!
context: the NOTE becomes our Achilles' heel when we transform.\If anyone destroys the NOTE, then you might die, in the worst case.\Oh, I see.\Hey, I was just about to say that.\The physical materialization of each of our souls...\I get it.\That's why our gear and weapons are different.\That's right! response:	How dare you paste senseless decorations on them?!
context: If anyone destroys the NOTE, then you might die, in the worst case.\Oh, I see.\Hey, I was just about to say that.\The physical materialization of each of our souls...\I get it.\That's why our gear and weapons are different.\That's right!\How dare you paste senseless decorations on them?! response:	Why is it the sword for you, Senpai?
context: Oh, I see.\Hey, I was just about to say that.\The physical materialization of each of our souls...\I get it.\That's why our gear and weapons are different.\That's right!\How dare you paste senseless decorations on them?!\Why is it the sword for you, Senpai? response:	That... I don't know.
context: Hey, I was just about to say that.\The physical materialization of each of our souls...\I get it.\That's why our gear and weapons are different.\That's right!\How dare you paste senseless decorations on them?!\Why is it the sword for you, Senpai?\That... I don't know. response:	I wonder why.
context: The physical materialization of each of our souls...\I get it.\That's why our gear and weapons are different.\That's right!\How dare you paste senseless decorations on them?!\Why is it the sword for you, Senpai?\That... I don't know.\I wonder why. response:	And why is it scissors for me?
context: I get it.\That's why our gear and weapons are different.\That's right!\How dare you paste senseless decorations on them?!\Why is it the sword for you, Senpai?\That... I don't know.\I wonder why.\And why is it scissors for me? response:	But you're a sword kind of guy...
context: That's why our gear and weapons are different.\That's right!\How dare you paste senseless decorations on them?!\Why is it the sword for you, Senpai?\That... I don't know.\I wonder why.\And why is it scissors for me?\But you're a sword kind of guy... response:	Like... Straight as an arrow, and stubborn.
context: That's right!\How dare you paste senseless decorations on them?!\Why is it the sword for you, Senpai?\That... I don't know.\I wonder why.\And why is it scissors for me?\But you're a sword kind of guy...\Like... Straight as an arrow, and stubborn. response:	Newbie!
context: How dare you paste senseless decorations on them?!\Why is it the sword for you, Senpai?\That... I don't know.\I wonder why.\And why is it scissors for me?\But you're a sword kind of guy...\Like... Straight as an arrow, and stubborn.\Newbie! response:	Senpai!
context: Why is it the sword for you, Senpai?\That... I don't know.\I wonder why.\And why is it scissors for me?\But you're a sword kind of guy...\Like... Straight as an arrow, and stubborn.\Newbie!\Senpai! response:	Here I was... just listening to you, and now this?!
context: That... I don't know.\I wonder why.\And why is it scissors for me?\But you're a sword kind of guy...\Like... Straight as an arrow, and stubborn.\Newbie!\Senpai!\Here I was... just listening to you, and now this?! response:	Th-That's my line!
context: I wonder why.\And why is it scissors for me?\But you're a sword kind of guy...\Like... Straight as an arrow, and stubborn.\Newbie!\Senpai!\Here I was... just listening to you, and now this?!\Th-That's my line! response:	I was the one listening!
context: And why is it scissors for me?\But you're a sword kind of guy...\Like... Straight as an arrow, and stubborn.\Newbie!\Senpai!\Here I was... just listening to you, and now this?!\Th-That's my line!\I was the one listening! response:	Like I said, I'm Hajime!
context: But you're a sword kind of guy...\Like... Straight as an arrow, and stubborn.\Newbie!\Senpai!\Here I was... just listening to you, and now this?!\Th-That's my line!\I was the one listening!\Like I said, I'm Hajime! response:	What? You are the newbie!
context: Like... Straight as an arrow, and stubborn.\Newbie!\Senpai!\Here I was... just listening to you, and now this?!\Th-That's my line!\I was the one listening!\Like I said, I'm Hajime!\What? You are the newbie! response:	Man, that's all you say.
context: Newbie!\Senpai!\Here I was... just listening to you, and now this?!\Th-That's my line!\I was the one listening!\Like I said, I'm Hajime!\What? You are the newbie!\Man, that's all you say. response:	You know the kind of person you are, Senpai?
context: Senpai!\Here I was... just listening to you, and now this?!\Th-That's my line!\I was the one listening!\Like I said, I'm Hajime!\What? You are the newbie!\Man, that's all you say.\You know the kind of person you are, Senpai? response:	You just look straight ahead like this,
context: Here I was... just listening to you, and now this?!\Th-That's my line!\I was the one listening!\Like I said, I'm Hajime!\What? You are the newbie!\Man, that's all you say.\You know the kind of person you are, Senpai?\You just look straight ahead like this, response:	and walk in a straight line.
context: Th-That's my line!\I was the one listening!\Like I said, I'm Hajime!\What? You are the newbie!\Man, that's all you say.\You know the kind of person you are, Senpai?\You just look straight ahead like this,\and walk in a straight line. response:	But that means you'll miss seeing a lot of things,
context: I was the one listening!\Like I said, I'm Hajime!\What? You are the newbie!\Man, that's all you say.\You know the kind of person you are, Senpai?\You just look straight ahead like this,\and walk in a straight line.\But that means you'll miss seeing a lot of things, response:	like Giraccho, maste,
context: Like I said, I'm Hajime!\What? You are the newbie!\Man, that's all you say.\You know the kind of person you are, Senpai?\You just look straight ahead like this,\and walk in a straight line.\But that means you'll miss seeing a lot of things,\like Giraccho, maste, response:	and pretty and cute MESS-chan!
context: What? You are the newbie!\Man, that's all you say.\You know the kind of person you are, Senpai?\You just look straight ahead like this,\and walk in a straight line.\But that means you'll miss seeing a lot of things,\like Giraccho, maste,\and pretty and cute MESS-chan! response:	If you can't see all those kinds of things,
context: Man, that's all you say.\You know the kind of person you are, Senpai?\You just look straight ahead like this,\and walk in a straight line.\But that means you'll miss seeing a lot of things,\like Giraccho, maste,\and pretty and cute MESS-chan!\If you can't see all those kinds of things, response:	as a Gatchaman...
context: You know the kind of person you are, Senpai?\You just look straight ahead like this,\and walk in a straight line.\But that means you'll miss seeing a lot of things,\like Giraccho, maste,\and pretty and cute MESS-chan!\If you can't see all those kinds of things,\as a Gatchaman... response:	as a person...
context: You just look straight ahead like this,\and walk in a straight line.\But that means you'll miss seeing a lot of things,\like Giraccho, maste,\and pretty and cute MESS-chan!\If you can't see all those kinds of things,\as a Gatchaman...\as a person... response:	you're not at all... you know?
context: and walk in a straight line.\But that means you'll miss seeing a lot of things,\like Giraccho, maste,\and pretty and cute MESS-chan!\If you can't see all those kinds of things,\as a Gatchaman...\as a person...\you're not at all... you know? response:	What's she talking about?
context: But that means you'll miss seeing a lot of things,\like Giraccho, maste,\and pretty and cute MESS-chan!\If you can't see all those kinds of things,\as a Gatchaman...\as a person...\you're not at all... you know?\What's she talking about? response:	You!
context: like Giraccho, maste,\and pretty and cute MESS-chan!\If you can't see all those kinds of things,\as a Gatchaman...\as a person...\you're not at all... you know?\What's she talking about?\You! response:	Like I said, I'm not you!
context: and pretty and cute MESS-chan!\If you can't see all those kinds of things,\as a Gatchaman...\as a person...\you're not at all... you know?\What's she talking about?\You!\Like I said, I'm not you! response:	I'm Hajime!
context: If you can't see all those kinds of things,\as a Gatchaman...\as a person...\you're not at all... you know?\What's she talking about?\You!\Like I said, I'm not you!\I'm Hajime! response:	I'm here.
context: as a Gatchaman...\as a person...\you're not at all... you know?\What's she talking about?\You!\Like I said, I'm not you!\I'm Hajime!\I'm here. response:	I've been right here next to you, Senpai!
context: as a person...\you're not at all... you know?\What's she talking about?\You!\Like I said, I'm not you!\I'm Hajime!\I'm here.\I've been right here next to you, Senpai! response:	C-Cut it out already!
context: you're not at all... you know?\What's she talking about?\You!\Like I said, I'm not you!\I'm Hajime!\I'm here.\I've been right here next to you, Senpai!\C-Cut it out already! response:	Wings of Six, gather at the Spiritual Precipice.
context: What's she talking about?\You!\Like I said, I'm not you!\I'm Hajime!\I'm here.\I've been right here next to you, Senpai!\C-Cut it out already!\Wings of Six, gather at the Spiritual Precipice. response:	A bird with sundered wings has wandered in.
context: You!\Like I said, I'm not you!\I'm Hajime!\I'm here.\I've been right here next to you, Senpai!\C-Cut it out already!\Wings of Six, gather at the Spiritual Precipice.\A bird with sundered wings has wandered in. response:	The bird is no longer sane.
context: Like I said, I'm not you!\I'm Hajime!\I'm here.\I've been right here next to you, Senpai!\C-Cut it out already!\Wings of Six, gather at the Spiritual Precipice.\A bird with sundered wings has wandered in.\The bird is no longer sane. response:	What does this mean?
context: I'm Hajime!\I'm here.\I've been right here next to you, Senpai!\C-Cut it out already!\Wings of Six, gather at the Spiritual Precipice.\A bird with sundered wings has wandered in.\The bird is no longer sane.\What does this mean? response:	Hey!
context: I'm here.\I've been right here next to you, Senpai!\C-Cut it out already!\Wings of Six, gather at the Spiritual Precipice.\A bird with sundered wings has wandered in.\The bird is no longer sane.\What does this mean?\Hey! response:	What are you doing?
context: I've been right here next to you, Senpai!\C-Cut it out already!\Wings of Six, gather at the Spiritual Precipice.\A bird with sundered wings has wandered in.\The bird is no longer sane.\What does this mean?\Hey!\What are you doing? response:	You have to be kidding me...
context: C-Cut it out already!\Wings of Six, gather at the Spiritual Precipice.\A bird with sundered wings has wandered in.\The bird is no longer sane.\What does this mean?\Hey!\What are you doing?\You have to be kidding me... response:	I'm dreamy...
context: Wings of Six, gather at the Spiritual Precipice.\A bird with sundered wings has wandered in.\The bird is no longer sane.\What does this mean?\Hey!\What are you doing?\You have to be kidding me...\I'm dreamy... response:	Oh, hey, JJ.
context: A bird with sundered wings has wandered in.\The bird is no longer sane.\What does this mean?\Hey!\What are you doing?\You have to be kidding me...\I'm dreamy...\Oh, hey, JJ. response:	There's something I've wanted to ask you.
context: The bird is no longer sane.\What does this mean?\Hey!\What are you doing?\You have to be kidding me...\I'm dreamy...\Oh, hey, JJ.\There's something I've wanted to ask you. response:	Wow! Amazing!
context: What does this mean?\Hey!\What are you doing?\You have to be kidding me...\I'm dreamy...\Oh, hey, JJ.\There's something I've wanted to ask you.\Wow! Amazing! response:	I think I saw something...
context: Hey!\What are you doing?\You have to be kidding me...\I'm dreamy...\Oh, hey, JJ.\There's something I've wanted to ask you.\Wow! Amazing!\I think I saw something... response:	Chaos will stand above the head of a demon
context: What are you doing?\You have to be kidding me...\I'm dreamy...\Oh, hey, JJ.\There's something I've wanted to ask you.\Wow! Amazing!\I think I saw something...\Chaos will stand above the head of a demon response:	The head of a demon sounds pretty interesting.
context: You have to be kidding me...\I'm dreamy...\Oh, hey, JJ.\There's something I've wanted to ask you.\Wow! Amazing!\I think I saw something...\Chaos will stand above the head of a demon\The head of a demon sounds pretty interesting. response:	Cut it out.
context: I'm dreamy...\Oh, hey, JJ.\There's something I've wanted to ask you.\Wow! Amazing!\I think I saw something...\Chaos will stand above the head of a demon\The head of a demon sounds pretty interesting.\Cut it out. response:	We're not here to play a game.
context: Oh, hey, JJ.\There's something I've wanted to ask you.\Wow! Amazing!\I think I saw something...\Chaos will stand above the head of a demon\The head of a demon sounds pretty interesting.\Cut it out.\We're not here to play a game. response:	It really is above the head of a demon!
context: There's something I've wanted to ask you.\Wow! Amazing!\I think I saw something...\Chaos will stand above the head of a demon\The head of a demon sounds pretty interesting.\Cut it out.\We're not here to play a game.\It really is above the head of a demon! response:	This time, you will not escape.
context: Wow! Amazing!\I think I saw something...\Chaos will stand above the head of a demon\The head of a demon sounds pretty interesting.\Cut it out.\We're not here to play a game.\It really is above the head of a demon!\This time, you will not escape. response:	Let's go!
context: I think I saw something...\Chaos will stand above the head of a demon\The head of a demon sounds pretty interesting.\Cut it out.\We're not here to play a game.\It really is above the head of a demon!\This time, you will not escape.\Let's go! response:	Amnesia...
context: Chaos will stand above the head of a demon\The head of a demon sounds pretty interesting.\Cut it out.\We're not here to play a game.\It really is above the head of a demon!\This time, you will not escape.\Let's go!\Amnesia... response:	Amnesia Effect!
context: The head of a demon sounds pretty interesting.\Cut it out.\We're not here to play a game.\It really is above the head of a demon!\This time, you will not escape.\Let's go!\Amnesia...\Amnesia Effect! response:	Let's go, Senpai!
context: Cut it out.\We're not here to play a game.\It really is above the head of a demon!\This time, you will not escape.\Let's go!\Amnesia...\Amnesia Effect!\Let's go, Senpai! response:	A-All right.
context: We're not here to play a game.\It really is above the head of a demon!\This time, you will not escape.\Let's go!\Amnesia...\Amnesia Effect!\Let's go, Senpai!\A-All right. response:	Go, Bird!
context: It really is above the head of a demon!\This time, you will not escape.\Let's go!\Amnesia...\Amnesia Effect!\Let's go, Senpai!\A-All right.\Go, Bird! response:	Relinquish the innocent to us!
context: This time, you will not escape.\Let's go!\Amnesia...\Amnesia Effect!\Let's go, Senpai!\A-All right.\Go, Bird!\Relinquish the innocent to us! response:	Maste?
context: Let's go!\Amnesia...\Amnesia Effect!\Let's go, Senpai!\A-All right.\Go, Bird!\Relinquish the innocent to us!\Maste? response:	Sorry, Senpai!
context: Amnesia...\Amnesia Effect!\Let's go, Senpai!\A-All right.\Go, Bird!\Relinquish the innocent to us!\Maste?\Sorry, Senpai! response:	Grands Ciseaux!
context: Amnesia Effect!\Let's go, Senpai!\A-All right.\Go, Bird!\Relinquish the innocent to us!\Maste?\Sorry, Senpai!\Grands Ciseaux! response:	Hey, what are you doing?!
context: Let's go, Senpai!\A-All right.\Go, Bird!\Relinquish the innocent to us!\Maste?\Sorry, Senpai!\Grands Ciseaux!\Hey, what are you doing?! response:	Wings de l'Avenir!
context: A-All right.\Go, Bird!\Relinquish the innocent to us!\Maste?\Sorry, Senpai!\Grands Ciseaux!\Hey, what are you doing?!\Wings de l'Avenir! response:	I'm not going to go snippity-snip!
context: Go, Bird!\Relinquish the innocent to us!\Maste?\Sorry, Senpai!\Grands Ciseaux!\Hey, what are you doing?!\Wings de l'Avenir!\I'm not going to go snippity-snip! response:	MESS-chan!
context: Relinquish the innocent to us!\Maste?\Sorry, Senpai!\Grands Ciseaux!\Hey, what are you doing?!\Wings de l'Avenir!\I'm not going to go snippity-snip!\MESS-chan! response:	Good morning!
context: Maste?\Sorry, Senpai!\Grands Ciseaux!\Hey, what are you doing?!\Wings de l'Avenir!\I'm not going to go snippity-snip!\MESS-chan!\Good morning! response:	Wait, no.
context: Sorry, Senpai!\Grands Ciseaux!\Hey, what are you doing?!\Wings de l'Avenir!\I'm not going to go snippity-snip!\MESS-chan!\Good morning!\Wait, no. response:	Good evening!
context: Grands Ciseaux!\Hey, what are you doing?!\Wings de l'Avenir!\I'm not going to go snippity-snip!\MESS-chan!\Good morning!\Wait, no.\Good evening! response:	Yeah!
context: Hey, what are you doing?!\Wings de l'Avenir!\I'm not going to go snippity-snip!\MESS-chan!\Good morning!\Wait, no.\Good evening!\Yeah! response:	Nice to meet you!
context: Wings de l'Avenir!\I'm not going to go snippity-snip!\MESS-chan!\Good morning!\Wait, no.\Good evening!\Yeah!\Nice to meet you! response:	She's not attacking it?
context: I'm not going to go snippity-snip!\MESS-chan!\Good morning!\Wait, no.\Good evening!\Yeah!\Nice to meet you!\She's not attacking it? response:	MESS-chan, I've wanted to meet you.
context: MESS-chan!\Good morning!\Wait, no.\Good evening!\Yeah!\Nice to meet you!\She's not attacking it?\MESS-chan, I've wanted to meet you. response:	What have you done?
context: Good morning!\Wait, no.\Good evening!\Yeah!\Nice to meet you!\She's not attacking it?\MESS-chan, I've wanted to meet you.\What have you done? response:	I think we've now met!
context: Wait, no.\Good evening!\Yeah!\Nice to meet you!\She's not attacking it?\MESS-chan, I've wanted to meet you.\What have you done?\I think we've now met! response:	Hey, it's not safe.
context: Good evening!\Yeah!\Nice to meet you!\She's not attacking it?\MESS-chan, I've wanted to meet you.\What have you done?\I think we've now met!\Hey, it's not safe. response:	Stop.
context: Yeah!\Nice to meet you!\She's not attacking it?\MESS-chan, I've wanted to meet you.\What have you done?\I think we've now met!\Hey, it's not safe.\Stop. response:	Maybe, but...
context: Nice to meet you!\She's not attacking it?\MESS-chan, I've wanted to meet you.\What have you done?\I think we've now met!\Hey, it's not safe.\Stop.\Maybe, but... response:	Maybe it isn't?
context: She's not attacking it?\MESS-chan, I've wanted to meet you.\What have you done?\I think we've now met!\Hey, it's not safe.\Stop.\Maybe, but...\Maybe it isn't? response:	Huh?
context: MESS-chan, I've wanted to meet you.\What have you done?\I think we've now met!\Hey, it's not safe.\Stop.\Maybe, but...\Maybe it isn't?\Huh? response:	C'mon, Senpai! Now's the time.
context: What have you done?\I think we've now met!\Hey, it's not safe.\Stop.\Maybe, but...\Maybe it isn't?\Huh?\C'mon, Senpai! Now's the time. response:	What?
