context: /** paper motion here response:	Grad ceremony (distant shot)(necessary?)
context: You don't understand girls' feelings at all!\Man, I feel bad for Miho.\I understand Azuki better than you do!\You do not!\You don't have a clue!\There's no way she wouldn't be happy to see you!\Hey, hey, hey!\Cool down a minute, Miyoshi. Saikou, you too. response:	This is a promise we made between the two of us!
context: Man, I feel bad for Miho.\I understand Azuki better than you do!\You do not!\You don't have a clue!\There's no way she wouldn't be happy to see you!\Hey, hey, hey!\Cool down a minute, Miyoshi. Saikou, you too.\This is a promise we made between the two of us! response:	Why would you promise something like that?!
context: I understand Azuki better than you do!\You do not!\You don't have a clue!\There's no way she wouldn't be happy to see you!\Hey, hey, hey!\Cool down a minute, Miyoshi. Saikou, you too.\This is a promise we made between the two of us!\Why would you promise something like that?! response:	Some outsider like you shouldn't be butting in like this!
context: You do not!\You don't have a clue!\There's no way she wouldn't be happy to see you!\Hey, hey, hey!\Cool down a minute, Miyoshi. Saikou, you too.\This is a promise we made between the two of us!\Why would you promise something like that?!\Some outsider like you shouldn't be butting in like this! response:	I knew that wasn't going to go well.
context: You don't have a clue!\There's no way she wouldn't be happy to see you!\Hey, hey, hey!\Cool down a minute, Miyoshi. Saikou, you too.\This is a promise we made between the two of us!\Why would you promise something like that?!\Some outsider like you shouldn't be butting in like this!\I knew that wasn't going to go well. response:	Sorry, Saikou.
context: There's no way she wouldn't be happy to see you!\Hey, hey, hey!\Cool down a minute, Miyoshi. Saikou, you too.\This is a promise we made between the two of us!\Why would you promise something like that?!\Some outsider like you shouldn't be butting in like this!\I knew that wasn't going to go well.\Sorry, Saikou. response:	How about we leave for today?
context: Hey, hey, hey!\Cool down a minute, Miyoshi. Saikou, you too.\This is a promise we made between the two of us!\Why would you promise something like that?!\Some outsider like you shouldn't be butting in like this!\I knew that wasn't going to go well.\Sorry, Saikou.\How about we leave for today? response:	I'll leave the the part of the name I fixed.
context: Cool down a minute, Miyoshi. Saikou, you too.\This is a promise we made between the two of us!\Why would you promise something like that?!\Some outsider like you shouldn't be butting in like this!\I knew that wasn't going to go well.\Sorry, Saikou.\How about we leave for today?\I'll leave the the part of the name I fixed. response:	Miyoshi doesn't mean anything bad.
context: This is a promise we made between the two of us!\Why would you promise something like that?!\Some outsider like you shouldn't be butting in like this!\I knew that wasn't going to go well.\Sorry, Saikou.\How about we leave for today?\I'll leave the the part of the name I fixed.\Miyoshi doesn't mean anything bad. response:	Please understand that.
context: Why would you promise something like that?!\Some outsider like you shouldn't be butting in like this!\I knew that wasn't going to go well.\Sorry, Saikou.\How about we leave for today?\I'll leave the the part of the name I fixed.\Miyoshi doesn't mean anything bad.\Please understand that. response:	You know, that's just how she is.
context: Some outsider like you shouldn't be butting in like this!\I knew that wasn't going to go well.\Sorry, Saikou.\How about we leave for today?\I'll leave the the part of the name I fixed.\Miyoshi doesn't mean anything bad.\Please understand that.\You know, that's just how she is. response:	She gets a little wild sometimes.
context: I knew that wasn't going to go well.\Sorry, Saikou.\How about we leave for today?\I'll leave the the part of the name I fixed.\Miyoshi doesn't mean anything bad.\Please understand that.\You know, that's just how she is.\She gets a little wild sometimes. response:	I known.
context: Sorry, Saikou.\How about we leave for today?\I'll leave the the part of the name I fixed.\Miyoshi doesn't mean anything bad.\Please understand that.\You know, that's just how she is.\She gets a little wild sometimes.\I known. response:	Okay. I'd better follow after Miyoshi.
context: How about we leave for today?\I'll leave the the part of the name I fixed.\Miyoshi doesn't mean anything bad.\Please understand that.\You know, that's just how she is.\She gets a little wild sometimes.\I known.\Okay. I'd better follow after Miyoshi. response:	Later, Saikou.
context: I'll leave the the part of the name I fixed.\Miyoshi doesn't mean anything bad.\Please understand that.\You know, that's just how she is.\She gets a little wild sometimes.\I known.\Okay. I'd better follow after Miyoshi.\Later, Saikou. response:	Right.
context: Miyoshi doesn't mean anything bad.\Please understand that.\You know, that's just how she is.\She gets a little wild sometimes.\I known.\Okay. I'd better follow after Miyoshi.\Later, Saikou.\Right. response:	Azuki's moving.
context: Please understand that.\You know, that's just how she is.\She gets a little wild sometimes.\I known.\Okay. I'd better follow after Miyoshi.\Later, Saikou.\Right.\Azuki's moving. response:	But it's not like she's leaving the country or anything.
context: You know, that's just how she is.\She gets a little wild sometimes.\I known.\Okay. I'd better follow after Miyoshi.\Later, Saikou.\Right.\Azuki's moving.\But it's not like she's leaving the country or anything. response:	And until our dreams come true,
context: She gets a little wild sometimes.\I known.\Okay. I'd better follow after Miyoshi.\Later, Saikou.\Right.\Azuki's moving.\But it's not like she's leaving the country or anything.\And until our dreams come true, response:	no matter where she is, it will be the same.
context: I known.\Okay. I'd better follow after Miyoshi.\Later, Saikou.\Right.\Azuki's moving.\But it's not like she's leaving the country or anything.\And until our dreams come true,\no matter where she is, it will be the same. response:	If we both work hard,
context: Okay. I'd better follow after Miyoshi.\Later, Saikou.\Right.\Azuki's moving.\But it's not like she's leaving the country or anything.\And until our dreams come true,\no matter where she is, it will be the same.\If we both work hard, response:	those dreams will come true sooner.
context: Later, Saikou.\Right.\Azuki's moving.\But it's not like she's leaving the country or anything.\And until our dreams come true,\no matter where she is, it will be the same.\If we both work hard,\those dreams will come true sooner. response:	Until then, just like Uncle,
context: Right.\Azuki's moving.\But it's not like she's leaving the country or anything.\And until our dreams come true,\no matter where she is, it will be the same.\If we both work hard,\those dreams will come true sooner.\Until then, just like Uncle, response:	I'll just look at our graduation album.
context: Azuki's moving.\But it's not like she's leaving the country or anything.\And until our dreams come true,\no matter where she is, it will be the same.\If we both work hard,\those dreams will come true sooner.\Until then, just like Uncle,\I'll just look at our graduation album. response:	We'll encourage each other just through email.
context: But it's not like she's leaving the country or anything.\And until our dreams come true,\no matter where she is, it will be the same.\If we both work hard,\those dreams will come true sooner.\Until then, just like Uncle,\I'll just look at our graduation album.\We'll encourage each other just through email. response:	Damn it!
context: And until our dreams come true,\no matter where she is, it will be the same.\If we both work hard,\those dreams will come true sooner.\Until then, just like Uncle,\I'll just look at our graduation album.\We'll encourage each other just through email.\Damn it! response:	When are we going to get serialized?
context: no matter where she is, it will be the same.\If we both work hard,\those dreams will come true sooner.\Until then, just like Uncle,\I'll just look at our graduation album.\We'll encourage each other just through email.\Damn it!\When are we going to get serialized? response:	Oh!
context: If we both work hard,\those dreams will come true sooner.\Until then, just like Uncle,\I'll just look at our graduation album.\We'll encourage each other just through email.\Damn it!\When are we going to get serialized?\Oh! response:	Saikou, you're early.
context: those dreams will come true sooner.\Until then, just like Uncle,\I'll just look at our graduation album.\We'll encourage each other just through email.\Damn it!\When are we going to get serialized?\Oh!\Saikou, you're early. response:	So are you.
context: Until then, just like Uncle,\I'll just look at our graduation album.\We'll encourage each other just through email.\Damn it!\When are we going to get serialized?\Oh!\Saikou, you're early.\So are you. response:	Well, my parents forgot to turn on the heat.
context: I'll just look at our graduation album.\We'll encourage each other just through email.\Damn it!\When are we going to get serialized?\Oh!\Saikou, you're early.\So are you.\Well, my parents forgot to turn on the heat. response:	There is heating here.
context: We'll encourage each other just through email.\Damn it!\When are we going to get serialized?\Oh!\Saikou, you're early.\So are you.\Well, my parents forgot to turn on the heat.\There is heating here. response:	It's cold out, so I took refuge here.
context: Damn it!\When are we going to get serialized?\Oh!\Saikou, you're early.\So are you.\Well, my parents forgot to turn on the heat.\There is heating here.\It's cold out, so I took refuge here. response:	Heaters sure are nice.
context: When are we going to get serialized?\Oh!\Saikou, you're early.\So are you.\Well, my parents forgot to turn on the heat.\There is heating here.\It's cold out, so I took refuge here.\Heaters sure are nice. response:	Wish I had one.
context: Oh!\Saikou, you're early.\So are you.\Well, my parents forgot to turn on the heat.\There is heating here.\It's cold out, so I took refuge here.\Heaters sure are nice.\Wish I had one. response:	I wonder if someone would buy what's inside my head for around 100 million?
context: Saikou, you're early.\So are you.\Well, my parents forgot to turn on the heat.\There is heating here.\It's cold out, so I took refuge here.\Heaters sure are nice.\Wish I had one.\I wonder if someone would buy what's inside my head for around 100 million? response:	How much do yakiniku do you think you could eat if you had 100 million?
context: So are you.\Well, my parents forgot to turn on the heat.\There is heating here.\It's cold out, so I took refuge here.\Heaters sure are nice.\Wish I had one.\I wonder if someone would buy what's inside my head for around 100 million?\How much do yakiniku do you think you could eat if you had 100 million? response:	Even though I ate all that before,
context: Well, my parents forgot to turn on the heat.\There is heating here.\It's cold out, so I took refuge here.\Heaters sure are nice.\Wish I had one.\I wonder if someone would buy what's inside my head for around 100 million?\How much do yakiniku do you think you could eat if you had 100 million?\Even though I ate all that before, response:	You're the real glutton.
context: There is heating here.\It's cold out, so I took refuge here.\Heaters sure are nice.\Wish I had one.\I wonder if someone would buy what's inside my head for around 100 million?\How much do yakiniku do you think you could eat if you had 100 million?\Even though I ate all that before,\You're the real glutton. response:	It was like you had two bodies, Saikou.
context: It's cold out, so I took refuge here.\Heaters sure are nice.\Wish I had one.\I wonder if someone would buy what's inside my head for around 100 million?\How much do yakiniku do you think you could eat if you had 100 million?\Even though I ate all that before,\You're the real glutton.\It was like you had two bodies, Saikou. response:	Sure was.
context: Heaters sure are nice.\Wish I had one.\I wonder if someone would buy what's inside my head for around 100 million?\How much do yakiniku do you think you could eat if you had 100 million?\Even though I ate all that before,\You're the real glutton.\It was like you had two bodies, Saikou.\Sure was. response:	Thanks, Shuujin.
context: Wish I had one.\I wonder if someone would buy what's inside my head for around 100 million?\How much do yakiniku do you think you could eat if you had 100 million?\Even though I ate all that before,\You're the real glutton.\It was like you had two bodies, Saikou.\Sure was.\Thanks, Shuujin. response:	About what?
context: I wonder if someone would buy what's inside my head for around 100 million?\How much do yakiniku do you think you could eat if you had 100 million?\Even though I ate all that before,\You're the real glutton.\It was like you had two bodies, Saikou.\Sure was.\Thanks, Shuujin.\About what? response:	You were watching out for me.
context: How much do yakiniku do you think you could eat if you had 100 million?\Even though I ate all that before,\You're the real glutton.\It was like you had two bodies, Saikou.\Sure was.\Thanks, Shuujin.\About what?\You were watching out for me. response:	I must apologize to Miyoshi.
context: Even though I ate all that before,\You're the real glutton.\It was like you had two bodies, Saikou.\Sure was.\Thanks, Shuujin.\About what?\You were watching out for me.\I must apologize to Miyoshi. response:	I called her an outsider.
context: You're the real glutton.\It was like you had two bodies, Saikou.\Sure was.\Thanks, Shuujin.\About what?\You were watching out for me.\I must apologize to Miyoshi.\I called her an outsider. response:	She might not forgive me after so long, though.
context: It was like you had two bodies, Saikou.\Sure was.\Thanks, Shuujin.\About what?\You were watching out for me.\I must apologize to Miyoshi.\I called her an outsider.\She might not forgive me after so long, though. response:	Mind if I make a call?
context: Sure was.\Thanks, Shuujin.\About what?\You were watching out for me.\I must apologize to Miyoshi.\I called her an outsider.\She might not forgive me after so long, though.\Mind if I make a call? response:	Huh? To whom?
context: Thanks, Shuujin.\About what?\You were watching out for me.\I must apologize to Miyoshi.\I called her an outsider.\She might not forgive me after so long, though.\Mind if I make a call?\Huh? To whom? response:	Miyoshi.
context: About what?\You were watching out for me.\I must apologize to Miyoshi.\I called her an outsider.\She might not forgive me after so long, though.\Mind if I make a call?\Huh? To whom?\Miyoshi. response:	I'm sorry, Mashiro!
context: You were watching out for me.\I must apologize to Miyoshi.\I called her an outsider.\She might not forgive me after so long, though.\Mind if I make a call?\Huh? To whom?\Miyoshi.\I'm sorry, Mashiro! response:	Huh?
context: I must apologize to Miyoshi.\I called her an outsider.\She might not forgive me after so long, though.\Mind if I make a call?\Huh? To whom?\Miyoshi.\I'm sorry, Mashiro!\Huh? response:	After thinking about it,
context: I called her an outsider.\She might not forgive me after so long, though.\Mind if I make a call?\Huh? To whom?\Miyoshi.\I'm sorry, Mashiro!\Huh?\After thinking about it, response:	I realized this is a matter about how you two feel.
context: She might not forgive me after so long, though.\Mind if I make a call?\Huh? To whom?\Miyoshi.\I'm sorry, Mashiro!\Huh?\After thinking about it,\I realized this is a matter about how you two feel. response:	I lost my cool and couldn't restrain myself.
context: Mind if I make a call?\Huh? To whom?\Miyoshi.\I'm sorry, Mashiro!\Huh?\After thinking about it,\I realized this is a matter about how you two feel.\I lost my cool and couldn't restrain myself. response:	Then I said some things I shouldn't have.
context: Huh? To whom?\Miyoshi.\I'm sorry, Mashiro!\Huh?\After thinking about it,\I realized this is a matter about how you two feel.\I lost my cool and couldn't restrain myself.\Then I said some things I shouldn't have. response:	So I take back what I said yesterday.
context: Miyoshi.\I'm sorry, Mashiro!\Huh?\After thinking about it,\I realized this is a matter about how you two feel.\I lost my cool and couldn't restrain myself.\Then I said some things I shouldn't have.\So I take back what I said yesterday. response:	I'm sorry!
context: I'm sorry, Mashiro!\Huh?\After thinking about it,\I realized this is a matter about how you two feel.\I lost my cool and couldn't restrain myself.\Then I said some things I shouldn't have.\So I take back what I said yesterday.\I'm sorry! response:	It's okay, Miyoshi.
context: Huh?\After thinking about it,\I realized this is a matter about how you two feel.\I lost my cool and couldn't restrain myself.\Then I said some things I shouldn't have.\So I take back what I said yesterday.\I'm sorry!\It's okay, Miyoshi. response:	But...
context: After thinking about it,\I realized this is a matter about how you two feel.\I lost my cool and couldn't restrain myself.\Then I said some things I shouldn't have.\So I take back what I said yesterday.\I'm sorry!\It's okay, Miyoshi.\But... response:	I said some mean things when I got angry, too,
context: I realized this is a matter about how you two feel.\I lost my cool and couldn't restrain myself.\Then I said some things I shouldn't have.\So I take back what I said yesterday.\I'm sorry!\It's okay, Miyoshi.\But...\I said some mean things when I got angry, too, response:	so we're in the same boat.
context: I lost my cool and couldn't restrain myself.\Then I said some things I shouldn't have.\So I take back what I said yesterday.\I'm sorry!\It's okay, Miyoshi.\But...\I said some mean things when I got angry, too,\so we're in the same boat. response:	Mashiro...
context: Then I said some things I shouldn't have.\So I take back what I said yesterday.\I'm sorry!\It's okay, Miyoshi.\But...\I said some mean things when I got angry, too,\so we're in the same boat.\Mashiro... response:	Anyway, thanks for worrying about us.
context: So I take back what I said yesterday.\I'm sorry!\It's okay, Miyoshi.\But...\I said some mean things when I got angry, too,\so we're in the same boat.\Mashiro...\Anyway, thanks for worrying about us. response:	Ah, now it's all good.
context: I'm sorry!\It's okay, Miyoshi.\But...\I said some mean things when I got angry, too,\so we're in the same boat.\Mashiro...\Anyway, thanks for worrying about us.\Ah, now it's all good. response:	I kind of feel like we dragged you into all of this, Shuujin.
context: It's okay, Miyoshi.\But...\I said some mean things when I got angry, too,\so we're in the same boat.\Mashiro...\Anyway, thanks for worrying about us.\Ah, now it's all good.\I kind of feel like we dragged you into all of this, Shuujin. response:	It's just your imagination.
context: But...\I said some mean things when I got angry, too,\so we're in the same boat.\Mashiro...\Anyway, thanks for worrying about us.\Ah, now it's all good.\I kind of feel like we dragged you into all of this, Shuujin.\It's just your imagination. response:	We're here.
context: I said some mean things when I got angry, too,\so we're in the same boat.\Mashiro...\Anyway, thanks for worrying about us.\Ah, now it's all good.\I kind of feel like we dragged you into all of this, Shuujin.\It's just your imagination.\We're here. response:	How did it go?
context: so we're in the same boat.\Mashiro...\Anyway, thanks for worrying about us.\Ah, now it's all good.\I kind of feel like we dragged you into all of this, Shuujin.\It's just your imagination.\We're here.\How did it go? response:	The name was OK'd.
context: Mashiro...\Anyway, thanks for worrying about us.\Ah, now it's all good.\I kind of feel like we dragged you into all of this, Shuujin.\It's just your imagination.\We're here.\How did it go?\The name was OK'd. response:	I don't really understand,
context: Anyway, thanks for worrying about us.\Ah, now it's all good.\I kind of feel like we dragged you into all of this, Shuujin.\It's just your imagination.\We're here.\How did it go?\The name was OK'd.\I don't really understand, response:	but that means you're making progress, right?
context: Ah, now it's all good.\I kind of feel like we dragged you into all of this, Shuujin.\It's just your imagination.\We're here.\How did it go?\The name was OK'd.\I don't really understand,\but that means you're making progress, right? response:	Yeah.
context: I kind of feel like we dragged you into all of this, Shuujin.\It's just your imagination.\We're here.\How did it go?\The name was OK'd.\I don't really understand,\but that means you're making progress, right?\Yeah. response:	Great!
context: It's just your imagination.\We're here.\How did it go?\The name was OK'd.\I don't really understand,\but that means you're making progress, right?\Yeah.\Great! response:	Now we can finally make it a manuscript.
context: We're here.\How did it go?\The name was OK'd.\I don't really understand,\but that means you're making progress, right?\Yeah.\Great!\Now we can finally make it a manuscript. response:	Oh, you still have to do that?
context: How did it go?\The name was OK'd.\I don't really understand,\but that means you're making progress, right?\Yeah.\Great!\Now we can finally make it a manuscript.\Oh, you still have to do that? response:	Yeah, now it's the real deal.
context: The name was OK'd.\I don't really understand,\but that means you're making progress, right?\Yeah.\Great!\Now we can finally make it a manuscript.\Oh, you still have to do that?\Yeah, now it's the real deal. response:	Inking, backgrounds, filling in darks, tones, effects, whiting...
context: I don't really understand,\but that means you're making progress, right?\Yeah.\Great!\Now we can finally make it a manuscript.\Oh, you still have to do that?\Yeah, now it's the real deal.\Inking, backgrounds, filling in darks, tones, effects, whiting... response:	Woah, there's a lot to do.
context: but that means you're making progress, right?\Yeah.\Great!\Now we can finally make it a manuscript.\Oh, you still have to do that?\Yeah, now it's the real deal.\Inking, backgrounds, filling in darks, tones, effects, whiting...\Woah, there's a lot to do. response:	Being a mangaka is quite hard, huh?
context: Yeah.\Great!\Now we can finally make it a manuscript.\Oh, you still have to do that?\Yeah, now it's the real deal.\Inking, backgrounds, filling in darks, tones, effects, whiting...\Woah, there's a lot to do.\Being a mangaka is quite hard, huh? response:	So you finally get it?
context: Great!\Now we can finally make it a manuscript.\Oh, you still have to do that?\Yeah, now it's the real deal.\Inking, backgrounds, filling in darks, tones, effects, whiting...\Woah, there's a lot to do.\Being a mangaka is quite hard, huh?\So you finally get it? response:	What is it?
context: Now we can finally make it a manuscript.\Oh, you still have to do that?\Yeah, now it's the real deal.\Inking, backgrounds, filling in darks, tones, effects, whiting...\Woah, there's a lot to do.\Being a mangaka is quite hard, huh?\So you finally get it?\What is it? response:	I kind of thought we could go out together,
context: Oh, you still have to do that?\Yeah, now it's the real deal.\Inking, backgrounds, filling in darks, tones, effects, whiting...\Woah, there's a lot to do.\Being a mangaka is quite hard, huh?\So you finally get it?\What is it?\I kind of thought we could go out together, response:	but it looks like you're busy.
context: Yeah, now it's the real deal.\Inking, backgrounds, filling in darks, tones, effects, whiting...\Woah, there's a lot to do.\Being a mangaka is quite hard, huh?\So you finally get it?\What is it?\I kind of thought we could go out together,\but it looks like you're busy. response:	Sorry.
context: Inking, backgrounds, filling in darks, tones, effects, whiting...\Woah, there's a lot to do.\Being a mangaka is quite hard, huh?\So you finally get it?\What is it?\I kind of thought we could go out together,\but it looks like you're busy.\Sorry. response:	Go ahead.
context: Woah, there's a lot to do.\Being a mangaka is quite hard, huh?\So you finally get it?\What is it?\I kind of thought we could go out together,\but it looks like you're busy.\Sorry.\Go ahead. response:	Really?
context: Being a mangaka is quite hard, huh?\So you finally get it?\What is it?\I kind of thought we could go out together,\but it looks like you're busy.\Sorry.\Go ahead.\Really? response:	I was planning to leave early today, too.
context: So you finally get it?\What is it?\I kind of thought we could go out together,\but it looks like you're busy.\Sorry.\Go ahead.\Really?\I was planning to leave early today, too. response:	We're not starting for real stuff until tomorrow.
context: What is it?\I kind of thought we could go out together,\but it looks like you're busy.\Sorry.\Go ahead.\Really?\I was planning to leave early today, too.\We're not starting for real stuff until tomorrow. response:	Are you really leaving early?
context: I kind of thought we could go out together,\but it looks like you're busy.\Sorry.\Go ahead.\Really?\I was planning to leave early today, too.\We're not starting for real stuff until tomorrow.\Are you really leaving early? response:	Yeah, that's the plan.
context: but it looks like you're busy.\Sorry.\Go ahead.\Really?\I was planning to leave early today, too.\We're not starting for real stuff until tomorrow.\Are you really leaving early?\Yeah, that's the plan. response:	So is it okay if we leave?
context: Sorry.\Go ahead.\Really?\I was planning to leave early today, too.\We're not starting for real stuff until tomorrow.\Are you really leaving early?\Yeah, that's the plan.\So is it okay if we leave? response:	Have fun.
context: Go ahead.\Really?\I was planning to leave early today, too.\We're not starting for real stuff until tomorrow.\Are you really leaving early?\Yeah, that's the plan.\So is it okay if we leave?\Have fun. response:	Thank you, Mashiro.
context: Really?\I was planning to leave early today, too.\We're not starting for real stuff until tomorrow.\Are you really leaving early?\Yeah, that's the plan.\So is it okay if we leave?\Have fun.\Thank you, Mashiro. response:	Thanks for the hard work.
context: I was planning to leave early today, too.\We're not starting for real stuff until tomorrow.\Are you really leaving early?\Yeah, that's the plan.\So is it okay if we leave?\Have fun.\Thank you, Mashiro.\Thanks for the hard work. response:	Yeah.
context: We're not starting for real stuff until tomorrow.\Are you really leaving early?\Yeah, that's the plan.\So is it okay if we leave?\Have fun.\Thank you, Mashiro.\Thanks for the hard work.\Yeah. response:	Do your best!
context: Are you really leaving early?\Yeah, that's the plan.\So is it okay if we leave?\Have fun.\Thank you, Mashiro.\Thanks for the hard work.\Yeah.\Do your best! response:	Thank you.
context: Yeah, that's the plan.\So is it okay if we leave?\Have fun.\Thank you, Mashiro.\Thanks for the hard work.\Yeah.\Do your best!\Thank you. response:	So, where do you want to go?
context: So is it okay if we leave?\Have fun.\Thank you, Mashiro.\Thanks for the hard work.\Yeah.\Do your best!\Thank you.\So, where do you want to go? response:	We don't have much time, though.
context: Have fun.\Thank you, Mashiro.\Thanks for the hard work.\Yeah.\Do your best!\Thank you.\So, where do you want to go?\We don't have much time, though. response:	Our usual park?
context: Thank you, Mashiro.\Thanks for the hard work.\Yeah.\Do your best!\Thank you.\So, where do you want to go?\We don't have much time, though.\Our usual park? response:	You're really okay with here?
context: Thanks for the hard work.\Yeah.\Do your best!\Thank you.\So, where do you want to go?\We don't have much time, though.\Our usual park?\You're really okay with here? response:	Yes.
context: Yeah.\Do your best!\Thank you.\So, where do you want to go?\We don't have much time, though.\Our usual park?\You're really okay with here?\Yes. response:	Ah, I see.
context: Do your best!\Thank you.\So, where do you want to go?\We don't have much time, though.\Our usual park?\You're really okay with here?\Yes.\Ah, I see. response:	Hey.
context: Thank you.\So, where do you want to go?\We don't have much time, though.\Our usual park?\You're really okay with here?\Yes.\Ah, I see.\Hey. response:	Hmm?
context: So, where do you want to go?\We don't have much time, though.\Our usual park?\You're really okay with here?\Yes.\Ah, I see.\Hey.\Hmm? response:	Even though Mashiro said all that,
context: We don't have much time, though.\Our usual park?\You're really okay with here?\Yes.\Ah, I see.\Hey.\Hmm?\Even though Mashiro said all that, response:	there's no way he's going home.
context: Our usual park?\You're really okay with here?\Yes.\Ah, I see.\Hey.\Hmm?\Even though Mashiro said all that,\there's no way he's going home. response:	They're not going to meet until their dreams come true,
context: You're really okay with here?\Yes.\Ah, I see.\Hey.\Hmm?\Even though Mashiro said all that,\there's no way he's going home.\They're not going to meet until their dreams come true, response:	so he's doing his best with manga so he can see Azuki even one day sooner.
context: Yes.\Ah, I see.\Hey.\Hmm?\Even though Mashiro said all that,\there's no way he's going home.\They're not going to meet until their dreams come true,\so he's doing his best with manga so he can see Azuki even one day sooner. response:	Don't you think so?
context: Ah, I see.\Hey.\Hmm?\Even though Mashiro said all that,\there's no way he's going home.\They're not going to meet until their dreams come true,\so he's doing his best with manga so he can see Azuki even one day sooner.\Don't you think so? response:	Looks like you're starting to understand Saikou a little bit, too.
context: Hey.\Hmm?\Even though Mashiro said all that,\there's no way he's going home.\They're not going to meet until their dreams come true,\so he's doing his best with manga so he can see Azuki even one day sooner.\Don't you think so?\Looks like you're starting to understand Saikou a little bit, too. response:	So then, Mashiro really wants to see Miho a lot, right?
context: Hmm?\Even though Mashiro said all that,\there's no way he's going home.\They're not going to meet until their dreams come true,\so he's doing his best with manga so he can see Azuki even one day sooner.\Don't you think so?\Looks like you're starting to understand Saikou a little bit, too.\So then, Mashiro really wants to see Miho a lot, right? response:	Miho does, too.
context: Even though Mashiro said all that,\there's no way he's going home.\They're not going to meet until their dreams come true,\so he's doing his best with manga so he can see Azuki even one day sooner.\Don't you think so?\Looks like you're starting to understand Saikou a little bit, too.\So then, Mashiro really wants to see Miho a lot, right?\Miho does, too. response:	Those two really won't let this go.
context: there's no way he's going home.\They're not going to meet until their dreams come true,\so he's doing his best with manga so he can see Azuki even one day sooner.\Don't you think so?\Looks like you're starting to understand Saikou a little bit, too.\So then, Mashiro really wants to see Miho a lot, right?\Miho does, too.\Those two really won't let this go. response:	Aren't you not interfering with those two anymore?
context: They're not going to meet until their dreams come true,\so he's doing his best with manga so he can see Azuki even one day sooner.\Don't you think so?\Looks like you're starting to understand Saikou a little bit, too.\So then, Mashiro really wants to see Miho a lot, right?\Miho does, too.\Those two really won't let this go.\Aren't you not interfering with those two anymore? response:	Yeah, but...
context: so he's doing his best with manga so he can see Azuki even one day sooner.\Don't you think so?\Looks like you're starting to understand Saikou a little bit, too.\So then, Mashiro really wants to see Miho a lot, right?\Miho does, too.\Those two really won't let this go.\Aren't you not interfering with those two anymore?\Yeah, but... response:	Then leave it alone.
context: Don't you think so?\Looks like you're starting to understand Saikou a little bit, too.\So then, Mashiro really wants to see Miho a lot, right?\Miho does, too.\Those two really won't let this go.\Aren't you not interfering with those two anymore?\Yeah, but...\Then leave it alone. response:	You're poking your nose in too much.
context: Looks like you're starting to understand Saikou a little bit, too.\So then, Mashiro really wants to see Miho a lot, right?\Miho does, too.\Those two really won't let this go.\Aren't you not interfering with those two anymore?\Yeah, but...\Then leave it alone.\You're poking your nose in too much. response:	Recently, at school...
context: So then, Mashiro really wants to see Miho a lot, right?\Miho does, too.\Those two really won't let this go.\Aren't you not interfering with those two anymore?\Yeah, but...\Then leave it alone.\You're poking your nose in too much.\Recently, at school... response:	Miho and Mashiro have been acting awkward.
context: Miho does, too.\Those two really won't let this go.\Aren't you not interfering with those two anymore?\Yeah, but...\Then leave it alone.\You're poking your nose in too much.\Recently, at school...\Miho and Mashiro have been acting awkward. response:	It's like they're avoiding each other.
context: Those two really won't let this go.\Aren't you not interfering with those two anymore?\Yeah, but...\Then leave it alone.\You're poking your nose in too much.\Recently, at school...\Miho and Mashiro have been acting awkward.\It's like they're avoiding each other. response:	They may be together until graduation, but...
context: Aren't you not interfering with those two anymore?\Yeah, but...\Then leave it alone.\You're poking your nose in too much.\Recently, at school...\Miho and Mashiro have been acting awkward.\It's like they're avoiding each other.\They may be together until graduation, but... response:	are they really all right with these being their memories of the end of middle school?
context: Yeah, but...\Then leave it alone.\You're poking your nose in too much.\Recently, at school...\Miho and Mashiro have been acting awkward.\It's like they're avoiding each other.\They may be together until graduation, but...\are they really all right with these being their memories of the end of middle school? response:	I feel bad for both of them.
context: Then leave it alone.\You're poking your nose in too much.\Recently, at school...\Miho and Mashiro have been acting awkward.\It's like they're avoiding each other.\They may be together until graduation, but...\are they really all right with these being their memories of the end of middle school?\I feel bad for both of them. response:	You really are poking your nose in.
context: You're poking your nose in too much.\Recently, at school...\Miho and Mashiro have been acting awkward.\It's like they're avoiding each other.\They may be together until graduation, but...\are they really all right with these being their memories of the end of middle school?\I feel bad for both of them.\You really are poking your nose in. response:	But...
context: Recently, at school...\Miho and Mashiro have been acting awkward.\It's like they're avoiding each other.\They may be together until graduation, but...\are they really all right with these being their memories of the end of middle school?\I feel bad for both of them.\You really are poking your nose in.\But... response:	I kind of like that about you.
context: Miho and Mashiro have been acting awkward.\It's like they're avoiding each other.\They may be together until graduation, but...\are they really all right with these being their memories of the end of middle school?\I feel bad for both of them.\You really are poking your nose in.\But...\I kind of like that about you. response:	Say that again!
context: It's like they're avoiding each other.\They may be together until graduation, but...\are they really all right with these being their memories of the end of middle school?\I feel bad for both of them.\You really are poking your nose in.\But...\I kind of like that about you.\Say that again! response:	My heart wasn't ready!
context: They may be together until graduation, but...\are they really all right with these being their memories of the end of middle school?\I feel bad for both of them.\You really are poking your nose in.\But...\I kind of like that about you.\Say that again!\My heart wasn't ready! response:	I I kind of don't want to.
context: are they really all right with these being their memories of the end of middle school?\I feel bad for both of them.\You really are poking your nose in.\But...\I kind of like that about you.\Say that again!\My heart wasn't ready!\I I kind of don't want to. response:	II kind of don't want to.
