context: This Scissor Blade was left behind by the person who killed my father! response:	You're going to tell me!
context: She's talking to her clothes... How thoroughly disappointing.\Wake up, damn it! Hey! What's your problem?!\Die!\Screw you! There's a reason\What, a love game? No challenge whatsoever...\Oh, dear...\You awake, Ryuko?\Wait, aren't you a teacher? response:	That's right.
context: Wake up, damn it! Hey! What's your problem?!\Die!\Screw you! There's a reason\What, a love game? No challenge whatsoever...\Oh, dear...\You awake, Ryuko?\Wait, aren't you a teacher?\That's right. response:	I'm your homeroom teacher, Aikuro Mikisugi.
context: Die!\Screw you! There's a reason\What, a love game? No challenge whatsoever...\Oh, dear...\You awake, Ryuko?\Wait, aren't you a teacher?\That's right.\I'm your homeroom teacher, Aikuro Mikisugi. response:	AIKURO MIKISUGI
context: Screw you! There's a reason\What, a love game? No challenge whatsoever...\Oh, dear...\You awake, Ryuko?\Wait, aren't you a teacher?\That's right.\I'm your homeroom teacher, Aikuro Mikisugi.\AIKURO MIKISUGI response:	Talk about your crazy extracurricular lessons...
context: What, a love game? No challenge whatsoever...\Oh, dear...\You awake, Ryuko?\Wait, aren't you a teacher?\That's right.\I'm your homeroom teacher, Aikuro Mikisugi.\AIKURO MIKISUGI\Talk about your crazy extracurricular lessons... response:	Hang on, you didn't undress me, did you?!
context: Oh, dear...\You awake, Ryuko?\Wait, aren't you a teacher?\That's right.\I'm your homeroom teacher, Aikuro Mikisugi.\AIKURO MIKISUGI\Talk about your crazy extracurricular lessons...\Hang on, you didn't undress me, did you?! response:	Yes, I thought I would teach you a few things...
context: You awake, Ryuko?\Wait, aren't you a teacher?\That's right.\I'm your homeroom teacher, Aikuro Mikisugi.\AIKURO MIKISUGI\Talk about your crazy extracurricular lessons...\Hang on, you didn't undress me, did you?!\Yes, I thought I would teach you a few things... response:	about your body.
context: Wait, aren't you a teacher?\That's right.\I'm your homeroom teacher, Aikuro Mikisugi.\AIKURO MIKISUGI\Talk about your crazy extracurricular lessons...\Hang on, you didn't undress me, did you?!\Yes, I thought I would teach you a few things...\about your body. response:	You perverted son of a bitch!
context: That's right.\I'm your homeroom teacher, Aikuro Mikisugi.\AIKURO MIKISUGI\Talk about your crazy extracurricular lessons...\Hang on, you didn't undress me, did you?!\Yes, I thought I would teach you a few things...\about your body.\You perverted son of a bitch! response:	Wait, what?! My body won't move!
context: I'm your homeroom teacher, Aikuro Mikisugi.\AIKURO MIKISUGI\Talk about your crazy extracurricular lessons...\Hang on, you didn't undress me, did you?!\Yes, I thought I would teach you a few things...\about your body.\You perverted son of a bitch!\Wait, what?! My body won't move! response:	Calm yourself.
context: AIKURO MIKISUGI\Talk about your crazy extracurricular lessons...\Hang on, you didn't undress me, did you?!\Yes, I thought I would teach you a few things...\about your body.\You perverted son of a bitch!\Wait, what?! My body won't move!\Calm yourself. response:	What did you do?!
context: Talk about your crazy extracurricular lessons...\Hang on, you didn't undress me, did you?!\Yes, I thought I would teach you a few things...\about your body.\You perverted son of a bitch!\Wait, what?! My body won't move!\Calm yourself.\What did you do?! response:	Anesthetic acupuncture.
context: Hang on, you didn't undress me, did you?!\Yes, I thought I would teach you a few things...\about your body.\You perverted son of a bitch!\Wait, what?! My body won't move!\Calm yourself.\What did you do?!\Anesthetic acupuncture. response:	You seem a little hot-blooded at the moment,
context: Yes, I thought I would teach you a few things...\about your body.\You perverted son of a bitch!\Wait, what?! My body won't move!\Calm yourself.\What did you do?!\Anesthetic acupuncture.\You seem a little hot-blooded at the moment, response:	so I'm going to draw a little.
context: about your body.\You perverted son of a bitch!\Wait, what?! My body won't move!\Calm yourself.\What did you do?!\Anesthetic acupuncture.\You seem a little hot-blooded at the moment,\so I'm going to draw a little. response:	No, don't! I hate needles!
context: You perverted son of a bitch!\Wait, what?! My body won't move!\Calm yourself.\What did you do?!\Anesthetic acupuncture.\You seem a little hot-blooded at the moment,\so I'm going to draw a little.\No, don't! I hate needles! response:	Allow me to tell you why your Kamui didn't activate earlier.
context: Wait, what?! My body won't move!\Calm yourself.\What did you do?!\Anesthetic acupuncture.\You seem a little hot-blooded at the moment,\so I'm going to draw a little.\No, don't! I hate needles!\Allow me to tell you why your Kamui didn't activate earlier. response:	More! Feed me more!
context: Calm yourself.\What did you do?!\Anesthetic acupuncture.\You seem a little hot-blooded at the moment,\so I'm going to draw a little.\No, don't! I hate needles!\Allow me to tell you why your Kamui didn't activate earlier.\More! Feed me more! response:	Feed me more blood!
context: What did you do?!\Anesthetic acupuncture.\You seem a little hot-blooded at the moment,\so I'm going to draw a little.\No, don't! I hate needles!\Allow me to tell you why your Kamui didn't activate earlier.\More! Feed me more!\Feed me more blood! response:	You awake, Senketsu?
context: Anesthetic acupuncture.\You seem a little hot-blooded at the moment,\so I'm going to draw a little.\No, don't! I hate needles!\Allow me to tell you why your Kamui didn't activate earlier.\More! Feed me more!\Feed me more blood!\You awake, Senketsu? response:	Ryuko?
context: You seem a little hot-blooded at the moment,\so I'm going to draw a little.\No, don't! I hate needles!\Allow me to tell you why your Kamui didn't activate earlier.\More! Feed me more!\Feed me more blood!\You awake, Senketsu?\Ryuko? response:	Dumbass, why didn't you wake up when I needed you?!
context: so I'm going to draw a little.\No, don't! I hate needles!\Allow me to tell you why your Kamui didn't activate earlier.\More! Feed me more!\Feed me more blood!\You awake, Senketsu?\Ryuko?\Dumbass, why didn't you wake up when I needed you?! response:	Now, now, calm down.
context: No, don't! I hate needles!\Allow me to tell you why your Kamui didn't activate earlier.\More! Feed me more!\Feed me more blood!\You awake, Senketsu?\Ryuko?\Dumbass, why didn't you wake up when I needed you?!\Now, now, calm down. response:	You understand now, right?
context: Allow me to tell you why your Kamui didn't activate earlier.\More! Feed me more!\Feed me more blood!\You awake, Senketsu?\Ryuko?\Dumbass, why didn't you wake up when I needed you?!\Now, now, calm down.\You understand now, right? response:	Understand what?
context: More! Feed me more!\Feed me more blood!\You awake, Senketsu?\Ryuko?\Dumbass, why didn't you wake up when I needed you?!\Now, now, calm down.\You understand now, right?\Understand what? response:	This Kamui is awakened by your blood.
context: Feed me more blood!\You awake, Senketsu?\Ryuko?\Dumbass, why didn't you wake up when I needed you?!\Now, now, calm down.\You understand now, right?\Understand what?\This Kamui is awakened by your blood. response:	What's this Kamui thing you keep talking about?
context: You awake, Senketsu?\Ryuko?\Dumbass, why didn't you wake up when I needed you?!\Now, now, calm down.\You understand now, right?\Understand what?\This Kamui is awakened by your blood.\What's this Kamui thing you keep talking about? response:	You mean this sailor uniform?
context: Ryuko?\Dumbass, why didn't you wake up when I needed you?!\Now, now, calm down.\You understand now, right?\Understand what?\This Kamui is awakened by your blood.\What's this Kamui thing you keep talking about?\You mean this sailor uniform? response:	That's right.
context: Dumbass, why didn't you wake up when I needed you?!\Now, now, calm down.\You understand now, right?\Understand what?\This Kamui is awakened by your blood.\What's this Kamui thing you keep talking about?\You mean this sailor uniform?\That's right. response:	It's a uniform constructed by your father,
context: Now, now, calm down.\You understand now, right?\Understand what?\This Kamui is awakened by your blood.\What's this Kamui thing you keep talking about?\You mean this sailor uniform?\That's right.\It's a uniform constructed by your father, response:	Isshin Matoi, whose power surpasses that of the Goku Uniforms.
context: You understand now, right?\Understand what?\This Kamui is awakened by your blood.\What's this Kamui thing you keep talking about?\You mean this sailor uniform?\That's right.\It's a uniform constructed by your father,\Isshin Matoi, whose power surpasses that of the Goku Uniforms. response:	Only someone who can master wearing this
context: Understand what?\This Kamui is awakened by your blood.\What's this Kamui thing you keep talking about?\You mean this sailor uniform?\That's right.\It's a uniform constructed by your father,\Isshin Matoi, whose power surpasses that of the Goku Uniforms.\Only someone who can master wearing this response:	can fight against Satsuki Kiryuin.
context: This Kamui is awakened by your blood.\What's this Kamui thing you keep talking about?\You mean this sailor uniform?\That's right.\It's a uniform constructed by your father,\Isshin Matoi, whose power surpasses that of the Goku Uniforms.\Only someone who can master wearing this\can fight against Satsuki Kiryuin. response:	Who the hell are you?
context: What's this Kamui thing you keep talking about?\You mean this sailor uniform?\That's right.\It's a uniform constructed by your father,\Isshin Matoi, whose power surpasses that of the Goku Uniforms.\Only someone who can master wearing this\can fight against Satsuki Kiryuin.\Who the hell are you? response:	Prove to me that you are someone who deserves an answer.
context: You mean this sailor uniform?\That's right.\It's a uniform constructed by your father,\Isshin Matoi, whose power surpasses that of the Goku Uniforms.\Only someone who can master wearing this\can fight against Satsuki Kiryuin.\Who the hell are you?\Prove to me that you are someone who deserves an answer. response:	Come again?
context: That's right.\It's a uniform constructed by your father,\Isshin Matoi, whose power surpasses that of the Goku Uniforms.\Only someone who can master wearing this\can fight against Satsuki Kiryuin.\Who the hell are you?\Prove to me that you are someone who deserves an answer.\Come again? response:	The first order of business is Tennis Club Captain Omiko Hakodate.
context: It's a uniform constructed by your father,\Isshin Matoi, whose power surpasses that of the Goku Uniforms.\Only someone who can master wearing this\can fight against Satsuki Kiryuin.\Who the hell are you?\Prove to me that you are someone who deserves an answer.\Come again?\The first order of business is Tennis Club Captain Omiko Hakodate. response:	If you can't master this Kamui and defeat her,
context: Isshin Matoi, whose power surpasses that of the Goku Uniforms.\Only someone who can master wearing this\can fight against Satsuki Kiryuin.\Who the hell are you?\Prove to me that you are someone who deserves an answer.\Come again?\The first order of business is Tennis Club Captain Omiko Hakodate.\If you can't master this Kamui and defeat her, response:	you don't stand a chance against Satsuki Kiryuin.
context: Only someone who can master wearing this\can fight against Satsuki Kiryuin.\Who the hell are you?\Prove to me that you are someone who deserves an answer.\Come again?\The first order of business is Tennis Club Captain Omiko Hakodate.\If you can't master this Kamui and defeat her,\you don't stand a chance against Satsuki Kiryuin. response:	Better get a move on, afternoon classes are starting.
context: can fight against Satsuki Kiryuin.\Who the hell are you?\Prove to me that you are someone who deserves an answer.\Come again?\The first order of business is Tennis Club Captain Omiko Hakodate.\If you can't master this Kamui and defeat her,\you don't stand a chance against Satsuki Kiryuin.\Better get a move on, afternoon classes are starting. response:	Use this Seki Tekko from now on.
context: Who the hell are you?\Prove to me that you are someone who deserves an answer.\Come again?\The first order of business is Tennis Club Captain Omiko Hakodate.\If you can't master this Kamui and defeat her,\you don't stand a chance against Satsuki Kiryuin.\Better get a move on, afternoon classes are starting.\Use this Seki Tekko from now on. response:	It will make it easier for you to provide it with blood.
context: Prove to me that you are someone who deserves an answer.\Come again?\The first order of business is Tennis Club Captain Omiko Hakodate.\If you can't master this Kamui and defeat her,\you don't stand a chance against Satsuki Kiryuin.\Better get a move on, afternoon classes are starting.\Use this Seki Tekko from now on.\It will make it easier for you to provide it with blood. response:	SEKI TEKKO
context: Come again?\The first order of business is Tennis Club Captain Omiko Hakodate.\If you can't master this Kamui and defeat her,\you don't stand a chance against Satsuki Kiryuin.\Better get a move on, afternoon classes are starting.\Use this Seki Tekko from now on.\It will make it easier for you to provide it with blood.\SEKI TEKKO response:	Fine. I'll pound that tennis club president into the dirt,
context: The first order of business is Tennis Club Captain Omiko Hakodate.\If you can't master this Kamui and defeat her,\you don't stand a chance against Satsuki Kiryuin.\Better get a move on, afternoon classes are starting.\Use this Seki Tekko from now on.\It will make it easier for you to provide it with blood.\SEKI TEKKO\Fine. I'll pound that tennis club president into the dirt, response:	and then you're gonna tell me everything I want to know.
context: If you can't master this Kamui and defeat her,\you don't stand a chance against Satsuki Kiryuin.\Better get a move on, afternoon classes are starting.\Use this Seki Tekko from now on.\It will make it easier for you to provide it with blood.\SEKI TEKKO\Fine. I'll pound that tennis club president into the dirt,\and then you're gonna tell me everything I want to know. response:	Looking good, Hakodate.
context: you don't stand a chance against Satsuki Kiryuin.\Better get a move on, afternoon classes are starting.\Use this Seki Tekko from now on.\It will make it easier for you to provide it with blood.\SEKI TEKKO\Fine. I'll pound that tennis club president into the dirt,\and then you're gonna tell me everything I want to know.\Looking good, Hakodate. response:	Thank you. It is all thanks to this
context: Better get a move on, afternoon classes are starting.\Use this Seki Tekko from now on.\It will make it easier for you to provide it with blood.\SEKI TEKKO\Fine. I'll pound that tennis club president into the dirt,\and then you're gonna tell me everything I want to know.\Looking good, Hakodate.\Thank you. It is all thanks to this response:	Tennis-spec Goku Uniform I received from Lady Satsuki.
context: Use this Seki Tekko from now on.\It will make it easier for you to provide it with blood.\SEKI TEKKO\Fine. I'll pound that tennis club president into the dirt,\and then you're gonna tell me everything I want to know.\Looking good, Hakodate.\Thank you. It is all thanks to this\Tennis-spec Goku Uniform I received from Lady Satsuki. response:	The Tennis Club shall subjugate Hokkaido without fail.
context: It will make it easier for you to provide it with blood.\SEKI TEKKO\Fine. I'll pound that tennis club president into the dirt,\and then you're gonna tell me everything I want to know.\Looking good, Hakodate.\Thank you. It is all thanks to this\Tennis-spec Goku Uniform I received from Lady Satsuki.\The Tennis Club shall subjugate Hokkaido without fail. response:	What's that about?
context: SEKI TEKKO\Fine. I'll pound that tennis club president into the dirt,\and then you're gonna tell me everything I want to know.\Looking good, Hakodate.\Thank you. It is all thanks to this\Tennis-spec Goku Uniform I received from Lady Satsuki.\The Tennis Club shall subjugate Hokkaido without fail.\What's that about? response:	We have an unmotivated club member, so we are purging her.
context: Fine. I'll pound that tennis club president into the dirt,\and then you're gonna tell me everything I want to know.\Looking good, Hakodate.\Thank you. It is all thanks to this\Tennis-spec Goku Uniform I received from Lady Satsuki.\The Tennis Club shall subjugate Hokkaido without fail.\What's that about?\We have an unmotivated club member, so we are purging her. response:	Not so fast, people!
context: and then you're gonna tell me everything I want to know.\Looking good, Hakodate.\Thank you. It is all thanks to this\Tennis-spec Goku Uniform I received from Lady Satsuki.\The Tennis Club shall subjugate Hokkaido without fail.\What's that about?\We have an unmotivated club member, so we are purging her.\Not so fast, people! response:	Ryuko!
context: Looking good, Hakodate.\Thank you. It is all thanks to this\Tennis-spec Goku Uniform I received from Lady Satsuki.\The Tennis Club shall subjugate Hokkaido without fail.\What's that about?\We have an unmotivated club member, so we are purging her.\Not so fast, people!\Ryuko! response:	The transfer student...
context: Thank you. It is all thanks to this\Tennis-spec Goku Uniform I received from Lady Satsuki.\The Tennis Club shall subjugate Hokkaido without fail.\What's that about?\We have an unmotivated club member, so we are purging her.\Not so fast, people!\Ryuko!\The transfer student... response:	You've come for another beating?
context: Tennis-spec Goku Uniform I received from Lady Satsuki.\The Tennis Club shall subjugate Hokkaido without fail.\What's that about?\We have an unmotivated club member, so we are purging her.\Not so fast, people!\Ryuko!\The transfer student...\You've come for another beating? response:	As if!
context: The Tennis Club shall subjugate Hokkaido without fail.\What's that about?\We have an unmotivated club member, so we are purging her.\Not so fast, people!\Ryuko!\The transfer student...\You've come for another beating?\As if! response:	This time, I'm gonna knock you all on your asses!
context: What's that about?\We have an unmotivated club member, so we are purging her.\Not so fast, people!\Ryuko!\The transfer student...\You've come for another beating?\As if!\This time, I'm gonna knock you all on your asses! response:	Let's do it, Senketsu!
context: We have an unmotivated club member, so we are purging her.\Not so fast, people!\Ryuko!\The transfer student...\You've come for another beating?\As if!\This time, I'm gonna knock you all on your asses!\Let's do it, Senketsu! response:	That looks both painful and embarrassing, you masochistic exhibitionist!
context: Not so fast, people!\Ryuko!\The transfer student...\You've come for another beating?\As if!\This time, I'm gonna knock you all on your asses!\Let's do it, Senketsu!\That looks both painful and embarrassing, you masochistic exhibitionist! response:	Bite me! I'm not an exhibitionist!
context: Ryuko!\The transfer student...\You've come for another beating?\As if!\This time, I'm gonna knock you all on your asses!\Let's do it, Senketsu!\That looks both painful and embarrassing, you masochistic exhibitionist!\Bite me! I'm not an exhibitionist! response:	Quit splitting hairs.
context: The transfer student...\You've come for another beating?\As if!\This time, I'm gonna knock you all on your asses!\Let's do it, Senketsu!\That looks both painful and embarrassing, you masochistic exhibitionist!\Bite me! I'm not an exhibitionist!\Quit splitting hairs. response:	Let's begin! 110 Million Serve!
context: You've come for another beating?\As if!\This time, I'm gonna knock you all on your asses!\Let's do it, Senketsu!\That looks both painful and embarrassing, you masochistic exhibitionist!\Bite me! I'm not an exhibitionist!\Quit splitting hairs.\Let's begin! 110 Million Serve! response:	Fault! You're disqualified, transfer student!
context: As if!\This time, I'm gonna knock you all on your asses!\Let's do it, Senketsu!\That looks both painful and embarrassing, you masochistic exhibitionist!\Bite me! I'm not an exhibitionist!\Quit splitting hairs.\Let's begin! 110 Million Serve!\Fault! You're disqualified, transfer student! response:	What?!
context: This time, I'm gonna knock you all on your asses!\Let's do it, Senketsu!\That looks both painful and embarrassing, you masochistic exhibitionist!\Bite me! I'm not an exhibitionist!\Quit splitting hairs.\Let's begin! 110 Million Serve!\Fault! You're disqualified, transfer student!\What?! response:	True, you evaded Hakodate's attack.
context: Let's do it, Senketsu!\That looks both painful and embarrassing, you masochistic exhibitionist!\Bite me! I'm not an exhibitionist!\Quit splitting hairs.\Let's begin! 110 Million Serve!\Fault! You're disqualified, transfer student!\What?!\True, you evaded Hakodate's attack. response:	But slicing balls in half is against the rules in a match.
context: That looks both painful and embarrassing, you masochistic exhibitionist!\Bite me! I'm not an exhibitionist!\Quit splitting hairs.\Let's begin! 110 Million Serve!\Fault! You're disqualified, transfer student!\What?!\True, you evaded Hakodate's attack.\But slicing balls in half is against the rules in a match. response:	In other words, you've won the fight but lost the match!
context: Bite me! I'm not an exhibitionist!\Quit splitting hairs.\Let's begin! 110 Million Serve!\Fault! You're disqualified, transfer student!\What?!\True, you evaded Hakodate's attack.\But slicing balls in half is against the rules in a match.\In other words, you've won the fight but lost the match! response:	Listen up! What you're standing on is a tennis court!
context: Quit splitting hairs.\Let's begin! 110 Million Serve!\Fault! You're disqualified, transfer student!\What?!\True, you evaded Hakodate's attack.\But slicing balls in half is against the rules in a match.\In other words, you've won the fight but lost the match!\Listen up! What you're standing on is a tennis court! response:	Which means that you can't say you have won
context: Let's begin! 110 Million Serve!\Fault! You're disqualified, transfer student!\What?!\True, you evaded Hakodate's attack.\But slicing balls in half is against the rules in a match.\In other words, you've won the fight but lost the match!\Listen up! What you're standing on is a tennis court!\Which means that you can't say you have won response:	if you didn't win according to the rules of tennis!
context: Fault! You're disqualified, transfer student!\What?!\True, you evaded Hakodate's attack.\But slicing balls in half is against the rules in a match.\In other words, you've won the fight but lost the match!\Listen up! What you're standing on is a tennis court!\Which means that you can't say you have won\if you didn't win according to the rules of tennis! response:	Hey! Why are you getting all picky now?
context: What?!\True, you evaded Hakodate's attack.\But slicing balls in half is against the rules in a match.\In other words, you've won the fight but lost the match!\Listen up! What you're standing on is a tennis court!\Which means that you can't say you have won\if you didn't win according to the rules of tennis!\Hey! Why are you getting all picky now? response:	What about yesterday?
context: True, you evaded Hakodate's attack.\But slicing balls in half is against the rules in a match.\In other words, you've won the fight but lost the match!\Listen up! What you're standing on is a tennis court!\Which means that you can't say you have won\if you didn't win according to the rules of tennis!\Hey! Why are you getting all picky now?\What about yesterday? response:	That was yesterday!
context: But slicing balls in half is against the rules in a match.\In other words, you've won the fight but lost the match!\Listen up! What you're standing on is a tennis court!\Which means that you can't say you have won\if you didn't win according to the rules of tennis!\Hey! Why are you getting all picky now?\What about yesterday?\That was yesterday! response:	This is crazy! When we were boxing, we
context: In other words, you've won the fight but lost the match!\Listen up! What you're standing on is a tennis court!\Which means that you can't say you have won\if you didn't win according to the rules of tennis!\Hey! Why are you getting all picky now?\What about yesterday?\That was yesterday!\This is crazy! When we were boxing, we response:	It doesn't matter, you're disqualified!
context: Listen up! What you're standing on is a tennis court!\Which means that you can't say you have won\if you didn't win according to the rules of tennis!\Hey! Why are you getting all picky now?\What about yesterday?\That was yesterday!\This is crazy! When we were boxing, we\It doesn't matter, you're disqualified! response:	No, she won!
context: Which means that you can't say you have won\if you didn't win according to the rules of tennis!\Hey! Why are you getting all picky now?\What about yesterday?\That was yesterday!\This is crazy! When we were boxing, we\It doesn't matter, you're disqualified!\No, she won! response:	Ryuko won! She won!
context: if you didn't win according to the rules of tennis!\Hey! Why are you getting all picky now?\What about yesterday?\That was yesterday!\This is crazy! When we were boxing, we\It doesn't matter, you're disqualified!\No, she won!\Ryuko won! She won! response:	What?
context: Hey! Why are you getting all picky now?\What about yesterday?\That was yesterday!\This is crazy! When we were boxing, we\It doesn't matter, you're disqualified!\No, she won!\Ryuko won! She won!\What? response:	Ryuko rescued me!
context: What about yesterday?\That was yesterday!\This is crazy! When we were boxing, we\It doesn't matter, you're disqualified!\No, she won!\Ryuko won! She won!\What?\Ryuko rescued me! response:	She may have lost the match, but she won with friendship!
context: That was yesterday!\This is crazy! When we were boxing, we\It doesn't matter, you're disqualified!\No, she won!\Ryuko won! She won!\What?\Ryuko rescued me!\She may have lost the match, but she won with friendship! response:	Winning with friendship means winning at life!
context: This is crazy! When we were boxing, we\It doesn't matter, you're disqualified!\No, she won!\Ryuko won! She won!\What?\Ryuko rescued me!\She may have lost the match, but she won with friendship!\Winning with friendship means winning at life! response:	Listen...
context: It doesn't matter, you're disqualified!\No, she won!\Ryuko won! She won!\What?\Ryuko rescued me!\She may have lost the match, but she won with friendship!\Winning with friendship means winning at life!\Listen... response:	If you're going to be like that, you leave her no choice!
context: No, she won!\Ryuko won! She won!\What?\Ryuko rescued me!\She may have lost the match, but she won with friendship!\Winning with friendship means winning at life!\Listen...\If you're going to be like that, you leave her no choice! response:	Ryuko will win.
context: Ryuko won! She won!\What?\Ryuko rescued me!\She may have lost the match, but she won with friendship!\Winning with friendship means winning at life!\Listen...\If you're going to be like that, you leave her no choice!\Ryuko will win. response:	Even in tennis! Even in tennis! Even in tennis, she'll win!
context: What?\Ryuko rescued me!\She may have lost the match, but she won with friendship!\Winning with friendship means winning at life!\Listen...\If you're going to be like that, you leave her no choice!\Ryuko will win.\Even in tennis! Even in tennis! Even in tennis, she'll win! response:	So, you're saying that you want to face me,
context: Ryuko rescued me!\She may have lost the match, but she won with friendship!\Winning with friendship means winning at life!\Listen...\If you're going to be like that, you leave her no choice!\Ryuko will win.\Even in tennis! Even in tennis! Even in tennis, she'll win!\So, you're saying that you want to face me, response:	Tennis Club Captain Omiko Hakodate, in a tennis match?
context: She may have lost the match, but she won with friendship!\Winning with friendship means winning at life!\Listen...\If you're going to be like that, you leave her no choice!\Ryuko will win.\Even in tennis! Even in tennis! Even in tennis, she'll win!\So, you're saying that you want to face me,\Tennis Club Captain Omiko Hakodate, in a tennis match? response:	Here! Do your best, Ryuko!
context: Winning with friendship means winning at life!\Listen...\If you're going to be like that, you leave her no choice!\Ryuko will win.\Even in tennis! Even in tennis! Even in tennis, she'll win!\So, you're saying that you want to face me,\Tennis Club Captain Omiko Hakodate, in a tennis match?\Here! Do your best, Ryuko! response:	All right, all right...
context: Listen...\If you're going to be like that, you leave her no choice!\Ryuko will win.\Even in tennis! Even in tennis! Even in tennis, she'll win!\So, you're saying that you want to face me,\Tennis Club Captain Omiko Hakodate, in a tennis match?\Here! Do your best, Ryuko!\All right, all right... response:	Let's do this!
context: If you're going to be like that, you leave her no choice!\Ryuko will win.\Even in tennis! Even in tennis! Even in tennis, she'll win!\So, you're saying that you want to face me,\Tennis Club Captain Omiko Hakodate, in a tennis match?\Here! Do your best, Ryuko!\All right, all right...\Let's do this! response:	Special rules!
context: Ryuko will win.\Even in tennis! Even in tennis! Even in tennis, she'll win!\So, you're saying that you want to face me,\Tennis Club Captain Omiko Hakodate, in a tennis match?\Here! Do your best, Ryuko!\All right, all right...\Let's do this!\Special rules! response:	The match is one game! Decide who serves first!
context: Even in tennis! Even in tennis! Even in tennis, she'll win!\So, you're saying that you want to face me,\Tennis Club Captain Omiko Hakodate, in a tennis match?\Here! Do your best, Ryuko!\All right, all right...\Let's do this!\Special rules!\The match is one game! Decide who serves first! response:	I'm watching, Ryuko!
context: So, you're saying that you want to face me,\Tennis Club Captain Omiko Hakodate, in a tennis match?\Here! Do your best, Ryuko!\All right, all right...\Let's do this!\Special rules!\The match is one game! Decide who serves first!\I'm watching, Ryuko! response:	She's a rookie. I'll let her decide.
context: Tennis Club Captain Omiko Hakodate, in a tennis match?\Here! Do your best, Ryuko!\All right, all right...\Let's do this!\Special rules!\The match is one game! Decide who serves first!\I'm watching, Ryuko!\She's a rookie. I'll let her decide. response:	I'll take you up on that and go ahead and serve, then!
context: Here! Do your best, Ryuko!\All right, all right...\Let's do this!\Special rules!\The match is one game! Decide who serves first!\I'm watching, Ryuko!\She's a rookie. I'll let her decide.\I'll take you up on that and go ahead and serve, then! response:	I won't hold back!
context: All right, all right...\Let's do this!\Special rules!\The match is one game! Decide who serves first!\I'm watching, Ryuko!\She's a rookie. I'll let her decide.\I'll take you up on that and go ahead and serve, then!\I won't hold back! response:	Weak!
context: Let's do this!\Special rules!\The match is one game! Decide who serves first!\I'm watching, Ryuko!\She's a rookie. I'll let her decide.\I'll take you up on that and go ahead and serve, then!\I won't hold back!\Weak! response:	She's fast!
context: Special rules!\The match is one game! Decide who serves first!\I'm watching, Ryuko!\She's a rookie. I'll let her decide.\I'll take you up on that and go ahead and serve, then!\I won't hold back!\Weak!\She's fast! response:	Ryuko, that was awesome!
context: The match is one game! Decide who serves first!\I'm watching, Ryuko!\She's a rookie. I'll let her decide.\I'll take you up on that and go ahead and serve, then!\I won't hold back!\Weak!\She's fast!\Ryuko, that was awesome! response:	Love-fifteen!
context: I'm watching, Ryuko!\She's a rookie. I'll let her decide.\I'll take you up on that and go ahead and serve, then!\I won't hold back!\Weak!\She's fast!\Ryuko, that was awesome!\Love-fifteen! response:	Not bad.
context: She's a rookie. I'll let her decide.\I'll take you up on that and go ahead and serve, then!\I won't hold back!\Weak!\She's fast!\Ryuko, that was awesome!\Love-fifteen!\Not bad. response:	I'm just getting warmed up.
context: I'll take you up on that and go ahead and serve, then!\I won't hold back!\Weak!\She's fast!\Ryuko, that was awesome!\Love-fifteen!\Not bad.\I'm just getting warmed up. response:	You're only now beginning to learn the might
context: I won't hold back!\Weak!\She's fast!\Ryuko, that was awesome!\Love-fifteen!\Not bad.\I'm just getting warmed up.\You're only now beginning to learn the might response:	of the Tennis-spec, Athleticism-augmenting
context: Weak!\She's fast!\Ryuko, that was awesome!\Love-fifteen!\Not bad.\I'm just getting warmed up.\You're only now beginning to learn the might\of the Tennis-spec, Athleticism-augmenting response:	Two-Star Goku Uniform I received from Lady Satsuki!
context: She's fast!\Ryuko, that was awesome!\Love-fifteen!\Not bad.\I'm just getting warmed up.\You're only now beginning to learn the might\of the Tennis-spec, Athleticism-augmenting\Two-Star Goku Uniform I received from Lady Satsuki! response:	Interesting!
context: Ryuko, that was awesome!\Love-fifteen!\Not bad.\I'm just getting warmed up.\You're only now beginning to learn the might\of the Tennis-spec, Athleticism-augmenting\Two-Star Goku Uniform I received from Lady Satsuki!\Interesting! response:	That won't work this time!
context: Love-fifteen!\Not bad.\I'm just getting warmed up.\You're only now beginning to learn the might\of the Tennis-spec, Athleticism-augmenting\Two-Star Goku Uniform I received from Lady Satsuki!\Interesting!\That won't work this time! response:	Nice!
context: Not bad.\I'm just getting warmed up.\You're only now beginning to learn the might\of the Tennis-spec, Athleticism-augmenting\Two-Star Goku Uniform I received from Lady Satsuki!\Interesting!\That won't work this time!\Nice! response:	Love-thirty!
context: I'm just getting warmed up.\You're only now beginning to learn the might\of the Tennis-spec, Athleticism-augmenting\Two-Star Goku Uniform I received from Lady Satsuki!\Interesting!\That won't work this time!\Nice!\Love-thirty! response:	That happened because I anticipated that you would do that.
context: You're only now beginning to learn the might\of the Tennis-spec, Athleticism-augmenting\Two-Star Goku Uniform I received from Lady Satsuki!\Interesting!\That won't work this time!\Nice!\Love-thirty!\That happened because I anticipated that you would do that. response:	I put a special spin on it.
context: of the Tennis-spec, Athleticism-augmenting\Two-Star Goku Uniform I received from Lady Satsuki!\Interesting!\That won't work this time!\Nice!\Love-thirty!\That happened because I anticipated that you would do that.\I put a special spin on it. response:	Ryuko, you naughty girl!
