context: We're unstoppable! response:	It's because we're Fairy Tail, see?!
context: Laxus!\Hey, come on...\I've got no idea what this is about.\About?\What's the point of winning an illusory battle?\Exactly.\Our goal isn't victory.\This hallucination is just camouflage. response:	An illusion is an illusion.
context: Hey, come on...\I've got no idea what this is about.\About?\What's the point of winning an illusory battle?\Exactly.\Our goal isn't victory.\This hallucination is just camouflage.\An illusion is an illusion. response:	The end result can be altered as we like.
context: I've got no idea what this is about.\About?\What's the point of winning an illusory battle?\Exactly.\Our goal isn't victory.\This hallucination is just camouflage.\An illusion is an illusion.\The end result can be altered as we like. response:	End result, you say?
context: About?\What's the point of winning an illusory battle?\Exactly.\Our goal isn't victory.\This hallucination is just camouflage.\An illusion is an illusion.\The end result can be altered as we like.\End result, you say? response:	Laxus!
context: What's the point of winning an illusory battle?\Exactly.\Our goal isn't victory.\This hallucination is just camouflage.\An illusion is an illusion.\The end result can be altered as we like.\End result, you say?\Laxus! response:	Go, Laxus!
context: Exactly.\Our goal isn't victory.\This hallucination is just camouflage.\An illusion is an illusion.\The end result can be altered as we like.\End result, you say?\Laxus!\Go, Laxus! response:	Hang in there!
context: Our goal isn't victory.\This hallucination is just camouflage.\An illusion is an illusion.\The end result can be altered as we like.\End result, you say?\Laxus!\Go, Laxus!\Hang in there! response:	Oh, my! Laxus has begun to counterattack!
context: This hallucination is just camouflage.\An illusion is an illusion.\The end result can be altered as we like.\End result, you say?\Laxus!\Go, Laxus!\Hang in there!\Oh, my! Laxus has begun to counterattack! response:	That's how you do it! Go, Laxus!
context: An illusion is an illusion.\The end result can be altered as we like.\End result, you say?\Laxus!\Go, Laxus!\Hang in there!\Oh, my! Laxus has begun to counterattack!\That's how you do it! Go, Laxus! response:	Go! Do your best!
context: The end result can be altered as we like.\End result, you say?\Laxus!\Go, Laxus!\Hang in there!\Oh, my! Laxus has begun to counterattack!\That's how you do it! Go, Laxus!\Go! Do your best! response:	Alright! Go!
context: End result, you say?\Laxus!\Go, Laxus!\Hang in there!\Oh, my! Laxus has begun to counterattack!\That's how you do it! Go, Laxus!\Go! Do your best!\Alright! Go! response:	Easy win!
context: Laxus!\Go, Laxus!\Hang in there!\Oh, my! Laxus has begun to counterattack!\That's how you do it! Go, Laxus!\Go! Do your best!\Alright! Go!\Easy win! response:	I figured he'd be okay.
context: Go, Laxus!\Hang in there!\Oh, my! Laxus has begun to counterattack!\That's how you do it! Go, Laxus!\Go! Do your best!\Alright! Go!\Easy win!\I figured he'd be okay. response:	Yeah...
context: Hang in there!\Oh, my! Laxus has begun to counterattack!\That's how you do it! Go, Laxus!\Go! Do your best!\Alright! Go!\Easy win!\I figured he'd be okay.\Yeah... response:	Yes! That ought to settle it!
context: Oh, my! Laxus has begun to counterattack!\That's how you do it! Go, Laxus!\Go! Do your best!\Alright! Go!\Easy win!\I figured he'd be okay.\Yeah...\Yes! That ought to settle it! response:	Yeah!
context: That's how you do it! Go, Laxus!\Go! Do your best!\Alright! Go!\Easy win!\I figured he'd be okay.\Yeah...\Yes! That ought to settle it!\Yeah! response:	It looks like we were worried for nothing.
context: Go! Do your best!\Alright! Go!\Easy win!\I figured he'd be okay.\Yeah...\Yes! That ought to settle it!\Yeah!\It looks like we were worried for nothing. response:	Warren!
context: Alright! Go!\Easy win!\I figured he'd be okay.\Yeah...\Yes! That ought to settle it!\Yeah!\It looks like we were worried for nothing.\Warren! response:	Right!
context: Easy win!\I figured he'd be okay.\Yeah...\Yes! That ought to settle it!\Yeah!\It looks like we were worried for nothing.\Warren!\Right! response:	Good job, Bisca.
context: I figured he'd be okay.\Yeah...\Yes! That ought to settle it!\Yeah!\It looks like we were worried for nothing.\Warren!\Right!\Good job, Bisca. response:	Thanks.
context: Yeah...\Yes! That ought to settle it!\Yeah!\It looks like we were worried for nothing.\Warren!\Right!\Good job, Bisca.\Thanks. response:	Raijinshuu plus Lisanna...
context: Yes! That ought to settle it!\Yeah!\It looks like we were worried for nothing.\Warren!\Right!\Good job, Bisca.\Thanks.\Raijinshuu plus Lisanna... response:	In the end, they didn't do anything, huh?
context: Yeah!\It looks like we were worried for nothing.\Warren!\Right!\Good job, Bisca.\Thanks.\Raijinshuu plus Lisanna...\In the end, they didn't do anything, huh? response:	I was a fool for worrying about Laxus even for a moment!
context: It looks like we were worried for nothing.\Warren!\Right!\Good job, Bisca.\Thanks.\Raijinshuu plus Lisanna...\In the end, they didn't do anything, huh?\I was a fool for worrying about Laxus even for a moment! response:	What?!
context: Warren!\Right!\Good job, Bisca.\Thanks.\Raijinshuu plus Lisanna...\In the end, they didn't do anything, huh?\I was a fool for worrying about Laxus even for a moment!\What?! response:	Laxus!
context: Right!\Good job, Bisca.\Thanks.\Raijinshuu plus Lisanna...\In the end, they didn't do anything, huh?\I was a fool for worrying about Laxus even for a moment!\What?!\Laxus! response:	Uh-oh! The tables are turned again!
context: Good job, Bisca.\Thanks.\Raijinshuu plus Lisanna...\In the end, they didn't do anything, huh?\I was a fool for worrying about Laxus even for a moment!\What?!\Laxus!\Uh-oh! The tables are turned again! response:	Is this the end of Laxus's counterattack?!
context: Thanks.\Raijinshuu plus Lisanna...\In the end, they didn't do anything, huh?\I was a fool for worrying about Laxus even for a moment!\What?!\Laxus!\Uh-oh! The tables are turned again!\Is this the end of Laxus's counterattack?! response:	Laxus!
context: Raijinshuu plus Lisanna...\In the end, they didn't do anything, huh?\I was a fool for worrying about Laxus even for a moment!\What?!\Laxus!\Uh-oh! The tables are turned again!\Is this the end of Laxus's counterattack?!\Laxus! response:	What the hell is going on here?!
context: In the end, they didn't do anything, huh?\I was a fool for worrying about Laxus even for a moment!\What?!\Laxus!\Uh-oh! The tables are turned again!\Is this the end of Laxus's counterattack?!\Laxus!\What the hell is going on here?! response:	Is this the end result you were talkin' about?
context: I was a fool for worrying about Laxus even for a moment!\What?!\Laxus!\Uh-oh! The tables are turned again!\Is this the end of Laxus's counterattack?!\Laxus!\What the hell is going on here?!\Is this the end result you were talkin' about? response:	Depending on your negotiations with us,
context: What?!\Laxus!\Uh-oh! The tables are turned again!\Is this the end of Laxus's counterattack?!\Laxus!\What the hell is going on here?!\Is this the end result you were talkin' about?\Depending on your negotiations with us, response:	it's possible that we would even let you win this.
context: Laxus!\Uh-oh! The tables are turned again!\Is this the end of Laxus's counterattack?!\Laxus!\What the hell is going on here?!\Is this the end result you were talkin' about?\Depending on your negotiations with us,\it's possible that we would even let you win this. response:	We've got nothing to talk about.
context: Uh-oh! The tables are turned again!\Is this the end of Laxus's counterattack?!\Laxus!\What the hell is going on here?!\Is this the end result you were talkin' about?\Depending on your negotiations with us,\it's possible that we would even let you win this.\We've got nothing to talk about. response:	The illusions don't mean a damn thing.
context: Is this the end of Laxus's counterattack?!\Laxus!\What the hell is going on here?!\Is this the end result you were talkin' about?\Depending on your negotiations with us,\it's possible that we would even let you win this.\We've got nothing to talk about.\The illusions don't mean a damn thing. response:	I'm gonna finish this by taking out your real self right here and now.
context: Laxus!\What the hell is going on here?!\Is this the end result you were talkin' about?\Depending on your negotiations with us,\it's possible that we would even let you win this.\We've got nothing to talk about.\The illusions don't mean a damn thing.\I'm gonna finish this by taking out your real self right here and now. response:	That's impossible!
context: What the hell is going on here?!\Is this the end result you were talkin' about?\Depending on your negotiations with us,\it's possible that we would even let you win this.\We've got nothing to talk about.\The illusions don't mean a damn thing.\I'm gonna finish this by taking out your real self right here and now.\That's impossible! response:	Reality is harsh.
context: Is this the end result you were talkin' about?\Depending on your negotiations with us,\it's possible that we would even let you win this.\We've got nothing to talk about.\The illusions don't mean a damn thing.\I'm gonna finish this by taking out your real self right here and now.\That's impossible!\Reality is harsh. response:	Not even you can defeat Raven Tail's elite all at the same time.
context: Depending on your negotiations with us,\it's possible that we would even let you win this.\We've got nothing to talk about.\The illusions don't mean a damn thing.\I'm gonna finish this by taking out your real self right here and now.\That's impossible!\Reality is harsh.\Not even you can defeat Raven Tail's elite all at the same time. response:	And there's one more thing.
context: it's possible that we would even let you win this.\We've got nothing to talk about.\The illusions don't mean a damn thing.\I'm gonna finish this by taking out your real self right here and now.\That's impossible!\Reality is harsh.\Not even you can defeat Raven Tail's elite all at the same time.\And there's one more thing. response:	You know how strong I am, don't you...
context: We've got nothing to talk about.\The illusions don't mean a damn thing.\I'm gonna finish this by taking out your real self right here and now.\That's impossible!\Reality is harsh.\Not even you can defeat Raven Tail's elite all at the same time.\And there's one more thing.\You know how strong I am, don't you... response:	I figured as much...
context: The illusions don't mean a damn thing.\I'm gonna finish this by taking out your real self right here and now.\That's impossible!\Reality is harsh.\Not even you can defeat Raven Tail's elite all at the same time.\And there's one more thing.\You know how strong I am, don't you...\I figured as much... response:	Makarov would die before he coughed it up.
context: I'm gonna finish this by taking out your real self right here and now.\That's impossible!\Reality is harsh.\Not even you can defeat Raven Tail's elite all at the same time.\And there's one more thing.\You know how strong I am, don't you...\I figured as much...\Makarov would die before he coughed it up. response:	But you're different.
context: That's impossible!\Reality is harsh.\Not even you can defeat Raven Tail's elite all at the same time.\And there's one more thing.\You know how strong I am, don't you...\I figured as much...\Makarov would die before he coughed it up.\But you're different. response:	Would you tell us?
context: Reality is harsh.\Not even you can defeat Raven Tail's elite all at the same time.\And there's one more thing.\You know how strong I am, don't you...\I figured as much...\Makarov would die before he coughed it up.\But you're different.\Would you tell us? response:	The location of Lumen Histoire!
context: Not even you can defeat Raven Tail's elite all at the same time.\And there's one more thing.\You know how strong I am, don't you...\I figured as much...\Makarov would die before he coughed it up.\But you're different.\Would you tell us?\The location of Lumen Histoire! response:	What are you talking about?
context: And there's one more thing.\You know how strong I am, don't you...\I figured as much...\Makarov would die before he coughed it up.\But you're different.\Would you tell us?\The location of Lumen Histoire!\What are you talking about? response:	You don't have to play dumb.
context: You know how strong I am, don't you...\I figured as much...\Makarov would die before he coughed it up.\But you're different.\Would you tell us?\The location of Lumen Histoire!\What are you talking about?\You don't have to play dumb. response:	I'm sure Makarov has told you.
context: I figured as much...\Makarov would die before he coughed it up.\But you're different.\Would you tell us?\The location of Lumen Histoire!\What are you talking about?\You don't have to play dumb.\I'm sure Makarov has told you. response:	Actually, I don't know.
context: Makarov would die before he coughed it up.\But you're different.\Would you tell us?\The location of Lumen Histoire!\What are you talking about?\You don't have to play dumb.\I'm sure Makarov has told you.\Actually, I don't know. response:	No. You must know.
context: But you're different.\Would you tell us?\The location of Lumen Histoire!\What are you talking about?\You don't have to play dumb.\I'm sure Makarov has told you.\Actually, I don't know.\No. You must know. response:	Well, even if I did, I wouldn't tell you.
context: Would you tell us?\The location of Lumen Histoire!\What are you talking about?\You don't have to play dumb.\I'm sure Makarov has told you.\Actually, I don't know.\No. You must know.\Well, even if I did, I wouldn't tell you. response:	Come, come...
context: The location of Lumen Histoire!\What are you talking about?\You don't have to play dumb.\I'm sure Makarov has told you.\Actually, I don't know.\No. You must know.\Well, even if I did, I wouldn't tell you.\Come, come... response:	You're in a hopeless situation, but I'm willing to let you win.
context: What are you talking about?\You don't have to play dumb.\I'm sure Makarov has told you.\Actually, I don't know.\No. You must know.\Well, even if I did, I wouldn't tell you.\Come, come...\You're in a hopeless situation, but I'm willing to let you win. response:	Although if you don't accept the condition...
context: You don't have to play dumb.\I'm sure Makarov has told you.\Actually, I don't know.\No. You must know.\Well, even if I did, I wouldn't tell you.\Come, come...\You're in a hopeless situation, but I'm willing to let you win.\Although if you don't accept the condition... response:	Jeez, you're a real pain in the ass.
context: I'm sure Makarov has told you.\Actually, I don't know.\No. You must know.\Well, even if I did, I wouldn't tell you.\Come, come...\You're in a hopeless situation, but I'm willing to let you win.\Although if you don't accept the condition...\Jeez, you're a real pain in the ass. response:	I can understand why Gramps washed his hands of you.
context: Actually, I don't know.\No. You must know.\Well, even if I did, I wouldn't tell you.\Come, come...\You're in a hopeless situation, but I'm willing to let you win.\Although if you don't accept the condition...\Jeez, you're a real pain in the ass.\I can understand why Gramps washed his hands of you. response:	Bring it on.
context: No. You must know.\Well, even if I did, I wouldn't tell you.\Come, come...\You're in a hopeless situation, but I'm willing to let you win.\Although if you don't accept the condition...\Jeez, you're a real pain in the ass.\I can understand why Gramps washed his hands of you.\Bring it on. response:	See, the master's enemies are my enemies!
context: Well, even if I did, I wouldn't tell you.\Come, come...\You're in a hopeless situation, but I'm willing to let you win.\Although if you don't accept the condition...\Jeez, you're a real pain in the ass.\I can understand why Gramps washed his hands of you.\Bring it on.\See, the master's enemies are my enemies! response:	Apparently, you need to be taught a lesson...
context: Come, come...\You're in a hopeless situation, but I'm willing to let you win.\Although if you don't accept the condition...\Jeez, you're a real pain in the ass.\I can understand why Gramps washed his hands of you.\Bring it on.\See, the master's enemies are my enemies!\Apparently, you need to be taught a lesson... response:	What happened to Laxus?!
context: You're in a hopeless situation, but I'm willing to let you win.\Although if you don't accept the condition...\Jeez, you're a real pain in the ass.\I can understand why Gramps washed his hands of you.\Bring it on.\See, the master's enemies are my enemies!\Apparently, you need to be taught a lesson...\What happened to Laxus?! response:	Those guys aren't using another underhanded trick, are they?
context: Although if you don't accept the condition...\Jeez, you're a real pain in the ass.\I can understand why Gramps washed his hands of you.\Bring it on.\See, the master's enemies are my enemies!\Apparently, you need to be taught a lesson...\What happened to Laxus?!\Those guys aren't using another underhanded trick, are they? response:	Everyone's keepin' a close watch on them, so it's gotta be okay.
context: Jeez, you're a real pain in the ass.\I can understand why Gramps washed his hands of you.\Bring it on.\See, the master's enemies are my enemies!\Apparently, you need to be taught a lesson...\What happened to Laxus?!\Those guys aren't using another underhanded trick, are they?\Everyone's keepin' a close watch on them, so it's gotta be okay. response:	Maybe he feels really sick...
context: I can understand why Gramps washed his hands of you.\Bring it on.\See, the master's enemies are my enemies!\Apparently, you need to be taught a lesson...\What happened to Laxus?!\Those guys aren't using another underhanded trick, are they?\Everyone's keepin' a close watch on them, so it's gotta be okay.\Maybe he feels really sick... response:	Like he ate too much at last night's banquet and now his stomach is upset?
context: Bring it on.\See, the master's enemies are my enemies!\Apparently, you need to be taught a lesson...\What happened to Laxus?!\Those guys aren't using another underhanded trick, are they?\Everyone's keepin' a close watch on them, so it's gotta be okay.\Maybe he feels really sick...\Like he ate too much at last night's banquet and now his stomach is upset? response:	Or he drank too much...
context: See, the master's enemies are my enemies!\Apparently, you need to be taught a lesson...\What happened to Laxus?!\Those guys aren't using another underhanded trick, are they?\Everyone's keepin' a close watch on them, so it's gotta be okay.\Maybe he feels really sick...\Like he ate too much at last night's banquet and now his stomach is upset?\Or he drank too much... response:	I bet there's somethin' on his mind!
context: Apparently, you need to be taught a lesson...\What happened to Laxus?!\Those guys aren't using another underhanded trick, are they?\Everyone's keepin' a close watch on them, so it's gotta be okay.\Maybe he feels really sick...\Like he ate too much at last night's banquet and now his stomach is upset?\Or he drank too much...\I bet there's somethin' on his mind! response:	Like he's lonely'cause he's got almost no friends...
context: What happened to Laxus?!\Those guys aren't using another underhanded trick, are they?\Everyone's keepin' a close watch on them, so it's gotta be okay.\Maybe he feels really sick...\Like he ate too much at last night's banquet and now his stomach is upset?\Or he drank too much...\I bet there's somethin' on his mind!\Like he's lonely'cause he's got almost no friends... response:	Next time: Wendy vs. Cheria!
context: Those guys aren't using another underhanded trick, are they?\Everyone's keepin' a close watch on them, so it's gotta be okay.\Maybe he feels really sick...\Like he ate too much at last night's banquet and now his stomach is upset?\Or he drank too much...\I bet there's somethin' on his mind!\Like he's lonely'cause he's got almost no friends...\Next time: Wendy vs. Cheria! response:	I know what it is!
context: Everyone's keepin' a close watch on them, so it's gotta be okay.\Maybe he feels really sick...\Like he ate too much at last night's banquet and now his stomach is upset?\Or he drank too much...\I bet there's somethin' on his mind!\Like he's lonely'cause he's got almost no friends...\Next time: Wendy vs. Cheria!\I know what it is! response:	What?
context: Maybe he feels really sick...\Like he ate too much at last night's banquet and now his stomach is upset?\Or he drank too much...\I bet there's somethin' on his mind!\Like he's lonely'cause he's got almost no friends...\Next time: Wendy vs. Cheria!\I know what it is!\What? response:	He must be exhausted...
