context: Japan... response:	So peaceful, I think I might yawn.
context: Even if he is Young Mistress's boyfriend,\he can't be more than a fling, right?\FLING\Someone as forgettable as this guy?\FORGETTABLE\Man, you sure are rude!\If it were any other competition, true, I might not be able to beat the Black Tiger.\But judging from what I just saw, I'm guessing the Black Tiger is inept with guys! response:	I have the edge in this showdown!
context: he can't be more than a fling, right?\FLING\Someone as forgettable as this guy?\FORGETTABLE\Man, you sure are rude!\If it were any other competition, true, I might not be able to beat the Black Tiger.\But judging from what I just saw, I'm guessing the Black Tiger is inept with guys!\I have the edge in this showdown! response:	S-Steal a kiss from him?
context: FLING\Someone as forgettable as this guy?\FORGETTABLE\Man, you sure are rude!\If it were any other competition, true, I might not be able to beat the Black Tiger.\But judging from what I just saw, I'm guessing the Black Tiger is inept with guys!\I have the edge in this showdown!\S-Steal a kiss from him? response:	Me... from him?
context: Someone as forgettable as this guy?\FORGETTABLE\Man, you sure are rude!\If it were any other competition, true, I might not be able to beat the Black Tiger.\But judging from what I just saw, I'm guessing the Black Tiger is inept with guys!\I have the edge in this showdown!\S-Steal a kiss from him?\Me... from him? response:	Th-Th-There's no way I can do that!
context: FORGETTABLE\Man, you sure are rude!\If it were any other competition, true, I might not be able to beat the Black Tiger.\But judging from what I just saw, I'm guessing the Black Tiger is inept with guys!\I have the edge in this showdown!\S-Steal a kiss from him?\Me... from him?\Th-Th-There's no way I can do that! response:	But if I end up losing this showdown,
context: Man, you sure are rude!\If it were any other competition, true, I might not be able to beat the Black Tiger.\But judging from what I just saw, I'm guessing the Black Tiger is inept with guys!\I have the edge in this showdown!\S-Steal a kiss from him?\Me... from him?\Th-Th-There's no way I can do that!\But if I end up losing this showdown, response:	I won't be able to stay by Young Mistress's side again.
context: If it were any other competition, true, I might not be able to beat the Black Tiger.\But judging from what I just saw, I'm guessing the Black Tiger is inept with guys!\I have the edge in this showdown!\S-Steal a kiss from him?\Me... from him?\Th-Th-There's no way I can do that!\But if I end up losing this showdown,\I won't be able to stay by Young Mistress's side again. response:	I don't want that!
context: But judging from what I just saw, I'm guessing the Black Tiger is inept with guys!\I have the edge in this showdown!\S-Steal a kiss from him?\Me... from him?\Th-Th-There's no way I can do that!\But if I end up losing this showdown,\I won't be able to stay by Young Mistress's side again.\I don't want that! response:	Not only that, but...
context: I have the edge in this showdown!\S-Steal a kiss from him?\Me... from him?\Th-Th-There's no way I can do that!\But if I end up losing this showdown,\I won't be able to stay by Young Mistress's side again.\I don't want that!\Not only that, but... response:	Now, then!
context: S-Steal a kiss from him?\Me... from him?\Th-Th-There's no way I can do that!\But if I end up losing this showdown,\I won't be able to stay by Young Mistress's side again.\I don't want that!\Not only that, but...\Now, then! response:	All right, this showdown's on!
context: Me... from him?\Th-Th-There's no way I can do that!\But if I end up losing this showdown,\I won't be able to stay by Young Mistress's side again.\I don't want that!\Not only that, but...\Now, then!\All right, this showdown's on! response:	Don't mind if I do!
context: Th-Th-There's no way I can do that!\But if I end up losing this showdown,\I won't be able to stay by Young Mistress's side again.\I don't want that!\Not only that, but...\Now, then!\All right, this showdown's on!\Don't mind if I do! response:	Hey... Hold up!
context: But if I end up losing this showdown,\I won't be able to stay by Young Mistress's side again.\I don't want that!\Not only that, but...\Now, then!\All right, this showdown's on!\Don't mind if I do!\Hey... Hold up! response:	My body moved of its own accord!
context: I won't be able to stay by Young Mistress's side again.\I don't want that!\Not only that, but...\Now, then!\All right, this showdown's on!\Don't mind if I do!\Hey... Hold up!\My body moved of its own accord! response:	Not only that... What's this I'm feeling right now?
context: I don't want that!\Not only that, but...\Now, then!\All right, this showdown's on!\Don't mind if I do!\Hey... Hold up!\My body moved of its own accord!\Not only that... What's this I'm feeling right now? response:	I'd rather die than kiss this guy!
context: Not only that, but...\Now, then!\All right, this showdown's on!\Don't mind if I do!\Hey... Hold up!\My body moved of its own accord!\Not only that... What's this I'm feeling right now?\I'd rather die than kiss this guy! response:	And yet...
context: Now, then!\All right, this showdown's on!\Don't mind if I do!\Hey... Hold up!\My body moved of its own accord!\Not only that... What's this I'm feeling right now?\I'd rather die than kiss this guy!\And yet... response:	That's what I like to see, Black Tiger!
context: All right, this showdown's on!\Don't mind if I do!\Hey... Hold up!\My body moved of its own accord!\Not only that... What's this I'm feeling right now?\I'd rather die than kiss this guy!\And yet...\That's what I like to see, Black Tiger! response:	Die... I'm gonna die...
context: Don't mind if I do!\Hey... Hold up!\My body moved of its own accord!\Not only that... What's this I'm feeling right now?\I'd rather die than kiss this guy!\And yet...\That's what I like to see, Black Tiger!\Die... I'm gonna die... response:	I'm gonna die! They're gonna kill me!
context: Hey... Hold up!\My body moved of its own accord!\Not only that... What's this I'm feeling right now?\I'd rather die than kiss this guy!\And yet...\That's what I like to see, Black Tiger!\Die... I'm gonna die...\I'm gonna die! They're gonna kill me! response:	Who the hell can play along with that kind of game, anyway?
context: My body moved of its own accord!\Not only that... What's this I'm feeling right now?\I'd rather die than kiss this guy!\And yet...\That's what I like to see, Black Tiger!\Die... I'm gonna die...\I'm gonna die! They're gonna kill me!\Who the hell can play along with that kind of game, anyway? response:	Anyway, I've got to run!
context: Not only that... What's this I'm feeling right now?\I'd rather die than kiss this guy!\And yet...\That's what I like to see, Black Tiger!\Die... I'm gonna die...\I'm gonna die! They're gonna kill me!\Who the hell can play along with that kind of game, anyway?\Anyway, I've got to run! response:	I could have endless lives and it wouldn't be enough!
context: I'd rather die than kiss this guy!\And yet...\That's what I like to see, Black Tiger!\Die... I'm gonna die...\I'm gonna die! They're gonna kill me!\Who the hell can play along with that kind of game, anyway?\Anyway, I've got to run!\I could have endless lives and it wouldn't be enough! response:	I've got absolutely nothing to do with their showdown!
context: And yet...\That's what I like to see, Black Tiger!\Die... I'm gonna die...\I'm gonna die! They're gonna kill me!\Who the hell can play along with that kind of game, anyway?\Anyway, I've got to run!\I could have endless lives and it wouldn't be enough!\I've got absolutely nothing to do with their showdown! response:	Come back here!
context: That's what I like to see, Black Tiger!\Die... I'm gonna die...\I'm gonna die! They're gonna kill me!\Who the hell can play along with that kind of game, anyway?\Anyway, I've got to run!\I could have endless lives and it wouldn't be enough!\I've got absolutely nothing to do with their showdown!\Come back here! response:	You let me kiss you!
context: Die... I'm gonna die...\I'm gonna die! They're gonna kill me!\Who the hell can play along with that kind of game, anyway?\Anyway, I've got to run!\I could have endless lives and it wouldn't be enough!\I've got absolutely nothing to do with their showdown!\Come back here!\You let me kiss you! response:	Damn.
context: I'm gonna die! They're gonna kill me!\Who the hell can play along with that kind of game, anyway?\Anyway, I've got to run!\I could have endless lives and it wouldn't be enough!\I've got absolutely nothing to do with their showdown!\Come back here!\You let me kiss you!\Damn. response:	Merely thwarting Paula won't get me anywhere.
context: Who the hell can play along with that kind of game, anyway?\Anyway, I've got to run!\I could have endless lives and it wouldn't be enough!\I've got absolutely nothing to do with their showdown!\Come back here!\You let me kiss you!\Damn.\Merely thwarting Paula won't get me anywhere. response:	Now that it's come to this...
context: Anyway, I've got to run!\I could have endless lives and it wouldn't be enough!\I've got absolutely nothing to do with their showdown!\Come back here!\You let me kiss you!\Damn.\Merely thwarting Paula won't get me anywhere.\Now that it's come to this... response:	Raku Ichijo!
context: I could have endless lives and it wouldn't be enough!\I've got absolutely nothing to do with their showdown!\Come back here!\You let me kiss you!\Damn.\Merely thwarting Paula won't get me anywhere.\Now that it's come to this...\Raku Ichijo! response:	Hold still! It'll be over soon.
context: I've got absolutely nothing to do with their showdown!\Come back here!\You let me kiss you!\Damn.\Merely thwarting Paula won't get me anywhere.\Now that it's come to this...\Raku Ichijo!\Hold still! It'll be over soon. response:	Hey, but you...
context: Come back here!\You let me kiss you!\Damn.\Merely thwarting Paula won't get me anywhere.\Now that it's come to this...\Raku Ichijo!\Hold still! It'll be over soon.\Hey, but you... response:	Don't say a word.
context: You let me kiss you!\Damn.\Merely thwarting Paula won't get me anywhere.\Now that it's come to this...\Raku Ichijo!\Hold still! It'll be over soon.\Hey, but you...\Don't say a word. response:	You serious?
context: Damn.\Merely thwarting Paula won't get me anywhere.\Now that it's come to this...\Raku Ichijo!\Hold still! It'll be over soon.\Hey, but you...\Don't say a word.\You serious? response:	I can't do it after all!
context: Merely thwarting Paula won't get me anywhere.\Now that it's come to this...\Raku Ichijo!\Hold still! It'll be over soon.\Hey, but you...\Don't say a word.\You serious?\I can't do it after all! response:	Why would you hit me?!
context: Now that it's come to this...\Raku Ichijo!\Hold still! It'll be over soon.\Hey, but you...\Don't say a word.\You serious?\I can't do it after all!\Why would you hit me?! response:	Just as I thought, this showdown is mine to win!
context: Raku Ichijo!\Hold still! It'll be over soon.\Hey, but you...\Don't say a word.\You serious?\I can't do it after all!\Why would you hit me?!\Just as I thought, this showdown is mine to win! response:	A smoke screen?
context: Hold still! It'll be over soon.\Hey, but you...\Don't say a word.\You serious?\I can't do it after all!\Why would you hit me?!\Just as I thought, this showdown is mine to win!\A smoke screen? response:	Oh, no!
context: Hey, but you...\Don't say a word.\You serious?\I can't do it after all!\Why would you hit me?!\Just as I thought, this showdown is mine to win!\A smoke screen?\Oh, no! response:	All right,
context: Don't say a word.\You serious?\I can't do it after all!\Why would you hit me?!\Just as I thought, this showdown is mine to win!\A smoke screen?\Oh, no!\All right, response:	with this much distance between us, even the Black Tiger won't be able to track us, will she?
context: You serious?\I can't do it after all!\Why would you hit me?!\Just as I thought, this showdown is mine to win!\A smoke screen?\Oh, no!\All right,\with this much distance between us, even the Black Tiger won't be able to track us, will she? response:	Now, then...
context: I can't do it after all!\Why would you hit me?!\Just as I thought, this showdown is mine to win!\A smoke screen?\Oh, no!\All right,\with this much distance between us, even the Black Tiger won't be able to track us, will she?\Now, then... response:	Little boy, just resign yourself and offer your lips to me.
context: Why would you hit me?!\Just as I thought, this showdown is mine to win!\A smoke screen?\Oh, no!\All right,\with this much distance between us, even the Black Tiger won't be able to track us, will she?\Now, then...\Little boy, just resign yourself and offer your lips to me. response:	I promise I'll be gentle with you.
context: Just as I thought, this showdown is mine to win!\A smoke screen?\Oh, no!\All right,\with this much distance between us, even the Black Tiger won't be able to track us, will she?\Now, then...\Little boy, just resign yourself and offer your lips to me.\I promise I'll be gentle with you. response:	Who are you calling little boy?
context: A smoke screen?\Oh, no!\All right,\with this much distance between us, even the Black Tiger won't be able to track us, will she?\Now, then...\Little boy, just resign yourself and offer your lips to me.\I promise I'll be gentle with you.\Who are you calling little boy? response:	Anyone can see that you're younger than me!
context: Oh, no!\All right,\with this much distance between us, even the Black Tiger won't be able to track us, will she?\Now, then...\Little boy, just resign yourself and offer your lips to me.\I promise I'll be gentle with you.\Who are you calling little boy?\Anyone can see that you're younger than me! response:	Why is this happening to me?!
context: All right,\with this much distance between us, even the Black Tiger won't be able to track us, will she?\Now, then...\Little boy, just resign yourself and offer your lips to me.\I promise I'll be gentle with you.\Who are you calling little boy?\Anyone can see that you're younger than me!\Why is this happening to me?! response:	I've never kissed anyone before in my life, you know!
context: with this much distance between us, even the Black Tiger won't be able to track us, will she?\Now, then...\Little boy, just resign yourself and offer your lips to me.\I promise I'll be gentle with you.\Who are you calling little boy?\Anyone can see that you're younger than me!\Why is this happening to me?!\I've never kissed anyone before in my life, you know! response:	If this is gonna be my memory of my first kiss... That suuucks!
context: Now, then...\Little boy, just resign yourself and offer your lips to me.\I promise I'll be gentle with you.\Who are you calling little boy?\Anyone can see that you're younger than me!\Why is this happening to me?!\I've never kissed anyone before in my life, you know!\If this is gonna be my memory of my first kiss... That suuucks! response:	Oh, but it's my first time, too.
context: Little boy, just resign yourself and offer your lips to me.\I promise I'll be gentle with you.\Who are you calling little boy?\Anyone can see that you're younger than me!\Why is this happening to me?!\I've never kissed anyone before in my life, you know!\If this is gonna be my memory of my first kiss... That suuucks!\Oh, but it's my first time, too. response:	What, it's your first time, too?!
context: I promise I'll be gentle with you.\Who are you calling little boy?\Anyone can see that you're younger than me!\Why is this happening to me?!\I've never kissed anyone before in my life, you know!\If this is gonna be my memory of my first kiss... That suuucks!\Oh, but it's my first time, too.\What, it's your first time, too?! response:	Then are you sure you're okay with this?
context: Who are you calling little boy?\Anyone can see that you're younger than me!\Why is this happening to me?!\I've never kissed anyone before in my life, you know!\If this is gonna be my memory of my first kiss... That suuucks!\Oh, but it's my first time, too.\What, it's your first time, too?!\Then are you sure you're okay with this? response:	It's your precious first kiss.
context: Anyone can see that you're younger than me!\Why is this happening to me?!\I've never kissed anyone before in my life, you know!\If this is gonna be my memory of my first kiss... That suuucks!\Oh, but it's my first time, too.\What, it's your first time, too?!\Then are you sure you're okay with this?\It's your precious first kiss. response:	And you're using it on this showdown!
context: Why is this happening to me?!\I've never kissed anyone before in my life, you know!\If this is gonna be my memory of my first kiss... That suuucks!\Oh, but it's my first time, too.\What, it's your first time, too?!\Then are you sure you're okay with this?\It's your precious first kiss.\And you're using it on this showdown! response:	I don't understand what you mean.
context: I've never kissed anyone before in my life, you know!\If this is gonna be my memory of my first kiss... That suuucks!\Oh, but it's my first time, too.\What, it's your first time, too?!\Then are you sure you're okay with this?\It's your precious first kiss.\And you're using it on this showdown!\I don't understand what you mean. response:	Are first kisses that precious?
context: If this is gonna be my memory of my first kiss... That suuucks!\Oh, but it's my first time, too.\What, it's your first time, too?!\Then are you sure you're okay with this?\It's your precious first kiss.\And you're using it on this showdown!\I don't understand what you mean.\Are first kisses that precious? response:	Everybody kisses, you know.
context: Oh, but it's my first time, too.\What, it's your first time, too?!\Then are you sure you're okay with this?\It's your precious first kiss.\And you're using it on this showdown!\I don't understand what you mean.\Are first kisses that precious?\Everybody kisses, you know. response:	And basically, a kiss is just one membrane touching another, right?
context: What, it's your first time, too?!\Then are you sure you're okay with this?\It's your precious first kiss.\And you're using it on this showdown!\I don't understand what you mean.\Are first kisses that precious?\Everybody kisses, you know.\And basically, a kiss is just one membrane touching another, right? response:	I can't believe you're getting flustered over such a thing.
context: Then are you sure you're okay with this?\It's your precious first kiss.\And you're using it on this showdown!\I don't understand what you mean.\Are first kisses that precious?\Everybody kisses, you know.\And basically, a kiss is just one membrane touching another, right?\I can't believe you're getting flustered over such a thing. response:	No wonder you Japanese are...
context: It's your precious first kiss.\And you're using it on this showdown!\I don't understand what you mean.\Are first kisses that precious?\Everybody kisses, you know.\And basically, a kiss is just one membrane touching another, right?\I can't believe you're getting flustered over such a thing.\No wonder you Japanese are... response:	Well, maybe it's not that precious to you.
context: And you're using it on this showdown!\I don't understand what you mean.\Are first kisses that precious?\Everybody kisses, you know.\And basically, a kiss is just one membrane touching another, right?\I can't believe you're getting flustered over such a thing.\No wonder you Japanese are...\Well, maybe it's not that precious to you. response:	But for people who want to cherish it, it's definitely precious.
context: I don't understand what you mean.\Are first kisses that precious?\Everybody kisses, you know.\And basically, a kiss is just one membrane touching another, right?\I can't believe you're getting flustered over such a thing.\No wonder you Japanese are...\Well, maybe it's not that precious to you.\But for people who want to cherish it, it's definitely precious. response:	For me, too.
context: Are first kisses that precious?\Everybody kisses, you know.\And basically, a kiss is just one membrane touching another, right?\I can't believe you're getting flustered over such a thing.\No wonder you Japanese are...\Well, maybe it's not that precious to you.\But for people who want to cherish it, it's definitely precious.\For me, too. response:	Even if it's not me!
context: Everybody kisses, you know.\And basically, a kiss is just one membrane touching another, right?\I can't believe you're getting flustered over such a thing.\No wonder you Japanese are...\Well, maybe it's not that precious to you.\But for people who want to cherish it, it's definitely precious.\For me, too.\Even if it's not me! response:	And besides,
context: And basically, a kiss is just one membrane touching another, right?\I can't believe you're getting flustered over such a thing.\No wonder you Japanese are...\Well, maybe it's not that precious to you.\But for people who want to cherish it, it's definitely precious.\For me, too.\Even if it's not me!\And besides, response:	the truth is, winning this showdown isn't your real purpose, is it?
context: I can't believe you're getting flustered over such a thing.\No wonder you Japanese are...\Well, maybe it's not that precious to you.\But for people who want to cherish it, it's definitely precious.\For me, too.\Even if it's not me!\And besides,\the truth is, winning this showdown isn't your real purpose, is it? response:	All you really want is for Tsugumi to acknowledge you, am I right?
context: No wonder you Japanese are...\Well, maybe it's not that precious to you.\But for people who want to cherish it, it's definitely precious.\For me, too.\Even if it's not me!\And besides,\the truth is, winning this showdown isn't your real purpose, is it?\All you really want is for Tsugumi to acknowledge you, am I right? response:	What...
context: Well, maybe it's not that precious to you.\But for people who want to cherish it, it's definitely precious.\For me, too.\Even if it's not me!\And besides,\the truth is, winning this showdown isn't your real purpose, is it?\All you really want is for Tsugumi to acknowledge you, am I right?\What... response:	That's... not...
context: But for people who want to cherish it, it's definitely precious.\For me, too.\Even if it's not me!\And besides,\the truth is, winning this showdown isn't your real purpose, is it?\All you really want is for Tsugumi to acknowledge you, am I right?\What...\That's... not... response:	It's no good.
context: For me, too.\Even if it's not me!\And besides,\the truth is, winning this showdown isn't your real purpose, is it?\All you really want is for Tsugumi to acknowledge you, am I right?\What...\That's... not...\It's no good. response:	I've totally lost them.
context: Even if it's not me!\And besides,\the truth is, winning this showdown isn't your real purpose, is it?\All you really want is for Tsugumi to acknowledge you, am I right?\What...\That's... not...\It's no good.\I've totally lost them. response:	What am I gonna do?
context: And besides,\the truth is, winning this showdown isn't your real purpose, is it?\All you really want is for Tsugumi to acknowledge you, am I right?\What...\That's... not...\It's no good.\I've totally lost them.\What am I gonna do? response:	If I lose, I'll have to go back to the U.S.
context: the truth is, winning this showdown isn't your real purpose, is it?\All you really want is for Tsugumi to acknowledge you, am I right?\What...\That's... not...\It's no good.\I've totally lost them.\What am I gonna do?\If I lose, I'll have to go back to the U.S. response:	I'll be separated from Young Mistress yet again!
context: All you really want is for Tsugumi to acknowledge you, am I right?\What...\That's... not...\It's no good.\I've totally lost them.\What am I gonna do?\If I lose, I'll have to go back to the U.S.\I'll be separated from Young Mistress yet again! response:	But what can I do?
context: What...\That's... not...\It's no good.\I've totally lost them.\What am I gonna do?\If I lose, I'll have to go back to the U.S.\I'll be separated from Young Mistress yet again!\But what can I do? response:	By now, they've already...
context: That's... not...\It's no good.\I've totally lost them.\What am I gonna do?\If I lose, I'll have to go back to the U.S.\I'll be separated from Young Mistress yet again!\But what can I do?\By now, they've already... response:	Why am I feeling this way?
context: It's no good.\I've totally lost them.\What am I gonna do?\If I lose, I'll have to go back to the U.S.\I'll be separated from Young Mistress yet again!\But what can I do?\By now, they've already...\Why am I feeling this way? response:	Why do I feel so anxious?
context: I've totally lost them.\What am I gonna do?\If I lose, I'll have to go back to the U.S.\I'll be separated from Young Mistress yet again!\But what can I do?\By now, they've already...\Why am I feeling this way?\Why do I feel so anxious? response:	I don't know why, but I feel such hopeless dread.
context: What am I gonna do?\If I lose, I'll have to go back to the U.S.\I'll be separated from Young Mistress yet again!\But what can I do?\By now, they've already...\Why am I feeling this way?\Why do I feel so anxious?\I don't know why, but I feel such hopeless dread. response:	The thought of somebody stealing a kiss from his lips...
context: If I lose, I'll have to go back to the U.S.\I'll be separated from Young Mistress yet again!\But what can I do?\By now, they've already...\Why am I feeling this way?\Why do I feel so anxious?\I don't know why, but I feel such hopeless dread.\The thought of somebody stealing a kiss from his lips... response:	I don't know why, but I just can't stand it!
context: I'll be separated from Young Mistress yet again!\But what can I do?\By now, they've already...\Why am I feeling this way?\Why do I feel so anxious?\I don't know why, but I feel such hopeless dread.\The thought of somebody stealing a kiss from his lips...\I don't know why, but I just can't stand it! response:	What am I supposed to do?
context: But what can I do?\By now, they've already...\Why am I feeling this way?\Why do I feel so anxious?\I don't know why, but I feel such hopeless dread.\The thought of somebody stealing a kiss from his lips...\I don't know why, but I just can't stand it!\What am I supposed to do? response:	I can't stand it.
context: By now, they've already...\Why am I feeling this way?\Why do I feel so anxious?\I don't know why, but I feel such hopeless dread.\The thought of somebody stealing a kiss from his lips...\I don't know why, but I just can't stand it!\What am I supposed to do?\I can't stand it. response:	I can't stand it, I can't stand it, I can't stand it, I can't stand it,
context: Why am I feeling this way?\Why do I feel so anxious?\I don't know why, but I feel such hopeless dread.\The thought of somebody stealing a kiss from his lips...\I don't know why, but I just can't stand it!\What am I supposed to do?\I can't stand it.\I can't stand it, I can't stand it, I can't stand it, I can't stand it, response:	I can't stand it, I can't stand it, I can't stand it...
context: Why do I feel so anxious?\I don't know why, but I feel such hopeless dread.\The thought of somebody stealing a kiss from his lips...\I don't know why, but I just can't stand it!\What am I supposed to do?\I can't stand it.\I can't stand it, I can't stand it, I can't stand it, I can't stand it,\I can't stand it, I can't stand it, I can't stand it... response:	What the hell?!
context: I don't know why, but I feel such hopeless dread.\The thought of somebody stealing a kiss from his lips...\I don't know why, but I just can't stand it!\What am I supposed to do?\I can't stand it.\I can't stand it, I can't stand it, I can't stand it, I can't stand it,\I can't stand it, I can't stand it, I can't stand it...\What the hell?! response:	Don't tell me she's found us?
context: The thought of somebody stealing a kiss from his lips...\I don't know why, but I just can't stand it!\What am I supposed to do?\I can't stand it.\I can't stand it, I can't stand it, I can't stand it, I can't stand it,\I can't stand it, I can't stand it, I can't stand it...\What the hell?!\Don't tell me she's found us? response:	Even though we're this far away?
context: I don't know why, but I just can't stand it!\What am I supposed to do?\I can't stand it.\I can't stand it, I can't stand it, I can't stand it, I can't stand it,\I can't stand it, I can't stand it, I can't stand it...\What the hell?!\Don't tell me she's found us?\Even though we're this far away? response:	Hey, Tsugumi! Save me!
context: What am I supposed to do?\I can't stand it.\I can't stand it, I can't stand it, I can't stand it, I can't stand it,\I can't stand it, I can't stand it, I can't stand it...\What the hell?!\Don't tell me she's found us?\Even though we're this far away?\Hey, Tsugumi! Save me! response:	Nice timing!
context: I can't stand it.\I can't stand it, I can't stand it, I can't stand it, I can't stand it,\I can't stand it, I can't stand it, I can't stand it...\What the hell?!\Don't tell me she's found us?\Even though we're this far away?\Hey, Tsugumi! Save me!\Nice timing! response:	Miss... Tsugumi?
context: I can't stand it, I can't stand it, I can't stand it, I can't stand it,\I can't stand it, I can't stand it, I can't stand it...\What the hell?!\Don't tell me she's found us?\Even though we're this far away?\Hey, Tsugumi! Save me!\Nice timing!\Miss... Tsugumi? response:	That's...
context: I can't stand it, I can't stand it, I can't stand it...\What the hell?!\Don't tell me she's found us?\Even though we're this far away?\Hey, Tsugumi! Save me!\Nice timing!\Miss... Tsugumi?\That's... response:	Is that really Tsugumi?
context: What the hell?!\Don't tell me she's found us?\Even though we're this far away?\Hey, Tsugumi! Save me!\Nice timing!\Miss... Tsugumi?\That's...\Is that really Tsugumi? response:	I see.
context: Don't tell me she's found us?\Even though we're this far away?\Hey, Tsugumi! Save me!\Nice timing!\Miss... Tsugumi?\That's...\Is that really Tsugumi?\I see. response:	At last you've decided to go all-out.
context: Even though we're this far away?\Hey, Tsugumi! Save me!\Nice timing!\Miss... Tsugumi?\That's...\Is that really Tsugumi?\I see.\At last you've decided to go all-out. response:	I've missed seeing you like that.
context: Hey, Tsugumi! Save me!\Nice timing!\Miss... Tsugumi?\That's...\Is that really Tsugumi?\I see.\At last you've decided to go all-out.\I've missed seeing you like that. response:	How delightful, Black Tiger.
context: Nice timing!\Miss... Tsugumi?\That's...\Is that really Tsugumi?\I see.\At last you've decided to go all-out.\I've missed seeing you like that.\How delightful, Black Tiger. response:	This murderous vibe...
context: Miss... Tsugumi?\That's...\Is that really Tsugumi?\I see.\At last you've decided to go all-out.\I've missed seeing you like that.\How delightful, Black Tiger.\This murderous vibe... response:	Now you're really you!
context: That's...\Is that really Tsugumi?\I see.\At last you've decided to go all-out.\I've missed seeing you like that.\How delightful, Black Tiger.\This murderous vibe...\Now you're really you! response:	Now we can finally have some fun and...
context: Is that really Tsugumi?\I see.\At last you've decided to go all-out.\I've missed seeing you like that.\How delightful, Black Tiger.\This murderous vibe...\Now you're really you!\Now we can finally have some fun and... response:	What? Where'd she go?
context: I see.\At last you've decided to go all-out.\I've missed seeing you like that.\How delightful, Black Tiger.\This murderous vibe...\Now you're really you!\Now we can finally have some fun and...\What? Where'd she go? response:	She destroyed a concrete pillar with a single kick?
context: At last you've decided to go all-out.\I've missed seeing you like that.\How delightful, Black Tiger.\This murderous vibe...\Now you're really you!\Now we can finally have some fun and...\What? Where'd she go?\She destroyed a concrete pillar with a single kick? response:	What the hell?!
context: I've missed seeing you like that.\How delightful, Black Tiger.\This murderous vibe...\Now you're really you!\Now we can finally have some fun and...\What? Where'd she go?\She destroyed a concrete pillar with a single kick?\What the hell?! response:	But that's just otherworldly...
context: How delightful, Black Tiger.\This murderous vibe...\Now you're really you!\Now we can finally have some fun and...\What? Where'd she go?\She destroyed a concrete pillar with a single kick?\What the hell?!\But that's just otherworldly... response:	Both your speed and your power!
context: This murderous vibe...\Now you're really you!\Now we can finally have some fun and...\What? Where'd she go?\She destroyed a concrete pillar with a single kick?\What the hell?!\But that's just otherworldly...\Both your speed and your power! response:	Far from losing any, what you're showing now is way better than before...
context: Now you're really you!\Now we can finally have some fun and...\What? Where'd she go?\She destroyed a concrete pillar with a single kick?\What the hell?!\But that's just otherworldly...\Both your speed and your power!\Far from losing any, what you're showing now is way better than before... response:	Paula.
context: Now we can finally have some fun and...\What? Where'd she go?\She destroyed a concrete pillar with a single kick?\What the hell?!\But that's just otherworldly...\Both your speed and your power!\Far from losing any, what you're showing now is way better than before...\Paula. response:	Yes, ma'am!
context: What? Where'd she go?\She destroyed a concrete pillar with a single kick?\What the hell?!\But that's just otherworldly...\Both your speed and your power!\Far from losing any, what you're showing now is way better than before...\Paula.\Yes, ma'am! response:	Don't resist.
context: She destroyed a concrete pillar with a single kick?\What the hell?!\But that's just otherworldly...\Both your speed and your power!\Far from losing any, what you're showing now is way better than before...\Paula.\Yes, ma'am!\Don't resist. response:	You hear me?
context: What the hell?!\But that's just otherworldly...\Both your speed and your power!\Far from losing any, what you're showing now is way better than before...\Paula.\Yes, ma'am!\Don't resist.\You hear me? response:	Y-Yes, ma'am...
context: But that's just otherworldly...\Both your speed and your power!\Far from losing any, what you're showing now is way better than before...\Paula.\Yes, ma'am!\Don't resist.\You hear me?\Y-Yes, ma'am... response:	Raku Ichijo?
context: Both your speed and your power!\Far from losing any, what you're showing now is way better than before...\Paula.\Yes, ma'am!\Don't resist.\You hear me?\Y-Yes, ma'am...\Raku Ichijo? response:	Yes!
context: Far from losing any, what you're showing now is way better than before...\Paula.\Yes, ma'am!\Don't resist.\You hear me?\Y-Yes, ma'am...\Raku Ichijo?\Yes! response:	You... Don't tell me you're...
context: Paula.\Yes, ma'am!\Don't resist.\You hear me?\Y-Yes, ma'am...\Raku Ichijo?\Yes!\You... Don't tell me you're... response:	Don't say a word.
context: Yes, ma'am!\Don't resist.\You hear me?\Y-Yes, ma'am...\Raku Ichijo?\Yes!\You... Don't tell me you're...\Don't say a word. response:	All right!
context: Don't resist.\You hear me?\Y-Yes, ma'am...\Raku Ichijo?\Yes!\You... Don't tell me you're...\Don't say a word.\All right! response:	Now I've stolen a kiss from his lips!
context: You hear me?\Y-Yes, ma'am...\Raku Ichijo?\Yes!\You... Don't tell me you're...\Don't say a word.\All right!\Now I've stolen a kiss from his lips! response:	That means I win, right, Paula?
context: Y-Yes, ma'am...\Raku Ichijo?\Yes!\You... Don't tell me you're...\Don't say a word.\All right!\Now I've stolen a kiss from his lips!\That means I win, right, Paula? response:	Hey, what was that just now?
context: Raku Ichijo?\Yes!\You... Don't tell me you're...\Don't say a word.\All right!\Now I've stolen a kiss from his lips!\That means I win, right, Paula?\Hey, what was that just now? response:	That's not what you call a kiss, is it?
context: Yes!\You... Don't tell me you're...\Don't say a word.\All right!\Now I've stolen a kiss from his lips!\That means I win, right, Paula?\Hey, what was that just now?\That's not what you call a kiss, is it? response:	What are you talking about?
context: You... Don't tell me you're...\Don't say a word.\All right!\Now I've stolen a kiss from his lips!\That means I win, right, Paula?\Hey, what was that just now?\That's not what you call a kiss, is it?\What are you talking about? response:	You said to steal a kiss from his lips, remember?
