context: Act 11 The Adventure of the Pistol Daimyo Bullet Counting Song response:	Stop! Stop!
context: Keep calm, Rasputin. This is war.\We cannot always foresee the outcome.\Things will happen outside your expectation.\That is what war is.\Leave everything to me. I will conquer Orte.\Besides, we may be already corrupted.\Hijikata.\Rasputin. response:	If the conquest of Verlina is determined to be unattainable,
context: We cannot always foresee the outcome.\Things will happen outside your expectation.\That is what war is.\Leave everything to me. I will conquer Orte.\Besides, we may be already corrupted.\Hijikata.\Rasputin.\If the conquest of Verlina is determined to be unattainable, response:	then at your discretion, change the plan.
context: Things will happen outside your expectation.\That is what war is.\Leave everything to me. I will conquer Orte.\Besides, we may be already corrupted.\Hijikata.\Rasputin.\If the conquest of Verlina is determined to be unattainable,\then at your discretion, change the plan. response:	Aim for destruction instead of usurpation.
context: That is what war is.\Leave everything to me. I will conquer Orte.\Besides, we may be already corrupted.\Hijikata.\Rasputin.\If the conquest of Verlina is determined to be unattainable,\then at your discretion, change the plan.\Aim for destruction instead of usurpation. response:	Our objective shall be maximum destruction and chaos.
context: Leave everything to me. I will conquer Orte.\Besides, we may be already corrupted.\Hijikata.\Rasputin.\If the conquest of Verlina is determined to be unattainable,\then at your discretion, change the plan.\Aim for destruction instead of usurpation.\Our objective shall be maximum destruction and chaos. response:	Kill as many as you can. Burn as much as you can.
context: Besides, we may be already corrupted.\Hijikata.\Rasputin.\If the conquest of Verlina is determined to be unattainable,\then at your discretion, change the plan.\Aim for destruction instead of usurpation.\Our objective shall be maximum destruction and chaos.\Kill as many as you can. Burn as much as you can. response:	My intention is to stop the Drifters from taking control of the state,
context: Hijikata.\Rasputin.\If the conquest of Verlina is determined to be unattainable,\then at your discretion, change the plan.\Aim for destruction instead of usurpation.\Our objective shall be maximum destruction and chaos.\Kill as many as you can. Burn as much as you can.\My intention is to stop the Drifters from taking control of the state, response:	but if it falls into their hands, cripple it.
context: Rasputin.\If the conquest of Verlina is determined to be unattainable,\then at your discretion, change the plan.\Aim for destruction instead of usurpation.\Our objective shall be maximum destruction and chaos.\Kill as many as you can. Burn as much as you can.\My intention is to stop the Drifters from taking control of the state,\but if it falls into their hands, cripple it. response:	Yes, Majesty.
context: If the conquest of Verlina is determined to be unattainable,\then at your discretion, change the plan.\Aim for destruction instead of usurpation.\Our objective shall be maximum destruction and chaos.\Kill as many as you can. Burn as much as you can.\My intention is to stop the Drifters from taking control of the state,\but if it falls into their hands, cripple it.\Yes, Majesty. response:	Thy will be done...
context: then at your discretion, change the plan.\Aim for destruction instead of usurpation.\Our objective shall be maximum destruction and chaos.\Kill as many as you can. Burn as much as you can.\My intention is to stop the Drifters from taking control of the state,\but if it falls into their hands, cripple it.\Yes, Majesty.\Thy will be done... response:	Black Majesty, you're fearsome.
context: Aim for destruction instead of usurpation.\Our objective shall be maximum destruction and chaos.\Kill as many as you can. Burn as much as you can.\My intention is to stop the Drifters from taking control of the state,\but if it falls into their hands, cripple it.\Yes, Majesty.\Thy will be done...\Black Majesty, you're fearsome. response:	Bring me a map of Verlina! Hurry!
context: Our objective shall be maximum destruction and chaos.\Kill as many as you can. Burn as much as you can.\My intention is to stop the Drifters from taking control of the state,\but if it falls into their hands, cripple it.\Yes, Majesty.\Thy will be done...\Black Majesty, you're fearsome.\Bring me a map of Verlina! Hurry! response:	It was just my old habit, but I was a bit too arrogant.
context: Kill as many as you can. Burn as much as you can.\My intention is to stop the Drifters from taking control of the state,\but if it falls into their hands, cripple it.\Yes, Majesty.\Thy will be done...\Black Majesty, you're fearsome.\Bring me a map of Verlina! Hurry!\It was just my old habit, but I was a bit too arrogant. response:	If I lose, it will be no laughing matter.
context: My intention is to stop the Drifters from taking control of the state,\but if it falls into their hands, cripple it.\Yes, Majesty.\Thy will be done...\Black Majesty, you're fearsome.\Bring me a map of Verlina! Hurry!\It was just my old habit, but I was a bit too arrogant.\If I lose, it will be no laughing matter. response:	I haven't seen such a conceited look in the past several centuries.
context: but if it falls into their hands, cripple it.\Yes, Majesty.\Thy will be done...\Black Majesty, you're fearsome.\Bring me a map of Verlina! Hurry!\It was just my old habit, but I was a bit too arrogant.\If I lose, it will be no laughing matter.\I haven't seen such a conceited look in the past several centuries. response:	Two hundred Elves and two hundred Dwarves.
context: Yes, Majesty.\Thy will be done...\Black Majesty, you're fearsome.\Bring me a map of Verlina! Hurry!\It was just my old habit, but I was a bit too arrogant.\If I lose, it will be no laughing matter.\I haven't seen such a conceited look in the past several centuries.\Two hundred Elves and two hundred Dwarves. response:	I can't say anything at this point since I don't know the size of the enemy forces.
context: Thy will be done...\Black Majesty, you're fearsome.\Bring me a map of Verlina! Hurry!\It was just my old habit, but I was a bit too arrogant.\If I lose, it will be no laughing matter.\I haven't seen such a conceited look in the past several centuries.\Two hundred Elves and two hundred Dwarves.\I can't say anything at this point since I don't know the size of the enemy forces. response:	It was the most I could sneak in, hiding in the carriages.
context: Black Majesty, you're fearsome.\Bring me a map of Verlina! Hurry!\It was just my old habit, but I was a bit too arrogant.\If I lose, it will be no laughing matter.\I haven't seen such a conceited look in the past several centuries.\Two hundred Elves and two hundred Dwarves.\I can't say anything at this point since I don't know the size of the enemy forces.\It was the most I could sneak in, hiding in the carriages. response:	The troops I have waiting outside the capital should be heading this way.
context: Bring me a map of Verlina! Hurry!\It was just my old habit, but I was a bit too arrogant.\If I lose, it will be no laughing matter.\I haven't seen such a conceited look in the past several centuries.\Two hundred Elves and two hundred Dwarves.\I can't say anything at this point since I don't know the size of the enemy forces.\It was the most I could sneak in, hiding in the carriages.\The troops I have waiting outside the capital should be heading this way. response:	They should be arriving any time.
context: It was just my old habit, but I was a bit too arrogant.\If I lose, it will be no laughing matter.\I haven't seen such a conceited look in the past several centuries.\Two hundred Elves and two hundred Dwarves.\I can't say anything at this point since I don't know the size of the enemy forces.\It was the most I could sneak in, hiding in the carriages.\The troops I have waiting outside the capital should be heading this way.\They should be arriving any time. response:	They are an elite unit, consisting of 500 soldiers.
context: If I lose, it will be no laughing matter.\I haven't seen such a conceited look in the past several centuries.\Two hundred Elves and two hundred Dwarves.\I can't say anything at this point since I don't know the size of the enemy forces.\It was the most I could sneak in, hiding in the carriages.\The troops I have waiting outside the capital should be heading this way.\They should be arriving any time.\They are an elite unit, consisting of 500 soldiers. response:	Damn twinkie! In situations like this, you should send more troops.
context: I haven't seen such a conceited look in the past several centuries.\Two hundred Elves and two hundred Dwarves.\I can't say anything at this point since I don't know the size of the enemy forces.\It was the most I could sneak in, hiding in the carriages.\The troops I have waiting outside the capital should be heading this way.\They should be arriving any time.\They are an elite unit, consisting of 500 soldiers.\Damn twinkie! In situations like this, you should send more troops. response:	It should've been enough force if it were just a normal coup!
context: Two hundred Elves and two hundred Dwarves.\I can't say anything at this point since I don't know the size of the enemy forces.\It was the most I could sneak in, hiding in the carriages.\The troops I have waiting outside the capital should be heading this way.\They should be arriving any time.\They are an elite unit, consisting of 500 soldiers.\Damn twinkie! In situations like this, you should send more troops.\It should've been enough force if it were just a normal coup! response:	You hear me?! I said normal!
context: I can't say anything at this point since I don't know the size of the enemy forces.\It was the most I could sneak in, hiding in the carriages.\The troops I have waiting outside the capital should be heading this way.\They should be arriving any time.\They are an elite unit, consisting of 500 soldiers.\Damn twinkie! In situations like this, you should send more troops.\It should've been enough force if it were just a normal coup!\You hear me?! I said normal! response:	Besides, that is the entire army in my domain!
context: It was the most I could sneak in, hiding in the carriages.\The troops I have waiting outside the capital should be heading this way.\They should be arriving any time.\They are an elite unit, consisting of 500 soldiers.\Damn twinkie! In situations like this, you should send more troops.\It should've been enough force if it were just a normal coup!\You hear me?! I said normal!\Besides, that is the entire army in my domain! response:	Grind grind
context: The troops I have waiting outside the capital should be heading this way.\They should be arriving any time.\They are an elite unit, consisting of 500 soldiers.\Damn twinkie! In situations like this, you should send more troops.\It should've been enough force if it were just a normal coup!\You hear me?! I said normal!\Besides, that is the entire army in my domain!\Grind grind response:	Huh?! Y-You call that an army?! With only 500?!
context: They should be arriving any time.\They are an elite unit, consisting of 500 soldiers.\Damn twinkie! In situations like this, you should send more troops.\It should've been enough force if it were just a normal coup!\You hear me?! I said normal!\Besides, that is the entire army in my domain!\Grind grind\Huh?! Y-You call that an army?! With only 500?! response:	Aren't you a powerful lord of Orte? How do you explain that?!
context: They are an elite unit, consisting of 500 soldiers.\Damn twinkie! In situations like this, you should send more troops.\It should've been enough force if it were just a normal coup!\You hear me?! I said normal!\Besides, that is the entire army in my domain!\Grind grind\Huh?! Y-You call that an army?! With only 500?!\Aren't you a powerful lord of Orte? How do you explain that?! response:	Since I selected only the best, that was all I could find.
context: Damn twinkie! In situations like this, you should send more troops.\It should've been enough force if it were just a normal coup!\You hear me?! I said normal!\Besides, that is the entire army in my domain!\Grind grind\Huh?! Y-You call that an army?! With only 500?!\Aren't you a powerful lord of Orte? How do you explain that?!\Since I selected only the best, that was all I could find. response:	My troops are so much tougher than others!
context: It should've been enough force if it were just a normal coup!\You hear me?! I said normal!\Besides, that is the entire army in my domain!\Grind grind\Huh?! Y-You call that an army?! With only 500?!\Aren't you a powerful lord of Orte? How do you explain that?!\Since I selected only the best, that was all I could find.\My troops are so much tougher than others! response:	Count Saint-Germi, your army has just arrived outside.
context: You hear me?! I said normal!\Besides, that is the entire army in my domain!\Grind grind\Huh?! Y-You call that an army?! With only 500?!\Aren't you a powerful lord of Orte? How do you explain that?!\Since I selected only the best, that was all I could find.\My troops are so much tougher than others!\Count Saint-Germi, your army has just arrived outside. response:	They're here!
context: Besides, that is the entire army in my domain!\Grind grind\Huh?! Y-You call that an army?! With only 500?!\Aren't you a powerful lord of Orte? How do you explain that?!\Since I selected only the best, that was all I could find.\My troops are so much tougher than others!\Count Saint-Germi, your army has just arrived outside.\They're here! response:	But...
context: Grind grind\Huh?! Y-You call that an army?! With only 500?!\Aren't you a powerful lord of Orte? How do you explain that?!\Since I selected only the best, that was all I could find.\My troops are so much tougher than others!\Count Saint-Germi, your army has just arrived outside.\They're here!\But... response:	But?!
context: Huh?! Y-You call that an army?! With only 500?!\Aren't you a powerful lord of Orte? How do you explain that?!\Since I selected only the best, that was all I could find.\My troops are so much tougher than others!\Count Saint-Germi, your army has just arrived outside.\They're here!\But...\But?! response:	Your troops certainly look tough, but...
context: Aren't you a powerful lord of Orte? How do you explain that?!\Since I selected only the best, that was all I could find.\My troops are so much tougher than others!\Count Saint-Germi, your army has just arrived outside.\They're here!\But...\But?!\Your troops certainly look tough, but... response:	Ah, I happened to notice that already.
context: Since I selected only the best, that was all I could find.\My troops are so much tougher than others!\Count Saint-Germi, your army has just arrived outside.\They're here!\But...\But?!\Your troops certainly look tough, but...\Ah, I happened to notice that already. response:	Hey, damn twinkie!
context: My troops are so much tougher than others!\Count Saint-Germi, your army has just arrived outside.\They're here!\But...\But?!\Your troops certainly look tough, but...\Ah, I happened to notice that already.\Hey, damn twinkie! response:	I hope they are not what I think they are... but what are they?
context: Count Saint-Germi, your army has just arrived outside.\They're here!\But...\But?!\Your troops certainly look tough, but...\Ah, I happened to notice that already.\Hey, damn twinkie!\I hope they are not what I think they are... but what are they? response:	Th-That's right! They are the Sacred Band of Thebes!
context: They're here!\But...\But?!\Your troops certainly look tough, but...\Ah, I happened to notice that already.\Hey, damn twinkie!\I hope they are not what I think they are... but what are they?\Th-That's right! They are the Sacred Band of Thebes! response:	S-So what?! It is not your concern how I assemble my forces!
context: But...\But?!\Your troops certainly look tough, but...\Ah, I happened to notice that already.\Hey, damn twinkie!\I hope they are not what I think they are... but what are they?\Th-That's right! They are the Sacred Band of Thebes!\S-So what?! It is not your concern how I assemble my forces! response:	Do you have anything to say about that?!
context: But?!\Your troops certainly look tough, but...\Ah, I happened to notice that already.\Hey, damn twinkie!\I hope they are not what I think they are... but what are they?\Th-That's right! They are the Sacred Band of Thebes!\S-So what?! It is not your concern how I assemble my forces!\Do you have anything to say about that?! response:	So, this is the reason he has so few troops relative
context: Your troops certainly look tough, but...\Ah, I happened to notice that already.\Hey, damn twinkie!\I hope they are not what I think they are... but what are they?\Th-That's right! They are the Sacred Band of Thebes!\S-So what?! It is not your concern how I assemble my forces!\Do you have anything to say about that?!\So, this is the reason he has so few troops relative response:	to the size of his territory, huh?!
context: Ah, I happened to notice that already.\Hey, damn twinkie!\I hope they are not what I think they are... but what are they?\Th-That's right! They are the Sacred Band of Thebes!\S-So what?! It is not your concern how I assemble my forces!\Do you have anything to say about that?!\So, this is the reason he has so few troops relative\to the size of his territory, huh?! response:	Sure enough, he picked carefully!
context: Hey, damn twinkie!\I hope they are not what I think they are... but what are they?\Th-That's right! They are the Sacred Band of Thebes!\S-So what?! It is not your concern how I assemble my forces!\Do you have anything to say about that?!\So, this is the reason he has so few troops relative\to the size of his territory, huh?!\Sure enough, he picked carefully! response:	Otherwise, this result would have been impossible!
context: I hope they are not what I think they are... but what are they?\Th-That's right! They are the Sacred Band of Thebes!\S-So what?! It is not your concern how I assemble my forces!\Do you have anything to say about that?!\So, this is the reason he has so few troops relative\to the size of his territory, huh?!\Sure enough, he picked carefully!\Otherwise, this result would have been impossible! response:	Excuse me, where is the restroom? I am going to throw up.
context: Th-That's right! They are the Sacred Band of Thebes!\S-So what?! It is not your concern how I assemble my forces!\Do you have anything to say about that?!\So, this is the reason he has so few troops relative\to the size of his territory, huh?!\Sure enough, he picked carefully!\Otherwise, this result would have been impossible!\Excuse me, where is the restroom? I am going to throw up. response:	The Sacred Band of Thebes.
context: S-So what?! It is not your concern how I assemble my forces!\Do you have anything to say about that?!\So, this is the reason he has so few troops relative\to the size of his territory, huh?!\Sure enough, he picked carefully!\Otherwise, this result would have been impossible!\Excuse me, where is the restroom? I am going to throw up.\The Sacred Band of Thebes. response:	Do... Do you know about that, old man? Who are you?!
context: Do you have anything to say about that?!\So, this is the reason he has so few troops relative\to the size of his territory, huh?!\Sure enough, he picked carefully!\Otherwise, this result would have been impossible!\Excuse me, where is the restroom? I am going to throw up.\The Sacred Band of Thebes.\Do... Do you know about that, old man? Who are you?! response:	Echelon Formation.
context: So, this is the reason he has so few troops relative\to the size of his territory, huh?!\Sure enough, he picked carefully!\Otherwise, this result would have been impossible!\Excuse me, where is the restroom? I am going to throw up.\The Sacred Band of Thebes.\Do... Do you know about that, old man? Who are you?!\Echelon Formation. response:	Two-bit thief! Two-bit thief of Gorgidas!
context: to the size of his territory, huh?!\Sure enough, he picked carefully!\Otherwise, this result would have been impossible!\Excuse me, where is the restroom? I am going to throw up.\The Sacred Band of Thebes.\Do... Do you know about that, old man? Who are you?!\Echelon Formation.\Two-bit thief! Two-bit thief of Gorgidas! response:	Who the heck is this old fool?! Is he senile?!
context: Sure enough, he picked carefully!\Otherwise, this result would have been impossible!\Excuse me, where is the restroom? I am going to throw up.\The Sacred Band of Thebes.\Do... Do you know about that, old man? Who are you?!\Echelon Formation.\Two-bit thief! Two-bit thief of Gorgidas!\Who the heck is this old fool?! Is he senile?! response:	No clue! I don't know anything about the Octobrists...
context: Otherwise, this result would have been impossible!\Excuse me, where is the restroom? I am going to throw up.\The Sacred Band of Thebes.\Do... Do you know about that, old man? Who are you?!\Echelon Formation.\Two-bit thief! Two-bit thief of Gorgidas!\Who the heck is this old fool?! Is he senile?!\No clue! I don't know anything about the Octobrists... response:	He is Hannibal or something.
context: Excuse me, where is the restroom? I am going to throw up.\The Sacred Band of Thebes.\Do... Do you know about that, old man? Who are you?!\Echelon Formation.\Two-bit thief! Two-bit thief of Gorgidas!\Who the heck is this old fool?! Is he senile?!\No clue! I don't know anything about the Octobrists...\He is Hannibal or something. response:	Ha... Hanni...!
context: The Sacred Band of Thebes.\Do... Do you know about that, old man? Who are you?!\Echelon Formation.\Two-bit thief! Two-bit thief of Gorgidas!\Who the heck is this old fool?! Is he senile?!\No clue! I don't know anything about the Octobrists...\He is Hannibal or something.\Ha... Hanni...! response:	I'm hungry. I am going to roast Rome.
context: Do... Do you know about that, old man? Who are you?!\Echelon Formation.\Two-bit thief! Two-bit thief of Gorgidas!\Who the heck is this old fool?! Is he senile?!\No clue! I don't know anything about the Octobrists...\He is Hannibal or something.\Ha... Hanni...!\I'm hungry. I am going to roast Rome. response:	I didn't know getting old was so scary.
context: Echelon Formation.\Two-bit thief! Two-bit thief of Gorgidas!\Who the heck is this old fool?! Is he senile?!\No clue! I don't know anything about the Octobrists...\He is Hannibal or something.\Ha... Hanni...!\I'm hungry. I am going to roast Rome.\I didn't know getting old was so scary. response:	Form up!
context: Two-bit thief! Two-bit thief of Gorgidas!\Who the heck is this old fool?! Is he senile?!\No clue! I don't know anything about the Octobrists...\He is Hannibal or something.\Ha... Hanni...!\I'm hungry. I am going to roast Rome.\I didn't know getting old was so scary.\Form up! response:	Oh, you guys are actually good soldiers.
context: Who the heck is this old fool?! Is he senile?!\No clue! I don't know anything about the Octobrists...\He is Hannibal or something.\Ha... Hanni...!\I'm hungry. I am going to roast Rome.\I didn't know getting old was so scary.\Form up!\Oh, you guys are actually good soldiers. response:	Raise up the Tanegashima rifle!
context: No clue! I don't know anything about the Octobrists...\He is Hannibal or something.\Ha... Hanni...!\I'm hungry. I am going to roast Rome.\I didn't know getting old was so scary.\Form up!\Oh, you guys are actually good soldiers.\Raise up the Tanegashima rifle! response:	For the past week, we've been running mock drills with wooden sticks.
context: He is Hannibal or something.\Ha... Hanni...!\I'm hungry. I am going to roast Rome.\I didn't know getting old was so scary.\Form up!\Oh, you guys are actually good soldiers.\Raise up the Tanegashima rifle!\For the past week, we've been running mock drills with wooden sticks. response:	We'll see how they turn out.
context: Ha... Hanni...!\I'm hungry. I am going to roast Rome.\I didn't know getting old was so scary.\Form up!\Oh, you guys are actually good soldiers.\Raise up the Tanegashima rifle!\For the past week, we've been running mock drills with wooden sticks.\We'll see how they turn out. response:	Good, but...
context: I'm hungry. I am going to roast Rome.\I didn't know getting old was so scary.\Form up!\Oh, you guys are actually good soldiers.\Raise up the Tanegashima rifle!\For the past week, we've been running mock drills with wooden sticks.\We'll see how they turn out.\Good, but... response:	They look good, but we won't know till they are actually fired.
context: I didn't know getting old was so scary.\Form up!\Oh, you guys are actually good soldiers.\Raise up the Tanegashima rifle!\For the past week, we've been running mock drills with wooden sticks.\We'll see how they turn out.\Good, but...\They look good, but we won't know till they are actually fired. response:	Muskets... Well, we'll see how...
context: Form up!\Oh, you guys are actually good soldiers.\Raise up the Tanegashima rifle!\For the past week, we've been running mock drills with wooden sticks.\We'll see how they turn out.\Good, but...\They look good, but we won't know till they are actually fired.\Muskets... Well, we'll see how... response:	I can't believe this...
context: Oh, you guys are actually good soldiers.\Raise up the Tanegashima rifle!\For the past week, we've been running mock drills with wooden sticks.\We'll see how they turn out.\Good, but...\They look good, but we won't know till they are actually fired.\Muskets... Well, we'll see how...\I can't believe this... response:	A matchlock gunner squad has been formed!
context: Raise up the Tanegashima rifle!\For the past week, we've been running mock drills with wooden sticks.\We'll see how they turn out.\Good, but...\They look good, but we won't know till they are actually fired.\Muskets... Well, we'll see how...\I can't believe this...\A matchlock gunner squad has been formed! response:	So, this is a gun... I am scared... sort of...
context: For the past week, we've been running mock drills with wooden sticks.\We'll see how they turn out.\Good, but...\They look good, but we won't know till they are actually fired.\Muskets... Well, we'll see how...\I can't believe this...\A matchlock gunner squad has been formed!\So, this is a gun... I am scared... sort of... response:	We rushed through production to provide 100 muskets.
context: We'll see how they turn out.\Good, but...\They look good, but we won't know till they are actually fired.\Muskets... Well, we'll see how...\I can't believe this...\A matchlock gunner squad has been formed!\So, this is a gun... I am scared... sort of...\We rushed through production to provide 100 muskets. response:	As expected, it was impossible for us to make more.
context: Good, but...\They look good, but we won't know till they are actually fired.\Muskets... Well, we'll see how...\I can't believe this...\A matchlock gunner squad has been formed!\So, this is a gun... I am scared... sort of...\We rushed through production to provide 100 muskets.\As expected, it was impossible for us to make more. response:	However, the quality should be good.
context: They look good, but we won't know till they are actually fired.\Muskets... Well, we'll see how...\I can't believe this...\A matchlock gunner squad has been formed!\So, this is a gun... I am scared... sort of...\We rushed through production to provide 100 muskets.\As expected, it was impossible for us to make more.\However, the quality should be good. response:	So, we made this toy to see how it works.
context: Muskets... Well, we'll see how...\I can't believe this...\A matchlock gunner squad has been formed!\So, this is a gun... I am scared... sort of...\We rushed through production to provide 100 muskets.\As expected, it was impossible for us to make more.\However, the quality should be good.\So, we made this toy to see how it works. response:	What do you think?
context: I can't believe this...\A matchlock gunner squad has been formed!\So, this is a gun... I am scared... sort of...\We rushed through production to provide 100 muskets.\As expected, it was impossible for us to make more.\However, the quality should be good.\So, we made this toy to see how it works.\What do you think? response:	They're laughing. They're laughing for some reason.
context: A matchlock gunner squad has been formed!\So, this is a gun... I am scared... sort of...\We rushed through production to provide 100 muskets.\As expected, it was impossible for us to make more.\However, the quality should be good.\So, we made this toy to see how it works.\What do you think?\They're laughing. They're laughing for some reason. response:	The barbaric tribe in that region is very scary.
context: So, this is a gun... I am scared... sort of...\We rushed through production to provide 100 muskets.\As expected, it was impossible for us to make more.\However, the quality should be good.\So, we made this toy to see how it works.\What do you think?\They're laughing. They're laughing for some reason.\The barbaric tribe in that region is very scary. response:	Nobunaga will lead the musketeers. He will set their formations.
context: We rushed through production to provide 100 muskets.\As expected, it was impossible for us to make more.\However, the quality should be good.\So, we made this toy to see how it works.\What do you think?\They're laughing. They're laughing for some reason.\The barbaric tribe in that region is very scary.\Nobunaga will lead the musketeers. He will set their formations. response:	I will lead the Dwarves. They will be the foot soldiers.
context: As expected, it was impossible for us to make more.\However, the quality should be good.\So, we made this toy to see how it works.\What do you think?\They're laughing. They're laughing for some reason.\The barbaric tribe in that region is very scary.\Nobunaga will lead the musketeers. He will set their formations.\I will lead the Dwarves. They will be the foot soldiers. response:	Yoichi will lead the Elves. They will be the skirmishers and archers.
context: However, the quality should be good.\So, we made this toy to see how it works.\What do you think?\They're laughing. They're laughing for some reason.\The barbaric tribe in that region is very scary.\Nobunaga will lead the musketeers. He will set their formations.\I will lead the Dwarves. They will be the foot soldiers.\Yoichi will lead the Elves. They will be the skirmishers and archers. response:	We will draw the enemy close and annihilate them.
context: So, we made this toy to see how it works.\What do you think?\They're laughing. They're laughing for some reason.\The barbaric tribe in that region is very scary.\Nobunaga will lead the musketeers. He will set their formations.\I will lead the Dwarves. They will be the foot soldiers.\Yoichi will lead the Elves. They will be the skirmishers and archers.\We will draw the enemy close and annihilate them. response:	We won't let even a single soldier leave here alive.
context: What do you think?\They're laughing. They're laughing for some reason.\The barbaric tribe in that region is very scary.\Nobunaga will lead the musketeers. He will set their formations.\I will lead the Dwarves. They will be the foot soldiers.\Yoichi will lead the Elves. They will be the skirmishers and archers.\We will draw the enemy close and annihilate them.\We won't let even a single soldier leave here alive. response:	W-We don't need to completely annihilate them, do we?
context: They're laughing. They're laughing for some reason.\The barbaric tribe in that region is very scary.\Nobunaga will lead the musketeers. He will set their formations.\I will lead the Dwarves. They will be the foot soldiers.\Yoichi will lead the Elves. They will be the skirmishers and archers.\We will draw the enemy close and annihilate them.\We won't let even a single soldier leave here alive.\W-We don't need to completely annihilate them, do we? response:	They only came to steal Orte.
context: The barbaric tribe in that region is very scary.\Nobunaga will lead the musketeers. He will set their formations.\I will lead the Dwarves. They will be the foot soldiers.\Yoichi will lead the Elves. They will be the skirmishers and archers.\We will draw the enemy close and annihilate them.\We won't let even a single soldier leave here alive.\W-We don't need to completely annihilate them, do we?\They only came to steal Orte. response:	Therefore, they'll probably withdraw if they find out that's impossible.
context: Nobunaga will lead the musketeers. He will set their formations.\I will lead the Dwarves. They will be the foot soldiers.\Yoichi will lead the Elves. They will be the skirmishers and archers.\We will draw the enemy close and annihilate them.\We won't let even a single soldier leave here alive.\W-We don't need to completely annihilate them, do we?\They only came to steal Orte.\Therefore, they'll probably withdraw if they find out that's impossible. response:	We'll slaughter them all.
context: I will lead the Dwarves. They will be the foot soldiers.\Yoichi will lead the Elves. They will be the skirmishers and archers.\We will draw the enemy close and annihilate them.\We won't let even a single soldier leave here alive.\W-We don't need to completely annihilate them, do we?\They only came to steal Orte.\Therefore, they'll probably withdraw if they find out that's impossible.\We'll slaughter them all. response:	No matter what the soldiers who run try to do,
context: Yoichi will lead the Elves. They will be the skirmishers and archers.\We will draw the enemy close and annihilate them.\We won't let even a single soldier leave here alive.\W-We don't need to completely annihilate them, do we?\They only came to steal Orte.\Therefore, they'll probably withdraw if they find out that's impossible.\We'll slaughter them all.\No matter what the soldiers who run try to do, response:	I won't let them.
context: We will draw the enemy close and annihilate them.\We won't let even a single soldier leave here alive.\W-We don't need to completely annihilate them, do we?\They only came to steal Orte.\Therefore, they'll probably withdraw if they find out that's impossible.\We'll slaughter them all.\No matter what the soldiers who run try to do,\I won't let them. response:	You... You don't know much about battle despite having such broad knowledge.
context: We won't let even a single soldier leave here alive.\W-We don't need to completely annihilate them, do we?\They only came to steal Orte.\Therefore, they'll probably withdraw if they find out that's impossible.\We'll slaughter them all.\No matter what the soldiers who run try to do,\I won't let them.\You... You don't know much about battle despite having such broad knowledge. response:	Wh-What did you say?!
context: W-We don't need to completely annihilate them, do we?\They only came to steal Orte.\Therefore, they'll probably withdraw if they find out that's impossible.\We'll slaughter them all.\No matter what the soldiers who run try to do,\I won't let them.\You... You don't know much about battle despite having such broad knowledge.\Wh-What did you say?! response:	If I were them,
context: They only came to steal Orte.\Therefore, they'll probably withdraw if they find out that's impossible.\We'll slaughter them all.\No matter what the soldiers who run try to do,\I won't let them.\You... You don't know much about battle despite having such broad knowledge.\Wh-What did you say?!\If I were them, response:	I would change my plan the moment I found out
context: Therefore, they'll probably withdraw if they find out that's impossible.\We'll slaughter them all.\No matter what the soldiers who run try to do,\I won't let them.\You... You don't know much about battle despite having such broad knowledge.\Wh-What did you say?!\If I were them,\I would change my plan the moment I found out response:	it was impossible to conquer the country.
context: We'll slaughter them all.\No matter what the soldiers who run try to do,\I won't let them.\You... You don't know much about battle despite having such broad knowledge.\Wh-What did you say?!\If I were them,\I would change my plan the moment I found out\it was impossible to conquer the country. response:	The goal would be changed from conquest to persecution.
context: No matter what the soldiers who run try to do,\I won't let them.\You... You don't know much about battle despite having such broad knowledge.\Wh-What did you say?!\If I were them,\I would change my plan the moment I found out\it was impossible to conquer the country.\The goal would be changed from conquest to persecution. response:	I would kill, kidnap, and rape people...
context: I won't let them.\You... You don't know much about battle despite having such broad knowledge.\Wh-What did you say?!\If I were them,\I would change my plan the moment I found out\it was impossible to conquer the country.\The goal would be changed from conquest to persecution.\I would kill, kidnap, and rape people... response:	I would seize and burn any occupied territory.
context: You... You don't know much about battle despite having such broad knowledge.\Wh-What did you say?!\If I were them,\I would change my plan the moment I found out\it was impossible to conquer the country.\The goal would be changed from conquest to persecution.\I would kill, kidnap, and rape people...\I would seize and burn any occupied territory. response:	Then, while returning to the fortress, I would assault all the villages on the road.
context: Wh-What did you say?!\If I were them,\I would change my plan the moment I found out\it was impossible to conquer the country.\The goal would be changed from conquest to persecution.\I would kill, kidnap, and rape people...\I would seize and burn any occupied territory.\Then, while returning to the fortress, I would assault all the villages on the road. response:	It would be disastrous.
context: If I were them,\I would change my plan the moment I found out\it was impossible to conquer the country.\The goal would be changed from conquest to persecution.\I would kill, kidnap, and rape people...\I would seize and burn any occupied territory.\Then, while returning to the fortress, I would assault all the villages on the road.\It would be disastrous. response:	If they can no longer manipulate the
context: I would change my plan the moment I found out\it was impossible to conquer the country.\The goal would be changed from conquest to persecution.\I would kill, kidnap, and rape people...\I would seize and burn any occupied territory.\Then, while returning to the fortress, I would assault all the villages on the road.\It would be disastrous.\If they can no longer manipulate the response:	aristocrats, pulling strings to control the empire,
