context: Do you feel better now? response:	I do! Thank you!
context: We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have response:	If I open my fragile heart to you, I know I'll bleed...
context: By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed... response:	But I'll always be with you, always be in your arms
context: I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms response:	We'll get on a shining ship of light
context: It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light response:	And call forth the wind with our voices
context: I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices response:	kaze ni ubawareta wake janai
context: so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai response:	katamichi bun no yuuki de bokura
context: I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura response:	higeki wo ukeireru
context: I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura\higeki wo ukeireru response:	kokoro ga koko ni atta hazu no kuudou
context: If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura\higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou response:	motto boku ga ookikereba
context: But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura\higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba response:	kimi wo mirai wo sukueta darou ka
context: We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura\higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba\kimi wo mirai wo sukueta darou ka response:	taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai
context: And call forth the wind with our voices\kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura\higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba\kimi wo mirai wo sukueta darou ka\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai response:	sonna anata ga haguretadayou sora
context: kaze ni ubawareta wake janai\katamichi bun no yuuki de bokura\higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba\kimi wo mirai wo sukueta darou ka\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai\sonna anata ga haguretadayou sora response:	anata ijou no hito ni deaenai
context: katamichi bun no yuuki de bokura\higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba\kimi wo mirai wo sukueta darou ka\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai\sonna anata ga haguretadayou sora\anata ijou no hito ni deaenai response:	tsuki ni aragau nagai furea
context: higeki wo ukeireru\kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba\kimi wo mirai wo sukueta darou ka\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai\sonna anata ga haguretadayou sora\anata ijou no hito ni deaenai\tsuki ni aragau nagai furea response:	hajimaru mo sezu owaru monogatari
context: kokoro ga koko ni atta hazu no kuudou\motto boku ga ookikereba\kimi wo mirai wo sukueta darou ka\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai\sonna anata ga haguretadayou sora\anata ijou no hito ni deaenai\tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari response:	kizutsukiuru yawarakasa
context: motto boku ga ookikereba\kimi wo mirai wo sukueta darou ka\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai\sonna anata ga haguretadayou sora\anata ijou no hito ni deaenai\tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari\kizutsukiuru yawarakasa response:	tojikometa senritsu kanaderu hodo
context: kimi wo mirai wo sukueta darou ka\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai\sonna anata ga haguretadayou sora\anata ijou no hito ni deaenai\tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari\kizutsukiuru yawarakasa\tojikometa senritsu kanaderu hodo response:	utau hodo kowareru hodo ni
context: taisetsu na hito wo mamoru sube ga tatta hitotsu shika motenai\sonna anata ga haguretadayou sora\anata ijou no hito ni deaenai\tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari\kizutsukiuru yawarakasa\tojikometa senritsu kanaderu hodo\utau hodo kowareru hodo ni response:	anata ga koishii
context: sonna anata ga haguretadayou sora\anata ijou no hito ni deaenai\tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari\kizutsukiuru yawarakasa\tojikometa senritsu kanaderu hodo\utau hodo kowareru hodo ni\anata ga koishii response:	We weren't spirited away on the wind
context: anata ijou no hito ni deaenai\tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari\kizutsukiuru yawarakasa\tojikometa senritsu kanaderu hodo\utau hodo kowareru hodo ni\anata ga koishii\We weren't spirited away on the wind response:	We knew we could never return, and found the courage
context: tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari\kizutsukiuru yawarakasa\tojikometa senritsu kanaderu hodo\utau hodo kowareru hodo ni\anata ga koishii\We weren't spirited away on the wind\We knew we could never return, and found the courage response:	to accept the hardship
context: hajimaru mo sezu owaru monogatari\kizutsukiuru yawarakasa\tojikometa senritsu kanaderu hodo\utau hodo kowareru hodo ni\anata ga koishii\We weren't spirited away on the wind\We knew we could never return, and found the courage\to accept the hardship response:	There's an emptiness where my heart used to be
context: kizutsukiuru yawarakasa\tojikometa senritsu kanaderu hodo\utau hodo kowareru hodo ni\anata ga koishii\We weren't spirited away on the wind\We knew we could never return, and found the courage\to accept the hardship\There's an emptiness where my heart used to be response:	If only I was stronger
context: tojikometa senritsu kanaderu hodo\utau hodo kowareru hodo ni\anata ga koishii\We weren't spirited away on the wind\We knew we could never return, and found the courage\to accept the hardship\There's an emptiness where my heart used to be\If only I was stronger response:	I could have saved you, and our future...
context: utau hodo kowareru hodo ni\anata ga koishii\We weren't spirited away on the wind\We knew we could never return, and found the courage\to accept the hardship\There's an emptiness where my heart used to be\If only I was stronger\I could have saved you, and our future... response:	I only know of one way to keep the people I love
context: anata ga koishii\We weren't spirited away on the wind\We knew we could never return, and found the courage\to accept the hardship\There's an emptiness where my heart used to be\If only I was stronger\I could have saved you, and our future...\I only know of one way to keep the people I love response:	And you left me and disappeared into the sky
context: We weren't spirited away on the wind\We knew we could never return, and found the courage\to accept the hardship\There's an emptiness where my heart used to be\If only I was stronger\I could have saved you, and our future...\I only know of one way to keep the people I love\And you left me and disappeared into the sky response:	I'll never find anyone like you again
context: We knew we could never return, and found the courage\to accept the hardship\There's an emptiness where my heart used to be\If only I was stronger\I could have saved you, and our future...\I only know of one way to keep the people I love\And you left me and disappeared into the sky\I'll never find anyone like you again response:	A long flare reaches out against the moon
context: to accept the hardship\There's an emptiness where my heart used to be\If only I was stronger\I could have saved you, and our future...\I only know of one way to keep the people I love\And you left me and disappeared into the sky\I'll never find anyone like you again\A long flare reaches out against the moon response:	The story ends before it could even begin
context: There's an emptiness where my heart used to be\If only I was stronger\I could have saved you, and our future...\I only know of one way to keep the people I love\And you left me and disappeared into the sky\I'll never find anyone like you again\A long flare reaches out against the moon\The story ends before it could even begin response:	So soft, so fragile
context: If only I was stronger\I could have saved you, and our future...\I only know of one way to keep the people I love\And you left me and disappeared into the sky\I'll never find anyone like you again\A long flare reaches out against the moon\The story ends before it could even begin\So soft, so fragile response:	I will call up the melody locked away
context: I could have saved you, and our future...\I only know of one way to keep the people I love\And you left me and disappeared into the sky\I'll never find anyone like you again\A long flare reaches out against the moon\The story ends before it could even begin\So soft, so fragile\I will call up the melody locked away response:	And sing it until I destroy myself
context: I only know of one way to keep the people I love\And you left me and disappeared into the sky\I'll never find anyone like you again\A long flare reaches out against the moon\The story ends before it could even begin\So soft, so fragile\I will call up the melody locked away\And sing it until I destroy myself response:	That's how much I love you
