context: This power... It's just like Father's! response:	Cuckoo Clock!
context: Then if we got that nail...\Mebbe I could try fixin' it.\Excuse us!\Excuse us!\Where's everybody?\Whatever, let's look around.\I'll check the main hall.\Wait, I'll go with you. response:	No one's here.
context: Mebbe I could try fixin' it.\Excuse us!\Excuse us!\Where's everybody?\Whatever, let's look around.\I'll check the main hall.\Wait, I'll go with you.\No one's here. response:	I'll take a look at the crypt.
context: Excuse us!\Excuse us!\Where's everybody?\Whatever, let's look around.\I'll check the main hall.\Wait, I'll go with you.\No one's here.\I'll take a look at the crypt. response:	Please wait here, professor.
context: Excuse us!\Where's everybody?\Whatever, let's look around.\I'll check the main hall.\Wait, I'll go with you.\No one's here.\I'll take a look at the crypt.\Please wait here, professor. response:	Is anyone here?
context: Where's everybody?\Whatever, let's look around.\I'll check the main hall.\Wait, I'll go with you.\No one's here.\I'll take a look at the crypt.\Please wait here, professor.\Is anyone here? response:	Is anyone here?
context: Whatever, let's look around.\I'll check the main hall.\Wait, I'll go with you.\No one's here.\I'll take a look at the crypt.\Please wait here, professor.\Is anyone here?\Is anyone here? response:	Over there!
context: I'll check the main hall.\Wait, I'll go with you.\No one's here.\I'll take a look at the crypt.\Please wait here, professor.\Is anyone here?\Is anyone here?\Over there! response:	He's not dead, is he?
context: Wait, I'll go with you.\No one's here.\I'll take a look at the crypt.\Please wait here, professor.\Is anyone here?\Is anyone here?\Over there!\He's not dead, is he? response:	He's fine, he's just unconscious.
context: No one's here.\I'll take a look at the crypt.\Please wait here, professor.\Is anyone here?\Is anyone here?\Over there!\He's not dead, is he?\He's fine, he's just unconscious. response:	Look, over there too!
context: I'll take a look at the crypt.\Please wait here, professor.\Is anyone here?\Is anyone here?\Over there!\He's not dead, is he?\He's fine, he's just unconscious.\Look, over there too! response:	What is wrong? Don't you want to defeat Satan?
context: Please wait here, professor.\Is anyone here?\Is anyone here?\Over there!\He's not dead, is he?\He's fine, he's just unconscious.\Look, over there too!\What is wrong? Don't you want to defeat Satan? response:	Why? Why would you help a demon?
context: Is anyone here?\Is anyone here?\Over there!\He's not dead, is he?\He's fine, he's just unconscious.\Look, over there too!\What is wrong? Don't you want to defeat Satan?\Why? Why would you help a demon? response:	Don't fool yourself.
context: Is anyone here?\Over there!\He's not dead, is he?\He's fine, he's just unconscious.\Look, over there too!\What is wrong? Don't you want to defeat Satan?\Why? Why would you help a demon?\Don't fool yourself. response:	What?
context: Over there!\He's not dead, is he?\He's fine, he's just unconscious.\Look, over there too!\What is wrong? Don't you want to defeat Satan?\Why? Why would you help a demon?\Don't fool yourself.\What? response:	Look into your heart. He is the son of Satan.
context: He's not dead, is he?\He's fine, he's just unconscious.\Look, over there too!\What is wrong? Don't you want to defeat Satan?\Why? Why would you help a demon?\Don't fool yourself.\What?\Look into your heart. He is the son of Satan. response:	Wouldn't abandoning him be better for the sake of the world?
context: He's fine, he's just unconscious.\Look, over there too!\What is wrong? Don't you want to defeat Satan?\Why? Why would you help a demon?\Don't fool yourself.\What?\Look into your heart. He is the son of Satan.\Wouldn't abandoning him be better for the sake of the world? response:	Do you really want to help the son of Satan?
context: Look, over there too!\What is wrong? Don't you want to defeat Satan?\Why? Why would you help a demon?\Don't fool yourself.\What?\Look into your heart. He is the son of Satan.\Wouldn't abandoning him be better for the sake of the world?\Do you really want to help the son of Satan? response:	Just because you're related?
context: What is wrong? Don't you want to defeat Satan?\Why? Why would you help a demon?\Don't fool yourself.\What?\Look into your heart. He is the son of Satan.\Wouldn't abandoning him be better for the sake of the world?\Do you really want to help the son of Satan?\Just because you're related? response:	A demon...
context: Why? Why would you help a demon?\Don't fool yourself.\What?\Look into your heart. He is the son of Satan.\Wouldn't abandoning him be better for the sake of the world?\Do you really want to help the son of Satan?\Just because you're related?\A demon... response:	I am not your opponent.
context: Don't fool yourself.\What?\Look into your heart. He is the son of Satan.\Wouldn't abandoning him be better for the sake of the world?\Do you really want to help the son of Satan?\Just because you're related?\A demon...\I am not your opponent. response:	The opponent you're scared of deep within your heart is your brother, isn't it?
context: What?\Look into your heart. He is the son of Satan.\Wouldn't abandoning him be better for the sake of the world?\Do you really want to help the son of Satan?\Just because you're related?\A demon...\I am not your opponent.\The opponent you're scared of deep within your heart is your brother, isn't it? response:	As long as he's alive, you will be scared of him.
context: Look into your heart. He is the son of Satan.\Wouldn't abandoning him be better for the sake of the world?\Do you really want to help the son of Satan?\Just because you're related?\A demon...\I am not your opponent.\The opponent you're scared of deep within your heart is your brother, isn't it?\As long as he's alive, you will be scared of him. response:	Then why are you trying to save him?
context: Wouldn't abandoning him be better for the sake of the world?\Do you really want to help the son of Satan?\Just because you're related?\A demon...\I am not your opponent.\The opponent you're scared of deep within your heart is your brother, isn't it?\As long as he's alive, you will be scared of him.\Then why are you trying to save him? response:	What's your reason for helping the son of Satan?
context: Do you really want to help the son of Satan?\Just because you're related?\A demon...\I am not your opponent.\The opponent you're scared of deep within your heart is your brother, isn't it?\As long as he's alive, you will be scared of him.\Then why are you trying to save him?\What's your reason for helping the son of Satan? response:	Reason?
context: Just because you're related?\A demon...\I am not your opponent.\The opponent you're scared of deep within your heart is your brother, isn't it?\As long as he's alive, you will be scared of him.\Then why are you trying to save him?\What's your reason for helping the son of Satan?\Reason? response:	What happened to your temple because of Satan?
context: A demon...\I am not your opponent.\The opponent you're scared of deep within your heart is your brother, isn't it?\As long as he's alive, you will be scared of him.\Then why are you trying to save him?\What's your reason for helping the son of Satan?\Reason?\What happened to your temple because of Satan? response:	Why would you help his son?
context: I am not your opponent.\The opponent you're scared of deep within your heart is your brother, isn't it?\As long as he's alive, you will be scared of him.\Then why are you trying to save him?\What's your reason for helping the son of Satan?\Reason?\What happened to your temple because of Satan?\Why would you help his son? response:	You should get rid of him.
context: The opponent you're scared of deep within your heart is your brother, isn't it?\As long as he's alive, you will be scared of him.\Then why are you trying to save him?\What's your reason for helping the son of Satan?\Reason?\What happened to your temple because of Satan?\Why would you help his son?\You should get rid of him. response:	Without him you could live your life in peace.
context: As long as he's alive, you will be scared of him.\Then why are you trying to save him?\What's your reason for helping the son of Satan?\Reason?\What happened to your temple because of Satan?\Why would you help his son?\You should get rid of him.\Without him you could live your life in peace. response:	Professor!
context: Then why are you trying to save him?\What's your reason for helping the son of Satan?\Reason?\What happened to your temple because of Satan?\Why would you help his son?\You should get rid of him.\Without him you could live your life in peace.\Professor! response:	Shima!
context: What's your reason for helping the son of Satan?\Reason?\What happened to your temple because of Satan?\Why would you help his son?\You should get rid of him.\Without him you could live your life in peace.\Professor!\Shima! response:	You're wrong. I'm not afraid of my brother.
context: Reason?\What happened to your temple because of Satan?\Why would you help his son?\You should get rid of him.\Without him you could live your life in peace.\Professor!\Shima!\You're wrong. I'm not afraid of my brother. response:	What I'm afraid of is that my strength won't be enough to protect him!
context: What happened to your temple because of Satan?\Why would you help his son?\You should get rid of him.\Without him you could live your life in peace.\Professor!\Shima!\You're wrong. I'm not afraid of my brother.\What I'm afraid of is that my strength won't be enough to protect him! response:	I vowed to become strong to protect him!
context: Why would you help his son?\You should get rid of him.\Without him you could live your life in peace.\Professor!\Shima!\You're wrong. I'm not afraid of my brother.\What I'm afraid of is that my strength won't be enough to protect him!\I vowed to become strong to protect him! response:	I swore to protect him!
context: You should get rid of him.\Without him you could live your life in peace.\Professor!\Shima!\You're wrong. I'm not afraid of my brother.\What I'm afraid of is that my strength won't be enough to protect him!\I vowed to become strong to protect him!\I swore to protect him! response:	Pay it back its deeds!
context: Without him you could live your life in peace.\Professor!\Shima!\You're wrong. I'm not afraid of my brother.\What I'm afraid of is that my strength won't be enough to protect him!\I vowed to become strong to protect him!\I swore to protect him!\Pay it back its deeds! response:	Suguro!
context: Professor!\Shima!\You're wrong. I'm not afraid of my brother.\What I'm afraid of is that my strength won't be enough to protect him!\I vowed to become strong to protect him!\I swore to protect him!\Pay it back its deeds!\Suguro! response:	Reason? Of course I have one!
context: Shima!\You're wrong. I'm not afraid of my brother.\What I'm afraid of is that my strength won't be enough to protect him!\I vowed to become strong to protect him!\I swore to protect him!\Pay it back its deeds!\Suguro!\Reason? Of course I have one! response:	He said he'd become an Exorcist to kick Satan's ass!
context: You're wrong. I'm not afraid of my brother.\What I'm afraid of is that my strength won't be enough to protect him!\I vowed to become strong to protect him!\I swore to protect him!\Pay it back its deeds!\Suguro!\Reason? Of course I have one!\He said he'd become an Exorcist to kick Satan's ass! response:	Until he tells me why he said weird stuff like that even though he's Satan's son,
context: What I'm afraid of is that my strength won't be enough to protect him!\I vowed to become strong to protect him!\I swore to protect him!\Pay it back its deeds!\Suguro!\Reason? Of course I have one!\He said he'd become an Exorcist to kick Satan's ass!\Until he tells me why he said weird stuff like that even though he's Satan's son, response:	I'm not gonna stoop so low as to let him die!
context: I vowed to become strong to protect him!\I swore to protect him!\Pay it back its deeds!\Suguro!\Reason? Of course I have one!\He said he'd become an Exorcist to kick Satan's ass!\Until he tells me why he said weird stuff like that even though he's Satan's son,\I'm not gonna stoop so low as to let him die! response:	The Eternal Buddha have mercy on you!
context: I swore to protect him!\Pay it back its deeds!\Suguro!\Reason? Of course I have one!\He said he'd become an Exorcist to kick Satan's ass!\Until he tells me why he said weird stuff like that even though he's Satan's son,\I'm not gonna stoop so low as to let him die!\The Eternal Buddha have mercy on you! response:	The head priest is alright too.
context: Pay it back its deeds!\Suguro!\Reason? Of course I have one!\He said he'd become an Exorcist to kick Satan's ass!\Until he tells me why he said weird stuff like that even though he's Satan's son,\I'm not gonna stoop so low as to let him die!\The Eternal Buddha have mercy on you!\The head priest is alright too. response:	I'm glad to hear that.
context: Suguro!\Reason? Of course I have one!\He said he'd become an Exorcist to kick Satan's ass!\Until he tells me why he said weird stuff like that even though he's Satan's son,\I'm not gonna stoop so low as to let him die!\The Eternal Buddha have mercy on you!\The head priest is alright too.\I'm glad to hear that. response:	Those demons earlier were Mara, right?
context: Reason? Of course I have one!\He said he'd become an Exorcist to kick Satan's ass!\Until he tells me why he said weird stuff like that even though he's Satan's son,\I'm not gonna stoop so low as to let him die!\The Eternal Buddha have mercy on you!\The head priest is alright too.\I'm glad to hear that.\Those demons earlier were Mara, right? response:	Yes. The demon who tempted Buddha when he was about to reach enlightenment.
context: He said he'd become an Exorcist to kick Satan's ass!\Until he tells me why he said weird stuff like that even though he's Satan's son,\I'm not gonna stoop so low as to let him die!\The Eternal Buddha have mercy on you!\The head priest is alright too.\I'm glad to hear that.\Those demons earlier were Mara, right?\Yes. The demon who tempted Buddha when he was about to reach enlightenment. response:	They're demons that attack the weaknesses and uncertainties in the hearts of men.
context: Until he tells me why he said weird stuff like that even though he's Satan's son,\I'm not gonna stoop so low as to let him die!\The Eternal Buddha have mercy on you!\The head priest is alright too.\I'm glad to hear that.\Those demons earlier were Mara, right?\Yes. The demon who tempted Buddha when he was about to reach enlightenment.\They're demons that attack the weaknesses and uncertainties in the hearts of men. response:	It is not unusual that Mara possess the Buddha statues in old temples like this.
context: I'm not gonna stoop so low as to let him die!\The Eternal Buddha have mercy on you!\The head priest is alright too.\I'm glad to hear that.\Those demons earlier were Mara, right?\Yes. The demon who tempted Buddha when he was about to reach enlightenment.\They're demons that attack the weaknesses and uncertainties in the hearts of men.\It is not unusual that Mara possess the Buddha statues in old temples like this. response:	Here's the nail you asked for.
context: The Eternal Buddha have mercy on you!\The head priest is alright too.\I'm glad to hear that.\Those demons earlier were Mara, right?\Yes. The demon who tempted Buddha when he was about to reach enlightenment.\They're demons that attack the weaknesses and uncertainties in the hearts of men.\It is not unusual that Mara possess the Buddha statues in old temples like this.\Here's the nail you asked for. response:	Thank you.
context: The head priest is alright too.\I'm glad to hear that.\Those demons earlier were Mara, right?\Yes. The demon who tempted Buddha when he was about to reach enlightenment.\They're demons that attack the weaknesses and uncertainties in the hearts of men.\It is not unusual that Mara possess the Buddha statues in old temples like this.\Here's the nail you asked for.\Thank you. response:	Mephisto was obviously deceiving the Order to overthrow it from the inside!
context: I'm glad to hear that.\Those demons earlier were Mara, right?\Yes. The demon who tempted Buddha when he was about to reach enlightenment.\They're demons that attack the weaknesses and uncertainties in the hearts of men.\It is not unusual that Mara possess the Buddha statues in old temples like this.\Here's the nail you asked for.\Thank you.\Mephisto was obviously deceiving the Order to overthrow it from the inside! response:	But it's also a fact that we have nothing we can use to fight Satan.
context: Those demons earlier were Mara, right?\Yes. The demon who tempted Buddha when he was about to reach enlightenment.\They're demons that attack the weaknesses and uncertainties in the hearts of men.\It is not unusual that Mara possess the Buddha statues in old temples like this.\Here's the nail you asked for.\Thank you.\Mephisto was obviously deceiving the Order to overthrow it from the inside!\But it's also a fact that we have nothing we can use to fight Satan. response:	This is a problem of unprecedented gravity.
context: Yes. The demon who tempted Buddha when he was about to reach enlightenment.\They're demons that attack the weaknesses and uncertainties in the hearts of men.\It is not unusual that Mara possess the Buddha statues in old temples like this.\Here's the nail you asked for.\Thank you.\Mephisto was obviously deceiving the Order to overthrow it from the inside!\But it's also a fact that we have nothing we can use to fight Satan.\This is a problem of unprecedented gravity. response:	If something were to go wrong, the risk is great.
context: They're demons that attack the weaknesses and uncertainties in the hearts of men.\It is not unusual that Mara possess the Buddha statues in old temples like this.\Here's the nail you asked for.\Thank you.\Mephisto was obviously deceiving the Order to overthrow it from the inside!\But it's also a fact that we have nothing we can use to fight Satan.\This is a problem of unprecedented gravity.\If something were to go wrong, the risk is great. response:	C'mon, how long's this gonna take...
context: It is not unusual that Mara possess the Buddha statues in old temples like this.\Here's the nail you asked for.\Thank you.\Mephisto was obviously deceiving the Order to overthrow it from the inside!\But it's also a fact that we have nothing we can use to fight Satan.\This is a problem of unprecedented gravity.\If something were to go wrong, the risk is great.\C'mon, how long's this gonna take... response:	What's going on?
context: Here's the nail you asked for.\Thank you.\Mephisto was obviously deceiving the Order to overthrow it from the inside!\But it's also a fact that we have nothing we can use to fight Satan.\This is a problem of unprecedented gravity.\If something were to go wrong, the risk is great.\C'mon, how long's this gonna take...\What's going on? response:	Him?
context: Thank you.\Mephisto was obviously deceiving the Order to overthrow it from the inside!\But it's also a fact that we have nothing we can use to fight Satan.\This is a problem of unprecedented gravity.\If something were to go wrong, the risk is great.\C'mon, how long's this gonna take...\What's going on?\Him? response:	Where? Where is he? I haven't lost yet!
context: Mephisto was obviously deceiving the Order to overthrow it from the inside!\But it's also a fact that we have nothing we can use to fight Satan.\This is a problem of unprecedented gravity.\If something were to go wrong, the risk is great.\C'mon, how long's this gonna take...\What's going on?\Him?\Where? Where is he? I haven't lost yet! response:	Amaimon?
context: But it's also a fact that we have nothing we can use to fight Satan.\This is a problem of unprecedented gravity.\If something were to go wrong, the risk is great.\C'mon, how long's this gonna take...\What's going on?\Him?\Where? Where is he? I haven't lost yet!\Amaimon? response:	What would the Earth King be doing here?
context: This is a problem of unprecedented gravity.\If something were to go wrong, the risk is great.\C'mon, how long's this gonna take...\What's going on?\Him?\Where? Where is he? I haven't lost yet!\Amaimon?\What would the Earth King be doing here? response:	Angel!
context: If something were to go wrong, the risk is great.\C'mon, how long's this gonna take...\What's going on?\Him?\Where? Where is he? I haven't lost yet!\Amaimon?\What would the Earth King be doing here?\Angel! response:	Is this your work, Sir Pheles?
context: C'mon, how long's this gonna take...\What's going on?\Him?\Where? Where is he? I haven't lost yet!\Amaimon?\What would the Earth King be doing here?\Angel!\Is this your work, Sir Pheles? response:	Is this the time for joking around?
context: What's going on?\Him?\Where? Where is he? I haven't lost yet!\Amaimon?\What would the Earth King be doing here?\Angel!\Is this your work, Sir Pheles?\Is this the time for joking around? response:	Why would I need to resort to such measures?
context: Him?\Where? Where is he? I haven't lost yet!\Amaimon?\What would the Earth King be doing here?\Angel!\Is this your work, Sir Pheles?\Is this the time for joking around?\Why would I need to resort to such measures? response:	But rather than that,
context: Where? Where is he? I haven't lost yet!\Amaimon?\What would the Earth King be doing here?\Angel!\Is this your work, Sir Pheles?\Is this the time for joking around?\Why would I need to resort to such measures?\But rather than that, response:	why not see this as a great opportunity
context: Amaimon?\What would the Earth King be doing here?\Angel!\Is this your work, Sir Pheles?\Is this the time for joking around?\Why would I need to resort to such measures?\But rather than that,\why not see this as a great opportunity response:	to observe the real power of Satan's offspring?
context: What would the Earth King be doing here?\Angel!\Is this your work, Sir Pheles?\Is this the time for joking around?\Why would I need to resort to such measures?\But rather than that,\why not see this as a great opportunity\to observe the real power of Satan's offspring? response:	What?
context: Angel!\Is this your work, Sir Pheles?\Is this the time for joking around?\Why would I need to resort to such measures?\But rather than that,\why not see this as a great opportunity\to observe the real power of Satan's offspring?\What? response:	I'm sure you understand
context: Is this your work, Sir Pheles?\Is this the time for joking around?\Why would I need to resort to such measures?\But rather than that,\why not see this as a great opportunity\to observe the real power of Satan's offspring?\What?\I'm sure you understand response:	that he is the only strength we've got.
context: Is this the time for joking around?\Why would I need to resort to such measures?\But rather than that,\why not see this as a great opportunity\to observe the real power of Satan's offspring?\What?\I'm sure you understand\that he is the only strength we've got. response:	Would you make this gamble with me?
context: Why would I need to resort to such measures?\But rather than that,\why not see this as a great opportunity\to observe the real power of Satan's offspring?\What?\I'm sure you understand\that he is the only strength we've got.\Would you make this gamble with me? response:	Will Rin Okumura become the savior of Assiah,
context: But rather than that,\why not see this as a great opportunity\to observe the real power of Satan's offspring?\What?\I'm sure you understand\that he is the only strength we've got.\Would you make this gamble with me?\Will Rin Okumura become the savior of Assiah, response:	or the demon king of Gehenna?
context: why not see this as a great opportunity\to observe the real power of Satan's offspring?\What?\I'm sure you understand\that he is the only strength we've got.\Would you make this gamble with me?\Will Rin Okumura become the savior of Assiah,\or the demon king of Gehenna? response:	Don't you want to see it for yourselves?
context: to observe the real power of Satan's offspring?\What?\I'm sure you understand\that he is the only strength we've got.\Would you make this gamble with me?\Will Rin Okumura become the savior of Assiah,\or the demon king of Gehenna?\Don't you want to see it for yourselves? response:	's alright, I can use it.
context: What?\I'm sure you understand\that he is the only strength we've got.\Would you make this gamble with me?\Will Rin Okumura become the savior of Assiah,\or the demon king of Gehenna?\Don't you want to see it for yourselves?\'s alright, I can use it. response:	The time for voting is almost over!
context: I'm sure you understand\that he is the only strength we've got.\Would you make this gamble with me?\Will Rin Okumura become the savior of Assiah,\or the demon king of Gehenna?\Don't you want to see it for yourselves?\'s alright, I can use it.\The time for voting is almost over! response:	Please decide whether you're for or against!
context: that he is the only strength we've got.\Would you make this gamble with me?\Will Rin Okumura become the savior of Assiah,\or the demon king of Gehenna?\Don't you want to see it for yourselves?\'s alright, I can use it.\The time for voting is almost over!\Please decide whether you're for or against! response:	You!
context: Would you make this gamble with me?\Will Rin Okumura become the savior of Assiah,\or the demon king of Gehenna?\Don't you want to see it for yourselves?\'s alright, I can use it.\The time for voting is almost over!\Please decide whether you're for or against!\You! response:	I've come to return the favor, Rin Okumura.
context: Will Rin Okumura become the savior of Assiah,\or the demon king of Gehenna?\Don't you want to see it for yourselves?\'s alright, I can use it.\The time for voting is almost over!\Please decide whether you're for or against!\You!\I've come to return the favor, Rin Okumura. response:	Wake up!
context: or the demon king of Gehenna?\Don't you want to see it for yourselves?\'s alright, I can use it.\The time for voting is almost over!\Please decide whether you're for or against!\You!\I've come to return the favor, Rin Okumura.\Wake up! response:	Episode 16 s Gamble
context: Don't you want to see it for yourselves?\'s alright, I can use it.\The time for voting is almost over!\Please decide whether you're for or against!\You!\I've come to return the favor, Rin Okumura.\Wake up!\Episode 16 s Gamble response:	Great
context: 's alright, I can use it.\The time for voting is almost over!\Please decide whether you're for or against!\You!\I've come to return the favor, Rin Okumura.\Wake up!\Episode 16 s Gamble\Great response:	Great
context: The time for voting is almost over!\Please decide whether you're for or against!\You!\I've come to return the favor, Rin Okumura.\Wake up!\Episode 16 s Gamble\Great\Great response:	Next Episode Preview
context: Please decide whether you're for or against!\You!\I've come to return the favor, Rin Okumura.\Wake up!\Episode 16 s Gamble\Great\Great\Next Episode Preview response:	Temptation
context: You!\I've come to return the favor, Rin Okumura.\Wake up!\Episode 16 s Gamble\Great\Great\Next Episode Preview\Temptation response:	The Blue Exorcist
context: I've come to return the favor, Rin Okumura.\Wake up!\Episode 16 s Gamble\Great\Great\Next Episode Preview\Temptation\The Blue Exorcist response:	The Blue Exorcist
context: Wake up!\Episode 16 s Gamble\Great\Great\Next Episode Preview\Temptation\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Episode 16 s Gamble\Great\Great\Next Episode Preview\Temptation\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Great\Great\Next Episode Preview\Temptation\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Great\Next Episode Preview\Temptation\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Next Episode Preview\Temptation\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	nuguisarenai kako no kanashimi
context: Temptation\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi response:	It's alright kokoro ni mo nai
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai response:	Blastar hanachi te wo nobashita
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita response:	sakete toorenai michi wa itsu kara ka konna datta
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta response:	soshite daremo inakunatta...
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta... response:	unmei nante kuso kurae
context: The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae response:	yarikirenakute cry for pride
context: The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride response:	hibiku ai no uta
context: nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta response:	yuganda sekai magatta negai
context: It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai response:	kuzuresatte iku risou to ashita
context: Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita response:	haite suteru hodo ni taikutsu datta
context: sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta response:	unmei nante nurikaete
context: soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete response:	kizu darake ni natte try for pride
context: unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride response:	soredemo ai wo utau
context: yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau response:	hizunda sekai todokazu negai
context: hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai response:	kizuki ageteku kizuna to ashita
context: yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita response:	haite sutete mo kekkyoku taisetsu nanda
context: kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda response:	harewatari michi ni hikari wa sashita
context: haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita response:	Let's fight osore wa nai
context: unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai response:	moroha no tsurugi furikazashita
context: kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita response:	Dark side in my heart is
context: soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is response:	the unerasable sadness of the past.
context: hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past. response:	It's alright if I don't really mean it,
context: kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it, response:	so I fire my blasters and stretch out my hands.
context: haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands. response:	Since when has my way been unavoidable like this?
context: harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this? response:	And now there's no one left...
context: Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left... response:	Fuck this destiny,
