context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: T-The Captain proposed the idea!\The one who says that is the most suspicious one.\Be a man and...\Damn it! Just a little more to go...\There he is!\So you got in through that hole.\Please, spare my life.\Would there still be someone in there? response:	Stop hiding and come out, peeping tom!
context: The one who says that is the most suspicious one.\Be a man and...\Damn it! Just a little more to go...\There he is!\So you got in through that hole.\Please, spare my life.\Would there still be someone in there?\Stop hiding and come out, peeping tom! response:	Ow...
context: Be a man and...\Damn it! Just a little more to go...\There he is!\So you got in through that hole.\Please, spare my life.\Would there still be someone in there?\Stop hiding and come out, peeping tom!\Ow... response:	Looks like it's best you surrender.
context: Damn it! Just a little more to go...\There he is!\So you got in through that hole.\Please, spare my life.\Would there still be someone in there?\Stop hiding and come out, peeping tom!\Ow...\Looks like it's best you surrender. response:	What's this?
context: There he is!\So you got in through that hole.\Please, spare my life.\Would there still be someone in there?\Stop hiding and come out, peeping tom!\Ow...\Looks like it's best you surrender.\What's this? response:	Tiffa!
context: So you got in through that hole.\Please, spare my life.\Would there still be someone in there?\Stop hiding and come out, peeping tom!\Ow...\Looks like it's best you surrender.\What's this?\Tiffa! response:	What the heck is this?!
context: Please, spare my life.\Would there still be someone in there?\Stop hiding and come out, peeping tom!\Ow...\Looks like it's best you surrender.\What's this?\Tiffa!\What the heck is this?! response:	I'm gonna crash! I'm gonna crash!
context: Would there still be someone in there?\Stop hiding and come out, peeping tom!\Ow...\Looks like it's best you surrender.\What's this?\Tiffa!\What the heck is this?!\I'm gonna crash! I'm gonna crash! response:	Ow...
context: Stop hiding and come out, peeping tom!\Ow...\Looks like it's best you surrender.\What's this?\Tiffa!\What the heck is this?!\I'm gonna crash! I'm gonna crash!\Ow... response:	Who is it?
context: Ow...\Looks like it's best you surrender.\What's this?\Tiffa!\What the heck is this?!\I'm gonna crash! I'm gonna crash!\Ow...\Who is it? response:	Quiet.
context: Looks like it's best you surrender.\What's this?\Tiffa!\What the heck is this?!\I'm gonna crash! I'm gonna crash!\Ow...\Who is it?\Quiet. response:	That voice...
context: What's this?\Tiffa!\What the heck is this?!\I'm gonna crash! I'm gonna crash!\Ow...\Who is it?\Quiet.\That voice... response:	Tabitha?
context: Tiffa!\What the heck is this?!\I'm gonna crash! I'm gonna crash!\Ow...\Who is it?\Quiet.\That voice...\Tabitha? response:	You got me out of there?
context: What the heck is this?!\I'm gonna crash! I'm gonna crash!\Ow...\Who is it?\Quiet.\That voice...\Tabitha?\You got me out of there? response:	Sylphid's dinner.
context: I'm gonna crash! I'm gonna crash!\Ow...\Who is it?\Quiet.\That voice...\Tabitha?\You got me out of there?\Sylphid's dinner. response:	For something like that?
context: Ow...\Who is it?\Quiet.\That voice...\Tabitha?\You got me out of there?\Sylphid's dinner.\For something like that? response:	Knights never maintain a debt.
context: Who is it?\Quiet.\That voice...\Tabitha?\You got me out of there?\Sylphid's dinner.\For something like that?\Knights never maintain a debt. response:	I see...
context: Quiet.\That voice...\Tabitha?\You got me out of there?\Sylphid's dinner.\For something like that?\Knights never maintain a debt.\I see... response:	Anyway, you saved me. Thanks.
context: That voice...\Tabitha?\You got me out of there?\Sylphid's dinner.\For something like that?\Knights never maintain a debt.\I see...\Anyway, you saved me. Thanks. response:	Shh.
context: Tabitha?\You got me out of there?\Sylphid's dinner.\For something like that?\Knights never maintain a debt.\I see...\Anyway, you saved me. Thanks.\Shh. response:	Guiche! Where are you hiding?!
context: You got me out of there?\Sylphid's dinner.\For something like that?\Knights never maintain a debt.\I see...\Anyway, you saved me. Thanks.\Shh.\Guiche! Where are you hiding?! response:	Geez...
context: Sylphid's dinner.\For something like that?\Knights never maintain a debt.\I see...\Anyway, you saved me. Thanks.\Shh.\Guiche! Where are you hiding?!\Geez... response:	Come out!
context: For something like that?\Knights never maintain a debt.\I see...\Anyway, you saved me. Thanks.\Shh.\Guiche! Where are you hiding?!\Geez...\Come out! response:	Guiche!
context: Knights never maintain a debt.\I see...\Anyway, you saved me. Thanks.\Shh.\Guiche! Where are you hiding?!\Geez...\Come out!\Guiche! response:	Reinard already told me that you were part of the peeping!
context: I see...\Anyway, you saved me. Thanks.\Shh.\Guiche! Where are you hiding?!\Geez...\Come out!\Guiche!\Reinard already told me that you were part of the peeping! response:	W-Why isn't Tabitha wearing anything?
context: Anyway, you saved me. Thanks.\Shh.\Guiche! Where are you hiding?!\Geez...\Come out!\Guiche!\Reinard already told me that you were part of the peeping!\W-Why isn't Tabitha wearing anything? response:	P-Please, don't hold me any closer.
context: Shh.\Guiche! Where are you hiding?!\Geez...\Come out!\Guiche!\Reinard already told me that you were part of the peeping!\W-Why isn't Tabitha wearing anything?\P-Please, don't hold me any closer. response:	We found Guiche!
context: Guiche! Where are you hiding?!\Geez...\Come out!\Guiche!\Reinard already told me that you were part of the peeping!\W-Why isn't Tabitha wearing anything?\P-Please, don't hold me any closer.\We found Guiche! response:	Where?!
context: Geez...\Come out!\Guiche!\Reinard already told me that you were part of the peeping!\W-Why isn't Tabitha wearing anything?\P-Please, don't hold me any closer.\We found Guiche!\Where?! response:	Saved...
context: Come out!\Guiche!\Reinard already told me that you were part of the peeping!\W-Why isn't Tabitha wearing anything?\P-Please, don't hold me any closer.\We found Guiche!\Where?!\Saved... response:	What?
context: Guiche!\Reinard already told me that you were part of the peeping!\W-Why isn't Tabitha wearing anything?\P-Please, don't hold me any closer.\We found Guiche!\Where?!\Saved...\What? response:	Ghost...
context: Reinard already told me that you were part of the peeping!\W-Why isn't Tabitha wearing anything?\P-Please, don't hold me any closer.\We found Guiche!\Where?!\Saved...\What?\Ghost... response:	Ghost?
context: W-Why isn't Tabitha wearing anything?\P-Please, don't hold me any closer.\We found Guiche!\Where?!\Saved...\What?\Ghost...\Ghost? response:	What? You're scared of ghosts?
context: P-Please, don't hold me any closer.\We found Guiche!\Where?!\Saved...\What?\Ghost...\Ghost?\What? You're scared of ghosts? response:	Don't worry, I'm with you.
context: We found Guiche!\Where?!\Saved...\What?\Ghost...\Ghost?\What? You're scared of ghosts?\Don't worry, I'm with you. response:	Hey, Tabitha.
context: Where?!\Saved...\What?\Ghost...\Ghost?\What? You're scared of ghosts?\Don't worry, I'm with you.\Hey, Tabitha. response:	Shoot, this is turning me on.
context: Saved...\What?\Ghost...\Ghost?\What? You're scared of ghosts?\Don't worry, I'm with you.\Hey, Tabitha.\Shoot, this is turning me on. response:	F-Forgive me, Montmorency.
context: What?\Ghost...\Ghost?\What? You're scared of ghosts?\Don't worry, I'm with you.\Hey, Tabitha.\Shoot, this is turning me on.\F-Forgive me, Montmorency. response:	It was on impulse. Just a whim!
context: Ghost...\Ghost?\What? You're scared of ghosts?\Don't worry, I'm with you.\Hey, Tabitha.\Shoot, this is turning me on.\F-Forgive me, Montmorency.\It was on impulse. Just a whim! response:	This time around, I really know what kind of person you are.
context: Ghost?\What? You're scared of ghosts?\Don't worry, I'm with you.\Hey, Tabitha.\Shoot, this is turning me on.\F-Forgive me, Montmorency.\It was on impulse. Just a whim!\This time around, I really know what kind of person you are. response:	Goodbye.
context: What? You're scared of ghosts?\Don't worry, I'm with you.\Hey, Tabitha.\Shoot, this is turning me on.\F-Forgive me, Montmorency.\It was on impulse. Just a whim!\This time around, I really know what kind of person you are.\Goodbye. response:	A ball for dolls?
context: Don't worry, I'm with you.\Hey, Tabitha.\Shoot, this is turning me on.\F-Forgive me, Montmorency.\It was on impulse. Just a whim!\This time around, I really know what kind of person you are.\Goodbye.\A ball for dolls? response:	I could dance with you if you want.
context: Hey, Tabitha.\Shoot, this is turning me on.\F-Forgive me, Montmorency.\It was on impulse. Just a whim!\This time around, I really know what kind of person you are.\Goodbye.\A ball for dolls?\I could dance with you if you want. response:	I've been working hard to this day, wishing to see her smile,
context: Shoot, this is turning me on.\F-Forgive me, Montmorency.\It was on impulse. Just a whim!\This time around, I really know what kind of person you are.\Goodbye.\A ball for dolls?\I could dance with you if you want.\I've been working hard to this day, wishing to see her smile, response:	yet why doesn't it ever work out?
context: F-Forgive me, Montmorency.\It was on impulse. Just a whim!\This time around, I really know what kind of person you are.\Goodbye.\A ball for dolls?\I could dance with you if you want.\I've been working hard to this day, wishing to see her smile,\yet why doesn't it ever work out? response:	I'll believe you.
context: It was on impulse. Just a whim!\This time around, I really know what kind of person you are.\Goodbye.\A ball for dolls?\I could dance with you if you want.\I've been working hard to this day, wishing to see her smile,\yet why doesn't it ever work out?\I'll believe you. response:	Obviously, I'm at fault.
context: This time around, I really know what kind of person you are.\Goodbye.\A ball for dolls?\I could dance with you if you want.\I've been working hard to this day, wishing to see her smile,\yet why doesn't it ever work out?\I'll believe you.\Obviously, I'm at fault. response:	Even if it was Tiffa's request, I did something to betray Louise.
context: Goodbye.\A ball for dolls?\I could dance with you if you want.\I've been working hard to this day, wishing to see her smile,\yet why doesn't it ever work out?\I'll believe you.\Obviously, I'm at fault.\Even if it was Tiffa's request, I did something to betray Louise. response:	Yet I say I haven't done anything wrong, but I've hurt Louise.
context: A ball for dolls?\I could dance with you if you want.\I've been working hard to this day, wishing to see her smile,\yet why doesn't it ever work out?\I'll believe you.\Obviously, I'm at fault.\Even if it was Tiffa's request, I did something to betray Louise.\Yet I say I haven't done anything wrong, but I've hurt Louise. response:	I'm the worst.
context: I could dance with you if you want.\I've been working hard to this day, wishing to see her smile,\yet why doesn't it ever work out?\I'll believe you.\Obviously, I'm at fault.\Even if it was Tiffa's request, I did something to betray Louise.\Yet I say I haven't done anything wrong, but I've hurt Louise.\I'm the worst. response:	The dolls dance here every night.
context: I've been working hard to this day, wishing to see her smile,\yet why doesn't it ever work out?\I'll believe you.\Obviously, I'm at fault.\Even if it was Tiffa's request, I did something to betray Louise.\Yet I say I haven't done anything wrong, but I've hurt Louise.\I'm the worst.\The dolls dance here every night. response:	I heard you were in that hole, too.
context: yet why doesn't it ever work out?\I'll believe you.\Obviously, I'm at fault.\Even if it was Tiffa's request, I did something to betray Louise.\Yet I say I haven't done anything wrong, but I've hurt Louise.\I'm the worst.\The dolls dance here every night.\I heard you were in that hole, too. response:	You're not going to deny it?
context: I'll believe you.\Obviously, I'm at fault.\Even if it was Tiffa's request, I did something to betray Louise.\Yet I say I haven't done anything wrong, but I've hurt Louise.\I'm the worst.\The dolls dance here every night.\I heard you were in that hole, too.\You're not going to deny it? response:	No.
context: Obviously, I'm at fault.\Even if it was Tiffa's request, I did something to betray Louise.\Yet I say I haven't done anything wrong, but I've hurt Louise.\I'm the worst.\The dolls dance here every night.\I heard you were in that hole, too.\You're not going to deny it?\No. response:	You're scum.
context: Even if it was Tiffa's request, I did something to betray Louise.\Yet I say I haven't done anything wrong, but I've hurt Louise.\I'm the worst.\The dolls dance here every night.\I heard you were in that hole, too.\You're not going to deny it?\No.\You're scum. response:	But I didn't know that I was being taken to peep on the girls' bath.
context: Yet I say I haven't done anything wrong, but I've hurt Louise.\I'm the worst.\The dolls dance here every night.\I heard you were in that hole, too.\You're not going to deny it?\No.\You're scum.\But I didn't know that I was being taken to peep on the girls' bath. response:	I tagged along since they said there was something good to see.
context: I'm the worst.\The dolls dance here every night.\I heard you were in that hole, too.\You're not going to deny it?\No.\You're scum.\But I didn't know that I was being taken to peep on the girls' bath.\I tagged along since they said there was something good to see. response:	But of course, you don't believe what I say, right?
context: The dolls dance here every night.\I heard you were in that hole, too.\You're not going to deny it?\No.\You're scum.\But I didn't know that I was being taken to peep on the girls' bath.\I tagged along since they said there was something good to see.\But of course, you don't believe what I say, right? response:	I'll believe you.
context: I heard you were in that hole, too.\You're not going to deny it?\No.\You're scum.\But I didn't know that I was being taken to peep on the girls' bath.\I tagged along since they said there was something good to see.\But of course, you don't believe what I say, right?\I'll believe you. response:	W-Well, you're not smart enough to lie.
context: You're not going to deny it?\No.\You're scum.\But I didn't know that I was being taken to peep on the girls' bath.\I tagged along since they said there was something good to see.\But of course, you don't believe what I say, right?\I'll believe you.\W-Well, you're not smart enough to lie. response:	I know you well.
context: No.\You're scum.\But I didn't know that I was being taken to peep on the girls' bath.\I tagged along since they said there was something good to see.\But of course, you don't believe what I say, right?\I'll believe you.\W-Well, you're not smart enough to lie.\I know you well. response:	Then, even about Tiffa?
context: You're scum.\But I didn't know that I was being taken to peep on the girls' bath.\I tagged along since they said there was something good to see.\But of course, you don't believe what I say, right?\I'll believe you.\W-Well, you're not smart enough to lie.\I know you well.\Then, even about Tiffa? response:	I'll believe you.
context: But I didn't know that I was being taken to peep on the girls' bath.\I tagged along since they said there was something good to see.\But of course, you don't believe what I say, right?\I'll believe you.\W-Well, you're not smart enough to lie.\I know you well.\Then, even about Tiffa?\I'll believe you. response:	Thank you, Louise.
context: I tagged along since they said there was something good to see.\But of course, you don't believe what I say, right?\I'll believe you.\W-Well, you're not smart enough to lie.\I know you well.\Then, even about Tiffa?\I'll believe you.\Thank you, Louise. response:	I-I'm sorry, too.
context: But of course, you don't believe what I say, right?\I'll believe you.\W-Well, you're not smart enough to lie.\I know you well.\Then, even about Tiffa?\I'll believe you.\Thank you, Louise.\I-I'm sorry, too. response:	But even if you were asked, it's your fault for actually doing it.
context: I'll believe you.\W-Well, you're not smart enough to lie.\I know you well.\Then, even about Tiffa?\I'll believe you.\Thank you, Louise.\I-I'm sorry, too.\But even if you were asked, it's your fault for actually doing it. response:	Yeah. I'm sorry, Louise.
context: W-Well, you're not smart enough to lie.\I know you well.\Then, even about Tiffa?\I'll believe you.\Thank you, Louise.\I-I'm sorry, too.\But even if you were asked, it's your fault for actually doing it.\Yeah. I'm sorry, Louise. response:	I promise never to touch any other girl's breasts.
context: I know you well.\Then, even about Tiffa?\I'll believe you.\Thank you, Louise.\I-I'm sorry, too.\But even if you were asked, it's your fault for actually doing it.\Yeah. I'm sorry, Louise.\I promise never to touch any other girl's breasts. response:	You mean it?
context: Then, even about Tiffa?\I'll believe you.\Thank you, Louise.\I-I'm sorry, too.\But even if you were asked, it's your fault for actually doing it.\Yeah. I'm sorry, Louise.\I promise never to touch any other girl's breasts.\You mean it? response:	E-Even though you like big ones?
context: I'll believe you.\Thank you, Louise.\I-I'm sorry, too.\But even if you were asked, it's your fault for actually doing it.\Yeah. I'm sorry, Louise.\I promise never to touch any other girl's breasts.\You mean it?\E-Even though you like big ones? response:	I prefer small ones like yours.
context: Thank you, Louise.\I-I'm sorry, too.\But even if you were asked, it's your fault for actually doing it.\Yeah. I'm sorry, Louise.\I promise never to touch any other girl's breasts.\You mean it?\E-Even though you like big ones?\I prefer small ones like yours. response:	Hey, stop throwing me off.
context: I-I'm sorry, too.\But even if you were asked, it's your fault for actually doing it.\Yeah. I'm sorry, Louise.\I promise never to touch any other girl's breasts.\You mean it?\E-Even though you like big ones?\I prefer small ones like yours.\Hey, stop throwing me off. response:	If you're so honest...
context: But even if you were asked, it's your fault for actually doing it.\Yeah. I'm sorry, Louise.\I promise never to touch any other girl's breasts.\You mean it?\E-Even though you like big ones?\I prefer small ones like yours.\Hey, stop throwing me off.\If you're so honest... response:	Let go of me.
context: Yeah. I'm sorry, Louise.\I promise never to touch any other girl's breasts.\You mean it?\E-Even though you like big ones?\I prefer small ones like yours.\Hey, stop throwing me off.\If you're so honest...\Let go of me. response:	I don't want to.
context: I promise never to touch any other girl's breasts.\You mean it?\E-Even though you like big ones?\I prefer small ones like yours.\Hey, stop throwing me off.\If you're so honest...\Let go of me.\I don't want to. response:	I've always wanted to do this.
context: You mean it?\E-Even though you like big ones?\I prefer small ones like yours.\Hey, stop throwing me off.\If you're so honest...\Let go of me.\I don't want to.\I've always wanted to do this. response:	Saito...
context: E-Even though you like big ones?\I prefer small ones like yours.\Hey, stop throwing me off.\If you're so honest...\Let go of me.\I don't want to.\I've always wanted to do this.\Saito... response:	You have to kiss me to make up for it.
context: I prefer small ones like yours.\Hey, stop throwing me off.\If you're so honest...\Let go of me.\I don't want to.\I've always wanted to do this.\Saito...\You have to kiss me to make up for it. response:	Most certainly, Master.
context: Hey, stop throwing me off.\If you're so honest...\Let go of me.\I don't want to.\I've always wanted to do this.\Saito...\You have to kiss me to make up for it.\Most certainly, Master. response:	Ghost.
context: If you're so honest...\Let go of me.\I don't want to.\I've always wanted to do this.\Saito...\You have to kiss me to make up for it.\Most certainly, Master.\Ghost. response:	I see...
context: Let go of me.\I don't want to.\I've always wanted to do this.\Saito...\You have to kiss me to make up for it.\Most certainly, Master.\Ghost.\I see... response:	It... It looks like you really do like small ones.
context: I don't want to.\I've always wanted to do this.\Saito...\You have to kiss me to make up for it.\Most certainly, Master.\Ghost.\I see...\It... It looks like you really do like small ones. response:	Calm down, Louise.
context: I've always wanted to do this.\Saito...\You have to kiss me to make up for it.\Most certainly, Master.\Ghost.\I see...\It... It looks like you really do like small ones.\Calm down, Louise. response:	There's a reason for this!
context: Saito...\You have to kiss me to make up for it.\Most certainly, Master.\Ghost.\I see...\It... It looks like you really do like small ones.\Calm down, Louise.\There's a reason for this! response:	I don't like girls smaller than Louise either!
context: You have to kiss me to make up for it.\Most certainly, Master.\Ghost.\I see...\It... It looks like you really do like small ones.\Calm down, Louise.\There's a reason for this!\I don't like girls smaller than Louise either! response:	I hereby pledge not to touch the breasts of others!
context: Most certainly, Master.\Ghost.\I see...\It... It looks like you really do like small ones.\Calm down, Louise.\There's a reason for this!\I don't like girls smaller than Louise either!\I hereby pledge not to touch the breasts of others! response:	Sign it.
context: Ghost.\I see...\It... It looks like you really do like small ones.\Calm down, Louise.\There's a reason for this!\I don't like girls smaller than Louise either!\I hereby pledge not to touch the breasts of others!\Sign it. response:	Yes!
context: I see...\It... It looks like you really do like small ones.\Calm down, Louise.\There's a reason for this!\I don't like girls smaller than Louise either!\I hereby pledge not to touch the breasts of others!\Sign it.\Yes! response:	Saito-san...
context: It... It looks like you really do like small ones.\Calm down, Louise.\There's a reason for this!\I don't like girls smaller than Louise either!\I hereby pledge not to touch the breasts of others!\Sign it.\Yes!\Saito-san... response:	You can touch mine, okay?
context: Calm down, Louise.\There's a reason for this!\I don't like girls smaller than Louise either!\I hereby pledge not to touch the breasts of others!\Sign it.\Yes!\Saito-san...\You can touch mine, okay? response:	Y-You know what happens i-if you break the pledge, right?
context: There's a reason for this!\I don't like girls smaller than Louise either!\I hereby pledge not to touch the breasts of others!\Sign it.\Yes!\Saito-san...\You can touch mine, okay?\Y-You know what happens i-if you break the pledge, right? response:	Wait, Louise!
context: I don't like girls smaller than Louise either!\I hereby pledge not to touch the breasts of others!\Sign it.\Yes!\Saito-san...\You can touch mine, okay?\Y-You know what happens i-if you break the pledge, right?\Wait, Louise! response:	Sigh...
context: I hereby pledge not to touch the breasts of others!\Sign it.\Yes!\Saito-san...\You can touch mine, okay?\Y-You know what happens i-if you break the pledge, right?\Wait, Louise!\Sigh... response:	It's impossible.
context: Sign it.\Yes!\Saito-san...\You can touch mine, okay?\Y-You know what happens i-if you break the pledge, right?\Wait, Louise!\Sigh...\It's impossible. response:	But...
context: Yes!\Saito-san...\You can touch mine, okay?\Y-You know what happens i-if you break the pledge, right?\Wait, Louise!\Sigh...\It's impossible.\But... response:	Something's wrong with me.
context: Saito-san...\You can touch mine, okay?\Y-You know what happens i-if you break the pledge, right?\Wait, Louise!\Sigh...\It's impossible.\But...\Something's wrong with me. response:	My chest is aching. My body is trembling.
context: You can touch mine, okay?\Y-You know what happens i-if you break the pledge, right?\Wait, Louise!\Sigh...\It's impossible.\But...\Something's wrong with me.\My chest is aching. My body is trembling. response:	Is this what love is?
context: Y-You know what happens i-if you break the pledge, right?\Wait, Louise!\Sigh...\It's impossible.\But...\Something's wrong with me.\My chest is aching. My body is trembling.\Is this what love is? response:	Zero no Tsukaima. Princess no Rondo.
context: Wait, Louise!\Sigh...\It's impossible.\But...\Something's wrong with me.\My chest is aching. My body is trembling.\Is this what love is?\Zero no Tsukaima. Princess no Rondo. response:	The Taboo Magic Potion.
context: Sigh...\It's impossible.\But...\Something's wrong with me.\My chest is aching. My body is trembling.\Is this what love is?\Zero no Tsukaima. Princess no Rondo.\The Taboo Magic Potion. response:	Saito, look at me!
context: It's impossible.\But...\Something's wrong with me.\My chest is aching. My body is trembling.\Is this what love is?\Zero no Tsukaima. Princess no Rondo.\The Taboo Magic Potion.\Saito, look at me! response:	I won't forgive you if you look away.
